اتھاہ	diep	اتھاہ	diep		ADV
اِتّحاد	concord	اِتّحاد	concord	PROPN;NOM;MASC;SG;3	PROPN;SG
اِتّحاد	verdrag	اِتّحاد	verdrag	PROPN;NOM;MASC;SG;3	V;PRS
اِتّحاد	unity	اِتّحاد	unity	PROPN;NOM;MASC;SG;3	
اِتّحادی	ondersteuner	اِتّحادی	ondersteuner	ADJ	V;PRS
اِتّحادی	ally	اِتّحادی	ally	ADJ	
اُتراق	kamp	اُتراق	kamp	PROPN;NOM;MASC;SG;3	V;PRS
اُتراون	dik	اُتراون	dik	PROPN;NOM;MASC;SG;3	
اِتراہٹ	pride	اِتراہٹ	pride	PROPN;NOM;MASC;SG;3	
اِتراہٹ	trots	اِتراہٹ	trots	PROPN;NOM;MASC;SG;3	ADJ;NOM
اُترائی	descent	اُترائی	descent	PROPN;NOM;MASC;SG;3	
اُترتا	gemeen	اُتر	gemeen		V;PST;V.PTCP
اُترتا	bedoel	اُتر	bedoel		V;PRS
اُترتا	beteken	اُتر	beteken		V;PRS
اُترتا	afnemende	اُتر	afnemend		ADJ;NOM
اُترتا	falling	اُتر	falling		N;SG
اُترتا	vallende	اُتر	val		V;PRS
اُترنا	wane	اُتر	wane	V;MASC;SG;ACT	N;PL
اُترنا	kruis	اُتر	kruis	V;MASC;SG;ACT	
اُتسَو	geluk	اُتسَو	geluk		N;SG
اُتسَو	wegraping	اُتسَو	wegraping		N;SG
اِتّصال	kontak	اِتّصال	kontak	PROPN;NOM;MASC;SG;3	V;PRS
اِتّصال	aanhangsel	اِتّصال	aanhangsel	PROPN;NOM;MASC;SG;3	N;SG
اِتّصال	union	اِتّصال	union	PROPN;NOM;MASC;SG;3	
اِتّصال	unie	اِتّصال	unie	PROPN;NOM;MASC;SG;3	N;SG
اِتّصال	konneksie	اِتّصال	konneksie	PROPN;NOM;MASC;SG;3	N;SG
اِتّفاق	concord	اِتّفاق	concord	PROPN;NOM;MASC;SG;3	PROPN;SG
اِتّفاق	kans	اِتّفاق	kans	PROPN;NOM;MASC;SG;3	N;SG
اِتّفاق	ooreenkoms	اِتّفاق	ooreenkoms	PROPN;NOM;MASC;SG;3	N;SG
اِتّفاق	unity	اِتّفاق	unity	PROPN;NOM;MASC;SG;3	
اِتّفاقیہ	informele	اِتّفاقیہ	informeel	PROPN;NOM;MASC;SG;3	ADJ;NOM
اِتّفاقیہ	gemaklike	اِتّفاقیہ	maklik	PROPN;NOM;MASC;SG;3	ADJ;NOM
اِتقان	uitnemendheid	اِتقان	uitnemendheid	PROPN;NOM;MASC;SG;3	N;SG
اِتقان	excellence	اِتقان	excellence	PROPN;NOM;MASC;SG;3	
اِتقان	perfeksie	اِتقان	perfeksie	PROPN;NOM;MASC;SG;3	
اِتّکا	dependence	اِتّکا	dependence	PROPN;NOM;MASC;SG;3	
اِتلاف	decay	اِتلاف	decay	PROPN;NOM;MASC;SG;3	
اِتلاف	verlies	اِتلاف	verlies	PROPN;NOM;MASC;SG;3	N;SG
اِتلاف	vernietiging	اِتلاف	vernietiging	PROPN;NOM;MASC;SG;3	V;PRS
اتَم	voltooi	اتَم	voltooi	PROPN;NOM;MASC;SG;3	
اتَم	afgehandel	اتَم	afhandel	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
اتَم	perfek	اتَم	perfek	PROPN;NOM;MASC;SG;3	V;PRS
اُتّم	eerste	اُتّم	eerste	PROPN;NOM;MASC;SG;3	ADJ;NOM
اُتّم	eers	اُتّم	eers	PROPN;NOM;MASC;SG;3	
اُتّم	beste	اُتّم	goed	PROPN;NOM;MASC;SG;3	
اُتّم	hoogste	اُتّم	hoog	PROPN;NOM;MASC;SG;3	
اِتمام	aangaan	اِتمام	aangaan	PROPN;NOM;MASC;SG;3	V;PRS
اِتمام	voltooiïng	اِتمام	voltooiïng	PROPN;NOM;MASC;SG;3	
اُتُّو	borduurwerk	اُتُّو	borduurwerk	PROPN;NOM;MASC;SG;3	
اِتوار	sondag	اِتوار	sondag	PROPN;NOM;MASC;SG;3	
اِتہاس	berig	اِتہاس	berig	PROPN;NOM;MASC;SG;3	
اِتہاس	annals	اِتہاس	annals	PROPN;NOM;MASC;SG;3	
اِتہاس	geskiedenis	اِتہاس	geskiedenis	PROPN;NOM;MASC;SG;3	N;SG
اِتہاس	history	اِتہاس	history	PROPN;NOM;MASC;SG;3	
اِتیان	aksie	اِتیان	aksie	PROPN;NOM;MASC;SG;3	N;SG
اِتیان	uitvoering	اِتیان	uitvoering	PROPN;NOM;MASC;SG;3	N;SG
اِتیان	oppad	اِتیان	oppad	PROPN;NOM;MASC;SG;3	V;PRS
اِتیان	gebeur	اِتیان	gebeur	PROPN;NOM;MASC;SG;3	V;PRS
اتیت	verlede	اتیت	verlede	PROPN;NOM;MASC;SG;3	N;SG
اتیت	vorige	اتیت	vorige	PROPN;NOM;MASC;SG;3	ADJ;NOM
اتیت	afgelope	اتیت	afloop	PROPN;NOM;MASC;SG;3	ADJ;NOM
اتیت	pilgrim	اتیت	pilgrim	PROPN;NOM;MASC;SG;3	
اُتھلانا	disorder	اُتھلانا	disorder	V;MASC;SG;NFIN;ACT	
اٹ	roes	اٹ	roes	PROPN;NOM;MASC;SG;3	N;PL
اٹ	rust	اٹ	rust	PROPN;NOM;MASC;SG;3	
اٹ	stof	اٹ	stof	PROPN;NOM;MASC;SG;3	N;SG
اٹاٹوٹ	verskriklik	اٹاٹوٹ	verskriklik	PROPN;NOM;MASC;SG;3	
اٹاٹوٹ	uiters	اٹاٹوٹ	uiters	PROPN;NOM;MASC;SG;3	ADV
اٹاٹوٹ	vreeslik	اٹاٹوٹ	vreeslik	PROPN;NOM;MASC;SG;3	ADV
اٹّا	hopie	اٹّا	hopie	PROPN;NOM;MASC;SG;3	
اٹّا	solder	اٹّا	solder	PROPN;NOM;MASC;SG;3	
اٹاری	terrace	اٹاری	terrace	PROPN;NOM;MASC;SG;3	
اٹاری	aas	اٹاری	aas	PROPN;NOM;MASC;SG;3	N;SG
اٹاری	solder	اٹاری	solder	PROPN;NOM;MASC;SG;3	
اٹال	massa	اٹال	massa	PROPN;NOM;MASC;SG;3	N;SG
اٹال	hopie	اٹال	hopie	PROPN;NOM;MASC;SG;3	
اٹالا	goedere	اٹالا	goed	PROPN;NOM;MASC;SG;3	N;PL
اٹالا	verhandeling	اٹالا	verhandeling	PROPN;NOM;MASC;SG;3	N;SG
اٹالا	meubels	اٹالا	meubel	PROPN;NOM;MASC;SG;3	N;PL
اٹالا	meubelstuk	اٹالا	meubelstuk	PROPN;NOM;MASC;SG;3	N;SG
اُٹپٹانگ	arme	اُٹپٹانگ	arm	PROPN;NOM;MASC;SG;3	N;PL
اُٹپٹانگ	absurd	اُٹپٹانگ	absurd	PROPN;NOM;MASC;SG;3	
اٹک	belemmering	اٹک	belemmering	PROPN;NOM;MASC;SG;3	N;SG
اٹک	hindernis	اٹک	hindernis	PROPN;NOM;MASC;SG;3	
اٹکا	opgehou	اٹکا	ophou		V;PST;V.PTCP
اٹکا	gestop	اٹکا	stop		V;PST;V.PTCP
اٹکا	gestaak	اٹکا	staak		V;PST;V.PTCP
اٹکائو	ophou	اٹکا	ophou	PROPN;NOM;MASC;SG;3	V;PRS
اٹکائو	belemmering	اٹکا	belemmering	PROPN;NOM;MASC;SG;3	N;SG
اُٹکّرلَیس	absurd	اُٹکّرلَیس	absurd	PROPN;NOM;MASC;SG;3	
اٹکل	raai	اٹک	raai		V;PRS
اٹکن	skakel	اٹکن	skakel		V;PRS
اٹکھیل	geseënde	اٹکھ	gese	PROPN;NOM;MASC;SG;3	ADJ;NOM
اٹکھیل	lively	اٹکھ	lively	PROPN;NOM;MASC;SG;3	
اٹکھیل	spelerige	اٹکھ	spelerig	PROPN;NOM;MASC;SG;3	ADJ;NOM
اٹکھیل	speels	اٹکھ	speels	PROPN;NOM;MASC;SG;3	N;SG
اٹل	vas	اٹل	vas	PROPN;NOM;MASC;SG;3	ADV
اٹل	stilstaande	اٹل	stilstaande	PROPN;NOM;MASC;SG;3	
اٹل	vasbeslote	اٹل	vasbeslote	PROPN;NOM;MASC;SG;3	V;PRS
اٹل	vasberade	اٹل	vasberade	PROPN;NOM;MASC;SG;3	N;PL
اٹل	bepaal	اٹل	bepaal	PROPN;NOM;MASC;SG;3	V;PRS
اٹل	reggemaak	اٹل	regmaak	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
اٹل	permanente	اٹل	permanent	PROPN;NOM;MASC;SG;3	ADJ;NOM
اٹل	permanent	اٹل	permanent	PROPN;NOM;MASC;SG;3	
اٹُوٹ	konstante	اٹُوٹ	konstant	PROPN;NOM;MASC;SG;3	V;PRS
اٹُوٹ	aaneenlopende	اٹُوٹ	aaneenloop	PROPN;NOM;MASC;SG;3	ADJ;NOM
اٹیرن	storie	اٹیرن	storie	PROPN;NOM;MASC;SG;3	N;SG
اٹیرنا	storie	اٹیر	storie	PROPN;NOM;MASC;SG;3	N;SG
اٹھ	agt	اٹھ	agt	V;ACT	NUM
اٹھ	agtste	اٹھ	agts	V;ACT	
اٹھ	reguit	اٹھ	reguit	V;ACT	
اٹھادینا	awake	اٹھا	awaak	PROPN;NOM;MASC;SG;3	
اٹھادینا	uitskiet	اٹھا	uitskiet	PROPN;NOM;MASC;SG;3	V;PRS
اٹھالینا	dra	اٹھالینا	dra	PROPN;NOM;MASC;SG;3	V;PRS
اٹھالینا	carry	اٹھالینا	carry	PROPN;NOM;MASC;SG;3	
اُٹّھا	ingesamel	اُٹّھا	insamel	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
اٹّھارہ	agtien	اٹّھارہ	agtien	PROPN;NOM;MASC;SG;3	
اُٹھان	opkoms	اُٹھان	opkoms	PROPN;NOM;MASC;SG;3	N;SG
اُٹھان	ascension	اُٹھان	ascension	PROPN;NOM;MASC;SG;3	
اُٹھان	ontwikkeling	اُٹھان	ontwikkeling	PROPN;NOM;MASC;SG;3	N;SG
اُٹھان	growth	اُٹھان	growth	PROPN;NOM;MASC;SG;3	
اُٹھان	groei	اُٹھان	groei	PROPN;NOM;MASC;SG;3	N;SG
اُٹھان	start	اُٹھان	start	PROPN;NOM;MASC;SG;3	
اُٹھان	begin	اُٹھان	begin	PROPN;NOM;MASC;SG;3	V;PRS
اُٹھان	bestyging	اُٹھان	bestyging	PROPN;NOM;MASC;SG;3	N;SG
اُٹھانا	carry	اُٹھا	carry	V;MASC;SG;NFIN;ACT	
اُٹھانا	beer	اُٹھا	baie	V;MASC;SG;NFIN;ACT	
اُٹھائو	lig	اُٹھائو	lig	PROPN;NOM;MASC;SG;3	V;PRS
اُٹھائو	lift	اُٹھائو	lift	PROPN;NOM;MASC;SG;3	
اُٹھتا	opgaande	اُٹھ	opgaande	V;IPFV;MASC;SG;V.PTCP;ACT	N;PL
اِٹھلانا	gedra	اِٹھلانا	dra	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
اُٹھنا	opkoms	اُٹھ	opkoms	V;MASC;SG;NFIN;ACT	N;SG
اُٹھنا	verlof	اُٹھ	verlof	V;MASC;SG;NFIN;ACT	N;SG
اُٹھنا	onklaar	اُٹھ	onklaar	V;MASC;SG;NFIN;ACT	
اُٹھنا	awake	اُٹھ	awaak	V;MASC;SG;NFIN;ACT	
اثاثہ	goedere	اثاثہ	goed	N;NOM;MASC;SG;3	N;PL
اثاثہ	effekte	اثاثہ	effekte	N;NOM;MASC;SG;3	N;PL
اِثارت	woede	اِثارت	woede	PROPN;NOM;MASC;SG;3	N;SG
اِثارت	fury	اِثارت	fury	PROPN;NOM;MASC;SG;3	
اِثارت	woede	اِثارت	woede	PROPN;NOM;MASC;SG;3	N;SG
اِثارت	rage	اِثارت	rag	PROPN;NOM;MASC;SG;3	
اِثبات	bevestiging	اِثبہ	bevestiging	N;NOM;MASC;PL;3	N;SG
اِثبات	herkenning	اِثبہ	herkenning	N;NOM;MASC;PL;3	N;SG
اِثبات	verifikasie	اِثبہ	verifikasie	N;NOM;MASC;PL;3	N;SG
اثر	invloed	اثر	invloed	N;NOM;MASC;SG;3	V;PRS
اثر	beïnvloed	اثر	beïnvloed	N;NOM;MASC;SG;3	V;PRS
اثر	consequence	اثر	consequence	N;NOM;MASC;SG;3	
اثرورسوخ	invloed	اثرورسوخ	invloed	N;NOM;MASC;SG;3	V;PRS
اثرورسوخ	beïnvloed	اثرورسوخ	beïnvloed	N;NOM;MASC;SG;3	V;PRS
اِثم	sonde	اِثم	sonde	PROPN;NOM;MASC;SG;3	
اثمار	fruits	اثمار	fruits	PROPN;NOM;MASC;SG;3	
اثمان	pryse	اثمان	pryse	PROPN;NOM;MASC;SG;3	N;PL
اثنا	tydens	اثنا	tydens	N;NOM;MASC;SG;3	ADP
اثنا	gedurende	اثنا	gedurende	N;NOM;MASC;SG;3	ADP
اثیر	hoë	اثیر	hoog	PROPN;NOM;MASC;SG;3	
اثیر	hoog	اثیر	hoog	PROPN;NOM;MASC;SG;3	
اِجابت	verleen	اِجابت	verleen	PROPN;NOM;MASC;SG;3	V;PRS
اِجابت	grant	اِجابت	grant	PROPN;NOM;MASC;SG;3	
اِجابت	goedkeuring	اِجابت	goedkeuring	PROPN;NOM;MASC;SG;3	N;SG
اِجابت	aanvaarding	اِجابت	aanvaarding	PROPN;NOM;MASC;SG;3	N;SG
اِجابت	nakoming	اِجابت	nakoming	PROPN;NOM;MASC;SG;3	N;SG
اِجابت	toestemming	اِجابت	toestemming	PROPN;NOM;MASC;SG;3	N;SG
اِجارہ	verhuur	اِجارہ	verhuur	PROPN;NOM;MASC;SG;3	V;PRS
اِجارہ	huur	اِجارہ	huur	PROPN;NOM;MASC;SG;3	V;PRS
اُجاڑ	bederf	اُجاڑ	bederf		V;PRS
اِجازت	los	اِجازت	los	N;NOM;MASC;SG;3	V;PRS
اِجازت	verlaat	اِجازت	verlaat	N;NOM;MASC;SG;3	V;PRS
اِجازت	liberty	اِجازت	liberty	N;NOM;MASC;SG;3	PROPN;SG
اُجاغ	stoof	اُجاغ	stoof	PROPN;NOM;MASC;SG;3	
اُجاگر	manifest	اُجاگر	manifest	N;NOM;MASC;SG;3	
اُجاگر	prominent	اُجاگر	prominent	N;NOM;MASC;SG;3	
اُجاگر	helder	اُجاگر	helder	N;NOM;MASC;SG;3	
اُجالا	sonskyn	اُجالا	sonskyn	PROPN;NOM;MASC;SG;3	V;PRS
اُجالا	lig	اُجالا	lig	PROPN;NOM;MASC;SG;3	V;PRS
اُجالا	ligte	اُجالا	lig	PROPN;NOM;MASC;SG;3	ADJ;NOM
اُجالا	dawn	اُجالا	dawn	PROPN;NOM;MASC;SG;3	
اُجالا	daglig	اُجالا	daglig	PROPN;NOM;MASC;SG;3	N;SG
اُجالنا	buff	اُجال	buff	V;MASC;SG;NFIN;ACT	
اُجالنا	pools	اُجال	pools	V;MASC;SG;NFIN;ACT	
اُجالنا	polish	اُجال	polish	V;MASC;SG;NFIN;ACT	
اُجالی	lig	اُجالی	lig	PROPN;NOM;MASC;SG;3	V;PRS
اُجالی	ligte	اُجالی	lig	PROPN;NOM;MASC;SG;3	ADJ;NOM
اُجالی	illuminated	اُجالی	illuminated	PROPN;NOM;MASC;SG;3	
اُجالی	helder	اُجالی	helder	PROPN;NOM;MASC;SG;3	
اُجالی	helderheid	اُجالی	helderheid	PROPN;NOM;MASC;SG;3	N;SG
اجان	onskuldige	اجان	onskuldig		ADJ;NOM
اجان	innocent	اجان	innocent		
اجانِب	aliens	اجانِب	aliens	PROPN;NOM;MASC;SG;3	
اجانِب	vreemdelinge	اجانِب	vreemdeling	PROPN;NOM;MASC;SG;3	ADJ;NOM
اِجبار	constraint	اِجبار	constraint	PROPN;NOM;MASC;SG;3	
اِجبار	force	اِجبار	force	PROPN;NOM;MASC;SG;3	
اِجبار	forseer	اِجبار	forseer	PROPN;NOM;MASC;SG;3	V;PRS
اِجبار	krag	اِجبار	krag	PROPN;NOM;MASC;SG;3	N;SG
اِجبار	dwing	اِجبار	dwing	PROPN;NOM;MASC;SG;3	V;PRS
اجِت	invincible	اجِت	invincibabl	PROPN;NOM;MASC;SG;3	
اِجتبا	seleksie	اِجتبا	seleksie	PROPN;NOM;MASC;SG;3	N;SG
اِجتماع	ontmoeting	اِجتماع	ontmoeting	PROPN;NOM;MASC;SG;3	N;SG
اِجتماع	besigheid	اِجتماع	besigheid	PROPN;NOM;MASC;SG;3	N;SG
اِجتماع	vergadering	اِجتماع	vergadering	PROPN;NOM;MASC;SG;3	N;SG
اِجتماع	assemblage	اِجتماع	assemblage	PROPN;NOM;MASC;SG;3	
اِجتماعی	collective	اِجتماعی	collective	ADJ	
اِجتناب	onthouding	اِجتناب	onthouding		N;SG
اِجتہاد	innovasie	اِجتہاد	innovasie	PROPN;NOM;MASC;SG;3	N;SG
اجداد	voorvaders	جد	voorvader	N;NOM;MASC;SG;3	N;PL
اجَر	ewige	اجَر	ewige		N;SG
اجر	fooi	اجر	fooi	N;NOM;MASC;SG;3	V;PRS
اجر	hire	اجر	hire	N;NOM;MASC;SG;3	
اجر	pay	اجر	pay	N;NOM;MASC;SG;3	
اجر	betaal	اجر	betaal	N;NOM;MASC;SG;3	V;PRS
اجر	beloning	اجر	beloning	N;NOM;MASC;SG;3	
اِجرا	verleen	اِجرا	verleen	PROPN;NOM;MASC;SG;3	V;PRS
اِجرا	grant	اِجرا	grant	PROPN;NOM;MASC;SG;3	
اِجرا	aksie	اِجرا	aksie	PROPN;NOM;MASC;SG;3	N;SG
اِجرا	uitvoering	اِجرا	uitvoering	PROPN;NOM;MASC;SG;3	N;SG
اِجرا	sirkulasie	اِجرا	sirkulasie	PROPN;NOM;MASC;SG;3	N;SG
اِجرا	vloei	اِجرا	vloei	PROPN;NOM;MASC;SG;3	V;PRS
اِجرا	flow	اِجرا	flow	PROPN;NOM;MASC;SG;3	
اِجرا	kwessie	اِجرا	kwessie	PROPN;NOM;MASC;SG;3	N;SG
اجرام	bodies	اجرام	bodie	N;NOM;MASC;SG;3	
اُجرت	fooi	اُجرت	fooi	N;NOM;MASC;SG;3	V;PRS
اُجرت	beloning	اُجرت	beloning	N;NOM;MASC;SG;3	
اجزا	elemente	اجزا	element	N;NOM;MASC;SG;3	N;PL
اجزا	dele	اجزا	deel	N;NOM;MASC;SG;3	N;PL
اجزا	parte	اجزا	part	N;NOM;MASC;SG;3	
اجزا	portions	اجزا	portions	N;NOM;MASC;SG;3	
اجزا	seksies	اجزا	seksie	N;NOM;MASC;SG;3	N;PL
اجزا	afdelings	اجزا	afdeling	N;NOM;MASC;SG;3	N;PL
اجزا	artikels	اجزا	artikel	N;NOM;MASC;SG;3	N;PL
اِجزال	verhoog	اِجزال	verhoog	PROPN;NOM;MASC;SG;3	V;PRS
اِجزال	vermeerder	اِجزال	vermeerder	PROPN;NOM;MASC;SG;3	V;PRS
اِجزال	hupstoot	اِجزال	hupstoot	PROPN;NOM;MASC;SG;3	V;PRS
اِجزال	bevorder	اِجزال	bevorder	PROPN;NOM;MASC;SG;3	V;PRS
اِجزال	growth	اِجزال	growth	PROPN;NOM;MASC;SG;3	
اِجزال	groei	اِجزال	groei	PROPN;NOM;MASC;SG;3	N;SG
اجساد	stowwe	اجساد	stof	PROPN;NOM;MASC;SG;3	N;PL
اجل	lot	اجل	lot	V;ACT	N;SG
اجل	fate	اجل	fate	V;ACT	PROPN;SG
اجل	dood	اجل	dood	V;ACT	N;SG
اجل	destiny	اجل	destiny	V;ACT	
اُجلا	suiwer	اُجلا	suiwer	PROPN;NOM;MASC;SG;3	
اُجلا	skoon	اُجلا	skoon	PROPN;NOM;MASC;SG;3	
اُجلا	slank	اُجلا	slank	PROPN;NOM;MASC;SG;3	
اُجلا	suiwer	اُجلا	suiwer	PROPN;NOM;MASC;SG;3	
اُجلا	white	اُجلا	white	PROPN;NOM;MASC;SG;3	
اُجلا	skoon	اُجلا	skoon	PROPN;NOM;MASC;SG;3	
اُجلا	slank	اُجلا	slank	PROPN;NOM;MASC;SG;3	
اجلاف	base	اجلاف	base	PROPN;NOM;MASC;SG;3	
اجلاف	onderliggende	اجلاف	onderliggend	PROPN;NOM;MASC;SG;3	ADJ;NOM
اجلاف	basis	اجلاف	basis	PROPN;NOM;MASC;SG;3	N;SG
اِجلال	honour	اِجلال	honour	PROPN;NOM;MASC;SG;3	
اِجلال	gestand	اِجلال	gestand	PROPN;NOM;MASC;SG;3	N;SG
اِجلال	eer	اِجلال	eer	PROPN;NOM;MASC;SG;3	V;PRS
اِجلال	glorie	اِجلال	glori	PROPN;NOM;MASC;SG;3	N;SG
اِجلال	glory	اِجلال	glory	PROPN;NOM;MASC;SG;3	
اُجلانا	pools	اُجلانا	pools	PROPN;NOM;MASC;SG;3	
اُجلانا	polish	اُجلانا	polish	PROPN;NOM;MASC;SG;3	
اُجلانا	poolse	اُجلانا	pools	PROPN;NOM;MASC;SG;3	V;PRS
اجلیٰ	helderder	اجلیٰ	helderder	PROPN;NOM;MASC;SG;3	V;PRS
اجم	woud	اجم	woud		N;SG
اجم	bos	اجم	bos		V;PRS
اِجماع	consensus	اِجماع	consensus	PROPN;NOM;MASC;SG;3	
اِجماع	saamstel	اِجماع	saamstel	PROPN;NOM;MASC;SG;3	V;PRS
اِجماع	gemeente	اِجماع	gemeent	PROPN;NOM;MASC;SG;3	N;SG
اِجماع	ontmoeting	اِجماع	ontmoeting	PROPN;NOM;MASC;SG;3	N;SG
اِجماع	besigheid	اِجماع	besigheid	PROPN;NOM;MASC;SG;3	N;SG
اِجماع	vergadering	اِجماع	vergadering	PROPN;NOM;MASC;SG;3	N;SG
اِجماع	raad	اِجماع	raad	PROPN;NOM;MASC;SG;3	N;SG
اِجمال	abstrakte	اِجمال	abstrak	PROPN;NOM;MASC;SG;3	N;SG
اِجمال	opsomming	اِجمال	opsomming	PROPN;NOM;MASC;SG;3	N;SG
اِجمال	synopsis	اِجمال	synopsis	PROPN;NOM;MASC;SG;3	
اِجمالاً	summier	اِجمالاً	summier	ADV	
اجناس	spesie	جنس	spesie	N;NOM;MASC;PL;3	N;SG
اجناس	kinds	جنس	kinds	N;NOM;MASC;PL;3	
اجنبی	buitelander	اجنبی	buitelander	V;SG;V.PTCP;ACT	N;SG
اجنبی	onbekend	اجنبی	onbekend	V;SG;V.PTCP;ACT	
اجنبی	vreemd	اجنبی	vreemd	V;SG;V.PTCP;ACT	
اجنبی	alien	اجنبی	alien	V;SG;V.PTCP;ACT	
اجنبی	uitheemse	اجنبی	uitheems	V;SG;V.PTCP;ACT	ADJ;NOM
اجنبی	buitelandse	اجنبی	buitelands	V;SG;V.PTCP;ACT	ADJ;NOM
اجنبی	foreign	اجنبی	foreign	V;SG;V.PTCP;ACT	
اجنبی	buitelander	اجنبی	buitelander	V;SG;V.PTCP;ACT	N;SG
اجنبی	vreemdeling	اجنبی	vreemdeling	V;SG;V.PTCP;ACT	N;SG
اجنبی	onbekend	اجنبی	onbekend	V;SG;V.PTCP;ACT	
اجنبی	nuut	اجنبی	nuut	V;SG;V.PTCP;ACT	ADV
اجنبی	nuwe	اجنبی	nuut	V;SG;V.PTCP;ACT	ADJ;NOM
اجنبی	vreemd	اجنبی	vreemd	V;SG;V.PTCP;ACT	
اجوِبہ	antwoorde	اجوِبہ	antwoord	PROPN;NOM;MASC;SG;3	N;PL
اجوِبہ	antwoorde	اجوِبہ	antwoord	PROPN;NOM;MASC;SG;3	N;PL
اجوت	dim	اجوت	dim	PROPN;NOM;MASC;SG;3	
اجوت	donker	اجوت	donker	PROPN;NOM;MASC;SG;3	ADJ;NOM
اُجُورہ	vergoeding	اُجُورہ	vergoeding	PROPN;NOM;MASC;SG;3	N;SG
اُجُورہ	beloning	اُجُورہ	beloning	PROPN;NOM;MASC;SG;3	
اُجُورہ	huur	اُجُورہ	huur	PROPN;NOM;MASC;SG;3	V;PRS
اجوَف	hol	اجوَف	hol	PROPN;NOM;MASC;SG;3	
اجوگ	enkel	اجوگ	enkel	PROPN;NOM;MASC;SG;3	
اِجہاز	aborsie	اِجہاز	aborsie	PROPN;NOM;MASC;SG;3	N;SG
اُجیالا	lig	اُجیالا	lig	PROPN;NOM;MASC;SG;3	V;PRS
اُجیالا	ligte	اُجیالا	lig	PROPN;NOM;MASC;SG;3	ADJ;NOM
اجیت	invincible	اجیت	invincibabl	PROPN;NOM;MASC;SG;3	
اجیجی	bangladesj	اجیجی	banglade	PROPN;NOM;MASC;SG;3	ADJ;NOM
اجیَد	beste	اجیَد	goed	PROPN;NOM;MASC;SG;3	
اجیر	dienaar	اجیر	dienaar	PROPN;NOM;MASC;SG;3	N;SG
اجیر	dienaar	اجیر	dienaar	PROPN;NOM;MASC;SG;3	N;SG
اجیر	werknemer	اجیر	werknemer	PROPN;NOM;MASC;SG;3	N;SG
اجیرن	moeilik	اجیرن	moeilik	ADJ	ADV
اُچاٹ	hartseer	اُچاٹ	hartseer	PROPN;NOM;MASC;SG;3	V;PRS
اُچاٹ	verveeld	اُچاٹ	verveeld	PROPN;NOM;MASC;SG;3	V;PRS
اُچاٹ	depressief	اُچاٹ	depressief	PROPN;NOM;MASC;SG;3	ADV
اُچاٹ	ontevrede	اُچاٹ	ontevrede	PROPN;NOM;MASC;SG;3	
اُچاٹ	versteur	اُچاٹ	versteur	PROPN;NOM;MASC;SG;3	V;PRS
اُچاٹی	verveeldheid	اُچاٹی	verveeldheid	PROPN;NOM;MASC;SG;3	N;SG
اچارج	onderwyser	اچارج	onderwyser	PROPN;NOM;MASC;SG;3	N;SG
اچارج	mentor	اچارج	mentor	PROPN;NOM;MASC;SG;3	
اُچارن	uitspraak	اُچارن	uitspraak	PROPN;NOM;MASC;SG;3	N;SG
اُچارن	accent	اُچارن	accent	PROPN;NOM;MASC;SG;3	
اُچارن	aksent	اُچارن	aksent	PROPN;NOM;MASC;SG;3	N;SG
اچاری	onderwyser	اچاری	onderwyser	PROPN;NOM;MASC;SG;3	N;SG
اُچان	hoogte	اُچان	hoogte		N;SG
اُچان	vergelyking	اُچان	vergelyking		N;SG
اچانک	onverwags	اچانک	onverwags	ADV	
اچانک	suddenly	اچانک	suddenly	ADV	
اچانک	incidental	اچانک	incidental	ADV	
اچپل	spelerige	اچپل	spelerig	PROPN;NOM;MASC;SG;3	ADJ;NOM
اچپل	speels	اچپل	speels	PROPN;NOM;MASC;SG;3	N;SG
اچُت	laf	اچُت	laf	PROPN;NOM;MASC;SG;3	
اچُت	silly	اچُت	silly	PROPN;NOM;MASC;SG;3	
اچُت	dom	اچُت	dom	PROPN;NOM;MASC;SG;3	N;SG
اُچِت	gepaste	اُچِت	pas	PROPN;NOM;MASC;SG;3	ADJ;NOM
اُچِت	pas	اُچِت	pas	PROPN;NOM;MASC;SG;3	
اُچِت	regterkant	اُچِت	regterkant	PROPN;NOM;MASC;SG;3	N;SG
اُچِت	regs	اُچِت	regs	PROPN;NOM;MASC;SG;3	ADP
اُچٹتا	ligte	اُچٹ	lig	V;IPFV;MASC;SG;V.PTCP;ACT	ADJ;NOM
اچرج	uncommon	اچرج	uncommon	PROPN;NOM;MASC;SG;3	
اچرج	vreemd	اچرج	vreemd	PROPN;NOM;MASC;SG;3	
اچرج	miracle	اچرج	miracle	PROPN;NOM;MASC;SG;3	
اُچک	hoogte	اُچک	hoogte		N;SG
اُچک	vergelyking	اُچک	vergelyking		N;SG
اُچکنا	grab	اُچک	grab	V;SG;ACT	
اچَل	vas	اچَل	vas	PROPN;NOM;MASC;SG;3	ADV
اچَل	steady	اچَل	steady	PROPN;NOM;MASC;SG;3	
اچَل	reggemaak	اچَل	regmaak	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
اُچلنا	afsonderlike	اُچل	afsonderlik	V;MASC;SG;NFIN;ACT	ADJ;NOM
