что	מה	что	מה	PRO;NOM	ADV
станции	תחנת	станция	תחנה	N;INAN;NOM;FEM;PL	N;FEM;SG
возможно	אולי	возможный	אולי	ADJ;NEUT;SG	ADV
возможно	אולי	возможный	אולי	ADJ;NEUT;SG	ADV
возможно	אפשרית	возможный	אפשרי	ADJ;NEUT;SG	ADV
возможно	יתכן	возможный	יתכן	ADJ;NEUT;SG	V;SG;3;FUT
возможно	ייתכן	возможный	ייתכן	ADJ;NEUT;SG	V
возможно	כנראה	возможный	כנראה	ADJ;NEUT;SG	ADV
сергей	סרגיי	сергей	סרגיי	N;ANIM;NOM;MASC;SG	PROPN
сергей	סרגיי	сергей	סרגיי	N;ANIM;NOM;MASC;SG	PROPN
иван	איוואן	иван	איוואן	N;ANIM;NOM;MASC;SG	PROPN
иван	איוון	иван	איוון	N;ANIM;NOM;MASC;SG	PROPN
команды	מצווה	команда	ציווה	N;INAN;NOM;FEM;PL	V;FEM;SG;V.PTCP;ACT
такие	כזאת	такой	כזאת	DET;NOM;PL	
такие	כזה	такой	כזה	DET;NOM;PL	
такие	כזו	такой	כזו	DET;NOM;PL	
такие	כאלה	такой	כאלה	DET;NOM;PL	PROPN
многие	הרבה	много	הרבה	NUM	ADV
многие	רבות	много	רב	NUM	N;FEM;PL
многие	רבים	много	רב	NUM	V;MASC;PL;V.PTCP;ACT
жизнь	life	жизнь	life	N;INAN;NOM;FEM;SG	
жизнь	החיים	жизнь	החיים	N;INAN;NOM;FEM;SG	ADV
жизнь	חיים	жизнь	חיים	N;INAN;NOM;FEM;SG	PROPN
серии	סדרה	серия	סדרה	N;INAN;NOM;FEM;PL	N;FEM;SG
серии	סידרה	серия	סדרה	N;INAN;NOM;FEM;PL	N;FEM;SG
серии	סדרת	серия	סדרה	N;INAN;NOM;FEM;PL	N;FEM;SG
участники	משתתפים	участник	השתתף	N;ANIM;NOM;MASC;PL	V;MASC;PL;V.PTCP
участники	נוכחות	участник	נוכחות	N;ANIM;NOM;MASC;PL	N;FEM;SG
начал	התחלת	начать	התחלה	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;FEM;SG
начал	התחלנו	начать	התחלן	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PL;1;PST
культуры	תרבויות	культура	תרבות	N;INAN;NOM;FEM;SG	N;FEM;PL
часовой	סנטינל	часовой	סנטינל	ADJ;NOM;MASC;SG	PROPN
проекта	פרוייקט	проект	פרוייקט	N;INAN;GEN;MASC;SG	PROPN
достаточно	מספיק	достаточный	מספיק	ADJ;NEUT;SG	ADV
краткое	תקציר	краткий	תקציר	ADJ;NOM;NEUT;SG	
другой	אחרים	другой	אחר	ADJ;NOM;MASC;SG	ADJ;MASC;PL
другой	אחר	другой	אחר	ADJ;NOM;MASC;SG	ADP
данные	מידע	данные	מידע	N;INAN;NOM;PL	N;MASC;SG
данные	דאטה	данные	דאטה	N;INAN;NOM;PL	PROPN
война	המלחמה	война	המלחם	N;INAN;NOM;FEM;SG	PROPN
иванович	איבנוביץ	иванович	איבנוביץ	N;ANIM;NOM;MASC;SG	PROPN
михаил	מיכאיל	михаил	מיכאיל	N;ANIM;NOM;MASC;SG	PROPN
михаил	מיכאל	михаил	מיכאל	N;ANIM;NOM;MASC;SG	PROPN
михаил	מייקל	михаил	מייקל	N;ANIM;NOM;MASC;SG	PROPN
текст	הטקסט	текст	הטקסט	N;INAN;NOM;MASC;SG	PROPN
первая	ראשון	первый	ראשון	ADJ;NOM;FEM;SG	PROPN
первая	קודם	первый	קודם	ADJ;NOM;FEM;SG	ADV
первая	ראשית	первый	ראשית	ADJ;NOM;FEM;SG	ADV
первая	תחילה	первый	תחילה	ADJ;NOM;FEM;SG	ADV
которое	אשר	который	אשר	PRO;NOM	CONJ
которое	איזה	который	איזה	PRO;NOM	
участником	משתתפים	участник	השתתף	N;ANIM;INS;MASC;SG	V;MASC;PL;V.PTCP
участником	משתתפת	участник	השתתף	N;ANIM;INS;MASC;SG	V;FEM;SG;V.PTCP
участником	משתתף	участник	השתתף	N;ANIM;INS;MASC;SG	V;MASC;SG;V.PTCP
жителей	מתמחים	житель	התמחה	N;ANIM;GEN;MASC;PL	V;MASC;PL;V.PTCP
честь	כיבד	честь	כיבד	N;INAN;NOM;FEM;SG	V;MASC;SG;3;PST;ACT
решение	ההחלטה	решение	ההחלטה	N;INAN;NOM;NEUT;SG	PROPN
решение	פיתרון	решение	פיתרון	N;INAN;NOM;NEUT;SG	PROPN
решение	הפתרון	решение	הפתרון	N;INAN;NOM;NEUT;SG	PROPN
чемпионат	אליפויות	чемпионат	אליפות	N;INAN;NOM;MASC;SG	N;FEM;PL
деятельность	פעילויות	деятельность	פעילות	N;INAN;NOM;FEM;SG	N;FEM;PL
данных	מידע	данные	מידע	N;INAN;GEN;PL	N;MASC;SG
данных	דאטה	данные	דאטה	N;INAN;GEN;PL	PROPN
назначен	שהוקצה	назначить	שהוקצה	V;PFV;MASC;SG;PST;V.PTCP;PASS	PROPN
берегу	שור	берег	שור	N;INAN;DAT;MASC;SG	
россия	רוסיה	россия	רוסיה	N;INAN;NOM;FEM;SG	PROPN
ничего	כלום	ничто	כלום	PRO;GEN	N;MASC;SG
села	סילה	сесть	סילה	V;IPFV;NEUT;IND;SG;PST;FIN;MID	PROPN
села	ישבו	сесть	ישב	V;IPFV;NEUT;IND;SG;PST;FIN;MID	V;PL;3;PST
села	פסיכומטרי	сесть	פסיכומטרי	V;IPFV;NEUT;IND;SG;PST;FIN;MID	PROPN
сан	סאן	сан	סאן		PROPN
сан	סן	сан	סן		PROPN
должен	צריך	должен	צריך	ADJ;MASC;SG	V;MASC;SG
ним	נים	он	נים	PRO;INS;MASC;SG;3	
король	המלך	король	המלך	N;ANIM;NOM;MASC;SG	
король	קינג	король	קינג	N;ANIM;NOM;MASC;SG	PROPN
края	הקצה	край	הקצה	N;INAN;NOM;MASC;PL	
края	קצה	край	קצה	N;INAN;NOM;MASC;PL	
умер	מת	умереть	מת	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG
умер	מתו	умереть	מת	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN
умер	מתה	умереть	מת	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN
умер	מת	умереть	מת	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG
умер	מתים	умереть	מת	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;PL
умер	מתה	умереть	מת	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN
службы	שירותי	служба	שירותי	N;INAN;NOM;FEM;PL	PROPN
службы	שרות	служба	שרות	N;INAN;NOM;FEM;PL	N;FEM;SG
службы	שירות	служба	שירות	N;INAN;NOM;FEM;PL	N;MASC;SG
службы	השירות	служба	השירות	N;INAN;NOM;FEM;PL	
система	המערכת	система	המערך	N;INAN;NOM;FEM;SG	
должны	אמור	должен	אמור	ADJ;PL	ADJ;MASC;SG
должны	צריך	должен	צריך	ADJ;PL	V;MASC;SG
должны	אמורה	должен	אמור	ADJ;PL	ADJ;FEM;SG
должны	חייב	должен	חייב	ADJ;PL	ADJ;MASC;SG
флаг	הדגל	флаг	הדגל	N;INAN;NOM;MASC;SG	
версии	גרסה	версия	גרסה	N;INAN;NOM;FEM;PL	N;FEM;SG
версии	גירסה	версия	גירסה	N;INAN;NOM;FEM;PL	N;FEM;SG
версии	הגרסה	версия	הגרסה	N;INAN;NOM;FEM;PL	N;FEM;SG
версии	גרסא	версия	גרסא	N;INAN;NOM;FEM;PL	PROPN
версии	גרסת	версия	גרסה	N;INAN;NOM;FEM;PL	N;FEM;SG
различных	שונה	различный	שונה	ADJ;GEN;PL	
различных	מגוונים	различный	מגוון	ADJ;GEN;PL	N;MASC;PL
отец	אבא	отец	אבא	N;ANIM;NOM;MASC;SG	
отец	אבא	отец	אבא	N;ANIM;NOM;MASC;SG	
отец	אבי	отец	אבי	N;ANIM;NOM;MASC;SG	PROPN
общества	החברה	общество	החברה	N;INAN;NOM;NEUT;PL	N;FEM;SG
рода	רודה	род	רודה	N;INAN;GEN;MASC;SG	PROPN
многих	הרבה	много	הרבה	NUM	ADV
многих	רבות	много	רב	NUM	N;FEM;PL
многих	רבים	много	רב	NUM	V;MASC;PL;V.PTCP;ACT
источник	המקור	источник	המקור	N;INAN;NOM;MASC;SG	
обсуждения	דיון	обсуждение	דיון	N;INAN;NOM;NEUT;PL	N;MASC;SG
действия	פעולה	действие	פעולה	N;INAN;NOM;NEUT;PL	N;FEM;SG
действия	עשייה	действие	עשייה	N;INAN;NOM;NEUT;PL	N;FEM;SG
действия	אקשן	действие	אקשן	N;INAN;NOM;NEUT;PL	N;MASC;SG
действия	פעילות	действие	פעילות	N;INAN;NOM;NEUT;PL	N;FEM;SG
участника	משתתפים	участник	השתתף	N;ANIM;ACC;MASC;SG	V;MASC;PL;V.PTCP
участника	משתתפת	участник	השתתף	N;ANIM;ACC;MASC;SG	V;FEM;SG;V.PTCP
участника	משתתף	участник	השתתף	N;ANIM;ACC;MASC;SG	V;MASC;SG;V.PTCP
участвовал	השתתפו	участвовать	השתתף	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PL;3;PST
музей	המוזיאון	музей	המוזיאון	N;INAN;NOM;MASC;SG	PROPN
душу	הנשמה	душа	הנשמה	N;INAN;ACC;FEM;SG	
дома	הום	дома	הום	ADV	
дома	בבית	дома	בבית	ADV	
дома	בית	дома	בית	ADV	N;MASC;SG
дома	home	дома	home	ADV	
дома	בתים	дома	בית	ADV	N;MASC;PL
дома	בתים	дома	בית	ADV	N;MASC;PL
некоторых	חלקם	некоторый	חלקם	DET;GEN;PL	
школа	לימודים	школа	לימודים	N;INAN;NOM;FEM;SG	N;MASC;PL
выше	לעיל	высокий	לעיל	ADJ;CMPR	ADV
выше	מעל	высокий	מעל	ADJ;CMPR	ADP
чел	בנאדם	человек	בנאדם		ADV
чел	גבר	человек	גבר		N;MASC;SG
чел	אדם	человек	אדם		N;MASC;SG
земли	אדמה	земля	אדמה	N;INAN;NOM;FEM;PL	N;FEM;SG
земли	ארץ	земля	ארץ	N;INAN;NOM;FEM;PL	N;FEM;SG
земли	קרקע	земля	קרקע	N;INAN;NOM;FEM;PL	N;FEM;SG
правила	התקנות	правило	התקנה	N;INAN;NOM;NEUT;PL	N;FEM;SG
полка	מדף	полк	מדף	N;INAN;NOM;MASC;SG	
полка	גדוד	полк	גדוד	N;INAN;NOM;MASC;SG	PROPN
линии	קו	линия	קו	N;INAN;NOM;FEM;PL	N;MASC;SG
линии	שורה	линия	שורה	N;INAN;NOM;FEM;PL	N;FEM;SG
линии	קווי	линия	קו	N;INAN;NOM;FEM;PL	
места	למקומות	место	למקום	N;INAN;NOM;NEUT;PL	
места	מושבי	место	מושב	N;INAN;NOM;NEUT;PL	ADJ;MASC;PL
места	מושב	место	מושב	N;INAN;NOM;NEUT;PL	
существует	קיים	существовать	קיים	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG
существует	קיימת	существовать	קיים	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;SG
категории	קטגוריה	категория	קטגוריה	N;INAN;NOM;FEM;PL	N;FEM;SG
категории	קטגוריית	категория	קטגוריה	N;INAN;NOM;FEM;PL	N;FEM;SG
ссылка	קישור	ссылка	קישור	N;INAN;NOM;FEM;SG	
ссылка	לינק	ссылка	לינק	N;INAN;NOM;FEM;SG	PROPN
используется	משומש	использовать	משומש	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP;PASS
используется	בשימוש	использовать	בשימוש	V;IPFV;IND;SG;3;PRS;FIN;PASS	PROPN
тысяч	אלף	тысяча	אלף	N;INAN;GEN;FEM;PL	NUM;MASC;SG
начало	התחל	начало	התחל	N;INAN;NOM;NEUT;SG	PROPN
начало	ההתחלה	начало	ההתחלה	N;INAN;NOM;NEUT;SG	V;FEM;SG;3;PST
начало	מתחילה	начало	התחיל	N;INAN;NOM;NEUT;SG	V;FEM;SG;V.PTCP;ACT
начало	מתחיל	начало	התחיל	N;INAN;NOM;NEUT;SG	V;MASC;SG;V.PTCP
начало	החל	начало	None	N;INAN;NOM;NEUT;SG	ADP
начало	התחלות	начало	התחלות	N;INAN;NOM;NEUT;SG	N;FEM;PL
италии	איטליה	италия	איטליה	N;INAN;NOM;FEM;PL	PROPN
италии	איטלקית	италия	איטלקית	N;INAN;NOM;FEM;PL	PROPN
италии	איטלקי	италия	איטלקי	N;INAN;NOM;FEM;PL	PROPN
северной	צפונה	северный	צפון	ADJ;INS;FEM;SG	ADV
северной	הצפון	северный	הצפון	ADJ;INS;FEM;SG	PROPN
северной	צפון	северный	צפון	ADJ;INS;FEM;SG	N;MASC;SG
северной	צפון	северный	צפון	ADJ;INS;FEM;SG	N;MASC;SG
острова	האיים	остров	האיים	N;INAN;NOM;MASC;PL	PROPN
острова	איים	остров	אי	N;INAN;NOM;MASC;PL	PROPN
острова	אי	остров	אי	N;INAN;NOM;MASC;PL	ADV
острова	האי	остров	האי	N;INAN;NOM;MASC;PL	
дело	קייס	дело	קייס	N;INAN;NOM;NEUT;SG	PROPN
полк	גדוד	полк	גדוד	N;INAN;NOM;MASC;SG	PROPN
полк	פולק	полк	פולק	N;INAN;NOM;MASC;SG	PROPN
особенно	בייחוד	особенно	בייחוד	ADV	
особенно	ובמיוחד	особенно	ובמיוחד	ADV	PROPN
американский	אמריקאים	американский	אמריקני	ADJ;NOM;MASC;SG	N;MASC;PL
американский	אמריקני	американский	אמריקני	ADJ;NOM;MASC;SG	PROPN
американский	אמריקאית	американский	אמריקני	ADJ;NOM;MASC;SG	ADV
право	החוק	право	החוק	N;INAN;NOM;NEUT;SG	
право	משפטים	право	משפט	N;INAN;NOM;NEUT;SG	N;MASC;PL
великобритании	בריטים	великобритание	בריטי	N;INAN;NOM;FEM;SG	N;MASC;PL
великобритании	בריטית	великобритание	בריטי	N;INAN;NOM;FEM;SG	PROPN
оно	אונו	оно	און	PRO;NOM;NEUT;SG;3	PROPN
правило	כלל	правило	כלל	N;INAN;NOM;NEUT;SG	ADV
правило	הכלל	правило	הכלל	N;INAN;NOM;NEUT;SG	PROPN
андрей	אנדריי	андрей	אנדריי	N;ANIM;NOM;MASC;SG	PROPN
андрей	אנדריי	андрей	אנדריי	N;ANIM;NOM;MASC;SG	PROPN
андрей	אנדרו	андрей	אנדרו	N;ANIM;NOM;MASC;SG	PROPN
роли	תפקיד	роль	תפקיד	N;INAN;NOM;FEM;PL	N;MASC;SG
роли	התפקיד	роль	התפקיד	N;INAN;NOM;FEM;PL	V;PL;1;PST;ACT
роли	ראלי	роль	ראלי	N;INAN;NOM;FEM;PL	PROPN
сезон	העונה	сезон	העונה	N;INAN;NOM;MASC;SG	ADV
сделать	הפוך	делать	הפוך	V;PFV;NFIN;ACT	
длина	אורך	длина	אורך	N;INAN;NOM;FEM;SG	
длина	האורך	длина	האורך	N;INAN;NOM;FEM;SG	PROPN
хорошо	טוב	хорошо	טוב	ADV	ADJ;MASC;SG
хорошо	יופי	хорошо	יופי	ADV	PROPN
хорошо	בסדר	хорошо	בסדר	ADV	
хорошо	אוקיי	хорошо	אוקיי	ADV	
вместо	ובמקום	вместо	ובמקום	ADP	PROPN
средняя	אמצע	средний	אמצע	ADJ;NOM;FEM;SG	N;MASC;SG
средняя	ביניים	средний	ביניים	ADJ;NOM;FEM;SG	
средняя	התיכון	средний	התיכון	ADJ;NOM;FEM;SG	PROPN
средняя	האמצע	средний	האמצע	ADJ;NOM;FEM;SG	
средняя	ממוצע	средний	ממוצע	ADJ;NOM;FEM;SG	N;MASC;SG
средняя	הממוצע	средний	הממוצע	ADJ;NOM;FEM;SG	PROPN
средняя	מדיום	средний	מדיום	ADJ;NOM;FEM;SG	N;MASC;SG
средняя	מדיה	средний	מדיה	ADJ;NOM;FEM;SG	N;MASC;SG
художник	צייר	художник	צייר	N;ANIM;NOM;MASC;SG	PROPN
художник	אומן	художник	אומן	N;ANIM;NOM;MASC;SG	
художник	אמנית	художник	אמני	N;ANIM;NOM;MASC;SG	ADV
художник	אמן	художник	אמן	N;ANIM;NOM;MASC;SG	
художник	האמן	художник	האמן	N;ANIM;NOM;MASC;SG	
российская	רוסייה	российский	רוסייה	ADJ;NOM;FEM;SG	PROPN
российская	רוסית	российский	רוסית	ADJ;NOM;FEM;SG	PROPN
российская	רוסי	российский	רוסי	ADJ;NOM;FEM;SG	N;MASC;SG
одно	אחת	один	אחת	DET;NOM;NEUT;SG	NUM;FEM;SG
одно	אחד	один	אחד	DET;NOM;NEUT;SG	NUM;MASC;SG
алексей	אלכסיי	алекс	אלכסיי	N;ANIM;NOM;MASC;SG	PROPN
алексей	אלכסיי	алекс	אלכסיי	N;ANIM;NOM;MASC;SG	PROPN
алексей	אלכסיס	алекс	אלכסיס	N;ANIM;NOM;MASC;SG	PROPN
алексей	אלקסיס	алекс	אלקסיס	N;ANIM;NOM;MASC;SG	PROPN
какой	מה	какой	מה	DET;NOM;MASC;SG	ADV
создания	היצירה	создание	היצירה	N;INAN;GEN;NEUT;SG	ADV
премия	פרימיום	премия	פרימיום	N;INAN;NOM;FEM;SG	PROPN
премия	פרס	премия	פרס	N;INAN;NOM;FEM;SG	PROPN
премия	פרס	премия	פרס	N;INAN;NOM;FEM;SG	PROPN
выпускники	בוגרי	выпускник	בוגר	N;ANIM;NOM;MASC;PL	PROPN
сср	ssr	сср	ssr	N;INAN;NOM;FEM;SG	
новые	חדש	новый	חדש	ADJ;NOM;PL	ADJ;MASC;SG
новые	חדשה	новый	חדש	ADJ;NOM;PL	ADJ;FEM;SG
основные	בסיסי	основной	בסיסי	ADJ;NOM;PL	ADJ;MASC;SG
основные	בסיסית	основной	בסיסי	ADJ;NOM;PL	ADV
известные	ידוע	известный	ידוע	ADJ;NOM;PL	N;MASC;SG
известные	הידוע	известный	הידוע	ADJ;NOM;PL	
известные	ידועה	известный	ידע	ADJ;NOM;PL	V;FEM;SG;V.PTCP;ACT
известные	ידועים	известный	ידוע	ADJ;NOM;PL	N;MASC;PL
южной	דרומי	южный	דרומי	ADJ;INS;FEM;SG	PROPN
южной	דרומית	южный	דרומי	ADJ;INS;FEM;SG	ADV
южной	דרום	южный	דרום	ADJ;INS;FEM;SG	N;MASC;SG
южной	הדרומי	южный	הדרום	ADJ;INS;FEM;SG	PROPN
южной	דרום	южный	דרום	ADJ;INS;FEM;SG	N;MASC;SG
южной	דרומה	южный	דרומה	ADJ;INS;FEM;SG	
южной	הדרום	южный	הדרום	ADJ;INS;FEM;SG	
метров	מטר	метр	מטר	N;INAN;GEN;MASC;PL	PROPN
метров	מטר	метр	מטר	N;INAN;GEN;MASC;PL	PROPN
корпуса	החיל	корпус	החיל	N;INAN;NOM;MASC;PL	ADV
корпуса	חיל	корпус	חיל	N;INAN;NOM;MASC;PL	PROPN
президент	נשיאה	президент	נשיאה	N;ANIM;NOM;MASC;SG	PROPN
президент	הנשיא	президент	הנשיא	N;ANIM;NOM;MASC;SG	PROPN
четыре	four	четыре	four	NUM;NOM	
стоит	שווי	стоить	שווי	V;IPFV;IND;SG;3;PRS;FIN;ACT	
стоит	שווים	стоить	שווה	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;PL
стоит	שווה	стоить	שווה	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
большая	גדולים	большой	גדול	ADJ;NOM;FEM;SG	ADJ;MASC;PL
большая	ביג	большой	ביג	ADJ;NOM;FEM;SG	
большая	גדולים	большой	גדול	ADJ;NOM;FEM;SG	ADJ;MASC;PL
большинство	הרוב	большинство	הרוב	N;INAN;NOM;NEUT;SG	
большинство	הכי	большинство	הכי	N;INAN;NOM;NEUT;SG	
большинство	הרוב	большинство	הרוב	N;INAN;NOM;NEUT;SG	
кино	סרטים	кино	סרט	N;INAN;NOM;NEUT;SG	N;MASC;PL
номер	המספר	номер	המספר	N;INAN;NOM;MASC;SG	PROPN
силы	כוח	сила	כוח	N;INAN;NOM;FEM;PL	N;MASC;SG
силы	פורס	сила	פורס	N;INAN;NOM;FEM;PL	PROPN
силы	כח	сила	כוח	N;INAN;NOM;FEM;PL	
внимание	להתרכז	внимание	התרכז	N;INAN;NOM;NEUT;SG	V;NFIN
внимание	מיקוד	внимание	מיקוד	N;INAN;NOM;NEUT;SG	
внимание	פוקוס	внимание	פוקוס	N;INAN;NOM;NEUT;SG	PROPN
александра	אלכסנדרה	александр	אלכסנדרה	N;ANIM;ACC;MASC;SG	PROPN
писатель	כותב	писатель	כתב	N;ANIM;NOM;MASC;SG	V;MASC;SG;V.PTCP;ACT
