funkcjonowanie	العمليات	funkcjonowanie	عَمَلِيَّة	N;NOM;NEUT;SG	N;NOM;DEF;PL
absolwentów	الخريجين	absolwent	خَرِيج	N;ACC;MASC;PL	N;ACC;DEF;DU
dłuższe	اطول	długi	أَطوَل	ADJ;NOM;CMPR;NEUT;SG	
równania	المعادلات	równać	مُعَادِلَة	N;NOM;NEUT;SG	N;NOM;DEF;PL
imdb	imdb	imdb	مَكَّث		
diana	ديانا	diana	دِيَانَا	N;NOM;FEM;SG	
zamiar	نية	zamiar	نِيَّة	V;PFV;IND;PRS;FIN;ACT	N;NOM;INDF;SG
zamiar	النية	zamiar	نِيَّة	V;PFV;IND;PRS;FIN;ACT	N;NOM;DEF;SG
zamiar	القصد	zamiar	قَصد	V;PFV;IND;PRS;FIN;ACT	N;NOM;DEF;SG
zamiar	نية	zamiar	نِيَّة	V;PFV;IND;PRS;FIN;ACT	N;NOM;INDF;SG
zamiar	النية	zamiar	نِيَّة	V;PFV;IND;PRS;FIN;ACT	N;NOM;DEF;SG
iranie	ايران	iran	إِيرَان		N;NOM;INDF;SG
minas	ميناس	minas	ميناس		
blog	بلوق	blog	بلوق	N;NOM;MASC;SG	
zębów	اسنان	ząb	إِسنَان	N;GEN;MASC;PL	N;NOM;INDF;SG
zębów	الاسنان	ząb	الاسنان	N;GEN;MASC;PL	N;NOM;DEF;SG
dziesiątki	عشرات	dziesiątka	عَشَرَة		NUM;NOM;INDF;PL
dziesiątki	العشرات	dziesiątka	عَشَرَة		N;NOM;DEF;PL
orbicie	مدار	orbić	مَدَار	N;DAT;FEM;SG	N;NOM;INDF;SG
orbicie	المدار	orbić	مَدَار	N;DAT;FEM;SG	N;NOM;DEF;SG
aten	اثينا	aten	أَثِينَا	PROPN;NOM;NEUT;SG	
lars	لارس	lars	لارس	PROPN;NOM;MASC;SG	
ter	تير	ter	تَيَرّ		
full	الكامل	full	كَامِل		ADJ;NOM;DEF;MASC;SG
full	ملي	full	مَليَ		
full	كامل	full	كَامِل		ADJ;NOM;INDF;MASC;SG
full	كاملة	full	كَامِل		ADJ;NOM;INDF;FEM;SG
odra	الحصبة	odra	الحصبة		N;NOM;DEF;SG
afryka	افريقيا	afryka	افريقيا		
afryka	افريقية	afryka	أَفرِيقِيّ		ADJ;NOM;INDF;FEM;SG
afryka	افريقي	afryka	أَفرِيقِيّ		ADJ;NOM;INDF;MASC;SG
afryka	الافريقي	afryka	الافريقي		
afryka	الافريقية	afryka	أَفرِيقِيّ		ADJ;NOM;DEF;FEM;SG
afryka	افريقيا	afryka	افريقيا		
opublikowano	نشر	opublikować	نَشر	V;PFV;IND;0;PST;FIN;ACT	N;NOM;INDF;SG
opublikowano	نشرت	opublikować	نَشَر	V;PFV;IND;0;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
opublikowano	نشر	opublikować	نَشر	V;PFV;IND;0;PST;FIN;ACT	N;NOM;INDF;SG
opublikowano	منشور	opublikować	مَنشُور	V;PFV;IND;0;PST;FIN;ACT	N;NOM;INDF;SG
opublikowano	نشرت	opublikować	نَشَر	V;PFV;IND;0;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
monet	عملات	monet	عُملَة	N;GEN;FEM;PL	N;NOM;INDF;PL
monet	العملات	monet	عُملَة	N;GEN;FEM;PL	N;NOM;DEF;PL
monet	مونيه	monet	مُونِيه	N;GEN;FEM;PL	
lufy	براميل	lufa	بَرمِيل	N;GEN;FEM;PL	
lufy	البراميل	lufa	بَرمِيل	N;GEN;FEM;PL	N;NOM;DEF;PL
lufy	برميل	lufa	بَرمِيل	N;GEN;FEM;PL	N;NOM;INDF;SG
lufy	البرميل	lufa	بَرمِيل	N;GEN;FEM;PL	N;NOM;DEF;SG
money	فلوس	money	فِلم		
money	نقود	money	نقود		N;NOM;INDF;PL
money	اموال	money	مَال		N;NOM;INDF;PL
money	المال	money	مَال		N;NOM;DEF;SG
money	مال	money	مَال		
krotnie	اضعاف	krotnić	ضِعف	ADV	N;NOM;INDF;PL
krotnie	طي	krotnić	طَيّ	ADV	
calgary	كالغاري	calgary	كالغاري	N;NOM;MASC;SG	
bakterii	البكتيرية	bakteria	بَكتِيرِيّ		
bakterii	بكتيريا	bakteria	بِكتِيرِيَا		
bakterii	البكتيريا	bakteria	البكتيريا		
texas	تكساس	texas	تِكسَاس		
heavy	ثقيل	heav	ثَقِيل		ADJ;NOM;INDF;MASC;SG
heavy	ثقيلة	heav	ثَقِيل		ADJ;NOM;INDF;FEM;SG
heavy	الثقيل	heav	ثَقِيل		
heavy	الثقيلة	heav	ثَقِيل		N;NOM;DEF;SG
słowian	السلاف	słowiać	سَلَاف		N;NOM;DEF;PL
jake	جيك	jaki	جَيك		
jake	جايك	jaki	جَايك		
portland	بورتلاند	portland	بُورتلَاند	N;NOM;MASC;SG	
terytoria	اقاليم	terytoria	أَقلَام	N;NOM;NEUT;PL	
terytoria	الاقاليم	terytoria	أَقلَام	N;NOM;NEUT;PL	
terytoria	الاقليم	terytoria	إِقلِيم	N;NOM;NEUT;PL	
terytoria	اقليم	terytoria	اقليم	N;NOM;NEUT;PL	
algorytm	خوارزمية	algoryt	خُورزَمِيّ	N;ACC;MASC;SG	
koronę	تاج	korona	تاج	N;ACC;FEM;SG	
koronę	كراون	korona	كرَاون	N;ACC;FEM;SG	
koronę	التاج	korona	تَاج	N;ACC;FEM;SG	N;NOM;DEF;SG
wróć	العودة	wróć	عَودَة	V;PFV;IMP;SG;2;FIN;ACT	N;NOM;DEF;SG
wróć	عودة	wróć	عَودَة	V;PFV;IMP;SG;2;FIN;ACT	N;NOM;INDF;SG
kamienie	الاحجار	kamień	حَجَر	N;NOM;MASC;PL	
kamienie	الحجارة	kamień	حَجَّارَة	N;NOM;MASC;PL	N;NOM;DEF;SG
kamienie	احجار	kamień	إِحجَار	N;NOM;MASC;PL	
kamienie	حجارة	kamień	حجارة	N;NOM;MASC;PL	N;NOM;INDF;SG
kamienie	ستون	kamień	ستون	N;NOM;MASC;PL	
kamienie	حجر	kamień	حَجَر	N;NOM;MASC;PL	N;NOM;INDF;SG
kamienie	الحجارة	kamień	حَجَّارَة	N;NOM;MASC;PL	N;NOM;DEF;SG
kamienie	حجارة	kamień	حجارة	N;NOM;MASC;PL	N;NOM;INDF;SG
kamienie	الحجر	kamień	حَجر	N;NOM;MASC;PL	N;NOM;DEF;SG
honor	الشرف	honor	شَرَف		N;NOM;DEF;SG
honor	شرف	honor	شَرَف		
konkretnie	بالتحديد	konkretnie	بِ	ADV	N;GEN;DEF;SG
konkretnie	تحديدا	konkretnie	تَحدِيد	ADV	N;ACC;INDF;SG
umiera	اموت	umierać	أَمَا	V;IPFV;IND;SG;3;PRS;FIN;ACT	
niewielu	قليلون	niewiele	قليلون		ADJ;NOM;INDF;MASC;PL
niewielu	قليلة	niewiele	قَلِيل		ADJ;NOM;INDF;FEM;SG
niewielu	قلة	niewiele	قِلَّة		N;NOM;INDF;SG
sprzedano	تباع	sprzedać	أَبَاع	V;PFV;IND;0;PST;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;PASS
sprzedano	بيعت	sprzedać	بَيع	V;PFV;IND;0;PST;FIN;ACT	V;PFV;FEM;SG;3;PASS
sprzedano	بيع	sprzedać	بَيع	V;PFV;IND;0;PST;FIN;ACT	N;NOM;INDF;SG
sprzedano	بعت	sprzedać	بَعَى	V;PFV;IND;0;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
sprzedano	باع	sprzedać	بَاع	V;PFV;IND;0;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
chen	تشن	chen	شَنّ	PROPN;NOM;MASC;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
chen	تشين	chen	تشِين	PROPN;NOM;MASC;SG	
tygodniach	الاسابيع	tydzień	أُسبُوع	N;GEN;MASC;PL	N;NOM;DEF;PL
tygodniach	اسابيع	tydzień	أُسبُوع	N;GEN;MASC;PL	N;NOM;INDF;PL
zen	زين	zen	زين		
zen	زن	zen	زَنّ		
ewakuacji	اجلاء	ewakuacja	إِجلَاء	N;GEN;FEM;SG	N;NOM;INDF;SG
ewakuacji	اخلاء	ewakuacja	إِخلَاء	N;GEN;FEM;SG	N;NOM;INDF;SG
jürgen	يورغن	jürgen	يُورغِن	PROPN;NOM;MASC;SG	
bonus	علاوة	bonus	عِلَاوَة	N;NOM;MASC;SG	N;ACC;INDF;SG
web	الشبكة	web	شَبَكَة		N;NOM;DEF;SG
web	الويب	web	وَيب		N;NOM;DEF;SG
web	ويب	web	وِيب		
connecticut	كونيتيكت	connecticut	كُونِيتِيكت		
rolnictwo	زراعية	rolnictwo	زِرَاعِيّ	N;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
poezja	الشعر	poezja	شَعر		N;NOM;DEF;SG
poezja	شعرا	poezja	شَعر		N;ACC;INDF;SG
poezja	شعر	poezja	شعر		
litwa	ليتوانيا	litwa	ليتوانيا		
litwa	وليتوانيا	litwa	وليتوانيا		
sprzeciw	المعارضون	sprzeciw	مُعَارِض	N;NOM;MASC;SG	N;NOM;DEF;PL
atlanta	اتلانتا	atlant	اِتِّلَان	N;NOM;MASC;SG	
sól	الملح	sól	مِلح		N;NOM;DEF;SG
sól	سولت	sól	سُولت		
sól	ملح	sól	ملح		N;NOM;INDF;SG
traktować	تعامل	traktować	تَعَامُل	V;IPFV;NFIN;ACT	N;NOM;INDF;SG
kolonię	المستعمرة	kolonia	مُستَعمِر	N;ACC;FEM;SG	N;NOM;DEF;SG
kolonię	مستعمرة	kolonia	مُستَعمِر	N;ACC;FEM;SG	N;NOM;INDF;SG
opady	التساقط	opad	تَسَاقُط	N;NOM;MASC;PL	N;NOM;DEF;SG
słowacja	سلوفاكيا	słowacja	سلُوفَاكِيَا	N;NOM;FEM;SG	
odchodzi	الرحيل	odchodzić	رَحِيل	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;SG
odchodzi	مغادرة	odchodzić	مُغَادَرَة	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;SG
klein	كلين	klein	كلين		
klein	كلاين	klein	كلَايِن		
odwrót	التراجع	odwrót	تَرَاجُع	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;DEF;SG
odwrót	انسحاب	odwrót	اِنسِحَاب	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;INDF;SG
rany	جرح	rana	جُرح	N;ACC;FEM;SG	N;NOM;INDF;SG
rany	الجرح	rana	جُرح	N;ACC;FEM;SG	N;NOM;DEF;SG
rany	جروح	rana	جُرح	N;ACC;FEM;SG	N;NOM;INDF;PL
rany	الجروح	rana	جُرح	N;ACC;FEM;SG	N;NOM;DEF;SG
substancje	مادة	substancja	مَادَّة	N;NOM;FEM;PL	N;NOM;INDF;SG
substancje	الجوهر	substancja	الجوهر	N;NOM;FEM;PL	
publikowane	نشر	publikować	نَشر	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;INDF;SG
publikowane	منشور	publikować	مَنشُور	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;INDF;SG
publikowane	نشرت	publikować	نَشَر	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
schemat	التخطيطي	schemat	تَخطِيطِيّ	N;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
fotografia	p	fotografia	!	N;NOM;FEM;SG	
ted	تيد	ted	تيد		
ted	تد	ted	تَدّ		V;IPFV;FEM;IND;SG;3;FIN;ACT
belgradzie	بلغراد	belgrad	بلغراد	PROPN;DAT;MASC;SG	
tkanki	انسجة	tkanka	اِنسِجَة	N;ACC;FEM;PL	N;NOM;INDF;SG
tkanki	نسيج	tkanka	نَسِيج	N;ACC;FEM;PL	
tkanki	الانسجة	tkanka	نَسِيج	N;ACC;FEM;PL	N;NOM;DEF;PL
tkanki	الانسجة	tkanka	نَسِيج	N;ACC;FEM;PL	N;NOM;DEF;PL
podstawowego	اساسي	podstawowy	أَسَاسِيّ	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;MASC;SG
podstawowego	اساسية	podstawowy	أَسَاسِيّ	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;FEM;SG
podstawowego	الاساسية	podstawowy	أَسَاسِيّ	ADJ;ACC;MASC;SG	ADJ;NOM;DEF;FEM;SG
dama	السيدة	dam	سَيِّدَة		N;NOM;DEF;SG
dama	سيدة	dam	سَيِّدَة		N;NOM;INDF;SG
władcą	حاكم	władca	حَاكِم	N;INS;MASC;SG	
ślad	اثر	ślad	إِثرَ	N;NOM;MASC;SG	ADP;NOM
ślad	اثر	ślad	إِثرَ	N;NOM;MASC;SG	ADP;NOM
ślad	تتبع	ślad	تَبِع	N;NOM;MASC;SG	V;MASC;IMP;SG;FIN
przyjęte	قبلت	przyjąć	قَبِل	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
przyjęte	اعتمدت	przyjąć	اِعتَمَد	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
niska	منخفض	niska	مُنخَفِض		ADJ;NOM;INDF;MASC;SG
niska	منخفضة	niska	مُنخَفِض		ADJ;NOM;INDF;FEM;SG
niska	تدني	niska	تَدَنِّي		N;NOM;INDF;SG
niska	انخفاض	niska	اِنخِفَاض		N;NOM;INDF;SG
twierdzą	ادعاء	twierdzić	اِدِّعَاء	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;NOM;INDF;SG
twierdzą	المطالبة	twierdzić	مُطَالَبَة	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;NOM;DEF;SG
twierdzą	مطالبة	twierdzić	مُطَالَبَة	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;NOM;INDF;SG
testament	العهد	testament	عَهد	N;ACC;MASC;SG	N;NOM;DEF;SG
berg	بيرغ	berg	بَيرغ	PROPN;NOM;MASC;SG	
berg	بيرج	berg	بِيرج	PROPN;NOM;MASC;SG	
podobieństwo	التشابه	podobieństwo	تَشَابُه	N;NOM;NEUT;SG	
podobieństwo	التشابه	podobieństwo	تَشَابُه	N;NOM;NEUT;SG	
mitsubishi	ميتسوبيشي	mitsubisha	ميتسوبيشي		
konkretne	الاسمنت	konkretny	أَسمَنت	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
konkretne	الخرسانة	konkretny	خَرَسَانَة	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
konflikty	تنازع	konflikt	نَازَع	N;NOM;MASC;PL	V;PFV;MASC;SG;3;ACT
konflikty	نزاع	konflikt	نِزَاع	N;NOM;MASC;PL	N;NOM;INDF;SG
konflikty	الصراع	konflikt	صِرَاع	N;NOM;MASC;PL	N;NOM;DEF;SG
konflikty	صراع	konflikt	صِرَاع	N;NOM;MASC;PL	N;NOM;INDF;SG
konflikty	النزاع	konflikt	نِزَاع	N;NOM;MASC;PL	N;NOM;DEF;SG
sophie	صوفى	soph	صُوفِي	N;NOM;FEM;SG	
sophie	صوفي	soph	صُوفِي	N;NOM;FEM;SG	
kings	الملوك	kings	مَلوَك		N;NOM;DEF;PL
kings	ملوك	kings	ملوك		N;NOM;INDF;PL
dokładne	دقيقا	dokładny	دَقِيق	ADJ;NOM;NEUT;SG	ADJ;ACC;INDF;MASC;SG
zapobiec	منع	zapobiec	مَنع	V;PFV;NFIN;ACT	N;NOM;INDF;SG
zapobiec	امنع	zapobiec	أَمنِع	V;PFV;NFIN;ACT	
poprawę	تحسين	poprawa	تَحسِين	N;ACC;FEM;SG	N;NOM;INDF;SG
architektów	المعماريين	architekt	مُعَمَّار	N;ACC;MASC;PL	ADJ;NOM;DEF;MASC;PL
czytać	قرا	czytać	قِرّ	V;IPFV;NFIN;ACT	N;NOM;INDF;SG
czytać	قرات	czytać	قَرَّة	V;IPFV;NFIN;ACT	V;PFV;MASC;SG;3;ACT
czytać	القراءة	czytać	قِرَاءَة	V;IPFV;NFIN;ACT	N;NOM;DEF;SG
czytać	قراءة	czytać	قِرَاءَة	V;IPFV;NFIN;ACT	N;NOM;INDF;SG
czytać	اقرا	czytać	أَقَرّ	V;IPFV;NFIN;ACT	
organizatorów	منظمي	organizator	مُنَظِّم	N;ACC;MASC;PL	N;NOM;INDF;PL
spada	الشلالات	spadać	شَلَالَة	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;PL
spada	شلالات	spadać	شَلَالَة	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;PL
dramatyczny	درامي	dramatyczny	درامي	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
siódmego	السابع	siódmy	سَابِع	N;GEN;MASC;SG	ADJ;NOM;DEF;MASC;SG
siódmego	سابع	siódmy	سَابِع	N;GEN;MASC;SG	ADJ;NOM;INDF;MASC;SG
siódmego	السابعة	siódmy	سَابِع	N;GEN;MASC;SG	ADJ;NOM;DEF;FEM;SG
siódmego	سابعا	siódmy	سَابِع	N;GEN;MASC;SG	ADJ;ACC;INDF;MASC;SG
zapasy	لوازم	zapas	لوازم	N;NOM;MASC;PL	
zapasy	مصارعة	zapas	مُصَارَعَة	N;NOM;MASC;PL	N;NOM;INDF;SG
zapasy	المصارعة	zapas	مُصَارَعَة	N;NOM;MASC;PL	N;NOM;DEF;SG
zapasy	المخزون	zapas	مَخزُون	N;NOM;MASC;PL	N;NOM;DEF;SG
żyły	عروق	żyły	عروق	V;PFV;MASC;IND;PL;PST;FIN;ACT	
żyły	وريد	żyły	وَرِيد	V;PFV;MASC;IND;PL;PST;FIN;ACT	
żyły	الوريد	żyły	وَرِيد	V;PFV;MASC;IND;PL;PST;FIN;ACT	N;NOM;DEF;SG
donieck	دونيتسك	donieck	دونيتسك	PROPN;NOM;MASC;SG	
cesarzem	الامبراطور	cesarz	أَمبِرَاطُور	N;INS;MASC;SG	N;NOM;DEF;SG
cesarzem	امبراطور	cesarz	امبراطور	N;INS;MASC;SG	
organiczny	العضوية	organiczny	عُضوِيَّة	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
organiczny	عضوية	organiczny	عُضوِيَّة	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
organiczny	عضوي	organiczny	عُضوِيّ	ADJ;NOM;MASC;SG	
chrześcijaństwo	مسيحية	chrześcijaństwo	مَسِيحِيّ	N;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
make	جعل	maka	جَعَل		V;PFV;MASC;SG;3;ACT
make	صنع	maka	صَنَع		V;PFV;MASC;SG;3;ACT
make	اجعل	maka	أَجعَل		V;PFV;MASC;SG;3;ACT
make	اصنع	maka	أَصنَع		V;PFV;MASC;SG;3;ACT
instrukcji	تعليمات	instrukcja	تَعلِيم	N;GEN;FEM;SG	N;NOM;INDF;PL
instrukcji	ارشادات	instrukcja	إِرشَاد	N;GEN;FEM;SG	N;NOM;INDF;PL
instrukcji	التعليمات	instrukcja	تَعلِيم	N;GEN;FEM;SG	N;NOM;DEF;PL
hope	الامل	hopy	أَمَل		N;NOM;DEF;SG
hope	هوب	hopy	هوب		
hope	امل	hopy	امل		
zgoda	اتفق	zgoda	اِتَّفَق	N;NOM;FEM;SG	V;PFV;MASC;SG;3;ACT
zgoda	متفق	zgoda	مُتَّفَق	N;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
face	وجه	faka	وَجَّه		V;PFV;MASC;SG;3;ACT
face	واجه	faka	وَاجَه		V;PFV;MASC;SG;3;ACT
face	الوجه	faka	وَجه		N;NOM;DEF;SG
opada	الشلالات	opadać	شَلَالَة	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;PL
opada	شلالات	opadać	شَلَالَة	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;PL
genewie	جنيف	genew	جِنِيف	N;NOM;MASC;SG	
ojców	الاباء	ojciec	أَبَاء	N;ACC;MASC;PL	N;NOM;DEF;PL
ojców	الاباء	ojciec	أَبَاء	N;ACC;MASC;PL	N;NOM;DEF;PL
barwa	الالوان	barwa	لَون	N;NOM;FEM;SG	N;NOM;DEF;PL
wspomnień	الذكريات	wspomnienie	ذُكرِيّ	N;GEN;NEUT;PL	
wspomnień	ذكري	wspomnienie	ذُكرِيّ	N;GEN;NEUT;PL	
wspomnień	ذكريات	wspomnienie	ذكريات	N;GEN;NEUT;PL	ADJ;NOM;INDF;FEM;PL
inżynieria	المهندسين	inżynierie	مُهَندِس	N;NOM;FEM;SG	N;NOM;DEF;PL
turbo	تربو	turbo	رَبَا		
turbo	توربو	turbo	توربو		
sale	بيع	sala	بَيع	N;NOM;FEM;PL	N;NOM;INDF;SG
sale	البيع	sala	بَيع	N;NOM;FEM;PL	N;NOM;DEF;SG
literaturę	الادب	literatura	أَدَب	N;ACC;FEM;SG	N;NOM;DEF;SG
literaturę	ادب	literatura	أَدَب	N;ACC;FEM;SG	
dat	dat	dat	وَقَق		
siatkówki	الشبكية	siatkówka	شَبَكِيّ	N;NOM;FEM;SG	
design	تصميم	design	تَصمِيم		N;NOM;INDF;SG
design	التصميم	design	تَصمِيم		N;NOM;DEF;SG
maks	ماكس	maks	مَاكس		
doradcą	مستشار	doradca	مُستَشَار	N;INS;MASC;SG	N;NOM;INDF;SG
buffalo	بافالو	buffalo	بافالو	N;NOM;MASC;SG	
buffalo	الجاموس	buffalo	جَامُوس	N;NOM;MASC;SG	
prawdopodobieństwo	احتمالية	prawdopodobieństwo	اِحتِمَالِيّ	N;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
zwłoki	الجثث	zwłoki	جُثَّة	N;ACC;NEUT;PL	N;NOM;DEF;PL
zwłoki	جثث	zwłoki	جُثَّة	N;ACC;NEUT;PL	N;NOM;INDF;PL
zwłoki	الجثة	zwłoki	جُثَّة	N;ACC;NEUT;PL	N;NOM;DEF;SG
zwłoki	جثة	zwłoki	جُثَّة	N;ACC;NEUT;PL	N;NOM;INDF;SG
pokoleń	الاجيال	pokolenie	جِيل		N;NOM;DEF;PL
pokoleń	اجيال	pokolenie	اجيال		N;NOM;INDF;PL
wieczny	الابدي	wieczny	أَبدِيّ	ADJ;NOM;MASC;SG	
wieczny	الابدي	wieczny	أَبدِيّ	ADJ;NOM;MASC;SG	
wieczny	ابدي	wieczny	أَبدِي	ADJ;NOM;MASC;SG	
odkryć	الاكتشافات	odkryć	اِكتِشَاف	V;PFV;NFIN;ACT	N;NOM;DEF;PL
odkryć	اكتشف	odkryć	اِكتَشَف	V;PFV;NFIN;ACT	V;PFV;MASC;SG;3;PASS
odkryć	اكتشاف	odkryć	اِكتِشَاف	V;PFV;NFIN;ACT	N;NOM;INDF;SG
odkryć	يكتشف	odkryć	اِكتَشَف	V;PFV;NFIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
stężenie	تركيزات	stężyć	تَركِيز	N;NOM;NEUT;SG	N;NOM;INDF;PL
zrobione	اخذ	zrobić	أَخذ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
zrobione	ماخوذ	zrobić	ماخوذ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
zrobione	تؤخذ	zrobić	أَخَذ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;FEM;IND;SG;3;FIN;ACT
zrobione	صنعت	zrobić	صَنَع	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;3;PASS
zrobione	صنع	zrobić	صَنَع	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
zrobione	جعل	zrobić	جَعَل	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
zrobione	فعلت	zrobić	فَعَل	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
zrobione	تمت	zrobić	تَمّ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
zrobione	تم	zrobić	تَمّ	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
zrobione	انتهيت	zrobić	اِنتَهَى	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
przyjmując	بافتراض	przyjmować	بافتراض	V;IPFV;PRS;V.CVB;ACT	
inżynierów	المهندسين	inżynier	مُهَندِس	N;ACC;MASC;PL	N;NOM;DEF;PL
odwołany	الغيت	odwołać	غَيت	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;DEF;SG
żyła	عشت	żyć	عَشَى	V;IPFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;MASC;SG;2;ACT
żyła	وريد	żyć	وَرِيد	V;IPFV;FEM;IND;SG;PST;FIN;ACT	
żyła	الوريد	żyć	وَرِيد	V;IPFV;FEM;IND;SG;PST;FIN;ACT	N;NOM;DEF;SG
wnioski	الخلاصة	wniosek	خَلَاصَة	N;NOM;MASC;PL	N;NOM;DEF;SG
wnioski	خاتمة	wniosek	خاتمة	N;NOM;MASC;PL	N;NOM;INDF;SG
wnioski	الخاتمة	wniosek	خَاتِم	N;NOM;MASC;PL	N;NOM;DEF;SG
wnioski	الختام	wniosek	خِتَام	N;NOM;MASC;PL	N;NOM;DEF;SG
wnioski	استنتاج	wniosek	اِستِنتَاج	N;NOM;MASC;PL	N;NOM;INDF;SG
wnioski	الاستنتاج	wniosek	اِستِنتَاج	N;NOM;MASC;PL	N;NOM;DEF;SG
rak	سرطان	rak	سُرطَانَ	N;NOM;MASC;SG	
luksemburga	لوكسمبورغ	luksemburga	لوكسمبورغ	N;GEN;MASC;SG	
radiowy	المذياع	radiowy	مِذيَاع	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
radiowy	راديو	radiowy	راديو	ADJ;NOM;MASC;SG	
radiowy	الراديو	radiowy	رَادِيُو	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
radiowy	الاذاعة	radiowy	إِذَاعَة	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
radiowy	اذاعة	radiowy	إِذَاعَة	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
somerset	سومرست	somerset	سُومرِست	V;IPFV;IND;SG;PRS;FIN;ACT	
atlantyku	الاطلسي	atlantyk	أَطلَسِيّ	N;GEN;MASC;SG	
atlantyku	اتلانتيك	atlantyk	إِتلَانِيك	N;GEN;MASC;SG	
pytaj	اسال	pytać	أَسَال	V;IPFV;IMP;SG;2;FIN;ACT	
ronald	رونالد	ronald	رُونَالد	N;NOM;MASC;SG	
parki	حديقة	park	حَدِيقَة	N;NOM;MASC;PL	N;NOM;INDF;SG
parki	منتزه	park	منتزه	N;NOM;MASC;PL	
parki	بارك	park	بَارَك	N;NOM;MASC;PL	
parki	متنزه	park	متنزه	N;NOM;MASC;PL	
konstrukcje	الهياكل	konstrukcja	هَيكَل	N;NOM;FEM;PL	N;NOM;DEF;SG
hong	هونج	hong	هُونج	V;IPFV;IND;SG;PRS;FIN;ACT	
hong	هونغ	hong	هُونغ	V;IPFV;IND;SG;PRS;FIN;ACT	
rain	مطر	raina	مطر		
rain	المطر	raina	مُطرَة		N;NOM;DEF;SG
rain	الامطار	raina	مِطر		N;NOM;DEF;PL
jam	يام	ja	يَوم		
jam	مربى	ja	مَربَى		
jam	المربى	ja	مَربَى		N;NOM;DEF;SG
jam	جام	ja	جَام		
połączyć	الدمج	połączyć	دَمج	V;PFV;NFIN;ACT	N;NOM;DEF;SG
