של	shel	של	shel	PART;GEN	N;MASC;SG
גרמניה	aleman	גרמניה	alemar	PROPN	N;MASC;SG
גרמניה	alemania	גרמניה	alemania	PROPN	N;FEM;SG
יורק	york	יורק	york	PROPN	PROPN
הממשלה	gobierno	הממשלה	gobierno	PROPN	N;MASC;SG
חיל	corps	חיל	corp	PROPN	N
יהודה	yehuda	יהודה	yehudo	PROPN	N;SG
יהודה	judas	יהודה	judo	PROPN	N;MASC;SG
יהודה	judea	יהודה	judear	PROPN	
יהודה	judas	יהודה	judo	PROPN	N;MASC;SG
יהודה	judah	יהודה	judah	PROPN	N;SG
מעל	over	מעל	over	ADP	PROPN
מעל	arriba	מעל	arriba	ADP	ADV
מעל	supra	מעל	supro	ADP	
ארץ	terrenos	ארץ	terreno	N;FEM;SG	N;MASC;PL
ארץ	tierras	ארץ	tierra	N;FEM;SG	N;FEM;PL
ארץ	terrestre	ארץ	terrestre	N;FEM;SG	ADJ;SG
צרפת	francia	צרפת	francia	PROPN	PROPN
צרפת	france	צרפת	france	PROPN	N;FEM;SG
הרבה	lotes	הרבה	lote	ADV	N;MASC;PL
הרבה	montones	הרבה	montón	ADV	N;MASC;PL
הרבה	muchas	הרבה	mucho	ADV	PRO;FEM;PL
הרבה	muchos	הרבה	mucho	ADV	PRO;MASC;PL
הרבה	much	הרבה	much	ADV	N
אתה	tu	הוא	tu	PRO;MASC;SG;2	DET;SG;2
נמצא	encontrada	נמצא	encontrado	V;MASC;SG;V.PTCP;MID	ADJ;FEM;SG;V.PTCP
נמצא	encontradas	נמצא	encontrado	V;MASC;SG;V.PTCP;MID	ADJ;FEM;PL;V.PTCP
נמצא	encontrados	נמצא	encontrado	V;MASC;SG;V.PTCP;MID	ADJ;MASC;PL;V.PTCP
נמצא	hallado	נמצא	hallado	V;MASC;SG;V.PTCP;MID	ADJ;MASC;SG;V.PTCP
נמצא	encontrado	נמצא	encontrado	V;MASC;SG;V.PTCP;MID	ADJ;MASC;SG;V.PTCP
טוב	buenas	טוב	buen	ADJ;MASC;SG	ADJ;FEM;PL
טוב	bien	טוב	bien	ADJ;MASC;SG	ADV
טוב	bueno	טוב	buen	ADJ;MASC;SG	INTJ
טוב	buenos	טוב	buen	ADJ;MASC;SG	ADJ;MASC;PL
אי	isla	אי	isla	ADV	N;FEM;SG
ילדים	niñez	ילד	niñez	N;MASC;PL	N;FEM;SG
ילדים	infancia	ילד	infancia	N;MASC;PL	N;FEM;SG
שלושה	tres	שלושה	tres	NUM;MASC;SG	NUM;PL
לאורך	junto	לאורך	junto	ADP	ADJ
הגיע	llegaron	הגיע	llegar	V;MASC;SG;3;PST;ACT	V;IND;PL;3;PST;FIN
הגיע	llegamos	הגיע	llegar	V;MASC;SG;3;PST;ACT	V;IND;PL;1;PRS;FIN
הגיע	vinieron	הגיע	venir	V;MASC;SG;3;PST;ACT	V;IND;PL;3;PST;FIN
אירופה	europa	אירופה	europa	PROPN	N;FEM;SG
אירופה	europa	אירופה	europa	PROPN	N;FEM;SG
אירופה	europeos	אירופה	europeo	PROPN	N;MASC;PL
אירופה	europeo	אירופה	europeo	PROPN	ADJ;MASC;SG
אירופה	europea	אירופה	europeo	PROPN	ADJ;FEM;SG
אירופה	europeas	אירופה	europeo	PROPN	ADJ;FEM;PL
המלך	king	המלך	king		N
המלך	rey	המלך	rey		N;MASC;SG
מיליון	millones	מיליון	millón	NUM;MASC;SG	N;MASC;PL
מיליון	millón	מיליון	millón	NUM;MASC;SG	N;MASC;SG
מיליון	millon	מיליון	millon	NUM;MASC;SG	N;MASC;SG
יצחק	isaac	יצחק	isaac	PROPN	PROPN
יצחק	yitzhak	יצחק	yitzhak	PROPN	N;SG
יצחק	itzhak	יצחק	itzhak	PROPN	N;SG
האלבום	álbum	האלבום	álbum	PROPN	N;MASC;SG
האלבום	album	האלבום	album	PROPN	N;MASC;SG
האלבום	disco	האלבום	disco	PROPN	N;MASC;SG
יוסף	josé	יוסף	josé	PROPN	PROPN
יוסף	yosef	יוסף	yosef	PROPN	N;MASC;SG
כוח	forzar	כוח	forzar	N;MASC;SG	V;NFIN
כוח	poder	כוח	poder	N;MASC;SG	V;NFIN
נפטר	fallecida	נפטר	fallecido	V;MASC;SG;3;PST;MID	ADJ;FEM;SG;V.PTCP
נפטר	fallecidos	נפטר	fallecido	V;MASC;SG;3;PST;MID	ADJ;MASC;PL;V.PTCP
נפטר	difuntos	נפטר	difunto	V;MASC;SG;3;PST;MID	N;MASC;PL
נפטר	fallecido	נפטר	fallecido	V;MASC;SG;3;PST;MID	ADJ;MASC;SG;V.PTCP
הלהקה	band	הלהקה	band	PROPN	N;SG
הלהקה	banda	הלהקה	banda	PROPN	N;FEM;SG
תוכנית	programar	תוכנית	programar	N;FEM;SG	V;NFIN
בתי	hija	בית	hija	PROPN	N;FEM;SG
נראה	miradas	נראה	mirada	V;MASC;SG;V.PTCP;MID	N;FEM;PL
נראה	aspecto	נראה	aspecto	V;MASC;SG;V.PTCP;MID	N;MASC;SG
נראה	parece	נראה	parecer	V;MASC;SG;V.PTCP;MID	V;IND;SG;3;PRS;FIN
נראה	looks	נראה	look	V;MASC;SG;V.PTCP;MID	N;MASC;PL
לגבי	acerca	לגבי	acerca	ADP	ADV
וב	webb	וב	webb		PROPN
פעם	once	פעם	once	ADV	NUM;PL
משתמש	usuarios	השתמש	usuario	V;MASC;SG;V.PTCP	N;MASC;PL
משתמש	usuario	השתמש	usuario	V;MASC;SG;V.PTCP	N;MASC;SG
קיבל	recibidas	קיבל	recibido	V;MASC;SG;3;PST;ACT	ADJ;FEM;PL;V.PTCP
קיבל	recibida	קיבל	recibido	V;MASC;SG;3;PST;ACT	ADJ;FEM;SG;V.PTCP
קיבל	recibidos	קיבל	recibido	V;MASC;SG;3;PST;ACT	ADJ;MASC;PL;V.PTCP
קיבל	recibido	קיבל	recibido	V;MASC;SG;3;PST;ACT	ADJ;MASC;SG;V.PTCP
קיבל	aceptadas	קיבל	aceptado	V;MASC;SG;3;PST;ACT	ADJ;FEM;PL;V.PTCP
קיבל	aceptados	קיבל	aceptar	V;MASC;SG;3;PST;ACT	ADJ;MASC;PL;V.PTCP
קיבל	aceptada	קיבל	aceptado	V;MASC;SG;3;PST;ACT	ADJ;FEM;SG;V.PTCP
קיבל	aceptado	קיבל	aceptado	V;MASC;SG;3;PST;ACT	ADJ;MASC;SG;V.PTCP
עקב	talon	None	talon	CONJ	N;MASC;SG
עקב	due	None	due	CONJ	N
עקב	debido	None	debido	CONJ	ADJ
עקב	talón	None	talón	CONJ	N;MASC;SG
עקב	tacón	None	tacón	CONJ	N;MASC;SG
נשים	mujer	איש	mujer	N;FEM;PL	N;FEM;SG
נשים	femenino	איש	femenino	N;FEM;PL	ADJ;MASC;SG
מונה	monet	מנה	monet		N;MASC;SG
מונה	mona	מנה	mona		N;FEM;SG
האימפריה	imperio	האימפריה	imperio	PROPN	N;MASC;SG
האימפריה	empire	האימפריה	empire	PROPN	N
עדיין	todavia	עדיין	todavia	ADV	INTJ
עדיין	still	עדיין	still	ADV	N
מים	agua	מים	agua	N;MASC;PL	N;FEM;SG
ניו	neo	ניו	neo	PROPN	N
נכון	derecho	נכון	derecho	ADJ;MASC;SG	N;MASC;SG
נכון	derecha	נכון	derecha	ADJ;MASC;SG	N;FEM;SG
נכון	true	נכון	true	ADJ;MASC;SG	N
נכון	verdad	נכון	verdad	ADJ;MASC;SG	N;FEM;SG
החלה	iniciado	החל	iniciado	V;FEM;SG;3;PST;ACT	ADJ;MASC;SG;V.PTCP
חוק	leyes	חוק	ley	N;MASC;SG	N;FEM;PL
חיפה	haifa	חיפה	haifar	PROPN	N;FEM;SG
העונה	temporada	העונה	temporada	ADV	N;FEM;SG
שוב	again	שוב	again	ADV	N
יעקב	jacob	יעקב	jacob	PROPN	PROPN
יעקב	jacobo	יעקב	jacobo	PROPN	N;MASC;SG
יעקב	jakob	יעקב	jakob	PROPN	N;MASC;SG
יעקב	yakov	יעקב	yakov	PROPN	N;MASC;SG
יעקב	yaakov	יעקב	yaakov	PROPN	PROPN
אינה	ina	אינו	ina	V;FEM;SG;3;NEG;V.PTCP	
אינה	inna	אינו	inna	V;FEM;SG;3;NEG;V.PTCP	N;MASC;SG
הבית	hogar	הבית	hogar	ADV	N;MASC;SG
הבית	casa	הבית	casa	ADV	N;FEM;SG
הבית	inicio	הבית	inicio	ADV	N;MASC;SG
הבית	house	הבית	house	ADV	N;MASC;SG
הבית	casita	הבית	casita	ADV	N;FEM;SG
הבית	casa	הבית	casa	ADV	N;FEM;SG
תודה	gracias	תודה	gracias	PROPN	N
לב	corazón	לב	corazón	PROPN	N;MASC;SG
לב	corazon	לב	corazon	PROPN	N;MASC;SG
לב	heart	לב	heart	PROPN	N
לב	lev	לב	lev	PROPN	PROPN
שלוש	tres	שלוש	tres	NUM;FEM;SG	NUM;PL
שלום	shalom	שלום	shalom	PROPN	N;MASC
שלום	paz	שלום	paz	PROPN	N;FEM;SG
שלום	peace	שלום	peace	PROPN	N
שלום	hello	שלום	hello	PROPN	N;MASC;SG
שלום	hola	שלום	hola	PROPN	INTJ
קבוצות	agrupa	קבוצה	agrupar	N;FEM;PL	V;IND;SG;3;PRS;FIN
המשחק	juego	המשחק	juego	PROPN	N;MASC;SG
האי	isla	האי	isla		N;FEM;SG
בגלל	porque	בגלל	porque	ADP	CONJ
המפלגה	parte	המפלג	parte	PROPN	N;FEM;SG
המפלגה	partido	המפלג	partido	PROPN	N;MASC;SG
המפלגה	fiesta	המפלג	fiesta	PROPN	N;FEM;SG
המפלגה	party	המפלג	party	PROPN	N
בעבר	anteriormente	בעבר	anteriormente		ADV
בעבר	previamente	בעבר	previamente		ADV
האחרון	último	האחרון	último	PROPN	ADJ;MASC;SG
האחרון	last	האחרון	last	PROPN	N
האחרון	últimos	האחרון	último	PROPN	ADJ;MASC;PL
האחרון	última	האחרון	último	PROPN	ADJ;FEM;SG
קרב	batallas	קרב	batalla	N;MASC;SG	N;FEM;PL
קרב	combatir	קרב	combatir	N;MASC;SG	V;NFIN
קרב	combates	קרב	combate	N;MASC;SG	N;MASC;PL
האתר	website	האתר	website		N;MASC;SG
האתר	web	האתר	web		N;FEM;SG
האתר	sitio	האתר	sitio		N;MASC;SG
קצר	short	קצר	short	ADJ;MASC;SG	N
קצר	cortos	קצר	corto	ADJ;MASC;SG	ADJ;MASC;PL
קצר	breves	קצר	breve	ADJ;MASC;SG	ADJ;PL
בהמשך	debajo	בהמשך	debajo		ADV
בהמשך	abajo	בהמשך	abajo		ADV
בר	barra	בר	barra		N;FEM;SG
בר	bar	בר	bar		N;MASC;SG
בר	bares	בר	bar		N;MASC;PL
צבא	militares	צבא	militar	N;MASC;SG	N;PL
צבא	militar	צבא	militar	N;MASC;SG	ADJ;SG
צבא	armada	צבא	armado	N;MASC;SG	ADJ;FEM;SG;V.PTCP
החיים	vida	החיים	vida	ADV	N;FEM;SG
החיים	life	החיים	life	ADV	N
צה	tse	צה	tse		N;MASC;SG
משחק	jugando	משחק	jugar	N;MASC;SG	V;V.MSDR
משחק	tocando	משחק	tocar	N;MASC;SG	V;V.MSDR
משחק	jugar	משחק	jugar	N;MASC;SG	V;NFIN
משחק	actuar	משחק	actuar	N;MASC;SG	V;NFIN
משחק	actuando	משחק	actuar	N;MASC;SG	V;V.MSDR
ראשי	cabezal	ראש	cabezal	N;PSSD;MASC;PL	N;MASC;SG
ראשי	cabeza	ראש	cabeza	N;PSSD;MASC;PL	N;FEM;SG
ראשי	jefa	ראש	jefa	N;PSSD;MASC;PL	N;FEM;SG
ראשי	chief	ראש	chief	N;PSSD;MASC;PL	PROPN
ראשי	jefe	ראש	jefe	N;PSSD;MASC;PL	N;MASC;SG
ראשי	primario	ראש	primario	N;PSSD;MASC;PL	ADJ;MASC;SG
ראשי	primarios	ראש	primario	N;PSSD;MASC;PL	ADJ;MASC;PL
ראשי	primaria	ראש	primario	N;PSSD;MASC;PL	N;FEM;SG
הזמן	hora	הזמן	hora		N;FEM;SG
הזמן	tiempo	הזמן	tiempo		N;MASC;SG
הזמן	time	הזמן	time		N
אברהם	abraham	אברהם	abraham	PROPN	PROPN
אברהם	avraham	אברהם	avraham	PROPN	N;SG
נבחר	escogidos	נבחר	escogido	V;MASC;SG;3;PST;MID	ADJ;MASC;PL;V.PTCP
נבחר	elegido	נבחר	elegido	V;MASC;SG;3;PST;MID	ADJ;MASC;SG;V.PTCP
נבחר	escogido	נבחר	escogido	V;MASC;SG;3;PST;MID	ADJ;MASC;SG;V.PTCP
נבחר	elegida	נבחר	elegido	V;MASC;SG;3;PST;MID	ADJ;FEM;SG;V.PTCP
נבחר	escogida	נבחר	escogida	V;MASC;SG;3;PST;MID	ADJ;FEM;SG;V.PTCP
נבחר	elegidos	נבחר	elegido	V;MASC;SG;3;PST;MID	ADJ;MASC;PL;V.PTCP
נבחר	seleccionados	נבחר	seleccionado	V;MASC;SG;3;PST;MID	ADJ;MASC;PL;V.PTCP
נבחר	seleccionado	נבחר	seleccionado	V;MASC;SG;3;PST;MID	ADJ;MASC;SG;V.PTCP
נבחר	seleccionada	נבחר	seleccionado	V;MASC;SG;3;PST;MID	ADJ;FEM;SG;V.PTCP
נבחר	seleccionadas	נבחר	seleccionado	V;MASC;SG;3;PST;MID	ADJ;FEM;PL;V.PTCP
מדי	maddie	מדי	maddie	ADV	N;FEM;SG
מדי	too	מדי	too	ADV	N
מדי	tambien	מדי	tambien	ADV	
לרוב	principalmente	ררוב	principalmente		ADV
לרוב	mayormente	ררוב	mayormente		ADV
שטח	terrenos	שטח	terreno	N;MASC;SG	N;MASC;PL
מאוחר	tardía	מאוחר	tarder	ADV	ADJ;FEM;SG
דף	pagina	דף	pagina		N;FEM;SG
דף	página	דף	página		N;FEM;SG
דף	page	דף	pager		N
דף	def	דף	def		N
קולנוע	peliculas	קולנוע	pelicula	N;MASC;SG	N;FEM;PL
קולנוע	películas	קולנוע	película	N;MASC;SG	N;FEM;PL
קשר	contactar	קשר	contactar	N;MASC;SG	V;NFIN
קשר	contactos	קשר	contacto	N;MASC;SG	N;MASC;PL
קשר	contacta	קשר	contacta	N;MASC;SG	V;IND;SG;3;PRS;FIN
קשר	nudos	קשר	nudo	N;MASC;SG	N;MASC;PL
פני	centavo	פנים	centavo	N;PL	N;MASC;SG
פני	penique	פנים	penique	N;PL	N;MASC;SG
פני	penny	פנים	penny	N;PL	N;FEM;SG
פני	céntimo	פנים	céntimo	N;PL	N;MASC;SG
קודם	primera	קודם	primero	ADV	ADJ;FEM;SG
קודם	primeras	קודם	primero	ADV	ADJ;FEM;PL
קודם	primer	קודם	primero	ADV	ADJ;MASC;SG
קודם	primeros	קודם	primero	ADV	ADJ;MASC;PL
לצד	lateral	לצד	lateral	ADP	N;SG
לצד	side	לצד	sedir	ADP	
לצד	costado	לצד	costar	ADP	ADJ;MASC;SG;V.PTCP
לצד	laterales	לצד	lateral	ADP	N;PL
לצד	lado	לצד	lado	ADP	N;MASC;SG
בגיל	envejecido	בגיל	envejecido		ADJ;MASC;SG;V.PTCP
ידוע	conocidas	ידוע	conocido	N;MASC;SG	ADJ;FEM;PL;V.PTCP
ידוע	conocida	ידוע	conocido	N;MASC;SG	ADJ;FEM;SG;V.PTCP
ידוע	conocido	ידוע	conocido	N;MASC;SG	ADJ;MASC;SG;V.PTCP
ידוע	conocidos	ידוע	conocido	N;MASC;SG	ADJ;MASC;PL;V.PTCP
קטן	small	קטן	small	ADJ;MASC;SG	N
קטן	pequeñas	קטן	pequeño	ADJ;MASC;SG	ADJ;FEM;PL
קטן	pequeños	קטן	pequeño	ADJ;MASC;SG	ADJ;MASC;PL
קטן	poco	קטן	poco	ADJ;MASC;SG	ADV
קטן	little	קטן	little	ADJ;MASC;SG	N
למד	aprendí	למד	aprender	V;MASC;SG;3;PST	V;IND;SG;1;PST;FIN
למד	aprendido	למד	aprender	V;MASC;SG;3;PST	ADJ;MASC;SG;V.PTCP
למד	estudié	למד	estudiar	V;MASC;SG;3;PST	V;IND;SG;1;PST;FIN
למד	estudiados	למד	estudiado	V;MASC;SG;3;PST	ADJ;MASC;PL;V.PTCP
למד	estudiado	למד	estudiar	V;MASC;SG;3;PST	ADJ;MASC;SG;V.PTCP
למד	aprendan	למד	aprender	V;MASC;SG;3;PST	V;IMP;PL;3;FIN
למד	aprende	למד	aprender	V;MASC;SG;3;PST	V;IND;SG;3;PRS;FIN
ברית	aliadas	ברית	aliado	N;FEM;SG	ADJ;FEM;PL;V.PTCP
ברית	aliados	ברית	aliado	N;FEM;SG	N;MASC;PL
היהודי	judio	היהודי	judio	PROPN	N;MASC;SG
היהודי	judía	היהודי	judío	PROPN	ADJ;FEM;SG
היהודי	judío	היהודי	judío	PROPN	N;MASC;SG
תשע	nueve	תשע	nueve	NUM;FEM;SG	NUM;PL
תשע	nine	תשע	nine	NUM;FEM;SG	N
ישראלי	israelíes	ישראלי	israelí	N;MASC;SG	N;PL
ישראלי	israelí	ישראלי	israelí	N;MASC;SG	ADJ;SG
משרד	oficinas	משרד	oficina	N;MASC;SG	N;FEM;PL
שיחק	jugaron	שיחק	jugar	PROPN	V;IND;PL;3;PST;FIN
שיחק	jugó	שיחק	jugar	PROPN	V;IND;SG;3;PST;FIN
שיחק	jugado	שיחק	jugado	PROPN	ADJ;MASC;SG;V.PTCP
שיחק	desempeñado	שיחק	desempeñado	PROPN	ADJ;MASC;SG;V.PTCP
מעבר	transición	מעבר	transición		N;FEM;SG
מעבר	beyond	מעבר	beyond		N
מעבר	pasaje	מעבר	pasaje		N;MASC;SG
מעבר	pasadizo	מעבר	pasadizo		N;MASC;SG
איך	how	איך	how	ADV	PROPN
איך	cómo	איך	cómo	ADV	PRO
איך	como	איך	como	ADV	CONJ
זהב	dorada	זהב	dorado	N;MASC;SG	ADJ;FEM;SG;V.PTCP
זהב	dorado	זהב	dorado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
זהב	dorados	זהב	dorado	N;MASC;SG	ADJ;MASC;PL;V.PTCP
זהב	dorada	זהב	dorado	N;MASC;SG	ADJ;FEM;SG;V.PTCP
זהב	dorado	זהב	dorado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
עולם	mundial	עולם	mundial	N;MASC;SG	ADJ;SG
ארגון	organizando	ארגון	organizar	N;MASC;SG	V;V.MSDR
ארגון	organizar	ארגון	organizar	N;MASC;SG	V;NFIN
לכתוב	escritura	כתב	escritura	V;NFIN;ACT	N;FEM;SG
שונה	shauna	שונה	shauna		N;FEM;SG
שונה	distinta	שונה	distinto		ADJ;FEM;SG
שונה	diferente	שונה	diferente		ADJ;SG
שונה	distintos	שונה	distinto		PRO;MASC;PL
שונה	distinto	שונה	distinto		ADJ;MASC;SG
שונה	diferentes	שונה	diferente		ADJ;PL
שונה	modificada	שונה	modificado		ADJ;FEM;SG;V.PTCP
שונה	modificados	שונה	modificado		ADJ;MASC;PL;V.PTCP
שונה	modificadas	שונה	modificar		ADJ;FEM;PL;V.PTCP
שונה	modificado	שונה	modificado		ADJ;MASC;SG;V.PTCP
גדולה	large	גדול	large	ADJ;FEM;SG	N
גדולה	grandes	גדול	grande	ADJ;FEM;SG	ADJ;PL
גדולה	big	גדול	big	ADJ;FEM;SG	N
גדולה	grandes	גדול	grande	ADJ;FEM;SG	ADJ;PL
גדולה	grandeza	גדול	grandeza	ADJ;FEM;SG	N;FEM;SG
קשה	duro	קשה	duro	ADV	ADJ;MASC;SG
קשה	duros	קשה	duro	ADV	ADJ;MASC;PL
קשה	hard	קשה	hard	ADV	N;SG
קשה	difícil	קשה	difícil	ADV	ADJ;SG
קשה	dura	קשה	duro	ADV	ADJ;FEM;SG
קשה	duro	קשה	duro	ADV	ADJ;MASC;SG
קשה	duros	קשה	duro	ADV	ADJ;MASC;PL
קשה	rudo	קשה	rudo	ADV	ADJ;MASC;SG
קשה	dura	קשה	duro	ADV	ADJ;FEM;SG
קשה	dificil	קשה	dificil	ADV	ADJ;SG
קשה	difícil	קשה	difícil	ADV	ADJ;SG
קשה	difíciles	קשה	difícil	ADV	ADJ;PL
אור	ligera	אור	ligero		ADJ;FEM;SG
אור	light	אור	light		N
אור	luz	אור	luz		N;FEM;SG
אור	ligero	אור	ligero		ADJ;MASC;SG
צבי	zvi	צבי	zvi	PROPN	PROPN
צבי	ciervos	צבי	ciervo	PROPN	N;MASC;PL
צבי	ciervo	צבי	ciervo	PROPN	N;MASC;SG
צבי	venado	צבי	venar	PROPN	ADJ;MASC;SG;V.PTCP
צבי	gacela	צבי	gacela	PROPN	N;FEM;SG
לדוגמה	ejemplo	לדוגמה	ejemplo	PROPN	N;MASC;SG
בעברית	hebreo	בעברית	hebreo		N;MASC;SG
כנגד	against	כנגד	against	ADP	N
קיים	existió	קיים	existir	ADJ;MASC;SG	V;IND;SG;3;PST;FIN
קיים	existía	קיים	existir	ADJ;MASC;SG	V;IND;SG;3;IPFV;FIN
קיים	existieron	קיים	existir	ADJ;MASC;SG	V;IND;PL;3;PST;FIN
קיים	existían	קיים	existir	ADJ;MASC;SG	V;IND;PL;3;IPFV;FIN
קיים	existir	קיים	existir	ADJ;MASC;SG	V;NFIN
קיים	existo	קיים	existir	ADJ;MASC;SG	V;IND;SG;1;PRS;FIN
קיים	existen	קיים	existir	ADJ;MASC;SG	V;IND;PL;3;PRS;FIN
קיים	existe	קיים	existir	ADJ;MASC;SG	V;IND;SG;3;PRS;FIN
קיים	existentes	קיים	existente	ADJ;MASC;SG	ADJ;PL
שלי	shelley	שלי	shelley		N;SG
שלי	míos	שלי	mío		PRO;MASC;PL;2
שלי	mio	שלי	mio		INTJ
שלי	mina	שלי	mina		N;FEM;SG
שלי	mías	שלי	mío		PRO;FEM;PL;2
שלי	mío	שלי	mío		PRO;MASC;SG;1
שלי	mía	שלי	mía		DET;FEM;SG;1
שלי	shelly	שלי	shelly		N;FEM;SG
דומה	parecido	דומה	parecido		ADJ;MASC;SG;V.PTCP
דומה	similar	דומה	similar		ADJ;SG
דומה	similares	דומה	similar		ADJ;PL
דומה	parecidos	דומה	parecido		ADJ;MASC;PL;V.PTCP
דומה	duma	דומה	duma		N;FEM;SG
דין	dean	דין	dear	PROPN	PROPN
דין	decano	דין	decano	PROPN	N;MASC;SG
שכן	vecina	שכן	vecino	CONJ	ADJ;FEM;SG
שכן	vecino	שכן	vecino	CONJ	N;MASC;SG
שכן	vecina	שכן	vecino	CONJ	ADJ;FEM;SG
שכן	vecino	שכן	vecino	CONJ	N;MASC;SG
שכן	prójimo	שכן	prójimo	CONJ	N;MASC;SG
ימי	días	יום	día	PROPN	N;MASC;PL
ימי	jornadas	יום	jornada	PROPN	N;FEM;PL
ימי	dias	יום	dia	PROPN	N;MASC;PL
ימי	days	יום	day	PROPN	N
סדרת	series	סדרה	serie	N;FEM;SG	N;FEM;PL
למצוא	hallazgo	מצא	hallazgo	V;NFIN;ACT	N;MASC;SG
מבין	entienda	מבין	entender	ADP	V;IMP;SG;3;FIN
מבין	comprenda	מבין	comprender	ADP	V;IMP;SG;3;FIN
מבין	comprender	מבין	comprender	ADP	V;NFIN
מבין	entiende	מבין	entender	ADP	V;IND;SG;3;PRS;FIN
מבין	entender	מבין	entender	ADP	V;NFIN
נקרא	llamados	נקרא	llamado	V;MASC;SG;3;PST;MID	ADJ;MASC;PL;V.PTCP
נקרא	llamado	נקרא	llamado	V;MASC;SG;3;PST;MID	ADJ;MASC;SG;V.PTCP
נקרא	llamé	נקרא	llamar	V;MASC;SG;3;PST;MID	V;IND;SG;1;PST;FIN
נקרא	llamada	נקרא	llamado	V;MASC;SG;3;PST;MID	ADJ;FEM;SG;V.PTCP
פשוט	simple	פשוט	simple		ADJ;SG
פשוט	sencilla	פשוט	sencillo		ADJ;FEM;SG
פשוט	sencillo	פשוט	sencillo		ADJ;MASC;SG
פשוט	simples	פשוט	simple		ADJ;PL
פשוט	solo	פשוט	solo		ADV
פשוט	simplemente	פשוט	simplemente		ADV
פשוט	sólo	פשוט	sólo		ADV
פשוט	just	פשוט	justo		N
עבודה	job	עבודה	job	N;FEM;SG	INTJ
עבודה	trabajos	עבודה	trabajo	N;FEM;SG	N;MASC;PL
עבודה	trabaje	עבודה	trabaje	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
עבודה	trabajar	עבודה	trabajar	N;FEM;SG	V;NFIN
חשוב	importantes	חשוב	importante	ADJ;MASC;SG	ADJ;PL
כיוון	direction	כיוון	direction		N;PL
כיוון	dirección	כיוון	dirección		N;FEM;SG
שלמה	shlomo	שלמה	shlomo	PROPN	N;MASC;SG
שלמה	salomón	שלמה	salomón	PROPN	PROPN
שלמה	entera	שלמה	entero	PROPN	ADJ;FEM;SG
שלמה	enteras	שלמה	entero	PROPN	ADJ;FEM;PL
שלמה	enteros	שלמה	entero	PROPN	ADJ;MASC;PL
שלמה	entero	שלמה	entero	PROPN	ADJ;MASC;SG
תבנית	patrones	תבנית	patrón	N;FEM;SG	N;MASC;PL
אמריקאים	americano	אמריקני	americano	N;MASC;PL	ADJ;MASC;SG
אמריקאים	american	אמריקני	americar	N;MASC;PL	N;FEM;SG
אמריקאים	estadounidense	אמריקני	estadounidense	N;MASC;PL	ADJ;SG
אמריקאים	americana	אמריקני	americana	N;MASC;PL	ADJ;FEM;SG
אמריקאים	americanas	אמריקני	americano	N;MASC;PL	ADJ;FEM;PL
הפועל	verbos	הפועל	verbo	PROPN	N;MASC;PL
הפועל	verbo	הפועל	verbo	PROPN	N;MASC;SG
הפועל	hapoel	הפועל	hapoel	PROPN	N;MASC;SG
אפריקה	africa	אפריקה	africar	PROPN	N;FEM;SG
אפריקה	áfrica	אפריקה	áfrico	PROPN	N;FEM;SG
נחשב	considerada	נחשב	considerado	V;MASC;SG;V.PTCP;MID	ADJ;FEM;SG;V.PTCP
נחשב	considerados	נחשב	considerado	V;MASC;SG;V.PTCP;MID	ADJ;MASC;PL;V.PTCP
נחשב	consideradas	נחשב	considerar	V;MASC;SG;V.PTCP;MID	ADJ;FEM;PL;V.PTCP
נחשב	considerado	נחשב	considerado	V;MASC;SG;V.PTCP;MID	ADJ;MASC;SG;V.PTCP
נחשב	condes	נחשב	conde	V;MASC;SG;V.PTCP;MID	N;FEM;PL
נחשב	cuenta	נחשב	contar	V;MASC;SG;V.PTCP;MID	V;IND;SG;3;PRS;FIN
דרום	sureña	דרום	sureño	N;MASC;SG	ADJ;FEM;SG
דרום	meridional	דרום	meridional	N;MASC;SG	ADJ;SG
דרום	sureño	דרום	sureño	N;MASC;SG	ADJ;MASC;SG
אולי	quizas	אולי	quiza	ADV	N;FEM;SG
אולי	quizas	אולי	quiza	ADV	N;FEM;SG
אולי	talvez	אולי	talvez	ADV	INTJ
עלה	hoja	עלה	hoja	V;MASC;SG;3;PST;ACT	N;FEM;SG
עלה	hojas	עלה	hoja	V;MASC;SG;3;PST;ACT	N;FEM;PL
עלה	leaf	עלה	leaf	V;MASC;SG;3;PST;ACT	N;MASC;SG
להשתמש	uso	השתמש	uso	V;NFIN	N;MASC;SG
להשתמש	utilización	השתמש	utilización	V;NFIN	N;FEM;SG
העליון	supremo	העליון	supremo	PROPN	ADJ;MASC;SG
העליון	supremos	העליון	supremo	PROPN	N;MASC;PL
העליון	suprema	העליון	supremo	PROPN	N;FEM;SG
בברכה	sinceramente	בברכה	sinceramente		ADV
בברכה	atentamente	בברכה	atentamente		ADV
בברכה	bienvenida	בברכה	bienvenida		N;FEM;SG
בברכה	bienvenidos	בברכה	bienvenido		ADJ;MASC;PL;V.PTCP
בברכה	bienvenido	בברכה	bienvenido		ADJ;MASC;SG;V.PTCP
בברכה	acogedor	בברכה	acogedor		ADJ;MASC;SG
בברכה	acogedora	בברכה	acogedor		ADJ;FEM;SG
