から	от	から	от	CONJ	ADP
表示	гледка	表示	гледка	V	N;INDF;FEM;SG
表示	оглед	表示	оглед	V	N;INDF;MASC;SG
表示	преглед	表示	преглед	V	N;INDF;MASC;SG
工業	промишлен	工業	промишлен	N	ADJ;INDF;MASC;SG
工業	индустриален	工業	индустриален	N	ADJ;INDF;MASC;SG
工業	индустриални	工業	индустриален	N	ADJ;INDF;PL
工業	промишлени	工業	промишлен	N	ADJ;INDF;PL
工業	индустриална	工業	индустриален	N	ADJ;INDF;FEM;SG
通り	street	通り	street	N	PROPN;INDF;MASC;SG
外部	външна	外部	външен	N	ADJ;INDF;FEM;SG
外部	външно	外部	външен	N	ADV
外部	външни	外部	външен	N	ADJ;INDF;PL
外部	външен	外部	външен	N	ADJ;INDF;MASC;SG
スペシャル	специална	スペシャル	специален	N	ADJ;INDF;FEM;SG
スペシャル	специално	スペシャル	специално	N	ADV
スペシャル	специални	スペシャル	специален	N	ADJ;INDF;PL
スペシャル	специален	スペシャル	специален	N	ADJ;INDF;MASC;SG
結婚	женитба	結婚	женитба	V	N;INDF;FEM;SG
結婚	брака	結婚	брак	V	N;DEF;MASC;SG
結婚	брак	結婚	брак	V	N;INDF;MASC;SG
結婚	сватба	結婚	сватба	V	N;INDF;FEM;SG
結婚	бракът	結婚	брак	V	N;DEF;MASC;SG
結婚	браковете	結婚	брак	V	N;DEF;MASC;PL
結婚	бракове	結婚	брак	V	N;INDF;MASC;PL
個人	лично	個人	лично	N	ADV
個人	личен	個人	личен	N	ADJ;INDF;MASC;SG
個人	лична	個人	личен	N	ADJ;INDF;FEM;SG
個人	лични	個人	личен	N	ADJ;INDF;PL
個人	персонален	個人	персонален	N	ADJ;INDF;MASC;SG
個人	индивидуален	個人	индивидуален	N	ADJ;INDF;MASC;SG
個人	индивидуално	個人	индивидуално	N	ADV
個人	индивидуална	個人	индивидуален	N	ADJ;INDF;FEM;SG
個人	индивидуални	個人	индивидуален	N	ADJ;INDF;PL
銀行	банкови	銀行	банков	N	ADJ;INDF;PL
銀行	bank	銀行	bank	N	PROPN;INDF;FEM;SG
その	друго	その	друг	DET	ADV
その	друг	その	друг	DET	ADJ;INDF;MASC;SG
その	други	その	друг	DET	ADJ;INDF;PL
その	другите	その	друг	DET	ADJ;DEF;PL
その	други	その	друг	DET	ADJ;INDF;PL
ソフト	меко	ソフト	меко	ADJ	ADV
ソフト	мека	ソフト	мека	ADJ	N;INDF;FEM;SG
なし	без	なす	без		ADP
江戸	едо	江戸	едо	PROPN	N;INDF;MASC;SG
国内	домашен	国内	домашен	N	ADJ;INDF;MASC;SG
国内	домашна	国内	домашен	N	ADJ;INDF;FEM;SG
国内	домашни	国内	домашен	N	ADJ;INDF;PL
ヨーク	йорк	ヨーク	йорк	PROPN	PROPN;INDF;MASC;SG
高速	бързо	高速	бързо	ADJ	ADV
設計	проектиране	設計	проектиране	V	N;INDF;NEUT;SG
設計	дизайн	設計	дизайн	V	N;INDF;MASC;SG
韓国	корея	韓国	корей	PROPN	PROPN;INDF;FEM;SG
リリース	освобождава	リリース	освобождавам-(се)	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
現代	съвременни	現代	съвременен	N	ADJ;INDF;PL
現代	съвременна	現代	съвременен	N	ADJ;INDF;FEM;SG
現代	съвременно	現代	съвременно	N	ADV
現代	съвременен	現代	съвременен	N	ADJ;INDF;MASC;SG
追加	добавяне	追加	добавяне	V	N;INDF;NEUT;SG
成功	успешна	成功	успешен	V	ADJ;INDF;FEM;SG
成功	успешни	成功	успешен	V	ADJ;INDF;PL
成功	успешен	成功	успешен	V	ADJ;INDF;MASC;SG
成功	успешно	成功	успешно	V	ADV
成功	успех	成功	успех	V	N;INDF;MASC;SG
成功	успехи	成功	успех	V	N;INDF;MASC;PL
移動	преместване	移動	преместване	V	N;INDF;NEUT;SG
移動	движение	移動	движение	V	N;INDF;NEUT;SG
移動	местене	移動	местене	V	N;INDF;NEUT;SG
移動	преместване	移動	преместване	V	N;INDF;NEUT;SG
国民	национална	国民	национален	N	ADJ;INDF;FEM;SG
国民	национални	国民	национален	N	ADJ;INDF;PL
国民	национален	国民	национален	N	ADJ;INDF;MASC;SG
国民	национално	国民	национален	N	ADV
すべて	всичко	すべて	всеки	N	PRO;NOM;NEUT;SG
すべて	всички	すべて	всеки	N	PRO;NOM;PL
すべて	всичко	すべて	всеки	N	PRO;NOM;NEUT;SG
山口	ямагучи	山口	ямагуча	PROPN	N;INDF;MASC;SG
運動	упражнение	運動	упражнение	V	N;INDF;NEUT;SG
運動	упражнения	運動	упражнение	V	N;INDF;NEUT;PL
運動	придвижване	運動	придвижване	V	N;INDF;NEUT;SG
運動	движение	運動	движение	V	N;INDF;NEUT;SG
大きな	биг	大きな	биг	ADJ	N;INDF;MASC;SG
大きな	голямо	大きな	голям	ADJ	ADV
ヨーロッパ	европа	ヨーロッパ	европа	PROPN	PROPN;INDF;FEM;SG
紹介	въведение	紹介	въведение	V	N;INDF;NEUT;SG
紹介	въвеждане	紹介	въвеждане	V	N;INDF;NEUT;SG
紹介	препращане	紹介	препращане	V	N;INDF;NEUT;SG
紹介	сезиране	紹介	сезиране	V	N;INDF;NEUT;SG
戦闘	битката	戦闘	битка	V	N;DEF;FEM;SG
戦闘	битка	戦闘	битка	V	N;INDF;FEM;SG
戦闘	битка	戦闘	битка	V	N;INDF;FEM;SG
労働	трудово	労働	трудово	N	ADV
限定	limited	限定	limited	V	PROPN;INDF;MASC;SG
オリジナル	оригиналност	オリジナル	оригиналност	ADJ	N;INDF;FEM;SG
オリジナル	оригинал	オリジナル	оригинал	ADJ	N;INDF;MASC;SG
オリジナル	оригинално	オリジナル	оригинален	ADJ	ADV
オリジナル	оригиналите	オリジナル	оригинал	ADJ	N;DEF;MASC;PL
オリジナル	оригинали	オリジナル	оригинал	ADJ	N;INDF;MASC;PL
可能性	възможно	可能性	възможно	N	ADV
可能性	възможен	可能性	възможен	N	ADJ;INDF;MASC;SG
可能性	възможна	可能性	възможен	N	ADJ;INDF;FEM;SG
可能性	възможни	可能性	възможен	N	ADJ;INDF;PL
演出	постановка	演出	постановка	V	N;INDF;FEM;SG
協力	съдействие	協力	съдействие	V	N;INDF;NEUT;SG
協力	сътрудничество	協力	сътрудничество	V	N;INDF;NEUT;SG
指導	насоки	指導	насока	V	N;INDF;FEM;PL
判断	преценка	判断	преценка	V	N;INDF;FEM;SG
判断	осъждане	判断	осъждане	V	N;INDF;NEUT;SG
判断	преценка	判断	преценка	V	N;INDF;FEM;SG
ネット	нето	ネット	нето	N	PROPN;INDF;MASC;SG
引退	пенсиониране	引退	пенсиониране	V	N;INDF;NEUT;SG
引退	пенсионер	引退	пенсионер	V	N;INDF;MASC;SG
決勝	краен	決勝	краен	N	ADJ;INDF;MASC;SG
決勝	окончателно	決勝	окончателно	N	ADV
誕生	раждания	誕生	раждане	V	N;INDF;NEUT;PL
誕生	раждането	誕生	раждане	V	N;DEF;NEUT;SG
誕生	раждане	誕生	раждане	V	N;INDF;NEUT;SG
誕生	рождение	誕生	рождение	V	N;INDF;NEUT;SG
指揮	командване	指揮	командване	V	N;INDF;NEUT;SG
指揮	команда	指揮	команда	V	N;INDF;FEM;SG
指揮	командата	指揮	команда	V	N;DEF;MASC;SG
レース	състезателни	レース	състезателен	N	ADJ;INDF;PL
静岡	шизуока	静岡	шизуока	PROPN	N;INDF;FEM;SG
郵便	mail	郵便	mail	N	PROPN;INDF;MASC;SG
神奈川	канагава	神奈川	канагав	PROPN	N;INDF;FEM;SG
岡山	окаяма	岡山	окаям-(се)	PROPN	N;INDF;FEM;SG
埼玉	сайтама	埼玉	сайтам	PROPN	N;INDF;FEM;SG
ラン	бягай	ラン	бягам	N	V;IPFV;IMP;SG;2;FIN
レイ	рей	レイ	рей	N	PROPN;INDF;MASC;SG
移転	трансфер	移転	трансфер	V	N;INDF;MASC;SG
移転	преместване	移転	преместване	V	N;INDF;NEUT;SG
移転	прехвърляне	移転	прехвърляне	V	N;INDF;NEUT;SG
異なる	различна	異なる	различен	V	ADJ;INDF;FEM;SG
異なる	различно	異なる	различно	V	ADV
異なる	различни	異なる	различен	V	ADJ;INDF;PL
異なる	различен	異なる	различен	V	ADJ;INDF;MASC;SG
神戸	коби	神戸	коба	PROPN	N;INDF;MASC;SG
カー	кер	カー	кер	N	PROPN;INDF;FEM;SG
関西	кансай	関西	кансай	PROPN	N;INDF;MASC;SG
行動	поведение	行動	поведение	V	N;INDF;NEUT;SG
行動	поведенчески	行動	поведенчески	V	ADJ;INDF;MASC;SG
行動	поведение	行動	поведение	V	N;INDF;NEUT;SG
行動	поведенчески	行動	поведенчески	V	ADJ;INDF;MASC;SG
重要	важно	重要	важно	ADJ	ADV
九州	кюшу	九州	кюшу	PROPN	ADJ
導入	въведение	導入	въведение	V	N;INDF;NEUT;SG
導入	въвеждане	導入	въвеждане	V	N;INDF;NEUT;SG
アジア	азия	アジア	азия	N	PROPN;INDF;FEM;SG
全体	цялата	全体	цял	N	ADJ;DEF;FEM;SG
全体	цяла	全体	цял	N	ADJ;INDF;FEM;SG
全体	цял	全体	цял	N	ADJ;INDF;MASC;SG
全体	цялото	全体	цял	N	ADJ;DEF;NEUT;SG
タイ	тайланд	タイ	тайланд	PROPN	PROPN;INDF;MASC;SG
タイ	тай	タイ	така	PROPN	PROPN;INDF;MASC;SG
タイ	таи	タイ	този	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
普通	нормално	普通	нормално	ADJ	ADV
一人	една	一人	един	PROPN	NUM;INDF;FEM;SG
一人	един	一人	един	PROPN	NUM;INDF;MASC;SG
一人	едно	一人	един	PROPN	NUM;INDF;NEUT;SG
長野	нагано	長野	нагано	PROPN	N;INDF;NEUT;SG
一方	междувременно	一方	междувременно	CONJ	ADV
スペイン	испания	スペイン	испания	PROPN	PROPN;INDF;FEM;SG
発見	откриване	発見	откриване	V	N;INDF;NEUT;SG
発見	откритие	発見	откритие	V	N;INDF;NEUT;SG
発見	разкритие	発見	разкритие	V	N;INDF;NEUT;SG
発見	дискавъри	発見	дискавър	V	N;INDF;MASC;SG
発見	откриване	発見	откриване	V	N;INDF;NEUT;SG
鈴木	сузуки	鈴木	сузука	PROPN	PROPN;INDF;MASC;SG
ローマ	римски	ローマ	римски	N	ADJ;INDF;MASC;SG
ローマ	римска	ローマ	римски	N	ADJ;INDF;FEM;SG
ローマ	рим	ローマ	рим	N	PROPN;INDF;MASC;SG
ローマ	ромски	ローマ	ромски	N	ADJ;INDF;MASC;SG
保護	защита	保護	защита	V	N;INDF;FEM;SG
保護	защита	保護	защита	V	N;INDF;FEM;SG
保護	закрила	保護	закрила	V	N;INDF;FEM;SG
多数	mnogo	多数	mnogo	N	PROPN;INDF;NEUT;SG
多数	много	多数	много	N	ADV;INDF;PL
多数	многобройни	多数	многоброен	N	ADJ;INDF;PL
反対	срещу	反対	срещу		ADP
反対	против	反対	против		ADP
反対	обратното	反対	обратен		ADJ;DEF;NEUT;SG
地球	земно	地球	земно	N	ADV
地球	земен	地球	земен	N	ADJ;INDF;MASC;SG
特徴	характерен	特徴	характерен	N	ADJ;INDF;MASC;SG
特徴	характерни	特徴	характерен	N	ADJ;INDF;PL
男性	мъжко	男性	мъжко	N	ADV
男性	мъжки	男性	мъжки	N	ADJ;INDF;PL
男性	човече	男性	човече	N	ADV
福島	фукушима	福島	фукушим	PROPN	N;INDF;FEM;SG
オープン	отворено	オープン	отворя	N	ADV
オープン	отвори	オープン	отворя-(се)	N	V;PFV;IND;SG;3;PST;FIN;ACT
人気	популярно	人気	популярен	N	ADV
人気	популярен	人気	популярен	N	ADJ;INDF;MASC;SG
人気	популярна	人気	популярен	N	ADJ;INDF;FEM;SG
人気	популярни	人気	популярен	N	ADJ;INDF;PL
評価	рейтинги	評価	рейтинг	V	N;INDF;MASC;PL
評価	рейтинг	評価	рейтинг	V	N;INDF;MASC;SG
評価	квалификация	評価	квалификация	V	N;INDF;FEM;SG
評価	рейтинг	評価	рейтинг	V	N;INDF;MASC;SG
評価	квалификации	評価	квалификация	V	N;INDF;FEM;PL
評価	рейтинги	評価	рейтинг	V	N;INDF;MASC;PL
評価	рейтингите	評価	рейтинг	V	N;DEF;MASC;PL
評価	оценяване	評価	оценяване	V	N;INDF;NEUT;SG
評価	оценката	評価	оценка	V	N;DEF;FEM;SG
評価	оценка	評価	оценка	V	N;INDF;FEM;SG
評価	ставка	評価	ставка	V	N;INDF;FEM;SG
評価	преценка	評価	преценка	V	N;INDF;FEM;SG
評価	оценяване	評価	оценяване	V	N;INDF;NEUT;SG
評価	оценка	評価	оценка	V	N;INDF;FEM;SG
説明	обяснения	説明	обясня-(се)	V	N;INDF;NEUT;PL
説明	обяснение	説明	обяснение	V	N;INDF;NEUT;SG
説明	разяснения	説明	разяснение	V	N;INDF;NEUT;PL
説明	описание	説明	описание	V	N;INDF;NEUT;SG
装備	оборудване	装備	оборудване	V	N;INDF;NEUT;SG
装備	екипировка	装備	екипировка	V	N;INDF;FEM;SG
投票	вот	投票	вот	V	N;INDF;MASC;SG
投票	гласуване	投票	гласуване	V	N;INDF;NEUT;SG
投票	гласуването	投票	гласуване	V	N;DEF;NEUT;SG
投票	гласуване	投票	гласуване	V	N;INDF;NEUT;SG
熊本	кумамото	熊本	кумам	PROPN	N;DEF;NEUT;SG
グランド	бона	グランド	бона	PROPN	N;INDF;MASC;SG
グランド	гранд	グランド	гранд	PROPN	N;INDF;MASC;SG
専用	посветен	専用	посветя-(се)	N	V;PFV;INDF;MASC;SG;V.PTCP;PASS
専用	посветена	専用	посветя-(се)	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
専用	отдадени	専用	отдам-(се)	N	V;PFV;INDF;PL;V.PTCP;PASS
専用	отдадена	専用	отдам-(се)	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
登録	регистър	登録	регистър	V	N;INDF;MASC;SG
登録	регистрации	登録	регистрация	V	N;INDF;FEM;PL
登録	регистрация	登録	регистрация	V	N;INDF;FEM;SG
登録	регистриране	登録	регистриране	V	N;INDF;NEUT;SG
佐藤	сато	佐藤	сато	PROPN	N;INDF;MASC;SG
田中	танака	田中	танак	PROPN	N;INDF;MASC;SG
沖縄	окинава	沖縄	окинавам	PROPN	N;INDF;FEM;SG
ゲスト	гост	ゲスト	гост	PROPN	N;INDF;MASC;SG
ゲスト	гостенка	ゲスト	гостенка	PROPN	N;INDF;FEM;SG
ゲスト	гостите	ゲスト	гост	PROPN	N;DEF;MASC;PL
ゲスト	гости	ゲスト	гост	PROPN	N;INDF;MASC;PL
