של	шел	של	шел	PART;GEN	N;INDF;MASC;SG
נפטר	починал	נפטר	почина-(си)	V;MASC;SG;3;PST;MID	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
הלהקה	група	הלהקה	група	PROPN	N;INDF;FEM;SG
הלהקה	оркестър	הלהקה	оркестър	PROPN	N;INDF;MASC;SG
הלהקה	банда	הלהקה	банда	PROPN	N;INDF;FEM;SG
הלהקה	лента	הלהקה	лента	PROPN	N;INDF;FEM;SG
בתי	дъще	בית	дъще	PROPN	N;INDF;FEM;SG
בתי	дъщеря	בית	дъщеря	PROPN	N;INDF;FEM;SG
נראה	изглежда	נראה	изглежда	V;MASC;SG;V.PTCP;MID	V;IPFV;IND;SG;3;PRS;FIN;ACT
משתמש	използвайки	השתמש	използвам	V;MASC;SG;V.PTCP	V;IPFV;IMP;SG;2;FIN
משתמש	потребителски	השתמש	потребителски	V;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
משתמש	потребител	השתמש	потребител	V;MASC;SG;V.PTCP	N;INDF;MASC;SG
משתמש	ползвател	השתמש	ползвател	V;MASC;SG;V.PTCP	N;INDF;MASC;SG
קיבל	получено	קיבל	получа	V;MASC;SG;3;PST;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
קיבל	получена	קיבל	получа	V;MASC;SG;3;PST;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
קיבל	получен	קיבל	получа	V;MASC;SG;3;PST;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
קיבל	получени	קיבל	получа	V;MASC;SG;3;PST;ACT	V;PFV;INDF;PL;V.PTCP;PASS
קיבל	приета	קיבל	приема	V;MASC;SG;3;PST;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
קיבל	приети	קיבל	приема	V;MASC;SG;3;PST;ACT	V;PFV;INDF;PL;V.PTCP;PASS
קיבל	прието	קיבל	приема	V;MASC;SG;3;PST;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
קיבל	приет	קיבל	приема	V;MASC;SG;3;PST;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
עקב	талон	None	талон	CONJ	N;INDF;MASC;SG
עקב	дължима	None	дължим	CONJ	ADJ;INDF;FEM;SG
עקב	дължими	None	дължим	CONJ	ADJ;INDF;PL
עקב	пета	None	пети	CONJ	ADJ;INDF;FEM;SG
עקב	петата	None	пети	CONJ	ADJ;DEF;FEM;SG
מונה	моне	מנה	моне		N;DEF;MASC;SG
מונה	мона	מנה	мона		N;INDF;FEM;SG
האימפריה	империята	האימפריה	империя	PROPN	N;DEF;FEM;SG
האימפריה	емпайър	האימפריה	емпайър	PROPN	N;INDF;MASC;SG
האימפריה	империя	האימפריה	империя	PROPN	N;INDF;FEM;SG
מים	вода	מים	вода	N;MASC;PL	N;INDF;FEM;SG
מים	водата	מים	вода	N;MASC;PL	N;DEF;FEM;SG
כוחות	пауърс	כוח	пауърс	N;MASC;PL	N;INDF;MASC;SG
פעולה	действия	פעולה	действие	N;FEM;SG	N;INDF;NEUT;PL
ניו	нео	ניו	аз	PROPN	N;INDF;MASC;SG
נכון	правилно	נכון	правилно	ADJ;MASC;SG	ADV
נכון	истина	נכון	истина	ADJ;MASC;SG	N;INDF;FEM;SG
נכון	верни	נכון	верен	ADJ;MASC;SG	ADJ;INDF;PL
נכון	вярно	נכון	верен	ADJ;MASC;SG	ADV
חיפה	хайфа	חיפה	хайф	PROPN	PROPN;INDF;FEM;SG
העונה	сезон	העונה	сезон	ADV	N;INDF;MASC;SG
העונה	сезона	העונה	сезон	ADV	N;DEF;MASC;SG
יעקב	джейкъб	יעקב	джейкъб	PROPN	PROPN;INDF;MASC;SG
יעקב	якоб	יעקב	якоб	PROPN	PROPN;INDF;MASC;SG
יעקב	яков	יעקב	яков	PROPN	PROPN;INDF;MASC;SG
יעקב	якоб	יעקב	якоб	PROPN	PROPN;INDF;MASC;SG
יעקב	яков	יעקב	яков	PROPN	PROPN;INDF;MASC;SG
אינה	ина	אינו	ина	V;FEM;SG;3;NEG;V.PTCP	PROPN;INDF;FEM;SG
הבית	дом	הבית	дом	ADV	N;INDF;MASC;SG
הבית	домашен	הבית	домашен	ADV	ADJ;INDF;MASC;SG
הבית	house	הבית	house	ADV	N;INDF;MASC;SG
הבית	къща	הבית	къща	ADV	N;INDF;FEM;SG
הבית	къщата	הבית	къща	ADV	N;DEF;FEM;SG
הבית	хаус	הבית	хаус	ADV	N;INDF;MASC;SG
תודה	мерси	תודה	мерся	PROPN	V;IPFV;IMP;SG;2;FIN
תודה	благодаря	תודה	благодаря	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
לב	сърце	לב	сърце	PROPN	N;INDF;NEUT;SG
לב	сърцето	לב	сърце	PROPN	N;DEF;NEUT;SG
לב	лев	לב	лев	PROPN	N;INDF;MASC;SG
שלוש	три	שלוש	три	NUM;FEM;SG	NUM;INDF;PL
שלוש	трима	שלוש	трима	NUM;FEM;SG	NUM;INDF;PL
שלום	шалом	שלום	шалом	PROPN	N;INDF;MASC;SG
שלום	мир	שלום	мир	PROPN	N;INDF;MASC;SG
שלום	здравей	שלום	здравей	PROPN	INTJ
שלום	ало	שלום	ало	PROPN	N;INDF;MASC;SG
שלום	здравейте	שלום	здравейте	PROPN	N;INDF;MASC;SG
פעמים	пъти	פעם	път	N;FEM;PL	N;MASC
פעמים	таймс	פעם	таймс	N;FEM;PL	N;INDF;MASC;SG
פעמים	times	פעם	times	N;FEM;PL	PROPN;INDF;MASC;SG
המשחק	мач	המשחק	мач	PROPN	N;INDF;MASC;SG
המשחק	гейм	המשחק	гейм	PROPN	N;INDF;MASC;SG
המשחק	играта	המשחק	игра	PROPN	N;DEF;FEM;SG
המשחק	игра	המשחק	игра	PROPN	N;INDF;FEM;SG
האי	острова	האי	острова		N;DEF;MASC;SG
האי	island	האי	islanа		N;INDF;MASC;SG
האי	остров	האי	остров		N;INDF;MASC;SG
האי	островът	האי	остров		N;DEF;MASC;SG
האי	айлънд	האי	айлънд		N;INDF;MASC;SG
האי	hai	האי	hai		N;INDF;MASC;SG
האי	хай	האי	хай		N;INDF;MASC;SG
סרט	филмова	סרט	филмов	N;MASC;SG	ADJ;INDF;FEM;SG
בגלל	защото	בגלל	защото	ADP	ADV
המפלגה	парти	המפלג	парта	PROPN	N;INDF;NEUT;SG
המפלגה	party	המפלג	party	PROPN	ADJ
המפלגה	купон	המפלג	купон	PROPN	N;INDF;MASC;SG
המפלגה	партия	המפלג	партия	PROPN	N;INDF;FEM;SG
בעבר	досега	בעבר	досега		ADV
האחרון	последно	האחרון	последно	PROPN	ADV
האחרון	последен	האחרון	последен	PROPN	ADJ;INDF;MASC;SG
האחרון	последни	האחרון	последен	PROPN	ADJ;INDF;PL
האחרון	последна	האחרון	последен	PROPN	ADJ;INDF;FEM;SG
האתר	уебсайт	האתר	уебсайт		N;INDF;MASC;SG
האתר	сайт	האתר	сайт		N;INDF;MASC;SG
קצר	кратко	קצר	кратко	ADJ;MASC;SG	ADV
קצר	късо	קצר	къс	ADJ;MASC;SG	ADV
קצר	кратко	קצר	кратко	ADJ;MASC;SG	ADV
ימים	дена	יום	ден	N;MASC;PL	N;DEF;MASC;SG
בהמשך	долу	בהמשך	долу		ADV
בהמשך	отдолу	בהמשך	отдолу		ADV
בר	бар	בר	бар		N;INDF;MASC;SG
בר	барът	בר	бар		N;DEF;MASC;SG
צבא	военно	צבא	военен	N;MASC;SG	ADV
צבא	военен	צבא	военен	N;MASC;SG	ADJ;INDF;MASC;SG
צבא	военна	צבא	военен	N;MASC;SG	ADJ;INDF;FEM;SG
צבא	военни	צבא	военен	N;MASC;SG	ADJ;INDF;PL
צבא	армейски	צבא	армейски	N;MASC;SG	ADJ;INDF;MASC;SG
החיים	живот	החיים	живот	ADV	N;INDF;MASC;SG
החיים	живота	החיים	живот	ADV	N;DEF;MASC;SG
החיים	life	החיים	life	ADV	PROPN;INDF;MASC;SG
החיים	лайф	החיים	лайф	ADV	N;INDF;MASC;SG
החיים	животът	החיים	живот	ADV	N;DEF;MASC;SG
משחק	играе	משחק	играя	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
משחק	играят	משחק	играя	N;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
ראשי	главата	ראש	глава	N;PSSD;MASC;PL	N;DEF;FEM;SG
ראשי	глава	ראש	глава	N;PSSD;MASC;PL	N;INDF;FEM;SG
ראשי	шефе	ראש	шефе	N;PSSD;MASC;PL	ADV
ראשי	началник	ראש	началник	N;PSSD;MASC;PL	N;INDF;MASC;SG
ראשי	първична	ראש	първичен	N;PSSD;MASC;PL	ADJ;INDF;FEM;SG
ראשי	първични	ראש	първичен	N;PSSD;MASC;PL	ADJ;INDF;PL
ראשי	първичен	ראש	първичен	N;PSSD;MASC;PL	ADJ;INDF;MASC;SG
ראשי	първично	ראש	първичен	N;PSSD;MASC;PL	ADV
הזמן	времето	הזמן	време		N;DEF;NEUT;SG
הזמן	време	הזמן	време		N;INDF;NEUT;SG
אברהם	ейбрахам	אברהם	ейбрахам	PROPN	N;INDF;MASC;SG
אברהם	авраам	אברהם	авраам	PROPN	N;DEF;MASC;SG
אברהם	абрахам	אברהם	абрахам	PROPN	N;INDF;MASC;SG
אברהם	аврам	אברהם	аврам	PROPN	N;INDF;MASC;SG
אברהם	авраам	אברהם	авраам	PROPN	N;DEF;MASC;SG
אברהם	аврам	אברהם	аврам	PROPN	N;INDF;MASC;SG
נבחר	избрана	נבחר	избера	V;MASC;SG;3;PST;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
נבחר	избрано	נבחר	избера	V;MASC;SG;3;PST;MID	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
נבחר	избрани	נבחר	избера	V;MASC;SG;3;PST;MID	V;PFV;INDF;PL;V.PTCP;PASS
נבחר	избран	נבחר	избера	V;MASC;SG;3;PST;MID	V;PFV;INDF;MASC;SG;V.PTCP;PASS
נבחר	избрана	נבחר	избера	V;MASC;SG;3;PST;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
נבחר	избрано	נבחר	избера	V;MASC;SG;3;PST;MID	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
נבחר	избрани	נבחר	избера	V;MASC;SG;3;PST;MID	V;PFV;INDF;PL;V.PTCP;PASS
נבחר	избран	נבחר	избера	V;MASC;SG;3;PST;MID	V;PFV;INDF;MASC;SG;V.PTCP;PASS
מדי	мади	מדי	мадя-(се)	ADV	N;INDF;FEM;SG
לרוב	предимно	ררוב	предимно		ADV
לרוב	главно	ררוב	главно		ADV
לכן	затуй	לכן	затуй	CONJ	INTJ
לכן	следователно	לכן	следователно	CONJ	ADV
שטח	терени	שטח	терен	N;MASC;SG	N;INDF;MASC;PL
מאוחר	закъснява	מאוחר	закъснявам	ADV	V;IPFV;IND;SG;3;PRS;FIN;ACT
דף	страница	דף	страница		N;INDF;FEM;SG
דף	страницата	דף	страница		N;DEF;FEM;SG
דף	page	דף	page		INTJ
דף	деф	דף	деф		N;INDF;MASC;SG
קולנוע	филмова	קולנוע	филмов	N;MASC;SG	ADJ;INDF;FEM;SG
קולנוע	филми	קולנוע	филм	N;MASC;SG	N;INDF;MASC;PL
קשר	контакти	קשר	контакт	N;MASC;SG	N;INDF;MASC;PL
פני	пени	פנים	пена	N;PL	N;INDF;FEM;SG
קודם	първи	קודם	първи	ADV	ADJ;INDF;MASC;SG
עיר	city	עיר	city	N;FEM;SG	PROPN;INDF;MASC;SG
לצד	страна	לצד	страна	ADP	N;INDF;FEM;SG
לצד	страничен	לצד	страничен	ADP	ADJ;INDF;MASC;SG
בגיל	остаряла	בגיל	остарея		V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
בגיל	остарял	בגיל	остарям		V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
ידוע	позната	ידוע	познат	N;MASC;SG	ADJ;INDF;FEM;SG
ידוע	известни	ידוע	известен	N;MASC;SG	ADJ;INDF;PL
ידוע	известна	ידוע	известен	N;MASC;SG	ADJ;INDF;FEM;SG
ידוע	известен	ידוע	известен	N;MASC;SG	ADJ;INDF;MASC;SG
קטן	малки	קטן	малък	ADJ;MASC;SG	ADJ;INDF;PL
קטן	малки	קטן	малък	ADJ;MASC;SG	ADJ;INDF;PL
קטן	литъл	קטן	литъл	ADJ;MASC;SG	N;INDF;MASC;SG
קטן	малко	קטן	малко	ADJ;MASC;SG	ADV;INDF;PL
למד	научи	למד	науча-(се)	V;MASC;SG;3;PST	V;PFV;IMP;SG;2;FIN
למד	научете	למד	науча-(се)	V;MASC;SG;3;PST	V;PFV;IMP;PL;2;FIN
ברית	съюзници	ברית	съюзник	N;FEM;SG	N;INDF;MASC;PL
ברית	съюзниците	ברית	съюзник	N;FEM;SG	N;DEF;MASC;PL
היהודי	евреин	היהודי	евреин	PROPN	N;INDF;MASC;SG
תשע	nine	תשע	nine	NUM;FEM;SG	PROPN;INDF;MASC;SG
תשע	девет	תשע	девет	NUM;FEM;SG	NUM;INDF;PL
ישראלי	израелски	ישראלי	израелски	N;MASC;SG	ADJ;INDF;MASC;SG
שיחק	играха	שיחק	играя	PROPN	V;IPFV;IND;PL;3;PST;FIN;ACT
שיחק	играл	שיחק	играя	PROPN	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
מעבר	преход	מעבר	преход		N;INDF;MASC;SG
מעבר	отвъд	מעבר	отвъд		ADP
מעבר	проход	מעבר	проход		N;INDF;MASC;SG
מעבר	преминаване	מעבר	преминаване		N;INDF;NEUT;SG
מעבר	пасаж	מעבר	пасаж		N;INDF;MASC;SG
זהב	златен	זהב	златен	N;MASC;SG	ADJ;INDF;MASC;SG
זהב	златни	זהב	златен	N;MASC;SG	ADJ;INDF;PL
זהב	златно	זהב	златен	N;MASC;SG	ADV
זהב	златна	זהב	златен	N;MASC;SG	ADJ;INDF;FEM;SG
זהב	златен	זהב	златен	N;MASC;SG	ADJ;INDF;MASC;SG
זהב	златни	זהב	златен	N;MASC;SG	ADJ;INDF;PL
זהב	златно	זהב	златен	N;MASC;SG	ADV
זהב	златна	זהב	златен	N;MASC;SG	ADJ;INDF;FEM;SG
מדינה	държавно	מדינה	държавен	N;FEM;SG	ADV
שונה	шона	שונה	шона		V;IPFV;IND;SG;3;PRS;FIN;ACT
שונה	различна	שונה	различен		ADJ;INDF;FEM;SG
שונה	различно	שונה	различно		ADV
שונה	различни	שונה	различен		ADJ;INDF;PL
שונה	различен	שונה	различен		ADJ;INDF;MASC;SG
שונה	променени	שונה	променя-(се)		V;PFV;INDF;PL;V.PTCP;PASS
שונה	променено	שונה	променя-(се)		V;PFV;INDF;NEUT;SG;V.PTCP;PASS
שונה	модифициран	שונה	модифицирам		V;PFV;INDF;MASC;SG;V.PTCP;PASS
שונה	променен	שונה	променя-(се)		V;PFV;INDF;MASC;SG;V.PTCP;PASS
שונה	модифицирани	שונה	модифицирам		V;PFV;INDF;PL;V.PTCP;PASS
שונה	модифицирана	שונה	модифицирам		V;PFV;INDF;FEM;SG;V.PTCP;PASS
גדולה	голямо	גדול	голям	ADJ;FEM;SG	ADV
גדולה	големи	גדול	голям	ADJ;FEM;SG	ADJ;INDF;PL
גדולה	биг	גדול	биг	ADJ;FEM;SG	N;INDF;MASC;SG
גדולה	голямо	גדול	голям	ADJ;FEM;SG	ADV
גדולה	големи	גדול	голям	ADJ;FEM;SG	ADJ;INDF;PL
גדולה	величието	גדול	величие	ADJ;FEM;SG	N;DEF;NEUT;SG
גדולה	величие	גדול	величие	ADJ;FEM;SG	N;INDF;NEUT;SG
קשה	твърд	קשה	твърд	ADV	ADJ;INDF;MASC;SG
קשה	труден	קשה	труден	ADV	ADJ;INDF;MASC;SG
קשה	корав	קשה	корав	ADV	ADJ;INDF;MASC;SG
קשה	труден	קשה	труден	ADV	ADJ;INDF;MASC;SG
קשה	трудни	קשה	труден	ADV	ADJ;INDF;PL
קשה	трудна	קשה	труден	ADV	ADJ;INDF;FEM;SG
אור	светло	אור	светло		ADV
אור	светлина	אור	светлина		N;INDF;FEM;SG
אור	светлината	אור	светлина		N;DEF;FEM;SG
צבי	цви	צבי	цви	PROPN	N;INDF;MASC;SG
צבי	сърна	צבי	сърна-(се)	PROPN	N;INDF;MASC;SG
צבי	елен	צבי	елен	PROPN	N;INDF;MASC;SG
צבי	елени	צבי	елен	PROPN	N;INDF;MASC;PL
צבי	газела	צבי	газел	PROPN	N;INDF;FEM;SG
לדוגמה	примерна	לדוגמה	примерна-(се)	PROPN	ADJ;INDF;FEM;SG
לדוגמה	пример	לדוגמה	пример	PROPN	N;INDF;MASC;SG
בעברית	иврит	בעברית	иврит		N;INDF;MASC;SG
בעברית	еврейски	בעברית	еврейски		ADJ;INDF;MASC;SG
קיים	съществували	קיים	съществувам	ADJ;MASC;SG	V;IPFV;INDF;PL;IPFV;V.PTCP;ACT
קיים	съществуваше	קיים	съществувам	ADJ;MASC;SG	V;IPFV;IND;SG;3;IPFV;FIN;ACT
קיים	съществувало	קיים	съществувам	ADJ;MASC;SG	V;IPFV;INDF;NEUT;SG;IPFV;V.PTCP;ACT
קיים	съществувал	קיים	съществувам	ADJ;MASC;SG	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT
קיים	съществуват	קיים	съществувам	ADJ;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
קיים	съществува	קיים	съществувам	ADJ;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
קיים	съществуващо	קיים	съществуващо	ADJ;MASC;SG	ADV
קיים	съществуващи	קיים	съществувам	ADJ;MASC;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
שלי	шели	שלי	шеля		N;INDF;MASC;SG
שלי	моите	שלי	мой		DET;DEF;PL;1
שלי	мой	שלי	мой		DET;INDF;MASC;SG;1
שלי	моята	שלי	мой		DET;DEF;FEM;SG;1
שלי	мое	שלי	мой		DET;INDF;NEUT;SG;1
שלי	моя	שלי	мой		DET;INDF;FEM;SG;1
שלי	моят	שלי	мой		DET;DEF;MASC;SG;1
שלי	шели	שלי	шеля		N;INDF;MASC;SG
דומה	подобно	דומה	подобно		ADV
דומה	подобен	דומה	подобен		ADJ;INDF;MASC;SG
דומה	сходен	דומה	сходен		ADJ;INDF;MASC;SG
דומה	подобна	דומה	подобен		ADJ;INDF;FEM;SG
דומה	подобни	דומה	подобен		ADJ;INDF;PL
דומה	дюма	דומה	дюм		N;INDF;MASC;SG
דין	дийн	דין	дийн	PROPN	PROPN;INDF;MASC;SG
שכן	съсед	שכן	съсед	CONJ	N;INDF;MASC;SG
שכן	съседка	שכן	съседка	CONJ	N;INDF;FEM;SG
שכן	съсед	שכן	съсед	CONJ	N;INDF;MASC;SG
שכן	съседка	שכן	съседка	CONJ	N;INDF;FEM;SG
ימי	дни	יום	ден	PROPN	N;INDF;MASC;PL
ימי	дена	יום	ден	PROPN	N;DEF;MASC;SG
סדרת	серии	סדרה	серия	N;FEM;SG	N;INDF;FEM;PL
למצוא	намиране	מצא	намиране	V;NFIN;ACT	N;INDF;NEUT;SG
נקרא	наречен	נקרא	нарека-(се)	V;MASC;SG;3;PST;MID	V;PFV;INDF;MASC;SG;V.PTCP;PASS
נקרא	наречена	נקרא	нарека-(се)	V;MASC;SG;3;PST;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
פשוט	прост	פשוט	прост		ADJ;INDF;MASC;SG
פשוט	прости	פשוט	прост		ADJ;INDF;PL
פשוט	проста	פשוט	прост		ADJ;INDF;FEM;SG
פשוט	простичко	פשוט	простичка		ADV
פשוט	просто	פשוט	просто		ADV
פשוט	само	פשוט	само		ADV
עבודה	работи	עבודה	работя	N;FEM;SG	V;IPFV;IMP;SG;2;FIN
חשוב	важно	חשוב	важно	ADJ;MASC;SG	ADV
חשוב	важни	חשוב	важен	ADJ;MASC;SG	ADJ;INDF;PL
כיוון	посока	כיוון	посока		N;INDF;FEM;SG
שלמה	шломо	שלמה	шломо	PROPN	N;INDF;MASC;SG
שלמה	соломон	שלמה	соломон	PROPN	N;INDF;MASC;SG
שלמה	цялата	שלמה	цял	PROPN	ADJ;DEF;FEM;SG
שלמה	цяла	שלמה	цял	PROPN	ADJ;INDF;FEM;SG
שלמה	цял	שלמה	цял	PROPN	ADJ;INDF;MASC;SG
שלמה	цялото	שלמה	цял	PROPN	ADJ;DEF;NEUT;SG
אמריקאים	американска	אמריקני	американски	N;MASC;PL	ADJ;INDF;FEM;SG
אמריקאים	американско	אמריקני	американски	N;MASC;PL	ADV
אמריקאים	американски	אמריקני	американски	N;MASC;PL	ADJ;INDF;MASC;SG
אמריקאים	американец	אמריקני	американец	N;MASC;PL	N;INDF;MASC;SG
הפועל	глагол	הפועל	глагол	PROPN	N;INDF;MASC;SG
הפועל	апоел	הפועל	апоел	PROPN	N;INDF;MASC;SG
אפריקה	африка	אפריקה	африка	PROPN	N;INDF;FEM;SG
נחשב	разглеждания	נחשב	разглеждане	V;MASC;SG;V.PTCP;MID	N;INDF;NEUT;PL
נחשב	разглеждан	נחשב	разглеждам	V;MASC;SG;V.PTCP;MID	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
דרום	южни	דרום	южен	N;MASC;SG	ADJ;INDF;PL
דרום	южна	דרום	южен	N;MASC;SG	ADJ;INDF;FEM;SG
דרום	южно	דרום	южен	N;MASC;SG	ADV
דרום	южна	דרום	южен	N;MASC;SG	ADJ;INDF;FEM;SG
עלה	лист	עלה	лист	V;MASC;SG;3;PST;ACT	N;INDF;MASC;SG
עלה	листа	עלה	листа	V;MASC;SG;3;PST;ACT	N;INDF;FEM;SG
עלה	листо	עלה	листо	V;MASC;SG;3;PST;ACT	N;INDF;NEUT;SG
לקבל	приеми	קיבל	приема	V;NFIN;ACT	N;INDF;FEM;PL
להשתמש	използване	השתמש	използване	V;NFIN	N;INDF;NEUT;SG
להשתמש	употреба	השתמש	употреба	V;NFIN	N;INDF;FEM;SG
העליון	върховен	העליון	върховен	PROPN	ADJ;INDF;MASC;SG
העליון	върховния	העליון	върховен	PROPN	ADJ;DEF;MASC;SG
העליון	върховна	העליון	върховен	PROPN	ADJ;INDF;FEM;SG
העליון	върховно	העליון	върховен	PROPN	ADV
בברכה	приветства	בברכה	приветствам		V;IPFV;IND;SG;3;PRS;FIN;ACT
