nie	no	nie	no	PART;NEG	ADV;NEG
rząd	fila	rząd	fila	N;NOM;MASC;SG	
rząd	filera	rząd	filera	N;NOM;MASC;SG	
języku	llengua	język	llengua	N;ACC;MASC;SG	V;IND;SG;3;PRS;FIN
zawiera	contenen	zawierać	contenir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
utwór	song	utwór	song	N;ACC;MASC;SG	
linia	línia	linia	línia	N;NOM;FEM;SG	
nowa	nova	nowy	nou		ADJ;FEM;SG
nowa	nou	nowy	nou		ADJ;MASC;SG
nowa	noves	nowy	nou		ADJ;FEM;PL
nowa	nowa	nowy	now		
premiera	estrena	premier	estrenar	N;ACC;MASC;SG	V;IND;SG;3;PRS;FIN
premiera	premier	premier	premier	N;ACC;MASC;SG	
prof	prof	prof	prof		PROPN
rzecz	cosa	rzecz	cosa		N;FEM;SG
imię	nom	imię	nom	N;NOM;NEUT;SG	
art	art	art	art		N;MASC;SG
ochrony	protecció	ochrona	protecció		N;FEM;SG
łodzi	embarcacions	łódź	embarcació		N;FEM;PL
łodzi	vaixells	łódź	vaixell		N;MASC;PL
łodzi	barques	łódź	barca		N;FEM;PL
łodzi	lodz	łódź	lodz		PROPN
łodzi	vaixell	łódź	vaixell		N;MASC;SG
łodzi	łódź	łódź	łódź		ADJ;SG
masa	massa	masa	massa	N;NOM;FEM;SG	ADV
rodzina	familia	rodzina	familia	N;NOM;FEM;SG	
tadeusz	thaddeus	tadeusz	thaddeu	PROPN;NOM;MASC;SG	
tadeusz	tadeusz	tadeusz	tadeusz	PROPN;NOM;MASC;SG	PROPN
coś	quelcom	coś	quelcom	PRO;NOM;NEUT;SG	
coś	algo	coś	algo	PRO;NOM;NEUT;SG	
postać	forma	postać	formar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
postać	personatges	postać	personatge	N;NOM;FEM;SG	N;MASC;PL
postać	caràcters	postać	caràcter	N;NOM;FEM;SG	N;MASC;PL
czterech	four	cztery	four	NUM;ACC;MASC;PL	
góry	góry	góra	góry	N;NOM;FEM;PL	
góry	muntanya	góra	muntanya	N;NOM;FEM;PL	N;FEM;SG
paweł	paul	paweł	paul	PROPN;NOM;MASC;SG	PROPN
paweł	paweł	paweł	paweł	PROPN;NOM;MASC;SG	PROPN
paweł	pawel	paweł	pawel	PROPN;NOM;MASC;SG	PROPN
paweł	pàvel	paweł	pàvel	PROPN;NOM;MASC;SG	ADJ;MASC;SG
paweł	pavel	paweł	pavel	PROPN;NOM;MASC;SG	PROPN
droga	benvolguts	droga	benvolgut	N;NOM;FEM;SG	ADJ;MASC;PL;V.PTCP
droga	car	droga	car	N;NOM;FEM;SG	
droga	road	droga	road	N;NOM;FEM;SG	
michael	michael	michael	michael	PROPN;NOM;MASC;SG	N;SG
działalności	activitats	działalność	activitat	N;GEN;FEM;SG	N;FEM;PL
odległości	distàncies	odległość	distància	N;GEN;FEM;SG	N;FEM;PL
stanisława	estanislau	stanisławy	estanislau		
los	los	los	ell	N;NOM;MASC;SG	PRO;PL;3
kraj	país	kraj	país	N;NOM;MASC;SG	
anna	anne	anna	anne	PROPN;NOM;FEM;SG	
anna	anna	anna	anna	PROPN;NOM;FEM;SG	
słowo	paraula	słowo	paraula	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
urząd	office	urząd	office	N;NOM;MASC;SG	
michał	michał	michać	michał	PROPN;NOM;MASC;SG	PROPN
michał	michal	michać	michal	PROPN;NOM;MASC;SG	PROPN
michał	michael	michać	michael	PROPN;NOM;MASC;SG	N;SG
partia	party	partia	party	N;NOM;FEM;SG	
partia	lot	partia	lot	N;NOM;FEM;SG	
tablice	juntes	tablica	junt	N;NOM;FEM;PL	ADJ;FEM;PL
pomocy	ajuts	pomoc	ajut	N;GEN;FEM;SG	N;MASC;PL
pomocy	auxili	pomoc	auxili	N;GEN;FEM;SG	
pomocy	ajuda	pomoc	ajudar	N;GEN;FEM;SG	V;IND;SG;3;PRS;FIN
pomocy	ajut	pomoc	ajut	N;GEN;FEM;SG	
niektóre	alguns	niektóry	algun	DET;NOM;MASC;SG	PRO;MASC;PL
niektóre	algunes	niektóry	algun	DET;NOM;MASC;SG	PRO;FEM;PL
krzysztof	cristòfor	krzysztof	cristòfor	PROPN;NOM;MASC;SG	ADJ;MASC;SG
krzysztof	christopher	krzysztof	christopher	PROPN;NOM;MASC;SG	
krzysztof	krzysztof	krzysztof	krzysztof	PROPN;NOM;MASC;SG	PROPN
university	universitat	universit	universitat		N;FEM;SG
nauki	ciència	nauka	ciència		N;FEM;SG
nauki	ciències	nauka	ciència		N;FEM;PL
wybrany	triats	wybrać	triat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
wybrany	seleccionats	wybrać	seleccionat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
wkrótce	aviat	wkrótce	aviat	ADV	N
wielka	grand	wielki	grand	ADJ;NOM;FEM;SG	
edycji	edicions	edycja	edició	N;GEN;FEM;SG	N;FEM;PL
marek	marek	marek	marek	PROPN;NOM;MASC;SG	PROPN
marek	marcus	marek	marcus	PROPN;NOM;MASC;SG	
drogi	benvolguts	droga	benvolgut		ADJ;MASC;PL;V.PTCP
drogi	camins	droga	camí		N;MASC;PL
drogi	carretera	droga	carretera		N;FEM;SG
badania	estudi	badanie	estudi	N;NOM;NEUT;PL	N;MASC;SG
badania	provant	badanie	provant	N;NOM;NEUT;PL	V;V.MSDR
badania	assaig	badanie	assaig	N;NOM;NEUT;PL	N;MASC;SG
badania	recerca	badanie	recerca	N;NOM;NEUT;PL	N;FEM;SG
badania	investigació	badanie	investigació	N;NOM;NEUT;PL	N;FEM;SG
systemu	system	system	ser	N;GEN;MASC;SG	
george	george	george	george		PROPN
niemcy	alemany	niemiec	alemany	PROPN;NOM;MASC;PL	ADJ;MASC;SG
niemcy	alemanya	niemiec	alemany	PROPN;NOM;MASC;PL	ADJ;FEM;SG
piosenki	cançó	piosenka	cançó	N;ACC;FEM;PL	N;FEM;SG
piosenki	song	piosenka	song	N;ACC;FEM;PL	
piosenki	songs	piosenka	songs	N;ACC;FEM;PL	N;SG
człowieka	humà	człowiek	humà	N;ACC;MASC;SG	ADJ;MASC;SG
człowieka	humans	człowiek	humà	N;ACC;MASC;SG	ADJ;MASC;PL
kolejnych	consecutiva	kolejny	consecutiu	ADJ;GEN;MASC;PL	ADJ;FEM;SG
zwłaszcza	particularment	zwłaszcza	particularment	PART	ADV
zwłaszcza	sobretot	zwłaszcza	sobretot	PART	ADV
zwłaszcza	especialment	zwłaszcza	especialment	PART	ADV
oznacza	mitjans	oznaczać	mitjà	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
brytyjski	british	brytyjski	british	ADJ;NOM;MASC;SG	
poznań	poznań	poznanie	poznań		PROPN
uss	uss	usies	us	PROPN;NOM;MASC;SG	N;MASC;SG
wojna	guerra	wojna	guerra	N;NOM;FEM;SG	
kazimierz	kazimierz	kazimierz	kazimierz	PROPN;NOM;MASC;SG	PROPN
kazimierz	casimir	kazimierz	casimir	PROPN;NOM;MASC;SG	
przeciw	contra	przeciw	contra		ADP
przeciw	against	przeciw	against		
województwo	voivodat	województwo	voivodat	N;NOM;NEUT;SG	ADJ;MASC;SG
henryk	henryk	henryk	henryk	PROPN;NOM;MASC;SG	ADJ;MASC;SG
henryk	enric	henryk	enric	PROPN;NOM;MASC;SG	
henryk	henry	henryk	henry	PROPN;NOM;MASC;SG	PROPN
angielski	anglès	angielski	anglès	ADJ;NOM;MASC;SG	N;MASC;SG
reżyseria	dirigit	reżyser	dirigit		ADJ;MASC;SG;V.PTCP
reżyseria	dirigida	reżyser	dirigit		ADJ;FEM;SG;V.PTCP
james	james	james	jama	PROPN;NOM;MASC;SG	PROPN
james	jaume	james	jaume	PROPN;NOM;MASC;SG	
william	guillem	williać	guillar	PROPN;NOM;MASC;SG	N;MASC;SG
william	william	williać	william	PROPN;NOM;MASC;SG	N;MASC;SG
koło	roda	koło	rodar	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
północ	midnight	północ	midnight	N;NOM;FEM;SG	PROPN
północ	mitjanit	północ	mitjanit	N;NOM;FEM;SG	
oddział	sucursal	oddział	sucursal	N;NOM;MASC;SG	
oddział	branca	oddział	branca	N;NOM;MASC;SG	
władysław	vladislav	władysław	vladislav	N;NOM;MASC;SG	
władysław	ladislau	władysław	ladislau	N;NOM;MASC;SG	ADJ;MASC;SG
zasługi	merit	zasługa	merit	N;ACC;FEM;SG	ADJ;MASC;SG;V.PTCP
administracyjna	administratius	administracyjny	administratiu	ADJ;NOM;FEM;SG	ADJ;MASC;PL
układ	system	układ	ser	N;NOM;MASC;SG	
układ	reparteix	układ	repartir	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
des	des	des	des		ADP
pan	pan	pan	pan	N;NOM;MASC;SG	
główny	main	główny	main	ADJ;NOM;MASC;SG	
główny	principals	główny	principal	ADJ;NOM;MASC;SG	ADJ;PL
niestandardowe	custom	upandardowy	custom	ADJ;NOM;NEUT;SG	
włoski	italià	włoski	italià		ADJ;MASC;SG
wspólnie	conjuntament	wspólnie	conjuntament	ADV	N
wspólnie	junts	wspólnie	junt	ADV	ADJ;MASC;PL
zwykle	habitualment	zwykle	habitualment		ADV
zwykle	normalment	zwykle	normalment		ADV
zwykle	típicament	zwykle	típicament		ADV
zwykle	habitual	zwykle	habitual		ADJ;SG
zwykle	usual	zwykle	usual		ADJ;SG
wrocław	wroclaw	wrocław	wroclaw		
wrocław	wrocław	wrocław	wrocław		ADJ;SG
role	rol	role	rol	V;IPFV;IND;SG;PRS;FIN;ACT	
role	rols	role	rol	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;PL
przejścia	transicions	przejście	transició		N;FEM;PL
przejścia	transició	przejście	transició		N;FEM;SG
wysokość	altitud	wysokość	altitud	N;NOM;FEM;SG	
kariery	carreres	kariera	carrera	N;GEN;FEM;SG	N;FEM;PL
kariery	curses	kariera	cursa	N;GEN;FEM;SG	N;FEM;PL
city	ciutat	city	ciutat		N;FEM;SG
firmy	companyia	firma	companyia	N;NOM;FEM;PL	N;FEM;SG
firmy	empresa	firma	empresa	N;NOM;FEM;PL	N;FEM;SG
tomasz	tomasz	tomasz	tomasz	PROPN;NOM;MASC;SG	
tomasz	thomas	tomasz	thomas	PROPN;NOM;MASC;SG	PROPN
tomasz	tomàs	tomasz	tomàs	PROPN;NOM;MASC;SG	
republiki	república	republika	república		N;FEM;SG
tysięcy	mil	tysiąc	mil	N;ACC;MASC;PL	NUM;PL
liczne	nombroses	liczny	nombrós	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
liczne	nombrosos	liczny	nombrós	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
granicy	vores	granica	vora	N;GEN;FEM;SG	
granicy	vora	granica	vora	N;GEN;FEM;SG	
wyspy	illes	wyspa	illa		N;FEM;PL
wyspy	illa	wyspa	illa		N;FEM;SG
muzyki	música	muzyka	música		N;FEM;SG
und	und	unda	und	V;IPFV;IMP;SG;2;FIN;ACT	
działa	obres	działać	obra	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
książki	llibre	książka	llibre	N;NOM;FEM;PL	N;MASC;SG
gatunki	espècie	gatunek	espècie	N;NOM;MASC;PL	N;FEM;SG
amerykańska	american	amerykański	american	ADJ;NOM;FEM;SG	
black	black	black	black		
black	negre	black	negre		
wszystko	everything	wszystko	everything	PRO;NOM;NEUT;SG	
wszystko	tots	wszystko	tot	PRO;NOM;NEUT;SG	PRO;MASC;PL
wszystko	totes	wszystko	tot	PRO;NOM;NEUT;SG	PRO;FEM;PL
uwagi	comentaris	uwaga	comentari	N;ACC;FEM;SG	N;MASC;PL
uwagi	observacions	uwaga	observació	N;ACC;FEM;SG	N;FEM;PL
generał	general	generał	general	N;NOM;MASC;SG	ADJ;SG
zostaje	estades	zostawać	estada	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
udało	gestionades	udać	gestionat	V;PFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
udało	gestionat	udać	gestionar	V;PFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
jean	jean	jean	jean	PROPN;NOM;MASC;SG	
prix	prix	prix	prix		N;MASC;SG
mecze	coincideix	mecz	coincidir	N;NOM;MASC;PL	V;IND;SG;3;PRS;FIN
łącznie	total	łącznie	total	ADV	ADJ;SG
łącznie	combinats	łącznie	combinat	ADV	ADJ;MASC;PL;V.PTCP
łącznie	combinada	łącznie	combinat	ADV	ADJ;FEM;SG;V.PTCP
łącznie	combinades	łącznie	combinat	ADV	ADJ;FEM;PL;V.PTCP
łącznie	combinat	łącznie	combinat	ADV	ADJ;MASC;SG;V.PTCP
duże	grans	duży	gran	ADJ;NOM;NEUT;SG	ADJ;PL
zostać	estada	zostać	estada	V;PFV;NFIN;ACT	N;FEM;SG
przykład	exemple	przykład	exemple	N;NOM;MASC;SG	
pasażerów	passatger	pasażer	passatger	N;ACC;MASC;PL	N;MASC;SG
związane	associades	związany	associat	ADJ;NOM;NEUT;SG	ADJ;FEM;PL;V.PTCP
wikipedia	viquipèdia	wikipediać	viquipèdia		
siedziba	seu	siedziba	seu	N;NOM;FEM;SG	DET;MASC;SG;3
siedziba	seat	siedziba	seat	N;NOM;FEM;SG	PROPN
siedziba	seient	siedziba	seient	N;NOM;FEM;SG	
szybko	ràpid	szybko	ràpid	ADV	ADJ;MASC;SG
galeria	galeria	galeria	galeria		N;FEM;SG
wygrał	guanyat	wygrać	guanyat	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
records	rècords	records	rècord		N;MASC;PL
records	registres	records	registre		N;MASC;PL
love	amor	lova	amor		N;MASC;SG
paryżu	paris	paryż	pari	N;DAT;MASC;SG	
paryżu	parís	paryż	parís	N;DAT;MASC;SG	
studiował	estudiat	studiować	estudiar	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
karol	karol	karol	karol	PROPN;NOM;MASC;SG	
karol	charles	karol	charla	PROPN;NOM;MASC;SG	
karol	carles	karol	carla	PROPN;NOM;MASC;SG	
karol	carlo	karol	carlo	PROPN;NOM;MASC;SG	PROPN
karol	karl	karol	karl	PROPN;NOM;MASC;SG	PROPN
dowódcy	comandants	dowódca	comandant	N;NOM;MASC;SG	N;MASC;PL
obejmuje	caràtules	obejmować	caràtula	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
obejmuje	fundes	obejmować	funda	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
wojciech	wojciech	wojciech	wojciech	N;NOM;MASC;SG	PROPN
drodze	road	droga	road	N;DAT;FEM;SG	
edward	edward	edward	edward	PROPN;NOM;MASC;SG	
edward	eduard	edward	eduard	PROPN;NOM;MASC;SG	
stała	constant	stać	constant	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;SG
stała	constants	stać	constant	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;PL
stała	permanent	stać	permanent	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;SG
stała	permanents	stać	permanent	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;PL
stała	corregit	stać	corregir	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
stała	fix	stać	fix	V;IPFV;FEM;IND;SG;PST;FIN;ACT	
stała	fixes	stać	fix	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;FEM;PL
stała	arreglat	stać	arreglar	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
góra	muntanya	góra	muntanya		N;FEM;SG
góra	góra	góra	góra		PROPN
aleksander	aleksander	aleksander	aleksander	N;NOM;MASC;SG	
aleksander	alexandre	aleksander	alexandre	N;NOM;MASC;SG	
aleksander	alexander	aleksander	alexander	N;NOM;MASC;SG	
broni	armes	bronić	arma	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
peter	peter	peter	peter	PROPN;NOM;MASC;SG	
peter	pere	peter	pere	PROPN;NOM;MASC;SG	
sieci	xarxa	sieć	xarxa		N;FEM;SG
sieci	xarxes	sieć	xarxa		N;FEM;PL
miejskie	urban	miejski	urban	ADJ;NOM;NEUT;SG	
thomas	thomas	thomas	thomas	PROPN;NOM;MASC;SG	PROPN
thomas	tomàs	thomas	tomàs	PROPN;NOM;MASC;SG	
ludność	poblacions	ludność	població	N;NOM;FEM;SG	N;FEM;PL
różne	varis	różny	vari	ADJ;NOM;NEUT;SG	
różne	diferents	różny	diferent	ADJ;NOM;NEUT;SG	ADJ;PL
martin	martín	martin	martín	PROPN;NOM;MASC;SG	
martin	martí	martin	martí	PROPN;NOM;MASC;SG	
martin	martin	martin	martar	PROPN;NOM;MASC;SG	PROPN
bitwa	batalla	bitwo	batalla		N;FEM;SG
stronę	pàgina	strona	pàgina	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
położony	situat	położyć	situat		ADJ;MASC;SG;V.PTCP
zaczął	començat	zacząć	començar	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
zaczął	iniciat	zacząć	iniciat	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
znaczenie	significat	znaczenie	significar	N;NOM;NEUT;SG	ADJ;MASC;SG;V.PTCP
znaczenie	significats	znaczenie	significat	N;NOM;NEUT;SG	N;MASC;PL
mln	milions	mlna	milió		N;MASC;PL
mln	milió	mlna	milió		N;MASC;SG
londynie	london	londynąć	londondre	N;DAT;MASC;SG	PROPN
londynie	alpicat	londynąć	alpicar	N;DAT;MASC;SG	ADJ;MASC;SG;V.PTCP
londynie	londres	londynąć	londre	N;DAT;MASC;SG	PROPN
itp	etc	itp	etcètera		
śmierć	mort	śmierć	mort	N;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
kobiety	dona	kobieta	donar	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
kobiety	femení	kobieta	femení	N;NOM;FEM;PL	
kobiety	femella	kobieta	femella	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
stefan	esteve	stefan	esteve	PROPN;NOM;MASC;SG	
stefan	stephen	stefan	stephar	PROPN;NOM;MASC;SG	PROPN
stefan	stefan	stefan	stefan	PROPN;NOM;MASC;SG	PROPN
królestwa	regne	królestwo	regne	N;GEN;NEUT;SG	
królestwa	regnes	królestwo	regna	N;GEN;NEUT;SG	N;MASC;PL
uczestniczył	participat	uczestniczyć	participat	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
japonii	japó	japonia	japó		N;MASC;SG
japonii	japan	japonia	japar		PROPN
roli	rol	rola	rol	N;GEN;FEM;SG	
zamek	bloqueig	zamek	bloqueig		N;MASC;SG
zamek	bloqueja	zamek	bloquejar		V;IND;SG;3;PRS;FIN
zamek	castell	zamek	castell		N;MASC;SG
roślin	plantes	roślina	planta		N;FEM;PL
roślin	planta	roślina	planta		N;FEM;SG
wartości	valors	wartość	valor	N;GEN;FEM;SG	N;MASC;PL
franciszek	francis	franciszek	franci	N;NOM;MASC;SG	
franciszek	franciszek	franciszek	franciszek	N;NOM;MASC;SG	
producent	productor	producent	productor		N;MASC;SG
producent	fabricant	producent	fabricant		V;V.MSDR
stopień	rang	stopień	rang	N;NOM;MASC;SG	
świat	world	świat	world	N;NOM;MASC;SG	
charles	charles	charles	charla	PROPN;NOM;MASC;SG	
charles	carles	charles	carla	PROPN;NOM;MASC;SG	
funkcji	funcions	funkcja	funció	N;GEN;FEM;SG	N;FEM;PL
all	tots	all	tot		PRO;MASC;PL
all	totes	all	tot		PRO;FEM;PL
bitwie	batalla	bitwo	batalla	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
utwory	songs	utwór	songs	N;NOM;MASC;PL	N;SG
bydgoszczy	bydgoszcz	bydgoszczyć	bydgoszcz		PROPN
pięć	five	pięć	five	NUM;ACC;MASC;PL	N;SG
dodatkowo	plus	dodatkowo	plus	ADV	
serial	serial	serial	serial	N;NOM;MASC;SG	ADJ;SG
praw	drets	prawo	dret		N;MASC;PL
aleksandra	alexander	aleksandra	alexander		
współpracy	cooperació	współpraca	cooperació		N;FEM;SG
inny	diferents	inny	diferent	ADJ;NOM;MASC;SG	ADJ;PL
inny	altres	inny	altre	ADJ;NOM;MASC;SG	PRO;PL
zwycięstwo	victòria	zwycięstwo	victòria	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
znalazł	trobat	znaleźć	trobar	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
seria	sèries	seria	sèrie	N;NOM;FEM;SG	N;FEM;PL
seria	sèrie	seria	sèrie	N;NOM;FEM;SG	
stron	pàgines	strona	pàgina		N;FEM;PL
teatr	theater	teatr	theater	N;NOM;MASC;SG	PROPN
kto	qui	kto	qui	PRO;NOM;MASC;SG	PRO
kto	who	kto	who	PRO;NOM;MASC;SG	PROPN
pomimo	malgrat	pomimo	malgrat		ADP
international	internacionals	international	internacional	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;PL
charakter	natura	charakter	natura	N;NOM;MASC;SG	
die	morir	die	morir		V;NFIN
walk	baralles	walk	baralla		N;FEM;PL
walk	passeig	walk	passeig		N;MASC;SG
szkół	escoles	szkół	escola		N;FEM;PL
utworzono	creades	utworzyć	creat	V;PFV;IND;0;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
utworzono	creats	utworzyć	creat	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
utworzono	creat	utworzyć	creat	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
jakie	quins	jaki	quin	DET;ACC;MASC;SG	PRO;MASC;PL
jakie	quina	jaki	quin	DET;ACC;MASC;SG	PRO;FEM;SG
jakie	quin	jaki	quin	DET;ACC;MASC;SG	PRO;MASC;SG
jakie	què	jaki	què	DET;ACC;MASC;SG	PRO;SG
pomnik	memorial	pomnik	memorial	N;ACC;MASC;SG	ADJ;SG
wojskowy	militars	wojskowy	militar	ADJ;NOM;MASC;SG	ADJ;PL
głosów	veus	głos	veu	N;GEN;MASC;PL	
minute	minut	minuta	minut	N;NOM;FEM;PL	
zazwyczaj	habitualment	zazwyczaj	habitualment		ADV
zazwyczaj	normalment	zazwyczaj	normalment		ADV
zazwyczaj	normalment	zazwyczaj	normalment		ADV
zazwyczaj	típicament	zazwyczaj	típicament		ADV
zazwyczaj	habitual	zazwyczaj	habitual		ADJ;SG
zazwyczaj	usual	zazwyczaj	usual		ADJ;SG
antoni	anthony	antoni	anthony	PROPN;NOM;MASC;SG	PROPN
antoni	antoni	antoni	antoni	PROPN;NOM;MASC;SG	
antoni	antoine	antoni	antoine	PROPN;NOM;MASC;SG	
jeziora	llacs	jezioro	llac	N;ACC;NEUT;SG	N;MASC;PL
richard	ricard	richard	ricard	N;NOM;MASC;SG	
richard	richard	richard	richard	N;NOM;MASC;SG	PROPN
wpływ	impactes	wpływ	impacte	N;NOM;MASC;SG	N;MASC;PL
janusz	janusz	janusz	janusz	PROPN;NOM;MASC;SG	PROPN
unii	union	unia	unió		
unii	unió	unia	unió		N;FEM;SG
finale	finals	finał	final		N;MASC;PL
herb	herb	herb	herb	N;NOM;MASC;SG	PROPN
music	música	musieć	música		N;FEM;SG
możliwości	possibilitats	możliwość	possibilitat	N;ACC;FEM;SG	N;FEM;PL
możliwości	oportunitats	możliwość	oportunitat	N;ACC;FEM;SG	N;FEM;PL
hala	hala	hala	hala		
hala	hal	hala	hal		
hala	hall	hala	hall		
poszczególnych	individu	poszczególny	individu	ADJ;GEN;MASC;PL	N;MASC;SG
poszczególnych	individual	poszczególny	individual	ADJ;GEN;MASC;PL	ADJ;SG
włoch	italià	wąć	italià		ADJ;MASC;SG
konstrukcji	estructures	konstrukcja	estructura	N;GEN;FEM;SG	N;FEM;PL
północy	midnight	północ	midnight	N;DAT;FEM;SG	PROPN
północy	mitjanit	północ	mitjanit	N;DAT;FEM;SG	
zamku	castell	zamek	castell		N;MASC;SG
azji	asiàtics	azjić	asiàtic	PROPN;NOM;FEM;SG	ADJ;MASC;PL
mark	marca	mark	marcar	PROPN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
mark	mark	mark	mark	PROPN;NOM;MASC;SG	PROPN
https	https	https	https		V;IND;PL;1;PRS;FIN
najpierw	primer	najpierw	primer	ADV	ADJ;MASC;SG
najpierw	primera	najpierw	primer	ADV	ADJ;FEM;SG
najpierw	primers	najpierw	primer	ADV	ADJ;MASC;PL
jednakże	tanmateix	jednakże	tanmateix		ADV
połowy	captures	połowa	captura	N;ACC;FEM;SG	N;FEM;PL
gray	gray	grać	gray		PROPN
rock	roca	rock	roca		N;FEM;SG
rock	rock	rock	rock		N;MASC;SG
ostatnie	últimes	ostatni	últim	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
ostatnie	recents	ostatni	recent	ADJ;NOM;NEUT;SG	ADJ;PL
zmian	canvis	zmiana	canvi		N;MASC;PL
szwecji	suècia	szwecja	suèciar		
australii	austràlia	australia	austràlia	PROPN;GEN;FEM;SG	ADJ;FEM;SG
pozostał	altres	pozostać	altre	V;PFV;MASC;IND;SG;PST;FIN;ACT	PRO;PL
pozostał	altres	pozostać	altre	V;PFV;MASC;IND;SG;PST;FIN;ACT	PRO;PL
dużo	lots	dużo	lot	ADV	N;MASC;PL
dużo	lot	dużo	lot	ADV	
mał	petita	mała	petit	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;SG
mał	petites	mała	petit	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;PL
sukcesy	èxit	sukces	èxit	N;NOM;MASC;PL	N;MASC;SG
daniel	daniel	daniel	daniel	N;NOM;MASC;SG	
brygady	brigades	brygada	brigada	N;GEN;FEM;SG	N;FEM;PL
służył	servit	służyć	servit	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
służył	servits	służyć	servit	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
głos	veu	głos	veure	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
jacek	jacek	jacek	jacek	PROPN;NOM;MASC;SG	PROPN
jacek	jackie	jacek	jackie	PROPN;NOM;MASC;SG	
jacek	jack	jacek	jack	PROPN;NOM;MASC;SG	PROPN
spotkania	sessió	spotkanie	sessió	N;NOM;NEUT;PL	N;FEM;SG
spotkania	reunió	spotkanie	reunió	N;NOM;NEUT;PL	N;FEM;SG
spotkania	trobada	spotkanie	trobada	N;NOM;NEUT;PL	N;FEM;SG
spotkania	trobades	spotkanie	trobat	N;NOM;NEUT;PL	ADJ;FEM;PL;V.PTCP
austrii	austríac	austria	austríac	PROPN;GEN;FEM;SG	ADJ;MASC;SG
austrii	àustria	austria	àustria	PROPN;GEN;FEM;SG	N;FEM;SG
obiekt	subjecte	obiekt	subjecte	N;NOM;MASC;SG	ADJ;MASC;SG
obiekt	subjectes	obiekt	subjecte	N;NOM;MASC;SG	
następny	next	następny	next	ADJ;NOM;MASC;SG	
mianowany	nomenats	mianować	nomenar	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
ośrodek	centra	ośrodek	centrar	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
