les	را	le	را	DET;DEF;PL	PART
principale	ماین	principal	ماین	ADJ;FEM;SG	N;SG
principale	مدیر	principal	مدیر	ADJ;FEM;SG	N;SG
sainte	قدیس	saint	قدیس	ADJ;FEM;SG	N;SG
sainte	سن	saint	سن	ADJ;FEM;SG	N;SG
second	ثانیه	second	ثانیه	ADJ;MASC;SG	N;SG
terme	اجل	terme	اجل	N;MASC;SG	
connu	معلوم	connaître	معلوم	V;MASC;SG;PST;V.PTCP	ADJ
formation	تمرینات	formation	تمرینه	N;FEM;SG	N;PL
formation	آموزشی	formation	آموزشی	N;FEM;SG	ADJ
arts	arts	art	arts	N;MASC;PL	N;SG
arts	هنر	art	هنر	N;MASC;PL	N;SG
technique	فنی	technique	فنی	ADJ;MASC;SG	N;SG
technique	تکنیکی	technique	تکنیکی	ADJ;MASC;SG	N;SG
technique	تکنیک	technique	تکنیک	ADJ;MASC;SG	N;SG
etc	غیره	etc	غیره		N;SG
cinéma	فیلمهایی	cinéma	فیلم	N;MASC;SG	N;PL
cinéma	فیلمها	cinéma	فیلم	N;MASC;SG	N;PL
van	وان	van	وان	PROPN	
van	فان	van	فان	PROPN	
van	ون	van	ون	PROPN	N;SG
van	وَن	van	وَن	PROPN	N;SG
compagnie	گروهان	compagnie	گروه	N;FEM;SG	N;PL
italien	ایتالیایی	italien	ایتالیایی	ADJ;MASC;SG	N;SG
italien	ایتالیا	italien	ایتالیا	ADJ;MASC;SG	N;SG
laquelle	کدام	lequel	کدام	PRO;FEM;SG	N;SG
films	سینما	film	سینما	N;MASC;PL	N;SG
films	فیلم	film	فیلم	N;MASC;PL	N;SG
surtout	بخصوص	surtout	بخصوص	ADV	CONJ
sources	مبدأ	source	None	N;FEM;PL	N;SG
sources	متن	source	متن	N;FEM;PL	N;SG
sources	منبع	source	منبع	N;FEM;PL	N;SG
moyenne	متوسط	moyenne	متوسط	N;FEM;SG	ADJ
moyenne	متوسط	moyenne	متوسط	N;FEM;SG	ADJ
succès	موفق	succès	موفق	N;MASC;SG	ADJ
succès	موفقیتهای	succès	موفقیت	N;MASC;SG	N;PL
rivière	رود	rivière	رفت#رو	N;FEM;SG	V;SBJV;SG;3;PRS
jamais	هیچوقت	jamais	هیچوقت	ADV	CONJ
martin	مارتن	martin	مارتن	PROPN	N;SG
martin	مارتین	martin	مارتین	PROPN	N;SG
moyen	میانگین	moyen	میانگین	ADJ;MASC;SG	N;SG
san	san	san	san	PROPN	N;SG
san	سن	san	سن	PROPN	N;SG
san	سان	san	سان	PROPN	
notre	ما	son	ما	DET;MASC;SG	PRO;PL;1
bon	خوبی	bon	خوبی	ADJ;MASC;SG	N;SG
bon	good	bon	good	ADJ;MASC;SG	
bon	خوب	bon	خوب	ADJ;MASC;SG	ADV
bon	خوبش	bon	خوبش	ADJ;MASC;SG	
voix	صداها	voix	صدا	N;FEM;SG	N;PL
voix	صداهایی	voix	صدا	N;FEM;SG	N;PL
voix	صداهای	voix	صدا	N;FEM;SG	N;PL
voix	آوازها	voix	آواز	N;FEM;SG	N;PL
rouge	رد	rouge	رد	ADJ;MASC;SG	N;SG
rouge	قرمز	rouge	قرمز	ADJ;MASC;SG	N;SG
rouge	سرخ	rouge	سرخ	ADJ;MASC;SG	N;SG
rouge	روژ	rouge	روژ	ADJ;MASC;SG	N;SG
pont	پون	pont	پون	N;MASC;SG	
libre	free	libre	free	ADJ;MASC;SG	N;SG
libre	آزادی	libre	آزادی	ADJ;MASC;SG	N;SG
libre	رایگان	libre	None	ADJ;MASC;SG	N;SG
libre	آزاده	libre	آزاده	ADJ;MASC;SG	N;SG
libre	libre	libre	libre	ADJ;MASC;SG	N;SG
air	هوایی	air	هوایی	N;MASC;SG	ADJ
milieu	وسط	milieu	وسط	N;MASC;SG	ADP
milieu	متوسط	milieu	متوسط	N;MASC;SG	ADJ
belgique	بلژیک	belgique	بلژیک	ADJ;MASC;SG	N;SG
belgique	b	belgique	b	ADJ;MASC;SG	N;SG
blanc	سفید	blanc	سفید	N;MASC;SG	ADJ
gauche	چپ	gauche	چپ	ADJ;MASC;SG	N;SG
travaux	کار	travail	کار	N;MASC;PL	N;SG
travaux	کاری	travail	کار	N;MASC;PL	N;SG
donne	بده	donner	داد#ده	V;IND;SG;3;PRS;FIN	V;IMP;SG;2
passe	برود	passer	رفت#رو	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS
passe	گذری	passer	گذری	V;IND;SG;3;PRS;FIN	N;SG
passe	مجالس	passer	مجالس	V;IND;SG;3;PRS;FIN	N;PL
passe	گذر	passer	None	V;IND;SG;3;PRS;FIN	N;SG
passe	عبور	passer	عبور	V;IND;SG;3;PRS;FIN	N;SG
passe	پاس	passer	پاس	V;IND;SG;3;PRS;FIN	N;SG
produit	فرآورده	produire	فرآورده	V;MASC;SG;PST;V.PTCP	N;SG
produit	محصول	produire	محصول	V;MASC;SG;PST;V.PTCP	N;SG
produit	ضرب	produire	None	V;MASC;SG;PST;V.PTCP	N;SG
produit	حاصل	produire	حاصل	V;MASC;SG;PST;V.PTCP	N;SG
aide	کمکهای	aide	کمک	N;FEM;SG	N;PL
andré	آندره	andré	آندره	PROPN	N;SG
andré	اندرو	andré	None	PROPN	N;SG
font	قلم	faire	قلم	V;IND;PL;3;PRS;FIN	N;SG
victoire	پیروز	victoire	پیروز	N;FEM;SG	ADJ
victoire	برد	victoire	برد#بر	N;FEM;SG	V;SG;3;PST
victoire	پیروز	victoire	پیروز	N;FEM;SG	ADJ
femmes	نسوان	femme	نسوان	N;FEM;PL	N;SG
femmes	زن	femme	زن	N;FEM;PL	N;SG
femmes	مؤنث	femme	مؤنث	N;FEM;PL	N;SG
femmes	مونث	femme	مونث	N;FEM;PL	N;SG
femmes	ماده	femme	ماده	N;FEM;PL	N;SG
minutes	دقیقه	minute	دقیقه	N;FEM;PL	N;SG
autour	اطراف	autour	اطراف	ADV	N;PL
autour	حوالی	autour	حوالی	ADV	N;PL
belge	بلژیکی	belge	بلژیکی	ADJ;MASC;SG	N;SG
belge	بلژیک	belge	بلژیک	ADJ;MASC;SG	N;SG
certaines	یقین	certain	None	PRO;FEM;PL	N;SG
certaines	بعضیها	certain	بعضی	PRO;FEM;PL	N;PL
espèces	گونه	espèce	گونه	N;FEM;PL	N;SG
personne	هیچکس	personne	هیچکس	N;FEM;SG	PRO
mis	mis	mettre	mis	V;MASC;SG;PST;V.PTCP	N;SG
trop	همچنین	trop	همچنین	ADV	CONJ
matchs	کبریت	match	کبریت	N;MASC;PL	N;SG
japon	ژاپن	japon	ژاپن	PROPN	N;SG
publié	پست	publier	پست	V;MASC;SG;PST;V.PTCP	N;SG
eux	اونا	soi	آن	PRO;MASC;PL;3	N;PL
eux	اونها	soi	اون	PRO;MASC;PL;3	N;PL
scientifique	علمی	scientifique	علمی	ADJ;MASC;SG	N;SG
scientifique	علم	scientifique	علم	ADJ;MASC;SG	N;SG
scientifique	علوم	scientifique	علم	ADJ;MASC;SG	N;PL
scientifique	دانشمندی	scientifique	دانشمندی	ADJ;MASC;SG	N;SG
scientifique	دانشمند	scientifique	دانشمند	ADJ;MASC;SG	N;SG
scientifique	علمی	scientifique	علمی	ADJ;MASC;SG	N;SG
honneur	گرامی	honneur	گرامی	N;MASC;SG	ADJ
seule	تنهایی	seul	تنهایی	ADJ;FEM;SG	N;SG
seule	تنها	seul	تنها	ADJ;FEM;SG	ADV
seule	تنها	seul	تنها	ADJ;FEM;SG	ADV
cause	علل	cause	علت	N;FEM;SG	N;PL
nouvelles	اخبار	nouveau	خبر	ADJ;FEM;PL	N;PL
nouvelles	نیوز	nouveau	نیوز	ADJ;FEM;PL	N;SG
nouvelles	خبر	nouveau	خبر	ADJ;FEM;PL	N;SG
nouvelles	خبری	nouveau	None	ADJ;FEM;PL	N;SG
nouvelles	اخباری	nouveau	اخباری	ADJ;FEM;PL	N;PL
nouvelles	تازه	nouveau	تازه	ADJ;FEM;PL	ADV
nouvelles	نیو	nouveau	نیو	ADJ;FEM;PL	N;SG
iii	iii	iii	iii	NUM	N;SG
iii	سوم	iii	سوم	NUM	ADJ
comte	ایرل	comte	ایرل	N;MASC;SG	
suivante	بعدی	suivant	بعد	ADJ;FEM;SG	N;SG
suivante	next	suivant	next	ADJ;FEM;SG	N;SG
fort	قوی	fort	قوی	ADV	ADJ
fort	فورت	fort	فورت	ADV	N;SG
fort	دژ	fort	دژ	ADV	N;SG
rome	رُم	rome	رُم	PROPN	N;SG
rome	رم	rome	رم	PROPN	N;SG
rome	روم	rome	None	PROPN	
possible	امکان	possible	امکان	ADJ;MASC;SG	N;SG
dix	دیکس	dix	دیکس	NUM	N;SG
taille	قد	taille	قد	N;FEM;SG	
principal	main	principal	main	ADJ;MASC;SG	N;SG
principal	ماین	principal	ماین	ADJ;MASC;SG	N;SG
principal	مدیر	principal	مدیر	ADJ;MASC;SG	N;SG
titres	سکوریتیز	titre	سکوریتیز	N;MASC;PL	N;SG
millions	میلیون	million	میلیون	N;MASC;PL	NUM
millions	میلیونی	million	میلیونی	N;MASC;PL	N;SG
millions	ملیون	million	ملیون	N;MASC;PL	N;SG
noir	سیاه	noir	سیاه	N;MASC;SG	ADJ
joue	گونه	jouer	گونه	V;IND;SG;3;PRS;FIN	N;SG
chapelle	شاپل	chapelle	شاپل	N;FEM;SG	
russe	روس	russe	روس	ADJ;MASC;SG	N;SG
russe	روسیه	russe	روسیه	ADJ;MASC;SG	N;SG
russe	روسی	russe	روسی	ADJ;MASC;SG	N;SG
malgré	لجبازی	malgré	لجبازی	ADP	N;SG
malgré	لج	malgré	لج	ADP	N;SG
sciences	علمی	science	علمی	N;FEM;PL	N;SG
sciences	علم	science	علم	N;FEM;PL	N;SG
classe	طبقاتی	classe	None	N;FEM;SG	N;PL
née	متولد	naître	متولد	V;FEM;SG;PST;V.PTCP	ADJ
née	زاده	naître	زاده	V;FEM;SG;PST;V.PTCP	N;SG
actuel	جریان	actuel	جریان	ADJ;MASC;SG	N;SG
actuel	هدیه	actuel	هدیه	ADJ;MASC;SG	N;SG
villes	شهری	ville	شهر	N;FEM;PL	N;SG
villes	شهر	ville	شهر	N;FEM;PL	N;SG
villes	سیتی	ville	سیتی	N;FEM;PL	N;SG
activité	فعالیتها	activité	فعالیت	N;FEM;SG	N;PL
assez	کافیه	assez	کافیه	ADV	N;SG
james	جیمز	jame	جیمز	PROPN	N;SG
james	خامس	jame	خامس	PROPN	N;SG
internationale	اینترنشنال	international	اینترنشنال	ADJ;FEM;SG	N;SG
internationale	بینالمللی	international	بینالمللی	ADJ;FEM;SG	N;SG
internationale	جهانی	international	جهانی	ADJ;FEM;SG	N;SG
affaires	تجارت	affaire	تجارت	N;FEM;PL	N;SG
affaires	کسب	affaire	کسب	N;FEM;PL	N;SG
affaires	b	affaire	b	N;FEM;PL	N;SG
télévision	تلویزیونی	télévision	تلویزیونی	N;FEM;SG	ADJ
duc	دیوک	duc	دیوک	N;MASC;SG	
précédent	سابقه	précédent	سابقه	ADJ;MASC;SG	N;SG
précédent	پیشین	précédent	پیشین	ADJ;MASC;SG	N;SG
richard	ریچارد	richard	ریچارد	PROPN	N;SG
william	ویلیام	william	ویلیام	PROPN	N;SG
thomas	توماس	thomas	None	PROPN	N;SG
thomas	تامس	thomas	تامس	PROPN	N;SG
thomas	توما	thomas	توما	PROPN	N;SG
ball	بال	ball	بال	PROPN	N;SG
ball	توپ	ball	None	PROPN	N;SG
résultats	نتیجه	résultat	نتیجه	N;MASC;PL	N;SG
hors	خاموش	hors	خاموش	ADP	N;SG
bonne	خوبی	bon	خوبی	ADJ;FEM;SG	N;SG
bonne	good	bon	good	ADJ;FEM;SG	
bonne	خوب	bon	خوب	ADJ;FEM;SG	ADV
bonne	خوبش	bon	خوبش	ADJ;FEM;SG	
grandes	grandes	grand	grandes	ADJ;FEM;PL	N;SG
michael	میکائیل	michael	میکائیل	PROPN	N;SG
michael	مایکل	michael	مایکل	PROPN	N;SG
premières	خام	premier	خام	ADJ;FEM;PL	N;SG
premières	راو	premier	راو	ADJ;FEM;PL	N;SG
premières	raw	premier	raw	ADJ;FEM;PL	N;SG
premières	ابتدا	premier	ابتدا	ADJ;FEM;PL	N;SG
épouse	wife	épouse	wife	N;FEM;SG	
prendre	گرفتن	prendre	گرفتن	V;NFIN	N;SG
prendre	برداشت	prendre	برداشت	V;NFIN	N;SG
important	مهمند	important	مهمند	ADJ;MASC;SG	N;SG
lequel	کدام	lequel	کدام	PRO;MASC;SG	N;SG
george	جرج	george	جرج	PROPN	N;SG
george	گئورگ	george	گئورگ	PROPN	N;SG
george	جورج	george	None	PROPN	N;SG
couleur	رنگها	couleur	رنگ	N;FEM;SG	N;PL
bande	b	bande	b	N;FEM;SG	INTJ
royal	رویال	royal	رویال	ADJ;MASC;SG	N;SG
royal	سلطنتی	royal	سلطنت	ADJ;MASC;SG	N;SG
royal	شاهانه	royal	شاهانه	ADJ;MASC;SG	N;SG
aucune	هیچکدام	aucun	هیچکدام	DET;FEM;SG;NEG	PRO
russie	روسیه	russie	روسیه	PROPN	N;SG
mètres	متری	mètre	متری	N;MASC;PL	N;SG
mètres	متر	mètre	متر	N;MASC;PL	N;SG
mètres	متر	mètre	متر	N;MASC;PL	N;SG
tournoi	مسابقات	tournoi	مسابقه	N;MASC;SG	N;PL
entrée	ورودی	entrer	ورودی	V;FEM;SG;PST;V.PTCP	N;SG
entrée	مدهوش	entrer	مدهوش	V;FEM;SG;PST;V.PTCP	N;SG
entrée	مدخل	entrer	مدخل	V;FEM;SG;PST;V.PTCP	N;SG
entrée	ورودی	entrer	ورودی	V;FEM;SG;PST;V.PTCP	N;SG
entrée	ورود	entrer	ورود	V;FEM;SG;PST;V.PTCP	N;SG
jeunes	جوانی	jeune	جوانی	ADJ;MASC;PL	N;SG
jeunes	جوانان	jeune	جوان	ADJ;MASC;PL	N;PL
jeunes	جوان	jeune	جوان	ADJ;MASC;PL	N;SG
jeunes	یانگ	jeune	یانگ	ADJ;MASC;PL	N;SG
jeunes	جوون	jeune	جوون	ADJ;MASC;PL	N;SG
jeunes	یونگ	jeune	یونگ	ADJ;MASC;PL	N;SG
présence	حضار	présence	حضار	N;FEM;SG	N;PL
meilleure	best	meilleur	best	ADJ;FEM;SG	N;SG
heures	ساعت	heure	ساعت	N;FEM;PL	N;SG
marque	براند	marque	رساند#ران	N;FEM;SG	V;SBJV;SG;3;PRS
marque	برند	marque	None	N;FEM;SG	V;SBJV;PL;3;PRS
intérieur	داخل	intérieur	داخل	N;MASC;SG	ADP
intérieur	درونت	intérieur	درونت	N;MASC;SG	PRO;SG;2
intérieur	داخلی	intérieur	داخلی	N;MASC;SG	ADJ
intérieur	درونی	intérieur	درونی	N;MASC;SG	ADJ
toutefois	هرچند	toutefois	هرچند	ADV	CONJ
locales	محلی	local	محل	ADJ;FEM;PL	N;SG
olympique	المپیک	olympique	المپیک	ADJ;MASC;SG	N;SG
olympique	olympique	olympique	olympique	ADJ;MASC;SG	N;SG
bernard	برنارد	bernard	رفت#رن	PROPN	N;SG
bernard	برنار	bernard	برنار	PROPN	N;SG
langues	زبان	langue	زبان	N;FEM;PL	N;SG
langues	زبان	langue	زبان	N;FEM;PL	N;SG
propre	پاکم	propre	پاکم	ADJ;MASC;SG	N;SG
politiques	سیاستهای	politique	سیاست	ADJ;MASC;PL	N;PL
politiques	سیاست	politique	سیاست	ADJ;MASC;PL	N;SG
politiques	سیاست	politique	سیاست	ADJ;MASC;PL	N;SG
com	com	com	com		N;SG
tours	برج	tour	برج	N;MASC;PL	N;SG
tours	تور	tour	تور	N;MASC;PL	N;SG
joueurs	بازیکن	joueur	بازیکن	N;MASC;PL	N;SG
joueurs	بازیکن	joueur	بازیکن	N;MASC;PL	N;SG
lyon	لیون	lyon	لیون	PROPN	N;SG
von	فون	von	فون	PROPN	N;SG
von	فن	von	فن	PROPN	N;SG
amérique	آمریکای	amérique	آمریکا	ADJ;MASC;SG	N;SG
amérique	امریکا	amérique	امریکا	ADJ;MASC;SG	N;SG
amérique	آمریکا	amérique	آمریکا	ADJ;MASC;SG	N;SG
mal	اشتباه	mal	اشتباه	ADV	N;SG
mal	نادرست	mal	نادرست	ADV	N;SG
mal	b	mal	b	ADV	N;SG
mal	بد	mal	بد	ADV	ADJ
mal	مال	mal	مال	ADV	N;SG
mal	شر	mal	شر	ADV	
mal	شرور	mal	شرور	ADV	N;SG
mal	شرارت	mal	شرارت	ADV	N;SG
mal	بد	mal	بد	ADV	ADJ
nuit	شبها	nuit	شب	N;FEM;SG	N;PL
nuit	شبانه	nuit	شبانه	N;FEM;SG	ADV
bretagne	برتاین	bretagne	برتاین	PROPN	
bretagne	بریتنی	bretagne	بریتنی	PROPN	N;SG
avaient	had	avoir	had	V;IND;PL;3;IPFV;FIN	
clubs	خاج	club	خاج	N;MASC;PL	N;SG
générale	ژنرال	général	ژنرال	ADJ;FEM;SG	N;SG
générale	جنرال	général	جنرال	ADJ;FEM;SG	N;SG
voit	بیند	voir	دید#بین	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS
centrale	سنترال	central	سنترال	ADJ;FEM;SG	N;SG
centrale	مرکز	central	مرکز	ADJ;FEM;SG	N;SG
sociale	سوسیال	social	سوسیال	ADJ;FEM;SG	N;SG
allemande	آلمان	allemand	آلمان	ADJ;FEM;SG	N;SG
allemande	آلمانی	allemand	آلمانی	ADJ;FEM;SG	N;SG
composé	متشکل	composer	متشکل	V;MASC;SG;PST;V.PTCP	ADJ
composé	سروده	composer	سروده	V;MASC;SG;PST;V.PTCP	ADJ;SG;3;V.PTCP
composé	مرکب	composer	None	V;MASC;SG;PST;V.PTCP	N;SG
composé	ترکیب	composer	ترکیب	V;MASC;SG;PST;V.PTCP	N;SG
court	کوتاهی	court	کوتاه	ADJ;MASC;SG	N;SG
anciens	کهن	ancien	کهن	ADJ;MASC;PL	N;SG
anciens	باستانی	ancien	باستانی	ADJ;MASC;PL	N;SG
anciens	باستان	ancien	باستان	ADJ;MASC;PL	N;SG
anciens	پیر	ancien	پیر	ADJ;MASC;PL	N;SG
anciens	قدیمی	ancien	قدیمی	ADJ;MASC;PL	N;SG
anciens	قدمت	ancien	قدمت	ADJ;MASC;PL	N;SG
cité	cité	citer	cité	V;MASC;SG;PST;V.PTCP	
basse	بیس	bas	بیس	ADJ;FEM;SG	N;SG
basse	باس	bas	باس	ADJ;FEM;SG	N;SG
basse	low	bas	low	ADJ;FEM;SG	N;SG
pro	حرفهای	pro	حرف	N;MASC;SG	N;PL
total	کلا	total	None	N;MASC;SG	
total	کل	total	کل	N;MASC;SG	ADJ
nouveaux	تازه	nouveau	تازه	ADJ;MASC;PL	ADV
nouveaux	نیو	nouveau	نیو	ADJ;MASC;PL	N;SG
savoir	دانش	savoir	دانش	V;NFIN	N;SG
savoir	آگاهی	savoir	آگاهی	V;NFIN	N;SG
savoir	علم	savoir	علم	V;NFIN	N;SG
savoir	معرفت	savoir	معرفت	V;NFIN	N;SG
glace	یخی	glace	None	N;FEM;SG	ADJ
originale	اصیل	original	None	ADJ;FEM;SG	N;SG
originale	اوریجینال	original	اوریجینال	ADJ;FEM;SG	N;SG
proche	close	proche	close	ADJ;MASC;SG	N;SG
proche	بستن	proche	بستن	ADJ;MASC;SG	N;SG
proche	نزدیک	proche	نزدیک	ADJ;MASC;SG	ADP
proche	نزدیکی	proche	نزدیک	ADJ;MASC;SG	N;SG
proche	نزدیک	proche	نزدیک	ADJ;MASC;SG	ADP
proche	مجاور	proche	مجاور	ADJ;MASC;SG	N;SG
proche	نزدیک	proche	نزدیک	ADJ;MASC;SG	ADP
main	اصلی	main	اصلی	N;FEM;SG	ADJ
populaire	عامه	populaire	عامه	ADJ;MASC;SG	N;SG
populaire	محبوبه	populaire	محبوبه	ADJ;MASC;SG	N;SG
populaire	محبوب	populaire	محبوب	ADJ;MASC;SG	N;SG
critique	انتقاد	critique	انتقاد	ADJ;MASC;SG	N;SG
critique	نقد	critique	نقد	ADJ;MASC;SG	N;SG
critique	انتقاد	critique	انتقاد	ADJ;MASC;SG	N;SG
critique	منتقد	critique	منتقد	ADJ;MASC;SG	N;SG
critique	بحرانی	critique	بحرانی	ADJ;MASC;SG	N;SG
critique	انتقادی	critique	انتقاد	ADJ;MASC;SG	N;SG
critique	حیاتی	critique	حیاتی	ADJ;MASC;SG	N;SG
del	دِل	del	دِل	PROPN	N;SG
del	دل	del	دل	PROPN	N;SG
del	del	del	del	PROPN	N;SG
dieu	الله	dieu	الله	N;MASC;SG	
japonais	ژاپنی	japonais	ژاپنی	ADJ;MASC;SG	N;SG
australie	استرالیایی	australie	استرالیایی	PROPN	N;SG
australie	استرالیا	australie	استرالیا	PROPN	N;SG
catholique	کاتولیک	catholique	کاتولیک	ADJ;MASC;SG	N;SG
rapidement	روزه	rapidement	روزه	ADV	N;SG
rapidement	تند	rapidement	None	ADV	ADJ
anne	آن	anne	آن	N;FEM;SG	DET
bgcolor	b	bgcolor	b	PROPN	N;SG
importante	مهمند	important	مهمند	ADJ;FEM;SG	N;SG
choix	انتخابهای	choix	None	N;MASC;SG	N;PL
enfant	کودکان	enfant	کودک	N;MASC;SG	N;PL
enfant	کودکان	enfant	کودک	N;MASC;SG	N;PL
enfant	فرزندان	enfant	فرزند	N;MASC;SG	N;PL
enfant	اطفال	enfant	None	N;MASC;SG	N;PL
information	اطلاعات	information	اطلاع	N;FEM;SG	N;PL
information	معلومات	information	معلوم	N;FEM;SG	N;PL
mieux	بهتر	mieux	به	ADV	ADJ;CMPR
mieux	بهترش	mieux	بهترش	ADV	ADJ;CMPR
noms	نام	nom	نام	N;MASC;PL	N;SG
produits	فرآورده	produire	فرآورده	V;MASC;PL;PST;V.PTCP	N;SG
produits	محصول	produire	محصول	V;MASC;PL;PST;V.PTCP	N;SG
produits	ضرب	produire	None	V;MASC;PL;PST;V.PTCP	N;SG
produits	حاصل	produire	حاصل	V;MASC;PL;PST;V.PTCP	N;SG
produits	محصولاتی	produire	محصول	V;MASC;PL;PST;V.PTCP	N;PL
produits	محصولات	produire	محصول	V;MASC;PL;PST;V.PTCP	N;PL
label	برچسب	label	برچسب	N;MASC;SG	
européenne	جاده	européen	جاده	ADJ;FEM;SG	N;SG
européenne	اروپایی	européen	اروپایی	ADJ;FEM;SG	N;SG
daniel	دانیال	daniel	دانیال	PROPN	N;SG
daniel	دانیل	daniel	دانیل	PROPN	N;SG
daniel	دنیل	daniel	دنیل	PROPN	N;SG
cœur	دلها	cœur	دل	N;MASC;SG	N;PL
peter	پتر	peter	پتر	PROPN	N;SG
peter	پیتر	peter	پیتر	PROPN	N;SG
peter	پطرس	peter	پطرس	PROPN	N;SG
fondé	بنیان	fonder	None	V;MASC;SG;PST;V.PTCP	N;SG
der	der	der	der	PROPN	N;SG
vient	آید	venir	آمد#آ	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS
statistiques	آمار	statistique	آمار	N;FEM;PL	N;SG
science	علوم	science	علم	N;FEM;SG	N;PL
personnages	نویسه	personnage	نویسه	N;MASC;PL	N;SG
bonjour	الو	bonjour	الم	INTJ	N;SG
bonjour	سلام	bonjour	None	INTJ	N;SG
économique	اقتصادی	économique	اقتصادی	ADJ;MASC;SG	N;SG
particulièrement	بخصوص	particulièrement	بخصوص	ADV	CONJ
lignes	صف	ligne	صف	N;FEM;PL	N;SG
traité	عهدنامه	traiter	عهدنامه	V;MASC;SG;PST;V.PTCP	N;SG
traité	معاهده	traiter	معاهده	V;MASC;SG;PST;V.PTCP	N;SG
traité	پیمان	traiter	پیمان	V;MASC;SG;PST;V.PTCP	N;SG
montre	نمایش	montrer	نمایش	V;IND;SG;3;PRS;FIN	N;SG
records	رکوردز	record	رکوردز	N;MASC;PL	N;SG
principaux	main	principal	main	ADJ;MASC;PL	N;SG
principaux	ماین	principal	ماین	ADJ;MASC;PL	N;SG
sol	sol	sol	sol	N;MASC;SG	
chaîne	زنجیرهای	chaîne	زنجیرا	N;FEM;SG	N;PL
fondée	بنیان	fonder	None	V;FEM;SG;PST;V.PTCP	N;SG
pourrait	میتوانست	pouvoir	توانست#توان	V;COND;SG;3;PRS;FIN	V;SG;3;PST
fond	تهش	fond	تهش	N;MASC;SG	
fond	پایین	fond	پایین	N;MASC;SG	ADV;ESS
original	اصیل	original	None	ADJ;MASC;SG	N;SG
original	اوریجینال	original	اوریجینال	ADJ;MASC;SG	N;SG
espagnol	اسپانیا	espagnol	اسپانیا	ADJ;MASC;SG	N;SG
espagnol	اسپانیایی	espagnol	اسپانیایی	ADJ;MASC;SG	N;SG
créer	ایجاد	créer	ایجاد	V;NFIN	N;SG
créer	ایجاد	créer	ایجاد	V;NFIN	N;SG
los	los	el	los	PROPN	N;SG
los	لوس	el	لوس	PROPN	N;SG
los	لس	el	لس	PROPN	N;SG
décide	اراده	décider	اراده	V;IND;SG;3;PRS;FIN	N;SG
décide	تصمیم	décider	تصمیم	V;IND;SG;3;PRS;FIN	N;SG
garde	garde	garde	garde	N;FEM;SG	
votre	شما	son	شما	DET;MASC;SG	PRO;PL;2
quatrième	چهارمی	quatrième	چهارمی	ADJ;MASC;SG	N;SG
junior	جونیور	junior	جونیور	ADJ;MASC;SG	N;SG
bruxelles	بروکسل	bruxelle	بروکسل	ADJ;MASC;PL	N;SG
bruxelles	بروکسل	bruxelle	بروکسل	ADJ;MASC;PL	N;SG
xxe	بیستمین	xxe	بیستمین	ADJ;MASC;SG	NUM
armes	بازوان	arme	بازوان	N;FEM;PL	
armes	آغوش	arme	آغوش	N;FEM;PL	N;SG
armes	بازو	arme	بازو	N;FEM;PL	N;SG
livres	کتاب	livre	کتاب	N;MASC;PL	N;SG
principales	main	principal	main	ADJ;FEM;PL	N;SG
principales	ماین	principal	ماین	ADJ;FEM;PL	N;SG
unique	تکی	unique	تکی	ADJ;MASC;SG	N;SG
unique	single	unique	single	ADJ;MASC;SG	N;SG
unique	تک	unique	تک	ADJ;MASC;SG	N;SG
large	پهناور	large	پهناور	ADJ;MASC;SG	N;SG
large	پهنا	large	پهنا	ADJ;MASC;SG	N;SG
large	وسیع	large	وسیع	ADJ;MASC;SG	N;SG
guillaume	ویلیام	guillaume	ویلیام	PROPN	N;SG
guillaume	گیوم	guillaume	گیوم	PROPN	N;SG
tel	تل	tel	تل	ADJ;MASC;SG	N;SG
tel	tel	tel	tel	ADJ;MASC;SG	N;SG
parce	چون	parce	چون	ADV	CONJ
demandé	پرسیدند	demander	پرسید#پرس	V;MASC;SG;PST;V.PTCP	V;PL;3;PST
divers	متفرقه	divers	متفرقه	ADJ;MASC;PL	N;SG
actuelle	جریان	actuel	جریان	ADJ;FEM;SG	N;SG
classique	کلاسیک	classique	کلاسیک	ADJ;MASC;SG	N;SG
classique	کلاسیک	classique	کلاسیک	ADJ;MASC;SG	N;SG
classique	classic	classique	classic	ADJ;MASC;SG	N;SG
présent	هدیه	présent	هدیه	ADJ;MASC;SG	N;SG
fit	متناسب	faire	متناسب	V;IND;SG;3;PST;FIN	N;SG
fit	فیت	faire	فیت	V;IND;SG;3;PST;FIN	
fit	تناسب	faire	تناسب	V;IND;SG;3;PST;FIN	N;SG
passé	past	passer	past	V;MASC;SG;PST;V.PTCP	N;SG
passé	گذشته	passer	گذشته	V;MASC;SG;PST;V.PTCP	N;SG
berlin	برلین	berlin	برلین	PROPN	N;SG
isbn	isbn	isbn	isbn		N;SG
astéroïde	سیارکها	astéroïde	سیارک	N;MASC;SG	N;PL
rené	رنه	rendre	رنه	PROPN	N;SG
rené	رنه	rendre	رنه	PROPN	N;SG
pratique	تمرین	pratique	تمرین	ADJ;FEM;SG	N;SG
terrain	عوارض	terrain	عارضه	N;MASC;SG	N;PL
comprend	شامل	comprendre	شامل	V;IND;SG;3;PRS;FIN	ADJ
