категорія	kategorii	категорія	kategorie	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
всіх	všichni	всі	všechen	PRO;ANIM;ACC	DET;ANIM;NOM;MASC;PL
всіх	každý	всі	každý	PRO;ANIM;ACC	DET;ANIM;NOM;MASC;SG;POS
всіх	všem	всі	všechen	PRO;ANIM;ACC	DET;DAT;PL
нього	jeho	він	jeho	PRO;ACC;MASC;SG;3	DET;3
нього	nej	він	nej	PRO;ACC;MASC;SG;3	N;NOM;MASC;SG;POS
річки	řek	річка	řeka	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
річки	rivers	річка	rivers	N;INAN;NOM;FEM;PL	PROPN;ANIM;NOM;MASC;SG;POS
людей	lidí	людина	člověk	N;ANIM;ACC;FEM;PL	N;ANIM;GEN;MASC;PL;POS
людей	lidi	людина	člověk	N;ANIM;ACC;FEM;PL	N;ANIM;NOM;MASC;PL;POS
людей	lidé	людина	člověk	N;ANIM;ACC;FEM;PL	N;ANIM;NOM;MASC;PL;POS
людей	lidem	людина	člověk	N;ANIM;ACC;FEM;PL	N;ANIM;DAT;MASC;PL;POS
людей	people	людина	people	N;ANIM;ACC;FEM;PL	N;MASC;SG;POS
мови	jazyků	мова	jazyk	N;INAN;NOM;FEM;PL	N;INAN;GEN;MASC;PL;POS
мови	jazyk	мова	jazyk	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
розподіл	distribuční	розподіл	distribuční	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
знаходиться	umístěné	знаходитися	umístěný	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;MASC;PL;POS
знаходиться	umístěno	знаходитися	umístěný	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
розвитку	rozvoj	розвиток	rozvoj	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
розвитку	vývoj	розвиток	vývoj	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
кілька	málokdo	кілька	málokdo	DET;NOM	PRO;ANIM;NOM;MASC
провінції	provincie	провінція	provincie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
провінції	provincií	провінція	provincie	N;INAN;NOM;FEM;PL	N;INS;FEM;SG;POS
картка	kartu	картка	karta	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
олександр	alexandr	олександр	alexandr	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
олександр	alexander	олександр	alexander	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
офіційний	úředník	офіційний	úředník	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
тис	taxus	тис.	taxus		N;INAN;NOM;MASC;SG;POS
тощо	etc	тощо	etc	PART	N;NOM;MASC;SG;POS
тощо	atd	тощо	atd	PART	ADV
тощо	apod	тощо	apod	PART	ADV
права	vpravo	право	vpravo	N;INAN;NOM;NEUT;PL	ADV
права	správně	право	správně	N;INAN;NOM;NEUT;PL	ADV;POS
права	doprava	право	doprava	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
права	práv	право	právo	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;PL;POS
муніципалітетів	obce	муніципалітет	obec	N;ANIM;ACC;MASC;PL	N;NOM;FEM;PL;POS
муніципалітетів	obcích	муніципалітет	obec	N;ANIM;ACC;MASC;PL	N;DAT;FEM;PL;POS
муніципалітетів	obcí	муніципалітет	obec	N;ANIM;ACC;MASC;PL	N;INS;FEM;SG;POS
церкви	církve	церква	církev	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
стала	konstantní	стати	konstantní	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NOM;MASC;SG;POS
стала	stálý	стати	stálý	V;PFV;FEM;IND;SG;PST;FIN	ADJ;INAN;NOM;MASC;SG;POS
стала	neustálé	стати	neustálý	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NOM;NEUT;SG;NEG
стала	stálé	стати	stálý	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NOM;NEUT;SG;POS
стала	stálá	стати	stálý	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NOM;FEM;SG;POS
голови	hlav	голова	hlava	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
голови	transplantace	голова	transplantace	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
голови	transplantaci	голова	transplantace	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
південь	jižní	південь	jižní	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
вулиці	ulice	вулиця	ulice	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
вулиці	ulic	вулиця	ulice	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
перед	než	перед	než	ADP;INS	CONJ
перед	před	перед	před	ADP;INS	N;FEM;SG;POS
перед	předtím	перед	předtím	ADP;INS	ADV
сім	sedm	сей	sedm		NUM;NOM;SG
сім	sedmička	сей	sedmička		N;NOM;FEM;SG;POS
мав	měla	мати	mít	V;IPFV;MASC;IND;SG;PST;FIN	V;POS;PST;V.PTCP;ACT
яке	kterou	який	který	DET;NOM;NEUT;SG	DET;ACC;FEM;SG
яке	který	який	který	DET;NOM;NEUT;SG	DET;NOM;MASC;SG
яке	což	який	což	DET;NOM;NEUT;SG	PRO;NOM
яке	která	який	který	DET;NOM;NEUT;SG	DET;NOM;FEM;SG
яке	které	який	který	DET;NOM;NEUT;SG	DET;NOM;NEUT;PL
автор	stvořiteli	автор	stvořitel	N;ANIM;NOM;MASC;SG	N;ANIM;DAT;MASC;SG;POS
автор	autora	автор	autor	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
володимир	wladimir	володимир	wladimir	ADJ;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
володимир	vladimir	володимир	vladimir	ADJ;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
володимир	volodymyr	володимир	volodymyr	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
володимир	vladimír	володимир	vladimír	ADJ;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
володимир	vladimir	володимир	vladimir	ADJ;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
типу	typu	тип	typ	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
академії	akademii	академія	akademie	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
академії	akademie	академія	akademie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
фільм	filmová	фільм	filmový	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
фільм	filmová	фільм	filmový	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
карта	mapy	карта	mapa	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
карта	mapu	карта	mapa	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
команди	příkazů	команда	příkaz	N;INAN;NOM;FEM;PL	N;INAN;GEN;MASC;PL;POS
команди	týmů	команда	tým	N;INAN;NOM;FEM;PL	N;INAN;GEN;MASC;PL;POS
іван	ivan	іван	ivan	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
іван	ivana	іван	ivana	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
іван	jan	іван	jan	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
іван	john	іван	john	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
іван	honza	іван	honza	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
використання	použitím	використання	použití	N;INAN;NOM;NEUT;SG	N;INS;NEUT;SG;POS
використання	používám	використання	používat	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
використання	použijte	використання	použít	N;INAN;NOM;NEUT;SG	V;PFV;IMP;PL;2;POS;FIN
використання	použít	використання	použít	N;INAN;NOM;NEUT;SG	V;POS;NFIN
використання	používá	використання	používat	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
головний	náčelník	головний	náčelník	ADJ;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
головний	main	головний	main	ADJ;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
зоря	star	зоря	star	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG;POS
деякі	některý	деякий	některý	DET;NOM;PL	DET;NOM;MASC;SG
деякі	některým	деякий	některý	DET;NOM;PL	DET;DAT;PL
музей	muzea	музей	muzeum	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL;POS
діяльність	aktivity	діяльність	aktivita	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
діяльність	aktivitu	діяльність	aktivita	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
діяльність	aktivity	діяльність	aktivita	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
закінчив	dokončeno	закінчити	dokončený	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
закінчив	dokončené	закінчити	dokončený	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;NEUT;SG;POS
закінчив	hotovo	закінчити	hotový	V;PFV;MASC;IND;SG;PST;FIN	N;NOM;NEUT;SG;POS
джерела	poskytovatelů	джерело	poskytovatel	N;INAN;NOM;NEUT;PL	N;ANIM;GEN;MASC;PL;POS
джерела	poskytovatele	джерело	poskytovatel	N;INAN;NOM;NEUT;PL	N;ANIM;ACC;MASC;SG;POS
джерела	poskytovatelé	джерело	poskytovatel	N;INAN;NOM;NEUT;PL	N;ANIM;NOM;MASC;PL;POS
джерела	zdroj	джерело	zdroj	N;INAN;NOM;NEUT;PL	N;INAN;NOM;MASC;SG;POS
кам	tábory	кам	tábor		N;INAN;NOM;MASC;PL;POS
кам	táborů	кам	tábor		N;INAN;GEN;MASC;PL;POS
честь	cti	честь	čest	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
честь	pocta	честь	pocta	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
честь	čest	честь	čest	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
честь	cti	честь	čest	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
честь	pocta	честь	pocta	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
честь	čest	честь	čest	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
організації	organizace	організація	organizace	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG;POS
організації	uspořádat	організація	uspořádat	N;INAN;GEN;FEM;SG	V;PFV;POS;NFIN
організації	organizovat	організація	organizovat	N;INAN;GEN;FEM;SG	V;POS;NFIN
організації	organizování	організація	organizování	N;INAN;GEN;FEM;SG	N;NOM;NEUT;SG;POS
сил	síly	сила	síla	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
померли	úmrtí	померти	úmrtí	V;PFV;IND;PL;PST;FIN	N;NOM;NEUT;SG;POS
дві	dvojka	два	dvojka	NUM;NOM;FEM	N;NOM;FEM;SG;POS
діяльності	činnost	діяльність	činnost	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG;POS
діяльності	činnosti	діяльність	činnost	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG;POS
діяльності	aktivity	діяльність	aktivita	N;INAN;GEN;FEM;SG	N;NOM;FEM;PL;POS
діяльності	aktivitu	діяльність	aktivita	N;INAN;GEN;FEM;SG	N;ACC;FEM;SG;POS
діяльності	činnost	діяльність	činnost	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG;POS
діяльності	aktivity	діяльність	aktivita	N;INAN;GEN;FEM;SG	N;NOM;FEM;PL;POS
діяльності	aktivita	діяльність	aktivita	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG;POS
клуб	club	клуб	club	N;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
клуб	klubová	клуб	klubový	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
клуб	klubu	клуб	klub	N;INAN;NOM;MASC;SG	N;INAN;DAT;MASC;SG;POS
ігор	hry	гра	hra	PROPN;ANIM;NOM;FEM;SG	N;NOM;FEM;PL;POS
ігор	hrách	гра	hra	PROPN;ANIM;NOM;FEM;SG	N;DAT;FEM;PL;POS
ігор	igor	гра	igor	PROPN;ANIM;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
партії	párty	партія	párt	N;INAN;GEN;FEM;SG	N;NOM;FEM;PL;POS
партії	večírek	партія	večírek	N;INAN;GEN;FEM;SG	N;INAN;NOM;MASC;SG;POS
партії	strana	партія	strana	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG;POS
партії	party	партія	part	N;INAN;GEN;FEM;SG	N;INAN;NOM;MASC;PL;POS
роль	roli	роль	role	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
складається	složena	складатися	složený	V;IPFV;IND;SG;3;PRS;FIN	ADJ;POS;V.PTCP;PASS
усі	každý	увесь	každý	DET;NOM;PL	DET;ANIM;NOM;MASC;SG;POS
усі	vse	увесь	vse	DET;NOM;PL	N;NOM;FEM;SG;POS
усі	všechno	увесь	všechen	DET;NOM;PL	DET;NOM;NEUT;SG
усі	vše	увесь	všechen	DET;NOM;PL	DET;NOM;NEUT;SG
усі	každý	увесь	každý	DET;NOM;PL	DET;ANIM;NOM;MASC;SG;POS
усі	všem	увесь	všechen	DET;NOM;PL	DET;DAT;PL
україна	ukrajina	україна	ukrajina	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
україна	ukrajiny	україна	ukrajina	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
свої	její	свій	jeho	DET;NOM;PL;REFL	DET;NOM;FEM;SG;3
університет	university	університет	univerzita	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
університет	univerzity	університет	univerzita	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
відомий	slavní	відомий	slavný	ADJ;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;PL;POS
микола	nikolaj	микола	nikolaj	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
микола	mikołaj	микола	mikołaj	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG;POS
микола	nicolai	микола	nicolai	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
микола	mykola	микола	mykola	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
італії	itálie	італія	itálie	PROPN;INAN;GEN;FEM;SG	PROPN;NOM;FEM;SG;POS
школа	školy	школа	škola	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
школа	školu	школа	škola	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
право	vpravo	право	vpravo	N;INAN;NOM;NEUT;SG	ADV
право	správně	право	správně	N;INAN;NOM;NEUT;SG	ADV;POS
право	law	право	law	N;INAN;NOM;NEUT;SG	PROPN;ANIM;NOM;MASC;SG;POS
євро	eura	євро	eura	PROPN;INAN;NOM;NEUT;SG	N;NOM;FEM;SG;POS
євро	euro	євро	euro	PROPN;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;POS
далі	další	далі	další	ADV	ADJ;NOM;MASC;SG;POS
одна	jednu	один	jeden	NUM;NOM;FEM	NUM;ACC;FEM;SG
хто	ktery	хто	kter	PRO;ANIM;NOM;MASC;SG	PROPN;ANIM;GEN;MASC;SG;POS
хто	kdo	хто	kdo	PRO;ANIM;NOM;MASC;SG	PRO;ANIM;NOM;MASC
хто	který	хто	který	PRO;ANIM;NOM;MASC;SG	DET;NOM;MASC;SG
хто	koho	хто	kdo	PRO;ANIM;NOM;MASC;SG	PRO;ANIM;ACC;MASC
хто	who	хто	who	PRO;ANIM;NOM;MASC;SG	PROPN;FEM;POS
моря	moře	море	moře	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
стаття	článku	стаття	článek	N;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;SG;POS
стаття	odstavce	стаття	odstavec	N;INAN;NOM;FEM;SG	N;INAN;NOM;MASC;PL;POS
звання	řadách	звання	řada	N;INAN;NOM;NEUT;SG	N;DAT;FEM;PL;POS
звання	hodnosti	звання	hodnost	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG;POS
помер	mrtvá	померти	mrtvý	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;FEM;SG;POS
помер	mrtvý	померти	mrtvý	V;PFV;MASC;IND;SG;PST;FIN	ADJ;ANIM;NOM;MASC;SG;POS
помер	mrtví	померти	mrtvý	V;PFV;MASC;IND;SG;PST;FIN	ADJ;ANIM;NOM;MASC;PL;POS
польщі	polsko	польща	polský	PROPN;INAN;GEN;FEM;SG	PROPN;NOM;NEUT;SG;POS
польщі	polskem	польща	polsko	PROPN;INAN;GEN;FEM;SG	PROPN;INS;NEUT;SG;POS
львів	lvov	львів	lvov	PROPN;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
група	skupinu	група	skupina	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
група	skupiny	група	skupina	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
новий	nově	новий	nově	ADJ;NOM;MASC;SG	ADV;POS
новий	nové	новий	nový	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
новий	novinka	новий	novinka	ADJ;NOM;MASC;SG	N;NOM;FEM;SG;POS
зір	zrak	зір	zrak	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
зір	vize	зір	vize	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
зір	vidění	зір	vidění	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
великий	velké	великий	velký	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
великий	super	великий	super	ADJ;NOM;MASC;SG	N;MASC;SG;POS
залізниця	železnici	залізниця	železnice	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
залізниця	železnic	залізниця	železnice	N;INAN;NOM;FEM;SG	N;GEN;FEM;PL;POS
залізниця	železniční	залізниця	železniční	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
система	systému	система	systém	N;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;SG;POS
північ	půlnoční	північ	půlnoční	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
північ	půlnoci	північ	půlnoc	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG;POS
північ	severní	північ	severní	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
більшість	nejvíc	більшість	hodně	N;INAN;NOM;FEM;SG	ADV;RL;POS
більшість	nejvíce	більшість	hodně	N;INAN;NOM;FEM;SG	ADV;RL;POS
народження	narodil	народження	narodit	N;INAN;NOM;NEUT;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
народження	narozena	народження	narozený	N;INAN;NOM;NEUT;SG	ADJ;POS;V.PTCP;PASS
народження	narozen	народження	narozený	N;INAN;NOM;NEUT;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
інформація	informace	інформація	informace	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
інформація	informace	інформація	informace	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
інститут	institutu	інститут	institut	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
інститут	instituci	інститут	instituce	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG;POS
інститут	instituce	інститут	instituce	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
будинок	house	будинок	house	N;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
дослідження	výzkumy	дослідження	výzkum	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
дослідження	studie	дослідження	studie	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
війна	války	війна	válka	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
війна	válce	війна	válka	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG;POS
війна	válku	війна	válka	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
комуни	obec	комуна	obec	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
приблизно	cca	приблизно	cca	ADV	N;FEM;POS
багатьох	mnohé	багато	mnohý	DET;ACC	ADJ;NOM;MASC;PL;POS
багатьох	mnozí	багато	mnohý	DET;ACC	ADJ;ANIM;NOM;MASC;PL;POS
багатьох	mnoha	багато	mnoho	DET;ACC	DET;INS
багатьох	mnoho	багато	mnoho	DET;ACC	DET;NOM
війська	vojáci	військо	voják	N;INAN;NOM;NEUT;PL	N;ANIM;NOM;MASC;PL;POS
регіон	regionu	регіон	region	N;INAN;NOM;MASC;SG	N;INAN;DAT;MASC;SG;POS
велика	velké	великий	velký	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL;POS
велика	magna	великий	magna	ADJ;NOM;FEM;SG	N;NOM;FEM;SG;POS
людини	lidé	людина	člověk	N;ANIM;NOM;FEM;SG	N;ANIM;NOM;MASC;PL;POS
рід	klanu	рід	klan	N;INAN;NOM;MASC;SG	N;INAN;DAT;MASC;SG;POS
рід	reid	рід	reid	N;INAN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
рід	rodu	рід	rod	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
рід	reeda	рід	reeda	N;INAN;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
рід	reed	рід	reed	N;INAN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
рід	reedová	рід	reedový	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
дітей	dětské	дитина	dětský	N;ANIM;ACC;FEM;PL	ADJ;NOM;MASC;SG;POS
дітей	děti	дитина	dítě	N;ANIM;ACC;FEM;PL	N;NOM;FEM;PL;POS
міст	most	місто	most		N;INAN;NOM;MASC;SG;POS
міст	můstek	місто	můstek		N;INAN;NOM;MASC;SG;POS
міст	bridge	місто	bridga		N;INAN;NOM;MASC;SG;POS
міст	anzac	місто	anzac		N;INAN;NOM;MASC;SG;POS
міст	velkoměsta	місто	velkoměsto		N;NOM;NEUT;PL;POS
міст	měst	місто	město		N;GEN;NEUT;PL;POS
міст	města	місто	město		N;NOM;NEUT;PL;POS
міст	pont	місто	pont		PROPN;NOM;MASC;SG;POS
мала	malo	мати	mít	V;IPFV;FEM;IND;SG;PST;FIN	N;NOM;MASC;SG;POS
мала	mala	мати	malo	V;IPFV;FEM;IND;SG;PST;FIN	N;NOM;FEM;SG;POS
собою	sebe	себе	se	PRO;INS;REFL	PRO;ACC;REFL
генерал	obecně	генерал	obecně	N;ANIM;NOM;MASC;SG	ADV;POS
генерал	všeobecné	генерал	všeobecný	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
генерал	obecné	генерал	obecný	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
мали	měl	мати	mít	V;IPFV;IND;PL;PST;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
мали	měla	мати	mít	V;IPFV;IND;PL;PST;FIN	V;POS;PST;V.PTCP;ACT
доходів	rovnost	дохід	rovnost	N;INAN;GEN;MASC;PL	N;NOM;FEM;SG;POS
основі	svazky	основа	svazek	N;INAN;DAT;FEM;SG	N;INAN;NOM;MASC;PL;POS
статей	předměty	стаття	předmět	N;INAN;GEN;FEM;PL	N;INAN;NOM;MASC;PL;POS
статей	výrobky	стаття	výrobek	N;INAN;GEN;FEM;PL	N;INAN;NOM;MASC;PL;POS
статей	články	стаття	článek	N;INAN;GEN;FEM;PL	N;INAN;NOM;MASC;PL;POS
навчання	studuje	навчання	studovat	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
навчання	studijní	навчання	studijní	N;INAN;NOM;NEUT;SG	ADJ;NOM;MASC;PL;POS
навчання	studovat	навчання	studovat	N;INAN;NOM;NEUT;SG	V;IPFV;POS;NFIN
навчання	studie	навчання	studie	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
син	synu	син	syn	N;ANIM;NOM;MASC;SG	N;ANIM;DAT;MASC;SG;POS
фізична	fyzické	фізичний	fyzický	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL;POS
рішення	roztoky	рішення	roztok	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
питання	problémy	питання	problém	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
питання	otázky	питання	otázka	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
питання	dotazy	питання	dotaz	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
люди	lidí	людина	člověk	N;ANIM;NOM;FEM;PL	N;ANIM;GEN;MASC;PL;POS
люди	lidem	людина	člověk	N;ANIM;NOM;FEM;PL	N;ANIM;DAT;MASC;PL;POS
люди	people	людина	people	N;ANIM;NOM;FEM;PL	N;MASC;SG;POS
ним	jeho	він	jeho	PRO;INS;MASC;SG;3	DET;3
ним	nej	він	nej	PRO;INS;MASC;SG;3	N;NOM;MASC;SG;POS
ним	ho	він	on	PRO;INS;MASC;SG;3	PRO;ACC;SG;3
медіана	medián	медіан	medián		N;INAN;NOM;MASC;SG;POS
іншими	ostatní	інший	ostatní	DET;INS;PL	ADJ;ANIM;NOM;MASC;PL;POS
іншими	jiní	інший	jiný	DET;INS;PL	ADJ;ANIM;NOM;MASC;PL;POS
іншими	jiné	інший	jiný	DET;INS;PL	ADJ;NOM;NEUT;SG;POS
походження	původu	походження	původ	N;INAN;NOM;NEUT;SG	N;INAN;GEN;MASC;SG;POS
дані	dat	дані	data	N;INAN;PFV;NOM;PASS	N;GEN;NEUT;PL;POS
дані	data	дані	data	N;INAN;PFV;NOM;PASS	N;NOM;NEUT;PL;POS
дані	údaje	дані	údaj	N;INAN;PFV;NOM;PASS	N;INAN;NOM;MASC;PL;POS
дані	dani	дані	daň	N;INAN;PFV;NOM;PASS	N;DAT;FEM;SG;POS
раніше	dřívější	раніше	brzký	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG;POS
румунії	rumunsko	румунія	rumunský	PROPN;INAN;GEN;FEM;SG	PROPN;NOM;NEUT;SG;POS
сан	sens	сан	sens		PROPN;INAN;NOM;MASC;SG;POS
сан	san	сан	san		ADJ;POS
використовується	použité	використовуватися	použitý	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;MASC;PL;POS
використовується	použito	використовуватися	použitý	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
використовується	používané	використовуватися	používaný	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;NEUT;SG;POS
використовується	použitý	використовуватися	použitý	V;IPFV;IND;SG;3;PRS;FIN	ADJ;INAN;NOM;MASC;SG;POS
використовується	používaný	використовуватися	používaný	V;IPFV;IND;SG;3;PRS;FIN	ADJ;INAN;NOM;MASC;SG;POS
всього	celková	все	celkový	PRO;INAN;GEN;NEUT;SG	ADJ;NOM;FEM;SG;POS
