per	za	per	za	ADP	
amèrica	ameriky	amèrica	amerika	ADJ;FEM;SG	N;NOM;FEM;PL
ara	ara	ara	ara	ADV	PROPN;ANIM;NOM;MASC;SG
qui	komu	qui	kto	PRO	PRO;ANIM;DAT;MASC;SG
qui	koho	qui	kto	PRO	PRO;ANIM;ACC;MASC;SG
qui	ktorí	qui	ktorý	PRO	DET;ANIM;NOM;MASC;PL
qui	kto	qui	kto	PRO	PRO;ANIM;NOM;MASC;SG
dir	dir	dir	dir		PROPN;ANIM;NOM;MASC;SG
iii	iii	iii	iii		NUM
algunes	niektorých	algun	niektorý	PRO;FEM;PL	DET;GEN;MASC;PL
algunes	niektore	algun	niektore	PRO;FEM;PL	DET;NOM;MASC;SG
algunes	niektoré	algun	niektorý	PRO;FEM;PL	DET;NOM;NEUT;SG
algunes	niektorý	algun	niektorý	PRO;FEM;PL	DET;ANIM;NOM;MASC;SG
algunes	niektorí	algun	niektorý	PRO;FEM;PL	DET;ANIM;NOM;MASC;PL
regne	kráľovstvo	regne	kráľovstvo		N;NOM;NEUT;SG
john	ján	john	ján	PROPN	PROPN;ANIM;NOM;MASC;SG
john	john	john	john	PROPN	PROPN;ANIM;NOM;MASC;SG
cas	case	cas	cas		N;INAN;NOM;MASC;SG
cas	prípade	cas	prípad		N;INAN;NOM;MASC;SG
cas	pripad	cas	pripad		
cas	prípad	cas	prípad		N;INAN;NOM;MASC;SG
cas	kufrík	cas	kufrík		N;INAN;NOM;MASC;SG
causa	príčina	causa	príčina		N;NOM;FEM;SG
causa	spôsobiť	causa	spôsobiť		V;PFV;POS;NFIN
activitats	činnosť	activitat	činnosť	N;FEM;PL	N;NOM;FEM;SG
exèrcit	armády	exèrcit	armáda	N;MASC;SG	N;NOM;FEM;PL
exèrcit	army	exèrcit	arm	N;MASC;SG	N;INAN;NOM;MASC;PL
música	hudobné	música	hudobný	N;FEM;SG	ADJ;NOM;NEUT;SG
música	hudobná	música	hudobný	N;FEM;SG	ADJ;NOM;FEM;SG
aigua	vody	aigua	voda	N;FEM;SG	N;GEN;FEM;PL
aigua	vodná	aigua	vodný	N;FEM;SG	ADJ;NOM;FEM;SG
aigua	vodný	aigua	vodný	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
aigua	vodné	aigua	vodný	N;FEM;SG	ADJ;NOM;NEUT;SG
increment	zvýšenia	increment	zvýšenie	N;MASC;SG	N;NOM;NEUT;PL
increment	zvýšiť	increment	zvýšiť	N;MASC;SG	V;PFV;POS;NFIN
increment	zväčšiť	increment	zväčšiť	N;MASC;SG	V;PFV;POS;NFIN
llavors	semienka	llavors	semienka	ADV	N;NOM;FEM;SG
llavors	semená	llavors	semený	ADV	N;NOM;NEUT;PL
llavors	semien	llavors	semeno	ADV	N;GEN;FEM;PL
conegut	známi	conegut	známy	ADJ;MASC;SG;V.PTCP	N;ANIM;NOM;MASC;PL
conegut	známu	conegut	známy	ADJ;MASC;SG;V.PTCP	N;ACC;FEM;SG
terra	zemi	terra	zem		N;DAT;FEM;SG
terra	zeme	terra	zem		N;NOM;FEM;PL
terra	zem	terra	zem		N;NOM;FEM;SG
gray	gray	gray	gras	PROPN	PROPN;ANIM;NOM;MASC;SG
gray	sivé	gray	sivý	PROPN	ADJ;NOM;NEUT;SG
gray	sivá	gray	sivý	PROPN	ADJ;NOM;FEM;SG
gray	sivý	gray	sivý	PROPN	ADJ;ANIM;NOM;MASC;SG
gray	šedá	gray	šedý	PROPN	N;NOM;FEM;SG
saint	svätá	saint	svätý		ADJ;NOM;FEM;SG
saint	svätý	saint	svätý		ADJ;ANIM;NOM;MASC;SG
saint	saint	saint	saint		PROPN;ANIM;NOM;MASC;SG
saint	svätec	saint	svätec		N;ANIM;NOM;MASC;SG
època	epochy	època	epocha		N;NOM;FEM;PL
barra	bare	barra	bara		N;NOM;MASC;SG
barra	bar	barra	bar		N;INAN;NOM;MASC;SG
barra	tyč	barra	tyč		N;NOM;FEM;SG
sèrie	séria	sèrie	séria		N;NOM;FEM;SG
sèrie	rad	sèrie	rad		N;INAN;NOM;MASC;SG
sèrie	série	sèrie	séria		N;NOM;FEM;PL
sèrie	sériu	sèrie	séria		N;ACC;FEM;SG
art	art	art	art	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
club	club	club	club	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
càrrec	nabiť	càrrec	nabiť		V;PFV;POS;NFIN
càrrec	poplatok	càrrec	poplatok		N;INAN;NOM;MASC;SG
rgb	rgb	rgb	rgba		
república	republiky	república	republika	N;FEM;SG	N;NOM;FEM;PL
parís	paris	parís	paris		
parís	paríž	parís	paríž		PROPN;INAN;NOM;MASC;SG
parís	paríža	parís	paríž		N;INAN;GEN;MASC;SG
parís	paríži	parís	paríž		N;INAN;NOM;MASC;SG
ordre	veliteľstvo	ordre	veliteľstvo		N;NOM;NEUT;SG
ordre	príkaz	ordre	príkaz		N;INAN;NOM;MASC;SG
ordre	velenie	ordre	velenie		N;NOM;NEUT;SG
ordre	objednať	ordre	objednať		V;PFV;POS;NFIN
ordre	poradie	ordre	poradie		N;NOM;NEUT;SG
ordre	objednávka	ordre	objednávka		N;NOM;FEM;SG
ordre	poriadok	ordre	poriadok		N;INAN;NOM;MASC;SG
cet	seč	cet	seč		
important	dôležití	important	dôležitý	ADJ;SG	ADJ;ANIM;NOM;MASC;PL
important	dolezite	important	dolezit	ADJ;SG	
segon	sekunda	segon	sekunda	ADJ;MASC;SG	N;NOM;FEM;SG
europa	európa	europar	európa		N;NOM;FEM;SG
europa	európy	europar	európa		N;NOM;FEM;PL
europa	európu	europar	európ		N;ACC;FEM;SG
europa	európe	europar	európa		N;DAT;FEM;SG
europa	europe	europar	europa		
cal	cal	caldre	cať	V;IND;SG;3;PRS;FIN	INTJ
servei	služby	servei	služba	N;MASC;SG	N;NOM;FEM;PL
gridcolor	gridcolor	gridcolor	gridcolor		N;ANIM;NOM;MASC;SG
morir	die	morir	dia	V;NFIN	PROPN;ANIM;NOM;MASC;SG
alemanya	nemecko	alemany	nemecko	ADJ;FEM;SG	PROPN;NOM;NEUT;SG
piràmide	pyramídy	piràmide	pyramída	N;FEM;SG	N;NOM;FEM;PL
lightgrey	lightgrey	lightgrey	lightgra		N;NOM;FEM;SG
darkgrey	darkgrey	darkgrey	darkgrey		N;NOM;FEM;SG
sfondo	sfondo	sfondo	sfondo		PROPN;ANIM;NOM;MASC;SG
antic	stara	antic	star	ADJ;MASC;SG	PROPN;NOM;FEM;SG
plaça	štvorcový	plaça	štvorcový	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
plaça	štvorcových	plaça	štvorcový	N;FEM;SG	ADJ;GEN;MASC;PL
comtat	powiat	comtar	powiat	N;MASC;SG	
pare	materská	pare	materský	N;MASC;SG	ADJ;NOM;FEM;SG
pare	rodičovský	pare	rodičovský	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
pare	materskej	pare	materský	N;MASC;SG	ADJ;GEN;FEM;SG
informació	informácie	informació	informácia	N;FEM;SG	N;NOM;FEM;PL
mar	morská	mar	morský	N;SG	ADJ;NOM;FEM;SG
actual	aktuálne	actual	aktuálny	ADJ;SG	ADV
serie	serie	serie	seria		N;NOM;MASC;SG
castell	castle	castell	castľa	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
york	yorku	york	yorka		N;INAN;GEN;MASC;SG
york	york	york	york		PROPN;ANIM;NOM;MASC;SG
anglès	anglický	anglès	anglický	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
anglès	slovensky	anglès	slovensky	N;MASC;SG	ADV
tal	tal	tal	tať	PRO;SG	
territori	územia	territori	územie	N;MASC;SG	N;NOM;NEUT;PL
londres	londýn	londre	londýn	PROPN	PROPN;ANIM;NOM;MASC;SG
londres	london	londre	london	PROPN	PROPN;ANIM;NOM;MASC;SG
londres	londýne	londre	londýn	PROPN	ADV
internacional	international	internacional	internationať	ADJ;SG	N;INAN;NOM;MASC;SG
internacional	medzinárodných	internacional	medzinárodný	ADJ;SG	ADJ;GEN;MASC;PL
premis	ocenenie	premi	ocenenie	N;MASC;PL	N;NOM;NEUT;SG
premis	awards	premi	awards	N;MASC;PL	
josep	josep	josep	josep		PROPN;ANIM;NOM;MASC;SG
josep	jozef	josep	jozef		PROPN;ANIM;NOM;MASC;SG
josep	joseph	josep	joseph		PROPN;ANIM;NOM;MASC;SG
josep	jozefa	josep	jozef		PROPN;ANIM;ACC;MASC;SG
center	centrum	center	centrum		N;NOM;NEUT;SG
center	centre	center	centrum		N;NOM;NEUT;SG
center	center	center	center		N;INAN;NOM;MASC;SG
center	stred	center	stred		N;INAN;NOM;MASC;SG
museu	múzea	museu	múzeum	N;MASC;SG	N;NOM;NEUT;PL
districte	okres	districte	okres	N;MASC;SG	INTJ
pàgina	stránke	pàgina	stránka	V;IND;SG;3;PRS;FIN	N;DAT;FEM;SG
pàgina	strana	pàgina	strana	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
pàgina	stránka	pàgina	stránka	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
pàgina	stránku	pàgina	stránka	V;IND;SG;3;PRS;FIN	N;ACC;FEM;SG
dies	days	dia	days	N;MASC;PL	
havien	malo	haver	mať	V;IND;PL;3;IPFV;FIN	V;IPFV;NEUT;SG;POS;PST;V.PTCP
havien	nemal	haver	mať	V;IND;PL;3;IPFV;FIN	V;ANIM;IPFV;MASC;SG;NEG;PST;V.PTCP
havien	mali	haver	mať	V;IND;PL;3;IPFV;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
havien	mal	haver	mať	V;IND;PL;3;IPFV;FIN	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
havien	mala	haver	mať	V;IND;PL;3;IPFV;FIN	V;IPFV;FEM;SG;POS;PST;V.PTCP
llengua	jazyk	llengua	jazyk	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
llengua	jazyka	llengua	jazyk	V;IND;SG;3;PRS;FIN	N;INAN;GEN;MASC;SG
llengua	jazyk	llengua	jazyk	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
llengua	jazyka	llengua	jazyk	V;IND;SG;3;PRS;FIN	N;INAN;GEN;MASC;SG
llengua	jazyku	llengua	jazyk	V;IND;SG;3;PRS;FIN	N;INAN;DAT;MASC;SG
base	základ	base	základ		N;INAN;NOM;MASC;SG
base	základňa	base	základňa		N;NOM;FEM;SG
base	založiť	base	založiť		V;PFV;POS;NFIN
base	základ	base	základ		N;INAN;NOM;MASC;SG
llarg	dlho	llarg	dlho	ADJ;MASC;SG	ADV
llarg	long	llarg	long	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
alt	high	alt	higho	ADJ;MASC;SG	N;ACC;FEM;SG
alt	vysoko	alt	vysoko	ADJ;MASC;SG	ADV
alt	alt	alt	alt	ADJ;MASC;SG	
diagrama	diagram	diagrama	diagram	ADJ;SG	N;INAN;NOM;MASC;SG
diagrama	schéma	diagrama	schéma	ADJ;SG	N;NOM;FEM;SG
diagrama	graf	diagrama	graf	ADJ;SG	N;INAN;NOM;MASC;SG
edifici	budovy	edifici	budova	N;MASC;SG	N;NOM;FEM;PL
línia	čiary	línia	čiara		N;NOM;FEM;PL
línia	riadok	línia	riadok		N;INAN;NOM;MASC;SG
línia	linka	línia	linko		N;NOM;FEM;SG
línia	line	línia	lina		N;NOM;FEM;SG
línia	čiara	línia	čiara		N;NOM;FEM;SG
política	politika	polític	politika	ADJ;FEM;SG	N;NOM;FEM;SG
política	politiky	polític	politika	ADJ;FEM;SG	N;NOM;FEM;PL
política	politiku	polític	politika	ADJ;FEM;SG	N;ACC;FEM;SG
política	politika	polític	politika	ADJ;FEM;SG	N;NOM;FEM;SG
política	politiky	polític	politika	ADJ;FEM;SG	N;NOM;FEM;PL
política	politike	polític	politika	ADJ;FEM;SG	N;DAT;FEM;SG
finalment	konecne	finalment	konecne	ADV	
finalment	konečne	finalment	konečne	ADV	PART
francisco	francisco	francisco	francisco		PROPN;ANIM;NOM;MASC;SG
francisco	francisca	francisco	francisca		N;ANIM;ACC;MASC;SG
costat	bočný	costat	bočný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
costat	side	costat	sideť	N;MASC;SG	INTJ
planta	rastliny	planta	rastlina	N;FEM;SG	N;NOM;FEM;PL
planta	rastlín	planta	rastlina	N;FEM;SG	N;GEN;FEM;PL
gènere	pohlavia	gènere	pohlavie	N;MASC;SG	N;NOM;NEUT;PL
mateixa	rovnaká	mateix	rovnaký	PRO;FEM;SG	ADJ;NOM;FEM;SG
mateixa	rovnaké	mateix	rovnaký	PRO;FEM;SG	ADJ;NOM;NEUT;SG
mateixa	rovnaký	mateix	rovnaký	PRO;FEM;SG	ADJ;ANIM;NOM;MASC;SG
mateixa	rovnako	mateix	rovnako	PRO;FEM;SG	ADV
vegades	times	vegada	times	N;FEM;PL	
unió	union	unió	union	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
unió	únie	unió	únia	N;FEM;SG	N;NOM;FEM;PL
tard	neskorý	tard	neskorý	ADV	ADJ;INAN;NOM;MASC;SG
tard	oneskorené	tard	oneskorený	ADV	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
tard	neskoré	tard	neskorý	ADV	ADJ;NOM;NEUT;SG
aconseguir	získať	aconseguir	získať	V;NFIN	V;PFV;POS;NFIN
aconseguir	dostať	aconseguir	dostať	V;NFIN	V;PFV;POS;NFIN
veure	pozri	veure	pozrieť		V;PFV;IMP;SG;2;POS;FIN
veure	vidíš	veure	vidieť		V;IPFV;IND;SG;2;POS;PRS;FIN
veure	vidieť	veure	vidieť		V;IPFV;POS;NFIN
força	sila	força	sila		N;NOM;FEM;SG
força	pevnosť	força	pevnosť		N;NOM;FEM;SG
força	silu	força	sila		N;ACC;FEM;SG
força	sily	força	sila		N;NOM;FEM;PL
força	sila	força	sila		N;NOM;FEM;SG
força	nútiť	força	nútiť		V;IPFV;POS;NFIN
força	prinútiť	força	prinútiť		V;PFV;POS;NFIN
codi	kód	codi	kód		N;INAN;NOM;MASC;SG
codi	kod	codi	kod		N;INAN;NOM;MASC;SG
cos	telesná	cos	telesný	N;MASC;SG	ADJ;NOM;FEM;SG
primers	prvý	primer	prvý	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
primers	prvy	primer	prva	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG
primers	najprv	primer	najprv	ADJ;MASC;PL	ADV
primers	prva	primer	prvý	ADJ;MASC;PL	N;NOM;FEM;SG
primers	prvé	primer	prvý	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
primers	prvá	primer	prvý	ADJ;MASC;PL	ADJ;NOM;FEM;SG
espècies	druh	espècie	druh	N;FEM;PL	N;INAN;NOM;MASC;SG
sol	sun	sol	sun		PROPN;ANIM;NOM;MASC;SG
sol	slnko	sol	slnko		N;NOM;NEUT;SG
sol	slnka	sol	slnko		N;NOM;NEUT;PL
suport	support	suport	support		INTJ
suport	podporu	suport	podpora		N;ACC;FEM;SG
suport	podporiť	suport	podporiť		V;PFV;POS;NFIN
suport	podpora	suport	podpora		N;NOM;FEM;SG
suport	podporovať	suport	podporovať		V;IPFV;POS;NFIN
itàlia	taliansko	itàlia	taliansko		ADV
itàlia	talianska	itàlia	taliansky		N;NOM;FEM;SG
fiscals	prokurátorov	fiscal	prokurátor	ADJ;PL	N;ANIM;ACC;MASC;PL
pere	petrom	pere	peter		N;ANIM;INS;MASC;SG
pere	peter	pere	peter		N;ANIM;NOM;MASC;SG
pere	petra	pere	petra		PROPN;ANIM;ACC;MASC;SG
top	horný	top	horný		ADJ;ANIM;NOM;MASC;SG
top	top	top	top		PROPN;ANIM;NOM;MASC;SG
top	horná	top	horný		ADJ;NOM;FEM;SG
top	vrchol	top	vrchol		N;INAN;NOM;MASC;SG
top	vrch	top	vrch		N;INAN;NOM;MASC;SG
califòrnia	kalifornii	califòrnia	kalifornie	ADJ;FEM;SG	PROPN;NOM;FEM;SG
califòrnia	california	califòrnia	californie	ADJ;FEM;SG	N;NOM;FEM;SG
califòrnia	kalifornia	califòrnia	kalifornie	ADJ;FEM;SG	N;NOM;FEM;SG
peix	ryby	peix	ryba	N;MASC;SG	N;NOM;FEM;PL
peix	fish	peix	fish	N;MASC;SG	PROPN;ANIM;VOC;MASC;SG
peix	rybky	peix	rybka	N;MASC;SG	N;NOM;FEM;PL
militar	armáda	militar	armáda	ADJ;SG	N;NOM;FEM;SG
militar	vojsko	militar	vojsko	ADJ;SG	N;NOM;NEUT;SG
costa	costa	costar	costa	V;IND;SG;3;PRS;FIN	PROPN;INAN;NOM;MASC;SG
popular	populárne	popular	populárne	ADJ;SG	ADV
anomenat	menom	anomenat	menom	ADJ;MASC;SG;V.PTCP	N;INS;NEUT;SG
temporada	sezóny	temporada	sezón	N;FEM;SG	N;NOM;FEM;PL
treball	práce	treball	práca	N;MASC;SG	N;NOM;FEM;PL
treball	pracovné	treball	pracovný	N;MASC;SG	ADJ;NOM;NEUT;SG
mare	matko	mare	matko	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
estudis	štúdium	estudi	štúdium	N;MASC;PL	N;NOM;NEUT;SG
discussió	diskutovať	discussió	diskutovať	N;FEM;SG	V;IPFV;POS;NFIN
discussió	diskusie	discussió	diskusie	N;FEM;SG	N;NOM;FEM;PL
polític	politik	polític	politik	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
conjunt	stanovené	conjunt	stanovený	N;MASC;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
conjunt	nastaviť	conjunt	nastaviť	N;MASC;SG	V;PFV;POS;NFIN
llibre	rezervovať	llibre	rezervovať	N;MASC;SG	V;IPFV;POS;NFIN
roma	ríme	roma	rím		N;INAN;NOM;MASC;SG
roma	ríma	roma	rím		N;INAN;GEN;MASC;SG
roma	rím	roma	rím		PROPN;INAN;NOM;MASC;SG
estil	style	estil	style	N;MASC;SG	INTJ
imperi	ríše	imperi	ríša	N;MASC;SG	N;NOM;FEM;PL
imperi	empire	imperi	empir	N;MASC;SG	
sempre	always	sempre	always	ADV	
sempre	vzdy	sempre	vzdy	ADV	INTJ
sempre	furt	sempre	furt	ADV	INTJ
porta	dvere	portar	dvere	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
porta	dverí	portar	dvere	V;IND;SG;3;PRS;FIN	N;GEN;FEM;PL
porta	porta	portar	porta	V;IND;SG;3;PRS;FIN	PROPN;ANIM;NOM;MASC;SG
teatre	divadla	teatre	divadlo	N;MASC;SG	N;NOM;NEUT;PL
teatre	divadla	teatre	divadlo	N;MASC;SG	N;NOM;NEUT;PL
moltes	mnohé	molt	mnohý	PRO;FEM;PL	ADJ;NOM;NEUT;SG
moltes	mnohí	molt	mnoho	PRO;FEM;PL	ADJ;ANIM;NOM;MASC;PL
moltes	veľa	molt	veľa	PRO;FEM;PL	NUM;NOM;NEUT;SG
moltes	mnoho	molt	mnoho	PRO;FEM;PL	NUM;NOM;NEUT;SG
moltes	vela	molt	vela	PRO;FEM;PL	INTJ
rebre	užívajúcich	rebre	užívajúci	V;NFIN	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
illes	isles	illa	isles	N;FEM;PL	
avui	dneska	avui	dnesk	ADV	INTJ
avui	dnešok	avui	dnešok	ADV	N;INAN;NOM;MASC;SG
avui	today	avui	todať	ADV	INTJ
avui	dnešné	avui	dnešný	ADV	ADJ;NOM;NEUT;SG
http	http	http	http		
alta	high	alt	higho	ADJ;FEM;SG	N;ACC;FEM;SG
alta	vysoko	alt	vysoko	ADJ;FEM;SG	ADV
alta	alta	alt	alto	ADJ;FEM;SG	N;NOM;NEUT;SG
format	formáte	format	format	ADJ;MASC;SG;V.PTCP	N;INAN;NOM;MASC;PL
format	formátu	format	formát	ADJ;MASC;SG;V.PTCP	N;INAN;GEN;MASC;SG
format	formát	format	formát	ADJ;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
espanyol	španielčina	espanyol	španielčina	ADJ;MASC;SG	N;NOM;FEM;SG
espanyol	španielska	espanyol	španielsky	ADJ;MASC;SG	PROPN;NOM;FEM;SG
sovint	casto	sovint	casto	ADV	INTJ
comte	gróf	comte	gróf		N;ANIM;NOM;MASC;SG
comte	počítať	comte	počítať		V;IPFV;POS;NFIN
comte	spočítať	comte	spočítať		V;PFV;POS;NFIN
jersey	dres	jersey	dres	PROPN	N;INAN;NOM;MASC;SG
jersey	drese	jersey	dres	PROPN	N;INAN;NOM;MASC;SG
jersey	jersey	jersey	jersey	PROPN	PROPN;ANIM;NOM;MASC;SG
canvi	zmena	canvi	zmena		N;NOM;FEM;SG
canvi	zmeniť	canvi	zmeniť		V;PFV;POS;NFIN
comunes	časté	comú	častý	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
material	materiálne	material	materiálne	N;MASC;SG	ADJ;NOM;NEUT;SG
pas	step	pas	step		N;INAN;NOM;MASC;SG
pas	krok	pas	krok		N;INAN;NOM;MASC;SG
nivell	úrovne	nivell	úroveň	N;MASC;SG	N;NOM;FEM;PL
valència	valencia	valència	valencia		N;NOM;FEM;SG
consell	rady	consell	rada	N;MASC;SG	N;NOM;FEM;PL
creu	krížová	creure	krížový	V;IND;SG;3;PRS;FIN	ADJ;NOM;FEM;SG
creu	cross	creure	cross	V;IND;SG;3;PRS;FIN	PROPN;ANIM;NOM;MASC;SG
creu	kríž	creure	kríž	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
creu	krížové	creure	krížový	V;IND;SG;3;PRS;FIN	ADJ;NOM;NEUT;SG
ben	bena	ben	bena	ADV	N;ANIM;ACC;MASC;SG
ben	ben	ben	ben	ADV	PROPN;ANIM;NOM;MASC;SG
futbol	futbalový	futbol	futbalový	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
futbol	futbalové	futbol	futbalový	N;MASC;SG	ADJ;NOM;NEUT;SG
antiga	bývalí	antic	bývalý	ADJ;FEM;SG	ADJ;ANIM;NOM;MASC;PL
volta	volta	volta	volta	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
interior	vnútro	interior	vnútro	ADJ;SG	N;NOM;NEUT;SG
interior	interiér	interior	interiér	ADJ;SG	N;INAN;NOM;MASC;SG
interior	vnútra	interior	vnútro	ADJ;SG	N;NOM;NEUT;PL
josé	josé	josé	jos	PROPN	PROPN;ANIM;NOM;MASC;SG
finals	finále	final	fináľ	N;MASC;PL	N;INAN;NOM;MASC;SG
paper	papierové	paper	papierový	N;MASC;SG	ADJ;NOM;NEUT;SG
paper	papierová	paper	papierový	N;MASC;SG	ADJ;NOM;FEM;SG
entorn	prostredie	entorn	prostredie	ADV	N;NOM;NEUT;SG
àfrica	afriky	àfrica	afrika	N;FEM;SG	N;NOM;FEM;PL
cultura	kultúry	cultura	kultúra	N;FEM;SG	N;NOM;FEM;PL
baix	nízko	baix	nízko		ADV
baix	nízke	baix	nízka		N;INAN;NOM;MASC;PL
baix	nízky	baix	nízky		N;INAN;NOM;MASC;SG
baix	nízka	baix	nízko		N;NOM;FEM;SG
baix	low	baix	low		
mitjançant	skrze	mitjançant	skrze	ADP	N;ANIM;NOM;MASC;SG
mitjançant	skrz	mitjançant	skrz	ADP	
espai	priestory	espai	priestor	N;MASC;SG	N;INAN;NOM;MASC;PL
espai	space	espai	space	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
pau	peace	pau	peace	N;FEM;SG	INTJ
pau	pau	pau	pau	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
qualsevol	akýchkoľvek	qualsevol	akýkoľvek	DET;SG	DET;GEN;MASC;PL
civil	občianskych	civil	občiansky	ADJ;SG	ADJ;GEN;MASC;PL
torre	tower	torre	tower	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
comerç	trade	comerç	triada	N;MASC;SG	
carrer	street	carrer	street	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
etc	atd	etcètera	atd		
etc	etc	etcètera	etc		INTJ
nens	detská	nen	detský	N;MASC;PL	ADJ;NOM;FEM;SG
nens	detská	nen	detský	N;MASC;PL	ADJ;NOM;FEM;SG
nens	detské	nen	detský	N;MASC;PL	ADJ;NOM;NEUT;SG
mapa	mapy	mapa	mapy	N;MASC;SG	N;NOM;FEM;PL
especialment	obzvlášť	especialment	obzvlášť	ADV	PART
especialment	najmä	especialment	najmä	ADV	PART
procés	spracovať	procés	spracovať	N;MASC;SG	V;PFV;POS;NFIN
procés	spracovávať	procés	spracovávať	N;MASC;SG	V;IPFV;POS;NFIN
dret	správne	dret	správne		ADV
dret	spravne	dret	spravne		INTJ
dret	vpravo	dret	vpravo		ADV
dret	právo	dret	právo		N;NOM;NEUT;SG
occidental	occidental	occidental	occidentať	ADJ;SG	PROPN;ANIM;NOM;MASC;SG
vall	údolia	vall	údolie	N;FEM;SG	N;NOM;NEUT;PL
local	miestne	local	miestne	ADJ;SG	ADV
guanyar	výhra	guanyar	výhra	V;NFIN	N;NOM;FEM;SG
ibn	ibn	ibn	ibn	PROPN	PROPN;ANIM;NOM;MASC;SG
set	siedmych	set	siedmy	NUM;PL	ADJ;ANIM;GEN;MASC;PL
set	seven	set	seven	NUM;PL	PROPN;NOM;FEM;SG
set	sedem	set	sedem	NUM;PL	NUM;NOM;NEUT;SG
set	smäd	set	smäd	NUM;PL	N;INAN;NOM;MASC;SG
set	smädný	set	smädný	NUM;PL	ADJ;ANIM;NOM;MASC;SG
campionat	majstrovstvá	campionat	majstrovstvo	N;MASC;SG	N;NOM;NEUT;PL
diu	diu	dir	dia	V;IND;SG;3;PRS;FIN	PROPN;ANIM;NOM;MASC;SG
pla	naplánovať	pla	naplánovať	N;MASC;SG	V;POS;NFIN
classificades	klasifikovaný	classificat	klasifikovaný	ADJ;FEM;PL;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
classificades	utajované	classificat	utajovaný	ADJ;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
classificades	klasifikované	classificat	klasifikovaný	ADJ;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
original	original	original	originať	ADJ;SG	N;INAN;NOM;MASC;SG
original	originál	original	originál	ADJ;SG	N;INAN;NOM;MASC;SG
déu	boh	déu	boh		N;ANIM;NOM;MASC;SG
déu	boha	déu	boh		N;ANIM;ACC;MASC;SG
déu	bože	déu	bože		INTJ
projecte	projektové	projecte	projektový	N;MASC;SG	ADJ;NOM;NEUT;SG
projecte	project	projecte	project	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
vers	verš	vers	verš		N;INAN;NOM;MASC;SG
carrera	kariéry	carrera	kariéra	N;FEM;SG	N;NOM;FEM;PL
alemany	nemčina	alemany	nemčina	ADJ;MASC;SG	N;NOM;FEM;SG
alemany	nemecky	alemany	nemecky	ADJ;MASC;SG	ADV
filla	dcera	filla	dcera	N;FEM;SG	PROPN;NOM;FEM;SG
sis	šesť	sis	šesť	NUM;PL	NUM;NOM;NEUT;SG
sis	six	sis	six	NUM;PL	
bisbe	bishopová	bisbe	bishopový	N;MASC;SG	ADJ;NOM;FEM;SG
bisbe	bishop	bisbe	bishop	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
real	real	real	real	ADJ;SG	N;INAN;NOM;MASC;SG
real	reálne	real	reálne	ADJ;SG	ADV
èxit	úspešné	èxit	úspešný	N;MASC;SG	ADJ;NOM;NEUT;SG
èxit	úspešný	èxit	úspešný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
èxit	úspešná	èxit	úspešný	N;MASC;SG	ADJ;NOM;FEM;SG
