gestapo	الجستابو	gestapo	جِستَابُو	N;INDF;NEUT;SG	
syriske	سورية	syrisk	سُورِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
syriske	السورية	syrisk	سُورِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
syriske	سوريا	syrisk	سُورِيَا	ADJ;PL	
syriske	السوري	syrisk	سُورِيّ	ADJ;PL	ADJ;NOM;DEF;MASC;SG
moss	موس	moss	موس		
anvendelser	الطلبات	anvendelse	طَلَب	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
anvendelser	التطبيقات	anvendelse	تَطبِيق	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
anvendelser	الاستخدامات	anvendelse	اِستِخدَام	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
renovering	الترميم	renovering	تَرمِيم	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
renovering	التجديد	renovering	تَجدِيد	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
face	وجه	face	وَجَّه	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
face	واجه	face	وَاجَه	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
face	الوجه	face	وَجه	N;INDF;NEUT;SG	N;NOM;DEF;SG
mineraler	المعادن	mineral	مَعدِن	N;INDF;NEUT;PL	N;NOM;DEF;PL
bosættelser	المستوطنات	bosættelse	مُستَوطَنَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
bosættelser	التسويات	bosættelse	تَسوِيَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
break	تكسر	break	كَسَّر		V;IPFV;FEM;IND;SG;3;FIN;ACT
break	كسر	break	كَسر		N;NOM;INDF;SG
break	استراحة	break	اِستِرَاحَة		N;NOM;INDF;SG
done	معمول	done	مَعمُول		ADJ;NOM;INDF;MASC;SG
done	فعلت	done	فَعَل		V;PFV;FEM;SG;3;ACT
done	تمت	done	تَمّ		V;PFV;FEM;SG;3;ACT
done	تم	done	تَمّ		V;PFV;MASC;SG;3;ACT
done	انتهيت	done	اِنتَهَى		V;PFV;FEM;SG;3;ACT
radar	الرادار	radar	رَادَار	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
elias	الياس	elias	إِليَاس	N;INDF;MASC+FEM;SG	
hertz	هرتز	hertz	هرتز	N;INDF;MASC+FEM;SG	
hertz	هيرتز	hertz	هيرتز	N;INDF;MASC+FEM;SG	
halsen	حنجرة	hals	حُنجُرَة	N;DEF;MASC+FEM;SG	
halsen	الحلق	hals	حَلق	N;DEF;MASC+FEM;SG	
halsen	رقبة	hals	رَقَبَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
halsen	عنق	hals	عَنق	N;DEF;MASC+FEM;SG	
nancy	نانسي	nancy	نانسي		
repræsentation	التمثيل	repræsentation	تَمثِيل	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
tårne	الابراج	tå	بَرَج	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
glee	غلي	gle	غَلِيّ	N;INDF;MASC+FEM;SG	
gotisk	القوطية	gotisk	قَوطِيّ	ADJ;INDF;SG	
spirit	الروح	spirit	رُوح		N;NOM;DEF;SG
spirit	روح	spirit	رُوح		
fed	السمين	fed	سَمِين	ADJ;INDF;MASC+FEM;SG	N;NOM;DEF;SG
fed	بدين	fed	بدين	ADJ;INDF;MASC+FEM;SG	
fed	الدهون	fed	دَهن	ADJ;INDF;MASC+FEM;SG	N;NOM;DEF;PL
fed	سمين	fed	سَمِين	ADJ;INDF;MASC+FEM;SG	
fed	دهن	fed	دِهن	ADJ;INDF;MASC+FEM;SG	
ministerium	الوزارة	ministerium	وِزَارَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
tusinder	الاف	tusinde	أَلف	N;INDF;NEUT;PL	NUM;NOM;INDF;PL
tusinder	الالاف	tusinde	أَلف	N;INDF;NEUT;PL	N;NOM;DEF;PL
ækvator	الاستواء	ækvator	اِستِوَاء	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
shepherd	الراعي	shepherd	رَاعِي		N;NOM;DEF;SG
thompson	تومسن	thompson	تُومسِن		
thompson	ثومبسون	thompson	ثُومبِسُون		
thompson	طومسون	thompson	طُومسُون		
thompson	تومسون	thompson	تُومسُون		
daily	اليومية	daily	يَومِيّ		ADJ;NOM;DEF;FEM;SG
daily	اليومي	daily	يَومِيّ		ADJ;NOM;DEF;MASC;SG
daily	يومية	daily	يَومِيّ		ADJ;NOM;INDF;FEM;SG
daily	يوميا	daily	يَومِيّ		ADJ;ACC;INDF;MASC;SG
aristoteles	ارسطو	aristotele	أَرسَطُو	N;INDF;MASC+FEM;SG	
sagn	الاسطورة	sagn	أُسطُورَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
sagn	الفولكلور	sagn	الفولكلور	N;INDF;NEUT;SG	N;NOM;DEF;SG
sagn	اساطير	sagn	أُسطُورَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
sagn	الاساطير	sagn	أُسطَاطِير	N;INDF;NEUT;SG	N;NOM;DEF;PL
blank	بياض	blank	بَيَاض	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;SG
dårligere	اسوء	dårlig	أَسوَء	ADV;CMPR	
nature	طبيعة	natur	طَبِيعَة		N;NOM;INDF;SG
nature	الطبيعة	natur	طَبِيعَة		N;NOM;DEF;SG
aktuelt	التيار	aktuel	تَيَّار	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
aktuelt	تيار	aktuel	تَيَّار	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
aktuelt	الحالي	aktuel	حَالِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
speed	سبيد	speed	سبيد		
speed	السرعة	speed	سُرعَة		N;NOM;DEF;SG
speed	سرعة	speed	سُرعَة		N;NOM;INDF;SG
argentinske	الارجنتين	argentinsk	أَرجَنتِين	ADJ;PL	
zagreb	زغرب	zagreb	زَغرَب		
tilfældigt	عشوائية	tilfældigt	عَشوَائِيّ	ADV	ADJ;NOM;INDF;FEM;SG
tilfældigt	عشوائي	tilfældigt	عَشوَائِيّ	ADV	ADJ;NOM;INDF;MASC;SG
tilfældigt	مصادفة	tilfældigt	مُصَادَفَة	ADV	N;NOM;INDF;SG
tilfældigt	الصدفة	tilfældigt	صُدفَة	ADV	N;NOM;DEF;SG
tilfældigt	صدفة	tilfældigt	صَدَفَة	ADV	N;NOM;INDF;SG
smart	ذكي	smart	ذَكَى	ADJ;INDF;SG	N;NOM;INDF;SG
smart	الهوى	smart	هُوَيّ	ADJ;INDF;SG	N;NOM;DEF;SG
smart	ذكي	smart	ذَكَى	ADJ;INDF;SG	N;NOM;INDF;SG
smart	ذكاء	smart	ذَكَاء	ADJ;INDF;SG	
smart	سمارت	smart	سَمَار	ADJ;INDF;SG	
fangenskab	الاسير	fangenskab	أَسِير	N;INDF;MASC+FEM;SG	
roland	رولاند	roland	رولاند	N;INDF;MASC+FEM;SG	
turner	ترنر	turner	رَنَّر	N;INDF;MASC+FEM;SG	
turner	تيرنر	turner	تَيرِنَر	N;INDF;MASC+FEM;SG	
wing	وينج	wing	وينج		
wing	الجناح	wing	جَنَاح		N;NOM;DEF;SG
wing	جناح	wing	جَنَاح		N;NOM;INDF;SG
udnævnelse	الترشيح	udnævnelse	تَرشِيح	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
udnævnelse	التعيينات	udnævnelse	تَعيِين	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
udnævnelse	التعيين	udnævnelse	تَعيِين	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
udnævnelse	الموعد	udnævnelse	مَوعِد	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
nytte	المنفعة	nytte	مَنفَعَة	V;NFIN;ACT	N;NOM;DEF;SG
nytte	الفائدة	nytte	فَائِدَة	V;NFIN;ACT	N;NOM;DEF;SG
afhængige	مدمن	afhængig	مدمن	ADJ;PL	
afhængige	مدمني	afhængig	مدمني	ADJ;PL	N;NOM;INDF;PL
dirty	قذرة	dirty	قَذرَة		ADJ;NOM;INDF;FEM;SG
dirty	القذرة	dirty	قَذرَة		N;NOM;DEF;SG
cirkus	السيرك	cirkus	السيرك	N;INDF;NEUT;SG	N;NOM;DEF;SG
cirkus	سيرك	cirkus	سيرك	N;INDF;NEUT;SG	
hud	هد	hud	هَد	N;INDF;MASC+FEM;SG	
hud	الجلد	hud	جَلد	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
hud	البشرة	hud	بَشَرَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
landing	الهبوط	landing	هُبُوط	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
indledning	المقدمة	indledning	مُقَدَّمَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
orientering	توجه	orientering	تَوَجَّه	N;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
orientering	التوجه	orientering	تَوَجُّه	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
orientering	التوجيه	orientering	تَوجِيه	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
bin	bin	bin	مُثَّة		
bin	بن	bin	بِن		PROPN
floyd	فلويد	floyd	فلويد		
hegn	المبارزة	hegn	مُبَارَزَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
hegn	الاسوار	hegn	سُور	N;INDF;NEUT;SG	N;NOM;DEF;PL
hegn	اسوار	hegn	سُور	N;INDF;NEUT;SG	
hegn	السياج	hegn	سِيَاج	N;INDF;NEUT;SG	N;NOM;DEF;SG
hegn	السور	hegn	سُور	N;INDF;NEUT;SG	N;NOM;DEF;SG
hegn	سور	hegn	سُور	N;INDF;NEUT;SG	
lilla	البنفسجي	lilla	بَنفسِجِيّ		N;NOM;DEF;SG
lilla	الارجواني	lilla	أَرج		
lilla	بيربل	lilla	بِيربَل		
meninger	الاراء	mening	رَأي	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
groft	الخام	groft	خَام	ADV	ADJ;NOM;DEF;MASC;SG
groft	خشن	groft	خَشن	ADV	N;NOM;INDF;SG
krydset	تقاطع	kryds	تَقَاطُع	N;DEF;NEUT;SG	N;NOM;INDF;SG
krydset	عبرت	kryds	عَبَر	N;DEF;NEUT;SG	V;PFV;FEM;SG;3;ACT
slagskibe	البوارج	slagskib	بَارِجَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
iowa	ايوا	iowa	أَيّ		
litteraturen	ادب	litteratur	أَدَب	N;DEF;MASC+FEM;SG	
gennemgang	المراجعة	gennemgang	مُرَاجَعَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
gennemgang	الاستعراض	gennemgang	اِستِعرَاض	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
drager	التنانين	drage	تَننَان	V;IND;PRS;FIN;ACT	
butler	باتلر	butle	باتلر	N;INDF;MASC+FEM;SG	
kaos	كيوس	kaos	كَيس	N;INDF;NEUT;SG	
kaos	كايوس	kaos	كايوس	N;INDF;NEUT;SG	
kaos	فوضى	kaos	فوضى	N;INDF;NEUT;SG	
kaos	الفوضى	kaos	فَوضَى	N;INDF;NEUT;SG	N;NOM;DEF;SG
marina	مارينا	marina	مارينا	N;INDF;MASC+FEM;SG	
konsul	القنصل	konsul	قُنصُل	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kvaliteten	جودة	kvalitet	جَودَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
cfg	cfg	cfg	سَذَث		
teknikken	تقنية	teknik	تَقنِيَّة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
pablo	بابلو	pablo	بابلو		
split	انقسام	split	اِنقِسَام		N;NOM;INDF;SG
split	التقسيم	split	تَقسِيم		N;NOM;DEF;SG
split	تقسيم	split	تَقسِيم		N;NOM;INDF;SG
hangarskibe	الناقلين	hangarskib	نَاقِل	N;INDF;MASC+FEM;PL	N;ACC;DEF;PL
geologi	الجيولوجيا	geologi	الجيولوجيا	N;INDF;MASC+FEM;SG	
johnston	جونستون	johnston	جُونستُون	N;INDF;MASC+FEM;SG	
begrænsninger	القيود	begrænsning	قَيد	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
begrænsninger	القيود	begrænsning	قَيد	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
begrænsninger	القيود	begrænsning	قَيد	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
begrænsninger	العوائق	begrænsning	عَائِق	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
begrænsninger	المعوقات	begrænsning	مُعَوِّق	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
gaver	الهدايا	gave	هَدِيَّة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
gaver	الهبات	gave	هَبَات	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
gaver	الهدايا	gave	هَدِيَّة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
gaver	يعرض	gave	عَرَّض	N;INDF;MASC+FEM;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
soldaterne	جنود	soldat	جُندِيّ	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
oplevelse	التجربة	oplevelse	تَجرِبَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
oplevelse	الخبرة	oplevelse	خِبرَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
oplevelse	الخبرات	oplevelse	خِبرَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
mystiske	غامض	mystisk	غَامَض	ADJ;PL	ADJ;NOM;INDF;MASC;SG
mystiske	غامضة	mystisk	غَامِض	ADJ;PL	ADJ;NOM;INDF;FEM;SG
mystiske	باطني	mystisk	باطني	ADJ;PL	ADJ;NOM;INDF;MASC;SG
mystiske	الصوفي	mystisk	صُوفِيّ	ADJ;PL	
massakren	مذبحة	massakr	مَذبَحَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
massakren	مجزرة	massakr	مُجَزِّر	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
paradise	جنة	paradis	جنة	N;INDF;MASC+FEM;SG	
paradise	الجنة	paradis	جَنَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
paradise	الفردوس	paradis	فَردُوس	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
sri	سري	sri	سري	PROPN	
filosofisk	الفلسفية	filosofisk	فِلَسفِيّ	ADV	N;NOM;DEF;SG
glade	يسعد	glad	سَعِد	ADJ;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
glade	سعيده	glad	سعيده	ADJ;PL	PRO;NOM;FEM;SG;3
glade	هابي	glad	هابي	ADJ;PL	
glade	سعيد	glad	سعيد	ADJ;PL	
glade	سعيدة	glad	سَعِيد	ADJ;PL	ADJ;NOM;INDF;FEM;SG
cola	الكوكا	cola	الكوكا		
cola	الكوك	cola	الكوك		N;NOM;DEF;SG
cola	كوكا	cola	كُوكَا		
cola	الكولا	cola	الكولا		N;NOM;DEF;SG
cola	كولا	cola	كُولَا		
queens	كوينز	que	كوينز	N;GEN;DEF;MASC+FEM;SG	
queens	الملكات	que	مَلَكَّة	N;GEN;DEF;MASC+FEM;SG	N;NOM;DEF;PL
moser	موزر	mose	مُوَزِّر	N;INDF;MASC+FEM;PL	
astronomi	فلك	astronomi	فٰلِكَ	N;INDF;MASC+FEM;SG	
afsluttende	الانتهاء	afslutte	اِنتِهَاء	V;PRS;V.PTCP	N;NOM;DEF;SG
afsluttende	الاغلاق	afslutte	إِغلَاق	V;PRS;V.PTCP	N;NOM;DEF;SG
afsluttende	اغلاق	afslutte	إِغلَاق	V;PRS;V.PTCP	N;NOM;INDF;SG
afsluttende	النهائي	afslutte	نِهَائِيّ	V;PRS;V.PTCP	ADJ;NOM;DEF;MASC;SG
afsluttende	نهائي	afslutte	نِهَائِيّ	V;PRS;V.PTCP	N;NOM;INDF;SG
utah	يوتا	utah	يُوتَا		
utah	يوتاه	utah	وَتَاء		
profession	المهنة	profession	مُهَنِّئ	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
rigeste	اغنى	rig	أَغنَى	ADJ;DEF;RL	
karakterer	الرتب	karakter	رُتبَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
karakterer	الدرجات	karakter	دَرَجَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
karakterer	الاحرف	karakter	أَحرَف	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
karakterer	الشخصيات	karakter	شَخصِيَّة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
provinserne	محافظات	provins	مُحَافِظَة	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
provinserne	الاقاليم	provins	أَقلَام	N;DEF;MASC+FEM;PL	
joint	مشتركة	joint	مُشتَرَك		ADJ;NOM;INDF;FEM;SG
ondt	الشر	ondt	شَرّ	ADV	N;NOM;DEF;SG
ondt	شرا	ondt	شَرّ	ADV	N;NOM;INDF;SG
ondt	شر	ondt	شَرّ	ADV	
ondt	تؤذي	ondt	أَذَى	ADV	V;IPFV;MASC;IND;SG;2;FIN;ACT
ondt	اذى	ondt	أَذَى	ADV	
ondt	قاسي	ondt	قاسي	ADV	ADJ;NOM;INDF;MASC;SG
ondt	ضروب	ondt	ضَرب	ADV	N;NOM;INDF;SG
arving	الوريثة	arving	وَرِيث	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
arving	الوريث	arving	وَرِيث	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
fattig	مسكين	fattig	مسكين	ADJ;INDF;MASC+FEM;SG	
fattig	الفقراء	fattig	فَقِير	ADJ;INDF;MASC+FEM;SG	N;NOM;DEF;PL
fattig	الفقير	fattig	فَقِير	ADJ;INDF;MASC+FEM;SG	N;NOM;DEF;SG
fattig	فقراء	fattig	فَقِير	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;PL
funktionen	دالة	funktion	دَالَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
funktionen	وظيفة	funktion	وَظِيفَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
funktionen	ميزة	funktion	مِيزَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
funktionen	سمة	funktion	سِمَّة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
mainsnak	mainsn	mainsnak	mainsn		
avanceret	متقدم	avanceret	مُتَقَدِّم	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
avanceret	متقدمة	avanceret	مُتَقَدِّم	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
avanceret	المتقدمة	avanceret	مُتَقَدِّم	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;FEM;SG
avanceret	المتقدم	avanceret	مُتَقَدِّم	V;INDF;SG;PST;V.PTCP	ADJ;NOM;DEF;MASC;SG
udsatte	المؤجلة	udsat	مُؤَجَّل	ADJ;PL	ADJ;NOM;DEF;FEM;SG
craig	كريغ	craig	كرِيغ		
craig	كريج	craig	كريج		
beregninger	الحسابات	beregning	حِسَاب	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
varieret	متنوعة	variere	مُتَنَوِّع	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
stjernen	نجمة	stjerne	نَجمَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
stjernen	نجم	stjerne	نجم	N;DEF;MASC+FEM;SG	
stjernen	ستار	stjerne	سِتَار	N;DEF;MASC+FEM;SG	
håndværkere	الحرفيين	håndværker	حَرفِيّ	N;INDF;NEUT;PL	ADJ;NOM;DEF;MASC;PL
håndværkere	الحرفيين	håndværker	حَرفِيّ	N;INDF;NEUT;PL	ADJ;NOM;DEF;MASC;PL
kalk	كالسيوم	kalk	كالسيوم	N;INDF;NEUT;SG	
kalk	الكالسيوم	kalk	الكالسيوم	N;INDF;NEUT;SG	
kalk	لايم	kalk	لايم	N;INDF;NEUT;SG	
distribution	التوزيع	distribution	تَوزِيع	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
bonn	بون	bonn	بون	PROPN	
smal	ضيق	smal	ضيق	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;SG
smal	تضييق	smal	تَضيِيق	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;SG
mekaniske	ميكانيكي	mekanisk	مِيكَانِيكِي	ADJ;PL	ADJ;NOM;INDF;MASC;SG
mekaniske	ميكانيكية	mekanisk	مِيكَانِيكِيَّة	ADJ;PL	ADJ;NOM;INDF;FEM;SG
mekaniske	الميكانيكية	mekanisk	مِيكَانِيكِيَّة	ADJ;PL	N;NOM;DEF;SG
litterær	ادبي	litterær	أَدبَى	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;SG
litterær	الادبية	litterær	أَدَبِيّ	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
fylde	ملء	fylde	مَلء	V;NFIN;ACT	N;NOM;INDF;SG
fylde	ملا	fylde	مَلَا	V;NFIN;ACT	
fylde	املا	fylde	أَمَل	V;NFIN;ACT	N;ACC;INDF;SG
dokumentar	الوثائقي	dokumentar	وَثَائِقِيّ	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
dokumentar	وثائقي	dokumentar	وَثَائِقِيّ	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
farvande	ووترز	farvand	ووترز	N;INDF;NEUT;PL	
gener	الجينات	gen	جَينَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
generaler	الجنرالات	general	الجنرالات	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
teatre	المسارح	teater	مَسرَحَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
teatre	المسارح	teater	مَسرَحَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
flytning	الانتقال	flytning	اِنتِقَال	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
flytning	التحرك	flytning	تَحَرُّك	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
flytning	الحركة	flytning	حَرَكَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
munke	الرهبان	munke	رَهَبَان	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
mexicansk	مكس	mexicansk	مَكس	ADJ;INDF;SG	
mexicansk	المكسيكي	mexicansk	مَكسِيكِيّ	ADJ;INDF;SG	N;NOM;DEF;SG
gottlieb	g	gottlie	!	N;INDF;MASC+FEM;SG	
jung	جونغ	jung	جُونغ		
jung	جونج	jung	جونج		
jung	جيونغ	jung	جِيُونغ		
sheffield	شيفيلد	sheffield	شِيفِيلد		
offensiven	هجومية	offensiv	هُجُومِيّ	N;DEF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
offensiven	الهجومية	offensiv	هُجُومِيّ	N;DEF;MASC+FEM;SG	
truman	ترومان	truman	ترومان		
elektroner	الالكترونات	elektrone	الالكترونات	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
påstande	المطالبات	påstande	مُطَالَبَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
påstande	الادعاءات	påstande	إِدعَاء	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
påstande	المزاعم	påstande	مَزعَمَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
riges	الرايخ	rig	رَايِخ	ADJ;GEN	
eftermiddagen	مساء	eftermiddag	مَسَاء	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
kigger	ابحث	kigge	بَحَث	V;IND;PRS;FIN;ACT	V;MASC;IMP;SG;FIN
kigger	النظر	kigge	نَظَر	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
kigger	مشاهدة	kigge	مُشَاهَدَة	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
wisconsin	ويسكونسن	wisconsin	ويسكونسن	N;INDF;NEUT;SG	
crystal	كريستال	crystal	كرِيستَال		
crystal	بلورة	crystal	بَلوَرَة		N;NOM;INDF;SG
crystal	الكريستال	crystal	كُرَيستَال		N;NOM;DEF;SG
vedligeholdelse	النفقة	vedligeholdelse	نِفقَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
vedligeholdelse	الصيانة	vedligeholdelse	صِيَانَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
malcolm	مالكولم	malcolm	مالكولم		
malcolm	مالكوم	malcolm	مالكوم		
perfekt	الكمال	perfekt	كَمَال	ADJ;INDF;SG	N;NOM;DEF;SG
fugtige	رطبة	fugtig	رُطبَة	ADJ;PL	ADJ;NOM;INDF;FEM;SG
fugtige	رطب	fugtig	رَطَب	ADJ;PL	N;NOM;INDF;SG
cat	القط	cat	قَطّ		
cat	قطة	cat	قُطَّة		N;NOM;INDF;SG
cat	قط	cat	قَطّ		
cat	القطة	cat	قُطَّة		N;NOM;DEF;SG
cat	كات	cat	كَات		
seere	المشاهدين	seer	مُشَاهِد	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
sild	الرنجة	sild	رَنجَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
udfald	الحصيلة	udfald	حَصِيلَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
udfald	النواتج	udfald	نَاتِج	N;INDF;NEUT;SG	N;NOM;DEF;PL
persisk	الفارسي	persisk	فَارِسِيّ	ADJ;INDF;SG	
persisk	الفارسية	persisk	فَارِسِيّ	ADJ;INDF;SG	
commonwealth	كومنولث	commonwealth	كُومُنوِلث		
commonwealth	الكومنولث	commonwealth	الكومنولث		
kunstig	الاصطناعي	kunstig	اِصطِنَاعِيّ	ADJ;INDF;MASC+FEM;SG	N;NOM;DEF;SG
dos	دوس	dos	دُوسَ		
fods	القدم	fod	قَدَم	N;INDF	N;NOM;DEF;SG
fods	قدم	fod	قَدَّم	N;INDF	V;PFV;MASC;SG;3;ACT
spørge	اسال	spørge	أَسَال	V;NFIN;ACT	
bordeaux	بوردو	bordeaux	بوردو		
fænomenet	ظاهرة	fænomene	ظَاهِرَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
bæres	بالية	bære	بَالِيّ	V;IND;PRS;FIN;PASS	ADJ;NOM;INDF;FEM;SG
bæres	لبست	bære	لَبِس	V;IND;PRS;FIN;PASS	V;PFV;FEM;SG;3;ACT
fotos	الصور	fotos	الصور	N;INDF;NEUT;PL	N;NOM;DEF;PL
stage	المنصة	stage	مِنَصَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
stage	المسرح	stage	مَسرَح	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
stage	المرحلة	stage	مَرحَلَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
mistanke	المشتبه	mistanke	مُشتَبَه	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
mistanke	مشتبه	mistanke	مُشتَبَه	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
mistanke	يشتبه	mistanke	اِشتَبَه	N;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;PASS
mistanke	الاشتباه	mistanke	اِشتِبَاه	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
antager	نفترض	antage	نفترض	V;IND;PRS;FIN;ACT	
antager	بافتراض	antage	بافتراض	V;IND;PRS;FIN;ACT	
paradis	جنة	paradis	جنة	N;INDF;NEUT;SG	
paradis	الجنة	paradis	جَنَّة	N;INDF;NEUT;SG	N;NOM;DEF;SG
paradis	الفردوس	paradis	فَردُوس	N;INDF;NEUT;SG	N;NOM;DEF;SG
svømmer	للسباحة	svømme	للسباحة	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
