月	moon	月	moon	N	PROPN;NOM;MASC;SG
黑	temna	黑	temen	N	ADJ;NOM;FEM;SG
黑	temni	黑	temen	N	ADJ;NOM;MASC;PL
黑	temno	黑	temno	N	ADV
黑	črno	黑	črn	N	ADJ;NOM;NEUT;SG
黑	črne	黑	črn	N	ADJ;NOM;FEM;PL
黑	črn	黑	črn	N	ADJ;NOM;INDF;MASC;SG
黑	črni	黑	črn	N	ADJ;NOM;MASC;SG
黑	črna	黑	črn	N	ADJ;NOM;FEM;SG
宗	zong	宗	zong	PROPN	
清	qing	清	qing	PROPN	N;NOM;MASC;SG
最高	top	最高	top	ADJ	N;NOM;MASC;SG
最高	vrh	最高	vrh	ADJ	N;NOM;MASC;SG
要求	zahteve	要求	zahteva	V	N;NOM;FEM;PL
要求	prošnja	要求	prošnja	V	N;NOM;FEM;SG
要求	zahtevek	要求	zahtevek	V	N;NOM;MASC;SG
要求	povpraševanje	要求	povpraševanje	V	N;NOM;NEUT;SG
要求	prošnje	要求	prošnja	V	N;NOM;FEM;PL
要求	zahteve	要求	zahteva	V	N;NOM;FEM;PL
讓	jean	讓	jean	V;CAUS	PROPN;NOM;MASC;SG
發現	najdeno	發現	najden	V	ADJ;NOM;RL;NEUT;SG
發現	najdeni	發現	najden	V	ADJ;NOM;RL;MASC;PL
發現	najdena	發現	najden	V	ADJ;NOM;RL;FEM;SG
發現	najden	發現	najden	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
發現	odkritje	發現	odkritje	V	N;NOM;NEUT;SG
發現	discovery	發現	discovery	V	PROPN;NOM;MASC;SG
語	jezikovno	語	jezikoven	N	ADJ;NOM;NEUT;SG
語	jezikovna	語	jezikoven	N	ADJ;NOM;FEM;SG
只有	le	只有	le	ADP	PART
只有	samo	只有	samo	ADP	PART
最大	max	最大	maxa	ADJ	N;NOM;MASC;SG
最大	največ	最大	največ	ADJ	DET
最大	maks	最大	maks	ADJ	PROPN;NOM;MASC;SG
華	hua	華	hua	PROPN	PROPN;NOM;MASC;SG
華	wah	華	Wah	PROPN	PROPN;NOM;MASC;SG
製作	proizvodnja	製作	proizvodnja	V	N;NOM;FEM;SG
製作	pridelava	製作	pridelava	V	N;NOM;FEM;SG
製作	produkcija	製作	produkcija	V	N;NOM;FEM;SG
製作	proizvodnjo	製作	proizvodnja	V	N;ACC;FEM;SG
製作	produkcije	製作	produkcija	V	N;NOM;FEM;PL
製作	produkcija	製作	produkcija	V	N;NOM;FEM;SG
出生	rojen	出生	rojen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
出生	rojena	出生	rojen	V	ADJ;NOM;FEM;SG;V.PTCP
出生	rojene	出生	rojen	V	ADJ;NOM;FEM;PL;V.PTCP
出生	rojeni	出生	rojen	V	ADJ;NOM;MASC;PL;V.PTCP
出生	rojstva	出生	rojstvo	V	N;NOM;NEUT;PL
出生	rojstvo	出生	rojstvo	V	N;NOM;NEUT;SG
朱	zhu	朱	zhu	PROPN	PROPN;NOM;MASC;SG
朱	joo	朱	on	PROPN	PROPN;NOM;MASC;SG
航空	letalsko	航空	letalsko	N	ADJ;NOM;NEUT;SG
航空	letalski	航空	letalski	N	ADJ;NOM;MASC;SG
航空	zračno	航空	zračen	N	ADJ;NOM;NEUT;SG
航空	zračna	航空	zračen	N	ADJ;NOM;FEM;SG
出版	objavljene	出版	objavljen	V	ADJ;NOM;FEM;PL;V.PTCP
出版	objavljena	出版	objavljen	V	ADJ;NOM;FEM;SG;V.PTCP
出版	objavljeno	出版	objavljen	V	ADJ;NOM;NEUT;SG;V.PTCP
出版	objavljeni	出版	objavljen	V	ADJ;NOM;MASC;PL;V.PTCP
出版	objavljen	出版	objavljen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
出版	izdajanje	出版	izdajanje	V	N;NOM;NEUT;SG
出版	objavo	出版	objava	V	N;ACC;FEM;SG
出版	objavljanje	出版	objavljanje	V	N;NOM;NEUT;SG
出版	objava	出版	objava	V	N;NOM;FEM;SG
出版	objavo	出版	objava	V	N;ACC;FEM;SG
出版	objavljanje	出版	objavljanje	V	N;NOM;NEUT;SG
發展	razvoj	發展	razvoj	V	N;NOM;MASC;SG
成功	uspešno	成功	uspešno	N	ADV
成功	uspešen	成功	uspešen	N	ADJ;NOM;INDF;MASC;SG
成功	uspešni	成功	uspešen	N	ADJ;NOM;MASC;PL
成功	uspešna	成功	uspešen	N	ADJ;NOM;FEM;SG
蘭	lan	蘭	lan	PROPN	N;NOM;MASC;SG
蘭	ian	蘭	ian	PROPN	PROPN;NOM;MASC;SG
劉	yoo	劉	yoo	PROPN	PROPN;NOM;MASC;SG
劉	liu	劉	liu	PROPN	PROPN;NOM;FEM;SG
劉	lau	劉	lah	PROPN	
班	vod	班	voda	PROPN	N;NOM;MASC;SG
康	kang	康	kang	PROPN	N;NOM;MASC;SG
島	island	島	island	PROPN	N;NOM;MASC;SG
島	otok	島	otok	PROPN	N;NOM;MASC;SG
島	otoku	島	otok	PROPN	N;DAT;MASC;SG
請	prosim	請	prositi	V	V;IPFV;IND;SG;1;PRS;FIN
官方	uradno	官方	uradno	N	ADV
愛	ljubezni	愛	ljubezen	V	N;GEN;FEM;SG
愛	love	愛	lova	V	N;NOM;MASC;SG
愛	ljubezen	愛	ljubezen	V	N;NOM;FEM;SG
平	ravna	平	raven		V;IPFV;IND;SG;3;PRS;FIN
平	stanovanje	平	stanovanje		N;NOM;NEUT;SG
平	ping	平	ping		N;NOM;MASC;SG
印度	indija	印度	indija	PROPN	N;NOM;FEM;SG
印度	indijo	印度	indeti	PROPN	N;ACC;FEM;SG
街道	street	街道	street	N	
存在	obstoja	存在	obstoj	V	N;NOM;MASC;SG
存在	obstoj	存在	obstoj	V	N;NOM;MASC;SG
存在	prisotnost	存在	prisotnost	V	N;NOM;FEM;SG
存在	prisotnosti	存在	prisotnost	V	N;GEN;FEM;SG
存在	navzočnost	存在	navzočnost	V	N;NOM;FEM;SG
刪除	izbrisan	刪除	izbrisan	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
刪除	izbrisano	刪除	izbrisan	V	ADJ;NOM;NEUT;SG;V.PTCP
刪除	črta	刪除	črta	V	N;NOM;FEM;SG
刪除	izbrisana	刪除	izbrisan	V	ADJ;NOM;FEM;SG;V.PTCP
刪除	izbris	刪除	izbris	V	N;NOM;MASC;SG
刪除	brisanje	刪除	brisanje	V	N;NOM;NEUT;SG
刪除	izbris	刪除	izbris	V	N;NOM;MASC;SG
刪除	brisanje	刪除	brisanje	V	N;NOM;NEUT;SG
刪除	izbris	刪除	izbris	V	N;NOM;MASC;SG
刪除	brisanje	刪除	brisanje	V	N;NOM;NEUT;SG
設計	modeli	設計	model	V	N;NOM;MASC;PL
設計	zasnova	設計	zasnova	V	N;NOM;FEM;SG
設計	oblikovanje	設計	oblikovanje	V	N;NOM;NEUT;SG
設計	dizajn	設計	dizajno	V	N;NOM;MASC;SG
發行	izdajanje	發行	izdajanje	V	N;NOM;NEUT;SG
發行	izdaja	發行	izdajati	V	N;NOM;FEM;SG
卡特	carter	卡特	carter	PROPN	N;NOM;MASC;SG
卡特	carterjeva	卡特	carterjev	PROPN	ADJ;NOM;FEM;SG
群	skupinsko	群	skupinski	N	ADJ;NOM;NEUT;SG
群	skupinski	群	skupinski	N	ADJ;NOM;MASC;SG
群	skupinska	群	skupinski	N	ADJ;NOM;FEM;SG
命名	poimenovanje	命名	poimenovanje	V	N;NOM;NEUT;SG
負責	odgovorno	負責	odgovoren	V	ADJ;NOM;NEUT;SG
負責	odgovornega	負責	odgovoren	V	ADJ;GEN;NEUT;SG
負責	odgovoren	負責	odgovoren	V	ADJ;NOM;INDF;MASC;SG
負責	odgovorni	負責	odgovoren	V	ADJ;NOM;MASC;PL
負責	odgovorna	負責	odgovoren	V	ADJ;NOM;FEM;SG
服務	storitve	服務	storitev	V	N;NOM;FEM;PL
服務	servis	服務	servis	V	N;NOM;MASC;SG
服務	storitve	服務	storitev	V	N;NOM;FEM;PL
服務	storitev	服務	storitev	V	N;NOM;FEM;SG
服務	servis	服務	servis	V	N;NOM;MASC;SG
列表	spisek	列表	spisek		N;NOM;MASC;SG
列表	seznam	列表	seznam		N;NOM;MASC;SG
唐	tang	唐	tang	PROPN	N;NOM;MASC;SG
唐	dona	唐	dona	PROPN	
唐	don	唐	don	PROPN	N;NOM;MASC;SG
西班牙	španija	西班牙	španija	PROPN	N;NOM;FEM;SG
當	kadar	當	kadar	ADP	CONJ
當	ko	當	ko	ADP	CONJ
當	kdaj	當	kdaj	ADP	ADV
超	ultra	超	ulter	PART	
超	super	超	super	PART	
丁	ding	丁	ding	PROPN	N;NOM;MASC;SG
夏	xia	夏	xia	PROPN	PROPN;NOM;MASC;SG
以上	zgoraj	以上	zgoraj	DET	ADV
聖	sveti	聖	svet	PROPN	ADJ;NOM;DEF;MASC;SG
聖	svetnik	聖	svetnik	PROPN	N;NOM;MASC;SG
聖	svetnica	聖	svetnica	PROPN	N;NOM;FEM;SG
聖	saint	聖	saint	PROPN	PROPN;NOM;MASC;SG
志	chi	志	chi	N	PROPN;NOM;MASC;SG
志	či	志	či	N	
已經	ze	已經	ze	ADV	
已經	že	已經	že	ADV	PART
梁	žarek	梁	žarek	PROPN	N;NOM;MASC;SG
梁	snop	梁	snop	PROPN	N;NOM;MASC;SG
梁	leung	梁	leung	PROPN	PROPN;NOM;MASC;SG
梁	liang	梁	liang	PROPN	N;NOM;MASC;SG
梁	žarki	梁	žarek	PROPN	N;NOM;MASC;PL
武	takeshi	武	tak	N	
半	pol	半	pol	PART	DET
半	polovica	半	polovica	PART	N;NOM;FEM;SG
半	polovico	半	polovica	PART	N;ACC;FEM;SG
東京	tokio	東京	tokio	PROPN	PROPN;NOM;MASC;SG
現在	zdaj	現在	zdaj	N	ADV
現在	sedaj	現在	sedaj	N	ADV
後來	pozneje	後來	pozno	N	ADV;CMPR
後來	kasneje	後來	kasno	N	ADV;CMPR
女性	ženski	女性	ženski	N	ADJ;NOM;MASC;SG
男	moško	男	moški	N	ADJ;NOM;NEUT;SG
男	moška	男	moški	N	ADJ;NOM;FEM;SG
之前	pred	之前	pred	N	ADP;INS
之前	preden	之前	preden	N	CONJ
之前	prej	之前	prej	N	ADV;CMPR
合作	sodelovanje	合作	sodelovanje	V	N;NOM;NEUT;SG
合作	sodelovanje	合作	sodelovanje	V	N;NOM;NEUT;SG
只	le	只	le	ADV	PART
只	samo	只	samo	ADV	PART
一	nekoč	一	nekoč	NUM	ADV
一	enkrat	一	enkrat	NUM	ADV
封	feng	封	feng	V	N;NOM;MASC;SG
封	pečat	封	pečat	V	N;NOM;MASC;SG
皮	usnje	皮	usnji	N	
而且	in	而且	in	ADV	CONJ
形成	oblikovanje	形成	oblikovanje	V	N;NOM;NEUT;SG
形成	nastanek	形成	nastanek	V	N;NOM;MASC;SG
形成	formacijo	形成	formacija	V	N;ACC;FEM;SG
九	nine	九	nini		
九	devet	九	devet		NUM;NOM;PL
接受	sprejemanje	接受	sprejemanje	V	N;NOM;NEUT;SG
接受	sprejetje	接受	sprejetje	V	N;NOM;NEUT;SG
接受	sprejem	接受	sprejem	V	N;NOM;MASC;SG
接受	sprejeta	接受	sprejet	V	ADJ;NOM;FEM;SG;V.PTCP
接受	sprejete	接受	sprejet	V	ADJ;NOM;FEM;PL;V.PTCP
接受	sprejet	接受	sprejet	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
接受	sprejeto	接受	sprejet	V	ADJ;NOM;NEUT;SG;V.PTCP
交通	prometni	交通	prometen	N	ADJ;NOM;MASC;SG
交通	prevozno	交通	prevozen	N	ADJ;NOM;NEUT;SG
木	lesen	木	lesen	N	ADJ;NOM;INDF;MASC;SG
木	leseno	木	lesen	N	ADJ;NOM;NEUT;SG
木	lesena	木	lesen	N	ADJ;NOM;FEM;SG
木	leseni	木	lesen	N	ADJ;NOM;MASC;PL
木	wood	木	wood	N	PROPN;NOM;MASC;SG
木	lesena	木	lesen	N	ADJ;NOM;FEM;SG
木	lesni	木	lesen	N	ADJ;NOM;DEF;MASC;SG
木	leseno	木	lesen	N	ADJ;NOM;NEUT;SG
討論	razprave	討論	razprava	V	N;NOM;FEM;PL
直接	neposredni	直接	neposreden	ADV	ADJ;NOM;MASC;SG
直接	neposreden	直接	neposreden	ADV	ADJ;NOM;INDF;MASC;SG
直接	neposredna	直接	neposreden	ADV	ADJ;NOM;FEM;SG
直接	neposredne	直接	neposreden	ADV	ADJ;NOM;FEM;PL
參與	sodelujoči	參與	sodelujoč	V	ADJ;NOM;MASC;PL;V.PTCP
參與	sodelujoča	參與	sodelujoč	V	ADJ;NOM;FEM;SG;V.PTCP
參與	sodelujoče	參與	sodelujoč	V	ADJ;NOM;FEM;PL;V.PTCP
參與	zaroka	參與	zarok	V	N;NOM;FEM;SG
參與	vključenost	參與	vključenost	V	N;NOM;FEM;SG
參與	udeležba	參與	udeležba	V	N;NOM;FEM;SG
參與	udeležbo	參與	udeležba	V	N;ACC;FEM;SG
參與	udeležbe	參與	udeležba	V	N;NOM;FEM;PL
參與	sodelovanje	參與	sodelovanje	V	N;NOM;NEUT;SG
朗	lang	朗	lang		
朗	lon	朗	lon		
湖	lake	湖	lak	N	
根	korenina	根	korenina	PROPN	N;NOM;FEM;SG
根	korena	根	koren	PROPN	N;NOM;MASC;SG
根	koren	根	koren	PROPN	N;NOM;MASC;SG
根	korenine	根	korenina	PROPN	N;NOM;FEM;PL
根	root	根	root	PROPN	N;NOM;MASC;SG
根	korenine	根	korenina	PROPN	N;NOM;FEM;PL
保留	rezervacije	保留	rezervacija	V	N;NOM;FEM;PL
保留	rezervirano	保留	rezervirano	V	ADJ;NOM;NEUT;SG;V.PTCP
保留	rezervirane	保留	rezerviran	V	ADJ;NOM;FEM;PL;V.PTCP
保留	rezervirana	保留	rezerviran	V	ADJ;NOM;FEM;SG;V.PTCP
保留	rezerviran	保留	rezerviran	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
保留	rezervacije	保留	rezervacija	V	N;NOM;FEM;PL
保留	rezervat	保留	rezervat	V	N;NOM;MASC;SG
希望	upanja	希望	upanje	V	N;GEN;NEUT;SG
希望	hope	希望	hopa	V	
希望	upanje	希望	upanje	V	N;NOM;NEUT;SG
心	srčna	心	srčen	N	ADJ;NOM;FEM;SG
心	srčno	心	srčno	N	ADV
巴士	avtobusna	巴士	avtobusen	N	ADJ;NOM;FEM;SG
播放	oddajanje	播放	oddajanje	V	N;NOM;NEUT;SG
播放	predvajanja	播放	predvajanje	V	N;GEN;NEUT;SG
播放	predvajanje	播放	predvajanje	V	N;NOM;NEUT;SG
播放	igra	播放	igra	V	N;NOM;FEM;SG
播放	predvajanje	播放	predvajanje	V	N;NOM;NEUT;SG
播放	igranje	播放	igranje	V	N;NOM;NEUT;SG
增加	povečanje	增加	povečanje	V	N;NOM;NEUT;SG
增加	zvišanje	增加	zvišanje	V	N;NOM;NEUT;SG
增加	povišanje	增加	povišanje	V	N;NOM;NEUT;SG
增加	povečanje	增加	povečanje	V	N;NOM;NEUT;SG
增加	naraščajoče	增加	naraščajoč	V	ADJ;NOM;NEUT;PL;V.PTCP
增加	povečevanje	增加	povečevanje	V	N;NOM;NEUT;SG
增加	povišanja	增加	povišanje	V	N;NOM;NEUT;PL
增加	povečana	增加	povečan	V	ADJ;NOM;FEM;SG;V.PTCP
增加	povečan	增加	povečan	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
增加	povečano	增加	povečan	V	ADJ;NOM;NEUT;SG;V.PTCP
增加	zvišana	增加	zvišan	V	ADJ;NOM;FEM;SG;V.PTCP
角	kotni	角	kotniti	N	ADJ;NOM;MASC;SG
角	cape	角	capa	N	PROPN;NOM;MASC;SG
這些	tele	這些	tel	DET	
丹	dan	丹	dan	PROPN	N;NOM;MASC;SG
太	preveč	太	preveč	ADV	DET
徐	seo	徐	seo	PROPN	N;NOM;MASC;SG
徐	tsui	徐	tsui	PROPN	N;NOM;MASC;SG
永	wing	永	wing	PROPN	
永	krilo	永	krilo	PROPN	N;NOM;NEUT;SG
永	yong	永	yong	PROPN	PROPN;NOM;MASC;SG
美	dolarji	美	dolar	PROPN	N;NOM;MASC;PL
美	dolarje	美	dolar	PROPN	N;ACC;MASC;PL
美	dolarja	美	dolar	PROPN	N;NOM;MASC;SG
美	dolar	美	dolar	PROPN	N;NOM;MASC;SG
霍	huo	霍	huo	PROPN	N;NOM;MASC;SG
投票	glasovanje	投票	glasovanje	V	N;NOM;NEUT;SG
投票	glasovanje	投票	glasovanje	V	N;NOM;NEUT;SG
投票	anketa	投票	anket	V	N;NOM;FEM;SG
灣	bay	灣	bay	N	PROPN;NOM;MASC;SG
寺	temple	寺	temple	N	
雖然	čeprav	雖然	čeprav	ADP	CONJ
雖然	čeprav	雖然	čeprav	ADP	CONJ
參加	sodelujoči	參加	sodelujoč	V	ADJ;NOM;MASC;PL;V.PTCP
參加	sodelujoča	參加	sodelujoč	V	ADJ;NOM;FEM;SG;V.PTCP
參加	sodelujoče	參加	sodelujoč	V	ADJ;NOM;FEM;PL;V.PTCP
特別	specialno	特別	specialno	ADV	ADJ;NOM;NEUT;SG
特別	posebna	特別	poseben	ADV	ADJ;NOM;FEM;SG
特別	posebne	特別	poseben	ADV	ADJ;NOM;FEM;PL
特別	poseben	特別	poseben	ADV	ADJ;NOM;INDF;MASC;SG
控制	kontrola	控制	kontrola	V	N;NOM;FEM;SG
控制	krmiljenje	控制	krmiljenje	V	N;NOM;NEUT;SG
控制	nadzor	控制	nadzor	V	N;NOM;MASC;SG
控制	obvladovanje	控制	obvladovanje	V	N;NOM;NEUT;SG
控制	kontrole	控制	kontrola	V	N;NOM;FEM;PL
控制	nadzor	控制	nadzor	V	N;NOM;MASC;SG
蒙	mont	蒙	mont	PROPN	PROPN;NOM;MASC;SG
以下	spodaj	以下	spodaj	DET	ADV
然而	še	然而	še	ADV	PART
七	seven	七	seven	NUM	
仁	jin	仁	jin	PROPN	PROPN;NOM;MASC;SG
仁	jen	仁	jen	PROPN	PROPN;NOM;MASC;SG
隆	takashi	隆	takasha	PROPN	
隆	ryu	隆	ryu	PROPN	N;NOM;MASC;SG
青	ching	青	ching	N	
播出	oddajanje	播出	oddajanje	V	N;NOM;NEUT;SG
倫	lun	倫	lun	PROPN	N;NOM;FEM;SG
宋	pesem	宋	pesem	PROPN	N;NOM;FEM;SG
附近	blizu	附近	blizu	N	ADV
附近	bližnje	附近	bližnji	N	ADJ;NOM;FEM;SG
店	prodajalna	店	prodajalna	N	ADJ;NOM;FEM;SG
店	prodajalna	店	prodajalna	N	ADJ;NOM;FEM;SG
二十	twenty	二十	twenty	NUM	N;NOM;MASC;SG
分類	razvrstiti	分類	razvrstiti	N	V;PFV;NFIN
源	vir	源	vir		N;NOM;MASC;SG
八	osmica	八	osmica	NUM	N;NOM;FEM;SG
法國	francijo	法國	francija	PROPN	N;ACC;FEM;SG
法國	francija	法國	francija	PROPN	N;NOM;FEM;SG
法國	france	法國	franca	PROPN	N;NOM;MASC;SG
除	razen	除	razen	V	ADP;GEN
不過	toda	不過	toda	ADV	CONJ
不過	ampak	不過	ampak	ADV	CONJ
不過	vendar	不過	vendar	ADV	CONJ
老	stare	老	star	PART	ADJ;NOM;FEM;PL
老	star	老	star	PART	N;NOM;MASC;SG
老	staro	老	star	PART	ADJ;NOM;NEUT;SG
老	stara	老	star	PART	ADJ;NOM;FEM;SG
老	stari	老	star	PART	ADJ;NOM;MASC;PL
選	izberi	選	izbrati	N	V;PFV;IND;SG;3;PRS;FIN
鐵	železo	鐵	želez	PROPN	N;NOM;NEUT;SG
鐵	železov	鐵	želez	PROPN	N;NOM;MASC;SG
鐵	železna	鐵	železen	PROPN	ADJ;NOM;FEM;SG
鐵	železa	鐵	železo	PROPN	N;GEN;NEUT;SG
德國	nemčija	德國	nemčija	PROPN	PROPN;NOM;FEM;SG
動畫	anime	動畫	anima	N	
打	pretep	打	pretep	V	N;NOM;MASC;SG
打	boj	打	boj	V	N;NOM;MASC;SG
打	borba	打	borba	V	N;NOM;FEM;SG
佛	buda	佛	buda	PROPN	N;NOM;MASC;SG
少	manj	少	manj		DET
少	manj	少	manj		DET
頭	head	頭	heada	N	
個人	osebno	個人	oseben	N	ADJ;NOM;NEUT;SG
個人	osebne	個人	oseben	N	ADJ;NOM;FEM;PL
個人	osebni	個人	oseben	N	ADJ;NOM;MASC;SG
個人	osebna	個人	oseben	N	ADJ;NOM;FEM;SG
個人	individualna	個人	individualen	N	ADJ;NOM;FEM;SG
個人	posamezna	個人	posamezen	N	ADJ;NOM;FEM;SG
個人	posamezno	個人	posamezno	N	ADJ;NOM;NEUT;SG
個人	individualno	個人	individualno	N	ADV
個人	posamezni	個人	posamezen	N	ADJ;NOM;MASC;PL
擁有	obsedenost	擁有	obsedenost	V	N;NOM;FEM;SG
擁有	posest	擁有	posest	V	N;NOM;FEM;SG
擁有	posedovanje	擁有	posedovanje	V	N;NOM;NEUT;SG
南部	južna	南部	južen	N	ADJ;NOM;FEM;SG
南部	južno	南部	južen	N	ADV
南部	južni	南部	južen	N	ADJ;NOM;MASC;SG
南部	južno	南部	južen	N	ADV
南部	južna	南部	južen	N	ADJ;NOM;FEM;SG
語言	jezikovno	語言	jezikoven	N	ADJ;NOM;NEUT;SG
語言	jezikovna	語言	jezikoven	N	ADJ;NOM;FEM;SG
相關	ustrezni	相關	ustrezen	V	ADJ;NOM;MASC;SG
相關	ustrezna	相關	ustrezen	V	ADJ;NOM;FEM;SG
相關	povezano	相關	povezan	V	ADJ;NOM;NEUT;SG;V.PTCP
相關	povezani	相關	povezan	V	ADJ;NOM;MASC;PL;V.PTCP
決定	sklep	決定	sklep	V	N;NOM;MASC;SG
決定	odločitev	決定	odločitev	V	N;NOM;FEM;SG
決定	odločba	決定	odločba	V	N;NOM;FEM;SG
決定	odločitve	決定	odločitev	V	N;NOM;FEM;PL
決定	odločbe	決定	odločba	V	N;NOM;FEM;PL
決定	sklepi	決定	sklep	V	N;NOM;MASC;PL
楊	jan	楊	jan	PROPN	N;NOM;MASC;SG
楊	jang	楊	jang	PROPN	N;NOM;MASC;SG
楊	yang	楊	yang	PROPN	PROPN;NOM;MASC;SG
郭	guo	郭	guo	PROPN	PROPN;NOM;MASC;SG
影響	učinek	影響	učinek	V	N;NOM;MASC;SG
影響	trk	影響	trk	V	N;NOM;MASC;SG
影響	vpliv	影響	vpliv	V	N;NOM;MASC;SG
影響	vplivi	影響	vpliv	V	N;NOM;MASC;PL
影響	vplivanje	影響	vplivanje	V	N;NOM;NEUT;SG
影響	vpliv	影響	vpliv	V	N;NOM;MASC;SG
影響	učinki	影響	učinek	V	N;NOM;MASC;PL
影響	vplivi	影響	vpliv	V	N;NOM;MASC;PL
影響	vplivi	影響	vpliv	V	N;NOM;MASC;PL
許多	številni	許多	številen	NUM	ADJ;NOM;MASC;PL
許多	mnogi	許多	mnog	NUM	DET;NOM;MASC;PL
許多	veliko	許多	veliko	NUM	DET
第四	četrto	第四	četrti	NUM	ADJ;NOM;NEUT;SG
第四	četrta	第四	četrti	NUM	ADJ;NOM;FEM;SG
第四	četrtič	第四	četrtič	NUM	N;NOM;MASC;SG
第四	četrti	第四	četrti	NUM	ADJ;NOM;MASC;SG
秀	soo	秀	biti	PROPN	PROPN;NOM;MASC;SG
死	mrtev	死	mrtev	N	ADJ;NOM;INDF;MASC;SG
自治	samostojnost	自治	samostojnost	V	N;NOM;FEM;SG
自治	avtonomija	自治	avtonomij	V	N;NOM;FEM;SG
自治	avtonomijo	自治	avtonomija	V	N;ACC;FEM;SG
蘇	toži	蘇	tožiti	PROPN	V;IPFV;IND;SG;3;PRS;FIN
蘇	sue	蘇	sue	PROPN	PROPN;NOM;FEM;SG
甚至	celo	甚至	celo	ADV	PART
開	odpri	開	odpreti		V;PFV;IMP;SG;2;FIN
開	odprto	開	odprt		ADJ;NOM;NEUT;SG;V.PTCP
田	tian	田	tian	PROPN	N;NOM;MASC;SG
只	le	只	le	ADV	PART
只	samo	只	samo	ADV	PART
結束	konec	結束	konec	V	N;NOM;MASC;SG
巴西	brazilija	巴西	brazilij	PROPN	N;NOM;FEM;SG
共同	pogosti	共同	pogost	ADV	ADJ;NOM;MASC;PL
出版	založnik	出版	založnik	V	N;NOM;MASC;SG
出版	izdajatelj	出版	izdajatelj	V	N;NOM;MASC;SG
出版	založniki	出版	založnik	V	N;NOM;MASC;PL
提名	kandidature	提名	kandidatura	V	N;NOM;FEM;PL
提名	nominacijo	提名	nominacija	V	N;ACC;FEM;SG
提名	nominiran	提名	nominiran	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
保護	varovanje	保護	varovanje	V	N;NOM;NEUT;SG
保護	zaščita	保護	zaščita	V	N;NOM;FEM;SG
保護	varstvo	保護	varstvo	V	N;NOM;NEUT;SG
保護	zaščito	保護	zaščita	V	N;ACC;FEM;SG
保護	varovanje	保護	varovanje	V	N;NOM;NEUT;SG
保護	zaščiteno	保護	zaščiten	V	ADJ;NOM;NEUT;SG;V.PTCP
保護	zaščitena	保護	zaščiten	V	ADJ;NOM;FEM;SG;V.PTCP
保護	zaščiteni	保護	zaščiten	V	ADJ;NOM;MASC;PL;V.PTCP
保護	zaščiten	保護	zaščiten	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
加上	dodajanje	加上	dodajanje	V	N;NOM;NEUT;SG
加上	plus	加上	plus	V	N;NOM;MASC;SG
食	jejo	食	jesti	N	V;IPFV;IND;PL;3;PRS;FIN
食	jedel	食	jesti	N	V;IPFV;MASC;SG;V.PTCP
獨立	neodvisen	獨立	neodvisen	N	ADJ;NOM;INDF;MASC;SG
獨立	samostojna	獨立	samostojen	N	ADJ;NOM;FEM;SG
獨立	samostojno	獨立	samostojen	N	ADV
獨立	neodvisni	獨立	neodvisen	N	ADJ;NOM;MASC;PL
獨立	neodvisno	獨立	neodvisen	N	ADV
獨立	neodvisna	獨立	neodvisen	N	ADJ;NOM;FEM;SG
距離	oddaljenost	距離	oddaljenost	ADP	N;NOM;FEM;SG
距離	razdalja	距離	razdaljati	ADP	N;NOM;FEM;SG
距離	razdalje	距離	razdalja	ADP	N;NOM;FEM;SG
社會	socialno	社會	socialen	N	ADJ;NOM;NEUT;SG
社會	družabni	社會	družaben	N	ADJ;NOM;DEF;MASC;SG
社會	družabno	社會	družabno	N	ADJ;NOM;NEUT;SG
社會	socialne	社會	socialen	N	ADJ;NOM;FEM;PL
社會	socialna	社會	socialen	N	ADJ;NOM;FEM;SG
社會	družbena	社會	družben	N	ADJ;NOM;FEM;SG
加拿大	kanada	加拿大	kanada	PROPN	N;NOM;FEM;SG
加拿大	kanado	加拿大	kanada	PROPN	N;ACC;FEM;SG
還	tudi	還	tudi	ADV	PART
哥	bratec	哥	bratec	PROPN	N;NOM;MASC;SG
哥	brat	哥	brat	PROPN	N;NOM;MASC;SG
歐洲	europe	歐洲	europ	PROPN	N;NOM;MASC;SG
歐洲	evropa	歐洲	evropa	PROPN	N;NOM;FEM;SG
歐洲	evropo	歐洲	evropa	PROPN	N;ACC;FEM;SG
歐洲	evropi	歐洲	evropa	PROPN	N;DAT;FEM;SG
歐洲	evropski	歐洲	evropski	PROPN	ADJ;NOM;MASC;SG
歐洲	evropska	歐洲	evropski	PROPN	ADJ;NOM;FEM;SG
歐洲	evropsko	歐洲	evropski	PROPN	ADJ;NOM;NEUT;SG
像	kot	像	kot	ADP	CONJ
鐵路	železniški	鐵路	železniški	N	ADJ;NOM;MASC;SG
鐵路	železniški	鐵路	železniški	N	ADJ;NOM;MASC;SG
功能	funkcionalne	功能	funkcionalen	N	ADJ;NOM;FEM;PL
功能	funkcionalno	功能	funkcionalen	N	ADV
