fundamentala	fundamentales	fundamental	fundamental	ADJ;DEF;FEM;SG	ADJ;PL
dramatice	dramático	dramatic	dramático	ADJ;INDF;FEM;PL	ADJ;MASC;SG
ralph	rodolfo	ralph	rodolfo	PROPN	N;MASC;SG
ralph	ralph	ralph	ralph	PROPN	PROPN
hunter	cazadores	hunter	cazador	N;INDF;MASC;SG	N;MASC;PL
armeni	armenio	armen	armenio	N;INDF;MASC;PL	N;MASC;SG
armeni	armenia	armen	armenia	N;INDF;MASC;PL	ADJ;FEM;SG
vera	vera	vera	ver	N;DEF;FEM;SG	
minima	mínimos	minimă	mínimo	ADJ;DEF;FEM;SG	ADJ;MASC;PL
minima	mínimas	minimă	mínimo	ADJ;DEF;FEM;SG	ADJ;FEM;PL
minima	minimo	minimă	minimo	ADJ;DEF;FEM;SG	N;MASC;SG
minima	mínimos	minimă	mínimo	ADJ;DEF;FEM;SG	ADJ;MASC;PL
minima	mínimas	minimă	mínimo	ADJ;DEF;FEM;SG	ADJ;FEM;PL
minima	minimo	minimă	minimo	ADJ;DEF;FEM;SG	N;MASC;SG
simt	sentido	simți	sentido	V;IND;PL;3;PRS;FIN	N;MASC;SG
simt	feel	simți	feel	V;IND;PL;3;PRS;FIN	N
simt	siente	simți	sentir	V;IND;PL;3;PRS;FIN	V;IND;SG;3;PRS;FIN
simt	siento	simți	sentir	V;IND;PL;3;PRS;FIN	V;IND;SG;1;PRS;FIN
simt	sensación	simți	sensación	V;IND;PL;3;PRS;FIN	N;FEM;SG
simt	sentimiento	simți	sentimiento	V;IND;PL;3;PRS;FIN	N;MASC;SG
patruns	penetraron	patruns	penetrar	ADJ;INDF;MASC;SG	V;IND;PL;3;PST;FIN
patruns	penetró	patruns	penetrar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
cateodata	aveces	cateodată	avez		N
utila	utilidad	utila	utilidad	ADJ;DEF;FEM;SG	N;FEM;SG
utila	útiles	utila	útil	ADJ;DEF;FEM;SG	ADJ;PL
utila	útiles	utila	útil	ADJ;DEF;FEM;SG	ADJ;PL
dotat	dotados	dota	dotado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
dotat	dotados	dota	dotado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
pastrata	conservas	pastrat	conserva	ADJ;DEF;FEM;SG	N;FEM;PL
pastrata	conservados	pastrat	conservado	ADJ;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
clape	teclado	clap	teclado	N;INDF;FEM;PL	N;MASC;SG
predare	enseñar	predare	enseñar	N;INDF;FEM;SG	V;NFIN
predare	enseñando	predare	enseñar	N;INDF;FEM;SG	V;V.MSDR
airlines	airlines	airlines	airlín	PROPN	N;MASC;PL
airlines	aerolíneas	airlines	aerolínea	PROPN	N;FEM;PL
zimbru	zimbru	zimbru	zimbru	N;INDF;MASC;SG	
patrat	cuadrada	patrat	cuadrado	N;INDF;MASC;SG	ADJ;FEM;SG
patrat	cuadrada	patrat	cuadrado	N;INDF;MASC;SG	ADJ;FEM;SG
epic	épica	epic	épica	N;INDF;MASC;SG	ADJ;FEM;SG
epic	épico	epic	épico	N;INDF;MASC;SG	ADJ;MASC;SG
avere	riquezas	avere	riqueza	N;INDF;FEM;SG	N;FEM;PL
windsor	windsor	windsor	windsor	PROPN	N;MASC;SG
fin	aleta	fin	aletar	ADV	N;FEM;SG
fin	fin	fin	fin	ADV	N;MASC;SG
birou	oficinas	birou	oficina	N;INDF;MASC;SG	N;FEM;PL
birou	escritorios	birou	escritorio	N;INDF;MASC;SG	N;MASC;PL
secretul	secreta	secret	secreto	N;DEF;MASC;SG	ADJ;FEM;SG
secretul	secretos	secret	secreto	N;DEF;MASC;SG	N;MASC;PL
aniversare	cumple	aniversare	cumplir	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
executata	ejecutadas	executat	ejecutado	N;DEF;FEM;SG	ADJ;FEM;PL;V.PTCP
executata	ejecutada	executat	ejecutado	N;DEF;FEM;SG	ADJ;FEM;SG;V.PTCP
executata	ejecutado	executat	ejecutado	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
executata	ejecutados	executat	ejecutado	N;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
musulmana	musulmana	musulmana	musulmán	N;DEF;FEM;SG	ADJ;FEM;SG
musulmana	musulmanes	musulmana	musulmán	N;DEF;FEM;SG	N;MASC;PL
rob	robar	rob	robar	N;INDF;MASC;SG	V;NFIN
rob	rob	rob	rob	N;INDF;MASC;SG	PROPN
concret	hormigón	concret	hormigón	ADJ;INDF;MASC;SG	N;MASC;SG
concret	cemento	concret	cemento	ADJ;INDF;MASC;SG	N;MASC;SG
concret	concrete	concret	concretar	ADJ;INDF;MASC;SG	V;IMP;SG;3;FIN
laboratorul	laboratorios	laborator	laboratorio	N;DEF;MASC;SG	N;MASC;PL
maini	manos	maini	mano		N;FEM;PL
decorative	decorativas	decorativ	decorativo	ADJ;INDF;FEM;PL	N;FEM;PL
decorative	decorativo	decorativ	decorativo	ADJ;INDF;FEM;PL	ADJ;MASC;SG
constient	conscientes	constient	consciente	ADJ;INDF;MASC;SG	ADJ;PL
constient	conscientes	constient	consciente	ADJ;INDF;MASC;SG	ADJ;PL
constient	conscientes	constient	consciente	ADJ;INDF;MASC;SG	ADJ;PL
raluca	raluca	raluca	ralucar	N;DEF;FEM;SG	
treimi	tercios	treime	tercio		N;MASC;PL
treimi	terceras	treime	tercero		ADJ;FEM;PL
alegere	elegir	alegere	elegir	N;INDF;FEM;SG	V;NFIN
linda	linda	lindă	linda	N;DEF;FEM;SG	ADJ;FEM;SG
split	dividir	split	dividir	N;INDF;MASC;SG	V;NFIN
split	dividida	split	dividido	N;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
split	divididos	split	dividido	N;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
cascada	cascada	cascada	cascado	N;DEF;FEM;SG	ADJ;FEM;SG;V.PTCP
cascada	cascada	cascada	cascado	N;DEF;FEM;SG	ADJ;FEM;SG;V.PTCP
lev	lev	lev	lev	PROPN	PROPN
colin	colin	colin	colin	PROPN	PROPN
legendele	leyenda	legendă	leyenda	N;DEF;FEM;PL	N;FEM;SG
gruparea	agrupar	grupare	agrupar	N;DEF;FEM;SG	V;NFIN
intentionat	intencional	intentiona	intencional	N;INDF;MASC;SG	ADJ;SG
intentionat	intencionada	intentiona	intencionado	N;INDF;MASC;SG	ADJ;FEM;SG;V.PTCP
intentionat	intencionado	intentiona	intencionado	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
intentionat	intencionales	intentiona	intencional	N;INDF;MASC;SG	ADJ;PL
intentionat	adrede	intentiona	adredar	N;INDF;MASC;SG	
intentionat	intencionadamente	intentiona	intencionadamente	N;INDF;MASC;SG	ADV
intentionat	intencionalmente	intentiona	intencionalmente	N;INDF;MASC;SG	ADV
egipteana	egipto	egiptean	egipto	ADJ;DEF;FEM;SG	N;MASC;SG
egipteana	egipcios	egiptean	egipcio	ADJ;DEF;FEM;SG	N;MASC;PL
implementarea	implementando	implementare	implementar	N;DEF;FEM;SG	V;V.MSDR
cuneo	cuneo	cunoo	cuneo	N;INDF;SG	PROPN
jakob	jakob	jakob	jakob	PROPN	N;MASC;SG
masacrul	masacres	masacru	masacre	N;DEF;MASC;SG	N;FEM;PL
masacrul	matanzas	masacru	matanza	N;DEF;MASC;SG	N;FEM;PL
transferata	transferida	transferat	transferido	N;DEF;FEM;SG	ADJ;FEM;SG;V.PTCP
transferata	transferido	transferat	transferir	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
transferata	trasladado	transferat	trasladar	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
transferata	transferidos	transferat	transferido	N;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
transferata	transferidas	transferat	transferido	N;DEF;FEM;SG	ADJ;FEM;PL;V.PTCP
musulman	musulmanes	musulman	musulmán	ADJ;INDF;MASC;SG	N;MASC;PL
musulman	musulmán	musulman	musulmán	ADJ;INDF;MASC;SG	N;MASC;SG
omagiu	tributos	omagiu	tributo	N;INDF;MASC;SG	N;MASC;PL
negativa	negativas	negativa	negativo	ADJ;DEF;FEM;SG	ADJ;FEM;PL
negativa	negativos	negativa	negativo	ADJ;DEF;FEM;SG	ADJ;MASC;PL
estimeaza	estimaciones	estimează	estimación	V;IND;SG;3;IPFV;FIN	N;FEM;PL
estimeaza	estimado	estimează	estimado	V;IND;SG;3;IPFV;FIN	ADJ;MASC;SG;V.PTCP
estimeaza	estimación	estimează	estimación	V;IND;SG;3;IPFV;FIN	N;FEM;SG
dezvaluit	reveló	dezvalui	revelar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
dezvaluit	revelados	dezvalui	revelar	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
dezvaluit	reveló	dezvalui	revelar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
dezvaluit	reveladas	dezvalui	revelar	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
dezvaluit	revelados	dezvalui	revelar	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
dezvaluit	reveló	dezvalui	revelar	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
dezvaluit	reveladas	dezvalui	revelar	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
maritim	marítimo	maritim	marítimo	ADJ;INDF;MASC;SG	N;MASC;SG
maritim	marítimas	maritim	marítimo	ADJ;INDF;MASC;SG	ADJ;FEM;PL
maritim	marítimos	maritim	marítimo	ADJ;INDF;MASC;SG	N;MASC;PL
nixon	nixon	nixon	nixon	PROPN	N;MASC;SG
arcade	arcadas	arcade	arcado	N;INDF;FEM;PL	ADJ;FEM;PL;V.PTCP
arcade	arcade	arcade	arcade	N;INDF;FEM;PL	N;FEM;SG
voluntar	voluntarios	voluntar	voluntario	ADJ;INDF;MASC;SG	N;MASC;PL
ceh	checo	ceh	checo	ADJ;INDF;MASC;SG	N;MASC;SG
ceh	checos	ceh	checo	ADJ;INDF;MASC;SG	N;MASC;PL
elias	elías	elias	elía	PROPN	N;FEM;PL
elias	elias	elias	elia	PROPN	N;FEM;SG
stanca	rocas	stancă	roca	N;DEF;FEM;SG	N;FEM;PL
stanca	rocas	stancă	roca	N;DEF;FEM;SG	N;FEM;PL
violente	violento	violent	violento	ADJ;INDF;FEM;PL	ADJ;MASC;SG
violente	violenta	violent	violento	ADJ;INDF;FEM;PL	ADJ;FEM;SG
aducand	trayendo	aduca	traer		V;V.MSDR
esec	fracasado	esec	fracasar	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
esec	fallado	esec	fallar	N;INDF;MASC;SG	ADJ;MASC;SG;V.PTCP
esec	falló	esec	fallar	N;INDF;MASC;SG	V;IND;SG;3;PST;FIN
varna	varna	varnă	varna	PROPN	N;MASC;SG
confirma	confirma	confirma	confirmar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
confirma	confirme	confirma	confirmar	V;IND;SG;3;IPFV;FIN	V;IMP;SG;3;FIN
confirma	confirmo	confirma	confirmar	V;IND;SG;3;IPFV;FIN	V;IND;SG;1;PRS;FIN
confirma	confirma	confirma	confirmar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
confirma	confirme	confirma	confirmar	V;IND;SG;3;IPFV;FIN	V;IMP;SG;3;FIN
confirma	confirmo	confirma	confirmar	V;IND;SG;3;IPFV;FIN	V;IND;SG;1;PRS;FIN
houston	houston	houston	houston	PROPN	N;MASC;SG
yeung	yeung	yeung	yeung		N
eficienta	eficientes	eficient	eficiente	ADJ;DEF;FEM;SG	ADJ;PL
eficienta	efectivos	eficient	efectivo	ADJ;DEF;FEM;SG	N;MASC;PL
eficienta	eficiencia	eficient	eficiencia	ADJ;DEF;FEM;SG	N;FEM;SG
eficienta	eficacia	eficient	eficacia	ADJ;DEF;FEM;SG	N;FEM;SG
eficienta	eficiencia	eficient	eficiencia	ADJ;DEF;FEM;SG	N;FEM;SG
eficienta	eficacia	eficient	eficacia	ADJ;DEF;FEM;SG	N;FEM;SG
eficienta	eficientes	eficient	eficiente	ADJ;DEF;FEM;SG	ADJ;PL
eficienta	eficiencia	eficient	eficiencia	ADJ;DEF;FEM;SG	N;FEM;SG
eficienta	eficacia	eficient	eficacia	ADJ;DEF;FEM;SG	N;FEM;SG
proiectare	diseñar	proiectare	diseñar	N;INDF;FEM;SG	V;NFIN
proiectare	diseñando	proiectare	diseñar	N;INDF;FEM;SG	V;V.MSDR
marche	marche	marche	marche	N;INDF;FEM;PL	V;IMP;SG;3;FIN
violenta	violento	violentă	violento	N;DEF;FEM;SG	ADJ;MASC;SG
violenta	violentas	violentă	violento	N;DEF;FEM;SG	ADJ;FEM;PL
violenta	violentos	violentă	violento	N;DEF;FEM;SG	ADJ;MASC;PL
violenta	violenta	violentă	violento	N;DEF;FEM;SG	ADJ;FEM;SG
eleanor	eleanor	eleanor	eleanor	PROPN	N;FEM;SG
eleanor	leonor	eleanor	leonor	PROPN	N;FEM;SG
oferta	ofrezcan	ofertă	ofrecer	N;DEF;FEM;SG	V;IMP;PL;3;FIN
oferta	ofrezcan	ofertă	ofrecer	N;DEF;FEM;SG	V;IMP;PL;3;FIN
favorabile	favorable	favorabil	favorable	ADJ;INDF;FEM;PL	ADJ;SG
favorabile	favorable	favorabil	favorable	ADJ;INDF;FEM;PL	ADJ;SG
castro	castro	castro	castro	PROPN	PROPN
geologice	geológico	geologic	geológico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
geologice	geológica	geologic	geológico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
geologice	geológico	geologic	geológico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
geologice	geológica	geologic	geológico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
franc	franco	franc	franco	N;INDF;MASC;SG	
franc	francos	franc	franco	N;INDF;MASC;SG	N;MASC;PL
flavius	flavio	flaviu	flavio	PROPN	ADJ;MASC;SG
koch	koch	koch	koch	PROPN	PROPN
israeliene	israelíes	israelian	israelí	ADJ;INDF;FEM;PL	N;PL
israeliene	israelí	israelian	israelí	ADJ;INDF;FEM;PL	ADJ;SG
ken	ken	ken	ken	PROPN	PROPN
biologice	biológica	biologic	biológico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
biologice	biológico	biologic	biológico	ADJ;INDF;FEM;PL	ADJ;MASC;SG
stiut	sabían	sti	saber	ADJ;INDF;MASC;SG	V;IND;PL;3;IPFV;FIN
stiut	sabia	sti	sabio	ADJ;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
stiut	sabía	sti	saber	ADJ;INDF;MASC;SG	V;IND;SG;3;IPFV;FIN
stiut	conocía	sti	conocer	ADJ;INDF;MASC;SG	V;IND;SG;3;IPFV;FIN
regulate	regular	regulat	regular	ADJ;INDF;FEM;PL	V;NFIN
regulate	regularidad	regulat	regularidad	ADJ;INDF;FEM;PL	N;FEM;SG
rwanda	rwanda	rwanda	rwanda	PROPN	N;FEM;SG
rwanda	ruanda	rwanda	ruanda	PROPN	N;FEM;SG
ciudat	extraña	ciudat	extraño	ADV	ADJ;FEM;SG
ciudat	strange	ciudat	strange	ADV	N
ciudat	extraño	ciudat	extraño	ADV	ADJ;MASC;SG
ciudat	extraño	ciudat	extraño	ADV	ADJ;MASC;SG
ciudat	raro	ciudat	raro	ADV	ADJ;MASC;SG
ciudat	impar	ciudat	impar	ADV	ADJ;SG
ciudat	impares	ciudat	impar	ADV	N;MASC;PL
ciudat	extraño	ciudat	extraño	ADV	ADJ;MASC;SG
productions	producciones	productions	producción	N;INDF;MASC;SG	N;FEM;PL
mal	mal	mal	mal	N;INDF;MASC;SG	ADV
adapost	refugios	adapost	refugio	N;INDF;MASC;SG	N;MASC;PL
adapost	refugios	adapost	refugio	N;INDF;MASC;SG	N;MASC;PL
tower	torre	tower	torre	PROPN	N;FEM;SG
tower	tower	tower	tower	PROPN	N;MASC;SG
prada	presas	pradă	presa	N;DEF;FEM;SG	N;FEM;PL
prada	presas	pradă	presa	N;DEF;FEM;SG	N;FEM;PL
artista	artistas	artista	artista	N;DEF;FEM;SG	N;PL
artista	artistas	artista	artista	N;DEF;FEM;SG	N;PL
marci	marci	marcă	marci	N;INDF;FEM;PL	PROPN
ordinele	pedidos	ordin	pedido	N;DEF;FEM;PL	ADJ;MASC;PL;V.PTCP
ozn	ovnis	ozn	ovni	N;INDF;MASC;SG	N;MASC;PL
fortificatii	fortificación	fortificat	fortificación	N;INDF;FEM;PL	N;FEM;SG
explicatii	explicación	explicat	explicación	N;INDF;FEM;PL	N;FEM;SG
explicatii	explicación	explicat	explicación	N;INDF;FEM;PL	N;FEM;SG
valabil	válidos	valabil	válido	ADJ;INDF;MASC;SG	ADJ;MASC;PL
monroe	monroe	monroe	monroe	PROPN	N;SG
duh	duh	duh	duh	N;INDF;MASC;SG	INTJ
facultate	universitarios	facultate	universitario	N;INDF;FEM;SG	N;MASC;PL
facultate	universidades	facultate	universidad	N;INDF;FEM;SG	N;FEM;PL
facultate	profesores	facultate	profesor	N;INDF;FEM;SG	N;MASC;PL
facultate	profesorado	facultate	profesorado	N;INDF;FEM;SG	ADJ;MASC;SG;V.PTCP
neptun	neptuno	neptun	neptuno	PROPN	N;MASC;SG
apache	apaches	apache	apache	N;INDF;MASC;SG	N;MASC;PL
rezistat	resistió	rezista	resistir	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
teologice	teología	teologic	teología	ADJ;INDF;FEM;PL	N;FEM;SG
teologice	teológica	teologic	teológico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
negocieri	negociación	negociere	negociación	N;INDF;FEM;PL	N;FEM;SG
raf	raf	raf	raf	PROPN	N;FEM;SG
ierarhia	jerarquías	ierarhie	jerarquía	N;DEF;FEM;SG	N;FEM;PL
saraci	pobrecito	sarac	pobrecito		ADJ;MASC;SG
saraci	pobre	sarac	pobre		ADJ;SG
saraci	pobres	sarac	pobre		N;PL
randy	randy	randy	randy	PROPN	PROPN
bibliografice	bibliográfica	bibliografic	bibliográfico	ADJ;INDF;FEM;PL	ADJ;FEM;SG
provocate	provocada	provocat	provocado	ADJ;INDF;FEM;PL	ADJ;FEM;SG;V.PTCP
provocate	provocado	provocat	provocado	ADJ;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
provocate	provocó	provocat	provocar	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
administratorii	administradoras	administrator	administrador	N;DEF;MASC;PL	ADJ;FEM;PL
colorate	coloreado	colorat	coloreado	N;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
colorate	coloreado	colorat	coloreado	N;INDF;FEM;PL	ADJ;MASC;SG;V.PTCP
seven	siete	seven	siete	N;INDF;MASC;SG	NUM;PL
luftwaffe	luftwaffe	luftwaffă	luftwaffe	PROPN	N;FEM;SG
dorita	deseados	dorita	deseado		ADJ;MASC;PL;V.PTCP
dorita	deseado	dorita	deseado		ADJ;MASC;SG;V.PTCP
dorita	deseada	dorita	deseado		ADJ;FEM;SG;V.PTCP
dorita	deseadas	dorita	deseado		ADJ;FEM;PL;V.PTCP
dorita	buscado	dorita	buscado		ADJ;MASC;SG;V.PTCP
dorita	buscados	dorita	buscado		ADJ;MASC;PL;V.PTCP
dorita	quería	dorita	querer		V;IND;SG;3;IPFV;FIN
dorita	deseados	dorita	deseado		ADJ;MASC;PL;V.PTCP
dorita	deseado	dorita	deseado		ADJ;MASC;SG;V.PTCP
dorita	deseada	dorita	deseado		ADJ;FEM;SG;V.PTCP
dorita	deseadas	dorita	deseado		ADJ;FEM;PL;V.PTCP
pasarea	aves	pasare	ave	N;DEF;FEM;SG	N;FEM;PL
tei	linden	tei	lindir		N
tei	lima	tei	lima		N;FEM;SG
tei	cal	tei	cal		N;FEM;SG
garcia	garcia	garcia	garcia	PROPN	PROPN
garcia	garcía	garcia	garcía	PROPN	PROPN
musical	musicales	musical	musical	N;INDF;MASC;SG	N;MASC;PL
musical	musical	musical	musical	N;INDF;MASC;SG	ADJ;SG
gyula	gyula	gyula	gyula	PROPN	N;MASC;SG
fericit	felices	fericit	feliz	ADJ;INDF;MASC;SG	ADJ;PL
fericit	happy	fericit	happy	ADJ;INDF;MASC;SG	N
insotita	acompañados	insotita	acompañado	ADJ;DEF;FEM;SG	ADJ;MASC;PL;V.PTCP
insotita	acompañadas	insotita	acompañado	ADJ;DEF;FEM;SG	ADJ;FEM;PL;V.PTCP
patriei	patria	patrie	patria	PROPN;DEF;FEM;SG	N;FEM;SG
procent	%	procent	%	N;INDF;MASC;SG	
armat	armados	armat	armado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
armat	armadas	armat	armado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
armat	reforzados	armat	reforzado	ADJ;INDF;MASC;SG	ADJ;MASC;PL;V.PTCP
armat	reforzadas	armat	reforzado	ADJ;INDF;MASC;SG	ADJ;FEM;PL;V.PTCP
prenume	apellidos	prenume	apellido		N;MASC;PL
prenume	apellido	prenume	apellido		N;MASC;SG
tentativa	intentado	tentativa	intentar	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
tentativa	intento	tentativa	intentar	N;DEF;FEM;SG	V;IND;SG;1;PRS;FIN
tentativa	tentativas	tentativa	tentativa	N;DEF;FEM;SG	N;FEM;PL
tentativa	tentativas	tentativa	tentativa	N;DEF;FEM;SG	N;FEM;PL
tentativa	intentado	tentativa	intentar	N;DEF;FEM;SG	ADJ;MASC;SG;V.PTCP
tentativa	intento	tentativa	intentar	N;DEF;FEM;SG	V;IND;SG;1;PRS;FIN
tentativa	tentativas	tentativa	tentativa	N;DEF;FEM;SG	N;FEM;PL
prinde	captura	prinde	captura	V;IND;SG;3;PRS;FIN	N;FEM;SG
prinde	capturas	prinde	captura	V;IND;SG;3;PRS;FIN	N;FEM;PL
valdemar	valdemar	valdemar	valdemar	PROPN	N;MASC;SG
istria	istria	istrie	istrio	PROPN	N;FEM;SG
dieter	dieter	dieter	dieter	PROPN	PROPN
raspandire	difundiendo	raspandire	difundir	N;INDF;FEM;SG	V;V.MSDR
raspandire	difundir	raspandire	difundir	N;INDF;FEM;SG	V;NFIN
raspandire	difundir	raspandire	difundir	N;INDF;FEM;SG	V;NFIN
nice	agradable	nice	agradable		ADJ;SG
nice	bonita	nice	bonito		ADJ;FEM;SG
nice	bonito	nice	bonito		ADJ;MASC;SG
nice	lindo	nice	lindo		ADJ;MASC;SG
nice	linda	nice	linda		ADJ;FEM;SG
nice	niza	nice	niza		N;FEM;SG
beatrice	beatrice	beatric	beatrizar	N;INDF;FEM;PL	N;FEM;SG
beatrice	beatriz	beatric	beatriz	N;INDF;FEM;PL	N;FEM;SG
atasat	adjunto	atasa	adjunto	ADJ;INDF;MASC;SG	N;MASC;SG
atasat	adjunto	atasa	adjunto	ADJ;INDF;MASC;SG	N;MASC;SG
bolivia	bolivia	bolivie	bolivia	PROPN	N;FEM;SG
ciuperci	hongo	ciupercă	hongo	N;INDF;FEM;PL	N;MASC;SG
ciuperci	seta	ciupercă	setar	N;INDF;FEM;PL	N;FEM;SG
colaboreaza	colabora	colaborează	colaborar	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
colaboreaza	colabore	colaborează	colaborar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;FIN
goga	goga	gogă	goga	PROPN	N;SG
performante	rendimiento	performant	rendimiento	N;INDF;FEM;PL	N;MASC;SG
performante	desempeño	performant	desempeño	N;INDF;FEM;PL	N;MASC;SG
performante	actuación	performant	actuación	N;INDF;FEM;PL	N;FEM;SG
performante	performance	performant	performance	N;INDF;FEM;PL	N;FEM;SG
pakistan	pakistán	pakistan	pakistán	PROPN	N;MASC;SG
optica	ópticas	optic	óptico	N;DEF;FEM;SG	N;FEM;PL
optica	óptico	optic	óptico	N;DEF;FEM;SG	ADJ;MASC;SG
optica	ópticos	optic	óptico	N;DEF;FEM;SG	N;MASC;PL
optica	ópticas	optic	óptico	N;DEF;FEM;SG	N;FEM;PL
optica	ópticas	optic	óptico	N;DEF;FEM;SG	N;FEM;PL
profesoara	profe	profesoară	profe	N;DEF;FEM;SG	INTJ
nad	nad	nade	nad	PROPN	
éditions	éditions	éditions	éditions	PROPN	N
anolis	anolis	anolis	anolis	PROPN	N
solide	sólido	solid	sólido	ADJ;INDF;FEM;PL	ADJ;MASC;SG
solide	sólida	solid	sólido	ADJ;INDF;FEM;PL	ADJ;FEM;SG
solide	macizo	solid	macizo	ADJ;INDF;FEM;PL	N;MASC;SG
artificiala	artificiales	artificială	artificial	ADJ;DEF;FEM;SG	ADJ;PL
artificiala	artificiales	artificială	artificial	ADJ;DEF;FEM;SG	ADJ;PL
banks	banks	banks	bank	PROPN	N
banks	bancos	banks	banco	PROPN	N;MASC;PL
generic	genérica	generic	genérico	ADV	ADJ;FEM;SG
generic	genérico	generic	genérico	ADV	ADJ;MASC;SG
flacara	llamas	flacară	llama	N;DEF;FEM;SG	N;FEM;PL
flacara	llama	flacară	llamar	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN
flacara	llamas	flacară	llama	N;DEF;FEM;SG	N;FEM;PL
flacara	llama	flacară	llamar	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN
flacara	llamas	flacară	llama	N;DEF;FEM;SG	N;FEM;PL
flacara	llama	flacară	llamar	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN
grupari	agrupa	grupar	agrupar	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
marion	marion	marion	marion	PROPN	PROPN
efectua	realice	efectua	realizar	V;IND;SG;3;IPFV;FIN	V;SBJV;SG;3;FIN
dinti	dentadura	dinti	dentadura	N;INDF;MASC;PL	N;FEM;SG
dinti	diente	dinti	diente	N;INDF;MASC;PL	N;MASC;SG
liège	lieja	liège	lieja	PROPN	N;FEM;SG
evidenta	obvio	evident	obvio	N;DEF;FEM;SG	ADJ;MASC;SG
evidenta	obvia	evident	obvia	N;DEF;FEM;SG	ADJ;FEM;SG
evidenta	obvias	evident	obvia	N;DEF;FEM;SG	ADJ;FEM;PL
evidenta	evidente	evident	evidente	N;DEF;FEM;SG	ADJ;SG
evidenta	obvio	evident	obvio	N;DEF;FEM;SG	ADJ;MASC;SG
evidenta	obvia	evident	obvia	N;DEF;FEM;SG	ADJ;FEM;SG
evidenta	obvias	evident	obvia	N;DEF;FEM;SG	ADJ;FEM;PL
evidenta	evidente	evident	evidente	N;DEF;FEM;SG	ADJ;SG
distinctia	distinciones	distinctie	distinción	N;DEF;FEM;SG	N;FEM;PL
nod	nudos	nod	nudo	N;INDF;MASC;SG	N;MASC;PL
selo	selo	selo	selo	N;INDF;MASC;SG	
glasgow	glasgow	glasgow	glasgow	PROPN	N;MASC;SG
geniu	genios	geniu	genio	N;INDF;MASC;SG	N;MASC;PL
broadway	broadway	broadway	broadway	PROPN	N;FEM;SG
toledo	toledo	toledo	toledo	PROPN	N;MASC;SG
abdul	abdul	abdu	abdul	PROPN	N;MASC;SG
burgas	burgas	burgas	burga	PROPN	N;FEM;PL
informativ	informativos	informativ	informativo	ADJ;INDF;MASC;SG	N;MASC;PL
marturie	testimonios	marturie	testimonio	N;INDF;FEM;SG	N;MASC;PL
marturie	testimonios	marturie	testimonio	N;INDF;FEM;SG	N;MASC;PL
emmanuel	manuel	emmanuel	manuel	PROPN	PROPN
emmanuel	emmanuel	emmanuel	emmanuel	PROPN	PROPN
caracteristic	característicos	caracteristic	característico	ADV	ADJ;MASC;PL
caracteristic	característica	caracteristic	característica	ADV	N;FEM;SG
