hugh	hugh	hugh	hugh		
seyir	cruising	seyir	cruising		N;INDF;MASC+FEM;SG
kaydedildi	indspillede	kaydet	indspille	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;ACT
kaydedildi	gemte	kaydet	gemme	V;PFV;IND;SG;3;POS;PST;PASS	V;PL;PST;V.PTCP
kaydedildi	reddede	kaydet	redde	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;ACT
ritim	rytme	ritim	rytme		N;INDF;MASC+FEM;SG
cnn	cnn	cin	cnn		
mount	mount	mount	mount	PROPN;NOM;SG;3	
mount	montere	mount	mont	PROPN;NOM;SG;3	V;NFIN;ACT
danışman	konsulent	danış	konsulent		N;INDF;MASC+FEM;SG
danışman	rådgiver	danış	rådgive		N;INDF;MASC+FEM;SG
danışman	konsulent	danış	konsulent		N;INDF;MASC+FEM;SG
danışman	rådgiver	danış	rådgive		N;INDF;MASC+FEM;SG
danışman	rådgiver	danış	rådgive		N;INDF;MASC+FEM;SG
danışman	holdleder	danış	holdlede		N;INDF;MASC+FEM;SG
danışman	vejleder	danış	vejled		N;INDF;NEUT;PL
kırgız	kirgisistan	kırgız	kirgisistan		
kırgız	kirgisiske	kırgız	kirgisisk		ADJ;PL
sertifika	certifikater	sertifika	certifikat	N;NOM;SG;3	N;INDF;NEUT;PL
sertifika	attester	sertifika	attester	N;NOM;SG;3	N;INDF;MASC+FEM;PL
dinar	dinarer	dinar	dinare		N;INDF;MASC+FEM;PL
dinar	dinarer	dinar	dinare		N;INDF;MASC+FEM;PL
kirli	snavsede	kirli	snavset		ADJ;PL
kirli	beskidt	kirli	beskidt		ADJ;INDF;SG
kirli	frækt	kirli	frække		ADJ;INDF;NEUT;SG
kirli	dirty	kirli	dirty		
kirli	snavset	kirli	snavset		ADJ;INDF;SG
kirli	beskidte	kirli	beskidt		ADJ;PL
kirli	urene	kirli	ur		N;DEF;MASC+FEM;PL
mir	mir	mir	mir		
deutsche	deutsche	deutsche	deutsche	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
foton	fotoner	foton	foton		N;INDF;MASC+FEM;PL
foton	foton	foton	foton		N;INDF;MASC+FEM;SG
objektif	linse	objektif	linse		N;INDF;MASC+FEM;SG
objektif	linsen	objektif	lins		N;DEF;MASC+FEM;SG
objektif	mål	objektif	mål		N;INDF;NEUT;SG
objektif	formål	objektif	formål		N;INDF;NEUT;SG
objektif	objektiv	objektif	objektiv		N;INDF;MASC+FEM;SG
objektif	målsætning	objektif	målsætning		N;INDF;MASC+FEM;SG
tanzanya	tanzania	tanzan	tanzania	PROPN;NOM;SG;3	
zaragoza	zaragoza	zaragoz	zaragoza	PROPN;NOM;SG;3	
korur	beskytter	koru	beskytte	V;IPFV;IND;SG;3;POS	V;IND;PRS;FIN;ACT
troll	trold	troll	trold		N;INDF;MASC+FEM;SG
troll	trolde	troll	trolde		N;INDF;MASC+FEM;PL
aç	åbent	aç	åben		ADJ;INDF;NEUT;SG
aç	åbn	aç	åbn		V;IMP
aç	åben	aç	åben		ADJ;INDF;MASC+FEM;SG
aç	sulten	aç	sulten		ADJ;INDF;MASC+FEM;SG
aç	sultne	aç	sulten		ADJ;PL
tiberius	tiberius	tiberius	tiberius		N;INDF;MASC+FEM;SG
incir	figner	incir	figner		N;INDF;MASC+FEM;PL
incir	fig	incir	få		
kayıplar	tab	kayıp	tab	N;NOM;PL;3	N;INDF;NEUT;SG
kayıplar	svind	kayıp	svind	N;NOM;PL;3	N;INDF;NEUT;SG
kayıplar	tilskadekomne	kayıp	tilskadekomn	N;NOM;PL;3	N;INDF;MASC+FEM;SG
delhi	delhi	delhi	delhi	PROPN;NOM;SG;3	PROPN
dana	dana	dan	dana		
bağırsak	tarmen	bağır	tarm	V;PFV;PL;1;POS;PRS	N;DEF;MASC+FEM;SG
bağırsak	tarm	bağır	tarm	V;PFV;PL;1;POS;PRS	N;INDF;MASC+FEM;SG
bağırsak	tarm	bağır	tarm	V;PFV;PL;1;POS;PRS	N;INDF;MASC+FEM;SG
bağırsak	tyktarm	bağır	tyktarm	V;PFV;PL;1;POS;PRS	N;INDF;MASC+FEM;SG
bağırsak	tarm	bağır	tarm	V;PFV;PL;1;POS;PRS	N;INDF;MASC+FEM;SG
bağırsak	tarme	bağır	tarme	V;PFV;PL;1;POS;PRS	N;INDF;MASC+FEM;PL
bağırsak	indvolde	bağır	indvolde	V;PFV;PL;1;POS;PRS	N;INDF;MASC+FEM;PL
bağırsak	tarme	bağır	tarme	V;PFV;PL;1;POS;PRS	N;INDF;MASC+FEM;PL
bağırsak	tarmene	bağır	tarm	V;PFV;PL;1;POS;PRS	N;DEF;MASC+FEM;PL
kalacak	forbliver	kal	forblive	V;PFV;IND;SG;3;POS;FUT	V;IND;PRS;FIN;ACT
jeoloji	geologi	jeoloji	geologi		N;INDF;MASC+FEM;SG
bilhassa	særligt	bilhassa	særligt		ADV
bilhassa	specielt	bilhassa	specielt		ADV
bilhassa	især	bilhassa	især		ADV
bilhassa	specielt	bilhassa	specielt		ADV
bilhassa	især	bilhassa	især		ADV
gençleri	teenagere	genç	teenager	ADJ;ACC;PL;3	N;INDF;MASC+FEM;PL
rom	rom	rom	rom		PROPN
sofia	sofia	sofia	sofia		
sofia	sofie	sofia	sofie		
grey	gråt	grey	grå		ADJ;INDF;NEUT;SG
grey	grå	grey	grå		ADJ;INDF;SG
grey	grey	grey	grey		
köşk	palæet	köşk	palæ		N;DEF;NEUT;SG
köşk	palæ	köşk	palæ		N;INDF;NEUT;SG
devasa	kæmpe	devasa	kæmpe		ADJ
devasa	kæmpestort	devasa	kæmpestort		ADV
devasa	gigantiske	devasa	gigantisk		ADJ;PL
devasa	gigantisk	devasa	gigantisk		ADJ;INDF;SG
devasa	massiv	devasa	massiv		ADJ;INDF;MASC+FEM;SG
devasa	massivt	devasa	massivt		ADJ;INDF;NEUT;SG
devasa	massive	devasa	massive		ADJ;PL
devasa	enorm	devasa	enorm		ADJ;INDF;MASC+FEM;SG
devasa	enorme	devasa	enorm		ADJ;PL
devasa	enormt	devasa	enormt		ADV
ghost	ghost	ghost	ghost		
ghost	spøgelset	ghost	spøgelse		N;DEF;NEUT;SG
ghost	spøgelse	ghost	spøgelse		N;INDF;NEUT;SG
dre	dre	dre	dr		
erkin	erkin	erkin	erkin		
düşüş	nedgang	düşüş	nedgang		N;INDF;MASC+FEM;SG
düşüş	fald	düşüş	fald		N;INDF;NEUT;SG
düşüş	afslå	düşüş	afslå		V;NFIN;ACT
düşüş	tilbagegang	düşüş	tilbagegang		N;INDF;MASC+FEM;SG
düşüş	forfald	düşüş	forfald		N;INDF;NEUT;SG
düşüş	falder	düşüş	falde		V;IND;PRS;FIN;ACT
düşüş	falde	düşüş	falde		V;NFIN;ACT
düşüş	efterår	düşüş	efterår		N;INDF;NEUT;SG
düşüş	fald	düşüş	fald		N;INDF;NEUT;SG
vekil	regent	vekil	regent		N;INDF;MASC+FEM;SG
vekil	proxy	vekil	proxy		N;INDF;MASC+FEM;SG
vekil	assisterende	vekil	assistere		V;PRS;V.PTCP
vekil	stedfortræder	vekil	stedfortræder		N;INDF;MASC+FEM;SG
vekil	vicesherif	vekil	vicesherif		
vekil	stedfortrædende	vekil	stedfortrædende		ADJ
kalsiyum	calcium	kalsiyum	calcium		N;INDF;NEUT;SG
kalsiyum	kalk	kalsiyum	kalk		N;INDF;NEUT;SG
kalsiyum	kalcium	kalsiyum	kalcium		N;INDF;NEUT;SG
rocky	rocky	rocky	rocky		N;INDF;MASC+FEM;SG
ideoloji	ideologi	ideoloji	ideologi		N;INDF;MASC+FEM;SG
plaka	plader	plaka	plade		N;INDF;MASC+FEM;PL
plaka	tallerkener	plaka	tallerken		N;INDF;MASC+FEM;PL
plaka	tallerkner	plaka	tallerkner		N;INDF;MASC+FEM;PL
plaka	plader	plaka	plade		N;INDF;MASC+FEM;PL
plaka	plade	plaka	plade		N;INDF;MASC+FEM;SG
plaka	nummerplade	plaka	nummerplade		N;INDF;MASC+FEM;SG
plaka	tallerken	plaka	tallerken		N;INDF;MASC+FEM;SG
vista	vista	vista	vista		
saltanatı	regere	saltanat	regere	N;NOM;SG;3	V;NFIN;ACT
levi	levi	levi	levi		
muhsin	muhsin	muhi	muhsin		
metropolitan	metropolitan	metropolitan	metropolitan		N;INDF;MASC+FEM;SG
kapıları	gates	kapı	gate	N;ACC;PL;3	N;INDF;MASC+FEM;SG
slogan	motto	slogan	motto		N;INDF;NEUT;SG
slogan	mottoet	slogan	motto		N;DEF;NEUT;SG
slogan	slogan	slogan	slogan		N;INDF;NEUT;SG
slogan	sloganet	slogan	slogan		N;DEF;NEUT;SG
slogan	slagord	slogan	slagord		N;INDF;NEUT;SG
hero	helt	hero	helt		ADV
hero	hero	hero	hero		
hero	helten	hero	helt		N;DEF;MASC+FEM;SG
rex	rex	rex	rex		N;INDF;MASC+FEM;SG
mrs	fru	mrs	frue		
şahit	vidner	şahit	vidne		N;INDF;NEUT;PL
şahit	vidnerne	şahit	vidne		N;DEF;NEUT;PL
şahit	vidnet	şahit	vidne		V;INDF;SG;PST;V.PTCP
şahit	vidne	şahit	vidne		N;INDF;NEUT;SG
şahit	vidner	şahit	vidne		N;INDF;NEUT;PL
vfl	vfl	vfl	vælle		N;INDF;MASC+FEM;SG
tez	afhandling	tez	afhandling		N;INDF;MASC+FEM;SG
tez	afhandling	tez	afhandling		N;INDF;MASC+FEM;SG
tez	tese	tez	tese		N;INDF;MASC+FEM;SG
mevki	position	mevki	position		N;INDF;MASC+FEM;SG
mevki	stilling	mevki	stilling		N;INDF;MASC+FEM;SG
mevki	holdning	mevki	holdning		N;INDF;MASC+FEM;SG
lil	lil	lil	lil		
lionel	lionel	lionel	lionel		
mısırlı	egyptisk	mısırlı	egyptisk		ADJ;INDF;SG
mısırlı	egyptiske	mısırlı	egyptisk		ADJ;PL
homo	homo	homo	homo		
kullanışlı	belejligt	kullanışlı	belejligt		ADV
kullanışlı	bekvem	kullanışlı	bekvem		ADJ;INDF;MASC+FEM;SG
kullanışlı	praktisk	kullanışlı	praktisk		ADJ;INDF;SG
kullanışlı	bekvemt	kullanışlı	bekvem		ADJ;INDF;NEUT;SG
kullanışlı	nyttig	kullanışlı	nyttig		ADJ;INDF;MASC+FEM;SG
kullanışlı	brugbar	kullanışlı	brugbar		ADJ;INDF;MASC+FEM;SG
kullanışlı	nyttigt	kullanışlı	nyttigt		ADJ;INDF;NEUT;SG
kullanışlı	nyttige	kullanışlı	nyttig		ADJ;PL
kullanışlı	handy	kullanışlı	handy		N;INDF;MASC+FEM;SG
kullanışlı	praktisk	kullanışlı	praktisk		ADJ;INDF;SG
drake	drake	drake	drake		
keşfedildi	opdagede	keşfet	opdage	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;ACT
pul	stempel	pul	stempel		N;INDF;NEUT;SG
pul	frimærke	pul	frimærke		N;INDF;NEUT;SG
pul	frimærker	pul	frimærk		N;INDF;NEUT;PL
pul	stempler	pul	stempel		N;INDF;MASC+FEM;PL
pul	skæl	pul	skæl		N;INDF;NEUT;PL
pul	skalaer	pul	skalae		N;INDF;MASC+FEM;PL
pul	vægte	pul	vægte		V;NFIN;ACT
gözlemevi	overvågningscenter	gözlemevi	overvågningscenter		N;INDF;NEUT;SG
gözlemevi	observatoriet	gözlemevi	observatorium		N;DEF;NEUT;SG
gözlemevi	observatorium	gözlemevi	observatorium		N;INDF;NEUT;SG
kangal	kangal	kangal	kangal	N;NOM;SG;3	
panathinaikos	panathinaikos	panathinaikos	panathinaiko	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
earl	earl	earl	earl		
earl	jarl	earl	jarl		N;INDF;MASC+FEM;SG
pazartesi	mandagen	pazartesi	mandag		N;DEF;MASC+FEM;SG
pazartesi	mandage	pazartesi	mandag		N;INDF;MASC+FEM;PL
pazartesi	mandags	pazartesi	mandag		N;GEN;INDF;MASC+FEM;SG
pazartesi	mandag	pazartesi	mandag		N;INDF;MASC+FEM;SG
hamlet	hamlet	hamlet	hamle		ADJ;INDF;SG
reed	reed	reed	reed		
muammer	muammar	muammer	muammar		
trick	trick	trick	trick		N;INDF;NEUT;SG
eintracht	eintracht	eintracht	eintracht	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
dante	dante	dant	dante		N;INDF;MASC+FEM;SG
mississippi	mississippi	mississippi	mississippi	N;NOM;SG;3	
spesifik	specifik	spesifik	specifik		ADJ;INDF;MASC+FEM;SG
spesifik	specifikt	spesifik	specifikt		ADV
spesifik	specifikke	spesifik	specifikke		ADJ;PL
bilinç	bevidstheden	bilinç	bevidsthed		N;DEF;MASC+FEM;SG
bilinç	bevidsthed	bilinç	bevidsthed		N;INDF;MASC+FEM;SG
ideolojik	ideologisk	ideolojik	ideologisk		ADV
ideolojik	ideologiske	ideolojik	ideologisk		ADJ;PL
etli	kødfulde	etli	kødfulde		ADJ;PL
sms	sms	sms	sms		N;INDF;MASC+FEM;SG
hendek	grøften	hendek	grøft		N;DEF;MASC+FEM;SG
hendek	grøft	hendek	grøft		N;INDF;MASC+FEM;SG
hendek	pjække	hendek	pjække		V;NFIN;ACT
hendek	skyttegrav	hendek	skyttegrav		N;INDF;MASC+FEM;SG
hendek	voldgrav	hendek	voldgrav		N;INDF;MASC+FEM;SG
eğri	skæv	eğri	skæv		ADJ;INDF;MASC+FEM;SG
eğri	skævt	eğri	skævt		ADJ;INDF;NEUT;SG
eğri	skæve	eğri	skæve		ADJ;PL
eğri	kurve	eğri	kurve		N;INDF;MASC+FEM;SG
odun	brænde	odun	brænde		V;NFIN;ACT
odun	wood	odun	wood		
odun	træ	odun	træ		N;INDF;NEUT;SG
odun	tømmer	odun	tømme		N;INDF;MASC+FEM;PL
içten	oprigtigt	içten	oprigtig		ADV
içten	oprigtige	içten	oprigtig		ADJ;PL
içten	oprigtig	içten	oprigtig		ADJ;INDF;MASC+FEM;SG
linda	linda	linda	linda		
rahatsızlık	forstyrrelser	rahatsızlık	forstyrrelse	N;NOM;SG;3	N;INDF;MASC+FEM;PL
rahatsızlık	uroligheder	rahatsızlık	urolighed	N;NOM;SG;3	N;INDF;MASC+FEM;PL
bira	øl	bira	øl		N;INDF;MASC+FEM;SG
bira	bajer	bira	baje		N;INDF;MASC+FEM;SG
bira	ale	bira	ale		
bira	beers	bira	berse		N;INDF;MASC+FEM;PL
bira	øl	bira	øl		N;INDF;MASC+FEM;SG
yang	yang	yang	yang		
yurtdışı	international	yurtdışı	international		ADJ;INDF;MASC+FEM;SG
yurtdışı	internationalt	yurtdışı	international		ADJ;INDF;NEUT;SG
yurtdışı	internationale	yurtdışı	international		ADJ;PL
yurtdışı	udlandet	yurtdışı	udland		N;DEF;NEUT;SG
yurtdışı	udenlands	yurtdışı	udenlands		N;INDF;MASC+FEM;SG
yurtdışı	udland	yurtdışı	udland		N;INDF;NEUT;PL
denetleme	audit	denetle	audit	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
denetleme	revision	denetle	revision	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
denetleme	eftersyn	denetle	eftersyn	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;NEUT;SG
denetleme	inspektion	denetle	inspektion	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
denetleme	besigtigelse	denetle	besigtigelse	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
timberlake	timberlake	timberlake	timberlake		N;INDF;MASC+FEM;SG
ayırmak	separeret	ayır	separere	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;INDF;SG;PST;V.PTCP
basında	press	bas	press	N;ESS;SG;3	
basında	media	bas	media	N;ESS;SG;3	
basında	medier	bas	medie	N;ESS;SG;3	N;INDF;NEUT;PL
basında	medierne	bas	medie	N;ESS;SG;3	N;DEF;NEUT;PL
shaw	shaw	shaw	shaw		
işlev	funktion	işlev	funktion		N;INDF;MASC+FEM;SG
işlev	funktionen	işlev	funktion		N;DEF;MASC+FEM;SG
çevrede	omkring	çevre	omkring	N;ESS;SG;3	ADV
mikro	mikro	mikro	mikro		
armut	pærer	armut	pære		N;INDF;MASC+FEM;PL
armut	pære	armut	pære		N;INDF;MASC+FEM;SG
armut	pærer	armut	pære		N;INDF;MASC+FEM;PL
hopkins	hopkins	hopkins	hopkins		
mekân	mødested	mekân	mødested		N;INDF;NEUT;SG
atlantic	atlantic	atlantic	atlantic	PROPN;NOM;SG;3	
atlantic	atlanterhavet	atlantic	atlanterhavet	PROPN;NOM;SG;3	N;DEF;NEUT;SG
atlantic	atlanterhav	atlantic	atlanterhav	PROPN;NOM;SG;3	N;INDF;NEUT;SG
atlantic	atlantisk	atlantic	atlantisk	PROPN;NOM;SG;3	ADJ;INDF;SG
evlat	boy	evlat	boy		
evlat	dreng	evlat	dreng		N;INDF;MASC+FEM;SG
evlat	knægt	evlat	knægt		N;INDF;MASC+FEM;SG
evlat	søn	evlat	søn		N;INDF;MASC+FEM;SG
string	snor	string	snor		N;INDF;MASC+FEM;SG
string	streng	string	streng		ADJ;INDF;MASC+FEM;SG
string	strengen	string	streng		N;DEF;MASC+FEM;SG
gündelik	uforpligtende	gündelik	uforpligtende		V;PRS;V.PTCP
gündelik	afslappet	gündelik	afslappet		ADJ;INDF;SG
üretir	genererer	üretir	generere	V;IPFV;IND;SG;3;POS;CAUS	V;IND;PRS;FIN;ACT
üretir	producerer	üretir	producere	V;IPFV;IND;SG;3;POS;CAUS	V;IND;PRS;FIN;ACT
kızılderilileri	indianere	kızılderili	indianer	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;PL
kızılderilileri	indere	kızılderili	indere	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;PL
kızılderilileri	indianer	kızılderili	indiane	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
kızılderilileri	indianerne	kızılderili	indianer	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;MASC+FEM;PL
mar	mar	mar	mar		
çevik	adræt	çevik	adræt		ADJ;INDF;MASC+FEM;SG
çevik	kvikt	çevik	kvikt		ADJ;INDF;NEUT;SG
bach	bach	bach	bach		
mitolojik	mytologisk	mitolojik	mytologisk		ADV
orantılı	proportional	orantılı	proportional		N;INDF;MASC+FEM;SG
orantılı	proportionelt	orantılı	proportionelt		ADV
orantılı	forholdsmæssig	orantılı	forholdsmæssig		ADJ;INDF;MASC+FEM;SG
orantılı	proportionel	orantılı	proportionel		N;INDF;MASC+FEM;SG
orantılı	proportionalt	orantılı	proportionalt		ADV
gurur	pride	gurur	pride		
gurur	stolthed	gurur	stolthed		N;INDF;MASC+FEM;SG
gurur	hovmod	gurur	hovmod		N;INDF;NEUT;SG
gurur	stolte	gurur	stolt		ADJ;PL
gurur	stolte	gurur	stolt		ADJ;PL
gurur	stolt	gurur	stolt		ADJ;INDF;SG
başlıyor	start	başla	start	V;PROG;IND;SG;3;POS;INFM;PRS	N;INDF;MASC+FEM;SG
kesintisiz	uafbrudt	kesintisiz	uafbrudt	ADJ	ADV
edmund	edmund	ed	edmund		N;INDF;MASC+FEM;SG
humus	hummus	humus	hummus		N;INDF;MASC+FEM;SG
andronikos	andronikos	andronikos	androniko		N;INDF;MASC+FEM;SG
ziyareti	besøger	ziyaret	besøge	N;ACC;SG;3	V;IND;PRS;FIN;ACT
sergio	sergio	sergio	sergio		
delil	bevis	delil	bevis		N;INDF;NEUT;SG
delil	beviset	delil	bevis		N;DEF;NEUT;SG
delil	beviser	delil	bevis		N;INDF;NEUT;PL
delil	bevis	delil	bevis		N;INDF;NEUT;SG
delil	bevismateriale	delil	bevismateriale		N;INDF;NEUT;SG
delil	beviser	delil	bevis		N;INDF;NEUT;PL
kurtarır	redninger	kurtar	redning	V;IPFV;IND;SG;3;POS	N;INDF;MASC+FEM;PL
izole	isoleret	izole	isolere		V;INDF;SG;PST;V.PTCP
izole	isolerede	izole	isolere		V;PL;PST;V.PTCP
izole	isolation	izole	isolation		N;INDF;MASC+FEM;SG
izole	isolering	izole	isolering		N;INDF;MASC+FEM;SG
izole	isolere	izole	isolere		V;NFIN;ACT
izole	isolerer	izole	isolere		V;IND;PRS;FIN;ACT
izole	isoleret	izole	isolere		V;INDF;SG;PST;V.PTCP
izole	isolerede	izole	isolere		V;PL;PST;V.PTCP
senatör	senator	senatör	senator		N;INDF;MASC+FEM;SG
senatör	senatoren	senatör	senator		N;DEF;MASC+FEM;SG
tiger	tiger	tiger	tige		N;INDF;MASC+FEM;SG
tiger	tigeren	tiger	tiger		N;DEF;MASC+FEM;SG
turbo	turboladet	turbo	turbolad		N;DEF;NEUT;SG
turbo	turbo	turbo	turbo		
olgun	modenhed	olgun	modenhed		N;INDF;MASC+FEM;SG
olgun	løbetid	olgun	løbetid		N;INDF;MASC+FEM;SG
olgun	moden	olgun	moden		ADJ;INDF;MASC+FEM;SG
olgun	modne	olgun	modne		ADJ;PL
olgun	moden	olgun	moden		ADJ;INDF;MASC+FEM;SG
olgun	modnes	olgun	modne		V;NFIN;PASS
olgun	modent	olgun	modent		ADJ;INDF;NEUT;SG
olgun	modne	olgun	modne		ADJ;PL
topal	halte	topal	halt		V;NFIN;ACT
topal	halter	topal	halt		V;IND;PRS;FIN;ACT
topal	halte	topal	halt		V;NFIN;ACT
topal	gimp	topal	gimp		N;INDF;NEUT;SG
topal	krøbling	topal	krøbling		N;INDF;MASC+FEM;SG
topal	lamme	topal	lamme		V;NFIN;ACT
topal	halt	topal	hale		ADJ;INDF;SG
topal	lam	topal	lan		N;INDF;MASC+FEM;SG
kabuğu	shell	kabuk	shell	N;NOM;SG;3	
kabuğu	skal	kabuk	skulle	N;NOM;SG;3	V;IND;PRS;FIN;ACT
suzuki	suzuki	suzuki	suzuki		
fischer	fischer	fischer	fische	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
kapılı	gatede	kapılı	gate		V;PL;PST;V.PTCP
ayrık	diskrete	ayrık	diskret		ADJ;PL
ayrık	diskret	ayrık	diskret		ADJ;INDF;SG
honduras	honduras	honduras	honduras	PROPN;NOM;SG;3	PROPN
cesaret	indvolde	cesaret	indvolde		N;INDF;MASC+FEM;PL
cesaret	tarme	cesaret	tarme		N;INDF;MASC+FEM;PL
cesaret	mod	cesaret	mod		N;INDF;NEUT;SG
cesaret	vover	cesaret	vove		V;IND;PRS;FIN;ACT
cesaret	turde	cesaret	turde		V;IND;PST;FIN;ACT
cesaret	heltemod	cesaret	heltemod		N;INDF;NEUT;SG
cesaret	tapperhed	cesaret	tapperhed		N;INDF;MASC+FEM;SG
bristol	bristol	bristol	bristol	PROPN;NOM;SG;3	
giles	giles	gil	gile		V;NFIN;PASS
endişe	angst	endiş	angst		N;INDF;MASC+FEM;SG
endişe	ængstelse	endiş	ængstelse		N;INDF;MASC+FEM;SG
endişe	uro	endiş	uro		N;INDF;MASC+FEM;SG
endişe	bekymring	endiş	bekymring		N;INDF;MASC+FEM;SG
endişe	berørt	endiş	berøre		V;INDF;SG;PST;V.PTCP
endişe	bekymrede	endiş	bekymre		V;PL;PST;V.PTCP
endişe	bekymret	endiş	bekymre		V;INDF;SG;PST;V.PTCP
endişe	bekymrede	endiş	bekymre		V;PL;PST;V.PTCP
endişe	bekymret	endiş	bekymre		V;INDF;SG;PST;V.PTCP
endişe	urolig	endiş	urolig		ADJ;INDF;MASC+FEM;SG
endişe	bekymringer	endiş	bekymring		N;INDF;MASC+FEM;PL
endişe	bekymring	endiş	bekymring		N;INDF;MASC+FEM;SG
schmidt	schmidt	schmidt	schmidt		N;INDF;MASC+FEM;SG
sánchez	sánchez	sánchez	sánchez	PROPN;NOM;SG;3	
çoğul	flertal	çoğul	flertal		N;INDF;NEUT;SG
vicente	vicente	vicen	vicente	PROPN;NOM;SG;3	
öğle	lunch	öğle	lunch		
öğle	madpakke	öğle	madpakke		N;INDF;MASC+FEM;SG
öğle	frokost	öğle	frokost		N;INDF;MASC+FEM;SG
öğle	middag	öğle	middag		N;INDF;MASC+FEM;SG
öğle	middagstid	öğle	middagstid		N;INDF;MASC+FEM;SG
pistons	stempler	pistons	stempel		N;INDF;MASC+FEM;PL
pen	pen	pen	pen		N;INDF;MASC+FEM;SG
pen	kuglepen	pen	kuglep		N;INDF;MASC+FEM;SG
pen	pennen	pen	pen		N;DEF;MASC+FEM;SG
durur	stopper	dur	stoppe	V;IPFV;IND;SG;3;POS	V;IND;PRS;FIN;ACT
storm	stormen	stor	stor		N;DEF;MASC+FEM;SG
storm	stormvejr	stor	stormvejr		N;INDF;NEUT;SG
storm	storm	stor	storm		N;INDF;MASC+FEM;SG
storm	uvejr	stor	uvejr		N;INDF;NEUT;SG
kaş	øjenbryn	kaş	øjenbryn		N;INDF;NEUT;SG
kaş	kas	kaş	kas		
kaş	muskel	kaş	muskel		N;INDF;MASC+FEM;SG
kaş	muskler	kaş	muskel		N;INDF;MASC+FEM;PL
kaş	musklen	kaş	muskel		N;DEF;MASC+FEM;SG
kaş	musklerne	kaş	muskel		N;DEF;MASC+FEM;PL
kaş	pander	kaş	pande		N;INDF;MASC+FEM;PL
kaş	bryn	kaş	bryn		N;INDF;MASC+FEM;SG
kaş	øjenbryn	kaş	øjenbryn		N;INDF;NEUT;SG
gabler	gabler	gab	gable		N;INDF;MASC+FEM;PL
herodot	herodot	herodot	herodot		
köfte	kødboller	köft	kødbol	N;NOM;SG;3	N;INDF;MASC+FEM;PL
köfte	frikadeller	köft	frikadel	N;NOM;SG;3	N;INDF;MASC+FEM;PL
salzburg	salzburg	salzburg	salzburg	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
leicester	leicester	leicester	leicester	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
ward	ward	ward	ward		
taşkent	tashkent	taşkent	tashkent	PROPN;NOM;SG;3	
won	vandt	won	vinde		V;IND;PST;FIN;ACT
won	vundet	won	vinde		V;INDF;SG;PST;V.PTCP
nepal	nepal	nepal	nepal	PROPN;NOM;SG;3	PROPN
nepal	nepalesiske	nepal	nepalesisk	PROPN;NOM;SG;3	ADJ;PL
mezhep	kult	mezhep	kult		N;INDF;MASC+FEM;SG
mezhep	sekt	mezhep	sekt		N;INDF;MASC+FEM;SG
sao	são	sao	são	PROPN;NOM;SG;3	
sao	sao	sao	sao	PROPN;NOM;SG;3	
parantez	parenteser	parantez	parentes		N;INDF;MASC+FEM;PL
parantez	parentes	parantez	parente		V;NFIN;PASS
parantez	beslag	parantez	beslag		N;INDF;NEUT;SG
parantez	parenteser	parantez	parentes		N;INDF;MASC+FEM;PL
parantez	parentes	parantez	parente		V;NFIN;PASS
şerit	bane	şerit	bane		N;INDF;MASC+FEM;SG
şerit	lane	şerit	lane		
şerit	baner	şerit	bane		N;INDF;MASC+FEM;PL
şerit	stribe	şerit	stribe		N;INDF;MASC+FEM;SG
şerit	bånd	şerit	bånd		N;INDF;NEUT;SG
şerit	strimler	şerit	strimmel		N;INDF;MASC+FEM;PL
şerit	strip	şerit	strip		N;INDF;NEUT;SG
zevk	nydelse	zevk	nydelse		N;INDF;MASC+FEM;SG
zevk	fornøjelse	zevk	fornøjelse		N;INDF;MASC+FEM;SG
zevk	nydelse	zevk	nydelse		N;INDF;MASC+FEM;SG
bird	fuglen	bird	fugl		N;DEF;MASC+FEM;SG
bird	fugl	bird	fugl		N;INDF;MASC+FEM;SG
bird	bird	bird	bird		
atıp	rant	at	rant	V;PFV;IND;POS;PRS;V.CVB	N;INDF;NEUT;SG
açılışı	åbner	açılış	åbne	N;NOM;SG;3	V;IND;PRS;FIN;ACT
