med	med	med	med	ADP	N;INAN;NOM;MASC;SG;POS
flera	násobek	flera	násobek	PRO;INDF;PL	N;INAN;NOM;MASC;SG;POS
periodiskt	pravidelné	periodisk	pravidelný	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;PL;POS
periodiskt	pravidelně	periodisk	pravidelně	ADJ;NOM;INDF;NEUT;SG	ADV;POS
nord	sever	nord	sever	PROPN;NOM	N;INAN;NOM;MASC;SG;POS
nord	severní	nord	severní	PROPN;NOM	ADJ;NOM;MASC;SG;POS
nord	nord	nord	nord	PROPN;NOM	PROPN;INAN;NOM;MASC;SG;POS
stockholm	stockholmu	stockholm	stockholm	PROPN;NOM	N;INAN;DAT;MASC;SG;POS
stockholm	stockholm	stockholm	stockholm	PROPN;NOM	PROPN;INAN;NOM;MASC;SG;POS
alla	vse	all	vse	PRO;INDF;PL	N;NOM;FEM;SG;POS
alla	všichni	all	všechen	PRO;INDF;PL	DET;ANIM;NOM;MASC;PL
alla	všechno	all	všechen	PRO;INDF;PL	DET;NOM;NEUT;SG
alla	všechny	all	všechen	PRO;INDF;PL	DET;NOM;MASC;PL
alla	vše	all	všechen	PRO;INDF;PL	DET;NOM;NEUT;SG
alla	všichni	all	všechen	PRO;INDF;PL	DET;ANIM;NOM;MASC;PL
alla	každý	all	každý	PRO;INDF;PL	DET;ANIM;NOM;MASC;SG;POS
alla	všem	all	všechen	PRO;INDF;PL	DET;DAT;PL
samma	totéž	samma	tentýž	DET;INDF	DET;NOM;NEUT;SG
samma	stejné	samma	stejný	DET;INDF	ADJ;NOM;NEUT;SG;POS
samma	stejný	samma	stejný	DET;INDF	ADJ;INAN;NOM;MASC;SG;POS
samma	stejná	samma	stejný	DET;INDF	ADJ;NOM;FEM;SG;POS
olika	jiný	olik	jiný	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;SG;POS
olika	jiná	olik	jiný	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
olika	jiné	olik	jiný	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
point	point	point	point	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;POS
nya	nový	ny	nový	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
nya	nově	ny	nově	ADJ;NOM;PL	ADV;POS
nya	nová	ny	nový	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
nya	novinka	ny	novinka	ADJ;NOM;PL	N;NOM;FEM;SG;POS
island	island	island	island	PROPN;NOM	PROPN;INAN;NOM;MASC;SG;POS
dock	nicméně	dock	nicméně	ADV	CONJ
dock	nicméně	dock	nicméně	ADV	CONJ
dock	avšak	dock	avšak	ADV	CONJ
sjön	lake	sjö	lake	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;POS
sjön	jezera	sjö	jezero	N;NOM;DEF;MASC+FEM;SG	N;NOM;NEUT;PL;POS
tidigare	dřívější	tidig	brzký	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG;POS
tidigare	bývalý	tidig	bývalý	ADV;CMPR	ADJ;ANIM;NOM;MASC;SG;POS
tidigare	dřívější	tidig	brzký	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG;POS
tidigare	bývalé	tidig	bývalý	ADV;CMPR	ADJ;NOM;NEUT;SG;POS
tidigare	bývalá	tidig	bývalý	ADV;CMPR	ADJ;NOM;FEM;SG;POS
tidigare	předchozí	tidig	předchozí	ADV;CMPR	ADJ;NOM;MASC;SG;POS
tidigare	předcházející	tidig	předcházející	ADV;CMPR	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
brasilien	brazílie	brasili	brazílie	PROPN;NOM	PROPN;NOM;FEM;SG;POS
colombia	kolumbie	colombia	kolumbie	PROPN;NOM	PROPN;NOM;FEM;SG;POS
colombia	kolumbijské	colombia	kolumbijský	PROPN;NOM	ADJ;NOM;NEUT;SG;POS
colombia	columbia	colombia	columbium	PROPN;NOM	PROPN;NOM;FEM;SG;POS
colombia	kolumbie	colombia	kolumbie	PROPN;NOM	PROPN;NOM;FEM;SG;POS
socken	farnosti	socken	farnost	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
sina	jejich	sig	jeho	PRO;DEF;PL	DET;3
spanien	španělsko	spani	španělský	PROPN;NOM	PROPN;NOM;NEUT;SG;POS
mount	mount	mount	mount	PROPN;NOM	N;INAN;NOM;MASC;SG;POS
stora	velký	stor	velký	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
stora	velká	stor	velký	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
stora	velký	stor	velký	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
stora	velká	stor	velký	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
stora	stora	stor	stora	ADJ;NOM;PL	PROPN;NOM;FEM;SG;POS
kinshasa	kinshasa	kinshasa	kinshasa	PROPN;NOM	PROPN;NOM;FEM;SG;POS
basen	základnu	bas	základna	N;NOM;DEF;MASC+FEM;SG	N;ACC;FEM;SG;POS
tre	tre	tre	tre	NUM;NOM	PROPN;ANIM;NOM;MASC;SG;POS
shift	směnu	shift	směna	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG;POS
algeriet	alžírsko	algeri	alžírsko	N;NOM;DEF;NEUT;SG	ADJ;POS
dessa	tyto	denna	tento	PRO;DEF;PL	DET;NOM;MASC;PL
dessa	tyhle	denna	tenhle	PRO;DEF;PL	DET;NOM;MASC;PL
chile	chile	chile	chile	PROPN;NOM	PROPN;NEUT;POS
mer	další	mycket	další	ADV;CMPR	ADJ;NOM;MASC;SG;POS
mer	more	mycket	more	ADV;CMPR	N;MASC;SG;POS
kongo	kongu	kongo	kongo	PROPN;NOM	PROPN;INAN;DAT;MASC;SG;POS
kongo	kongo	kongo	kongo	PROPN;NOM	PROPN;NOM;NEUT;SG;POS
kongo	konga	kongo	konga	PROPN;NOM	PROPN;NOM;FEM;SG;POS
öst	východní	öst	východní	N	ADJ;NOM;FEM;SG;POS
öst	východní	öst	východní	N	ADJ;NOM;FEM;SG;POS
region	regionu	region	region	N;NOM;INDF;MASC+FEM;SG	N;INAN;DAT;MASC;SG;POS
von	von	von	von	PROPN;NOM	ADP
jakarta	jakartě	jakert	jakarta	N;NOM;INDF;MASC+FEM;SG	PROPN;DAT;FEM;SG;POS
släkte	rody	släkte	rod	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
släkte	rodů	släkte	rod	N;NOM;INDF;NEUT;SG	N;ANIM;GEN;MASC;PL;POS
släkte	rodu	släkte	rod	N;NOM;INDF;NEUT;SG	N;INAN;GEN;MASC;SG;POS
västlig	západ	västlig	západ	ADJ;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG;POS
västlig	western	västlig	western	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
sydvästra	jihozápad	sydvästra	jihozápad	ADJ;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
sydvästra	jihozápad	sydvästra	jihozápad	ADJ;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
lite	lite	lite	lite	ADV	N;NOM;MASC;SG;POS
republiken	republice	republik	republika	N;NOM;DEF;MASC+FEM;SG	N;DAT;FEM;SG;POS
republiken	republiky	republik	republika	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL;POS
republiken	republic	republik	republic	N;NOM;DEF;MASC+FEM;SG	PROPN;INAN;MASC;SG;POS
öppet	otevřená	öppen	otevřený	ADV	ADJ;NOM;FEM;SG;POS
öppet	otevřít	öppen	otevřít	ADV	V;POS;NFIN
öppet	otevřeno	öppen	otevřený	ADV	ADJ;NEUT;SG;POS;V.PTCP;PASS
öppet	průhledné	öppen	průhledný	ADV	ADJ;NOM;NEUT;SG;POS
öppet	průhledný	öppen	průhledný	ADV	ADJ;INAN;NOM;MASC;SG;POS
öppet	transparentní	öppen	transparentní	ADV	ADJ;NOM;MASC;SG;POS
delstat	státní	delstad	státní	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG;POS
innan	před	innan	před	CONJ	N;FEM;SG;POS
innan	předtím	innan	předtím	CONJ	ADV
fram	předek	fram	předek	ADV	N;ANIM;NOM;MASC;SG;POS
fram	fronta	fram	fronta	ADV	N;NOM;FEM;SG;POS
fram	front	fram	fronta	ADV	PROPN;INAN;NOM;MASC;SG;POS
fram	přední	fram	přední	ADV	ADJ;NOM;MASC;SG;POS
canberra	canberra	canberra	canberra	PROPN;NOM	PROPN;NOM;FEM;SG;POS
mål	cíle	mål	cíl	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
mål	cíle	mål	cíl	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
mål	branky	mål	branka	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL;POS
mål	góly	mål	gól	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
mål	branky	mål	branka	N;NOM;INDF;NEUT;SG	N;NOM;FEM;PL;POS
län	provincii	län	provincie	N;NOM;INDF;NEUT;SG	N;DAT;FEM;SG;POS
län	okresů	län	okres	N;NOM;INDF;NEUT;SG	N;INAN;GEN;MASC;PL;POS
län	kraje	län	kraj	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
bosnien	bosně	bosnie	bosna	N;NOM;INDF;MASC+FEM;SG	PROPN;DAT;FEM;SG;POS
bosnien	bosna	bosnie	bosna	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
afghanistan	afghánistán	afghanistan	afghánistán	N;NOM;DEF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
afghanistan	afghánistánu	afghanistan	afghánistán	N;NOM;DEF;MASC+FEM;SG	PROPN;INAN;GEN;MASC;SG;POS
john	jan	john	jan	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
john	john	john	john	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
john	honza	john	honza	PROPN;NOM	N;ANIM;NOM;MASC;SG;POS
nordöstra	severovýchod	nordöstra	severovýchod	ADJ;NOM;DEF;SG	ADJ;GEN;MASC;SG;POS
bara	jen	bara	jen	ADV	PART
bara	jenom	bara	jenom	ADV	PART
bara	jen	bara	jen	ADV	PART
bara	jenom	bara	jenom	ADV	PART
ska	ska	skola	ska	V;IND;PRS;FIN;ACT	PROPN;NOM;MASC;SG;POS
ontario	ontario	ontario	ontario	PROPN;NOM	PROPN;NOM;NEUT;SG;POS
plats	lokace	plats	lokace	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
carl	carl	carl	carl	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
församling	farnosti	församling	farnost	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
río	río	río	río	N	PROPN;NOM;FEM;SG;POS
land	zemi	land	země	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG;POS
land	pozemky	land	pozemek	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
dess	jeho	den	jeho	PRO;DEF	DET;3
dess	její	den	jeho	PRO;DEF	DET;NOM;FEM;SG;3
amerikansk	američan	amerikansk	američan	ADJ;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG;POS
amerikansk	american	amerikansk	american	ADJ;NOM;INDF;MASC+FEM;SG	PROPN;MASC;SG;POS
amerikansk	americké	amerikansk	americký	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL;POS
helsingfors	helsinkách	helsingfors	helsinka	PROPN;NOM	N;DAT;FEM;PL;POS
tid	dob	tid	doba	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;PL;POS
några	některý	någon	některý	DET;INDF;PL	DET;NOM;MASC;SG
kommer	will	komma	will	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;POS
kommer	vůle	komma	vůle	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG;POS
kommer	bude	komma	být	V;IND;PRS;FIN;ACT	V;IND;SG;3;POS;FUT;FIN;ACT
kommer	pojď	komma	pojď	V;IND;PRS;FIN;ACT	V;IMP;SG;2;POS;FIN
exempel	příklady	exempel	příklad	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
någon	nekdo	någon	nekdo	PRO;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
någon	nekdo	någon	nekdo	PRO;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
någon	jakékoliv	någon	jakýkoliv	PRO;INDF;MASC+FEM;SG	DET;NOM;NEUT;PL
någon	jakýkoliv	någon	jakýkoliv	PRO;INDF;MASC+FEM;SG	DET;NOM;MASC;SG
någon	jakoukoli	någon	jakýkoliv	PRO;INDF;MASC+FEM;SG	DET;ACC;FEM;SG
någon	jakoukoliv	någon	jakýkoliv	PRO;INDF;MASC+FEM;SG	DET;ACC;FEM;SG
någon	jakékoli	någon	jakýkoliv	PRO;INDF;MASC+FEM;SG	DET;NOM;NEUT;PL
saint	svatý	saint	svatý	N;NOM;INDF;MASC+FEM;SG	ADJ;ANIM;NOM;MASC;SG;POS
saint	svatá	saint	svatý	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG;POS
saint	saint	saint	saint	N;NOM;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
något	poměrně	någon	poměrně	PRO;INDF;NEUT;SG	ADV;POS
något	poněkud	någon	poněkud	PRO;INDF;NEUT;SG	ADV
något	mírně	någon	mírně	PRO;INDF;NEUT;SG	ADV;POS
något	lehce	någon	lehce	PRO;INDF;NEUT;SG	ADV;POS
något	neco	någon	neco	PRO;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG;POS
san	san	san	san	PROPN;NOM	ADJ;POS
stor	velké	stor	velký	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL;POS
stor	velké	stor	velký	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL;POS
ingen	žádný	ingen	žádný	PRO;INDF;MASC+FEM;SG	DET;NOM;MASC;SG
ingen	žádná	ingen	žádný	PRO;INDF;MASC+FEM;SG	DET;NOM;FEM;SG
ingen	žádné	ingen	žádný	PRO;INDF;MASC+FEM;SG	DET;NOM;FEM;PL
kallt	zima	kallt	zima	ADJ;NOM;INDF;NEUT;SG	N;NOM;FEM;SG;POS
kallt	chlad	kallt	chlad	ADJ;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;SG;POS
jawa	jawa	jawa	jawa	NUM;NOM	N;NOM;FEM;SG;POS
får	ovečky	få	oveček	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL;POS
får	ovčí	få	ovčí	V;IND;PRS;FIN;ACT	ADJ;NOM;MASC;SG;POS
får	ovce	få	ovce	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL;POS
naturlig	přírodní	naturlig	přírodní	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL;POS
mest	většina	mycket	většina	ADV;RL	N;NOM;FEM;SG;POS
mest	hlavně	mycket	hlavně	ADV;RL	ADV;POS
mest	převážně	mycket	převážně	ADV;RL	ADV;POS
webbplats	stránky	pebbplats	stránka	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
ger	dávání	ge	dávání	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG;POS
ger	ger	ge	ger	V;IND;PRS;FIN;ACT	PROPN;ANIM;NOM;MASC;SG;POS
mosaik	mozaiky	mosaik	mozaika	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
team	týmů	team	tým	N;NOM;INDF;NEUT;SG	N;INAN;GEN;MASC;PL;POS
team	týmy	team	tým	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
började	zahájena	börja	zahájený	V;IND;PST;FIN;ACT	ADJ;POS;V.PTCP;PASS
hela	vyléčit	hel	vyléčit	ADJ;NOM;DEF;SG	V;PFV;POS;NFIN
hela	celou	hel	celý	ADJ;NOM;DEF;SG	ADJ;ACC;FEM;SG;POS
gör	dělání	göra	dělání	V;IMP;FIN;ACT	N;NOM;NEUT;SG;POS
honom	jeho	han	jeho	PRO;ACC;DEF;MASC+FEM;SG	DET;3
honom	nej	han	nej	PRO;ACC;DEF;MASC+FEM;SG	N;NOM;MASC;SG;POS
kyrka	kostela	kyrka	kostel	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG;POS
nordvästra	northwestern	nordvästra	northwestern	ADJ;NOM;DEF;SG	N;INAN;NOM;MASC;SG;POS
nordvästra	severozápadním	nordvästra	severozápadní	ADJ;NOM;DEF;SG	ADJ;INS;MASC;SG;POS
angola	angole	angola	angola	PROPN;NOM	PROPN;DAT;FEM;SG;POS
vad	co	vad	co	PRO;INDF;NEUT;SG	PRO;INAN;NOM
columbia	kolumbie	columbia	kolumbie	PROPN;NOM	PROPN;NOM;FEM;SG;POS
columbia	kolumbijské	columbia	kolumbijský	PROPN;NOM	ADJ;NOM;NEUT;SG;POS
columbia	columbia	columbia	columbium	PROPN;NOM	PROPN;NOM;FEM;SG;POS
tyskland	německo	tyskland	německý	PROPN;NOM	PROPN;NOM;NEUT;SG;POS
distrikt	kraje	distrikt	kraj	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL;POS
distrikt	okrsků	distrikt	okrsek	N;NOM;INDF;NEUT;SG	N;INAN;GEN;MASC;PL;POS
fuktigt	vlhko	fuktig	vlhko	ADJ;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG;POS
fuktigt	vlhko	fuktig	vlhko	ADJ;NOM;INDF;NEUT;SG	N;NOM;NEUT;SG;POS
fyra	čtyřka	fyra	čtyřka	NUM;NOM	N;NOM;FEM;SG;POS
mexiko	mexika	mexiko	mexika	PROPN;NOM	PROPN;NOM;NEUT;SG;POS
mexiko	mexiku	mexiko	mexika	PROPN;NOM	PROPN;DAT;NEUT;SG;POS
mexiko	mexiko	mexiko	mexiko	PROPN;NOM	PROPN;NOM;NEUT;SG;POS
london	londýně	london	londýn	PROPN;NOM	PROPN;INAN;DAT;MASC;SG;POS
london	londýn	london	londýn	PROPN;NOM	PROPN;INAN;NOM;MASC;SG;POS
london	london	london	london	PROPN;NOM	PROPN;INAN;NOM;MASC;SG;POS
används	použité	använda	použitý	V;IND;PRS;FIN;PASS	ADJ;NOM;MASC;PL;POS
används	použito	använda	použitý	V;IND;PRS;FIN;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
används	používané	använda	používaný	V;IND;PRS;FIN;PASS	ADJ;NOM;NEUT;SG;POS
används	použitý	använda	použitý	V;IND;PRS;FIN;PASS	ADJ;INAN;NOM;MASC;SG;POS
används	používaný	använda	používaný	V;IND;PRS;FIN;PASS	ADJ;INAN;NOM;MASC;SG;POS
början	začátky	början	začátek	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;MASC;PL;POS
bay	bay	bay	bay	N;NOM;INDF;NEUT;SG	PROPN;INAN;NOM;MASC;SG;POS
barn	deti	barn	det	N;NOM;INDF;NEUT;PL	N;NOM;MASC;SG;POS
barn	dětské	barn	dětský	N;NOM;INDF;NEUT;PL	ADJ;NOM;MASC;SG;POS
barn	dítě	barn	dítě	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG;POS
barn	dětská	barn	dětský	N;NOM;INDF;NEUT;PL	ADJ;NOM;FEM;SG;POS
ekonomiska	hospodářský	ekonomisk	hospodářský	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
ekonomiska	ekonomická	ekonomisk	ekonomický	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
ekonomiska	ekonomický	ekonomisk	ekonomický	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
ekonomiska	hospodářská	ekonomisk	hospodářský	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
både	obojí	både	obojí	CONJ	ADJ;NOM;MASC;SG
både	obě	både	oba	CONJ	NUM;NOM;PL
både	oba	både	oba	CONJ	NUM;NOM;MASC;PL
övrigt	ostatní	övrigt	ostatní	ADJ;NOM;INDF;NEUT;SG	ADJ;ANIM;NOM;MASC;PL;POS
övrigt	různých	övrigt	různý	ADJ;NOM;INDF;NEUT;SG	ADJ;GEN;MASC;PL;POS
övrigt	různé	övrigt	různý	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;PL;POS
artikel	článku	artikel	článek	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;SG;POS
england	england	england	england	PROPN;NOM	PROPN;INAN;NOM;MASC;SG;POS
england	anglie	england	anglie	PROPN;NOM	PROPN;NOM;FEM;SG;POS
hennes	její	hon	jeho	PRO;DEF	DET;NOM;FEM;SG;3
hennes	její	hon	jeho	PRO;DEF	DET;NOM;FEM;SG;3
argentina	argentina	argentin	argentina	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
argentina	argentiny	argentin	argentina	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;POS
mountain	hory	mountai	hora	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL;POS
mountain	horu	mountai	hora	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG;POS
grekland	řecko	grekland	řecký	PROPN;NOM	PROPN;NOM;NEUT;SG;POS
deras	jejich	de	jeho	PRO;DEF	DET;3
deras	jejich	de	jeho	PRO;DEF	DET;3
dam	přehradu	dam	přehrada	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG;POS
karl	karel	karl	karel	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
karl	charlese	karl	charles	PROPN;NOM	PROPN;ANIM;GEN;MASC;SG;POS
karl	charles	karl	charles	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
karl	charlesi	karl	charlese	PROPN;NOM	N;ANIM;DAT;MASC;SG;POS
karl	karla	karl	kárel	PROPN;NOM	PROPN;ANIM;GEN;MASC;SG;POS
karl	karl	karl	karl	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
karl	karle	karl	karle	PROPN;NOM	N;INAN;NOM;MASC;SG;POS
idag	dnešek	idag	dnešek	ADV	N;INAN;NOM;MASC;SG;POS
skådespelare	herci	skådespelare	herec	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;PL;POS
skådespelare	herce	skådespelare	herec	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;PL;POS
skådespelare	aktéři	skådespelare	aktér	N;NOM;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;PL;POS
skådespelare	herců	skådespelare	herec	N;NOM;INDF;MASC+FEM;SG	N;ANIM;GEN;MASC;PL;POS
skådespelare	herce	skådespelare	herec	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;PL;POS
personer	osob	person	osoba	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;PL;POS
personer	osobám	person	osoba	N;NOM;INDF;MASC+FEM;PL	N;DAT;FEM;PL;POS
personer	lidí	person	člověk	N;NOM;INDF;MASC+FEM;PL	N;ANIM;GEN;MASC;PL;POS
personer	lidem	person	člověk	N;NOM;INDF;MASC+FEM;PL	N;ANIM;DAT;MASC;PL;POS
personer	people	person	people	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG;POS
endast	jen	endast	jen	ADV	PART
endast	jenom	endast	jenom	ADV	PART
öar	ostrovů	öar	ostrov	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL;POS
danmark	dánsko	danmark	dánský	PROPN;NOM	PROPN;NOM;NEUT;SG;POS
danmark	danmark	danmark	danmark	PROPN;NOM	N;INAN;NOM;MASC;SG;POS
son	synu	son	syn	N;NOM;INDF;MASC+FEM;SG	N;ANIM;DAT;MASC;SG;POS
österrike	rakousko	österrike	rakouský	PROPN;NOM	PROPN;NOM;NEUT;SG;POS
river	řece	riva	řeka	N;NOM;INDF;NEUT;SG	N;DAT;FEM;SG;POS
river	river	riva	rivr	N;NOM;INDF;NEUT;SG	PROPN;INAN;NOM;MASC;SG;POS
helt	uplne	helt	uplnout	ADV	ADJ;NOM;MASC;SG;POS
artiklar	článků	artikel	článek	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL;POS
jean	jean	jean	jean	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
jean	jeane	jean	jeán	PROPN;NOM	PROPN;NOM;FEM;SG;POS
före	než	före	než	ADP	CONJ
före	před	före	před	ADP	N;FEM;SG;POS
före	předtím	före	předtím	ADP	ADV
william	william	william	william	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG;POS
känd	známí	känd	známý	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS
känd	slavní	känd	slavný	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS
engelska	česky	engelsk	česky	N;NOM;INDF;MASC+FEM;SG	ADV;POS
engelska	anglické	engelsk	anglický	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG;POS
engelska	anglicky	engelsk	anglicky	N;NOM;INDF;MASC+FEM;SG	ADV;POS
departement	odbor	departement	odbor	N;NOM;INDF;NEUT;PL	N;INAN;NOM;MASC;SG;POS
departement	oddělení	departement	oddělení	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG;POS
departement	ministerstev	departement	ministerstvo	N;NOM;INDF;NEUT;PL	N;GEN;NEUT;PL;POS
departement	ministerstvo	departement	ministerstvo	N;NOM;INDF;NEUT;PL	N;NOM;NEUT;SG;POS
antal	počítat	antal	počítat	N;NOM;INDF;NEUT;SG	V;IPFV;POS;NFIN
författare	autory	författare	autor	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL;POS
författare	autorů	författare	autor	N;NOM;INDF;MASC+FEM;PL	N;ANIM;GEN;MASC;PL;POS
författare	spisovatel	författare	spisovatel	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG;POS
författare	autor	författare	autor	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG;POS
författare	spisovatelka	författare	spisovatelka	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
författare	spisovatelů	författare	spisovatel	N;NOM;INDF;MASC+FEM;PL	N;ANIM;GEN;MASC;PL;POS
författare	autor	författare	autor	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG;POS
författare	autorka	författare	autorka	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG;POS
författare	autora	författare	autor	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;SG;POS
los	los	los	los	PROPN;NOM	PROPN;INAN;NOM;MASC;SG;POS
vissa	jistá	vissa	jistý	PRO;INDF;PL	ADJ;NOM;FEM;SG;POS
vissa	jisté	vissa	jistý	PRO;INDF;PL	ADJ;NOM;NEUT;SG;POS
vissa	jistý	vissa	jistý	PRO;INDF;PL	ADJ;INAN;NOM;MASC;SG;POS
vissa	nějaké	vissa	nějaký	PRO;INDF;PL	DET;NOM;NEUT;PL
vissa	některý	vissa	některý	PRO;INDF;PL	DET;NOM;MASC;SG
vissa	někteří	vissa	některý	PRO;INDF;PL	DET;ANIM;NOM;MASC;PL
vissa	některé	vissa	některý	PRO;INDF;PL	DET;NOM;MASC;PL
vissa	některým	vissa	některý	PRO;INDF;PL	DET;DAT;PL
