寺廟	temple	寺廟	temple	N	
寮國	laosu	寮國	laos	PROPN	N;DAT;MASC;SG
騷亂	nemiri	騷亂	nemira	V	N;NOM;MASC;PL
騷亂	nemirov	騷亂	nemir	V	N;GEN;MASC;PL
騷亂	nemir	騷亂	nemir	V	N;NOM;MASC;SG
騷亂	nemiri	騷亂	nemira	V	N;NOM;MASC;PL
騷亂	upor	騷亂	upor	V	N;NOM;MASC;SG
騷亂	nemiri	騷亂	nemira	V	N;NOM;MASC;PL
淺野	asano	淺野	asan	PROPN	
增益	pridobi	增益	pridobiti	N	V;PFV;IND;SG;3;PRS;FIN
亞當斯	adams	亞當斯	adams	PROPN	PROPN;NOM;MASC;SG
立國	suverenost	立國	suverenost	V	N;NOM;FEM;SG
徘徊	tava	徘徊	tav	N	V;IPFV;IND;SG;3;PRS;FIN
夜行	nočne	夜行	nočen	N	ADJ;NOM;FEM;PL
摺疊	krat	摺疊	krat	N	ADV
東風	dongfeng	東風	dongfeng	PROPN	
稱	določitev	稱	določitev	V	N;NOM;FEM;SG
稱	označba	稱	označba	V	N;NOM;FEM;SG
稱	poimenovanje	稱	poimenovanje	V	N;NOM;NEUT;SG
受益	korist	受益	korist	V	N;NOM;FEM;SG
受益	ugodnost	受益	ugodnost	V	N;NOM;FEM;SG
受益	ugodnosti	受益	ugodnost	V	N;NOM;FEM;PL
樂觀	optimističen	樂觀	optimističen	N	ADJ;NOM;INDF;MASC;SG
樂觀	optimističen	樂觀	optimističen	N	ADJ;NOM;INDF;MASC;SG
樂觀	optimistični	樂觀	optimističen	N	ADJ;NOM;MASC;PL
樂觀	optimistično	樂觀	optimistično	N	ADV
樂觀	optimistična	樂觀	optimističen	N	ADJ;NOM;FEM;SG
活著	živa	活著	živ	V	ADJ;NOM;FEM;SG
活著	živega	活著	živ	V	ADJ;GEN;NEUT;SG
活著	živ	活著	živ	V	ADJ;NOM;INDF;MASC;SG
遺留	dediščina	遺留	dediščina	V	N;NOM;FEM;SG
遺留	zapuščine	遺留	zapuščina	V	N;NOM;FEM;PL
遺留	nasledstvo	遺留	nasledstvo	V	N;NOM;NEUT;SG
遺留	zapuščino	遺留	zapuščina	V	N;ACC;FEM;SG
遺留	zapuščina	遺留	zapuščina	V	N;NOM;FEM;SG
摩登	moderna	摩登	moderen	PROPN	ADJ;NOM;FEM;SG
摩登	sodobno	摩登	sodoben	PROPN	ADJ;NOM;NEUT;SG
摩登	sodobna	摩登	sodoben	PROPN	ADJ;NOM;FEM;SG
摩登	sodobni	摩登	sodoben	PROPN	ADJ;NOM;MASC;SG
摩登	moderno	摩登	moderno	PROPN	ADV
裝修	prenovljena	裝修	prenovljen	N	ADJ;NOM;FEM;SG;V.PTCP
救濟	lajšanje	救濟	lajšanje	V	N;NOM;NEUT;SG
救濟	oprostitev	救濟	oprostitev	V	N;NOM;FEM;SG
救濟	olajšanje	救濟	olajšanje	V	N;NOM;NEUT;SG
配給	obroki	配給	obrok	V	N;NOM;MASC;PL
群組	skupinsko	群組	skupinski	N	ADJ;NOM;NEUT;SG
群組	skupinski	群組	skupinski	N	ADJ;NOM;MASC;SG
群組	skupinska	群組	skupinski	N	ADJ;NOM;FEM;SG
跟蹤	sledenje	跟蹤	sledenje	V	N;NOM;NEUT;SG
跟蹤	zasledovanje	跟蹤	zasledovanje	V	N;NOM;NEUT;SG
跟蹤	zalezovanje	跟蹤	zalezovanje	V	N;NOM;NEUT;SG
梵語	sanskrit	梵語	sanskrit	N	
喝酒	pijačo	喝酒	pijača	V	N;ACC;FEM;SG
喝酒	pij	喝酒	pij	V	N;NOM;MASC;SG
喝酒	pijača	喝酒	pijača	V	N;NOM;FEM;SG
多樣	raznolikosti	多樣	raznolikost	ADJ	N;GEN;FEM;SG
多樣	raznovrstnost	多樣	raznovrstnost	ADJ	N;NOM;FEM;SG
多樣	raznolikost	多樣	raznolikost	ADJ	N;NOM;FEM;SG
檀	honolulu	檀	honolul	PROPN	N;DAT;MASC;SG
處置	odlaganje	處置	odlaganje	V	N;NOM;NEUT;SG
處置	odstranjevanje	處置	odstranjevanje	V	N;NOM;NEUT;SG
按	masaže	按	masaž	ADP	N;NOM;FEM;PL
按	masažo	按	masaža	ADP	N;ACC;FEM;SG
按	masaže	按	masaž	ADP	N;NOM;FEM;PL
按	masaža	按	masaž	ADP	N;NOM;FEM;SG
寶馬	bmw	寶馬	bmw	N	PROPN;NOM;MASC;SG
林	woodland	林	woodland	PROPN	N;NOM;MASC;SG
為	zakaj	為	zakaj	ADP	ADV
煽動	vznemirjenost	煽動	vznemirjenost	V	N;NOM;FEM;SG
應變	sev	應變	sev	V	N;NOM;MASC;SG
誓言	prisega	誓言	prisegati	N	V;IPFV;IND;SG;3;PRS;FIN
保養	vzdrževanje	保養	vzdrževanje	V	N;NOM;NEUT;SG
奶油	kremasto	奶油	kremasto	N	ADV
騷動	nemir	騷動	nemir	V	N;NOM;MASC;SG
騷動	nemiri	騷動	nemira	V	N;NOM;MASC;PL
萃取	ekstrakcijo	萃取	ekstrakcija	V	N;ACC;FEM;SG
萃取	ekstrakcija	萃取	ekstrakcija	V	N;NOM;FEM;SG
萃取	pridobivanje	萃取	pridobivanje	V	N;NOM;NEUT;SG
萃取	črpanje	萃取	črpanje	V	N;NOM;NEUT;SG
萃取	izvleček	萃取	izvleček	V	N;NOM;MASC;SG
萃取	ekstrakt	萃取	ekstrakt	V	N;NOM;MASC;SG
壓迫	zatiranje	壓迫	zatiranje	V	N;NOM;NEUT;SG
壓迫	zatiranje	壓迫	zatiranje	V	N;NOM;NEUT;SG
填補	polnjenje	填補	polnjenje	V	N;NOM;NEUT;SG
填補	nadev	填補	nadeva	V	N;NOM;MASC;SG
丁	klinčki	丁	klinček	PROPN	N;NOM;MASC;PL
丁	strok	丁	strok	PROPN	N;NOM;MASC;SG
困惑	zmedenost	困惑	zmedenost	V	N;NOM;FEM;SG
困惑	zmeda	困惑	zmeda	V	N;NOM;FEM;SG
困惑	zmedeno	困惑	zmeden	V	ADJ;NOM;NEUT;SG;V.PTCP
困惑	zmedena	困惑	zmeden	V	ADJ;NOM;FEM;SG;V.PTCP
困惑	zmedeni	困惑	zmeden	V	ADJ;NOM;MASC;PL;V.PTCP
困惑	zmeden	困惑	zmeden	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
困惑	zmedeno	困惑	zmeden	V	ADJ;NOM;NEUT;SG;V.PTCP
聖地亞哥	santiago	聖地亞哥	santiaga	PROPN	N;NOM;MASC;SG
融化	taljenje	融化	taljenje	V	N;NOM;NEUT;SG
融化	taljenja	融化	taljenje	V	N;GEN;NEUT;SG
融化	topi	融化	topiti	V	N;NOM;MASC;SG
融化	topi	融化	topiti	V	N;NOM;MASC;SG
嫉妒	ljubosumen	嫉妒	ljubosumen	V	ADJ;NOM;INDF;MASC;SG
嫉妒	ljubosumni	嫉妒	ljubosumen	V	ADJ;NOM;MASC;PL
嫉妒	ljubosumna	嫉妒	ljubosumen	V	ADJ;NOM;FEM;SG
嫉妒	ljubosumja	嫉妒	ljubosumje	V	N;GEN;NEUT;SG
嫉妒	ljubosumje	嫉妒	ljubosomje	V	N;NOM;NEUT;SG
共	sobivanje	共	sobivanje	ADV	N;NOM;NEUT;SG
放大	amp	放大	amp	V	N;NOM;MASC;SG
放大	ojačevalec	放大	ojačevalec	V	N;NOM;MASC;SG
放大	ojačevalec	放大	ojačevalec	V	N;NOM;MASC;SG
離心	centrifugalni	離心	centrifugalen	N	ADJ;NOM;MASC;SG
麻美	asami	麻美	asama	PROPN	N;NOM;FEM;SG
貝多芬	beethoven	貝多芬	beethoven	PROPN	ADJ;NOM;INDF;MASC;SG
勒索	izsiljevanje	勒索	izsiljevanje	V	N;NOM;NEUT;SG
勒索	izsiljevanje	勒索	izsiljevanje	V	N;NOM;NEUT;SG
突顯	poudarjanje	突顯	poudarjanje	V	N;NOM;NEUT;SG
突顯	povzetki	突顯	povzetek	V	N;NOM;MASC;PL
僱員	zaposleni	僱員	zaposlen	N	ADJ;NOM;MASC;PL;V.PTCP
僱員	zaposleni	僱員	zaposlen	N	ADJ;NOM;MASC;PL;V.PTCP
僱員	zaposlene	僱員	zaposlen	N	ADJ;NOM;FEM;PL;V.PTCP
牛角	horn	牛角	horen	N	
附帶	poroštvo	附帶	poroštvo		N;NOM;NEUT;SG
附帶	zavarovanje	附帶	zavarovanje		N;NOM;NEUT;SG
獨奏	solist	獨奏	solist	V	N;NOM;MASC;SG
獨奏	solo	獨奏	solo	V	N;NOM;MASC;SG
敏捷	agility	敏捷	agility	ADJ	N;NOM;MASC;SG
自豪	ponosna	自豪	ponosen	N	ADJ;NOM;FEM;SG
自豪	ponosen	自豪	ponosen	N	ADJ;NOM;INDF;MASC;SG
自豪	ponosni	自豪	ponosen	N	ADJ;NOM;MASC;PL
致電	poklici	致電	poklic	V	N;NOM;MASC;PL
致電	klic	致電	klic	V	N;NOM;MASC;SG
報仇	maščevanje	報仇	maščevanje	V	N;NOM;NEUT;SG
可	spremenljivka	可	spremenljivka	V	N;NOM;FEM;SG
可	spremenljivo	可	spremenljivo	V	ADJ;NOM;NEUT;SG
可	spremenljiva	可	spremenljiv	V	ADJ;NOM;FEM;SG
漫遊	gostujejo	漫遊	gostovati	N	V;IPFV;IND;PL;3;PRS;FIN
債券	bond	債券	bond	N	
藝術	art	藝術	art	N	
亞	azijci	亞	azijec	PROPN	N;NOM;MASC;PL
飽和	nasičenost	飽和	nasičenost	V	N;NOM;FEM;SG
飽和	nasičenih	飽和	nasičen	V	ADJ;GEN;MASC;PL;V.PTCP
異形	nezemeljsko	異形	nezemeljsko	N	ADJ;NOM;NEUT;SG
異形	nezemljani	異形	nezemljan	N	ADJ;NOM;MASC;PL
稅務	davčna	稅務	davčen	N	ADJ;NOM;FEM;SG
哥倫布	kolumb	哥倫布	kolumba	PROPN	N;NOM;MASC;SG
婆羅	borneo	婆羅	boren	PROPN	ADJ;NOM;MASC;SG
負荷	obremenitve	負荷	obremenitev	V	N;NOM;FEM;PL
負荷	obremenitev	負荷	obremenitev	V	N;GEN;FEM;SG
負荷	obremenitve	負荷	obremenitev	V	N;NOM;FEM;PL
靜態	statična	靜態	statičen	N	ADJ;NOM;FEM;SG
靜態	statični	靜態	statičen	N	ADJ;NOM;MASC;PL
蜱	označite	蜱	označiti	N	V;PFV;IMP;PL;2;FIN
收縮	popadki	收縮	popadek	V	N;NOM;MASC;PL
收縮	psihiater	收縮	psihiater	V	N;NOM;MASC;SG
收縮	krčenje	收縮	krčenje	V	N;NOM;NEUT;SG
彈簧	spomladanska	彈簧	spomladanski	N	ADJ;NOM;FEM;SG
彈簧	pomladno	彈簧	pomladno	N	ADJ;NOM;NEUT;SG
公示	reklamo	公示	reklama	V	N;ACC;FEM;SG
自制	domači	自制	domač	V	ADJ;NOM;DEF;MASC;SG
自制	domač	自制	domač	V	ADJ;NOM;INDF;MASC;SG
自制	domače	自制	domače	V	ADV
自制	domača	自制	domač	V	ADJ;NOM;FEM;SG
鎧甲	oklep	鎧甲	oklep	PROPN	N;NOM;MASC;SG
忠實	zvesta	忠實	zvest	ADV	N;NOM;FEM;SG
忠實	zvest	忠實	zvest	ADV	ADJ;NOM;INDF;MASC;SG
忠實	zvesti	忠實	zvesti	ADV	ADJ;NOM;MASC;PL
豬肉	svinjski	豬肉	svinjski	N	ADJ;NOM;MASC;SG
豬肉	svinjsko	豬肉	svinjski	N	ADV
狹義	ozko	狹義	ozko	N	ADV
狹義	ozki	狹義	ozek	N	ADJ;NOM;MASC;PL
狹義	ozka	狹義	ozek	N	ADJ;NOM;FEM;SG
狹義	ozke	狹義	ozek	N	ADJ;NOM;FEM;PL
狹義	ozek	狹義	ozek	N	ADJ;NOM;INDF;MASC;SG
崇高	plemenite	崇高	plemenit	N	ADJ;NOM;FEM;PL
崇高	plemenit	崇高	plemenit	N	ADJ;NOM;INDF;MASC;SG
崇高	plemenito	崇高	plemenito	N	ADJ;NOM;NEUT;SG
崇高	plemenita	崇高	plemenit	N	ADJ;NOM;FEM;SG
崇高	plemeniti	崇高	plemeniti	N	ADJ;NOM;MASC;SG
古	paleontološki	古	paleontološki	PART	ADJ;NOM;MASC;PL
均勻	enakomerno	均勻	enakomerno	ADJ	ADV
均勻	uniforma	均勻	uniforma	ADJ	N;NOM;FEM;SG
均勻	uniformo	均勻	uniforma	ADJ	N;ACC;FEM;SG
未	poizkus	未	poizkus	ADV;NEG	N;NOM;MASC;SG
未	poskus	未	poskus	ADV;NEG	N;NOM;MASC;SG
遺忘	pozabo	遺忘	pozaba	V	N;ACC;FEM;SG
遺忘	pozabljen	遺忘	pozabljen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
遺忘	pozabljena	遺忘	pozabljen	V	ADJ;NOM;FEM;SG;V.PTCP
遺忘	pozabljeno	遺忘	pozabljen	V	ADJ;NOM;NEUT;SG;V.PTCP
遺忘	pozabljeni	遺忘	pozabljen	V	ADJ;NOM;MASC;PL;V.PTCP
謹	previdnost	謹	previdnost	ADV	N;NOM;FEM;SG
酗酒	alkoholizem	酗酒	alkoholizem	V	N;NOM;MASC;SG
控制	kontrola	控制	kontrola	V	N;NOM;FEM;SG
控制	krmiljenje	控制	krmiljenje	V	N;NOM;NEUT;SG
控制	nadzor	控制	nadzor	V	N;NOM;MASC;SG
控制	obvladovanje	控制	obvladovanje	V	N;NOM;NEUT;SG
篩選	presejalni	篩選	presejalen	N	ADJ;NOM;MASC;SG
重逢	srečanje	重逢	srečanje	V	N;NOM;NEUT;SG
重逢	snidenje	重逢	snidenje	V	N;NOM;NEUT;SG
預估	napoved	預估	napoved	V	N;NOM;FEM;SG
預估	napovedi	預估	napoved	V	N;NOM;FEM;PL
預估	napoved	預估	napoved	V	N;NOM;FEM;SG
預估	napovedi	預估	napoved	V	N;NOM;FEM;PL
預估	ocena	預估	ocena	V	N;NOM;FEM;SG
預估	ocenjeno	預估	ocenjen	V	ADJ;NOM;NEUT;SG;V.PTCP
預估	ocenjen	預估	ocenjen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
預估	ocenjeni	預估	ocenjen	V	ADJ;NOM;MASC;PL;V.PTCP
預估	ocenjena	預估	ocenjen	V	ADJ;NOM;FEM;SG;V.PTCP
渾	hun	渾	hun		N;NOM;MASC;SG
盲人	slep	盲人	slep	N	ADJ;NOM;INDF;MASC;SG
盲人	slepe	盲人	slep	N	ADJ;NOM;FEM;PL
盲人	slepa	盲人	slep	N	ADJ;NOM;FEM;SG
盲人	slepi	盲人	slep	N	ADJ;NOM;MASC;PL
羚羊	antilope	羚羊	antilop	PROPN	N;NOM;MASC;PL
自發	spontana	自發	spontan	V	ADJ;NOM;FEM;SG
自發	spontani	自發	spontan	V	ADJ;NOM;MASC;SG
自發	spontano	自發	spontano	V	ADV
自發	spontano	自發	spontano	V	ADV
田納西	tennessee	田納西	tennesse	PROPN	PROPN;NOM;MASC;SG
綠化	zelenje	綠化	zelenje	V	ADJ;NOM;NEUT;SG
盧布	rubljev	盧布	rubljev	PROPN	N;GEN;MASC;PL
遺失	izgubljena	遺失	izgubljen	V	ADJ;NOM;FEM;SG;V.PTCP
遺失	izgubljeni	遺失	izgubljen	V	ADJ;NOM;MASC;PL;V.PTCP
遺失	izgubljeno	遺失	izgubljen	V	ADJ;NOM;NEUT;SG;V.PTCP
遺失	izgubljen	遺失	izgubljen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
遺失	pogrešana	遺失	pogrešan	V	ADJ;NOM;FEM;SG;V.PTCP
遺失	manjkajoče	遺失	manjkajoč	V	ADJ;NOM;FEM;PL;V.PTCP
遺失	pogrešan	遺失	pogrešan	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
爆裂	počil	爆裂	počiti	N	V;PFV;MASC;SG;V.PTCP
爆裂	poči	爆裂	počati	N	V;PFV;IND;SG;3;PRS;FIN
心智	duševno	心智	duševno	N	ADJ;NOM;NEUT;SG
心智	mentalno	心智	mentalen	N	ADJ;NOM;NEUT;SG
心智	duševna	心智	duševen	N	ADJ;NOM;FEM;SG
鋪設	polaganje	鋪設	polaganje	V	N;NOM;NEUT;SG
羊毛	volna	羊毛	volna	N	ADJ;NOM;FEM;SG
羊毛	volne	羊毛	volna	N	ADJ;NOM;FEM;SG
羊毛	volno	羊毛	volna	N	ADV
撕裂	raztrgana	撕裂	raztrgan	N	ADJ;NOM;FEM;SG;V.PTCP
多哥	togo	多哥	tog	PROPN	ADV
多哥	toga	多哥	tog	PROPN	ADJ;NOM;FEM;SG
早	prej	早	prej	N	ADV;CMPR
造假	ponaredek	造假	ponaredek	V	N;NOM;MASC;SG
造假	ponarejanje	造假	ponarejanje	V	N;NOM;NEUT;SG
造假	ponarejanje	造假	ponarejanje	V	N;NOM;NEUT;SG
所有	lastnik	所有	lastnik	DET	N;NOM;MASC;SG
所有	lastnica	所有	lastnica	DET	N;NOM;FEM;SG
所有	lastniki	所有	lastnik	DET	N;NOM;MASC;PL
園藝	garden	園藝	garden	N	
閃耀	sveti	閃耀	svet	N	ADJ;NOM;DEF;MASC;SG
閃耀	sije	閃耀	sijati	N	V;IPFV;IND;SG;3;PRS;FIN
流利	tekoče	流利	tekoče	V	ADJ;NOM;NEUT;SG;V.PTCP
格子	plezalne	格子	plezalen	N	ADJ;NOM;FEM;PL
信使	sel	信使	sel	N	V;MASC;SG;V.PTCP
信使	sla	信使	sla	N	PROPN;NOM;FEM;SG
監測	spremljanje	監測	spremljanje	V	N;NOM;NEUT;SG
監測	spremljanje	監測	spremljanje	V	N;NOM;NEUT;SG
監測	monitor	監測	monitor	V	N;NOM;MASC;SG
怨恨	zamere	怨恨	zamera	V	N;NOM;FEM;SG
巴格達	bagdad	巴格達	bagdad	PROPN	N;NOM;MASC;SG
解脫	odrešitev	解脫	odrešitev	V	N;NOM;FEM;SG
征服	osvajalec	征服	osvajalec	V	N;NOM;MASC;SG
開朗	veselo	開朗	veselo	N	ADV
引渡	izročitve	引渡	izročitev	V	N;NOM;FEM;PL
引渡	izročitev	引渡	izročitev	V	N;NOM;FEM;SG
斷裂	zlom	斷裂	zlom	V	N;NOM;MASC;SG
斷裂	prelom	斷裂	prelom	V	N;NOM;MASC;SG
斷裂	zlomi	斷裂	zlom	V	N;NOM;MASC;SG
斷裂	zlomljen	斷裂	zlomljen	V	ADJ;NOM;INDF;MASC;SG;V.PTCP
斷裂	zlomljeno	斷裂	zlomljen	V	ADJ;NOM;NEUT;SG;V.PTCP
殘留	ostanki	殘留	ostanek	V	N;NOM;MASC;PL
殘留	ostanek	殘留	ostanek	V	N;NOM;MASC;SG
鶯	inge	鶯	inga	PROPN	PROPN;NOM;MASC;SG
著	pristanek	著	pristanek	PART;PROG	N;NOM;MASC;SG
著	pristajanje	著	pristajanje	PART;PROG	N;NOM;NEUT;SG
