الليثيوم	litiu	الليثيوم	litiu		N;INDF;MASC;SG
تتويج	încoronarea	تَتوِيج	încoronare	N;NOM;INDF;SG	N;DEF;FEM;SG
القيروان	kairouan	قَيرَوَان	kairouan	N;NOM;DEF;SG	N;INDF;MASC;SG
اريد	vrei	اريد	vrea		V;IND;SG;2;PRS;FIN
اريد	vreau	اريد	vrea		V;IND;SG;1;PRS;FIN
هول	hall	هُول	hall		PROPN
هول	urlet	هُول	urlet		N;INDF;MASC;SG
هول	howl	هُول	howl		
مشارك	participantul	مَشرَكَة	participant	N;NOM;INDF;SG	N;DEF;MASC;SG
الطقوس	ritualul	طَقوَس	ritual	N;NOM;DEF;PL	N;DEF;MASC;SG
الطقوس	ritual	طَقوَس	ritual	N;NOM;DEF;PL	N;INDF;MASC;SG
الطقوس	ritualuri	طَقوَس	ritual	N;NOM;DEF;PL	N;INDF;FEM;PL
الطقوس	ritualurile	طَقوَس	ritual	N;NOM;DEF;PL	N;DEF;FEM;PL
الفطر	ciupercile	فِطر	ciupercă	N;NOM;DEF;SG	N;DEF;FEM;PL
الفطر	ciuperci	فِطر	ciupercă	N;NOM;DEF;SG	N;INDF;FEM;PL
المعتقدات	convingerile	مُعتَقَد	convingere	N;NOM;DEF;PL	N;DEF;FEM;PL
المعتقدات	convingeri	مُعتَقَد	convingere	N;NOM;DEF;PL	N;INDF;FEM;PL
دل	del	دَلّ	del	V;PFV;MASC;SG;3;ACT	N;INDF;MASC;SG
جرذ	rat	جُرذ	rat	N;NOM;INDF;SG	
سكاي	cerul	سَاكِي	cer		N;DEF;MASC;SG
سكاي	sky	سَاكِي	sky		N;INDF;MASC;SG
سكاي	cer	سَاكِي	cere		V;IND;SG;3;PRS;FIN
ثمان	eight	ثَمَانِيَة	eight	NUM;NOM;INDF;FEM	N;INDF;MASC;SG
باعتبار	considerând	باعتبار	considera	PRO;ACC;MASC;PL;3	V;V.MSDR
السجل	record	سِجِلّ	record	N;NOM;DEF;SG	N;INDF;MASC;SG
السجل	înregistrare	سِجِلّ	înregistrare	N;NOM;DEF;SG	N;INDF;FEM;SG
السجل	înregistrează	سِجِلّ	înregistra	N;NOM;DEF;SG	V;IND;3;PRS;FIN
السجل	registru	سِجِلّ	registru	N;NOM;DEF;SG	N;INDF;MASC;SG
السجل	înregistrează	سِجِلّ	înregistra	N;NOM;DEF;SG	V;IND;3;PRS;FIN
السجل	inregistrare	سِجِلّ	inregistrare	N;NOM;DEF;SG	N;INDF;FEM;SG
السجل	log	سِجِلّ	log	N;NOM;DEF;SG	N;INDF;MASC;SG
السجل	jurnal	سِجِلّ	jurnal	N;NOM;DEF;SG	N;INDF;MASC;SG
السجل	registru	سِجِلّ	registru	N;NOM;DEF;SG	N;INDF;MASC;SG
موحدة	standardizate	مُوَحَّد	standardiza	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
موحدة	uniforma	مُوَحَّد	uniformă	ADJ;NOM;INDF;FEM;SG	N;DEF;FEM;SG
موحدة	uniformă	مُوَحَّد	uniformă	ADJ;NOM;INDF;FEM;SG	N;INDF;FEM;SG
موحدة	uniforme	مُوَحَّد	uniformă	ADJ;NOM;INDF;FEM;SG	N;INDF;FEM;PL
موحدة	uniform	مُوَحَّد	uniform	ADJ;NOM;INDF;FEM;SG	ADV
التحدي	provocare	تَحَدِّي	provocare	N;NOM;DEF;SG	N;INDF;FEM;SG
التحدي	provocarea	تَحَدِّي	provocare	N;NOM;DEF;SG	N;DEF;FEM;SG
سونغ	cântat	سونغ	cânta		ADJ;INDF;MASC;SG
سونغ	sung	سونغ	sung		PROPN
سونغ	cantec	سونغ	cantec		N;INDF;MASC;SG
سونغ	song	سونغ	song		N;INDF;MASC;SG
سونغ	melodie	سونغ	melodie		N;INDF;FEM;SG
سونغ	cântec	سونغ	cântec		N;INDF;MASC;SG
محاضرة	prelegere	مُحَاضَرَة	prelegere	N;NOM;INDF;SG	N;INDF;FEM;SG
النانو	nano	النانو	nano	N;NOM;DEF;SG	
الالكترونية	electronice	إِلِكترُونِيّ	electronic	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;PL
الالكترونية	electronică	إِلِكترُونِيّ	electronic	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;SG
الالكترونية	electronic	إِلِكترُونِيّ	electronic	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;SG
هوليوود	hollywood	هوليوود	hollywood		PROPN
الفقهية	doctrinare	فَقهِيّ	doctrinare		ADJ;INDF;FEM;PL
بوير	boyer	بوير	boyer		PROPN
البقرة	vacă	بَقَرَة	vacă	N;NOM;DEF;SG	N;INDF;FEM;SG
البقرة	vaca	بَقَرَة	vacă	N;NOM;DEF;SG	N;DEF;FEM;SG
الديناصورات	dinozauri	دِينَاصُور	dinoza		N;INDF;MASC;PL
الديناصورات	dinozaurii	دِينَاصُور	dinozaură		N;DEF;MASC;PL
الديناصورات	dinozaur	دِينَاصُور	dinozaur		N;INDF;MASC;SG
شمسي	solare	شمسي	solar	ADJ;NOM;INDF;MASC;SG	N;INDF;FEM;PL
شمسي	solară	شمسي	sola	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
شمسي	solar	شمسي	solar	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
كركوك	kirkuk	كركوك	kirkuk		N;DEF;MASC;SG
اربع	four	أَربَعَة	four	NUM;NOM;INDF;FEM	N;INDF;MASC;SG
الحافة	marginea	حَافّ	margine	N;NOM;DEF;SG	N;DEF;FEM;SG
الحافة	edge	حَافّ	edge	N;NOM;DEF;SG	N;INDF;MASC;SG
الحافة	margine	حَافّ	margine	N;NOM;DEF;SG	N;INDF;FEM;SG
الحافة	muchie	حَافّ	muchie	N;NOM;DEF;SG	N;INDF;FEM;SG
خريف	toamna	خَرِيف	toamnă	N;NOM;INDF;SG	N;DEF;FEM;SG
خريف	toamnă	خَرِيف	toamnă	N;NOM;INDF;SG	N;INDF;FEM;SG
فرح	joy	فُرحَة	joy		N;INDF;MASC;SG
فرح	bucurie	فُرحَة	bucurie		N;INDF;FEM;SG
فرح	veselie	فُرحَة	veselie		N;INDF;FEM;SG
فرح	bucuria	فُرحَة	bucurie		N;DEF;FEM;SG
فرح	farah	فُرحَة	farah		PROPN
صناعات	industriile	صِنَاعَة	industrie	N;NOM;INDF;PL	N;DEF;FEM;PL
الخبرات	expertiză	خِبرَة	expertiz	N;NOM;DEF;PL	N;INDF;FEM;SG
الخبرات	expertiza	خِبرَة	expertiza	N;NOM;DEF;PL	N;DEF;FEM;SG
الخبرات	experiente	خِبرَة	experient	N;NOM;DEF;PL	N;INDF;FEM;PL
الخبرات	experiențe	خِبرَة	experiență	N;NOM;DEF;PL	N;INDF;FEM;PL
الخبرات	experiență	خِبرَة	experiență	N;NOM;DEF;PL	N;INDF;FEM;SG
الخبرات	experiența	خِبرَة	experiență	N;NOM;DEF;PL	N;DEF;FEM;SG
الخبرات	experienta	خِبرَة	experient	N;NOM;DEF;PL	N;DEF;FEM;SG
رضوي	razavi	رضوي	razavi		
المدار	orbită	مَدَار	orbită	N;NOM;DEF;SG	N;INDF;FEM;SG
المدار	orbita	مَدَار	orbită	N;NOM;DEF;SG	N;DEF;FEM;SG
التشريح	anatomie	تَشرِيح	anatomie	N;NOM;DEF;SG	N;INDF;FEM;SG
التشريح	anatomia	تَشرِيح	anatomie	N;NOM;DEF;SG	N;DEF;FEM;SG
التشريح	autopsia	تَشرِيح	autopsie	N;NOM;DEF;SG	N;DEF;FEM;SG
التشريح	autopsie	تَشرِيح	autopsie	N;NOM;DEF;SG	N;INDF;FEM;SG
تشي	chi	تشي	chi		
تشي	che	تشي	che		
ظاهر	vizibilă	ظاهر	vizibil		ADJ;INDF;FEM;SG
ظاهر	vizibile	ظاهر	vizibil		ADJ;INDF;FEM;PL
ظاهر	vizibil	ظاهر	vizibil		ADV
ظاهر	aparentă	ظاهر	aparent		ADJ;INDF;FEM;SG
ظاهر	aparenta	ظاهر	aparent		N;DEF;FEM;SG
ظاهر	aparente	ظاهر	aparent		N;INDF;FEM;PL
دفعة	promovează	دَفعَة	promova	N;NOM;INDF;SG	V;IND;3;PRS;FIN
دفعة	lotul	دَفعَة	lot	N;NOM;INDF;SG	N;DEF;MASC;SG
دفعة	plata	دَفعَة	plată	N;NOM;INDF;SG	N;DEF;FEM;SG
دفعة	plată	دَفعَة	plată	N;NOM;INDF;SG	N;INDF;FEM;SG
النسوية	feminismul	نَسَوِيّ	feminism	ADJ;NOM;DEF;FEM;SG	N;DEF;MASC;SG
النسوية	feministe	نَسَوِيّ	feminist	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;PL
النسوية	feministă	نَسَوِيّ	feminist	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;FEM;SG
لوح	bord	لَوح	bord		N;INDF;MASC;SG
لوح	tablă	لَوح	tablă		N;INDF;FEM;SG
لوح	comprimat	لَوح	comprimat		N;INDF;MASC;SG
لوح	tabletă	لَوح	tabletă		N;INDF;FEM;SG
لوح	tableta	لَوح	tabletă		N;DEF;FEM;SG
لوح	undei	لَوح	undei		
لوح	val	لَوح	val		N;INDF;MASC;SG
لوح	valul	لَوح	val		N;DEF;MASC;SG
الميل	înclină	مِيل	înclina	N;NOM;DEF;SG	V;IND;SG;3;PST;FIN
الميل	înclina	مِيل	înclina	N;NOM;DEF;SG	V;IND;SG;3;IPFV;FIN
الميل	înclinare	مِيل	înclinare	N;NOM;DEF;SG	N;INDF;FEM;SG
الميل	mile	مِيل	milă	N;NOM;DEF;SG	
الميل	milă	مِيل	milă	N;NOM;DEF;SG	N;INDF;FEM;SG
مزايا	avantajele	مَزِيَّة	avantaj	N;NOM;INDF;PL	N;DEF;FEM;PL
مغلقة	închise	مُغلَق	închide	ADJ;NOM;INDF;FEM;SG	V;IND;PL;3;PST;FIN
مغلقة	închisă	مُغلَق	închide	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
منصات	platformele	مِنَصَّة	platformă	N;NOM;INDF;PL	N;DEF;FEM;PL
المليون	milioane	مِليُون	milion	NUM;NOM;DEF;SG	NUM;INDF;FEM;PL
المليون	milion	مِليُون	milion	NUM;NOM;DEF;SG	NUM;INDF;MASC;SG
تقليد	traditia	تَقلِيد	traditie	N;NOM;INDF;SG	N;DEF;FEM;SG
تقليد	tradiție	تَقلِيد	tradiție	N;NOM;INDF;SG	N;INDF;FEM;SG
تقليد	traditie	تَقلِيد	traditie	N;NOM;INDF;SG	N;INDF;FEM;SG
تقليد	tradiția	تَقلِيد	tradiție	N;NOM;INDF;SG	N;DEF;FEM;SG
الشيرازي	shirazi	شِيرَازِيّ	shirad		
ميكانيكية	mecanice	مِيكَانِيكِيَّة	mecanic	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
ميكانيكية	mecanică	مِيكَانِيكِيَّة	mecanic	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
السعة	capacitatea	سِعَّة	capacitate	N;NOM;DEF;SG	N;DEF;FEM;SG
السعة	capacitate	سِعَّة	capacitate	N;NOM;DEF;SG	N;INDF;FEM;SG
السعة	amplitudine	سِعَّة	amplitudine	N;NOM;DEF;SG	N;INDF;FEM;SG
التهديد	amenințare	تَهدِيد	amenințare	N;NOM;DEF;SG	N;INDF;FEM;SG
التهديد	amenintare	تَهدِيد	amenintare	N;NOM;DEF;SG	N;INDF;FEM;SG
المسلح	pistolar	مُسَلَّح	pistolar	N;NOM;DEF;SG	N;INDF;MASC;SG
الموانئ	porturile	مِينَاء	port	N;NOM;DEF;PL	N;DEF;FEM;PL
الموانئ	porturi	مِينَاء	port	N;NOM;DEF;PL	N;INDF;FEM;PL
عقل	brain	عَقَل	brain		N;INDF;MASC;SG
عقل	creier	عَقَل	creier		N;INDF;MASC;SG
عقل	creierul	عَقَل	creier		N;DEF;MASC;SG
عقل	minte	عَقَل	minte		N;INDF;FEM;SG
عقل	mintea	عَقَل	minte		N;DEF;FEM;SG
دنيا	minimul	دَنِيّ	minim	ADJ;ACC;INDF;MASC;SG	N;DEF;MASC;SG
دنيا	minimum	دَنِيّ	minimum	ADJ;ACC;INDF;MASC;SG	
دنيا	minime	دَنِيّ	minim	ADJ;ACC;INDF;MASC;SG	ADJ;INDF;FEM;PL
دنيا	minimă	دَنِيّ	minim	ADJ;ACC;INDF;MASC;SG	ADJ;INDF;FEM;SG
دنيا	minim	دَنِيّ	minim	ADJ;ACC;INDF;MASC;SG	N;INDF;MASC;SG
الطلاق	divorț	طَلَاق	divorț	N;NOM;DEF;SG	N;INDF;MASC;SG
خفيف	lumină	خفيف	lumină	ADJ;NOM;INDF;MASC;SG	N;INDF;FEM;SG
خفيف	light	خفيف	light	ADJ;NOM;INDF;MASC;SG	
خفيف	lumina	خفيف	lumină	ADJ;NOM;INDF;MASC;SG	N;DEF;FEM;SG
مونتريال	montreal	مُونترِيَال	montreal		PROPN
جلدية	piele	جَلَدِيَّة	piele	ADJ;NOM;INDF;FEM;SG	N;INDF;FEM;SG
الفائزين	învingători	فَائِز	învingător	ADJ;NOM;DEF;MASC;PL	ADJ;INDF;MASC;PL
المرجح	ponderată	مُرَجَّح	pondera	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
المرجح	ponderat	مُرَجَّح	pondera	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
المرجح	ponderate	مُرَجَّح	pondera	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;PL
بطليموس	ptolemeu	بَطِيمُوس	ptolemeu		PROPN
تهديد	amenințare	تَهدِيد	amenințare	N;NOM;INDF;SG	N;INDF;FEM;SG
تهديد	amenintare	تَهدِيد	amenintare	N;NOM;INDF;SG	N;INDF;FEM;SG
المعيار	criteriu	مِعيَار	criteriu	N;NOM;DEF;SG	N;INDF;MASC;SG
المعيار	criteriul	مِعيَار	criteriu	N;NOM;DEF;SG	N;DEF;MASC;SG
المعيار	standardul	مِعيَار	standard	N;NOM;DEF;SG	N;DEF;MASC;SG
المعيار	standard	مِعيَار	standard	N;NOM;DEF;SG	ADJ
الهياكل	structurile	هَيكَل	structură	N;NOM;DEF;SG	N;DEF;FEM;PL
الهياكل	structuri	هَيكَل	structură	N;NOM;DEF;SG	N;INDF;FEM;PL
الهياكل	structurilor	هَيكَل	structură	N;NOM;DEF;SG	N;DEF;FEM;PL
المنفى	exil	مَنفَى	exil	N;NOM;DEF;SG	N;INDF;MASC;SG
المنفى	exilul	مَنفَى	exil	N;NOM;DEF;SG	N;DEF;MASC;SG
تشابه	asemănare	تَشَابُه	asemănare	N;NOM;INDF;SG	N;INDF;FEM;SG
تشابه	similitudine	تَشَابُه	similitudine	N;NOM;INDF;SG	N;INDF;FEM;SG
الرباعي	cvartet	رُبَاعِيّ	cvartet		N;INDF;MASC;SG
المصلحة	dobânzi	مَصلَحَة	dobândă	N;NOM;DEF;SG	N;INDF;FEM;PL
المصلحة	interese	مَصلَحَة	interes	N;NOM;DEF;SG	N;INDF;FEM;PL
المصلحة	interes	مَصلَحَة	interes	N;NOM;DEF;SG	N;INDF;MASC;SG
المصلحة	dobânda	مَصلَحَة	dobândă	N;NOM;DEF;SG	N;DEF;FEM;SG
المصلحة	dobândă	مَصلَحَة	dobândă	N;NOM;DEF;SG	N;INDF;FEM;SG
المصلحة	interesul	مَصلَحَة	interes	N;NOM;DEF;SG	N;DEF;MASC;SG
مجلدات	dosarele	مُجَلَّد	dosar	ADJ;NOM;INDF;FEM;PL	N;DEF;FEM;PL
مجلدات	dosare	مُجَلَّد	dosare	ADJ;NOM;INDF;FEM;PL	N;INDF;FEM;PL
مجلدات	volume	مُجَلَّد	volum	ADJ;NOM;INDF;FEM;PL	N;INDF;FEM;PL
مجلدات	volumele	مُجَلَّد	volum	ADJ;NOM;INDF;FEM;PL	N;DEF;FEM;PL
الحفظ	conservarea	حِفظ	conservare	N;NOM;DEF;SG	N;DEF;FEM;SG
الحفظ	conservare	حِفظ	conservare	N;NOM;DEF;SG	N;INDF;FEM;SG
الحفظ	economisire	حِفظ	economisire	N;NOM;DEF;SG	N;INDF;FEM;SG
الحفظ	salvarea	حِفظ	salvare	N;NOM;DEF;SG	N;DEF;FEM;SG
الحفظ	conservarea	حِفظ	conservare	N;NOM;DEF;SG	N;DEF;FEM;SG
الحفظ	conservare	حِفظ	conservare	N;NOM;DEF;SG	N;INDF;FEM;SG
باراغواي	paraguay	باراغواي	paraguay		PROPN
استخدامات	utilizările	اِستِخدَام	utilizare	N;NOM;INDF;PL	N;DEF;FEM;PL
يوميات	cronologie	يَومِيّ	cronologie	ADJ;NOM;INDF;FEM;PL	N;INDF;FEM;SG
يوميات	cronologia	يَومِيّ	cronologie	ADJ;NOM;INDF;FEM;PL	N;DEF;FEM;SG
يوميات	journal	يَومِيّ	journal	ADJ;NOM;INDF;FEM;PL	N;INDF;MASC;SG
يوميات	jurnalul	يَومِيّ	jurnal	ADJ;NOM;INDF;FEM;PL	N;DEF;MASC;SG
يوميات	jurnal	يَومِيّ	jurnal	ADJ;NOM;INDF;FEM;PL	N;INDF;MASC;SG
يوميات	jurnalul	يَومِيّ	jurnal	ADJ;NOM;INDF;FEM;PL	N;DEF;MASC;SG
يوميات	jurnal	يَومِيّ	jurnal	ADJ;NOM;INDF;FEM;PL	N;INDF;MASC;SG
فرديناند	ferdinand	فرديناند	ferdinand		N;INDF;MASC;SG
تعليقات	comentariile	تَعلِيق	comentariu	N;NOM;INDF;PL	N;DEF;FEM;PL
المهن	profesii	مِهنَة	profesie	N;NOM;DEF;PL	N;INDF;FEM;PL
المهن	carierele	مِهنَة	carieră	N;NOM;DEF;PL	N;DEF;FEM;PL
المهن	cariere	مِهنَة	carieră	N;NOM;DEF;PL	N;INDF;FEM;PL
تلفاز	televiziune	تَلفَاز	televiziune	N;NOM;INDF;SG	N;INDF;FEM;SG
تلفاز	televiziunea	تَلفَاز	televiziune	N;NOM;INDF;SG	N;DEF;FEM;SG
السلبي	pasiv	سَلبِيّ	pasiv	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
السلبي	pasivă	سَلبِيّ	pasivă	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;SG
السلبي	pasive	سَلبِيّ	pasiv	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;PL
قيود	limitările	قَيد	limitare	N;NOM;INDF;PL	N;DEF;FEM;PL
جيب	buzunarul	جيب	buzunar	N;NOM;INDF;SG	N;DEF;MASC;SG
حقن	injectarea	حَقَّن	injectare	N;NOM;INDF;SG	N;DEF;FEM;SG
حقن	injecție	حَقَّن	injecție	N;NOM;INDF;SG	N;INDF;FEM;SG
حقن	injectare	حَقَّن	injectare	N;NOM;INDF;SG	N;INDF;FEM;SG
ساوث	sud	سَاوث	sud		N;INDF;MASC;SG
ساوث	south	سَاوث	south		N;INDF;MASC;SG
ساوث	sudul	سَاوث	sud		N;DEF;MASC;SG
بالضبط	exact	بَالضبط	exact	N;NOM;DEF;SG	ADV
البطالة	șomaj	بِطَالَة	șomaj	N;NOM;DEF;SG	N;INDF;MASC;SG
تجهيز	procesarea	تَجهِيز	procesare	N;NOM;INDF;SG	N;DEF;FEM;SG
تجهيز	procesare	تَجهِيز	procesare	N;NOM;INDF;SG	N;INDF;FEM;SG
تجهيز	prelucrarea	تَجهِيز	prelucrare	N;NOM;INDF;SG	N;DEF;FEM;SG
تجهيز	prelucrare	تَجهِيز	prelucrare	N;NOM;INDF;SG	N;INDF;FEM;SG
الجلسة	sedinta	جَلسَة	sedintă	N;NOM;DEF;SG	N;DEF;FEM;SG
الجلسة	sesiune	جَلسَة	sesiune	N;NOM;DEF;SG	N;INDF;FEM;SG
الجلسة	sesiunea	جَلسَة	sesiune	N;NOM;DEF;SG	N;DEF;FEM;SG
الجلسة	intalnire	جَلسَة	intalnire	N;NOM;DEF;SG	N;INDF;FEM;SG
الجلسة	întâlnirea	جَلسَة	întâlnire	N;NOM;DEF;SG	N;DEF;FEM;SG
الجلسة	întâlnire	جَلسَة	întâlnire	N;NOM;DEF;SG	N;INDF;FEM;SG
احداث	evenimentele	حَدَث	eveniment	N;NOM;INDF;PL	N;DEF;FEM;PL
ركوب	călărind	ركوب	călări	N;NOM;INDF;SG	V;V.MSDR
ركوب	plimbare	ركوب	plimbare	N;NOM;INDF;SG	N;INDF;FEM;SG
ركوب	ride	ركوب	rid	N;NOM;INDF;SG	
نمر	tiger	نمر	tiger		N;INDF;MASC;SG
نمر	tigrul	نمر	tigru		N;DEF;MASC;SG
نمر	tigru	نمر	tigru		N;INDF;MASC;SG
نمر	leopardul	نمر	leopard		N;DEF;MASC;SG
نمر	leopard	نمر	leopard		N;INDF;MASC;SG
الخريف	toamna	خَرِيف	toamnă	N;NOM;DEF;SG	N;DEF;FEM;SG
الخريف	toamnă	خَرِيف	toamnă	N;NOM;DEF;SG	N;INDF;FEM;SG
الخريف	cazi	خَرِيف	cădea	N;NOM;DEF;SG	V;IND;SG;2;PRS;FIN
الخريف	toamna	خَرِيف	toamnă	N;NOM;DEF;SG	N;DEF;FEM;SG
الخريف	cădea	خَرِيف	cădea	N;NOM;DEF;SG	V;IND;SG;3;IPFV;FIN
شمسية	umbrella	شَمسِيّ	umbrella	ADJ;NOM;INDF;FEM;SG	N;DEF;FEM;SG
شمسية	umbrela	شَمسِيّ	umbrelă	ADJ;NOM;INDF;FEM;SG	N;DEF;FEM;SG
شمسية	umbrelă	شَمسِيّ	umbrel	ADJ;NOM;INDF;FEM;SG	N;INDF;FEM;SG
شمسية	solare	شَمسِيّ	solar	ADJ;NOM;INDF;FEM;SG	N;INDF;FEM;PL
شمسية	solară	شَمسِيّ	sola	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
شمسية	solar	شَمسِيّ	solar	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
النجار	carpenter	نَجَّار	carpenter		PROPN
النجار	tâmplar	نَجَّار	tâmplar		N;INDF;MASC;SG
النهج	abordările	نَهج	abordare	N;NOM;DEF;SG	N;DEF;FEM;PL
النهج	abordări	نَهج	abordare	N;NOM;DEF;SG	N;INDF;FEM;PL
النهج	abordarea	نَهج	abordare	N;NOM;DEF;SG	N;DEF;FEM;SG
النهج	abordare	نَهج	abordare	N;NOM;DEF;SG	N;INDF;FEM;SG
جامايكا	jamaica	جامايكا	jamaică		PROPN
جامايكا	jamaican	جامايكا	jamaican		ADJ;INDF;MASC;SG
روضة	gradinita	رَوضَة	gradinit	N;NOM;INDF;SG	N;DEF;FEM;SG
تدمر	distruge	دَمَّر	distruge		V;IND;SG;3;PRS;FIN
الكثيرون	multi	كَثِير	mult	ADJ;NOM;DEF;MASC;PL	
الكثيرون	mulți	كَثِير	mult	ADJ;NOM;DEF;MASC;PL	PRO;MASC;PL;3
الكثيرون	multe	كَثِير	mult	ADJ;NOM;DEF;MASC;PL	PRO;FEM;PL;3
التوجهات	tendințele	تَوَجُّه	tendință	N;NOM;DEF;PL	N;DEF;FEM;PL
تقاطع	intersecţia	تَقَاطُع	intersechie	N;NOM;INDF;SG	N;DEF;FEM;SG
تقاطع	intersectie	تَقَاطُع	intersectie	N;NOM;INDF;SG	N;INDF;FEM;SG
نشيد	imnul	نشيد	imn	N;NOM;INDF;SG	N;DEF;MASC;SG
عنف	violent	عُنف	violent	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
عنف	violentă	عُنف	violentă	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
عنف	violente	عُنف	violent	N;NOM;INDF;SG	ADJ;INDF;FEM;PL
عنف	violentă	عُنف	violentă	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
عنف	violență	عُنف	violență	N;NOM;INDF;SG	N;INDF;FEM;SG
عنف	violenta	عُنف	violentă	N;NOM;INDF;SG	N;DEF;FEM;SG
شيد	magazie	شَاد	magazie	V;PFV;MASC;SG;3;PASS	N;INDF;FEM;SG
شيد	vărsat	شَاد	vărsa	V;PFV;MASC;SG;3;PASS	ADJ;INDF;MASC;SG
وين	wayne	وين	waynă		PROPN
وين	wen	وين	wen		PROPN
تدهور	deteriorare	تَدَهوُر	deteriorare	N;NOM;INDF;SG	N;INDF;FEM;SG
تدهور	deteriorarea	تَدَهوُر	deteriorare	N;NOM;INDF;SG	N;DEF;FEM;SG
تدهور	degradarea	تَدَهوُر	degradare	N;NOM;INDF;SG	N;DEF;FEM;SG
تدهور	degradare	تَدَهوُر	degradare	N;NOM;INDF;SG	N;INDF;FEM;SG
الصراعات	conflictele	صِرَاع	conflict	N;NOM;DEF;PL	N;DEF;FEM;PL
الصراعات	conflicte	صِرَاع	conflict	N;NOM;DEF;PL	N;INDF;FEM;PL
الصراعات	conflictul	صِرَاع	conflict	N;NOM;DEF;PL	N;DEF;MASC;SG
الصراعات	conflicte	صِرَاع	conflict	N;NOM;DEF;PL	N;INDF;FEM;PL
الصراعات	conflict	صِرَاع	conflict	N;NOM;DEF;PL	N;INDF;MASC;SG
بيانو	pian	بيانو	pian		N;INDF;MASC;SG
بيانو	pianul	بيانو	pian		N;DEF;MASC;SG
مسافات	spațiile	مَسَاف	spațiu	N;NOM;INDF;PL	N;DEF;FEM;PL
اخذ	luată	أَخذ	lua	V;PFV;MASC;SG;3;ACT	ADJ;INDF;FEM;SG
اخذ	luat	أَخذ	lua	V;PFV;MASC;SG;3;ACT	ADJ;INDF;MASC;SG
اخذ	luate	أَخذ	luat	V;PFV;MASC;SG;3;ACT	ADJ;INDF;FEM;PL
اخذ	luarea	أَخذ	luare	V;PFV;MASC;SG;3;ACT	N;DEF;FEM;SG
اخذ	ia	أَخذ	lua	V;PFV;MASC;SG;3;ACT	
اخذ	luati	أَخذ	lua	V;PFV;MASC;SG;3;ACT	
سامة	toxic	سامة	toxic	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
سامة	toxică	سامة	toxic	N;NOM;INDF;SG	ADJ;INDF;FEM;SG
سامة	toxice	سامة	toxic	N;NOM;INDF;SG	ADJ;INDF;FEM;PL
سامة	otrăvitor	سامة	otrăvitor	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
سامة	otrăvitoare	سامة	otrăvitor	N;NOM;INDF;SG	ADJ;INDF;FEM
الفترات	perioadele	فَترَة	perioadă	N;NOM;DEF;PL	N;DEF;FEM;PL
الفترات	perioade	فَترَة	perioadă	N;NOM;DEF;PL	N;INDF;FEM;PL
واقعية	realistă	وَاقِعِيَّة	realist	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
واقعية	realiste	وَاقِعِيَّة	realist	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
واقعية	realism	وَاقِعِيَّة	realism	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
النيتروجين	azot	النيتروجين	azot	N;NOM;DEF;DU	N;INDF;MASC;SG
النيتروجين	nitrogen	النيتروجين	nitrogen	N;NOM;DEF;DU	N;INDF;MASC;SG
زرقاء	albastră	زَرِيق	albastru	N;NOM;INDF;PL	ADJ;INDF;FEM;SG
زرقاء	albastru	زَرِيق	albastru	N;NOM;INDF;PL	ADJ;INDF;MASC;SG
هياكل	structurile	هَيكَل	structură	N;NOM;INDF;PL	N;DEF;FEM;PL
هياكل	structurilor	هَيكَل	structură	N;NOM;INDF;PL	N;DEF;FEM;PL
الورد	trandafiri	وَرد	trandafir	N;NOM;DEF;SG	N;INDF;MASC;PL
الورد	trandafirii	وَرد	trandafir	N;NOM;DEF;SG	N;DEF;MASC;PL
منطق	logica	مَنطِق	logică	N;NOM;INDF;SG	N;DEF;FEM;SG
منطق	logică	مَنطِق	logică	N;NOM;INDF;SG	N;INDF;FEM;SG
