और	och	और	och		CONJ
कभी	ever	कभी	ever	PRO	N;NOM;INDF;MASC+FEM;SG
दी	givet	दे	giv	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
दी	given	दे	given	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
दी	givna	दे	givna	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;NOM;PL;PST;V.PTCP
पृष्ठ	page	पृष्ठ	page	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
पृष्ठ	sidorna	पृष्ठ	sida	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;PL
पृष्ठ	sidor	पृष्ठ	sida	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
माना	övervägt	मान	överväga	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
माना	anses	मान	anse	V;PFV;MASC;SG;V.PTCP;ACT	V;NFIN;PASS
माना	påstådd	मान	påstådd	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
तीन	three	तीन	three	NUM	N;NOM;INDF;MASC+FEM;SG
पुरस्कार	belöningar	पुरस्कार	belöning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
पुरस्कार	utmärkelser	पुरस्कार	utmärkelse	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
पुरस्कार	priser	पुरस्कार	pris	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;PL
पुरस्कार	belöna	पुरस्कार	belöna	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
लेख	artiklar	लेख	artikel	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
लेख	artiklarna	लेख	artikel	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;PL
अब	nu	अब	nu	PRO;NOM	ADV
दौरान	under	दौरान	under	ADV;NOM;MASC;SG;3	ADP
अमेरिका	america	अमेरिका	americ	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
अमेरिका	amerika	अमेरिका	amerik	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
अलावा	tillägg	अलावा	tillägg	ADP	N;NOM;INDF;NEUT;SG
अलावा	tillsats	अलावा	tillsats	ADP	N;NOM;INDF;MASC+FEM;SG
अलावा	isär	अलावा	isär	ADP	ADV
अलावा	bortsett	अलावा	bortsett	ADP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
दक्षिण	syd	दक्षिण	syd	PROPN;NOM;MASC;SG;3	PROPN;NOM
दक्षिण	söderut	दक्षिण	söderut	PROPN;NOM;MASC;SG;3	ADV
दक्षिण	söder	दक्षिण	söder	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
दक्षिण	södra	दक्षिण	södra	PROPN;NOM;MASC;SG;3	ADJ;NOM;DEF;SG
विभिन्न	diverse	विभिन्न	diverse	ADJ	N;NOM;INDF;MASC+FEM;PL
विभिन्न	diverse	विभिन्न	diverse	ADJ	N;NOM;INDF;MASC+FEM;PL
लिया	tagen	ले	tagen	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
लिया	togs	ले	ta	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;PST;FIN;PASS
लिया	tagna	ले	ta	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;PL;PST;V.PTCP
फ़िल्म	filma	फ़िल्म	filma	N;NOM;FEM;SG;3	V;IMP;FIN;ACT
पास	passera	पास	passera	ADV;NOM;MASC;SG;3	V;IMP;FIN;ACT
विस्तृत	utarbeta	विस्तृत	utarbeta	ADJ	V;IMP;FIN;ACT
दिन	dagtid	दिन	dagtid	N;NOM;MASC;SG;3	ADV
दिन	dagarna	दिन	dag	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;PL
दिन	dagar	दिन	dag	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
जाना	lönsamhet	जा	lönsamhet	V;MASC;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
जाना	livskraft	जा	livskraft	V;MASC;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
शुरू	påbörjade	शुरू	påbörja	N;NOM;MASC;SG;3	V;IND;PST;V.PTCP;ACT
शुरू	började	शुरू	börja	N;NOM;MASC;SG;3	V;IND;PST;FIN;ACT
शुरू	startat	शुरू	starta	N;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
शुरू	påbörjad	शुरू	påbörjad	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
शुरू	startad	शुरू	starta	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
शुरू	startade	शुरू	starta	N;NOM;MASC;SG;3	V;IND;PST;FIN;ACT
शुरू	börja	शुरू	börja	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
शुरू	påbörja	शुरू	påbörja	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
व्यक्ति	individuell	व्यक्ति	individuell	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
व्यक्ति	individuellt	व्यक्ति	individuell	N;NOM;MASC;SG;3	ADV
व्यक्ति	individuella	व्यक्ति	individuell	N;NOM;MASC;SG;3	ADJ;NOM;PL
उनका	sina	वह	sig	PRO;MASC;SG;3;FORM	PRO;DEF;PL
सदस्य	medlem	सदस्य	medlem	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
सदस्य	medlemmen	सदस्य	medlem	N;NOM;MASC;PL;3	N;NOM;DEF;MASC+FEM;SG
सदस्य	ledamot	सदस्य	ledamot	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
सदस्य	abonnenten	सदस्य	abonnent	N;NOM;MASC;PL;3	N;NOM;DEF;MASC+FEM;SG
सदस्य	medlemmars	सदस्य	medlem	N;NOM;MASC;PL;3	N;GEN;INDF;MASC+FEM;PL
हालांकि	fastän	हालांकि	fastän	CONJ	ADV
सिंह	singh	सिंह	singh	PROPN;NOM;MASC;SG;3	PROPN;NOM
सिंह	leos	सिंह	leos	PROPN;NOM;MASC;SG;3	PROPN;GEN
सिंह	leo	सिंह	leo	PROPN;NOM;MASC;SG;3	PROPN;NOM
अनेक	många	अनेक	mången	DET	PRO;INDF;PL
अनेक	flera	अनेक	flera	DET	PRO;INDF;PL
अनेक	multipla	अनेक	multipla	DET	ADJ;NOM;PL
अनेक	flera	अनेक	flera	DET	PRO;INDF;PL
अनेक	multipel	अनेक	multipel	DET	N;NOM;INDF;NEUT;SG
अनेक	flertal	अनेक	flertal	DET	N;NOM;INDF;NEUT;SG
यहां	här	यहाँ	här	PRO;NOM	ADV
संख्या	siffror	संख्या	siffra	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
अपना	äga	अपना	äga	PRO;NOM;MASC;SG	V;IMP;FIN;ACT
अपना	eget	अपना	egen	PRO;NOM;MASC;SG	ADJ;NOM;NEUT;SG
अपना	egen	अपना	egen	PRO;NOM;MASC;SG	ADJ;NOM;MASC+FEM;SG
अपना	egna	अपना	egen	PRO;NOM;MASC;SG	ADJ;NOM;PL
अपना	dina	अपना	du	PRO;NOM;MASC;SG	PRO;DEF;PL
बात	snacka	बात	snacka	N;NOM;FEM;SG;3	V;IMP;FIN;ACT
बात	prata	बात	prata	N;NOM;FEM;SG;3	V;IMP;FIN;ACT
दिल्ली	delhi	दिल्ली	delhi	PROPN;NOM;FEM;SG;3	PROPN;NOM
धर्म	religioner	धर्म	religion	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
मूल	infödda	मूल	infödd	N;NOM;MASC;SG;3	ADJ;NOM;PL;PST;V.PTCP
मूल	inhemska	मूल	inhemsk	N;NOM;MASC;SG;3	ADJ;NOM;PL
मूल	ursprungliga	मूल	ursprunglig	N;NOM;MASC;SG;3	ADJ;NOM;PL
मूल	ursprungligt	मूल	ursprunglig	N;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
मूल	originellt	मूल	originell	N;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
मूल	ursprunglig	मूल	ursprunglig	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
मूल	grundläggande	मूल	grundläggande	N;NOM;MASC;SG;3	ADJ;NOM;PRS;V.PTCP
तब	sedan	तब	sedan	PRO;NOM	ADV
तब	sen	तब	sen	PRO;NOM	ADV
तब	då	तब	då	PRO;NOM	ADV
बना	fabrikat	बन	fabrika	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;NEUT;SG
बना	made	बन	made	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
बना	tillverkad	बन	tillverkad	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
बना	tillverkade	बन	tillverkad	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;PL;PST;V.PTCP
बना	tillverkat	बन	tillverkad	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
बना	gjorda	बन	göra	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;PL;PST;V.PTCP
कोड	code	कोड	code		N;NOM;INDF;MASC+FEM;SG
कोड	kod	कोड	kod		N;NOM;INDF;MASC+FEM;SG
कोड	koder	कोड	kod		N;NOM;INDF;MASC+FEM;PL
कोड	koderna	कोड	kod		N;NOM;DEF;MASC+FEM;PL
संयुक्त	samtidig	संयुक्त	samtidig	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
संयुक्त	samtidiga	संयुक्त	samtidig	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
संयुक्त	förenade	संयुक्त	förenade	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL;PST;V.PTCP
संयुक्त	united	संयुक्त	united	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
संयुक्त	enad	संयुक्त	enad	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
संयुक्त	enade	संयुक्त	enade	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
संयुक्त	kombinerade	संयुक्त	kombinera	PROPN;NOM;MASC;SG;3	V;NOM;PL;PST;V.PTCP
संयुक्त	kombinerad	संयुक्त	kombinerad	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
संयुक्त	kombinerat	संयुक्त	kombinera	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
संयुक्त	joint	संयुक्त	join	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
संयुक्त	gemensamt	संयुक्त	gemensam	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
संयुक्त	gemensamma	संयुक्त	gemensam	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
संयुक्त	gemensam	संयुक्त	gemensam	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
जुलाई	juli	जुलाई	juli	PROPN;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
युद्ध	kriga	युद्ध	krig	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
युद्ध	war	युद्ध	war	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
वाला	vala	वाला	vala	ADP;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
काल	spänd	काल	spänd	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
काल	spända	काल	spända	N;NOM;MASC;SG;3	ADJ;NOM;PL;PST;V.PTCP
काल	ring	काल	ring	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
काल	ringa	काल	ringa	N;NOM;MASC;SG;3	V;FIN;ACT
ऐसे	sådana	ऐसा	sån	PRO;NOM;MASC;SG	PRO;INDF;PL
ऐसे	sådan	ऐसा	sån	PRO;NOM;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
ऐसे	sådant	ऐसा	sån	PRO;NOM;MASC;SG	PRO;INDF;NEUT;SG
वर्षों	years	वर्ष	years	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
वर्षों	år	वर्ष	år	N;NOM;MASC;PL;3	N;NOM;INDF;NEUT;SG
वर्षों	regnskog	वर्ष	regnskog	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
वर्षों	regnskogen	वर्ष	regnskog	N;NOM;MASC;PL;3	N;NOM;DEF;MASC+FEM;SG
प्रति	per	प्रति	per		ADP
स्टेशन	stationer	स्टेशन	station	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
स्टेशन	stationerna	स्टेशन	station	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;PL
बड़े	large	बडा	large	ADJ;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
बड़े	stor	बडा	stor	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
बड़े	stort	बडा	stor	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;NEUT;SG
बड़े	big	बडा	big	ADJ;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
बड़े	stor	बडा	stor	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
बड़े	stort	बडा	stor	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;NEUT;SG
जनवरी	januari	जनवरी	januari	PROPN;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
मध्य	centrala	मध्य	central		ADJ;NOM;PL
मध्य	centralen	मध्य	central		N;NOM;DEF;MASC+FEM;SG
मध्य	central	मध्य	central		N;NOM;INDF;MASC+FEM;SG
मध्य	centralt	मध्य	central		ADV
मध्य	mellersta	मध्य	mellersta		ADJ;NOM;DEF;RL
मध्य	centrum	मध्य	centrum		N;NOM;INDF;NEUT;SG
मध्य	center	मध्य	cent		N;NOM;INDF;NEUT;SG
मध्य	mitten	मध्य	mitt		N;NOM;DEF;MASC+FEM;SG
मध्य	median	मध्य	median		N;NOM;INDF;NEUT;SG
मध्य	medelväg	मध्य	medelväg		N;NOM;INDF;MASC+FEM;SG
मध्य	mitten	मध्य	mitt		N;NOM;DEF;MASC+FEM;SG
मध्य	mellersta	मध्य	mellersta		ADJ;NOM;DEF;RL
मध्य	middle	मध्य	middle		N;NOM;INDF;MASC+FEM;SG
प्रथम	först	प्रथम	först	ADJ	ADV
विश्वविद्यालय	universiteten	विश्वविद्यालय	universitet	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;PL
जून	jun	जून	jun	PROPN;NOM;MASC;SG;3	N
जून	juni	जून	juni	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
जून	june	जून	jun	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
उसकी	her	वह	her	PRO;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
उसकी	henne	वह	hon	PRO;FEM;SG;3	PRO;ACC;DEF;MASC+FEM;SG
जिसके	lindrar	जो	lindra	PRO;SG;3	V;IND;PRS;FIN;ACT
मार्च	mar	मार्च	mar	PROPN;NOM;MASC;SG;3	NUM;NOM
मार्च	marsch	मार्च	marsch	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मार्च	marschera	मार्च	marschera	PROPN;NOM;MASC;SG;3	V;IMP;FIN;ACT
मार्च	march	मार्च	march	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मार्च	demonstrationståg	मार्च	demonstrationståg	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
मार्च	mars	मार्च	mars	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
बन	bulle	बन	bulle	V;ACT	N;NOM;INDF;MASC+FEM;SG
बनी	bunny	बन	bunny	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
अर्थ	innebörd	अर्थ	innebörd		N;NOM;INDF;MASC+FEM;SG
अर्थ	betydelse	अर्थ	betydelse		N;NOM;INDF;MASC+FEM;SG
अर्थ	mening	अर्थ	mening		N;NOM;INDF;MASC+FEM;SG
अप्रैल	apr	अप्रैल	apr	PROPN;NOM;MASC;SG;3	N
अप्रैल	april	अप्रैल	april	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
आप	dig	आप	du	PRO;NOM;SG;2;FORM	PRO;ACC;DEF;MASC+FEM;SG
किए	coa	कर	coa	V;PFV;MASC;PL;V.PTCP;ACT	N;NOM;INDF;NEUT;SG
अक्टूबर	oktober	अक्टूबर	oktober	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
अक्टूबर	okt	अक्टूबर	okt	PROPN;NOM;MASC;SG;3	N
समूह	gruppera	समूह	gruppera	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
समूह	grupper	समूह	grupp	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
समूह	grupperna	समूह	grupp	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;PL
वर्तमान	aktuell	वर्तमान	aktuell	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
वर्तमान	nuvarande	वर्तमान	nuvarande	N;NOM;MASC;SG;3	ADJ;NOM;PRS;V.PTCP
वर्तमान	aktuellt	वर्तमान	aktuell	N;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
वर्तमान	aktuella	वर्तमान	aktuell	N;NOM;MASC;SG;3	ADJ;NOM;PL
वर्तमान	nuvarande	वर्तमान	nuvarande	N;NOM;MASC;SG;3	ADJ;NOM;PRS;V.PTCP
अध्ययन	studerar	अध्ययन	studera	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
अध्ययन	studera	अध्ययन	studera	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
अध्ययन	studier	अध्ययन	studie	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
अध्ययन	studera	अध्ययन	studera	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
अध्ययन	undersökningar	अध्ययन	undersökning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
अध्ययन	studier	अध्ययन	studie	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
विभाग	departement	विभाग	departement	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;PL
विभाग	departement	विभाग	departement	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;PL
विभाग	avdelningar	विभाग	avdelning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
आम	mango	आम	mango	ADJ	N;NOM;INDF;MASC+FEM;SG
स्थिति	statliga	स्थिति	statlig	N;NOM;FEM;SG;3	ADJ;NOM;PL
स्थिति	statligt	स्थिति	statlig	N;NOM;FEM;SG;3	ADJ;NOM;INDF;NEUT;SG
स्थिति	villkor	स्थिति	villkor	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;PL
प्रभाव	effekter	प्रभाव	effekt	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
प्रभाव	effekter	प्रभाव	effekt	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
प्रभाव	verkningar	प्रभाव	verkning	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
प्रभाव	influenser	प्रभाव	influens	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
आदर्श	idealism	आदर्श	idealism	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
आदर्श	ideal	आदर्श	ideal	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
आदर्श	idealiska	आदर्श	idealisk	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
आदर्श	ideala	आदर्श	ideal	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
आदर्श	idealisk	आदर्श	idealisk	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
आदर्श	idealiskt	आदर्श	idealisk	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
आदर्श	idol	आदर्श	idol	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
साल	åratal	साल	åratal	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;PL
साल	åren	साल	år	N;NOM;MASC;SG;3	N;NOM;DEF;NEUT;PL
पहली	först	पहला	först	ADJ;NOM;FEM;SG	ADV
अमेरिकी	american	अमेरिकी	america	PROPN;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
अमेरिकी	amerikan	अमेरिकी	amerika	PROPN;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
अमेरिकी	amerikanskt	अमेरिकी	amerikansk	PROPN;NOM;SG;3	ADJ;NOM;INDF;NEUT;SG
अमेरिकी	amerikansk	अमेरिकी	amerikansk	PROPN;NOM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
अमेरिकी	amerikanska	अमेरिकी	amerikansk	PROPN;NOM;SG;3	ADJ;NOM;PL
अमेरिकी	amerikanerna	अमेरिकी	amerikan	PROPN;NOM;SG;3	N;NOM;DEF;MASC+FEM;PL
अमेरिकी	amerikaner	अमेरिकी	amerikan	PROPN;NOM;SG;3	N;NOM;INDF;MASC+FEM;PL
आज	idag	आज	idag	N;NOM;MASC;SG;3	ADV
स्थापित	installerats	स्थापित	installera	ADJ	V;V.CVB;PASS
स्थापित	grundats	स्थापित	grunda	ADJ	V;V.CVB;PASS
स्थापित	grundades	स्थापित	grunda	ADJ	V;IND;PST;FIN;PASS
स्थापित	etablera	स्थापित	etablera	ADJ	V;IMP;FIN;ACT
स्थापित	upprätta	स्थापित	upprätta	ADJ	V;IMP;FIN;ACT
उच्च	high	उच्च	high		N;NOM;INDF;MASC+FEM;SG
उच्च	höga	उच्च	hög		ADJ;NOM;PL
उच्च	hög	उच्च	hög		ADJ;NOM;INDF;MASC+FEM;SG
उच्च	högt	उच्च	hög		ADJ;NOM;INDF;NEUT;SG
उच्च	sublima	उच्च	sublim		ADJ;NOM;PL
चाहिए	bör	चाहिए	böra	V;ACT	V;IND;PRS;FIN;ACT
चाहिए	ska	चाहिए	skola	V;ACT	V;IND;PRS;FIN;ACT
काफी	nog	काफी	nog	DET	ADV
काफी	tillräckligt	काफी	tillräcklig	DET	ADV
काफी	massor	काफी	massa	DET	N;NOM;INDF;MASC+FEM;PL
बड़ी	large	बडा	large	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
बड़ी	stora	बडा	stor	ADJ;NOM;FEM;SG	ADJ;NOM;PL
बड़ी	big	बडा	big	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
बड़ी	stora	बडा	stor	ADJ;NOM;FEM;SG	ADJ;NOM;PL
शक	tvivlar	शक	tvivla	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
प्रभा	irja	प्रभा	irja		PROPN;NOM
प्रभा	pera	प्रभा	pera		N;NOM;INDF;NEUT;SG
श्री	sri	श्री	sri	N;NOM;MASC;SG;3	PROPN;NOM
उदाहरण	instanser	उदाहरण	instans	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
उसका	her	वह	her	PRO;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
उसका	henne	वह	hon	PRO;MASC;SG;3	PRO;ACC;DEF;MASC+FEM;SG
ले	take	ले	take	V;ACT	N;NOM;INDF;MASC+FEM;SG
ले	tagning	ले	tagning	V;ACT	N;NOM;INDF;MASC+FEM;SG
जिससे	vilka	जो	vilken	PRO;SG;3	PRO;INDF;PL
जिससे	vilket	जो	vilken	PRO;SG;3	PRO;INDF;NEUT;SG
जिससे	vilken	जो	vilken	PRO;SG;3	PRO;INDF;MASC+FEM;SG
जिससे	som	जो	som	PRO;SG;3	CONJ
स्थापना	installationer	स्थापना	installation	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
स्थापना	anläggningar	स्थापना	anläggning	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
स्थापना	installerar	स्थापना	installera	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
स्थापना	installera	स्थापना	installera	N;NOM;FEM;SG;3	V;IMP;FIN;ACT
स्थापना	inrättande	स्थापना	inrätta	N;NOM;FEM;SG;3	ADJ;NOM;PRS;V.PTCP
कंपनी	företag	कंपनी	företag	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;PL
अधिकांश	most	अधिकांश	most	CONJ	N;NOM;INDF;MASC+FEM;SG
अधिकांश	mest	अधिकांश	mycket	CONJ	ADV;RL
अधिकांश	oftast	अधिकांश	ofta	CONJ	ADV;RL
अधिकांश	mest	अधिकांश	mycket	CONJ	ADV;RL
अधिकांश	mestadels	अधिकांश	mestadel	CONJ	N;NOM;INDF;MASC+FEM;SG
सामाजिक	socialt	सामाजिक	social	PROPN;NOM;SG;3	ADJ;NOM;INDF;NEUT;SG
सामाजिक	sociala	सामाजिक	social	PROPN;NOM;SG;3	ADJ;NOM;PL
सामाजिक	social	सामाजिक	social	PROPN;NOM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
प्रत्येक	varenda	प्रत्येक	varenda	DET	DET;INDF;SG
प्रत्येक	varje	प्रत्येक	varje	DET	DET;INDF;SG
प्रत्येक	varje	प्रत्येक	varje	DET	DET;INDF;SG
प्रत्येक	vardera	प्रत्येक	vardera	DET	PRO;DEF;SG
बड़ा	large	बड़ा	large	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
बड़ा	stora	बड़ा	stor	ADJ;NOM;MASC;SG	ADJ;NOM;PL
बड़ा	big	बड़ा	big	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
बड़ा	stora	बड़ा	stor	ADJ;NOM;MASC;SG	ADJ;NOM;PL
बड़ा	jättebra	बड़ा	jättebra	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
बड़ा	toppen	बड़ा	topp	ADJ;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
स्तर	nivåerna	स्तर	nivå	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;PL
स्तर	nivåer	स्तर	nivå	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
बनाया	made	बना	made	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
बनाया	tillverkad	बना	tillverkad	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
बनाया	tillverkade	बना	tillverkad	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;PL;PST;V.PTCP
बनाया	tillverkat	बना	tillverkad	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
बनाया	gjorda	बना	göra	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;PL;PST;V.PTCP
बनाया	skapad	बना	skapa	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
बनाया	skapat	बना	skapa	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
