月	μουν	月	μουν	N	
要求	ζήτηση	要求	ζήτηση	V	N;ACC;FEM;SG
要求	αιτήματα	要求	αίτημα	V	N;NOM;NEUT;PL
要求	αιτήσεις	要求	αίτηση	V	N;NOM;FEM;PL
讓	jean	讓	jean	V;CAUS	
讓	τζιν	讓	τζεν	V;CAUS	N;NOM;NEUT;SG
讓	τζην	讓	τζεν	V;CAUS	
讓	ζαν	讓	ζαν	V;CAUS	PROPN;NOM;MASC;SG
發現	ανακάλυψη	發現	ανακάλυψη	V	N;ACC;FEM;SG
發現	ανακάλυψη	發現	ανακάλυψη	V	N;ACC;FEM;SG
只有	μόνον	只有	μόνο	ADP	ADV
只有	μόνο	只有	μόνο	ADP	ADV
只有	μονο	只有	μονο	ADP	ADV
最大	max	最大	max	ADJ	
最大	μαξ	最大	μαξ	ADJ	
華	χουά	華	χουά	PROPN	N
華	γουά	華	γουά	PROPN	N
製作	παραγωγή	製作	παραγωγή	V	N;NOM;FEM;SG
製作	παραγωγής	製作	παραγωγή	V	N;GEN;FEM;SG
製作	παραγωγές	製作	παραγωγή	V	N;NOM;FEM;PL
出生	γεννηθείς	出生	γεννηθής	V	ADJ;NOM;MASC;SG
出生	γέννησης	出生	γέννηση	V	N;GEN;FEM;SG
出生	γέννηση	出生	γέννηση	V	N;ACC;FEM;SG
出生	γέννα	出生	γέννα	V	N;NOM;FEM;SG
朱	ζου	朱	ζου	PROPN	N
朱	τζου	朱	τζος	PROPN	N
航空	aero	航空	aero	N	
航空	airlines	航空	airlines	N	
航空	air	航空	air	N	
數	μετρώντας	數	μετρώ	N	V;IPFV;V.CVB;ACT
數	μετράει	數	μετρώ	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
數	μετράμε	數	μετρώ	N	V;IPFV;IND;PL;1;PRS;FIN;ACT
出版	δημοσίευση	出版	δημοσίευση	V	N;NOM;FEM;SG
出版	δημοσίευση	出版	δημοσίευση	V	N;NOM;FEM;SG
發展	εξέλιξη	發展	εξέλιξη	V	N;ACC;FEM;SG
發展	ανάπτυξη	發展	ανάπτυξη	V	N;ACC;FEM;SG
發展	αναπτυξη	發展	αναπτυξη	V	N;NOM;FEM;SG
成功	επιτυχής	成功	επιτυχής	N	ADJ;NOM;FEM;SG
成功	επιτυχημένη	成功	επιτυχημένος	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
成功	επιτυχημένος	成功	επιτυχημένος	N	ADJ;NOM;MASC;SG
成功	επιτυχής	成功	επιτυχής	N	ADJ;NOM;FEM;SG
堡	φορτ	堡	φορτ	N	
堡	fort	堡	fort	N	
系統	sy	系統	sy	N	
蘭	ιαν	蘭	ιαν	PROPN	
蘭	ίαν	蘭	ίαν	PROPN	
劉	γιου	劉	γιος	PROPN	N;GEN;MASC;SG
劉	λιου	劉	λιος	PROPN	PROPN;NOM;MASC;SG
劉	λιού	劉	λιός	PROPN	
劉	liu	劉	liu	PROPN	
劉	λάο	劉	λάος	PROPN	N;NOM;MASC;SG
劉	λο	劉	λο	PROPN	
班	απόσπασμα	班	απόσπασμα	PROPN	N;NOM;NEUT;SG
班	διμοιρία	班	διμοιρία	PROPN	N;NOM;FEM;SG
班	ομάδα	班	ομάδα	PROPN	N;ACC;FEM;SG
康	κανγκ	康	κανγκ	PROPN	N
島	island	島	island	PROPN	
島	νησί	島	νησί	PROPN	N;NOM;NEUT;SG
島	νησι	島	νησι	PROPN	N;NOM;NEUT;SG
島	νήσος	島	νήσος	PROPN	PROPN;NOM;FEM;SG
島	νήσος	島	νήσος	PROPN	PROPN;NOM;FEM;SG
請	παρακαλώ	請	παρακαλώ	V	N;VOC;FEM;SG
官方	επισήμως	官方	επίσημα	N	ADV
官方	επίσημα	官方	επίσημα	N	ADV
愛	αγαπη	愛	αγαπη	V	N;NOM;FEM;SG
愛	έρωτας	愛	έρωτο	V	N;NOM;MASC;SG
愛	αγάπη	愛	αγάπη	V	N;NOM;FEM;SG
平	επίπεδη	平	επίπεδο		NUM;NOM;FEM;SG
平	διαμέρισμα	平	διαμέρισμα		N;NOM;NEUT;SG
平	πινγκ	平	πινγκ		
印度	ινδία	印度	ινδία	PROPN	PROPN;NOM;FEM;SG
印度	ινδίας	印度	ινδία	PROPN	PROPN;GEN;FEM;SG
街道	στριτ	街道	στριτ	N	
存在	ύπαρξη	存在	ύπαρξη	V	N;ACC;FEM;SG
存在	παρουσία	存在	παρουσία	V	N;NOM;FEM;SG
存在	παρουσια	存在	παρουσιος	V	N;ACC;FEM;SG
刪除	διαγραφή	刪除	διαγραφή	V	ADV
刪除	αφαίρεση	刪除	αφαίρεση	V	N;ACC;FEM;SG
刪除	διαγραφή	刪除	διαγραφή	V	ADV
設計	σχέδια	設計	σχέδιο	V	N;NOM;NEUT;PL
設計	σχεδιασμό	設計	σχεδιασμός	V	N;ACC;MASC;SG
設計	σχεδίαση	設計	σχεδίαση	V	N;ACC;FEM;SG
設計	design	設計	design	V	
設計	σχέδιο	設計	σχέδιο	V	N;NOM;NEUT;SG
設計	σχεδιασμός	設計	σχεδιασμός	V	N;NOM;MASC;SG
卡特	κάρτερ	卡特	κάρτερ	PROPN	PROPN;NOM;MASC;SG
卡特	carter	卡特	carter	PROPN	
群	group	群	group	N	
負責	υπεύθυνοι	負責	υπεύθυνος	V	ADJ;NOM;MASC;PL
負責	υπεύθυνη	負責	υπεύθυνος	V	ADJ;NOM;FEM;SG
負責	υπεύθυνος	負責	υπεύθυνος	V	ADJ;NOM;MASC;SG
負責	υπεύθυνο	負責	υπεύθυνος	V	ADJ;NOM;NEUT;SG
服務	υπηρεσίες	服務	υπηρεσία	V	N;NOM;FEM;PL
服務	σερβίρει	服務	σερβίρω	V	N;NOM;NEUT;SG
服務	υπηρεσία	服務	υπηρεσία	V	N;NOM;FEM;SG
服務	service	服務	service	V	
服務	εξυπηρέτηση	服務	εξυπηρέτηση	V	N;ACC;FEM;SG
任何	οποιαδήποτε	任何	οποιοσδήποτε	DET	PRO;NOM;FEM;SG;3
列表	λίστα	列表	λίστα		N;NOM;FEM;SG
列表	κατάλογος	列表	κατάλογος		N;NOM;MASC;SG
唐	τανγκ	唐	τανγκ	PROPN	
唐	ντον	唐	ντον	PROPN	
唐	don	唐	don	PROPN	
唐	ντόν	唐	ντόν	PROPN	N
唐	δον	唐	δον	PROPN	N;NOM;MASC;SG
西班牙	ισπανία	西班牙	ισπανία	PROPN	PROPN;ACC;FEM;SG
兩	two	兩	two	NUM	
當	πότε	當	πότε	ADP	ADV
當	όταν	當	όταν	ADP	CONJ
當	οταν	當	οταν	ADP	CONJ
超	σούπερ	超	σούπερ	PART	N;FEM;SG
超	super	超	super	PART	
超	υπερ	超	υπερ	PART	ADP
超	σουπερ	超	σουπερ	PART	N;NOM;SG
以上	ανωτέρω	以上	ανωτέρω	DET	ADV
以上	παραπάνω	以上	παραπάνω	DET	ADV
著名	διάσημο	著名	διάσημος	ADJ	N;NOM;NEUT;SG
著名	διάσημος	著名	διάσημος	ADJ	N;NOM;MASC;SG
著名	διάσημοι	著名	διάσημος	ADJ	N;NOM;MASC;PL
聖	αγία	聖	αγία	PROPN	PROPN;NOM;FEM;SG
聖	αγιος	聖	αγιος	PROPN	DET;NOM;DEF;MASC;SG
聖	άγιος	聖	άγιος	PROPN	ADJ;NOM;MASC;SG
志	τσι	志	τσι	N	
梁	ακτίνα	梁	ακτίνα	PROPN	N;ACC;FEM;SG
梁	δοκάρι	梁	δοκάρι	PROPN	N;NOM;NEUT;SG
梁	leung	梁	leung	PROPN	
梁	λιανγκ	梁	λιανγκ	PROPN	N
梁	ακτίνες	梁	ακτίνα	PROPN	N;NOM;FEM;PL
梁	δέσμες	梁	δέσμα	PROPN	N;NOM;FEM;PL
梁	δοκάρια	梁	δοκάριο	PROPN	N;NOM;NEUT;PL
武	take	武	take	N	
半	μισό	半	μισός	PART	N;NOM;NEUT;SG
半	μισά	半	μισό	PART	ADV
半	μισή	半	μισός	PART	N;ACC;FEM;SG
東京	τόκυο	東京	τόκυο	PROPN	PROPN;NOM;NEUT;SG
東京	τόκιο	東京	τόκιο	PROPN	
新聞	νέα	新聞	νέος	N	ADJ;NOM;NEUT;PL
新聞	news	新聞	news	N	
現在	τώρα	現在	τώρα	N	ADV
現在	τωρα	現在	τωρα	N	ADV
後來	αργότερα	後來	αργά	N	ADV;CMPR
後來	αργοτερα	後來	αργά	N	ADV
男	αρσενικό	男	αρσενικός	N	ADJ;NOM;NEUT;SG
男	αρσενικά	男	αρσενικά	N	ADJ;NOM;NEUT;PL
之前	πριν	之前	πριν	N	ADV
合作	συνεργασια	合作	συνεργασία	V	N;ACC;FEM;SG
合作	συνεργασία	合作	συνεργασία	V	N;ACC;FEM;SG
卷	roll	卷	roll	N	
歷史	ιστορικό	歷史	ιστορικός	N	ADJ;NOM;NEUT;SG
歌曲	σονγκ	歌曲	σονγκ	N	
點	τελείες	點	τελεία	N	ADJ;NOM;FEM;PL
點	βούλα	點	βούλα	N	PROPN;NOM;FEM;SG
點	πόντος	點	πόντος	N	PROPN;NOM;MASC;SG
一	κάποτε	一	κάποτε	NUM	ADV
封	φενγκ	封	φενγκ	V	N
封	φώκια	封	φώκια	V	N;NOM;FEM;SG
封	σφραγίδα	封	σφραγίδα	V	N;NOM;FEM;SG
封	seal	封	seal	V	
而且	και	而且	και	ADV	CONJ
形成	σχηματισμός	形成	σχηματισμός	V	N;NOM;MASC;SG
形成	σχηματισμό	形成	σχηματισμός	V	N;ACC;MASC;SG
比賽	game	比賽	game	N	
比賽	παιχνιδι	比賽	παιχνιδι	N	
比賽	race	比賽	race	N	
聯賽	league	聯賽	league	N	
聯賽	λιγκ	聯賽	λιγκ	N	
九	εννέα	九	εννέα		NUM;NOM;NEUT;PL
九	εννιά	九	εννιά		NUM;NOM;MASC;PL
九	nine	九	nine		
接受	αποδοχή	接受	αποδοχή	V	N;ACC;FEM;SG
接受	αποδοχή	接受	αποδοχή	V	N;ACC;FEM;SG
接受	δεκτό	接受	δεκτός	V	ADJ;NOM;NEUT;SG
接受	αποδεκτή	接受	αποδεκτός	V	ADJ;NOM;FEM;SG
接受	δεκτή	接受	δεκτός	V	ADJ;NOM;FEM;SG
接受	δεκτός	接受	δεκτός	V	ADJ;NOM;MASC;SG
接受	αποδοχή	接受	αποδοχή	V	N;ACC;FEM;SG
木	ξύλινα	木	ξυλένα	N	ADJ;NOM;NEUT;PL
木	ξύλινες	木	ξυλινός	N	ADJ;NOM;FEM;PL
木	ξύλινη	木	ξυλένιος	N	ADJ;NOM;FEM;SG
討論	συζητήσεις	討論	συζήτηση	V	N;NOM;FEM;PL
直接	άμεσο	直接	άμεσος	ADV	ADJ;NOM;NEUT;SG
直接	direct	直接	direct	ADV	
直接	άμεση	直接	άμεσος	ADV	ADJ;NOM;FEM;SG
直接	άμεσος	直接	άμεσος	ADV	ADJ;NOM;MASC;SG
參與	εμπλοκή	參與	εμπλοκή	V	N;ACC;FEM;SG
參與	αρραβώνας	參與	αρραβώνας	V	N;NOM;FEM;SG
參與	αλληλεπίδραση	參與	αλληλεπίδραση	V	N;ACC;FEM;SG
參與	αρραβώνων	參與	αρραβώνω	V	N;GEN;FEM;PL
參與	συμμετοχή	參與	συμμετοχή	V	N;NOM;FEM;SG
參與	συμμετοχη	參與	συμμετοχή	V	N;NOM;FEM;SG
參與	εμπλοκή	參與	εμπλοκή	V	N;ACC;FEM;SG
參與	συμμετοχή	參與	συμμετοχή	V	N;NOM;FEM;SG
參與	συμμετοχη	參與	συμμετοχή	V	N;NOM;FEM;SG
朗	λανγκ	朗	λανγκ		
朗	λον	朗	λον		
根	ρίζα	根	ρίζος	PROPN	N;NOM;FEM;SG
根	ρίζες	根	ρίζη	PROPN	N;NOM;FEM;PL
保留	κρατήσεις	保留	κράτηση	V	N;NOM;FEM;PL
保留	επιφυλάξεις	保留	επιφύλαξη	V	N;NOM;FEM;PL
保留	επιφύλαξη	保留	επιφύλαξη	V	N;ACC;FEM;SG
保留	κράτηση	保留	κράτηση	V	N;NOM;FEM;SG
希望	ελπίδα	希望	ελπίδα	V	N;NOM;FEM;SG
希望	χόουπ	希望	χόουπ	V	PROPN;NOM;MASC;SG
希望	ελπιδα	希望	ελπιδα	V	N;NOM;FEM;SG
播放	μετάδοση	播放	μετάδοση	V	N;ACC;FEM;SG
播放	εκπομπή	播放	εκπομπή	V	N;ACC;FEM;SG
播放	παιχνίδι	播放	παιχνίδι	V	N;NOM;NEUT;SG
播放	play	播放	play	V	
播放	αναπαραγωγή	播放	αναπαραγωγή	V	N;NOM;FEM;SG
播放	παίξιμο	播放	παίξιμο	V	N;NOM;NEUT;SG
增加	αύξηση	增加	αύξηση	V	N;NOM;FEM;SG
增加	αυξανόμενος	增加	αυξανόμενος	V	ADJ;NOM;MASC;SG
增加	αυξανόμενη	增加	αυξανόμενος	V	ADJ;NOM;FEM;SG
增加	αυξήσεις	增加	αύξηση	V	N;NOM;FEM;PL
角	γωνιακό	角	γωνιακός	N	ADJ;NOM;NEUT;SG
角	γωνιακή	角	γωνιακός	N	ADJ;NOM;FEM;SG
角	κέιπ	角	κέιπ	N	
角	πόντος	角	πόντος	N	PROPN;NOM;MASC;SG
這些	αυτά	這些	αυτός	DET	PRO;NOM;NEUT;PL;3
這些	αυτές	這些	αυτός	DET	PRO;NOM;FEM;PL;3
這些	οἱ	這些	οἱ	DET	N
這些	αυτα	這些	αυτός	DET	PRO;NOM;NEUT;PL;3
丹	νταν	丹	νταν	PROPN	
丹	dan	丹	dan	PROPN	
徐	σεο	徐	σεο	PROPN	N
徐	τσούι	徐	τούι	PROPN	
永	πτέρυγα	永	πτέρυγα	PROPN	N;NOM;FEM;SG
永	wing	永	wing	PROPN	
永	φτερό	永	φτερός	PROPN	N;NOM;NEUT;SG
永	γιονγκ	永	γιονγκ	PROPN	PROPN;NOM;MASC;SG
歌	σονγκ	歌	σονγκ	N	
美	δολάρια	美	δολάριο	PROPN	N;NOM;NEUT;PL
美	δολλάρια	美	δολλάριο	PROPN	N;NOM;NEUT;PL
美	δολλάριο	美	δολλάριο	PROPN	N;NOM;NEUT;SG
美	δολάριο	美	δολάριο	PROPN	N;NOM;NEUT;SG
圖	γραφική	圖	γραφικός	N	ADJ;NOM;FEM;SG
投票	ψηφοφορία	投票	ψηφοφορία	V	N;NOM;FEM;SG
投票	ψήφος	投票	ψήφος	V	N;NOM;FEM;SG
投票	ψηφοφορία	投票	ψηφοφορία	V	N;NOM;FEM;SG
投票	δημοσκόπηση	投票	δημοσκόπηση	V	N;NOM;FEM;SG
灣	μπέι	灣	μπέι	N	
灣	bay	灣	bay	N	
寺	τεμπλ	寺	τεμπλ	N	
雖然	μολονότι	雖然	μολονότι	ADP	ADV
特別	ειδική	特別	ειδικός	ADV	ADJ;NOM;FEM;SG
特別	special	特別	special	ADV	
特別	σπέσιαλ	特別	σπέσιαλ	ADV	N;NOM;FEM;SG
控制	έλεγχος	控制	έλεγχος	V	N;NOM;MASC;SG
控制	ελέγχου	控制	έλεγχος	V	N;GEN;MASC;SG
控制	ελεγχος	控制	ελεγχος	V	N;NOM;MASC;SG
控制	έλεγχοι	控制	έλεγχος	V	N;NOM;MASC;PL
控制	χειριστήρια	控制	χειριστήρι	V	N;NOM;NEUT;PL
控制	ελέγχων	控制	έλεγχος	V	N;GEN;MASC;PL
蒙	mont	蒙	mont	PROPN	
蒙	μον	蒙	μον	PROPN	N
電視	tv	電視	tv	N	
以下	κατωτέρω	以下	κατωτέρω	DET	ADV
以下	κάτω	以下	κάτω	DET	ADV
以下	παρακάτω	以下	παράκατος	DET	ADV
以下	κατω	以下	κατω	DET	ADV
然而	ωστόσο	然而	ωστόσο	ADV	CONJ
七	seven	七	seven	NUM	
仁	jin	仁	jin	PROPN	
仁	τζιν	仁	τζεν	PROPN	N;NOM;NEUT;SG
仁	τζεν	仁	τζεν	PROPN	N
編輯	επεξεργασία	編輯	επεξεργασία	N	
編輯	μοντάζ	編輯	μοντάζ	N	
資料	data	資料	data	N	
隆	τακάσι	隆	τακάσι	PROPN	N
隆	ρίου	隆	ρίος	PROPN	PROPN;NOM;MASC;SG
青	τσινγκ	青	τσινγκ	N	NUM;NOM;FEM;SG
青	qing	青	qing	N	
播出	μετάδοση	播出	μετάδοση	V	N;ACC;FEM;SG
播出	εκπομπή	播出	εκπομπή	V	N;ACC;FEM;SG
倫	lun	倫	lun	PROPN	
宋	τραγουδι	宋	τραγουδι	PROPN	N;NOM;NEUT;SG
宋	τραγούδι	宋	τραγούδι	PROPN	N;NOM;NEUT;SG
宋	σονγκ	宋	σονγκ	PROPN	
附近	κοντά	附近	κοντά	N	ADV
附近	κοντινές	附近	κοντινός	N	ADJ;NOM;FEM;PL
附近	κοντά	附近	κοντά	N	ADV
歌手	σίνγκερ	歌手	σίνγκερ	N	
店	shop	店	shop	N	
二十	twenty	二十	twenty	NUM	
組織	ιστός	組織	ιστός	N	ADJ;NOM;MASC;SG
源	πηγή	源	πηγή		N;NOM;FEM;SG
源	πηγη	源	πηγο		N;NOM;FEM;SG
八	eight	八	eight	NUM	
法國	γαλλία	法國	γαλλία	PROPN	PROPN;ACC;FEM;SG
除	εκτός	除	εκτός	V	ADV
除	εκτος	除	εκτος	V	ADV
不過	αλλά	不過	αλλά	ADV	CONJ
文物	λείψανα	文物	λείπανος	N	V;PFV;IND;PL;3;PST;FIN;ACT
老	παλαιά	老	παλιός	PART	ADV
老	παλιό	老	παλιός	PART	ADJ;NOM;NEUT;SG
老	παλαιό	老	παλιός	PART	ADJ;NOM;NEUT;SG
老	παλιά	老	παλιός	PART	ADV
老	γέρος	老	γέρος	PART	N;NOM;MASC;SG
選	διάλεξε	選	διαλώ	N	V;PFV;IND;SG;3;PST;FIN;ACT
鐵	σίδηρος	鐵	σίδηρος	PROPN	N;NOM;MASC;SG
鐵	σίδηρο	鐵	σίδηρος	PROPN	N;NOM;NEUT;SG
鐵	σιδήρου	鐵	σίδηρος	PROPN	N;GEN;NEUT;SG
鐵	σίδερο	鐵	σίδερο	PROPN	N;NOM;NEUT;SG
德國	γερμανία	德國	γερμανία	PROPN	PROPN;ACC;FEM;SG
德國	γερμανια	德國	γερμανια	PROPN	N;ACC;FEM;SG
動畫	anime	動畫	anime	N	
打	πάλη	打	πάλη	V	N;NOM;FEM;SG
打	αγώνα	打	αγώνας	V	N;ACC;MASC;SG
打	καυγάς	打	καυγάς	V	N;NOM;FEM;SG
打	αγώνας	打	αγώνας	V	N;NOM;MASC;SG
打	μάχη	打	μάχη	V	N;ACC;FEM;SG
佛	βούδας	佛	βούδα	PROPN	N;NOM;MASC;SG
佛	βούδα	佛	βούδα	PROPN	N;VOC;MASC;SG
少	λιγότεροι	少	λίγο		ADJ;NOM;CMPR;MASC;PL
少	λιγότερες	少	λίγος		ADJ;NOM;CMPR;FEM;PL
少	λιγότερα	少	λίγο		ADV;CMPR
少	λιγότερους	少	λίγος		ADJ;NOM;CMPR;MASC;PL
少	λιγότερο	少	λίγο		ADV;CMPR
少	λιγότερες	少	λίγος		ADJ;NOM;CMPR;FEM;PL
少	λιγότερα	少	λίγο		ADV;CMPR
網站	website	網站	website	N	
網站	site	網站	site	N	
個人	προσωπική	個人	προσωπικός	N	ADJ;NOM;FEM;SG
個人	προσωπικός	個人	προσωπικός	N	ADJ;NOM;MASC;SG
個人	προσωπικά	個人	προσωπικά	N	ADV
個人	ατομική	個人	ατομικός	N	ADJ;NOM;FEM;SG
個人	ατομικό	個人	ατομικός	N	ADJ;NOM;NEUT;SG
個人	μεμονωμένα	個人	μεμονωμένος	N	ADV
個人	ατομικά	個人	ατομικά	N	ADV
擁有	κατοχή	擁有	κατοχή	V	N;ACC;FEM;SG
鎮	town	鎮	town	N	
南部	νότιο	南部	νότιος	N	ADJ;NOM;NEUT;SG
南部	νότιος	南部	νότιος	N	ADJ;NOM;MASC;SG
南部	νότια	南部	νότιος	N	ADV
南部	νότιο	南部	νότιος	N	ADJ;NOM;NEUT;SG
南部	νότια	南部	νότιος	N	ADV
模式	mode	模式	mode	N	
相關	σχετικές	相關	σχετικός	V	ADJ;NOM;FEM;PL
相關	σχετική	相關	σχετικός	V	ADJ;NOM;FEM;SG
相關	σχετικοί	相關	σχετικός	V	ADJ;NOM;MASC;PL
相關	σχετικό	相關	σχετικός	V	ADJ;NOM;NEUT;SG
相關	σχετική	相關	σχετικός	V	ADJ;NOM;FEM;SG
相關	σχετικές	相關	σχετικός	V	ADJ;NOM;FEM;PL
相關	σχετικό	相關	σχετικός	V	ADJ;NOM;NEUT;SG
決定	αποφαση	決定	αποφαση	V	N;NOM;FEM;SG
決定	απόφαση	決定	απόφαση	V	N;NOM;FEM;SG
決定	αποφάσεις	決定	απόφαση	V	N;NOM;FEM;PL
楊	ιαν	楊	ιαν	PROPN	
楊	jan	楊	jan	PROPN	
楊	γιαν	楊	γιαν	PROPN	
楊	τζαν	楊	τζαν	PROPN	
楊	yang	楊	yang	PROPN	
楊	γιάνγκ	楊	γιάνγκ	PROPN	
楊	γιανγκ	楊	γιανγκ	PROPN	N
郭	guo	郭	guo	PROPN	
影響	αντίκτυπος	影響	αντίκτυπος	V	N;NOM;MASC;SG
影響	επίπτωση	影響	επίπτωση	V	N;ACC;FEM;SG
影響	σύγκρουση	影響	σύγκρουση	V	N;NOM;FEM;SG
影響	πρόσκρουση	影響	πρόσκρουση	V	N;NOM;FEM;SG
影響	επιπτώσεις	影響	επίπτωση	V	N;NOM;FEM;PL
影響	επιπτώσεις	影響	επίπτωση	V	N;NOM;FEM;PL
影響	επίδραση	影響	επίδραση	V	N;ACC;FEM;SG
影響	επιρροές	影響	επιρροή	V	N;NOM;FEM;PL
影響	επιρροή	影響	επιρροή	V	N;ACC;FEM;SG
影響	επιπτώσεις	影響	επίπτωση	V	N;NOM;FEM;PL
影響	επιδράσεις	影響	επίδραση	V	N;NOM;FEM;PL
影響	εφέ	影響	εφέ	V	
影響	επιρροές	影響	επιρροή	V	N;NOM;FEM;PL
許多	πολλά	許多	πολύς	NUM	ADJ;NOM;NEUT;PL
許多	πολλοι	許多	πολύς	NUM	ADJ;NOM;MASC;PL
許多	πολλοί	許多	πολύς	NUM	ADJ;NOM;MASC;PL
許多	πολλές	許多	πολύς	NUM	ADJ;NOM;FEM;PL
許多	πολλα	許多	πολύς	NUM	ADV
第四	τέταρτος	第四	τέταρτος	NUM	NUM;NOM;MASC;SG
第四	τέταρτο	第四	τέταρτος	NUM	NUM;NOM;NEUT;SG
第四	τέταρτη	第四	τέταρτος	NUM	NUM;NOM;FEM;SG
死	νεκροί	死	νεκρός	N	ADJ;NOM;MASC;PL
死	νεκρός	死	νεκρός	N	ADJ;NOM;MASC;SG
自治	αυτονομία	自治	αυτονομία	V	N;ACC;FEM;SG
蘇	sue	蘇	sue	PROPN	
蘇	σου	蘇	σου	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
開	άνοιξε	開	ανοίγω		V;PFV;IND;SG;3;PST;FIN;ACT
開	ανοιχτά	開	ανοικτά		ADV
開	ανοιχτό	開	ανοιχτός		N;NOM;NEUT;SG
開	άνοιγμα	開	άνοιγμα		N;NOM;NEUT;SG
開	ανοικτό	開	ανοιχτός		ADJ;NOM;NEUT;SG
見	βλέπε	見	βλέπω	V	
見	δειτε	見	δειτε	V	
結束	τέλος	結束	τέλος	V	ADV
結束	λήξη	結束	λήξη	V	N;ACC;FEM;SG
巴西	βραζιλία	巴西	βραζιλία	PROPN	PROPN;ACC;FEM;SG
共同	κοινές	共同	κοινός	ADV	ADJ;NOM;FEM;PL
共同	κοινή	共同	κοινός	ADV	ADJ;NOM;FEM;SG
共同	κοινός	共同	κοινός	ADV	ADJ;NOM;MASC;SG
共同	συχνές	共同	συχνή	ADV	N;NOM;FEM;PL
出版	εκδότη	出版	εκδότης	V	N;VOC;MASC;SG
出版	εκδότης	出版	εκδότης	V	N;NOM;MASC;SG
出版	εκδότες	出版	εκδότης	V	N;NOM;MASC;PL
出版	εκδοτών	出版	εκδότης	V	N;GEN;MASC;PL
提名	υποψηφιότητες	提名	υποψηφιότητα	V	N;NOM;FEM;PL
提名	υποψηφιότητα	提名	υποψηφιότητα	V	N;ACC;FEM;SG
提名	διορισμός	提名	διορισμός	V	N;NOM;MASC;SG
保護	προστασία	保護	προστασία	V	N;ACC;FEM;SG
保護	προστατευόμενων	保護	προστατεύω	V	ADJ;GEN;MASC;PL
加上	προσθήκη	加上	προσθήκη	V	N
加上	συν	加上	συν	V	N
加上	plus	加上	plus	V	
食	τρως	食	τρως	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
食	τρώει	食	τρώω	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
食	τρώγοντας	食	τρώγω	N	V;IPFV;V.CVB;ACT
食	τρώμε	食	τρώμα	N	V;IPFV;IND;PL;1;PRS;FIN;ACT
食	τρώω	食	τρώω	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
獨立	ίντι	獨立	ίντι	N	
獨立	indie	獨立	indie	N	
獨立	ανεξάρτητοι	獨立	ανεξάρτητος	N	ADJ;NOM;MASC;PL
獨立	ανεξάρτητο	獨立	ανεξάρτητος	N	ADJ;NOM;NEUT;SG
獨立	ανεξάρτητος	獨立	ανεξάρτητος	N	ADJ;NOM;MASC;SG
獨立	ανεξάρτητη	獨立	ανεξάρτητος	N	ADJ;NOM;FEM;SG
獨立	ανεξάρτητες	獨立	ανεξάρτητος	N	ADJ;NOM;FEM;PL
距離	απόσταση	距離	απόσταση	ADP	N;ACC;FEM;SG
距離	αποστάσεις	距離	απόσταση	ADP	N;NOM;FEM;PL
社會	κοινωνικά	社會	κοινωνικά	N	ADV
