και	وال	και	وَال	CONJ	N;NOM;DEF;SG
κοντά	اغلق	κοντά	أَغلَق	ADV	V;PFV;MASC;SG;3;ACT
κοντά	قريب	κοντά	قَرِيب	ADV	ADJ;NOM;INDF;MASC;SG
κοντά	بالجوار	κοντά	بالجوار	ADV	N;NOM;DEF;SG
κοντά	بالقرب	κοντά	بِ	ADV	N;NOM;DEF;SG
κοντά	مجاور	κοντά	مِجوَر	ADV	N;NOM;INDF;SG
χρόνο	وقت	χρόνος	وَقت	N;ACC;MASC;SG	N;NOM;INDF;SG
χρόνο	الزمن	χρόνος	زَمَن	N;ACC;MASC;SG	N;NOM;DEF;SG
χρόνο	الوقت	χρόνος	وَقت	N;ACC;MASC;SG	N;NOM;DEF;SG
χρόνο	زمن	χρόνος	زَمَن	N;ACC;MASC;SG	N;NOM;INDF;SG
χρόνο	الزمان	χρόνος	زَمَان	N;ACC;MASC;SG	N;NOM;DEF;SG
κόμμα	فاصلة	κόμμα	فَاصِل	N;NOM;NEUT;SG	ADJ;NOM;INDF;FEM;SG
γιατί	لان	γιατί	لِأَنَّ	CONJ	CONJ
γιατί	لانه	γιατί	لانه	CONJ	
γιατί	عشان	γιατί	عشان	CONJ	
γιατί	لانني	γιατί	لانني	CONJ	N;NOM;DEF;SG
γιατί	بسبب	γιατί	بسبب	CONJ	N;NOM;INDF;SG
γιατί	لاني	γιατί	لاني	CONJ	
γιατί	ليش	γιατί	لَيش	CONJ	
γιατί	لماذا	γιατί	لِمَاذَا	CONJ	DET
γιατί	لما	γιατί	لَمَّا	CONJ	
ρόλο	الدور	ρόλος	دَور	N;ACC;MASC;SG	N;NOM;DEF;SG
ρόλο	دور	ρόλος	دَور	N;ACC;MASC;SG	N;NOM;INDF;SG
άλμπουμ	البوم	άλμπουμ	أَلبُوم	N;MASC;SG	
άλμπουμ	البومات	άλμπουμ	البومات	N;MASC;SG	N;NOM;DEF;PL
άλμπουμ	الالبومات	άλμπουμ	أَلبُومَة	N;MASC;SG	N;NOM;DEF;PL
επειδή	لان	επειδή	لِأَنَّ	CONJ	CONJ
επειδή	لانه	επειδή	لانه	CONJ	
επειδή	عشان	επειδή	عشان	CONJ	
επειδή	لانني	επειδή	لانني	CONJ	N;NOM;DEF;SG
επειδή	بسبب	επειδή	بسبب	CONJ	N;NOM;INDF;SG
επειδή	لاني	επειδή	لاني	CONJ	
έκδοση	الطبعة	έκδοση	طَبعَة	N;ACC;FEM;SG	N;NOM;DEF;SG
έκδοση	اصدار	έκδοση	إِصدَار	N;ACC;FEM;SG	N;NOM;INDF;SG
έκδοση	طبعة	έκδοση	طبعة	N;ACC;FEM;SG	N;NOM;INDF;SG
έκδοση	الاصدار	έκδοση	إِصدَار	N;ACC;FEM;SG	N;NOM;DEF;SG
έκδοση	النسخة	έκδοση	نُسخَة	N;ACC;FEM;SG	N;NOM;DEF;SG
έκδοση	اصدار	έκδοση	إِصدَار	N;ACC;FEM;SG	N;NOM;INDF;SG
έκδοση	الاصدار	έκδοση	إِصدَار	N;ACC;FEM;SG	N;NOM;DEF;SG
γκολ	اهداف	γκολ	هَدَف		N;NOM;INDF;PL
γκολ	الاهداف	γκολ	هَدَف		N;NOM;DEF;PL
γκολ	الغايات	γκολ	غَايَة		N;NOM;DEF;PL
γκολ	المرمى	γκολ	مَرمَى		N;NOM;DEF;SG
γκολ	هدف	γκολ	هَدَف		N;NOM;INDF;SG
γκολ	الهدف	γκολ	هَدَف		N;NOM;DEF;SG
γύρω	حو	γύρω	حو	ADV	
γύρω	حولي	γύρω	حَولَى	ADV	
συνήθως	عادة	συνήθως	عَادَة	ADV	N;ACC;INDF;SG
κοινότητα	مجتمع	κοινότητα	مُجتَمَع	N;ACC;FEM;SG	N;NOM;INDF;SG
κοινότητα	المجتمع	κοινότητα	مُجتَمَع	N;ACC;FEM;SG	N;NOM;DEF;SG
κοινότητα	الجماعة	κοινότητα	جَمَاعَة	N;ACC;FEM;SG	N;NOM;DEF;SG
τελευταία	الاخيرة	τελευταία	أَخِير	ADV	ADJ;NOM;DEF;FEM;SG
τελευταία	اخر	τελευταία	آخَر	ADV	ADJ;NOM;INDF;MASC;SG
τελευταία	اخير	τελευταία	أَخِير	ADV	ADJ;NOM;INDF;MASC;SG
τελευταία	تدوم	τελευταία	دَام	ADV	V;IPFV;FEM;IND;SG;3;FIN;ACT
τελευταία	الاخير	τελευταία	أَخِير	ADV	ADJ;NOM;DEF;MASC;SG
τελευταία	مؤخرا	τελευταία	مُؤَخَّر	ADV	ADJ;ACC;INDF;MASC;SG
έκανε	صنعت	κάνω	صَنَع	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;3;PASS
έκανε	مصنوع	κάνω	مَصنُوع	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
είτε	فاما	είτε	فَام	CONJ	
είτε	اما	είτε	أَمَّا	CONJ	PART
κυβέρνηση	الحكومات	κυβέρνηση	حُكُومَة	N;NOM;FEM;SG	N;NOM;DEF;PL
πρώτος	اول	πρώτος	أَوَّل	NUM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
πρώτος	اولا	πρώτος	أَوَّل	NUM;NOM;MASC;SG	ADJ;ACC;INDF;MASC;SG
πρώτος	الاول	πρώτος	أَوَّل	NUM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
πρώτος	الاولى	πρώτος	أَوَّل	NUM;NOM;MASC;SG	ADJ;NOM;DEF;FEM;SG
κάνει	معمول	κάνω	مَعمُول	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG
κάνει	فعلت	κάνω	فَعَل	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;FEM;SG;3;ACT
κάνει	تمت	κάνω	تَمّ	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;FEM;SG;3;ACT
κάνει	تم	κάνω	تَمّ	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;MASC;SG;3;ACT
κάνει	انتهيت	κάνω	اِنتَهَى	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;FEM;SG;3;ACT
ηπα	امريكا	λπο	أَمرِيكَا	N	
ανάμεσα	بين	ανάμεσα	بَينَ	ADV	ADP;ACC
δεύτερη	ثانيا	δεύτερος	ثَانِي	NUM;NOM;FEM;SG	ADJ;ACC;INDF;MASC;SG
δεύτερη	الثانيه	δεύτερος	الثانيه	NUM;NOM;FEM;SG	
δεύτερη	تاني	δεύτερος	تَانِي	NUM;NOM;FEM;SG	
δεύτερη	الثاني	δεύτερος	ثَانِي	NUM;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
δεύτερη	الثانية	δεύτερος	ثَانِي	NUM;NOM;FEM;SG	ADJ;NOM;DEF;FEM;SG
δεύτερη	ثاني	δεύτερος	ثاني	NUM;NOM;FEM;SG	
γιος	ابن	γιος	ابن	N;NOM;MASC;SG	
γιος	بني	γιος	بني	N;NOM;MASC;SG	
μάχη	معركة	μάχη	مَعرَكَة	N;ACC;FEM;SG	N;NOM;INDF;SG
μάχη	باتل	μάχη	باتل	N;ACC;FEM;SG	
μάχη	المعركة	μάχη	مَعرَكَة	N;ACC;FEM;SG	N;NOM;DEF;SG
μάχη	شجار	μάχη	شَاجِر	N;ACC;FEM;SG	N;NOM;INDF;SG
μάχη	قتال	μάχη	قِتَال	N;ACC;FEM;SG	N;NOM;INDF;SG
μάχη	القتال	μάχη	قِتَال	N;ACC;FEM;SG	N;NOM;DEF;SG
όλες	كلهم	όλος	كلهم	ADJ;NOM;FEM;PL	
όλες	كله	όλος	كٰلِهَ	ADJ;NOM;FEM;PL	
όλες	جميع	όλος	جَمِيع	ADJ;NOM;FEM;PL	N;NOM;INDF;SG
όλες	كل	όλος	كُلّ	ADJ;NOM;FEM;PL	N;NOM;INDF;SG
όλες	الكل	όλος	كُلّ	ADJ;NOM;FEM;PL	
κάποια	البعض	κάποιος	بَعض	PRO;NOM;NEUT;PL;3	N;NOM;DEF;SG
κάποια	بعض	κάποιος	بَعض	PRO;NOM;NEUT;PL;3	N;NOM;INDF;SG
δείτε	شاهد	βλέπω	شَاهَد	V;PFV;IMP;PL;2;FIN;ACT	
δείτε	ترى	βλέπω	رَأَى	V;PFV;IMP;PL;2;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
δείτε	شاهد	βλέπω	شَاهَد	V;PFV;IMP;PL;2;FIN;ACT	
δείτε	ساعة	βλέπω	سَاعَة	V;PFV;IMP;PL;2;FIN;ACT	N;NOM;INDF;SG
δείτε	راقب	βλέπω	رَاقِب	V;PFV;IMP;PL;2;FIN;ACT	
δείτε	مشاهدة	βλέπω	مُشَاهَدَة	V;PFV;IMP;PL;2;FIN;ACT	N;NOM;INDF;SG
πόλεμο	حرب	πόλεμος	حَرب	N;ACC;MASC;SG	N;NOM;INDF;SG
πόλεμο	الحرب	πόλεμος	حَرب	N;ACC;MASC;SG	N;NOM;DEF;SG
συχνά	غالبا	συχνά	غَالِب	ADV	ADJ;ACC;INDF;MASC;SG
περιοχές	الاقاليم	περιοχή	أَقلَام	N;NOM;FEM;PL	
πρώην	سابق	πρώην	سَابِق	ADV	ADJ;NOM;INDF;MASC;SG
πρώην	السابق	πρώην	سَابِق	ADV	N;NOM;DEF;SG
εικόνα	الصوره	εικόνα	صُوره	N;NOM;FEM;SG	
εικόνα	صوره	εικόνα	صُوره	N;NOM;FEM;SG	
έλαβε	استلام	λαμβάνω	اِستِلَام	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;INDF;SG
έλαβε	ورد	λαμβάνω	وَرَد	V;PFV;IND;SG;3;PST;FIN;ACT	
επίσημη	مسؤول	επίσημος	مَسؤُول	ADJ;NOM;FEM;SG	N;NOM;INDF;SG
κατοίκους	ساكن	κάτοικος	سَاكِن	N;ACC;MASC;PL	ADJ;NOM;INDF;MASC;SG
κατοίκους	السكان	κάτοικος	سَاكِن	N;ACC;MASC;PL	N;NOM;DEF;PL
κατοίκους	المقيمون	κάτοικος	مُقَيَّم	N;ACC;MASC;PL	N;NOM;DEF;PL
κατοίκους	المقيمين	κάτοικος	مُقِيم	N;ACC;MASC;PL	ADJ;ACC;DEF;MASC;PL
βόρεια	نورث	βόρεια	نورث	ADV	
βόρεια	شمالي	βόρεια	شمالي	ADV	
βόρεια	شمال	βόρεια	شَمَال	ADV	N;NOM;INDF;SG
βόρεια	شمالا	βόρεια	شَمَال	ADV	N;ACC;INDF;SG
βόρεια	الشمال	βόρεια	شَمَال	ADV	N;NOM;DEF;SG
βόρεια	الشمالية	βόρεια	شَمَالِيّ	ADV	ADJ;NOM;DEF;FEM;SG
βόρεια	شمال	βόρεια	شَمَال	ADV	N;NOM;INDF;SG
βόρεια	الشمالي	βόρεια	شَمَالِيّ	ADV	ADJ;NOM;DEF;MASC;SG
βόρεια	شمالي	βόρεια	شمالي	ADV	
ιδιαίτερα	وخاصة	ιδιαίτερα	وخاصة	ADV	N;NOM;INDF;SG
ιδιαίτερα	خاصة	ιδιαίτερα	خَاصّ	ADV	ADJ;ACC;INDF;FEM;SG
ιδιαίτερα	خصوصا	ιδιαίτερα	خُصُوص	ADV	N;ACC;INDF;SG
ιδιαίτερα	بالاخص	ιδιαίτερα	بالاخص	ADV	
αγώνα	السباق	αγώνας	سِبَاق	N;ACC;MASC;SG	N;NOM;DEF;SG
αγώνα	سباق	αγώνας	سِبَاق	N;ACC;MASC;SG	N;NOM;INDF;SG
αγώνα	العرق	αγώνας	عِرق	N;ACC;MASC;SG	N;NOM;DEF;SG
αγώνα	عرق	αγώνας	عَرِق	N;ACC;MASC;SG	
αγώνα	ماتش	αγώνας	مَاتِش	N;ACC;MASC;SG	
αγώνα	المطابقة	αγώνας	مُطَابَقَة	N;ACC;MASC;SG	N;NOM;DEF;SG
αγώνα	مطابقة	αγώνας	مُطَابَقَة	N;ACC;MASC;SG	N;NOM;INDF;SG
αγώνα	مباراة	αγώνας	مُبَارَاة	N;ACC;MASC;SG	N;NOM;INDF;SG
αγώνα	المباراة	αγώνας	مُبَارَاة	N;ACC;MASC;SG	N;NOM;DEF;SG
αγώνα	شجار	αγώνας	شَاجِر	N;ACC;MASC;SG	N;NOM;INDF;SG
αγώνα	قتال	αγώνας	قِتَال	N;ACC;MASC;SG	N;NOM;INDF;SG
αγώνα	القتال	αγώνας	قِتَال	N;ACC;MASC;SG	N;NOM;DEF;SG
γεγονός	حدث	γεγονός	حَدَث	N;NOM;NEUT;SG	V;PFV;MASC;SG;3;ACT
χρησιμοποιείται	استعمل	χρησιμοποιώ	اِستَعمَل	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;MASC;SG;3;ACT
χρησιμοποιείται	استخدم	χρησιμοποιώ	اِستَخدَم	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;MASC;SG;3;ACT
χρησιμοποιείται	مستخدم	χρησιμοποιώ	مُستَخدَم	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;INDF;SG
χρησιμοποιείται	استخدمت	χρησιμοποιώ	اِستَخدَم	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;FEM;SG;3;PASS
πρώτα	اول	πρώτα	أَوَّل	ADV	ADJ;NOM;INDF;MASC;SG
πρώτα	اولا	πρώτα	أَوَّل	ADV	ADJ;ACC;INDF;MASC;SG
πρώτα	الاول	πρώτα	أَوَّل	ADV	ADJ;NOM;DEF;MASC;SG
πρώτα	الاولى	πρώτα	أَوَّل	ADV	ADJ;NOM;DEF;FEM;SG
θεωρείται	نظر	θεωρώ	نَظَر	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;INDF;SG
νότια	جنوبي	νότιος	جَنُوبِيّ	ADV	ADJ;NOM;INDF;MASC;SG
νότια	جنوبية	νότιος	جَنُوبِيّ	ADV	ADJ;NOM;INDF;FEM;SG
νότια	جنوب	νότιος	جَنُوب	ADV	N;NOM;INDF;SG
νότια	جنوبي	νότιος	جَنُوبِيّ	ADV	ADJ;NOM;INDF;MASC;SG
νότια	جنوبا	νότιος	جَنُوب	ADV	N;ACC;INDF;SG
νότια	الجنوب	νότιος	جَنُوب	ADV	N;NOM;DEF;SG
νότια	جنوب	νότιος	جَنُوب	ADV	N;NOM;INDF;SG
νότια	ساوث	νότιος	سَاوث	ADV	
σημείο	بوينت	σημείο	بوينت	N;NOM;NEUT;SG	
σχέση	علاقة	σχέση	عَلَاقَة	N;ACC;FEM;SG	N;NOM;INDF;SG
σχέση	العلاقة	σχέση	عَلَاقَة	N;ACC;FEM;SG	N;NOM;DEF;SG
σχέση	العلاقات	σχέση	عَلَاقَة	N;ACC;FEM;SG	N;NOM;DEF;PL
σχέση	علاقه	σχέση	علاقه	N;ACC;FEM;SG	PRO;NOM;MASC;SG;3
περίπτωση	القضية	περίπτωση	قَضِيَّة	N;ACC;FEM;SG	N;NOM;DEF;SG
περίπτωση	حالة	περίπτωση	حَالَة	N;ACC;FEM;SG	N;NOM;INDF;SG
περίπτωση	قضية	περίπτωση	قَضِيَّة	N;ACC;FEM;SG	N;NOM;INDF;SG
περίπτωση	الحالة	περίπτωση	حَالَة	N;ACC;FEM;SG	N;NOM;DEF;SG
περίπτωση	كايس	περίπτωση	كَايس	N;ACC;FEM;SG	
νέο	جديد	νέος	جَدِيد	ADJ;ACC;NEUT;SG	ADJ;NOM;INDF;MASC;SG
νέο	جدد	νέος	جَدَّد	ADJ;ACC;NEUT;SG	V;PFV;MASC;SG;3;ACT
νέο	جديدة	νέος	جَدِيد	ADJ;ACC;NEUT;SG	ADJ;NOM;INDF;FEM;SG
νέο	الجديد	νέος	جَدِيد	ADJ;ACC;NEUT;SG	ADJ;NOM;DEF;MASC;SG
έτος	عام	έτος	عَام	N;ACC;NEUT;SG	N;NOM;INDF;SG
έτος	العام	έτος	عَام	N;ACC;NEUT;SG	N;NOM;DEF;SG
έτος	السنه	έτος	سَنه	N;ACC;NEUT;SG	N;NOM;DEF;SG
έτος	سنة	έτος	سَنَة	N;ACC;NEUT;SG	N;NOM;INDF;SG
έτος	سنه	έτος	سنه	N;ACC;NEUT;SG	N;NOM;INDF;SG
έτος	السنة	έτος	سَنَة	N;ACC;NEUT;SG	N;NOM;DEF;SG
σχεδόν	تقريبا	σχεδόν	تَقرِيب	ADV	N;ACC;INDF;SG
ένωση	يونيون	ένωση	يُونِيُون	N;NOM;FEM;SG	
περισσότερο	المزيد	πολύ	مَزِيد	ADV;CMPR	N;NOM;DEF;SG
περισσότερο	اكتر	πολύ	أَكتَر	ADV;CMPR	
περισσότερο	اكثر	πολύ	أَكثَر	ADV;CMPR	ADJ;NOM;INDF;MASC;SG
περισσότερο	مزيد	πολύ	مَزِيد	ADV;CMPR	N;NOM;INDF;SG
βασιλιά	ملك	βασιλιάς	مَلِك	N;ACC;MASC;SG	
βασιλιά	كينغ	βασιλιάς	كينغ	N;ACC;MASC;SG	
βασιλιά	الملك	βασιλιάς	مَلِك	N;ACC;MASC;SG	N;NOM;DEF;SG
βασιλιά	كينج	βασιλιάς	كينج	N;ACC;MASC;SG	
εκκλησία	كنيسه	εκκλησία	كنيسه	N;NOM;FEM;SG	PRO;NOM;MASC;SG;3
εκκλησία	كنيست	εκκλησία	كَنِيس	N;NOM;FEM;SG	
μουσείο	m	μουσείο	فَ	N;NOM;NEUT;SG	
δυο	اثنان	δύο	اِثنَان	NUM;NOM;PL	N;NOM;INDF;SG
μεγαλύτερη	اعظم	μεγάλος	اعظم	ADJ;NOM;CMPR;FEM;SG	
μεγαλύτερη	الاقدم	μεγάλος	أَقدَم	ADJ;NOM;CMPR;FEM;SG	N;NOM;DEF;SG
μεγαλύτερη	اكبر	μεγάλος	اكبر	ADJ;NOM;CMPR;FEM;SG	
πέθανε	اموت	πεθαίνω	أَمَا	V;PFV;IND;SG;3;PST;FIN;ACT	
πέθανε	مت	πεθαίνω	مَتّ	V;PFV;IND;SG;3;PST;FIN;ACT	
μουσική	موسيقى	μουσικός	مُوسِيقِيّ	ADJ;NOM;FEM;SG	N;NOM;INDF;SG
μουσική	موسيقي	μουσικός	مُوسِيقِيّ	ADJ;NOM;FEM;SG	N;NOM;INDF;SG
μουσική	mus	μουσικός	سَذَق	ADJ;NOM;FEM;SG	
μουσική	الموسيقى	μουσικός	الموسيقى	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
κόσμο	كوزمو	κόσμος	كُوزمُو	N;ACC;MASC;SG	
κόσμο	عالم	κόσμος	عَالَم	N;ACC;MASC;SG	N;NOM;INDF;SG
κόσμο	العالمي	κόσμος	عَالَمِيّ	N;ACC;MASC;SG	ADJ;NOM;DEF;MASC;SG
κόσμο	الدنيا	κόσμος	دِنِّيَا	N;ACC;MASC;SG	N;NOM;DEF;SG
κόσμο	العالم	κόσμος	عَالَم	N;ACC;MASC;SG	N;NOM;DEF;SG
κόσμο	world	κόσμος	world	N;ACC;MASC;SG	
άτομα	ناس	άτομο	نَاسِي	N;NOM;NEUT;PL	
δεύτερο	ثانيا	δεύτερος	ثَانِي	NUM;NOM;NEUT;SG	ADJ;ACC;INDF;MASC;SG
δεύτερο	الثانيه	δεύτερος	الثانيه	NUM;NOM;NEUT;SG	
δεύτερο	تاني	δεύτερος	تَانِي	NUM;NOM;NEUT;SG	
δεύτερο	الثاني	δεύτερος	ثَانِي	NUM;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
δεύτερο	الثانية	δεύτερος	ثَانِي	NUM;NOM;NEUT;SG	ADJ;NOM;DEF;FEM;SG
δεύτερο	ثاني	δεύτερος	ثاني	NUM;NOM;NEUT;SG	
είδος	الانواع	είδος	نَوع	N;NOM;NEUT;SG	N;NOM;DEF;PL
αρκετά	كفاية	αρκετά	كِفَايَة	ADV	N;NOM;INDF;SG
αρκετά	كفى	αρκετά	كفى	ADV	
αρκετά	يكفي	αρκετά	كَفَى	ADV	V;IPFV;MASC;IND;SG;3;FIN;ACT
αρκετά	كافي	αρκετά	كافي	ADV	
μεγαλύτερο	الاقدم	μεγάλος	أَقدَم	ADJ;NOM;CMPR;NEUT;SG	N;NOM;DEF;SG
μεγαλύτερο	اكبر	μεγάλος	اكبر	ADJ;NOM;CMPR;NEUT;SG	
εκείνη	انها	εκείνος	انها	PRO;ACC;FEM;SG;3	
εκείνη	هي	εκείνος	هُوَ	PRO;ACC;FEM;SG;3	PRO;NOM;FEM;SG;3
χώρο	مساحة	χώρος	مِسَاحَة	N;ACC;MASC;SG	N;NOM;INDF;SG
χώρο	الفضاء	χώρος	فَضَاء	N;ACC;MASC;SG	N;NOM;DEF;SG
χώρο	فضاء	χώρος	فَضَاء	N;ACC;MASC;SG	N;NOM;INDF;SG
χώρο	حيز	χώρος	حَيِّز	N;ACC;MASC;SG	N;NOM;INDF;SG
σχολή	مدرسه	σχολή	مدرسه	N;NOM;FEM;SG	PRO;NOM;MASC;SG;3
σχολή	المدارس	σχολή	مَدرَسَة	N;NOM;FEM;SG	N;NOM;DEF;PL
τρία	th	τρεις	th	NUM;NOM;NEUT;PL	
τρία	ثلاثه	τρεις	ثلاثه	NUM;NOM;NEUT;PL	
όρος	جبل	όρος	جَبَل	N;NOM;MASC;SG	
όρος	ماونت	όρος	ماونت	N;NOM;MASC;SG	
ιδρύθηκε	تاسست	ιδρύω	تَاسَس	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
ιδρύθηκε	تاسس	ιδρύω	تَاسِس	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;MASC;SG;3;ACT
βασιλιάς	ملك	βασιλιάς	مَلِك	N;NOM;MASC;SG	
βασιλιάς	كينغ	βασιλιάς	كينغ	N;NOM;MASC;SG	
βασιλιάς	كينج	βασιλιάς	كينج	N;NOM;MASC;SG	
παιδιά	اولاد	παιδί	اولاد	N;NOM;NEUT;PL	
παιδιά	ولاد	παιδί	وَلَد	N;NOM;NEUT;PL	
παιδιά	اطفال	παιδί	اطفال	N;NOM;NEUT;PL	
παιδιά	اطفال	παιδί	اطفال	N;NOM;NEUT;PL	
φαίνεται	يبدو	φαίνομαι	بَدَا	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;MASC;IND;SG;3;FIN;ACT
φαίνεται	نظرات	φαίνομαι	نَظرَة	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;INDF;PL
φαίνεται	النظرات	φαίνομαι	نَظَرَة	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;DEF;PL
φαίνεται	يبدو	φαίνομαι	بَدَا	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;MASC;IND;SG;3;FIN;ACT
αρχαία	القدماء	αρχαίος	قَدِيم	ADJ;NOM;FEM;SG	N;NOM;DEF;PL
μήκος	طول	μήκος	طُول	N;ACC;NEUT;SG	N;NOM;INDF;SG
μήκος	الطول	μήκος	طُول	N;ACC;NEUT;SG	N;NOM;DEF;SG
τι	ما	τι	مَا	PRO;NOM;NEUT;SG;3	DET
τι	ماذا	τι	مَاذَا	PRO;NOM;NEUT;SG;3	DET
τι	ايش	τι	أَيش	PRO;NOM;NEUT;SG;3	
τι	شنو	τι	شَنُو	PRO;NOM;NEUT;SG;3	
συμμετείχε	شاركت	συμμετέχω	شَارَك	V;IPFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
χρονιά	عام	χρονιά	عَام	N;ACC;FEM;SG	N;NOM;INDF;SG
χρονιά	العام	χρονιά	عَام	N;ACC;FEM;SG	N;NOM;DEF;SG
χρονιά	السنه	χρονιά	سَنه	N;ACC;FEM;SG	N;NOM;DEF;SG
χρονιά	سنة	χρονιά	سَنَة	N;ACC;FEM;SG	N;NOM;INDF;SG
χρονιά	سنه	χρονιά	سنه	N;ACC;FEM;SG	N;NOM;INDF;SG
χρονιά	السنة	χρονιά	سَنَة	N;ACC;FEM;SG	N;NOM;DEF;SG
ηθοποιός	ممثله	ηθοποιός	ممثله	N;NOM;MASC;SG	PRO;NOM;MASC;SG;3
ηθοποιός	فاعل	ηθοποιός	فَاعِل	N;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
ελληνικά	يوناني	ελληνικός	يُونَانِيّ	ADV	ADJ;NOM;INDF;MASC;SG
ελληνικά	يونانية	ελληνικός	يُونَانِيّ	ADV	ADJ;NOM;INDF;FEM;SG
ελληνικά	اليوناني	ελληνικός	يُونَانِيّ	ADV	ADJ;NOM;DEF;MASC;SG
ελληνικά	اليونانية	ελληνικός	يُونَانِيّ	ADV	ADJ;NOM;DEF;FEM;SG
γαλλία	وفرنسا	γαλλία	وفرنسا	PROPN;ACC;FEM;SG	
γαλλία	فرانس	γαλλία	فرَانس	PROPN;ACC;FEM;SG	
γαλλία	فرنسا	γαλλία	فَرَنسَا	PROPN;ACC;FEM;SG	
ευρώπη	اوروبا	ευρώπη	أُورُوبَا	PROPN;ACC;FEM;SG	
ευρώπη	اوربا	ευρώπη	أُورُبَّا	PROPN;ACC;FEM;SG	
παγκόσμιο	عالميا	παγκόσμιος	عَالَمِيّ	ADJ;NOM;NEUT;SG	ADJ;ACC;INDF;MASC;SG
οικογένεια	عائلي	οικογένεια	عَائِلِيّ	N;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
σημαίνει	الوسائل	σημαίνω	وَسِيلَة	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;DEF;PL
πέντε	خمسه	πέντε	خمسه	NUM;NOM;MASC;PL	
παραπάνω	اعلاه	παραπάνω	إِعلَاه	ADV	
σεζόν	موسم	σεζόν	مَوسِم	N;ACC;FEM;SG	N;NOM;INDF;SG
σεζόν	الموسم	σεζόν	مَوسِم	N;ACC;FEM;SG	N;NOM;DEF;SG
πρότυπο	الموديل	πρότυπο	مَودِيل	N;NOM;NEUT;SG	
πρότυπο	عارض	πρότυπο	عَارَض	N;NOM;NEUT;SG	
πρότυπο	موديل	πρότυπο	مَودِيل	N;NOM;NEUT;SG	
πρότυπο	قياسي	πρότυπο	قِيَاسِيّ	N;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
θάνατο	الموت	θάνατος	مَوت	N;ACC;MASC;SG	N;NOM;DEF;SG
θάνατο	الوفاة	θάνατος	وَفَاة	N;ACC;MASC;SG	N;NOM;DEF;SG
θάνατο	موت	θάνατος	مَوت	N;ACC;MASC;SG	
θάνατο	وفاة	θάνατος	وَفَاة	N;ACC;MASC;SG	N;NOM;INDF;SG
εταιρεία	شركه	εταιρεία	شركه	N;NOM;FEM;SG	
σώμα	جسد	σώμα	جَسَد	N;NOM;NEUT;SG	
παράλληλα	مواز	παράλληλα	مَازّ	ADV	N;NOM;INDF;SG
παράλληλα	بالتوازي	παράλληλα	بالتوازي	ADV	N;NOM;DEF;SG
παράλληλα	متوازية	παράλληλα	مُتَوَازِي	ADV	ADJ;NOM;INDF;FEM;SG
παράλληλα	موازية	παράλληλα	مُوَازِي	ADV	ADJ;NOM;INDF;FEM;SG
παράλληλα	الموازي	παράλληλα	مَوزِي	ADV	N;NOM;DEF;SG
σύνολο	مجموع	σύνολο	مَجمُوع	N;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
σύνολο	الاجمالي	σύνολο	إِجمَالِيّ	N;NOM;NEUT;SG	ADJ;NOM;DEF;MASC;SG
κατάσταση	الوضع	κατάσταση	وَضع	N;ACC;FEM;SG	N;NOM;DEF;SG
κατάσταση	الحالة	κατάσταση	حَالَة	N;ACC;FEM;SG	N;NOM;DEF;SG
κατάσταση	حالة	κατάσταση	حَالَة	N;ACC;FEM;SG	N;NOM;INDF;SG
κατάσταση	الوضع	κατάσταση	وَضع	N;ACC;FEM;SG	N;NOM;DEF;SG
