категорія	luokan	категорія	luokka	N;INAN;NOM;FEM;SG	N;GEN;SG
двох	kaks	два	kaksi	NUM;ACC	NUM;NOM;SG
навіть	edes	навіть	edes	PART	ADV
навіть	jopa	навіть	jopa	PART	ADV
розташування	sijainnit	розташування	sijainti	N;INAN;NOM;NEUT;SG	N;NOM;PL
розташування	järjestelyt	розташування	järjestely	N;INAN;NOM;NEUT;SG	N;NOM;PL
розташування	järjestelyn	розташування	järjestely	N;INAN;NOM;NEUT;SG	N;GEN;SG
розташування	järjestelyyn	розташування	järjestely	N;INAN;NOM;NEUT;SG	N;IN+ALL;SG
розташування	kannan	розташування	kanta	N;INAN;NOM;NEUT;SG	N;GEN;SG
кар	uran	кар.	ura	N;INAN;NOM;FEM;SG	N;GEN;SG
висота	korkeuden	висота	korkeus	N;INAN;NOM;FEM;SG	N;GEN;SG
себе	itselleni	себе	itse	PRO;ACC;REFL	PRO;AT+ALL;SG;REFL
себе	itse	себе	itse	PRO;ACC;REFL	ADV
себе	itse	себе	itse	PRO;ACC;REFL	ADV
себе	itseään	себе	itse	PRO;ACC;REFL	PRO;PRT;SG;REFL
себе	itsensä	себе	itse	PRO;ACC;REFL	PRO;GEN;SG;REFL
себе	itsellesi	себе	itse	PRO;ACC;REFL	PRO;AT+ALL;SG;REFL
себе	itse	себе	itse	PRO;ACC;REFL	ADV
різних	erilaiset	різний	erilainen	ADJ;ACC;PL	ADJ;NOM;PL
різних	erilainen	різний	erilainen	ADJ;ACC;PL	ADJ;NOM;SG
різних	erilaista	різний	erilainen	ADJ;ACC;PL	ADJ;PRT;SG
фільми	elokuvia	фільм	elo#kuva	N;INAN;NOM;MASC;PL	N;PRT;PL
фільми	elokuvista	фільм	elo#kuva	N;INAN;NOM;MASC;PL	N;IN+ABL;PL
фільми	elokuvissa	фільм	elo#kuva	N;INAN;NOM;MASC;PL	N;IN+ESS;PL
фільми	elokuvia	фільм	elo#kuva	N;INAN;NOM;MASC;PL	N;PRT;PL
сільська	maaseudun	сільський	maa#seutu	ADJ;NOM;FEM;SG	N;GEN;SG
сільська	maaseutu	сільський	maa#seutu	ADJ;NOM;FEM;SG	N;NOM;SG
церква	kirkon	церква	kirkko	N;INAN;NOM;FEM;SG	N;GEN;SG
церква	kirkossa	церква	kirkko	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
церква	kirkkoon	церква	kirkko	N;INAN;NOM;FEM;SG	N;IN+ALL;SG
створення	luoda	створення	luoda	N;INAN;NOM;NEUT;SG	V;SG;NFIN;ACT
створення	luodaan	створення	luoda	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;PASS
створення	sukupolven	створення	suku#polvi	N;INAN;NOM;NEUT;SG	N;GEN;SG
створення	sukupolvea	створення	suku#polvi	N;INAN;NOM;NEUT;SG	N;PRT;SG
створення	luoda	створення	luoda	N;INAN;NOM;NEUT;SG	V;SG;NFIN;ACT
створення	luo	створення	luo	N;INAN;NOM;NEUT;SG	ADV
значення	tarkoittaen	значення	tarkoittaa	N;INAN;NOM;NEUT;SG	V;INS;SG;NFIN;ACT
значення	arvot	значення	arvo	N;INAN;NOM;NEUT;SG	N;NOM;PL
значення	arvoja	значення	arvo	N;INAN;NOM;NEUT;SG	N;PRT;PL
значення	arvoa	значення	arvo	N;INAN;NOM;NEUT;SG	N;PRT;SG
вул	str	вул.	str		N;NOM;SG
системи	järjestelmän	система	järjestelmä	N;INAN;NOM;FEM;PL	N;GEN;SG
системи	systeemi	система	systeemi	N;INAN;NOM;FEM;PL	N;NOM;SG
системи	järjestelmä	система	järjestelmä	N;INAN;NOM;FEM;PL	N;NOM;SG
системи	system	система	system	N;INAN;NOM;FEM;PL	
йому	hänet	він	hän	PRO;DAT;MASC;SG;3	PRO;ACC;SG;3
крім	paitsi	крім	paitsi	ADP;GEN	ADV
ніж	veistä	ніж	viesi	CONJ	N;PRT;SG
ніж	puukko	ніж	puukko	CONJ	N;NOM;SG
ніж	veitsi	ніж	veitsiä	CONJ	N;NOM;SG
адреса	osoitteen	адреса	osoite	N;INAN;NOM;FEM;SG	N;GEN;SG
член	jäsenen	член	jäsen	N;ANIM;NOM;MASC;SG	N;GEN;SG
член	munaa	член	muna	N;ANIM;NOM;MASC;SG	N;PRT;SG
франція	ranska	франція	ranska	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG
франція	ranskan	франція	ranska	PROPN;INAN;NOM;FEM;SG	N;GEN;SG
адміністративний	hallinnolliset	адміністративний	hallinnollinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
групи	ryhmien	група	ryhmä	N;INAN;NOM;FEM;PL	N;GEN;PL
групи	ryhmiä	група	ryhmä	N;INAN;NOM;FEM;PL	N;PRT;PL
буде	will	бути	will	V;IPFV;IND;SG;3;FUT;FIN	
буде	tahto	бути	tahto	V;IPFV;IND;SG;3;FUT;FIN	N;NOM;SG
буде	bodø	бути	bodø	V;IPFV;IND;SG;3;FUT;FIN	N;NOM;SG
динаміка	dynamiikkaa	динаміка	dynamiikka	N;INAN;NOM;FEM;SG	N;PRT;SG
національний	kansalliset	національний	kansallinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
національний	kansallisten	національний	kansallinen	ADJ;NOM;MASC;SG	ADJ;GEN;PL
управління	hallintoa	управління	hallinto	N;INAN;NOM;NEUT;SG	N;PRT;SG
всіх	kaikille	всі	kaikki	PRO;ANIM;ACC	PRO;AT+ALL;PL
всіх	kaikki	всі	kaikki	PRO;ANIM;ACC	PRO;NOM;SG
всіх	jokainen	всі	jokainen	PRO;ANIM;ACC	PRO;NOM;SG
всіх	kaikille	всі	kaikki	PRO;ANIM;ACC	PRO;AT+ALL;PL
всіх	kaikki	всі	kaikki	PRO;ANIM;ACC	PRO;NOM;SG
річки	jokia	річка	joki	N;INAN;NOM;FEM;PL	N;PRT;PL
річки	jokien	річка	joki	N;INAN;NOM;FEM;PL	N;GEN;PL
річки	rivers	річка	rivers	N;INAN;NOM;FEM;PL	PROPN;NOM;SG
дата	treffit	дата	treffi	N;INAN;NOM;FEM;SG	N;NOM;PL
людей	ihmiset	людина	ihminen	N;ANIM;ACC;FEM;PL	N;NOM;PL
людей	ihmisiä	людина	ihminen	N;ANIM;ACC;FEM;PL	N;PRT;PL
людей	henkilöt	людина	henkilö	N;ANIM;ACC;FEM;PL	N;NOM;PL
хоча	tosin	хоча	tosin	CONJ	ADV
хоча	tosin	хоча	tosin	CONJ	ADV
хоча	vaik	хоча	vaikka	CONJ	ADV
мови	kieliä	мова	kieli	N;INAN;NOM;FEM;PL	N;PRT;PL
мови	kieli	мова	kieli	N;INAN;NOM;FEM;PL	N;NOM;SG
українська	ukraina	український	ukraina	ADJ;NOM;FEM;SG	N;NOM;SG
українська	ukrainan	український	ukraina	ADJ;NOM;FEM;SG	N;GEN;SG
пізніше	myöhempi	пізніше	myöhä	ADV;CMPR	ADJ;NOM;CMPR;SG
розвитку	kehittäminen	розвиток	kehittäminen	N;INAN;GEN;MASC;SG	N;NOM;SG
розвитку	kehitystä	розвиток	kehitys	N;INAN;GEN;MASC;SG	N;PRT;SG
розвитку	kehitys	розвиток	kehitys	N;INAN;GEN;MASC;SG	N;NOM;SG
вулиця	kadulle	вулиця	katu	N;INAN;NOM;FEM;SG	N;AT+ALL;SG
кілька	harvat	кілька	harva	DET;NOM	PRO;NOM;PL
кілька	muutaman	кілька	muutama	DET;NOM	PRO;GEN;SG
кілька	harva	кілька	harva	DET;NOM	PRO;NOM;SG
кілька	muutama	кілька	muutama	DET;NOM	PRO;NOM;SG
згодом	myöhempi	згодом	myöhä	ADV	ADJ;NOM;CMPR;SG
картка	kortin	картка	kortti	N;INAN;NOM;FEM;SG	N;GEN;SG
олександр	aleksanteri	олександр	aleksanteri	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
олександр	alexander	олександр	alexander	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
офіційний	virkamies	офіційний	virka#mies	ADJ;NOM;MASC;SG	N;NOM;SG
офіційний	viralliset	офіційний	virallinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
віком	vanhentunut	вік	vanhentua	N;INAN;INS;MASC;SG	V;NOM;SG;V.PTCP;ACT
віком	ikäinen	вік	ikäinen	N;INAN;INS;MASC;SG	ADJ;NOM;SG
тощо	jne	тощо	jne.	PART	ADV
права	oikeuksia	право	oikeus	N;INAN;NOM;NEUT;PL	N;PRT;PL
права	oikeuksien	право	oikeus	N;INAN;NOM;NEUT;PL	N;GEN;PL
муніципалітетів	kunnat	муніципалітет	kunta	N;ANIM;ACC;MASC;PL	N;NOM;PL
муніципалітетів	kuntaa	муніципалітет	kunta	N;ANIM;ACC;MASC;PL	N;PRT;SG
церкви	kirkkoja	церква	kirkko	N;INAN;NOM;FEM;PL	N;PRT;PL
церкви	kirkkojen	церква	kirkka	N;INAN;NOM;FEM;PL	N;GEN;PL
стала	jatkuvasti	стати	jatkuvasti	V;PFV;FEM;IND;SG;PST;FIN	ADV
стала	jatkuvaa	стати	jatkuva	V;PFV;FEM;IND;SG;PST;FIN	ADJ;PRT;SG
стала	jatkuva	стати	jatkuva	V;PFV;FEM;IND;SG;PST;FIN	ADJ;NOM;SG
стала	vakio	стати	vakio	V;PFV;FEM;IND;SG;PST;FIN	N;NOM;SG
голови	kruuna	голова	kruuna	N;INAN;NOM;FEM;PL	N;NOM;SG
голови	päitä	голова	pää	N;INAN;NOM;FEM;PL	N;PRT;PL
південь	etelään	південь	etelä	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
вулиці	katujen	вулиця	katu	N;INAN;NOM;FEM;PL	N;GEN;PL
вулиці	katuja	вулиця	katu	N;INAN;NOM;FEM;PL	N;PRT;PL
вулиці	kaduilla	вулиця	katu	N;INAN;NOM;FEM;PL	N;AT+ESS
;PL
перед	ennen	перед	ennen	ADP;INS	ADV
сім	seiska	сей	seiska		N;NOM;SG
сім	seitsemän	сей	seitsemän		NUM;NOM;SG
яке	jonka	який	joka	DET;NOM;NEUT;SG	PRO;GEN;SG
яке	joka	який	joka	DET;NOM;NEUT;SG	PRO;NOM;SG
яке	jota	який	joka	DET;NOM;NEUT;SG	PRO;PRT;SG
яке	johon	який	joka	DET;NOM;NEUT;SG	PRO;IN+ALL;SG
яке	jotka	який	joka	DET;NOM;NEUT;SG	PRO;NOM;PL
автор	tekijän	автор	tekijä	N;ANIM;NOM;MASC;SG	N;GEN;SG
володимир	volodymyr	володимир	volodymyr	ADJ;NOM;MASC;SG	N;NOM;SG
володимир	vladimir	володимир	vladimir	ADJ;NOM;MASC;SG	N;NOM;SG
типу	kirjoita	тип	kirja	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
академії	akatemia	академія	akatemia	N;INAN;NOM;FEM;PL	N;NOM;SG
фільм	elokuvan	фільм	elo#kuva	N;INAN;NOM;MASC;SG	N;GEN;SG
карта	karttaa	карта	kartta	N;INAN;NOM;FEM;SG	N;PRT;SG
команди	käskee	команда	käskeä	N;INAN;NOM;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
іван	ivan	іван	ivan	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
іван	johannes	іван	johannes	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
іван	john	іван	joka	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
іван	jukka	іван	jukka	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
використання	käyttää	використання	käyttää	N;INAN;NOM;NEUT;SG	V;IND;SG;PRS;FIN;ACT
використання	käyttäen	використання	käyttää	N;INAN;NOM;NEUT;SG	V;INS;SG;NFIN;ACT
використання	käyttämällä	використання	käyttää	N;INAN;NOM;NEUT;SG	V;AT+ESS
;SG;NFIN;ACT
використання	käyttää	використання	käyttää	N;INAN;NOM;NEUT;SG	V;IND;SG;PRS;FIN;ACT
використання	käytä	використання	käyttää	N;INAN;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
використання	käytettävä	використання	käyttää	N;INAN;NOM;NEUT;SG	V;NOM;SG;V.PTCP;PASS
використання	käyttää	використання	käyttää	N;INAN;NOM;NEUT;SG	V;IND;SG;PRS;FIN;ACT
використання	käyttötarkoitukset	використання	käyttö#tarkoitus	N;INAN;NOM;NEUT;SG	N;NOM;PL
головний	päällikkö	головний	päällikkö	ADJ;NOM;MASC;SG	N;NOM;SG
головний	main	головний	main	ADJ;NOM;MASC;SG	N;NOM;SG
головний	pääasialliset	головний	pää#asiallinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
головний	tärkein	головний	tärkeä	ADJ;NOM;MASC;SG	ADJ;NOM;RL;SG
головний	tärkeimmät	головний	tärkeä	ADJ;NOM;MASC;SG	ADJ;NOM;RL;PL
зоря	tähteä	зоря	tähteä	N;INAN;NOM;FEM;SG	N;PRT;SG
зоря	tähden	зоря	tähti	N;INAN;NOM;FEM;SG	N;GEN;SG
зоря	star	зоря	star	N;INAN;NOM;FEM;SG	
зоря	tähdellä	зоря	tähdellä	N;INAN;NOM;FEM;SG	ADV
деякі	osa	деякий	osa	DET;NOM;PL	N;NOM;SG
деякі	joitakin	деякий	jokin	DET;NOM;PL	PRO;PRT;PL
деякі	jotkut	деякий	joku	DET;NOM;PL	PRO;NOM;PL
музей	museossa	музей	museo	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
музей	museon	музей	museo	N;INAN;NOM;MASC;SG	N;GEN;SG
діяльність	toiminnat	діяльність	toiminta	N;INAN;NOM;FEM;SG	N;NOM;PL
діяльність	toimintaa	діяльність	toiminta	N;INAN;NOM;FEM;SG	N;PRT;SG
діяльність	toimet	діяльність	toimi	N;INAN;NOM;FEM;SG	N;NOM;PL
діяльність	toiminnot	діяльність	toiminto	N;INAN;NOM;FEM;SG	N;NOM;PL
діяльність	toimintaa	діяльність	toiminta	N;INAN;NOM;FEM;SG	N;PRT;SG
частини	osia	частина	osa	N;INAN;NOM;FEM;PL	N;PRT;PL
закінчив	valmis	закінчити	valmis	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;SG
закінчив	valmiit	закінчити	valmis	V;PFV;MASC;IND;SG;PST;FIN	ADJ;NOM;PL
джерела	lähde	джерело	lähde	N;INAN;NOM;NEUT;PL	N;NOM;SG
кам	leirit	кам	leiri		N;NOM;PL
честь	kunnia	честь	kunnia	N;INAN;ACC;FEM;SG	N;NOM;SG
честь	kunniaa	честь	kunnia	N;INAN;ACC;FEM;SG	N;PRT;SG
честь	kunnia	честь	kunnia	N;INAN;ACC;FEM;SG	N;NOM;SG
організації	organisaatiot	організація	organisaatio	N;INAN;GEN;FEM;SG	N;NOM;PL
організації	järjestöt	організація	järjestö	N;INAN;GEN;FEM;SG	N;NOM;PL
організації	yhdistykset	організація	yhdistys	N;INAN;GEN;FEM;SG	N;NOM;PL
організації	organisaatioita	організація	organisaatio	N;INAN;GEN;FEM;SG	N;PRT;PL
організації	järjestöjen	організація	järjestö	N;INAN;GEN;FEM;SG	N;GEN;PL
організації	organisoida	організація	organisoida	N;INAN;GEN;FEM;SG	V;SG;NFIN;ACT
організації	järjestä	організація	järjestää	N;INAN;GEN;FEM;SG	V;IMP;SG;2;FIN;ACT
організації	järjestäminen	організація	järjestäminen	N;INAN;GEN;FEM;SG	N;NOM;SG
організації	järjestää	організація	järjestää	N;INAN;GEN;FEM;SG	V;IND;SG;PRS;FIN;ACT
своїх	heidän	свій	hän	DET;ANIM;ACC;PL;REFL	PRO;GEN;PL;3
своїх	niiden	свій	se	DET;ANIM;ACC;PL;REFL	PRO;GEN;PL
сил	voimia	сила	voima	N;INAN;GEN;FEM;PL	N;PRT;PL
сил	joukot	сила	joukko	N;INAN;GEN;FEM;PL	N;NOM;PL
сил	voimat	сила	voima	N;INAN;GEN;FEM;PL	N;NOM;PL
померли	kuolemia	померти	kuolemia	V;PFV;IND;PL;PST;FIN	N;PRT;PL
померли	kuolemat	померти	kuolema	V;PFV;IND;PL;PST;FIN	N;NOM;PL
діяльності	toiminnat	діяльність	toiminta	N;INAN;GEN;FEM;SG	N;NOM;PL
діяльності	toiminta	діяльність	toiminta	N;INAN;GEN;FEM;SG	N;NOM;SG
діяльності	toimintaa	діяльність	toiminta	N;INAN;GEN;FEM;SG	N;PRT;SG
діяльності	toimet	діяльність	toimi	N;INAN;GEN;FEM;SG	N;NOM;PL
діяльності	toiminnot	діяльність	toiminto	N;INAN;GEN;FEM;SG	N;NOM;PL
діяльності	toiminta	діяльність	toiminta	N;INAN;GEN;FEM;SG	N;NOM;SG
діяльності	aktiivisuus	діяльність	aktiivisuus	N;INAN;GEN;FEM;SG	N;NOM;SG
діяльності	toimintaa	діяльність	toiminta	N;INAN;GEN;FEM;SG	N;PRT;SG
діяльності	toiminto	діяльність	toiminto	N;INAN;GEN;FEM;SG	N;NOM;SG
ігор	pelejä	гра	peli	PROPN;ANIM;NOM;FEM;SG	N;PRT;PL
ігор	pelit	гра	peli	PROPN;ANIM;NOM;FEM;SG	N;NOM;PL
ігор	pelien	гра	peli	PROPN;ANIM;NOM;FEM;SG	N;GEN;PL
ігор	kisat	гра	kisa	PROPN;ANIM;NOM;FEM;SG	N;NOM;PL
ігор	igor	гра	igor	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;SG
партії	osapuoli	партія	osa#puoli	N;INAN;GEN;FEM;SG	N;NOM;SG
партії	juhla	партія	juhla	N;INAN;GEN;FEM;SG	N;NOM;SG
партії	puolue	партія	puolue	N;INAN;GEN;FEM;SG	N;NOM;SG
партії	juhlat	партія	juhla	N;INAN;GEN;FEM;SG	N;NOM;PL
партії	bileet	партія	bileet	N;INAN;GEN;FEM;SG	N;NOM;PL
перелік	listan	перелік	lista	N;INAN;NOM;MASC;SG	N;GEN;SG
перелік	listaa	перелік	lista	N;INAN;NOM;MASC;SG	N;PRT;SG
перелік	luetteloon	перелік	luettelo	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
роль	roolin	роль	rooli	N;INAN;NOM;FEM;SG	N;GEN;SG
усі	kaikille	увесь	kaikki	DET;NOM;PL	PRO;AT+ALL;PL
усі	kaikki	увесь	kaikki	DET;NOM;PL	PRO;NOM;SG
усі	jokainen	увесь	jokainen	DET;NOM;PL	PRO;NOM;SG
усі	kaikille	увесь	kaikki	DET;NOM;PL	PRO;AT+ALL;PL
усі	kaikki	увесь	kaikki	DET;NOM;PL	PRO;NOM;SG
україна	ukrainassa	україна	ukraina	PROPN;INAN;NOM;FEM;SG	N;IN+ESS;SG
україна	ukraina	україна	ukraina	PROPN;INAN;NOM;FEM;SG	N;NOM;SG
україна	ukrainasta	україна	ukraina	PROPN;INAN;NOM;FEM;SG	N;IN+ABL;SG
україна	ukrainan	україна	ukraina	PROPN;INAN;NOM;FEM;SG	N;GEN;SG
свої	heidän	свій	hän	DET;NOM;PL;REFL	PRO;GEN;PL;3
свої	niiden	свій	se	DET;NOM;PL;REFL	PRO;GEN;PL
свої	sen	свій	se	DET;NOM;PL;REFL	PRO;GEN;SG
відомий	kuuluisia	відомий	kuuluisa	ADJ;NOM;MASC;SG	ADJ;PRT;PL
відомий	kuuluisat	відомий	kuuluisa	ADJ;NOM;MASC;SG	ADJ;NOM;PL
микола	nicolai	микола	nicolai	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
італії	italiassa	італія	italia	PROPN;INAN;GEN;FEM;SG	N;IN+ESS;SG
італії	italia	італія	itali	PROPN;INAN;GEN;FEM;SG	N;NOM;SG
італії	italian	італія	italia	PROPN;INAN;GEN;FEM;SG	N;GEN;SG
школа	koulussa	школа	koulu	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
школа	koulun	школа	koulu	N;INAN;NOM;FEM;SG	N;GEN;SG
школа	koulua	школа	koulu	N;INAN;NOM;FEM;SG	N;PRT;SG
право	jus	право	juso	N;INAN;NOM;NEUT;SG	INTJ
право	oikeustieteen	право	oikeus#tiede	N;INAN;NOM;NEUT;SG	N;GEN;SG
право	lakia	право	laki	N;INAN;NOM;NEUT;SG	N;PRT;SG
євро	euron	євро	euro	PROPN;INAN;NOM;NEUT;SG	N;GEN;SG
євро	euroa	євро	euro	PROPN;INAN;NOM;NEUT;SG	N;PRT;SG
євро	euro	євро	euro	PROPN;INAN;NOM;NEUT;SG	N;NOM;SG
далі	pidemmälle	далі	pitkä	ADV	ADJ;AT+ALL;CMPR;SG
далі	seuraava	далі	seuraava	ADV	ADJ;NOM;SG
одна	yhden	один	yksi	NUM;NOM;FEM	NUM;GEN;SG
одна	one	один	oni	NUM;NOM;FEM	
хто	ketä	хто	kettä	PRO;ANIM;NOM;MASC;SG	PRO;PRT;SG
хто	who	хто	who	PRO;ANIM;NOM;MASC;SG	N;NOM;SG
хто	joka	хто	joka	PRO;ANIM;NOM;MASC;SG	PRO;NOM;SG
помер	kuolleet	померти	kuolla	V;PFV;MASC;IND;SG;PST;FIN	V;NOM;PL;V.PTCP;ACT
помер	kuolivat	померти	kuolla	V;PFV;MASC;IND;SG;PST;FIN	V;IND;PL;3;PST;FIN;ACT
родини	perheitä	родина	perhe	N;INAN;NOM;FEM;PL	N;PRT;PL
польщі	puola	польща	puola	PROPN;INAN;GEN;FEM;SG	PROPN;NOM;SG
польщі	puolaa	польща	puola	PROPN;INAN;GEN;FEM;SG	N;PRT;SG
польщі	puolan	польща	puola	PROPN;INAN;GEN;FEM;SG	N;GEN;SG
львів	lviv	львів	lviv	PROPN;INAN;NOM;MASC;SG	N;NOM;SG
група	ryhmän	група	ryhmä	N;INAN;NOM;FEM;SG	N;GEN;SG
новий	uudet	новий	uusi	ADJ;NOM;MASC;SG	ADJ;NOM;PL
новий	uutta	новий	uusi	ADJ;NOM;MASC;SG	ADJ;PRT;SG
новий	uusia	новий	uusi	ADJ;NOM;MASC;SG	ADJ;PRT;PL
зір	näköä	зір	näkö	N;INAN;NOM;FEM;PL	N;PRT;SG
зір	näkemys	зір	näkemys	N;INAN;NOM;FEM;PL	N;NOM;SG
зір	näkö	зір	tämä	N;INAN;NOM;FEM;PL	N;NOM;SG
зір	näky	зір	näky	N;INAN;NOM;FEM;PL	N;NOM;SG
зір	vision	зір	visio	N;INAN;NOM;FEM;PL	N;GEN;SG
зір	visio	зір	visio	N;INAN;NOM;FEM;PL	N;NOM;SG
великий	isot	великий	iso	ADJ;NOM;MASC;SG	ADJ;NOM;PL
великий	hienoa	великий	hieno	ADJ;NOM;MASC;SG	ADJ;PRT;SG
назви	nimiä	назва	nimi	N;INAN;NOM;FEM;PL	N;PRT;PL
залізниця	rautateiden	залізниця	rauta#tie	N;INAN;NOM;FEM;SG	N;GEN;PL
залізниця	rautatiet	залізниця	rauta#tie	N;INAN;NOM;FEM;SG	N;NOM;PL
залізниця	rautateitä	залізниця	rauta#tie	N;INAN;NOM;FEM;SG	N;PRT;PL
залізниця	rautateiden	залізниця	rauta#tie	N;INAN;NOM;FEM;SG	N;GEN;PL
залізниця	rautatiet	залізниця	rauta#tie	N;INAN;NOM;FEM;SG	N;NOM;PL
система	järjestelmän	система	järjestelmä	N;INAN;NOM;FEM;SG	N;GEN;SG
система	system	система	system	N;INAN;NOM;FEM;SG	
північ	keskiyön	північ	keski#yö	N;INAN;NOM;FEM;SG	N;GEN;SG
північ	keskiyöllä	північ	keskiykö	N;INAN;NOM;FEM;SG	N;AT+ESS
;SG
північ	pohjoiseen	північ	pohjoinen	N;INAN;NOM;FEM;SG	N;IN+ALL;SG
більшість	eniten	більшість	eniten	N;INAN;NOM;FEM;SG	ADV
більшість	useimmat	більшість	usea	N;INAN;NOM;FEM;SG	ADJ;NOM;RL;PL
більшість	useimmilla	більшість	usea	N;INAN;NOM;FEM;SG	ADJ;AT+ESS
;RL;PL
більшість	useimpia	більшість	usea	N;INAN;NOM;FEM;SG	ADJ;PRT;CMPR;PL
народження	syntynyt	народження	syntyä	N;INAN;NOM;NEUT;SG	V;NOM;SG;V.PTCP;ACT
народження	syntyneet	народження	syntyä	N;INAN;NOM;NEUT;SG	V;NOM;PL;V.PTCP;ACT
народження	syntyi	народження	syntyä	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PST;FIN;ACT
інформація	info	інформація	info	N;INAN;NOM;FEM;SG	INTJ
інформація	tiedot	інформація	tieto	N;INAN;NOM;FEM;SG	N;NOM;PL
інформація	tietoja	інформація	tieto	N;INAN;NOM;FEM;SG	N;PRT;PL
інформація	tiedot	інформація	tieto	N;INAN;NOM;FEM;SG	N;NOM;PL
інформація	tietoa	інформація	tieto	N;INAN;NOM;FEM;SG	N;PRT;SG
інформація	tietoja	інформація	tieto	N;INAN;NOM;FEM;SG	N;PRT;PL
влади	viranomaisten	влада	viran#omainen	N;INAN;NOM;FEM;PL	N;GEN;PL
інститут	institut	інститут	instittu	N;INAN;NOM;MASC;SG	
будинок	talon	будинок	talo	N;INAN;NOM;MASC;SG	N;GEN;SG
дослідження	tutkimuksen	дослідження	tutkimus	N;INAN;NOM;NEUT;SG	N;GEN;SG
дослідження	tutkimukset	дослідження	tutkimus	N;INAN;NOM;NEUT;SG	N;NOM;PL
дослідження	opinnot	дослідження	opinto	N;INAN;NOM;NEUT;SG	N;NOM;PL
дослідження	selvitykset	дослідження	selvitys	N;INAN;NOM;NEUT;SG	N;NOM;PL
дослідження	tutkimuksia	дослідження	tutkimus	N;INAN;NOM;NEUT;SG	N;PRT;PL
дослідження	tutkimukset	дослідження	tutkimus	N;INAN;NOM;NEUT;SG	N;NOM;PL
війна	sodan	війна	sota	N;INAN;NOM;FEM;SG	N;GEN;SG
війна	sotaa	війна	sota	N;INAN;NOM;FEM;SG	N;PRT;SG
війна	sodankäynnin	війна	sodan#käynti	N;INAN;NOM;FEM;SG	N;GEN;SG
війна	sodankäyntiä	війна	sodan#käynti	N;INAN;NOM;FEM;SG	N;PRT;SG
комуни	kommuuni	комуна	kommu	N;INAN;NOM;FEM;PL	N;NOM;SG
комуни	kunta	комуна	kunta	N;INAN;NOM;FEM;PL	N;NOM;SG
багатьох	monet	багато	moni	DET;ACC	PRO;NOM;PL
багатьох	monia	багато	moni	DET;ACC	PRO;PRT;PL
багатьох	monta	багато	moni	DET;ACC	PRO;PRT;SG
багатьох	moni	багато	moni	DET;ACC	PRO;NOM;SG
регіон	alueen	регіон	alue	N;INAN;NOM;MASC;SG	N;GEN;SG
велика	isot	великий	iso	ADJ;NOM;FEM;SG	ADJ;NOM;PL
велика	magna	великий	magna	ADJ;NOM;FEM;SG	N;NOM;SG
людини	ihmiset	людина	ihminen	N;ANIM;NOM;FEM;SG	N;NOM;PL
