το	els	ο	el	DET;NOM;DEF;NEUT;SG	DET;DEF;MASC;PL
χρησιμοποιούνται	emprat	χρησιμοποιώ	emprat	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
χρησιμοποιούνται	utilitzat	χρησιμοποιώ	utilitzat	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
χρησιμοποιούνται	utilitzats	χρησιμοποιώ	utilitzat	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;MASC;PL;V.PTCP
χρησιμοποιούνται	usat	χρησιμοποιώ	usat	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
εξουσία	poder	εξουσία	poder	N;NOM;FEM;SG	
όσκαρ	oscars	όσκαρ	oscar		N;MASC;PL
όσκαρ	òscar	όσκαρ	òscar		
όσκαρ	oscar	όσκαρ	oscar		N;MASC;SG
όσκαρ	oskar	όσκαρ	oskar		PROPN
γυναίκα	dona	γυναίκα	donar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
γυναίκα	femení	γυναίκα	femení	N;NOM;FEM;SG	
γυναίκα	femella	γυναίκα	femella	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
κλπ	etc	κλπ	etcètera	N	
κεντρική	centrals	κεντρικός	central	ADJ;NOM;FEM;SG	ADJ;PL
ακολούθησε	segueix	ακολουθώ	seguir	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
ακολούθησε	segueixi	ακολουθώ	seguir	V;PFV;IND;SG;3;PST;FIN;ACT	V;SBJV;SG;3;PRS;FIN
ακολούθησε	seguí	ακολουθώ	seguí	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
ακολούθησε	seguit	ακολουθώ	seguit	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
διεθνής	internacionals	διεθνής	internacional	ADJ;NOM;FEM;SG	ADJ;PL
αμερική	amèrica	αμερικός	amèrica	PROPN;ACC;FEM;SG	ADJ;FEM;SG
σπούδασε	estudiat	σπούδασσω	estudiar	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
κύρια	main	κύριος	main	ADV	
κύρια	principals	κύριος	principal	ADV	ADJ;PL
κύρια	principal	κύριος	principal	ADV	ADJ;SG
δημιουργήθηκε	creades	δημιουργώ	creat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;FEM;PL;V.PTCP
δημιουργήθηκε	creats	δημιουργώ	creat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;PL;V.PTCP
δημιουργήθηκε	creat	δημιουργώ	creat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
μικρά	petita	μικρός	petit	ADV	ADJ;FEM;SG
μικρά	petites	μικρός	petit	ADV	ADJ;FEM;PL
εμφάνιση	mostra	εμφάνιση	mostrar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
τέσσερα	four	τέσσερις	four	NUM;NOM;NEUT;PL	
εγκυκλοπαίδεια	enciclopèdia	εγκυκλοπαίδεια	enciclopèdia	N;NOM;FEM;SG	
ώρες	hores	ώρα	hora	N;NOM;FEM;PL	
τίτλος	títol	τίτλος	títol	NUM;NOM;MASC;SG	N;MASC;SG
συνθήκες	tractats	συνθήκη	tractat	N;NOM;FEM;PL	ADJ;MASC;PL;V.PTCP
κάστρο	castell	κάστρο	castell	PROPN;NOM;NEUT;SG	N;MASC;SG
κάστρο	castro	κάστρο	castro	PROPN;NOM;NEUT;SG	PROPN
βουλευτές	mps	βουλευτής	mps	N;NOM;MASC;PL	
δυτικά	oest	δυτικά	oest	ADV	
δυτικά	western	δυτικά	western	ADV	
καλά	bones	καλά	bo	ADV	ADJ;FEM;PL
καλά	bona	καλά	bo	ADV	ADJ;FEM;SG
ανατολικά	est	ανατολικά	est	ADV	N;MASC;SG
απέναντι	oposat	απέναντι	oposar	ADV	ADJ;MASC;SG;V.PTCP
απέναντι	contrari	απέναντι	contrari	ADV	ADJ;MASC;SG
νίκος	nikos	νίκος	nikos	PROPN;NOM;MASC;SG	PROPN
άνθρωποι	humans	άνθρωπος	humà	N;NOM;MASC;PL	ADJ;MASC;PL
άνθρωποι	gent	άνθρωπος	gent	N;NOM;MASC;PL	N;FEM;SG
αρχηγός	manava	αρχηγός	manar	N;NOM;MASC;SG	V;IND;SG;3;IPFV;FIN
εξελέγη	elegits	εκλέγω	elegit	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;PL;V.PTCP
εξελέγη	electes	εκλέγω	electe	V;PFV;IND;SG;3;PST;FIN;PASS	N;PL
αγορά	compra	αγορά	comprar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
ανακαλύφθηκε	descobert	ανακαλύπτω	descobert	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
μέσο	mitjà	μέσος	mitjà	N;ACC;NEUT;SG	ADJ;MASC;SG
γιάννης	giannis	γιάννης	giani	PROPN;NOM;MASC;SG	ADJ;MASC;SG
παράγεται	produït	παράγω	produït	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
παράγεται	generada	παράγω	generat	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;FEM;SG;V.PTCP
παράγεται	generades	παράγω	generat	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;FEM;PL;V.PTCP
παράγεται	generat	παράγω	generat	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
έρευνα	survey	έρευνα	survey	N;NOM;FEM;SG	PROPN
δυτική	oest	δυτικός	oest	ADJ;NOM;FEM;SG	
δυτική	western	δυτικός	western	ADJ;NOM;FEM;SG	
κωνσταντινούπολη	constantinoble	κωνσταντινούπολη	constantinoble	PROPN;ACC;FEM;SG	N;MASC;SG
κωνσταντινούπολη	istanbul	κωνσταντινούπολη	istanbul	PROPN;ACC;FEM;SG	
έννοια	significat	έννοια	significar	N;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
απο	from	απο	from	ADP	
αλέξανδρος	aléxandros	αλέξανδρος	aléxandrós	PROPN;NOM;MASC;SG	
αλέξανδρος	alexandre	αλέξανδρος	alexandre	PROPN;NOM;MASC;SG	
αλέξανδρος	alexander	αλέξανδρος	alexander	PROPN;NOM;MASC;SG	
σπουδές	estudiat	σπουδός	estudiar	N;NOM;FEM;PL	ADJ;MASC;SG;V.PTCP
χρειάζεται	necessitats	χρειάζομαι	necessitat	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;FEM;PL
αγγλία	anglaterra	αγγλία	anglaterra	PROPN;ACC;FEM;SG	
ρωσία	rússia	ρωσία	rússia	PROPN;ACC;FEM;SG	ADJ;FEM;SG
ρώμη	roma	ρώμη	roma	PROPN;ACC;FEM;SG	
κορυφή	top	κορυφή	top	N;ACC;FEM;SG	
βρέθηκε	trobat	βρίσκω	trobar	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
ορίζεται	definides	ορίζω	definit	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;FEM;PL;V.PTCP
ορίζεται	definit	ορίζω	definit	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;SG;V.PTCP
ορίζεται	definits	ορίζω	definit	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;MASC;PL;V.PTCP
ενδιαφέρον	interesant	ενδιαφέρον	interesar	N;NOM;NEUT;SG	ADJ;SG
ενδιαφέρον	interessant	ενδιαφέρον	interessant	N;NOM;NEUT;SG	ADJ;SG
έξω	out	έξω	out	ADV	
ισπανία	espanya	ισπανία	espanyar	PROPN;ACC;FEM;SG	
ρωσίας	rússia	ρωσία	rússia	PROPN;GEN;FEM;SG	ADJ;FEM;SG
μιχαήλ	mikhaïl	μιχαήλ	mikhaïl	PROPN;NOM;MASC;SG	PROPN
μιχαήλ	michael	μιχαήλ	michael	PROPN;NOM;MASC;SG	N;SG
πέρασε	superat	περνώ	superat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
διοίκηση	ordre	διοίκηση	ordre	N;ACC;FEM;SG	
διοίκηση	comandament	διοίκηση	comandament	N;ACC;FEM;SG	
δεξιά	dret	δεξιά	dret	ADV	
δεξιά	dreta	δεξιά	dreta	ADV	
καμία	cap	κανένας	cap	PRO;NOM;FEM;SG;3	
εφαρμογή	app	εφαρμογή	app	N;NOM;FEM;SG	
συμμετείχαν	participat	συμμετέχω	participat	V;IPFV;IND;PL;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
ανατολική	est	ανατολικός	est	ADJ;NOM;FEM;SG	N;MASC;SG
αγγλική	anglès	αγγλικός	anglès	ADJ;NOM;FEM;SG	N;MASC;SG
παιχνίδι	joguina	παιχνίδι	joguina	N;NOM;NEUT;SG	
παιχνίδι	reprodueix	παιχνίδι	reproduir	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
σχήμα	forma	σχήμα	formar	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
σχήμα	figura	σχήμα	figurar	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
φεστιβάλ	festivals	φεστιβάλ	festival	N;NOM;NEUT;SG	N;MASC;PL
επιχείρηση	funcionament	επιχείρηση	funcionament	N;ACC;FEM;SG	
επιχείρηση	enterprise	επιχείρηση	enterprise	N;ACC;FEM;SG	
αποφάσισε	decidit	αποφασίζω	decidir	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
αποφάσισε	decidir	αποφασίζω	decidir	V;PFV;IND;SG;3;PST;FIN;ACT	V;NFIN
λονδίνο	london	λονδίνο	londondre	PROPN;NOM;NEUT;SG	PROPN
λονδίνο	alpicat	λονδίνο	alpicar	PROPN;NOM;NEUT;SG	ADJ;MASC;SG;V.PTCP
λονδίνο	londres	λονδίνο	londre	PROPN;NOM;NEUT;SG	PROPN
συνθήκη	tractat	συνθήκη	tractat	N;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
μακεδονίας	macedònia	μακεδονία	macedònia	PROPN;GEN;FEM;SG	ADJ;FEM;SG
πρόσωπο	cara	πρόσωπο	cara	N;NOM;NEUT;SG	
πρόσωπο	face	πρόσωπο	face	N;NOM;NEUT;SG	
κίνηση	mou	κίνηση	moure	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
ώρα	time	ώρα	time	N;ACC;FEM;SG	
ιστορικά	històric	ιστορικά	històric	ADV	ADJ;MASC;SG
ιστορικά	històrica	ιστορικά	històric	ADV	ADJ;FEM;SG
σκηνοθεσία	dirigit	σκηνοθεσία	dirigit	N;ACC;FEM;SG	ADJ;MASC;SG;V.PTCP
σκηνοθεσία	dirigida	σκηνοθεσία	dirigit	N;ACC;FEM;SG	ADJ;FEM;SG;V.PTCP
σκηνοθεσία	dirigir	σκηνοθεσία	dirigir	N;ACC;FEM;SG	V;NFIN
αλλαγή	canvia	αλλαγή	canviar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
αλλαγή	canvi	αλλαγή	canvi	N;ACC;FEM;SG	
χαρακτηριστικό	característic	χαρακτηριστικός	característic	N;NOM;NEUT;SG	ADJ;MASC;SG
χαρακτηριστικό	característics	χαρακτηριστικός	característic	N;NOM;NEUT;SG	ADJ;MASC;PL
χαρακτηριστικό	característica	χαρακτηριστικός	característic	N;NOM;NEUT;SG	ADJ;FEM;SG
διαίρεση	divideix	διαίρεση	dividir	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
διαίρεση	split	διαίρεση	split	N;NOM;FEM;SG	PROPN
διεθνές	internacionals	διεθνής	internacional	ADJ;NOM;NEUT;SG	ADJ;PL
κώστας	kostas	κώστα	kostar	PROPN;NOM;MASC;SG	N;MASC;SG
κώστας	costas	κώστα	costas	PROPN;NOM;MASC;SG	
χρησιμοποιεί	usos	χρησιμοποιώ	ús	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
κατ	gat	κατ	gat	ADP	N;MASC;SG
κατ	cat	κατ	cat	ADP	
βάρος	pes	βάρος	pes	N;ACC;NEUT;SG	
τομ	tom	τομ	tom		
πρόσωπα	cares	πρόσωπο	cara	N;NOM;NEUT;PL	
αντίθεση	contrast	αντίθεση	contrast	N;ACC;FEM;SG	
νικόλαος	nikólaos	νικόλαος	nikólao	PROPN;NOM;MASC;SG	ADJ;SG
σύντομα	aviat	σύντομα	aviat	ADV	N
διεθνή	internacional	διεθνής	internacional	ADV	ADJ;SG
διεθνή	international	διεθνής	international	ADV	ADJ;SG
διεθνή	internacionals	διεθνής	internacional	ADV	ADJ;PL
κρήτης	creta	κρήτος	creta	PROPN;GEN;FEM;SG	ADJ;FEM;SG
αεκ	img	αεκ	img	N	
παντρεύτηκε	casats	παντρέω	casat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;PL;V.PTCP
παντρεύτηκε	casat	παντρέω	casat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
τρίτο	tercera	τρίτος	tercer	NUM;NOM;NEUT;SG	ADJ;FEM;SG
τρίτο	tercer	τρίτος	tercer	NUM;NOM;NEUT;SG	ADJ;MASC;SG
πραγματικότητα	realitat	πραγματικότητα	realitat	N;ACC;FEM;SG	
στρατιωτική	militars	στρατιωτικός	militar	ADJ;NOM;FEM;SG	ADJ;PL
καλή	bones	καλός	bo	ADJ;NOM;FEM;SG	ADJ;FEM;PL
έδαφος	terreny	έδαφος	terreny	N;NOM;NEUT;SG	
έδαφος	terreny	έδαφος	terreny	N;NOM;NEUT;SG	
αγωνίζεται	lluites	αγωνίζομαι	lluita	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;FEM;PL
γάλλος	francès	γάλλος	francès	N;NOM;MASC;SG	ADJ;MASC;SG
δημήτριος	dimítrios	δημήτριος	dimítrio	PROPN;NOM;MASC;SG	ADJ;MASC;SG
δημήτριος	demetri	δημήτριος	demetre	PROPN;NOM;MASC;SG	
δεύτερος	segon	δεύτερος	segon	NUM;NOM;MASC;SG	ADJ;MASC;SG
δεύτερος	segona	δεύτερος	segon	NUM;NOM;MASC;SG	ADJ;FEM;SG
επόμενο	next	επόμενος	next	ADJ;NOM;NEUT;SG	
ανθρώπους	humans	άνθρωπος	humà	N;ACC;MASC;PL	ADJ;MASC;PL
ανθρώπους	gent	άνθρωπος	gent	N;ACC;MASC;PL	N;FEM;SG
φυσική	naturals	φυσικός	natural	ADJ;NOM;FEM;SG	ADJ;PL
πρωταθλητής	champion	πρωταθλητής	champion	N;NOM;MASC;SG	
χρυσό	golden	χρυσός	goldre		
χρυσό	or	χρυσός	or		N;MASC;SG
χρυσό	gold	χρυσός	gold		
χρησιμοποιήθηκε	emprat	χρησιμοποιώ	emprat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
χρησιμοποιήθηκε	utilitzat	χρησιμοποιώ	utilitzat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
χρησιμοποιήθηκε	utilitzats	χρησιμοποιώ	utilitzat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;PL;V.PTCP
χρησιμοποιήθηκε	usat	χρησιμοποιώ	usat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
παγκόσμια	worldwide	παγκόσμιος	worldwide	ADJ;NOM;FEM;SG	
παγκόσμια	globals	παγκόσμιος	global	ADJ;NOM;FEM;SG	ADJ;PL
λεπτά	mins	λεπτό	mins	ADV	
λεπτά	minuts	λεπτό	minut	ADV	N;MASC;PL
ρεκόρ	rècord	ρεκόρ	rècord		N;MASC;SG
έναρξη	comença	έναρξη	començar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
αποστολή	enviant	αποστολή	enviar	N;NOM;FEM;SG	V;V.MSDR
αποστολή	envia	αποστολή	enviar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
ακολουθεί	seguint	ακολουθώ	seguir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
ακολουθεί	següents	ακολουθώ	següent	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;PL
διεθνείς	internacional	διεθνής	internacional	ADJ;NOM;FEM;PL	ADJ;SG
διεθνείς	international	διεθνής	international	ADJ;NOM;FEM;PL	ADJ;SG
νέος	noves	νέος	nou	ADJ;NOM;MASC;SG	ADJ;FEM;PL
νέος	joves	νέος	jove	ADJ;NOM;MASC;SG	N;PL
νέος	young	νέος	young	ADJ;NOM;MASC;SG	PROPN
νέος	jove	νέος	jove	ADJ;NOM;MASC;SG	N;SG
δημήτρης	dimítrios	δημήτρης	dimítrio	N;NOM;MASC;SG	ADJ;MASC;SG
δημήτρης	dimitris	δημήτρης	dimitri	N;NOM;MASC;SG	ADJ;MASC;SG
δημήτρης	dimitri	δημήτρης	dimitri	N;NOM;MASC;SG	PROPN
σκορ	puntuació	σκορ	puntuació		N;FEM;SG
σκορ	puntuacions	σκορ	puntuació		N;FEM;PL
εσωτερικό	interior	εσωτερικό	interior	N;NOM;NEUT;SG	ADJ;SG
εσωτερικό	intern	εσωτερικό	intern	N;NOM;NEUT;SG	ADJ;MASC;SG
εσωτερικό	interna	εσωτερικό	intern	N;NOM;NEUT;SG	ADJ;FEM;SG
αφρική	àfrica	αφρικός	àfrica	PROPN;NOM;FEM;SG	N;FEM;SG
επιλογή	escolliu	επιλογή	escolliu	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
επιλογή	tria	επιλογή	triar	N;NOM;FEM;SG	
επιλογή	escollir	επιλογή	escollir	N;NOM;FEM;SG	V;NFIN
επιλογή	escull	επιλογή	escollir	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
επιλογή	seleccioneu	επιλογή	seleccioneu	N;NOM;FEM;SG	V;IND;SG;1;PRS;FIN
επιλογή	selecciona	επιλογή	seleccionar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
στρατός	militars	στρατός	militar	N;NOM;MASC;SG	ADJ;PL
στρατός	militar	στρατός	militar	N;NOM;MASC;SG	ADJ;SG
περισσότεροι	més	πολύς	més	ADJ;NOM;CMPR;MASC;PL	ADV
παραμένει	restes	παραμένω	resta	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
ιούνιο	juny	ιούνιος	juny	PROPN;ACC;MASC;SG	N
περιβάλλον	entorn	περιβάλλον	entorn	N;NOM;NEUT;SG	ADV
υψόμετρο	altitud	υψόμετρο	altitud	N;NOM;NEUT;SG	
μπροστά	front	μπροστά	front	ADV	
περιεχόμενο	continguts	περιεχόμενο	contingut	N;NOM;NEUT;SG	N;MASC;PL
ασία	àsia	ασία	àsia	PROPN;NOM;FEM;SG	N;FEM;SG
υπόθεση	cas	υπόθεση	cas	N;NOM;FEM;SG	
αριστερά	esquerra	αριστερά	esquerre	ADV	ADJ;FEM;SG
αριστερά	esquerre	αριστερά	esquerre	ADV	
καλύτερα	millor	καλά	millor	ADV;CMPR	ADJ;SG
οικονομικών	finances	οικονομικός	finança	ADJ;GEN;FEM;PL	N;FEM;PL
καλό	bones	καλός	bo	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
πλατεία	quadrat	πλατεία	quadrat	N;NOM;FEM;SG	
μάρτιο	march	μάρτιο	march	N	PROPN
απεβίωσε	causant	αποβιώνω	causar	V;PFV;IND;SG;3;PST;FIN;ACT	V;V.MSDR
απεβίωσε	difunts	αποβιώνω	difunt	V;PFV;IND;SG;3;PST;FIN;ACT	N;MASC;PL
προσωπική	personals	προσωπικός	personal	ADJ;NOM;FEM;SG	ADJ;PL
πράξη	act	πράξη	act	N;ACC;FEM;SG	PROPN
καταγωγή	orígens	καταγωγή	origen	N;NOM;FEM;SG	N;MASC;PL
μικρογραφία	miniatura	μικρογραφία	miniatura	N;NOM;FEM;SG	
αγώνας	lluita	αγώνας	lluitar	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
πλαίσια	marcs	πλαίσιο	marc	N;NOM;NEUT;PL	
κύπρο	xipre	κύπρος	xipre	PROPN;ACC;FEM;SG	
επιστροφή	retornar	επιστροφή	retornar	N;ACC;FEM;SG	V;NFIN
εργάστηκε	treballat	εργάζομαι	treballat	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;SG;V.PTCP
εργάστηκε	treballats	εργάζομαι	treballar	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;PL;V.PTCP
λάθος	incorrectes	λάθος	incorrecte	N;NOM;NEUT;SG	ADJ;PL
λάθος	incorrecte	λάθος	incorrecte	N;NOM;NEUT;SG	ADJ;MASC;SG
λάθος	malament	λάθος	malament	N;NOM;NEUT;SG	ADV
επεξεργασία	edita	επεξεργασία	editar		V;IND;SG;3;PRS;FIN
επεξεργασία	tramitació	επεξεργασία	tramitació		N;FEM;SG
επεξεργασία	processament	επεξεργασία	processament		N;MASC;SG
νίκες	guanya	νίκη	guanyar	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
βιογραφικά	cvs	βιογραφικός	cvs	ADV	
βιογραφικά	currículums	βιογραφικός	currículum	ADV	N;MASC;PL
διαφορετικά	diferent	διαφορετικά	diferent	ADV	ADJ;SG
διαφορετικά	diferents	διαφορετικά	diferent	ADV	ADJ;PL
γρήγορα	ràpid	γρήγορα	ràpid	ADV	ADJ;MASC;SG
άρη	ares	άρη	ares	N;MASC;SG	
άρη	mart	άρη	mart	N;MASC;SG	
άρη	mars	άρη	mar	N;MASC;SG	N;MASC;PL
άνθρωπος	humà	άνθρωπος	humà	N;NOM;MASC;SG	ADJ;MASC;SG
άνθρωπος	humans	άνθρωπος	humà	N;NOM;MASC;SG	ADJ;MASC;PL
άνθρωπος	man	άνθρωπος	man	N;NOM;MASC;SG	
έφερε	portat	φέρω	portar	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
έπαιξε	jugat	παίζω	jugar	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
έπαιξε	tocava	παίζω	tocar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
σύνορα	frontera	σύνορο	frontera	N;NOM;NEUT;PL	N;FEM;SG
σύνορα	vores	σύνορο	vora	N;NOM;NEUT;PL	
σύνορα	vora	σύνορο	vora	N;NOM;NEUT;PL	
αεροσκάφη	aeronau	αεροσκάφος	aeronau	N;NOM;NEUT;PL	V;IND;SG;3;PRS;FIN
διοικητική	administratius	διοικητικός	administratiu	ADJ;NOM;FEM;SG	ADJ;MASC;PL
κανένα	cap	κανένας	cap	PRO;NOM;NEUT;SG;3	
αμερικανοί	american	Αμερικανός	american	PROPN;NOM;MASC;PL	
αμερικανοί	americà	Αμερικανός	americà	PROPN;NOM;MASC;PL	ADJ;MASC;SG
αμερικανοί	americans	Αμερικανός	americà	PROPN;NOM;MASC;PL	ADJ;MASC;PL
υποστήριξη	recolzant	υποστήριξη	recolzar	N;ACC;FEM;SG	V;V.MSDR
υποστήριξη	suport	υποστήριξη	suport	N;ACC;FEM;SG	
δημιούργησε	creades	δημιουργώ	creat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;FEM;PL;V.PTCP
δημιούργησε	creats	δημιουργώ	creat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
δημιούργησε	creat	δημιουργώ	creat	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
γερμανικά	alemany	γερμανικά	alemany	ADV	ADJ;MASC;SG
διοικητής	comandant	διοικητής	comandant	N;NOM;MASC;SG	
δημόσια	públics	δημόσιος	públic	ADJ;NOM;FEM;SG	ADJ;MASC;PL
δημόσια	public	δημόσιος	public	ADJ;NOM;FEM;SG	
δημόσια	públiques	δημόσιος	públic	ADJ;NOM;FEM;SG	ADJ;FEM;PL
εμφανίσεις	impressions	εμφάνιση	impressió	N;NOM;FEM;SG	N;FEM;PL
εμφανίσεις	albiraments	εμφάνιση	albirament	N;NOM;FEM;SG	N;MASC;PL
γύρο	ronda	γύρος	rondar	N;ACC;MASC;SG	V;IND;SG;3;PRS;FIN
χρησιμοποιώντας	utilitzant	χρησιμοποιώ	utilitzar	V;IPFV;V.CVB;ACT	V;V.MSDR
χρησιμοποιώντας	usant	χρησιμοποιώ	usar	V;IPFV;V.CVB;ACT	V;V.MSDR
υπηρέτησε	servit	υπηρετώ	servit	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
υπηρέτησε	servits	υπηρετώ	servit	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
κοινή	comunes	κοινός	comú	ADJ;NOM;FEM;SG	ADJ;FEM;PL
κοινή	comuns	κοινός	comú	ADJ;NOM;FEM;SG	ADJ;MASC;PL
αξίωμα	fruir	αξίωμα	fruir	N;NOM;NEUT;SG	V;NFIN
αστεροειδής	asteroides	αστεροειδής	asteroit	ADJ;NOM;MASC;SG	N;MASC;PL
αστεροειδής	asteroide	αστεροειδής	asteroide	ADJ;NOM;MASC;SG	N;MASC;SG
πάτρα	patres	πάτρα	patre	PROPN;NOM;FEM;SG	N;MASC;PL
γαλλικά	francès	γαλλικά	francès	ADV	ADJ;MASC;SG
τουρκία	turquia	τουρκία	turquia	PROPN;ACC;FEM;SG	ADJ;FEM;SG
δρόμο	road	δρόμος	road	N;ACC;MASC;SG	
λιμάνι	harbour	λιμάνι	harbour	N;NOM;NEUT;SG	
δείχνει	espectacles	δείχνω	espectacle	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
μνήμη	memòria	μνήμη	memòria	N;ACC;FEM;SG	
χέρια	braços	χέρι	braç	N;NOM;NEUT;PL	
παιδί	infant	παιδί	infant	N;NOM;NEUT;SG	
δίπλα	adjacents	δίπλα	adjacent	ADV	ADJ;PL
δίπλα	adjacent	δίπλα	adjacent	ADV	ADJ;SG
ενώσεις	compostos	ένωση	compost	N;NOM;FEM;PL	ADJ;MASC;PL
σκηνή	carpa	σκηνός	carpa	N;ACC;FEM;SG	
εισαγωγή	insereix	εισαγωγή	inserir	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
μεταφορά	transports	μεταφορά	transport	N;NOM;FEM;SG	N;MASC;PL
εξωτερικό	externs	εξωτερικό	extern	N;NOM;NEUT;SG	ADJ;MASC;PL
εξωτερικό	extern	εξωτερικό	extern	N;NOM;NEUT;SG	ADJ;MASC;SG
εξωτερικό	externa	εξωτερικό	extern	N;NOM;NEUT;SG	ADJ;FEM;SG
εργασία	laborals	εργασία	laboral	N;NOM;FEM;SG	ADJ;PL
καταγωγής	originari	καταγωγή	originari	N;GEN;FEM;SG	ADJ;MASC;SG
καταγωγής	originades	καταγωγή	originat	N;GEN;FEM;SG	ADJ;FEM;PL;V.PTCP
γερμανοί	alemany	γερμανός	alemany	PROPN;NOM;MASC;PL	ADJ;MASC;SG
γερμανοί	alemanys	γερμανός	alemany	PROPN;NOM;MASC;PL	ADJ;MASC;PL
τάξη	orde	τάξη	orde	N;NOM;FEM;SG	
τάξη	ordre	τάξη	ordre	N;NOM;FEM;SG	
διορίστηκε	nomenats	διορίζω	nomenar	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;MASC;PL;V.PTCP
παρελθόν	passat	παρελθόν	passat	N;NOM;NEUT;SG	ADJ;MASC;SG;V.PTCP
βόρειο	northern	βόρειο	northern	ADJ;NOM;NEUT;SG	N;SG
