של	shel	של	shel	PART;GEN	PROPN;NOM;MASC;SG;POS
כולל	zahrnut	כלל	zahrnutý	V;MASC;SG;V.PTCP;ACT	ADJ;MASC;SG;POS;V.PTCP;PASS
כולל	zahrnuty	כלל	zahrnutý	V;MASC;SG;V.PTCP;ACT	ADJ;INAN;PL;POS;V.PTCP;PASS
כולל	včetně	כלל	včetně	V;MASC;SG;V.PTCP;ACT	ADP;GEN
כולל	zahrnuto	כלל	zahrnutý	V;MASC;SG;V.PTCP;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
כולל	zahrnuté	כלל	zahrnutý	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS
גדול	velké	גדול	velký	ADJ;MASC;SG	ADJ;NOM;MASC;PL;POS
גדול	velké	גדול	velký	ADJ;MASC;SG	ADJ;NOM;MASC;PL;POS
גדול	super	גדול	super	ADJ;MASC;SG	N;MASC;SG;POS
ישראלים	izraelský	ישראלי	izraelský	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG;POS
ישראלים	izraelská	ישראלי	izraelský	N;MASC;PL	ADJ;NOM;FEM;SG;POS
ישראלים	izraelské	ישראלי	izraelský	N;MASC;PL	ADJ;NOM;MASC;PL;POS
יהודי	židovská	יהודי	židovský	N;MASC;SG	ADJ;NOM;FEM;SG;POS
יהודי	židovský	יהודי	židovský	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
יהודי	židovské	יהודי	židovský	N;MASC;SG	ADJ;NOM;NEUT;SG;POS
סוג	laskavá	סוג	laskavý	N;MASC;SG	ADJ;NOM;FEM;SG;POS
סוג	laskavý	סוג	laskavý	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
סוג	laskavé	סוג	laskavý	N;MASC;SG	ADJ;NOM;NEUT;SG;POS
ראשון	neděli	ראשון	neděle	PROPN	N;ACC;FEM;SG;POS
ראשון	nedělní	ראשון	nedělní	PROPN	ADJ;NOM;MASC;SG;POS
ראשון	neděle	ראשון	neděle	PROPN	N;NOM;FEM;SG;POS
ראשון	rishon	ראשון	rishon	PROPN	N;INAN;NOM;MASC;SG;POS
ראשון	nejdřív	ראשון	brzy	PROPN	ADV;RL;POS
ראשון	nejprve	ראשון	nejprve	PROPN	ADV
ראשון	první	ראשון	první	PROPN	ADJ;NOM;MASC;SG
ראשון	nejdříve	ראשון	brzy	PROPN	ADV;RL;POS
מידע	informace	מידע	informace	N;MASC;SG	N;NOM;FEM;PL;POS
מידע	informace	מידע	informace	N;MASC;SG	N;NOM;FEM;PL;POS
מידע	dat	מידע	data	N;MASC;SG	N;GEN;NEUT;PL;POS
מידע	data	מידע	data	N;MASC;SG	N;NOM;NEUT;PL;POS
מידע	údaje	מידע	údaj	N;MASC;SG	N;INAN;NOM;MASC;PL;POS
אנשים	people	איש	people	N;MASC;PL	N;MASC;SG;POS
קובץ	spis	קובץ	spis	PROPN	N;INAN;NOM;MASC;SG;POS
קובץ	soubor	קובץ	soubor	PROPN	N;INAN;NOM;MASC;SG;POS
דקות	zápis	דקה	zápis	N;FEM;PL	N;INAN;NOM;MASC;SG;POS
צריך	potřebovat	צריך	potřebovat	V;MASC;SG	V;IPFV;POS;NFIN
צריך	potřebuji	צריך	potřebovat	V;MASC;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
צריך	potřebují	צריך	potřebovat	V;MASC;SG	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
צריך	potřeba	צריך	potřeba	V;MASC;SG	N;NOM;FEM;SG;POS
ויקיפדיה	wikipedie	ויקיפדיה	wikipedie	PROPN	N;NOM;FEM;SG;POS
בת	beth	בת	beth	N;FEM;SG	PROPN;NOM;FEM;SG;POS
השם	jméno	השם	jméno		N;NOM;NEUT;SG;POS
השם	jmeno	השם	jmeno		N;NOM;MASC;SG;POS
השם	name	השם	můj		N;NOM;MASC;SG;POS
השם	název	השם	název		N;INAN;NOM;MASC;SG;POS
בתוך	dovnitř	בתוך	dovnitř	ADP	ADV
בתוך	uvnitř	בתוך	uvnitř	ADP	ADV
בתוך	vevnitř	בתוך	vevnitř	ADP	V;IPFV;POS;NFIN
האדם	člověk	האדם	člověk		N;ANIM;NOM;MASC;SG;POS
האדם	osoba	האדם	osoba		N;NOM;FEM;SG;POS
האדם	osobu	האדם	osoba		N;ACC;FEM;SG;POS
מול	mol	מול	mol	ADP	PROPN;FEM;SG;POS
שלהם	jejich	של	jeho		DET;3
שלהם	jejich	של	jeho		DET;3
הכנסת	synagogy	הכנסה	synagoga	N;PSSD;FEM;SG	N;NOM;FEM;PL;POS
וגם	rovněž	וגם	rovněž		ADV
וגם	také	וגם	také		ADV
וגם	též	וגם	též		ADV
וגם	taky	וגם	také		ADV
הים	moře	הים	moře		N;NOM;NEUT;SG;POS
הים	mořská	הים	mořský		ADJ;NOM;FEM;SG;POS
השיר	písnička	השיר	písnička	ADV	N;NOM;FEM;SG;POS
השיר	skladba	השיר	skladba	ADV	N;NOM;FEM;SG;POS
השיר	píseň	השיר	píseň	ADV	N;NOM;FEM;SG;POS
השיר	song	השיר	song	ADV	N;INAN;NOM;MASC;SG;POS
בזמן	zatímco	בזמן	zatímco	PROPN	CONJ
חדש	nově	חדש	nově	ADJ;MASC;SG	ADV;POS
חדש	nové	חדש	nový	ADJ;MASC;SG	ADJ;NOM;MASC;PL;POS
חדש	novinka	חדש	novinka	ADJ;MASC;SG	N;NOM;FEM;SG;POS
השלישי	iii	השליש	iii	PROPN	NUM
השלישי	třetí	השליש	třetí	PROPN	ADJ;NOM;MASC;SG
משה	mojžíš	משה	mojžet	PROPN	N;ANIM;NOM;MASC;SG;POS
משה	moše	משה	moše	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
גרמניה	německý	גרמניה	německý	PROPN	ADJ;ANIM;NOM;MASC;SG;POS
גרמניה	německy	גרמניה	německy	PROPN	ADV;POS
גרמניה	německá	גרמניה	německý	PROPN	ADJ;NOM;FEM;SG;POS
גרמניה	němčina	גרמניה	němčina	PROPN	N;NOM;FEM;SG;POS
גרמניה	němec	גרמניה	němec	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
גרמניה	německé	גרמניה	německý	PROPN	ADJ;NOM;MASC;PL;POS
גרמניה	německo	גרמניה	německý	PROPN	PROPN;NOM;NEUT;SG;POS
יורק	yorku	יורק	York	PROPN	PROPN;INAN;GEN;MASC;SG;POS
יורק	york	יורק	york	PROPN	PROPN;INAN;NOM;MASC;SG;POS
הממשלה	vládou	הממשלה	vláda	PROPN	N;INS;FEM;SG;POS
הממשלה	vláda	הממשלה	vláda	PROPN	N;NOM;FEM;SG;POS
הממשלה	vlády	הממשלה	vláda	PROPN	N;NOM;FEM;PL;POS
חיל	corps	חיל	corps	PROPN	PROPN;MASC;SG;POS
יהודה	jehuda	יהודה	jehuda	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
יהודה	jidáš	יהודה	jidýš	PROPN	N;ANIM;NOM;MASC;SG;POS
מעל	over	מעל	over	ADP	N;MASC;SG;POS
מעל	konec	מעל	konec	ADP	N;INAN;NOM;MASC;SG;POS
מעל	režijní	מעל	režijní	ADP	ADJ;NOM;MASC;SG;POS
מעל	výše	מעל	výše	ADP	N;NOM;FEM;SG;POS
מעל	nad	מעל	nad	ADP	
ארץ	pozemky	ארץ	pozemek	N;FEM;SG	N;INAN;NOM;MASC;PL;POS
צרפת	francii	צרפת	francie	PROPN	PROPN;ACC;FEM;SG;POS
צרפת	francie	צרפת	francie	PROPN	PROPN;NOM;FEM;SG;POS
הרבה	mnohé	הרבה	mnohý	ADV	ADJ;NOM;MASC;PL;POS
הרבה	mnozí	הרבה	mnohý	ADV	ADJ;ANIM;NOM;MASC;PL;POS
הרבה	mnoha	הרבה	mnoho	ADV	DET;INS
הרבה	mnoho	הרבה	mnoho	ADV	DET;NOM
הרבה	moc	הרבה	moc	ADV	N;NOM;FEM;SG;POS
הרבה	mnoho	הרבה	mnoho	ADV	DET;NOM
אתה	vy	הוא	ty	PRO;MASC;SG;2	PRO;NOM;PL;2
אתה	jsi	הוא	být	PRO;MASC;SG;2	V;IND;SG;2;POS;PRS;FIN;ACT
אתה	ty	הוא	ten	PRO;MASC;SG;2	DET;NOM;MASC;PL
נמצא	nalezeno	נמצא	nalezený	V;MASC;SG;V.PTCP;MID	ADJ;NEUT;SG;POS;V.PTCP;PASS
נמצא	nalezeny	נמצא	nalezený	V;MASC;SG;V.PTCP;MID	ADJ;INAN;PL;POS;V.PTCP;PASS
נמצא	nalezen	נמצא	nalezený	V;MASC;SG;V.PTCP;MID	ADJ;MASC;SG;POS;V.PTCP;PASS
נמצא	nalezené	נמצא	nalezený	V;MASC;SG;V.PTCP;MID	ADJ;NOM;MASC;PL;POS
נמצא	nalezena	נמצא	nalezený	V;MASC;SG;V.PTCP;MID	ADJ;POS;V.PTCP;PASS
טוב	dobře	טוב	dobře	ADJ;MASC;SG	ADV;POS
טוב	dobry	טוב	dobrý	ADJ;MASC;SG	N;NOM;FEM;SG;POS
אי	ostrovní	אי	ostrovní	ADV	ADJ;NOM;MASC;SG;POS
אי	ostrov	אי	ostrov	ADV	N;INAN;NOM;MASC;SG;POS
ילדים	deti	ילד	det	N;MASC;PL	N;NOM;MASC;SG;POS
ילדים	dětské	ילד	dětský	N;MASC;PL	ADJ;NOM;MASC;SG;POS
שלושה	tři	שלושה	tři	NUM;MASC;SG	NUM;NOM;PL
הגיע	dorazila	הגיע	dorazit	V;MASC;SG;3;PST;ACT	V;PFV;POS;PST;V.PTCP;ACT
הגיע	přišla	הגיע	přijít	V;MASC;SG;3;PST;ACT	V;POS;PST;V.PTCP;ACT
אירופה	europe	אירופה	europe	PROPN	PROPN;MASC;SG;POS
אירופה	evropě	אירופה	evropa	PROPN	PROPN;DAT;FEM;SG;POS
אירופה	evropa	אירופה	evropa	PROPN	PROPN;NOM;FEM;SG;POS
אירופה	evropy	אירופה	evropa	PROPN	PROPN;NOM;FEM;SG;POS
אירופה	evropu	אירופה	evropa	PROPN	PROPN;ACC;FEM;SG;POS
אירופה	europa	אירופה	europa	PROPN	N;NOM;FEM;SG;POS
אירופה	evropská	אירופה	evropský	PROPN	ADJ;NOM;FEM;SG;POS
אירופה	evropské	אירופה	evropský	PROPN	ADJ;NOM;MASC;SG;POS
אירופה	evropský	אירופה	evropský	PROPN	ADJ;INAN;NOM;MASC;SG;POS
המלך	král	המלך	král		N;ANIM;NOM;MASC;SG;POS
המלך	king	המלך	king		PROPN;ANIM;NOM;MASC;SG;POS
המלך	krále	המלך	král		N;ANIM;ACC;MASC;SG;POS
המלך	králi	המלך	král		N;ANIM;DAT;MASC;SG;POS
מיליון	milion	מיליון	milión	NUM;MASC;SG	N;INAN;NOM;MASC;SG;POS
מיליון	milionů	מיליון	milión	NUM;MASC;SG	N;INAN;GEN;MASC;PL;POS
מיליון	miliony	מיליון	milión	NUM;MASC;SG	N;INAN;NOM;MASC;PL;POS
מיליון	milionu	מיליון	milión	NUM;MASC;SG	N;INAN;GEN;MASC;SG;POS
יצחק	isaac	יצחק	isaac	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
יצחק	jicchak	יצחק	jicchak	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
האלבום	album	האלבום	album	PROPN	N;NOM;NEUT;SG;POS
האלבום	alba	האלבום	album	PROPN	N;NOM;NEUT;PL;POS
יוסף	joseph	יוסף	joseph	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
יוסף	josef	יוסף	josef	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
יוסף	josef	יוסף	josef	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
כוח	síly	כוח	síla	N;MASC;SG	N;NOM;FEM;PL;POS
כוח	power	כוח	power	N;MASC;SG	ADJ;POS
נפטר	zesnulý	נפטר	zesnulý	V;MASC;SG;3;PST;MID	ADJ;ANIM;NOM;MASC;SG;POS
הלהקה	band	הלהקה	banda	PROPN	N;INAN;NOM;MASC;SG;POS
הלהקה	kapela	הלהקה	kapela	PROPN	N;NOM;FEM;SG;POS
הלהקה	pásmo	הלהקה	pásmo	PROPN	N;NOM;NEUT;SG;POS
מלך	king	מלך	king	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
תוכנית	plánovat	תוכנית	plánovat	N;FEM;SG	V;IPFV;POS;NFIN
תוכנית	naplánovat	תוכנית	naplánovat	N;FEM;SG	V;PFV;POS;NFIN
בתי	dcerka	בית	dcerka	PROPN	N;NOM;FEM;SG;POS
בתי	dcera	בית	dcera	PROPN	N;NOM;FEM;SG;POS
נראה	vypadá	נראה	vypadat	V;MASC;SG;V.PTCP;MID	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
וב	webb	וב	webb		PROPN;ANIM;NOM;MASC;SG;POS
משתמש	použitím	השתמש	použití	V;MASC;SG;V.PTCP	N;INS;NEUT;SG;POS
משתמש	použití	השתמש	použití	V;MASC;SG;V.PTCP	N;NOM;NEUT;SG;POS
משתמש	používání	השתמש	používání	V;MASC;SG;V.PTCP	N;NOM;NEUT;SG;POS
משתמש	používám	השתמש	používat	V;MASC;SG;V.PTCP	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
משתמש	uživatele	השתמש	uživatel	V;MASC;SG;V.PTCP	N;ANIM;ACC;MASC;PL;POS
משתמש	uživatelem	השתמש	uživatel	V;MASC;SG;V.PTCP	N;ANIM;INS;MASC;SG;POS
משתמש	uživatel	השתמש	uživatel	V;MASC;SG;V.PTCP	N;ANIM;NOM;MASC;SG;POS
קיבל	přijata	קיבל	přijatý	V;MASC;SG;3;PST;ACT	ADJ;POS;V.PTCP;PASS
קיבל	přijaté	קיבל	přijatý	V;MASC;SG;3;PST;ACT	ADJ;NOM;NEUT;PL;POS
קיבל	obdržené	קיבל	obdržený	V;MASC;SG;3;PST;ACT	ADJ;NOM;MASC;PL;POS
קיבל	obdržela	קיבל	obdržet	V;MASC;SG;3;PST;ACT	V;POS;PST;V.PTCP;ACT
קיבל	přijaté	קיבל	přijatý	V;MASC;SG;3;PST;ACT	ADJ;NOM;NEUT;PL;POS
קיבל	přijato	קיבל	přijatý	V;MASC;SG;3;PST;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
קיבל	přijatá	קיבל	přijatý	V;MASC;SG;3;PST;ACT	ADJ;NOM;FEM;SG;POS
קיבל	přijat	קיבל	přijatý	V;MASC;SG;3;PST;ACT	ADJ;MASC;SG;POS;V.PTCP;PASS
קיבל	přijata	קיבל	přijatý	V;MASC;SG;3;PST;ACT	ADJ;POS;V.PTCP;PASS
עקב	splatné	None	splatný	CONJ	ADJ;NOM;MASC;PL;POS
עקב	pata	None	pata	CONJ	N;NOM;FEM;SG;POS
עקב	patu	None	pat	CONJ	N;ACC;FEM;SG;POS
נשים	ženské	איש	ženský	N;FEM;PL	ADJ;NOM;NEUT;SG;POS
נשים	ženský	איש	ženský	N;FEM;PL	ADJ;INAN;NOM;MASC;SG;POS
נשים	dámské	איש	dámský	N;FEM;PL	ADJ;NOM;MASC;SG;POS
מונה	monet	מנה	monet		PROPN;ANIM;NOM;MASC;SG;POS
מונה	mono	מנה	mono		PROPN;NOM;MASC;SG;POS
מונה	mona	מנה	mona		N;NOM;FEM;SG;POS
האימפריה	říše	האימפריה	říše	PROPN	N;NOM;FEM;SG;POS
האימפריה	empire	האימפריה	empire	PROPN	PROPN;MASC;SG;POS
האימפריה	impérium	האימפריה	impérium	PROPN	N;NOM;NEUT;SG;POS
עדיין	porad	עדיין	porada	ADV	N;NOM;FEM;SG;POS
מים	vodu	מים	voda	N;MASC;PL	N;ACC;FEM;SG;POS
מים	voda	מים	voda	N;MASC;PL	N;NOM;FEM;SG;POS
כוחות	powers	כוח	powers	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG;POS
פעולה	akční	פעולה	akční	N;FEM;SG	ADJ;NOM;MASC;SG;POS
ניו	neo	ניו	neo	PROPN	N;INAN;NOM;MASC;SG;POS
נכון	vpravo	נכון	vpravo	ADJ;MASC;SG	ADV
נכון	správně	נכון	správně	ADJ;MASC;SG	ADV;POS
נכון	doprava	נכון	doprava	ADJ;MASC;SG	N;NOM;FEM;SG;POS
נכון	pravda	נכון	pravda	ADJ;MASC;SG	N;NOM;FEM;SG;POS
נכון	true	נכון	true	ADJ;MASC;SG	N;INAN;NOM;MASC;SG;POS
נכון	pravdivé	נכון	pravdivý	ADJ;MASC;SG	ADJ;NOM;MASC;PL;POS
חוק	law	חוק	law	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
חיפה	haifa	חיפה	haifa	PROPN	PROPN;NOM;FEM;SG;POS
יחידה	unit	יחידה	unit	N;FEM;SG	PROPN;NOM;MASC;SG;POS
העונה	sezóna	העונה	sezóna	ADV	N;NOM;FEM;SG;POS
העונה	sezónu	העונה	sezóna	ADV	N;ACC;FEM;SG;POS
העונה	sezona	העונה	sezóna	ADV	N;NOM;FEM;SG;POS
יעקב	jacob	יעקב	jacoba	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
יעקב	jakub	יעקב	jakub	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
יעקב	jakuba	יעקב	jakuba	PROPN	PROPN;ANIM;ACC;MASC;SG;POS
יעקב	jakob	יעקב	jakob	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
אינה	ina	אינו	ina	V;FEM;SG;3;NEG;V.PTCP	PROPN;POS
אינה	inna	אינו	inna	V;FEM;SG;3;NEG;V.PTCP	PROPN;NOM;FEM;SG;POS
מדינות	země	מדינה	země	N;FEM;PL	N;NOM;FEM;SG;POS
הבית	domov	הבית	domov	ADV	N;INAN;NOM;MASC;SG;POS
הבית	domácí	הבית	domácí	ADV	ADJ;ANIM;NOM;MASC;PL;POS
הבית	house	הבית	house	ADV	PROPN;INAN;NOM;MASC;SG;POS
הבית	sněmovna	הבית	sněmovna	ADV	N;NOM;FEM;SG;POS
הבית	domeček	הבית	domeček	ADV	N;INAN;NOM;MASC;SG;POS
הבית	dům	הבית	dům	ADV	N;INAN;NOM;MASC;SG;POS
תודה	diky	תודה	dik	PROPN	N;NOM;MASC;SG;POS
תודה	dík	תודה	dík	PROPN	N;INAN;NOM;MASC;SG;POS
תודה	díky	תודה	díky	PROPN	ADP;DAT
לב	heart	לב	heart	PROPN	N;MASC;SG;POS
לב	srdce	לב	srdce	PROPN	N;NOM;NEUT;SG;POS
לב	srdeční	לב	srdeční	PROPN	ADJ;NOM;MASC;SG;POS
לב	lev	לב	lev	PROPN	N;ANIM;NOM;MASC;SG;POS
מפקד	veliteli	מפקד	velitel	N;MASC;SG	N;ANIM;DAT;MASC;PL;POS
שלוש	tři	שלוש	tři	NUM;FEM;SG	NUM;NOM;PL
שלום	šalom	שלום	šalom	PROPN	N;INAN;NOM;MASC;SG;POS
שלום	peace	שלום	peace	PROPN	N;MASC;SG;POS
שלום	míru	שלום	míra	PROPN	N;ACC;FEM;SG;POS
שלום	mír	שלום	mír	PROPN	N;INAN;NOM;MASC;SG;POS
שלום	ahoj	שלום	ahoj	PROPN	INTJ
אזור	oblasti	אזור	oblast	N;MASC;SG	N;NOM;FEM;PL;POS
פעמים	krát	פעם	krát	N;FEM;PL	ADV
פעמים	times	פעם	times	N;FEM;PL	PROPN;INAN;MASC;PL;POS
המשחק	hru	המשחק	hra	PROPN	N;ACC;FEM;SG;POS
המשחק	zápas	המשחק	zápas	PROPN	N;INAN;NOM;MASC;SG;POS
המשחק	hra	המשחק	hra	PROPN	N;NOM;FEM;SG;POS
האי	ostrovní	האי	ostrovní		ADJ;NOM;MASC;SG;POS
האי	ostrov	האי	ostrov		N;INAN;NOM;MASC;SG;POS
האי	hai	האי	hai		PROPN;ANIM;NOM;MASC;SG;POS
סרט	filmová	סרט	filmový	N;MASC;SG	ADJ;NOM;FEM;SG;POS
סרט	filmová	סרט	filmový	N;MASC;SG	ADJ;NOM;FEM;SG;POS
בגלל	protože	בגלל	protože	ADP	CONJ
המפלגה	párty	המפלג	párt	PROPN	N;NOM;FEM;PL;POS
המפלגה	večírek	המפלג	večírek	PROPN	N;INAN;NOM;MASC;SG;POS
המפלגה	strana	המפלג	strana	PROPN	N;NOM;FEM;SG;POS
המפלגה	party	המפלג	part	PROPN	N;INAN;NOM;MASC;PL;POS
בעבר	dříve	בעבר	brzy		ADV;CMPR;POS
בעבר	předtím	בעבר	předtím		ADV
האחרון	poslední	האחרון	poslední	PROPN	ADJ;NOM;MASC;SG;POS
האחרון	posledni	האחרון	posledný	PROPN	N;NOM;MASC;SG;POS
האחרון	naposledy	האחרון	naposledy	PROPN	ADV
האחרון	naposled	האחרון	naposled	PROPN	ADV
קרב	battle	קרב	battle	N;MASC;SG	PROPN;MASC;SG;POS
האתר	web	האתר	web		N;INAN;NOM;MASC;SG;POS
קצר	stručné	קצר	stručný	ADJ;MASC;SG	ADJ;NOM;NEUT;PL;POS
בהמשך	níže	בהמשך	nízko		ADV;CMPR;POS
בהמשך	podpalubí	בהמשך	podpalubí		N;NOM;NEUT;SG;POS
בר	baru	בר	bar		N;INAN;GEN;MASC;SG;POS
בר	bar	בר	bar		N;INAN;NOM;MASC;SG;POS
צבא	vojenský	צבא	vojenský	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
צבא	vojenská	צבא	vojenský	N;MASC;SG	ADJ;NOM;FEM;SG;POS
צבא	vojenské	צבא	vojenský	N;MASC;SG	ADJ;NOM;MASC;PL;POS
צבא	armádní	צבא	armádní	N;MASC;SG	ADJ;NOM;MASC;PL;POS
צבא	army	צבא	arma	N;MASC;SG	PROPN;FEM;POS
ים	mořská	ים	mořský	N;MASC;SG	ADJ;NOM;FEM;SG;POS
החיים	life	החיים	life	ADV	PROPN;INAN;NOM;MASC;SG;POS
החיים	zivot	החיים	zivot	ADV	N;NOM;MASC;SG;POS
החיים	životní	החיים	životní	ADV	ADJ;NOM;MASC;SG;POS
החיים	život	החיים	život	ADV	N;INAN;NOM;MASC;SG;POS
צה	tse	צה	tse		PROPN;POS
משחק	hrají	משחק	hrát	N;MASC;SG	V;IND;PL;3;POS;PRS;FIN;ACT
משחק	hrajeme	משחק	hrát	N;MASC;SG	V;IND;PL;1;POS;PRS;FIN;ACT
משחק	hraje	משחק	hrát	N;MASC;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
ראשי	head	ראש	haad	N;PSSD;MASC;PL	N;INAN;NOM;MASC;SG;POS
ראשי	hlavu	ראש	hlava	N;PSSD;MASC;PL	N;ACC;FEM;SG;POS
ראשי	hlavička	ראש	hlavička	N;PSSD;MASC;PL	N;NOM;FEM;SG;POS
ראשי	hlava	ראש	hlava	N;PSSD;MASC;PL	N;NOM;FEM;SG;POS
ראשי	náčelník	ראש	náčelník	N;PSSD;MASC;PL	N;ANIM;NOM;MASC;SG;POS
ראשי	primární	ראש	primární	N;PSSD;MASC;PL	ADJ;NOM;MASC;SG;POS
הזמן	dob	הזמן	doba		N;GEN;FEM;PL;POS
הזמן	čas	הזמן	čas		N;INAN;NOM;MASC;SG;POS
הזמן	doba	הזמן	doba		N;NOM;FEM;SG;POS
הזמן	time	הזמן	time		N;INAN;NOM;MASC;SG;POS
אברהם	abraham	אברהם	abraham	PROPN	N;ANIM;NOM;MASC;SG;POS
אברהם	avraham	אברהם	avraham	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
נבחר	zvolen	נבחר	zvolený	V;MASC;SG;3;PST;MID	ADJ;MASC;SG;POS;V.PTCP;PASS
נבחר	vybrána	נבחר	vybraný	V;MASC;SG;3;PST;MID	ADJ;POS;V.PTCP;PASS
נבחר	zvolený	נבחר	zvolený	V;MASC;SG;3;PST;MID	ADJ;ANIM;NOM;MASC;SG;POS
נבחר	zvolená	נבחר	zvolený	V;MASC;SG;3;PST;MID	ADJ;NOM;FEM;SG;POS
נבחר	vybrán	נבחר	vybraný	V;MASC;SG;3;PST;MID	ADJ;MASC;SG;POS;V.PTCP;PASS
נבחר	vybraná	נבחר	vybraný	V;MASC;SG;3;PST;MID	ADJ;NOM;FEM;SG;POS
נבחר	vybráno	נבחר	vybraný	V;MASC;SG;3;PST;MID	ADJ;NEUT;SG;POS;V.PTCP;PASS
נבחר	vybrané	נבחר	vybraný	V;MASC;SG;3;PST;MID	ADJ;NOM;MASC;PL;POS
נבחר	vybraný	נבחר	vybraný	V;MASC;SG;3;PST;MID	ADJ;INAN;NOM;MASC;SG;POS
מדי	maddie	מדי	maddie	ADV	N;NOM;FEM;SG;POS
לרוב	většinou	ררוב	většinou		ADV
לרוב	hlavně	ררוב	hlavně		ADV;POS
לרוב	převážně	ררוב	převážně		ADV;POS
פעילות	aktivity	פעילות	aktivita	N;FEM;SG	N;NOM;FEM;PL;POS
שטח	terénní	שטח	terénní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
שטח	oblasti	שטח	oblast	N;MASC;SG	N;NOM;FEM;PL;POS
מאוחר	zpoždění	מאוחר	zpoždění	ADV	N;NOM;NEUT;SG;POS
מאוחר	pozdní	מאוחר	pozdní	ADV	ADJ;NOM;MASC;SG;POS
דף	stránky	דף	stránka		N;NOM;FEM;PL;POS
דף	strana	דף	strana		N;NOM;FEM;SG;POS
דף	stránka	דף	stránka		N;NOM;FEM;SG;POS
דף	page	דף	page		PROPN;MASC;SG;POS
דף	stránku	דף	stránka		N;ACC;FEM;SG;POS
דף	def	דף	def		PROPN;NOM;MASC;SG;POS
קולנוע	filmová	קולנוע	filmový	N;MASC;SG	ADJ;NOM;FEM;SG;POS
קולנוע	filmy	קולנוע	film	N;MASC;SG	N;INAN;NOM;MASC;PL;POS
קולנוע	kina	קולנוע	kino	N;MASC;SG	N;NOM;NEUT;PL;POS
קולנוע	kina	קולנוע	kino	N;MASC;SG	N;NOM;NEUT;PL;POS
קשר	kontaktovat	קשר	kontaktovat	N;MASC;SG	V;IPFV;POS;NFIN
קשר	kontaktujte	קשר	kontaktovat	N;MASC;SG	V;PFV;IMP;PL;2;POS;FIN
פני	penny	פנים	penny	N;PL	N;NOM;FEM;SG;POS
קודם	první	קודם	první	ADV	ADJ;NOM;MASC;SG
לצד	straně	לצד	strana	ADP	N;DAT;FEM;SG;POS
לצד	strana	לצד	strana	ADP	N;NOM;FEM;SG;POS
לצד	boční	לצד	boční	ADP	ADJ;NOM;MASC;SG;POS
לצד	side	לצד	sít	ADP	N;NOM;MASC;SG;POS
ידוע	známo	ידוע	známý	N;MASC;SG	ADJ;NEUT;SG;POS
ידוע	známý	ידוע	známý	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
ידוע	známí	ידוע	známý	N;MASC;SG	ADJ;ANIM;NOM;MASC;PL;POS
ידוע	známé	ידוע	známý	N;MASC;SG	ADJ;NOM;NEUT;SG;POS
ידוע	známá	ידוע	známý	N;MASC;SG	ADJ;NOM;FEM;SG;POS
הופעות	zobrazení	הופעה	zobrazení	N;FEM;PL	N;NOM;NEUT;SG;POS
הופעות	zdání	הופעה	zdání	N;FEM;PL	N;NOM;NEUT;SG;POS
קטן	malé	קטן	malý	ADJ;MASC;SG	ADJ;NOM;MASC;PL;POS
קטן	málo	קטן	málo	ADJ;MASC;SG	DET;NOM
למד	studovala	למד	studovat	V;MASC;SG;3;PST	V;IPFV;POS;PST;V.PTCP;ACT
ברית	spojence	ברית	spojenec	N;FEM;SG	N;ANIM;ACC;MASC;PL;POS
ברית	spojenci	ברית	spojenec	N;FEM;SG	N;ANIM;NOM;MASC;PL;POS
היהודי	žid	היהודי	žid	PROPN	N;ANIM;NOM;MASC;SG;POS
תשע	devítka	תשע	devítka	NUM;FEM;SG	N;NOM;FEM;SG;POS
תשע	nine	תשע	nine	NUM;FEM;SG	PROPN;MASC;SG;POS
