algeriet	algeria	algeri	algeria	N;DEF;NEUT;SG	PROPN
born	nascuta	born	nascuta		N;DEF;FEM;SG
born	nascut	born	naște		ADJ;INDF;MASC;SG
alter	altarul	alter	altar	N;INDF;NEUT;SG	N;DEF;MASC;SG
alter	altarul	alter	altar	N;INDF;NEUT;SG	N;DEF;MASC;SG
alberto	alberto	alberto	alberto		PROPN
invaderede	invadata	invadere	invadată	V;PST;V.PTCP	ADJ;DEF;FEM;SG
invaderede	invadat	invadere	invada	V;PST;V.PTCP	ADJ;INDF;MASC;SG
nansen	nansen	nans	nansen	N;DEF;MASC+FEM;SG	PROPN
logisk	logica	logisk	logică	ADJ;INDF;SG	N;DEF;FEM;SG
logisk	logic	logisk	logic	ADJ;INDF;SG	ADV
logisk	logica	logisk	logică	ADJ;INDF;SG	N;DEF;FEM;SG
logisk	logica	logisk	logică	ADJ;INDF;SG	N;DEF;FEM;SG
logisk	logic	logisk	logic	ADJ;INDF;SG	ADV
udgifter	costurile	udgift	cost	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
udgifter	cheltuielile	udgift	cheltuială	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
udgifter	cheltuielile	udgift	cheltuială	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
udstedt	eliberat	udstedt	elibera	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
udstedt	emis	udstedt	emite	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
udstedt	emisa	udstedt	emis	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
philipp	philipp	philipp	philipp		PROPN
erhvervet	dobandite	erhvervet	dobandi	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
erhvervet	dobandita	erhvervet	dobandita	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
erhvervet	dobandit	erhvervet	dobandi	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
erhvervet	achizitionat	erhvervet	achizitiona	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
betegnelser	descrierile	betegnelse	descriere	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
torsdag	joi	torsdag	joi	N;INDF;MASC+FEM;SG	
torsdag	joia	torsdag	joi	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
gribe	profite	gribe	profit	V;NFIN;ACT	
linket	link	linke	link	N;DEF;NEUT;SG	N;INDF;MASC;SG
velegnet	adecvata	velegnet	adecvat	ADJ;INDF;SG	ADJ;DEF;FEM;SG
velegnet	adecvate	velegnet	adecvat	ADJ;INDF;SG	ADJ;INDF;FEM;PL
himmel	ceruri	himmel	cer	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
himmel	rai	himmel	rai	N;INDF;MASC+FEM;SG	
himmel	raiul	himmel	rai	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
himmel	cerul	himmel	cer	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
himmel	cer	himmel	cere	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
himmel	ceruri	himmel	cer	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
wang	wang	wang	wang		PROPN
ansvarlige	responsabil	ansvarlig	responsabil	ADJ;PL	ADJ;INDF;MASC;SG
ansvarlige	raspunzator	ansvarlig	raspunzator	ADJ;PL	ADJ;INDF;MASC;SG
ansvarlige	responsabila	ansvarlig	responsabil	ADJ;PL	ADJ;DEF;FEM;SG
biograf	teatrul	biograf	teatru	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
blik	ochiul	blik	ochi	N;INDF;NEUT;SG	N;DEF;MASC;SG
blik	eye	blik	ey	N;INDF;NEUT;SG	
datterselskab	filiala	datterselskab	filială	N;INDF;NEUT;SG	N;DEF;FEM;SG
påstod	pretins	påstå	pretinge	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
påstod	revendicat	påstå	revendica	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
greg	greg	greg	greg		PROPN
skilte	insignele	skille	insign	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
skilte	semnele	skille	semn	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
bestemmelse	furnizarea	bestemmelse	furnizare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
bestemmelse	determinarea	bestemmelse	determinare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
bestemmelse	clauza	bestemmelse	clauză	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
bestemmelse	clauza	bestemmelse	clauză	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
skønhed	frumusetea	skønhed	frumusete	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
roberts	roberts	rober	roberts	N;GEN;INDF;MASC+FEM;SG	PROPN
unger	copiii	unge	copil	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
unger	unger	unge	unger	N;INDF;MASC+FEM;PL	PROPN
udøvende	executiva	udøvende	executiva	ADJ	N;DEF;FEM;SG
serbiske	sarb	serbisk	sarb	ADJ;PL	PROPN
serbiske	sarbi	serbisk	sarb	ADJ;PL	N;INDF;MASC;SG
serbiske	sarba	serbisk	sarbă	ADJ;PL	N;DEF;FEM;SG
koden	cod	koden	cod	N;DEF;MASC+FEM;SG	
ferie	vacanta	ferie	vacanta	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
ferie	vacanta	ferie	vacanta	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
ferie	sarbatori	ferie	sarbator	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
ferie	sarbatoare	ferie	sarbator	N;INDF;MASC+FEM;SG	ADJ;INDF;FEM
ferie	vacanta	ferie	vacanta	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
ferie	vacanta	ferie	vacanta	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
ferie	vacanta	ferie	vacanta	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
ferie	sarbatori	ferie	sarbator	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
ferie	sarbatori	ferie	sarbator	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
ferie	sarbatorile	ferie	sarbator	N;INDF;MASC+FEM;SG	N;DEF;FEM;PL
freedom	libertate	freedom	libertate		N;INDF;FEM;SG
freedom	libertatea	freedom	libertate		N;DEF;FEM;SG
freedom	freedom	freedom	freedom		N;INDF;MASC;SG
rex	rex	rex	rex	N;INDF;MASC+FEM;SG	
elektronik	electronica	elektronik	electronică	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
elektronik	electronica	elektronik	electronică	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
elektronik	electronice	elektronik	electronic	N;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
cykel	biciclete	cykel	bicicletă	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
cykel	bicicleta	cykel	bicicletă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
cykel	bicicleta	cykel	bicicletă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
cykel	bicicleta	cykel	bicicletă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
cykel	bicicleta	cykel	bicicletă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
indehaver	titularul	indehave	titular	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
botanisk	botanica	botanisk	botanică	ADV	N;DEF;FEM;SG
botanisk	botanica	botanisk	botanică	ADV	N;DEF;FEM;SG
polens	poloniei	polen	polonie	N;GEN;DEF;MASC+FEM;SG	PROPN;DEF;FEM;SG
polens	polonia	polen	polonie	N;GEN;DEF;MASC+FEM;SG	PROPN
huden	piele	huden	piele	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
passager	pasageri	passager	pasager	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
passager	pasagerul	passager	pasager	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
passager	pasaje	passager	pasaj	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
passager	pasajele	passager	pasaj	N;INDF;MASC+FEM;SG	N;DEF;FEM;PL
pol	pol	pol	pol		N;INDF;MASC;SG
burma	burma	burma	burmă		PROPN
burma	birmania	burma	birmanie		PROPN
fattigdom	saraciei	fattigdom	saracie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
fattigdom	saracia	fattigdom	saracie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
slægtninge	rudelor	slægtning	rudă	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
slægtninge	rudele	slægtning	rudă	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
tchad	ciad	tchad	ciad	PROPN	PROPN
tchad	chad	tchad	chad	PROPN	PROPN
sammenbrud	crash	sammenbrud	crash	N;INDF;NEUT;SG	
sammenbrud	colapsul	sammenbrud	colaps	N;INDF;NEUT;SG	N;DEF;MASC;SG
facto	facto	facto	facto	ADJ;INDF;SG	
udpegede	desemnate	udpege	desemna	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;PL
udpegede	desemnata	udpege	desemnata	V;IND;PST;FIN;ACT	N;DEF;FEM;SG
udpegede	desemnat	udpege	desemnat	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
depression	depresia	depression	depresie	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
steffen	steffen	steffe	steffen		PROPN
tænkte	gandit	tænke	gandi	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
tænkte	crezut	tænke	crede	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
tænkte	gandire	tænke	gandire	V;IND;PST;FIN;ACT	N;INDF;FEM;SG
tænkte	gandirea	tænke	gandire	V;IND;PST;FIN;ACT	N;DEF;FEM;SG
gregorianske	gregorian	gregoriansk	gregorian	ADJ;PL	ADJ;INDF;MASC;SG
erklærer	declarand	erklære	declara	V;IND;PRS;FIN;ACT	
erklærer	declara	erklære	declara	V;IND;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
erklærer	declara	erklære	declara	V;IND;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
erklærer	declara	erklære	declara	V;IND;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
slås	lupta	slås	luptă	V;NFIN;PASS	N;DEF;FEM;SG
kold	frig	kold	frig	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kold	reci	kold	rece	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;PL
kold	rece	kold	rece	ADJ;INDF;MASC+FEM;SG	ADV
relevans	relevanta	relevans	relevant	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
relevans	relevanta	relevans	relevant	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
tjekkiske	cehi	tjekkisk	cehi	ADJ;PL	N;INDF;MASC;PL
tjekkiske	ceha	tjekkisk	ceha	ADJ;PL	PROPN
tjekkiske	cehia	tjekkisk	cehi	ADJ;PL	PROPN
tjekkiske	ceh	tjekkisk	ceh	ADJ;PL	ADJ;INDF;MASC;SG
palæstinensiske	palestiniana	palæstinensisk	palestinian	ADJ;PL	N;DEF;FEM;SG
palæstinensiske	palestinian	palæstinensisk	palestinian	ADJ;PL	ADJ;INDF;MASC;SG
kronet	incoronat	kron	incoronat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
flyveplads	aerodromul	flyveplads	aerodrom	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
flyveplads	aerodromul	flyveplads	aerodrom	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
wiener	wiener	wiener	wiener	N;INDF;MASC+FEM;SG	PROPN
wiener	viena	wiener	viena	N;INDF;MASC+FEM;SG	PROPN
wiener	vienna	wiener	viennă	N;INDF;MASC+FEM;SG	PROPN
colin	colin	colin	colin	N;INDF;MASC+FEM;SG	PROPN
graven	mormant	grav	mormant	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
graven	mormant	grav	mormant	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
efterretningstjeneste	inteligenta	efterretningstjeneste	inteligent	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
spd	spd	spd	spd		N;INDF;MASC
udløste	declansat	udløse	declansa	V;PST;V.PTCP	ADJ;INDF;MASC;SG
syriske	sirian	syrisk	sirian	ADJ;PL	ADJ;INDF;MASC;SG
matthias	matthias	matthias	matthias		PROPN
moss	muschi	moss	muschi		N;INDF;MASC;PL
moss	moss	moss	moss		PROPN
anvendelser	utilizarile	anvendelse	utilizare	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
renovering	renovari	renovering	renovar	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
renovering	renovarea	renovering	renovare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
face	fata	face	fată	N;INDF;NEUT;SG	N;DEF;FEM;SG
face	fata	face	fată	N;INDF;NEUT;SG	N;DEF;FEM;SG
face	fata	face	fată	N;INDF;NEUT;SG	N;DEF;FEM;SG
face	fata	face	fată	N;INDF;NEUT;SG	N;DEF;FEM;SG
face	fata	face	fată	N;INDF;NEUT;SG	N;DEF;FEM;SG
kontrolleret	verificate	kontrollere	verifica	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
kontrolleret	verificat	kontrollere	verifica	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
kontrolleret	verificata	kontrollere	verificat	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
kontrolleret	controlat	kontrollere	controla	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
kontrolleret	controlate	kontrollere	controlat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
kontrolleret	controlata	kontrollere	controlat	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
kontrolleret	verificate	kontrollere	verifica	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
kontrolleret	verificat	kontrollere	verifica	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
kontrolleret	verificata	kontrollere	verificat	V;INDF;SG;PST;V.PTCP	N;DEF;FEM;SG
break	break	break	break		N;INDF;MASC;SG
break	rupe	break	rupe		V;IND;SG;3;PRS;FIN
break	pauza	break	pauză		N;DEF;FEM;SG
break	sparge	break	sparge		V;IND;SG;3;PRS;FIN
break	pauza	break	pauză		N;DEF;FEM;SG
radar	radarul	radar	radar	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
elias	elias	elias	elias	N;INDF;MASC+FEM;SG	PROPN
halsen	gat	hals	gat	N;DEF;MASC+FEM;SG	
halsen	gat	hals	gat	N;DEF;MASC+FEM;SG	
halsen	gat	hals	gat	N;DEF;MASC+FEM;SG	
halsen	gat	hals	gat	N;DEF;MASC+FEM;SG	
nancy	nancy	nancy	nancy		PROPN
repræsentation	reprezentarea	repræsentation	reprezentare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
tårne	towers	tå	towers	N;INDF;MASC+FEM;PL	PROPN
tårne	turnurile	tå	turn	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
gotisk	gotic	gotisk	gotic	ADJ;INDF;SG	N;INDF;MASC;SG
tvinge	constrange	tvinge	constrange	V;NFIN;ACT	
spirit	spiritul	spirit	spirit		N;DEF;MASC;SG
spirit	spirit	spirit	spirit		N;INDF;MASC;SG
fed	grasa	fed	grasă	ADJ;INDF;MASC+FEM;SG	N;DEF;FEM;SG
fed	grasa	fed	grasă	ADJ;INDF;MASC+FEM;SG	N;DEF;FEM;SG
fed	grasime	fed	grasime	ADJ;INDF;MASC+FEM;SG	N;INDF;FEM;SG
fed	gras	fed	gras	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ministerium	ministerul	ministerium	minister	N;INDF;NEUT;SG	N;DEF;MASC;SG
ministerium	ministerului	ministerium	minister	N;INDF;NEUT;SG	N;DEF;MASC;SG
tusinder	mii	tusinde	mie	N;INDF;NEUT;PL	NUM;INDF;FEM;PL
tusinder	miile	tusinde	mie	N;INDF;NEUT;PL	NUM;DEF;FEM;PL
shepherd	shepherd	shepherd	shepherd		PROPN
shepherd	ciobanesc	shepherd	ciobanesc		ADV
shepherd	cioban	shepherd	cioban		N;INDF;MASC;SG
shepherd	pastor	shepherd	pastor		N;INDF;MASC;SG
prøvet	testate	prøve	testa	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
prøvet	testat	prøve	testa	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
prøvet	testata	prøve	testata	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
thompson	thompson	thompson	thompson		PROPN
daily	daily	daily	daily		N;INDF;MASC;SG
daily	zilnic	daily	zilnic		ADV
sagn	legenda	sagn	legendă	N;INDF;NEUT;SG	N;DEF;FEM;SG
sagn	legenda	sagn	legendă	N;INDF;NEUT;SG	N;DEF;FEM;SG
sagn	legende	sagn	legendă	N;INDF;NEUT;SG	N;INDF;FEM;PL
sagn	legendele	sagn	legendă	N;INDF;NEUT;SG	N;DEF;FEM;PL
blank	lucioasa	blank	lucios	ADJ;INDF;MASC+FEM;SG	N;DEF;FEM;SG
nature	natura	natur	natură		N;DEF;FEM;SG
nature	natura	natur	natură		N;DEF;FEM;SG
asger	asger	asge	asger	N;INDF;MASC+FEM;SG	
aktuelt	curentul	aktuel	curent	ADJ;INDF;NEUT;SG	N;DEF;MASC;SG
aktuelt	curent	aktuel	curent	ADJ;INDF;NEUT;SG	N;INDF;MASC;SG
aktuelt	curentului	aktuel	curent	ADJ;INDF;NEUT;SG	N;DEF;MASC;SG
aktuelt	actuala	aktuel	actual	ADJ;INDF;NEUT;SG	ADJ;DEF;FEM;SG
aktuelt	actualitate	aktuel	actualitate	ADJ;INDF;NEUT;SG	N;INDF;FEM;SG
aktuelt	topica	aktuel	topică	ADJ;INDF;NEUT;SG	N;DEF;FEM;SG
aktuelt	momentan	aktuel	momentan	ADJ;INDF;NEUT;SG	ADV
speed	viteza	speed	viteză		N;DEF;FEM;SG
speed	viteza	speed	viteză		N;DEF;FEM;SG
speed	speed	speed	speed		N;INDF;MASC;SG
speed	turatia	speed	turatie		N;DEF;FEM;SG
argentinske	argentina	argentinsk	argentina	ADJ;PL	N;DEF;FEM;SG
argentinske	argentinian	argentinsk	argentinian	ADJ;PL	N;INDF;MASC;SG
zagreb	zagreb	zagreb	zagreb		N;INDF;MASC;SG
tilfældigt	random	tilfældigt	random	ADV	V;IND;SG;3;PRS;FIN
tilfældigt	aleatoare	tilfældigt	aleator	ADV	N;INDF;FEM;PL
tilfældigt	aleatorie	tilfældigt	aleatoriu	ADV	N;INDF;FEM;SG
tilfældigt	coincidenta	tilfældigt	coincident	ADV	ADJ;DEF;FEM;SG
tilfældigt	coincidenta	tilfældigt	coincident	ADV	ADJ;DEF;FEM;SG
atlantis	atlantida	atlantis	atlantidă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
smart	fancy	smart	fancy	ADJ;INDF;SG	
smart	fantezie	smart	fantezie	ADJ;INDF;SG	N;INDF;FEM;SG
smart	destept	smart	destept	ADJ;INDF;SG	
smart	smart	smart	smart	ADJ;INDF;SG	N;INDF;MASC;SG
smart	inteligenta	smart	inteligent	ADJ;INDF;SG	N;DEF;FEM;SG
fangenskab	captivi	fangenskab	captiv	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;PL
fangenskab	captive	fangenskab	captiv	N;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
fangenskab	captiva	fangenskab	captivă	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
fangenskab	captiv	fangenskab	captiv	N;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
oder	oder	oder	oder		N;INDF;MASC;SG
turner	turner	turner	turner	N;INDF;MASC+FEM;SG	PROPN
primitive	primitiv	primitiv	primitiv	ADJ;PL	ADJ;INDF;MASC;SG
primitive	primitiva	primitiv	primitiv	ADJ;PL	ADJ;DEF;FEM;SG
wing	aripa	wing	aripă		N;DEF;FEM;SG
wing	wing	wing	wing		PROPN
wing	aripa	wing	aripă		N;DEF;FEM;SG
udnævnelse	nominalizarea	udnævnelse	nominalizare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
udnævnelse	numirea	udnævnelse	numire	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
nytte	utilitatea	nytte	utilitate	V;NFIN;ACT	N;DEF;FEM;SG
nytte	utilitate	nytte	utilitate	V;NFIN;ACT	N;INDF;FEM;SG
nytte	utilitatea	nytte	utilitate	V;NFIN;ACT	N;DEF;FEM;SG
nytte	utilitar	nytte	utilitar	V;NFIN;ACT	N;INDF;MASC;SG
joan	joan	joan	joan		PROPN
joan	ioana	joan	ioană		N;DEF;FEM;SG
afhængige	dependenta	afhængig	dependenta	ADJ;PL	N;DEF;FEM;SG
afhængige	dependent	afhængig	dependent	ADJ;PL	ADJ;INDF;MASC;SG
dirty	murdare	dirty	murdar		ADJ;INDF;FEM;PL
dirty	murdara	dirty	murdară		ADJ;DEF;FEM;SG
dirty	murdari	dirty	murdar		ADJ;INDF;MASC;PL
dirty	murdar	dirty	murdar		ADJ;INDF;MASC;SG
cirkus	circul	cirkus	circ	N;INDF;NEUT;SG	N;DEF;MASC;SG
cirkus	circuri	cirkus	circ	N;INDF;NEUT;SG	N;INDF;FEM;PL
hud	pielea	hud	piele	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
landing	debarcarea	landing	debarcare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
landing	aterizarea	landing	aterizare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
skyder	fotografiere	skyde	fotografier	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
indledning	introducerea	indledning	introducere	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
indledning	initierea	indledning	initiere	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
præsenterede	prezentat	præsentere	prezenta	V;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
præsenterede	prezentata	præsentere	prezenta	V;PL;PST;V.PTCP	ADJ;DEF;FEM;SG
præsenterede	prezentate	præsentere	prezentat	V;PL;PST;V.PTCP	ADJ;INDF;FEM;PL
dekoreret	decorata	dekorere	decorată	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
dekoreret	decorate	dekorere	decora	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
dekoreret	decorat	dekorere	decorat	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
syndrom	sindromul	syndrom	sindrom	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
orientering	informarea	orientering	informare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
orientering	orientarea	orientering	orientare	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
bin	bin	bin	bin		PROPN
floyd	floyd	floyd	floyd		PROPN
hegn	scrima	hegn	scrimă	N;INDF;NEUT;SG	N;DEF;FEM;SG
hegn	garduri	hegn	gard	N;INDF;NEUT;SG	N;INDF;FEM;PL
hegn	gardurile	hegn	gard	N;INDF;NEUT;SG	N;DEF;FEM;PL
hegn	gardul	hegn	gard	N;INDF;NEUT;SG	N;DEF;MASC;SG
liège	liege	liège	liege		N;INDF;MASC;SG
liège	liège	liège	liège		PROPN
lilla	purpuriu	lilla	purpuriu		ADV
lilla	mov	lilla	mov		ADJ
lilla	violet	lilla	violet		N;INDF;MASC;SG
massiv	massive	massiv	massiva	ADJ;INDF;MASC+FEM;SG	
massiv	masive	massiv	masiv	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
massiv	masiva	massiv	masivă	ADJ;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
bros	bros	bros	bros		PROPN
meninger	opiniile	mening	opinie	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
meninger	pareri	mening	parer	N;INDF;MASC+FEM;PL	
meninger	pareri	mening	parer	N;INDF;MASC+FEM;PL	
groft	dur	groft	dur	ADV	ADJ;INDF;MASC;SG
krydset	intersectie	kryds	intersectie	N;DEF;NEUT;SG	N;INDF;FEM;SG
krydset	traversat	kryds	traversa	N;DEF;NEUT;SG	ADJ;INDF;MASC;SG
overdrev	exagerate	overdrev	exagera	N;INDF;NEUT;SG	ADJ;INDF;FEM;PL
overdrev	exagerat	overdrev	exagerat	N;INDF;NEUT;SG	ADJ;INDF;MASC;SG
overdrev	exagerata	overdrev	exagerat	N;INDF;NEUT;SG	ADJ;DEF;FEM;SG
ulfeldt	ulfeldt	ulfelde	ulfeldt	N;INDF;MASC+FEM;SG	
ledsaget	insotit	ledsag	insotit	V;INDF;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
ledsaget	insotite	ledsag	insoti	V;INDF;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
ledsaget	insotita	ledsag	insotita	V;INDF;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
slagskibe	cuirasate	slagskib	cuirasa	N;INDF;NEUT;PL	ADJ;INDF;FEM;PL
iowa	iowa	iowa	iowa		PROPN
gennemgang	revizuirea	gennemgang	revizuire	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
drager	dragoni	drage	dragon	V;IND;PRS;FIN;ACT	N;INDF;MASC;PL
drager	dragonii	drage	dragon	V;IND;PRS;FIN;ACT	N;DEF;MASC;PL
butler	butler	butle	butler	N;INDF;MASC+FEM;SG	PROPN
butler	majordomul	butle	majordom	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
kaos	kaos	kaos	kaos	N;INDF;NEUT;SG	
kaos	haosul	kaos	haos	N;INDF;NEUT;SG	N;DEF;MASC;SG
marina	marina	marina	marină	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
arrangerede	aranjata	arrangere	aranjat	V;IND;PST;FIN;ACT	N;DEF;FEM;SG
arrangerede	aranjate	arrangere	aranja	V;IND;PST;FIN;ACT	ADJ;INDF;FEM;PL
arrangerede	aranjat	arrangere	aranja	V;IND;PST;FIN;ACT	ADJ;INDF;MASC;SG
konsul	consulul	konsul	consul	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
kvaliteten	calitate	kvalitet	calitate	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
cfg	cfg	cfg	cfg		N;INDF;MASC;SG
pablo	pablo	pablo	pablo		PROPN
split	impartit	split	imparti		V;MASC;SG;V.PTCP
split	divizat	split	diviza		ADJ;INDF;MASC;SG
split	split	split	split		N;INDF;MASC;SG
split	imparte	split	imparte		V;IND;SG;3;PRS;FIN
hangarskibe	purtatori	hangarskib	purtator	N;INDF;MASC+FEM;PL	ADJ;INDF;MASC;PL
hangarskibe	transportatorii	hangarskib	transportator	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
johnston	johnston	johnston	johnston	N;INDF;MASC+FEM;SG	PROPN
luftwaffe	luftwaffe	luftwaffe	luftwaffă	N;INDF;MASC+FEM;SG	PROPN
begrænsninger	limitarile	begrænsning	limitare	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
begrænsninger	limitare	begrænsning	limitare	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
begrænsninger	limitarea	begrænsning	limitare	N;INDF;MASC+FEM;PL	N;DEF;FEM;SG
begrænsninger	limitele	begrænsning	limită	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
gaver	prezinta	gave	prezent	N;INDF;MASC+FEM;PL	V;IND;SG;3;IPFV;FIN
gaver	cadourile	gave	cadou	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
soldaterne	soldati	soldat	soldat	N;DEF;MASC+FEM;PL	N;INDF;MASC;PL
