австралийский	australiska	австралийский	australisk	ADJ;NOM;MASC;SG	ADJ;NOM;PL
родригес	rodríguez	родригес	rodríguez	N;ANIM;NOM;MASC;SG	PROPN;NOM
дам	dam	дать	dam		N;NOM;INDF;MASC+FEM;SG
дам	dammen	дать	damm		N;NOM;DEF;MASC+FEM;SG
дам	damm	дать	damm		N;NOM;INDF;MASC+FEM;SG
печатных	tryckt	печатный	trycka	ADJ;GEN;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
печатных	tryckta	печатный	trycka	ADJ;GEN;PL	ADJ;NOM;PL;PST;V.PTCP
северное	nordliga	северный	nordlig	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
ценностей	värdena	ценность	värde	N;INAN;GEN;FEM;PL	N;NOM;DEF;NEUT;PL
ценностей	värden	ценность	värde	N;INAN;GEN;FEM;PL	N;NOM;INDF;NEUT;PL
ценностей	värderingar	ценность	värdering	N;INAN;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
квадратный	torg	квадратный	torg	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
квадратный	square	квадратный	square	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
квадратный	kvadrat	квадратный	kvadrat	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
квадратный	fyrkant	квадратный	fyrkant	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
квадратный	torget	квадратный	torg	ADJ;NOM;MASC;SG	N;NOM;DEF;NEUT;SG
малайзии	malaysia	малайзия	malaysia	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
малайзии	malaysiska	малайзия	malaysisk	N;INAN;NOM;FEM;PL	ADJ;NOM;PL
одежда	kläder	одежда	kläder	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
одежда	kläder	одежда	kläder	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
промышленные	industriell	промышленный	industriell	ADJ;NOM;PL	N;NOM;INDF;MASC+FEM;SG
промышленные	industriellt	промышленный	industriell	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
тяжёлая	heavy	тяжелый	heavy	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
тяжёлая	tunga	тяжелый	tung	ADJ;NOM;FEM;SG	ADJ;NOM;PL
мкс	iss	мкс	is	N;INAN;NOM;FEM;SG	PROPN;NOM
мкс	cie	мкс	cie	N;INAN;NOM;FEM;SG	PROPN;NOM
оппонентов	motståndarna	оппонент	motståndare	N;ANIM;GEN;MASC;PL	N;NOM;DEF;MASC+FEM;PL
оппонентов	motståndare	оппонент	motståndare	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
грибы	svamp	гриб	svamp	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
грибы	svamp	гриб	svamp	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
грибы	svamp	гриб	svamp	N;INAN;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
идеологии	ideologier	идеология	ideologia	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
идеологии	ideologier	идеология	ideologia	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
разрешить	tillstånd	разрешить	tillstånd	V;PFV;NFIN;ACT	N;NOM;INDF;NEUT;SG
барбара	barbara	барбар	barbar	N;ANIM;NOM;FEM;SG	PROPN;NOM
признали	erkänd	признать	erkänd	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
признали	erkänt	признать	erkända	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
признали	erkänd	признать	erkänd	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
признали	erkänt	признать	erkända	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
признали	erkända	признать	erkända	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
признали	erkänd	признать	erkänd	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
признали	erkänt	признать	erkända	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
признали	erkända	признать	erkända	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
признали	igenkänd	признать	igenkänd	V;PFV;IND;PL;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
верфи	varvet	верфь	varv	N;INAN;NOM;FEM;PL	N;NOM;DEF;NEUT;SG
верфи	varv	верфь	varv	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
верфи	skeppsvarv	верфь	skeppsvarv	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
псевдонимы	alias	псевдоним	alia	N;ANIM;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
ганс	hans	ганс	han	N;ANIM;NOM;MASC;SG	PRO;DEF
сзади	bakom	сзади	bakom	ADV	ADP
сзади	bakre	сзади	bakre	ADV	ADJ;NOM;CMPR
сзади	bak	сзади	bak	ADV	N;NOM;INDF;MASC+FEM;SG
иллинойс	illinois	иллинойс	illinois	N;INAN;NOM;FEM;SG	PROPN;NOM
планете	planet	планета	plan	N;INAN;DAT;FEM;SG	N;NOM;DEF;NEUT;SG
планете	planeten	планета	plan	N;INAN;DAT;FEM;SG	N;NOM;DEF;MASC+FEM;SG
леви	levy	лев	levy	N;ANIM;NOM;MASC;SG	PROPN;NOM
потомков	ättlingar	потомок	ättling	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
потомков	efterkommande	потомок	efterkommande	N;ANIM;GEN;MASC;PL	ADJ;NOM;PRS;V.PTCP
регистр	registrera	регистр	registrera	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
прототип	prototyper	прототип	prototyp	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
творческий	kreativa	творческий	kreativ	ADJ;NOM;MASC;SG	ADJ;NOM;PL
геологии	geologi	геология	geologi	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
химический	kemikalie	химический	kemikalie	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ближайший	närmast	близкий	nära	ADJ;NOM;RL;MASC;SG	ADV;RL
ближайший	närmast	близкий	nära	ADJ;NOM;RL;MASC;SG	ADV;RL
нижние	nedre	нижний	nedre	ADJ;NOM;PL	ADJ;NOM;CMPR
нижние	lägre	нижний	låg	ADJ;NOM;PL	ADJ;NOM;CMPR
нижние	undre	нижний	undre	ADJ;NOM;PL	ADV;CMPR
чистой	rena	чистый	rena	ADJ;INS;FEM;SG	ADJ;NOM;PL
чистой	städa	чистый	städ	ADJ;INS;FEM;SG	V;IMP;FIN;ACT
чистой	ren	чистый	ren	ADJ;INS;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
чистой	rent	чистый	ren	ADJ;INS;FEM;SG	ADV
чистой	clean	чистый	clea	ADJ;INS;FEM;SG	N;NOM;INDF;MASC+FEM;SG
украинцы	ukrainska	украинец	ukrainsk	N;ANIM;NOM;MASC;PL	N;NOM;INDF;MASC+FEM;SG
продолжая	fortsatt	продолжать	fortsätta	V;IPFV;PRS;V.CVB;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
среду	onsdag	среда	onsdag	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
уголовное	kriminella	уголовный	kriminell	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
уголовное	brottsling	уголовный	brottsling	ADJ;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
уголовное	brottmål	уголовный	brottmål	ADJ;NOM;NEUT;SG	N;NOM;INDF;NEUT;SG
росс	ross	росс	ross		PROPN;NOM
гвинеи	guinea	гвинец	guine	N;INAN;NOM;FEM;PL	PROPN;NOM
гвинеи	guineas	гвинец	guine	N;INAN;NOM;FEM;PL	PROPN;GEN
вкус	smaka	вкус	smaka	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
вкус	smakar	вкус	smaka	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;ACT
вкус	smakar	вкус	smaka	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;ACT
ссылается	hänvisar	ссылаться	hänvisa	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IND;PRS;FIN;ACT
ссылается	åberopar	ссылаться	åberopa	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IND;PRS;FIN;ACT
трудящихся	arbetare	трудящийся	arbetare	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
трудящихся	arbetstagare	трудящийся	arbetstagare	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
ставки	satsar	ставка	satsa	N;INAN;NOM;FEM;PL	V;IND;PRS;FIN;ACT
ставки	satsar	ставка	satsa	N;INAN;NOM;FEM;PL	V;IND;PRS;FIN;ACT
ставки	vadslagning	ставка	vadslagning	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
ставки	satsning	ставка	satsning	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
люблю	kärlek	любить	kärlek	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
люблю	älska	любить	älsk	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IMP;FIN;ACT
люблю	love	любить	love	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
сицилии	sicilien	сицилия	sicilien	N;INAN;NOM;FEM;PL	PROPN;NOM
клиентов	kunden	клиент	kund	N;ANIM;GEN;MASC;PL	N;NOM;DEF;MASC+FEM;SG
клиентов	kund	клиент	kund	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;SG
клиентов	kunderna	клиент	kund	N;ANIM;GEN;MASC;PL	N;NOM;DEF;MASC+FEM;PL
клиентов	kunder	клиент	kund	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
клиентов	klienterna	клиент	klient	N;ANIM;GEN;MASC;PL	N;NOM;DEF;MASC+FEM;PL
клиентов	klienter	клиент	klient	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
клиентов	kunder	клиент	kund	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
остановка	stoppar	остановка	stoppa	N;INAN;NOM;FEM;SG	V;IND;PRS;FIN;ACT
остановка	stoppa	остановка	stoppa	N;INAN;NOM;FEM;SG	V;IMP;FIN;ACT
гвинея	guinea	гвинее	guine	N;INAN;NOM;FEM;SG	PROPN;NOM
гвинея	guineas	гвинее	guine	N;INAN;NOM;FEM;SG	PROPN;GEN
реформа	reformera	реформа	reformera	N;INAN;NOM;FEM;SG	V;IMP;FIN;ACT
реформа	reformer	реформа	reform	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
реформа	reformera	реформа	reformera	N;INAN;NOM;FEM;SG	V;IMP;FIN;ACT
войти	inloggning	войти	inloggning	V;PFV;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
войти	enter	войти	enter	V;PFV;NFIN;ACT	N;NOM;INDF;NEUT;SG
травму	trauma	травма	trauma	N;INAN;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
травму	trauman	травма	trauma	N;INAN;ACC;FEM;SG	N;NOM;INDF;NEUT;PL
висит	hängande	висеть	hänga	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
висит	hängning	висеть	hängning	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
висит	hänga	висеть	hänga	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;FIN;ACT
полицейских	polismän	полицейский	polismän	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
полицейских	poliser	полицейский	polis	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
конвенции	konventet	конвенция	konvente	N;INAN;NOM;FEM;PL	N;NOM;DEF;NEUT;SG
конвенции	konventionen	конвенция	konvention	N;INAN;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
конвенции	konvent	конвенция	konvent	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
конвенции	konvention	конвенция	konvention	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
конвенции	konvent	конвенция	konvent	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
медведь	bear	медведь	bear	N;ANIM;NOM;MASC;SG	V;IMP;FIN;ACT
медведь	björn	медведь	björn	N;ANIM;NOM;MASC;SG	PROPN;NOM
чёрное	black	черный	black	ADJ;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
чёрное	svarta	черный	svart	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
эхо	ekar	эхо	eka	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
эхо	ekar	эхо	eka	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
быстрый	snabbt	быстрый	snabb	ADJ;NOM;MASC;SG	ADV
быстрый	snabba	быстрый	snabb	ADJ;NOM;MASC;SG	ADJ;NOM;PL
быстрый	snabbt	быстрый	snabb	ADJ;NOM;MASC;SG	ADV
быстрый	snabba	быстрый	snabb	ADJ;NOM;MASC;SG	ADJ;NOM;PL
кратеров	kratrar	кратер	kratr	N;INAN;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
тан	tang	тан	tang	PART	N;NOM;INDF;NEUT;SG
тан	tan	тан	tan	PART	N;NOM;INDF;MASC+FEM;SG
тан	solbränna	тан	solbräne	PART	N;NOM;INDF;MASC+FEM;SG
курт	kurt	курт	kurt	N;ANIM;NOM;MASC;SG	PROPN;NOM
курт	curt	курт	curt	N;ANIM;NOM;MASC;SG	PROPN;NOM
ширину	bredd	ширина	bredd	N;INAN;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
нации	nations	нация	nation	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
нации	nationen	нация	nation	N;INAN;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
нации	nation	нация	nation	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
джин	jin	джин	jin	PART	N;NOM;INDF;MASC+FEM;SG
джин	gin	джин	gin	PART	N;NOM;INDF;MASC+FEM;SG
джин	jean	джин	jean	PART	PROPN;NOM
джин	gene	джин	gene	PART	PROPN;NOM
джин	gen	джин	gen	PART	N;NOM;INDF;MASC+FEM;SG
джин	genen	джин	gen	PART	N;NOM;DEF;MASC+FEM;SG
продано	sålda	продать	såld	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
продано	säljs	продать	sälja	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;PRS;FIN;PASS
продано	sålt	продать	sålt	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;V.CVB;ACT
мощный	mäktiga	мощный	mäktig	ADJ;NOM;MASC;SG	ADJ;NOM;PL
кругах	cirklar	круг	cirkla	N;INAN;ESS;MASC;PL	N;NOM;INDF;NEUT;PL
записать	rekord	записать	rekord	V;PFV;NFIN;ACT	N;NOM;INDF;NEUT;SG
записать	record	записать	record	V;PFV;NFIN;ACT	N;NOM;INDF;NEUT;SG
испанская	spanska	испанский	spanska	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
комплексы	komplex	комплекс	komplex	N;INAN;NOM;MASC;PL	ADJ;NOM;INDF;NEUT;SG
мол	mal	мол	mal	ADV	V;IMP;FIN;ACT
мол	mol	мол	mol	ADV	N;NOM;INDF;MASC+FEM;SG
льда	is	лед	is	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
льда	ice	лед	ice	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
северные	nordlig	северный	nordlig	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
северные	norra	северный	norra	ADJ;NOM;PL	ADJ;NOM;DEF;SG
сопровождении	eskorterade	сопровождение	eskortera	N;INAN;ESS;NEUT;SG	ADJ;NOM;PL;PST;V.PTCP
зимний	vintern	зимний	vinter	ADJ;NOM;MASC;SG	N;NOM;DEF;MASC+FEM;SG
зимний	winter	зимний	winter	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
зимний	vinter	зимний	vinter	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
институты	institut	институт	institut	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
институты	institut	институт	institut	N;INAN;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
немецкое	tyska	немецкий	tysk	ADJ;NOM;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
норвежский	norska	норвежский	norska	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
командиров	befälhavare	командир	befälhavare	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;SG
взяв	tagande	брать	taga	V;PFV;PST;V.CVB;ACT	ADJ;NOM;PRS;V.PTCP
взяв	tar	брать	ta	V;PFV;PST;V.CVB;ACT	V;IND;PRS;FIN;ACT
дополнительная	ytterligare	дополнительный	ytterlig	ADJ;NOM;FEM;SG	ADV;CMPR
десятилетий	årtionden	десятилетие	årtiond	N;INAN;GEN;NEUT;PL	N;NOM;DEF;MASC+FEM;SG
десятилетий	decennier	десятилетие	decennium	N;INAN;GEN;NEUT;PL	N;NOM;INDF;NEUT;PL
гостиницы	hotell	гостиница	hotell	N;INAN;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
конкретный	specifika	конкретный	specifik	ADJ;NOM;MASC;SG	ADJ;NOM;PL
конкретный	särskilda	конкретный	särskild	ADJ;NOM;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
конкретный	specifikt	конкретный	specifikt	ADJ;NOM;MASC;SG	ADV
конкретный	betong	конкретный	betong	ADJ;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
конкретный	konkreta	конкретный	konkret	ADJ;NOM;MASC;SG	ADJ;NOM;PL
купить	köp	купить	köp	V;PFV;NFIN;ACT	N;NOM;INDF;NEUT;SG
поднять	lyft	поднять	lyfa	V;PFV;NFIN;ACT	N;NOM;INDF;NEUT;SG
поднять	hiss	поднять	hiss	V;PFV;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
поднять	höjning	поднять	höjning	V;PFV;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
репутацию	rykte	репутация	ryka	N;INAN;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
репутацию	anseende	репутация	anseende	N;INAN;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
школьников	skolbarn	школьник	skolbarn	N;ANIM;GEN;MASC;PL	N;NOM;INDF;NEUT;PL
школьников	skolelever	школьник	skolelev	N;ANIM;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
коммуникации	kommunikation	коммуникация	kommunikation	N;INAN;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
избирательный	selektiva	избирательный	selektiv	ADJ;NOM;MASC;SG	ADJ;NOM;PL
норма	norma	норма	norma	N;INAN;NOM;FEM;SG	PROPN;NOM
отдельное	separata	отдельный	separat	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
отдельное	separera	отдельный	separera	ADJ;NOM;NEUT;SG	V;IMP;NFIN;ACT
воин	krigare	воин	krig	N;ANIM;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
крус	cruz	крус	cruz	N;INAN;NOM;FEM;SG	PROPN;NOM
отбора	markering	отбор	markering	N;INAN;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
отбора	val	отбор	val	N;INAN;GEN;MASC;SG	N;NOM;INDF;NEUT;SG
отбора	urval	отбор	urval	N;INAN;GEN;MASC;SG	N;NOM;INDF;NEUT;SG
бойцы	stridande	боец	stridande	N;ANIM;NOM;MASC;PL	ADJ;NOM;PRS;V.PTCP
бойцы	jaktplan	боец	jaktplan	N;ANIM;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
лук	lökar	лук	löka	N;INAN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
лук	buga	лук	buga	N;INAN;NOM;MASC;SG	V;IMP;FIN;ACT
ушел	borta	уйти	borta	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADV
прусской	preussiska	прусский	preussisk	ADJ;INS;FEM;SG	ADJ;NOM;PL
фишер	fisher	фишер	fisher	N;ANIM;NOM;MASC;SG	PROPN;NOM
фишер	fischer	фишер	fisch	N;ANIM;NOM;MASC;SG	PROPN;NOM
скажите	say	сказать	say	V;PFV;IMP;PL;2;FIN;ACT	N;NOM;INDF;NEUT;SG
разрешено	godkänt	разрешить	godkänna	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
разрешено	godkänd	разрешить	godkänd	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
разрешено	auktoriserad	разрешить	auktoriserad	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
разрешено	tillåtna	разрешить	tillåten	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
разрешено	tillåts	разрешить	tillåta	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;PRS;FIN;PASS
разрешено	tillåtet	разрешить	tillåtet	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG
разрешено	tillåten	разрешить	tillåten	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
разрешено	tillåtna	разрешить	tillåten	V;PFV;NEUT;SG;PST;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
разрешено	tillåtet	разрешить	tillåtet	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG
разрешено	tillåten	разрешить	tillåten	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
разрешено	godkänt	разрешить	godkänna	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
разрешено	godkänd	разрешить	godkänd	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
гражданские	civil	гражданский	civil	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
гражданские	civilt	гражданский	civil	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
гражданские	civil	гражданский	civil	ADJ;NOM;PL	ADJ;NOM;INDF;MASC+FEM;SG
гражданские	civilt	гражданский	civil	ADJ;NOM;PL	ADJ;NOM;INDF;NEUT;SG
марино	marino	марино	marino	N;INAN;NOM;MASC;SG	PROPN;NOM
александров	aleksandrov	александр	aleksandrov	N;ANIM;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
яковлев	jakovlev	яковлев	jakovlev	N;ANIM;NOM;MASC;SG	PROPN;NOM
богдан	bogdan	богданин	bogda	N;ANIM;NOM;MASC;SG	PROPN;NOM
проектирование	designa	проектирование	desigen	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
проектирование	utforma	проектирование	utforma	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
проектирование	designa	проектирование	desigen	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
проектирование	utforma	проектирование	utforma	N;INAN;NOM;NEUT;SG	V;IMP;FIN;ACT
проектирование	designar	проектирование	design	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;ACT
повышенной	förhöjt	повысить	förhöja	V;PFV;INS;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
повышенной	förhöjd	повысить	förhöjd	V;PFV;INS;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
функционирования	fungerande	функционирование	fungerande	N;INAN;NOM;NEUT;PL	ADJ;NOM;PRS;V.PTCP
низкая	låga	низкий	låg	ADJ;NOM;FEM;SG	ADJ;NOM;PL
низкая	low	низкий	low	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
низкая	låg	низкий	låg	ADJ;NOM;FEM;SG	INTJ
краснодар	krasnodar	краснодар	krasnoda	N;INAN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
завершено	slutfört	завершить	slutföra	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
завершено	avslutad	завершить	avsluta	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
завершено	avslutade	завершить	avsluta	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;PST;FIN;ACT
завершено	slutförd	завершить	slutföra	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
завершено	avslutat	завершить	avsluta	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
завершено	avslutade	завершить	avsluta	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;PST;FIN;ACT
завершено	klar	завершить	klar	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
завершено	avslutat	завершить	avsluta	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
завершено	färdiga	завершить	färdig	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;PL
завершено	färdig	завершить	färdig	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
сталинская	stalinistiska	сталинский	stalinistisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
франс	frans	франс	frans	N;INAN;NOM;MASC;SG	PROPN;NOM
франс	frankrike	франс	frankrike	N;INAN;NOM;MASC;SG	PROPN;NOM
индейцы	indier	индеец	indi	N;ANIM;NOM;MASC;PL	N;NOM;INDF;NEUT;SG
польшу	polen	польша	pol	N;INAN;ACC;FEM;SG	PROPN;NOM
