در	dveře	در	dveře	ADP	N;NOM;FEM;PL;POS
صفحه	stránky	صفحه	stránka	N;SG	N;NOM;FEM;PL;POS
صفحه	page	صفحه	page	N;SG	PROPN;MASC;SG;POS
آغاز	začít	آغاز	začít	N;SG	V;POS;NFIN
آغاز	spustit	آغاز	spustit	N;SG	V;PFV;POS;NFIN
آغاز	začíná	آغاز	začínat	N;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
آغاز	začínám	آغاز	začínat	N;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
آغاز	začínáme	آغاز	začínat	N;SG	V;IPFV;IND;PL;1;POS;PRS;FIN;ACT
کشتی	lodě	کشتی	loď	N;SG	N;NOM;FEM;PL;POS
کشتی	wrestling	کشتی	wrestling	N;SG	PROPN;INAN;MASC;SG;POS
بن	bene	بن	bene		N;NOM;MASC;SG;POS
بن	ben	بن	ben		PROPN;ANIM;NOM;MASC;SG;POS
همه	všichni	همه	všechen	PRO	DET;ANIM;NOM;MASC;PL
همه	každý	همه	každý	PRO	DET;ANIM;NOM;MASC;SG;POS
همه	vse	همه	vse	PRO	N;NOM;FEM;SG;POS
همه	všichni	همه	všechen	PRO	DET;ANIM;NOM;MASC;PL
همه	všechno	همه	všechen	PRO	DET;NOM;NEUT;SG
همه	všechny	همه	všechen	PRO	DET;NOM;MASC;PL
همه	vše	همه	všechen	PRO	DET;NOM;NEUT;SG
همه	všichni	همه	všechen	PRO	DET;ANIM;NOM;MASC;PL
همه	každý	همه	každý	PRO	DET;ANIM;NOM;MASC;SG;POS
همه	všem	همه	všechen	PRO	DET;DAT;PL
کوچک	málo	کوچک	málo	ADJ	DET;NOM
کوچک	menší	کوچک	malý	ADJ	ADJ;NOM;CMPR;MASC;SG;POS
ژاپن	japonsko	ژاپن	japonský	N;SG	PROPN;NOM;NEUT;SG;POS
رسمی	úředník	رسمی	úředník	ADJ	N;ANIM;NOM;MASC;SG;POS
رسمی	formálně	رسمی	formálně	ADJ	ADV;POS
پرونده	case	پرونده	casa	N;SG	PROPN;NOM;MASC;SG;POS
ماه	měsíců	ماه	měsíc	N;SG	N;INAN;GEN;MASC;PL;POS
ماه	měsíce	ماه	měsíc	N;SG	N;INAN;NOM;MASC;PL;POS
ماه	měsících	ماه	měsíc	N;SG	N;INAN;GEN;MASC;PL;POS
ماه	měsíční	ماه	měsíční	N;SG	ADJ;NOM;MASC;SG;POS
ماه	měsíci	ماه	měsíc	N;SG	N;INAN;INS;MASC;PL;POS
ماه	moon	ماه	moon	N;SG	PROPN;NOM;MASC;SG;POS
اوت	august	اوت	august	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
اوت	aug	اوت	aug	N;SG	PROPN;MASC;SG;POS
تابستانی	letní	تابستانی	letní	N;SG	ADJ;NOM;MASC;SG;POS
چون	kdy	چون	kdy	CONJ	ADV
آوریل	apr	None	apr	N;SG	PROPN;MASC;SG;POS
تغییر	měním	تغییر	měnit	N;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
تغییر	pozměnit	تغییر	pozměnit	N;SG	V;PFV;POS;NFIN
تغییر	upravit	تغییر	upravit	N;SG	V;PFV;POS;NFIN
تغییر	změnit	تغییر	změnit	N;SG	V;PFV;POS;NFIN
تغییر	změny	تغییر	změna	N;SG	N;NOM;FEM;PL;POS
مجموعه	sbírky	مجموعه	sbírka	N;SG	N;NOM;FEM;PL;POS
مارس	pochodovat	مارس	pochodovat	N;SG	V;IPFV;POS;NFIN
درخواست	požádat	درخواست	požádat	N;SG	V;PFV;POS;NFIN
کیلومتر	kilometrů	کیلومتر	kilometr	N;SG	N;INAN;GEN;MASC;PL;POS
کیلومتر	kilometry	کیلومتر	kilometr	N;SG	N;INAN;NOM;MASC;PL;POS
کیلومتر	kilometrů	کیلومتر	kilometr	N;SG	N;INAN;GEN;MASC;PL;POS
کیلومتر	kilometry	کیلومتر	kilometr	N;SG	N;INAN;NOM;MASC;PL;POS
گردشگری	turistická	گردشگری	turistický	N;SG	ADJ;NOM;FEM;SG;POS
گردشگری	turistické	گردشگری	turistický	N;SG	ADJ;NOM;MASC;PL;POS
گردشگری	pamětihodnosti	گردشگری	pamětihodnost	N;SG	N;NOM;FEM;PL;POS
شهری	městský	شهر	městský	N;SG	ADJ;INAN;NOM;MASC;SG;POS
شهری	městská	شهر	městský	N;SG	ADJ;NOM;FEM;SG;POS
شهری	městské	شهر	městský	N;SG	ADJ;NOM;FEM;SG;POS
شهری	obecní	شهر	obecní	N;SG	ADJ;NOM;MASC;SG;POS
لیگ	league	لیگ	league	N;SG	PROPN;FEM;POS
روسیه	ruské	روسیه	ruský	N;SG	ADJ;NOM;FEM;SG;POS
روسیه	ruská	روسیه	ruský	N;SG	ADJ;NOM;FEM;SG;POS
روسیه	rusky	روسیه	rusky	N;SG	ADV;POS
روسیه	ruský	روسیه	ruský	N;SG	ADJ;ANIM;NOM;MASC;SG;POS
روسیه	rus	روسیه	rus	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
روسیه	rusko	روسیه	ruský	N;SG	ADJ;POS
نخستین	nejdřív	نخستین	brzy	ADJ;RL	ADV;RL;POS
نخستین	nejprve	نخستین	nejprve	ADJ;RL	ADV
نخستین	nejdříve	نخستین	brzy	ADJ;RL	ADV;RL;POS
شاه	king	شاه	king	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
شاه	shah	شاه	shah	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
جنوب	jižní	جنوب	jižní	N;SG	ADJ;NOM;FEM;SG;POS
جنوب	jižní	جنوب	jižní	N;SG	ADJ;NOM;FEM;SG;POS
طور	tur	طور	tur	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
چه	co	چه	co	CONJ	PRO;INAN;NOM
امکان	možné	امکان	možný	N;SG	ADJ;NOM;NEUT;SG;POS
امکان	možný	امکان	možný	N;SG	ADJ;INAN;NOM;MASC;SG;POS
سر	sar	سر	sar	N;SG	PROPN;NOM;MASC;SG;POS
سر	hlav	سر	hlava	N;SG	N;GEN;FEM;PL;POS
سر	hlavy	سر	hlava	N;SG	N;NOM;FEM;PL;POS
حزب	párty	حزب	párt	N;SG	N;NOM;FEM;PL;POS
حزب	party	حزب	part	N;SG	N;INAN;NOM;MASC;PL;POS
ما	naše	ما	můj	PRO;PL;1	DET;NOM;SG;1
ما	náš	ما	můj	PRO;PL;1	DET;NOM;MASC;SG;1
ما	naší	ما	můj	PRO;PL;1	DET;DAT;FEM;SG;1
ما	naši	ما	můj	PRO;PL;1	DET;NOM;MASC;PL;1
ما	nase	ما	nase	PRO;PL;1	ADJ;NOM;MASC;SG;POS
برندگان	vítěze	برنده	vítěz	N;PL	N;ANIM;ACC;MASC;SG;POS
خانه	house	خانه	house	N;SG	PROPN;INAN;NOM;MASC;SG;POS
خانه	doma	خانه	doma	N;SG	ADV
خانه	domácí	خانه	domácí	N;SG	ADJ;ANIM;NOM;MASC;PL;POS
خانه	domů	خانه	domů	N;SG	ADV
هند	indie	هند	indie	N;SG	PROPN;NOM;FEM;SG;POS
هند	india	هند	india	N;SG	PROPN;NOM;MASC;SG;POS
هند	indii	هند	indie	N;SG	PROPN;DAT;FEM;SG;POS
آلبوم	alba	آلبوم	album	N;SG	N;NOM;NEUT;PL;POS
آزاد	zdarma	آزاد	zdarma	ADJ	ADV
چاپ	vytisknout	چاپ	vytisknout	N;SG	V;PFV;POS;NFIN
چاپ	tisknout	چاپ	tisknout	N;SG	V;PFV;POS;NFIN
علمی	vědy	علمی	věda	N;SG	N;NOM;FEM;PL;POS
علمی	vědecká	علمی	vědecký	N;SG	ADJ;NOM;FEM;SG;POS
علمی	vědecké	علمی	vědecký	N;SG	ADJ;NOM;NEUT;SG;POS
علمی	vědecký	علمی	vědecký	N;SG	ADJ;INAN;NOM;MASC;SG;POS
آسیا	asijský	آسیا	asijský	N;SG	ADJ;INAN;NOM;MASC;SG;POS
آسیا	asijská	آسیا	asijský	N;SG	ADJ;NOM;FEM;SG;POS
آسیا	asijské	آسیا	asijský	N;SG	ADJ;NOM;MASC;PL;POS
شمال	severní	شمال	severní	N;SG	ADJ;NOM;MASC;SG;POS
شمال	severní	شمال	severní	N;SG	ADJ;NOM;MASC;SG;POS
پایان	ukončit	پایان	ukončit	N;SG	V;PFV;POS;NFIN
پایان	end	پایان	end	N;SG	PROPN;NOM;MASC;SG;POS
پایان	končící	پایان	končící	N;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
علوم	věda	علم	věda	N;PL	N;NOM;FEM;SG;POS
جان	jan	جان	jan	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
جان	john	جان	john	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
سید	sid	سید	sid	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
کالیفرنیا	kalifornie	None	kalifornie	N;SG	PROPN;NOM;FEM;SG;POS
کالیفرنیا	california	None	californium	N;SG	PROPN;NOM;FEM;SG;POS
بازیگر	herečky	بازیگر	herečka	N;SG	N;NOM;FEM;PL;POS
بازیگر	herce	بازیگر	herec	N;SG	N;ANIM;ACC;MASC;PL;POS
صنایع	odvětví	صنعت	odvětví	N;PL	N;NOM;NEUT;SG;POS
صنایع	průmysl	صنعت	průmysl	N;PL	N;INAN;NOM;MASC;SG;POS
گونه	druhy	گونه	druh	N;SG	N;INAN;NOM;MASC;PL;POS
کانادا	kanada	کانادا	kanada	N;SG	PROPN;NOM;FEM;SG;POS
کانادا	kanady	کانادا	kanada	N;SG	PROPN;NOM;FEM;SG;POS
کانادا	kanadský	کانادا	kanadský	N;SG	ADJ;ANIM;NOM;MASC;SG;POS
کانادا	kanadská	کانادا	kanadský	N;SG	ADJ;NOM;FEM;SG;POS
کانادا	kanadské	کانادا	kanadský	N;SG	ADJ;NOM;NEUT;SG;POS
اسپانیا	španělsko	اسپانیا	španělský	N;SG	PROPN;NOM;NEUT;SG;POS
اسپانیا	španělsky	اسپانیا	španělsky	N;SG	ADV;POS
اسپانیا	španělská	اسپانیا	španělský	N;SG	ADJ;NOM;FEM;SG;POS
اسپانیا	španělské	اسپانیا	španělský	N;SG	ADJ;NOM;FEM;SG;POS
برزیل	brazílie	برزیل	brazílie	N;SG	PROPN;NOM;FEM;SG;POS
برزیل	brazílie	برزیل	brazílie	N;SG	PROPN;NOM;FEM;SG;POS
برزیل	brazilské	برزیل	brazilský	N;SG	ADJ;NOM;MASC;PL;POS
برزیل	brazilský	برزیل	brazilský	N;SG	ADJ;ANIM;NOM;MASC;SG;POS
سبک	lehké	سبک	lehký	N;SG	ADJ;NOM;NEUT;SG;POS
بالا	horní	بالا	horní	ADV;ESS	ADJ;NOM;MASC;SG;POS
بالا	top	بالا	top	ADV;ESS	N;MASC;POS
بالا	vrchol	بالا	vrchol	ADV;ESS	N;INAN;NOM;MASC;SG;POS
بالا	bala	بالا	bát	ADV;ESS	PROPN;NOM;FEM;SG;POS
جدید	nově	جدید	nově	ADJ	ADV;POS
جدید	novinka	جدید	novinka	ADJ	N;NOM;FEM;SG;POS
غیر	non	غیر	non	ADV;NEG	PROPN;NOM;MASC;SG;POS
وارد	ward	وارد	ward	ADJ	PROPN;ANIM;NOM;MASC;SG;POS
عضو	členské	عضو	členský	N;SG	ADJ;NOM;MASC;PL;POS
زنان	ženské	زن	ženský	N;PL	ADJ;NOM;NEUT;SG;POS
زنان	ženský	زن	ženský	N;PL	ADJ;INAN;NOM;MASC;SG;POS
زنان	dámské	زن	dámský	N;PL	ADJ;NOM;MASC;SG;POS
نظامی	vojenský	نظام	vojenský	N;SG	ADJ;INAN;NOM;MASC;SG;POS
نظامی	vojenská	نظام	vojenský	N;SG	ADJ;NOM;FEM;SG;POS
نظامی	vojenské	نظام	vojenský	N;SG	ADJ;NOM;MASC;PL;POS
قمری	lunární	قمری	lunární	N;SG	ADJ;NOM;MASC;SG;POS
آذربایجان	ázerbájdžánu	آذربایجان	Ázerbájdžán	N;SG	PROPN;INAN;GEN;MASC;SG;POS
جای	jai	جا	ja	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
هیچ	jakékoliv	هیچ	jakýkoliv	ADV;NEG	DET;NOM;NEUT;PL
هیچ	jakýkoliv	هیچ	jakýkoliv	ADV;NEG	DET;NOM;MASC;SG
هیچ	jakoukoli	هیچ	jakýkoliv	ADV;NEG	DET;ACC;FEM;SG
هیچ	jakoukoliv	هیچ	jakýkoliv	ADV;NEG	DET;ACC;FEM;SG
هیچ	jakékoli	هیچ	jakýkoliv	ADV;NEG	DET;NOM;NEUT;PL
چین	chin	چین	chin	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
چین	china	چین	china	N;SG	PROPN;NOM;FEM;SG;POS
چین	čína	چین	čína	N;SG	PROPN;NOM;FEM;SG;POS
چین	číně	چین	čína	N;SG	PROPN;DAT;FEM;SG;POS
ادامه	pokračovat	ادامه	pokračovat	N;SG	V;IPFV;POS;NFIN
ادامه	pokračujte	ادامه	pokračovat	N;SG	V;PFV;IMP;PL;2;POS;FIN
ادامه	pokračoval	ادامه	pokračovat	N;SG	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
ادامه	pokračovalo	ادامه	pokračovat	N;SG	V;IPFV;NEUT;SG;POS;PST;V.PTCP;ACT
ادامه	pokračovala	ادامه	pokračovat	N;SG	V;IPFV;POS;PST;V.PTCP;ACT
درجه	stupně	درجه	stupeň	N;SG	N;INAN;NOM;MASC;PL;POS
درجه	tituly	درجه	titul	N;SG	N;INAN;NOM;MASC;PL;POS
درجه	stupňů	درجه	stupeň	N;SG	N;INAN;GEN;MASC;PL;POS
درجه	stupně	درجه	stupeň	N;SG	N;INAN;NOM;MASC;PL;POS
انتخاب	vyberte	انتخاب	vybrat	N;SG	V;IMP;PL;2;POS;FIN
انتخاب	vybrat	انتخاب	vybrat	N;SG	V;POS;NFIN
انتخاب	vyberte	انتخاب	vybrat	N;SG	V;IMP;PL;2;POS;FIN
انتخاب	vybrat	انتخاب	vybrat	N;SG	V;POS;NFIN
انتخاب	zvolte	انتخاب	zvolit	N;SG	V;PFV;IMP;PL;2;POS;FIN
دستی	ruční	دست	ruční	N;SG	ADJ;NOM;MASC;SG;POS
دستی	manuální	دست	manuální	N;SG	ADJ;NOM;MASC;SG;POS
فقط	jen	فقط	jen	ADV	PART
فقط	jenom	فقط	jenom	ADV	PART
اعلام	vyhlášen	اعلام	vyhlášený	N;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
اعلام	prohlásil	اعلام	prohlásit	N;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
اعلام	oznámit	اعلام	oznámit	N;SG	V;PFV;POS;NFIN
نسبت	poměr	نسبت	poměr	ADP	N;INAN;NOM;MASC;SG;POS
مسابقات	turnaj	مسابقه	turnaj	N;PL	N;INAN;NOM;MASC;SG;POS
تلفن	telefonní	تلفن	telefonní	N;SG	ADJ;NOM;MASC;SG;POS
تلفن	telefonní	تلفن	telefonní	N;SG	ADJ;NOM;MASC;SG;POS
داستان	příběhy	داستان	příběh	N;SG	N;INAN;NOM;MASC;PL;POS
سوم	iii	سوم	iii	ADJ	NUM
قانون	law	قانون	law	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
درگذشت	zemřel	در#گذشت#گذر	zemřít	N;SG	V;MASC;SG;POS;PST;V.PTCP;ACT
میلیون	milion	میلیون	milión	NUM	N;INAN;NOM;MASC;SG;POS
میلیون	milionů	میلیون	milión	NUM	N;INAN;GEN;MASC;PL;POS
میلیون	miliony	میلیون	milión	NUM	N;INAN;NOM;MASC;PL;POS
میلیون	milionu	میلیون	milión	NUM	N;INAN;GEN;MASC;SG;POS
کمک	pomozte	کمک	pomoci	N;SG	V;PFV;IMP;PL;2;POS;FIN
کمک	pomoci	کمک	pomoci	N;SG	V;POS;NFIN
جهت	směry	جهت	směr	ADP	N;INAN;NOM;MASC;PL;POS
جهت	směr	جهت	směr	ADP	N;INAN;NOM;MASC;SG;POS
جهت	směr	جهت	směr	ADP	N;INAN;NOM;MASC;SG;POS
جهت	orientace	جهت	orientace	ADP	N;NOM;FEM;SG;POS
جهت	zaměření	جهت	zaměření	ADP	N;NOM;NEUT;SG;POS
هوایی	anténa	هوایی	anténa	ADJ	N;NOM;FEM;SG;POS
هوایی	vzduchu	هوایی	vzduch	ADJ	N;INAN;GEN;MASC;SG;POS
هوایی	ovzduší	هوایی	ovzduší	ADJ	N;NOM;NEUT;SG;POS
هوایی	vzduch	هوایی	vzduch	ADJ	N;INAN;NOM;MASC;SG;POS
هوایی	air	هوایی	air	ADJ	N;INAN;NOM;MASC;SG;POS
نمایش	ukázat	نمایش	ukázat	N;SG	V;POS;NFIN
نمایش	zobrazit	نمایش	zobrazit	N;SG	V;PFV;POS;NFIN
آمریکای	ameriky	آمریکا	amerika	N;SG	PROPN;NOM;FEM;SG;POS
ناحیه	oblasti	ناحیه	oblast	N;SG	N;NOM;FEM;PL;POS
ویرایش	upravit	ویرایش	upravit	N;SG	V;PFV;POS;NFIN
ویرایش	úpravy	ویرایش	úprava	N;SG	N;NOM;FEM;PL;POS
حکومت	vlády	حکومت	vláda	N;SG	N;NOM;FEM;PL;POS
بازدید	navštívil	None	navštívit	N;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
بازدید	navštívila	None	navštívit	N;SG	V;PFV;POS;PST;V.PTCP;ACT
بازدید	navštívili	None	navštívit	N;SG	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
بازدید	navštívit	None	navštívit	N;SG	V;PFV;POS;NFIN
بازدید	navštivte	None	navštivtět	N;SG	V;IMP;PL;2;POS;FIN
بازدید	návštěv	None	návštěva	N;SG	N;NOM;FEM;PL;POS
بازدید	návštěvy	None	návštěva	N;SG	N;NOM;FEM;PL;POS
شیمیایی	chemická	شیمیایی	chemický	N;SG	ADJ;NOM;FEM;SG;POS
شیمیایی	chemikálie	شیمیایی	chemikálie	N;SG	N;NOM;FEM;PL;POS
شیمیایی	chemické	شیمیایی	chemický	N;SG	ADJ;NOM;MASC;SG;POS
شیمیایی	chemický	شیمیایی	chemický	N;SG	ADJ;INAN;NOM;MASC;SG;POS
شیمیایی	chemikálie	شیمیایی	chemikálie	N;SG	N;NOM;FEM;PL;POS
مساحت	oblasti	مساحت	oblast	N;SG	N;NOM;FEM;PL;POS
شبکه	sítě	شبکه	síť	N;SG	N;NOM;FEM;PL;POS
برنامه	app	برنامه	app	N;SG	PROPN;MASC;SG;POS
برنامه	naplánovat	برنامه	naplánovat	N;SG	V;PFV;POS;NFIN
تولد	narozeniny	تولد	narozeniny	N;SG	N;NOM;FEM;PL;POS
تولد	narozeniny	تولد	narozeniny	N;SG	N;NOM;FEM;PL;POS
تبدیل	proměnit	تبدیل	proměnit	N;SG	V;PFV;POS;NFIN
تبدیل	převést	تبدیل	převést	N;SG	V;POS;NFIN
تبدیل	proměnit	تبدیل	proměnit	N;SG	V;PFV;POS;NFIN
تبدیل	proměny	تبدیل	proměna	N;SG	N;NOM;FEM;PL;POS
دریایی	námořní	دریا	námořní	N;SG	ADJ;NOM;FEM;SG;POS
دریایی	marine	دریا	marine	N;SG	PROPN;FEM;SG;POS
دریایی	mořských	دریا	mořský	N;SG	ADJ;ANIM;GEN;MASC;PL;POS
دریایی	mořská	دریا	mořský	N;SG	ADJ;NOM;FEM;SG;POS
سن	seine	سن	seine	N;SG	PROPN;INAN;NOM;MASC;SG;POS
سن	san	سن	san	N;SG	ADJ;POS
سن	svatý	سن	svatý	N;SG	ADJ;ANIM;NOM;MASC;SG;POS
سن	svatá	سن	svatý	N;SG	ADJ;NOM;FEM;SG;POS
سن	saint	سن	saint	N;SG	PROPN;INAN;NOM;MASC;SG;POS
عربی	arabský	عربی	arabský	N;SG	ADJ;INAN;NOM;MASC;SG;POS
عربی	arabské	عربی	arabský	N;SG	ADJ;NOM;MASC;PL;POS
عربی	arabsky	عربی	arabsky	N;SG	ADV;POS
عربی	arabský	عربی	arabský	N;SG	ADJ;INAN;NOM;MASC;SG;POS
عربی	arabské	عربی	arabský	N;SG	ADJ;NOM;MASC;PL;POS
روش	roche	روش	rokha	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
بازیکن	hráče	بازیکن	hráč	N;SG	N;ANIM;ACC;MASC;PL;POS
بازیکن	hráči	بازیکن	hráč	N;SG	N;ANIM;NOM;MASC;PL;POS
بازیکن	hráče	بازیکن	hráč	N;SG	N;ANIM;ACC;MASC;PL;POS
بازیکن	hráčů	بازیکن	hráč	N;SG	N;ANIM;GEN;MASC;PL;POS
بازیکن	hráči	بازیکن	hráč	N;SG	N;ANIM;NOM;MASC;PL;POS
بازیکن	přehrávače	بازیکن	přehrávač	N;SG	N;INAN;NOM;MASC;PL;POS
رفته	pryč	رفت#رو	pryč	V;SG;3;V.PTCP	ADV
بودن	být	بودن	být	N;SG	V;POS;NFIN
نتیجه	výsledky	نتیجه	výsledek	N;SG	N;INAN;NOM;MASC;PL;POS
نتیجه	výsledků	نتیجه	výsledek	N;SG	N;INAN;GEN;MASC;PL;POS
نتیجه	závěry	نتیجه	závěr	N;SG	N;INAN;NOM;MASC;PL;POS
تگزاس	texasu	تگزاس	texas	N;SG	PROPN;INAN;GEN;MASC;SG;POS
تگزاس	texas	تگزاس	texas	N;SG	PROPN;INAN;NOM;MASC;SG;POS
عراق	irák	عراق	irák	N;SG	PROPN;INAN;NOM;MASC;SG;POS
عراق	iráku	عراق	irák	N;SG	PROPN;INAN;GEN;MASC;SG;POS
شروع	začít	شروع	začít	N;SG	V;POS;NFIN
شروع	spustit	شروع	spustit	N;SG	V;PFV;POS;NFIN
شروع	začíná	شروع	začínat	N;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
شروع	začínám	شروع	začínat	N;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
شروع	začínáme	شروع	začínat	N;SG	V;IPFV;IND;PL;1;POS;PRS;FIN;ACT
هنر	art	هنر	art	N;SG	PROPN;INAN;NOM;MASC;SG;POS
بررسی	zkontrolovat	بررسی	zkontrolovat	N;SG	V;PFV;POS;NFIN
بررسی	zkontrolujte	بررسی	zkontrolovat	N;SG	V;PFV;IMP;PL;2;POS;FIN
مدیر	vedoucí	مدیر	vedoucí	N;SG	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
باز	otevřít	باز	otevřít	ADJ	V;POS;NFIN
باز	zpět	باز	zpět	ADJ	ADV
باز	zpátky	باز	zpátky	ADJ	ADV
باز	záda	باز	záda	ADJ	N;NOM;NEUT;PL;POS
ترکیه	turecko	ترکیه	turecký	N;SG	PROPN;NOM;NEUT;SG;POS
ترکیه	turecký	ترکیه	turecký	N;SG	ADJ;ANIM;NOM;MASC;SG;POS
ترکیه	turecké	ترکیه	turecký	N;SG	ADJ;NOM;MASC;PL;POS
ترکیه	turecká	ترکیه	turecký	N;SG	ADJ;NOM;FEM;SG;POS
مدال	medaile	مدال	medaile	N;SG	N;NOM;FEM;PL;POS
مدال	medaile	مدال	medaile	N;SG	N;NOM;FEM;PL;POS
حقوق	mzda	حق	mzda	N;PL	N;NOM;FEM;SG;POS
حقوق	plat	حق	plat	N;PL	N;INAN;NOM;MASC;SG;POS
حقوق	právo	حق	právo	N;PL	N;NOM;NEUT;SG;POS
حقوق	zákon	حق	zákon	N;PL	N;INAN;NOM;MASC;SG;POS
حقوق	law	حق	law	N;PL	PROPN;ANIM;NOM;MASC;SG;POS
عمومی	veřejně	عمومی	veřejně	ADJ	ADV;POS
عمومی	veřejnost	عمومی	veřejnost	ADJ	N;NOM;FEM;SG;POS
عمومی	obecně	عمومی	obecně	ADJ	ADV;POS
ترجمه	překlady	ترجمه	překlad	N;SG	N;INAN;NOM;MASC;PL;POS
ترجمه	přeložit	ترجمه	přeložit	N;SG	V;PFV;POS;NFIN
ترجمه	překládat	ترجمه	překládat	N;SG	V;IPFV;POS;NFIN
دقیقه	minuty	دقیقه	minuta	N;SG	N;NOM;FEM;PL;POS
دقیقه	minut	دقیقه	minuta	N;SG	N;GEN;FEM;PL;POS
رنگ	barevně	رنگ	barevně	N;SG	ADV;POS
رنگ	barevně	رنگ	barevně	N;SG	ADV;POS
افزایش	zvýšit	افزایش	zvýšit	N;SG	V;PFV;POS;NFIN
افزایش	zvýšený	افزایش	zvýšený	N;SG	ADJ;INAN;NOM;MASC;SG;POS
افزایش	zvýšená	افزایش	zvýšený	N;SG	ADJ;NOM;FEM;SG;POS
افزایش	zvýšené	افزایش	zvýšený	N;SG	ADJ;NOM;NEUT;SG;POS
مدیریت	spravovat	مدیریت	spravovat	N;SG	V;IPFV;POS;NFIN
گل	květiny	گل	květina	N;SG	N;NOM;FEM;PL;POS
گل	květy	گل	květ	N;SG	N;INAN;NOM;MASC;PL;POS
گل	branky	گل	branka	N;SG	N;NOM;FEM;PL;POS
انتشار	publikovat	انتشار	publikovat	N;SG	V;POS;NFIN
انتشار	zveřejní	انتشار	zveřejnit	N;SG	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
انتشار	zveřejnit	انتشار	zveřejnit	N;SG	V;PFV;POS;NFIN
انتشار	emise	انتشار	emise	N;SG	N;NOM;FEM;PL;POS
نیاز	potřebovat	نیاز	potřebovat	N;SG	V;IPFV;POS;NFIN
نیاز	potřebuji	نیاز	potřebovat	N;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
نیاز	potřebují	نیاز	potřebovat	N;SG	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
نیاز	potřebná	نیاز	potřebný	N;SG	ADJ;NOM;FEM;SG;POS
نیاز	potřebné	نیاز	potřebný	N;SG	ADJ;NOM;NEUT;SG;POS
نیاز	potřebný	نیاز	potřebný	N;SG	ADJ;INAN;NOM;MASC;SG;POS
نیاز	potřeboval	نیاز	potřebovat	N;SG	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
نیاز	potřeb	نیاز	potřeba	N;SG	N;GEN;FEM;PL;POS
نیاز	potřebuje	نیاز	potřebovat	N;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
نیاز	potřeby	نیاز	potřeba	N;SG	N;NOM;FEM;PL;POS
نیاز	požadované	نیاز	požadovaný	N;SG	ADJ;NOM;NEUT;SG;POS
نیاز	požadováno	نیاز	požadovaný	N;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
نیاز	vyžadováno	نیاز	vyžadovaný	N;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
توضیح	komentovat	توضیح	komentovat	N;SG	V;POS;NFIN
توضیح	komentáře	توضیح	komentář	N;SG	N;INAN;NOM;MASC;PL;POS
ترکیب	kombinovat	ترکیب	kombinovat	N;SG	V;IPFV;POS;NFIN
دریافت	přijímající	دریافت	přijímající	N;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
دریافت	obdržet	دریافت	obdržet	N;SG	V;POS;NFIN
دریافت	přijímat	دریافت	přijímat	N;SG	V;IPFV;POS;NFIN
رشته	nitě	رشته	nit	N;SG	N;NOM;FEM;PL;POS
موافق	souhlasím	موافق	souhlasit	N;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
موافق	souhlasit	موافق	souhlasit	N;SG	V;IPFV;POS;NFIN
هنری	jindřich	هنری	jindřich	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
هنری	henry	هنری	henr	N;SG	PROPN;ANIM;NOM;MASC;SG;POS
مواد	materiál	ماده	materiál	N;PL	N;INAN;NOM;MASC;SG;POS
مواد	materiál	ماده	materiál	N;PL	N;INAN;NOM;MASC;SG;POS
کارگردانی	namířených	کارگردانی	namířený	N;SG	ADJ;GEN;MASC;PL;POS
