right	prawo	righta	prawo		N;NOM;NEUT;SG
ljudi	people	človek	peopło	N;ACC;MASC;PL	
ljudi	ludzie	človek	człowiek	N;ACC;MASC;PL	N;NOM;MASC;PL
države	stanów	država	stan	N;NOM;FEM;PL	N;GEN;MASC;PL
države	krajów	država	kraj	N;NOM;FEM;PL	N;GEN;MASC;PL
maja	majowe	maj	majowy	N;GEN;MASC;SG	ADJ;NOM;NEUT;SG
maja	maja	maj	mieć	N;GEN;MASC;SG	
maja	może	maj	móc	N;GEN;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
maja	majowy	maj	majowy	N;GEN;MASC;SG	ADJ;NOM;MASC;SG
maja	maj	maj	maj	N;GEN;MASC;SG	
maja	maja	maj	mieć	N;GEN;MASC;SG	
novo	novo	nov	novo	ADJ;NOM;NEUT;SG	
novo	nowości	nov	nowość	ADJ;NOM;NEUT;SG	N;ACC;FEM;PL
novo	nowość	nov	nowość	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
novo	nowa	nov	nowy	ADJ;NOM;NEUT;SG	
pesem	piosenki	pesem	piosenka	N;NOM;FEM;SG	N;ACC;FEM;PL
pesem	utwór	pesem	utwór	N;NOM;FEM;SG	N;ACC;MASC;SG
pesem	pieśń	pesem	pieśń	N;NOM;FEM;SG	
pesem	song	pesem	song	N;NOM;FEM;SG	
švedska	szwecji	švedska	szwecja	ADJ;NOM;FEM;SG	
švedska	szwecja	švedska	szwecja	ADJ;NOM;FEM;SG	
vas	vas	ti	vas	PRO;ACC;PL;2	
str	ul	str	ul		
str	str	str	strzyć		
iii	iii	iiti	iii		
krog	kręgu	krog	krąg	N;NOM;MASC;SG	N;GEN;MASC;SG
krog	circle	krog	circle	N;NOM;MASC;SG	
krog	kolanach	krog	kolano	N;NOM;MASC;SG	N;DAT;NEUT;PL
krog	okrążenia	krog	okrążyć	N;NOM;MASC;SG	N;NOM;NEUT;PL
krog	okrągła	krog	okrągnąć	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
krog	okrągły	krog	okrągnąć	N;NOM;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
krog	okrągł	krog	okrągnąć	N;NOM;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
teh	te	ta	ten	DET;GEN;MASC;PL	DET;NOM;MASC;PL
red	czerwień	red	czerwień	N;NOM;MASC;SG	
red	czerwony	red	czerwony	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
red	czerwona	red	czerwony	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
red	czerwone	red	czerwony	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
član	członka	član	członek	N;NOM;MASC;SG	N;ACC;MASC;SG
član	członkowskie	član	członkowski	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
član	członkiem	član	członek	N;NOM;MASC;SG	N;INS;MASC;SG
nagrado	nagroda	nagrada	nagroda	N;ACC;FEM;SG	N;NOM;FEM;SG
nagrado	nagroda	nagrada	nagroda	N;ACC;FEM;SG	N;NOM;FEM;SG
nagrado	nagrody	nagrada	nagroda	N;ACC;FEM;SG	N;NOM;FEM;PL
nagrado	wyróżnienie	nagrada	wyróżnienie	N;ACC;FEM;SG	N;NOM;NEUT;SG
nagrado	nagroda	nagrada	nagroda	N;ACC;FEM;SG	N;NOM;FEM;SG
nagrado	nagrody	nagrada	nagroda	N;ACC;FEM;SG	N;NOM;FEM;PL
glavni	główna	glaven	główna	ADJ;NOM;DEF;MASC;SG	
glavni	main	glaven	main	ADJ;NOM;DEF;MASC;SG	
wehrmacht	wehrmacht	wehrmacht	wehrmacht	N;NOM;MASC;SG	
sam	samotnie	samo	samotnie	PART	ADV
sam	sama	samo	sam	PART	ADJ;NOM;FEM;SG
sam	sam	samo	sam	PART	ADJ;NOM;MASC;SG
sam	sama	samo	sam	PART	ADJ;NOM;FEM;SG
sam	sam	samo	sam	PART	ADJ;NOM;MASC;SG
ivan	ivan	ivan	ivan	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
ivan	iwan	ivan	iwan	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
knjiga	książkę	knjiga	książka	N;NOM;FEM;SG	N;ACC;FEM;SG
knjiga	książki	knjiga	książka	N;NOM;FEM;SG	N;NOM;FEM;PL
knjiga	księga	knjiga	ksiągać	N;NOM;FEM;SG	
anderson	anderson	anderson	anderson	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
anderson	andersona	anderson	andersić	N;NOM;MASC;SG	
njegove	jego	njegov	on	DET;NOM;FEM;PL;3	PRO;GEN;MASC;SG;3
der	der	der	der		
sistem	systemu	sistem	system	N;NOM;MASC;SG	N;GEN;MASC;SG
sistem	system	sistem	system	N;NOM;MASC;SG	N;ACC;MASC;SG
sistem	systemowe	sistem	systemowy	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
večinoma	głównie	večinoma	głównie	ADV	PART
večinoma	najczęściej	večinoma	często	ADV	ADV;RL
večinoma	przeważnie	večinoma	przeważnie	ADV	
večinoma	głównie	večinoma	głównie	ADV	PART
oseb	osoby	oseba	osoba	N;GEN;FEM;PL	N;NOM;FEM;PL
januarja	styczeń	januar	styczenie	N;GEN;MASC;SG	
živi	live	živeti	liv	V;IPFV;IND;SG;3;PRS;FIN	
živi	żywo	živeti	żywo	V;IPFV;IND;SG;3;PRS;FIN	
živi	żyj	živeti	żyć	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
ford	forda	ford	ford	N;NOM;MASC;SG	N;ACC;MASC;SG
ford	ford	ford	ford	N;NOM;MASC;SG	
julija	lipca	julij	lipiec	N;GEN;MASC;SG	
julija	lipiec	julij	lipiec	N;GEN;MASC;SG	
julija	julii	julij	julia	N;GEN;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
julija	julia	julij	julia	N;GEN;MASC;SG	PROPN;NOM;FEM;SG
julija	julia	julij	julia	N;GEN;MASC;SG	PROPN;NOM;FEM;SG
julija	juliet	julij	juliet	N;GEN;MASC;SG	PROPN;NOM;FEM;SG
jim	jim	on	jim	PROPN;NOM;MASC;PL	PROPN;NOM;MASC;SG
jim	jima	on	jima	PROPN;NOM;MASC;PL	
peter	piotra	peter	piotr	N;NOM;MASC;SG	
peter	peter	peter	peter	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
peter	piotrze	peter	piotr	N;NOM;MASC;SG	N;VOC;MASC;SG
peter	piotr	peter	piotr	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
grad	zamek	grad	zamek	N;NOM;MASC;SG	
grad	castle	grad	castło	N;NOM;MASC;SG	
grad	zamku	grad	zamek	N;NOM;MASC;SG	
grad	grad	grad	grada	N;NOM;MASC;SG	
manj	mniej	manj	mało	DET	ADV;CMPR
manj	mniejsza	manj	mały	DET	ADJ;NOM;CMPR;FEM;SG
manj	mniej	manj	mało	DET	ADV;CMPR
septembra	wrzesień	september	wrzesień	N;GEN;MASC;SG	
septembra	września	september	wrzesień	N;GEN;MASC;SG	
junija	june	junij	juny	N;GEN;MASC;SG	
junija	czerwiec	junij	czerwiec	N;GEN;MASC;SG	
način	way	način	wy	N;NOM;MASC;SG	
način	sposób	način	sposób	N;NOM;MASC;SG	V;IND;PRS;FIN
janez	jan	janez	jan	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
janez	johna	janez	johny	PROPN;NOM;MASC;SG	
janez	janek	janez	janek	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
janez	john	janez	john	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
janez	jana	janez	jani	PROPN;NOM;MASC;SG	
janez	janez	janez	janez	PROPN;NOM;MASC;SG	
imen	imiona	ime	imię	N;GEN;NEUT;PL	N;NOM;NEUT;PL
imen	nazwiska	ime	nazwisko	N;GEN;NEUT;PL	N;NOM;NEUT;PL
imen	nazwy	ime	nazwa	N;GEN;NEUT;PL	
mesa	mięso	meso	mięso	N;GEN;NEUT;SG	N;NOM;NEUT;SG
film	filmu	film	film	N;NOM;MASC;SG	N;GEN;MASC;SG
film	film	film	film	N;NOM;MASC;SG	N;ACC;MASC;SG
film	filmy	film	film	N;NOM;MASC;SG	N;NOM;MASC;PL
film	film	film	film	N;NOM;MASC;SG	N;ACC;MASC;SG
oktobra	październik	oktober	październik	N;GEN;MASC;SG	N;NOM;MASC;SG
občine	gmin	občina	gmina	N;NOM;FEM;PL	
občine	gminy	občina	gmina	N;NOM;FEM;PL	
brigada	brygady	brigada	brygada	N;NOM;FEM;SG	N;GEN;FEM;SG
vrste	gatunek	vrsta	gatunek	N;NOM;FEM;PL	N;NOM;MASC;SG
sveta	święty	svet	święty	N;NOM;MASC;SG	
sveta	święte	svet	święty	N;NOM;MASC;SG	
sveta	council	svet	council	N;NOM;MASC;SG	
sveta	rady	svet	rada	N;NOM;MASC;SG	N;GEN;FEM;SG
sveta	radzie	svet	rada	N;NOM;MASC;SG	N;DAT;FEM;SG
svetovna	świat	svetoven	świat	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
svetovna	swiat	svetoven	swiat	ADJ;NOM;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
svetovna	świata	svetoven	świat	ADJ;NOM;FEM;SG	N;GEN;MASC;SG
svetovna	świecie	svetoven	świat	ADJ;NOM;FEM;SG	N;DAT;MASC;SG
svetovna	world	svetoven	world	ADJ;NOM;FEM;SG	
svetovna	global	svetoven	global	ADJ;NOM;FEM;SG	
svetovna	globalnego	svetoven	globalny	ADJ;NOM;FEM;SG	ADJ;ACC;MASC;SG
marca	marzec	marec	marzec	N;GEN;MASC;SG	
marca	marca	marec	marza	N;GEN;MASC;SG	
marca	marsz	marec	marsz	N;GEN;MASC;SG	N;NOM;MASC;SG
nahaja	zlokalizowany	nahajati	zlokalizować	V;IPFV;IND;SG;3;PRS;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
nahaja	położony	nahajati	położyć	V;IPFV;IND;SG;3;PRS;FIN	
nahaja	zlokalizowane	nahajati	zlokalizować	V;IPFV;IND;SG;3;PRS;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sin	synu	sin	syn	N;NOM;MASC;SG	N;VOC;MASC;SG
verjetno	pewnie	verjetno	pewnie	ADV	PART
njihova	ich	njihov	on	DET;NOM;FEM;SG;3	PRO;GEN;MASC;PL;3
pot	ścieżki	pot	ścieżka	N;NOM;FEM;SG	N;ACC;FEM;PL
pot	ścieżkę	pot	ścieżka	N;NOM;FEM;SG	N;ACC;FEM;SG
pot	drogę	pot	droga	N;NOM;FEM;SG	N;ACC;FEM;SG
pot	drodze	pot	droga	N;NOM;FEM;SG	N;DAT;FEM;SG
pot	trasy	pot	trasa	N;NOM;FEM;SG	N;ACC;FEM;PL
pot	drogowy	pot	drogowy	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
pot	drogi	pot	droga	N;NOM;FEM;SG	
pot	drodze	pot	droga	N;NOM;FEM;SG	N;DAT;FEM;SG
pot	road	pot	road	N;NOM;FEM;SG	
pot	way	pot	wy	N;NOM;FEM;SG	
pot	sposób	pot	sposób	N;NOM;FEM;SG	V;IND;PRS;FIN
houten	houten	houten	houten	N;NOM;MASC;SG	
vsi	każdy	ves	każdy	DET;NOM;MASC;PL	DET;NOM;MASC;SG
vsi	wszyscy	ves	wszyscy	DET;NOM;MASC;PL	PRO;NOM;MASC;PL
vsi	wszystko	ves	wszystko	DET;NOM;MASC;PL	PRO;NOM;NEUT;SG
vsi	all	ves	all	DET;NOM;MASC;PL	
vsi	wszyscy	ves	wszyscy	DET;NOM;MASC;PL	PRO;NOM;MASC;PL
vsi	każdy	ves	każdy	DET;NOM;MASC;PL	DET;NOM;MASC;SG
vsi	wszyscy	ves	wszyscy	DET;NOM;MASC;PL	PRO;NOM;MASC;PL
nekateri	niektóre	nekateri	niektóry	DET;NOM;MASC;PL	DET;NOM;MASC;SG
nekateri	trochę	nekateri	trochę	DET;NOM;MASC;PL	ADV
avgusta	augusta	avgust	augusta	N;GEN;MASC;SG	
avgusta	august	avgust	august	N;GEN;MASC;SG	N;NOM;MASC;SG
avgusta	sierpień	avgust	sierpienie	N;GEN;MASC;SG	
aprila	kwietnia	april	kwiecia	N;GEN;MASC;SG	
aprila	april	april	april	N;GEN;MASC;SG	
aprila	kwiecień	april	kwiecienie	N;GEN;MASC;SG	N;NOM;NEUT;SG
vsebuje	zawierają	vsebovati	zawierać	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
umrl	die	umreti	die	V;PFV;MASC;SG;V.PTCP	
umrl	zmarłego	umreti	zmarły	V;PFV;MASC;SG;V.PTCP	N;ACC;MASC;SG
umrl	zmarli	umreti	zemrzeć	V;PFV;MASC;SG;V.PTCP	V;PFV;MASC;IND;PL;PST;FIN;ACT
predsednik	przewodnicząca	predsednik	przewodnicząca	N;NOM;MASC;SG	
predsednik	prezydenci	predsednik	prezydent	N;NOM;MASC;SG	N;NOM;MASC;PL
predsednik	przewodniczącego	predsednik	przewodniczący	N;NOM;MASC;SG	N;ACC;MASC;SG
predsednik	prezesie	predsednik	prezes	N;NOM;MASC;SG	
večina	najczęściej	večina	często	N;NOM;FEM;SG	ADV;RL
večina	większości	večina	większość	N;NOM;FEM;SG	N;GEN;FEM;SG
večina	najbardziej	večina	bardzo	N;NOM;FEM;SG	ADV;RL
večina	większości	večina	większość	N;NOM;FEM;SG	N;GEN;FEM;SG
generalov	generałowie	general	generał	N;GEN;MASC;PL	N;NOM;MASC;PL
generalov	generałów	general	generał	N;GEN;MASC;PL	N;ACC;MASC;PL
pogovor	dyskusji	pogovor	dyskusja	N;NOM;MASC;SG	N;GEN;FEM;SG
pogovor	dyskusje	pogovor	dyskusja	N;NOM;MASC;SG	N;NOM;FEM;PL
pogovor	dyskusję	pogovor	dyskusja	N;NOM;MASC;SG	N;ACC;FEM;SG
pogovor	rozmowę	pogovor	rozmowa	N;NOM;MASC;SG	N;ACC;FEM;SG
pogovor	rozmowy	pogovor	rozmowa	N;NOM;MASC;SG	N;ACC;FEM;PL
pogovor	konwersacji	pogovor	konwersacja	N;NOM;MASC;SG	N;GEN;FEM;SG
pogovor	mówić	pogovor	mówić	N;NOM;MASC;SG	V;IPFV;NFIN;ACT
razvoj	rozwoju	razvoj	rozwój	N;NOM;MASC;SG	N;GEN;MASC;SG
razvoj	ewolucję	razvoj	ewolucja	N;NOM;MASC;SG	N;ACC;FEM;SG
razvoj	ewolucji	razvoj	ewolucja	N;NOM;MASC;SG	N;GEN;FEM;SG
velike	duża	velik	duży	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
velike	duży	velik	duży	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
velike	dużych	velik	duży	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;PL
velike	duże	velik	duży	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
velike	duża	velik	duży	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
velike	duże	velik	duży	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
velike	big	velik	big	ADJ;NOM;FEM;PL	
velike	wielka	velik	wielki	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
velike	duży	velik	duży	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
velike	wielki	velik	wielki	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
uradna	urzędnik	uraden	urzędnik	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
uradna	urzędowym	uraden	urzędowy	ADJ;NOM;FEM;SG	ADJ;INS;MASC;SG
uradna	oficjalnie	uraden	oficjalnie	ADJ;NOM;FEM;SG	ADV
album	albumu	album	album	N;NOM;MASC;SG	
novembra	listopadzie	november	listopad	N;GEN;MASC;SG	N;ACC;MASC;SG
novembra	listopad	november	listopad	N;GEN;MASC;SG	
napisal	napisali	napisati	napisać	V;PFV;MASC;SG;V.PTCP	V;PFV;MASC;IND;PL;PST;FIN;ACT
napisal	pisał	napisati	pisać	V;PFV;MASC;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
roman	rzymski	roman	rzymski	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
roman	roman	roman	roman	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
roman	rzymskie	roman	rzymski	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
roman	powieść	roman	powieść	N;NOM;MASC;SG	V;PFV;NFIN;ACT
roman	powieści	roman	powieść	N;NOM;MASC;SG	N;GEN;FEM;SG
dobil	got	dobiti	gotować	V;PFV;MASC;SG;V.PTCP	
dobil	mam	dobiti	mieć	V;PFV;MASC;SG;V.PTCP	V;IPFV;IND;SG;1;PRS;FIN;ACT
števila	numery	število	numer	N;GEN;NEUT;SG	N;NOM;MASC;PL
števila	cyfry	število	cyfra	N;GEN;NEUT;SG	
števila	liczby	število	liczba	N;GEN;NEUT;SG	N;ACC;FEM;SG
kaj	jakie	kaj	jaki	PRO;ACC;NEUT;SG	DET;ACC;MASC;SG
kaj	co	kaj	co	PRO;ACC;NEUT;SG	
katero	która	kateri	który	DET;ACC;NEUT;SG	DET;NOM;FEM;SG
katero	który	kateri	który	DET;ACC;NEUT;SG	DET;NOM;MASC;SG
katere	które	kateri	który	DET;ACC;FEM;PL	DET;ACC;MASC;SG
katere	która	kateri	który	DET;ACC;FEM;PL	DET;NOM;FEM;SG
katere	który	kateri	który	DET;ACC;FEM;PL	DET;NOM;MASC;SG
rowspan	rowspan	rowspan	rowspanin	N;NOM;MASC;SG	
malo	malo	malo	malo	DET	V;IPFV;IND;SG;1;PRS;FIN;ACT
poti	ścieżki	pot	ścieżka	N;NOM;FEM;SG	N;ACC;FEM;PL
poti	ścieżek	pot	ścieżka	N;NOM;FEM;SG	N;GEN;FEM;PL
poti	trasy	pot	trasa	N;NOM;FEM;SG	N;ACC;FEM;PL
poti	szlaki	pot	szlak	N;NOM;FEM;SG	N;NOM;MASC;PL
poti	tras	pot	tras	N;NOM;FEM;SG	N;GEN;FEM;PL
kitt	kitt	kitt	kitt		
vojska	wojskowy	vojska	wojskowy	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
vojska	wojskowe	vojska	wojskowy	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
vojska	army	vojska	arma	N;NOM;FEM;SG	
vojska	armii	vojska	armia	N;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
spacewatch	spacewatch	spacewatch	spacewat	N;NOM;MASC;SG	
vode	woda	voda	woda	N;GEN;FEM;SG	N;NOM;FEM;SG
vode	wód	voda	woda	N;GEN;FEM;SG	
italijanski	włochy	italijanski	włochy	ADJ;NOM;MASC;SG	
italijanski	włoski	italijanski	włoski	ADJ;NOM;MASC;SG	
italijanski	włoch	italijanski	wąć	ADJ;NOM;MASC;SG	
loneos	loneos	loneos	loneos	N;NOM;MASC;SG	
znan	znani	znan	znany	ADJ;NOM;INDF;MASC;SG;V.PTCP	N;NOM;MASC;PL
znan	znany	znan	znany	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
znan	znana	znan	znany	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;IPFV;IND;SG;PRS;FIN;ACT
znan	znana	znan	znany	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;IPFV;IND;SG;PRS;FIN;ACT
znan	znany	znan	znany	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
mora	muszą	morati	musieć	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
robert	robercie	robert	robercie	N;NOM;MASC;SG	N;VOC;MASC;SG
formule	formuły	formeti	formuła	N;NOM;FEM;PL	N;ACC;FEM;PL
pisatelj	autor	pisatelj	autor	N;NOM;MASC;SG	V;IPFV;IND;SG;PST;FIN;ACT
maribor	maribor	maribor	maribor	N;NOM;MASC;SG	PROPN;NOM;NEUT;SG
dni	days	dan	days	N;ACC;MASC;PL	
močno	silna	močno	silny	ADV	ADJ;NOM;FEM;SG
močno	silny	močno	silny	ADV	ADJ;NOM;MASC;SG
močno	mocne	močno	mocny	ADV	ADJ;NOM;NEUT;SG
močno	silne	močno	silny	ADV	ADJ;NOM;NEUT;SG
močno	mocna	močno	mocny	ADV	
močno	potężne	močno	potężny	ADV	ADJ;NOM;NEUT;SG
močno	potężna	močno	potężny	ADV	ADJ;NOM;FEM;SG
močno	potężny	močno	potężny	ADV	ADJ;NOM;MASC;SG
močno	mocne	močno	mocny	ADV	ADJ;NOM;NEUT;SG
življenja	mieszka	življenje	mieszkać	N;GEN;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
življenja	żyje	življenje	żyć	N;GEN;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
običajno	normalne	običajno	normalny	ADV	ADJ;NOM;NEUT;SG
običajno	normalny	običajno	normalny	ADV	ADJ;NOM;MASC;SG
običajno	normalna	običajno	normalny	ADV	ADJ;NOM;FEM;SG
običajno	zazwyczaj	običajno	zazwyczaj	ADV	
običajno	zwykle	običajno	zwykle	ADV	
običajno	przeważnie	običajno	przeważnie	ADV	
običajno	zazwyczaj	običajno	zazwyczaj	ADV	
običajno	zazwyczaj	običajno	zazwyczaj	ADV	
običajno	zwykle	običajno	zwykle	ADV	
slovensko	słoweńskiej	slovenski	słoweński	ADJ;NOM;NEUT;SG	ADJ;GEN;FEM;SG
igrah	mecze	igra	mecz	N;ESS;FEM;PL	N;NOM;MASC;PL
igrah	gier	igra	gier	N;ESS;FEM;PL	
igrah	gry	igra	gra	N;ESS;FEM;PL	
začela	rozpoczęte	začeti	rozpocząć	V;PFV;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
začela	rozpoczęty	začeti	rozpocząć	V;PFV;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
najprej	pierwszy	najprej	pierwszy	ADV;RL	ADJ;NOM;MASC;SG
najprej	pierwsze	najprej	pierwszy	ADV;RL	ADJ;NOM;NEUT;SG
najprej	pierwsza	najprej	pierwszy	ADV;RL	ADJ;NOM;FEM;SG
vir	vir	vir	vir	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
vir	źródła	vir	źródło	N;NOM;MASC;SG	N;NOM;NEUT;PL
vir	zasoby	vir	zasóba	N;NOM;MASC;SG	N;NOM;MASC;PL
vir	zasobów	vir	zasób	N;NOM;MASC;SG	N;GEN;MASC;PL
svet	swiat	svet	swiat	N;NOM;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
svet	świata	svet	świat	N;NOM;MASC;SG	N;GEN;MASC;SG
svet	świecie	svet	świat	N;NOM;MASC;SG	N;DAT;MASC;SG
svet	world	svet	world	N;NOM;MASC;SG	
svet	council	svet	council	N;NOM;MASC;SG	
svet	rady	svet	rada	N;NOM;MASC;SG	N;GEN;FEM;SG
svet	radzie	svet	rada	N;NOM;MASC;SG	N;DAT;FEM;SG
jean	jean	jean	jean	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
jean	jeana	jean	jeany	PROPN;NOM;MASC;SG	
william	william	william	williać	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
william	williamie	william	williamia	N;NOM;MASC;SG	N;DAT;FEM;SG
william	wilhelm	william	wilhelm	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
nove	nowości	nov	nowość	ADJ;NOM;FEM;PL	N;ACC;FEM;PL
nove	nowe	nov	nowy	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
nove	nowość	nov	nowość	ADJ;NOM;FEM;PL	N;NOM;FEM;SG
nove	nowy	nov	nowy	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
nove	nowa	nov	nowy	ADJ;NOM;FEM;PL	
angleški	anglik	angleški	anglik	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
okrog	okolice	okrog	okolica	ADP;GEN	N;ACC;FEM;SG
okrog	dookoła	okrog	dookoła	ADP;GEN	
politik	politycy	politik	polityk	N;NOM;MASC;SG	N;NOM;MASC;PL
politik	polityki	politik	polityka	N;NOM;MASC;SG	N;GEN;FEM;SG
novi	nowości	nov	nowość	ADJ;NOM;DEF;MASC;SG	N;ACC;FEM;PL
novi	nowość	nov	nowość	ADJ;NOM;DEF;MASC;SG	N;NOM;FEM;SG
novi	nowa	nov	nowy	ADJ;NOM;DEF;MASC;SG	
novi	novi	nov	nović	ADJ;NOM;DEF;MASC;SG	PROPN;NOM;MASC;SG
posebej	zwłaszcza	posebej	zwłaszcza	ADV	PART
ruski	rosjanin	ruski	rosjanin	ADJ;NOM;DEF;MASC;SG	N;NOM;MASC;SG
pozneje	pozniej	pozno	pozno	ADV;CMPR	V;PFV;IND;SG;FIN;ACT
bolezni	choroba	bolezen	choroba	N;NOM;FEM;PL	N;NOM;FEM;SG
bolezni	choroby	bolezen	choroba	N;NOM;FEM;PL	N;ACC;FEM;PL
bolezni	choroba	bolezen	choroba	N;NOM;FEM;PL	N;NOM;FEM;SG
bolezni	choroby	bolezen	choroba	N;NOM;FEM;PL	N;ACC;FEM;PL
bolezni	choroby	bolezen	choroba	N;NOM;FEM;PL	N;ACC;FEM;PL
bolezni	chorób	bolezen	chorób	N;NOM;FEM;PL	
bolezni	choroba	bolezen	choroba	N;NOM;FEM;PL	N;NOM;FEM;SG
bolezni	choroby	bolezen	choroba	N;NOM;FEM;PL	N;ACC;FEM;PL
jezik	języku	jezik	język	N;NOM;MASC;SG	N;ACC;MASC;SG
nekatere	niektóre	nekateri	niektóry	DET;NOM;FEM;PL	DET;NOM;MASC;SG
nekatere	trochę	nekateri	trochę	DET;NOM;FEM;PL	ADV
velik	big	velik	big	ADJ;NOM;INDF;MASC;SG	
san	san	san	san	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
bataljon	batalionu	bataljon	batalion	N;NOM;MASC;SG	N;GEN;MASC;SG
februarja	luty	februar	luty	N;GEN;MASC;SG	
februarja	lutego	februar	luty	N;GEN;MASC;SG	
njimi	je	on	on	PRO;DAT;MASC;PL;3	PRO;ACC;NEUT;PL;3
njimi	ich	on	on	PRO;DAT;MASC;PL;3	PRO;GEN;MASC;PL;3
njen	jej	njen	on	DET;NOM;MASC;SG;3	PRO;GEN;FEM;SG;3
njen	jej	njen	on	DET;NOM;MASC;SG;3	PRO;GEN;FEM;SG;3
njen	ją	njen	on	DET;NOM;MASC;SG;3	PRO;ACC;FEM;SG;3
anton	anton	anton	anton	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
klub	club	klub	club	N;NOM;MASC;SG	
klub	klubie	klub	klub	N;NOM;MASC;SG	N;DAT;MASC;SG
članek	artykułu	članek	artykuł	N;NOM;MASC;SG	N;GEN;MASC;SG
članek	artykul	članek	artykul	N;NOM;MASC;SG	N;ACC;MASC;SG
oče	tato	oče	tato	N;NOM;MASC;SG	
oče	ojcze	oče	ojciec	N;NOM;MASC;SG	
igralec	player	igralec	player	N;NOM;MASC;SG	
igralec	gracza	igralec	gracza	N;NOM;MASC;SG	N;ACC;MASC;SG
igralec	aktora	igralec	aktor	N;NOM;MASC;SG	N;ACC;MASC;SG
vasi	wioski	vas	wioska	N;GEN;FEM;SG	N;ACC;FEM;SG
vasi	wiosce	vas	wioska	N;GEN;FEM;SG	N;DAT;FEM;SG
vasi	wioska	vas	wioska	N;GEN;FEM;SG	N;NOM;FEM;SG
vasi	village	vas	village	N;GEN;FEM;SG	N;NOM;MASC;SG
