maurice	maurice	maurizar	maurice	PROPN	
viajeros	rejsende	viajero	rejse	N;MASC;PL	V;PRS;V.PTCP
sobrevivir	overlevelsen	sobrevivir	overlevelse	V;NFIN	N;DEF;MASC+FEM;SG
sobrevivir	overlevelse	sobrevivir	overlevelse	V;NFIN	N;INDF;MASC+FEM;SG
experimento	eksperimentere	experimento	eksperimentere	N;MASC;SG	V;NFIN;ACT
experimento	eksperimenter	experimento	eksperiment	N;MASC;SG	N;INDF;MASC+FEM;PL
consideradas	overvejede	considerar	overveje	ADJ;FEM;PL;V.PTCP	V;IND;PST;FIN;ACT
consideradas	overvejes	considerar	overveje	ADJ;FEM;PL;V.PTCP	V;PRS;NFIN;PASS
consideradas	overvejet	considerar	overveje	ADJ;FEM;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
consideradas	betragtede	considerar	betragte	ADJ;FEM;PL;V.PTCP	V;IND;PST;FIN;ACT
escasos	sparsomme	escaso	sparsom	PRO;MASC;PL	ADJ;PL
escasos	knappe	escaso	knap	PRO;MASC;PL	N;INDF;MASC+FEM;SG
escasos	sparsomme	escaso	sparsom	PRO;MASC;PL	ADJ;PL
adolescentes	teen	adolescente	te	N;PL	
adolescentes	teenager	adolescente	teenage	N;PL	N;INDF;MASC+FEM;SG
adolescentes	teenage	adolescente	teenage	N;PL	
adolescentes	teenager	adolescente	teenage	N;PL	N;INDF;MASC+FEM;SG
confirmado	konfirmeret	confirmado	konfirmere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
confirmado	bekræftede	confirmado	bekræfte	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
confirmado	bekræftet	confirmado	bekræfte	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
habituales	sædvanligt	habitual	sædvanligt	ADJ;PL	ADV
habituales	sædvanlig	habitual	sædvanlig	ADJ;PL	ADJ;INDF;MASC+FEM;SG
solidaridad	solidarisk	solidaridad	solidarisk	N;FEM;SG	ADJ;INDF;SG
solidaridad	solidariske	solidaridad	solidarisk	N;FEM;SG	ADJ;PL
evans	evans	evan	evans	PROPN	
accesible	tilgængelige	accesible	tilgængelig	ADJ;SG	ADJ;PL
accesible	overkommelige	accesible	overkommelig	ADJ;SG	ADJ;PL
aporte	bidraget	aporte	bidrage	N;MASC;SG	V;INDF;SG;PST;V.PTCP
georg	georg	georg	georg	PROPN	N;INDF;MASC+FEM;SG
aproximada	omtrentlige	aproximado	omtrentlig	ADJ;FEM;SG;V.PTCP	ADJ;PL
certificados	certifikater	certificado	certifikat	ADJ;MASC;PL;V.PTCP	N;INDF;NEUT;PL
certificados	attester	certificado	attester	ADJ;MASC;PL;V.PTCP	N;INDF;MASC+FEM;PL
certificados	certificeret	certificado	certificere	ADJ;MASC;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
certificados	attesteret	certificado	attestere	ADJ;MASC;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
certificados	certificerede	certificado	certificere	ADJ;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
castigo	straffe	castigo	straffe	N;MASC;SG	N;INDF;MASC+FEM;PL
complejidad	komplekst	complejidad	komplekst	N;FEM;SG	ADJ;INDF;NEUT;SG
renacentista	renæssance	renacentista	renæssance	ADJ;SG	N;INDF;MASC+FEM;SG
adrián	adrian	adrián	adrian	PROPN	
head	head	head	head	N	
nordeste	nordøstlige	nordeste	nordøstlig	N;MASC;SG	ADJ;PL
nuestras	vor	nuestro	vores	DET;FEM;PL;1	DET;MASC+FEM;SG;1
nuestras	our	nuestro	our	DET;FEM;PL;1	
ivan	ivan	ivar	ivan	PROPN	
matthew	matthew	matthew	matthew	PROPN	
parlamentarias	parlamentarisk	parlamentario	parlamentarisk	ADJ;FEM;PL	ADV
parlamentarias	parlamentsmedlemmer	parlamentario	parlamentsmedlem	ADJ;FEM;PL	N;INDF;NEUT;PL
parlamentarias	parlamentarikere	parlamentario	parlamentariker	ADJ;FEM;PL	N;INDF;MASC+FEM;PL
parlamentarias	parlamentsmedlemmer	parlamentario	parlamentsmedlem	ADJ;FEM;PL	N;INDF;NEUT;PL
salomón	salomon	salomón	salomon	PROPN	N;INDF;MASC+FEM;SG
salomón	salomon	salomón	salomon	PROPN	N;INDF;MASC+FEM;SG
salomón	solomon	salomón	solomon	PROPN	
salomón	salomonøerne	salomón	salomonø	PROPN	N;DEF;MASC+FEM;PL
exportación	eksportere	exportación	eksportere	N;FEM;SG	V;NFIN;ACT
exportación	eksporterer	exportación	eksportere	N;FEM;SG	V;IND;PRS;FIN;ACT
exportación	eksportere	exportación	eksportere	N;FEM;SG	V;NFIN;ACT
colectiva	kollektivt	colectivo	kollektivt	ADJ;FEM;SG	ADV
hambre	sulten	hambre	sulten	N;FEM;SG	ADJ;INDF;MASC+FEM;SG
hambre	sultne	hambre	sulten	N;FEM;SG	ADJ;PL
hambre	sulten	hambre	sulten	N;FEM;SG	ADJ;INDF;MASC+FEM;SG
residuos	affald	residuo	affald	N;MASC;PL	N;INDF;NEUT;SG
residuos	spild	residuo	spild	N;MASC;PL	N;INDF;NEUT;SG
residuos	affald	residuo	affald	N;MASC;PL	N;INDF;NEUT;SG
directorio	register	directorio	regist	N;MASC;SG	N;INDF;MASC+FEM;PL
square	firkantet	square	firkantet	N;MASC;SG	ADJ;INDF;SG
square	square	square	square	N;MASC;SG	
leones	lions	león	lions	N;MASC;PL	
amy	amys	amy	amys	N;FEM;SG	
prohibición	forbyde	prohibición	forbyde	N;FEM;SG	V;NFIN;ACT
dean	dekan	dear	dekan	PROPN	N;INDF;MASC+FEM;SG
dean	dean	dear	dean	PROPN	
alusión	hentydninger	alusión	hentydning	N;FEM;SG	N;INDF;MASC+FEM;PL
leonor	eleanor	leonor	eleanor	N;FEM;SG	
irregular	ulige	irregular	ulig	ADJ;SG	ADJ;PL
irregular	uens	irregular	uens	ADJ;SG	ADJ;PL
irregular	uregelmæssige	irregular	uregelmæssig	ADJ;SG	ADJ;PL
escudos	skjold	escudo	skjold	N;MASC;PL	N;INDF;NEUT;SG
instalado	installeret	instalado	installere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
instalado	installerede	instalado	installere	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
instalado	monteret	instalado	monter	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
famosas	berømt	famoso	berømt	ADJ;FEM;PL	ADJ;INDF;SG
famosas	berømtheder	famoso	berømthed	ADJ;FEM;PL	N;INDF;MASC+FEM;PL
famosas	kendt	famoso	kendt	ADJ;FEM;PL	ADJ;INDF;SG
barro	mud	barro	mud	N;MASC;SG	
barro	clay	barro	clay	N;MASC;SG	
banca	banca	banca	banca	N;FEM;SG	
únicas	entydigt	único	entydig	ADJ;FEM;PL	ADV
únicas	unik	único	unik	ADJ;FEM;PL	ADJ;INDF;MASC+FEM;SG
únicas	unikt	único	unikt	ADJ;FEM;PL	ADJ;INDF;NEUT;SG
acompañada	ledsaget	acompañado	ledsag	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
acompañada	ledsagede	acompañado	ledsage	ADJ;FEM;SG;V.PTCP	V;PL;PST;V.PTCP
acompañada	ledsages	acompañado	ledsage	ADJ;FEM;SG;V.PTCP	V;IND;PRS;NFIN;PASS
luchadores	jagerfly	luchador	jagerfly	N;MASC;PL	N;INDF;MASC+FEM;SG
riesgos	farer	riesgo	fare	N;MASC;PL	V;IND;PRS;FIN;ACT
riesgos	risiko	riesgo	risiko	N;MASC;PL	N;INDF;MASC+FEM;SG
eco	eco	eco	eco		
eco	øko	eco	øko		N;INDF;MASC+FEM;SG
eco	ekko	eco	ekko		N;INDF;NEUT;SG
eco	echo	eco	echo		
acosta	acosta	acostar	acosta	N;MASC;SG	
never	aldrig	never	aldrig	N	ADV
apellidos	efternavn	apellido	efternavn	N;MASC;PL	N;INDF;NEUT;SG
polaca	polak	polaco	polak	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
polaca	polske	polaco	polsk	ADJ;FEM;SG	ADJ;PL
polaca	polsk	polaco	polsk	ADJ;FEM;SG	N;INDF;NEUT;SG
comisario	marshal	comisario	marshal	N;MASC;SG	
decenas	ten	decena	ten	N;FEM;PL	
decenas	dusinvis	decena	dusinvis	N;FEM;PL	ADV
decenas	snesevis	decena	snesevis	N;FEM;PL	N;INDF;MASC+FEM;SG
campana	bell	campana	bell	N;FEM;SG	
húmedo	fugtige	húmedo	fugtig	ADJ;MASC;SG	ADJ;PL
húmedo	fugtige	húmedo	fugtig	ADJ;MASC;SG	ADJ;PL
húmedo	våde	húmedo	våd	ADJ;MASC;SG	ADJ;PL
húmedo	wet	húmedo	wet	ADJ;MASC;SG	
hospitales	hospital	hospital	hospital	N;MASC;PL	N;INDF;NEUT;SG
hospitales	sygehus	hospital	sygehus	N;MASC;PL	N;INDF;NEUT;SG
hospitales	sygehuset	hospital	sygehus	N;MASC;PL	N;DEF;NEUT;SG
hospitales	hospitalet	hospital	hospital	N;MASC;PL	N;DEF;NEUT;SG
morelos	morelos	morelo	morelos	N;MASC;PL	
leal	loyale	leal	lobal	ADJ;SG	ADJ;PL
leal	loyalt	leal	loyale	ADJ;SG	ADV
leal	leal	leal	leal	ADJ;SG	
terroristas	terrorist	terrorista	terrorist	N;PL	N;INDF;MASC+FEM;SG
visuales	visuelt	visual	visuelt	ADJ;PL	ADJ;INDF;NEUT;SG
visuales	visuel	visual	visuel	ADJ;PL	ADJ;INDF;MASC+FEM;SG
guido	guido	guido	guido	PROPN	
comisiones	underudvalg	comisión	underudvalg	N;FEM;PL	N;INDF;NEUT;SG
comisiones	provision	comisión	provision	N;FEM;PL	N;INDF;MASC+FEM;SG
comisiones	udvalg	comisión	udvalg	N;FEM;PL	N;INDF;NEUT;SG
detención	arrestere	detención	arrestere	N;FEM;SG	V;NFIN;ACT
detención	anholde	detención	anholde	N;FEM;SG	V;NFIN;ACT
inversiones	investering	inversión	investering	N;FEM;PL	N;INDF;MASC+FEM;SG
inversiones	investering	inversión	investering	N;FEM;PL	N;INDF;MASC+FEM;SG
inversiones	investeringen	inversión	investering	N;FEM;PL	N;DEF;MASC+FEM;SG
lloyd	lloyd	lloyd	lloyd	PROPN	
mercancías	gods	mercancía	gods	N;FEM;PL	N;INDF;NEUT;SG
mercancías	gods	mercancía	gods	N;FEM;PL	N;INDF;NEUT;SG
mercancías	fragt	mercancía	fringe	N;FEM;PL	N;INDF;MASC+FEM;SG
construye	byg	construir	byg	V;IND;SG;3;PRS;FIN	V;IMP
construye	build	construir	build	V;IND;SG;3;PRS;FIN	
ten	ten	tener	ten	V;IND;SG;2;PRS;FIN	
ten	ti	tener	ti	V;IND;SG;2;PRS;FIN	NUM
agregar	tilføjelse	agregar	tilføjelse	V;NFIN	N;INDF;NEUT;SG
agregar	add	agregar	add	V;NFIN	N;INDF;NEUT;SG
agregar	føj	agregar	fyj	V;NFIN	N;INDF;NEUT;SG
marinas	marinesoldat	marina	marinesoldat	N;FEM;PL	N;INDF;MASC+FEM;SG
marinas	marine	marina	marine	N;FEM;PL	N;INDF;MASC+FEM;SG
tela	klæde	tela	klæde	N;FEM;SG	V;NFIN;ACT
ataca	attentater	atacar	attentat	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;PL
ataca	angriber	atacar	angriber	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;SG
ataca	angreb	atacar	angreb	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
ataca	angrebet	atacar	angreb	V;IND;SG;3;PRS;FIN	N;DEF;NEUT;SG
ataca	angrib	atacar	angrib	V;IND;SG;3;PRS;FIN	V;IMP
ataca	angriber	atacar	angriber	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;SG
ataca	angreb	atacar	angreb	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
lorca	lorca	lorca	lorca	N;FEM;SG	
serra	serra	ser	serra	N;FEM;SG	
refugiados	flygtning	refugiado	flygtning	N;MASC;PL	N;INDF;MASC+FEM;SG
marcel	marcel	marcel	marcel	PROPN	
mancomunidad	commonwealth	mancomunidad	commonwealth	N;FEM;SG	
dylan	dylan	dylar	dylan	PROPN	
harold	harold	harold	harold	N;MASC;SG	
combinado	tilsammen	combinado	tilsammen	ADJ;MASC;SG;V.PTCP	ADV
combinado	kombineret	combinado	kombinere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
combinado	kombinerede	combinado	kombinere	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
almagro	almagro	almagro	almagro	N;MASC;SG	
revisar	gennemgang	revisar	gennemgang	V;NFIN	N;INDF;MASC+FEM;SG
revisar	gennemse	revisar	gennemse	V;NFIN	
revisar	anmeldelse	revisar	anmeldelse	V;NFIN	N;INDF;MASC+FEM;SG
brothers	brothers	brothers	brothe	N;MASC;PL	
potter	potter	potter	potte	N;MASC;SG	N;INDF;MASC+FEM;PL
circo	cirque	circo	cirque	N;MASC;SG	
circo	circus	circo	circus	N;MASC;SG	
robo	røverier	robo	røveri	N;MASC;SG	N;INDF;NEUT;PL
robo	stjæler	robo	stjæle	N;MASC;SG	V;IND;PRS;FIN;ACT
robo	stjæle	robo	stjæle	N;MASC;SG	V;NFIN;ACT
vecina	nabo	vecino	nabo	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
vecina	naboen	vecino	nabo	ADJ;FEM;SG	N;DEF;MASC+FEM;SG
vecina	nabo	vecino	nabo	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
vecina	naboen	vecino	nabo	ADJ;FEM;SG	N;DEF;MASC+FEM;SG
modificado	modificerede	modificado	modificere	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
modificado	ændret	modificado	ændre	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
modificado	modificeret	modificado	modificeret	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
modificado	ombygget	modificado	ombygge	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
radial	radial	radial	radial	ADJ;SG	
angola	angolas	angola	angolas	N;FEM;SG	
angola	angola	angola	angola	N;FEM;SG	PROPN
angola	angolanske	angola	angolansk	N;FEM;SG	ADJ;PL
angola	angolas	angola	angolas	N;FEM;SG	
contactos	kontakt	contacto	kontakt	N;MASC;PL	N;INDF;MASC+FEM;SG
contactos	henvendelse	contacto	henvendelse	N;MASC;PL	N;INDF;MASC+FEM;SG
conservado	opbevaret	conservar	opbevar	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
conservado	beholdt	conservar	beholde	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
conservado	bevarede	conservar	bevare	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
conservado	bibeholdt	conservar	bibeholde	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
conservado	bevares	conservar	bevare	ADJ;MASC;SG;V.PTCP	V;NFIN;PASS
conservado	konserveret	conservar	konservere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
conservado	bevaret	conservar	bevare	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
conservado	bevarede	conservar	bevare	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
conservado	konserverede	conservar	konservere	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
exploradores	opdagelsesrejsende	explorador	opdagelsesrejsende	N;MASC;PL	ADJ
hudson	hudson	hudson	hudson	N;MASC;SG	
pampa	pampas	pampa	pampas	N;FEM;SG	
pampa	pampa	pampa	pampa	N;FEM;SG	
hormigón	konkret	hormigón	konkret	N;MASC;SG	ADJ;INDF;SG
hormigón	konkrete	hormigón	konkret	N;MASC;SG	ADJ;PL
jugaron	spillet	jugar	spille	V;IND;PL;3;PST;FIN	V;INDF;SG;PST;V.PTCP
jugaron	afspillet	jugar	afspil	V;IND;PL;3;PST;FIN	V;INDF;SG;PST;V.PTCP
odio	hadefuld	odio	hadefuld	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
odio	hade	odio	hade	N;MASC;SG	V;NFIN;ACT
odio	hate	odio	hate	N;MASC;SG	
odio	hader	odio	hade	N;MASC;SG	V;IND;PRS;FIN;ACT
cauca	cauca	cauca	cauca	N;MASC;SG	
nocturno	natlige	nocturno	natlig	ADJ;MASC;SG	ADJ;PL
nocturno	godnat	nocturno	godnat	ADJ;MASC;SG	N;INDF;NEUT;SG
nocturno	natten	nocturno	nat	ADJ;MASC;SG	N;DEF;MASC+FEM;SG
nocturno	nat	nocturno	nat	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
nocturno	aften	nocturno	aften	ADJ;MASC;SG	N;DEF;MASC+FEM;SG
celta	keltiske	celta	keltisk	N;SG	ADJ;PL
celta	keltere	celta	keltere	N;SG	N;INDF;MASC+FEM;PL
consultas	samråd	consulta	samråd	N;FEM;PL	N;INDF;NEUT;SG
consultas	konsultation	consulta	konsultation	N;FEM;PL	N;INDF;MASC+FEM;SG
consultas	høring	consulta	høring	N;FEM;PL	N;INDF;MASC+FEM;SG
consultas	konsultation	consulta	konsultation	N;FEM;PL	N;INDF;MASC+FEM;SG
consultas	samråd	consulta	samråd	N;FEM;PL	N;INDF;NEUT;SG
comprobar	check	comprobar	check	V;NFIN	N;INDF;MASC+FEM;SG
radicales	radikal	radical	radikal	ADJ;PL	ADJ;INDF;MASC+FEM;SG
condena	fordømmer	condena	fordømme	N;FEM;SG	V;IND;PRS;FIN;ACT
saboya	savoy	saber	savoy	N;FEM;SG	
juzgado	retsbygningen	juzgado	retsbygning	ADJ;MASC;SG;V.PTCP	N;DEF;MASC+FEM;SG
juzgado	domhuset	juzgado	domhus	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
juzgado	domstolen	juzgado	domstol	ADJ;MASC;SG;V.PTCP	N;DEF;MASC+FEM;SG
juzgado	retten	juzgado	ret	ADJ;MASC;SG;V.PTCP	N;DEF;MASC+FEM;SG
juzgado	domstol	juzgado	domstol	ADJ;MASC;SG;V.PTCP	N;INDF;MASC+FEM;SG
religiones	religion	religión	religion	N;FEM;PL	N;INDF;MASC+FEM;SG
religiones	religions	religión	religions	N;FEM;PL	N;INDF;MASC+FEM;SG
compañera	ledsager	compañera	ledsag	N;FEM;SG	N;INDF;MASC+FEM;PL
morris	morris	morri	morris	N;SG	
paolo	paolo	paolo	paolo	N;MASC;SG	
start	starter	start	starte	N	V;IND;PRS;FIN;ACT
start	begynd	start	begynd	N	V;IMP
funcional	funktions	funcional	funktions	ADJ;SG	N;INDF;MASC+FEM;SG
funcional	funktionelle	funcional	funktionel	ADJ;SG	ADJ;PL
guevara	guevara	guevar	guevara	V;SBJV;SG;3;IPFV;FIN	
disparos	skud	disparo	skud	N;MASC;PL	N;INDF;NEUT;SG
disparos	skud	disparo	skud	N;MASC;PL	N;INDF;NEUT;SG
disparos	shots	disparo	shots	N;MASC;PL	
disparos	skyde	disparo	skyde	N;MASC;PL	V;NFIN;ACT
disparos	skydning	disparo	skydning	N;MASC;PL	N;INDF;MASC+FEM;SG
disparos	skyderi	disparo	skyderi	N;MASC;PL	N;INDF;NEUT;SG
disparos	skyder	disparo	skyde	N;MASC;PL	V;IND;PRS;FIN;ACT
disparos	skudveksling	disparo	skudveksling	N;MASC;PL	N;INDF;MASC+FEM;SG
disparos	skud	disparo	skud	N;MASC;PL	N;INDF;NEUT;SG
disparos	skyderi	disparo	skyderi	N;MASC;PL	N;INDF;NEUT;SG
cayo	cay	cayo	cay	N;MASC;SG	
galardonado	tildelte	galardonado	tildele	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
galardonado	uddelt	galardonado	uddele	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
galardonado	tildelt	galardonado	tildele	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
avanzar	forhånd	avanzar	forhånd	V;NFIN	N;INDF;MASC+FEM;SG
avanzar	forskud	avanzar	forskud	V;NFIN	N;INDF;NEUT;SG
avanzar	forudbetaling	avanzar	forudbetaling	V;NFIN	N;INDF;MASC+FEM;SG
puro	cigar	puro	cigar	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
puro	rene	puro	ren	ADJ;MASC;SG	ADJ;PL
tomas	tomas	toma	tomas	N;FEM;PL	N;INDF;MASC+FEM;SG
tomas	thomas	toma	thomas	N;FEM;PL	
tomas	skud	toma	skud	N;FEM;PL	N;INDF;NEUT;SG
tomas	shots	toma	shots	N;FEM;PL	
separada	adskilt	separado	adskille	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
separada	separeret	separado	separere	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
separada	separat	separado	separat	ADJ;FEM;SG;V.PTCP	ADV
separada	adskilt	separado	adskille	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
separada	separate	separado	separat	ADJ;FEM;SG;V.PTCP	N;INDF;NEUT;SG
comprensión	forstående	comprensión	forstående	N;FEM;SG	ADJ
dándole	givende	dándole	give		ADJ
dándole	giver	dándole	give		V;IND;PRS;FIN;ACT
blake	blake	blake	blake	PROPN	
rodeada	omringet	rodeado	omringe	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
rodeada	omgivet	rodeado	omgive	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
compleja	komplekse	complejo	komplekse	ADJ;FEM;SG	ADJ;PL
ontario	ontario	ontario	ontario	N;MASC;SG	
suya	dit	suyo	din	DET;FEM;SG;3	PRO;NOM;MASC+FEM;SG;2
suya	din	suyo	din	DET;FEM;SG;3	DET;MASC+FEM;SG;2
suya	dine	suyo	din	DET;FEM;SG;3	PRO;ACC;MASC+FEM;PL;1
suya	jeres	suyo	jeres	DET;FEM;SG;3	DET;1
terminada	afsluttet	terminado	afslutte	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
terminada	færdige	terminado	færdig	ADJ;FEM;SG;V.PTCP	ADJ;PL
terminada	afsluttede	terminado	afslutte	ADJ;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
tumbas	grave	tumba	grave	N;FEM;PL	V;NFIN;ACT
tumbas	graves	tumba	grave	N;FEM;PL	V;NFIN;PASS
tumbas	grave	tumba	grave	N;FEM;PL	V;NFIN;ACT
conservar	behold	conservar	behold	V;NFIN	N;INDF;MASC+FEM;SG
conservar	keep	conservar	keep	V;NFIN	
berkeley	berkeley	berkeley	berkeley	N;FEM;SG	
inmediata	umiddelbart	inmediato	umiddelbart	ADJ;FEM;SG	ADV
jacobo	jacob	jacobo	jacob	N;MASC;SG	
jacobo	jakob	jacobo	jakob	N;MASC;SG	
jacobo	james	jacobo	james	N;MASC;SG	V;FIN;PASS
jacobo	jacobo	jacobo	jacobo	N;MASC;SG	
piernas	legs	pierna	legs	N;FEM;PL	
dramático	drama	dramático	drama	ADJ;MASC;SG	N;INDF;NEUT;SG
dramático	dramatik	dramático	dramatik	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
dramático	dramatiske	dramático	dramatisk	ADJ;MASC;SG	ADJ;PL
músculo	muskler	músculo	muskel	N;MASC;SG	N;INDF;MASC+FEM;PL
músculo	musklerne	músculo	muskel	N;MASC;SG	N;DEF;MASC+FEM;PL
músculo	muskler	músculo	muskel	N;MASC;SG	N;INDF;MASC+FEM;PL
músculo	musklerne	músculo	muskel	N;MASC;SG	N;DEF;MASC+FEM;PL
sul	sul	sul	sul	N;FEM;SG	
croata	kroatiens	croata	kroatie	N;SG	PROPN;GEN
croata	kroatiske	croata	kroatisk	N;SG	ADJ;PL
paquete	pak	paquete	pak	N;SG	V;IMP
paquete	pack	paquete	pack	N;SG	
especialistas	specialist	especialista	specialist	N;PL	N;INDF;MASC+FEM;SG
especialistas	speciallæge	especialista	speciallæge	N;PL	N;INDF;MASC+FEM;SG
opuesto	modsatte	opuesto	modsat	ADJ;MASC;SG;V.PTCP	ADJ;PL
opuesto	modsat	opuesto	modsat	ADJ;MASC;SG;V.PTCP	ADV
mono	mono	mono	mono	N;MASC;SG	
afectados	påvirkede	afectado	påvirke	N;MASC;PL	V;PL;PST;V.PTCP
afectados	berørt	afectado	berøre	N;MASC;PL	V;INDF;SG;PST;V.PTCP
afectados	påvirket	afectado	påvirke	N;MASC;PL	V;INDF;SG;PST;V.PTCP
afectados	berørte	afectado	berøre	N;MASC;PL	ADJ;PL
satélites	satellitbaseret	satélite	satellitbaseret	N;MASC;PL	V;INDF;SG;PST;V.PTCP
satélites	satellit	satélite	satellit	N;MASC;PL	N;INDF;MASC+FEM;SG
zero	zero	zero	zero	N	
infección	infektioner	infección	infektion	N;FEM;SG	N;INDF;MASC+FEM;PL
infección	infektioner	infección	infektion	N;FEM;SG	N;INDF;MASC+FEM;PL
navales	naval	naval	naval	ADJ;PL	
kurt	kurt	kurt	kurt	PROPN	
definida	fastlagt	definido	fastlægge	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
definida	afgrænset	definido	afgrænse	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
definida	definerede	definido	definere	ADJ;FEM;SG;V.PTCP	V;PST;V.PTCP
definida	defineret	definido	definere	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
regente	regent	regente	regent	ADJ;SG	N;INDF;MASC+FEM;SG
terrorista	terrorister	terrorista	terrorist	N;SG	N;INDF;MASC+FEM;PL
terrorista	terroristerne	terrorista	terrorist	N;SG	N;DEF;MASC+FEM;PL
superficial	overfladiske	superficial	overfladisk	ADJ;SG	ADJ;PL
superficial	overfladiske	superficial	overfladisk	ADJ;SG	ADJ;PL
superficial	overflade	superficial	overflad	ADJ;SG	N;INDF;MASC+FEM;SG
superficial	overfladen	superficial	overflad	ADJ;SG	N;DEF;MASC+FEM;SG
abundancia	rigeligt	abundancia	rigeligt	N;FEM;SG	ADJ;INDF;NEUT;SG
abundancia	masser	abundancia	masse	N;FEM;SG	N;INDF;MASC+FEM;PL
resultando	resulterende	resultar	resultere	V;V.MSDR	ADJ
marfil	elfenben	marfil	elfenben		
test	prøve	test	prøve	N;MASC;SG	V;NFIN;ACT
gaspar	kaspar	gaspar	kaspar	PROPN	N;INDF;MASC+FEM;SG
gaspar	caspar	gaspar	caspar	PROPN	
gaspar	gaspar	gaspar	gaspar	PROPN	
estratégica	strategisk	estratégico	strategisk	ADJ;FEM;SG	ADV
secundarias	sekundær	secundario	sekundær	ADJ;FEM;PL	ADJ;INDF;MASC+FEM;SG
secundarias	sekundært	secundario	sekundært	ADJ;FEM;PL	ADJ;INDF;NEUT;SG
excelencia	excellence	excelencia	excellence	N;FEM;SG	
excelencia	excellence	excelencia	excellence	N;FEM;SG	
funcionario	officielt	funcionario	officielt	N;MASC;SG	ADV
funcionario	officiel	funcionario	officiel	N;MASC;SG	ADJ;INDF;MASC+FEM;SG
explorador	explorer	explorador	explore	N;MASC;SG	N;INDF;MASC+FEM;PL
explorador	opdagelsesrejsende	explorador	opdagelsesrejsende	N;MASC;SG	ADJ
uruguaya	uruguayanske	uruguaya	uruguayansk	ADJ;FEM;SG	ADJ;PL
kate	trine	kate	trine	N;FEM;SG	
útiles	nyttig	útil	nyttig	ADJ;PL	ADJ;INDF;MASC+FEM;SG
útiles	brugbar	útil	brugbar	ADJ;PL	ADJ;INDF;MASC+FEM;SG
útiles	nyttigt	útil	nyttigt	ADJ;PL	ADJ;INDF;NEUT;SG
útiles	hjælpsom	útil	hjælpsom	ADJ;PL	ADJ;INDF;MASC+FEM;SG
