château	σατό	châti	σατός	V;IND;PL;3;IPFV;FIN	N
manastirea	μονή	manastire	μονή	N;DEF;FEM;SG	N;NOM;FEM;SG
louisiana	λουιζιάνα	louisiană	λουιζιάνα	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
baschet	μπάσκετ	baschet	μπάσκετ	N;INDF;MASC;SG	
hotelul	hotel	hotel	hotel	N;DEF;MASC;SG	
hotelul	ξενοδοχείο	hotel	ξενοδοχείο	N;DEF;MASC;SG	N;NOM;NEUT;SG
tranziție	μετάβαση	tranziție	μετάβαση	N;INDF;FEM;SG	N;ACC;FEM;SG
cald	ζέστη	cald	ζέστη	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
cald	ζεστό	cald	ζεστός	ADJ;INDF;MASC;SG	N;NOM;NEUT;SG
cald	καυτό	cald	καυτός	ADJ;INDF;MASC;SG	N;NOM;NEUT;SG
cald	καυτή	cald	καυτός	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
cald	ζεστό	cald	ζεστός	ADJ;INDF;MASC;SG	N;NOM;NEUT;SG
cald	ζεστά	cald	ζεστά	ADJ;INDF;MASC;SG	ADV
adânc	βαθύς	adânc	βαθύς	ADV	N;NOM;MASC;SG
adânc	βαθύ	adânc	βαθύς	ADV	N;NOM;NEUT;SG
adânc	βαθειά	adânc	βαθειός	ADV	ADJ;NOM;FEM;SG
salvare	σωτηρία	salvare	σωτηρία	N;INDF;FEM;SG	N;ACC;FEM;SG
salvare	λύτρωση	salvare	λύτρωση	N;INDF;FEM;SG	N;ACC;FEM;SG
salvare	διάσωση	salvare	διάσωση	N;INDF;FEM;SG	N;ACC;FEM;SG
salvare	διάσωσης	salvare	διάσωση	N;INDF;FEM;SG	N;GEN;FEM;SG
vacanță	γιορτή	vacanță	γιορτής	N;INDF;FEM;SG	N;NOM;FEM;SG
vacanță	αργία	vacanță	αργία	N;INDF;FEM;SG	N;NOM;FEM;SG
vacanță	διακοπές	vacanță	διακοπή	N;INDF;FEM;SG	N;NOM;FEM;PL
vacanță	διακοπές	vacanță	διακοπή	N;INDF;FEM;SG	N;NOM;FEM;PL
malta	μάλτα	malta	μάλτα	PROPN	PROPN;ACC;FEM;SG
malta	malta	malta	malta	PROPN	
fotbalul	φούτμπολ	fotbal	φούτμπολ	N;DEF;MASC;SG	
fotbalul	football	fotbal	football	N;DEF;MASC;SG	
fotbalul	ποδόσφαιρο	fotbal	ποδόσφαιρος	N;DEF;MASC;SG	N;NOM;NEUT;SG
radical	ριζοσπαστικό	radical	ριζοσπαστικός	ADV	ADJ;NOM;NEUT;SG
radical	ριζοσπαστική	radical	ριζοσπαστικός	ADV	ADJ;NOM;FEM;SG
radical	ριζική	radical	ριζικός	ADV	ADJ;NOM;FEM;SG
renault	ρενό	renault	ρενό	PROPN	
renault	renault	renault	renault	PROPN	
sierra	sierra	sierră	sierra	PROPN	
sierra	σιέρρα	sierră	σιέρρα	PROPN	PROPN;NOM;FEM;SG
sierra	σιέρα	sierră	σιέρα	PROPN	PROPN;NOM;FEM;SG
specializate	εξειδικευμένες	specializat	εξειδικεύω	ADJ;INDF;FEM;PL	V;PFV;NOM;FEM;PL;V.PTCP;PASS
specializate	εξειδικευμένο	specializat	εκειδικεύω	ADJ;INDF;FEM;PL	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
specializate	εξειδικευμένη	specializat	εκειδικεύω	ADJ;INDF;FEM;PL	V;PFV;NOM;FEM;SG;V.PTCP;PASS
buenos	μπουένος	buenos	μπουένος	N;INDF;MASC;SG	PROPN;NOM;NEUT;SG
dificultăți	δυσχέρεια	dificultate	δυσχέρεια	N;INDF;FEM;PL	N;NOM;FEM;SG
dificultăți	δυσκολία	dificultate	δυσκολία	N;INDF;FEM;PL	N;ACC;FEM;SG
dificultăți	δυσκολίας	dificultate	δυσκολία	N;INDF;FEM;PL	N;GEN;FEM;SG
râurile	ποτάμια	râu	ποτάμιο	N;DEF;FEM;PL	N;NOM;NEUT;PL
râurile	ρίβερς	râu	ρίβη	N;DEF;FEM;PL	
râurile	ποταμών	râu	ποταμός	N;DEF;FEM;PL	N;GEN;MASC;PL
râurile	ποταμούς	râu	ποταμός	N;DEF;FEM;PL	N;ACC;MASC;PL
tribuna	tribune	tribună	tribune	N;DEF;FEM;SG	
grove	γκρόουβ	grov	γκρόος	PROPN	
memoriile	απομνημονεύματα	memorie	απομνημόνευμα	N;DEF;FEM;PL	N;NOM;NEUT;PL
memoriile	απομνημονεύματα	memorie	απομνημόνευμα	N;DEF;FEM;PL	N;NOM;NEUT;PL
clara	clara	clar	clara	ADJ;DEF;FEM;SG	
clara	κλάρα	clar	κλάρα	ADJ;DEF;FEM;SG	PROPN;NOM;FEM;SG
vieți	ζει	viață	ζω	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
boemia	βοημία	boemie	βοημία	N;DEF;FEM;SG	PROPN;ACC;FEM;SG
letonia	λεττονία	letonie	λεττονία	PROPN	PROPN;ACC;FEM;SG
letonia	λετονία	letonie	λετονία	PROPN	PROPN;ACC;FEM;SG
letonia	λετονίας	letonie	λετονία	PROPN	PROPN;GEN;FEM;SG
islanda	ισλανδίας	islanda	ισλανδία	PROPN	PROPN;GEN;FEM;SG
islanda	ισλανδία	islanda	ισλανδία	PROPN	PROPN;ACC;FEM;SG
hanovra	hannover	hanovră	hannover	PROPN	
rahman	rahman	rahman	rahman	N;INDF;MASC;SG	
edinburgh	εδιμβούργου	edinburgh	εδιμβούργο	N;INDF;MASC;SG	PROPN;NOM;NEUT;SG
edinburgh	εδιμβούργο	edinburgh	εδιμβούργο	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
hlist	hlist	hlist	hlist		
silva	silva	silvă	silva	PROPN	
silva	σίλβα	silvă	σίλβα	PROPN	
democratic	δημοκρατικά	democratic	δημοκρατικά	ADJ;INDF;MASC;SG	ADV
strategice	στρατηγικό	strategic	στρατηγικό	ADJ;INDF;FEM;PL	N;NOM;NEUT;SG
numeric	αριθμητική	numeric	αριθμητικός	ADV	ADJ;NOM;FEM;SG
numeric	αριθμητικό	numeric	αριθμητικός	ADV	ADJ;NOM;NEUT;SG
simte	νιώθω	simți	νιώθω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
simte	νιώσε	simți	νιώνω	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;1;PST;FIN;ACT
lloyd	λόυντ	lloyd	λόυντ	PROPN	PROPN;NOM;MASC;SG
lloyd	λόιντ	lloyd	λόιντ	PROPN	
lloyd	lloy	lloyd	lloy	PROPN	
robinson	robinson	robinson	robinson	N;INDF;MASC;SG	
robinson	ρόμπινσον	robinson	ρόμπινσον	N;INDF;MASC;SG	
oldenburg	oldenburg	oldenburg	oldenburg	PROPN	
controverse	αντιπαράθεση	controversă	αντιπαράθεση	N;INDF;FEM;PL	N;ACC;FEM;SG
controverse	διαμάχη	controversă	διαμάχη	N;INDF;FEM;PL	N;ACC;FEM;SG
lunile	μήνες	lună	μήνας	N;DEF;FEM;PL	N;NOM;MASC;PL
lunile	μηνών	lună	μήνας	N;DEF;FEM;PL	N;GEN;MASC;PL
bordeaux	μπορντώ	bordeaux	μπορντώ	PROPN	
bordeaux	μπορντό	bordeaux	μπορντό	PROPN	PROPN;NOM;NEUT;SG
jay	τζέι	jay	τζέι	PROPN	
jay	jay	jay	jay	PROPN	
soră	αδελφή	soră	αδελφή	N;INDF;FEM;SG	N;NOM;FEM;SG
soră	αδερφή	soră	αδερφή	N;INDF;FEM;SG	N;NOM;FEM;SG
teste	τεστ	test	τεστ	N;INDF;FEM;PL	N;NOM;NEUT;SG
aventuri	περιπέτεια	avent	περιπέτεια	N;INDF;FEM;PL	N;NOM;FEM;SG
estimare	εκτίμηση	estimare	εκτίμηση	N;INDF;FEM;SG	N;ACC;FEM;SG
comparativ	συγκριτικό	comparativ	συγκριτικός	ADV	ADJ;NOM;NEUT;SG
comparativ	συγκριτική	comparativ	συγκριτικός	ADV	ADJ;NOM;FEM;SG
comparativ	συγκριτικές	comparativ	συγκριτικός	ADV	ADJ;NOM;FEM;PL
islamice	ισλαμική	islamic	ισλαμικός	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
islamice	ισλαμικό	islamic	ισλαμικός	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
islamice	ισλαμιστές	islamic	ισλαμιστής	ADJ;INDF;FEM;PL	N;NOM;MASC;PL
salt	σολτ	salt	σολτ	N;INDF;MASC;SG	
tensiune	ένταση	tensiune	ένταση	N;INDF;FEM;SG	N;ACC;FEM;SG
tensiune	τάση	tensiune	τάση	N;INDF;FEM;SG	N;NOM;FEM;SG
tensiune	τάσης	tensiune	τάση	N;INDF;FEM;SG	N;GEN;FEM;SG
banda	ταινία	bandă	ταινία	N;DEF;FEM;SG	N;NOM;FEM;SG
banda	κασέτα	bandă	κασέτα	N;DEF;FEM;SG	N;NOM;FEM;SG
batman	μπάτμαν	batman	μπάτμαν	N;INDF;MASC;SG	
pius	πίος	pius	πίος	PROPN	PROPN;NOM;MASC;SG
trăiască	ζήσε	trăi	ζώ	V;SBJV;3;PRS;FIN	V;PFV;IND;SG;1;PST;FIN;ACT
trăiască	ζω	trăi	ζω	V;SBJV;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
trăiască	ζωντανά	trăi	ζωντανός	V;SBJV;3;PRS;FIN	ADV
trăiască	live	trăi	live	V;SBJV;3;PRS;FIN	
trăiască	ζήσω	trăi	ζώ	V;SBJV;3;PRS;FIN	V;PFV;IND;SG;1;FIN;ACT
exprimate	καστ	exprima	καστ	ADJ;INDF;FEM;PL	
exprimate	γύψο	exprima	γύψος	ADJ;INDF;FEM;PL	N;NOM;NEUT;SG
exprimate	εκφράζεται	exprima	εκφράζω	ADJ;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;PASS
exprimate	εκφρασμένο	exprima	εκφράζω	ADJ;INDF;FEM;PL	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
exprimate	εξέφρασε	exprima	εκφράζω	ADJ;INDF;FEM;PL	V;PFV;IND;SG;3;PST;FIN;ACT
moneda	νόμισμα	moneda	νόμισμα	N;DEF;FEM;SG	N;NOM;NEUT;SG
moneda	κέρμα	moneda	κέρμα	N;DEF;FEM;SG	N;NOM;NEUT;SG
moneda	νόμισμα	moneda	νόμισμα	N;DEF;FEM;SG	N;NOM;NEUT;SG
romeo	ρομέο	romeo	ρομέο	PROPN	
romeo	ρωμαίος	romeo	ρωμαίος	PROPN	PROPN;NOM;MASC;SG
romeo	ρωμαίο	romeo	Ρωμαίος	PROPN	N;ACC;MASC;SG
aruncă	πέτα	arunca	πέτα	V;IND;SG;3;PST;FIN	N
conservare	διατήρηση	conservare	διατήρηση	N;INDF;FEM;SG	N;ACC;FEM;SG
conservare	διαφύλαξη	conservare	διαφύλαξη	N;INDF;FEM;SG	N;ACC;FEM;SG
conservare	διατήρηση	conservare	διατήρηση	N;INDF;FEM;SG	N;ACC;FEM;SG
matilda	ματίλντα	matilda	ματίλντα	N;DEF;FEM;SG	N;NOM;MASC;SG
recentă	πρόσφατα	recent	πρόσφατα	ADJ;INDF;FEM;SG	ADV
recentă	πρόσφατο	recent	πρόσφατος	ADJ;INDF;FEM;SG	N;NOM;NEUT;SG
recentă	πρόσφατη	recent	πρόσφατος	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
recentă	πρόσφατες	recent	πρόσφατα	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
accentul	προφορά	accent	προφορά	N;DEF;MASC;SG	N;NOM;FEM;SG
trenul	αμαξοστοιχίας	tren	αμαξοστοιχία	N;DEF;MASC;SG	N;GEN;FEM;SG
trenul	τρένο	tren	τρένο	N;DEF;MASC;SG	N;NOM;NEUT;SG
trenul	αμαξοστοιχία	tren	αμαξοστοιχία	N;DEF;MASC;SG	N;ACC;FEM;SG
trenul	τραίνο	tren	τραίνος	N;DEF;MASC;SG	N;NOM;NEUT;SG
propuse	προτεινόμενη	propus	προτεινόμενος	ADJ;INDF;FEM;PL	V;PFV;NOM;FEM;SG;V.PTCP;PASS
propuse	προτεινόμενο	propus	προτεινόμενος	ADJ;INDF;FEM;PL	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
propuse	προτεινόμενος	propus	προτεινόμενος	ADJ;INDF;FEM;PL	V;PFV;NOM;MASC;SG;V.PTCP;PASS
propuse	προτεινόμενες	propus	προτεινόμενος	ADJ;INDF;FEM;PL	V;PFV;NOM;FEM;PL;V.PTCP;PASS
manuscris	χειρόγραφα	manuscris	χειρόγραφο	N;INDF;MASC;SG	N;NOM;NEUT;PL
tanc	τανκ	tanc	τανκ	N;INDF;MASC;SG	
veliko	βέλικο	veliko	βέλικο	PROPN	
zguduit	συγκλόνισε	zguduit	συγκλονίζω	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
bolnav	άρρωστοι	bolnav	άρρωστος	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
prix	πρι	prix	πρι	N;INDF;MASC;SG	
teodorescu	τεοντορέσκου	teodorescu	τεοντόρεσκος	PROPN	N;NOM;MASC;SG
nguyen	nguyen	nguyen	nguyen	PROPN	
nigeria	νιγηρίας	nigerie	νιγηρία	PROPN	PROPN;GEN;FEM;SG
nigeria	νιγηρία	nigerie	νιγηρία	PROPN	PROPN;ACC;FEM;SG
gust	γούστο	gust	γούστος	N;INDF;MASC;SG	N;NOM;NEUT;PL
gilbert	γκίλμπερτ	gilbert	γκίλμπερτ	N;INDF;MASC;SG	
minnesota	μινεσότα	minnesotă	μινεσότα	N;DEF;FEM;SG	
allah	αλλάχ	allah	αλλάχ		PROPN;NOM;MASC;SG
joan	ιωάννα	joan	ιωάννα	PROPN	PROPN;NOM;FEM;SG
joan	joan	joan	joan	PROPN	
joan	τζόαν	joan	τζόω	PROPN	
joan	τζοάν	joan	τζοά	PROPN	N
latina	λατινικά	latină	λατινικός	N;DEF;FEM;SG	ADV
latina	λατινική	latină	λατινικός	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
latina	λατίνα	latină	λατίνα	N;DEF;FEM;SG	N;NOM;FEM;SG
vila	vila	vilă	vila	N;DEF;FEM;SG	
vila	villa	vilă	villa	N;DEF;FEM;SG	
vila	βίλα	vilă	βίλα	N;DEF;FEM;SG	
vila	βίλλα	vilă	βίλλα	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
bor	μπορ	bor	μπορ		V;IPFV;IND;SG;1;PRS;FIN;ACT
bor	βόριο	bor	βόριο		N;NOM;NEUT;SG
györgy	györgy	györgy	györgy	PROPN	
strategic	στρατηγικά	strategic	στρατηγικά	ADJ;INDF;MASC;SG	ADV
strategic	στρατηγικό	strategic	στρατηγικό	ADJ;INDF;MASC;SG	N;NOM;NEUT;SG
privit	παρακολούθησα	privi	παρακολούθησα	ADJ;INDF;MASC;SG	V;PFV;IND;SG;1;PST;FIN;ACT
privit	παρακολούθησε	privi	παρακολουθώ	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
privit	παρακολουθούσε	privi	παρακολουθώ	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PST;FIN;ACT
dennis	ντένις	dennis	ντένις	PROPN	
dennis	dennis	dennis	dennis	PROPN	
geografia	γεωγραφία	geografie	γεωγραφία	N;DEF;FEM;SG	N;NOM;FEM;SG
miami	μαϊάμι	miam	μαϊάμι	PROPN	
lang	λανγκ	lang	λανγκ	PROPN	
multumesc	ευχαριστούμε	multumi	ευχαριστώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
multumesc	ευχαριστίες	multumi	ευχαριστία	V;IND;SG;3;PRS;FIN	N;NOM;FEM;PL
multumesc	ευχαριστω	multumi	ευχαριστω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
multumesc	ευχαριστώ	multumi	ευχαριστώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
bugetul	προϋπολογισμού	buget	προϋπολογισμός	N;DEF;MASC;SG	N;GEN;MASC;SG
bugetul	προϋπολογισμός	buget	προϋπολογισμός	N;DEF;MASC;SG	N;NOM;MASC;SG
matthew	μάθιου	matthew	μάθιος	PROPN	PROPN;NOM;MASC;SG
intervalul	εύρος	interval	εύρος	N;DEF;MASC;SG	N;ACC;NEUT;SG
intervalul	εμβέλεια	interval	εμβέλεια	N;DEF;MASC;SG	N;ACC;FEM;SG
intervalul	απόσταση	interval	απόσταση	N;DEF;MASC;SG	N;ACC;FEM;SG
intervalul	διάστημα	interval	διάστημα	N;DEF;MASC;SG	N;NOM;NEUT;SG
wisconsin	γουισκόνσιν	wisconsin	γουισκόνσιν	PROPN	N;NOM;NEUT;SG
wisconsin	ουισκόνσιν	wisconsin	ουισκόνσιν	PROPN	
străzile	δρόμους	stradă	δρόμος	N;DEF;FEM;PL	N;ACC;MASC;PL
străzile	δρόμοι	stradă	δρόμος	N;DEF;FEM;PL	N;NOM;MASC;PL
sunete	ακούγεται	sunet	ακούω	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;PASS
cablu	καλώδια	cablu	καλώδι	N;INDF;MASC;SG	N;NOM;NEUT;PL
cablu	καλωδιακή	cablu	καλωδιακός	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
barajul	dam	baraj	dam	N;DEF;MASC;SG	
barajul	φράγμα	baraj	φράγμα	N;DEF;MASC;SG	N;NOM;NEUT;SG
autonom	αυτόνομες	autonom	αυτόνομος	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
autonom	αυτόνομα	autonom	αυτόνομα	ADJ;INDF;MASC;SG	ADV
lucas	λούκας	lucas	λούκα	PROPN	PROPN;NOM;MASC;SG
lucas	λουκά	lucas	λουκά	PROPN	N;MASC;SG
lucas	lucas	lucas	lucas	PROPN	
justin	τζάστιν	justin	τζάστιν		
justin	justin	justin	justin		
laurent	laurent	laurent	laurent	PROPN	
lingvistice	γλωσσική	lingvistic	γλωσσικός	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
northern	βόρειος	northern	βόρειος	PROPN	ADJ;NOM;MASC;SG
northern	βόρειο	northern	βόρειο	PROPN	ADJ;NOM;NEUT;SG
northern	βόρεια	northern	βόρεια	PROPN	ADV
northern	βορεια	northern	βορεια	PROPN	N;NOM;FEM;SG
astea	αυτά	acesta	αυτός	PRO;FEM;PL;3	PRO;NOM;NEUT;PL;3
astea	αυτές	acesta	αυτός	PRO;FEM;PL;3	PRO;NOM;FEM;PL;3
astea	οἱ	acesta	οἱ	PRO;FEM;PL;3	N
astea	αυτα	acesta	αυτός	PRO;FEM;PL;3	PRO;NOM;NEUT;PL;3
procedura	διαδικασία	procedură	διαδικασία	N;DEF;FEM;SG	N;NOM;FEM;SG
marx	μαρξ	marx	μαρχ	PROPN	N;NOM;MASC;SG
primăvară	ελατήριο	primăvară	ελατήριο	N;INDF;FEM;SG	N;NOM;NEUT;SG
primăvară	ανοιξιάτικες	primăvară	ανοιξιάτικος	N;INDF;FEM;SG	ADJ;NOM;FEM;PL
primăvară	άνοιξη	primăvară	άνοιξη	N;INDF;FEM;SG	N;NOM;FEM;SG
primăvară	ανοιξη	primăvară	ανοιξη	N;INDF;FEM;SG	N;NOM;FEM;SG
gândirea	σκέψης	gândire	σκέψη	N;DEF;FEM;SG	N;GEN;FEM;SG
gândirea	σκέψη	gândire	σκέψη	N;DEF;FEM;SG	N;NOM;FEM;SG
esențial	απαραίτητος	esențial	απαραίτητος	ADV	ADJ;NOM;MASC;SG
esențial	ουσιώδης	esențial	ουσιώδης	ADV	ADJ;NOM;FEM;SG
esențial	απαραίτητο	esențial	απαραίτητος	ADV	ADJ;NOM;NEUT;SG
consecutive	διαδοχικά	consecutiv	διαδοχικά	ADJ;INDF;FEM;PL	ADV
navarra	ναβάρα	navarra	ναβάρα	PROPN	PROPN;NOM;FEM;SG
asimov	ασίμοφ	asimov	ασίμοφ	PROPN	N
carnivore	σαρκοφάγο	carnivor	σαρκοφάγος	N;INDF;FEM;PL	N;NOM;NEUT;SG
repere	επισημαίνει	repere	επισημαίνω	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
repere	ορόσημα	repere	ορόσημα	N;INDF;FEM;PL	N;NOM;NEUT;SG
repere	ορόσημα	repere	ορόσημα	N;INDF;FEM;PL	N;NOM;NEUT;SG
cifră	ψηφίο	cifră	ψηφίο	N;INDF;FEM;SG	N;NOM;NEUT;SG
singapore	σιγκαπούρη	singapore	σιγκαπούρης	N;INDF;FEM;PL	PROPN;NOM;FEM;SG
acoperire	επικάλυψη	acoperire	επικάλυψη	N;INDF;FEM;SG	N;NOM;FEM;SG
acoperire	επίστρωση	acoperire	επίστρωση	N;INDF;FEM;SG	N;NOM;FEM;SG
acoperire	κάλυμμα	acoperire	κάλυμμα	N;INDF;FEM;SG	N;NOM;NEUT;SG
acoperire	κάλυψη	acoperire	κάλυψη	N;INDF;FEM;SG	N;ACC;FEM;SG
acoperire	εξώφυλλο	acoperire	εξώφυλλο	N;INDF;FEM;SG	N;NOM;NEUT;SG
acoperire	κάλυψη	acoperire	κάλυψη	N;INDF;FEM;SG	N;ACC;FEM;SG
fontsize	fontsize	fontsiză	fontsize		
wells	γουέλς	wells	γουέλς	PROPN	PROPN;NOM;MASC;SG
wells	πηγάδια	wells	πηγάδιο	PROPN	N;NOM;NEUT;PL
pasăre	πουλί	pasăre	πουλί	N;INDF;FEM;SG	N;NOM;NEUT;SG
pasăre	πτηνό	pasăre	πτηνός	N;INDF;FEM;SG	N;NOM;NEUT;SG
ocazional	περιστασιακή	ocazional	περιστασιακός	ADV	ADJ;NOM;FEM;SG
ocazional	περιστασιακές	ocazional	περιστασιακός	ADV	ADJ;NOM;FEM;PL
dedesubt	κατωτέρω	dedesubt	κατωτέρω		ADV
dedesubt	κάτω	dedesubt	κάτω		ADV
dedesubt	παρακάτω	dedesubt	παράκατος		ADV
dedesubt	κατω	dedesubt	κατω		ADV
atei	άθεοι	atel	άθεος	N;DEF;MASC;PL	ADJ;NOM;MASC;PL
fundul	πισινό	fund	πισινός	N;DEF;MASC;SG	N;ACC;MASC;SG
fundul	κώλο	fund	κώλος	N;DEF;MASC;SG	N;VOC;MASC;SG
stadiul	στάδιο	stadiu	στάδιο	N;DEF;MASC;SG	N;NOM;NEUT;SG
transforma	μεταμόρφωση	transforma	μεταμόρφωση	V;IND;SG;3;IPFV;FIN	N;NOM;FEM;SG
grădină	κήπος	grădină	κήπος	N;INDF;FEM;SG	N;NOM;MASC;SG
grădină	κήπο	grădină	κήπος	N;INDF;FEM;SG	N;ACC;MASC;SG
grădină	garden	grădină	garden	N;INDF;FEM;SG	
springs	ελατήρια	springs	ελατήριος	N;INDF;MASC;SG	N;NOM;NEUT;PL
springs	σπρινγκς	springs	σπρινγκς	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
detaliate	λεπτομερές	detalia	λεπτομερής	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
detaliate	λεπτομερής	detalia	λεπτομερής	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
detaliate	λεπτομερή	detalia	λεπτομερής	ADJ;INDF;FEM;PL	ADV
estimat	εκτιμώμενη	estima	εκτιμώμενος	ADJ;INDF;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
estimat	εκτιμώμενο	estima	εκτιμώμενο	ADJ;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
derivate	παράγωγα	derivat	παράγωγο	ADJ;INDF;FEM;PL	N;NOM;NEUT;PL
derivate	παράγωγο	derivat	παράγωγος	ADJ;INDF;FEM;PL	N;NOM;NEUT;SG
liban	λίβανος	liban	λίβανος	PROPN	PROPN;NOM;MASC;SG
liban	λίβανο	liban	λίβανο	PROPN	PROPN;NOM;MASC;SG
béla	μπίλα	bcla	μπίλα	PROPN	N
regii	κινγκς	regie	κινγκς	N;INDF;MASC;PL	
emma	έμμα	emma	έμμα	PROPN	N;NOM;FEM;SG
emma	έμα	emma	ένας	PROPN	
emma	εμα	emma	εμα	PROPN	N
doyle	doyle	doylu	doyle	PROPN	
doyle	ντόιλ	doylu	ντόιλ	PROPN	
efectuarea	φτιάχνοντας	efectuare	φτιάχνω	N;DEF;FEM;SG	V;IPFV;V.CVB;ACT
efectuarea	κάνοντας	efectuare	κάνω	N;DEF;FEM;SG	V;IPFV;V.CVB;ACT
organe	όργανο	organ	όργανο	N;INDF;FEM;PL	N;NOM;NEUT;SG
goethe	γκαίτε	goethe	γκαίτω	PROPN	
cazimir	casimir	cazimir	casimir	N;INDF;MASC;SG	
bobby	μπόμπι	bobby	μπόμπι	PROPN	
bobby	μπόμπυ	bobby	μπόμπυ	PROPN	
ring	ρινγκ	ring	ρινγκ	N;INDF;MASC;SG	
pielea	δέρμα	piele	δέρμα	N;DEF;FEM;SG	N;NOM;NEUT;SG
pielea	πετσί	piele	πετσί	N;DEF;FEM;SG	N;NOM;NEUT;SG
pielea	δερμα	piele	δερμα	N;DEF;FEM;SG	N;NOM;NEUT;SG
abordare	προσέγγιση	abordare	προσέγγιση	N;INDF;FEM;SG	N;ACC;FEM;SG
apărat	υπερασπίστηκε	apăra	υπερασπίζω	ADJ;INDF;MASC;SG	V;PFV;IND;SG;3;PST;FIN;PASS
bretagne	bretagne	bretagnu	bretagne	PROPN	
mina	μίνα	mină	ένας	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
mina	mina	mină	mina	N;DEF;FEM;SG	
pactului	σύμφωνο	pact	σύμφωνο	N;DEF;MASC;SG	N;NOM;NEUT;SG
cameron	κάμερον	cameron	κάμερον	PROPN	PROPN;NOM;MASC;SG
revistele	περιοδικά	revistă	περιοδικά	N;DEF;FEM;PL	ADV
sălbatice	αγρια	sălbatic	αγρια	ADJ;INDF;FEM;PL	N
sălbatice	άγρια	sălbatic	άγρια	ADJ;INDF;FEM;PL	N;NOM;NEUT;PL
sălbatice	άγριος	sălbatic	άγριος	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
sălbatice	άγριο	sălbatic	άγριο	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
definiția	ορισμός	definiție	ορισμός	N;DEF;FEM;SG	N;NOM;MASC;SG
stins	ξεθωριάσει	stins	ξεθωριάζω	ADJ;INDF;MASC;SG	V;PFV;NFIN;ACT
averea	πλούτος	avere	πλούτος	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
averea	πλούτο	avere	πλούτος	N;DEF;FEM;SG	N;ACC;MASC;SG
averea	πλούτη	avere	πλούτος	N;DEF;FEM;SG	N;NOM;NEUT;PL
dați	δώστε	da	δώστε	V;IND;PL;2;IPFV;FIN	N;ACC;FEM;SG
dați	δώσε	da	δίνω	V;IND;PL;2;IPFV;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
țintă	στόχο	țintă	στόχος	N;INDF;FEM;SG	N;ACC;MASC;SG
țintă	στόχος	țintă	στόχος	N;INDF;FEM;SG	N;NOM;MASC;SG
țintă	target	țintă	target	N;INDF;FEM;SG	
țintă	στόχευση	țintă	στόχευση	N;INDF;FEM;SG	N;ACC;FEM;SG
comunitățile	κοινότητες	comunitate	κοινότητα	N;DEF;FEM;PL	N;NOM;FEM;PL
nenumărate	αμέτρητα	nenumărat	αμέτρητος	ADJ;INDF;FEM;PL	ADV
vânzare	πώληση	vânzare	πώληση	N;INDF;FEM;SG	N;NOM;FEM;SG
cunoștință	γνωριμία	cunoștință	γνωριμία	N;INDF;FEM;SG	N;ACC;FEM;SG
