del	del	di	del	ADJ;SG	ADP;MASC;SG
luigi	luigi	luigi	luigi	N;MASC;SG	PROPN
vittoria	ganar	vittoria	ganar	N;FEM;SG	V;NFIN
vittoria	gana	vittoria	ganar	N;FEM;SG	V;IND;SG;3;PRS;FIN
vittoria	gane	vittoria	ganar	N;FEM;SG	V;IMP;SG;3;FIN
vittoria	gano	vittoria	ganar	N;FEM;SG	V;IND;SG;1;PRS;FIN
centrale	céntrica	centrale	céntrico	N;MASC;SG	ADJ;FEM;SG
centrale	central	centrale	central	N;MASC;SG	ADJ;SG
centrale	centrales	centrale	central	N;MASC;SG	N;FEM;PL
centrale	céntrico	centrale	céntrico	N;MASC;SG	ADJ;MASC;SG
internazionale	internacionales	internazionale	internacional	ADJ;SG	ADJ;PL
porta	puertas	portare	puerta	V;IND;SG;3;PRS;FIN	N;FEM;PL
porta	puerta	portare	puerta	V;IND;SG;3;PRS;FIN	N;FEM;SG
porta	porta	portare	portar	V;IND;SG;3;PRS;FIN	N;SG
sei	six	sei	six	NUM	N
sei	sei	sei	sei	NUM	
presenti	presente	presente	presente	ADJ;PL	ADJ;SG
america	america	americo	america	ADJ;FEM;SG	N;FEM;SG
america	américa	americo	américa	ADJ;FEM;SG	N;FEM;SG
esercito	militares	esercito	militar	N;MASC;SG	N;PL
esercito	militar	esercito	militar	N;MASC;SG	ADJ;SG
esercito	armada	esercito	armado	N;MASC;SG	ADJ;FEM;SG;V.PTCP
deve	deben	dovere	deber	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
deve	debe	dovere	deber	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
deve	mosto	dovere	mosto	V;IND;SG;3;PRS;FIN	N;MASC;SG
classifica	rankings	classifica	ranking	N;FEM;SG	N;MASC;PL
classifica	clasificaciones	classifica	clasificación	N;FEM;SG	N;FEM;PL
importante	importantes	importante	importante	ADJ;SG	ADJ;PL
torneo	torneos	torneo	torneo	N;MASC;SG	N;MASC;PL
propria	propio	proprio	propio	DET;FEM;SG	ADJ;MASC;SG
propria	propios	proprio	propio	DET;FEM;SG	ADJ;MASC;PL
propria	propias	proprio	propio	DET;FEM;SG	ADJ;FEM;PL
propria	propia	proprio	propio	DET;FEM;SG	ADJ;FEM;SG
firenze	florencia	firenza	florencia	N;FEM;PL	N;FEM;SG
giovane	jóven	giovane	jóven	N;SG	ADJ;SG
giovane	jovenes	giovane	joven	N;SG	N;PL
giovane	young	giovane	young	N;SG	PROPN
giovane	jóvenes	giovane	joven	N;SG	N;PL
presenta	regalos	presentare	regalo	V;IND;SG;3;PRS;FIN	N;MASC;PL
vari	varios	vario	varios	ADJ;MASC;PL	PRO;MASC;PL
vari	varias	vario	varios	ADJ;MASC;PL	PRO;FEM;PL
vari	varios	vario	varios	ADJ;MASC;PL	PRO;MASC;PL
vari	diversos	vario	diverso	ADJ;MASC;PL	PRO;MASC;PL
pietro	pete	pietro	pete	N;MASC;SG	PROPN
torino	turín	torire	turín	ADJ;MASC;SG	N;MASC;SG
torino	turin	torire	turin	ADJ;MASC;SG	N;MASC;SG
cinque	five	cinque	fivir	NUM	N
cinque	cinque	cinque	cinque	NUM	
basso	baja	basso	baja	ADJ;MASC;SG	N;FEM;SG
basso	bajos	basso	bajo	ADJ;MASC;SG	ADJ;MASC;PL
basso	bajas	basso	baja	ADJ;MASC;SG	N;FEM;PL
basso	low	basso	low	ADJ;MASC;SG	
basso	bajo	basso	bajo	ADJ;MASC;SG	ADP
basso	bajos	basso	bajo	ADJ;MASC;SG	ADJ;MASC;PL
basso	bass	basso	bas	ADJ;MASC;SG	N
basso	bajo	basso	bajo	ADJ;MASC;SG	ADP
unità	unity	unità	unity	N;FEM	PRO;SG;2
marcatori	marcador	marcatore	marcador	N;MASC;PL	N;MASC;SG
politica	políticos	politica	político	N;FEM;SG	N;MASC;PL
politica	politicas	politica	politico	N;FEM;SG	N;FEM;PL
politica	políticas	politica	política	N;FEM;SG	N;FEM;PL
lei	lei	lei	lei	PRO;SG;3	V;IND;SG;2;PRS;FIN
metà	medio	metà	medio	N;FEM	NUM;MASC;SG
alto	high	alto	high	ADJ;MASC;SG	N
top	top	top	top	N	
top	arriba	top	arriba	N	ADV
usa	eeuu	usare	eeuu	V;IND;SG;3;PRS;FIN	PROPN
dati	data	dato	datar	N;MASC;PL	N;FEM;SG
dati	dato	dato	dato	N;MASC;PL	N;MASC;SG
teatro	teatros	teatro	teatro	N;MASC;SG	N;MASC;PL
cardinale	cardinal	cardinale	cardinal	N;MASC;SG	ADJ;SG
unico	únicos	unico	único	ADJ;MASC;SG	ADJ;MASC;PL
unico	unica	unico	unico	ADJ;MASC;SG	N;FEM;SG
unico	únicas	unico	único	ADJ;MASC;SG	ADJ;FEM;PL
papa	pope	papa	pope	N;MASC;SG	PROPN
visto	visto	vedere	visto	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
visto	visados	vedere	visado	V;MASC;SG;PST;V.PTCP	N;MASC;PL
visto	visado	vedere	visado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
visto	visa	vedere	visa	V;MASC;SG;PST;V.PTCP	N;FEM;SG
ricerca	buscar	ricerca	buscar	N;FEM;SG	V;NFIN
ricerca	busque	ricerca	buscar	N;FEM;SG	V;IMP;SG;3;FIN
ricerca	investigaciones	ricerca	investigación	N;FEM;SG	N;FEM;PL
principali	main	principale	main	ADJ;PL	N
principali	principal	principale	principal	ADJ;PL	ADJ;SG
massimo	máx	massimo	máx	ADJ;MASC;SG	
massimo	maximo	massimo	maximo	ADJ;MASC;SG	INTJ
massimo	max	massimo	max	ADJ;MASC;SG	PROPN
massimo	massimo	massimo	massimo	ADJ;MASC;SG	PROPN
massimo	máximas	massimo	máxima	ADJ;MASC;SG	ADJ;FEM;PL
massimo	maximo	massimo	maximo	ADJ;MASC;SG	INTJ
donna	hembras	donna	hembra	N;FEM;SG	N;FEM;PL
donna	femenino	donna	femenino	N;FEM;SG	ADJ;MASC;SG
superficie	superficial	superficie	superficial	N;FEM;SG	ADJ;SG
alta	high	alto	high	ADJ;FEM;SG	N
ritorno	regresar	ritorno	regresar	N;MASC;SG	V;NFIN
ritorno	volver	ritorno	volver	N;MASC;SG	V;NFIN
ritorno	back	ritorno	back	N;MASC;SG	
costruzione	construcciones	costruzione	construcción	N;FEM;SG	N;FEM;PL
subito	inmediato	subito	inmediato	ADV	ADJ;MASC;SG
totale	totales	totale	total	ADJ;SG	ADJ;PL
canzone	song	canzone	song	N;FEM;SG	PROPN
vista	vista	vista	visto	N;FEM;SG	ADJ;FEM;SG;V.PTCP
vista	vistas	vista	visto	N;FEM;SG	ADJ;FEM;PL;V.PTCP
vista	vista	vista	visto	N;FEM;SG	ADJ;FEM;SG;V.PTCP
vista	view	vista	view	N;FEM;SG	PROPN
vista	ver	vista	ver	N;FEM;SG	V;NFIN
detto	said	dire	said	V;MASC;SG;PST;V.PTCP	N
detto	dicho	dire	dicho	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
attuale	actualidad	attuale	actualidad	ADJ;SG	N;FEM;SG
attuale	corriente	attuale	corriente	ADJ;SG	N;MASC;SG
varie	varios	vario	varios	ADJ;FEM;PL	PRO;MASC;PL
varie	varias	vario	varios	ADJ;FEM;PL	PRO;FEM;PL
varie	varios	vario	varios	ADJ;FEM;PL	PRO;MASC;PL
varie	misc	vario	misc	ADJ;FEM;PL	N;MASC;SG
varie	varios	vario	varios	ADJ;FEM;PL	PRO;MASC;PL
varie	diversos	vario	diverso	ADJ;FEM;PL	PRO;MASC;PL
robert	robert	robert	robert	N;MASC;SG	PROPN
est	este	est	este	N;MASC;SG	PRO;MASC;SG
musicale	musicales	musicale	musical	ADJ;SG	N;MASC;PL
realtà	realidades	realtà	realidad	N;FEM;SG	N;FEM;PL
fuori	afuera	fuori	afuera	ADV	
fuori	exterior	fuori	exterior	ADV	ADJ;SG
fuori	afuera	fuori	afuera	ADV	
fuori	out	fuori	out	ADV	
monte	montar	monte	montar	N;MASC;SG	V;NFIN
museo	museos	museo	museo	N;MASC;SG	N;MASC;PL
forse	quizas	forse	quiza	ADV	N;FEM;SG
forse	quizas	forse	quiza	ADV	N;FEM;SG
forse	talvez	forse	talvez	ADV	INTJ
legge	leyes	legge	ley	N;FEM;SG	N;FEM;PL
mario	mario	mario	mario	N;MASC;SG	
mario	mario	mario	mario	N;MASC;SG	
mario	marius	mario	marius	N;MASC;SG	PROPN
molte	muchas	molto	mucho	DET;FEM;PL	PRO;FEM;PL
molte	muchos	molto	mucho	DET;FEM;PL	PRO;MASC;PL
classe	clases	classe	clase	N;FEM;SG	N;FEM;PL
amore	amores	amore	amor	N;MASC;SG	N;MASC;PL
amore	amar	amore	amar	N;MASC;SG	V;NFIN
michael	miguel	michael	miguel	N;MASC;SG	PROPN
fratello	bro	fratello	bro	N;MASC;SG	INTJ
fratello	carnal	fratello	carnal	N;MASC;SG	ADJ;SG
prime	prime	primo	prime	ADJ;FEM;PL	N
comuni	comunes	comune	común	N;MASC;PL	ADJ;PL
comuni	frecuente	comune	frecuente	N;MASC;PL	ADJ;SG
comuni	común	comune	común	N;MASC;PL	ADJ;SG
comuni	frecuentes	comune	frecuente	N;MASC;PL	ADJ;PL
pubblico	público	pubblico	público	ADJ;MASC;SG	N;MASC;SG
pubblico	audiencia	pubblico	audiencia	ADJ;MASC;SG	N;FEM;SG
pubblico	auditorio	pubblico	auditorio	ADJ;MASC;SG	N;MASC;SG
pubblico	público	pubblico	público	ADJ;MASC;SG	N;MASC;SG
pubblico	públicas	pubblico	público	ADJ;MASC;SG	ADJ;FEM;PL
pubblico	públicos	pubblico	público	ADJ;MASC;SG	ADJ;MASC;PL
media	medios	media	medio	N;FEM;SG	N;MASC;PL
media	medianas	media	mediano	N;FEM;SG	ADJ;FEM;PL
media	medio	media	medio	N;FEM;SG	NUM;MASC;SG
media	mediano	media	mediano	N;FEM;SG	ADJ;MASC;SG
media	mediana	media	mediano	N;FEM;SG	ADJ;FEM;SG
gray	gray	gray	gray	N;MASC	PROPN
gray	gris	gray	gris	N;MASC	
londra	londres	londra	londre	N;FEM;SG	N;MASC;PL
sopra	supra	sopra	supro	ADV	
formazione	entrenando	formazione	entrenar	N;FEM;SG	V;V.MSDR
marco	mark	marco	mark	N;MASC;SG	PROPN
marco	marcar	marco	marcar	N;MASC;SG	V;NFIN
marco	marcos	marco	marco	N;MASC;SG	N;MASC;PL
world	mundial	world	mundial	N;MASC	ADJ;SG
sant	sant	sant	santo		PROPN
bene	fine	bene	fine	ADV	N
bene	fino	bene	fino	ADV	ADJ;MASC;SG
bene	buenas	bene	buen	ADV	ADJ;FEM;PL
bene	bueno	bene	buen	ADV	INTJ
bene	buena	bene	buen	ADV	ADJ;FEM;SG
bene	buenos	bene	buen	ADV	ADJ;MASC;PL
bene	pues	bene	pues	ADV	CONJ
bene	bueno	bene	buen	ADV	INTJ
bene	pozo	bene	pozo	ADV	N;MASC;SG
britannico	británico	britannico	británico	ADJ;MASC;SG	N;MASC;SG
britannico	británicos	britannico	británico	ADJ;MASC;SG	N;MASC;PL
romano	roman	romano	romar	ADJ;MASC;SG	N
romano	romanos	romano	romano	ADJ;MASC;SG	N;MASC;PL
romano	román	romano	román	ADJ;MASC;SG	N;MASC;SG
informazioni	información	informazione	información	N;FEM;PL	N;FEM;SG
informazioni	informacion	informazione	informacion	N;FEM;PL	N;FEM;SG
utente	usuarios	utente	usuario	N;SG	N;MASC;PL
italiani	italiana	italiano	italiano	N;MASC;PL	ADJ;FEM;SG
italiani	italiano	italiano	italiano	N;MASC;PL	N;MASC;SG
locale	locales	locale	local	ADJ;SG	ADJ;PL
james	james	james	jame	N;SG	PROPN
james	jaime	james	jaime	N;SG	PROPN
conte	cuenta	conte	contar	N;MASC;SG	V;IND;SG;3;PRS;FIN
giapponese	japonesas	giapponese	japonés	ADJ;SG	ADJ;FEM;PL
giapponese	japonés	giapponese	japonés	ADJ;SG	N;MASC;SG
giapponese	japoneses	giapponese	japonés	ADJ;SG	N;MASC;PL
meglio	better	meglio	better	ADV	N
meglio	mejores	meglio	mejor	ADV	ADJ;PL
meglio	mejores	meglio	mejor	ADV	ADJ;PL
meglio	best	meglio	best	ADV	N;MASC;SG
figli	sons	figlio	sons	N;MASC;PL	PROPN
figli	niñez	figlio	niñez	N;MASC;PL	N;FEM;SG
figli	infancia	figlio	infancia	N;MASC;PL	N;FEM;SG
avevano	tenía	avere	tener	V;IND;PL;3;IPFV;FIN	V;IND;SG;3;IPFV;FIN
avevano	tenido	avere	tener	V;IND;PL;3;IPFV;FIN	ADJ;MASC;SG;V.PTCP
avevano	tuvo	avere	tener	V;IND;PL;3;IPFV;FIN	V;IND;SG;3;PST;FIN
avevano	había	avere	haber	V;IND;PL;3;IPFV;FIN	V;IND;SG;3;IPFV;FIN
piccolo	small	piccolo	small	ADJ;MASC;SG	N
piccolo	pequeñas	piccolo	pequeño	ADJ;MASC;SG	ADJ;FEM;PL
piccolo	pequeños	piccolo	pequeño	ADJ;MASC;SG	ADJ;MASC;PL
piccolo	poco	piccolo	poco	ADJ;MASC;SG	ADV
piccolo	little	piccolo	little	ADJ;MASC;SG	N
piccolo	piccolo	piccolo	piccolo	ADJ;MASC;SG	N;MASC;SG
campionati	campeonato	campionato	campeonato	N;MASC;PL	N;MASC;SG
unica	únicos	unico	único	ADJ;FEM;SG	ADJ;MASC;PL
unica	unica	unico	unico	ADJ;FEM;SG	N;FEM;SG
unica	únicas	unico	único	ADJ;FEM;SG	ADJ;FEM;PL
importanti	importante	importante	importante	ADJ;PL	ADJ;SG
von	von	von	von	PROPN	PROPN
terza	terceros	terzo	tercero	ADJ;FEM;SG	N;MASC;PL
programma	programar	programma	programar	N;MASC;SG	V;NFIN
nominato	nombrado	nominare	nombrado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
nominato	designados	nominare	designado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
nominato	designado	nominare	designado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
nominato	nominados	nominare	nominado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
nominato	nominado	nominare	nominar	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
nominato	nominada	nominare	nominado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
noto	conocidas	noto	conocido	ADJ;MASC;SG	ADJ;FEM;PL;V.PTCP
noto	conocidos	noto	conocido	ADJ;MASC;SG	ADJ;MASC;PL;V.PTCP
testa	testa	testa	testa	N;FEM;SG	
testa	cabezas	testa	cabeza	N;FEM;SG	N;FEM;PL
potrebbe	podrían	potere	poder	V;COND;SG;3;PRS;FIN	V;COND;PL;3;FIN
potrebbe	podía	potere	poder	V;COND;SG;3;PRS;FIN	V;IND;SG;3;IPFV;FIN
potrebbe	podria	potere	podria	V;COND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
jean	jean	jean	jean	N;MASC;SG	PROPN
forte	forte	forte	forte	ADJ;SG	
forte	strong	forte	strong	ADJ;SG	N
forte	fuertes	forte	fuerte	ADJ;SG	ADJ;PL
forte	fortaleza	forte	fortaleza	ADJ;SG	N;FEM;SG
forte	fort	forte	fort	ADJ;SG	N;MASC
numerosi	numerosos	numeroso	numeroso	DET;MASC;PL	ADJ;MASC;PL
numerosi	numerosa	numeroso	numeroso	DET;MASC;PL	ADJ;FEM;SG
numerosi	numerosas	numeroso	numeroso	DET;MASC;PL	ADJ;FEM;PL
numerosi	numeroso	numeroso	numeroso	DET;MASC;PL	ADJ;MASC;SG
william	william	william	william	N;MASC;SG	PROPN
diritto	leyes	diritto	ley	N;MASC;SG	N;FEM;PL
start	empezar	start	empezar	N;MASC	V;NFIN
unione	fusionar	unione	fusionar	N;FEM;SG	V;NFIN
unione	combinar	unione	combinar	N;FEM;SG	V;NFIN
star	estrella	stare	estrella	V;NFIN	N;FEM;SG
star	star	stare	star	V;NFIN	N
star	estelar	stare	estelar	V;NFIN	ADJ;SG
piazza	cuadrada	piazza	cuadrado	N;FEM;SG	ADJ;FEM;SG
potere	poder	potere	poder	N;MASC;SG	V;NFIN
presenze	asistencia	presenza	asistencia	N;FEM;PL	N;FEM;SG
rete	neto	rete	neto	N;FEM;SG	ADJ;MASC;SG
rete	neta	rete	neta	N;FEM;SG	ADJ;FEM;SG
rete	netos	rete	neto	N;FEM;SG	N;MASC;PL
lato	side	lato	sedir	N;MASC;SG	
lato	costado	lato	costar	N;MASC;SG	ADJ;MASC;SG;V.PTCP
lato	laterales	lato	lateral	N;MASC;SG	N;PL
forza	forzar	forza	forzar	N;FEM;SG	V;NFIN
superiore	upper	superiore	upper	ADJ;CMPR;SG	N
superiore	superiores	superiore	superior	ADJ;CMPR;SG	ADJ;PL
breve	short	breve	short	ADJ;SG	N
breve	cortos	breve	corto	ADJ;SG	ADJ;MASC;PL
breve	breves	breve	breve	ADJ;SG	ADJ;PL
lavori	obra	lavoro	obra	N;MASC;PL	N;FEM;SG
lavori	trabaje	lavoro	trabaje	N;MASC;PL	V;SBJV;SG;3;PRS;FIN
lavori	trabajo	lavoro	trabajo	N;MASC;PL	N;MASC;SG
lavori	trabajar	lavoro	trabajar	N;MASC;PL	V;NFIN
spagnolo	castellano	spagnolo	castellano	ADJ;MASC;SG	N;MASC;SG
spagnolo	español	spagnolo	español	ADJ;MASC;SG	N;MASC;SG
spagnolo	espanol	spagnolo	espanol	ADJ;MASC;SG	N;MASC;SG
van	camioneta	van	camioneta	PROPN	N;FEM;SG
van	van	van	ir	PROPN	V;IND;PL;3;PRS;FIN
van	furgoneta	van	furgoneta	PROPN	N;FEM;SG
fronte	frontal	fronte	frontal	N;SG	ADJ;SG
ovest	occidental	ovest	occidental	N;MASC;SG	ADJ;SG
andrea	andreas	andrea	andrea	N;MASC;SG	PROPN
andrea	andrea	andrea	andrear	N;MASC;SG	PROPN
andrea	andres	andrea	andres	N;MASC;SG	PROPN
andrea	andrew	andrea	andrew	N;MASC;SG	PROPN
andrea	andrés	andrea	andrés	N;MASC;SG	PROPN
nato	nacidos	nascere	nacido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
nato	born	nascere	born	V;MASC;SG;PST;V.PTCP	N
nato	nacido	nascere	nacido	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
nato	nato	nascere	nato	V;MASC;SG;PST;V.PTCP	N;MASC;SG
nato	otan	nascere	otar	V;MASC;SG;PST;V.PTCP	N;FEM;SG
controllo	controlar	controllo	controlar	N;MASC;SG	V;NFIN
passato	pasadas	passato	pasado	N;MASC;SG	ADJ;FEM;PL;V.PTCP
passato	pasada	passato	pasado	N;MASC;SG	ADJ;FEM;SG;V.PTCP
passato	pasado	passato	pasado	N;MASC;SG	ADJ;MASC;SG;V.PTCP
passato	pasados	passato	pasado	N;MASC;SG	ADJ;MASC;PL;V.PTCP
dire	say	dire	saber	V;NFIN	PROPN
dire	di	dire	di	V;NFIN	N
gridcolor	gridcolor	gridcolor	gridcolor	N;MASC;SG	PROPN
lightgrey	lightgrey	lightgrey	lightgrey	V;IND;SG;3;PRS;FIN	
mappa	plano	mappa	plano	V;IND;SG;3;PRS;FIN	N;MASC;SG
mappa	mapa	mappa	mapa	V;IND;SG;3;PRS;FIN	N;MASC;SG
mappa	mapas	mappa	mapa	V;IND;SG;3;PRS;FIN	N;MASC;PL
pari	peer	pari	peer	ADJ	N
pari	pares	pari	par	ADJ	N;MASC;PL
pari	pares	pari	par	ADJ	N;MASC;PL
pari	equal	pari	equal	ADJ	N
pari	igual	pari	igual	ADJ	ADV
giorgio	giorgio	giorgio	giorgio	N;MASC;SG	PROPN
giorgio	jordi	giorgio	jordi	N;MASC;SG	PROPN
giorgio	jorge	giorgio	jorge	N;MASC;SG	PROPN
problemi	problemática	problema	problemática	N;MASC;PL	N;FEM;SG
antica	antigüedades	antico	antigüedad	ADJ;FEM;SG	N;FEM;PL
antica	antiguas	antico	antiguo	ADJ;FEM;SG	ADJ;FEM;PL
antica	antigüedad	antico	antigüedad	ADJ;FEM;SG	N;FEM;SG
antica	antiguas	antico	antiguo	ADJ;FEM;SG	ADJ;FEM;PL
antica	antiguos	antico	antiguo	ADJ;FEM;SG	ADJ;MASC;PL
darkgrey	darkgrey	darkgrey	darkgrey	V;IND;SG;3;PST;FIN	PROPN
problema	problemas	problema	problema	N;MASC;SG	N;MASC;PL
chiamato	llamados	chiamare	llamado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
chiamato	llamado	chiamare	llamado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
chiamato	llamada	chiamare	llamado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
migliore	better	migliore	better	ADJ;CMPR;SG	N
migliore	mejores	migliore	mejor	ADJ;CMPR;SG	ADJ;PL
migliore	mejor	migliore	mejor	ADJ;CMPR;SG	ADV
migliore	mejores	migliore	mejor	ADJ;CMPR;SG	ADJ;PL
migliore	best	migliore	best	ADJ;CMPR;SG	N;MASC;SG
migliore	mejor	migliore	mejor	ADJ;CMPR;SG	ADV
pochi	pocos	poco	poco	DET;MASC;PL	PRO;MASC;PL
pochi	pocas	poco	poco	DET;MASC;PL	PRO;FEM;PL
mio	míos	mio	mío	DET;MASC;SG	PRO;MASC;PL;2
mio	mio	mio	mio	DET;MASC;SG	INTJ
mio	mina	mio	mina	DET;MASC;SG	N;FEM;SG
mio	mías	mio	mío	DET;MASC;SG	PRO;FEM;PL;2
mio	mío	mio	mío	DET;MASC;SG	PRO;MASC;SG;1
mio	mío	mio	mío	DET;MASC;SG	PRO;MASC;SG;1
mio	mio	mio	mio	DET;MASC;SG	INTJ
civile	civiles	civile	civil	ADJ;SG	ADJ;PL
luce	ligera	luce	ligero	N;FEM;SG	ADJ;FEM;SG
luce	ligero	luce	ligero	N;FEM;SG	ADJ;MASC;SG
luce	luce	luce	lucir	N;FEM;SG	V;IND;SG;3;PRS;FIN
lista	listado	lista	listado	N;FEM;SG	ADJ;MASC;SG;V.PTCP
ultimi	último	ultimo	último	ADJ;MASC;PL	ADJ;MASC;SG
ultimi	last	ultimo	last	ADJ;MASC;PL	N
ultimi	última	ultimo	último	ADJ;MASC;PL	ADJ;FEM;SG
ultimi	última	ultimo	último	ADJ;MASC;PL	ADJ;FEM;SG
ultimi	último	ultimo	último	ADJ;MASC;PL	ADJ;MASC;SG
ore	horario	ora	horario	N;FEM;PL	N;MASC;SG
edificio	construyendo	edificio	construir	N;MASC;SG	V;V.MSDR
dio	dios	dio	dios	N;MASC;SG	INTJ
dio	dio	dio	dar	N;MASC;SG	V;IND;SG;3;PST;FIN
inizia	start	iniziare	start	V;IND;SG;3;PRS;FIN	N
inizia	inicio	iniziare	inicio	V;IND;SG;3;PRS;FIN	N;MASC;SG
inizia	comienzo	iniziare	comienzo	V;IND;SG;3;PRS;FIN	N;MASC;SG
sinistra	izquierdo	sinistra	izquierdo	N;FEM;SG	ADJ;MASC;SG
modello	modelos	modello	modelo	N;MASC;SG	N;MASC;PL
aeroporto	aeropuertos	aeroporto	aeropuerto	N;MASC;SG	N;MASC;PL
certo	seguro	certo	seguro	ADV	ADJ;MASC;SG
movimento	movimientos	movimento	movimiento	N;MASC;SG	N;MASC;PL
motore	motores	motore	motor	N;MASC;SG	N;MASC;PL
motore	motora	motore	motora	N;MASC;SG	ADJ;FEM;SG
femminile	femeninos	femminile	femenino	ADJ;SG	ADJ;MASC;PL
femminile	mujer	femminile	mujer	ADJ;SG	N;FEM;SG
femminile	hembra	femminile	hembra	ADJ;SG	N;FEM;SG
femminile	hembras	femminile	hembra	ADJ;SG	N;FEM;PL
vero	true	vero	true	ADJ;MASC;SG	N
vero	verdad	vero	verdad	ADJ;MASC;SG	N;FEM;SG
piccola	bebe	piccolo	beber	ADJ;FEM;SG	N;MASC;SG
piccola	nena	piccolo	nena	ADJ;FEM;SG	N;FEM;SG
piccola	bebé	piccolo	bebé	ADJ;FEM;SG	N;MASC;SG
piccola	nene	piccolo	nene	ADJ;FEM;SG	N;MASC;SG
piccola	baby	piccolo	baby	ADJ;FEM;SG	N
piccola	small	piccolo	small	ADJ;FEM;SG	N
piccola	pequeñas	piccolo	pequeño	ADJ;FEM;SG	ADJ;FEM;PL
piccola	pequeños	piccolo	pequeño	ADJ;FEM;SG	ADJ;MASC;PL
piccola	poco	piccolo	poco	ADJ;FEM;SG	ADV
piccola	little	piccolo	little	ADJ;FEM;SG	N
piccola	babe	piccolo	baber	ADJ;FEM;SG	N;SG
piccola	nena	piccolo	nena	ADJ;FEM;SG	N;FEM;SG
nuovi	novedad	nuovo	novedad	ADJ;MASC;PL	N;FEM;SG
nuovi	nuevo	nuovo	nuevo	ADJ;MASC;PL	ADJ;MASC;SG
nuovi	novedades	nuovo	novedad	ADJ;MASC;PL	N;FEM;PL
nuovi	nueva	nuovo	nuevo	ADJ;MASC;PL	ADJ;FEM;SG
valore	valorar	valore	valorar	N;MASC;SG	V;NFIN
gruppi	agrupa	gruppo	agrupar	N;MASC;PL	V;IND;SG;3;PRS;FIN
love	amar	love	amar	N	V;NFIN
spazio	espaciales	spazio	espacial	N;MASC;SG	ADJ;PL
spazio	espacial	spazio	espacial	N;MASC;SG	ADJ;SG
troppo	too	troppo	too	ADV	N
troppo	tambien	troppo	tambien	ADV	
alessandro	alejandro	alessandro	alejandro	N;MASC;SG	
amico	compa	amico	compa	N;MASC;SG	INTJ
amico	dude	amico	dudar	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
doppio	dobles	doppio	doble	ADJ;MASC;SG	N;PL
doppio	dobles	doppio	doble	ADJ;MASC;SG	N;PL
formato	formato	formare	formato	V;MASC;SG;PST;V.PTCP	N;MASC;SG
vinto	ganados	vincere	ganado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
vinto	ganado	vincere	ganado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
vinto	gano	vincere	ganar	V;MASC;SG;PST;V.PTCP	V;IND;SG;1;PRS;FIN
mezzo	medio	mezzo	medio	N;MASC;SG	NUM;MASC;SG
essendo	estar	essere	estar	V;V.MSDR	V;NFIN
processo	procesos	processo	proceso	N;MASC;SG	N;MASC;PL
processo	procesar	processo	procesar	N;MASC;SG	V;NFIN
processo	trial	processo	trial	N;MASC;SG	
attacco	atacar	attacco	atacar	N;MASC;SG	V;NFIN
attacco	ataquen	attacco	ataquen	N;MASC;SG	V;IMP;PL;3;FIN
attacco	ataca	attacco	atacar	N;MASC;SG	V;IND;SG;3;PRS;FIN
interpretato	interpretados	interpretare	interpretado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;PL;V.PTCP
interpretato	interpretado	interpretare	interpretado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
interpretato	interpretadas	interpretare	interpretado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;PL;V.PTCP
interpretato	interpretada	interpretare	interpretado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
utilizzato	utilizada	utilizzare	utilizado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
utilizzato	usada	utilizzare	usado	V;MASC;SG;PST;V.PTCP	ADJ;FEM;SG;V.PTCP
utilizzato	usado	utilizzare	usado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
utilizzato	utilizado	utilizzare	utilizado	V;MASC;SG;PST;V.PTCP	ADJ;MASC;SG;V.PTCP
