for	varten	for	varten	ADP	ADV
stort	suuria	stor	suuri	ADJ;INDF;NEUT;SG	ADJ;PRT;PL
stort	isot	stor	iso	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
sprog	kieliä	sprog	kieli	N;INDF;NEUT;SG	N;PRT;PL
sprog	kielet	sprog	kieli	N;INDF;NEUT;SG	N;NOM;PL
sprog	kielet	sprog	kieli	N;INDF;NEUT;SG	N;NOM;PL
set	nähneet	se	nähdä	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;ACT
london	lontoon	london	lonto	PROPN	N;GEN;SG
london	lontooseen	london	lontoo	PROPN	N;IN+ALL;SG
london	lontoo	london	lonto	PROPN	N;NOM;SG
london	lontoossa	london	lonto	PROPN	N;IN+ESS;SG
kendte	tiedossa	kende	tieto	V;IND;PST;FIN;ACT	N;IN+ESS;SG
kendte	tunnetaan	kende	tuntea	V;IND;PST;FIN;ACT	V;IND;PRS;FIN;PASS
kendte	tunnetut	kende	tunnettu	V;IND;PST;FIN;ACT	ADJ;NOM;PL
kendte	tunnettu	kende	tunnettu	V;IND;PST;FIN;ACT	ADJ;NOM;SG
kendte	julkkiksia	kende	julkkis	V;IND;PST;FIN;ACT	N;PRT;PL
vest	west	vest	west	N;INDF	PROPN;NOM;SG
vest	läntinen	vest	läntinen	N;INDF	ADJ;NOM;SG
vest	western	vest	western	N;INDF	
vest	läntinen	vest	läntinen	N;INDF	ADJ;NOM;SG
brug	käyttää	brug	käyttää	N;INDF;MASC+FEM;SG	V;IND;SG;PRS;FIN;ACT
brug	käytä	brug	käyttää	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
brug	käytettävä	brug	käyttää	N;INDF;MASC+FEM;SG	V;NOM;SG;V.PTCP;PASS
lande	maa	land	maa	N;INDF;NEUT;PL	N;NOM;SG
lande	valtio	land	valtio	N;INDF;NEUT;PL	N;NOM;SG
lande	maata	land	maa	N;INDF;NEUT;PL	N;PRT;SG
lande	maan	land	maa	N;INDF;NEUT;PL	N;GEN;SG
liv	life	liv	life	N;INDF;NEUT;SG	
liv	elämät	liv	elämä	N;INDF;NEUT;SG	N;NOM;PL
liv	asuu	liv	asua	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
liv	liv	liv	liv	N;INDF;NEUT;SG	PROPN;NOM;SG
dele	jakaa	del	jakaa	N;INDF;MASC+FEM;PL	V;SG;NFIN;ACT
dele	osuus	del	osuus	N;INDF;MASC+FEM;PL	N;NOM;SG
dele	jaa	del	jaa	N;INDF;MASC+FEM;PL	V;IMP;SG;2;FIN;ACT
øst	itäinen	øst	itäinen	N;INDF	ADJ;NOM;SG
øst	itäinen	øst	itäinen	N;INDF	ADJ;NOM;SG
brugt	käytetyt	bruge	käyttää	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
brugt	käytettyjä	bruge	käyttää	V;INDF;SG;PST;V.PTCP	V;PRT;PL;V.PTCP;PASS
brugt	käytetyt	bruge	käyttää	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
album	albumit	album	albumi	N;INDF;NEUT;SG	N;NOM;PL
giver	antaminen	give	antaminen	V;IND;PRS;FIN;ACT	N;NOM;SG
giver	annetaan	give	antaa	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
nuværende	lahja	nuværende	lahja	ADJ	N;NOM;SG
nuværende	paikalla	nuværende	paikka	ADJ	N;AT+ESS
;SG
nuværende	läsnä	nuværende	läsnä	ADJ	ADV
indbyggere	asukasta	indbygger	asukas	N;INDF;MASC+FEM;PL	N;PRT;SG
indbyggere	väestö	indbygger	väestö	N;INDF;MASC+FEM;PL	N;NOM;SG
indbyggere	väkiluku	indbygger	väki#luku	N;INDF;MASC+FEM;PL	N;NOM;SG
indbyggere	väestön	indbygger	väestö	N;INDF;MASC+FEM;PL	N;GEN;SG
står	pystyssä	stå	pystyssä	V;IND;PRS;FIN;ACT	ADV
står	pysyvän	stå	pysyvä	V;IND;PRS;FIN;ACT	ADJ;GEN;SG
dens	sen	dens	se	DET;3	PRO;GEN;SG
videre	pidemmälle	videre	pitkä	ADV	ADJ;AT+ALL;CMPR;SG
længere	pidempi	længe	pitkä	ADV;CMPR	ADJ;NOM;CMPR;SG
længere	pitempi	længe	pitkä	ADV;CMPR	ADJ;NOM;CMPR;SG
franske	ranska	fransk	ranska	ADJ;PL	PROPN;NOM;SG
franske	ranskan	fransk	ranska	ADJ;PL	N;GEN;SG
franske	ranskalaiset	fransk	ranska#lainen	ADJ;PL	N;NOM;PL
franske	ranskalaisia	fransk	ranska#lainen	ADJ;PL	N;PRT;PL
franske	ranskalainen	fransk	ranskalainen	ADJ;PL	ADJ;NOM;SG
paris	pariisiin	paris	pariisi	PROPN	N;IN+ALL;SG
paris	pariisi	paris	pariisi	PROPN	N;NOM;SG
paris	pariisin	paris	pariisi	PROPN	N;GEN;SG
måde	way	måde	way	N;INDF;MASC+FEM;SG	
world	maailmassa	world	maailma		N;IN+ESS;SG
world	maailma	world	maailma		N;NOM;SG
world	maailmaa	world	maailma		N;PRT;SG
world	maailman	world	maailma		N;GEN;SG
world	world	world	world		PROPN;NOM;SG
world	maailmaan	world	maailma		N;IN+ALL;SG
fransk	ranska	fransk	ranska	ADJ;INDF;SG	PROPN;NOM;SG
fransk	ranskan	fransk	ranska	ADJ;INDF;SG	N;GEN;SG
fransk	ranskalaiset	fransk	ranska#lainen	ADJ;INDF;SG	N;NOM;PL
fransk	ranskalaisia	fransk	ranska#lainen	ADJ;INDF;SG	N;PRT;PL
carl	carl	carl	carl		N;NOM;SG
york	yorkiin	york	yorki	PROPN	N;IN+ALL;SG
york	york	york	york	PROPN	PROPN;NOM;SG
york	yorkin	york	yorkki	PROPN	N;GEN;SG
ses	nähnyt	se	nähdä	V;NFIN;PASS	V;NOM;SG;V.PTCP;ACT
ses	nähneet	se	nähdä	V;NFIN;PASS	V;NOM;PL;V.PTCP;ACT
ses	ses	se	ses	V;NFIN;PASS	INTJ
kamp	torjua	kamp	torjua	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
kamp	taistella	kamp	taistella	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
kamp	taistele	kamp	taistella	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
musik	music	musik	music	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
nielsen	nielsen	nielsen	nielsä	PROPN	N;GEN;SG
#aaa	#aaa	#aaa	#aaa		N;NOM;SG
fandt	löydetty	finde	löytää	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
fandt	löydettiin	finde	löytää	V;IND;PST;FIN;ACT	V;IND;PST;FIN;PASS
jensen	jensen	jens	jensen	PROPN	
solid	kiinteät	solid	kiinteä	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
små	pieni	lille	pieni	ADJ;PL	ADJ;NOM;SG
små	pieni	lille	pieni	ADJ;PL	ADJ;NOM;SG
små	vähä	lille	vähän	ADJ;PL	ADV
egen	omista	egen	oma	ADJ;MASC+FEM;SG	ADJ;IN+ABL;PL
egen	omat	egen	oma	ADJ;MASC+FEM;SG	ADJ;NOM;PL
dage	päivää	dag	päivä	N;INDF;MASC+FEM;PL	N;PRT;SG
dage	days	dag	days	N;INDF;MASC+FEM;PL	N;NOM;SG
kaldet	nimeltään	kalde	nimi	V;INDF;SG;PST;V.PTCP	N;AT+ABL;SG
valgt	valitut	vælge	valita	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
valgt	valitut	vælge	valita	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
aarhus	århusin	aarhus	Frhus	PROPN	PROPN;GEN;SG
via	kautta	via	kautta	ADP	ADV
via	via	via	via	ADP	N;NOM;SG
britiske	britti	britisk	britti	ADJ;PL	N;NOM;SG
britiske	brittiläiset	britisk	brittiläinen	ADJ;PL	N;NOM;PL
britiske	brittiläinen	britisk	brittiläinen	ADJ;PL	ADJ;NOM;SG
britiske	britit	britisk	britti	ADJ;PL	N;NOM;PL
britiske	britannian	britisk	britannia	ADJ;PL	N;GEN;SG
henrik	henrik	henrik	henrik	PROPN	N;NOM;SG
henrik	henrik	henrik	henrik	PROPN	N;NOM;SG
henrik	henry	henrik	henry	PROPN	N;NOM;SG
amt	amt	amt	amt	N;INDF;NEUT;SG	PROPN;NOM;SG
serien	sarjat	serie	sarja	N;DEF;MASC+FEM;SG	N;NOM;PL
data	data	data	data	N;INDF;NEUT;PL	N;NOM;SG
data	tietoa	data	tieto	N;INDF;NEUT;PL	N;PRT;SG
min	minun	min	minä	DET;MASC+FEM;SG;1	PRO;GEN;SG;1
min	miina	min	miina	DET;MASC+FEM;SG;1	N;NOM;SG
min	kaivos	min	kaivos	DET;MASC+FEM;SG;1	N;NOM;SG
min	min	min	min	DET;MASC+FEM;SG;1	N;NOM;SG
jan	jan	jan	jan	PROPN	PROPN;NOM;SG
michael	mikko	michael	mikko		PROPN;NOM;SG
michael	mikael	michael	mikael		PROPN;NOM;SG
michael	michael	michael	michael		PROPN;NOM;SG
engelske	englanti	engelsk	englanti	ADJ;PL	N;NOM;SG
engelske	englantia	engelsk	englanti	ADJ;PL	N;PRT;SG
engelske	englanniksi	engelsk	englanti	ADJ;PL	N;TRANS;SG
engelske	englannin	engelsk	englanti	ADJ;PL	N;GEN;SG
konge	king	konge	king	N;INDF;MASC+FEM;SG	
finde	löytäminen	finde	löytäminen	V;NFIN;ACT	N;NOM;SG
hende	hänen	hun	hän	PRO;ACC;MASC+FEM;SG;3	PRO;GEN;SG;3
kong	king	kong	king		
kong	kuningas	kong	kuningas		N;NOM;SG
kong	kunkku	kong	kunkku		N;NOM;SG
kong	kong	kong	kong		PROPN;NOM;SG
thomas	thomas	thomas	thomas		N;NOM;SG
thomas	tuomas	thomas	tuomas		N;NOM;SG
taget	ottaa	tage	ottaa	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
taget	katto	tage	katto	V;INDF;SG;PST;V.PTCP	N;NOM;SG
taget	kattoa	tage	katto	V;INDF;SG;PST;V.PTCP	N;PRT;SG
taget	katon	tage	katto	V;INDF;SG;PST;V.PTCP	N;GEN;SG
international	kansainväliset	international	kansain#välinen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
følge	seurata	følge	seurata	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
følge	seuraa	følge	seurata	N;INDF;MASC+FEM;SG	V;IMP;SG;2;PRS;FIN;ACT
internationale	kansainvälisen	international	kansain#välinen	ADJ;PL	ADJ;GEN;SG
internationale	kansainvälinen	international	kansain#välinen	ADJ;PL	ADJ;NOM;SG
beliggende	sijaitsee	beliggende	sijaita	ADJ	V;IND;SG;3;PRS;FIN;ACT
beliggende	sijaitsee	beliggende	sijaita	ADJ	V;IND;SG;3;PRS;FIN;ACT
angreb	iskujen	angreb	isku	N;INDF;NEUT;SG	N;GEN;PL
angreb	hyökkäykset	angreb	hyökkäys	N;INDF;NEUT;SG	N;NOM;PL
angreb	iskut	angreb	isku	N;INDF;NEUT;SG	N;NOM;PL
betydning	tarkoittaen	betydning	tarkoittaa	N;INDF;MASC+FEM;SG	V;INS;SG;NFIN;ACT
tage	otetaan	tage	ottaa	V;NFIN;ACT	V;IND;PRS;FIN;PASS
erik	erik	erik	erik		PROPN;NOM;SG
erik	eric	erik	eric		PROPN;NOM;SG
erik	ericin	erik	eric		N;GEN;SG
nordlige	pohjoinen	nordlig	pohjoinen	ADJ;PL	N;NOM;SG
nordlige	pohjoiseen	nordlig	pohjoinen	ADJ;PL	N;IN+ALL;SG
nordlige	pohjois	nordlig	pohjois	ADJ;PL	N;NOM;SG
nordlige	pohjoinen	nordlig	pohjoinen	ADJ;PL	N;NOM;SG
nordlige	pohjois	nordlig	pohjois	ADJ;PL	N;NOM;SG
seks	kuudes	seks	kuudes	NUM	ADJ;NOM;SG
viser	näytetään	vise	näyttää	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
viser	näyttäminen	vise	näyttäminen	V;IND;PRS;FIN;ACT	N;NOM;SG
viser	näytetään	vise	näyttää	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
viser	näyttäminen	vise	näyttäminen	V;IND;PRS;FIN;ACT	N;NOM;SG
viser	näytöt	vise	näyttö	V;IND;PRS;FIN;ACT	N;NOM;PL
direkte	suorat	direkte	suora	ADV	ADJ;NOM;PL
direkte	suoraa	direkte	suora	ADV	ADJ;PRT;SG
direkte	suora	direkte	suora	ADV	ADJ;NOM;SG
direkte	direct	direkte	direct	ADV	N;NOM;SG
sydlige	etelä	sydlig	etelä	ADJ;PL	N;NOM;SG
sydlige	etelän	sydlig	etelä	ADJ;PL	N;GEN;SG
sydlige	eteläinen	sydlig	eteläinen	ADJ;PL	ADJ;NOM;SG
sydlige	etelä	sydlig	etelä	ADJ;PL	N;NOM;SG
sydlige	etelään	sydlig	etelä	ADJ;PL	N;IN+ALL;SG
give	annetaan	give	antaa	V;NFIN;ACT	V;IND;PRS;FIN;PASS
førte	led	føre	led	V;IND;PST;FIN;ACT	N;NOM;SG
efterfølgende	myöhemmät	efterfølgende	myöhä	ADJ	ADJ;NOM;CMPR;PL
efterfølgende	myöhempi	efterfølgende	myöhä	ADJ	ADJ;NOM;CMPR;SG
millioner	miljoona	million	miljoona	N;INDF;MASC+FEM;PL	NUM;NOM;SG
millioner	miljoonaa	million	miljoona	N;INDF;MASC+FEM;PL	NUM;PRT;SG
millioner	miljoonia	million	miljoona	N;INDF;MASC+FEM;PL	NUM;PRT;PL
nåede	päästy	nå	päästä	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
nåede	saavutettu	nå	saavuttaa	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
nåede	saavutettiin	nå	saavuttaa	V;IND;PST;FIN;ACT	V;IND;PST;FIN;PASS
ser	ulkonäkö	se	ulko#näkö	V;IND;PRS;FIN;ACT	N;NOM;SG
ser	katselin	se	katsella	V;IND;PRS;FIN;ACT	V;IND;SG;1;PST;FIN;ACT
yderligere	pidemmälle	yderligere	pitkä	ADV;CMPR	ADJ;AT+ALL;CMPR;SG
yderligere	lisä	yderligere	lisä	ADV;CMPR	N;NOM;SG
resultat	tulosten	resultat	tulos	N;INDF;NEUT;SG	N;GEN;PL
resultat	tuloksia	resultat	tulos	N;INDF;NEUT;SG	N;PRT;PL
resultat	tulokset	resultat	tulos	N;INDF;NEUT;SG	N;NOM;PL
bedre	paremmin	god	hyvin	ADJ;CMPR	ADV;CMPR
tale	puhua	tale	puhua	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
tale	puhu	tale	puhua	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
tale	puhua	tale	puhua	N;INDF;MASC+FEM;SG	V;SG;NFIN;ACT
tale	puhu	tale	puhua	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
oprettet	luodut	oprette	luoda	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
italien	italiassa	italie	italia	PROPN	N;IN+ESS;SG
italien	italia	italie	itali	PROPN	N;NOM;SG
italien	italian	italie	italia	PROPN	N;GEN;SG
sådan	tällainen	sådan	tällainen	ADV	ADJ;NOM;SG
par	pari	par	pari	N;INDF;NEUT;SG	NUM;NOM;SG
par	parit	par	pari	N;INDF;NEUT;SG	N;NOM;PL
par	pari	par	pari	N;INDF;NEUT;SG	NUM;NOM;SG
par	pareittain	par	pareittain	N;INDF;NEUT;SG	ADV
par	pareja	par	pare	N;INDF;NEUT;SG	N;PRT;PL
par	parit	par	pari	N;INDF;NEUT;SG	N;NOM;PL
muligt	mahdollisia	mulig	mahdollinen	ADJ;INDF;NEUT;SG	ADJ;PRT;PL
muligt	mahdolliset	mulig	mahdollinen	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
trods	huolimatta	trods	huolimatta	N;INDF;MASC+FEM;SG	ADP
rundt	erä	rundt	erä	ADV	N;NOM;SG
rundt	kierros	rundt	kierros	ADV	N;NOM;SG
rundt	pyöreä	rundt	pyöreä	ADV	ADJ;NOM;SG
flag	liput	flag	lippu	N;INDF;NEUT;SG	N;NOM;PL
flag	lippuja	flag	lippu	N;INDF;NEUT;SG	N;PRT;PL
samlet	yhteensä	samle	yhteensä	V;INDF;SG;PST;V.PTCP	ADV
samlet	koolla	samle	koolla	V;INDF;SG;PST;V.PTCP	N;AT+ESS
;SG
rusland	venäjän	rusland	venäjä	PROPN	N;GEN;SG
rusland	venäjää	rusland	venäjä	PROPN	N;PRT;SG
rusland	venäjä	rusland	venäjä	PROPN	PROPN;NOM;SG
mænd	mies	mand	mies	N;INDF;MASC+FEM;PL	N;NOM;SG
mænd	uros	mand	uros	N;INDF;MASC+FEM;PL	N;NOM;SG
city	city	city	city		PROPN;NOM;SG
city	kaupunki	city	kaupunki		N;NOM;SG
city	paikkakunta	city	paikka#kunta		N;NOM;SG
venstre	vasen	venstre	vasen	ADJ	N;NOM;SG
storbritannien	britannian	storbritannie	britannia	PROPN	N;GEN;SG
storbritannien	britannia	storbritannie	britanni	PROPN	N;NOM;SG
national	kansallinen	national	kansallinen		ADJ;NOM;SG
national	kansalliset	national	kansallinen		ADJ;NOM;PL
national	kansallisten	national	kansallinen		ADJ;GEN;PL
odense	odense	odense	odense	PROPN	
opført	lueteltujen	opføre	luetella	V;INDF;SG;PST;V.PTCP	V;GEN;PL;V.PTCP;PASS
opført	luetellut	opføre	luetella	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
baseret	perustuu	basere	perustua	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN;ACT
baseret	perustuvat	basere	perustua	V;INDF;SG;PST;V.PTCP	V;PL;3;PRS;FIN;ACT
nær	läheltä	nær	läheltä	ADJ;INDF;MASC+FEM;SG	ADV
nær	lähellä	nær	lähellä	ADJ;INDF;MASC+FEM;SG	ADV
nær	lähelle	nær	lähelle	ADJ;INDF;MASC+FEM;SG	ADV
svensk	ruotsalainen	svensk	ruotsalainen	N;INDF;NEUT;SG	ADJ;NOM;SG
niels	niels	niels	niels		N;NOM;SG
hurtigt	nopea	hurtigt	nopea	ADV	ADJ;NOM;SG
hurtigt	nopeaa	hurtigt	nopea	ADV	ADJ;PRT;SG
hurtigt	nopea	hurtigt	nopea	ADV	ADJ;NOM;SG
links	linkit	links	linkki	N;INDF;NEUT;SG	N;NOM;PL
links	yhteydet	links	yhteys	N;INDF;NEUT;SG	N;NOM;PL
links	linkkejä	links	linkki	N;INDF;NEUT;SG	N;PRT;PL
links	linkkien	links	linkki	N;INDF;NEUT;SG	N;GEN;PL
høj	high	høj	high	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
høj	korkeat	høj	korkea	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
svenske	ruotsiksi	svensk	ruotsi	ADJ;PL	N;TRANS;SG
svenske	ruotsalainen	svensk	ruotsalainen	ADJ;PL	ADJ;NOM;SG
svenske	ruotsi	svensk	ruotsi	ADJ;PL	N;NOM;SG
svenske	ruotsin	svensk	ruotsi	ADJ;PL	N;GEN;SG
bruger	käyttö	bruge	käyttö	V;IND;PRS;FIN;ACT	N;NOM;SG
bruger	käyttäjää	bruge	käyttäjä	V;IND;PRS;FIN;ACT	N;PRT;SG
bruger	käyttäjän	bruge	käyttäjä	V;IND;PRS;FIN;ACT	N;GEN;SG
bruger	käyttäjä	bruge	käyttäjä	V;IND;PRS;FIN;ACT	N;NOM;SG
bruger	käyttäjät	bruge	käyttäjä	V;IND;PRS;FIN;ACT	N;NOM;PL
sang	lauloi	sang	laulaa	N;INDF;MASC+FEM;SG	V;IND;SG;3;PST;FIN;ACT
sang	laulaa	sang	laulaa	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN;ACT
sang	laulavat	sang	laulaa	N;INDF;MASC+FEM;SG	V;IND;PL;3;PRS;FIN;ACT
sang	song	sang	song	N;INDF;MASC+FEM;SG	
oprindeligt	alustavat	oprindeligt	alustaa	ADV	V;PL;3;FIN;ACT
oprindeligt	alkuperäinen	oprindeligt	alku#peräinen	ADV	ADJ;NOM;SG
oprindeligt	alkuperäiset	oprindeligt	alku#peräinen	ADV	ADJ;NOM;PL
vej	way	vej	way	N;INDF;MASC+FEM;SG	
jens	jens	jens	jensä	PROPN	PROPN;NOM;SG
unge	nuoret	ung	nuori	ADJ;PL	N;NOM;PL
unge	nuorisoa	ung	nuoriso	ADJ;PL	N;PRT;SG
unge	nuoriso	ung	nuoriso	ADJ;PL	N;NOM;SG
unge	nuoruus	ung	nuoruus	ADJ;PL	N;NOM;SG
unge	nuori	ung	nuori	ADJ;PL	ADJ;NOM;SG
unge	nuoret	ung	nuori	ADJ;PL	N;NOM;PL
unge	youngin	ung	young	ADJ;PL	PROPN;GEN;SG
unge	young	ung	young	ADJ;PL	PROPN;NOM;SG
særlig	erityiset	særlig	erityinen	ADV	ADJ;NOM;PL
særlig	erityinen	særlig	erityinen	ADV	ADJ;NOM;SG
særlig	erityistä	særlig	erityinen	ADV	ADJ;PRT;SG
særlig	special	særlig	special	ADV	N;NOM;SG
særlig	erikoinen	særlig	erikoinen	ADV	ADJ;NOM;SG
synes	ajattele	synes	ajatella	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
synes	mieti	synes	mieti	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
tal	tal	tal	tal	N;INDF;NEUT;PL	N;NOM;SG
tal	puhua	tal	puhua	N;INDF;NEUT;PL	V;SG;NFIN;ACT
tal	puhu	tal	puhua	N;INDF;NEUT;PL	V;IMP;SG;2;FIN;ACT
tal	lukumäärä	tal	luku#määrä	N;INDF;NEUT;PL	N;NOM;SG
tal	numero	tal	numero	N;INDF;NEUT;PL	N;NOM;SG
tal	luku	tal	luku	N;INDF;NEUT;PL	N;NOM;SG
tæt	sulje	tæt	sulkea	ADV	V;IMP;SG;2;FIN;ACT
tæt	tiheä	tæt	tihi	ADV	ADJ;NOM;SG
gammel	vanhat	gammel	vanha	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
gammel	vanhoja	gammel	vanha	ADJ;INDF;MASC+FEM;SG	ADJ;PRT;PL
tilfælde	tapausten	tilfælde	tapaus	N;INDF;NEUT;SG	N;GEN;PL
tilfælde	tapaukset	tilfælde	tapaus	N;INDF;NEUT;SG	N;NOM;PL
tilfælde	tapauksissa	tilfælde	tapaus	N;INDF;NEUT;SG	N;IN+ESS;PL
ord	sanan	ord	sana	N;INDF;NEUT;PL	N;GEN;SG
ord	sana	ord	sana	N;INDF;NEUT;PL	N;NOM;SG
david	david	david	david		PROPN;NOM;SG
lange	langen	lang	langen	ADJ;PL	
lange	lange	lang	lange	ADJ;PL	N;NOM;SG
lange	kauan	lang	kauan	ADJ;PL	ADV
lange	pitkä	lang	pitkä	ADJ;PL	ADJ;NOM;SG
lange	pitkään	lang	pitkään	ADJ;PL	ADV
lange	long	lang	long	ADJ;PL	
holdt	pidetty	holde	pitää	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
holdt	pidetty	holde	pitää	V;IND;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
top	top	top	top	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
top	suosituimmat	top	suosittu	N;INDF;MASC+FEM;SG	ADJ;NOM;RL;PL
ældre	iäkkäät	gammel	iäkäs	ADJ;CMPR	ADJ;NOM;PL
ældre	vanhusten	gammel	vanhus	ADJ;CMPR	N;GEN;PL
ældre	vanhukset	gammel	vanhus	ADJ;CMPR	N;NOM;PL
arbejder	työn	arbejde	työ	V;IND;PRS;FIN;ACT	N;GEN;SG
arbejder	työ	arbejde	työ	V;IND;PRS;FIN;ACT	N;NOM;SG
arbejder	työt	arbejde	työ	V;IND;PRS;FIN;ACT	N;NOM;PL
arbejder	työtä	arbejde	työ	V;IND;PRS;FIN;ACT	N;PRT;SG
arbejder	työntekijä	arbejde	työ#tekijä	V;IND;PRS;FIN;ACT	N;NOM;SG
arbejder	työntekijää	arbejde	työ#tekijä	V;IND;PRS;FIN;ACT	N;PRT;SG
arbejder	työläinen	arbejde	työläinen	V;IND;PRS;FIN;ACT	N;NOM;SG
arbejder	työntekijän	arbejde	työ#tekijä	V;IND;PRS;FIN;ACT	N;GEN;SG
arbejder	työntekijöiden	arbejde	työ#tekijä	V;IND;PRS;FIN;ACT	N;GEN;PL
arbejder	töissä	arbejde	työ	V;IND;PRS;FIN;ACT	N;IN+ESS;PL
arbejder	työskentely	arbejde	työskentely	V;IND;PRS;FIN;ACT	N;NOM;SG
arbejder	teokset	arbejde	teos	V;IND;PRS;FIN;ACT	N;NOM;PL
indenfor	sisäpuolella	indenfor	sisä#puoli	ADV	N;AT+ESS
;SG
indenfor	kuluessa	indenfor	kulua	ADV	V;IN+ESS;SG;NFIN;ACT
nyt	uudet	ny	uusi	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
nyt	uusia	ny	uusi	ADJ;INDF;NEUT;SG	ADJ;PRT;PL
bør	pitäisi	burde	pitää	V;IND;PRS;FIN;ACT	V;COND;SG;3;FIN;ACT
bør	pitäis	burde	pitää	V;IND;PRS;FIN;ACT	V;COND;SG;3;FIN;ACT
bør	pitäisikö	burde	pitää	V;IND;PRS;FIN;ACT	V;COND;SG;3;FIN;ACT
lavet	tehdyt	lave	tehdä	V;INDF;SG;PST;V.PTCP	V;NOM;PL;V.PTCP;PASS
lavet	made	lave	made	V;INDF;SG;PST;V.PTCP	
andersen	andersen	andersen	andersi	PROPN	PROPN;NOM;SG
mener	ilkeä	mene	ilkeä	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
mener	tarkoita	mene	tarkoittaa	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
art	lajit	art	laji	N;INDF;MASC+FEM;SG	N;NOM;PL
art	lajien	art	laji	N;INDF;MASC+FEM;SG	N;GEN;PL
johan	johan	johan	jo		ADV
politisk	poliittinen	politisk	poliittinen	ADV	ADJ;NOM;SG
kongelige	kuninkaallinen	kongelig	kuninkaallinen	ADJ;PL	ADJ;NOM;SG
kongelige	kuninkaallinen	kongelig	kuninkaallinen	ADJ;PL	ADJ;NOM;SG
kongelige	royal	kongelig	royal	ADJ;PL	
norske	norjalainen	norsk	norjalainen	ADJ;PL	ADJ;NOM;SG
norske	norjaksi	norsk	norja	ADJ;PL	N;TRANS;SG
norske	norjan	norsk	norja	ADJ;PL	N;GEN;SG
norske	norja	norsk	norja	ADJ;PL	PROPN;NOM;SG
finder	löytäminen	finde	löytäminen	V;IND;PRS;FIN;ACT	N;NOM;SG
finder	löydä	finde	löydä	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
finder	etsi	finde	etsiä	V;IND;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
martin	martinin	martin	martin		N;GEN;SG
martin	martin	martin	martin		
fortsatte	jatkoa	fortsætte	jatko	V;PST;V.PTCP	N;PRT;SG
oprindelige	alustavat	oprindelig	alustaa	ADJ;PL	V;PL;3;FIN;ACT
oprindelige	alkuperäinen	oprindelig	alku#peräinen	ADJ;PL	ADJ;NOM;SG
type	kirjoita	type	kirja	N;INDF;MASC+FEM;SG	V;IMP;SG;2;FIN;ACT
stammer	kantoja	stamme	kanta	V;IND;PRS;FIN;ACT	N;PRT;PL
stammer	kantojen	stamme	kanta	V;IND;PRS;FIN;ACT	N;GEN;PL
stammer	kannat	stamme	kanta	V;IND;PRS;FIN;ACT	N;NOM;PL
stammer	heimot	stamme	heimo	V;IND;PRS;FIN;ACT	N;NOM;PL
