और	és	और	és		CONJ
संयुक्त	kombinált	संयुक्त	kombinált	PROPN;NOM;MASC;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
संयुक्त	ízületi	संयुक्त	ízületi	PROPN;NOM;MASC;SG;3	N;NOM;SG
संयुक्त	joint	संयुक्त	joint	PROPN;NOM;MASC;SG;3	
संयुक्त	együttes	संयुक्त	együttes	PROPN;NOM;MASC;SG;3	
संयुक्त	közös	संयुक्त	közös	PROPN;NOM;MASC;SG;3	
जुलाई	júliusban	जुलाई	július	PROPN;NOM;FEM;SG;3	N;IN+ESS;SG
जुलाई	júliusi	जुलाई	júliusi	PROPN;NOM;FEM;SG;3	ADJ;NOM;SG
जुलाई	július	जुलाई	július	PROPN;NOM;FEM;SG;3	N;NOM;SG
नदी	folyó	नदी	folyó	N;NOM;FEM;SG;3	
काल	feszült	काल	feszült	N;NOM;MASC;SG;3	
काल	hívd	काल	hívd	N;NOM;MASC;SG;3	V;DEF;IMP;SG;1;PRS;FIN;ACT
ऐसे	ilyen	ऐसा	ilyen	PRO;NOM;MASC;SG	
वर्षों	év	वर्ष	év	N;NOM;MASC;PL;3	N;NOM;SG
वर्षों	esőerdő	वर्ष	esőerdő	N;NOM;MASC;PL;3	N;NOM;SG
प्रति	per	प्रति	per		N;NOM;SG
स्टेशन	állomások	स्टेशन	állomás	N;NOM;MASC;SG;3	N;NOM;PL
बड़े	nagyok	बडा	nagy	ADJ;NOM;MASC;PL	N;NOM;PL
बड़े	nagyméretű	बडा	nagyméretű	ADJ;NOM;MASC;PL	ADJ;NOM;SG
बड़े	nagy	बडा	nagy	ADJ;NOM;MASC;PL	ADJ;NOM;SG
बड़े	nagyok	बडा	nagy	ADJ;NOM;MASC;PL	N;NOM;PL
बड़े	nagy	बडा	nagy	ADJ;NOM;MASC;PL	ADJ;NOM;SG
जनवरी	januári	जनवरी	januári	PROPN;NOM;FEM;SG;3	ADJ;NOM;SG
जनवरी	január	जनवरी	január	PROPN;NOM;FEM;SG;3	N;NOM;SG
जनवरी	januárban	जनवरी	január	PROPN;NOM;FEM;SG;3	N;IN+ESS;SG
मध्य	központi	मध्य	központi		ADJ;NOM;SG
मध्य	középre	मध्य	közép		N;ON+ALL;SG
मध्य	központ	मध्य	központ		N;NOM;SG
मध्य	középre	मध्य	közép		N;ON+ALL;SG
राजा	kinga	राजा	kinga	N;NOM;MASC;SG;3	
प्रथम	először	प्रथम	először	ADJ	ADV
विश्वविद्यालय	egyetemek	विश्वविद्यालय	egyetem	N;NOM;MASC;SG;3	N;NOM;PL
विश्वविद्यालय	university	विश्वविद्यालय	university	N;NOM;MASC;SG;3	
जून	jun	जून	jun	PROPN;NOM;MASC;SG;3	
जून	júniusi	जून	júniusi	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
जून	june	जून	june	PROPN;NOM;MASC;SG;3	
जून	június	जून	június	PROPN;NOM;MASC;SG;3	N;NOM;SG
जून	júniusban	जून	június	PROPN;NOM;MASC;SG;3	N;IN+ESS;SG
मार्च	mar	मार्च	mar	PROPN;NOM;MASC;SG;3	
मार्च	március	मार्च	március	PROPN;NOM;MASC;SG;3	N;NOM;SG
मार्च	márciusi	मार्च	márciusi	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
बनी	nyuszi	बन	nyuszi	V;PFV;FEM;SG;V.PTCP;ACT	
बनी	bunny	बन	bunny	V;PFV;FEM;SG;V.PTCP;ACT	
अप्रैल	apr	अप्रैल	apr	PROPN;NOM;MASC;SG;3	
अप्रैल	april	अप्रैल	ap	PROPN;NOM;MASC;SG;3	
अप्रैल	április	अप्रैल	április	PROPN;NOM;MASC;SG;3	N;NOM;SG
अप्रैल	áprilisi	अप्रैल	áprilisi	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
अप्रैल	áprilisban	अप्रैल	április	PROPN;NOM;MASC;SG;3	N;IN+ESS;SG
महत्वपूर्ण	kritikus	महत्वपूर्ण	kritikus	ADJ	
आप	te	आप	te	PRO;NOM;SG;2;FORM	V;DEF;IND;SG;1;PRS;FIN;ACT
अक्टूबर	októberi	अक्टूबर	októberi	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
अक्टूबर	októberben	अक्टूबर	október	PROPN;NOM;MASC;SG;3	N;IN+ESS;SG
अक्टूबर	október	अक्टूबर	október	PROPN;NOM;MASC;SG;3	N;NOM;SG
समूह	csoportban	समूह	csoport	N;NOM;MASC;SG;3	N;IN+ESS;SG
समूह	csoportok	समूह	csoport	N;NOM;MASC;SG;3	N;NOM;PL
समूह	csoportoknak	समूह	csoport	N;NOM;MASC;SG;3	N;DAT;PL
वर्तमान	jelenlegi	वर्तमान	jelenlegi	N;NOM;MASC;SG;3	
वर्तमान	aktuális	वर्तमान	aktuális	N;NOM;MASC;SG;3	ADJ;NOM;SG
वर्तमान	jelen	वर्तमान	jelen	N;NOM;MASC;SG;3	
अध्ययन	tanulok	अध्ययन	tanul	N;NOM;MASC;SG;3	V;INDF;IND;SG;1;PRS;FIN;ACT
अध्ययन	tanul	अध्ययन	tanul	N;NOM;MASC;SG;3	V;INDF;IND;SG;3;PRS;FIN;ACT
अध्ययन	tanulmányok	अध्ययन	tanulmány	N;NOM;MASC;SG;3	N;NOM;PL
अध्ययन	vizsgálatok	अध्ययन	vizsgálat	N;NOM;MASC;SG;3	N;NOM;PL
अध्ययन	tanulmányok	अध्ययन	tanulmány	N;NOM;MASC;SG;3	N;NOM;PL
विभाग	megye	विभाग	megye	N;NOM;MASC;SG;3	
विभाग	osztályok	विभाग	osztály	N;NOM;MASC;SG;3	N;NOM;PL
आम	mangó	आम	mangó	ADJ	N;NOM;SG
आम	közös	आम	közös	ADJ	
आम	gyakori	आम	gyakori	ADJ	
स्थिति	állami	स्थिति	állami	N;NOM;FEM;SG;3	
प्रभाव	hatások	प्रभाव	hatás	N;NOM;MASC;SG;3	N;NOM;PL
प्रभाव	hatásai	प्रभाव	hatás	N;NOM;MASC;SG;3	N;NOM;PL
प्रभाव	befolyásolja	प्रभाव	befolyásol	N;NOM;MASC;SG;3	V;DEF;IND;SG;3;PRS;FIN;ACT
आदर्श	idealizmus	आदर्श	idealizmus	PROPN;NOM;MASC;SG;3	N;NOM;SG
आदर्श	ideális	आदर्श	ideális	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
आदर्श	idol	आदर्श	idol	PROPN;NOM;MASC;SG;3	
साल	évek	साल	év	N;NOM;MASC;SG;3	N;NOM;PL
साल	évi	साल	évi	N;NOM;MASC;SG;3	
पहली	először	पहला	először	ADJ;NOM;FEM;SG	ADV
अमेरिकी	amerikai	अमेरिकी	amerikai	PROPN;NOM;SG;3	ADJ;NOM;SG
अमेरिकी	amerikaiak	अमेरिकी	amerikai	PROPN;NOM;SG;3	N;NOM;PL
सेवा	kiszolgálás	सेवा	kiszolgálás	N;NOM;FEM;SG;3	
बनाने	létrehozása	बना	létrehozás	V;MASC;NFIN;ACT	N;NOM;SG
बनाने	létrehozva	बना	létrehozva	V;MASC;NFIN;ACT	N;NOM;SG
बनाने	készítés	बना	készítés	V;MASC;NFIN;ACT	N;NOM;SG
आज	ma	आज	ma	N;NOM;MASC;SG;3	ADV
स्थापित	letelepedett	स्थापित	letelepedik	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
स्थापित	telepítve	स्थापित	telepítve	ADJ	N;NOM;SG
स्थापित	beépített	स्थापित	beépített	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
स्थापित	telepített	स्थापित	telepít	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
स्थापित	alapították	स्थापित	alapít	ADJ	V;DEF;IND;PL;3;PST;FIN;ACT
स्थापित	alapított	स्थापित	alapított	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
स्थापित	alapította	स्थापित	alapít	ADJ	V;DEF;IND;SG;3;PST;FIN;ACT
स्थापित	megalapozott	स्थापित	megalapozott	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
स्थापित	megállapítani	स्थापित	megállapít	ADJ	V;NFIN;ACT
उच्च	magas	उच्च	magas		ADJ;NOM;SG
उच्च	fenséges	उच्च	fenséges		ADJ;NOM;SG
काफी	elég	काफी	elég	DET	
काफी	rengeteg	काफी	rengeteg	DET	
बड़ी	nagyok	बडा	nagy	ADJ;NOM;FEM;SG	N;NOM;PL
बड़ी	nagyok	बडा	nagy	ADJ;NOM;FEM;SG	N;NOM;PL
शक	kétséges	शक	kétséges	N;NOM;MASC;SG;3	ADJ;NOM;SG
शक	kétség	शक	kétség	N;NOM;MASC;SG;3	
शक	kétségek	शक	kétség	N;NOM;MASC;SG;3	N;NOM;PL
श्री	srí	श्री	srí	N;NOM;MASC;SG;3	
उदाहरण	példák	उदाहरण	példa	N;NOM;MASC;SG;3	N;NOM;PL
उदाहरण	példákat	उदाहरण	példa	N;NOM;MASC;SG;3	N;ACC;PL
जिससे	ami	जो	ami	PRO;SG;3	PRO;NOM;SG;3
जिससे	melyik	जो	melyik	PRO;SG;3	
जिससे	mely	जो	mely	PRO;SG;3	
जिससे	amely	जो	amely	PRO;SG;3	PRO;NOM;SG;3
स्थापना	berendezések	स्थापना	berendezés	N;NOM;FEM;SG;3	N;NOM;PL
स्थापना	létesítmények	स्थापना	létesítmény	N;NOM;FEM;SG;3	N;NOM;PL
स्थापना	telepíteni	स्थापना	telepít	N;NOM;FEM;SG;3	V;NFIN;ACT
अधिकांश	legtöbb	अधिकांश	legtöbb	CONJ	
अधिकांश	leginkább	अधिकांश	inkább	CONJ	ADV
अधिकांश	főleg	अधिकांश	főleg	CONJ	
अधिकांश	főként	अधिकांश	főként	CONJ	
अधिकांश	többnyire	अधिकांश	többnyir	CONJ	
सामाजिक	társadalmi	सामाजिक	társadalmi	PROPN;NOM;SG;3	ADJ;NOM;SG
सामाजिक	szociális	सामाजिक	szociális	PROPN;NOM;SG;3	N;NOM;SG
प्रत्येक	minden	प्रत्येक	minden	DET	PRO;NOM;SG;3
प्रत्येक	mindegyik	प्रत्येक	mindegyik	DET	
बड़ा	nagyok	बड़ा	nagy	ADJ;NOM;MASC;SG	N;NOM;PL
बड़ा	nagyok	बड़ा	nagy	ADJ;NOM;MASC;SG	N;NOM;PL
बड़ा	nagyszerű	बड़ा	nagyszerű	ADJ;NOM;MASC;SG	
बड़ा	nagyobbak	बड़ा	nagy	ADJ;NOM;MASC;SG	ADV
स्तर	szintek	स्तर	szint	N;NOM;MASC;SG;3	N;NOM;PL
स्तर	szintű	स्तर	szintű	N;NOM;MASC;SG;3	
बनाया	létrehozott	बना	létrehozott	V;PFV;MASC;SG;V.PTCP;ACT	N;ACC;SG
बनाया	létrehozva	बना	létrehozva	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;SG
जारी	folyamatos	जारी	folyamatos	ADJ	
जारी	folytatása	जारी	folytatás	ADJ	N;NOM;SG
जारी	folytatta	जारी	folytat	ADJ	V;DEF;IND;SG;3;PST;FIN;ACT
जारी	folytatás	जारी	folytatás	ADJ	N;NOM;SG
जारी	folytatódott	जारी	folytatódik	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
जारी	folyamatos	जारी	folyamatos	ADJ	
जारी	folyamatban	जारी	folyamat	ADJ	N;IN+ESS;SG
जारी	kibocsátott	जारी	kibocsátott	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
जारी	kiadott	जारी	kiadott	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
जारी	kiadva	जारी	kiadva	ADJ	ADV;V.CVB
जबकि	miközben	जबकि	miközben	CONJ	ADV
जबकि	mialatt	जबकि	mialatt	CONJ	ADV
जबकि	míg	जबकि	míg	CONJ	ADV
जबकि	amíg	जबकि	amíg	CONJ	ADV
चित्र	képet	चित्र	kép	N;NOM;MASC;SG;3	N;ACC;SG
चित्र	képeket	चित्र	kép	N;NOM;MASC;SG;3	N;ACC;PL
चित्र	képek	चित्र	kép	N;NOM;MASC;SG;3	N;NOM;PL
चित्र	fényképek	चित्र	fénykép	N;NOM;MASC;SG;3	N;NOM;PL
चित्र	képet	चित्र	kép	N;NOM;MASC;SG;3	N;ACC;SG
चित्र	képeket	चित्र	kép	N;NOM;MASC;SG;3	N;ACC;PL
चित्र	képek	चित्र	kép	N;NOM;MASC;SG;3	N;NOM;PL
इससे	től	यह	től	PRO;SG;3	
इससे	tól	यह	tól	PRO;SG;3	
इससे	from	यह	from	PRO;SG;3	
प्रणाली	system	प्रणाली	system	N;NOM;FEM;SG;3	
सरकारी	tisztviselő	सरकारी	tisztviselő	ADJ;NOM	N;NOM;SG
सरकारी	kormány	सरकारी	kormány	ADJ;NOM	N;NOM;SG
सरकारी	kormányzat	सरकारी	kormányzat	ADJ;NOM	N;NOM;SG
जहां	hol	जहाँ	hol	PRO;NOM	ADV
जहां	ahol	जहाँ	ahol	PRO;NOM	ADV
देशों	országokban	देश	ország	N;ACC;MASC;PL;3	N;IN+ESS;PL
देशों	országok	देश	ország	N;ACC;MASC;PL;3	N;NOM;PL
जल	vizet	जल	víz	N;NOM;MASC;SG;3	N;ACC;SG
सूची	listák	सूची	lista	N;NOM;FEM;SG;3	N;NOM;PL
सूची	listákat	सूची	lista	N;NOM;FEM;SG;3	N;ACC;PL
विचार	elképzelés	विचार	elképzelés	N;NOM;MASC;SG;3	
विचार	eszmék	विचार	eszmék	N;NOM;MASC;SG;3	N;NOM;PL
विचार	ötletek	विचार	ötlet	N;NOM;MASC;SG;3	N;NOM;PL
विचार	hittem	विचार	hit	N;NOM;MASC;SG;3	V;DEF;IND;SG;1;PRS;FIN;ACT
विचार	gondoltam	विचार	gondol	N;NOM;MASC;SG;3	V;INDF;IND;SG;1;PST;FIN;ACT
विचार	figyelembe	विचार	figyel	N;NOM;MASC;SG;3	
विचार	gondolatai	विचार	gondolat	N;NOM;MASC;SG;3	N;NOM;PL
विचार	gondolatok	विचार	gondolat	N;NOM;MASC;SG;3	N;NOM;PL
छोटे	kis	छोटा	kis	ADJ;NOM;MASC;PL	ADJ;NOM;SG
छोटे	kicsik	छोटा	kicsik	ADJ;NOM;MASC;PL	
छोटे	kicsi	छोटा	kicsi	ADJ;NOM;MASC;PL	
छोटे	kis	छोटा	kis	ADJ;NOM;MASC;PL	ADJ;NOM;SG
छोटे	kicsi	छोटा	kicsi	ADJ;NOM;MASC;PL	
छोटे	kevés	छोटा	kevés	ADJ;NOM;MASC;PL	
ऊपर	felül	ऊपर	felül	ADV;NOM;MASC;SG;3	
ऊपर	top	ऊपर	top	ADV;NOM;MASC;SG;3	
ऊपर	csúcs	ऊपर	csúcs	ADV;NOM;MASC;SG;3	
ऊपर	felső	ऊपर	felső	ADV;NOM;MASC;SG;3	
ऊपर	legfelső	ऊपर	legfelső	ADV;NOM;MASC;SG;3	
ऊपर	fölötte	ऊपर	fölött	ADV;NOM;MASC;SG;3	
ऊपर	felett	ऊपर	felett	ADV;NOM;MASC;SG;3	ADP
ऊपर	fölött	ऊपर	fölött	ADV;NOM;MASC;SG;3	ADP
ऊपर	fent	ऊपर	fent	ADV;NOM;MASC;SG;3	
ऊपर	fenti	ऊपर	fent	ADV;NOM;MASC;SG;3	
ऊपर	felette	ऊपर	felet	ADV;NOM;MASC;SG;3	PRO;NOM;SG;3
आधारित	alapú	आधारित	alapú	ADJ	
आधारित	alapozott	आधारित	alapozott	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
इसलिए	ezért	इसलिए	ezért	PRO	CONJ
पानी	vizet	पानी	víz	N;NOM;MASC;SG;3	N;ACC;SG
सामान्य	általános	सामान्य	általános	N;NOM;MASC;SG;3	
सामान्य	közös	सामान्य	közös	N;NOM;MASC;SG;3	
सामान्य	gyakori	सामान्य	gyakori	N;NOM;MASC;SG;3	
सामान्य	szokásos	सामान्य	szokásos	N;NOM;MASC;SG;3	ADJ;NOM;SG
सामान्य	normális	सामान्य	normális	N;NOM;MASC;SG;3	
सामान्य	normál	सामान्य	normál	N;NOM;MASC;SG;3	
आगे	előre	आगे	előre	ADV;NOM;MASC;SG;3	
कुल	összesített	कुल	összesít	DET	V;INDF;IND;SG;3;PST;FIN;ACT
कुल	teljes	कुल	teljes	DET	
कुल	összesen	कुल	összesen	DET	
एक्स्प्रेस	express	एक्स्प्रेस	express	V;PFV;FEM;SG;V.PTCP;ACT	
एक्स्प्रेस	expressz	एक्स्प्रेस	expressz	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;SG
वर्ग	kategória	वर्ग	kategória	N;NOM;MASC;SG;3	
वर्ग	square	वर्ग	sóuar	N;NOM;MASC;SG;3	
वर्ग	szögletes	वर्ग	szögletes	N;NOM;MASC;SG;3	
वर्ग	négyzetes	वर्ग	négyzetes	N;NOM;MASC;SG;3	ADJ;NOM;SG
वर्ग	négyzet	वर्ग	négyzet	N;NOM;MASC;SG;3	
वर्ग	órák	वर्ग	óra	N;NOM;MASC;SG;3	N;NOM;PL
वर्ग	osztályok	वर्ग	osztály	N;NOM;MASC;SG;3	N;NOM;PL
अंग्रेजी	angolul	अंग्रेजी	angolul	PROPN;NOM;FEM;SG;3	
अंग्रेजी	angol	अंग्रेजी	angol	PROPN;NOM;FEM;SG;3	
माध्यम	közepes	माध्यम	közepes	N;NOM;MASC;SG;3	ADJ;NOM;SG
मानव	emberi	मानव	emberi	N;NOM;MASC;SG;3	
पाकिस्तान	pakisztán	पाकिस्तान	pakiszta	PROPN;NOM;MASC;SG;3	N;NOM;SG
पाकिस्तान	pakisztáni	पाकिस्तान	pakiszta	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
भूमिका	bevezető	भूमिका	bevezető	N;NOM;FEM;SG;3	
भूमिका	szerepet	भूमिका	szerep	N;NOM;FEM;SG;3	N;ACC;SG
हर	har	हर	har	DET	
हर	minden	हर	minden	DET	PRO;NOM;SG;3
हर	hur	हर	hur	DET	N;NOM;SG
अतिरिक्त	extrák	अतिरिक्त	extra	N;NOM;MASC;SG;3	N;NOM;PL
अतिरिक्त	tartalék	अतिरिक्त	tartalék	N;NOM;MASC;SG;3	
अतिरिक्त	kiegészítő	अतिरिक्त	kiegészítő	N;NOM;MASC;SG;3	ADJ;NOM;SG
अतिरिक्त	extra	अतिरिक्त	extra	N;NOM;MASC;SG;3	
उत्पन्न	keletkező	उत्पन्न	keletkező	ADJ	
उत्पन्न	generált	उत्पन्न	generál	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
उत्पन्न	keletkezett	उत्पन्न	keletkezett	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
नीचे	lefelé	नीचे	lefelé	ADV;NOM;MASC;SG;3	
नीचे	alul	नीचे	alul	ADV;NOM;MASC;SG;3	
नीचे	alatt	नीचे	alatt	ADV;NOM;MASC;SG;3	ADP
नीचे	alatta	नीचे	alat	ADV;NOM;MASC;SG;3	
नीचे	lent	नीचे	lesz	ADV;NOM;MASC;SG;3	
नीचे	alul	नीचे	alul	ADV;NOM;MASC;SG;3	
नीचे	alja	नीचे	al	ADV;NOM;MASC;SG;3	N;NOM;SG
नीचे	alsó	नीचे	alsó	ADV;NOM;MASC;SG;3	
नीचे	fenék	नीचे	fene	ADV;NOM;MASC;SG;3	N;NOM;SG
दुनिया	világ	दुनिया	világ	N;NOM;FEM;SG;3	
दुनिया	world	दुनिया	world	N;NOM;FEM;SG;3	
आधुनिक	modern	आधुनिक	modern	ADJ	
आधुनिक	korszerű	आधुनिक	korszerű	ADJ	
हिंदी	hindi	हिंदी	hindi	PROPN;NOM;FEM;SG;3	N;NOM;SG
सभा	összegyűlt	सभा	összegyűlt	N;NOM;FEM;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
विषय	témák	विषय	téma	N;NOM;MASC;SG;3	N;NOM;PL
विषय	alanyok	विषय	alanyok	N;NOM;MASC;SG;3	N;NOM;PL
विषय	témák	विषय	téma	N;NOM;MASC;SG;3	N;NOM;PL
विषय	figyelemmel	विषय	figyelem	N;NOM;MASC;SG;3	N;INS;SG
अधिकार	jogai	अधिकार	jogai	N;NOM;MASC;SG;3	N;NOM;PL
अधिकार	jogokkal	अधिकार	jog	N;NOM;MASC;SG;3	N;INS;PL
अधिकार	jogok	अधिकार	jog	N;NOM;MASC;SG;3	N;NOM;PL
रंग	színek	रंग	szín	N;NOM;MASC;SG;3	N;NOM;PL
रंग	színek	रंग	szín	N;NOM;MASC;SG;3	N;NOM;PL
रंग	színek	रंग	szín	N;NOM;MASC;SG;3	N;NOM;PL
बाहर	szabadtéri	बाहर	szabadtéri	ADV;NOM;MASC;SG;3	N;NOM;SG
बाहर	kültéri	बाहर	kültéri	ADV;NOM;MASC;SG;3	N;NOM;SG
बाहर	szabadban	बाहर	szabad	ADV;NOM;MASC;SG;3	N;IN+ESS;SG
बाहर	kint	बाहर	kint	ADV;NOM;MASC;SG;3	
बाहर	kívül	बाहर	kívül	ADV;NOM;MASC;SG;3	
बाहर	ki	बाहर	ki	ADV;NOM;MASC;SG;3	PRO;NOM;SG;3
खेल	játszani	खेल	játszik	N;NOM;MASC;SG;3	V;NFIN;ACT
खेल	play	खेल	play	N;NOM;MASC;SG;3	
खेल	játssz	खेल	játssz	N;NOM;MASC;SG;3	
खेल	sport	खेल	sport	N;NOM;MASC;SG;3	
खेल	sportban	खेल	sport	N;NOM;MASC;SG;3	N;IN+ESS;SG
खेल	game	खेल	gam	N;NOM;MASC;SG;3	
खेल	játékok	खेल	játék	N;NOM;MASC;SG;3	N;NOM;PL
खेल	sport	खेल	sport	N;NOM;MASC;SG;3	
क्षेत्रों	térségek	क्षेत्र	térség	N;ACC;MASC;PL;3	N;NOM;PL
क्षेत्रों	területek	क्षेत्र	terület	N;ACC;MASC;PL;3	N;NOM;PL
जहाँ	hol	जहाँ	hol	PRO;NOM	ADV
जहाँ	ahol	जहाँ	ahol	PRO;NOM	ADV
समान	hasonló	समान	hasonló		ADJ;NOM;SG
समान	hasonlóak	समान	hasonló		ADJ;NOM;PL
समान	hasonlók	समान	hasonló		N;NOM;PL
सितंबर	szeptemberben	सितंबर	szeptember	PROPN;NOM;MASC;SG;3	N;IN+ESS;SG
सितंबर	szeptember	सितंबर	szeptember	PROPN;NOM;MASC;SG;3	N;NOM;SG
सितंबर	szeptemberi	सितंबर	szeptemberi	PROPN;NOM;MASC;SG;3	ADJ;NOM;SG
दूर	far	दूर	far	ADV;NOM;MASC;SG;3	
दूर	messze	दूर	messze	ADV;NOM;MASC;SG;3	
दूर	messzire	दूर	messzire	ADV;NOM;MASC;SG;3	
दूर	távoli	दूर	távoli	ADV;NOM;MASC;SG;3	
पता	címek	पता	cím	N;NOM;MASC;SG;3	N;NOM;PL
शक्ति	erőt	शक्ति	erő	N;NOM;FEM;SG;3	N;ACC;SG
शक्ति	power	शक्ति	power	N;NOM;FEM;SG;3	
ब्रिटिश	britek	ब्रिटिश	brit	PROPN;NOM;MASC;SG;3	N;NOM;PL
ब्रिटिश	angol	ब्रिटिश	angol	PROPN;NOM;MASC;SG;3	
ब्रिटिश	brit	ब्रिटिश	brit	PROPN;NOM;MASC;SG;3	
कला	művészetek	कला	művészet	N;NOM;FEM;SG;3	N;NOM;PL
कला	art	कला	ar	N;NOM;FEM;SG;3	
घर	otthon	घर	otthon	N;NOM;MASC;SG;3	
घर	itthon	घर	itthon	N;NOM;MASC;SG;3	
घर	haza	घर	haza	N;NOM;MASC;SG;3	
घर	house	घर	hous	N;NOM;MASC;SG;3	
घर	házon	घर	ház	N;NOM;MASC;SG;3	ADJ;FRML;SG
संस्कृत	szanszkrit	संस्कृत	szanszkrit		N;NOM;SG
प्रकाशित	kihirdetik	प्रकाशित	ki+hirdet	ADJ	V;DEF;IND;PL;3;PRS;FIN;ACT
प्रकाशित	közzététel	प्रकाशित	közzététel	ADJ	N;NOM;SG
प्रकाशित	közzétette	प्रकाशित	közzétet	ADJ	V;DEF;IND;SG;3;PST;FIN;ACT
प्रकाशित	publikált	प्रकाशित	publikált	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
प्रकाशित	közzétett	प्रकाशित	közzétett	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
मई	may	मई	may	PROPN;NOM;FEM;SG;3	
मई	május	मई	május	PROPN;NOM;FEM;SG;3	N;NOM;SG
मई	májusi	मई	májusi	PROPN;NOM;FEM;SG;3	ADJ;NOM;SG
मई	májusban	मई	május	PROPN;NOM;FEM;SG;3	N;IN+ESS;SG
प्रक्रिया	folyamatok	प्रक्रिया	folyamat	N;NOM;FEM;SG;3	N;NOM;PL
