oli	avea	olla	avea	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
julkaisi	postat	julkaista	posta	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
kilometriä	miles	kilo#metri	miles	N;PRT;SG	PROPN
kilometriä	mile	kilo#metri	milă	N;PRT;SG	
kilometriä	kilometri	kilo#metri	kilometru	N;PRT;SG	N;INDF;MASC;PL
kilometriä	kilometri	kilo#metri	kilometru	N;PRT;SG	N;INDF;MASC;PL
kilometriä	kilometrii	kilo#metri	kilometru	N;PRT;SG	N;DEF;MASC;PL
aika	frumusica	aika	frumusica	N;NOM;SG	ADJ;DEF;FEM;SG
aika	ora	aika	oră	N;NOM;SG	N;DEF;FEM;SG
aika	timpul	aika	timp	N;NOM;SG	N;DEF;MASC;SG
alkaen	pornirea	alkaen	pornire	ADV	N;DEF;FEM;SG
alkaen	începând	alkaen	începe	ADV	V;V.MSDR
alkaen	pornire	alkaen	pornire	ADV	N;INDF;FEM;SG
alkaen	incepand	alkaen	incepa	ADV	
alkaen	din	alkaen	din	ADV	ADP;ACC
kunta	comuna	kunta	comună	N;NOM;SG	N;DEF;FEM;SG
kuului	aparținut	kuulua	aparține	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
turun	turku	turku	turku	PROPN;GEN;SG	PROPN
kirkko	biserica	kirkko	biserică	N;NOM;SG	N;DEF;FEM;SG
kirkko	biserică	kirkko	biserică	N;NOM;SG	N;INDF;FEM;SG
johon	care	joka	care	PRO;IN+ALL;SG	PRO;3
levy	albumul	levy	album	N;NOM;SG	N;DEF;MASC;SG
levy	înregistrare	levy	înregistrare	N;NOM;SG	N;INDF;FEM;SG
levy	înregistrează	levy	înregistra	N;NOM;SG	V;IND;3;PRS;FIN
levy	discul	levy	disc	N;NOM;SG	N;DEF;MASC;SG
levy	discul	levy	disc	N;NOM;SG	N;DEF;MASC;SG
levy	discheta	levy	discheta	N;NOM;SG	N;DEF;FEM;SG
julkaistu	lansat	julkaista	lansat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
julkaistu	eliberat	julkaista	elibera	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
julkaistu	eliberată	julkaista	elibera	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
julkaistu	postată	julkaista	posta	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
julkaistu	postat	julkaista	posta	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
julkaistu	publicate	julkaista	publica	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
julkaistu	publicat	julkaista	publica	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
julkaistu	publicată	julkaista	publicat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
ottelut	lupte	ottelu	lupta	N;NOM;PL	
missä	unde	mikä	unde	PRO;IN+ESS;SG	ADV
lisätty	adăugată	lisätä	adăugat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
lisätty	adaugat	lisätä	adauga	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
lisätty	adăugate	lisätä	adăuga	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
lisätty	adăugat	lisätä	adăuga	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
saavutti	atins	saavuttaa	atinge	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
saavutti	atinsă	saavuttaa	atinge	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
olemassa	existent	olla	existent	V;IN+ESS;SG;NFIN;ACT	ADJ;INDF;MASC;SG
olemassa	existentă	olla	existent	V;IN+ESS;SG;NFIN;ACT	ADJ;INDF;FEM;SG
olemassa	existente	olla	existent	V;IN+ESS;SG;NFIN;ACT	ADJ;INDF;FEM;PL
albumin	albumul	albumi	album	N;GEN;SG	N;DEF;MASC;SG
kirkon	biserica	kirkko	biserică	N;GEN;SG	N;DEF;FEM;SG
kirkon	biserică	kirkko	biserică	N;GEN;SG	N;INDF;FEM;SG
varten	pentru	varten	pentru	ADV	ADP;ACC
viisi	five	viisi	fiv	NUM;NOM;SG	N;INDF;MASC;SG
viisi	cinci	viisi	cinci	NUM;NOM;SG	NUM;PL
oman	oman	oma	oman	ADJ;GEN;SG	PROPN
oman	proprie	oma	propriu	ADJ;GEN;SG	ADJ;INDF;FEM;SG
oman	proprii	oma	propriu	ADJ;GEN;SG	ADJ;INDF;PL
artikkeli	articolul	artikkeli	articol	N;NOM;SG	N;DEF;MASC;SG
von	von	von	von	PROPN;NOM;SG	PROPN
tästä	asta	tämä	acesta	PRO;IN+ABL;SG	PRO;FEM;SG;3
tästä	aceasta	tämä	acesta	PRO;IN+ABL;SG	PRO;FEM;SG;3
yhteydessä	conectat	yhteys	conecta	N;IN+ESS;SG	ADJ;INDF;MASC;SG
yhteydessä	conectate	yhteys	conecta	N;IN+ESS;SG	ADJ;INDF;FEM;PL
yhteydessä	conectată	yhteys	conecta	N;IN+ESS;SG	ADJ;INDF;FEM;SG
yhteydessä	legate	yhteys	legat	N;IN+ESS;SG	ADJ;INDF;FEM;PL
yhteydessä	legată	yhteys	lega	N;IN+ESS;SG	ADJ;INDF;FEM;SG
kunnes	până	kunnes	până	CONJ	ADP;ACC
kunnes	până	kunnes	până	CONJ	ADP;ACC
lähde	sursă	lähde	sursă	N;NOM;SG	N;INDF;FEM;SG
lähde	sursa	lähde	sursă	N;NOM;SG	N;DEF;FEM;SG
kuningas	regele	kuningas	rege	N;NOM;SG	N;DEF;MASC;SG
voisi	putea	voida	putea	V;COND;SG;3;FIN;ACT	V;IND;SG;3;IPFV;FIN
monet	multi	moni	mult	PRO;NOM;PL	
monet	mulți	moni	mult	PRO;NOM;PL	PRO;MASC;PL;3
monet	multe	moni	mult	PRO;NOM;PL	PRO;FEM;PL;3
monet	monet	moni	monet	PRO;NOM;PL	PROPN
mestaruuden	campionatul	mestaruus	campionat	N;GEN;SG	N;DEF;MASC;SG
raportti	raportul	raportti	raport	N;NOM;SG	N;DEF;MASC;SG
raportti	raportează	raportti	raporta	N;NOM;SG	V;IND;3;PRS;FIN
poika	copile	poika	copil	N;NOM;SG	N;INDF;FEM;PL
poika	fiule	poika	fiu	N;NOM;SG	
poika	fiul	poika	fiu	N;NOM;SG	N;DEF;MASC;SG
joskus	cândva	joskus	cândva	ADV	
joskus	candva	joskus	candva	ADV	
nämä	acestea	tämä	acesta	PRO;NOM;PL	PRO;FEM;PL;3
nämä	aceste	tämä	acest	PRO;NOM;PL	DET;FEM;PL;3
nämä	astea	tämä	acesta	PRO;NOM;PL	PRO;FEM;PL;3
aikaa	ora	aika	oră	N;PRT;SG	N;DEF;FEM;SG
aikaa	timpul	aika	timp	N;PRT;SG	N;DEF;MASC;SG
jalkapalloilija	fotbalistul	jalka#palloilija	fotbalist	N;NOM;SG	N;DEF;MASC;SG
laulaja	cântăreață	laulaja	cântăreață	N;NOM;SG	N;INDF;FEM;SG
luokan	categoria	luokka	categorie	N;GEN;SG	N;DEF;FEM;SG
luokan	categorii	luokka	categorie	N;GEN;SG	N;INDF;FEM;PL
luokan	categorie	luokka	categorie	N;GEN;SG	N;INDF;FEM;SG
luokan	clasă	luokka	clasă	N;GEN;SG	N;INDF;FEM;SG
luokan	clasa	luokka	clasă	N;GEN;SG	N;DEF;FEM;SG
aluksi	initial	aluksi	initial	ADV	ADJ;INDF;MASC;SG
aluksi	iniţial	aluksi	iniţial	ADV	ADJ;INDF;MASC;SG
kultaa	auriu	kulta	auriu	N;PRT;SG	ADJ;INDF;MASC;SG
kultaa	gold	kulta	gold	N;PRT;SG	
kultaa	aurul	kulta	aur	N;PRT;SG	N;DEF;MASC;SG
lähellä	închide	lähellä	închide	ADV	V;IND;SG;3;PRS;FIN
lähellä	inchide	lähellä	inchide	ADV	V;IND;SG;3;PRS;FIN
lähellä	lângă	lähellä	lângă	ADV	ADP;ACC
piti	plăcea	pitää	plăcea	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
piti	plăcut	pitää	plăcut	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
tehty	făcute	tehdä	făcut	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
tehty	made	tehdä	made	V;NOM;SG;V.PTCP;PASS	
tehty	făcută	tehdä	făcut	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
muutti	schimbat	muuttaa	schimba	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
muutti	schimbată	muuttaa	schimba	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
muutti	mutate	muuttaa	muta	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;PL
muutti	mutat	muuttaa	muta	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
muutti	mutată	muuttaa	muta	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
hyvä	bine	hyvä	bine	ADJ;NOM;SG	ADV
hyvä	buna	hyvä	bun	ADJ;NOM;SG	ADJ;DEF;FEM;SG
siirrettiin	mutate	siirtää	muta	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;PL
siirrettiin	mutat	siirtää	muta	V;IND;PST;FIN;PASS	ADJ;INDF;MASC;SG
siirrettiin	mutată	siirtää	muta	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;SG
siirrettiin	transferat	siirtää	transfera	V;IND;PST;FIN;PASS	ADJ;INDF;MASC;SG
siirrettiin	transferate	siirtää	transfera	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;PL
siirrettiin	transferată	siirtää	transfera	V;IND;PST;FIN;PASS	ADJ;INDF;FEM;SG
viimeinen	ultimele	viimeinen	ultim	ADJ;NOM;SG	NUM;DEF;FEM;PL
viimeinen	ultima	viimeinen	ultim	ADJ;NOM;SG	NUM;DEF;FEM;SG
viimeinen	ultimul	viimeinen	ultim	ADJ;NOM;SG	NUM;DEF;MASC;SG
viimeinen	last	viimeinen	last	ADJ;NOM;SG	N;INDF;MASC;SG
rock	piatră	rock	piatră		N;INDF;FEM;SG
rock	piatra	rock	piatră		N;DEF;FEM;SG
rock	stânca	rock	stâncă		N;DEF;FEM;SG
rock	stâncă	rock	stâncă		N;INDF;FEM;SG
rock	rock	rock	rock		N;INDF;MASC;SG
rummut	tobele	rumpu	tobel	N;NOM;PL	N;DEF;FEM;PL
pitkä	înaltă	pitkä	înalt	ADJ;NOM;SG	ADJ;INDF;FEM;SG
pitkä	inalta	pitkä	inalta	ADJ;NOM;SG	ADJ;DEF;FEM;SG
pitkä	lungă	pitkä	lung	ADJ;NOM;SG	ADJ;INDF;FEM;SG
pitkä	long	pitkä	long	ADJ;NOM;SG	
itä	east	itä	east	N;NOM;SG	PROPN
itä	estul	itä	est	N;NOM;SG	N;DEF;MASC;SG
maa	țară	maa	țară	N;NOM;SG	N;INDF;FEM;SG
maa	tara	maa	tară	N;NOM;SG	N;DEF;FEM;SG
maa	țara	maa	țară	N;NOM;SG	N;DEF;FEM;SG
maa	ţara	maa	gară	N;NOM;SG	N;DEF;FEM;SG
maa	ţară	maa	ţară	N;NOM;SG	N;INDF;FEM;SG
maa	terenuri	maa	teren	N;NOM;SG	N;INDF;FEM;PL
maa	pământul	maa	pământ	N;NOM;SG	N;DEF;MASC;SG
maa	pamant	maa	pamant	N;NOM;SG	
kausi	anotimpul	kausi	anotimp	N;NOM;SG	N;DEF;MASC;SG
kausi	sezonul	kausi	sezon	N;NOM;SG	N;DEF;MASC;SG
artikkeleita	articolele	artikkeli	articol	N;PRT;PL	N;DEF;FEM;PL
perustettu	fondată	perustaa	fondat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
perustettu	fondat	perustaa	fonda	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
perustettu	stabilit	perustaa	stabili	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
perustettu	stabilită	perustaa	stabilit	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
perustettu	stabiliți	perustaa	stabili	V;NOM;SG;V.PTCP;PASS	V;IND;PL;2;IPFV;FIN
san	san	san	san	PROPN;NOM;SG	PROPN
presidentti	președintele	presidentti	președinte	N;NOM;SG	N;DEF;MASC;SG
presidentti	preşedintele	presidentti	președinte	N;NOM;SG	N;DEF;MASC;SG
pieni	mică	pieni	mic	ADJ;NOM;SG	ADJ;INDF;FEM;SG
pieni	micii	pieni	mic	ADJ;NOM;SG	N;DEF;MASC;PL
pieni	mici	pieni	mic	ADJ;NOM;SG	ADJ;INDF;PL
pieni	puțin	pieni	puțin	ADJ;NOM;SG	ADV
nhl	nhl	nhl	nhl	PROPN;NOM;SG	N
world	lumea	world	lume	PROPN;NOM;SG	N;DEF;FEM;SG
world	lume	world	lume	PROPN;NOM;SG	N;INDF;FEM;SG
world	world	world	world	PROPN;NOM;SG	PROPN
perusti	fondată	perustaa	fondat	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
perusti	fondat	perustaa	fonda	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
kirjoitti	scria	kirjoittaa	scrie	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
ensin	primii	ensin	prim	ADV	NUM;DEF;MASC;PL
ensin	prima	ensin	prim	ADV	NUM;DEF;FEM;SG
ensin	primul	ensin	prim	ADV	NUM;DEF;MASC;SG
voitto	profitul	voitto	profit	N;NOM;SG	N;DEF;MASC;SG
voitto	castiga	voitto	castiga	N;NOM;SG	V;IND;SG;3;IPFV;FIN
voitto	victorie	voitto	victorie	N;NOM;SG	N;INDF;FEM;SG
voitto	câștiga	voitto	câștiga	N;NOM;SG	V;IND;SG;3;IPFV;FIN
voitto	victorie	voitto	victorie	N;NOM;SG	N;INDF;FEM;SG
voitto	câștigătoare	voitto	câștigător	N;NOM;SG	ADJ;INDF;FEM
merkittävä	remarcabila	merkittävä	remarcabil	ADJ;NOM;SG	ADJ;DEF;FEM;SG
merkittävä	remarcabile	merkittävä	remarcabil	ADJ;NOM;SG	ADJ;INDF;FEM;PL
merkittävä	remarcabilă	merkittävä	remarcabil	ADJ;NOM;SG	ADJ;INDF;FEM;SG
merkittävä	semnificative	merkittävä	semnificativ	ADJ;NOM;SG	ADJ;INDF;FEM;PL
merkittävä	semnificativă	merkittävä	semnificativ	ADJ;NOM;SG	ADJ;INDF;FEM;SG
merkittävä	semnificativ	merkittävä	semnificativ	ADJ;NOM;SG	ADV
saada	ia	saada	lua	V;SG;NFIN;ACT	
määrä	volumul	määrä	volum	N;NOM;SG	N;DEF;MASC;SG
määrä	sumă	määrä	sumă	N;NOM;SG	N;INDF;FEM;SG
määrä	cantitate	määrä	cantitate	N;NOM;SG	N;INDF;FEM;SG
määrä	suma	määrä	sumă	N;NOM;SG	N;DEF;FEM;SG
määrä	cantitatea	määrä	cantitate	N;NOM;SG	N;DEF;FEM;SG
määrä	cantitate	määrä	cantitate	N;NOM;SG	N;INDF;FEM;SG
alkaa	pornirea	alkaa	pornire	V;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;SG
alkaa	pornire	alkaa	pornire	V;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
alkaa	incepand	alkaa	incepa	V;IND;SG;3;PRS;FIN;ACT	
alkaa	start	alkaa	start	V;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
alkaa	pornire	alkaa	pornire	V;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;SG
virallinen	oficiale	virallinen	oficial	ADJ;NOM;SG	ADJ;INDF;FEM;PL
virallinen	oficiala	virallinen	oficială	ADJ;NOM;SG	ADJ;DEF;FEM;SG
virallinen	oficială	virallinen	oficial	ADJ;NOM;SG	ADJ;INDF;FEM;SG
yhtiö	companie	yhtiö	companie	N;NOM;SG	N;INDF;FEM;SG
yhtiö	compania	yhtiö	companie	N;NOM;SG	N;DEF;FEM;SG
tunnettu	cunoscută	tunnettu	cunoscut	ADJ;NOM;SG	ADJ;INDF;FEM;SG
tunnettu	cunoscute	tunnettu	cunoscut	ADJ;NOM;SG	ADJ;INDF;FEM;PL
tunnettu	celebră	tunnettu	celebră	ADJ;NOM;SG	ADJ;INDF;FEM;SG
tunnettu	faimoasă	tunnettu	faimos	ADJ;NOM;SG	ADJ;INDF;FEM;SG
tunnettu	renumita	tunnettu	renumita	ADJ;NOM;SG	ADJ;DEF;FEM;SG
laivaston	marina	laivasto	marină	N;GEN;SG	N;DEF;FEM;SG
laivaston	marină	laivasto	marină	N;GEN;SG	N;INDF;FEM;SG
laivaston	flotei	laivasto	flotă	N;GEN;SG	N;DEF;FEM;SG
laivaston	flota	laivasto	flotă	N;GEN;SG	N;DEF;FEM;SG
laivaston	flotă	laivasto	flotă	N;GEN;SG	N;INDF;FEM;SG
matti	matt	matti	matt	PROPN;NOM;SG	PROPN
matti	matti	matti	matti	PROPN;NOM;SG	PROPN
laji	sportul	laji	sport	N;NOM;SG	N;DEF;MASC;SG
laji	specii	laji	specie	N;NOM;SG	N;INDF;FEM;PL
laji	specie	laji	specie	N;NOM;SG	N;INDF;FEM;SG
laji	specia	laji	specie	N;NOM;SG	N;DEF;FEM;SG
david	david	david	david	PROPN;NOM;SG	PROPN
oma	oma	oma	omă	ADJ;NOM;SG	
oma	proprie	oma	propriu	ADJ;NOM;SG	ADJ;INDF;FEM;SG
oma	proprii	oma	propriu	ADJ;NOM;SG	ADJ;INDF;PL
saksalainen	germana	saksalainen	germană	ADJ;NOM;SG	N;DEF;FEM;SG
saksalainen	germană	saksalainen	germană	ADJ;NOM;SG	N;INDF;FEM;SG
neuvostoliiton	urss	neuvosto#liitto	urss	N;GEN;SG	PROPN
tampereen	tampere	tampere	tampere	PROPN;GEN;SG	N;INDF;FEM;SG
joku	cineva	joku	cineva	PRO;NOM;SG	PRO;SG;3
joku	cineva	joku	cineva	PRO;NOM;SG	PRO;SG;3
style	stilul	style	stil	N;NOM;SG	N;DEF;MASC;SG
kuusi	sase	kuusi	sas	NUM;NOM;SG	
kuusi	six	kuusi	six	NUM;NOM;SG	N;INDF;MASC;SG
kuusi	şase	kuusi	şase	NUM;NOM;SG	NUM;PL
kuusi	șase	kuusi	șase	NUM;NOM;SG	NUM;PL
from	din	from	din		ADP;ACC
britannian	britanic	britannia	britanic	N;GEN;SG	ADJ;INDF;MASC;SG
britannian	britanică	britannia	britanic	N;GEN;SG	ADJ;INDF;FEM;SG
britannian	britanici	britannia	britanic	N;GEN;SG	ADJ;INDF;MASC;PL
britannian	britania	britannia	britanie	N;GEN;SG	N;DEF;FEM;SG
britannian	britannia	britannia	britannia	N;GEN;SG	N;DEF;FEM;SG
johti	led	johtaa	led	V;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
italian	italia	italia	italia	N;GEN;SG	PROPN
italian	italiana	italia	italiană	N;GEN;SG	N;DEF;FEM;SG
italian	italiană	italia	italiană	N;GEN;SG	N;INDF;FEM;SG
italian	italian	italia	italian	N;GEN;SG	ADJ;INDF;MASC;SG
robert	robert	robert	robert	PROPN;NOM;SG	PROPN
valtion	stare	valtio	stare	N;GEN;SG	N;INDF;FEM;SG
valtion	state	valtio	stat	N;GEN;SG	N;INDF;FEM;PL
valtion	statul	valtio	stat	N;GEN;SG	N;DEF;MASC;SG
läpi	prin	läpi	prin	ADV	ADP;ACC
opiskeli	studiată	opiskella	studiat	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;FEM;SG
opiskeli	studiat	opiskella	studiat	V;IND;SG;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
sarja	serie	sarja	serie	N;NOM;SG	N;INDF;FEM;SG
sarja	serii	sarja	serie	N;NOM;SG	N;INDF;FEM;PL
sarja	seria	sarja	serie	N;NOM;SG	N;DEF;FEM;SG
sarja	secventa	sarja	secventa	N;NOM;SG	N;DEF;FEM;SG
naisten	femeie	nainen	femeie	N;GEN;PL	N;INDF;FEM;SG
naisten	feminin	nainen	feminin	N;GEN;PL	ADJ;INDF;MASC;SG
naisten	femelă	nainen	femelă	N;GEN;PL	N;INDF;FEM;SG
naisten	femela	nainen	femelă	N;GEN;PL	N;DEF;FEM;SG
naisten	femeile	nainen	femeie	N;GEN;PL	N;DEF;FEM;PL
naisten	femeilor	nainen	femeie	N;GEN;PL	N;DEF;FEM;PL
iii	iii	iii	trei	ADJ	NUM;SG
professori	profesorul	professori	profesor	N;NOM;SG	N;DEF;MASC;SG
armeijan	militari	armeija	militar	N;GEN;SG	N;INDF;MASC;PL
armeijan	armată	armeija	armată	N;GEN;SG	N;INDF;FEM;SG
armeijan	militară	armeija	militar	N;GEN;SG	ADJ;INDF;FEM;SG
armeijan	militar	armeija	militar	N;GEN;SG	ADJ;INDF;MASC;SG
armeijan	armata	armeija	armată	N;GEN;SG	N;DEF;FEM;SG
armeijan	armată	armeija	armată	N;GEN;SG	N;INDF;FEM;SG
käytetty	folosit	käyttää	folosit	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
käytetty	utilizate	käyttää	utilizat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
käytetty	folosite	käyttää	folosit	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
käytetty	folosită	käyttää	folosit	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
käytetty	utilizată	käyttää	utiliza	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
käytetty	utilizat	käyttää	utilizat	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
käytetty	cheltuit	käyttää	cheltui	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
käytetty	cheltuite	käyttää	cheltui	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
käytetty	petrecut	käyttää	petrece	V;NOM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
kesällä	summer	kesä	summer	N;AT+ESS
;SG	
kesällä	vara	kesä	vară	N;AT+ESS
;SG	N;DEF;FEM;SG
kesällä	vară	kesä	vară	N;AT+ESS
;SG	N;INDF;FEM;SG
kymmenen	ten	kymmenen	ten	NUM;NOM;SG	N;INDF;MASC;SG
kymmenen	zece	kymmenen	zece	NUM;NOM;SG	NUM;PL
länsi	west	länteä	west	N;NOM;SG	PROPN
länsi	vestul	länteä	vest	N;NOM;SG	N;DEF;MASC;SG
länsi	occidental	länteä	occidental	N;NOM;SG	ADJ;INDF;MASC;SG
länsi	western	länteä	western	N;NOM;SG	PROPN
edustaa	reprezinta	edustaa	reprezinta	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
edustaa	reprezinta	edustaa	reprezinta	V;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
paul	paul	paul	paul	PROPN;NOM;SG	PROPN
paul	pavel	paul	pavel	PROPN;NOM;SG	PROPN
kylä	satul	kylä	sat	N;NOM;SG	N;DEF;MASC;SG
kylä	village	kylä	villag	N;NOM;SG	PROPN
kylä	satului	kylä	sat	N;NOM;SG	N;DEF;MASC;SG
palkinnon	premiul	palkinto	premiu	N;GEN;SG	N;DEF;MASC;SG
lehden	revista	lehti	revistă	N;GEN;SG	N;DEF;FEM;SG
lehden	revistă	lehti	revistă	N;GEN;SG	N;INDF;FEM;SG
sivu	paginii	sivu	pagină	N;NOM;SG	N;DEF;FEM;SG
sivu	pagina	sivu	pagină	N;NOM;SG	N;DEF;FEM;SG
sivu	pagină	sivu	pagină	N;NOM;SG	N;INDF;FEM;SG
james	james	james	james	PROPN;NOM;SG	PROPN
james	iacov	james	iacov	PROPN;NOM;SG	PROPN
james	iacob	james	iacob	PROPN;NOM;SG	PROPN
kilometrin	mile	kilo#metri	milă	N;GEN;SG	
kilometrin	milă	kilo#metri	milă	N;GEN;SG	N;INDF;FEM;SG
jäsen	membră	jäsen	membră	N;NOM;SG	N;INDF;FEM;SG
jäsen	membrul	jäsen	membru	N;NOM;SG	N;DEF;MASC;SG
york	york	york	york	PROPN;NOM;SG	PROPN
pekka	pekka	pekka	pekka	PROPN;NOM;SG	
pekka	petru	pekka	petru	PROPN;NOM;SG	
pekka	peter	pekka	peter	PROPN;NOM;SG	PROPN
muuta	schimba	muu	schimba	PRO;PRT;SG	V;IND;SG;3;IPFV;FIN
muuta	schimbare	muu	schimbare	PRO;PRT;SG	N;INDF;FEM;SG
muuta	schimbă	muu	schimba	PRO;PRT;SG	V;IND;SG;3;PST;FIN
muuta	schimbarea	muu	schimbare	PRO;PRT;SG	N;DEF;FEM;SG
michael	mihai	michael	mihai	PROPN;NOM;SG	PROPN
michael	michael	michael	michael	PROPN;NOM;SG	PROPN
michael	mihail	michael	mihail	PROPN;NOM;SG	PROPN
englannin	anglia	englanti	anglie	N;GEN;SG	PROPN
englannin	england	englanti	england	N;GEN;SG	PROPN
englannin	engleza	englanti	engleza	N;GEN;SG	N;DEF;FEM;SG
englannin	engleză	englanti	englez	N;GEN;SG	N;INDF;FEM;SG
miesten	barbatii	mies	barbat	N;GEN;PL	N;DEF;MASC;PL
miesten	barbati	mies	barba	N;GEN;PL	
tietoa	informatii	tieto	informat	N;PRT;SG	N;INDF;FEM;PL
tietoa	informație	tieto	informație	N;PRT;SG	N;INDF;FEM;SG
tietoa	informații	tieto	informație	N;PRT;SG	N;INDF;FEM;PL
tietoa	informaţii	tieto	informah	N;PRT;SG	N;INDF;FEM;PL
tietoa	date	tieto	dată	N;PRT;SG	N;INDF;FEM;PL
tietoa	datele	tieto	dată	N;PRT;SG	N;DEF;FEM;PL
tietoa	data	tieto	dată	N;PRT;SG	N;DEF;FEM;SG
tietoa	cunoștințe	tieto	cunoștință	N;PRT;SG	N;INDF;FEM;PL
tietoa	cunostinte	tieto	cunoaște	N;PRT;SG	
osaa	parte	osata	parte	V;IMP;SG;2;FIN;ACT	N;INDF;FEM;SG
osaa	partea	osata	parte	V;IMP;SG;2;FIN;ACT	N;DEF;FEM;SG
black	neagră	black	negru		ADJ;INDF;FEM;SG
black	negru	black	negru		ADJ;INDF;MASC;SG
black	neagra	black	negru		ADJ;DEF;FEM;SG
black	black	black	black		N;INDF;MASC;SG
suoraan	drepte	suoraan	drept	ADV	ADJ;INDF;FEM;PL
suoraan	drept	suoraan	drept	ADV	
suoraan	directa	suoraan	directa	ADV	ADJ;DEF;FEM;SG
suoraan	directe	suoraan	direct	ADV	ADJ;INDF;FEM;PL
suoraan	directă	suoraan	direct	ADV	ADJ;INDF;FEM;SG
kieli	limba	kieli	limbă	N;NOM;SG	N;DEF;FEM;SG
kieli	limbă	kieli	limbă	N;NOM;SG	N;INDF;FEM;SG
kieli	limba	kieli	limbă	N;NOM;SG	N;DEF;FEM;SG
kieli	limbă	kieli	limbă	N;NOM;SG	N;INDF;FEM;SG
kieli	limbajul	kieli	limbaj	N;NOM;SG	N;DEF;MASC;SG
lopussa	sfarsit	loppu	sfarsi	N;IN+ESS;SG	
isä	tata	isä	tată	N;NOM;SG	N;DEF;MASC;SG
isä	tată	isä	tată	N;NOM;SG	
isä	tati	isä	tati	N;NOM;SG	
isä	părinte	isä	părinte	N;NOM;SG	
isä	tata	isä	tată	N;NOM;SG	N;DEF;MASC;SG
isä	tată	isä	tată	N;NOM;SG	
seitsemän	şapte	seitsemän	şapte	NUM;NOM;SG	NUM;PL
seitsemän	șapte	seitsemän	șapte	NUM;NOM;SG	NUM;PL
seitsemän	sapte	seitsemän	sapt	NUM;NOM;SG	NUM;PL
