усвояване	الاستيعاب	усвояване	اِستِيعَاب	N;INDF;NEUT;SG	N;NOM;DEF;SG
скулптури	نحت	скулптура	نَحَا	N;INDF;FEM;PL	V;PFV;FEM;SG;3;ACT
трансфер	التحويل	трансфер	تَحوِيل	N;INDF;MASC;SG	N;NOM;DEF;SG
трансфер	النقل	трансфер	نَقل	N;INDF;MASC;SG	N;NOM;DEF;SG
офанзива	هجومية	офанзива	هُجُومِيّ	N;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
офанзива	الهجومية	офанзива	هُجُومِيّ	N;INDF;FEM;SG	
хървати	الكروات	хървам	كُرُوَة	N;INDF;MASC;PL	N;NOM;DEF;PL
куинсланд	كوينزلاند	куинсланд	كوينزلاند	N;INDF;MASC;SG	
споменато	ذكرت	спомена	ذَكَر	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
бирмингам	برمينغهام	бирмингам	برمينغهام	N;INDF;MASC;SG	
бирмингам	برمنغهام	бирмингам	برمنغهام	N;INDF;MASC;SG	
кралици	كوينز	кралик	كوينز	N;INDF;MASC;PL	
кралици	الملكات	кралик	مَلَكَّة	N;INDF;MASC;PL	N;NOM;DEF;PL
взрив	بانغ	взрив	بانغ	N;INDF;MASC;SG	
взрив	الانفجار	взрив	اِنفِجَار	N;INDF;MASC;SG	N;NOM;DEF;SG
взрив	الانفجار	взрив	اِنفِجَار	N;INDF;MASC;SG	N;NOM;DEF;SG
уникална	فريدون	уникален	فريدون	ADJ;INDF;FEM;SG	
уникална	فريد	уникален	فريد	ADJ;INDF;FEM;SG	
оръдието	مدفع	оръдие	مُدفَع	N;DEF;NEUT;SG	N;NOM;INDF;SG
оръдието	كانون	оръдие	كَانُون	N;DEF;NEUT;SG	N;GEN;INDF;SG
ралф	رالف	ралф	رالف	PROPN;INDF;MASC;SG	
недостатъци	القصور	недостатък	قُصُور	N;INDF;MASC;PL	N;NOM;DEF;SG
недостатъци	العيوب	недостатък	عَيب	N;INDF;MASC;PL	N;NOM;DEF;PL
недостатъци	عيوب	недостатък	عَيب	N;INDF;MASC;PL	N;NOM;INDF;SG
недостатъци	العيوب	недостатък	عَيب	N;INDF;MASC;PL	N;NOM;DEF;PL
недостатъци	عيوب	недостатък	عَيب	N;INDF;MASC;PL	N;NOM;INDF;SG
предложи	العرض	предложа	عَرض	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;DEF;SG
посещения	الزيارات	посещение	زِيَارَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
бот	بوت	бот	بوت	N;INDF;MASC;SG	
зърно	الحبوب	зърно	حَبّ	N;INDF;NEUT;SG	N;NOM;DEF;PL
запаси	الاسهم	запас	سَهم	N;INDF;MASC;PL	N;NOM;DEF;PL
запаси	المخزونات	запас	مَخزُون	N;INDF;MASC;PL	N;NOM;DEF;PL
здравословни	صحه	здравословен	صَحه	ADJ;INDF;PL	
здравословни	صحية	здравословен	صِحِّيّ	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
здравословни	صحي	здравословен	صِحِّيّ	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
противоречия	التناقضات	противоречие	تَنَاقُض	N;INDF;NEUT;PL	N;NOM;DEF;PL
противоречия	خلاف	противоречие	خِلَاف	N;INDF;NEUT;PL	N;NOM;INDF;SG
противоречия	جدل	противоречие	جَدَل	N;INDF;NEUT;PL	N;NOM;INDF;SG
противоречия	الجدل	противоречие	جَدَل	N;INDF;NEUT;PL	N;NOM;DEF;SG
противоречия	الخلاف	противоречие	خِلَاف	N;INDF;NEUT;PL	N;NOM;DEF;SG
съперник	منافس	съперник	مُنَافِس	N;INDF;MASC;SG	
съперник	خصم	съперник	خصم	N;INDF;MASC;SG	
съперник	الخصم	съперник	خَصم	N;INDF;MASC;SG	N;NOM;DEF;SG
поетът	شاعر	поет	شَاعِر	N;DEF;MASC;SG	N;NOM;INDF;SG
верен	المؤمنين	верен	مُؤَمِّن	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;PL
антоан	انطوان	антоан	أَنطُوَان	N;INDF;MASC;SG	
руси	الاشقر	рус	الاشقر	ADJ;INDF;PL	N;NOM;DEF;PL
руси	اشقر	рус	شَقر	ADJ;INDF;PL	
руси	شقراء	рус	شَقِير	ADJ;INDF;PL	
руси	الشقراء	рус	أَشقَر	ADJ;INDF;PL	N;NOM;DEF;SG
руси	الاشقر	рус	الاشقر	ADJ;INDF;PL	N;NOM;DEF;PL
руси	اشقر	рус	شَقر	ADJ;INDF;PL	
господ	اللهم	господ	لُهِمّ	N;INDF;MASC;SG	N;NOM;DEF;SG
господ	الله	господ	اَللّٰه	N;INDF;MASC;SG	N;NOM;DEF;SG
антиохия	انطاكية	антиохия	إِنطَاكِيّ	N;DEF;MASC;SG	
аякс	اياكس	аякс	أَيَاكس	N;INDF;MASC;SG	
нервна	العصبي	нервен	عَصَبِيّ	ADJ;INDF;FEM;SG	
скоби	المشابك	скоба	مُشَابِك	N;INDF;FEM;PL	N;NOM;DEF;PL
фрази	العبارات	фразя	عِبَارَة	N;INDF;FEM;PL	N;NOM;DEF;PL
тунел	النفق	тунел	نَفَق	N;INDF;MASC;SG	N;NOM;DEF;SG
картофи	البطاطا	картоф	بِطَاط	N;INDF;MASC;PL	N;NOM;DEF;SG
картофи	بطاطا	картоф	بِطَاط	N;INDF;MASC;PL	
картофи	البطاطس	картоф	بَطَاطِس	N;INDF;MASC;PL	N;NOM;DEF;SG
картофи	بطاطس	картоф	بطاطس	N;INDF;MASC;PL	
картофи	بطاطا	картоф	بِطَاط	N;INDF;MASC;PL	
уолис	واليس	уолис	واليس	N;INDF;MASC;SG	
елита	نخبة	елит	نُخبَة	N;DEF;MASC;SG	N;NOM;INDF;SG
бройки	القطع	бройка	قِطعَة	N;INDF;FEM;PL	N;NOM;DEF;SG
бройки	قطع	бройка	قَطَع	N;INDF;FEM;PL	V;PFV;MASC;SG;3;ACT
еквивалент	مكافئ	еквивалент	مكافئ	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
експеримент	التجربة	експеримент	تَجرِبَة	N;INDF;MASC;SG	N;NOM;DEF;SG
арабска	العرب	арабски	عَرَب	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
арабска	العربية	арабски	عَرَبِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
арабска	العربي	арабски	عَرَبِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
арабска	عرب	арабски	عرب	ADJ;INDF;FEM;SG	
арабска	العربية	арабски	عَرَبِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
арабска	بالعربي	арабски	بالعربي	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
арабска	بالعربية	арабски	بَالِعربِيّ	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
ислям	الاسلام	ислем	الاسلام	N;INDF;MASC;SG	
ислям	اسلام	ислем	اسلام	N;INDF;MASC;SG	
риска	المخاطر	риск	مَخَاطِر	N;DEF;MASC;SG	N;NOM;DEF;PL
риска	مخاطرة	риск	مُخَاطَرَة	N;DEF;MASC;SG	N;NOM;INDF;SG
замени	يستعاض	заменя	اِستَعَاض	V;PFV;IMP;SG;2;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
замени	تستبدل	заменя	اِستَبدَل	V;PFV;IMP;SG;2;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
замени	استبدال	заменя	اِستِبدَال	V;PFV;IMP;SG;2;FIN	N;NOM;INDF;SG
замени	استبدل	заменя	اِستَبدَل	V;PFV;IMP;SG;2;FIN	V;PFV;MASC;SG;3;ACT
ярко	لامع	ярко	لَامِع	ADV	ADJ;NOM;INDF;MASC;SG
ярко	ساطع	ярко	سَاطَع	ADV	
ярко	المشرق	ярко	مَشرِق	ADV	N;NOM;DEF;SG
ярко	مشرق	ярко	مَشرِق	ADV	N;NOM;INDF;SG
агенции	الوكالات	агенция	وِكَالَة	N;INDF;FEM;PL	N;NOM;DEF;PL
иврит	العبرية	иврит	عِبرِيَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
петдесет	fifty	петдесет	fifty	NUM;INDF;PL	
джефри	جيوفري	джефра	جيوفري	PROPN;INDF;MASC;SG	
джефри	جيفري	джефра	جيفري	PROPN;INDF;MASC;SG	
джефри	جيفري	джефра	جيفري	PROPN;INDF;MASC;SG	
номинирана	رشح	номинирам	رَشَح	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
номинирана	رشحت	номинирам	رشحت	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
иконата	رمز	икона	رَمز	N;DEF;FEM;SG	N;NOM;INDF;SG
иконата	ايقونة	икона	ايقونة	N;DEF;FEM;SG	N;NOM;INDF;SG
епидемия	الوباء	епидемия	وَبَاء	N;INDF;FEM;SG	N;NOM;DEF;SG
кореспонденция	مراسلات	кореспонденция	مُرَاسِل	N;INDF;FEM;SG	N;NOM;INDF;PL
кореспонденция	المراسلة	кореспонденция	مُرَاسَلَة	N;INDF;FEM;SG	N;NOM;DEF;SG
кореспонденция	المراسلات	кореспонденция	مُرَاسَلَة	N;INDF;FEM;SG	N;NOM;DEF;PL
кристоф	كريستوف	кристоф	كرِيستُوف	PROPN;INDF;MASC;SG	
селекция	الانتقاء	селекция	اِنتِقَاء	N;INDF;FEM;SG	N;NOM;DEF;SG
селекция	الاختيار	селекция	اِختِيَار	N;INDF;FEM;SG	N;NOM;DEF;SG
селекция	التحديد	селекция	تَحدِيد	N;INDF;FEM;SG	N;NOM;DEF;SG
предадени	خنت	предам-(се)	خَنت	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
предадени	استسلمت	предам-(се)	اِستَسلَم	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
отпред	واجهة	отпред	وَاجِهَة	ADV	N;NOM;INDF;SG
отпред	جبهة	отпред	جَبهَة	ADV	N;NOM;INDF;SG
отпред	الجبهة	отпред	جَبهَة	ADV	N;NOM;DEF;SG
джесика	جيسيكا	джесика	جِيسِيكَا	N;INDF;FEM;SG	
пътувания	الرحلات	пътуване	رِحلَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
пътувания	سفر	пътуване	سَفَر	N;INDF;NEUT;PL	N;NOM;INDF;SG
пътувания	السفر	пътуване	سَفَر	N;INDF;NEUT;PL	N;NOM;DEF;SG
пътувания	الرحلات	пътуване	رِحلَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
толстой	تولستوي	толстой	تولستوي	N;INDF;MASC;SG	
ибрахим	ابراهيم	ибрахя	ابراهيم	V;PFV;IND;PL;1;PST;FIN;ACT	
постановка	الاعداد	постановка	إِعدَاد	N;INDF;FEM;SG	N;NOM;DEF;SG
плуване	للسباحة	плуване	للسباحة	N;INDF;NEUT;SG	N;NOM;DEF;SG
плуване	السباحة	плуване	سِبَاحَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
ъгъла	زاوية	ъгъл	زَاوِيَة	N;DEF;MASC;SG	N;NOM;INDF;SG
ъгъла	ركن	ъгъл	ركن	N;DEF;MASC;SG	
астрономически	الفلكية	астрономически	فَلَكِيّ	ADJ;INDF;MASC;SG	
свободи	الحريات	свобода	حُرِّيَّة	N;INDF;FEM;PL	N;NOM;DEF;PL
ръба	حافة	ръб	حَافّ	N;DEF;MASC;SG	N;NOM;INDF;SG
лири	ليرة	лира	لَيرَة	N;INDF;FEM;PL	N;NOM;INDF;SG
лири	جنيه	лира	جُنَيه	N;INDF;FEM;PL	N;NOM;INDF;SG
жозеф	جوزيف	жозеф	جُوزِيف	N;INDF;MASC;SG	
науру	ناورو	науру	ناورو	PROPN;INDF;MASC;SG	
нож	السكين	нож	سَكِين	N;INDF;MASC;SG	N;NOM;DEF;SG
нож	سكينة	нож	سَكِينَة	N;INDF;MASC;SG	
нож	سكين	нож	سَكَين	N;INDF;MASC;SG	
антоанета	انطوانيت	антоанет	إِنطُوَانِيت	N;INDF;FEM;SG	
изключителни	الحصري	изключителен	حَصرِيّ	ADJ;INDF;PL	
изключителни	حصرية	изключителен	حصرية	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
изключителни	حصري	изключителен	حِصرِيّ	ADJ;INDF;PL	
изключителни	حصريا	изключителен	حِصرِيّ	ADJ;INDF;PL	ADJ;ACC;INDF;MASC;SG
изключителни	استثنائية	изключителен	اِستِثنَائِيّ	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
стадий	المنصة	стадий	مِنَصَّة	N;INDF;MASC;SG	N;NOM;DEF;SG
стадий	المسرح	стадий	مَسرَح	N;INDF;MASC;SG	N;NOM;DEF;SG
стадий	المرحلة	стадий	مَرحَلَة	N;INDF;MASC;SG	N;NOM;DEF;SG
феномен	ظواهر	феномен	ظَاهِرَة	N;INDF;MASC;SG	N;NOM;INDF;PL
феномен	الظواهر	феномен	ظَاهِرَة	N;INDF;MASC;SG	N;NOM;DEF;PL
феномен	الظاهرة	феномен	ظَاهِرَة	N;INDF;MASC;SG	N;NOM;DEF;SG
пакет	الحزمة	пакет	حُزمَة	N;INDF;MASC;SG	N;NOM;DEF;SG
пакет	الحزمة	пакет	حُزمَة	N;INDF;MASC;SG	N;NOM;DEF;SG
пакет	الطرد	пакет	طَرد	N;INDF;MASC;SG	N;NOM;DEF;SG
дружба	الصداقة	дружба	صَدَاقَة	N;INDF;FEM;SG	N;NOM;DEF;SG
фази	المراحل	фаза	مَرحَلَة	N;INDF;FEM;PL	N;NOM;DEF;PL
гигантски	عملاق	гигантски	عِملَاق	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
гигантски	العملاق	гигантски	عِملَاق	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
сюзън	سوزان	сюзън	سُوزَان	PROPN;INDF;FEM;SG	
наследниците	ورثة	наследник	وَارِث	N;DEF;MASC;PL	
сеул	سيول	сеул	سِيُول	PROPN;INDF;MASC;SG	
сеул	سول	сеул	سول	PROPN;INDF;MASC;SG	
сеул	سيؤل	сеул	سيؤل	PROPN;INDF;MASC;SG	
фламандски	الفلمنكي	фламандски	فِلمَنكِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
традиционна	التقليدي	традиционен	تَقلِيدِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
традиционна	التقليدية	традиционен	تَقلِيدِيّ	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
бригади	الوية	бригада	وِيَّة	N;INDF;MASC;PL	N;NOM;DEF;SG
следите	مسارات	следя	مَسَار	N;DEF;FEM;PL	N;NOM;INDF;PL
борса	التبادل	борса	تَبَادُل	N;INDF;FEM;SG	N;NOM;DEF;SG
обичам	العشق	обичам	عِشق	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;DEF;SG
обичам	احب	обичам	احب	V;IPFV;IND;SG;1;PRS;FIN;ACT	
обичам	حب	обичам	حُبّ	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;INDF;SG
обичам	الحب	обичам	حُبّ	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;DEF;SG
погребани	دفنت	погребан	دَفَن	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
погребани	دفن	погребан	دَفَن	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
погребани	مدفون	погребан	مَدفُون	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
погребани	مدفونة	погребан	مَدفُون	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
тор	السماد	тор	سَمَاد	N;INDF;MASC;SG	N;NOM;DEF;SG
тор	الاسمدة	тор	سَمَاد	N;INDF;MASC;SG	N;NOM;DEF;SG
тор	السماد	тор	سَمَاد	N;INDF;MASC;SG	N;NOM;DEF;SG
тор	تور	тор	تَوَرّ	N;INDF;MASC;SG	
тор	ثور	тор	ثُور	N;INDF;MASC;SG	
мита	الاسطورة	мито	أُسطُورَة	N;INDF;NEUT;PL	N;NOM;DEF;SG
мита	اسطورة	мито	أُسطُورَة	N;INDF;NEUT;PL	N;NOM;INDF;SG
мита	الواجبات	мито	وَاجِب	N;INDF;NEUT;PL	N;NOM;DEF;PL
биологични	البيولوجية	биологичен	بِيُولُوجِيّ	ADJ;INDF;PL	
биологични	بيولوجية	биологичен	بِيُولُوجِيّ	ADJ;INDF;PL	ADJ;NOM;INDF;FEM;SG
биологични	بيولوجي	биологичен	بيولوجي	ADJ;INDF;PL	N;NOM;INDF;SG
клонове	الفروع	клон	فَرع	N;INDF;MASC;PL	N;NOM;DEF;PL
витамин	فيتامين	витамин	فيتامين	N;INDF;MASC;SG	
плажове	الشواطئ	плаж	شَاطِئ	N;INDF;MASC;PL	N;NOM;DEF;PL
духове	الاشباح	дух	شَبَح	N;INDF;MASC;PL	N;NOM;DEF;PL
духове	الارواح	дух	رُوح	N;INDF;MASC;PL	N;NOM;DEF;PL
спад	الانحدار	спад	اِنحِدَار	N;INDF;MASC;SG	N;NOM;DEF;SG
обвивка	شيل	обвивка	شيل	N;INDF;FEM;SG	
обвивка	الصدفة	обвивка	صُدفَة	N;INDF;FEM;SG	N;NOM;DEF;SG
приключване	الاكتمال	приключване	اِكتِمَال	N;INDF;NEUT;SG	N;NOM;DEF;SG
приключване	الانجاز	приключване	إِنجَاز	N;INDF;NEUT;SG	N;NOM;DEF;SG
приключване	الاغلاق	приключване	إِغلَاق	N;INDF;NEUT;SG	N;NOM;DEF;SG
публична	الجمهور	публичен	جُمهُور	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
публична	عام	публичен	عَام	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
публична	العامة	публичен	عَامَّة	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
вулкан	البركان	вулкан	بَرَكَان	N;INDF;MASC;SG	N;NOM;DEF;SG
вулкан	بركان	вулкан	بركان	N;INDF;MASC;SG	
вулкан	فولكان	вулкан	فُولكَان	N;INDF;MASC;SG	
бежанците	لاجئين	бежанец	لَاجِئ	N;DEF;MASC;PL	N;NOM;INDF;PL
осветление	الاضاءة	осветление	إِضَاءَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
повторение	التكرار	повторение	تَكرَر	N;INDF;NEUT;SG	N;NOM;DEF;SG
повторение	التكرار	повторение	تَكرَر	N;INDF;NEUT;SG	N;NOM;DEF;SG
повторение	الاعادة	повторение	إِعَادَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
повторение	كرر	повторение	كَرَّر	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
повторение	الاعادة	повторение	إِعَادَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
дъблин	دوبلن	дъблин	دُوبلِن	N;INDF;MASC;SG	
дъблин	دوبلين	дъблин	دُوبلِين	N;INDF;MASC;SG	N;ACC;INDF;PL
дъблин	دبلن	дъблин	دبلن	N;INDF;MASC;SG	
парламентът	برلمان	парламент	بَرلَمَان	N;DEF;MASC;SG	N;NOM;INDF;SG
кодове	الرموز	код	رَمز	N;INDF;MASC;PL	N;NOM;DEF;PL
ренесанс	النهضة	ренесанс	نَهضَة	N;INDF;MASC;SG	N;NOM;DEF;SG
шеста	السادسة	шест	سَادِس	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
шеста	السادس	шест	سَادِس	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;MASC;SG
шеста	سادسا	шест	سَادِس	ADJ;INDF;FEM;SG	
мощен	قوى	мощен	قُوَّة	ADJ;INDF;MASC;SG	N;NOM;INDF;PL
равнини	السهول	равнина	سُهُول	N;INDF;FEM;PL	N;NOM;DEF;PL
пътуват	سفر	пътувам	سَفَر	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;NOM;INDF;SG
пътуват	السفر	пътувам	سَفَر	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;NOM;DEF;SG
градината	حديقة	градина	حَدِيقَة	N;DEF;FEM;SG	N;NOM;INDF;SG
марш	مارش	марш	مَارش	N;INDF;MASC;SG	
търнър	ترنر	търнър	رَنَّر	PROPN;INDF;MASC;SG	
търнър	تيرنر	търнър	تَيرِنَر	PROPN;INDF;MASC;SG	
матиас	ماتياس	матиас	مَاتِيس	PROPN;INDF;MASC;SG	
провал	الفشل	провал	فَشَل	N;INDF;MASC;SG	N;NOM;DEF;SG
сухо	الجافة	сухо	جَافّ	ADV	N;NOM;DEF;SG
сухо	جاف	сухо	جاف	ADV	N;NOM;INDF;SG
сухо	جافة	сухо	جَافّ	ADV	ADJ;NOM;INDF;FEM;SG
предна	واجهة	преден	وَاجِهَة	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
предна	جبهة	преден	جَبهَة	ADJ;INDF;FEM;SG	N;NOM;INDF;SG
предна	الجبهة	преден	جَبهَة	ADJ;INDF;FEM;SG	N;NOM;DEF;SG
предна	بهي	преден	بهي	ADJ;INDF;FEM;SG	
автобуси	حافلات	автобус	حافلات	N;INDF;MASC;PL	ADJ;NOM;INDF;FEM;PL
автобуси	الحافلات	автобус	حَافِل	N;INDF;MASC;PL	ADJ;NOM;DEF;FEM;PL
свазиленд	سوازيلند	свазиленд	سوازيلند	ADJ;INDF;MASC;SG	
удобно	مريح	удобно	مريح	ADV	ADJ;NOM;INDF;MASC;SG
