modificación	modifikation	modificación	modifikation	N;FEM;SG	ADJ
utilidad	nützlich	utilidad	nützlich	N;FEM;SG	ADJ
utilidad	hilfreich	utilidad	hilfreich	N;FEM;SG	ADJ
utilidad	nutzen	utilidad	nutzen	N;FEM;SG	V;NFIN
utilidad	nutzen	utilidad	nutzen	N;FEM;SG	V;NFIN
utilidad	hilfsprogramm	utilidad	hilfsprogramm	N;FEM;SG	ADJ
manchester	manchester	manchester	manchester	N;MASC;SG	PROPN;NOM;MASC;SG
beatles	beatles	beatle	beatles	N;MASC;PL	PROPN;NOM;SG
higgins	higgins	higgin	higgins	PROPN	PROPN;SG
celebrada	abgehalten	celebrado	abhalten	ADJ;FEM;SG;V.PTCP	V;V.PTCP
celebrada	gehalten	celebrado	halten	ADJ;FEM;SG;V.PTCP	V;V.PTCP
celebrada	hielt	celebrado	halten	ADJ;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
celebrada	festgehalten	celebrado	festhalten	ADJ;FEM;SG;V.PTCP	V;V.PTCP
celebrada	feierte	celebrado	feiern	ADJ;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
celebrada	feierten	celebrado	feiern	ADJ;FEM;SG;V.PTCP	V;IND;PL;3;PST;FIN
celebrada	gefeiert	celebrado	feiern	ADJ;FEM;SG;V.PTCP	V;V.PTCP
receptor	rezeptoren	receptor	rezeptor	N;MASC;SG	
receptor	rezeptor	receptor	rezeptor	N;MASC;SG	PROPN
receptor	empfängers	receptor	empfängers	N;MASC;SG	
receptor	empfänger	receptor	empfänger	N;MASC;SG	ADJ
receptor	receiver	receptor	receiv	N;MASC;SG	ADJ
receptor	begünstigte	receptor	begünstigen	N;MASC;SG	V;IND;SG;3;PST;FIN
receptor	empfänger	receptor	empfänger	N;MASC;SG	ADJ
personalmente	persönlich	personalmente	persönlich	ADV	ADJ
desapareció	verschollen	desaparecer	verschollen	V;IND;SG;3;PST;FIN	ADJ
prólogo	vorwort	prólogo	vorworen	N;MASC;SG	
prólogo	vorwort	prólogo	vorworen	N;MASC;SG	
prólogo	prolog	prólogo	prolog	N;MASC;SG	
xbox	xbox	xbox	xbox	N	
force	erzwingen	force	erzwingen	N	V;NFIN
force	gewalt	force	gewalten	N	
force	kraft	force	krafen	N	
force	force	force	force	N	PROPN;NOM;SG
tramos	tranchen	tramo	tranchen	N;MASC;PL	V;NFIN
tramos	abschnitte	tramo	abschneiden	N;MASC;PL	
tramos	streckt	tramo	strecken	N;MASC;PL	V;IND;SG;3;PRS;FIN
tramos	erstreckt	tramo	erstrecken	N;MASC;PL	V;IND;SG;3;PRS;FIN
contemporáneos	zeitgemäße	contemporáneo	zeitgemäß	N;MASC;PL	ADJ;NOM
contemporáneos	zeitgemäß	contemporáneo	zeitgemäß	N;MASC;PL	ADJ
contemporáneos	zeitgenössische	contemporáneo	zeitgenössisch	N;MASC;PL	ADJ;NOM;FEM;PL
contemporáneos	zeitgenossen	contemporáneo	zeitneißen	N;MASC;PL	V;NFIN
ken	ken	ken	Ken	PROPN	PROPN;NOM;MASC;SG
campeona	champ	campeona	champ	N;FEM;SG	PROPN;NOM;SG
campeona	champion	campeona	champion	N;FEM;SG	PROPN
campeona	sieger	campeona	sieger	N;FEM;SG	
campeona	weltmeister	campeona	weltmeister	N;FEM;SG	ADJ
campeona	champion	campeona	champion	N;FEM;SG	PROPN
lgbt	lgbt	lgbt	lgben	N;SG	
lgbt	homosexualität	lgbt	homosexualität	N;SG	ADJ
automáticamente	automatisch	automáticamente	automatisch	ADV	ADJ
centre	zentrum	centre	zentrum	N;MASC;SG	PROPN;NOM;SG
centre	stadtzentrum	centre	stadtzentrum	N;MASC;SG	V;V.PTCP
centre	mitte	centre	mitte	N;MASC;SG	ADV
centre	stadtmitte	centre	stadtmitt	N;MASC;SG	
centre	mittelpunkt	centre	mittelpunkt	N;MASC;SG	ADV
pacheco	pacheco	pacheco	pacheco	N;MASC;SG	PROPN;NOM;SG
abraham	ibrahim	abraham	ibrahim	PROPN	PROPN;NOM;SG
abraham	abraham	abraham	abraham	PROPN	PROPN;NOM;MASC;SG
abraham	abrahams	abraham	abrahams	PROPN	
colaboradores	partner	colaborador	partner	N;MASC;PL	ADJ
colaboradores	gesellschafter	colaborador	gesellschaft	N;MASC;PL	ADJ
colaboradores	partnern	colaborador	partnern	N;MASC;PL	V;NFIN
colaboradores	kooperationspartner	colaborador	kooperationspartner	N;MASC;PL	ADJ
colaboradores	mitarbeiter	colaborador	Mitarbeiter	N;MASC;PL	ADJ
colaboradores	mitwirkende	colaborador	mitwirkend	N;MASC;PL	ADJ;NOM;FEM;SG
colaboradores	beteiligte	colaborador	beteiligen	N;MASC;PL	V;IND;SG;3;PST;FIN
colaboradores	mitwirkenden	colaborador	mitwirkend	N;MASC;PL	V;IND;PL;3;PST;FIN
lost	verlor	lost	verlieren	N	V;IND;SG;3;PST;FIN
lost	verirrt	lost	verirren	N	V;V.PTCP
lost	verloren	lost	verlieren	N	V;V.PTCP
lost	verlorene	lost	verloren	N	ADJ;NOM;FEM;SG
lost	lost	lost	lossen	N	PROPN
baterista	drummer	baterista	drummer	N;SG	
baterista	schlagzeuger	baterista	schlagzeuger	N;SG	ADJ
caras	teure	cara	teuer	N;FEM;PL	ADJ;NOM;FEM;PL
caras	kostspielig	cara	kostspielig	N;FEM;PL	ADJ
caras	teuer	cara	teuer	N;FEM;PL	ADJ
caras	teurer	cara	teuer	N;FEM;PL	ADJ
caras	gesicht	cara	sechen	N;FEM;PL	V;V.PTCP
caras	gesichtern	cara	gesicht	N;FEM;PL	ADJ
caras	gesichter	cara	gesicht	N;FEM;PL	ADJ
caras	streben	cara	streben	N;FEM;PL	V;NFIN
caras	strebe	cara	streben	N;FEM;PL	V;SBJV;SG;3;PRS;FIN
supercopa	supercup	supercopa	supercup	N;FEM;SG	PROPN
supercopa	supercopa	supercopa	supercopa	N;FEM;SG	PROPN;NOM;SG
turín	torino	turín	torino	N;MASC;SG	PROPN;NOM;SG
turín	turin	turín	turin	N;MASC;SG	PROPN;SG
turín	turin	turín	turin	N;MASC;SG	PROPN;SG
lesiones	verletzte	lesión	verletzen	N;FEM;PL	V;IND;SG;3;PST;FIN
lesiones	verletzungen	lesión	verletzungen	N;FEM;PL	V;NFIN
lesiones	schädigung	lesión	schädigung	N;FEM;PL	ADJ
lesiones	verletzung	lesión	verletzung	N;FEM;PL	N;FEM;SG
lesiones	schaden	lesión	schaden	N;FEM;PL	V;NFIN
lesiones	verletzte	lesión	verletzen	N;FEM;PL	V;IND;SG;3;PST;FIN
lesiones	verletzungen	lesión	verletzungen	N;FEM;PL	V;NFIN
lesiones	verletzung	lesión	verletzung	N;FEM;PL	N;FEM;SG
lesiones	verletzten	lesión	verletzen	N;FEM;PL	V;IND;PL;3;PST;FIN
disminución	ablehnen	disminución	ablehnen	N;FEM;SG	V;NFIN
disminución	rückgang	disminución	rückgang	N;FEM;SG	ADJ
disminución	verringern	disminución	verringern	N;FEM;SG	V;NFIN
disminución	rückgang	disminución	rückgang	N;FEM;SG	ADJ
apoyó	unterstützten	apoyar	unterstützen	V;IND;SG;3;PST;FIN	V;IND;PL;3;PST;FIN
aceptación	akzeptieren	aceptación	akzeptieren	N;FEM;SG	V;NFIN
aceptación	akzeptanz	aceptación	akzeptanz	N;FEM;SG	
aceptación	annahme	aceptación	annehmen	N;FEM;SG	
sídney	sydney	sídney	sydney	N;MASC;SG	PROPN;NOM;MASC;SG
parra	parra	parra	parra	PROPN	PROPN;NOM;MASC;SG
facilidad	erleichtern	facilidad	erleichtern	N;FEM;SG	V;NFIN
facilidad	leichtigkeit	facilidad	leichtigkeit	N;FEM;SG	ADJ
facilidad	einfachheit	facilidad	einfachheit	N;FEM;SG	ADJ
libras	pfund	libra	pfund	N;MASC;PL	
libras	lbs	libra	lbs	N;MASC;PL	
libras	pfund	libra	pfund	N;MASC;PL	
libras	kilo	libra	kilo	N;MASC;PL	
land	grundstück	land	grundstücken	N	
land	land	land	land	N	
land	grundstücke	land	grundstück	N	ADJ;NOM;PL
cedido	abgetreten	cedido	abtreten	ADJ;MASC;SG;V.PTCP	V;V.PTCP
cedido	ausgeliehen	cedido	ausleihen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
cedido	geliehen	cedido	leihen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
cedido	verliehen	cedido	verleihen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
definido	definiert	definido	definieren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
definido	definierten	definido	definiert	ADJ;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN
definido	definierte	definido	definieren	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
terrestres	terrestrischen	terrestre	terrestrisch	N;PL	ADJ
terrestres	landfläche	terrestre	landfläch	N;PL	ADJ;NOM;FEM;SG
terrestres	terrestrische	terrestre	terrestrisch	N;PL	ADJ;NOM;FEM;PL
rara	seltene	raro	selten	ADJ;FEM;SG	ADJ;NOM;PL
soviéticos	sowjets	soviético	sowjets	N;MASC;PL	
soviéticos	sowjetunion	soviético	sowjetunion	N;MASC;PL	PROPN;NOM;SG
soviéticos	sowjet	soviético	sowjet	N;MASC;PL	PROPN
soviéticos	sowjetunion	soviético	sowjetunion	N;MASC;PL	PROPN;NOM;SG
soviéticos	sowjetischen	soviético	sowjetisch	N;MASC;PL	ADJ;NOM;MASC;SG
soviéticos	sowjetische	soviético	sowjetisch	N;MASC;PL	ADJ;NOM;FEM;PL
figueroa	figueroa	figueroa	figueroa	N;MASC;SG	PROPN;NOM;SG
adquirido	gekauft	adquirido	kaufen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
adquirido	erworbene	adquirido	erworben	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL
adquirido	erworben	adquirido	erwerben	ADJ;MASC;SG;V.PTCP	V;V.PTCP
adquirido	gekauft	adquirido	kaufen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
adquirido	erworben	adquirido	erwerben	ADJ;MASC;SG;V.PTCP	V;V.PTCP
pérdidas	verlust	pérdida	verlusen	N;FEM;PL	
pérdidas	verluste	pérdida	verlust	N;FEM;PL	ADJ
pérdidas	verluste	pérdida	verlust	N;FEM;PL	ADJ
pérdidas	verlust	pérdida	verlusen	N;FEM;PL	
pérdidas	verlusten	pérdida	verlusten	N;FEM;PL	V;NFIN
fantasía	fantasy	fantasía	fantasy	N;FEM;SG	PROPN
fantasía	fantasien	fantasía	fantasien	N;FEM;SG	N;NOM;PL
fantasía	phantasie	fantasía	phantasie	N;FEM;SG	
fantasía	fantasie	fantasía	fantasie	N;FEM;SG	ADJ
fantasía	fantasia	fantasía	fantasia	N;FEM;SG	PROPN;NOM;SG
fenómenos	phänomenen	fenómeno	phänomen	N;MASC;PL	V;FIN
fenómenos	erscheinungen	fenómeno	erscheinung	N;MASC;PL	V;NFIN
fenómenos	phänomen	fenómeno	phänom	N;MASC;PL	V;NFIN
fenómenos	phänomene	fenómeno	phänomen	N;MASC;PL	ADJ;PL
fenómenos	freaks	fenómeno	freaks	N;MASC;PL	
conecta	verbindung	conectar	verbindung	V;IND;SG;3;PRS;FIN	ADJ
conecta	connect	conectar	connect	V;IND;SG;3;PRS;FIN	PROPN
bus	busbahnhof	bus	busbahnhof	N;MASC;SG	ADJ
bus	bus	bus	bus	N;MASC;SG	
bus	bushaltestelle	bus	bushaltestelle	N;MASC;SG	ADJ;NOM;FEM;SG
bus	buslinien	bus	buslinien	N;MASC;SG	N;PL
bus	busse	bus	büssen	N;MASC;SG	
master	master	master	master	N;MASC;SG	ADJ
africano	afrikanische	africano	afrikanisch	ADJ;MASC;SG	ADJ;NOM;FEM;PL
let	lassen	let	lassen		V;NFIN
let	zulassen	let	zulassen		V;NFIN
let	lass	let	laß		V;IND;SG;2;PRS;FIN
let	let	let	let		PROPN
robinson	robinson	robinson	robinson	N;MASC;SG	PROPN;NOM;SG
otomano	osmanischen	otomano	osmanischen	N;MASC;SG	ADJ;NOM;MASC;PL
otomano	osmanen	otomano	osmanen	N;MASC;SG	N;NOM;PL
otomano	osmanische	otomano	osmanische	N;MASC;SG	ADJ;NOM;FEM;PL
over	vorbei	over	vorbei	PROPN	ADV
over	über	over	über	PROPN	ADP
finanzas	finanzierung	finanzas	finanzierung	N;FEM;PL	N;NOM;FEM;SG
finanzas	finanzen	finanzas	finanzen	N;FEM;PL	
finanzas	finanzwesen	finanzas	finanzwesen	N;FEM;PL	
finanzas	finanzen	finanzas	finanzen	N;FEM;PL	
finanzas	finanziell	finanzas	finanziell	N;FEM;PL	ADJ
finanzas	finanzen	finanzas	finanzen	N;FEM;PL	
sinfónica	symphonic	sinfónico	symphonic	ADJ;FEM;SG	PROPN
sinfónica	sinfonie	sinfónico	sinfonie	ADJ;FEM;SG	
sinfónica	symphony	sinfónico	symphony	ADJ;FEM;SG	
sinfónica	symphonie	sinfónico	symphonie	ADJ;FEM;SG	
boxeo	boxing	boxeo	boxing	N;MASC;SG	PROPN
boxeo	boxen	boxeo	boxen	N;MASC;SG	V;NFIN
ocupada	beschäftigt	ocupado	beschäftigen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
ocupada	besetzt	ocupado	besetzen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
ocupada	besetzte	ocupado	besetzen	ADJ;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
ocupada	beschäftigt	ocupado	beschäftigen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
ocupada	bewohnt	ocupado	bewohnen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
ocupada	besetzten	ocupado	besetzen	ADJ;FEM;SG;V.PTCP	V;IND;PL;3;PST;FIN
ocupada	besetzt	ocupado	besetzen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
renault	renault	renault	renaulen	N;MASC;SG	PROPN;SG
raymond	raimund	raymond	raimund	N;MASC;SG	PROPN;NOM;MASC;SG
raymond	raymond	raymond	raymond	N;MASC;SG	PROPN;NOM;MASC;SG
raymond	volker	raymond	volk	N;MASC;SG	PROPN;NOM;MASC;SG
comparte	teile	compartir	teilen	V;IND;SG;3;PRS;FIN	ADV
comparte	share	compartir	shar	V;IND;SG;3;PRS;FIN	
comparte	anteil	compartir	anteil	V;IND;SG;3;PRS;FIN	ADV
comparte	aktie	compartir	aktie	V;IND;SG;3;PRS;FIN	PROPN
comparte	anteile	compartir	anteilen	V;IND;SG;3;PRS;FIN	ADJ
comparte	aktien	compartir	akteinen	V;IND;SG;3;PRS;FIN	
jerry	jerry	jerry	jerry	N;MASC;SG	PROPN;NOM;MASC;SG
árbitro	schiedsrichter	árbitro	schiedsrichter	N;MASC;SG	ADJ
árbitro	schiedsrichter	árbitro	schiedsrichter	N;MASC;SG	ADJ
árbitro	schiedsrichter	árbitro	schiedsrichter	N;MASC;SG	ADJ
árbitro	schiedsrichter	árbitro	schiedsrichter	N;MASC;SG	ADJ
árbitro	ref	árbitro	ref	N;MASC;SG	
árbitro	referenz	árbitro	referenz	N;MASC;SG	ADJ
favorable	günstige	favorable	günstig	ADJ;SG	ADJ;NOM;FEM;PL
bizantino	byzantinische	bizantino	byzantinisch	ADJ;MASC;SG	ADJ;NOM;FEM;PL
bizantino	byzantinischen	bizantino	byzantinisch	ADJ;MASC;SG	ADJ;NOM;MASC;PL
significativa	sinnvolle	significativo	sinnvoll	ADJ;FEM;SG	ADJ;NOM;FEM;PL
significativa	bedeutende	significativo	bedeutend	ADJ;FEM;SG	ADJ;NOM;FEM;PL
significativa	erhebliche	significativo	erheblich	ADJ;FEM;SG	ADJ;NOM;FEM;PL
fiel	gläubige	fiel	gläubig	ADJ;SG	ADJ;NOM;FEM;PL
derivado	derivate	derivado	derivat	ADJ;MASC;SG;V.PTCP	ADJ;NOM;FEM;PL
derivado	ableitung	derivado	ableitung	ADJ;MASC;SG;V.PTCP	N;NOM;FEM;SG
derivado	abgeleiteten	derivado	abgeleitet	ADJ;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN
derivado	abgeleitet	derivado	ableiten	ADJ;MASC;SG;V.PTCP	V;V.PTCP
rodaje	filmen	rodaje	filmen	N;MASC;SG	V;NFIN
rodaje	dreharbeiten	rodaje	dreharbeit	N;MASC;SG	V;NFIN
rodaje	fotografieren	rodaje	fotografieren	N;MASC;SG	V;NFIN
rodaje	dreharbeiten	rodaje	dreharbeit	N;MASC;SG	V;NFIN
rodaje	schießen	rodaje	schießen	N;MASC;SG	V;NFIN
rodaje	shooting	rodaje	shooting	N;MASC;SG	PROPN
rodaje	schiessen	rodaje	schießen	N;MASC;SG	V;NFIN
escalera	treppenhaus	escalera	treppenhaus	N;FEM;SG	ADJ
escalera	treppe	escalera	treppe	N;FEM;SG	
escalera	treppenhaus	escalera	treppenhaus	N;FEM;SG	ADJ
escalera	treppen	escalera	treppen	N;FEM;SG	N;NOM;PL
escalera	treppe	escalera	treppe	N;FEM;SG	
escalera	treppen	escalera	treppen	N;FEM;SG	N;NOM;PL
escalera	treppe	escalera	treppe	N;FEM;SG	
escalera	leitern	escalera	leitern	N;FEM;SG	V;NFIN
escalera	leiter	escalera	leiter	N;FEM;SG	ADJ
escalera	treppenhaus	escalera	treppenhaus	N;FEM;SG	ADJ
escalera	treppen	escalera	treppen	N;FEM;SG	N;NOM;PL
escalera	treppe	escalera	treppe	N;FEM;SG	
escalera	stufen	escalera	stufen	N;FEM;SG	V;NFIN
heinrich	heinrich	heinrich	heinrich	N;MASC;SG	PROPN;NOM;MASC;SG
reglamento	regelungen	reglamento	regelung	N;MASC;SG	V;NFIN
reglamento	bestimmungen	reglamento	bestimmung	N;MASC;SG	V;NFIN
reglamento	regeln	reglamento	regeln	N;MASC;SG	V;NFIN
reglamento	vorschriften	reglamento	vorschreifen	N;MASC;SG	V;NFIN
reglamento	verordnungen	reglamento	verordnungen	N;MASC;SG	V;NFIN
reglamento	regelungen	reglamento	regelung	N;MASC;SG	V;NFIN
reglamento	regeln	reglamento	regeln	N;MASC;SG	V;NFIN
reglamento	vorschriften	reglamento	vorschreifen	N;MASC;SG	V;NFIN
reglamento	spielregeln	reglamento	spielregeln	N;MASC;SG	V;NFIN
reglamento	regelung	reglamento	Regelung	N;MASC;SG	ADJ
arabia	arabien	arabia	arabien	N;FEM;SG	
gigantes	giants	gigante	giants	N;PL	PROPN;NOM;SG
gigantes	riesen	gigante	riesen	N;PL	
gigantes	giant	gigante	gehnen	N;PL	
gigantes	riesiger	gigante	riesig	N;PL	ADJ
gigantes	riese	gigante	rusen	N;PL	
gigantes	riesen	gigante	riesen	N;PL	
gigantes	riesigen	gigante	riesig	N;PL	ADJ
experimentos	experimenten	experimento	experiment	N;MASC;PL	V;FIN
experimentos	versuche	experimento	versuchen	N;MASC;PL	N;NOM;SG
experimentos	experimentiert	experimento	experimentieren	N;MASC;PL	V;V.PTCP
experimentos	experimente	experimento	experiment	N;MASC;PL	ADJ;NOM;PL
experimentos	experimenten	experimento	experiment	N;MASC;PL	V;FIN
experimentos	experimentiert	experimento	experimentieren	N;MASC;PL	V;V.PTCP
experimentos	experimente	experimento	experiment	N;MASC;PL	ADJ;NOM;PL
experimentos	experimentieren	experimento	experimentieren	N;MASC;PL	V;NFIN
paisajes	kulisse	paisaje	kulisse	N;MASC;PL	ADJ
paisajes	landschaft	paisaje	landschaft	N;MASC;PL	
paisajes	landschaften	paisaje	landschaft	N;MASC;PL	ADJ
paisajes	landschaft	paisaje	landschaft	N;MASC;PL	
paisajes	landschaften	paisaje	landschaft	N;MASC;PL	ADJ
paisajes	landschaft	paisaje	landschaft	N;MASC;PL	
paisajes	naturlandschaft	paisaje	naturlandschaft	N;MASC;PL	ADJ
paisajes	landschaften	paisaje	landschaft	N;MASC;PL	ADJ
cuesta	cuesta	costar	cuesta	V;IND;SG;3;PRS;FIN	PROPN;SG
mito	mythen	mito	mythen	N;MASC;SG	V;NFIN
mito	gerücht	mito	rüchen	N;MASC;SG	ADJ
mito	mythos	mito	mythos	N;MASC;SG	
dispuesto	willens	dispuesto	willens	ADJ;MASC;SG;V.PTCP	
dei	dei	dei	dei	N;MASC	PROPN;NOM;SG
grabados	gravur	grabado	gravur	ADJ;MASC;PL;V.PTCP	
grabados	gravuren	grabado	gravur	ADJ;MASC;PL;V.PTCP	N;NOM;PL
grabados	erfasst	grabado	erfassen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
grabados	aufgezeichnet	grabado	aufzeichnen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
grabados	aufgenommen	grabado	aufnehmen	ADJ;MASC;PL;V.PTCP	V;V.PTCP
grabados	drucke	grabado	druck	ADJ;MASC;PL;V.PTCP	
grabados	drucken	grabado	drucken	ADJ;MASC;PL;V.PTCP	V;NFIN
grabados	abzüge	grabado	abzügen	ADJ;MASC;PL;V.PTCP	
efectivo	geld	efectivo	geld	ADJ;MASC;SG	N;NOM;NEUT;SG
efectivo	cash	efectivo	cash	ADJ;MASC;SG	PROPN
robot	roboter	robot	robot	N;MASC;SG	ADJ
robot	robot	robot	robot	N;MASC;SG	PROPN
sra	sra	ser	sra	N;FEM;SG	
cárdenas	cárdenas	cárdena	cárdenas	N;FEM;PL	PROPN;NOM;MASC;SG
cuota	gebühren	cuota	gebühren	N;FEM;SG	V;V.PTCP
cuota	fee	cuota	fee	N;FEM;SG	
cuota	gebühr	cuota	gebühr	N;FEM;SG	
cuota	honorar	cuota	honorar	N;FEM;SG	
cuota	quote	cuota	quot	N;FEM;SG	
cuota	kontingente	cuota	kontingent	N;FEM;SG	ADJ;NOM;FEM;PL
cuota	quoten	cuota	quoten	N;FEM;SG	N;PL
cuota	kontingent	cuota	kontingent	N;FEM;SG	ADJ
roland	roland	roland	roland	PROPN	PROPN;NOM;MASC;SG
obreros	arbeitskräfte	obrero	arbeitskraft	N;MASC;PL	ADJ;NOM
obreros	arbeitnehmer	obrero	arbeitnehmer	N;MASC;PL	ADJ
obreros	arbeiter	obrero	arbeiter	N;MASC;PL	
obreros	arbeiter	obrero	arbeiter	N;MASC;PL	
sagrada	heilige	sagrado	heilig	ADJ;FEM;SG	ADJ;NOM;FEM;PL
primarias	primäre	primaria	primär	N;FEM;PL	ADJ;NOM;FEM;PL
primarias	primär	primaria	primär	N;FEM;PL	ADJ
primarias	primären	primaria	primär	N;FEM;PL	ADJ
primarias	grundschule	primaria	grundschule	N;FEM;PL	N;NOM;FEM;SG
interpretaciones	interpretation	interpretación	interpretation	N;FEM;PL	ADJ
interpretaciones	auslegungen	interpretación	auslegungen	N;FEM;PL	V;NFIN
interpretaciones	auslegung	interpretación	auslegung	N;FEM;PL	ADV
interpretaciones	interpretationen	interpretación	interpretationen	N;FEM;PL	V;NFIN
hembra	weiblich	hembra	weiblich	N;FEM;SG	ADJ
hembra	weibliche	hembra	weiblich	N;FEM;SG	ADJ;NOM;FEM;PL
hembra	weibchen	hembra	weibchen	N;FEM;SG	N;NOM;FEM;PL
hembra	frauen	hembra	frau	N;FEM;SG	V;NFIN
diseñada	entworfen	diseñado	entwerfen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
diseñada	entwarf	diseñado	entwerfen	ADJ;FEM;SG;V.PTCP	V;IND;SG;3;PST;FIN
diseñada	konzipiert	diseñado	konzipieren	ADJ;FEM;SG;V.PTCP	V;V.PTCP
empresarial	corporate	empresarial	corporate	ADJ;SG	
empresarial	konzern	empresarial	konzern	ADJ;SG	
empresarial	firmenkunden	empresarial	firmenkunden	ADJ;SG	N;NOM;PL
gold	gold	gold	gold	N	
gold	goldene	gold	golden	N	ADJ;NOM;FEM;PL
procedimientos	verfahren	procedimiento	verfahren	N;MASC;PL	V;NFIN
procedimientos	prozeduren	procedimiento	prozeduren	N;MASC;PL	V;NFIN
procedimientos	verfahren	procedimiento	verfahren	N;MASC;PL	V;NFIN
dominante	dominieren	dominante	dominieren	ADJ;SG	V;NFIN
dominante	dominante	dominante	dominant	ADJ;SG	ADJ;NOM;FEM;PL
dominante	dominiert	dominante	dominieren	ADJ;SG	V;V.PTCP
dominante	dominante	dominante	dominant	ADJ;SG	ADJ;NOM;FEM;PL
dominante	beherrschende	dominante	beherrschend	ADJ;SG	ADJ;NOM;FEM;PL
dominante	dominanz	dominante	dominanz	ADJ;SG	N;NOM;FEM;SG
dominante	dominieren	dominante	dominieren	ADJ;SG	V;NFIN
fred	fred	fred	fred	PROPN	PROPN;NOM;SG
rob	berauben	rob	berauben	PROPN	V;NFIN
rob	rauben	rob	rauben	PROPN	V;NFIN
rob	rob	rob	rib	PROPN	PROPN;NOM;SG
chaco	chaco	chaco	chaco	N;MASC;SG	PROPN;NOM;SG
luchador	fighter	luchador	fight	N;MASC;SG	ADJ
luchador	kämpfer	luchador	kämpfer	N;MASC;SG	ADJ
luchador	ringer	luchador	ring	N;MASC;SG	ADJ
luchador	wrestler	luchador	wrestler	N;MASC;SG	ADJ
ligera	leichte	ligero	leicht	ADJ;FEM;SG	ADJ;NOM;FEM;PL
ligera	light	ligero	light	ADJ;FEM;SG	PROPN
ligera	licht	ligero	licht	ADJ;FEM;SG	PROPN
ligera	leichte	ligero	leicht	ADJ;FEM;SG	ADJ;NOM;FEM;PL
ligera	leichte	ligero	leicht	ADJ;FEM;SG	ADJ;NOM;FEM;PL
tocando	rührend	tocar	rührend	V;V.MSDR	ADJ
recuerdos	gedächtnis	recuerdo	gedächtnis	N;MASC;PL	
recuerdos	erinnerung	recuerdo	erinnerung	N;MASC;PL	ADJ
recuerdos	andenken	recuerdo	andenken	N;MASC;PL	V;NFIN
recuerdos	souvenir	recuerdo	souvenir	N;MASC;PL	
recuerdos	souvenirs	recuerdo	souvenirs	N;MASC;PL	
recuerdos	gedächtnis	recuerdo	gedächtnis	N;MASC;PL	
recuerdos	erinnerung	recuerdo	erinnerung	N;MASC;PL	ADJ
recuerdos	arbeitsspeicher	recuerdo	arbeitsspeicher	N;MASC;PL	ADJ
recuerdos	speicher	recuerdo	speich	N;MASC;PL	ADJ
site	aufstellungsort	sitir	aufstellungsort	N;MASC;SG	ADJ
site	webseite	sitir	webseite	N;MASC;SG	
site	standort	sitir	standoren	N;MASC;SG	ADV
mantenido	gewartet	mantener	warten	ADJ;MASC;SG;V.PTCP	V;V.PTCP
mantenido	beibehalten	mantener	beibehalten	ADJ;MASC;SG;V.PTCP	V;V.PTCP
mantenido	behielt	mantener	behalten	ADJ;MASC;SG;V.PTCP	V;IND;SG;3;PST;FIN
mantenido	gehalten	mantener	halten	ADJ;MASC;SG;V.PTCP	V;V.PTCP
wright	wright	wright	wright	PROPN	PROPN;NOM;SG
falla	scheitern	fallar	scheitern	N;FEM;SG	V;NFIN
falla	durchgefallen	fallar	durchfallen	N;FEM;SG	V;V.PTCP
falla	fehlschlagen	fallar	fehlschlagen	N;FEM;SG	V;NFIN
falla	versagen	fallar	versagen	N;FEM;SG	V;NFIN
falla	scheitern	fallar	scheitern	N;FEM;SG	V;NFIN
falla	versagen	fallar	versagen	N;FEM;SG	V;NFIN
falla	fehlschlag	fallar	fehlschlagen	N;FEM;SG	ADJ
falla	ausfall	fallar	ausfall	N;FEM;SG	
falla	versagt	fallar	versagen	N;FEM;SG	V;V.PTCP
falla	scheitert	fallar	scheitern	N;FEM;SG	V;IND;SG;3;PRS;FIN
falla	makel	fallar	makel	N;FEM;SG	ADJ
falla	verfehlt	fallar	verfehlen	N;FEM;SG	ADJ;V.PTCP
falla	vermisst	fallar	vermissen	N;FEM;SG	V;V.PTCP
llano	llano	llano	llano	ADJ;MASC;SG	PROPN;NOM;MASC;SG
llano	plain	llano	plain	ADJ;MASC;SG	
romper	break	romper	break	V;NFIN	PROPN
romper	auszeit	romper	auszeit	V;NFIN	N;NOM;FEM;SG
