категорія	kategorien	категорія	kategorien	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
кількість	graf	кількість	graf	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG
кількість	nummer	кількість	nummer	N;INAN;NOM;FEM;SG	ADV
кількість	mengen	кількість	mengen	N;INAN;NOM;FEM;SG	V;NFIN
кількість	stückzahl	кількість	stückzahl	N;INAN;NOM;FEM;SG	ADJ
кількість	quantität	кількість	quantität	N;INAN;NOM;FEM;SG	PROPN
шаблони	templates	шаблон	templat	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
шаблони	schablonen	шаблон	schablonen	N;INAN;NOM;MASC;PL	V;NFIN
шаблони	schablone	шаблон	schablone	N;INAN;NOM;MASC;PL	ADJ;NOM;FEM;PL
шаблони	vorlagen	шаблон	vorliegen	N;INAN;NOM;MASC;PL	V;NFIN
шаблони	vorlage	шаблон	vorlagen	N;INAN;NOM;MASC;PL	
шаблони	muster	шаблон	muster	N;INAN;NOM;MASC;PL	ADJ
шаблони	mustern	шаблон	mustern	N;INAN;NOM;MASC;PL	V;NFIN
дуже	very	дуже	very	ADV	
два	zweit	два	zweit	NUM;NOM;MASC	
два	beiden	два	beide	NUM;NOM;MASC	PRO;NOM;INDF;PL
два	two	два	two	NUM;NOM;MASC	PROPN;SG
перший	erste	перший	erst	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
перший	zuerst	перший	zuerst	ADJ;NOM;MASC;SG	ADV
перший	first	перший	fersen	ADJ;NOM;MASC;SG	PROPN
перший	ersten	перший	erst	ADJ;NOM;MASC;SG	ADJ;NOM;PL
площа	plaza	площа	plaza	N;INAN;NOM;FEM;SG	PROPN;SG
площа	piazza	площа	piazza	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
площа	platz	площа	platz	N;INAN;NOM;FEM;SG	ADV
площа	square	площа	squar	N;INAN;NOM;FEM;SG	PROPN
площа	rechteck	площа	rechteck	N;INAN;NOM;FEM;SG	
площа	quadratisch	площа	quadratisch	N;INAN;NOM;FEM;SG	ADJ
площа	quadrat	площа	quadrat	N;INAN;NOM;FEM;SG	
площа	platz	площа	platz	N;INAN;NOM;FEM;SG	ADV
площа	gebiet	площа	gebieten	N;INAN;NOM;FEM;SG	ADJ
площа	bereich	площа	bereich	N;INAN;NOM;FEM;SG	ADV
країни	land	країна	land	N;INAN;NOM;FEM;PL	
країни	staaten	країна	staaten	N;INAN;NOM;FEM;PL	V;FIN
назва	namen	назва	name	N;INAN;NOM;FEM;SG	
назва	bezeichnung	назва	Bezeichnung	N;INAN;NOM;FEM;SG	ADJ
назва	vorname	назва	vornam	N;INAN;NOM;FEM;SG	
назва	überschrift	назва	überschreifen	N;INAN;NOM;FEM;SG	
назва	titel	назва	titel	N;INAN;NOM;FEM;SG	
назва	anrede	назва	anred	N;INAN;NOM;FEM;SG	
наук	naturwissenschaften	наука	naturwissenschaft	N;INAN;GEN;FEM;PL	ADJ
наук	wissenschaften	наука	wissenschaft	N;INAN;GEN;FEM;PL	ADJ
наук	wissenschaft	наука	wissenschaft	N;INAN;GEN;FEM;PL	
розташований	lokalisiert	розташований	lokalisieren	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;V.PTCP
без	without	без	withouen	ADP;GEN	
голова	head	голова	head	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
голова	kopf	голова	kopfen	N;ANIM;NOM;FEM;SG	
голова	leiter	голова	leiter	N;ANIM;NOM;FEM;SG	ADJ
голова	haupt	голова	haupen	N;ANIM;NOM;FEM;SG	
голова	vorsitzende	голова	vorsitzend	N;ANIM;NOM;FEM;SG	ADJ;NOM;FEM;SG
голова	vorstandsvorsitzender	голова	vorstandsvorsitzender	N;ANIM;NOM;FEM;SG	ADJ
голова	präsident	голова	präsident	N;ANIM;NOM;FEM;SG	ADJ
голова	vorsitzender	голова	vorsitzend	N;ANIM;NOM;FEM;SG	ADJ
народився	born	народитися	born	V;PFV;MASC;IND;SG;PST;FIN	
щодо	etwa	щодо	etwa	ADP;GEN	ADV
сторінка	seiten	сторінка	seiten	N;INAN;NOM;FEM;SG	V;NFIN
той	dass	той	dass	DET;NOM;MASC;SG	CONJ
той	das	той	der	DET;NOM;MASC;SG	PRO;NOM;NEUT;SG
росії	rußland	росія	rußland	PROPN;INAN;GEN;FEM;SG	
росії	russland	росія	rußland	PROPN;INAN;GEN;FEM;SG	PROPN;NOM;NEUT;SG
все	alles	все	alle	PRO;INAN;NOM;NEUT;SG	PRO;NOM;INDF;NEUT;SG
все	allem	все	alle	PRO;INAN;NOM;NEUT;SG	PRO;DAT;INDF;NEUT;SG
все	alle	все	alle	PRO;INAN;NOM;NEUT;SG	PRO;NOM;INDF;PL
все	alles	все	alle	PRO;INAN;NOM;NEUT;SG	PRO;NOM;INDF;NEUT;SG
все	all	все	all	PRO;INAN;NOM;NEUT;SG	ADV
київ	kiew	Київ	keißen	PROPN;INAN;NOM;MASC;SG	
київ	kiew	Київ	keißen	PROPN;INAN;NOM;MASC;SG	
зокрема	einschließlich	зокрема	einschließlich	ADV	ADJ
зокрема	einschliesslich	зокрема	einschliesslich	ADV	ADJ
зокрема	inklusive	зокрема	inklusive	ADV	ADP
роботи	arbeiten	робота	arbeiten	N;INAN;NOM;FEM;PL	V;NFIN
роботи	werk	робота	werk	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
роботи	arbeit	робота	arbeit	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
роботи	arbeitsplatz	робота	arbeitsplatz	N;INAN;NOM;FEM;PL	
біля	nah	біля	nah	ADP;GEN	ADJ
біля	nahe	біля	nahe	ADP;GEN	
біля	near	біля	near	ADP;GEN	
біля	nähe	біля	nähe	ADP;GEN	N;NOM;FEM;SG
проте	dennoch	проте	dennoch	CONJ	ADV
проте	nichtsdestotrotz	проте	nichtsdestotrotz	CONJ	ADV
проте	trotzdem	проте	trotzdem	CONJ	ADV
веб	web	вебти	web		
веб	netz	вебти	netz		
веб	webseite	вебти	webseite		
веб	webseiten	вебти	webseiten		V;NFIN
статтю	artikel	стаття	artikel	N;INAN;ACC;FEM;SG	ADJ
праворуч	rechte	праворуч	recht	ADV	ADJ;NOM;FEM;PL
праворуч	stimmt	праворуч	stimmen	ADV	V;IND;SG;3;PRS;FIN
потім	anschließend	потім	anschließend	ADV	ADJ
землі	erde	земля	erde	N;INAN;NOM;FEM;PL	
армії	armeen	армія	armeen	N;INAN;GEN;FEM;SG	N;NOM;PL
армії	armee	армія	arme	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
армії	heer	армія	heer	N;INAN;GEN;FEM;SG	
армії	armee	армія	arme	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
армії	army	армія	army	N;INAN;GEN;FEM;SG	
однак	dennoch	однак	dennoch	CONJ	ADV
однак	allerdings	однак	allerdings	CONJ	ADV
однак	jedoch	однак	jedoch	CONJ	ADV
саме	genau	саме	genau	PART	ADV
саме	exakt	саме	exakt	PART	ADJ
саме	samer	саме	samer	PART	
саме	genau	саме	genau	PART	ADV
саме	exakt	саме	exakt	PART	ADJ
північний	nordsee	північний	nordsee	ADJ;NOM;MASC;SG	PROPN;NOM;SG
північний	norden	північний	norden	ADJ;NOM;MASC;SG	V;NFIN
північний	nordosten	північний	nordosten	ADJ;NOM;MASC;SG	V;FIN
північний	northern	північний	northern	ADJ;NOM;MASC;SG	PROPN
північний	nördliche	північний	nördlich	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
північний	nordirland	північний	nordirland	ADJ;NOM;MASC;SG	PROPN
північний	norden	північний	norden	ADJ;NOM;MASC;SG	V;NFIN
день	tage	день	tagen	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
частина	teilweise	частина	teilweise	N;INAN;NOM;FEM;SG	ADV
частина	teil	частина	teil	N;INAN;NOM;FEM;SG	ADV
південний	süden	південний	süden	ADJ;NOM;MASC;SG	V;NFIN
південний	süd	південний	süd	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
південний	southern	південний	southern	ADJ;NOM;MASC;SG	PROPN
південний	südlichen	південний	südlich	ADJ;NOM;MASC;SG	ADJ;ACC;MASC;SG
південний	südliche	південний	südlich	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
південний	süd	південний	süd	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
південний	süden	південний	süden	ADJ;NOM;MASC;SG	V;NFIN
смерті	todes	смерть	tod	N;INAN;NOM;FEM;PL	
смерті	tode	смерть	toden	N;INAN;NOM;FEM;PL	ADV
смерті	tod	смерть	tod	N;INAN;NOM;FEM;PL	
смерті	todesstrafe	смерть	todesstraf	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
період	zeit	період	zeit	N;INAN;NOM;MASC;SG	ADJ
період	zeitraum	період	zeitraum	N;INAN;NOM;MASC;SG	ADV
період	zeitabschnitt	період	zeitabschnitten	N;INAN;NOM;MASC;SG	ADJ
перша	erste	перший	erst	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
перша	zuerst	перший	zuerst	ADJ;NOM;FEM;SG	ADV
перша	first	перший	fersen	ADJ;NOM;FEM;SG	PROPN
перша	ersten	перший	erst	ADJ;NOM;FEM;SG	ADJ;NOM;PL
такі	folgenden	такий	folgend	DET;NOM;PL	ADJ
такі	folgend	такий	folgend	DET;NOM;PL	ADJ
такі	folgende	такий	folgend	DET;NOM;PL	ADJ;NOM;FEM;PL
такі	solches	такий	solch	DET;NOM;PL	PRO;NOM;INDF;NEUT;SG
такі	solcher	такий	solch	DET;NOM;PL	PRO;NOM;INDF;SG
такі	solche	такий	solch	DET;NOM;PL	PRO;NOM;INDF;PL
такі	so	такий	so	DET;NOM;PL	ADV
такі	solchen	такий	solch	DET;NOM;PL	PRO;ACC;INDF;MASC;PL
двох	zweit	два	zweit	NUM;ACC	
двох	beiden	два	beide	NUM;ACC	PRO;NOM;INDF;PL
двох	two	два	two	NUM;ACC	PROPN;SG
навіть	überhaupt	навіть	überhaupt	PART	ADV
навіть	selbst	навіть	selbst	PART	ADV
навіть	sogar	навіть	sogar	PART	ADV
навіть	auch	навіть	auch	PART	ADV
розташування	platzierungen	розташування	plazierung	N;INAN;NOM;NEUT;SG	V;NFIN
розташування	vermittlung	розташування	vermittlung	N;INAN;NOM;NEUT;SG	ADJ
розташування	positionieren	розташування	positionieren	N;INAN;NOM;NEUT;SG	V;NFIN
розташування	niederlassungen	розташування	niederlassingen	N;INAN;NOM;NEUT;SG	V;NFIN
розташування	standort	розташування	standoren	N;INAN;NOM;NEUT;SG	ADV
розташування	orte	розташування	ort	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
розташування	ortschaften	розташування	ortschaften	N;INAN;NOM;NEUT;SG	ADJ
розташування	vereinbarung	розташування	vereinbarung	N;INAN;NOM;NEUT;SG	ADJ
розташування	absprache	розташування	absprechen	N;INAN;NOM;NEUT;SG	ADJ
розташування	regelung	розташування	Regelung	N;INAN;NOM;NEUT;SG	ADJ
розташування	anordnung	розташування	anordnung	N;INAN;NOM;NEUT;SG	ADJ
розташування	arrangement	розташування	arrangement	N;INAN;NOM;NEUT;SG	V;V.PTCP
розташування	lage	розташування	lagen	N;INAN;NOM;NEUT;SG	ADJ
розташування	standort	розташування	standoren	N;INAN;NOM;NEUT;SG	ADV
розташування	position	розташування	position	N;INAN;NOM;NEUT;SG	
розташування	stellung	розташування	Stellung	N;INAN;NOM;NEUT;SG	
кар	laufbahn	кар.	laufbahnen	N;INAN;NOM;FEM;SG	V;IND;SG;3;PST;FIN
кар	karriere	кар.	karrieren	N;INAN;NOM;FEM;SG	V;IND;SG;3;PST;FIN
кар	werdegang	кар.	werdegang	N;INAN;NOM;FEM;SG	
три	dreien	три	dreien	NUM;NOM	
три	three	три	threen	NUM;NOM	PROPN
три	dreier	три	dreier	NUM;NOM	
висота	höhen	висота	höhen	N;INAN;NOM;FEM;SG	V;NFIN
висота	höhe	висота	höch	N;INAN;NOM;FEM;SG	
висота	höhe	висота	höch	N;INAN;NOM;FEM;SG	
висота	körpergröße	висота	körpergröße	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
висота	grösse	висота	groß	N;INAN;NOM;FEM;SG	
висота	höhe	висота	höch	N;INAN;NOM;FEM;SG	
входить	inklusive	входити	inklusive	V;IPFV;IND;SG;3;PRS;FIN	ADP
себе	selbst	себе	selbst	PRO;ACC;REFL	ADV
себе	selber	себе	selber	PRO;ACC;REFL	ADV
себе	selbst	себе	selbst	PRO;ACC;REFL	ADV
шаблонів	schablonen	шаблон	schablonen	N;INAN;GEN;MASC;PL	V;NFIN
шаблонів	schablone	шаблон	schablone	N;INAN;GEN;MASC;PL	ADJ;NOM;FEM;PL
шаблонів	schablonen	шаблон	schablonen	N;INAN;GEN;MASC;PL	V;NFIN
різних	verschiedenen	різний	verschieden	ADJ;ACC;PL	ADJ;NOM;PL
різних	unterschiedliche	різний	unterschiedlich	ADJ;ACC;PL	ADJ;NOM;FEM;PL
різних	verschiedene	різний	verschieden	ADJ;ACC;PL	ADJ;NOM;FEM;PL
фільми	filmen	фільм	filmen	N;INAN;NOM;MASC;PL	V;NFIN
фільми	filme	фільм	filmen	N;INAN;NOM;MASC;PL	
фільми	kino	фільм	kino	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
фільми	filme	фільм	filmen	N;INAN;NOM;MASC;PL	
фільми	kinos	фільм	kinos	N;INAN;NOM;MASC;PL	
сільська	ländliche	сільський	ländlich	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
церква	kirchen	церква	Kirche	N;INAN;NOM;FEM;SG	N;PL
церква	church	церква	church	N;INAN;NOM;FEM;SG	PROPN
церква	kirche	церква	kirche	N;INAN;NOM;FEM;SG	
створення	erstellen	створення	erstellen	N;INAN;NOM;NEUT;SG	V;NFIN
створення	erschaffen	створення	erschaffen	N;INAN;NOM;NEUT;SG	V;V.PTCP
створення	schaffen	створення	schaffen	N;INAN;NOM;NEUT;SG	V;NFIN
створення	erzeugen	створення	erzeugen	N;INAN;NOM;NEUT;SG	V;NFIN
створення	generation	створення	generation	N;INAN;NOM;NEUT;SG	ADJ
створення	generierung	створення	generierung	N;INAN;NOM;NEUT;SG	ADJ
створення	stromerzeugung	створення	stromerzeugung	N;INAN;NOM;NEUT;SG	ADJ
створення	erstellen	створення	erstellen	N;INAN;NOM;NEUT;SG	V;NFIN
створення	schaffen	створення	schaffen	N;INAN;NOM;NEUT;SG	V;NFIN
створення	erzeugen	створення	erzeugen	N;INAN;NOM;NEUT;SG	V;NFIN
створення	erstelle	створення	erstelle	N;INAN;NOM;NEUT;SG	V;SG;FIN
створення	anlegen	створення	anlegen	N;INAN;NOM;NEUT;SG	V;NFIN
створення	gründung	створення	gründung	N;INAN;NOM;NEUT;SG	ADJ
створення	kreation	створення	kreation	N;INAN;NOM;NEUT;SG	PROPN;NOM;SG
створення	schöpfung	створення	schöpfang	N;INAN;NOM;NEUT;SG	PROPN
створення	komponieren	створення	komponieren	N;INAN;NOM;NEUT;SG	V;NFIN
значення	sinn	значення	sein	N;INAN;NOM;NEUT;SG	
значення	bedeutet	значення	bedeuten	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
значення	bedeutung	значення	bedeutung	N;INAN;NOM;NEUT;SG	ADJ
значення	werten	значення	werten	N;INAN;NOM;NEUT;SG	V;NFIN
значення	werte	значення	wert	N;INAN;NOM;NEUT;SG	
значення	wert	значення	wert	N;INAN;NOM;NEUT;SG	ADJ
вул	str	вул.	str		V;IND;SG;3;FIN
системи	system	система	system	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
йому	er	він	er	PRO;DAT;MASC;SG;3	PRO;NOM;MASC;SG;3
йому	ihn	він	er	PRO;DAT;MASC;SG;3	PRO;ACC;MASC;SG;3
крім	ausser	крім	außernernern	ADP;GEN	
крім	ausgenommen	крім	ausgenommen	ADP;GEN	V;V.PTCP
тоді	anschließend	тоді	anschließend	ADV	ADJ
ніж	dolch	ніж	dolch	CONJ	PROPN;SG
ніж	messern	ніж	messern	CONJ	V;NFIN
ніж	messer	ніж	messe	CONJ	
адреса	anschrift	адреса	anschreifen	N;INAN;NOM;FEM;SG	V;V.PTCP
адреса	adressen	адреса	adressen	N;INAN;NOM;FEM;SG	V;NFIN
член	mitglieds	член	mitglieds	N;ANIM;NOM;MASC;SG	
член	mitglied	член	mitglied	N;ANIM;NOM;MASC;SG	ADJ
член	mitglieder	член	mitglied	N;ANIM;NOM;MASC;SG	N;NOM;NEUT;PL
член	mitgliedstaat	член	mitgliedstaat	N;ANIM;NOM;MASC;SG	ADJ
член	mitgliedstaaten	член	mitgliedstaat	N;ANIM;NOM;MASC;SG	V;IND;PL;3;FIN
член	schwänze	член	schwänzen	N;ANIM;NOM;MASC;SG	N;NOM;PL
франція	frankreich	франція	frankreich	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG
адміністративний	administrative	адміністративний	administrativ	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
адміністративний	verwaltungs	адміністративний	verwaltungs	ADJ;NOM;MASC;SG	PROPN;SG
групи	arbeitsgruppen	група	arbeitsgruppen	N;INAN;NOM;FEM;PL	V;NFIN
групи	fraktionen	група	fraktion	N;INAN;NOM;FEM;PL	V;NFIN
буде	will	бути	wollen	V;IPFV;IND;SG;3;FUT;FIN	V;IND;SG;3;PRS;FIN
буде	werden	бути	werden	V;IPFV;IND;SG;3;FUT;FIN	V;NFIN;PASS
буде	wird	бути	werden	V;IPFV;IND;SG;3;FUT;FIN	V;IND;SG;3;PRS;FIN;PASS
буде	wille	бути	willen	V;IPFV;IND;SG;3;FUT;FIN	
буде	werde	бути	werden	V;IPFV;IND;SG;3;FUT;FIN	V;SBJV;SG;3;PRS;FIN
буде	bodø	бути	bodø	V;IPFV;IND;SG;3;FUT;FIN	
динаміка	dynamik	динаміка	dynamik	N;INAN;NOM;FEM;SG	
національний	nationale	національний	national	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
управління	governance	управління	governance	N;INAN;NOM;NEUT;SG	
управління	steuerung	управління	steuerung	N;INAN;NOM;NEUT;SG	ADJ
управління	geschäftsleitung	управління	geschäftsleitung	N;INAN;NOM;NEUT;SG	ADJ
управління	management	управління	management	N;INAN;NOM;NEUT;SG	ADJ
управління	verwaltung	управління	verwaltung	N;INAN;NOM;NEUT;SG	ADJ
всіх	alle	всі	alle	PRO;ANIM;ACC	PRO;NOM;INDF;PL
всіх	alles	всі	alle	PRO;ANIM;ACC	PRO;NOM;INDF;NEUT;SG
всіх	all	всі	all	PRO;ANIM;ACC	ADV
всіх	jeder	всі	jed	PRO;ANIM;ACC	PRO;NOM;INDF;MASC;SG
всіх	alle	всі	alle	PRO;ANIM;ACC	PRO;NOM;INDF;PL
всіх	jedem	всі	jed	PRO;ANIM;ACC	PRO;DAT;INDF;MASC;SG
всіх	jedermann	всі	jedermann	PRO;ANIM;ACC	ADV
нього	er	він	er	PRO;ACC;MASC;SG;3	PRO;NOM;MASC;SG;3
нього	ihm	він	er	PRO;ACC;MASC;SG;3	PRO;DAT;MASC;SG;3
річки	rivers	річка	rivers	N;INAN;NOM;FEM;PL	PROPN
дата	zeitpunkt	дата	zeitpunkt	N;INAN;NOM;FEM;SG	ADJ
дата	datum	дата	datum	N;INAN;NOM;FEM;SG	
людей	leute	людина	leute	N;ANIM;ACC;FEM;PL	N;NOM;PL
людей	menschen	людина	menschen	N;ANIM;ACC;FEM;PL	N;NOM;PL
людей	personen	людина	Person	N;ANIM;ACC;FEM;PL	N;NOM;FEM;PL
хоча	zwar	хоча	zwar	CONJ	ADV
хоча	obgleich	хоча	obgleich	CONJ	ADV
хоча	allerdings	хоча	allerdings	CONJ	ADV
мови	sprachen	мова	sprechen	N;INAN;NOM;FEM;PL	V;FIN
мови	sprache	мова	sprechen	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
мови	amtssprache	мова	amtssprechen	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;SG
мови	sprachen	мова	sprechen	N;INAN;NOM;FEM;PL	V;FIN
мови	sprache	мова	sprechen	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
українська	ukrainischen	український	ukrainisch	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
українська	ukrainische	український	ukrainisch	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
поселення	abwicklung	поселення	abwicklung	N;INAN;NOM;NEUT;SG	ADJ
поселення	siedlung	поселення	siedlung	N;INAN;NOM;NEUT;SG	ADJ
розподіл	vertrieb	розподіл	vertreiben	N;INAN;NOM;MASC;SG	
розподіл	aufteilung	розподіл	aufteilung	N;INAN;NOM;MASC;SG	ADJ;SG
знаходиться	gelegen	знаходитися	liegen	V;IPFV;IND;SG;3;PRS;FIN	ADJ;V.PTCP
пізніше	späteren	пізніше	spät	ADV;CMPR	ADJ
пізніше	spätere	пізніше	spät	ADV;CMPR	ADJ;NOM;FEM;PL
пізніше	später	пізніше	spät	ADV;CMPR	ADJ
розвитку	entwicklungspolitik	розвиток	entwicklungspolitik	N;INAN;GEN;MASC;SG	ADJ
розвитку	entwicklungen	розвиток	entwicklung	N;INAN;GEN;MASC;SG	V;NFIN
розвитку	entwicklung	розвиток	entwicklung	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
вулиця	strassen	вулиця	strassen	N;INAN;NOM;FEM;SG	V;NFIN
вулиця	strasse	вулиця	straß	N;INAN;NOM;FEM;SG	
вулиця	street	вулиця	streen	N;INAN;NOM;FEM;SG	PROPN
вулиця	straße	вулиця	straß	N;INAN;NOM;FEM;SG	ADJ
вулиця	straßen	вулиця	straß	N;INAN;NOM;FEM;SG	N;NOM;PL
кілька	paar	кілька	paar	DET;NOM	ADV
кілька	wenige	кілька	wenig	DET;NOM	ADJ;NOM;INDF;PL
кілька	wenigen	кілька	wenig	DET;NOM	ADJ;ACC;INDF;PL
хімічно	chemisch	хімічно	chemisch	ADV	ADJ
згодом	späteren	згодом	spät	ADV	ADJ
згодом	spätere	згодом	spät	ADV	ADJ;NOM;FEM;PL
згодом	später	згодом	spät	ADV	ADJ
провінції	provinz	провінція	provinz	N;INAN;NOM;FEM;PL	
провінції	bundesländer	провінція	bundesland	N;INAN;NOM;FEM;PL	ADJ;NOM;PL
картка	visitenkarte	картка	visitenkarte	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
картка	karte	картка	kart	N;INAN;NOM;FEM;SG	
картка	kreditkarte	картка	kreditkarte	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
часто	häufig	часто	häufig	ADV	ADJ
часто	häufiger	часто	häufig	ADV	ADJ
часто	häufig	часто	häufig	ADV	ADJ
олександр	alexandre	олександр	alexandre	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
олександр	alexander	олександр	alexander	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
офіційний	offizielle	офіційний	offiziell	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
тис	taxus	тис.	taxus		PROPN;SG
департамент	hauptabteilung	департамент	hauptabteilung	N;INAN;NOM;MASC;SG	ADJ
департамент	abteilung	департамент	abteilingen	N;INAN;NOM;MASC;SG	ADJ
департамент	dienststelle	департамент	dienststelle	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
департамент	fachbereich	департамент	fachbereich	N;INAN;NOM;MASC;SG	
тощо	usw	тощо	usw	PART	
тощо	etc	тощо	etc	PART	
права	rechte	право	recht	N;INAN;NOM;NEUT;PL	ADJ;NOM;FEM;PL
