در	ajtó	در	ajtó	ADP	N;NOM;SG
سوم	harmadszor	سوم	harmadszor	ADJ	
خط	line	خط	line	N;SG	
خط	sor	خط	sor	N;SG	
قانون	jogszabályok	قانون	jogszabály	N;SG	N;NOM;PL
قانون	jogszabály	قانون	jogszabály	N;SG	
درگذشت	meghalt	در#گذشت#گذر	meg+hal	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
منبع	erőforrás	منبع	erőforrás	N;SG	
کمک	segíteni	کمک	segít	N;SG	V;NFIN;ACT
جهت	irány	جهت	irány	ADP	N;NOM;SG
جهت	irányba	جهت	irány	ADP	N;IN+ALL;SG
جهت	eligazítás	جهت	eligazítás	ADP	N;NOM;SG
جهت	orientációs	جهت	orientációs	ADP	ADJ;NOM;SG
جهت	irányultság	جهت	irányultság	ADP	N;NOM;SG
هوایی	légi	هوایی	légi	ADJ	
هوایی	antenna	هوایی	ant	ADJ	N;NOM;SG
هوایی	levegő	هوایی	levegő	ADJ	N;NOM;SG
هوایی	air	هوایی	air	ADJ	
نمایش	mutasd	نمایش	mutasd	N;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
نمایش	show	نمایش	show	N;SG	
آمریکای	america	آمریکا	america	N;SG	
ناحیه	régiók	ناحیه	régió	N;SG	N;NOM;PL
ناحیه	kerület	ناحیه	kerület	N;SG	
طراحی	tervezési	طراحی	tervezési	N;SG	ADJ;NOM;SG
طراحی	design	طراحی	design	N;SG	
آموزش	tanít	آموزش	tanít	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
آموزش	tanítani	آموزش	tanít	N;SG	V;NFIN;ACT
آموزش	tanítás	آموزش	tanítás	N;SG	
آموزش	képzési	آموزش	képzési	N;SG	ADJ;NOM;SG
آموزش	oktatási	آموزش	oktatási	N;SG	ADJ;NOM;SG
قلعه	vár	قلعه	vár	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
قلعه	castle	قلعه	castle	N;SG	
ویرایش	szerkesztés	ویرایش	szerkesztés	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
ویرایش	szerkesztés	ویرایش	szerkesztés	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
ویرایش	vágó	ویرایش	vágó	N;SG	
بازدید	meglátogatta	None	meg+lát	N;SG	V;DEF;IND;SG;3;PST;FIN;ACT
بازدید	meglátogatott	None	meglátogatott	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
بازدید	látogatott	None	látogat	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
بازدید	felkeresett	None	felkeres	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
بازدید	látogatások	None	látogatás	N;SG	N;NOM;PL
بازدید	látogató	None	látogató	N;SG	ADJ;NOM;SG
شیمیایی	vegyszerek	شیمیایی	vegyszer	N;SG	N;NOM;PL
شبکه	network	شبکه	network	N;SG	
برنامه	ütemterv	برنامه	ütemterv	N;SG	
تولد	születési	تولد	születési	N;SG	ADJ;NOM;SG
تبدیل	konverziós	تبدیل	konverziós	N;SG	ADJ;NOM;SG
دریایی	tengeri	دریا	tengeri	N;SG	
سن	sen	سن	sen	N;SG	
سن	seine	سن	seine	N;SG	
سن	szan	سن	szan	N;SG	
سن	san	سن	san	N;SG	
سن	saint	سن	saint	N;SG	
سن	szent	سن	szent	N;SG	
عربی	arab	عربی	arab	N;SG	
عربی	arabul	عربی	arab	N;SG	
عربی	arab	عربی	arab	N;SG	
روش	roche	روش	roche	N;SG	
بازیکن	játékosok	بازیکن	játékos	N;SG	N;NOM;PL
بازیکن	szereplők	بازیکن	szereplő	N;SG	N;NOM;PL
بودن	lenni	بودن	lesz	N;SG	V;NFIN;ACT
نتیجه	eredmények	نتیجه	eredmény	N;SG	N;NOM;PL
نتیجه	eredményei	نتیجه	eredmény	N;SG	N;NOM;PL
نتیجه	következtetések	نتیجه	következtetés	N;SG	N;NOM;PL
تگزاس	texasi	تگزاس	texasi	N;SG	
تگزاس	texas	تگزاس	texas	N;SG	
تگزاس	texasban	تگزاس	texas	N;SG	
شروع	start	شروع	start	N;SG	
شروع	kezdeni	شروع	kezd	N;SG	V;NFIN;ACT
شروع	kezdem	شروع	kezdem	N;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
شروع	kezdő	شروع	kezdő	N;SG	
هنر	művészetek	هنر	művészet	N;SG	N;NOM;PL
هنر	art	هنر	ar	N;SG	
قسمت	részben	قسمت	részben	N;SG	ADV
مدیر	vezető	مدیر	vezető	N;SG	
مدیر	kezelő	مدیر	kezelő	N;SG	ADJ;NOM;SG
باز	nyitva	باز	nyitva	ADJ	ADV;V.CVB
باز	vissza	باز	vissza	ADJ	ADV
باز	nyitva	باز	nyitva	ADJ	ADV;V.CVB
ترکیه	török	ترکیه	török	N;SG	ADJ;NOM;SG
حقوق	fizetés	حق	fizetés	N;PL	N;NOM;SG
حقوق	jog	حق	jog	N;PL	N;NOM;SG
حقوق	jogszabály	حق	jogszabály	N;PL	
حقوق	törvény	حق	törvény	N;PL	N;NOM;SG
عمومی	általános	عمومی	általános	ADJ	
عمومی	generikus	عمومی	generikus	ADJ	
عمومی	nyilvánosság	عمومی	nyilvánosság	ADJ	N;NOM;SG
عمومی	publikus	عمومی	publikus	ADJ	
عمومی	általános	عمومی	általános	ADJ	
عمومی	tábornok	عمومی	tábornok	ADJ	N;NOM;SG
حسین	hossein	حسین	hoss	N;SG	N;ON+ESS;PL
حسین	hussein	حسین	huss	N;SG	N;NOM;PL
حسین	hussain	حسین	huss	N;SG	N;NOM;PL
ترجمه	fordít	ترجمه	fordít	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
ترجمه	lefordítani	ترجمه	lefordít	N;SG	V;NFIN;ACT
دقیقه	percek	دقیقه	perc	N;SG	N;NOM;PL
رنگ	színek	رنگ	szín	N;SG	N;NOM;PL
افزایش	növelje	افزایش	növel	N;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
افزایش	növekszik	افزایش	növekszik	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
افزایش	növekvő	افزایش	növekvő	N;SG	ADJ;NOM;SG
افزایش	fokozott	افزایش	fokozik	N;SG	
افزایش	emelkedett	افزایش	emelkedik	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
افزایش	megnövelt	افزایش	megnövel	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
افزایش	megnőtt	افزایش	megnőtt	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
افزایش	megnövekedett	افزایش	megnövekedik	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
افزایش	nőtt	افزایش	nő	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
طبیعی	normális	طبیعی	normális	ADJ	
طبیعی	normál	طبیعی	normál	ADJ	
معروف	híres	معروف	híres	ADJ	
معروف	híresség	معروف	híresség	ADJ	N;NOM;SG
مدیریت	irányítási	مدیریت	irányítási	N;SG	ADJ;NOM;SG
گل	virágok	گل	virág	N;SG	N;NOM;PL
گل	virágos	گل	virágos	N;SG	
انتشار	kihirdetik	انتشار	ki+hirdet	N;SG	V;DEF;IND;PL;3;PRS;FIN;ACT
نیاز	kell	نیاز	kell	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
نیاز	szükséges	نیاز	szükséges	N;SG	ADJ;NOM;SG
نیاز	kellett	نیاز	kell	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
نیاز	szükséges	نیاز	szükséges	N;SG	ADJ;NOM;SG
نیاز	kell	نیاز	kell	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
نیاز	szükségletei	نیاز	szükséglet	N;SG	N;NOM;PL
نیاز	szükségletek	نیاز	szükséglet	N;SG	N;NOM;PL
نیاز	szükséges	نیاز	szükséges	N;SG	ADJ;NOM;SG
توضیح	hozzászólás	توضیح	hozzászólás	N;SG	
ترکیب	kombinálni	ترکیب	kombinál	N;SG	V;NFIN;ACT
ترکیب	összetett	ترکیب	összetett	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
دریافت	átvevő	دریافت	átvevő	N;SG	ADJ;NOM;SG
دریافت	kapni	دریافت	kap	N;SG	V;NFIN;ACT
دریافت	recepció	دریافت	recepció	N;SG	
کننده	fellépő	کرد#کن	fellépő	N;SG	
موافق	egyetértek	موافق	egyetért	N;SG	V;INDF;IND;PL;3;PST;FIN;ACT
هنری	henry	هنری	henry	N;SG	
مواد	drogot	ماده	drog	N;PL	N;ACC;SG
مواد	kábítószer	ماده	kábítószer	N;PL	N;NOM;SG
مواد	drog	ماده	drog	N;PL	N;NOM;SG
مواد	anyag	ماده	anyag	N;PL	N;NOM;SG
مواد	anyaga	ماده	anyag	N;PL	N;NOM;SG
درباره	kb	درباره	kb	ADP	N;NOM;SG
درباره	nagyjából	درباره	nagy	ADP	N;IN+ABL;SG
درباره	körülbelül	درباره	körülbelül	ADP	ADV
کارگردانی	rendezte	کارگردانی	rendez	N;SG	V;DEF;IND;SG;3;PST;FIN;ACT
کارگردانی	rendezett	کارگردانی	rendezett	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
کارگردانی	irányított	کارگردانی	irányított	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
استرالیا	ausztrál	استرالیا	ausztrál	N;SG	
اجتماعی	szociális	اجتماعی	szociális	ADJ	N;NOM;SG
بانی	bonnie	بانی	bonnie	N;SG	V;SG;3;PRS;NFIN;ACT
جریان	jelenlegi	جریان	jelenlegi	N;SG	
جریان	aktuális	جریان	aktuális	N;SG	ADJ;NOM;SG
جریان	streaming	جریان	streaming	N;SG	
جریان	flow	جریان	flow	N;SG	
طریق	via	طریق	via	N;SG	
نویسنده	szerző	نویسنده	szerző	N;SG	
ژانویه	januári	ژانویه	januári	N;SG	ADJ;NOM;SG
کنار	félre	کنار	félre	ADP	
کنار	oldalra	کنار	oldal	ADP	N;ON+ALL;SG
کنار	oldalam	کنار	oldal	ADP	N;NOM;SG
کنار	side	کنار	side	ADP	
انتخابات	választási	انتخابات	választási	N;PL	ADJ;NOM;SG
انتخابات	választás	انتخابات	választás	N;PL	
حسن	hasan	حسن	hasan	N;SG	
حسن	hassan	حسن	hat	N;SG	
مه	may	مه	may	N;SG	
مه	májusi	مه	májusi	N;SG	ADJ;NOM;SG
کسی	valaki	کس	valaki	N;SG	
کسی	valakit	کس	valakit	N;SG	
ثانیه	másodpercek	ثانیه	másodperc	N;SG	N;NOM;PL
ثانیه	másodperc	ثانیه	másodperc	N;SG	
ثانیه	másodszor	ثانیه	másod	N;SG	
ثانیه	másodperc	ثانیه	másodperc	N;SG	
ثانیه	második	ثانیه	második	N;SG	
کل	teljes	کل	teljes	ADJ	
کل	összesen	کل	összesen	ADJ	
کل	egészben	کل	egészben	ADJ	N;IN+ESS;SG
کل	egész	کل	egész	ADJ	
کل	kal	کل	kal	ADJ	
خان	kahn	خان	kahn	N;SG	PROPN;NOM;SG
خان	khan	خان	khan	N;SG	
انجمن	közösségi	انجمن	közösségi	N;SG	ADJ;NOM;SG
غرب	nyugat	غرب	nyugat	N;SG	
غرب	nyugati	غرب	nyugati	N;SG	
توسعه	fejlesztési	توسعه	fejlesztési	N;SG	ADJ;NOM;SG
توسعه	fejlődő	توسعه	fejlődő	N;SG	ADJ;NOM;SG
معمولاً	általában	معمولاً	általában	ADV	
رسید	elérte	رسید#رس	el+ér	N;SG	V;DEF;IND;SG;3;PST;FIN;ACT
رسید	elért	رسید#رس	elért	N;SG	
رسید	megérkezett	رسید#رس	meg+érkezik	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
رسید	megérkeztek	رسید#رس	meg+érkezik	N;SG	V;INDF;IND;PL;3;PST;FIN;ACT
ژوئیه	júliusi	ژوئیه	júliusi	N;SG	ADJ;NOM;SG
شوروی	szovjetek	شوروی	szovjet	N;SG	N;NOM;PL
شوروی	szovjetek	شوروی	szovjet	N;SG	N;NOM;PL
شوروی	szovjet	شوروی	szovjet	N;SG	
ورزش	sport	ورزش	sport	N;SG	
ورزش	sport	ورزش	sport	N;SG	
معماری	építészeti	معماری	építészeti	N;SG	ADJ;NOM;SG
باند	bond	باند	bond	N;SG	
آخرین	utoljára	آخرین	utoljára	ADJ;RL	ADV
آخرین	utolsónak	آخرین	utolsó	ADJ;RL	ADV
آخرین	last	آخرین	last	ADJ;RL	
آخرین	utolsó	آخرین	utolsó	ADJ;RL	
آخرین	végleges	آخرین	végleges	ADJ;RL	
آخرین	záró	آخرین	záró	ADJ;RL	N;NOM;SG
آخرین	utolsó	آخرین	utolsó	ADJ;RL	
آخرین	végső	آخرین	végső	ADJ;RL	
آخرین	legutóbbi	آخرین	legutóbbi	ADJ;RL	
پزشکی	orvosi	پزشکی	orvosi	N;SG	ADJ;NOM;SG
فرهنگی	kulturális	فرهنگی	kulturális	N;SG	ADJ;NOM;SG
دنیا	világ	دنیا	világ	N;SG	
دنیا	world	دنیا	world	N;SG	
خوانندگان	olvasó	خواننده	olvasó	N;PL	N;NOM;SG
خوانندگان	olvasó	خواننده	olvasó	N;PL	N;NOM;SG
حالت	állami	حالت	állami	N;SG	
حالت	mode	حالت	mode	N;SG	
کوه	hegyi	کوه	hegyi	N;SG	
کوه	hegyek	کوه	hegy	N;SG	N;NOM;PL
کوه	kuh	کوه	kuh	N;SG	
مقالات	esszéket	مقاله	esszék	N;PL	N;ACC;SG
عمل	akció	عمل	akció	N;SG	
کره	koreai	کره	koreai	N;SG	
کره	koreai	کره	koreai	N;SG	
انتقال	átviteli	انتقال	átviteli	N;SG	ADJ;NOM;SG
انتقال	áthelyezés	انتقال	áthelyezés	N;SG	
انتقال	átmenet	انتقال	átmenet	N;SG	
انتقال	átmeneti	انتقال	átmeneti	N;SG	
انتقال	közlekedési	انتقال	közlekedési	N;SG	ADJ;NOM;SG
فوریه	sürgős	فوریه	sürgős	N;SG	
فوریه	februári	فوریه	februári	N;SG	ADJ;NOM;SG
ارائه	bemutató	ارائه	bemutató	N;SG	
رود	folyami	رفت#رو	folyami	V;SBJV;SG;3;PRS	N;NOM;SG
رود	folyó	رفت#رو	folyó	V;SBJV;SG;3;PRS	
رود	rúd	رفت#رو	rúd	V;SBJV;SG;3;PRS	N;NOM;SG
رود	rod	رفت#رو	rod	V;SBJV;SG;3;PRS	
رود	rud	رفت#رو	rud	V;SBJV;SG;3;PRS	
فرانسوی	francia	فرانسوی	francia	N;SG	
فرانسوی	franciák	فرانسوی	francia	N;SG	N;NOM;PL
وطن	otthon	وطن	otthon	N;SG	
وطن	itthon	وطن	itthon	N;SG	
وطن	haza	وطن	haza	N;SG	
برتر	magasztos	برتر	magasztos	ADJ;CMPR	
برتر	superior	برتر	superior	ADJ;CMPR	N;NOM;SG
برتر	felsőbbrendű	برتر	felsőbbrendű	ADJ;CMPR	ADJ;NOM;SG
نزدیک	majdnem	نزدیک	majdnem	ADP	
نزدیک	szoros	نزدیک	szoros	ADP	
نزدیک	közel	نزدیک	közel	ADP	
نزدیک	bezárása	نزدیک	bezárás	ADP	N;NOM;SG
نزدیک	közeli	نزدیک	közeli	ADP	
نزدیک	közel	نزدیک	közel	ADP	
نزدیک	közelben	نزدیک	közel	ADP	N;IN+ESS;SG
نزدیک	közeli	نزدیک	közeli	ADP	
داخلی	belső	داخلی	belső	ADJ	
داخلی	belseje	داخلی	belső	ADJ	N;NOM;SG
داخلی	belső	داخلی	belső	ADJ	
کاهش	csökkentik	کاهش	csökkent	N;SG	V;DEF;IND;PL;3;PRS;FIN;ACT
کاهش	csökkenteni	کاهش	csökkent	N;SG	V;NFIN;ACT
کاهش	csökkentse	کاهش	csökkent	N;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
کاهش	csökken	کاهش	csökken	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
احمد	ahmed	احمد	ahmed	N;SG	PROPN;NOM;SG
احمد	ahmed	احمد	ahmed	N;SG	PROPN;NOM;SG
احمد	ahmad	احمد	ahmad	N;SG	
ده	deh	ده	deh	NUM	
ارتش	katonai	ارتش	katonai	N;SG	ADJ;NOM;SG
سایر	sawyer	سایر	sawyer	N;SG	PROPN;NOM;SG
مشخص	konkrét	مشخص	konkrét	ADJ	
مشخص	kiemelés	مشخص	kiemelés	ADJ	N;NOM;SG
مشخص	kiemelni	مشخص	ki+emel	ADJ	V;NFIN;ACT
مشخص	kiemelt	مشخص	kiemelt	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
گفت	said	گفت#گو	said	V;SG;3;PST	
حاضر	ajándék	حاضر	ajándék	ADJ	N;NOM;SG
حاضر	jelen	حاضر	jelen	ADJ	
اسرائیل	izraeli	اسرائیل	izraeli	N;SG	
اسرائیل	izrael	اسرائیل	izrael	N;SG	
اسرائیل	izraeli	اسرائیل	izraeli	N;SG	
اسرائیل	izraeliek	اسرائیل	izraeli	N;SG	N;NOM;PL
انسان	emberi	انسان	emberi	N;SG	
مثل	mint	مثل	mint	ADV	CONJ
مثل	like	مثل	lik	ADV	
مثل	tetszik	مثل	tetszik	ADV	V;INDF;IND;SG;3;PRS;FIN;ACT
سیاه	fekete	سیاه	feket	ADJ	
سیاه	black	سیاه	black	ADJ	
قدرت	power	قدرت	power	N;SG	
بنا	strukturált	بنا	strukturált	ADP	V;INDF;IND;SG;3;PST;FIN;ACT
کم	kicsi	کم	kicsi	ADJ	
کم	kevés	کم	kevés	ADJ	
کم	kam	کم	kam	ADJ	
کم	cam	کم	cam	ADJ	
خانواده	családok	خانواده	családok	N;SG	N;NOM;PL
میدان	square	میدان	sóuar	N;SG	
میدان	szögletes	میدان	szögletes	N;SG	
میدان	négyzetes	میدان	négyzetes	N;SG	ADJ;NOM;SG
میدان	négyzet	میدان	négyzet	N;SG	
ویژه	különleges	ویژه	különleges	ADJ	
وزارت	megye	وزارت	megye	N;SG	
ساختمان	építési	ساختمان	építési	N;SG	ADJ;NOM;SG
درام	drama	درام	drama	N;SG	
درام	dob	درام	dob	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
برنده	win	برنده	win	N;SG	
برنده	nyerni	برنده	nyer	N;SG	V;NFIN;ACT
برنده	nyerj	برنده	nyerj	N;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
برنده	győztes	برنده	győztes	N;SG	
برنده	nyertes	برنده	nyertes	N;SG	
علم	ismeretek	علم	ismeret	N;SG	N;NOM;PL
وقتی	mikor	وقتی	mikor	CONJ	ADV
وقتی	amikor	وقتی	amikor	CONJ	ADV
آبی	kék	آبی	kék	ADJ	
آبی	blue	آبی	blue	ADJ	
اقتصاد	közgazdasági	اقتصاد	közgazdasági	N;SG	ADJ;NOM;SG
اقتصاد	gazdaságos	اقتصاد	gazdaságos	N;SG	ADJ;NOM;SG
ورزشی	sportos	ورزشی	sportos	N;SG	ADJ;NOM;SG
ورزشی	atlétikai	ورزشی	atlétikai	N;SG	ADJ;NOM;SG
ورزشی	sport	ورزشی	sport	N;SG	
ورزشی	sport	ورزشی	sport	N;SG	
جامعه	közösségi	جامعه	közösségi	N;SG	ADJ;NOM;SG
بازار	bazár	بازار	bazár	N;SG	
معرفی	bevezető	معرفی	bevezető	N;SG	
معرفی	bemutatjuk	معرفی	be+mutat	N;SG	V;DEF;IND;PL;1;PRS;FIN;ACT
معرفی	bevezetett	معرفی	bevezetett	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
معرفی	bemutatott	معرفی	bemutatott	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
مصر	egyiptomi	مصر	egyiptomi	N;SG	
طرف	side	طرف	side	N;SG	
آمد	megérkeztek	آمد#آ	meg+érkezik	V;SG;3;PST	V;INDF;IND;PL;3;PST;FIN;ACT
سابق	korábbi	سابق	korábbi	ADJ	ADJ;NOM;CMPR;SG
دین	dean	دین	dean	N;SG	
رضا	reza	رضا	reza	N;SG	
آسمانی	mennyei	آسمانی	mennyei	N;SG	
خیلی	csinos	خیلی	csinos	ADV	ADJ;NOM;SG
سفید	fehér	سفید	fehér	ADJ	
بهتر	jobban	به	jól	ADJ;CMPR	ADV
بهتر	legjobbak	به	jó	ADJ;CMPR	N;NOM;PL
بهتر	legjobb	به	jó	ADJ;CMPR	
بهتر	best	به	best	ADJ;CMPR	
فرد	egyéni	فرد	egyéni	N;SG	
فرد	páratlan	فرد	páratlan	N;SG	
فرد	furcsa	فرد	furcsa	N;SG	
فرد	fred	فرد	fred	N;SG	
لندن	londoni	لندن	londoni	N;SG	
لندن	londonba	لندن	london	N;SG	
سری	srí	سری	srí	N;SG	
باستان	ősi	باستان	ősi	N;SG	
باستان	ős	باستان	ős	N;SG	
باستان	ókori	باستان	ókori	N;SG	
اسکار	oscar	اسکار	oscar	N;SG	
اسکار	oskar	اسکار	oskar	N;SG	
کلی	kelly	کلی	kelly	ADV	
کلی	agyag	کلی	agyag	ADV	N;NOM;SG
کلی	clay	کلی	clay	ADV	
هیئت	delegáció	هیئت	delegáció	N;SG	
آلمانی	németül	آلمانی	németül	N;SG	
آلمانی	német	آلمانی	német	N;SG	ADJ;NOM;SG
محلی	helyileg	محل	helyi	N;SG	
محلی	regionális	محل	regionális	N;SG	ADJ;NOM;SG
محلی	helyi	محل	helyi	N;SG	
شرق	keleti	شرق	keleti	N;SG	
شرق	kelet	شرق	kelet	N;SG	
شرق	kelet	شرق	kelet	N;SG	
شرق	keleti	شرق	keleti	N;SG	
دیده	láttam	دید	lát	V;SG;3;V.PTCP	V;DEF;IND;SG;1;PST;FIN;ACT
دیده	látták	دید	lát	V;SG;3;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
دیده	láttam	دید	lát	V;SG;3;V.PTCP	V;DEF;IND;SG;1;PST;FIN;ACT
دیده	fűrész	دید	fűrész	V;SG;3;V.PTCP	N;NOM;SG
شیخ	sejk	شیخ	sejk	N;SG	
شیخ	sejk	شیخ	sejk	N;SG	
برگزیده	kiválasztottak	برگزیده	ki+választ	V;SG;3;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
برگزیده	kijelölt	برگزیده	kijelölt	V;SG;3;V.PTCP	
برگزیده	kiválasztva	برگزیده	kiválasztva	V;SG;3;V.PTCP	ADV;V.CVB
برگزیده	részlet	برگزیده	részlet	V;SG;3;V.PTCP	N;NOM;SG
کنترل	vezérlő	کنترل	vezérlő	N;SG	ADJ;NOM;SG
کنترل	ellenőrzési	کنترل	ellenőrzési	N;SG	ADJ;NOM;SG
درست	igaz	درست	igaz	ADJ	
درست	igazi	درست	igazi	ADJ	
سنگ	sang	سنگ	sang	N;SG	
سنگ	énekelt	سنگ	énekel	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
سنگ	énekeltem	سنگ	énekel	N;SG	V;INDF;IND;SG;1;PST;FIN;ACT
سنگ	stone	سنگ	stone	N;SG	PROPN;NOM;SG
امپراتوری	empire	امپراتوری	empi	N;SG	
امپراتوری	birodalmi	امپراتوری	birodalmi	N;SG	
امپراتوری	császári	امپراتوری	császári	N;SG	ADJ;NOM;SG
بیماری	betegségek	بیماری	betegség	N;SG	N;NOM;PL
بیماری	betegségek	بیماری	betegség	N;SG	N;NOM;PL
بیماری	betegségek	بیماری	betegség	N;SG	N;NOM;PL
کلاس	órák	کلاس	óra	N;SG	N;NOM;PL
کلاس	osztályok	کلاس	osztály	N;SG	N;NOM;PL
آنان	ők	آن	ők	PRO;PL	PRO;NOM;PL;3
آنان	őket	آن	ők	PRO;PL	PRO;ACC;PL;3
مدرسه	suli	مدرسه	suli	N;SG	
حرکت	mozgó	حرکت	mozgó	N;SG	
حرکت	mozog	حرکت	mozog	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
جغرافیایی	földrajzi	None	földrajz	N;SG	ADJ;NOM;SG
جغرافیایی	földrajzi	None	földrajz	N;SG	ADJ;NOM;SG
مشخصات	megnevezés	مشخصه	megnevezés	N;PL	N;NOM;SG
مشخصات	leírása	مشخصه	leírás	N;PL	N;NOM;SG
مشخصات	leírás	مشخصه	leírás	N;PL	
دبی	debbie	دبی	debb	N;SG	
کوتاه	rövid	کوتاه	rövid	ADJ	
کوتاه	röviden	کوتاه	röviden	ADJ	
اجرا	végrehajtani	اجرا	végrehajt	N;SG	V;NFIN;ACT
اجرا	fut	اجرا	fut	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
اجرا	futó	اجرا	futó	N;SG	
اجرا	futok	اجرا	fut	N;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
خواننده	énekesnő	خواننده	énekesnő	N;SG	
خواننده	singer	خواننده	singer	N;SG	
پیشنهاد	ajánlott	پیشنهاد	ajánl	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
پیشنهاد	javasolt	پیشنهاد	javasolt	N;SG	
پیشنهاد	kínál	پیشنهاد	kínál	N;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
پیشنهاد	javaslom	پیشنهاد	javaslom	N;SG	V;DEF;IMP;SG;1;PRS;FIN;ACT
اتحادیه	union	اتحادیه	union	N;SG	
اتحادیه	unió	اتحادیه	unió	N;SG	PROPN;NOM;SG
اتحادیه	unión	اتحادیه	unió	N;SG	
اتحادیه	uniós	اتحادیه	uniós	N;SG	ADJ;NOM;SG
خوب	jó	خوب	jó	ADV	
خوب	hát	خوب	hát	ADV	
موفق	sikeres	موفق	sikeres	ADJ	
موفق	sikeres	موفق	sikeres	ADJ	
موفق	siker	موفق	siker	ADJ	N;NOM;SG
شخصی	személyes	شخص	személyes	N;SG	ADJ;NOM;SG
شخصی	személyi	شخص	személyi	N;SG	ADJ;NOM;SG
شخصی	egyéni	شخص	egyéni	N;SG	
شخصی	magán	شخص	maga	N;SG	
شخصی	privát	شخص	priva	N;SG	
پایین	lefelé	پایین	lefelé	ADV;ESS	
پایین	alul	پایین	alul	ADV;ESS	
پایین	alja	پایین	al	ADV;ESS	N;NOM;SG
پایین	alsó	پایین	alsó	ADV;ESS	
پایین	fenék	پایین	fene	ADV;ESS	N;NOM;SG
پدر	apu	پدر	apu	N;SG	
خاص	specifikus	خاص	specifikus	N;SG	ADJ;NOM;SG
خاص	konkrét	خاص	konkrét	N;SG	
خاص	különleges	خاص	különleges	N;SG	
خاص	speciális	خاص	speciális	N;SG	ADJ;NOM;SG
گذشته	elmúlt	گذشته	elmúlt	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
گذشته	múltbeli	گذشته	múltbeli	N;SG	ADJ;NOM;SG
کیفیت	minőségi	کیفیت	minőségi	N;SG	ADJ;NOM;SG
ازدواج	házas	ازدواج	házas	N;SG	
ازدواج	házasok	ازدواج	házas	N;SG	N;NOM;PL
خارجی	külső	خارجی	külső	ADJ	
خارجی	külső	خارجی	külső	ADJ	
خارجی	kül	خارجی	kül	ADJ	
خارجی	külföldiek	خارجی	külföldi	ADJ	N;NOM;PL
دادگان	adatbázisok	داده	adatbázis	N;SG	N;NOM;PL
میزان	értékelt	میزان	értékel	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
میزان	minősített	میزان	minősít	N;SG	V;INDF;IND;SG;3;PST;FIN;ACT
بالاتر	feljebb	بالا	fől	ADJ;CMPR	ADV
تر	ter	تر	ter	ADV	
مشغول	elfoglalt	مشغول	elfoglalt	ADJ	
اقتصادی	gazdasági	اقتصادی	gazdasági	N;SG	ADJ;NOM;SG
فعال	aktív	فعال	aktív	ADJ	
