fantasy	fantasier	fantasy	fantasi	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
utvalda	udvalgt	utvalja	udvælge	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
utvalda	markeret	utvalja	markere	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
utvalda	udvalgte	utvalja	udvælge	ADJ;NOM;PL;PST;V.PTCP	V;PL;PST;V.PTCP
utvalda	udvalgt	utvalja	udvælge	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
militärt	militæret	militär	militær	ADJ;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
militärt	militære	militär	militær	ADJ;NOM;INDF;NEUT;SG	ADJ;PL
glasgow	glasgow	glasgow	glasgow	PROPN;NOM	PROPN
greg	greg	greg	greg	PROPN;NOM	
grunda	overfladisk	grund	overfladisk	ADJ;NOM;PL	ADJ;INDF;SG
rufescens	rufescens	rufesc	rufescens	N;NOM;INDF;MASC+FEM;SG	N;GEN;INDF;MASC+FEM;SG
korea	korea	kore	korea	PROPN;NOM	
klippning	klippet	klippning	klippe	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
azul	azul	azul	azul	N;NOM;INDF;NEUT;SG	
allvarliga	seriøst	allvarlig	seriøst	ADJ;NOM;PL	ADV
allvarliga	seriøs	allvarlig	seriøs	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
allvarliga	alvorlig	allvarlig	alvorlig	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
allvarliga	alvorligt	allvarlig	alvorligt	ADJ;NOM;PL	ADV
allvarliga	alvorlig	allvarlig	alvorlig	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
allvarliga	alvorligt	allvarlig	alvorligt	ADJ;NOM;PL	ADV
allvarliga	svær	allvarlig	svær	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
undervisade	lærte	undervisa	lære	ADJ;NOM;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
undervisade	lært	undervisa	lære	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
undervisade	undervist	undervisa	undervist	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
träffa	meet	träffa	meet	V;IMP;FIN;ACT	
formosa	formosa	formos	formosa	PROPN;NOM	
existerade	fandtes	existera	fande	V;IND;PST;V.PTCP;ACT	V;IND;PRS;FIN;PASS
sibirien	sibirien	sibirien	sibiri	PROPN;NOM	N;DEF;MASC+FEM;SG
vänder	drejning	vända	drejning	V;IND;PRS;FIN;ACT	N;INDF;MASC+FEM;SG
hammar	hammar	hamma	hammar	PROPN;NOM	
single	enkelt	singel	enkelt	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
single	enlige	singel	enlig	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
single	enlig	singel	enlig	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
palats	paladser	palats	paladse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
palats	paladset	palats	palads	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
bekant	bekendtskab	bekant	bekendtskab	ADJ;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
arrangemang	arrangementer	arrangemang	arrangement	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
arrangemang	ordninger	arrangemang	ordning	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
spridda	spredt	spridd	spredt	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
spridda	spredt	spridd	spredt	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
uppdelad	divideret	uppdela	dividere	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
uppdelad	opdelt	uppdela	opdele	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
uppdelad	splittet	uppdela	splitte	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
kant	edge	kunna	edge	N;NOM;INDF;MASC+FEM;SG	
kant	kanten	kunna	kant	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
kant	grænsen	kunna	grænse	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
brunei	brunei	brunei	brunei	N;NOM;INDF;NEUT;SG	
templet	tempel	tempel	tempel	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
templet	temple	tempel	templ	N;NOM;DEF;NEUT;SG	
fästningen	fæstning	fästning	fæstning	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
fästningen	fort	fästning	fort	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
murcia	murcia	murcia	murcia	N;NOM;INDF;MASC+FEM;SG	
felaktig	upræcise	felaktig	upræcis	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
felaktig	unøjagtige	felaktig	unøjagtig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
htm	htm	htm	htm	N;NOM;INDF;MASC+FEM;SG	
lok	lok	lok	lok	N;NOM;INDF;NEUT;SG	
lok	lokomotiver	lok	lokomotiv	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
senna	senna	senna	senna	PROPN;NOM	
inledningsvis	oprindeligt	inledningsvis	oprindeligt	N;NOM;INDF;MASC+FEM;SG	ADV
inledningsvis	oprindelig	inledningsvis	oprindelig	N;NOM;INDF;MASC+FEM;SG	ADV
teologiska	teologisk	teologisk	teologisk	ADJ;NOM;PL	ADV
senior	højtstående	senio	højtstående	N;NOM;INDF;MASC+FEM;SG	ADJ
vuxit	voksen	växa	voksen	V;V.CVB;ACT	ADJ;INDF;MASC+FEM;SG
vuxit	dyrkes	växa	dyrke	V;V.CVB;ACT	V;IND;PRS;FIN;PASS
olympic	olympiske	olympic	olympisk	N;NOM;INDF;NEUT;SG	ADJ;PL
olympic	olympic	olympic	olympic	N;NOM;INDF;NEUT;SG	
olympic	olympisk	olympic	olympisk	N;NOM;INDF;NEUT;SG	ADJ;INDF;SG
ande	genie	ande	genie	N;NOM;INDF;MASC+FEM;SG	
ande	spirit	ande	spirit	N;NOM;INDF;MASC+FEM;SG	
firas	hyldet	fira	hylde	V;IND;PRS;FIN;PASS	V;INDF;SG;PST;V.PTCP
firas	fejret	fira	fejre	V;IND;PRS;FIN;PASS	V;INDF;SG;PST;V.PTCP
firas	fejrede	fira	fejre	V;IND;PRS;FIN;PASS	V;IND;PST;FIN;ACT
tarn	tarn	tarn	tarn	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
talare	højtaler	talare	højtale	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
talare	højttaler	talare	højttale	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
talare	taler	talare	tale	N;NOM;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
talare	oplæser	talare	oplæse	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
förvaltning	ledelsen	förvaltning	ledelse	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
mandatperiod	mandatet	mandatperiod	mandat	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
insåg	indså	inse	indså	V;IMP;FIN;ACT	V;IND;PST;FIN;ACT
insåg	indså	inse	indså	V;IMP;FIN;ACT	V;IND;PST;FIN;ACT
claire	claire	claire	claire	PROPN;NOM	N;INDF;MASC+FEM;SG
kontinenten	verdensdel	kontinent	verdensdel	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
kontinenten	kontinent	kontinent	kontinent	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
utnyttja	udnytter	utnyttja	udnytte	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
bruna	brun	brun	brun	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
bruna	brunt	brun	brun	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
bruna	brown	brun	brown	ADJ;NOM;PL	
termer	udtryk	term	udtryk	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
vision	synet	vision	syn	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
vision	visioner	vision	vision	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
albanska	albanske	albanska	albansk	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
albanska	albansk	albanska	albansk	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
albanska	albanere	albanska	albaner	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
monaco	monaco	monaco	monaco	PROPN;NOM	N;INDF;MASC+FEM;SG
åberg	åberg	åberg	åberg	PROPN;NOM	
kunth	kunth	kunth	kunth	N;NOM;INDF;NEUT;SG	
kejserliga	imperial	kejserlig	imperial	ADJ;NOM;PL	N;INDF;MASC+FEM;SG
fest	party	fest	party	N;NOM;INDF;MASC+FEM;SG	
brahe	brahe	brahe	brahe	PROPN;NOM	N;INDF;NEUT;SG
underjordisk	underjordiske	underjordisk	underjordisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
underjordisk	undergrund	underjordisk	undergrund	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
underjordisk	underjordisk	underjordisk	underjordisk	ADJ;NOM;INDF;MASC+FEM;SG	ADV
underjordisk	undergrunden	underjordisk	undergrund	ADJ;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
underjordisk	underjordiske	underjordisk	underjordisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
underjordisk	underjordisk	underjordisk	underjordisk	ADJ;NOM;INDF;MASC+FEM;SG	ADV
fysisk	fysiske	fysisk	fysisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
fysisk	fysisk	fysisk	fysisk	ADJ;NOM;INDF;MASC+FEM;SG	ADV
benz	benz	benz	benz	PROPN;NOM	
skyldig	skyldige	skyldig	skyldig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
castro	castros	castro	castros	PROPN;NOM	
castro	castro	castro	castro	PROPN;NOM	
livstid	livet	livstid	liv	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
livstid	life	livstid	life	N;NOM;INDF;MASC+FEM;SG	
empire	empire	empire	empire	N;NOM;INDF;NEUT;SG	
empire	imperiet	empire	imperi	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
trois	trois	trois	trois	N;NOM;INDF;MASC+FEM;SG	
crow	crow	crow	crow	PROPN;NOM	
crow	krage	crow	krage	PROPN;NOM	N;INDF;MASC+FEM;SG
interna	intern	intern	intern	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
interna	internt	intern	internt	ADJ;NOM;PL	ADV
half	halvt	half	halv	N;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
half	halvdelen	half	halvdel	N;NOM;INDF;NEUT;SG	N;DEF;MASC+FEM;SG
half	halv	half	halv	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC+FEM;SG
osäker	usikre	osäker	usikre	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
osäker	usikre	osäker	usikre	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
osäker	usikre	osäker	usikre	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
osäker	usikre	osäker	usikre	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
osäker	uvist	osäker	uvist	ADJ;NOM;INDF;MASC+FEM;SG	ADV
thor	thor	thor	thor	PROPN;NOM	N;INDF;MASC+FEM;SG
halvt	halvleg	halv	halvleg	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
halvt	halvdelen	halv	halvdel	ADJ;NOM;INDF;NEUT;SG	N;DEF;MASC+FEM;SG
pontus	pontus	pontus	pontus	PROPN;NOM	N;INDF;MASC+FEM;SG
pago	pago	pago	pago	PROPN;NOM	PROPN
dubia	dubia	dubia	dubia	N;NOM;INDF;MASC+FEM;SG	
biobío	biobío	biobío	biobío	ADJ;NOM;PL	
pont	pont	pont	pont	N;NOM;INDF;MASC+FEM;SG	
zheng	zheng	zheng	zheng	N;NOM;INDF;MASC+FEM;SG	
rain	rain	rain	rain	N;NOM;INDF;MASC+FEM;SG	
index	indekser	index	indekse	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
index	fortegnelser	index	fortegnelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
index	indekser	index	indekse	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
portland	portland	portland	portland	PROPN;NOM	
färdiga	færdig	färdig	færdig	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
färdiga	færdigt	färdig	færdig	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
färdiga	afsluttet	färdig	afslutte	ADJ;NOM;PL	V;INDF;SG;PST;V.PTCP
färdiga	afsluttede	färdig	afslutte	ADJ;NOM;PL	V;IND;PST;FIN;ACT
färdiga	klar	färdig	klar	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
färdiga	parat	färdig	parat	ADJ;NOM;PL	ADJ;INDF;SG
aleppo	aleppo	aleppo	aleppo	N;NOM;DEF;MASC+FEM;SG	PROPN
oceanen	hav	ocean	hav	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
oceanen	ocean	ocean	ocean	N;NOM;DEF;MASC+FEM;SG	
utskott	bestillinger	utskott	bestilling	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
utskott	kommissioner	utskott	kommission	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
utskott	provisioner	utskott	provision	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
utskott	udvalgene	utskott	udvalg	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;PL
utskott	komiteen	utskott	komite	N;NOM;INDF;NEUT;SG	N;DEF;MASC+FEM;SG
utskott	udvalget	utskott	udvalg	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
stiftelse	instituttet	stiftelse	institut	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
variera	varierer	variera	variere	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
kriterier	kriterierne	kriterium	kriteri	N;NOM;INDF;NEUT;PL	N;DEF;MASC+FEM;PL
ferguson	ferguson	ferguson	ferguson	PROPN;NOM	
elektronisk	elektronisk	elektronisk	elektronisk	ADJ;NOM;INDF;MASC+FEM;SG	ADV
elektronisk	elektroniske	elektronisk	elektronisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
härskare	regent	härskare	regent	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
härskare	hersker	härskare	herske	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
ansökan	ansøgning	ansökan	ansøgning	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
ansökan	anvendelse	ansökan	anvendelse	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
ansökan	applikation	ansökan	applikation	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
ansökan	anvendelser	ansökan	anvendelse	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
ansökan	ansøgning	ansökan	ansøgning	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
ansökan	ansøgninger	ansökan	ansøgning	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
ansökan	applikationer	ansökan	applikation	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
nätverket	net	nätverk	ne	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
nätverket	network	nätverk	network	N;NOM;DEF;NEUT;SG	
nätverket	netværk	nätverk	netværk	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
jose	jose	jose	jose	PROPN;NOM	
jose	josé	jose	josé	PROPN;NOM	
ground	formalet	ground	formale	N	V;INDF;SG;PST;V.PTCP
ground	ground	ground	ground	N	
peace	peace	peace	peace	N;NOM;INDF;NEUT;SG	
peace	freden	peace	fred	N;NOM;INDF;NEUT;SG	N;DEF;MASC+FEM;SG
hainan	hainan	haina	hainan	PROPN;NOM	N;INDF;MASC+FEM;SG
användarnamn	brugernavn	användarnamn	brugernavn	N;NOM;DEF;MASC+FEM;PL	N;INDF;NEUT;SG
användarnamn	brugernavnet	användarnamn	brugernavnet	N;NOM;DEF;MASC+FEM;PL	N;DEF;NEUT;SG
användarnamn	username	användarnamn	username	N;NOM;DEF;MASC+FEM;PL	N;INDF;NEUT;SG
användarnamn	brugernavne	användarnamn	brugernavn	N;NOM;DEF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
lösningar	løsningsforslag	lösning	løsningsforslag	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
domineras	domineret	dominera	dominere	V;IND;PRS;FIN;PASS	V;INDF;SG;PST;V.PTCP
domineras	dominerede	dominera	dominere	V;IND;PRS;FIN;PASS	V;PST;V.PTCP
skyddade	beskyttet	skydda	beskytte	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
skyddade	fredede	skydda	frede	ADJ;NOM;PL;PST;V.PTCP	V;PL;PST;V.PTCP
skyddade	beskyttede	skydda	beskytte	ADJ;NOM;PL;PST;V.PTCP	V;PL;PST;V.PTCP
skyddade	fredet	skydda	fred	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
corner	hjørnet	corner	hjørne	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
skriv	skriver	skriv	skrive	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
sköld	shield	sköld	shield	N;NOM;INDF;MASC+FEM;SG	
spider	edderkoppen	spida	edderkoppe	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
limousin	limo	limousin	limo	N;NOM;INDF;MASC+FEM;SG	
utvecklad	fremkaldt	utvecklad	fremkalde	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
utvecklad	udviklede	utvecklad	udvikle	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PL;PST;V.PTCP
utvecklad	udviklet	utvecklad	udvikle	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
utvecklad	udviklede	utvecklad	udvikle	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PL;PST;V.PTCP
utvecklad	udviklet	utvecklad	udvikle	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
länka	link	länka	link	V;IMP;FIN;ACT	N;INDF;NEUT;SG
länka	linket	länka	linke	V;IMP;FIN;ACT	N;DEF;NEUT;SG
länka	sammenkædning	länka	sammenkædning	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
sprint	sprint	sprint	sprinte	N;NOM;INDF;MASC+FEM;SG	
townsend	townsend	townsend	townsend	PROPN;NOM	
stephens	stephens	stephen	stephens	PROPN;NOM	N;INDF;MASC+FEM;SG
blandade	blandede	blandad	blande	ADJ;NOM;PL;PST;V.PTCP	V;PL;PST;V.PTCP
blandade	blandet	blandad	blande	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
franskt	franskmænd	fransk	franskmand	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
franskt	franskmand	fransk	franskmand	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
franskt	french	fransk	french	ADJ;NOM;INDF;NEUT;SG	
franskt	franske	fransk	fransk	ADJ;NOM;INDF;NEUT;SG	ADJ;PL
fredrika	fredrika	fredrik	fredrika	PROPN;NOM	N;INDF;MASC+FEM;SG
striata	striata	striat	striata	N;NOM;INDF;MASC+FEM;SG	
steel	stål	steel	stål	PROPN;NOM	N;INDF;MASC+FEM;SG
tecknad	tegnefilm	tecknad	tegnefilm	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
abc	abc	abc	abc	N;NOM;INDF;NEUT;SG	
spirit	spirit	spirit	spirit	N;NOM;INDF;MASC+FEM;SG	
atlántico	atlántico	atlántico	atlántico	ADJ;NOM;PL	
onda	ondsindet	onda	ondsind	ADJ;NOM;PL	N;DEF;NEUT;SG
onda	ondskabsfuld	onda	ondskabsfuld	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
onda	ondskabsfuldt	onda	ondskabsfuld	ADJ;NOM;PL	ADV
onda	onda	onda	onda	ADJ;NOM;PL	
onda	ondskab	onda	ondskab	ADJ;NOM;PL	N;INDF;MASC+FEM;SG
onda	ond	onda	ond	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
onda	evil	onda	evil	ADJ;NOM;PL	
onda	ondt	onda	ondt	ADJ;NOM;PL	ADV
onda	ond	onda	ond	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
avsluta	færdiggør	avsluta	færdiggøre	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
avsluta	slutning	avsluta	slutning	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
avsluta	afslutning	avsluta	afslutning	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
avsluta	slut	avsluta	slut	V;IMP;FIN;ACT	N
avsluta	ende	avsluta	ende	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
avsluta	ophør	avsluta	ophør	V;IMP;FIN;ACT	N;INDF;NEUT;SG
avsluta	exit	avsluta	exit	V;IMP;FIN;ACT	N;INDF;NEUT;SG
avsluta	udgang	avsluta	udgang	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
teodor	teodor	teoda	teodor	PROPN;NOM	N;INDF;MASC+FEM;SG
berkeley	berkeley	berkeley	berkeley	PROPN;NOM	
akustisk	akustisk	akustisk	akustisk	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
akustisk	akustisk	akustisk	akustisk	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
akustisk	akustiske	akustisk	akustisk	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
management	ledelsen	management	ledelse	N;NOM;INDF;NEUT;SG	N;DEF;MASC+FEM;SG
tjeckiska	tjekkiske	tjeckisk	tjekkisk	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
tjeckiska	tjekkisk	tjeckisk	tjekkisk	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
resterande	resterende	resterande	resterende	ADJ;NOM;PRS;V.PTCP	V;PRS;V.PTCP
resterande	resterende	resterande	resterende	ADJ;NOM;PRS;V.PTCP	V;PRS;V.PTCP
resterande	resterende	resterande	resterende	ADJ;NOM;PRS;V.PTCP	V;PRS;V.PTCP
resterande	rest	resterande	rest	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC+FEM;SG
turin	torino	turin	torino	PROPN;NOM	PROPN
geer	geer	ge	ger	PROPN;NOM	
petersson	petersson	petersson	petersson	PROPN;NOM	N;INDF;MASC+FEM;SG
förbindelser	forbindelserne	förbindelse	forbindelse	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
vinden	loft	vind	loft	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
vinden	vind	vind	vind	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
vinden	vindenergi	vind	vindenergi	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
invasion	invasionen	invasion	invasion	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
invasion	invaderet	invasion	invadere	N;NOM;INDF;MASC+FEM;SG	V;INDF;SG;PST;V.PTCP
placera	stedet	placera	sted	V;IMP;FIN;ACT	N;DEF;NEUT;SG
placera	place	placera	place	V;IMP;FIN;ACT	
placera	sted	placera	sted	V;IMP;FIN;ACT	N;INDF;NEUT;SG
placera	plads	placera	plads	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
rosenberg	rosenberg	rosenberg	rosenberg	PROPN;NOM	N;INDF;MASC+FEM;SG
amy	amy	amy	amy	PROPN;NOM	N;INDF;MASC+FEM;SG
amy	amys	amy	amys	PROPN;NOM	
globala	global	global	global	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
globala	globalt	global	global	ADJ;NOM;PL	ADV
roth	roth	roth	roth	PROPN;NOM	
bosatta	resident	bosatt	resident	ADJ;NOM;PL;PST;V.PTCP	N;INDF;MASC+FEM;SG
bosatta	beboer	bosatt	beboer	ADJ;NOM;PL;PST;V.PTCP	N;INDF;MASC+FEM;SG
bosatta	bosat	bosatt	bosat	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
bosatta	fastboende	bosatt	fastboende	ADJ;NOM;PL;PST;V.PTCP	V;PRS;V.PTCP
bosatta	residenter	bosatt	resident	ADJ;NOM;PL;PST;V.PTCP	N;INDF;MASC+FEM;PL
bosatta	indbyggere	bosatt	indbygger	ADJ;NOM;PL;PST;V.PTCP	N;INDF;MASC+FEM;PL
bosatta	beboere	bosatt	beboer	ADJ;NOM;PL;PST;V.PTCP	N;INDF;MASC+FEM;PL
försvarade	forsvarer	försvara	forsvare	V;IND;PST;V.PTCP;ACT	V;IND;PRS;FIN;ACT
försvarade	forsvares	försvara	forsvare	V;IND;PST;V.PTCP;ACT	V;NFIN;PASS
försvarade	forsvaret	försvara	forsvar	V;IND;PST;V.PTCP;ACT	N;DEF;NEUT;SG
igor	igor	igo	igor	PROPN;NOM	
hundratals	hundredevis	hundratals	hundredevis	N;NOM;INDF;NEUT;PL	ADV
hundratals	hundredvis	hundratals	hundredvis	N;NOM;INDF;NEUT;PL	ADV
div	div	div	dive	N;NOM;INDF;MASC+FEM;SG	
begränsat	indskrænket	begränsad	indskrænket	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
begränsat	begrænset	begränsad	begrænse	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
begränsat	limited	begränsad	limited	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	
begränsat	begrænsede	begränsad	begrænse	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PL;PST;V.PTCP
begränsat	begrænset	begränsad	begrænse	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
skickar	afsendelse	skicka	afsendelse	V;IND;PRS;FIN;ACT	N;INDF;MASC+FEM;SG
dsc	dsc	dsc	dsc	PROPN;NOM	
frukt	frugter	frukt	frugte	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
frukt	frugter	frukt	frugte	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
smeknamnet	øgenavn	smeknamn	øgenavn	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
smeknamnet	kælenavn	smeknamn	kælenavn	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
smeknamnet	kaldenavn	smeknamn	kaldenavn	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
lejon	løven	lejon	løv	N;NOM;INDF;NEUT;SG	N;DEF;MASC+FEM;SG
lejon	lions	lejon	lions	N;NOM;INDF;NEUT;SG	
