leonor	eleonora	leonor	eleonor	N;FEM;SG	PROPN;NOM;FEM;SG;POS
bruto	drsný	bruto	drsný	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
regressou	vráceny	regressar	vrácený	V;IND;SG;3;PST;FIN	ADJ;INAN;PL;POS;V.PTCP;PASS
interino	prozatímní	interino	prozatímní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
fernández	fernandez	fernández	fernandez	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
fernández	fernández	fernández	fernández	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
trabalhado	pracovala	trabalhar	pracovat	V;MASC;SG;V.PTCP	V;IPFV;POS;PST;V.PTCP;ACT
linguística	jazykové	linguística	jazykový	N;FEM;SG	ADJ;NOM;NEUT;SG;POS
utilizador	uživatele	utilizador	uživatel	N;MASC;SG	N;ANIM;ACC;MASC;PL;POS
johns	johns	johm	johns	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
tiros	střelba	tiro	střelba	N;MASC;PL	N;NOM;FEM;SG;POS
tiros	střelba	tiro	střelba	N;MASC;PL	N;NOM;FEM;SG;POS
etiópia	etiopie	etiópia	etiopie	N;FEM;SG	PROPN;NOM;FEM;SG;POS
etiópia	etiopské	etiópia	etiopský	N;FEM;SG	ADJ;NOM;MASC;SG;POS
compor	skládání	compor	skládání	V;NFIN	N;NOM;NEUT;SG;POS
adelaide	adelaide	adelaide	adelaide	N;FEM;SG	PROPN;NOM;FEM;SG;POS
amado	milovaná	amado	milovaný	N;MASC;SG	ADJ;NOM;FEM;SG;POS
amado	milován	amado	milovaný	N;MASC;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
amado	miloval	amado	milovat	N;MASC;SG	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
amado	milovala	amado	milovat	N;MASC;SG	V;IPFV;POS;PST;V.PTCP;ACT
amado	milovaná	amado	milovaný	N;MASC;SG	ADJ;NOM;FEM;SG;POS
amado	milovaný	amado	milovaný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
amado	milované	amado	milovaný	N;MASC;SG	ADJ;NOM;NEUT;SG;POS
alcançado	dosaženo	alcançar	dosažený	V;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
alcançado	dosažena	alcançar	dosažený	V;MASC;SG;V.PTCP	ADJ;POS;V.PTCP;PASS
alcançado	dosažen	alcançar	dosažený	V;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
alcançado	dosáhli	alcançar	dosáhnout	V;MASC;SG;V.PTCP	V;ANIM;MASC;PL;POS;PST;V.PTCP;ACT
alcançado	dosaženo	alcançar	dosažený	V;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
alcançado	dosažený	alcançar	dosažený	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
alcançado	dosažen	alcançar	dosažený	V;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
alcançado	dosažené	alcançar	dosažený	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;POS
resolvido	vyřešené	resolver	vyřešený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
resolvido	vyřešen	resolver	vyřešený	V;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
resolvido	vyřešeno	resolver	vyřešený	V;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
resolvido	vyřešené	resolver	vyřešený	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
resolvido	vyřešeny	resolver	vyřešený	V;MASC;SG;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
resolvido	vyřešen	resolver	vyřešený	V;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
resolvido	vyřešeno	resolver	vyřešený	V;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
resolvido	vyřešeno	resolver	vyřešený	V;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
lane	lane	lane	lane	N;MASC;SG	PROPN;NOM;MASC;SG;POS
polegadas	palec	polegada	palec	N;FEM;PL	N;INAN;NOM;MASC;SG;POS
teodoro	theodore	teodoro	theodore	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
guarnição	garrison	guarnição	garrison	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
roland	roland	roland	roland	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
completos	úplná	completo	úplný	ADJ;MASC;PL	ADJ;NOM;FEM;SG;POS
completos	dokončit	completo	dokončit	ADJ;MASC;PL	V;PFV;POS;NFIN
completos	dokončeno	completo	dokončený	ADJ;MASC;PL	ADJ;NEUT;SG;POS;V.PTCP;PASS
completos	kompletní	completo	kompletní	ADJ;MASC;PL	ADJ;NOM;MASC;SG;POS
especializado	specializované	especializar	specializovaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
especializado	specializované	especializar	specializovaný	V;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
especializado	odborník	especializar	odborník	V;MASC;SG;V.PTCP	N;ANIM;NOM;MASC;SG;POS
especializado	specialista	especializar	specialista	V;MASC;SG;V.PTCP	N;ANIM;NOM;MASC;SG;POS
dano	škody	dano	škoda	N;MASC;SG	N;NOM;FEM;PL;POS
dano	škody	dano	škoda	N;MASC;SG	N;NOM;FEM;PL;POS
hesse	hesensko	hessar	hesenský	N;MASC;SG	ADJ;POS
hesse	hesse	hessar	hesso	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
console	konzole	consolar	konzol	N;MASC;SG	N;NOM;FEM;PL;POS
barreira	bariéry	barreira	bariéra	N;FEM;SG	N;NOM;FEM;PL;POS
protestante	protestantské	protestante	protestantský	N;MASC;SG	ADJ;NOM;MASC;PL;POS
mineral	minerální	mineral	minerální	N;MASC;SG	ADJ;NOM;MASC;SG;POS
promocional	propagační	promocional	propagační	N;MASC;SG	ADJ;NOM;MASC;SG;POS
fina	tenké	fino	tenký	ADJ;FEM;SG	ADJ;NOM;NEUT;PL;POS
esperava	očekávaná	esperar	očekávaný	V;IND;SG;3;IPFV;FIN	ADJ;NOM;FEM;SG;POS
esperava	očekávané	esperar	očekávaný	V;IND;SG;3;IPFV;FIN	ADJ;NOM;NEUT;SG;POS
esperava	čekal	esperar	čekat	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
esperava	očekávaný	esperar	očekávaný	V;IND;SG;3;IPFV;FIN	ADJ;INAN;NOM;MASC;SG;POS
esperava	doufala	esperar	doufat	V;IND;SG;3;IPFV;FIN	V;IPFV;POS;PST;V.PTCP;ACT
esperava	doufal	esperar	doufat	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
adolescência	dospívající	adolescência	dospívající	N;FEM;SG	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
adolescência	pubertální	adolescência	pubertální	N;FEM;SG	ADJ;NOM;MASC;SG;POS
líbano	libanon	líbano	libanon	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
líbano	libanonu	líbano	libanon	N;MASC;SG	PROPN;INAN;GEN;MASC;SG;POS
pete	pete	pete	pete	PROPN;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
pete	peta	pete	peta	PROPN;MASC;SG	N;ANIM;ACC;MASC;SG;POS
algarve	algarve	algarver	algarva	N;MASC;SG	PROPN;NOM;NEUT;SG;POS
sólido	pevné	sólido	pevný	ADJ;MASC;SG	ADJ;NOM;MASC;PL;POS
magnético	magnetický	magnético	magnetický	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
magnético	magnetické	magnético	magnetický	N;MASC;SG	ADJ;NOM;MASC;PL;POS
magnético	magnetická	magnético	magnetický	N;MASC;SG	ADJ;NOM;FEM;SG;POS
gigantes	obří	gigante	obří	N;MASC;PL	ADJ;NOM;MASC;SG;POS
licenciatura	stupně	licenciatura	stupeň	N;FEM;SG	N;INAN;NOM;MASC;PL;POS
ameaças	ohrožení	ameaça	ohrožení	N;FEM;PL	N;NOM;NEUT;SG;POS
ameaças	vyhrožování	ameaça	vyhrožování	N;FEM;PL	N;NOM;NEUT;SG;POS
ameaças	ohrožení	ameaça	ohrožení	N;FEM;PL	N;NOM;NEUT;SG;POS
ameaças	hrozba	ameaça	hrozba	N;FEM;PL	N;NOM;FEM;SG;POS
múltiplos	násobek	múltiplo	násobek	ADJ;MASC;PL	N;INAN;NOM;MASC;SG;POS
múltiplos	násobků	múltiplo	násobek	ADJ;MASC;PL	N;INAN;GEN;MASC;PL;POS
mercadorias	zboží	mercadoria	zboží	N;FEM;PL	N;NOM;NEUT;SG;POS
mercadorias	zboží	mercadoria	zboží	N;FEM;PL	N;NOM;NEUT;SG;POS
mercadorias	nákladní	mercadoria	nákladní	N;FEM;PL	ADJ;NOM;FEM;SG;POS
comemoração	oslavy	comemoração	oslava	N;FEM;SG	N;NOM;FEM;PL;POS
frutas	ovoce	fruta	ovoce	N;FEM;PL	N;NOM;NEUT;SG;POS
frutas	ovoce	fruta	ovoce	N;FEM;PL	N;NOM;NEUT;SG;POS
precisava	potřebná	precisar	potřebný	V;IND;SG;3;IPFV;FIN	ADJ;NOM;FEM;SG;POS
precisava	potřeba	precisar	potřeba	V;IND;SG;3;IPFV;FIN	N;NOM;FEM;SG;POS
precisava	potřebné	precisar	potřebný	V;IND;SG;3;IPFV;FIN	ADJ;NOM;NEUT;SG;POS
precisava	potřebný	precisar	potřebný	V;IND;SG;3;IPFV;FIN	ADJ;INAN;NOM;MASC;SG;POS
precisava	potřeboval	precisar	potřebovat	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
índices	index	índice	index	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
índices	rejstřík	índice	rejstřík	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
melodia	melody	melodia	meloda	N;FEM;SG	PROPN;NOM;FEM;SG;POS
melodia	melodie	melodia	melodie	N;FEM;SG	N;NOM;FEM;PL;POS
melodia	melodie	melodia	melodie	N;FEM;SG	N;NOM;FEM;PL;POS
eliminados	odstraněno	eliminar	odstraněný	V;MASC;PL;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
eliminados	zrušeno	eliminar	zrušený	V;MASC;PL;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
eliminados	odstraněn	eliminar	odstraněný	V;MASC;PL;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
eliminados	odstraněna	eliminar	odstraněný	V;MASC;PL;V.PTCP	ADJ;POS;V.PTCP;PASS
eliminados	odstraněno	eliminar	odstraněný	V;MASC;PL;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
celebração	oslavy	celebração	oslava	N;FEM;SG	N;NOM;FEM;PL;POS
crônicas	chronická	crônica	chronický	N;FEM;PL	ADJ;NOM;FEM;SG;POS
crônicas	chronickou	crônica	chronický	N;FEM;PL	ADJ;ACC;FEM;SG;POS
crônicas	chronické	crônica	chronický	N;FEM;PL	ADJ;NOM;NEUT;SG;POS
boi	boi	boi	bou	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
boi	bull	boi	být	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
württemberg	württembersko	württemberg	württembersko	N;MASC;SG	PROPN;NOM;NEUT;SG;POS
masters	mistři	master	mistr	N;MASC;SG	N;ANIM;NOM;MASC;PL;POS
masters	mistrů	master	mistr	N;MASC;SG	N;ANIM;GEN;MASC;PL;POS
masters	mistry	master	mistr	N;MASC;SG	N;ANIM;INS;MASC;PL;POS
separar	oddělené	separar	oddělený	V;NFIN	ADJ;NOM;NEUT;PL;POS
separar	samostatné	separar	samostatný	V;NFIN	ADJ;NOM;NEUT;SG;POS
interessados	zájem	interessado	zájem	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
interessados	zajímá	interessado	zajímat	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
interessados	zajem	interessado	zaj	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG;POS
deficiência	invalidní	deficiência	invalidní	N;FEM;SG	ADJ;NOM;MASC;SG;POS
kew	kew	kew	kew	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
collins	collinsová	collin	collinsový	N;MASC;SG	ADJ;NOM;FEM;SG;POS
collins	collins	collin	collins	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
hospitais	nemocnice	hospital	nemocnice	N;MASC;PL	N;NOM;FEM;SG;POS
briga	bojovat	briga	bojovat	N;FEM;SG	V;IPFV;POS;NFIN
tomado	přijata	tomar	přijatý	V;MASC;SG;V.PTCP	ADJ;POS;V.PTCP;PASS
tomado	přijatá	tomar	přijatý	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
maomé	mohammad	maomé	mohammad	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
maomé	mehmet	maomé	moci	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
removido	odstraněno	remover	odstraněný	V;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
removido	odstraněna	remover	odstraněný	V;MASC;SG;V.PTCP	ADJ;POS;V.PTCP;PASS
removido	odebráno	remover	odebraný	V;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
removido	odstraněny	remover	odstraněný	V;MASC;SG;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
diariamente	denní	diariamente	denní	ADV	ADJ;NOM;MASC;SG;POS
diariamente	každodenní	diariamente	každodenní	ADV	ADJ;NOM;MASC;SG;POS
chi	chi	chi	chi	N;MASC;SG	PROPN;NOM;MASC;SG;POS
adquirido	získané	adquirir	získaný	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;POS
adquirido	získaná	adquirir	získaný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
adquirido	získán	adquirir	získaný	V;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
adquirido	získány	adquirir	získaný	V;MASC;SG;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
adquirido	získána	adquirir	získaný	V;MASC;SG;V.PTCP	ADJ;POS;V.PTCP;PASS
recomendações	doporučení	recomendação	doporučení	N;FEM;PL	N;NOM;NEUT;SG;POS
recomendações	doporučení	recomendação	doporučení	N;FEM;PL	N;NOM;NEUT;SG;POS
garantia	záruční	garantia	záruční	N;FEM;SG	ADJ;NOM;FEM;SG;POS
garantia	garance	garantia	garance	N;FEM;SG	N;NOM;FEM;PL;POS
criminal	kriminální	criminal	kriminální	N;MASC;SG	ADJ;NOM;MASC;SG;POS
criminal	trestní	criminal	trestní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
luxo	luxusní	luxo	luxusní	N;MASC;SG	ADJ;NOM;MASC;SG;POS
phillips	phillips	phillips	phillips	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
esculturas	socha	escultura	socha	N;FEM;PL	N;NOM;FEM;SG;POS
born	narodil	born	narodit	N;MASC;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
born	narozena	born	narozený	N;MASC;SG	ADJ;POS;V.PTCP;PASS
born	narozen	born	narozený	N;MASC;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
mitchell	mitchell	mitchell	mitchell	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
made	vyrobil	made	vyrobit	N;MASC;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
made	vyrobeny	made	vyrobený	N;MASC;SG	ADJ;INAN;PL;POS;V.PTCP;PASS
made	vyrobený	made	vyrobený	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
made	udělal	made	udělat	N;MASC;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
made	vyrobené	made	vyrobený	N;MASC;SG	ADJ;NOM;NEUT;PL;POS
made	vyrobeno	made	vyrobený	N;MASC;SG	ADJ;NEUT;SG;POS;V.PTCP;PASS
subida	vylézt	subida	vylézt	N;FEM;SG	V;POS;NFIN
subida	šplhat	subida	šplhat	N;FEM;SG	V;IPFV;POS;NFIN
subdivisões	dělení	subdivisão	dělení	N;FEM;PL	N;NOM;NEUT;SG;POS
macho	macho	macho	macho	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
macho	mužské	macho	mužský	N;MASC;SG	ADJ;NOM;MASC;PL;POS
macho	mužský	macho	mužský	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
saxônia	sasko	saxônia	sasko	N;FEM;SG	PROPN;NOM;NEUT;SG;POS
detroit	detroitu	detroit	detroit	N;MASC;SG	PROPN;INAN;GEN;MASC;SG;POS
detroit	detroit	detroit	detroit	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
ouvido	uši	ouvir	ucho	V;MASC;SG;V.PTCP	N;NOM;FEM;PL;POS
ouvido	ucha	ouvir	ucho	V;MASC;SG;V.PTCP	N;NOM;NEUT;PL;POS
ouvido	ouška	ouvir	ouška	V;MASC;SG;V.PTCP	N;NOM;NEUT;PL;POS
ouvido	ušní	ouvir	ušní	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;POS
ouvido	ucho	ouvir	ucho	V;MASC;SG;V.PTCP	N;NOM;NEUT;SG;POS
perdas	ztráta	perda	ztráta	N;FEM;PL	N;NOM;FEM;SG;POS
perdas	prohra	perda	prohra	N;FEM;PL	N;NOM;FEM;SG;POS
urbanas	městský	urbano	městský	N;FEM;PL	ADJ;INAN;NOM;MASC;SG;POS
urbanas	městská	urbano	městský	N;FEM;PL	ADJ;NOM;FEM;SG;POS
urbanas	městské	urbano	městský	N;FEM;PL	ADJ;NOM;FEM;SG;POS
lesões	zranění	lesão	zranění	N;FEM;PL	N;NOM;NEUT;SG;POS
lesões	úraz	lesão	úraz	N;FEM;PL	N;INAN;NOM;MASC;SG;POS
lesões	újma	lesão	újma	N;FEM;PL	N;NOM;FEM;SG;POS
lesões	poranění	lesão	poranění	N;FEM;PL	N;NOM;NEUT;SG;POS
lesões	zranění	lesão	zranění	N;FEM;PL	N;NOM;NEUT;SG;POS
lesões	poranění	lesão	poranění	N;FEM;PL	N;NOM;NEUT;SG;POS
nervoso	nervózní	nervoso	nervózní	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
han	hana	han	hana	N;MASC;SG	PROPN;NOM;FEM;SG;POS
han	han	han	han	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
soviéticos	sovětská	soviético	sovětský	N;MASC;PL	ADJ;NOM;FEM;SG;POS
soviéticos	sovětské	soviético	sovětský	N;MASC;PL	ADJ;NOM;MASC;PL;POS
soviéticos	sovětský	soviético	sovětský	N;MASC;PL	ADJ;INAN;NOM;MASC;SG;POS
febre	horečky	febre	horečka	N;FEM;SG	N;NOM;FEM;PL;POS
transformando	otáčení	transformar	otáčení	V;V.MSDR	N;NOM;NEUT;SG;POS
ltd	ltd	ltd	ltd	N;MASC;SG	PROPN;NOM;MASC;SG;POS
separadas	oddělené	separar	oddělený	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;PL;POS
separadas	oddělená	separar	oddělený	V;FEM;PL;V.PTCP	ADJ;NOM;FEM;SG;POS
separadas	oddělený	separar	oddělený	V;FEM;PL;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
separadas	odděleny	separar	oddělený	V;FEM;PL;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
hudson	hudson	hudson	hudson	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
elvis	elvis	elvi	elvis	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
cobra	hadí	cobrar	hadit	N;FEM;SG	ADJ;NOM;MASC;SG;POS
andamento	progress	andamento	progress	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
escolhidos	zvolen	escolher	zvolený	V;MASC;PL;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
escolhidos	vybrána	escolher	vybraný	V;MASC;PL;V.PTCP	ADJ;POS;V.PTCP;PASS
escolhidos	zvolený	escolher	zvolený	V;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS
escolhidos	zvolená	escolher	zvolený	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;POS
ice	ice	ice	ice	N;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
colecção	sbírky	colecção	sbírka	N;FEM;SG	N;NOM;FEM;PL;POS
cine	cine	cine	cinout	N;MASC;SG	PROPN;FEM;SG;POS
ruth	ruth	ruth	ruth	N;FEM;SG	PROPN;NOM;FEM;SG;POS
jesse	jesse	jesser	jesse	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
romântico	romantika	romântico	romantik	ADJ;MASC;SG	N;NOM;FEM;SG;POS
romântico	romantik	romântico	romantik	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG;POS
divididas	rozdělený	dividir	rozdělený	V;FEM;PL;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
divididas	rozdělené	dividir	rozdělený	V;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS
divididas	rozdělená	dividir	rozdělený	V;FEM;PL;V.PTCP	ADJ;NOM;FEM;SG;POS
divididas	rozdělena	dividir	rozdělený	V;FEM;PL;V.PTCP	ADJ;POS;V.PTCP;PASS
riscos	riziko	risco	riziko	N;MASC;PL	N;NOM;NEUT;SG;POS
riscos	riskovat	risco	riskovat	N;MASC;PL	V;POS;NFIN
riscos	riziko	risco	riziko	N;MASC;PL	N;NOM;NEUT;SG;POS
riscos	risk	risco	risk	N;MASC;PL	N;INAN;NOM;MASC;SG;POS
trocar	přepínač	trocar	přepínač	V;NFIN	N;INAN;NOM;MASC;SG;POS
trocar	výměna	trocar	výměna	V;NFIN	N;NOM;FEM;SG;POS
ted	ted	ted	ted	N;MASC;SG	PROPN;NOM;MASC;SG;POS
mônica	monica	mônica	monica	N;FEM;SG	PROPN;NOM;FEM;SG;POS
consistia	spočívala	consistir	spočívat	V;IND;SG;3;IPFV;FIN	V;IPFV;POS;PST;V.PTCP;ACT
hart	hart	hart	hart	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
hart	hartová	hart	hartová	N;MASC;SG	ADJ;NOM;FEM;SG;POS
mensal	měsíčně	mensal	měsíčně	ADJ;MASC;SG	ADV;POS
favorito	záložky	favorito	záložka	N;MASC;SG	N;NOM;FEM;PL;POS
favorito	oblíbené	favorito	oblíbený	N;MASC;SG	ADJ;NOM;NEUT;SG;POS
favorito	oblíbená	favorito	oblíbený	N;MASC;SG	ADJ;NOM;FEM;SG;POS
favorito	oblíbené	favorito	oblíbený	N;MASC;SG	ADJ;NOM;NEUT;SG;POS
favorito	nejoblíbenější	favorito	oblíbený	N;MASC;SG	ADJ;NOM;RL;MASC;SG;POS
favorito	oblíbená	favorito	oblíbený	N;MASC;SG	ADJ;NOM;FEM;SG;POS
favorito	oblíbený	favorito	oblíbený	N;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
espetáculos	ukazuje	espetáculo	ukazovat	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
espetáculos	zobrazí	espetáculo	zobrazit	N;MASC;PL	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
martín	martín	martín	martín	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
martín	martine	martín	martina	N;MASC;SG	INTJ
martín	martin	martín	martin	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
selecionado	vybrán	selecionar	vybraný	V;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
selecionado	vybraná	selecionar	vybraný	V;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
selecionado	vybráno	selecionar	vybraný	V;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
selecionado	vybrané	selecionar	vybraný	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;PL;POS
selecionado	vybraný	selecionar	vybraný	V;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
irene	irene	irene	irene	N;FEM;SG	PROPN;NOM;FEM;SG;POS
bebidas	nápoj	bebida	nápoj	N;FEM;PL	N;INAN;NOM;MASC;SG;POS
bebidas	pití	bebida	pití	N;FEM;PL	N;NOM;NEUT;SG;POS
caçador	hunter	caçador	hunter	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
atacado	velkoobchodní	atacar	velkoobchodní	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;POS
atacado	velkoobchod	atacar	velkoobchod	V;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG;POS
atacado	napaden	atacar	napadený	V;MASC;SG;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
atacado	napadena	atacar	napadený	V;MASC;SG;V.PTCP	ADJ;POS;V.PTCP;PASS
atacado	napadli	atacar	napadnout	V;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
quentes	teplé	quente	teplý	ADJ;MASC;PL	ADJ;NOM;NEUT;SG;POS
quentes	teplo	quente	teplo	ADJ;MASC;PL	N;NOM;NEUT;SG;POS
quentes	teplá	quente	teplý	ADJ;MASC;PL	ADJ;NOM;FEM;SG;POS
quentes	teplý	quente	teplý	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG;POS
murphy	murphy	murphy	murpha	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
ante	ante	ante	ante	ADP	PROPN;NOM;MASC;SG;POS
pacote	zabalit	pacote	zabalit	N;MASC;SG	V;PFV;POS;NFIN
pacote	sbalit	pacote	sbalit	N;MASC;SG	V;PFV;POS;NFIN
silêncio	tiše	silêncio	tiše	N;MASC;SG	ADV;POS
silêncio	tichá	silêncio	tichý	N;MASC;SG	ADJ;NOM;FEM;SG;POS
silêncio	tichý	silêncio	tichý	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
nicholas	nicholas	nichola	nicholas	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG;POS
kenneth	kenneth	kenneth	kennetha	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
buraco	díry	buraco	díra	N;MASC;SG	N;NOM;FEM;PL;POS
romanas	římské	romano	římský	N;FEM;PL	ADJ;NOM;NEUT;PL;POS
romanas	roman	romano	roman	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG;POS
romanas	římská	romano	římský	N;FEM;PL	ADJ;NOM;FEM;SG;POS
romanas	romane	romano	romane	N;FEM;PL	N;NOM;MASC;SG;POS
romanas	říman	romano	říman	N;FEM;PL	N;ANIM;NOM;MASC;SG;POS
helen	helena	helen	helený	N;FEM;SG	PROPN;NOM;FEM;SG;POS
helen	helen	helen	helený	N;FEM;SG	PROPN;NOM;FEM;SG;POS
sentiu	cítila	sentir	cítit	V;IND;SG;3;PST;FIN	V;IPFV;POS;PST;V.PTCP;ACT
esperando	čekání	esperar	čekání	V;V.MSDR	N;NOM;NEUT;SG;POS
madame	madame	madame	madame	N;FEM;SG	PROPN;FEM;POS
ernest	ernest	ernest	ernest	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
cap	cap	cap	cap	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
delegado	přenesené	delegado	přenesený	N;MASC;SG	ADJ;NOM;NEUT;SG;POS
