apg	apg	apg	apg		N;INDF;MASC;SG
recenzji	recenzii	recenzja	recenzie	V;IPFV;IND;SG;2;FIN;ACT	N;INDF;FEM;PL
pastor	pastorul	pastor	pastor	N;NOM;MASC;SG	N;DEF;MASC;SG
pastor	pastore	pastor	pastor	N;NOM;MASC;SG	
brzegi	marginile	brzeg	margine	N;NOM;MASC;PL	N;DEF;FEM;PL
urban	urban	urbany	urban		ADJ;INDF;MASC;SG
urban	urbane	urbany	urban		ADJ;INDF;FEM;PL
urban	urbana	urbany	urbană		N;DEF;FEM;SG
zaatakował	agresat	zaatakować	agresa	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;MASC;SG
zaatakował	atacata	zaatakować	atacat	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;DEF;FEM;SG
zaatakował	atacat	zaatakować	ataca	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;MASC;SG
turystyczna	turist	turystyczny	turist	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
turystyczna	turistice	turystyczny	turistic	ADJ;NOM;FEM;SG	ADJ;INDF;FEM;PL
symboli	simbolurile	symbolia	simbol		N;DEF;FEM;PL
symboli	simboluri	symbolia	simbol		N;INDF;FEM;PL
podania	aplicatii	podać	aplicat	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;INDF;FEM;PL
podania	cereri	podać	cerere	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;INDF;FEM;PL
podania	aplicatii	podać	aplicat	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;INDF;FEM;PL
zabił	ucis	zabić	ucis	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;MASC;SG
zabił	ucisa	zabić	ucisa	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;DEF;FEM;SG
zabił	omorat	zabić	omora	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;MASC;SG
rzeczywistość	realitate	rzeczywistość	realitate	N;NOM;FEM;SG	N;INDF;FEM;SG
rzeczywistość	realitatea	rzeczywistość	realitate	N;NOM;FEM;SG	N;DEF;FEM;SG
korporacji	societati	korporacja	societati	N;GEN;FEM;SG	N;INDF;FEM;PL
ludzkości	omenirea	ludzkość	omenire	N;GEN;FEM;SG	N;DEF;FEM;SG
ludzkości	umanitate	ludzkość	umanitate	N;GEN;FEM;SG	N;INDF;FEM;SG
ludzkości	omenire	ludzkość	omenire	N;GEN;FEM;SG	N;INDF;FEM;SG
ludzkości	umanitatea	ludzkość	umanitate	N;GEN;FEM;SG	N;DEF;FEM;SG
ludzkości	omenirea	ludzkość	omenire	N;GEN;FEM;SG	N;DEF;FEM;SG
ludzkości	omenirii	ludzkość	omenire	N;GEN;FEM;SG	N;DEF;FEM;SG
ludzkości	omenire	ludzkość	omenire	N;GEN;FEM;SG	N;INDF;FEM;SG
twierdza	fortareata	twierdzać	fortareat		N;DEF;FEM;SG
twierdza	cetatea	twierdzać	cetate		N;DEF;FEM;SG
twierdza	fortareata	twierdzać	fortareat		N;DEF;FEM;SG
obserwacje	observare	obserwacja	observare	N;NOM;FEM;PL	N;INDF;FEM;SG
obserwacje	observatie	obserwacja	observatie	N;NOM;FEM;PL	N;INDF;FEM;SG
satelity	satelitul	satelita	satelit	N;ACC;FEM;PL	N;DEF;MASC;SG
satelity	satelit	satelita	satelit	N;ACC;FEM;PL	N;INDF;MASC;SG
szyi	gatul	szyi	gat		N;DEF;MASC;SG
młodzi	tanara	młody	tanară	N;NOM;MASC;PL	ADJ;DEF;FEM;SG
młodzi	tanar	młody	tanar	N;NOM;MASC;PL	ADJ;INDF;MASC;SG
młodzi	tinere	młody	tânăr	N;NOM;MASC;PL	ADJ;INDF;FEM;PL
młodzi	young	młody	young	N;NOM;MASC;PL	PROPN
akademickich	academic	akademicki	academic	ADJ;GEN;MASC;PL	ADJ;INDF;MASC;SG
akademickich	academica	akademicki	academică	ADJ;GEN;MASC;PL	N;DEF;FEM;SG
stalina	stalin	stalina	stalin		PROPN
borys	boris	borys	boris	PROPN;NOM;MASC;SG	PROPN
uznana	recunoscute	uznać	recunoscut	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
uznana	recunoscuta	uznać	recunoaște	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
uznana	recunoscute	uznać	recunoscut	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
uznana	recunoscuta	uznać	recunoaște	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
tożsamość	identitate	tożsamość	identitate	N;ACC;FEM;SG	N;INDF;FEM;SG
tożsamość	identitatea	tożsamość	identitate	N;ACC;FEM;SG	N;DEF;FEM;SG
machine	masina	machina	masină		N;DEF;FEM;SG
składników	ingredientele	składnik	ingredient	N;GEN;MASC;PL	N;DEF;FEM;PL
sławy	vedete	sława	vedet		N;INDF;FEM;PL
sławy	faima	sława	faimă		N;DEF;FEM;SG
sławy	faima	sława	faimă		N;DEF;FEM;SG
sławy	fame	sława	famă		N;INDF;MASC;SG
wykonawcy	antreprenor	wykonawca	antreprenor	N;NOM;MASC;PL	N;INDF;MASC;SG
wykonawcy	contractor	wykonawca	contractor	N;NOM;MASC;PL	N;INDF;MASC;SG
zaliczony	numarate	zaliczyć	numarate	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
zaliczony	numarat	zaliczyć	numarat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
zaliczony	numarat	zaliczyć	numarat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP
beta	beta	bet	beta		N;INDF;MASC
rodríguez	rodriguez	rodríguez	rodriguez	PROPN;NOM;MASC;SG	PROPN
rodríguez	rodríguez	rodríguez	rodrguez	PROPN;NOM;MASC;SG	PROPN
zysk	profitul	zysk	profit	N;NOM;MASC;SG	N;DEF;MASC;SG
zysk	castig	zysk	castig	N;NOM;MASC;SG	
zysk	profiturilor	zysk	profit	N;NOM;MASC;SG	N;DEF;FEM;PL
zysk	profituri	zysk	profit	N;NOM;MASC;SG	N;INDF;FEM;PL
zysk	profiturile	zysk	profit	N;NOM;MASC;SG	N;DEF;FEM;PL
ring	ring	ring	ring		N;INDF;MASC;SG
ring	inelul	ring	inel		N;DEF;MASC;SG
ring	inel	ring	inel		N;INDF;MASC;SG
ludzkie	umane	ludzki	uman	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
ludzkie	om	ludzki	om	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
ludzkie	umana	ludzki	umană	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
wykonywanie	efectuarea	wykonywać	efectuare	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;DEF;FEM;SG
resztki	resturile	resztka	rest	N;ACC;FEM;PL	N;DEF;FEM;PL
martínez	martínez	martrnez	martínez	PROPN;NOM;MASC;SG	PROPN
dzieciństwa	copilarie	dzieciństwo	copilarie	N;GEN;NEUT;SG	N;INDF;FEM;SG
dzieciństwa	copilarie	dzieciństwo	copilarie	N;GEN;NEUT;SG	N;INDF;FEM;SG
dzieciństwa	copilaria	dzieciństwo	copilarie	N;GEN;NEUT;SG	N;DEF;FEM;SG
dzieciństwa	copilaria	dzieciństwo	copilarie	N;GEN;NEUT;SG	N;DEF;FEM;SG
portów	porturile	port	port	N;GEN;MASC;PL	N;DEF;FEM;PL
nicholas	nicholas	nicholas	nicholas	PROPN;NOM;MASC;SG	PROPN
nicholas	nicolae	nicholas	nicolae	PROPN;NOM;MASC;SG	PROPN
mateusza	matei	mateusz	mată	N;ACC;MASC;SG	N;DEF;MASC;SG
mateusza	matthew	mateusz	matthew	N;ACC;MASC;SG	PROPN
punk	derbedeu	punk	derbedeu		N;INDF;MASC;SG
punk	punk	punk	punk		N;INDF;MASC;SG
brać	ia	brać	lua	V;IPFV;NFIN;ACT	
brać	luati	brać	lua	V;IPFV;NFIN;ACT	
specjalistów	profesionisti	specjalista	profesionist	N;ACC;MASC;PL	ADJ;INDF;MASC;PL
specjalistów	profesionisti	specjalista	profesionist	N;ACC;MASC;PL	ADJ;INDF;MASC;PL
spencer	spencer	spencer	spencer	PROPN;NOM;MASC;SG	PROPN
wiatru	vantul	wiatr	vant	N;GEN;MASC;SG	N;DEF;MASC;SG
wiatru	vant	wiatr	vant	N;GEN;MASC;SG	
wiatru	vant	wiatr	vant	N;GEN;MASC;SG	
wiatru	wind	wiatr	wind	N;GEN;MASC;SG	PROPN
wiatru	vantul	wiatr	vant	N;GEN;MASC;SG	N;DEF;MASC;SG
syberii	siberia	syberia	siberie	N;GEN;FEM;SG	N;DEF;FEM;SG
tarcza	scutul	tarczyć	scut	N;NOM;FEM;SG	N;DEF;MASC;SG
romuald	romuald	romuald	romuald	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
przedstawiciela	reprezentativ	przedstawiciel	reprezentativ	N;ACC;MASC;SG	ADJ;INDF;MASC;SG
przedstawiciela	reprezentativa	przedstawiciel	reprezentativ	N;ACC;MASC;SG	ADJ;DEF;FEM;SG
przedstawiciela	reprezentantul	przedstawiciel	reprezentant	N;ACC;MASC;SG	N;DEF;MASC;SG
przedstawiciela	reprezentative	przedstawiciel	reprezentativ	N;ACC;MASC;SG	ADJ;INDF;FEM;PL
piwo	bere	piwo	bere	N;NOM;NEUT;SG	N;INDF;FEM;SG
piwo	berea	piwo	bere	N;NOM;NEUT;SG	N;DEF;FEM;SG
piwo	beri	piwo	beri	N;NOM;NEUT;SG	N;INDF;FEM;PL
piwo	berile	piwo	beră	N;NOM;NEUT;SG	N;DEF;FEM;PL
kultur	culturile	kultur	cultură		N;DEF;FEM;PL
kultur	culturi	kultur	cultură		N;INDF;FEM;PL
willi	willi	willa	willi	N;GEN;FEM;SG	PROPN
willi	vile	willa	vilă	N;GEN;FEM;SG	N;INDF;FEM;PL
katastrof	dezastrele	katastrofa	dezastru	N;GEN;FEM;PL	N;DEF;FEM;PL
komenda	comanda	komenda	comandă		N;DEF;FEM;SG
komenda	comanda	komenda	comandă		N;DEF;FEM;SG
atlantic	atlantic	atlantic	atlantic		ADV
atlantic	atlanticul	atlantic	atlantic		N;DEF;MASC;SG
atlantic	atlanticului	atlantic	atlantic		N;DEF;MASC;SG
pokonać	infrangere	pokonać	infrangere	V;PFV;NFIN;ACT	N;INDF;FEM;SG
pokonać	infrangerea	pokonać	infrangere	V;PFV;NFIN;ACT	N;DEF;FEM;SG
age	varsta	age	varsta		N;DEF;FEM;SG
age	varsta	age	varsta		N;DEF;FEM;SG
age	varsta	age	varsta		N;DEF;FEM;SG
rysunek	poza	rysunek	poză	N;NOM;MASC;SG	N;DEF;FEM;SG
rysunek	poza	rysunek	poză	N;NOM;MASC;SG	N;DEF;FEM;SG
rysunek	imagine	rysunek	imagine	N;NOM;MASC;SG	N;INDF;FEM;SG
rysunek	schita	rysunek	schită	N;NOM;MASC;SG	N;DEF;FEM;SG
rysunek	schita	rysunek	schită	N;NOM;MASC;SG	N;DEF;FEM;SG
rysunek	schita	rysunek	schită	N;NOM;MASC;SG	N;DEF;FEM;SG
rysunek	figura	rysunek	figură	N;NOM;MASC;SG	N;DEF;FEM;SG
rysunek	figura	rysunek	figură	N;NOM;MASC;SG	N;DEF;FEM;SG
rysunek	desenul	rysunek	desen	N;NOM;MASC;SG	N;DEF;MASC;SG
rysunek	desenez	rysunek	deseni	N;NOM;MASC;SG	V;IND;SG;1;PRS;FIN
widząc	vazand	widzieć	vazand	V;IPFV;PRS;V.CVB;ACT	ADJ;INDF;MASC;SG
urzędnicy	oficiali	urzędnik	oficial	N;NOM;MASC;PL	ADJ;INDF;MASC;PL
urzędnicy	functionarii	urzędnik	functionar	N;NOM;MASC;PL	N;DEF;MASC;PL
urzędnicy	oficialii	urzędnik	oficial	N;NOM;MASC;PL	N;DEF;MASC;PL
panorama	panorama	panoram	panoramă	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;SG
panorama	panorama	panoram	panoramă	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;SG
gitarze	chitara	gitarz	chitară	V;IPFV;IND;SG;PRS;FIN;ACT	N;DEF;FEM;SG
gitarze	chitara	gitarz	chitară	V;IPFV;IND;SG;PRS;FIN;ACT	N;DEF;FEM;SG
karne	pedeapsa	karny	pedeapsă	N;NOM;MASC;SG	N;DEF;FEM;SG
karne	pedeapsa	karny	pedeapsă	N;NOM;MASC;SG	N;DEF;FEM;SG
karne	penalizare	karny	penalizare	N;NOM;MASC;SG	N;INDF;FEM;SG
dole	dole	dół	dolă	V;PFV;IND;SG;PRS;FIN;ACT	PROPN
marsa	mars	marsa	mars		N;INDF;MASC;SG
podpis	descriere	podpis	descriere	N;ACC;MASC;SG	N;INDF;FEM;SG
podpis	legenda	podpis	legendă	N;ACC;MASC;SG	N;DEF;FEM;SG
podpis	semnatura	podpis	semnatură	N;ACC;MASC;SG	N;DEF;FEM;SG
podpis	semnatura	podpis	semnatură	N;ACC;MASC;SG	N;DEF;FEM;SG
podpis	semnatura	podpis	semnatură	N;ACC;MASC;SG	N;DEF;FEM;SG
znajomości	legaturi	znajomość	legatură	N;GEN;FEM;SG	N;INDF;FEM;PL
znajomości	conexiuni	znajomość	conexiune	N;GEN;FEM;SG	N;INDF;FEM;PL
nigerii	nigerian	nigeria	nigerian		N;INDF;MASC;SG
nigerii	nigeria	nigeria	nigerie		PROPN
posiadać	au	posiadać	avea	V;IPFV;NFIN;ACT	V;PL;3
potencjał	potential	potencjać	potential	N;ACC;MASC;SG	ADJ;INDF;MASC;SG
potencjał	potentialul	potencjać	potential	N;ACC;MASC;SG	N;DEF;MASC;SG
potencjał	potential	potencjać	potential	N;ACC;MASC;SG	ADJ;INDF;MASC;SG
włoskie	italiana	włoski	italiană	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
włoskie	italiana	włoski	italiană	ADJ;NOM;NEUT;SG	N;DEF;FEM;SG
xbox	xbox	xbox	xbox		N;INDF;MASC;SG
niespodziewanie	surprinzator	niespodziewanie	surprinzator	ADV	ADJ;INDF;MASC;SG
niespodziewanie	surprinzator	niespodziewanie	surprinzator	ADV	ADJ;INDF;MASC;SG
wirginia	virginia	wirginia	virginie		N;DEF;FEM;SG
dick	scula	dick	scula	PROPN;NOM;MASC;SG	N;DEF;FEM;SG
dick	dick	dick	dick	PROPN;NOM;MASC;SG	PROPN
dick	pula	dick	pula	PROPN;NOM;MASC;SG	N;DEF;FEM;SG
dick	pula	dick	pula	PROPN;NOM;MASC;SG	N;DEF;FEM;SG
konie	cailor	koń	cal	N;NOM;MASC;PL	N;DEF;MASC;PL
konie	caii	koń	cal	N;NOM;MASC;PL	N;DEF;MASC;PL
konie	calul	koń	cal	N;NOM;MASC;PL	N;DEF;MASC;SG
konie	horse	koń	horsă	N;NOM;MASC;PL	
konie	cal	koń	cal	N;NOM;MASC;PL	N;INDF;MASC;SG
agresji	agresiune	agresja	agresiune	N;GEN;FEM;SG	N;INDF;FEM;SG
agresji	agresivitate	agresja	agresivitate	N;GEN;FEM;SG	N;INDF;FEM;SG
agresji	agresiunea	agresja	agresiune	N;GEN;FEM;SG	N;DEF;FEM;SG
kiss	pup	kiss	pup		V;IND;SG;1;PRS;FIN
rezerw	rezervele	rezerw	rezervă		N;DEF;FEM;PL
rezerw	rezerve	rezerw	rezervă		N;INDF;FEM;PL
kolejność	comanda	kolejność	comandă	N;NOM;FEM;SG	N;DEF;FEM;SG
kolejność	ordinea	kolejność	ordine	N;NOM;FEM;SG	N;DEF;FEM;SG
kolejność	comanda	kolejność	comandă	N;NOM;FEM;SG	N;DEF;FEM;SG
kolejność	ordine	kolejność	ordine	N;NOM;FEM;SG	N;INDF;FEM;SG
kolejność	secventa	kolejność	secventa	N;NOM;FEM;SG	N;DEF;FEM;SG
imigrantów	imigrant	imigrant	imigrant	N;GEN;MASC;PL	N;INDF;MASC;SG
pogrzeb	inmormantare	pogrzeb	inmormantare	N;NOM;MASC;SG	N;INDF;FEM;SG
pogrzeb	inmormantare	pogrzeb	inmormantare	N;NOM;MASC;SG	N;INDF;FEM;SG
pogrzeb	funeralii	pogrzeb	funeralii	N;NOM;MASC;SG	N;DEF;MASC;PL
pogrzeb	inmormantarea	pogrzeb	inmormantare	N;NOM;MASC;SG	N;DEF;FEM;SG
pogrzeb	funeraliile	pogrzeb	funeralii	N;NOM;MASC;SG	N;DEF;FEM;PL
angelo	angelo	angelo	angelo		PROPN
mostów	podurile	most	pod	N;GEN;MASC;PL	N;DEF;FEM;PL
petra	petra	petr	petra	PROPN;NOM;FEM;SG	PROPN
bułgaria	bulgaria	bułgarium	bulgarie	N;NOM;FEM;SG	PROPN
straße	straße	stras	straße	INTJ	N;INDF;MASC;SG
kopia	copia	kopia	copie	N;NOM;FEM;SG	N;DEF;FEM;SG
kopia	copiere	kopia	copiere	N;NOM;FEM;SG	N;INDF;FEM;SG
kopia	copie	kopia	copie	N;NOM;FEM;SG	N;INDF;FEM;SG
kopia	copiaza	kopia	copiază	N;NOM;FEM;SG	V;IND;SG;3;IPFV;FIN
podróżnik	calator	podróżnik	calator	N;NOM;MASC;SG	
podróżnik	calator	podróżnik	calator	N;NOM;MASC;SG	
bogate	bogata	bogaty	bogat	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
bogate	bogata	bogaty	bogat	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
bogate	rich	bogaty	rich	ADJ;NOM;NEUT;SG	PROPN
odziedziczył	mostenit	odziedziczyć	mostenit	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;MASC;SG
odziedziczył	mostenit	odziedziczyć	mostenit	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;MASC;SG
delegacji	delegatia	delegacja	delegatie	N;GEN;FEM;SG	N;DEF;FEM;SG
delegacji	delegarea	delegacja	delegare	N;GEN;FEM;SG	N;DEF;FEM;SG
delegacji	delegare	delegacja	delegare	N;GEN;FEM;SG	N;INDF;FEM;SG
ems	ems	ems	ems		N;INDF;MASC;SG
chelsea	chelsea	chelsie	chelsea		N;DEF;FEM;SG
zwolennicy	suporterii	zwolennik	suporter	N;NOM;MASC;PL	N;DEF;MASC;PL
wątek	firul	wątek	fir	N;ACC;MASC;SG	N;DEF;MASC;SG
związani	legata	związać	legată	ADJ;NOM;MASC;PL	ADJ;DEF;FEM;SG
związani	legat	związać	lega	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
nigdzie	niciunde	nigdzie	niciunde		ADV
ograniczone	limited	ograniczyć	limited	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
ograniczone	limitate	ograniczyć	limitat	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
ograniczone	limitata	ograniczyć	limitat	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
kowalczyk	kowalczyk	kowalczyk	kowalczyk	PROPN;NOM;MASC;SG	PROPN
amerykanów	americanilor	amerykanin	american	N;GEN;MASC;PL	N;DEF;MASC;PL
amerykanów	americanii	amerykanin	american	N;GEN;MASC;PL	N;DEF;MASC;PL
amerykanów	americani	amerykanin	american	N;GEN;MASC;PL	ADJ;INDF;MASC;PL
dowolny	freestyle	dowolny	freestyle	ADJ;NOM;MASC;SG	
dowolny	oricare	dowolny	oricare	ADJ;NOM;MASC;SG	PRO;3
dowolny	orice	dowolny	orice	ADJ;NOM;MASC;SG	PRO;SG;3
alfons	alfonso	alfons	alfonso	PROPN;NOM;MASC;SG	PROPN
alfons	proxenet	alfons	proxenet	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
właściwy	competenta	właściwy	competent	ADJ;NOM;MASC;SG	N;DEF;FEM;SG
właściwy	competente	właściwy	competent	ADJ;NOM;MASC;SG	ADJ;INDF;FEM;PL
amerykanin	american	amerykanin	american	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
amerykanin	americana	amerykanin	americană	N;NOM;MASC;SG	N;DEF;FEM;SG
amerykanin	americanca	amerykanin	americancă	N;NOM;MASC;SG	N;DEF;FEM;SG
bordeaux	bordeaux	bordeaux	bordeaux	N;NOM;MASC;SG	PROPN
teorie	teorie	teoria	teorie	N;NOM;FEM;PL	N;INDF;FEM;SG
teorie	teoria	teoria	teorie	N;NOM;FEM;PL	N;DEF;FEM;SG
teorie	teoriile	teoria	teorie	N;NOM;FEM;PL	N;DEF;FEM;PL
hierarchii	ierarhia	hierarchia	ierarhie	N;GEN;FEM;SG	N;DEF;FEM;SG
hierarchii	ierarhie	hierarchia	ierarhie	N;GEN;FEM;SG	N;INDF;FEM;SG
centralne	centrala	centralny	centrală	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
centralne	centrale	centralny	centrală	ADJ;NOM;NEUT;SG	N;INDF;FEM;PL
centralne	centrala	centralny	centrală	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
porsche	porsche	porscha	porsche		N;INDF;MASC;SG
emilia	emilia	emilia	emilie	PROPN;NOM;FEM;SG	N;DEF;FEM;SG
emilia	emilie	emilia	emilie	PROPN;NOM;FEM;SG	PROPN
sołectwo	sołectwo	sołectwo	sołectwo	N;NOM;NEUT;SG	
powiązane	asociate	powiązać	asociat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
powiązane	asociata	powiązać	asociat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
powiązane	conectate	powiązać	conecta	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
powiązane	conectata	powiązać	conectata	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;DEF;FEM;SG
powiązane	legate	powiązać	legat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
powiązane	legata	powiązać	legată	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;DEF;FEM;SG
powiązane	legate	powiązać	legat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;INDF;FEM;PL
milion	milioane	milion	milion		NUM;INDF;FEM;PL
milion	milion	milion	milion		NUM;INDF;MASC;SG
etiopii	etiopia	etiopia	etiopia		N;DEF;FEM;SG
etiopii	etiopian	etiopia	etiopian		ADJ;INDF;MASC;SG
błędne	eronata	błędny	eronată	ADJ;NOM;NEUT;SG	ADJ;DEF;FEM;SG
błędne	eronate	błędny	erona	ADJ;NOM;NEUT;SG	ADJ;INDF;FEM;PL
otwór	hole	otwór	hol	N;NOM;MASC;SG	
otwór	gaura	otwór	gaură	N;NOM;MASC;SG	N;DEF;FEM;SG
otwór	gaura	otwór	gaură	N;NOM;MASC;SG	N;DEF;FEM;SG
justyna	justine	justyn	justin	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
justyna	justin	justyn	justin	PROPN;NOM;FEM;SG	
propagandy	propaganda	propaganda	propagandă	N;GEN;FEM;SG	N;DEF;FEM;SG
propagandy	propaganda	propaganda	propagandă	N;GEN;FEM;SG	N;DEF;FEM;SG
odpowiedzialność	responsabilitate	odpowiedzialność	responsabilitate	N;NOM;FEM;SG	N;INDF;FEM;SG
odpowiedzialność	raspundere	odpowiedzialność	raspundere	N;NOM;FEM;SG	N;INDF;FEM;SG
odpowiedzialność	raspunderea	odpowiedzialność	raspundere	N;NOM;FEM;SG	N;DEF;FEM;SG
odpowiedzialność	responsabilitati	odpowiedzialność	responsabilitat	N;NOM;FEM;SG	N;INDF;MASC;PL
odpowiedzialność	responsabilitatile	odpowiedzialność	responsabilitate	N;NOM;FEM;SG	N;DEF;FEM;PL
odpowiedzialność	responsabilitatea	odpowiedzialność	responsabilitate	N;NOM;FEM;SG	N;DEF;FEM;SG
odpowiedzialność	responsabilitate	odpowiedzialność	responsabilitate	N;NOM;FEM;SG	N;INDF;FEM;SG
odpowiedzialność	responsabilitate	odpowiedzialność	responsabilitate	N;NOM;FEM;SG	N;INDF;FEM;SG
police	politie	polic	politie		N;INDF;FEM;SG
police	politia	polic	politie		N;DEF;FEM;SG
police	politia	polic	politie		N;DEF;FEM;SG
bundesligi	bundesliga	bundesliga	bundesligă	N;ACC;MASC;PL	N;DEF;FEM;SG
dysku	discul	dysk	disc	N;GEN;MASC;SG	N;DEF;MASC;SG
dysku	discheta	dysk	discheta	N;GEN;MASC;SG	N;DEF;FEM;SG
liu	liu	liel	liu	PROPN;NOM;MASC;SG	N
wyjaśnienia	explicatie	wyjaśnienie	explicatie	N;NOM;NEUT;SG	N;INDF;FEM;SG
wyjaśnienia	explicatia	wyjaśnienie	explicatie	N;NOM;NEUT;SG	N;DEF;FEM;SG
wyjaśnienia	explicatie	wyjaśnienie	explicatie	N;NOM;NEUT;SG	N;INDF;FEM;SG
wyjaśnienia	explicatii	wyjaśnienie	explicat	N;NOM;NEUT;SG	N;INDF;FEM;PL
wyjaśnienia	explicatii	wyjaśnienie	explicat	N;NOM;NEUT;SG	N;INDF;FEM;PL
wyjaśnienia	clarificare	wyjaśnienie	clarificare	N;NOM;NEUT;SG	N;INDF;FEM;SG
wyjaśnienia	clarificari	wyjaśnienie	clarificare	N;NOM;NEUT;SG	N;INDF;FEM;PL
wyjaśnienia	clarificarea	wyjaśnienie	clarificare	N;NOM;NEUT;SG	N;DEF;FEM;SG
ołeksandr	oleksandr	ołeksandr	oleksandr	N;NOM;MASC;SG	PROPN
okrążenia	poala	okrążyć	poală	N;NOM;NEUT;PL	N;DEF;FEM;SG
okrążenia	poala	okrążyć	poală	N;NOM;NEUT;PL	N;DEF;FEM;SG
hop	hop	hop	hop		N;INDF;MASC;SG
współrzędnych	coordonatele	współrzędny	coordonată	ADJ;GEN;MASC;PL	N;DEF;FEM;PL
współrzędnych	coordonate	współrzędny	coordonată	ADJ;GEN;MASC;PL	N;INDF;FEM;PL
marynarzy	marinarii	marynarz	marinar	N;GEN;MASC;PL	N;DEF;MASC;PL
marynarzy	marinarii	marynarz	marinar	N;GEN;MASC;PL	N;DEF;MASC;PL
marynarzy	marinarilor	marynarz	marinar	N;GEN;MASC;PL	N;DEF;MASC;PL
marynarzy	navigatorilor	marynarz	navigator	N;GEN;MASC;PL	N;DEF;MASC;PL
marynarzy	mariners	marynarz	mariners	N;GEN;MASC;PL	N;INDF;MASC;SG
avenue	avenue	avenu	avenue		N;INDF;MASC;SG
gustav	gustav	gustav	gustav	PROPN;NOM;MASC;SG	PROPN
mobile	mobile	mobil	mobil		N;INDF;FEM;PL
mobile	mobil	mobil	mobil		N;INDF;MASC;SG
mobile	mobila	mobil	mobilă		N;DEF;FEM;SG
filadelfii	philly	filadelfia	philly	PROPN;NOM;MASC;SG	
filadelfii	philadelphia	filadelfia	philadelphie	PROPN;NOM;MASC;SG	PROPN
kadencja	termenul	kadencja	termen	N;NOM;FEM;SG	N;DEF;MASC;SG
kadencja	mentiune	kadencja	mentiune	N;NOM;FEM;SG	N;INDF;FEM;SG
kadencja	cadence	kadencja	cadenc	N;NOM;FEM;SG	
poczta	posta	poczta	postă	N;NOM;FEM;SG	N;DEF;FEM;SG
poczta	posta	poczta	postă	N;NOM;FEM;SG	N;DEF;FEM;SG
poczta	posteaza	poczta	postează	N;NOM;FEM;SG	V;IND;SG;3;IPFV;FIN
poczta	postare	poczta	postare	N;NOM;FEM;SG	N;INDF;FEM;SG
poczta	postarea	poczta	postare	N;NOM;FEM;SG	N;DEF;FEM;SG
