černych	τσερνίχ	černy	τσερνίχ	N;ANIM;NOM;MASC;SG	
čínske	κινέζικα	čínsky	κινέζικος	ADJ;NOM;NEUT;SG	N;NOM;NEUT;PL
čínske	κινέζοι	čínsky	κινέζος	ADJ;NOM;NEUT;SG	N;NOM;MASC;PL
mama	μάνα	mama	μάνας	N;NOM;FEM;SG	N;ACC;FEM;SG
zisku	κέρδος	ziska	κέρδος	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
zisku	κέρδη	ziska	κέρδος	N;INAN;GEN;MASC;SG	N;NOM;NEUT;PL
zaznamenané	καταγράφονται	zaznamenaný	καταγράφω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
zaznamenané	καταγράφεται	zaznamenaný	καταγράφω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
zaznamenané	καταγεγραμμένη	zaznamenaný	καταγεγράμμενος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
zaznamenané	καταγράφηκε	zaznamenaný	καταγράφω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
zaznamenané	σημειώθηκε	zaznamenaný	σημειώνω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
zaznamenané	σημείωσε	zaznamenaný	σημειώνω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
prepustený	κυκλοφόρησε	prepustený	κυκλοφορώ	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
prepustený	απελευθερώνεται	prepustený	απελευθερώνω	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
prepustený	εξιτήριο	prepustený	εξιτήριο	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;NEUT;SG
venuša	αφροδίτη	venuša	αφροδίτης	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
väzení	φυλακή	väzenie	φυλακή	N;NOM;NEUT;SG	N;ACC;FEM;SG
väzení	φυλακές	väzenie	φυλακή	N;NOM;NEUT;SG	N;NOM;FEM;PL
centrálne	κεντρικό	centrálne	κεντρικός	ADV	ADJ;NOM;NEUT;SG
centrálne	κεντρική	centrálne	κεντρικός	ADV	ADJ;NOM;FEM;SG
centrálne	κεντρικός	centrálne	κεντρικός	ADV	ADJ;NOM;MASC;SG
centrálne	central	centrálne	central	ADV	
budúci	επόμενος	budúci	επόμενος	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
budúci	επόμενη	budúci	επόμενος	N;ANIM;NOM;MASC;SG	ADJ;ACC;FEM;SG
budúci	επόμενο	budúci	επόμενος	N;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
harvard	harvard	harvard	harvard	N;ANIM;NOM;MASC;SG	
olympic	ολυμπιακή	olympica	ολυμπιακός	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
olympic	ολυμπιακός	olympica	ολυμπιακός	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
olympic	ολυμπιακό	olympica	ολυμπιακός	PROPN;ANIM;NOM;MASC;SG	
nepriateľov	εχθροί	nepriateľ	εχθρός	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
reprezentácia	εκπροσώπηση	reprezentácia	εκπροσώπηση	N;NOM;FEM;SG	N;ACC;FEM;SG
reprezentácia	αναπαράσταση	reprezentácia	αναπαράσταση	N;NOM;FEM;SG	N;ACC;FEM;SG
priatelia	friends	priateľ	friends	N;ANIM;NOM;MASC;PL	
priatelia	φίλοι	priateľ	φίλος	N;ANIM;NOM;MASC;PL	N;VOC;MASC;PL
verše	στίχους	verš	στίχος	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
socialistická	σοσιαλιστής	socialistický	σοσιαλιστής	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
socialistická	σοσιαλιστικό	socialistický	σοσιαλιστικός	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
socialistická	σοσιαλιστικής	socialistický	σοσιαλιστικός	ADJ;NOM;FEM;SG	ADJ;GEN;FEM;SG
prince	πρίγκηπας	princť	πρίγκηπας	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
prince	πρίγκιπας	princť	πρίγκιπας	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
prince	πρίγκιπα	princť	πρίγκιπας	PROPN;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
prince	πρινς	princť	πρινς	PROPN;ANIM;NOM;MASC;SG	
prince	prince	princť	prince	PROPN;ANIM;NOM;MASC;SG	
cook	μάγειρα	cook	μάγειρα	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
cook	μαγείρισσα	cook	μαγείρισσα	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
cook	μάγειρας	cook	μάγειρα	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
cook	κουκ	cook	κουκ	PROPN;ANIM;NOM;MASC;SG	
cook	μαγείρεμα	cook	μαγείρεμα	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
charlotte	charlotte	charlotie	charlotte	N;NOM;FEM;PL	
charlotte	σαρλότ	charlotie	σαρλότ	N;NOM;FEM;PL	
charlotte	σάρλοτ	charlotie	σάρλοτ	N;NOM;FEM;PL	PROPN;NOM;FEM;SG
matthew	μάθιου	matthew	μάθιος	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
emanuel	εμάνουελ	emanuel	εμάνουελ	PROPN;ANIM;NOM;MASC;SG	
oskar	όσκαρ	oskar	όσκαρ	N;ANIM;NOM;MASC;SG	
oskar	οσκαρ	oskar	οσκαρ	N;ANIM;NOM;MASC;SG	
oskar	όσκαρ	oskar	όσκαρ	N;ANIM;NOM;MASC;SG	
oskar	oscar	oskar	oscar	N;ANIM;NOM;MASC;SG	
oskar	οσκαρ	oskar	οσκαρ	N;ANIM;NOM;MASC;SG	
predstavenie	επίδοση	predstavenie	επίδοση	N;NOM;NEUT;SG	N;ACC;FEM;SG
predstavenie	επιδόσεων	predstavenie	επίδοση	N;NOM;NEUT;SG	N;GEN;FEM;PL
predstavenie	επιδόσεις	predstavenie	επίδοση	N;NOM;NEUT;SG	N;NOM;FEM;PL
predstavenie	απόδοση	predstavenie	απόδοση	N;NOM;NEUT;SG	N;ACC;FEM;SG
predstavenie	παράσταση	predstavenie	παράσταση	N;NOM;NEUT;SG	N;ACC;FEM;SG
predstavenie	εμφάνιση	predstavenie	εμφάνιση	N;NOM;NEUT;SG	N;ACC;FEM;SG
predstavenie	show	predstavenie	show	N;NOM;NEUT;SG	
predstavenie	δείξω	predstavenie	δείξω	N;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
predstavenie	παράσταση	predstavenie	παράσταση	N;NOM;NEUT;SG	N;ACC;FEM;SG
vraždy	ανθρωποκτονία	vražda	ανθρωποκτονία	N;NOM;FEM;PL	N;NOM;FEM;SG
vraždy	ανθρωποκτονιών	vražda	ανθρωποκτονία	N;NOM;FEM;PL	N;GEN;FEM;PL
vraždy	δολοφονία	vražda	δολοφονία	N;NOM;FEM;PL	N;NOM;FEM;SG
vraždy	φόνος	vražda	φόνος	N;NOM;FEM;PL	N;NOM;MASC;SG
vraždy	φόνο	vražda	φόνο	N;NOM;FEM;PL	N;ACC;MASC;SG
vraždy	φόνους	vražda	φόνος	N;NOM;FEM;PL	N;ACC;MASC;PL
zavedená	εισήχθη	zavedený	εισάγω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
zavedená	εισήγαγε	zavedený	εισηγάγω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
zavedená	καθιερώθηκε	zavedený	καθιερώνω	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
ensign	σημαιοφόρος	ensign	σημαιοφόρος	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
lisa	λίζα	lis	λίζος	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
lisa	λίσα	lis	λίσος	PROPN;NOM;FEM;SG	
lisa	lisa	lis	lisa	PROPN;NOM;FEM;SG	
vybrať	διαλέξτε	vybrať	διαλώ	V;PFV;POS;NFIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
vybrať	επιλογή	vybrať	επιλογή	V;PFV;POS;NFIN	N;NOM;FEM;SG
vybrať	επιλογή	vybrať	επιλογή	V;PFV;POS;NFIN	N;NOM;FEM;SG
činiteľ	παράγοντας	činiteľ	παράγοντας	N;ANIM;NOM;MASC;SG	V;IPFV;V.CVB;ACT
činiteľ	παράγοντα	činiteľ	παράγοντας	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
premenné	μεταβλητό	premenný	μεταβλητός	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
premenné	μεταβλητή	premenný	μεταβλητής	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
premenné	μεταβλητές	premenný	μεταβλητής	ADJ;NOM;NEUT;SG	N;NOM;FEM;PL
fred	φρεντ	fred	φρεντ	PROPN;ANIM;NOM;MASC;SG	
fred	fred	fred	fred	PROPN;ANIM;NOM;MASC;SG	
adrian	άντριαν	adrian	άντριαν	PROPN;ANIM;NOM;MASC;SG	
planéte	πλανήτης	planéta	πλανήτης	N;DAT;FEM;SG	N;NOM;MASC;SG
planéte	πλανήτη	planéta	πλανήτης	N;DAT;FEM;SG	N;ACC;MASC;SG
čisté	δίχτυ	čistý	δίχτυ	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
čisté	καθαρά	čistý	καθερά	ADJ;NOM;NEUT;SG	ADV
čisté	net	čistý	net	ADJ;NOM;NEUT;SG	
čisté	αγνή	čistý	αγνή	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
čisté	αγνό	čistý	αγνό	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
čisté	καθαρά	čistý	καθερά	ADJ;NOM;NEUT;SG	ADV
čisté	καθαροί	čistý	καθερός	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
ukončený	τερματιστεί	ukončený	τερματίζω	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFIN;PASS
ukončený	τερματίστηκε	ukončený	τερματίζω	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
súbežne	παράλληλη	súbežne	παράλληλος	ADV	ADJ;NOM;FEM;SG
súbežne	παράλληλο	súbežne	παράλληλος	ADV	ADJ;NOM;NEUT;SG
súbežne	παράλληλες	súbežne	παράλληλος	ADV	ADJ;NOM;FEM;PL
tvrdenia	ισχυρισμούς	tvrdenie	ισχυρισμός	N;NOM;NEUT;PL	N;ACC;MASC;PL
tvrdenia	επιχειρηματολογία	tvrdenie	επιχειρηματολογία	N;NOM;NEUT;PL	N;NOM;FEM;SG
alois	alois	alois	alois	PROPN;ANIM;NOM;MASC;SG	
ručne	χειροποίητο	ručne	χειροποίητος	ADV	N;NOM;NEUT;SG
ručne	χειροποίητα	ručne	χειροποίητος	ADV	N;NOM;NEUT;PL
ručne	χειροκίνητα	ručne	χειροκίνητο	ADV	N;NOM;NEUT;PL
súkromný	ιδιωτικά	súkromný	ιδιωτικός	ADJ;ANIM;NOM;MASC;SG	ADV
scaleminor	scaleminor	scaleminor	scaleminor	ADV	
plody	καρπός	plod	καρπός	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
plody	φρούτο	plod	φρούτος	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
fórum	forum	fórum	forum	N;NOM;NEUT;SG	
pestovanie	μεγαλώνει	pestovanie	μεγαλώνω	N;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
pestovanie	αυξανόμενη	pestovanie	αυξανόμενος	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
pestovanie	φύτευσης	pestovanie	φύτευση	N;NOM;NEUT;SG	N;GEN;FEM;SG
cooper	cooper	cooper	cooper	PROPN;ANIM;NOM;MASC;SG	
cooper	κούπερ	cooper	κούπερ	PROPN;ANIM;NOM;MASC;SG	
nahradená	αντικαταστάθηκε	nahradený	αντικαθιστώ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;PASS
nahradená	αντικαθίσταται	nahradený	αντικάθιστώ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;PRS;FIN;PASS
nahradená	αντικατέστησε	nahradený	αντικαθιστώ	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
nahradená	αντικαθίστανται	nahradený	αντικαθίσταμαι	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IPFV;IND;PL;3;PRS;FIN;PASS
logiky	λογική	logika	λογικός	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
slávnosti	φεστιβάλ	slávnosť	φεστιβάλ	N;NOM;FEM;PL	N;NOM;NEUT;SG
slávnosti	πανηγύρι	slávnosť	πανηγύρι	N;NOM;FEM;PL	N;NOM;NEUT;SG
samice	γυναίκα	samica	γυναίκα	N;NOM;NEUT;PL	N;NOM;FEM;SG
samice	θηλυκό	samica	θηλυκός	N;NOM;NEUT;PL	N;NOM;NEUT;SG
súradnice	συντεταγμένες	súradnica	συντεταγμένος	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
senátu	γερουσία	senát	γερουσία	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
senátu	σύγκλητος	senát	σύγκλητος	N;INAN;GEN;MASC;SG	ADJ;NOM;MASC;SG
grafický	γραφικά	grafický	γραφικά	ADJ;ANIM;NOM;MASC;SG	ADV
michelangelo	μικελάντζελο	michelangieť	μικελάντζελος	N;NOM;NEUT;SG	N;GEN;NEUT;SG
potomkov	απόγονοι	potomok	απόγονος	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
potomkov	απόγονος	potomok	απόγονος	N;ANIM;ACC;MASC;PL	N;NOM;MASC;SG
potomkov	απόγονοι	potomok	απόγονος	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
melbourne	μελβούρνη	melbourne	μελβούρνο	N;INS;FEM;SG	PROPN;NOM;FEM;SG
korunu	κορώνα	koruna	κορώνας	N;ACC;FEM;SG	N;GEN;FEM;PL
korunu	στέμμα	koruna	στέμμα	N;ACC;FEM;SG	N;NOM;NEUT;SG
korunu	κράουν	koruna	κράω	N;ACC;FEM;SG	
korunu	κορόνα	koruna	κορόνας	N;ACC;FEM;SG	N;NOM;NEUT;SG
agent	πράκτορα	agent	πράκτορα	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
tém	θεματα	téma	θέμα	N;GEN;FEM;PL	N;NOM;NEUT;PL
tém	θέματα	téma	θέμα	N;GEN;FEM;PL	N;NOM;NEUT;PL
železo	σιδήρου	železo	σίδηρος	N;INAN;NOM;MASC;SG	N;GEN;NEUT;SG
podvozku	φορείο	podvozka	φορείο	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
labe	έλβα	laba	έλβος	PROPN;NOM;FEM;SG	
konečný	τελικο	konečný	τελικο	ADJ;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
efektívne	αποτελεσματική	efektívny	αποτελεσματικός	ADV	ADJ;NOM;FEM;SG
efektívne	αποτελεσματικό	efektívny	αποτελεσματικός	ADV	ADJ;NOM;NEUT;SG
efektívne	αποδοτικό	efektívny	αποδοτικός	ADV	ADJ;NOM;NEUT;SG
efektívne	αποδοτική	efektívny	αποδοτικός	ADV	ADJ;NOM;FEM;SG
efektívne	αποτελεσματική	efektívny	αποτελεσματικός	ADV	ADJ;NOM;FEM;SG
efektívne	αποτελεσματικός	efektívny	αποτελεσματικός	ADV	ADJ;NOM;MASC;SG
efektívne	αποτελεσματικό	efektívny	αποτελεσματικός	ADV	ADJ;NOM;NEUT;SG
najnovšie	πρόσφατο	mový	πρόσφατος	ADV;RL	N;NOM;NEUT;SG
najnovšie	πρόσφατη	mový	πρόσφατος	ADV;RL	ADJ;NOM;FEM;SG
najnovšie	πρόσφατες	mový	πρόσφατα	ADV;RL	ADJ;NOM;FEM;PL
najnovšie	νεότερο	mový	νέος	ADV;RL	ADJ;NOM;CMPR;NEUT;SG
kaplnke	τσάπελ	kaplnka	τσάπελ	N;DAT;FEM;SG	
kaplnke	παρεκκλήσι	kaplnka	παρεκκλήσι	N;DAT;FEM;SG	N;NOM;NEUT;SG
kaplnke	εκκλησάκι	kaplnka	εκκλησάκι	N;DAT;FEM;SG	N;NOM;NEUT;SG
sasko	σαξονία	sasko	σαξονία	PROPN;ANIM;NOM;MASC;SG	PROPN;ACC;FEM;SG
sasko	sachsen	sasko	sachsen	PROPN;ANIM;NOM;MASC;SG	
jadrom	πυρήνας	jadrý	πυρήνας	ADJ;INS;NEUT;SG	N;NOM;MASC;SG
jadrom	πυρήνα	jadrý	πυρήνας	ADJ;INS;NEUT;SG	N;ACC;MASC;SG
papiera	χαρτί	papier	χαρτί	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
spol	συνεργάτες	spol	συνεργάτης		N;NOM;MASC;PL
hlasovať	ψηφοφορία	hlasovať	ψηφοφορία	V;IPFV;POS;NFIN	N;NOM;FEM;SG
hlasovať	ψήφος	hlasovať	ψήφος	V;IPFV;POS;NFIN	N;NOM;FEM;SG
hlasovať	ψηφίστε	hlasovať	ψηφίζω	V;IPFV;POS;NFIN	V;PFV;IMP;PL;2;FIN;ACT
hlasovať	ψηφοφορία	hlasovať	ψηφοφορία	V;IPFV;POS;NFIN	N;NOM;FEM;SG
liverpool	λίβερπουλ	liverpnúť	λίβερπουλ	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG
opravy	επισκευή	oprava	επισκευή	N;NOM;FEM;PL	N;NOM;FEM;SG
opravy	επιδιόρθωση	oprava	επιδιόρθωση	N;NOM;FEM;PL	N;ACC;FEM;SG
opravy	επισκευή	oprava	επισκευή	N;NOM;FEM;PL	N;NOM;FEM;SG
dia	dia	dia	dia	PROPN;ANIM;NOM;MASC;SG	
trestné	κακοποιός	trestný	κακοποιός	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
trestné	εγκληματίας	trestný	εγκληματίας	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
brigády	ταξιαρχία	brigáda	ταξιαρχία	N;NOM;FEM;PL	N;ACC;FEM;SG
varšave	βαρσοβία	varšav	βαρσοβία	ADV	PROPN;NOM;FEM;SG
varšave	βαρσοβίας	varšav	βαρσοβία	ADV	N;GEN;FEM;SG
ľudský	ανθρώπινα	ľudský	ανθρώπινος	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;PL
ľudský	άνθρωπος	ľudský	άνθρωπος	ADJ;INAN;NOM;MASC;SG	N;NOM;MASC;SG
ľudský	ανθρωπίνων	ľudský	ανθρώπινος	ADJ;INAN;NOM;MASC;SG	ADJ;GEN;NEUT;PL
potrieb	χρειαζεται	potrieb	χρειάζομαι	N;GEN;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;PASS
potrieb	χρειάζεται	potrieb	χρειάζομαι	N;GEN;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;PASS
potrieb	ανάγκες	potrieb	ανάγκη	N;GEN;FEM;PL	N;NOM;FEM;PL
útek	διαφυγής	útek	διαφυγή	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
zaťaženie	φόρτωση	zaťaženie	φόρτωση	N;NOM;NEUT;SG	N;ACC;FEM;SG
zaťaženie	φορτία	zaťaženie	φορτία	N;NOM;NEUT;SG	N;NOM;NEUT;PL
zaťaženie	φόρτωση	zaťaženie	φόρτωση	N;NOM;NEUT;SG	N;ACC;FEM;SG
zaťaženie	φόρτωσης	zaťaženie	φόρτωση	N;NOM;NEUT;SG	N;GEN;FEM;SG
tal	ταλ	tať	ο		
sarah	σάρα	sarah	σάρα	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
venované	αφοσιωμένος	venovaný	αφοσιωμένος	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;MASC;SG;V.PTCP;PASS
venované	αφοσιωμένη	venovaný	αφοσιώνω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;FEM;SG;V.PTCP;PASS
venované	αφιερωμένο	venovaný	αφιερώνω	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
československo	τσεχοσλοβακία	československo	τσεχοσλοβακία	N;NOM;NEUT;SG	PROPN;NOM;FEM;SG
sebastian	σεμπάστιαν	sebastian	σεμπάστιαν	N;ANIM;NOM;MASC;SG	V;PFV;IND;SG;3;PST;FIN;PASS
sebastian	σεμπαστιάν	sebastian	σεμπαστιάν	N;ANIM;NOM;MASC;SG	
klaus	κλάους	klaus	κλάος	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
klaus	klaus	klaus	klaus	N;ANIM;NOM;MASC;SG	
váhy	ζυγό	váha	ζυγός	N;NOM;FEM;PL	N;ACC;MASC;SG
váhy	ζυγός	váha	ζυγός	N;NOM;FEM;PL	N;NOM;MASC;SG
zámer	πρόθεσή	zámer	πρόθεση	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
zámer	πρόθεση	zámer	πρόθεση	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
zámer	πρόθεση	zámer	πρόθεση	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
hladina	στάθμη	hladina	στάθμη	N;NOM;FEM;SG	N;ACC;FEM;SG
hladina	level	hladina	level	N;NOM;FEM;SG	
čreva	εντέρου	črev	έντερος	N;NOM;NEUT;SG	N;GEN;NEUT;SG
iniciatívy	πρωτοβουλία	iniciatíva	πρωτοβουλία	N;NOM;FEM;PL	N;NOM;FEM;SG
symbolov	σύμβολα	symbol	σύμβολα	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
mons	mons	mons	mons		
empire	αυτοκρατορία	empir	αυτοκρατορία		N;NOM;FEM;SG
empire	empire	empir	empire		
empire	εμπάιρ	empir	εμπάιρ		N
vietname	βιετνάμ	vietnymy	βιετνάμ	N;DAT;FEM;PL	
tvarov	σχήματα	tvar	σχήμα	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
štúdiá	στούντιο	štúdium	στούντιος	N;NOM;NEUT;PL	N;NOM;NEUT;SG
používateľ	χρήστη	používateľ	χρήστης	N;ANIM;NOM;MASC;SG	N;ACC;NEUT;SG
made	φτιαγμένο	made	φτιαγμένος	N;NOM;FEM;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
made	φτιαγμένα	made	φτιαγμένα	N;NOM;FEM;SG	ADJ;NOM;NEUT;PL
made	φτιαγμένη	made	φτιαγμένος	N;NOM;FEM;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
made	έκανε	made	κάνω	N;NOM;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
pristál	landed	pristáť	landed	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	
osád	οικισμούς	osád	οικισμός	N;GEN;FEM;PL	N;ACC;MASC;PL
žltý	κίτρινα	žltý	κίτρινος	ADJ;ANIM;NOM;MASC;SG	N;NOM;NEUT;PL
žltý	κίτρινο	žltý	κίτρινος	ADJ;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
abd	abd	abd	abd	PROPN;ANIM;NOM;MASC;SG	
odmietli	αρνήθηκε	odmietnuť	αρνιέμαι	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
odmietli	απορρίφθηκε	odmietnuť	απορρίπτω	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
novšie	νεότερη	nový	νέος	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
novšie	νεότερο	nový	νέος	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
jamie	jamie	jamie	jamie	PROPN;ANIM;NOM;MASC;SG	
jamie	τζέιμι	jamie	τζέιμι	PROPN;ANIM;NOM;MASC;SG	
náčelník	αρχηγέ	náčelník	αρχηγός	N;ANIM;NOM;MASC;SG	N;VOC;MASC;SG
sociálny	κοινωνικά	sociálny	κοινωνικά	ADJ;ANIM;NOM;MASC;SG	ADV
sociálny	κοινωνικές	sociálny	κοινωνικός	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
porto	porto	porto	porto	PROPN;INAN;NOM;MASC;SG	
porto	πόρτο	porto	πόρτος	PROPN;INAN;NOM;MASC;SG	
rozdielne	διαφορετικός	rozdielny	διαφορετικός	ADV	ADJ;NOM;MASC;SG
rozdielne	διαφορετικοί	rozdielny	διαφορετικός	ADV	ADJ;NOM;MASC;PL
rozdielne	διαφορετική	rozdielny	διαφορετικός	ADV	ADJ;NOM;FEM;SG
rozdielne	διαφορετικό	rozdielny	διαφορετικός	ADV	ADJ;NOM;NEUT;SG
rozdielne	αποκλίνουσες	rozdielny	αποκλίνων	ADV	ADJ;NOM;FEM;PL
deutsche	deutsche	deutsch	deutsche	N;ANIM;NOM;MASC;SG	
adresu	διεύθυνση	adresa	διεύθυνση	N;ACC;FEM;SG	N;NOM;FEM;SG
rumunský	ρουμάνος	rumunský	ρουμάνος	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
rumunský	ρουμάνοι	rumunský	ρουμάνος	ADJ;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
lebky	κρανίο	lebka	κρανίο	N;NOM;FEM;PL	N;NOM;NEUT;SG
uhlie	κάρβουνο	uhlieť	κάρβουνος	N;NOM;NEUT;PL	V;IPFV;IND;PL;3;PRS;FIN;ACT
uhlie	άνθρακας	uhlieť	άνθρακα	N;NOM;NEUT;PL	N;NOM;MASC;SG
uhlie	άνθρακα	uhlieť	άνθρακο	N;NOM;NEUT;PL	N;NOM;NEUT;SG
uhlie	κάρβουνο	uhlieť	κάρβουνος	N;NOM;NEUT;PL	V;IPFV;IND;PL;3;PRS;FIN;ACT
komédie	κωμωδία	komédia	κωμωδία	N;NOM;FEM;PL	N;NOM;FEM;SG
duchovné	πνευματικά	duchovný	πνευματικά	ADJ;NOM;NEUT;SG	ADV
extra	extra	extra	extra	N;INAN;NOM;MASC;SG	
vzdať	παράδοση	vzdať	παράδοση	V;PFV;POS;NFIN	N;ACC;FEM;SG
snahu	προσπάθεια	snaha	προσπάθεια	N;ACC;FEM;SG	N;NOM;FEM;SG
nárok	αξίωση	nárok	αξίωση	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
nárok	διεκδίκηση	nárok	διεκδίκηση	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
nárok	κατοχύρωση	nárok	κατοχύρωση	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
chýb	σφάλματα	chýb	σφάλμα	N;GEN;FEM;PL	N;NOM;NEUT;PL
chýb	λάθη	chýb	λάθος	N;GEN;FEM;PL	N;NOM;NEUT;PL
chýb	σφάλματα	chýb	σφάλμα	N;GEN;FEM;PL	N;NOM;NEUT;PL
