伴侶	partenere	伴侶	partenere	N	ADJ;INDF;FEM;PL
異形	strain	異形	strain	N	ADJ;INDF;MASC;SG
英特爾	intel	英特爾	intel	PROPN	PROPN
哥倫布	columbus	哥倫布	columbus	PROPN	N;INDF;MASC;SG
哥倫布	columb	哥倫布	columb	PROPN	PROPN
婆羅	borneo	婆羅	borneo	PROPN	PROPN
負荷	sarcina	負荷	sarcină	V	N;DEF;FEM;SG
威士忌	whiskey	威士忌	whiskey	N	PROPN
靜態	statice	靜態	static	N	ADJ;INDF;FEM;PL
靜態	static	靜態	static	N	ADV
收縮	psihiatru	收縮	psihiatru	V	N;INDF;MASC;SG
美援	usaid	美援	usaid	PROPN	N;INDF;MASC;SG
鎧甲	armura	鎧甲	armură	PROPN	N;DEF;FEM;SG
鎧甲	armura	鎧甲	armură	PROPN	N;DEF;FEM;SG
鎧甲	armuri	鎧甲	arm	PROPN	N;INDF;FEM;PL
丸山	maruyama	丸山	maruyama	PROPN	
忠實	credincios	忠實	credincios	ADV	N;INDF;MASC;SG
忠實	credincioasa	忠實	credinciosa	ADV	ADJ;DEF;FEM;SG
狹義	inguste	狹義	ingust	N	
狹義	ingusta	狹義	ingusta	N	ADJ;DEF;FEM;SG
狹義	restrange	狹義	restrange	N	V;IND;SG;3;PRS;FIN
狹義	ingust	狹義	ingust	N	ADJ;INDF;MASC;SG
崇高	nobil	崇高	nobil	N	ADJ;INDF;MASC;SG
崇高	nobila	崇高	nobil	N	ADJ;DEF;FEM;SG
崇高	nobile	崇高	nobil	N	ADJ;INDF;FEM;PL
崇高	sublim	崇高	sublim	N	ADJ;INDF;MASC;SG
古	paleontologic	古	paleontologic	PART	ADJ;INDF;MASC;SG
均勻	uniforma	均勻	uniformă	ADJ	N;DEF;FEM;SG
均勻	uniforma	均勻	uniformă	ADJ	N;DEF;FEM;SG
均勻	uniforme	均勻	uniformă	ADJ	N;INDF;FEM;PL
均勻	uniform	均勻	uniform	ADJ	ADV
未	tentativa	未	tentativa	ADV;NEG	N;DEF;FEM;SG
未	tentativa	未	tentativa	ADV;NEG	N;DEF;FEM;SG
遺忘	uitand	遺忘	uita	V	
遺忘	uitare	遺忘	uitar	V	N;INDF;FEM;SG
遺忘	uitare	遺忘	uitar	V	N;INDF;FEM;SG
遺忘	uitat	遺忘	uita	V	ADJ;INDF;MASC;SG
遺忘	uitata	遺忘	uitat	V	ADJ;DEF;FEM;SG
遺忘	uitate	遺忘	uitat	V	ADJ;INDF;FEM;PL
歌舞	kabuki	歌舞	kabuki	N	
酗酒	alcoolism	酗酒	alcoolism	V	N;INDF;MASC;SG
控制	control	控制	control	V	N;INDF;MASC;SG
控制	controlul	控制	control	V	N;DEF;MASC;SG
篩選	filtreaza	篩選	filtrează	N	V;IND;SG;3;IPFV;FIN
博覽	expo	博覽	expo	N	
重逢	reuniunea	重逢	reuniune	V	N;DEF;FEM;SG
重逢	reuniune	重逢	reuniune	V	N;INDF;FEM;SG
變態	pervers	變態	pervers	N	ADJ;INDF;MASC;SG
預估	prognoza	預估	prognoza	V	N;DEF;FEM;SG
預估	previziune	預估	previziune	V	N;INDF;FEM;SG
預估	prognoza	預估	prognoza	V	N;DEF;FEM;SG
預估	previziuni	預估	previziune	V	N;INDF;FEM;PL
預估	estimarea	預估	estimare	V	N;DEF;FEM;SG
預估	estimare	預估	estimare	V	N;INDF;FEM;SG
預估	estimat	預估	estima	V	ADJ;INDF;MASC;SG
預估	estimata	預估	estimată	V	ADJ;DEF;FEM;SG
預估	estimate	預估	estimat	V	ADJ;INDF;FEM;PL
桿菌	bacillus	桿菌	bacillus	N	PROPN
渾	hun	渾	hun		N;INDF;MASC;SG
盲人	orbi	盲人	orbi	N	ADJ;INDF;MASC;PL
盲人	oarba	盲人	oarbă	N	ADJ;DEF;FEM;SG
盲人	orb	盲人	orb	N	ADJ;INDF;MASC;SG
盲人	oarba	盲人	oarbă	N	ADJ;DEF;FEM;SG
羚羊	oryx	羚羊	oryx	PROPN	
羚羊	antilopa	羚羊	antilopa	PROPN	N;DEF;FEM;SG
自發	spontane	自發	spontan	V	ADJ;INDF;FEM;PL
自發	spontana	自發	spontană	V	ADJ;DEF;FEM;SG
自發	spontan	自發	spontan	V	ADV
自發	spontan	自發	spontan	V	ADV
田納西	tennessee	田納西	tennessee	PROPN	PROPN
綠化	verdeata	綠化	verdeată	V	N;DEF;FEM;SG
綠化	ecologizarea	綠化	ecologizare	V	N;DEF;FEM;SG
佗	tuo	佗	tuo	PROPN	
盧布	ruble	盧布	rublă	PROPN	N;INDF;FEM;PL
盧布	ruble	盧布	rublă	PROPN	N;INDF;FEM;PL
遺失	pierdut	遺失	pierdut	V	ADJ;INDF;MASC;SG
遺失	pierdute	遺失	pierdut	V	ADJ;INDF;FEM;PL
遺失	pierduta	遺失	pierdut	V	ADJ;DEF;FEM;SG
遺失	lost	遺失	lost	V	N;INDF;MASC;SG
遺失	lipsa	遺失	lipsă	V	N;DEF;FEM;SG
爆裂	izbucni	爆裂	izbucni	N	V;IND;SG;3;PST;FIN
心智	mentale	心智	mental	N	ADJ;INDF;FEM;PL
心智	mental	心智	mental	N	ADJ;INDF;MASC;SG
心智	mentala	心智	mentală	N	ADJ;DEF;FEM;SG
多哥	togo	多哥	togo	PROPN	PROPN
所有	proprietar	所有	proprietar	DET	N;INDF;MASC;SG
所有	proprietarul	所有	proprietar	DET	N;DEF;MASC;SG
所有	proprietarii	所有	proprietar	DET	N;DEF;MASC;PL
所有	proprietari	所有	proprietar	DET	N;INDF;MASC;PL
所有	proprietarilor	所有	proprietar	DET	N;DEF;MASC;PL
園藝	horticole	園藝	horticol	N	ADJ;INDF;FEM;PL
流利	fluent	流利	fluent	V	ADV
流利	fluent	流利	fluent	V	ADV
監測	monitorizate	監測	monitoriza	V	ADJ;INDF;FEM;PL
監測	monitorizat	監測	monitoriza	V	ADJ;INDF;MASC;SG
監測	monitorizata	監測	monitorizat	V	N;DEF;FEM;SG
監測	monitorizarea	監測	monitorizare	V	N;DEF;FEM;SG
監測	monitorizare	監測	monitorizare	V	N;INDF;FEM;SG
監測	monitor	監測	monitor	V	N;INDF;MASC;SG
監測	monitorul	監測	monitor	V	N;DEF;MASC;SG
濱田	hamada	濱田	hamadă	PROPN	N;DEF;FEM;SG
強勁	robust	強勁	robust	N	ADJ;INDF;MASC;SG
怨恨	resentimente	怨恨	resentiment	V	N;INDF;FEM;PL
巴格達	bagdad	巴格達	bagdad	PROPN	N;INDF;MASC;SG
解脫	deliverance	解脫	deliverance	V	N;INDF;FEM;PL
征服	cuceritorul	征服	cuceritor	V	N;DEF;MASC;SG
征服	cuceritor	征服	cuceritor	V	ADJ;INDF;MASC;SG
開朗	vesel	開朗	vesel	N	ADJ;INDF;MASC;SG
開朗	vesela	開朗	vesel	N	ADJ;DEF;FEM;SG
開朗	voios	開朗	voios	N	ADJ;INDF;MASC;SG
引渡	extradare	引渡	extradare	V	N;INDF;FEM;SG
引渡	extradarea	引渡	extradare	V	N;DEF;FEM;SG
斷裂	fractura	斷裂	fractură	V	N;DEF;FEM;SG
斷裂	fractura	斷裂	fractură	V	N;DEF;FEM;SG
斷裂	fracturat	斷裂	fractura	V	ADJ;INDF;MASC;SG
殘留	reziduuri	殘留	reziduu	V	N;INDF;FEM;PL
殘留	reziduu	殘留	reziduu	V	N;INDF;MASC;SG
安撫	pacificare	安撫	pacificare	V	N;INDF;FEM;SG
鶯	inge	鶯	inge	PROPN	PROPN
著	debarcarea	著	debarcare	PART;PROG	N;DEF;FEM;SG
著	aterizarea	著	aterizare	PART;PROG	N;DEF;FEM;SG
著	debarcare	著	debarcare	PART;PROG	N;INDF;FEM;SG
著	aterizare	著	aterizare	PART;PROG	N;INDF;FEM;SG
