מהות	esencie	מהות	esencia	N;FEM;SG	N;NOM;FEM;PL
בודק	kontrolujem	בדק	kontrolovať	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;1;POS;PRS;FIN
מסעדות	reštaurácia	מסעדה	reštaurácia	N;FEM;PL	N;NOM;FEM;SG
ארט	art	ארט	art	PROPN	PROPN;ANIM;NOM;MASC;SG
ארט	umenie	ארט	umenie	PROPN	N;NOM;NEUT;SG
יקום	vesmíre	יקום	vesmír	PROPN	N;INAN;DAT;MASC;SG
יקום	vesmír	יקום	vesmír	PROPN	N;INAN;NOM;MASC;SG
מיניות	pohlavný	מיני	pohlavný	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
מיניות	sexuálna	מיני	sexuálny	N;FEM;SG	ADJ;NOM;FEM;SG
מיניות	sexuálne	מיני	sexuálny	N;FEM;SG	ADJ;NOM;NEUT;SG
מיניות	sexuálny	מיני	sexuálny	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
סודי	tajný	סודי	tajný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
סודי	tajná	סודי	tajný	N;MASC;SG	ADJ;NOM;FEM;SG
סודי	tajné	סודי	tajný	N;MASC;SG	ADJ;NOM;NEUT;SG
סודי	dôverný	סודי	dôverný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
סודי	dôverné	סודי	dôverný	N;MASC;SG	ADJ;NOM;NEUT;SG
אחי	braček	אחי	braček		N;ANIM;NOM;MASC;SG
אחי	kamo	אחי	kamo		INTJ
אחי	frajer	אחי	frajer		N;ANIM;NOM;MASC;SG
אחי	bratovi	אחי	brat		N;ANIM;DAT;MASC;SG
אחי	braček	אחי	braček		N;ANIM;NOM;MASC;SG
אחי	brat	אחי	brat		N;ANIM;NOM;MASC;SG
פאשה	paša	פאשה	p		N;ANIM;NOM;MASC;SG
בהתחשב	vzhľadom	התחשב	vzhľad	V;NFIN	N;INAN;INS;MASC;SG
קדומה	predsudky	קדום	predsudok		N;INAN;NOM;MASC;PL
קדומה	predsudkov	קדום	predsudok		N;INAN;GEN;MASC;PL
דיק	kokot	שדיק	kokot	PROPN	N;ANIM;NOM;MASC;SG
עדים	svedka	עד	svedka	N;MASC;PL	N;ANIM;ACC;MASC;SG
עדים	svedok	עד	svedok	N;MASC;PL	N;ANIM;NOM;MASC;SG
עדים	svedkom	עד	svedok	N;MASC;PL	N;ANIM;INS;MASC;SG
צפויה	očakáva	צפוי	očakávať	ADJ;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
כיס	vreckové	כיס	vreckový	N;MASC;SG	ADJ;NOM;NEUT;SG
ברמות	úrovne	ברמות	úroveň		N;NOM;FEM;PL
ברמות	hladiny	ברמות	hladina		N;NOM;FEM;PL
שותפות	partnerstva	שותפות	partnerstvo	N;FEM;SG	N;NOM;NEUT;PL
נחת	vyložené	נחת	vyložený		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
נחת	pristál	נחת	pristáť		V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
נחת	vyložiť	נחת	vyložiť		V;PFV;POS;NFIN
נחת	pristáli	נחת	pristáť		V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
נחת	mariňák	נחת	mariňák		N;ANIM;NOM;MASC;SG
נחת	morské	נחת	morský		ADJ;NOM;NEUT;SG
נחת	morských	נחת	morský		ADJ;GEN;MASC;PL
נחת	námorník	נחת	námorník		N;ANIM;NOM;MASC;SG
נחת	marine	נחת	marin		N;NOM;FEM;SG
נחת	morský	נחת	morský		ADJ;ANIM;NOM;MASC;SG
מיר	mir	מיר	mir	PROPN	PROPN;ANIM;NOM;MASC;SG
לטביה	lotyšsko	לטביה	lotyšsko	PROPN	ADV
לטביה	lotyšskom	לטביה	lotyšský	PROPN	ADJ;INS;NEUT;SG
לטביה	lotyšskom	לטביה	lotyšský	PROPN	ADJ;INS;NEUT;SG
לטביה	lotyšské	לטביה	lotyšský	PROPN	ADJ;NOM;NEUT;SG
שביעי	siedma	שביעי	siedmy	PROPN	ADJ;NOM;FEM;SG
שביעי	siedmy	שביעי	siedmy	PROPN	ADJ;INAN;NOM;MASC;SG
שביעי	siedmej	שביעי	siedmy	PROPN	ADJ;GEN;FEM;SG
שביעי	siedmeho	שביעי	siedmy	PROPN	ADJ;GEN;NEUT;SG
שביעי	siedme	שביעי	siedmy	PROPN	ADJ;NOM;NEUT;SG
ערובה	rukojemníkov	ערובה	rukojemník	N;FEM;SG	N;ANIM;ACC;MASC;PL
ערובה	zaručiť	ערובה	zaručiť	N;FEM;SG	V;PFV;POS;NFIN
מוקף	obklopený	הוקף	obklopený	V;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
מוקף	obkľúčení	הוקף	obkľúčený	V;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
מוקף	obkľúčený	הוקף	obkľúčený	V;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
גנטית	geneticky	גנטי	geneticky	PROPN	ADV
גנטית	genetický	גנטי	genetický	PROPN	ADJ;INAN;NOM;MASC;SG
גנטית	genetická	גנטי	genetický	PROPN	ADJ;NOM;FEM;SG
גנטית	genetické	גנטי	genetický	PROPN	ADJ;NOM;NEUT;SG
גנטית	genetického	גנטי	genetický	PROPN	ADJ;GEN;NEUT;SG
הוסף	pridaj	הוסף	pridaj		V;PFV;IMP;SG;2;POS;FIN
הוסף	pridať	הוסף	pridať		V;PFV;POS;NFIN
הוסף	pripojiť	הוסף	pripojiť		V;PFV;POS;NFIN
בוואריה	bavorský	בוואריה	bavorský	PROPN	ADJ;ANIM;NOM;MASC;SG
בוואריה	bavorsko	בוואריה	bavorsko	PROPN	PROPN;NOM;NEUT;SG
אוריינות	gramotnosti	אוריינות	gramotnosť	N;FEM;SG	N;NOM;FEM;PL
פשוטות	jednoduchý	פשוט	jednoduchý	ADJ;FEM;PL	ADJ;ANIM;NOM;MASC;SG
פשוטות	jednoduchá	פשוט	jednoduchý	ADJ;FEM;PL	ADJ;NOM;FEM;SG
פשוטות	jednoduche	פשוט	jednoduch	ADJ;FEM;PL	
פשוטות	jednoduché	פשוט	jednoduchý	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
אמנותי	umeleckých	אמנותי	umelecký	ADJ;MASC;SG	ADJ;GEN;MASC;PL
איומים	ohrozenie	איום	ohrozenie	N;MASC;PL	N;NOM;NEUT;SG
אטומי	atómové	אטומי	atómový	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
אטומי	atómová	אטומי	atómový	ADJ;MASC;PL	ADJ;NOM;FEM;SG
מישיגן	michigan	מישיגן	michigan	PROPN	PROPN;ANIM;NOM;MASC;SG
כיסא	kreslo	כיסא	kreslo	PROPN	N;NOM;NEUT;SG
כיסא	predseda	כיסא	predseda	PROPN	N;ANIM;NOM;MASC;SG
כיסא	stoličky	כיסא	stolička	PROPN	N;NOM;FEM;PL
כיסא	stolička	כיסא	stolička	PROPN	N;NOM;FEM;SG
הילדה	hilda	הילדה	hilda	PROPN	N;NOM;FEM;SG
שנפלו	padol	שנפל	padnúť	PROPN	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
שנפלו	padli	שנפל	padnúť	PROPN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
הורשע	odsúdený	הורשע	odsúdený	V;MASC;SG;3;PST;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
הורשע	odsúdená	הורשע	odsúdený	V;MASC;SG;3;PST;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
דחף	tlačil	דחף	tlačiť	N;MASC;SG	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
דאלאס	dallas	דאלאס	dallas	PROPN	PROPN;ANIM;NOM;MASC;SG
טיול	trip	טיול	trip	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
הרווח	profit	הרווח	profit		N;INAN;NOM;MASC;SG
הרווח	zisku	הרווח	ziska		N;INAN;GEN;MASC;SG
הרווח	zisk	הרווח	zisk		N;INAN;NOM;MASC;SG
קליבלנד	clevelande	קליבלנד	clevelande	PROPN	N;NOM;FEM;SG
כובע	klobúky	כובע	klobúk	N;MASC;SG	N;INAN;NOM;MASC;PL
כובע	čiapky	כובע	čiapka	N;MASC;SG	N;NOM;FEM;PL
כובע	spp	כובע	spp	N;MASC;SG	
כובע	cap	כובע	cap	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
קורפוס	korpus	קורפוס	korpus	PROPN	N;INAN;NOM;MASC;SG
סוני	sony	סוני	sona	PROPN	N;INAN;NOM;MASC;SG
סוני	sonny	סוני	sonna	PROPN	PROPN;ANIM;NOM;MASC;SG
סוני	synček	סוני	synček	PROPN	N;ANIM;NOM;MASC;SG
בחינם	voľné	בחינם	voľný		ADJ;NOM;NEUT;SG
בחינם	slobodný	בחינם	slobodný		ADJ;ANIM;NOM;MASC;SG
בחינם	volne	בחינם	volna		N;NOM;FEM;SG
בחינם	free	בחינם	free		
בחינם	voľný	בחינם	voľný		ADJ;ANIM;NOM;MASC;SG
לכוון	cieľ	לכוון	cieľ	V;NFIN;ACT	N;INAN;NOM;MASC;SG
לכוון	cieľom	לכוון	cieľ	V;NFIN;ACT	N;INAN;INS;MASC;SG
רחמים	ľútosť	רחמים	ľútosť	N;MASC;PL	N;NOM;FEM;SG
רחמים	škoda	רחמים	škoda	N;MASC;PL	N;NOM;FEM;SG
רחמים	zľutovanie	רחמים	zľutovanie	N;MASC;PL	N;NOM;NEUT;SG
רחמים	milosrdenstvo	רחמים	milosrdenstvo	N;MASC;PL	N;NOM;NEUT;SG
רחמים	milosť	רחמים	milosť	N;MASC;PL	N;NOM;FEM;SG
רפובליקה	republiky	רפובליקה	republika	N;FEM;SG	N;NOM;FEM;PL
רומני	rumunský	רומני	rumunský	PROPN	ADJ;ANIM;NOM;MASC;SG
רומני	rumunská	רומני	rumunský	PROPN	ADJ;NOM;FEM;SG
רומני	rumunskom	רומני	rumunský	PROPN	ADJ;INS;NEUT;SG
רומני	rumunské	רומני	rumunský	PROPN	ADJ;NOM;NEUT;SG
רומני	rumunského	רומני	rumunský	PROPN	ADJ;GEN;NEUT;SG
רומני	romney	רומני	romney	PROPN	N;ANIM;NOM;MASC;SG
ברטון	burton	ברטון	burton	PROPN	PROPN;ANIM;NOM;MASC;SG
ברטון	barton	ברטון	barton	PROPN	PROPN;ANIM;NOM;MASC;SG
ברטון	breton	ברטון	breton	PROPN	PROPN;ANIM;NOM;MASC;SG
זרעים	semienka	זרע	semienka	N;MASC;PL	N;NOM;FEM;SG
נידון	odsúdený	נידון	odsúdený	V;MASC;SG;PST;MID	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
נידון	odsúdená	נידון	odsúdený	V;MASC;SG;PST;MID	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
נידון	odsúdené	נידון	odsúdený	V;MASC;SG;PST;MID	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
נידון	odsúdený	נידון	odsúdený	V;MASC;SG;PST;MID	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
נידון	odsúdená	נידון	odsúdený	V;MASC;SG;PST;MID	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
נידון	odsúdili	נידון	odsúdiť	V;MASC;SG;PST;MID	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
נידון	odsúdené	נידון	odsúdený	V;MASC;SG;PST;MID	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
נידון	odsúdení	נידון	odsúdenie	V;MASC;SG;PST;MID	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
נירנברג	norimbergu	נירנברג	norimberg	PROPN	N;INAN;GEN;MASC;SG
מודרניות	modernosti	מודרני	modernosť	ADJ;FEM;PL	N;NOM;FEM;PL
מודרניות	moderné	מודרני	moderný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
מודרניות	moderný	מודרני	moderný	ADJ;FEM;PL	ADJ;ANIM;NOM;MASC;SG
מודרניות	moderná	מודרני	moderný	ADJ;FEM;PL	ADJ;NOM;FEM;SG
בהינתן	daný	בהינתן	daný	ADV	ADJ;ANIM;NOM;MASC;SG
בהינתן	vzhľadom	בהינתן	vzhľad	ADV	N;INAN;INS;MASC;SG
בהינתן	dané	בהינתן	daný	ADV	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
בהינתן	daná	בהינתן	daň	ADV	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
חגים	dovolenka	חג	dovolenka	N;MASC;PL	N;NOM;FEM;SG
הנחיות	smer	הנחיה	smer	N;FEM;PL	N;INAN;NOM;MASC;SG
הנחיות	návod	הנחיה	návod	N;FEM;PL	N;INAN;NOM;MASC;SG
פסים	pruhované	פס	pruhovaný	N;MASC;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
חלקיק	čiastočky	חלקיק	čiastoček	PROPN	N;NOM;FEM;PL
חלקיק	častíc	חלקיק	častica	PROPN	N;GEN;FEM;PL
חלקיק	častice	חלקיק	častica	PROPN	N;NOM;FEM;PL
חלקיק	častíc	חלקיק	častica	PROPN	N;GEN;FEM;PL
חלקיק	častice	חלקיק	častica	PROPN	N;NOM;FEM;PL
נזקים	poškodzuje	נזק	poškodzovať	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
נזקים	odškodné	נזק	odškodný	N;MASC;PL	ADJ;NOM;NEUT;SG
נזקים	poškodenie	נזק	poškodenie	N;MASC;PL	N;NOM;NEUT;SG
בואנוס	buenos	בואנוס	buenos	PROPN	PROPN;NOM;MASC;SG
מני	mani	מן	mani		N;ANIM;NOM;MASC;SG
מני	manny	מן	manny		PROPN;ANIM;NOM;MASC;SG
הכיל	obsiahnuté	הכיל	obsiahnutý	V;MASC;SG;3;PST;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
הכיל	obsiahnutý	הכיל	obsiahnutý	V;MASC;SG;3;PST;ACT	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
הכיל	obsahovali	הכיל	obsahovať	V;MASC;SG;3;PST;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
מקל	palica	הקל	palica		N;NOM;FEM;SG
מקל	palicu	הקל	palica		N;ACC;FEM;SG
אטלס	atlas	אטלס	atlas	PROPN	N;INAN;NOM;MASC;SG
מעריצים	fans	מעריץ	fans	N;MASC;PL	INTJ
מיאמי	miami	מיאמי	miam	PROPN	PROPN;ANIM;NOM;MASC;SG
מוסוליני	mussolini	מוסוליני	mussoliň	PROPN	N;ANIM;NOM;MASC;SG
קשתות	lukostreľba	קשת	lukostreľba	N;FEM;PL	N;NOM;FEM;SG
נרשמה	zaznamenaná	נרשם	zaznamenaný	V;FEM;SG;3;PST;MID	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
נרשמה	zaznamenané	נרשם	zaznamenaný	V;FEM;SG;3;PST;MID	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ולס	valčík	ולס	valčík	PROPN	N;INAN;NOM;MASC;SG
ולס	studne	ולס	studňa	PROPN	N;NOM;FEM;PL
ולס	jamky	ולס	jamka	PROPN	N;NOM;FEM;PL
ולס	wells	ולס	wells	PROPN	PROPN;ANIM;NOM;MASC;SG
בקביעות	pravidelne	בקביעות	pravidelne		ADV
בקביעות	neprestajne	בקביעות	neprestajne		ADV
בקביעות	neustále	בקביעות	ustále		ADV
פיה	pia	פיה	pej		PROPN;ANIM;NOM;MASC;SG
פיה	víly	פיה	víla		N;NOM;FEM;PL
פיה	víla	פיה	víla		N;NOM;FEM;SG
ליון	lyon	ליון	lyon	PROPN	PROPN;ANIM;NOM;MASC;SG
ביתא	beta	ביתא	bet	PROPN	N;NOM;FEM;SG
נאפולי	neapol	נאפולי	neapol	PROPN	PROPN;INAN;NOM;MASC;SG
נאפולי	neapol	נאפולי	neapol	PROPN	PROPN;INAN;NOM;MASC;SG
נאפולי	napoli	נאפולי	napnúť	PROPN	PROPN;ANIM;NOM;MASC;SG
חולי	pacienti	חולי	paciento	PROPN	N;ANIM;NOM;MASC;PL
חולי	pacientov	חולי	pacient	PROPN	N;INAN;GEN;MASC;PL
חולי	pacientom	חולי	pacientom	PROPN	N;INAN;INS;MASC;PL
חולי	pacientky	חולי	pacientka	PROPN	N;NOM;FEM;PL
חולי	choroba	חולי	choroba	PROPN	N;NOM;FEM;SG
חולי	ochorenie	חולי	ochorenie	PROPN	N;NOM;NEUT;SG
חולי	choroby	חולי	choroba	PROPN	N;NOM;FEM;PL
ארגן	usporiadať	ארגן	usporiadať	PROPN	V;PFV;POS;NFIN
ארגן	organizovať	ארגן	organizovať	PROPN	V;IPFV;POS;NFIN
ארגן	zorganizovať	ארגן	zorganizovať	PROPN	V;PFV;POS;NFIN
ארגן	usporiadať	ארגן	usporiadať	PROPN	V;PFV;POS;NFIN
ארגן	organizovať	ארגן	organizovať	PROPN	V;IPFV;POS;NFIN
ארגן	zorganizovať	ארגן	zorganizovať	PROPN	V;PFV;POS;NFIN
ארגן	zariadila	ארגן	zariadiť	PROPN	V;PFV;FEM;SG;POS;PST;V.PTCP
ארגן	usporiadané	ארגן	usporiadaný	PROPN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
הולם	primerané	הולם	primeraný		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
הולם	vhodná	הולם	vhodný		ADJ;NOM;FEM;SG
הולם	primeraná	הולם	primeraný		ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
הולם	vhodné	הולם	vhodný		ADJ;NOM;NEUT;SG
הולם	primeraný	הולם	primeraný		ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
הולם	vhodný	הולם	vhodný		ADJ;ANIM;NOM;MASC;SG
הולם	primeraný	הולם	primeraný		ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
הולם	primeraná	הולם	primeraný		ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
הולם	primerané	הולם	primeraný		ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
הולם	adekvátne	הולם	adekvátny		ADV
הולם	holm	הולם	holm		PROPN;ANIM;NOM;MASC;SG
מעורר	stimuláciu	עורר	stimulácia	V;MASC;SG;V.PTCP;ACT	N;ACC;FEM;SG
מעורר	stimulácia	עורר	stimulácia	V;MASC;SG;V.PTCP;ACT	N;NOM;FEM;SG
באפט	buffett	באפט	buffett	PROPN	N;ANIM;NOM;MASC;SG
מסת	hmota	מסת	hmota	PROPN	N;NOM;FEM;SG
מסת	omšu	מסת	ono	PROPN	N;ACC;FEM;SG
מסת	hmotnosť	מסת	hmotnosť	PROPN	N;NOM;FEM;SG
הולנדי	holandská	הולנדי	holandský	PROPN	ADJ;NOM;FEM;SG
הולנדי	holandské	הולנדי	holandský	PROPN	ADJ;NOM;NEUT;SG
הולנדי	holandskej	הולנדי	holandský	PROPN	ADJ;GEN;FEM;SG
הולנדי	holandský	הולנדי	holandský	PROPN	ADJ;ANIM;NOM;MASC;SG
יהונתן	jonathan	הונתן	jonathan	PROPN	PROPN;ANIM;NOM;MASC;SG
נכנסת	prichádzajúce	נכנס	prichádzajúci	V;FEM;SG;V.PTCP;MID	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
נכנסת	prichádzajúci	נכנס	prichádzajúci	V;FEM;SG;V.PTCP;MID	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
פין	penis	פין	penis		N;INAN;NOM;MASC;SG
פין	penisu	פין	penis		N;INAN;GEN;MASC;SG
פין	fin	פין	fin		
פין	plutvy	פין	plutva		N;INAN;NOM;MASC;PL
פין	finn	פין	finn		PROPN;ANIM;NOM;MASC;SG
מאובנים	fosílie	מאובן	fosílie	V;MASC;PL;V.PTCP;PASS	N;NOM;FEM;PL
ריאות	pľúca	ריאות	pľúca	N;FEM;SG	N;NOM;NEUT;PL
ריאות	pľúcne	ריאות	pľúcny	N;FEM;SG	N;NOM;FEM;PL
ריאות	pľúc	ריאות	pľúca	N;FEM;SG	N;GEN;NEUT;PL
ריאות	pľúca	ריאות	pľúca	N;FEM;SG	N;NOM;NEUT;PL
ריאות	pľúc	ריאות	pľúca	N;FEM;SG	N;GEN;NEUT;PL
שקר	klamstvo	שקר	klamstvo		N;NOM;NEUT;SG
שקר	lož	שקר	lož		N;NOM;FEM;SG
שקר	klam	שקר	klam		N;INAN;NOM;MASC;SG
שקר	klameš	שקר	klamať		V;IPFV;IND;SG;2;POS;PRS;FIN
שקר	klamať	שקר	klamať		V;IPFV;POS;NFIN
שקר	falošné	שקר	falošný		ADJ;NOM;NEUT;SG
שקר	falošný	שקר	falošný		ADJ;ANIM;NOM;MASC;SG
שקר	nepravdivé	שקר	nepravdivý		ADJ;NOM;NEUT;SG
נפשי	mentálne	נפשי	mentálne	ADJ;MASC;SG	ADV
נפשי	duševne	נפשי	duševne	ADJ;MASC;SG	ADV
מציינת	označuje	ציין	označovať	V;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
מציינת	naznačuje	ציין	naznačovať	V;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
מציינת	udáva	ציין	udávať	V;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
שמקורם	pôvodom	שמקורם	pôvod	PROPN	N;INAN;INS;MASC;SG
מכסה	veko	כיסה	veko	V;FEM;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG
מכסה	kryt	כיסה	kryt	V;FEM;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG
מכסה	cover	כיסה	cover	V;FEM;SG;V.PTCP;ACT	
מכסה	krytie	כיסה	krytie	V;FEM;SG;V.PTCP;ACT	N;NOM;NEUT;SG
מכסה	pokrytie	כיסה	pokrytie	V;FEM;SG;V.PTCP;ACT	N;NOM;NEUT;SG
מכסה	kvóty	כיסה	kvóta	V;FEM;SG;V.PTCP;ACT	N;NOM;FEM;PL
מכסה	kryty	כיסה	kryt	V;FEM;SG;V.PTCP;ACT	N;INAN;NOM;MASC;PL
מכסה	kryje	כיסה	kryť	V;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
מכסה	pokrývajúce	כיסה	pokrývajúci	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
התיאור	popis	התיאור	popis	PROPN	N;INAN;NOM;MASC;SG
התיאור	opis	התיאור	opis	PROPN	N;INAN;NOM;MASC;SG
מסייע	pomocník	סייע	pomocník	V;MASC;SG;V.PTCP;ACT	N;ANIM;NOM;MASC;SG
מסייע	pomocníka	סייע	pomocník	V;MASC;SG;V.PTCP;ACT	N;ANIM;ACC;MASC;SG
מסייע	pomôže	סייע	pomôcť	V;MASC;SG;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
מסייע	pomáha	סייע	pomáhať	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
מסייע	užitočný	סייע	užitočný	V;MASC;SG;V.PTCP;ACT	ADJ;ANIM;NOM;MASC;SG
מסייע	užitočné	סייע	užitočný	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG
מסייע	užitočná	סייע	užitočný	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG
בונים	bobrov	בנה	bobrav	V;MASC;PL;V.PTCP;ACT	N;INAN;NOM;MASC;SG
שוחררו	prepustená	שוחרר	prepustený	V;PL;3;PST;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
שוחררו	uvoľnená	שוחרר	uvoľnený	V;PL;3;PST;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
שוחררו	uvoľnené	שוחרר	uvoľnený	V;PL;3;PST;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
שוחררו	prepustený	שוחרר	prepustený	V;PL;3;PST;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
עבאס	abbas	עבאס	abbas	PROPN	N;ANIM;NOM;MASC;SG
ננסי	nancy	ניסה	nanca	PROPN	PROPN;NOM;FEM;SG
לאבד	prehry	איבד	prehra	V;NFIN;ACT	N;INAN;NOM;MASC;PL
לאבד	prehra	איבד	prehra	V;NFIN;ACT	N;NOM;FEM;SG
המולדת	vlasti	המולד	vlasť	PROPN	N;DAT;FEM;SG
המולדת	vlasť	המולד	vlasť	PROPN	N;NOM;FEM;SG
המולדת	vlasti	המולד	vlasť	PROPN	N;DAT;FEM;SG
המולדת	vlasť	המולד	vlasť	PROPN	N;NOM;FEM;SG
ליבה	jadro	ליבה	jadro	PROPN	N;NOM;NEUT;SG
ליבה	core	ליבה	cora	PROPN	N;NOM;MASC;SG
ליבה	jadrom	ליבה	jadrý	PROPN	ADJ;INS;NEUT;SG
ליבה	jadra	ליבה	jadra	PROPN	N;GEN;FEM;SG
בטי	betty	ביט	bett	PROPN	PROPN;NOM;FEM;SG
פיצוי	kompenzácie	פיצוי	kompenzácia	N;MASC;SG	N;NOM;FEM;PL
רכיב	komponentu	רכיב	komponent		N;INAN;GEN;MASC;SG
רכיב	zložka	רכיב	zložka		N;NOM;FEM;SG
רכיב	komponent	רכיב	komponent		N;INAN;NOM;MASC;SG
רכיב	súčasť	רכיב	súčasť		N;NOM;FEM;SG
אורז	ryžu	אורז	ryža	PROPN	N;ACC;FEM;SG
אורז	ryže	אורז	ryže	PROPN	N;GEN;FEM;PL
אורז	ryžové	אורז	ryžový	PROPN	ADJ;NOM;NEUT;SG
אורז	ryža	אורז	ryža	PROPN	N;NOM;FEM;SG
פלסטין	palestíny	פלסטין	palestína	PROPN	N;NOM;FEM;PL
פלסטין	palestíne	פלסטין	palestína	PROPN	N;DAT;FEM;SG
לנון	lennon	לנון	lennon	PROPN	
מתקבלת	trvalá	התקבל	trvať	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG
ברוקולי	brokolica	ברוקול	brokolica	PROPN	N;NOM;FEM;SG
האדומים	červený	האדום	červený	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
האדומים	červené	האדום	červený	N;MASC;PL	ADJ;NOM;NEUT;SG
אלת	bohyne	אלת	bohyňa		N;NOM;FEM;PL
אלת	bohyňa	אלת	bohyňa		N;NOM;FEM;SG
מתמטי	matematické	מתמיט	matematický	N;MASC;SG	ADJ;NOM;NEUT;SG
מתמטי	matematický	מתמיט	matematický	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
מוקדש	venovaná	הוקדש	venovaný	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
עוזב	odchádzajú	עוזב	odchádzať	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
עוזב	odchádza	עוזב	odchádzať	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
עוזב	odchod	עוזב	odchod	V;MASC;SG;V.PTCP;ACT	N;INAN;NOM;MASC;SG
לאונרדו	leonardo	לאונרדו	leonardo	PROPN	N;ANIM;NOM;MASC;SG
הזמנה	rezervácie	הזמנה	rezervácia	N;FEM;SG	N;NOM;FEM;PL
הזמנה	pozvať	הזמנה	pozvať	N;FEM;SG	V;PFV;POS;NFIN
הזמנה	objednať	הזמנה	objednať	N;FEM;SG	V;PFV;POS;NFIN
הזמנה	rezervácie	הזמנה	rezervácia	N;FEM;SG	N;NOM;FEM;PL
מחברות	notebooky	מחברה	notebooky		N;NOM;FEM;PL
