aliado	الحلفاء	aliado	حَلِيف	ADJ;MASC;SG;V.PTCP	N;NOM;DEF;PL
sombras	الظل	sombra	ظِلّ	N;FEM;PL	N;NOM;DEF;SG
sombras	الظل	sombra	ظِلّ	N;FEM;PL	N;NOM;DEF;SG
sombras	ظل	sombra	ظَلّ	N;FEM;PL	V;PFV;MASC;SG;3;ACT
sombras	ظلال	sombra	ظَلَال	N;FEM;PL	N;NOM;INDF;SG
violeta	الارجواني	violeto	أَرج	N;FEM;SG	
violeta	بيربل	violeto	بِيربَل	N;FEM;SG	
violeta	فيوليت	violeto	فيوليت	N;FEM;SG	
itunes	itun	itun	مُقَمَّه	N;MASC	
ácidos	حمض	ácido	حَمض	N;MASC;PL	
ácidos	حامض	ácido	حَامِض	N;MASC;PL	
nicholas	نيكولاس	nichola	نيكولاس	N;SG	
guayana	غويانا	guayana	غُوَيَانَا	ADJ;FEM;SG	
guayana	غيانا	guayana	غِيَان	ADJ;FEM;SG	
inspirada	الهم	inspirado	هُوَ	ADJ;FEM;SG;V.PTCP	
respaldo	احتياطي	respaldo	اِحتِيَاطِيّ	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
ejes	المحور	eje	مِحوَر	N;MASC;PL	N;NOM;DEF;SG
ejes	محور	eje	مِحوَر	N;MASC;PL	N;NOM;INDF;SG
oculta	اخفاء	oculto	إِخفَاء	ADJ;FEM;SG	N;NOM;INDF;SG
oculta	تبي	oculto	بَاك	ADJ;FEM;SG	
oculta	اخف	oculto	أَخف	ADJ;FEM;SG	
oculta	يخفي	oculto	خَفَى	ADJ;FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
alejandra	الكسندرا	alejandra	كُسندرَا	N;FEM;SG	
helicóptero	هليكوبتر	helicóptero	هليكوبتر	N;MASC;SG	
aplicada	طبقت	aplicado	طَبَّق	ADJ;FEM;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
aplicada	تطبق	aplicado	طَبَّق	ADJ;FEM;SG;V.PTCP	V;IPFV;FEM;IND;SG;3;FIN;ACT
testimonios	الشهادة	testimonio	شَهَادَة	N;MASC;PL	N;NOM;DEF;SG
testimonios	شهادة	testimonio	شَهَادَة	N;MASC;PL	N;NOM;INDF;SG
keith	كيث	keith	كَيثَ	PROPN	
incidentes	واقعة	incidente	وَاقِع	N;PL	N;NOM;INDF;SG
incidentes	حادث	incidente	حَادِث	N;PL	N;NOM;INDF;SG
incidentes	الحادث	incidente	حَادِث	N;PL	N;NOM;DEF;SG
incidentes	الحادثة	incidente	حَادِث	N;PL	N;NOM;DEF;SG
incidentes	حادثة	incidente	حَادِث	N;PL	N;NOM;INDF;SG
nervioso	العصبي	nervioso	عَصَبِيّ	ADJ;MASC;SG	
clinton	كلينتون	clinton	كلِينتُون	N;MASC;SG	
clinton	كلنتون	clinton	كلنتون	N;MASC;SG	
irlandesa	الايرلندية	irlandés	إِيرلَندِيّ	ADJ;FEM;SG	
infantes	الرضع	infante	رَضع	N;MASC;PL	N;NOM;DEF;SG
infantes	المارينز	infante	مَارِينز	N;MASC;PL	
constantino	قسطنطين	constantino	قُسطُنط	N;MASC;SG	
pietro	بيترو	pietro	بيترو	N;MASC;SG	
pietro	بييترو	pietro	بييترو	N;MASC;SG	
again	مجددا	again	مُجَدَّد	N	ADJ;ACC;INDF;MASC;SG
again	ثانية	again	ثَانِي	N	ADJ;NOM;INDF;FEM;SG
júpiter	المشتري	júpiter	مُشتَرَى	N;MASC;SG	
júpiter	جوبيتر	júpiter	جوبيتر	N;MASC;SG	
linaje	النسب	linaje	نِسبَة	N;MASC;SG	N;NOM;DEF;PL
justin	جاستين	justin	جَاسّ	PROPN	ADJ;ACC;INDF;FEM;DU
justin	جستن	justin	جستن	PROPN	
justin	جوستين	justin	جوستين	PROPN	
justin	جاستن	justin	جَاستِن	PROPN	
jessica	جيسيكا	jessicar	جِيسِيكَا	N;FEM;SG	
transferido	نقلت	transferir	نَقَل	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
tanzania	التنزانية	tanzania	تَنزَانِيّ	N;FEM;SG	
tanzania	تنزانيا	tanzania	تنزانيا	N;FEM;SG	
tanzania	تنزانيا	tanzania	تنزانيا	N;FEM;SG	
zapata	زاباتا	zapata	زَابَات	N;FEM;SG	
musulmana	المسلم	musulmán	مُسلِم	ADJ;FEM;SG	N;NOM;DEF;SG
musulmana	مسلم	musulmán	مُسلِم	ADJ;FEM;SG	N;NOM;INDF;SG
musulmana	المسلمين	musulmán	مُسلِم	ADJ;FEM;SG	N;NOM;DEF;PL
musulmana	مسلمون	musulmán	مُسلِم	ADJ;FEM;SG	N;NOM;INDF;PL
musulmana	المسلمون	musulmán	مُسلِم	ADJ;FEM;SG	N;NOM;DEF;PL
musulmana	مسلمين	musulmán	مُسلِم	ADJ;FEM;SG	N;NOM;INDF;PL
querer	اريد	querer	اريد	V;NFIN	
ref	المرجع	ref	مَرجِع		N;NOM;DEF;SG
oficios	الحرف	oficio	حَرف	N;MASC;PL	N;NOM;DEF;SG
haití	هاييتي	haitir	هاييتي	PROPN	
haití	هايتي	haitir	هَايَا	PROPN	
haití	الهايتية	haitir	هَايِتِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
haití	الهايتي	haitir	هَايتِي	PROPN	
pour	صب	pour	صَبّ	N	
asistentes	الحضور	asistente	حُضُور	N;PL	N;NOM;DEF;SG
asistentes	الحضور	asistente	حُضُور	N;PL	N;NOM;DEF;SG
rachel	راتشيل	rachel	راتشيل	N;FEM;SG	
rachel	ريتشيل	rachel	ريتشيل	N;FEM;SG	
rachel	ريتشل	rachel	رِيتشِل	N;FEM;SG	
rachel	رايتشل	rachel	رَايتشِل	N;FEM;SG	
rachel	راشيل	rachel	راشيل	N;FEM;SG	
ciclos	الدورة	ciclo	دَورَة	N;MASC;PL	N;NOM;DEF;SG
ciclos	دورة	ciclo	دَورَة	N;MASC;PL	N;NOM;INDF;SG
identifica	التعرف	identificar	تَعَرُّف	V;IND;SG;3;PRS;FIN	N;NOM;DEF;SG
cuero	جلدية	cuero	جَلَدِيَّة	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
superando	التغلب	superar	تَغَلُّب	V;V.MSDR	N;NOM;DEF;SG
corredores	المتسابقين	corredor	مُتَسَابِق	N;MASC;PL	ADJ;ACC;DEF;MASC;PL
corredores	السماسرة	corredor	سِمَاسِرَة	N;MASC;PL	N;NOM;DEF;SG
corredores	سماسرة	corredor	سماسرة	N;MASC;PL	
escolta	مرافق	escolta	مِرفَق	N;SG	N;NOM;INDF;PL
terminales	طرفية	terminal	طَرَفِيّ	N;PL	ADJ;NOM;INDF;FEM;SG
terminales	الطرفية	terminal	طَرَفِيّ	N;PL	ADJ;NOM;DEF;FEM;SG
terminales	محطة	terminal	مَحَطَّة	N;PL	N;NOM;INDF;SG
dublín	دوبلن	dublín	دُوبلِن	N;MASC;SG	
dublín	دوبلين	dublín	دُوبلِين	N;MASC;SG	N;ACC;INDF;PL
dublín	دبلن	dublín	دبلن	N;MASC;SG	
celebraciones	احتفال	celebración	اِحتِفَال	N;FEM;PL	N;NOM;INDF;SG
celebraciones	الاحتفال	celebración	اِحتِفَال	N;FEM;PL	N;NOM;DEF;SG
galerías	المعارض	galería	مَعرِض	N;FEM;PL	N;NOM;DEF;SG
artificiales	اصطناعية	artificial	اِصطِنَاعِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
artificiales	اصطناعي	artificial	اِصطِنَاعِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
artificiales	الاصطناعي	artificial	اِصطِنَاعِيّ	ADJ;PL	N;NOM;DEF;SG
clásicas	الكلاسيكية	clásico	كُلآسِيكِيّ	ADJ;FEM;PL	ADJ;NOM;DEF;FEM;SG
tienden	تميل	tender	تَمَيَّل	V;IND;PL;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
patente	البراءات	patente	بِرَاء	N;SG	N;NOM;DEF;PL
nacionalistas	القوميين	nacionalista	قَومِيّ	N;PL	ADJ;ACC;DEF;MASC;PL
biografías	سيرة	biografía	سِيرَة	N;FEM;PL	N;NOM;INDF;SG
mundos	العالمين	mundo	عَالَم	N;MASC;PL	ADJ;ACC;DEF;MASC;PL
prix	prix	prix	مَلَّذ	N;MASC;SG	
chelsea	تشيلسي	chelsea	تشيلسي	N;SG	
concedido	منحت	concedido	مَنَح	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
concedido	منح	concedido	مَنَح	ADJ;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
concedido	منحت	concedido	مَنَح	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
plural	جمع	plural	جَمَع	ADJ;SG	V;PFV;MASC;SG;3;ACT
plural	الجمع	plural	جَمع	ADJ;SG	N;NOM;DEF;SG
nudos	عقدة	nudo	عقدة	N;MASC;PL	N;NOM;INDF;SG
nudos	العقدة	nudo	العقدة	N;MASC;PL	
biológica	البيولوجية	biológico	بِيُولُوجِيّ	ADJ;FEM;SG	
biológica	بيولوجي	biológico	بيولوجي	ADJ;FEM;SG	N;NOM;INDF;SG
khan	خان	khan	خان	N;MASC;SG	
anarquistas	الفوضويين	anarquista	فُوضُويِيّ	N;PL	
anarquistas	الفوضوي	anarquista	فُوضُوي	N;PL	N;NOM;DEF;SG
knight	فارس	knight	فارس	N;SG	
knight	الفارس	knight	فَارِس	N;SG	
billetes	تذاكر	billete	تَذَاكُر	N;MASC;PL	N;NOM;INDF;SG
billetes	التذاكر	billete	تَذَاكُر	N;MASC;PL	N;NOM;DEF;SG
coreano	كوري	coreano	كُورِيّ	N;MASC;SG	
coreano	الكورية	coreano	كُورِيّ	N;MASC;SG	ADJ;NOM;DEF;FEM;SG
coreano	كوريا	coreano	كُورِيَا	N;MASC;SG	
coreano	الكوري	coreano	كُورِيّ	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
secret	سر	secret	سر	N	
secret	سري	secret	سري	N	
secret	سرية	secret	سِرِّيّ	N	ADJ;NOM;INDF;FEM;SG
privilegios	امتياز	privilegio	امتياز	N;MASC;PL	N;NOM;INDF;SG
privilegios	الامتياز	privilegio	اِمتِيَاز	N;MASC;PL	N;NOM;DEF;SG
disfrutar	استمتع	disfrutar	اِستَمتَع	V;NFIN	
disfrutar	تمتع	disfrutar	تمتع	V;NFIN	
mixtas	مختلط	mixta	مُختَلِط	ADJ;FEM;PL	ADJ;NOM;INDF;MASC;SG
mixtas	مختلطة	mixta	مُختَلِط	ADJ;FEM;PL	ADJ;NOM;INDF;FEM;SG
mixtas	المختلطة	mixta	مُختَلِط	ADJ;FEM;PL	ADJ;NOM;DEF;FEM;SG
mixtas	المختلط	mixta	مُختَلِط	ADJ;FEM;PL	N;NOM;DEF;SG
perfecta	الكمال	perfecto	كَمَال	ADJ;FEM;SG	N;NOM;DEF;SG
evidencias	الادلة	evidencia	دِلَة	N;FEM;PL	N;NOM;DEF;SG
evidencias	دليل	evidencia	دَلِيل	N;FEM;PL	N;NOM;INDF;SG
evidencias	الدليل	evidencia	دَلِيل	N;FEM;PL	N;NOM;DEF;SG
ronald	رونالد	ronald	رُونَالد	N;SG	
sujetos	مواضيع	sujeto	مَوضُوع	ADJ;MASC;PL;V.PTCP	N;NOM;INDF;PL
sujetos	موضوعات	sujeto	موضوعات	ADJ;MASC;PL;V.PTCP	N;NOM;INDF;PL
sujetos	المواضيع	sujeto	مَوضُوع	ADJ;MASC;PL;V.PTCP	N;NOM;DEF;PL
sujetos	الموضوعات	sujeto	مَوضُوع	ADJ;MASC;PL;V.PTCP	N;NOM;DEF;PL
revolucionarios	الثورية	revolucionario	ثُورِيّ	N;MASC;PL	ADJ;NOM;DEF;FEM;SG
revolucionarios	الثوري	revolucionario	ثَورِيّ	N;MASC;PL	N;NOM;DEF;SG
láser	ليزر	láser	ليزر	N;MASC;SG	
láser	ليزر	láser	ليزر	N;MASC;SG	
marsella	مرسيليا	marsella	مَرسِيلِيَا	N;FEM;SG	
marsella	مارسيليا	marsella	مارسيليا	N;FEM;SG	
kiss	قبله	kiss	قبله	N	PRO;NOM;MASC;SG;3
conducir	قيادة	conducir	قِيَادَة	V;NFIN	N;NOM;INDF;SG
néstor	نستور	néstor	نستور	PROPN	
pirámide	هرم	pirámide	هرم	N;FEM;SG	
pirámide	هرمي	pirámide	هرمي	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
ecuatorial	الاستوائية	ecuatorial	اِستِوَائِيّ	ADJ;SG	
inscripciones	تسجيل	inscripción	تَسجِيل	N;FEM;PL	N;NOM;INDF;SG
inscripciones	التسجيل	inscripción	تَسجِيل	N;FEM;PL	N;NOM;DEF;SG
agregado	اضاف	agregar	أَضَاف	ADJ;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
agregado	اضيف	agregar	أَضِيف	ADJ;MASC;SG;V.PTCP	
agregado	اضيفت	agregar	أَضَاف	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;PASS
algodón	قطن	algodón	قُطن	N;MASC;SG	
sultán	سلطان	sultán	سلطان	N;MASC;SG	
inundaciones	فيضان	inundación	فَيَضَان	N;FEM;PL	N;NOM;INDF;SG
inundaciones	الفيضان	inundación	الفيضان	N;FEM;PL	N;NOM;DEF;SG
inundaciones	الفيضان	inundación	الفيضان	N;FEM;PL	N;NOM;DEF;SG
inundaciones	فيضان	inundación	فَيَضَان	N;FEM;PL	N;NOM;INDF;SG
inundaciones	فلود	inundación	فُلُود	N;FEM;PL	
hopkins	هوبكنز	hopkins	هوبكنز	PROPN	
hopkins	هوبكينز	hopkins	هوبكينز	PROPN	
portland	بورتلاند	portland	بُورتلَاند	N;MASC;SG	
adolf	ادولف	adolf	أَدُولف	N;MASC;SG	
grey	غراي	grey	غِرَاي	N	
grey	رمادي	grey	رمادي	N	
serbio	صرب	serbio	صَرب	N;MASC;SG	
serbio	صربيا	serbio	صَربِيّ	N;MASC;SG	
serbio	صربية	serbio	صَربِيّ	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
serbio	الصرب	serbio	صَرب	N;MASC;SG	N;NOM;DEF;PL
serbio	الصربية	serbio	صَربِيّ	N;MASC;SG	ADJ;NOM;DEF;FEM;SG
serbio	الصربي	serbio	صَربِيّ	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
action	اكشن	action	اكشن	N;SG	
ejecutiva	التنفيذي	ejecutiva	تَنفِيذِيّ	N;FEM;SG	ADJ;NOM;DEF;MASC;SG
ejecutiva	تنفيذي	ejecutiva	تَنفِيذِيّ	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
ejecutiva	تنفيذية	ejecutiva	تَنفِيذِيّ	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
checoslovaquia	تشيكوسلوفاكيا	checoslovaquia	تشيكوسلوفاكيا	ADJ;FEM;SG	
triste	حزن	triste	حُزن	ADJ;SG	
triste	حزين	triste	حِزّ	ADJ;SG	N;NOM;INDF;SG
triste	محزن	triste	محزن	ADJ;SG	N;NOM;INDF;SG
edita	تحرير	editar	تَحرِير	V;IND;SG;3;PRS;FIN	N;NOM;INDF;SG
edita	تعديل	editar	تَعدِيل	V;IND;SG;3;PRS;FIN	N;NOM;INDF;SG
edita	التحرير	editar	تَحرِير	V;IND;SG;3;PRS;FIN	N;NOM;DEF;SG
edita	تعديلات	editar	تَعدِيل	V;IND;SG;3;PRS;FIN	N;NOM;INDF;PL
edita	التعديلات	editar	تَعدِيل	V;IND;SG;3;PRS;FIN	N;NOM;DEF;PL
nieves	ثلج	nieve	ثُلج	N;FEM;PL	
nieves	الثلج	nieve	ثَلج	N;FEM;PL	N;NOM;DEF;SG
nieves	سنو	nieve	سَنُوّ	N;FEM;PL	
nieves	نيفيس	nieve	نيفيس	N;FEM;PL	
maracaibo	ماراكايبو	maracaibo	ماراكايبو	N;MASC;SG	
mártir	الشهيد	mártir	شَهِيد	N;MASC;SG	
frecuencias	التردد	frecuencia	تَرَدُّد	N;FEM;PL	N;NOM;DEF;SG
frecuencias	تكرار	frecuencia	تَكرَار	N;FEM;PL	N;NOM;INDF;SG
frecuencias	التكرار	frecuencia	تَكرَر	N;FEM;PL	N;NOM;DEF;SG
frecuencias	تواتر	frecuencia	تَوَاتُر	N;FEM;PL	N;NOM;INDF;SG
frecuencias	تردد	frecuencia	تَرَدُّد	N;FEM;PL	N;NOM;INDF;SG
luchando	قتال	luchar	قِتَال	V;V.MSDR	N;NOM;INDF;SG
luchando	القتال	luchar	قِتَال	V;V.MSDR	N;NOM;DEF;SG
cometido	ارتكبت	cometido	اِرتَكَب	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
germánico	الجرمانية	germánico	جرَمَانِيّ	ADJ;MASC;SG	
analizar	تحلل	analizar	حَلَّل	V;NFIN	N;NOM;INDF;SG
analizar	تحليل	analizar	تَحلِيل	V;NFIN	N;NOM;INDF;SG
analizar	حلل	analizar	حَلَل	V;NFIN	
cantos	يرددون	canto	رَدَّد	N;MASC;PL	V;IPFV;MASC;IND;PL;3;FIN;ACT
cantos	غناء	canto	غناء	N;MASC;PL	N;NOM;INDF;SG
cantos	يغني	canto	غَنَّى	N;MASC;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
cantos	اغني	canto	اغني	N;MASC;PL	
cantos	تغني	canto	غَنِيّ	N;MASC;PL	V;IPFV;FEM;IND;SG;3;FIN;ACT
cantos	الغناء	canto	غِنَاء	N;MASC;PL	N;NOM;DEF;SG
cantos	الاغاني	canto	أَغَانِيّ	N;MASC;PL	
benjamín	بينجامين	benjamín	بِينجَامِين	PROPN	
benjamín	بنجامين	benjamín	بنجامين	PROPN	
benjamín	بنيامين	benjamín	بِنيَامِين	PROPN	
querido	الغالي	querido	الغالي	ADJ;MASC;SG;V.PTCP	
querido	عزيزي	querido	عزيزي	ADJ;MASC;SG;V.PTCP	
querido	عزيز	querido	عزيز	ADJ;MASC;SG;V.PTCP	
querido	عزيزتي	querido	عزيزتي	ADJ;MASC;SG;V.PTCP	
view	عرض	view	عَرض	PROPN	N;NOM;INDF;SG
view	منظر	view	مُنَظِّر	PROPN	N;NOM;INDF;SG
view	اعرض	view	أَعرَض	PROPN	
bruja	ساحرة	bruja	سَاحِرَة	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
sudán	السودانيين	sudán	سُودَانِيّ	N;MASC;SG	ADJ;NOM;DEF;MASC;PL
sudán	سوداني	sudán	سُودَانِيّ	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
sudán	السوداني	sudán	سُودَانِيّ	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
sudán	السودانية	sudán	سُودَانِيّ	N;MASC;SG	ADJ;NOM;DEF;FEM;SG
roberts	روبرتس	robert	رُوبِرتس	PROPN	
creciendo	المتزايد	crecer	مُتَزَايِد	V;V.MSDR	ADJ;NOM;DEF;MASC;SG
traductor	المترجم	traductor	مُتَرَجِّم	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
traductor	المترجمين	traductor	مُتَرَجِّم	N;MASC;SG	N;NOM;DEF;PL
traductor	tran	traductor	tran	N;MASC;SG	
monroe	مونرو	monroe	مونرو	N;SG	
supervisión	اشراف	supervisión	اشراف	N;FEM;SG	
supervisión	اشراف	supervisión	اشراف	N;FEM;SG	
rumano	روماني	rumano	رُومَانِيّ	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
rumano	الروماني	rumano	رُومَانِيّ	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
rumano	رومانيا	rumano	رُومَانِيَا	N;MASC;SG	
rumano	الرومانية	rumano	رُومَانِيّ	N;MASC;SG	ADJ;NOM;DEF;FEM;SG
tag	تاغ	tag	تاغ	N;MASC;SG	
tonos	نبرة	tono	نَبرَة	N;MASC;PL	N;NOM;INDF;SG
tonos	لهجة	tono	لَهجَة	N;MASC;PL	N;NOM;INDF;SG
tonos	نغمة	tono	نَغمَة	N;MASC;PL	N;NOM;INDF;SG
tonos	ظلال	tono	ظَلَال	N;MASC;PL	N;NOM;INDF;SG
automático	اوتو	automático	أُوتُو	ADJ;MASC;SG	
automático	اليا	automático	إِلَى	ADJ;MASC;SG	
automático	تلقائي	automático	تلقائي	ADJ;MASC;SG	
pintado	رسمت	pintado	رَسمَت	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
pintado	صبغ	pintado	صبغ	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;SG
parlamentario	برلمانية	parlamentario	بَرلَمَانِيّ	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
parlamentario	برلماني	parlamentario	بَرلَمَانِيّ	N;MASC;SG	ADJ;NOM;INDF;MASC;SG
parlamentario	البرلماني	parlamentario	بَرلَمَانِيّ	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
renunciar	الاستقالة	renunciar	اِستِقَالَة	V;NFIN	N;NOM;DEF;SG
renunciar	نبذ	renunciar	نبذ	V;NFIN	
misisipi	ميسيسيبي	misisipi	ميسيسيبي	N;MASC;SG	
misisipi	مسيسيبي	misisipi	مسيسيبي	N;MASC;SG	
interesantes	للاهتمام	interesante	للاهتمام	ADJ;PL	PRO;GEN;MASC;SG;3
anton	انتون	anton	أَنتُون	N;MASC;SG	
anton	انطون	anton	أَنطُون	N;MASC;SG	
tigres	تايجر	tigre	تايجر	N;MASC;PL	
tigres	النمر	tigre	نَمَر	N;MASC;PL	N;NOM;DEF;SG
tigres	نمر	tigre	نمر	N;MASC;PL	
tigres	نمور	tigre	نمور	N;MASC;PL	
tigres	النمور	tigre	النمور	N;MASC;PL	
camerún	الكاميرون	camerún	كَامِيرُون	N;FEM;SG	
camerún	كاميرونية	camerún	كاميرونية	N;FEM;SG	
olimpia	اوليمبيا	olimpia	أُولِيمبِيَا	N;FEM;SG	
milicias	الميليشيا	milicia	مِيلِيشِيَا	N;FEM;PL	N;NOM;DEF;SG
milicias	ميليشيا	milicia	مِيلِيشِيَا	N;FEM;PL	
oído	سمعت	oír	سَمَع	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;3;ACT
oído	سمع	oír	سَمع	ADJ;MASC;SG;V.PTCP	V;PFV;MASC;SG;3;ACT
oído	الاذن	oír	اَلذَذِن	ADJ;MASC;SG;V.PTCP	N;NOM;DEF;SG
oído	سماع	oír	سَمَاع	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;SG
oído	السمع	oír	سَمعَة	ADJ;MASC;SG;V.PTCP	N;NOM;DEF;SG
supuesta	المزعوم	supuesto	مَزعُوم	ADJ;FEM;SG;V.PTCP	N;NOM;DEF;SG
supuesta	مزعوم	supuesto	مَزعُوم	ADJ;FEM;SG;V.PTCP	N;NOM;INDF;SG
resurrección	البعث	resurrección	البعث	N;FEM;SG	
pensando	افكر	pensar	افكر	V;V.MSDR	
pensando	التفكير	pensar	تَفكِير	V;V.MSDR	N;NOM;DEF;SG
pensando	تفكير	pensar	تَفكِير	V;V.MSDR	N;NOM;INDF;SG
ratón	الفار	ratón	فَار	N;MASC;SG	
ratón	فار	ratón	فَار	N;MASC;SG	
ratón	ماوس	ratón	مَاوس	N;MASC;SG	
bolonia	بولونيا	bolonia	بُولُونِيَا	N;FEM;SG	
presas	فريسة	presa	فَرِيسَة	N;FEM;PL	N;NOM;INDF;SG
presas	فريس	presa	فَرِيس	N;FEM;PL	
presas	الفريسة	presa	فَرِيسَة	N;FEM;PL	N;NOM;DEF;SG
grove	بستان	grove	بستان	N;MASC;SG	
costado	جانب	costar	جَانِب	ADJ;MASC;SG;V.PTCP	N;NOM;INDF;SG
costado	جنب	costar	جَنب	ADJ;MASC;SG;V.PTCP	
costado	الجانب	costar	جَانِب	ADJ;MASC;SG;V.PTCP	N;NOM;DEF;SG
kids	اطفال	kids	اطفال	N	
culpable	الذنب	culpable	ذَنَب	ADJ;SG	N;NOM;DEF;SG
culpable	ذنب	culpable	ذَنَب	ADJ;SG	N;NOM;INDF;SG
culpable	مذنب	culpable	مُذَنَّب	ADJ;SG	N;NOM;INDF;SG
sosa	سوسا	sosa	سُوسَا	PROPN	
sosa	الصودا	sosa	صُودَا	PROPN	N;NOM;DEF;SG
sosa	صودا	sosa	صُودَا	PROPN	
financiación	مالية	financiación	مَالِيّ	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
protestantes	البروتستانت	protestante	بِرُوتستَان	N;PL	
protestantes	البروتستانتية	protestante	برُوتستَانتِيّ	N;PL	
protestantes	البروتستانتي	protestante	برُوتستَانتِيّ	N;PL	
estela	ستيلا	estela	سَتِيل	N;FEM;SG	
act	التصرف	act	تَصَرُّف	PROPN	N;NOM;DEF;SG
act	الفعل	act	فِعل	PROPN	N;NOM;DEF;SG
act	التمثيل	act	تَمثِيل	PROPN	N;NOM;DEF;SG
carrasco	كاراسكو	carrasco	كَارَاسكُو	PROPN	
citar	اقتباس	citar	اِقتِبَاس	V;NFIN	N;NOM;INDF;SG
citar	الاقتباس	citar	اِقتِبَاس	V;NFIN	N;NOM;DEF;SG
citar	استشهد	citar	اِستَشهَد	V;NFIN	
antón	انتون	antón	أَنتُون	N;MASC;SG	
antón	انطون	antón	أَنطُون	N;MASC;SG	
tabaco	تدخن	tabaco	دَخَّن	N;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
tabaco	يدخن	tabaco	دَخَن	N;MASC;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
tabaco	تبغ	tabaco	تبغ	N;MASC;SG	
tabaco	السجائر	tabaco	سِيجَارَة	N;MASC;SG	N;NOM;DEF;PL
tabaco	سجائر	tabaco	سَجِير	N;MASC;SG	N;NOM;INDF;PL
pájaros	الطيور	pájaro	طَير	N;MASC;PL	
pájaros	طيور	pájaro	طَير	N;MASC;PL	
saliendo	مواعدة	salir	مُوَاعَدَة	V;V.MSDR	N;NOM;INDF;SG
saliendo	المواعدة	salir	مُوَاعَدَة	V;V.MSDR	N;NOM;DEF;SG
saliendo	الرحيل	salir	رَحِيل	V;V.MSDR	N;NOM;DEF;SG
saliendo	مغادرة	salir	مُغَادَرَة	V;V.MSDR	N;NOM;INDF;SG
santana	سانتانا	santana	سانتانا	N;FEM;SG	
quieres	اريد	querer	اريد	V;IND;SG;2;PRS;FIN	
limón	ليمون	limón	لِيمُون	N;MASC;SG	
húmedos	رطبة	húmedo	رُطبَة	ADJ;MASC;PL	ADJ;NOM;INDF;FEM;SG
húmedos	رطب	húmedo	رَطَب	ADJ;MASC;PL	N;NOM;INDF;SG
lanka	لانكا	lanka	لانكا	N;FEM;SG	
lanka	نكا	lanka	نَكَا	N;FEM;SG	
race	عرق	race	عَرِق	N	
temor	خو	temor	خو	N;MASC;SG	
temor	مخاوف	temor	مَخَافَة	N;MASC;SG	N;NOM;INDF;PL
temor	المخاوف	temor	مَخَافَة	N;MASC;SG	N;NOM;DEF;PL
cooperativa	تعاونية	cooperativa	تَعَاوُنِيّ	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
cooperativa	التعاونية	cooperativa	التعاونية	N;FEM;SG	
corporal	الجسد	corporal	جَسَد	ADJ;SG	N;NOM;DEF;SG
corporal	جسم	corporal	جَسم	ADJ;SG	N;NOM;INDF;SG
corporal	جثة	corporal	جُثَّة	ADJ;SG	N;NOM;INDF;SG
corporal	جسد	corporal	جَسَد	ADJ;SG	
corporal	الجسم	corporal	جِسم	ADJ;SG	N;NOM;DEF;SG
hook	الخطاف	hook	خِطَاف	N	
hook	خطاف	hook	خطاف	N	
hook	هوك	hook	هُوك	N	
valentín	فالنتين	valentín	فَالِنَّة	N;MASC;SG	
lentamente	ببطء	lentamente	بَبَط	ADV	N;NOM;INDF;SG
lana	لانا	lana	لانا	N;FEM;SG	
