το	os	ο	o	DET;NOM;DEF;NEUT;SG	PRO;ACC;MASC;PL;3
γνωστή	conhecidos	γνωστός	conhecido	ADJ;NOM;FEM;SG	ADJ;MASC;PL
νησί	ilhas	νησί	ilha	N;NOM;NEUT;SG	N;FEM;PL
επιτυχία	sucessos	επιτυχία	sucesso	N;NOM;FEM;SG	N;MASC;PL
γερμανία	alemanha	γερμανία	alemanha	PROPN;ACC;FEM;SG	N;FEM;SG
πίσω	costas	πίσω	costa	ADV	N;FEM;PL
πίσω	volta	πίσω	volta	ADV	N;FEM;SG
πίσω	voltar	πίσω	voltar	ADV	V;NFIN
δημιουργία	crie	δημιουργία	criar	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
δημιουργία	criar	δημιουργία	criar	N;ACC;FEM;SG	V;NFIN
δημιουργία	cria	δημιουργία	criar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
αρχή	comece	αρχή	começar	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
αρχή	comecem	αρχή	começar	N;NOM;FEM;SG	V;SBJV;PL;3;PRS;FIN
αρχή	iniciar	αρχή	iniciar	N;NOM;FEM;SG	V;NFIN
αρχή	começa	αρχή	começar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
αρχή	começar	αρχή	começar	N;NOM;FEM;SG	V;NFIN
αρχή	começando	αρχή	começar	N;NOM;FEM;SG	V;V.MSDR
αρχή	iniciando	αρχή	iniciar	N;NOM;FEM;SG	V;V.MSDR
άδεια	licenças	άδεια	licença	N;NOM;FEM;SG	N;FEM;PL
άδεια	permitir	άδεια	permitir	N;NOM;FEM;SG	V;NFIN
άδεια	vazios	άδεια	vazio	N;NOM;FEM;SG	ADJ;MASC;PL
άδεια	vazio	άδεια	vazio	N;NOM;FEM;SG	ADJ;MASC;SG
άδεια	vazia	άδεια	vazer	N;NOM;FEM;SG	ADJ;FEM;SG
άδεια	esvaziar	άδεια	esvaziar	N;NOM;FEM;SG	V;NFIN
άδεια	vazias	άδεια	vazio	N;NOM;FEM;SG	N;FEM;PL
σου	sue	σου	sue	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;FEM;SG
επιπλέον	adicional	επιπλέον	adicional	ADV	ADJ;MASC;SG
επιπλέον	adicionais	επιπλέον	adicional	ADV	ADJ;MASC;PL
περισσότερα	mais	πολύς	mais	ADJ;NOM;CMPR;NEUT;PL	ADV
περισσότερα	more	πολύς	more	ADJ;NOM;CMPR;NEUT;PL	N;MASC;SG
αυτόν	ele	αυτός	ele	PRO;ACC;MASC;SG;3	PRO;NOM;MASC;SG;3
άγιος	agios	άγιος	agio	ADJ;NOM;MASC;SG	N;MASC;PL
άγιος	santo	άγιος	santo	ADJ;NOM;MASC;SG	N;MASC;SG
άγιος	saint	άγιος	saint	ADJ;NOM;MASC;SG	N;MASC;SG
άγιος	santa	άγιος	santo	ADJ;NOM;MASC;SG	N;FEM;SG
τραγούδι	cantando	τραγούδι	cantar	N;NOM;NEUT;SG	V;V.MSDR
τραγούδι	cantar	τραγούδι	cantar	N;NOM;NEUT;SG	V;NFIN
ιωάννης	john	ιωάννης	john	PROPN;NOM;MASC;SG	PROPN;MASC;SG
ιωάννης	joão	ιωάννης	joão	PROPN;NOM;MASC;SG	N;MASC;SG
ιωάννης	joao	ιωάννης	joao	PROPN;NOM;MASC;SG	N;MASC;SG
ιωάννης	ioannis	ιωάννης	ioanni	PROPN;NOM;MASC;SG	N;MASC;SG
θεσσαλονίκη	salónica	θεσσαλονίκη	salónica	PROPN;NOM;FEM;SG	N;MASC;SG
θεσσαλονίκη	tessalônica	θεσσαλονίκη	tessalônôno	PROPN;NOM;FEM;SG	N;MASC;SG
αγγλικά	ingles	αγγλικός	ingle	ADV	N;MASC;SG
αγγλικά	inglês	αγγλικός	inglês	ADV	N;MASC;SG
κέρδισε	win	κερδίζω	win	V;PFV;IND;SG;3;PST;FIN;ACT	N;MASC;SG
κέρδισε	ganhe	κερδίζω	ganhar	V;PFV;IND;SG;3;PST;FIN;ACT	V;SBJV;SG;3;PRS;FIN
κέρδισε	vitória	κερδίζω	vitória	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;SG
κέρδισε	won	κερδίζω	won	V;PFV;IND;SG;3;PST;FIN;ACT	N;MASC;SG
συνολικά	total	συνολικά	total	ADV	N;MASC;SG
γνωστός	conhecidas	γνωστός	conhecido	ADJ;NOM;MASC;SG	ADJ;FEM;PL
γνωστός	conhecidos	γνωστός	conhecido	ADJ;NOM;MASC;SG	ADJ;MASC;PL
γνωστός	familiaridade	γνωστός	familiaridade	ADJ;NOM;MASC;SG	N;FEM;SG
γνωστός	conhecidos	γνωστός	conhecido	ADJ;NOM;MASC;SG	ADJ;MASC;PL
πληροφορίες	info	πληροφορία	info	N;NOM;FEM;PL	ADJ;FEM;SG
πληροφορίες	informação	πληροφορία	informação	N;NOM;FEM;PL	N;FEM;SG
εθνικό	national	εθνικός	national	ADJ;NOM;NEUT;SG	N;MASC;SG
εθνικό	nacionais	εθνικός	nacional	ADJ;NOM;NEUT;SG	N;MASC;PL
ποτέ	never	ποτέ	never	ADV	N;MASC;SG
ποτέ	ever	ποτέ	ever	ADV	N;MASC;SG
τέλη	taxa	τέλος	taxa	N;ACC;NEUT;PL	N;FEM;SG
διάφορες	vários	διάφορος	vários	ADJ;NOM;FEM;PL	PRO;MASC;PL
διάφορες	várias	διάφορος	várias	ADJ;NOM;FEM;PL	PRO;FEM;PL
πρόγραμμα	programar	πρόγραμμα	programar	N;NOM;NEUT;SG	V;NFIN
πρόγραμμα	agendar	πρόγραμμα	agendar	N;NOM;NEUT;SG	V;NFIN
χιλιόμετρα	miles	χιλιόμετρο	mile	N;NOM;NEUT;PL	N;MASC;SG
χιλιόμετρα	quilometragem	χιλιόμετρο	quilometragem	N;NOM;NEUT;PL	N;FEM;SG
γεώργιος	georgios	γεώργιος	georgio	PROPN;NOM;MASC;SG	N;MASC;PL
γεώργιος	jorge	γεώργιος	jorge	PROPN;NOM;MASC;SG	N;MASC;SG
γεώργιος	george	γεώργιος	george	PROPN;NOM;MASC;SG	PROPN;MASC;SG
τύπου	pressione	τύπος	pressionar	N;GEN;MASC;SG	V;SBJV;SG;3;PRS;FIN
τύπου	digite	τύπος	digitir	N;GEN;MASC;SG	V;SBJV;SG;3;PRS;FIN
πόλεμος	guerras	πόλεμος	guerra	N;NOM;MASC;SG	N;FEM;PL
εφημερίδα	jornais	εφημερίδα	jornal	N;NOM;FEM;SG	N;MASC;PL
μικρό	small	μικρός	small	ADJ;NOM;NEUT;SG	N;MASC;SG
μικρό	pequenos	μικρός	pequeno	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
μικρό	pequenas	μικρός	pequeno	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
μικρό	pouco	μικρός	pouco	ADJ;NOM;NEUT;SG	ADV
μικρό	little	μικρός	little	ADJ;NOM;NEUT;SG	N;MASC;SG
ονομάζεται	chamou	ονομάζω	chamar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
ονομάζεται	chamados	ονομάζω	chamar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
συγκεκριμένα	específicas	συγκεκριμένα	específico	ADV	ADJ;FEM;PL
συγκεκριμένα	específicos	συγκεκριμένα	específico	ADV	ADJ;MASC;PL
συγκεκριμένα	específica	συγκεκριμένα	específico	ADV	ADJ;FEM;SG
συγκεκριμένα	especifico	συγκεκριμένα	especifico	ADV	N;MASC;SG
συγκεκριμένα	específico	συγκεκριμένα	específico	ADV	ADJ;MASC;SG
είδη	espécie	είδος	espécie	N;NOM;NEUT;PL	N;FEM;SG
κάποιος	alguem	κάποιος	alguem	PRO;NOM;MASC;SG;3	N;MASC;SG
κάποιος	alguem	κάποιος	alguem	PRO;NOM;MASC;SG;3	N;MASC;SG
ιταλία	itália	ιταλία	itália	PROPN;ACC;FEM;SG	N;FEM;SG
αναφέρει	menções	αναφέρω	menção	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;PL
περισσότερες	mais	πολύς	mais	ADJ;NOM;CMPR;FEM;PL	ADV
περισσότερες	more	πολύς	more	ADJ;NOM;CMPR;FEM;PL	N;MASC;SG
γενικά	generalidades	γενικά	generalidade	ADV	N;MASC;PL
γενικά	gerais	γενικά	geral	ADV	N;MASC;PL
γενικά	geral	γενικά	geral	ADV	N;MASC;SG
γενικά	general	γενικά	general	ADV	N;MASC;SG
σημαντικό	importantes	σημαντικός	importante	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
νίκη	ganhe	νίκη	ganhar	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
νίκη	ganhar	νίκη	ganhar	N;ACC;FEM;SG	V;NFIN
νίκη	vencer	νίκη	vencer	N;ACC;FEM;SG	V;NFIN
νίκη	vencendo	νίκη	vencer	N;ACC;FEM;SG	V;V.MSDR
νίκη	ganhando	νίκη	ganhar	N;ACC;FEM;SG	V;V.MSDR
νίκη	ganhar	νίκη	ganhar	N;ACC;FEM;SG	V;NFIN
μικρή	small	μικρός	small	ADJ;NOM;FEM;SG	N;MASC;SG
μικρή	pequenos	μικρός	pequeno	ADJ;NOM;FEM;SG	ADJ;MASC;PL
μικρή	pequenas	μικρός	pequeno	ADJ;NOM;FEM;SG	ADJ;FEM;PL
μικρή	pouco	μικρός	pouco	ADJ;NOM;FEM;SG	ADV
μικρή	little	μικρός	little	ADJ;NOM;FEM;SG	N;MASC;SG
έτη	years	έτος	years	N;NOM;NEUT;PL	N;MASC;SG
αμερικανός	americano	Αμερικανός	americano	ADJ;NOM;MASC;SG	N;MASC;SG
αμερικανός	americanos	Αμερικανός	americano	ADJ;NOM;MASC;SG	N;MASC;PL
αμερικανός	american	Αμερικανός	american	ADJ;NOM;MASC;SG	N;MASC;SG
αμερικανός	americana	Αμερικανός	americana	ADJ;NOM;MASC;SG	N;FEM;SG
τελικό	finais	τελικός	final	ADJ;NOM;NEUT;SG	N;MASC;PL
τελικό	final	τελικός	final	ADJ;NOM;NEUT;SG	N;MASC;SG
πάντα	always	πάντα	alway	ADV	N;MASC;SG
συγκρότημα	complexas	συγκρότημα	complexo	N;NOM;NEUT;SG	ADJ;FEM;PL
συγκρότημα	complexo	συγκρότημα	complexo	N;NOM;NEUT;SG	ADJ;MASC;SG
συγκρότημα	complexos	συγκρότημα	complexo	N;NOM;NEUT;SG	ADJ;MASC;PL
συγκρότημα	complexa	συγκρότημα	complexo	N;NOM;NEUT;SG	ADJ;FEM;SG
επόμενη	próximo	επόμενος	próximo	ADJ;ACC;FEM;SG	ADV
επόμενη	next	επόμενος	next	ADJ;ACC;FEM;SG	N;MASC;SG
θεωρία	teorias	θεωρία	teoria	N;NOM;FEM;SG	N;FEM;PL
πολλοί	muitos	πολύς	muito	ADJ;NOM;MASC;PL	PRO;MASC;PL
πολλοί	muitas	πολύς	muito	ADJ;NOM;MASC;PL	PRO;FEM;PL
όλοι	todos	όλος	todo	ADJ;NOM;MASC;PL	PRO;MASC;PL
όλοι	todas	όλος	todo	ADJ;NOM;MASC;PL	DET;FEM;PL
όλοι	tudo	όλος	tudo	ADJ;NOM;MASC;PL	PRO;MASC;SG
όλοι	todos	όλος	todo	ADJ;NOM;MASC;PL	PRO;MASC;PL
όλοι	todos	όλος	todo	ADJ;NOM;MASC;PL	PRO;MASC;PL
σημαντική	importantes	σημαντικός	importante	ADJ;NOM;FEM;SG	ADJ;MASC;PL
σημαντική	significativos	σημαντικός	significativo	ADJ;NOM;FEM;SG	ADJ;MASC;PL
σημαντική	significativas	σημαντικός	significativo	ADJ;NOM;FEM;SG	ADJ;FEM;PL
διάφορα	vários	διάφορος	vários	ADV	PRO;MASC;PL
διάφορα	diversos	διάφορος	diverso	ADV	ADJ;MASC;PL
διάφορα	diversas	διάφορος	diverso	ADV	ADJ;FEM;PL
παρέμεινε	permaneceram	παραμένω	permanecer	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;FIN
κατέκτησε	conquistaram	κατακτώ	conquistar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;FIN
κατέκτησε	conquistados	κατακτώ	conquistar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
επίθεση	atacar	επίθεση	atacar	N;ACC;FEM;SG	V;NFIN
επίθεση	ataquem	επίθεση	ataquem	N;ACC;FEM;SG	V;SBJV;PL;3;PRS;FIN
τραγούδια	songs	τραγούδιο	song	N;NOM;NEUT;PL	N;MASC;SG
έδωσε	dei	δίνω	dar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;1;PST;FIN
κατάφερε	geridos	καταφέρνω	gerir	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
δύναμη	forças	δύναμη	força	N;ACC;FEM;SG	N;FEM;PL
δύναμη	forçar	δύναμη	forçar	N;ACC;FEM;SG	V;NFIN
τύπος	pressione	τύπος	pressionar	N;NOM;MASC;SG	V;SBJV;SG;3;PRS;FIN
τύπος	digite	τύπος	digitir	N;NOM;MASC;SG	V;SBJV;SG;3;PRS;FIN
εκατομμύρια	milhão	εκατομμύριο	milhão	N;NOM;NEUT;PL	N;MASC;SG
τέσσερις	four	τέσσερις	four	NUM;NOM;MASC;PL	N;MASC;SG
μέση	meados	μέσο	meado	N;NOM;FEM;SG	N;MASC;PL
μέση	médio	μέσο	médio	N;NOM;FEM;SG	ADJ;MASC;SG
μέση	meio	μέσο	meio	N;NOM;FEM;SG	ADV
μέση	médio	μέσο	médio	N;NOM;FEM;SG	ADJ;MASC;SG
πρόβλημα	problemas	πρόβλημα	problema	N;NOM;NEUT;SG	N;MASC;PL
πρόβλημα	problemas	πρόβλημα	problema	N;NOM;NEUT;SG	N;MASC;PL
πρόβλημα	sarilhos	πρόβλημα	sarilho	N;NOM;NEUT;SG	N;MASC;PL
άνω	superior	άνω	alto	ADV	ADJ;MASC;SG
άνω	upper	άνω	upper	ADV	N;MASC;SG
νερό	águas	νερό	água	N;NOM;NEUT;SG	N;FEM;PL
αγωνίστηκε	lutaram	αγωνίζομαι	lutar	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;PL;3;FIN
αγωνίστηκε	lutei	αγωνίζομαι	lutei	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;1;PST;FIN
τοπική	locais	τοπικός	local	ADJ;NOM;FEM;SG	N;MASC;PL
τοπική	local	τοπικός	local	ADJ;NOM;FEM;SG	N;MASC;SG
έξι	six	έξι	six	NUM;NOM;MASC;PL	N;MASC;SG
παρίσι	paris	παρίσι	pari	PROPN;NOM;NEUT;SG	PROPN;MASC;SG
έγραψε	escrevia	γράφω	escrever	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
έγραψε	escrevi	γράφω	escrever	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;1;PST;FIN
κατασκευή	construções	κατασκευή	construção	N;NOM;FEM;SG	N;FEM;PL
κατασκευή	construir	κατασκευή	construir	N;NOM;FEM;SG	V;NFIN
μαρία	maria	μαρία	maria	PROPN;NOM;FEM;SG	N;FEM;SG
μερικές	algum	μερικοί	algum	PRO;NOM;FEM;PL;3	DET;MASC;SG
τιμή	preços	τιμή	preço	N;NOM;FEM;SG	N;MASC;PL
διαγραφή	apagar	διαγραφή	apagar	ADV	V;NFIN
διαγραφή	apaga	διαγραφή	apagar	ADV	V;IND;SG;3;PRS;FIN
διαγραφή	apague	διαγραφή	apagar	ADV	V;SBJV;SG;3;PRS;FIN
διαγραφή	apaguem	διαγραφή	apagar	ADV	V;SBJV;PL;3;PRS;FIN
διαγραφή	apago	διαγραφή	apago	ADV	V;IND;SG;1;PRS;FIN
διαγραφή	eliminação	διαγραφή	eliminação	ADV	N;FEM;SG
διαγραφή	exclusão	διαγραφή	exclusão	ADV	N;FEM;SG
διαγραφή	apagamento	διαγραφή	apagamento	ADV	N;MASC;SG
διαγραφή	supressão	διαγραφή	supressão	ADV	N;FEM;SG
διαγραφή	apagar	διαγραφή	apagar	ADV	V;NFIN
διαγραφή	excluir	διαγραφή	excluir	ADV	V;NFIN
διαγραφή	apaga	διαγραφή	apagar	ADV	V;IND;SG;3;PRS;FIN
διαγραφή	eliminar	διαγραφή	eliminar	ADV	V;NFIN
τρίτη	terça	τρίτος	terça	NUM;NOM;FEM;SG	N;FEM;SG
τρίτη	terceira	τρίτος	terceiro	NUM;NOM;FEM;SG	ADJ;FEM;SG
τρίτη	terço	τρίτος	terço	NUM;NOM;FEM;SG	ADJ;MASC;SG
τρίτη	terceiro	τρίτος	terceiro	NUM;NOM;FEM;SG	ADJ;MASC;SG
βοήθεια	ajude	βοήθεια	ajude	N;ACC;FEM;SG	V;SBJV;SG;3;PRS;FIN
βοήθεια	ajudar	βοήθεια	ajudar	N;ACC;FEM;SG	V;NFIN
απόσταση	distâncias	απόσταση	distância	N;ACC;FEM;SG	N;FEM;PL
νέων	jovens	νέος	jovem	ADJ;GEN;FEM;PL	N;MASC;PL
νέων	juventude	νέος	juventude	ADJ;GEN;FEM;PL	N;FEM;SG
αμέσως	imediato	αμέσως	imediato	ADV	N;MASC;SG
αναφορά	denunciar	αναφορά	denunciar	N;NOM;FEM;SG	V;NFIN
αναφορά	relatar	αναφορά	relatar	N;NOM;FEM;SG	V;NFIN
λιγκ	league	λιγκ	leagar		N;MASC;SG
λιγκ	liga	λιγκ	liga		N;FEM;SG
γιώργος	george	γιώργος	george	N;NOM;MASC;SG	PROPN;MASC;SG
γιώργος	georgios	γιώργος	georgio	N;NOM;MASC;SG	N;MASC;PL
κανείς	ninguem	κανένας	ninguem	PRO;NOM;MASC;SG;3	N;MASC;PL
σύντομο	curto	σύντομο	curto	N;NOM;NEUT;SG	ADJ;MASC;SG
σύντομο	curtas	σύντομο	curto	N;NOM;NEUT;SG	ADJ;FEM;PL
σύντομο	curta	σύντομο	curto	N;NOM;NEUT;SG	ADJ;FEM;SG
σύντομο	breves	σύντομο	breve	N;NOM;NEUT;SG	N;MASC;PL
κράτος	estaduais	κράτος	estadual	N;NOM;NEUT;SG	N;MASC;PL
κράτος	estadual	κράτος	estadual	N;NOM;NEUT;SG	ADJ;MASC;SG
κωνσταντίνος	konstantinos	κωνσταντίνος	konstantino	PROPN;NOM;MASC;SG	N;MASC;SG
κωνσταντίνος	constantine	κωνσταντίνος	constantine	PROPN;NOM;MASC;SG	N;MASC;SG
κωνσταντίνος	constantino	κωνσταντίνος	constantino	PROPN;NOM;MASC;SG	N;MASC;SG
αγία	santo	αγία	santo	PROPN;NOM;FEM;SG	N;MASC;SG
αγία	saint	αγία	saint	PROPN;NOM;FEM;SG	N;MASC;SG
αγία	santa	αγία	santo	PROPN;NOM;FEM;SG	N;FEM;SG
αποτελέσματα	resultado	αποτέλεσμα	resultado	N;NOM;NEUT;PL	N;MASC;SG
ιστορικό	antecedentes	ιστορικός	antecedentes	ADJ;NOM;NEUT;SG	N;MASC;PL
ιστορικό	fundo	ιστορικός	fundo	ADJ;NOM;NEUT;SG	N;MASC;SG
ιστορικό	historia	ιστορικός	historia	ADJ;NOM;NEUT;SG	N;FEM;SG
ιστορικό	história	ιστορικός	história	ADJ;NOM;NEUT;SG	N;FEM;SG
τζον	john	τζο	john		PROPN;MASC;SG
τζον	joão	τζο	joão		N;MASC;SG
τζον	joao	τζο	joao		N;MASC;SG
τζον	jon	τζο	jon		N;MASC;SG
αρκετές	varios	αρκετός	vario	PRO;NOM;FEM;PL;3	N;MASC;PL
λειτουργία	funções	λειτουργία	função	N;ACC;FEM;SG	N;FEM;PL
σχέδιο	planejar	σχέδιο	planejar	N;NOM;NEUT;SG	V;NFIN
γη	terrenos	γη	terreno	N;NOM;FEM;SG	N;MASC;PL
γη	terras	γη	terra	N;NOM;FEM;SG	N;FEM;PL
εμφανίζεται	exibidos	εμφανίζω	exibir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;V.PTCP
εμφανίζεται	exibidas	εμφανίζω	exibir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;V.PTCP
αυτοί	eles	αυτός	eles	PRO;NOM;MASC;PL;3	PRO;NOM;MASC;PL;3
αυτοί	elas	αυτός	ele	PRO;NOM;MASC;PL;3	PRO;NOM;FEM;PL;3
χρήστης	usuários	χρήστης	usuário	N;NOM;MASC;SG	N;MASC;PL
χρησιμοποιούνται	utilizada	χρησιμοποιώ	utilizar	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
χρησιμοποιούνται	usada	χρησιμοποιώ	usar	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;FEM;SG;V.PTCP
χρησιμοποιούνται	usado	χρησιμοποιώ	usar	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
χρησιμοποιούνται	utilizado	χρησιμοποιώ	utilizar	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;MASC;SG;V.PTCP
καλύτερη	melhor	καλός	melhor	ADJ;NOM;CMPR;FEM;SG	ADV
καλύτερη	melhores	καλός	bom	ADJ;NOM;CMPR;FEM;SG	ADJ;MASC;PL
χρήστη	usuários	χρήστης	usuário	N;ACC;NEUT;SG	N;MASC;PL
καλοκαίρι	verão	καλοκαίρι	ver	N;NOM;NEUT;SG	V;IND;PL;3;FUT;FIN
παράδοση	render	παράδοση	render	N;ACC;FEM;SG	V;NFIN
παράδοση	tradições	παράδοση	tradição	N;ACC;FEM;SG	N;FEM;PL
άνδρες	men	άντρας	men	N;NOM;MASC;PL	N;MASC;SG
όσκαρ	óscares	όσκαρ	óscar		N;MASC;PL
όσκαρ	oscar	όσκαρ	oscar		N;MASC;SG
όσκαρ	óscar	όσκαρ	óscar		N;MASC;SG
όσκαρ	oskar	όσκαρ	oskar		N;MASC;SG
γυναίκα	feminino	γυναίκα	feminino	N;NOM;FEM;SG	ADJ;MASC;SG
κλπ	etc	κλπ	etc	N	ADV
κατάλογος	listar	κατάλογος	listar	N;NOM;MASC;SG	V;NFIN
κεντρική	centrais	κεντρικός	central	ADJ;NOM;FEM;SG	N;MASC;PL
κεντρική	central	κεντρικός	central	ADJ;NOM;FEM;SG	N;FEM;SG
ακολούθησε	siga	ακολουθώ	siga	V;PFV;IND;SG;3;PST;FIN;ACT	V;SBJV;SG;3;PRS;FIN
ακολούθησε	segue	ακολουθώ	seguir	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
ακολούθησε	sigam	ακολουθώ	seguir	V;PFV;IND;SG;3;PST;FIN;ACT	V;SBJV;PL;3;PRS;FIN
ακολούθησε	follow	ακολουθώ	follow	V;PFV;IND;SG;3;PST;FIN;ACT	N;MASC;SG
ακολούθησε	seguida	ακολουθώ	seguida	V;PFV;IND;SG;3;PST;FIN;ACT	N;FEM;SG
ακολούθησε	seguidos	ακολουθώ	seguir	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
ακολούθησε	seguiram	ακολουθώ	seguir	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;FIN
χρώμα	cores	χρώμα	cor	N;NOM;NEUT;SG	N;FEM;PL
χρώμα	cores	χρώμα	cor	N;NOM;NEUT;SG	N;FEM;PL
διεθνής	international	διεθνής	international	ADJ;NOM;FEM;SG	N;MASC;SG
διεθνής	internacionais	διεθνής	internacional	ADJ;NOM;FEM;SG	ADJ;MASC;PL
αμερική	america	αμερικός	americar	PROPN;ACC;FEM;SG	N;MASC;SG
αμερική	américa	αμερικός	américo	PROPN;ACC;FEM;SG	N;FEM;SG
μονή	mosteiros	μονή	mosteiro	N;NOM;FEM;SG	N;MASC;PL
σπούδασε	estudados	σπούδασσω	estudar	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;V.PTCP
κύρια	principais	κύριος	principal	ADV	ADJ;MASC;PL
κύρια	main	κύριος	main	ADV	N;MASC;SG
κύρια	principal	κύριος	principal	ADV	ADJ;MASC;SG
δημιουργήθηκε	criadas	δημιουργώ	criar	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;V.PTCP
δημιουργήθηκε	criados	δημιουργώ	criar	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;V.PTCP
μικρά	small	μικρός	small	ADV	N;MASC;SG
μικρά	pequenos	μικρός	pequeno	ADV	ADJ;MASC;PL
μικρά	pequeno	μικρός	pequeno	ADV	ADJ;MASC;SG
μικρά	pequena	μικρός	pequeno	ADV	ADJ;FEM;SG
μικρά	pequenas	μικρός	pequeno	ADV	ADJ;FEM;PL
εμφάνιση	mostra	εμφάνιση	mostrar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
εμφάνιση	mostrar	εμφάνιση	mostrar	N;ACC;FEM;SG	V;NFIN
εμφάνιση	exibir	εμφάνιση	exibir	N;ACC;FEM;SG	V;NFIN
τέσσερα	four	τέσσερις	four	NUM;NOM;NEUT;PL	N;MASC;SG
ώρες	horário	ώρα	horário	N;NOM;FEM;PL	N;MASC;SG
τίτλος	titulo	τίτλος	titulo	NUM;NOM;MASC;SG	N;MASC;SG
τίτλος	título	τίτλος	título	NUM;NOM;MASC;SG	N;MASC;SG
συνθήκες	tratados	συνθήκη	tratar	N;NOM;FEM;PL	V;MASC;PL;V.PTCP
μελέτη	estuda	μελέτη	estudar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
μελέτη	estude	μελέτη	estude	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
μελέτη	estudar	μελέτη	estudar	N;NOM;FEM;SG	V;NFIN
υλικό	materiais	υλικό	material	N;NOM;NEUT;SG	N;MASC;PL
κάστρο	castelo	κάστρο	castelo	PROPN;NOM;NEUT;SG	N;MASC;SG
κάστρο	castro	κάστρο	castro	PROPN;NOM;NEUT;SG	N;MASC;SG
δυτικά	west	δυτικά	west	ADV	N;MASC;SG
δυτικά	ocidente	δυτικά	ocidente	ADV	N;MASC;SG
δυτικά	oeste	δυτικά	oeste	ADV	N;MASC;SG
δυτικά	ocidental	δυτικά	ocidental	ADV	N;FEM;SG
δυτικά	ocidentais	δυτικά	ocidental	ADV	N;MASC;PL
δυτικά	western	δυτικά	western	ADV	N;MASC;SG
δυτικά	oeste	δυτικά	oeste	ADV	N;MASC;SG
καλά	boa	καλά	bom	ADV	ADJ;FEM;SG
καλά	bom	καλά	bom	ADV	ADJ;MASC;SG
ανατολικά	oriente	ανατολικά	oriente	ADV	N;MASC;SG
ανατολικά	leste	ανατολικά	leste	ADV	N;MASC;SG
ανατολικά	east	ανατολικά	east	ADV	N;MASC;SG
ανατολικά	orientais	ανατολικά	oriental	ADV	N;MASC;PL
ανατολικά	oriental	ανατολικά	oriental	ADV	ADJ;MASC;SG
ανατολικά	leste	ανατολικά	leste	ADV	N;MASC;SG
ανατολικά	eastern	ανατολικά	eastern	ADV	N;MASC;SG
απέναντι	oposta	απέναντι	oposto	ADV	ADJ;FEM;SG
απέναντι	opostos	απέναντι	oposto	ADV	N;MASC;PL
απέναντι	oposto	απέναντι	oposto	ADV	ADJ;MASC;SG
νίκος	nikos	νίκος	niko	PROPN;NOM;MASC;SG	N;MASC;SG
άνθρωποι	povo	άνθρωπος	povo	N;NOM;MASC;PL	N;MASC;SG
άνθρωποι	gente	άνθρωπος	gente	N;NOM;MASC;PL	N;FEM;SG
έφτασε	chegaram	φτάνω	chegar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;PL;3;FIN
έφτασε	cheguei	φτάνω	chegar	V;PFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;1;PST;FIN
