है	האי	है	האי	V;IND;SG;3;PRS;FIN;ACT	
शुरू	התחילה	शुरू	התחיל	N;NOM;MASC;SG;3	V;FEM;SG;3;PST
शुरू	התחל	शुरू	התחל	N;NOM;MASC;SG;3	PROPN
व्यक्ति	האדם	व्यक्ति	האדם	N;NOM;MASC;SG;3	
व्यक्ति	הפרט	व्यक्ति	הפרט	N;NOM;MASC;SG;3	PROPN
उनका	שלהם	वह	של	PRO;MASC;SG;3;FORM	
विज्ञान	מדע	विज्ञान	מדע	N;NOM;MASC;SG;3	
विज्ञान	מדעים	विज्ञान	מדע	N;NOM;MASC;SG;3	N;MASC;PL
सदस्य	מנוי	सदस्य	מנוי	N;NOM;MASC;PL;3	PROPN
हालांकि	למרות	हालांकि	למרות	CONJ	ADP
हालांकि	למרות	हालांकि	למרות	CONJ	ADP
सिंह	סינג	सिंह	סינג	PROPN;NOM;MASC;SG;3	PROPN
सिंह	לאו	सिंह	None	PROPN;NOM;MASC;SG;3	
सिंह	ליאו	सिंह	ליאו	PROPN;NOM;MASC;SG;3	PROPN
अनेक	הרבה	अनेक	הרבה	DET	ADV
अनेक	רבות	अनेक	רב	DET	N;FEM;PL
अनेक	רבים	अनेक	רב	DET	V;MASC;PL;V.PTCP;ACT
अनेक	מרובה	अनेक	מרובה	DET	ADJ;FEM;SG
अनेक	מרובות	अनेक	מרובה	DET	ADJ;FEM;PL
अनेक	ריבוי	अनेक	ריבוי	DET	N;MASC;SG
यहां	פה	यहाँ	פה	PRO;NOM	ADV
यहां	כאן	यहाँ	כאן	PRO;NOM	ADV
संख्या	המספר	संख्या	המספר	N;NOM;FEM;SG;3	PROPN
संख्या	מספרים	संख्या	מספר	N;NOM;FEM;SG;3	N;MASC;PL
अपना	משל	अपना	משל	PRO;NOM;MASC;SG	
अपना	שלך	अपना	שלך	PRO;NOM;MASC;SG	
बात	לדבר	बात	דיבר	N;NOM;FEM;SG;3	V;NFIN;ACT
बात	דברי	बात	דבר	N;NOM;FEM;SG;3	N;PSSD;MASC;PL
दिल्ली	דלהי	दिल्ली	דלהי	PROPN;NOM;FEM;SG;3	PROPN
धर्म	דתות	धर्म	דתה	N;NOM;MASC;SG;3	N;FEM;PL
धर्म	הדתות	धर्म	הדתה	N;NOM;MASC;SG;3	N;FEM;PL
धर्म	דהארמה	धर्म	דהארמה	N;NOM;MASC;SG;3	PROPN
मूल	המקור	मूल	המקור	N;NOM;MASC;SG;3	
मूल	מקוריות	मूल	מקורי	N;NOM;MASC;SG;3	ADJ;FEM;PL
मूल	מקוריים	मूल	מקורי	N;NOM;MASC;SG;3	ADJ;MASC;PL
मूल	יליד	मूल	יליד	N;NOM;MASC;SG;3	PROPN
मूल	ילידים	मूल	יליד	N;NOM;MASC;SG;3	N;MASC;PL
मूल	מקוריות	मूल	מקורי	N;NOM;MASC;SG;3	ADJ;FEM;PL
मूल	מקוריים	मूल	מקורי	N;NOM;MASC;SG;3	ADJ;MASC;PL
मूल	מקורית	मूल	מקורי	N;NOM;MASC;SG;3	ADV
मूल	מקורי	मूल	מקורי	N;NOM;MASC;SG;3	ADJ;MASC;SG
मूल	המקורי	मूल	המקור	N;NOM;MASC;SG;3	PROPN
मूल	בסיסי	मूल	בסיסי	N;NOM;MASC;SG;3	ADJ;MASC;SG
मूल	בסיסיים	मूल	בסיסי	N;NOM;MASC;SG;3	ADJ;MASC;PL
मूल	בסיסית	मूल	בסיסי	N;NOM;MASC;SG;3	ADV
मूल	בסיסיות	मूल	בסיסי	N;NOM;MASC;SG;3	ADJ;FEM;PL
तब	ואז	तब	ואז	PRO;NOM	
बना	הפוך	बन	הפוך	V;PFV;MASC;SG;V.PTCP;ACT	
कोड	צופן	कोड	צפן		N;MASC;SG
कोड	קודים	कोड	קודה		N;MASC;PL
कोड	צפנים	कोड	צפנה		N;MASC;PL
संयुक्त	יונייטד	संयुक्त	יונייטד	PROPN;NOM;MASC;SG;3	PROPN
संयुक्त	מאוחדים	संयुक्त	אוחד	PROPN;NOM;MASC;SG;3	V;MASC;PL;V.PTCP;PASS
संयुक्त	משולבים	संयुक्त	שולב	PROPN;NOM;MASC;SG;3	V;MASC;PL;V.PTCP;PASS
संयुक्त	משולב	संयुक्त	משולב	PROPN;NOM;MASC;SG;3	PROPN
संयुक्त	בשילוב	संयुक्त	בשילוב	PROPN;NOM;MASC;SG;3	PROPN
संयुक्त	מפרק	संयुक्त	מפרק	PROPN;NOM;MASC;SG;3	PROPN
जुलाई	ביולי	जुलाई	ביולי	PROPN;NOM;FEM;SG;3	PROPN
जुलाई	יולי	जुलाई	יולי	PROPN;NOM;FEM;SG;3	PROPN
युद्ध	המלחמה	युद्ध	המלחם	N;NOM;MASC;SG;3	PROPN
नदी	ריבר	नदी	ריבר	N;NOM;FEM;SG;3	PROPN
नदी	הנהר	नदी	הנהר	N;NOM;FEM;SG;3	
नदी	נהר	नदी	נהר	N;NOM;FEM;SG;3	PROPN
वाला	ואלה	वाला	ואלה	ADP;NOM;MASC;SG	PROPN
काल	מתוחים	काल	מתוח	N;NOM;MASC;SG;3	ADJ;MASC;PL
काल	מתוחה	काल	מתוח	N;NOM;MASC;SG;3	ADJ;FEM;SG
काल	מתוח	काल	מתוח	N;NOM;MASC;SG;3	ADJ;MASC;SG
काल	להתקשר	काल	התקשר	N;NOM;MASC;SG;3	V;NFIN
काल	תתקשר	काल	התקשר	N;NOM;MASC;SG;3	V;FEM;SG;3;FUT
काल	התקשר	काल	התקשר	N;NOM;MASC;SG;3	V;MASC;SG;3;PST
ऐसे	כזאת	ऐसा	כזאת	PRO;NOM;MASC;SG	
ऐसे	כזה	ऐसा	כזה	PRO;NOM;MASC;SG	
ऐसे	כזו	ऐसा	כזו	PRO;NOM;MASC;SG	
ऐसे	כאלה	ऐसा	כאלה	PRO;NOM;MASC;SG	PROPN
वर्षों	שנה	वर्ष	שנה	N;NOM;MASC;PL;3	N;FEM;SG
स्टेशन	תחנות	स्टेशन	תחנה	N;NOM;MASC;SG;3	N;FEM;PL
स्टेशन	התחנות	स्टेशन	התחנה	N;NOM;MASC;SG;3	N;FEM;PL
बड़े	גדול	बडा	גדול	ADJ;NOM;MASC;PL	ADJ;MASC;SG
बड़े	גדולה	बडा	גדול	ADJ;NOM;MASC;PL	ADJ;FEM;SG
बड़े	ביג	बडा	ביג	ADJ;NOM;MASC;PL	
बड़े	גדול	बडा	גדול	ADJ;NOM;MASC;PL	ADJ;MASC;SG
बड़े	גדולה	बडा	גדול	ADJ;NOM;MASC;PL	ADJ;FEM;SG
जनवरी	ינואר	जनवरी	ינואר	PROPN;NOM;FEM;SG;3	PROPN
जनवरी	בינואר	जनवरी	בינואר	PROPN;NOM;FEM;SG;3	
मध्य	סנטרל	मध्य	סנטרל		PROPN
मध्य	מרכזית	मध्य	מרכזי		ADV
मध्य	מרכז	मध्य	מרכז		N;MASC;SG
मध्य	מרכזי	मध्य	מרכזי		ADJ;MASC;SG
मध्य	המרכז	मध्य	המרכז		PROPN
मध्य	מרכז	मध्य	מרכז		N;MASC;SG
मध्य	סנטר	मध्य	סנטר		PROPN
मध्य	אמצע	मध्य	אמצע		N;MASC;SG
मध्य	התיכון	मध्य	התיכון		PROPN
राजा	המלך	राजा	המלך	N;NOM;MASC;SG;3	
राजा	קינג	राजा	קינג	N;NOM;MASC;SG;3	PROPN
प्रथम	ראשון	प्रथम	ראשון	ADJ	PROPN
प्रथम	קודם	प्रथम	קודם	ADJ	ADV
प्रथम	ראשית	प्रथम	ראשית	ADJ	ADV
प्रथम	תחילה	प्रथम	תחילה	ADJ	ADV
विश्वविद्यालय	אוניברסיטאות	विश्वविद्यालय	אוניברסיטה	N;NOM;MASC;SG;3	N;FEM;PL
जून	יוני	जून	יוני	PROPN;NOM;MASC;SG;3	PROPN
उसकी	שלו	वह	של	PRO;FEM;SG;3	
उसकी	שלה	वह	של	PRO;FEM;SG;3	
उसकी	בה	वह	ב	PRO;FEM;SG;3	
उसकी	לה	वह	ל	PRO;FEM;SG;3	
उसकी	עליה	वह	על	PRO;FEM;SG;3	
उसकी	אותה	वह	None	PRO;FEM;SG;3	PRO;ACC;FEM;SG;3
मार्च	מאר	मार्च	מאר	PROPN;NOM;MASC;SG;3	PROPN
मार्च	מרץ	मार्च	מרץ	PROPN;NOM;MASC;SG;3	PROPN
मार्च	צעדה	मार्च	צעדה	PROPN;NOM;MASC;SG;3	N;FEM;SG
मार्च	במרץ	मार्च	במרץ	PROPN;NOM;MASC;SG;3	PROPN
बन	לחמנייה	बन	לחמנייה	V;ACT	N;FEM;SG
बनी	ארנב	बन	ארנב	V;PFV;FEM;SG;V.PTCP;ACT	
बनी	באני	बन	באן	V;PFV;FEM;SG;V.PTCP;ACT	PROPN
अर्थ	משמעות	अर्थ	משמעות		N;FEM;SG
अप्रैल	apr	अप्रैल	apr	PROPN;NOM;MASC;SG;3	
अप्रैल	אפריל	अप्रैल	אפריל	PROPN;NOM;MASC;SG;3	PROPN
महत्वपूर्ण	קריטית	महत्वपूर्ण	קריטי	ADJ	N
महत्वपूर्ण	ביקורתית	महत्वपूर्ण	ביקורתי	ADJ	ADV
प्रामाणिक	אותנטית	प्रामाणिक	אותנטי	ADJ;NOM	ADV
आप	את	आप	את	PRO;NOM;SG;2;FORM	PART;ACC
आप	אותך	आप	אתך	PRO;NOM;SG;2;FORM	
किए	coa	कर	coa	V;PFV;MASC;PL;V.PTCP;ACT	
अक्टूबर	באוקטובר	अक्टूबर	באוקטובר	PROPN;NOM;MASC;SG;3	PROPN
अक्टूबर	אוקטובר	अक्टूबर	אוקטובר	PROPN;NOM;MASC;SG;3	PROPN
अक्टूबर	באוקטובר	अक्टूबर	באוקטובר	PROPN;NOM;MASC;SG;3	PROPN
समूह	הקבוצה	समूह	הקבוצה	N;NOM;MASC;SG;3	PROPN
समूह	קבוצות	समूह	קבוצה	N;NOM;MASC;SG;3	N;FEM;PL
वर्तमान	נוכחית	वर्तमान	נוכחי	N;NOM;MASC;SG;3	ADV
वर्तमान	נוכחי	वर्तमान	נוכחי	N;NOM;MASC;SG;3	
वर्तमान	מתנה	वर्तमान	מתנה	N;NOM;MASC;SG;3	
वर्तमान	הווה	वर्तमान	הווה	N;NOM;MASC;SG;3	PROPN
वर्तमान	נוכח	वर्तमान	נוכח	N;NOM;MASC;SG;3	
अध्ययन	לומד	अध्ययन	למד	N;NOM;MASC;SG;3	V;MASC;SG;V.PTCP;ACT
अध्ययन	לומדת	अध्ययन	למד	N;NOM;MASC;SG;3	V;FEM;SG;V.PTCP;ACT
अध्ययन	לימודים	अध्ययन	לימודים	N;NOM;MASC;SG;3	N;MASC;PL
अध्ययन	למידה	अध्ययन	למידה	N;NOM;MASC;SG;3	PROPN
अध्ययन	מחקרים	अध्ययन	מחקר	N;NOM;MASC;SG;3	N;MASC;PL
अध्ययन	לימודי	अध्ययन	לימודים	N;NOM;MASC;SG;3	PROPN
अध्ययन	לימודים	अध्ययन	לימודים	N;NOM;MASC;SG;3	N;MASC;PL
विभाग	הדיוויזיה	विभाग	הדיוויזיה	N;NOM;MASC;SG;3	PROPN
विभाग	מחלקות	विभाग	מחלקה	N;NOM;MASC;SG;3	N;FEM;PL
आम	מנגו	आम	מנג	ADJ	PROPN
आम	נפוץ	आम	נפוץ	ADJ	V;MASC;SG;V.PTCP;MID
स्थिति	הסטטוס	स्थिति	הסטטוס	N;NOM;FEM;SG;3	PROPN
स्थिति	סטטוס	स्थिति	סטטוס	N;NOM;FEM;SG;3	
स्थिति	המדינה	स्थिति	המדין	N;NOM;FEM;SG;3	V;FEM;SG;3;PST;ACT
स्थिति	תנאי	स्थिति	תנאי	N;NOM;FEM;SG;3	
प्रभाव	השפעות	प्रभाव	השפעה	N;NOM;MASC;SG;3	N;FEM;PL
प्रभाव	אפקטים	प्रभाव	אפקט	N;NOM;MASC;SG;3	N;MASC;PL
प्रभाव	השפעות	प्रभाव	השפעה	N;NOM;MASC;SG;3	N;FEM;PL
आदर्श	אידיאלי	आदर्श	אידיאלי	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
आदर्श	האליל	आदर्श	האליל	PROPN;NOM;MASC;SG;3	PROPN
आदर्श	איידול	आदर्श	איידול	PROPN;NOM;MASC;SG;3	PROPN
आदर्श	אליל	आदर्श	אליל	PROPN;NOM;MASC;SG;3	
साल	שנים	साल	שנה	N;NOM;MASC;SG;3	N;FEM;PL
पहली	ראשון	पहला	ראשון	ADJ;NOM;FEM;SG	PROPN
पहली	קודם	पहला	קודם	ADJ;NOM;FEM;SG	ADV
पहली	ראשית	पहला	ראשית	ADJ;NOM;FEM;SG	ADV
पहली	תחילה	पहला	תחילה	ADJ;NOM;FEM;SG	ADV
अमेरिकी	אמריקאים	अमेरिकी	אמריקני	PROPN;NOM;SG;3	N;MASC;PL
अमेरिकी	אמריקני	अमेरिकी	אמריקני	PROPN;NOM;SG;3	PROPN
अमेरिकी	אמריקאית	अमेरिकी	אמריקני	PROPN;NOM;SG;3	ADV
अमेरिकी	אמריקאי	अमेरिकी	אמריקני	PROPN;NOM;SG;3	ADJ;MASC;SG
अमेरिकी	אמריקנים	अमेरिकी	אמריקן	PROPN;NOM;SG;3	N;MASC;PL
अमेरिकी	אמריקאים	अमेरिकी	אמריקני	PROPN;NOM;SG;3	N;MASC;PL
सेवा	השירות	सेवा	השירות	N;NOM;FEM;SG;3	
बनाने	ביצוע	बना	ביצוע	V;MASC;NFIN;ACT	N;MASC;SG
बनाने	חופרי	बना	חופרי	V;MASC;NFIN;ACT	PROPN
बनाने	חופרים	बना	חופר	V;MASC;NFIN;ACT	N;MASC;PL
आज	היום	आज	היום	N;NOM;MASC;SG;3	ADV
स्थापित	מבוסס	स्थापित	None	ADJ	V;MASC;SG;V.PTCP
स्थापित	הוקם	स्थापित	הוקם	ADJ	V;MASC;SG;3;PST;PASS
स्थापित	הוקמה	स्थापित	הוקם	ADJ	V;FEM;SG;3;PST;PASS
स्थापित	התקין	स्थापित	התקין	ADJ	
स्थापित	מותקן	स्थापित	הותקן	ADJ	V;MASC;SG;V.PTCP;PASS
स्थापित	נוסדה	स्थापित	נוסד	ADJ	V;FEM;SG;3;PST;MID
स्थापित	נוסד	स्थापित	נוסד	ADJ	V;MASC;SG;3;PST;MID
स्थापित	ייסד	स्थापित	ייסד	ADJ	N;MASC;SG
स्थापित	לבסס	स्थापित	ביסס	ADJ	V;NFIN;ACT
उच्च	גבוה	उच्च	גבוה		ADJ;MASC;SG
उच्च	גבוהה	उच्च	גבוה		ADJ;FEM;SG
उच्च	עילאי	उच्च	עילאי		PROPN
चाहिए	אמור	चाहिए	אמור	V;ACT	ADJ;MASC;SG
चाहिए	צריך	चाहिए	צריך	V;ACT	V;MASC;SG
चाहिए	אמורה	चाहिए	אמור	V;ACT	ADJ;FEM;SG
देता	שנותן	दे	שנותן	V;IPFV;MASC;SG;V.PTCP;ACT	
उपलब्ध	זמינה	उपलब्ध	זמינה	ADJ	N;FEM;SG
उपलब्ध	זמינות	उपलब्ध	זמינות	ADJ	N;FEM;SG
काफी	מספיק	काफी	מספיק	DET	ADV
काफी	בשפע	काफी	בשפע	DET	
काफी	שפע	काफी	שפע	DET	
बड़ी	גדולים	बडा	גדול	ADJ;NOM;FEM;SG	ADJ;MASC;PL
बड़ी	ביג	बडा	ביג	ADJ;NOM;FEM;SG	
बड़ी	גדולים	बडा	גדול	ADJ;NOM;FEM;SG	ADJ;MASC;PL
चार	four	चार	four	NUM	
शक	בספק	शक	בספק	N;NOM;MASC;SG;3	ADV
श्री	סרי	श्री	סרי	N;NOM;MASC;SG;3	PROPN
उदाहरण	מקרים	उदाहरण	מקרה	N;NOM;MASC;SG;3	N;MASC;PL
उदाहरण	מופעים	उदाहरण	מופע	N;NOM;MASC;SG;3	N;MASC;PL
उदाहरण	דוגמא	उदाहरण	דוגמה	N;NOM;MASC;SG;3	
उदाहरण	לדוגמה	उदाहरण	לדוגמה	N;NOM;MASC;SG;3	PROPN
उदाहरण	איור	उदाहरण	איור	N;NOM;MASC;SG;3	PROPN
उदाहरण	דוגמאות	उदाहरण	דוגמה	N;NOM;MASC;SG;3	N;FEM;PL
उसका	שלו	वह	של	PRO;MASC;SG;3	
उसका	שלה	वह	של	PRO;MASC;SG;3	
उसका	בה	वह	ב	PRO;MASC;SG;3	
उसका	לה	वह	ל	PRO;MASC;SG;3	
उसका	עליה	वह	על	PRO;MASC;SG;3	
उसका	אותה	वह	None	PRO;MASC;SG;3	PRO;ACC;FEM;SG;3
ले	קח	ले	קח	V;ACT	PROPN
जिससे	אשר	जो	אשר	PRO;SG;3	CONJ
जिससे	איזה	जो	איזה	PRO;SG;3	
स्थापना	התקן	स्थापना	התקן	N;NOM;FEM;SG;3	
स्थापना	להתקין	स्थापना	התקין	N;NOM;FEM;SG;3	V;NFIN;ACT
अधिकांश	רובם	अधिकांश	None	CONJ	N;MASC;SG
अधिकांश	רוב	अधिकांश	רוב	CONJ	N;MASC;SG
अधिकांश	הרוב	अधिकांश	הרוב	CONJ	
अधिकांश	הכי	अधिकांश	הכי	CONJ	
अधिकांश	ברובו	अधिकांश	ברובו	CONJ	
अधिकांश	לרוב	अधिकांश	ררוב	CONJ	
अधिकांश	בעיקר	अधिकांश	בעיקר	CONJ	ADV
सामाजिक	חברתיות	सामाजिक	חברתי	PROPN;NOM;SG;3	ADJ;FEM;PL
सामाजिक	חברתית	सामाजिक	חברתי	PROPN;NOM;SG;3	ADV
सामाजिक	חברתי	सामाजिक	חברתי	PROPN;NOM;SG;3	ADJ;MASC;SG
बड़ा	גדולים	बड़ा	גדול	ADJ;NOM;MASC;SG	ADJ;MASC;PL
बड़ा	ביג	बड़ा	ביג	ADJ;NOM;MASC;SG	
बड़ा	גדולים	बड़ा	גדול	ADJ;NOM;MASC;SG	ADJ;MASC;PL
बड़ा	מעולה	बड़ा	מעולה	ADJ;NOM;MASC;SG	
बड़ा	אחלה	बड़ा	אחלה	ADJ;NOM;MASC;SG	
स्तर	רמות	स्तर	רמה	N;NOM;MASC;SG;3	N;FEM;PL
स्तर	ברמות	स्तर	ברמות	N;NOM;MASC;SG;3	
बनाया	נוצרה	बना	נוצר	V;PFV;MASC;SG;V.PTCP;ACT	V;FEM;SG;3;PST;MID
बनाया	נוצרו	बना	נוצר	V;PFV;MASC;SG;V.PTCP;ACT	V;PL;3;PST;MID
बनाया	יצרת	बना	יצרת	V;PFV;MASC;SG;V.PTCP;ACT	N;FEM;SG
बनाया	יצר	बना	יצר	V;PFV;MASC;SG;V.PTCP;ACT	N;MASC;SG
बनाया	נוצר	बना	נוצר	V;PFV;MASC;SG;V.PTCP;ACT	V;MASC;SG;3;PST;MID
जारी	המשיך	जारी	המשיך	ADJ	V;MASC;SG;3;PST;ACT
जारी	המשיכה	जारी	המשיך	ADJ	V;FEM;SG;3;PST;ACT
जारी	המתמשך	जारी	המתמשך	ADJ	V;MASC;SG;3;PST
जारी	מתמשך	जारी	התמשך	ADJ	V;MASC;SG;V.PTCP
जारी	מתמשכת	जारी	התמשך	ADJ	V;FEM;SG;V.PTCP
जारी	הוציא	जारी	הוציא	ADJ	V;MASC;SG;3;PST;ACT
जबकि	בזמן	जबकि	בזמן	CONJ	PROPN
चित्र	התמונה	चित्र	התמונה	N;NOM;MASC;SG;3	V;FEM;SG;3;PST
चित्र	תמונות	चित्र	תמונה	N;NOM;MASC;SG;3	N;FEM;PL
चित्र	התמונה	चित्र	התמונה	N;NOM;MASC;SG;3	V;FEM;SG;3;PST
चित्र	תמונות	चित्र	תמונה	N;NOM;MASC;SG;3	N;FEM;PL
प्रणाली	המערכת	प्रणाली	המערך	N;NOM;FEM;SG;3	
सरकारी	רישמי	सरकारी	רישמי	ADJ;NOM	PROPN
सरकारी	ממשלה	सरकारी	ממשלה	ADJ;NOM	N;FEM;SG
सरकारी	הממשלה	सरकारी	הממשלה	ADJ;NOM	PROPN
सरकारी	ממשל	सरकारी	ממשל	ADJ;NOM	N;MASC;SG
जहां	לאן	जहाँ	לאן	PRO;NOM	ADV
जहां	איפה	जहाँ	איפה	PRO;NOM	ADV
जहां	היכן	जहाँ	היכן	PRO;NOM	ADV
जल	מיים	जल	מיים	N;NOM;MASC;SG;3	PROPN
जल	מים	जल	מים	N;NOM;MASC;SG;3	N;MASC;PL
सूची	הרשימה	सूची	הרשים	N;NOM;FEM;SG;3	V;FEM;SG;3;PST;ACT
सूची	רשימות	सूची	רשימה	N;NOM;FEM;SG;3	N;FEM;PL
विचार	רעיונות	विचार	רעיון	N;NOM;MASC;SG;3	N;MASC;PL
विचार	חשבתי	विचार	חשב	N;NOM;MASC;SG;3	V;SG;1;PST
विचार	חשבה	विचार	חשב	N;NOM;MASC;SG;3	V;FEM;SG;3;PST
विचार	מחשבות	विचार	מחשבה	N;NOM;MASC;SG;3	N;FEM;PL
विचार	המחשבות	विचार	המחשבות	N;NOM;MASC;SG;3	N;FEM;PL
छोटे	קטן	छोटा	קטן	ADJ;NOM;MASC;PL	ADJ;MASC;SG
छोटे	קטנה	छोटा	קטן	ADJ;NOM;MASC;PL	ADJ;FEM;SG
छोटे	סמול	छोटा	סמול	ADJ;NOM;MASC;PL	
छोटे	קטן	छोटा	קטן	ADJ;NOM;MASC;PL	ADJ;MASC;SG
छोटे	קטנה	छोटा	קטן	ADJ;NOM;MASC;PL	ADJ;FEM;SG
छोटे	ליטל	छोटा	ניטל	ADJ;NOM;MASC;PL	PROPN
ऊपर	טופ	ऊपर	טופ	ADV;NOM;MASC;SG;3	
ऊपर	עליון	ऊपर	עליון	ADV;NOM;MASC;SG;3	ADJ;MASC;SG
ऊपर	מעל	ऊपर	מעל	ADV;NOM;MASC;SG;3	ADP
आधारित	מבוסס	आधारित	None	ADJ	V;MASC;SG;V.PTCP
इसलिए	לכן	इसलिए	לכן	PRO	CONJ
इसलिए	לפיכך	इसलिए	לפיכך	PRO	CONJ
पानी	מיים	पानी	מיים	N;NOM;MASC;SG;3	PROPN
पानी	מים	पानी	מים	N;NOM;MASC;SG;3	N;MASC;PL
सामान्य	כללי	सामान्य	כלל	N;NOM;MASC;SG;3	N;MASC;PL
सामान्य	שכיח	सामान्य	שכיח	N;NOM;MASC;SG;3	ADJ;MASC;SG
सामान्य	נפוץ	सामान्य	נפוץ	N;NOM;MASC;SG;3	V;MASC;SG;V.PTCP;MID
सामान्य	משותף	सामान्य	משותף	N;NOM;MASC;SG;3	ADJ;MASC;SG
सामान्य	נפוצה	सामान्य	נפוץ	N;NOM;MASC;SG;3	ADJ;FEM;SG
सामान्य	נורמלי	सामान्य	נורמלי	N;NOM;MASC;SG;3	ADJ;MASC;SG
सामान्य	נורמליות	सामान्य	נורמלי	N;NOM;MASC;SG;3	N;FEM;PL
सामान्य	נורמאלי	सामान्य	נורמאלי	N;NOM;MASC;SG;3	ADJ;MASC;SG
सामान्य	רגיל	सामान्य	רגיל	N;NOM;MASC;SG;3	ADJ;MASC;SG
सामान्य	נורמלית	सामान्य	נורמאלית	N;NOM;MASC;SG;3	ADV
कुल	מצטבר	कुल	הצטבר	DET	V;MASC;SG;V.PTCP
कुल	הכולל	कुल	הכולל	DET	PROPN
एक्स्प्रेस	אקספרס	एक्स्प्रेस	אקספרס	V;PFV;FEM;SG;V.PTCP;ACT	PROPN
पुलिस	המשטרה	पुलिस	המשטר	N;NOM;FEM;SG;3	PROPN
वर्ग	סקוור	वर्ग	סקוור	N;NOM;MASC;SG;3	PROPN
वर्ग	כיכר	वर्ग	כיכר	N;NOM;MASC;SG;3	PROPN
वर्ग	ריבוע	वर्ग	ריבוע	N;NOM;MASC;SG;3	PROPN
वर्ग	מרובע	वर्ग	מרובע	N;NOM;MASC;SG;3	PROPN
वर्ग	שיעורים	वर्ग	שיעור	N;NOM;MASC;SG;3	N;MASC;PL
