loại	napíšte	loại	napísiť	N	V;PFV;IMP;PL;2;POS;FIN
xung	impulzu	xung	impulza	V	N;INAN;GEN;MASC;SG
xung	konfliktom	xung	konflikt	V	N;INAN;INS;MASC;SG
xung	konflikty	xung	konflikt	V	N;INAN;NOM;MASC;PL
xung	konflikt	xung	konflikt	V	N;INAN;NOM;MASC;SG
hại	zranená	hại	zranený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
hại	zranený	hại	zranený	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
quý	dámska	quý	dámsky	N	ADJ;NOM;FEM;SG
quý	vzácne	quý	vzácne	N	ADV
quý	vzácny	quý	vzácny	N	ADJ;ANIM;NOM;MASC;SG
quý	vzácna	quý	vzácny	N	ADJ;NOM;FEM;SG
hưng	hung	hưng	hung	N	PROPN;ANIM;NOM;MASC;SG
luyện	školenia	luyện	školenie	V	N;NOM;NEUT;PL
luyện	výcvik	luyện	výcvik	V	N;INAN;NOM;MASC;SG
luyện	tréning	luyện	tréning	V	N;INAN;NOM;MASC;SG
luyện	školenie	luyện	školenie	V	N;NOM;NEUT;SG
thật	real	thật	real	PART	N;INAN;NOM;MASC;SG
thật	reálny	thật	reálny	PART	ADJ;INAN;NOM;MASC;SG
thật	skutočné	thật	skutočný	PART	ADJ;NOM;NEUT;SG
thật	skutočná	thật	skutočný	PART	ADJ;NOM;FEM;SG
thật	reálne	thật	reálne	PART	ADV
thật	pravda	thật	pravda	PART	N;NOM;FEM;SG
thật	true	thật	true	PART	
thật	pravdivé	thật	pravdivý	PART	ADJ;NOM;NEUT;SG
thật	pravda	thật	pravda	PART	N;NOM;FEM;SG
thật	pravdy	thật	pravda	PART	N;GEN;FEM;SG
thật	pravdu	thật	pravda	PART	N;ACC;FEM;SG
thật	pravde	thật	pravda	PART	N;DAT;FEM;SG
thật	vážne	thật	vážne	PART	ADV
thật	fakt	thật	fakt	PART	N;INAN;NOM;MASC;SG
kéo	ťahanie	kéo	ťahanie	V	N;NOM;NEUT;SG
kéo	nožnice	kéo	nožnica	V	N;NOM;FEM;PL
kéo	puff	kéo	puff	V	PROPN;ANIM;NOM;MASC;SG
đen	čiernu	đen	čierny	ADJ	N;ACC;FEM;SG
đen	black	đen	black	ADJ	PROPN;ANIM;NOM;MASC;SG
trục	os	trục	os	N	
xin	prosim	xin	prosim	V	INTJ
saint	svätá	saint	svätý		ADJ;NOM;FEM;SG
saint	svätý	saint	svätý		ADJ;ANIM;NOM;MASC;SG
saint	saint	saint	saint		PROPN;ANIM;NOM;MASC;SG
saint	svätec	saint	svätec		N;ANIM;NOM;MASC;SG
trời	sky	trời	sky	N	PROPN;ANIM;NOM;MASC;SG
trả	platenie	trả	platenie	V	N;NOM;NEUT;SG
trả	plat	trả	plat	V	N;INAN;NOM;MASC;SG
trả	plati	trả	plať	V	
niệm	suveníry	niệm	suvenír	V	N;INAN;NOM;MASC;PL
lao	lao	lao	lao		PROPN;ANIM;NOM;MASC;SG
luôn	always	luôn	always		
luôn	vzdy	luôn	vzdy		INTJ
luôn	vždy	luôn	vždy		ADV
luôn	furt	luôn	furt		INTJ
côn	stále	côn	stále	N	ADV
côn	stale	côn	stať	N	
thạch	vyzvať	thạch	vyzvať	N	V;PFV;POS;NFIN
phúc	jason	phúc	jason	N	PROPN;ANIM;NOM;MASC;SG
phúc	šťastný	phúc	šťastný	N	ADJ;ANIM;NOM;MASC;SG
phúc	šťastne	phúc	šťastne	N	ADV
phúc	šťastné	phúc	šťastný	N	ADJ;NOM;NEUT;SG
sâu	hlboká	sâu	hlboký	ADJ	N;NOM;FEM;SG
sâu	hlboko	sâu	hlboko	ADJ	ADV
sâu	deep	sâu	deep	ADJ	PROPN;ANIM;NOM;MASC;SG
sâu	hlboký	sâu	hlboký	ADJ	N;INAN;NOM;MASC;SG
khó	tvrdo	khó	tvrdo	ADJ	ADV
khó	silno	khó	silno	ADJ	ADV
khó	ťažko	khó	ťažko	ADJ	ADV
khó	ťažko	khó	ťažko	ADJ	ADV
cục	grémium	cục	grémium		N;NOM;NEUT;SG
cục	predsedníctvo	cục	predsedníctvo		N;NOM;NEUT;SG
cục	fbi	cục	fbi		PROPN;ANIM;NOM;MASC;SG
cục	naviac	cục	naviac		ADV
cục	navyše	cục	navyše		PART
cục	extra	cục	extra		N;INAN;NOM;MASC;SG
kịch	dramatický	kịch	dramatický	N	ADJ;INAN;NOM;MASC;SG
kịch	dramatické	kịch	dramatický	N	ADJ;NOM;NEUT;SG
kịch	zariadila	kịch	zariadiť	N	V;PFV;FEM;SG;POS;PST;V.PTCP
kịch	usporiadané	kịch	usporiadaný	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
phường	ward	phường	ward	N	PROPN;ANIM;NOM;MASC;SG
ngọc	jade	ngọc	jade	N	PROPN;ANIM;NOM;FEM;SG
ngọc	jewel	ngọc	jesť	N	PROPN;ANIM;NOM;MASC;SG
club	klub	club	klub		N;INAN;NOM;MASC;SG
club	club	club	club		PROPN;ANIM;NOM;MASC;SG
club	klubu	club	klub		N;INAN;GEN;MASC;SG
top	horný	top	horný		ADJ;ANIM;NOM;MASC;SG
top	top	top	top		PROPN;ANIM;NOM;MASC;SG
top	horná	top	horný		ADJ;NOM;FEM;SG
top	vrchol	top	vrchol		N;INAN;NOM;MASC;SG
top	vrch	top	vrch		N;INAN;NOM;MASC;SG
tải	zaťaženie	tải	zaťaženie	V	N;NOM;NEUT;SG
tải	nakladanie	tải	nakladanie	V	N;NOM;NEUT;SG
tải	zaťaženie	tải	zaťaženie	V	N;NOM;NEUT;SG
wikipedia	wikipédia	wikipedia	wikipédium	V	N;NOM;NEUT;PL
ngô	ngô	ngô	ngo	N	PROPN;ANIM;NOM;MASC;SG
bốn	štvorka	bốn	štvorka	NUM	N;NOM;FEM;SG
phật	beat	phật	beat	N	PROPN;ANIM;NOM;MASC;SG
phật	biť	phật	biť	N	V;IPFV;POS;NFIN
phật	poraziť	phật	poraziť	N	V;PFV;POS;NFIN
nghi	podozriví	nghi	podozrivie	V	ADJ;ANIM;NOM;MASC;PL
nghi	podozrivých	nghi	podozrivý	V	ADJ;GEN;MASC;PL
nghi	podozrivé	nghi	podozrivý	V	ADJ;NOM;NEUT;SG
nghi	podozrivý	nghi	podozrivý	V	ADJ;ANIM;NOM;MASC;SG
nghi	podozrenie	nghi	podozrenie	V	N;NOM;NEUT;SG
nghi	podozrivá	nghi	podozrivý	V	ADJ;NOM;FEM;SG
nghi	otázne	nghi	otázny	V	ADV
nghi	pochybné	nghi	pochybný	V	ADJ;NOM;NEUT;SG
thừa	zvyšky	thừa	zvyšok	ADJ	N;INAN;NOM;MASC;PL
thừa	reno	thừa	reno	ADJ	PROPN;ANIM;NOM;MASC;SG
thừa	zdedil	thừa	zdediť	ADJ	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
thừa	zdedila	thừa	zdediť	ADJ	V;PFV;FEM;SG;POS;PST;V.PTCP
buộc	sila	buộc	sila	V	N;NOM;FEM;SG
sóng	vlnová	sóng	vlnový	N	ADJ;NOM;FEM;SG
caps	viečka	caps	viečko		N;NOM;NEUT;PL
caps	stropy	caps	strop		N;INAN;NOM;MASC;PL
caps	čiapky	caps	čiapka		N;NOM;FEM;PL
đăng	príspevok	đăng	príspevok	V	N;INAN;NOM;MASC;SG
đăng	pošta	đăng	pošta	V	N;NOM;FEM;SG
đăng	príspevku	đăng	príspevok	V	N;INAN;GEN;MASC;SG
đăng	post	đăng	post	V	N;INAN;NOM;MASC;SG
đăng	uverejňovanie	đăng	uverejňovanie	V	N;NOM;NEUT;SG
đăng	posielanie	đăng	posielanie	V	N;NOM;NEUT;SG
đăng	publikované	đăng	publikovaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
đăng	uverejnené	đăng	uverejnený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
đăng	zverejnené	đăng	zverejnený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
đăng	posta	đăng	posta	V	INTJ
kiếm	meče	kiếm	meč	V	N;INAN;NOM;MASC;PL
kiếm	meč	kiếm	meč	V	N;INAN;NOM;MASC;SG
bụng	brucha	bụng	brucho	ADJ	N;NOM;NEUT;PL
bụng	žalúdka	bụng	žalúdka	ADJ	N;INAN;GEN;MASC;SG
bụng	brucho	bụng	brucho	ADJ	N;NOM;NEUT;SG
bụng	žalúdku	bụng	žalúdok	ADJ	N;INAN;DAT;MASC;SG
bụng	žalúdok	bụng	žalúdok	ADJ	N;INAN;NOM;MASC;SG
bụng	brucho	bụng	brucho	ADJ	N;NOM;NEUT;SG
bụng	bruško	bụng	bruško	ADJ	N;NOM;NEUT;SG
bụng	brucho	bụng	brucho	ADJ	N;NOM;NEUT;SG
bụng	brucha	bụng	brucho	ADJ	N;NOM;NEUT;PL
nuôi	pet	nuôi	pet	V	INTJ
nuôi	zvieratko	nuôi	zvieratko	V	N;NOM;NEUT;SG
nuôi	prijatý	nuôi	prijatý	V	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
nuôi	prijaté	nuôi	prijatý	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
nuôi	prijatá	nuôi	prijatý	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
hỏi	ask	hỏi	ask	V	
thú	zoo	thú	zoo	N	
đầy	plnú	đầy	plný	ADJ	N;ACC;FEM;SG
đầy	full	đầy	full	ADJ	
đầy	plný	đầy	plný	ADJ	N;INAN;NOM;MASC;SG
xóa	odstránenie	xóa	odstránenie	V	N;NOM;NEUT;SG
kính	sklenená	kính	sklenený	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
trao	udeľovanie	trao	udeľovanie	V	N;NOM;NEUT;SG
trao	zadávanie	trao	zadávanie	V	N;NOM;NEUT;SG
cạnh	vedľa	cạnh	vedľa	N	ADP;GEN
khá	pomerne	khá	pomerne		PART
khá	spravodlivo	khá	spravodlivo		ADV
vừa	stredne	vừa	strednúť		ADV
vừa	stredný	vừa	stredný		ADJ;ANIM;NOM;MASC;SG
vừa	stredná	vừa	stredný		ADJ;NOM;FEM;SG
vừa	stredné	vừa	stredný		ADJ;NOM;NEUT;SG
vừa	médium	vừa	médium		N;NOM;NEUT;SG
vừa	mierna	vừa	mierny		ADJ;NOM;FEM;SG
vừa	stredne	vừa	strednúť		ADV
vừa	stredný	vừa	stredný		ADJ;ANIM;NOM;MASC;SG
vừa	stredná	vừa	stredný		ADJ;NOM;FEM;SG
vừa	stredné	vừa	stredný		ADJ;NOM;NEUT;SG
thử	skus	thử	skus	V	INTJ
thử	test	thử	test	V	N;INAN;NOM;MASC;SG
thử	skúška	thử	skúška	V	N;NOM;FEM;SG
thử	skúške	thử	skúška	V	N;DAT;FEM;SG
brasil	brasil	brasil	brasiť	N	PROPN;ANIM;NOM;MASC;SG
john	ján	john	ján	N	PROPN;ANIM;NOM;MASC;SG
john	john	john	john	N	PROPN;ANIM;NOM;MASC;SG
lược	komplexný	lược	komplexný	N	ADJ;INAN;NOM;MASC;SG
lược	komplexná	lược	komplexný	N	ADJ;NOM;FEM;SG
lược	komplexné	lược	komplexný	N	ADJ;NOM;NEUT;SG
paris	paris	paris	paris		
paris	paríž	paris	paríž		PROPN;INAN;NOM;MASC;SG
paris	paríža	paris	paríž		N;INAN;GEN;MASC;SG
paris	paríži	paris	paríž		N;INAN;NOM;MASC;SG
tội	vinný	tội	vinný	N	ADJ;ANIM;NOM;MASC;SG
tội	vinná	tội	vinný	N	ADJ;NOM;FEM;SG
tội	nevinné	tội	nevinný	N	ADJ;NOM;NEUT;SG
tội	nevinne	tội	nevinne	N	ADV
tội	nevinná	tội	nevinný	N	ADJ;NOM;FEM;SG
tội	nevinný	tội	nevinný	N	ADJ;ANIM;NOM;MASC;SG
tội	nevinní	tội	vinniť	N	ADJ;ANIM;NOM;MASC;PL
tầng	podlahové	tầng	podlahový	N	ADJ;NOM;NEUT;SG
liệt	ochrnutý	liệt	ochrnutý	N	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
băng	lad	băng	lad	N	PROPN;ANIM;NOM;MASC;SG
băng	ľadový	băng	ľadový	N	ADJ;INAN;NOM;MASC;SG
băng	ľadové	băng	ľadový	N	ADJ;NOM;NEUT;SG
mua	nákupu	mua	nákup	V	N;INAN;GEN;MASC;SG
mua	nákup	mua	nákup	V	N;INAN;NOM;MASC;SG
mua	kúpa	mua	kúp	V	N;NOM;FEM;SG
mua	nákup	mua	nákup	V	N;INAN;NOM;MASC;SG
mua	kúpa	mua	kúp	V	N;NOM;FEM;SG
mua	zakúpené	mua	zakúpený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
mua	kúpené	mua	kúpený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
bật	povolené	bật	povolený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
bật	zapnuté	bật	zapnutý	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
bật	povolená	bật	povolený	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
tái	rekonštrukcia	tái	rekonštrukcia		N;NOM;FEM;SG
khối	blokovať	khối	blokovať	N	V;IPFV;POS;NFIN
khối	zablokovať	khối	zablokovať	N	V;PFV;POS;NFIN
dấu	prekročili	dấu	prekročiť	N	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
hiến	obetovali	hiến	obetovať	N	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
hiến	obetoval	hiến	obetovať	N	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
hiến	obetovala	hiến	obetovať	N	V;FEM;SG;POS;PST;V.PTCP
chiếu	šach	chiếu	šach	V	N;INAN;NOM;MASC;SG
chiếu	šachu	chiếu	šach	V	N;INAN;GEN;MASC;SG
chùa	temple	chùa	templo	N	PROPN;NOM;FEM;SG
ist	ist	ist	ist		INTJ
york	york	york	york	N	PROPN;ANIM;NOM;MASC;SG
tháp	tower	tháp	tower	N	PROPN;ANIM;NOM;MASC;SG
huấn	teoretické	huấn	teoretický	V	ADJ;NOM;NEUT;SG
huấn	teoretický	huấn	teoretický	V	ADJ;ANIM;NOM;MASC;SG
huấn	teoretická	huấn	teoretický	V	ADJ;NOM;FEM;SG
group	skupinu	group	skupina		N;ACC;FEM;SG
group	group	group	group		
group	skupiny	group	skupina		N;NOM;FEM;PL
group	skupina	group	skupina		N;NOM;FEM;SG
loạt	kraj	loạt	kraj		N;INAN;NOM;MASC;SG
loạt	regiónu	loạt	región		N;INAN;GEN;MASC;SG
loạt	oblasť	loạt	oblasť		N;NOM;FEM;SG
loạt	región	loạt	región		N;INAN;NOM;MASC;SG
loạt	oblasť	loạt	oblasť		N;NOM;FEM;SG
loạt	plocha	loạt	plocha		N;NOM;FEM;SG
loạt	oblasti	loạt	oblasť		N;NOM;FEM;PL
team	mužstvo	team	mužstvo		N;NOM;NEUT;SG
team	tím	team	tím		N;INAN;NOM;MASC;SG
team	tým	team	to		DET;INS;NEUT;SG
team	team	team	team		PROPN;ANIM;NOM;MASC;SG
xanh	blue	xanh	blue	N	PROPN;ANIM;NOM;MASC;SG
xanh	modrý	xanh	modrý	N	ADJ;ANIM;NOM;MASC;SG
xanh	modré	xanh	modrý	N	ADJ;NOM;NEUT;SG
xanh	modrá	xanh	modrý	N	ADJ;NOM;FEM;SG
khóa	zamknúť	khóa	zamknúť	N	V;PFV;POS;NFIN
khóa	zamknuté	khóa	zamknutý	N	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
khóa	zamknutá	khóa	zamknutý	N	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
khóa	kľúčová	khóa	kľúčový	N	ADJ;NOM;FEM;SG
khóa	kľúčové	khóa	kľúčový	N	ADJ;NOM;NEUT;SG
suy	myšlienok	suy	myšlienka	V	N;GEN;FEM;PL
suy	myšlienkami	suy	myšlienka	V	N;INS;FEM;PL
suy	myšlienky	suy	myšlienka	V	N;NOM;FEM;PL
thiệu	thieu	thiệu	thia	V	N;NOM;FEM;SG
đích	cieľ	đích	cieľ		N;INAN;NOM;MASC;SG
đúng	správne	đúng	správne	ADJ	ADV
đúng	spravne	đúng	spravne	ADJ	INTJ
đúng	vpravo	đúng	vpravo	ADJ	ADV
đúng	právo	đúng	právo	ADJ	N;NOM;NEUT;SG
đúng	sprava	đúng	sprava	ADJ	
đúng	pravda	đúng	pravda	ADJ	N;NOM;FEM;SG
đúng	true	đúng	true	ADJ	
đúng	správne	đúng	správne	ADJ	ADV
đúng	opraviť	đúng	opraviť	ADJ	V;PFV;POS;NFIN
ngân	bank	ngân	bank	N	
ngân	banková	ngân	bankový	N	ADJ;NOM;FEM;SG
siêu	super	siêu	super		INTJ
vây	fin	vây	fin	V	
vây	plutvy	vây	plutva	V	N;INAN;NOM;MASC;PL
vây	odolnosť	vây	odolnosť	V	N;NOM;FEM;SG
vây	rezistencia	vây	rezistencia	V	N;NOM;FEM;SG
vây	odpor	vây	odpor	V	N;INAN;NOM;MASC;SG
van	ventil	van	ventil	V	N;INAN;NOM;MASC;SG
van	ventilu	van	ventila	V	N;INAN;GEN;MASC;SG
van	dodávka	van	dodávka	V	N;NOM;FEM;SG
van	van	van	van	V	PROPN;ANIM;NOM;MASC;SG
van	dodávku	van	dodávka	V	N;ACC;FEM;SG
van	ventilov	van	ventil	V	N;INAN;GEN;MASC;PL
van	ventily	van	ventila	V	N;NOM;FEM;PL
cường	hyper	cường	hyper	N	
gray	gray	gray	gras		PROPN;ANIM;NOM;MASC;SG
gray	sivé	gray	sivý		ADJ;NOM;NEUT;SG
gray	sivá	gray	sivý		ADJ;NOM;FEM;SG
gray	sivý	gray	sivý		ADJ;ANIM;NOM;MASC;SG
gray	šedá	gray	šedý		N;NOM;FEM;SG
đương	piliere	đương	pilier		N;INAN;NOM;MASC;PL
đương	pilierov	đương	pilier		N;INAN;GEN;MASC;PL
đương	stĺpy	đương	stĺp		N;INAN;NOM;MASC;PL
bom	bom	bom	bom	N	PROPN;ANIM;NOM;MASC;SG
nghe	počúvanie	nghe	počúvanie	V	N;NOM;NEUT;SG
ngựa	pony	ngựa	pon	N	
ương	cia	ương	cia	N	PROPN;ANIM;NOM;MASC;SG
giác	cíti	giác	cítiť	N	V;IPFV;IND;SG;3;POS;PRS;FIN
vân	bla	vân	byť	N	INTJ
vân	predsa	vân	predsa	N	PART
vân	zatiaľ	vân	zatiaľ	N	ADV
vân	ešte	vân	ešte	N	PART
tai	ucha	tai	ucho		N;NOM;NEUT;PL
tai	uchu	tai	ucho		N;DAT;NEUT;SG
tai	ucho	tai	ucho		N;NOM;NEUT;SG
tai	tai	tai	tai		
tai	uši	tai	ucho		N;NOM;NEUT;PL
tai	ušami	tai	ucho		N;INS;NEUT;PL
tai	uší	tai	ucho		N;GEN;NEUT;PL
bước	step	bước	step		N;INAN;NOM;MASC;SG
bước	krok	bước	krok		N;INAN;NOM;MASC;SG
bước	krokov	bước	krok		N;INAN;GEN;MASC;PL
bước	schody	bước	schod		N;INAN;NOM;MASC;PL
bước	kroky	bước	krok		N;INAN;NOM;MASC;PL
séc	česká	séc	česká	N	ADJ;NOM;FEM;SG
séc	české	séc	český	N	ADJ;NOM;NEUT;SG
séc	czech	séc	czech	N	
séc	český	séc	český	N	ADJ;ANIM;NOM;MASC;SG
séc	českého	séc	český	N	ADJ;ANIM;GEN;MASC;SG
canada	kanada	canada	kanada	N	PROPN;ANIM;NOM;MASC;SG
vinh	poctený	vinh	poctený	N	ADJ;ANIM;NOM;MASC;SG
bác	ujo	bác	ujo		N;ANIM;NOM;MASC;SG
bác	strýko	bác	strýko		N;ANIM;NOM;MASC;SG
tuyệt	skvele	tuyệt	skvele	ADJ	ADV
tuyệt	super	tuyệt	super	ADJ	INTJ
tuyệt	pohode	tuyệt	pohoda	ADJ	ADV
tuyệt	pecka	tuyệt	pecko	ADJ	N;NOM;FEM;SG
tuyệt	super	tuyệt	super	ADJ	INTJ
tuyệt	cool	tuyệt	col	ADJ	INTJ
dầu	oil	dầu	oil	N	
hôn	bozky	hôn	bozka	V	N;INAN;NOM;MASC;PL
hôn	pusa	hôn	pusa	V	N;NOM;FEM;SG
hôn	bozk	hôn	bozk	V	N;INAN;NOM;MASC;SG
hôn	kiss	hôn	kiss	V	PROPN;ANIM;NOM;MASC;SG
trừ	okrem	trừ	okrem	V	ADP;GEN
trừ	mínus	trừ	mínus	V	N;NOM;NEUT;SG
ship	lodný	ship	lodný	V	ADJ;ANIM;NOM;MASC;SG
ship	loď	ship	loď	V	N;NOM;FEM;SG
california	kalifornii	california	kalifornie		PROPN;NOM;FEM;SG
california	california	california	californie		N;NOM;FEM;SG
california	kalifornia	california	kalifornie		N;NOM;FEM;SG
đẹp	krasne	đẹp	krasne	ADJ	
đẹp	krásne	đẹp	krásne	ADJ	ADV
đẹp	pekny	đẹp	pekny	ADJ	N;ANIM;NOM;MASC;SG
đẹp	pekne	đẹp	pekne	ADJ	ADV
đẹp	nice	đẹp	nica	ADJ	PROPN;ANIM;NOM;MASC;SG
cai	cai	cai	cai	N	PROPN;ANIM;NOM;MASC;SG
cai	čistá	cai	čistý	N	ADJ;NOM;FEM;SG
cai	čistý	cai	čistý	N	ADJ;INAN;NOM;MASC;SG
cai	vyčistiť	cai	vyčistiť	N	V;PFV;POS;NFIN
cai	čisté	cai	čistý	N	ADJ;NOM;NEUT;SG
hơi	mierne	hơi	mierne		ADV
hơi	nepatrne	hơi	nepatrne		ADV
phút	min	phút	min	N	
loạn	vzburu	loạn	vzbura	V	N;ACC;FEM;SG
loạn	vzbura	loạn	vzbura	V	N;NOM;FEM;SG
loạn	nepokoje	loạn	nepokoj	V	N;INAN;NOM;MASC;PL
loạn	riot	loạn	riot	V	PROPN;ANIM;NOM;MASC;SG
loạn	vzbura	loạn	vzbura	V	N;NOM;FEM;SG
loạn	povstanie	loạn	povstanie	V	N;NOM;NEUT;SG
loạn	rebélie	loạn	rebélia	V	N;NOM;FEM;PL
loạn	vzbura	loạn	vzbura	V	N;NOM;FEM;SG
phí	preč	phí	preč	N	ADV
phí	prec	phí	prec	N	INTJ
khủng	teroristu	khủng	terorista	ADJ	N;ANIM;ACC;MASC;SG
khủng	terorista	khủng	terorista	ADJ	N;ANIM;NOM;MASC;SG
cấm	ban	cấm	ban	V	PROPN;ANIM;NOM;MASC;SG
cấm	zákaz	cấm	zákaz	V	N;INAN;NOM;MASC;SG
cấm	zakázané	cấm	zakázaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
cấm	zakázaná	cấm	zakázaný	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
cấm	zakázaný	cấm	zakázaný	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
cấm	zakázané	cấm	zakázaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
cấm	zakázaná	cấm	zakázaný	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
cấm	zakázaný	cấm	zakázaný	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
cấm	zakázaná	cấm	zakázaný	V	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
cấm	zakázané	cấm	zakázaný	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
cấm	zakázaný	cấm	zakázaný	V	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
ủng	boty	ủng	bot	V	N;INAN;NOM;MASC;PL
ủng	čižmy	ủng	čižma	V	N;NOM;FEM;PL
ủng	topánky	ủng	topánka	V	N;NOM;FEM;PL
nâng	výťah	nâng	výťah	V	N;INAN;NOM;MASC;SG
nâng	zdvíhacie	nâng	zdvíhací	V	ADJ;NOM;NEUT;PL
nâng	zdvíhanie	nâng	zdvíhanie	V	N;NOM;NEUT;SG
hủy	zrušené	hủy	zrušený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
hủy	zrušená	hủy	zrušený	V	ADJ;NOM;FEM;SG
hủy	zrušený	hủy	zrušený	V	ADJ;INAN;NOM;MASC;SG
hủy	zrušená	hủy	zrušený	V	ADJ;NOM;FEM;SG
hủy	zrušené	hủy	zrušený	V	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
hủy	zrušený	hủy	zrušený	V	ADJ;INAN;NOM;MASC;SG
hủy	zrušenie	hủy	zrušenie	V	N;NOM;NEUT;SG
hủy	zrušenia	hủy	zrušenie	V	N;NOM;NEUT;PL
mai	mai	mai	mať		PROPN;ANIM;NOM;MASC;SG
mai	mei	mai	mei		N;INAN;NOM;MASC;SG
mai	zajtrajšok	mai	zajtrajšok		N;INAN;NOM;MASC;SG
mai	zajtra	mai	zajtra		ADV
cảng	prístavné	cảng	prístavný	N	ADJ;NOM;NEUT;SG
tách	šálky	tách	šálka	V	N;NOM;FEM;PL
tách	poháre	tách	pohár	V	N;INAN;NOM;MASC;PL
tách	rozdelenie	tách	rozdelenie	V	N;NOM;NEUT;SG
tách	šálka	tách	šálka	V	N;NOM;FEM;SG
tách	hrnček	tách	hrnček	V	N;INAN;NOM;MASC;SG
tách	pohár	tách	pohár	V	N;INAN;NOM;MASC;SG
tách	pohára	tách	pohár	V	N;INAN;GEN;MASC;SG
bạch	biela	bạch	biely	N	ADJ;NOM;FEM;SG
bạch	biely	bạch	biely	N	ADJ;ANIM;NOM;MASC;SG
bạch	white	bạch	whit	N	PROPN;ANIM;NOM;MASC;SG
bạch	biele	bạch	biely	N	ADJ;NOM;NEUT;SG
bạch	bielo	bạch	bielo	N	ADV
bạch	bai	bạch	bai	N	PROPN;ANIM;NOM;MASC;SG
phê	káve	phê	káva		N;DAT;FEM;SG
phê	kávu	phê	káva		N;ACC;FEM;SG
phê	kava	phê	kava		N;NOM;FEM;SG
phê	kafe	phê	kafe		N;INAN;NOM;MASC;SG
phê	káva	phê	káva		N;NOM;FEM;SG
liền	prístrešok	liền	prístrešok		N;INAN;NOM;MASC;SG
liền	pevniny	liền	pevnina		N;NOM;FEM;PL
liền	kontinent	liền	kontinent		N;INAN;NOM;MASC;SG
liền	pevninu	liền	pevnina		N;ACC;FEM;SG
thọ	thọ	thọ	thọ	N	PROPN;ANIM;NOM;MASC;SG
cắt	rezanie	cắt	rezanie	V	N;NOM;NEUT;SG
cắt	strihanie	cắt	strihanie	V	N;NOM;NEUT;SG
cắt	rez	cắt	rez	V	N;INAN;NOM;MASC;SG
cắt	strih	cắt	strih	V	N;INAN;NOM;MASC;SG
cắt	plodiny	cắt	plodina	V	N;NOM;FEM;PL
cắt	plodín	cắt	plodina	V	N;GEN;FEM;PL
cắt	kusy	cắt	kus	V	N;INAN;NOM;MASC;PL
cắt	diely	cắt	diely	V	N;NOM;FEM;PL
cắt	rezy	cắt	reza	V	N;INAN;NOM;MASC;PL
bạc	strieborný	bạc	strieborný	N	ADJ;ANIM;NOM;MASC;SG
bạc	strieborná	bạc	strieborný	N	ADJ;NOM;FEM;SG
trịnh	zheng	trịnh	zheng	N	PROPN;ANIM;NOM;MASC;SG
trịnh	cheng	trịnh	cheng	N	PROPN;ANIM;NOM;MASC;SG
tán	šíriť	tán	šíriť	N	V;IPFV;POS;NFIN
bưu	poštovné	bưu	poštovný	N	ADJ;NOM;NEUT;SG
http	http	http	http		
đền	temple	đền	templo	N	PROPN;NOM;FEM;SG
web	webová	web	webový	N	ADJ;NOM;FEM;SG
web	čisté	web	čistý	N	ADJ;NOM;NEUT;SG
web	netto	web	netto	N	
bào	stlačiť	bào	stlačiť	N	V;PFV;POS;NFIN
bào	stlačte	bào	stlačiť	N	V;PFV;IMP;PL;2;POS;FIN
chỉnh	tuning	chỉnh	tuning	V	INTJ
