نيبال	nepalu	نيبال	nepal		PROPN;NOM;MASC;SG
الكبريت	siarki	كِبرِيت	siarka	N;NOM;DEF;SG	
الظل	cieni	ظِلّ	cień	N;NOM;DEF;SG	
الظل	cienie	ظِلّ	cień	N;NOM;DEF;SG	N;NOM;MASC;PL
الظل	cień	ظِلّ	cień	N;NOM;DEF;SG	
الظل	cieniu	ظِلّ	cień	N;NOM;DEF;SG	N;GEN;MASC;SG
الظل	cienia	ظِلّ	cień	N;NOM;DEF;SG	N;GEN;MASC;SG
الظل	shadow	ظِلّ	shadow	N;NOM;DEF;SG	
الظل	cień	ظِلّ	cień	N;NOM;DEF;SG	
الظل	cienia	ظِلّ	cień	N;NOM;DEF;SG	N;GEN;MASC;SG
الظل	cieniu	ظِلّ	cień	N;NOM;DEF;SG	N;GEN;MASC;SG
الظل	cień	ظِلّ	cień	N;NOM;DEF;SG	
كارتر	carter	كارتر	carter		
نيفادا	nevada	نيفادا	nevadać		N;NOM;MASC;SG
القلم	pen	قَلَم	pen	N;NOM;DEF;SG	
القلم	długopis	قَلَم	długopis	N;NOM;DEF;SG	
القلم	pióro	قَلَم	pióro	N;NOM;DEF;SG	
التقديرات	oszacowania	تَقدِير	oszacowanie	N;NOM;DEF;PL	N;GEN;NEUT;SG
التقديرات	oszacowanie	تَقدِير	oszacować	N;NOM;DEF;PL	N;NOM;NEUT;SG
التقديرات	oszacowania	تَقدِير	oszacowanie	N;NOM;DEF;PL	N;GEN;NEUT;SG
تدرج	gradientu	دَرَج	gradient	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;GEN;MASC;SG
تدرج	wstawić	دَرَج	wstawić	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;NFIN;ACT
تدرج	wstaw	دَرَج	wstawa	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
مواصلة	kontynuacji	مُوَاصَلَة	kontynuacja	N;NOM;INDF;SG	N;GEN;FEM;SG
مواصلة	kontynuować	مُوَاصَلَة	kontynuować	N;NOM;INDF;SG	V;IPFV;NFIN;ACT
كاي	kai	كَاي	kaić		PROPN;NOM;MASC;SG
كاي	kay	كَاي	kać		PROPN;NOM;MASC;SG
التنين	smoka	تَنَيَّن	smoka	N;NOM;DEF;SG	N;ACC;MASC;SG
التنين	dragon	تَنَيَّن	dragon	N;NOM;DEF;SG	
تغيرت	zmieniono	تَغَيَّر	zmienić	V;PFV;FEM;SG;3;ACT	V;PFV;IND;0;PST;FIN;ACT
تغيرت	zmienione	تَغَيَّر	zmienić	V;PFV;FEM;SG;3;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
تغيرت	zmieniony	تَغَيَّر	zmienić	V;PFV;FEM;SG;3;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
اريد	chcesz	اريد	chcieć		V;IPFV;IND;SG;2;PRS;FIN;ACT
اريد	chce	اريد	chcieć		V;IPFV;IND;SG;3;PRS;FIN;ACT
هول	hala	هُول	hala		
هول	sala	هُول	sala		N;NOM;FEM;SG
هول	holu	هُول	hol		N;GEN;MASC;SG
هول	hall	هُول	hall		
مشارك	uczestnika	مَشرَكَة	uczestnik	N;NOM;INDF;SG	N;ACC;MASC;SG
الطقوس	rytuał	طَقوَس	rytuać	N;NOM;DEF;PL	N;ACC;MASC;SG
الفطر	grzybów	فِطر	grzyb	N;NOM;DEF;SG	N;GEN;MASC;PL
الفطر	grzyby	فِطر	grzyb	N;NOM;DEF;SG	N;NOM;MASC;PL
الفطر	grzybki	فِطر	grzybka	N;NOM;DEF;SG	N;NOM;MASC;PL
المعتقدات	przekonania	مُعتَقَد	przekonanie	N;NOM;DEF;PL	N;NOM;NEUT;SG
دل	del	دَلّ	del	V;PFV;MASC;SG;3;ACT	
جرذ	rat	جُرذ	rat	N;NOM;INDF;SG	
سكاي	niebo	سَاكِي	niebo		N;NOM;NEUT;SG
سكاي	niebie	سَاكِي	niebo		N;DAT;NEUT;SG
سكاي	sky	سَاكِي	ska		
سكاي	nieba	سَاكِي	niebo		
ثمان	ośmiu	ثَمَانِيَة	osiem	NUM;NOM;INDF;FEM	
ثمان	ósemka	ثَمَانِيَة	ósemka	NUM;NOM;INDF;FEM	N;NOM;FEM;SG
ثمان	osiem	ثَمَانِيَة	osiem	NUM;NOM;INDF;FEM	
مشاركات	udostępnienia	مُشَارَكَة	udostępnienie	N;NOM;INDF;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
باعتبار	rozważając	باعتبار	rozważać	PRO;ACC;MASC;PL;3	V;IPFV;PRS;V.CVB;ACT
باعتبار	zważywszy	باعتبار	zważyć	PRO;ACC;MASC;PL;3	V;PFV;PST;V.CVB;ACT
الناجحة	udanych	نَاجِح	udać	ADJ;NOM;DEF;FEM;SG	ADJ;GEN;MASC;PL
الناجحة	udany	نَاجِح	udany	ADJ;NOM;DEF;FEM;SG	
السجل	rejestru	سِجِلّ	rejester	N;NOM;DEF;SG	N;GEN;MASC;SG
السجل	log	سِجِلّ	log	N;NOM;DEF;SG	V;IPFV;IMP;SG;2;FIN;ACT
السجل	rejestru	سِجِلّ	rejester	N;NOM;DEF;SG	N;GEN;MASC;SG
موحدة	jednolitego	مُوَحَّد	jednolity	ADJ;NOM;INDF;FEM;SG	ADJ;GEN;MASC;SG
موحدة	jednolite	مُوَحَّد	jednolity	ADJ;NOM;INDF;FEM;SG	
موحدة	uniform	مُوَحَّد	uniforma	ADJ;NOM;INDF;FEM;SG	
موحدة	mundur	مُوَحَّد	mundur	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
التحدي	challenge	تَحَدِّي	challenga	N;NOM;DEF;SG	
سونغ	sung	سونغ	sunga		V;IPFV;IND;SG;PRS;FIN;ACT
سونغ	piosenka	سونغ	piosenka		N;NOM;FEM;SG
سونغ	piosenki	سونغ	piosenka		N;ACC;FEM;PL
سونغ	utwór	سونغ	utwór		N;ACC;MASC;SG
سونغ	pieśń	سونغ	pieśń		
سونغ	song	سونغ	song		
محاضرة	wykłady	مُحَاضَرَة	wykład	N;NOM;INDF;SG	N;NOM;MASC;PL
النانو	nano	النانو	nano	N;NOM;DEF;SG	
هوليوود	hollywood	هوليوود	hollywood		V;IPFV;IND;SG;FIN;ACT
بوير	boyer	بوير	boyer		
البقرة	krowy	بَقَرَة	krowa	N;NOM;DEF;SG	
البقرة	krowie	بَقَرَة	krowa	N;NOM;DEF;SG	
الديناصورات	dinozaury	دِينَاصُور	dinozaura		N;ACC;MASC;PL
الديناصورات	dinozaurów	دِينَاصُور	dinozaur		N;GEN;MASC;PL
الديناصورات	dinozaurów	دِينَاصُور	dinozaur		N;GEN;MASC;PL
الديناصورات	dinozaury	دِينَاصُور	dinozaura		N;ACC;MASC;PL
الديناصورات	dinozaura	دِينَاصُور	dinozaura		N;ACC;MASC;SG
الديناصورات	dinozaur	دِينَاصُور	dinozaur		N;NOM;MASC;SG
اربع	czterech	أَربَعَة	cztery	NUM;NOM;INDF;FEM	NUM;ACC;MASC;PL
اربع	cztery	أَربَعَة	cztery	NUM;NOM;INDF;FEM	NUM;ACC;MASC;PL
الحافة	edge	حَافّ	edga	N;NOM;DEF;SG	
الحافة	krawędzi	حَافّ	krawądzić	N;NOM;DEF;SG	N;GEN;MASC;SG
خريف	jesień	خَرِيف	jesień	N;NOM;INDF;SG	
خريف	jesieni	خَرِيف	jesień	N;NOM;INDF;SG	
فرح	radość	فُرحَة	radość		N;NOM;FEM;SG
فرح	radości	فُرحَة	radość		N;GEN;FEM;SG
فرح	joy	فُرحَة	joy		
فرح	farah	فُرحَة	farah		
صناعات	industries	صِنَاعَة	industries	N;NOM;INDF;PL	
الخبرات	ekspertyzy	خِبرَة	ekspertyza	N;NOM;DEF;PL	N;ACC;FEM;PL
الخبرات	doświadczenia	خِبرَة	doświadczenie	N;NOM;DEF;PL	N;NOM;NEUT;SG
الخبرات	przeżycia	خِبرَة	przeżycie	N;NOM;DEF;PL	N;NOM;NEUT;SG
الخبرات	doświadczeń	خِبرَة	doświadczenie	N;NOM;DEF;PL	N;GEN;NEUT;PL
الخبرات	doświadczenia	خِبرَة	doświadczenie	N;NOM;DEF;PL	N;NOM;NEUT;SG
الخبرات	doświadczenie	خِبرَة	doświadczenie	N;NOM;DEF;PL	N;NOM;NEUT;SG
المدار	orbity	مَدَار	orbić	N;NOM;DEF;SG	N;GEN;FEM;SG
المدار	orbicie	مَدَار	orbić	N;NOM;DEF;SG	N;DAT;FEM;SG
المدار	orbitę	مَدَار	orbić	N;NOM;DEF;SG	N;ACC;FEM;SG
متسابق	racer	مُتَسَابِق	racer	N;NOM;INDF;SG	
التشريح	anatomii	تَشرِيح	anatomia	N;NOM;DEF;SG	
التشريح	autopsji	تَشرِيح	autopsja	N;NOM;DEF;SG	
تشي	chi	تشي	chito		
تشي	che	تشي	cho		
ظاهر	widoczna	ظاهر	widoczny		ADJ;NOM;FEM;SG
ظاهر	widoczny	ظاهر	widoczny		ADJ;NOM;MASC;SG
ظاهر	widoczne	ظاهر	widoczny		ADJ;NOM;NEUT;SG
ظاهر	oczywista	ظاهر	oczywistać		
ظاهر	widocznej	ظاهر	widoczny		ADJ;GEN;FEM;SG
دفعة	promować	دَفعَة	promować	N;NOM;INDF;SG	V;IPFV;NFIN;ACT
دفعة	partii	دَفعَة	partia	N;NOM;INDF;SG	N;GEN;FEM;SG
دفعة	płatności	دَفعَة	płatność	N;NOM;INDF;SG	N;ACC;FEM;PL
النسوية	feminizm	نَسَوِيّ	feminizm	ADJ;NOM;DEF;FEM;SG	N;NOM;MASC;SG
لوح	pokładzie	لَوح	pokład		N;ACC;MASC;SG
لوح	zarząd	لَوح	zarząd		N;NOM;MASC;SG
لوح	wyżywienie	لَوح	wyżywienie		N;NOM;NEUT;SG
لوح	deska	لَوح	deska		N;NOM;FEM;SG
لوح	tablica	لَوح	tablica		N;NOM;FEM;SG
لوح	tabletka	لَوح	tabletka		N;NOM;FEM;SG
لوح	tabletki	لَوح	tabletka		N;ACC;FEM;PL
لوح	tabliczka	لَوح	tabliczka		N;NOM;FEM;SG
لوح	fala	لَوح	fala		N;NOM;FEM;SG
لوح	fali	لَوح	fala		N;GEN;FEM;SG
لوح	fale	لَوح	fala		N;NOM;FEM;PL
عينات	próbek	عينات	próbek	N;NOM;INDF;PL	N;GEN;FEM;PL
عينات	próbki	عينات	próbki	N;NOM;INDF;PL	N;ACC;FEM;SG
الميل	tilt	مِيل	tilt	N;NOM;DEF;SG	
الميل	mile	مِيل	mile	N;NOM;DEF;SG	
الميل	mila	مِيل	mila	N;NOM;DEF;SG	
مزايا	korzyści	مَزِيَّة	korzyść	N;NOM;INDF;PL	N;ACC;FEM;SG
مزايا	zalet	مَزِيَّة	zalet	N;NOM;INDF;PL	
منصات	platform	مِنَصَّة	platform	N;NOM;INDF;PL	
منصات	platformy	مِنَصَّة	platforma	N;NOM;INDF;PL	V;IPFV;IND;PL;1;PRS;FIN;ACT
منصات	podkładki	مِنَصَّة	podkładka	N;NOM;INDF;PL	N;ACC;FEM;PL
منصات	palety	مِنَصَّة	paleta	N;NOM;INDF;PL	N;ACC;FEM;PL
المدرج	wybiegu	مُدَرَّج	wybieg	N;NOM;DEF;SG	N;GEN;MASC;SG
المليون	milion	مِليُون	milion	NUM;NOM;DEF;SG	
المليون	mln	مِليُون	mlna	NUM;NOM;DEF;SG	
المليون	miliony	مِليُون	miliony	NUM;NOM;DEF;SG	
تقليد	tradycję	تَقلِيد	tradycja	N;NOM;INDF;SG	N;ACC;FEM;SG
تقليد	tradycji	تَقلِيد	tradycja	N;NOM;INDF;SG	N;GEN;FEM;SG
تقليد	tradycje	تَقلِيد	tradycja	N;NOM;INDF;SG	N;NOM;FEM;PL
السعة	pojemności	سِعَّة	pojemność	N;NOM;DEF;SG	N;GEN;FEM;SG
السعة	pojemność	سِعَّة	pojemność	N;NOM;DEF;SG	N;ACC;FEM;SG
السعة	amplitudy	سِعَّة	amplituda	N;NOM;DEF;SG	N;ACC;FEM;SG
التهديد	groźby	تَهدِيد	groźba	N;NOM;DEF;SG	
الموانئ	portów	مِينَاء	port	N;NOM;DEF;PL	N;GEN;MASC;PL
عقل	mózg	عَقَل	mózg		N;NOM;MASC;SG
عقل	rozum	عَقَل	rozum		V;IPFV;IND;PRS;FIN;ACT
عقل	umysł	عَقَل	umysł		N;NOM;MASC;SG
عقل	mózgu	عَقَل	mózg		N;GEN;MASC;SG
عقل	umysłu	عَقَل	umysł		N;GEN;MASC;SG
عقل	umysł	عَقَل	umysł		N;NOM;MASC;SG
دنيا	minimalna	دَنِيّ	minimalny	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;FEM;SG
دنيا	minimum	دَنِيّ	minimum	ADJ;ACC;INDF;MASC;SG	
دنيا	minimalny	دَنِيّ	minimalny	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;MASC;SG
خفيف	light	خفيف	light	ADJ;NOM;INDF;MASC;SG	
خفيف	światło	خفيف	światło	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
خفيف	światła	خفيف	światło	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
مونتريال	montrealu	مُونترِيَال	montreal		N;GEN;MASC;SG
الكومنولث	commonwealth	الكومنولث	commonwealt		N;NOM;MASC;SG
الكومنولث	wspólnota	الكومنولث	wspólnota		N;NOM;FEM;SG
جلدية	skóry	جَلَدِيَّة	skóra	ADJ;NOM;INDF;FEM;SG	N;GEN;FEM;SG
جلدية	skóra	جَلَدِيَّة	skóra	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
الفائزين	wygrane	فَائِز	wygrany	ADJ;NOM;DEF;MASC;PL	ADJ;NOM;NEUT;SG
الفائزين	zwycięzców	فَائِز	zwycięzca	ADJ;NOM;DEF;MASC;PL	N;ACC;MASC;PL
الفائزين	zwycięzcy	فَائِز	zwycięzca	ADJ;NOM;DEF;MASC;PL	N;NOM;MASC;SG
الفائزين	zwycięzcami	فَائِز	zwycięzca	ADJ;NOM;DEF;MASC;PL	N;INS;MASC;PL
المرجح	ważona	مُرَجَّح	ważony	ADJ;NOM;DEF;MASC;SG	N;NOM;FEM;SG
بطليموس	ptolemeusz	بَطِيمُوس	ptolemeusz		N;NOM;MASC;SG
تهديد	grozi	تَهدِيد	grozić	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
تهديد	grozić	تَهدِيد	grozić	N;NOM;INDF;SG	V;IPFV;NFIN;ACT
تهديد	groźby	تَهدِيد	groźba	N;NOM;INDF;SG	
المعيار	standardowy	مِعيَار	standardowy	N;NOM;DEF;SG	ADJ;NOM;MASC;SG
المعيار	standardowa	مِعيَار	standardowy	N;NOM;DEF;SG	ADJ;NOM;FEM;SG
المعيار	norma	مِعيَار	norma	N;NOM;DEF;SG	V;IPFV;IND;SG;PRS;FIN;ACT
المعيار	standardowe	مِعيَار	standardowy	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
المعيار	standard	مِعيَار	standard	N;NOM;DEF;SG	
الهياكل	konstrukcje	هَيكَل	konstrukcja	N;NOM;DEF;SG	N;NOM;FEM;PL
الهياكل	budowle	هَيكَل	budowa	N;NOM;DEF;SG	N;NOM;MASC;PL
الهياكل	struktury	هَيكَل	struktura	N;NOM;DEF;SG	N;ACC;FEM;PL
الهياكل	konstrukcji	هَيكَل	konstrukcja	N;NOM;DEF;SG	N;GEN;FEM;SG
تشابه	podobieństwa	تَشَابُه	podobieństwo	N;NOM;INDF;SG	N;NOM;NEUT;PL
الرباعي	kwartet	رُبَاعِيّ	kwartet		N;NOM;MASC;SG
المصلحة	interesie	مَصلَحَة	interes	N;NOM;DEF;SG	N;ACC;MASC;SG
المصلحة	odsetki	مَصلَحَة	odsetka	N;NOM;DEF;SG	N;NOM;FEM;PL
المصلحة	odsetek	مَصلَحَة	odsetka	N;NOM;DEF;SG	N;ACC;MASC;SG
المصلحة	zainteresowania	مَصلَحَة	zainteresowanie	N;NOM;DEF;SG	N;NOM;NEUT;PL
مجلدات	teczki	مُجَلَّد	teczka	ADJ;NOM;INDF;FEM;PL	N;ACC;FEM;PL
مجلدات	foldery	مُجَلَّد	folder	ADJ;NOM;INDF;FEM;PL	N;NOM;MASC;PL
مجلدات	katalogi	مُجَلَّد	kataloga	ADJ;NOM;INDF;FEM;PL	N;NOM;MASC;PL
مجلدات	objętości	مُجَلَّد	objętość	ADJ;NOM;INDF;FEM;PL	N;GEN;FEM;SG
الحفظ	oszczędności	حِفظ	oszczędność	N;NOM;DEF;SG	N;ACC;FEM;PL
الحفظ	oszczędzania	حِفظ	oszczędzanie	N;NOM;DEF;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
باراغواي	paragwaju	باراغواي	paragwaj		N;GEN;MASC;SG
استخدامات	wykorzystuje	اِستِخدَام	wykorzystywać	N;NOM;INDF;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
استخدامات	używa	اِستِخدَام	używać	N;NOM;INDF;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
استخدامات	zastosowań	اِستِخدَام	zastosowanie	N;NOM;INDF;PL	N;GEN;NEUT;PL
استخدامات	zastosowania	اِستِخدَام	zastosowanie	N;NOM;INDF;PL	N;GEN;NEUT;SG
يوميات	dziennik	يَومِيّ	dziennik	ADJ;NOM;INDF;FEM;PL	N;NOM;MASC;SG
يوميات	czasopismo	يَومِيّ	czasopismo	ADJ;NOM;INDF;FEM;PL	N;NOM;NEUT;SG
يوميات	journal	يَومِيّ	journal	ADJ;NOM;INDF;FEM;PL	
يوميات	pamiętnik	يَومِيّ	pamiętnik	ADJ;NOM;INDF;FEM;PL	N;ACC;MASC;SG
يوميات	dziennik	يَومِيّ	dziennik	ADJ;NOM;INDF;FEM;PL	N;NOM;MASC;SG
يوميات	pamiętniku	يَومِيّ	pamiętnik	ADJ;NOM;INDF;FEM;PL	N;GEN;MASC;SG
يوميات	pamiętnik	يَومِيّ	pamiętnik	ADJ;NOM;INDF;FEM;PL	N;ACC;MASC;SG
فرديناند	ferdinand	فرديناند	ferdinand		N;NOM;MASC;SG
تعليقات	uwagi	تَعلِيق	uwaga	N;NOM;INDF;PL	N;ACC;FEM;SG
تعليقات	komentarzy	تَعلِيق	komentarz	N;NOM;INDF;PL	N;GEN;MASC;PL
المهن	zawodów	مِهنَة	zawody	N;NOM;DEF;PL	N;GEN;NEUT;PL
المهن	kariera	مِهنَة	kariera	N;NOM;DEF;PL	N;NOM;FEM;SG
المهن	kariery	مِهنَة	kariera	N;NOM;DEF;PL	N;GEN;FEM;SG
المهن	zawodów	مِهنَة	zawody	N;NOM;DEF;PL	N;GEN;NEUT;PL
تلفاز	tv	تَلفَاز	TV	N;NOM;INDF;SG	
تلفاز	telewizji	تَلفَاز	telewizja	N;NOM;INDF;SG	N;DAT;FEM;SG
السلبي	biernego	سَلبِيّ	bierny	ADJ;NOM;DEF;MASC;SG	
قيود	ograniczenia	قَيد	ograniczenie	N;NOM;INDF;PL	N;NOM;NEUT;SG
قيود	ograniczeń	قَيد	ograniczenie	N;NOM;INDF;PL	N;GEN;NEUT;PL
قيود	ograniczenia	قَيد	ograniczenie	N;NOM;INDF;PL	N;NOM;NEUT;SG
قيود	ograniczenia	قَيد	ograniczenie	N;NOM;INDF;PL	N;NOM;NEUT;SG
جيب	jeep	جيب	jeep	N;NOM;INDF;SG	
جيب	jeepa	جيب	jeep	N;NOM;INDF;SG	
جيب	kieszeni	جيب	kieszeń	N;NOM;INDF;SG	N;GEN;FEM;SG
جيب	kieszenie	جيب	kieszeń	N;NOM;INDF;SG	N;NOM;FEM;PL
حقن	zastrzyki	حَقَّن	zastrzyk	N;NOM;INDF;SG	N;NOM;MASC;PL
حقن	wstrzykiwań	حَقَّن	wstrzykiwanie	N;NOM;INDF;SG	N;GEN;NEUT;PL
حقن	wstrzykiwań	حَقَّن	wstrzykiwanie	N;NOM;INDF;SG	N;GEN;NEUT;PL
ساوث	południe	سَاوث	południe		N;NOM;NEUT;SG
بالضبط	dokładnie	بَالضبط	dokładnie	N;NOM;DEF;SG	ADV
بالضبط	dokladnie	بَالضبط	dokladnie	N;NOM;DEF;SG	
البطالة	bezrobocia	بِطَالَة	bezrobocie	N;NOM;DEF;SG	N;GEN;NEUT;SG
تجهيز	przetwarzania	تَجهِيز	przetwarzać	N;NOM;INDF;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
تجهيز	obróbka	تَجهِيز	obróbka	N;NOM;INDF;SG	V;IPFV;IND;SG;PRS;FIN;ACT
الجلسة	sesję	جَلسَة	sesja	N;NOM;DEF;SG	N;ACC;FEM;SG
الجلسة	sesje	جَلسَة	sesja	N;NOM;DEF;SG	N;NOM;FEM;PL
الجلسة	sesji	جَلسَة	sesja	N;NOM;DEF;SG	N;GEN;FEM;SG
الجلسة	spotkania	جَلسَة	spotkanie	N;NOM;DEF;SG	N;NOM;NEUT;PL
الحريات	swobody	حُرِّيَّة	swoboda	N;NOM;DEF;PL	
الحريات	swobód	حُرِّيَّة	swobód	N;NOM;DEF;PL	N;GEN;FEM;PL
تغلب	beat	تَغَلَّب	beat	V;PFV;MASC;SG;3;ACT	
احداث	zdarzenia	حَدَث	zdarzenie	N;NOM;INDF;PL	N;NOM;NEUT;SG
احداث	historie	حَدَث	histora	N;NOM;INDF;PL	N;NOM;FEM;SG
احداث	opowieści	حَدَث	opowieść	N;NOM;INDF;PL	
احداث	zdarzenia	حَدَث	zdarzenie	N;NOM;INDF;PL	N;NOM;NEUT;SG
احداث	imprezy	حَدَث	impreza	N;NOM;INDF;PL	
احداث	wydarzeń	حَدَث	wydarzenie	N;NOM;INDF;PL	N;GEN;NEUT;PL
احداث	imprez	حَدَث	impreza	N;NOM;INDF;PL	
نمر	tygrys	نمر	tygrys		N;NOM;MASC;SG
نمر	tiger	نمر	tiger		
نمر	leopard	نمر	leopard		
الخريف	jesień	خَرِيف	jesień	N;NOM;DEF;SG	
الخريف	jesieni	خَرِيف	jesień	N;NOM;DEF;SG	
الخريف	jesień	خَرِيف	jesień	N;NOM;DEF;SG	
شمسية	parasol	شَمسِيّ	parasol	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
النجار	carpenter	نَجَّار	carpenter		
النهج	podejścia	نَهج	podejść	N;NOM;DEF;SG	N;GEN;NEUT;SG
النهج	podejść	نَهج	podejść	N;NOM;DEF;SG	V;PFV;NFIN;ACT
النهج	podejścia	نَهج	podejść	N;NOM;DEF;SG	N;GEN;NEUT;SG
جامايكا	jamajka	جامايكا	jamajka		N;NOM;FEM;SG
جامايكا	jamajski	جامايكا	jamajski		ADJ;NOM;MASC;SG
روضة	przedszkola	رَوضَة	przedszkole	N;NOM;INDF;SG	N;GEN;NEUT;SG
تدمر	zniszczyć	دَمَّر	zniszczyć		V;PFV;NFIN;ACT
الكثيرون	wielu	كَثِير	wiele	ADJ;NOM;DEF;MASC;PL	DET;ACC;MASC;PL
الكثيرون	wiele	كَثِير	wiele	ADJ;NOM;DEF;MASC;PL	DET;ACC;MASC;PL
التوجهات	tendencji	تَوَجُّه	tendencja	N;NOM;DEF;PL	N;GEN;FEM;SG
التوجهات	orientacji	تَوَجُّه	orientacja	N;NOM;DEF;PL	N;GEN;FEM;SG
تقاطع	skrzyżowaniu	تَقَاطُع	skrzyżowanie	N;NOM;INDF;SG	N;DAT;NEUT;SG
نشيد	pochwalić	نشيد	pochwalić	N;NOM;INDF;SG	V;PFV;NFIN;ACT
تاريخيا	historycznie	تَارِيخِيّ	historycznie	ADJ;ACC;INDF;MASC;SG	ADV
عنف	gwałtowne	عُنف	gwałtowny	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
عنف	przemoc	عُنف	przemoc	N;NOM;INDF;SG	
عنف	przemocy	عُنف	przemoc	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
عنف	brutalny	عُنف	brutalny	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
عنف	gwałtowny	عُنف	gwałtowny	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
عنف	przemoc	عُنف	przemoc	N;NOM;INDF;SG	
عنف	przemocy	عُنف	przemoc	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
المناظر	celownik	مُنَاظِر	celownik	N;NOM;DEF;PL	N;ACC;MASC;SG
المناظر	zabytków	مُنَاظِر	zabytek	N;NOM;DEF;PL	N;GEN;MASC;PL
شيد	szopy	شَاد	szopa	V;PFV;MASC;SG;3;PASS	V;IPFV;IND;SG;1;PRS;FIN;ACT
شيد	szopa	شَاد	szopa	V;PFV;MASC;SG;3;PASS	
شيد	szopie	شَاد	szopa	V;PFV;MASC;SG;3;PASS	N;DAT;FEM;SG
وين	wayne	وين	wayny		PROPN;NOM;MASC;SG
وين	łukasz	وين	łukasz		V;IPFV;IND;SG;2;PRS;FIN;ACT
وين	wen	وين	wen		
تدهور	degradacji	تَدَهوُر	degradacja	N;NOM;INDF;SG	N;DAT;FEM;SG
الصراعات	konfliktów	صِرَاع	konflikt	N;NOM;DEF;PL	N;GEN;MASC;PL
الصراعات	konflikt	صِرَاع	konflikt	N;NOM;DEF;PL	N;NOM;MASC;SG
الصراعات	konfliktu	صِرَاع	konflikt	N;NOM;DEF;PL	N;GEN;MASC;SG
الصراعات	konflikt	صِرَاع	konflikt	N;NOM;DEF;PL	N;NOM;MASC;SG
بيانو	pianinie	بيانو	pianino		N;ACC;NEUT;SG
بيانو	fortepian	بيانو	fortepianin		N;NOM;MASC;SG
بيانو	pianino	بيانو	pianino		N;NOM;NEUT;SG
مسافات	przestrzenie	مَسَاف	przestrzenie	N;NOM;INDF;PL	N;NOM;NEUT;SG
مسافات	odległości	مَسَاف	odległość	N;NOM;INDF;PL	N;GEN;FEM;SG
اخذ	zrobione	أَخذ	zrobić	V;PFV;MASC;SG;3;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
اخذ	podjęte	أَخذ	podjąć	V;PFV;MASC;SG;3;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
اخذ	wzięcie	أَخذ	wziąć	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;SG
اخذ	branie	أَخذ	bran	V;PFV;MASC;SG;3;ACT	
اخذ	biorąc	أَخذ	brać	V;PFV;MASC;SG;3;ACT	V;IPFV;PRS;V.CVB;ACT
اخذ	przyjmowanie	أَخذ	przyjmować	V;PFV;MASC;SG;3;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
اخذ	weź	أَخذ	wziąć	V;PFV;MASC;SG;3;ACT	V;PFV;IMP;SG;2;FIN;ACT
اخذ	brać	أَخذ	brać	V;PFV;MASC;SG;3;ACT	V;IPFV;NFIN;ACT
اخذ	bierz	أَخذ	brać	V;PFV;MASC;SG;3;ACT	V;IPFV;IMP;SG;2;FIN;ACT
سامة	toksyczne	سامة	toksyczny	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
سامة	toksyczny	سامة	toksyczny	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
سامة	trujące	سامة	truć	N;NOM;INDF;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
سامة	trujący	سامة	truć	N;NOM;INDF;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
الفترات	okresów	فَترَة	okres	N;NOM;DEF;PL	N;GEN;MASC;PL
واقعية	realistycznie	وَاقِعِيَّة	realistycznie	ADJ;NOM;INDF;FEM;SG	ADV
واقعية	realizm	وَاقِعِيَّة	realizm	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
