din	vom	din	vom	ADP;ACC	
cadrul	rahmenprogramm	cadru	rahmenprogramm	N;DEF;MASC;SG	ADJ
cadrul	rahmen	cadru	rahmen	N;DEF;MASC;SG	V;NFIN
cadrul	rahmenbedingungen	cadru	rahmenbedingung	N;DEF;MASC;SG	V;PL
cadrul	rahmens	cadru	rahmens	N;DEF;MASC;SG	N;NOM;PL
cadrul	framework	cadru	framework	N;DEF;MASC;SG	PROPN
general	allgemeine	general	allgemein	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
peste	vorbei	peste	vorbei	ADP;ACC	ADV
peste	meeresfrüchte	peste	meeresfrücht	ADP;ACC	
peste	fischen	peste	fischen	ADP;ACC	V;NFIN
peste	fisch	peste	fisch	ADP;ACC	
peste	fische	peste	fischen	ADP;ACC	
romana	rumänischen	romană	rumänisch	N;DEF;FEM;SG	ADJ
romana	rumänische	romană	rumänisch	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
romana	rumänischer	romană	rumänisch	N;DEF;FEM;SG	ADJ
romana	rumänisch	romană	rumänisch	N;DEF;FEM;SG	ADJ
romana	römischen	romană	römisch	N;DEF;FEM;SG	ADJ;NOM;PL
romana	römer	romană	rom	N;DEF;FEM;SG	
romana	roman	romană	roman	N;DEF;FEM;SG	N;NOM;MASC;SG
romana	römische	romană	römisch	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
romana	romana	romană	romana	N;DEF;FEM;SG	PROPN;NOM;SG
inceput	begonnen	incepe	beginnen	ADJ;INDF;MASC;SG	V;V.PTCP
inceput	angefangen	incepe	anfangen	ADJ;INDF;MASC;SG	V;V.PTCP
inceput	begann	incepe	beginnen	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
inceput	gestartet	incepe	starten	ADJ;INDF;MASC;SG	V;V.PTCP
inceput	anfang	incepe	anfang	ADJ;INDF;MASC;SG	N;ACC;MASC;SG
inceput	beginn	incepe	beginnen	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
iii	ill	trei	ill	NUM;SG	
iii	iii	trei	iii	NUM;SG	PROPN
duce	herzog	duce	herziehen	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG
duce	großherzog	duce	großherzig	V;IND;SG;3;PRS;FIN	PROPN;SG
duce	duke	duce	duke	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG
duce	duce	duce	duce	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG
roman	rumänischen	roman	rumänisch	N;INDF;MASC;SG	ADJ
roman	rumänische	roman	rumänisch	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
roman	rumänischer	roman	rumänisch	N;INDF;MASC;SG	ADJ
roman	rumänisch	roman	rumänisch	N;INDF;MASC;SG	ADJ
roman	römischen	roman	römisch	N;INDF;MASC;SG	ADJ;NOM;PL
roman	römer	roman	rom	N;INDF;MASC;SG	
roman	römische	roman	römisch	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
roman	novelle	roman	novell	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
provincia	bundesland	provincie	bundesland	N;DEF;FEM;SG	
provincia	provinz	provincie	provinz	N;DEF;FEM;SG	
existand	vorhandenen	existand	vorhanden		ADJ;PL
existand	bestehenden	existand	bestehend		ADJ
existand	vorhandene	existand	vorhanden		ADJ;NOM;FEM;PL
existand	bestehende	existand	bestehend		ADJ;NOM;FEM;PL
vedere	aussicht	vedere	aussechen	N;INDF;FEM;SG	PROPN
vedere	anzeigen	vedere	anzeigen	N;INDF;FEM;SG	V;NFIN
vedere	blick	vedere	blick	N;INDF;FEM;SG	ADV
wikipedia	wikipedia	wikipedia	wikipedia	N;DEF;FEM;SG	
specie	tierarten	specie	tierarten	N;INDF;FEM;SG	V;NFIN
specie	arten	specie	arten	N;INDF;FEM;SG	N;PL
specie	tierart	specie	tierart	N;INDF;FEM;SG	ADJ
specie	spezies	specie	spezies	N;INDF;FEM;SG	
specie	gattung	specie	gattung	N;INDF;FEM;SG	ADJ
punct	punkt	punct	punken	N;INDF;MASC;SG	
punct	dot	punct	dot	N;INDF;MASC;SG	
punct	punkt	punct	punken	N;INDF;MASC;SG	
punct	point	punct	poinen	N;INDF;MASC;SG	
stat	bundesland	stat	bundesland	N;INDF;MASC;SG	
stat	zustand	stat	zustand	N;INDF;MASC;SG	
stat	mitgliedstaat	stat	mitgliedstaat	N;INDF;MASC;SG	ADJ
stat	bundesstaat	stat	bundesstaat	N;INDF;MASC;SG	ADJ
unite	united	unit	united	ADJ;INDF;FEM;PL	
unite	vereinigtes	unit	vereinigt	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
moldova	moldau	moldova	moldau	PROPN	
moldova	moldawien	moldova	moldawien	PROPN	PROPN
file	tabs	filă	tabs	N;INDF;FEM;PL	
file	karteikarte	filă	karteikart	N;INDF;FEM;PL	ADJ;NOM;FEM;PL
atunci	anschließend	atunci	anschließend	ADV	ADJ
aceste	diesen	acest	dies	DET;FEM;PL;3	PRO;ACC;MASC;SG
aceste	diese	acest	dies	DET;FEM;PL;3	PRO;NOM;FEM;SG
secolul	jahrhundert	secol	jahrhundert	N;DEF;MASC;SG	ADJ
secolul	century	secol	century	N;DEF;MASC;SG	PROPN
secolul	jahrhunderts	secol	jahrhundert	N;DEF;MASC;SG	ADV
una	einen	unul	ein	PRO;FEM;SG;3	PRO;ACC;INDF;MASC;SG
una	eins	unul	ein	PRO;FEM;SG;3	
una	einer	unul	ein	PRO;FEM;SG;3	PRO;NOM;INDF;MASC;SG
una	eine	unul	ein	PRO;FEM;SG;3	DET;NOM;INDF;FEM;SG
una	ein	unul	ein	PRO;FEM;SG;3	ADV
aceasta	dieser	acesta	dies	PRO;FEM;SG;3	PRO;NOM;MASC;SG
aceasta	diese	acesta	dies	PRO;FEM;SG;3	PRO;NOM;FEM;SG
aceasta	das	acesta	der	PRO;FEM;SG;3	PRO;NOM;NEUT;SG
life	leben	life	leben		V;NFIN
life	life	life	life		PROPN
life	lebens	life	lebens		N;NOM;PL
resedinta	wohnsitz	resedinta	wohnsitz	N;DEF;FEM;SG	ADJ
resedinta	residenz	resedinta	residenz	N;DEF;FEM;SG	
resedinta	residence	resedinta	residence	N;DEF;FEM;SG	
resedinta	wohnort	resedinta	wohnoren	N;DEF;FEM;SG	ADJ
resedinta	aufenthalt	resedinta	aufenthalt	N;DEF;FEM;SG	ADJ
resedinta	wohnsitz	resedinta	wohnsitz	N;DEF;FEM;SG	ADJ
resedinta	residenz	resedinta	residenz	N;DEF;FEM;SG	
resedinta	residence	resedinta	residence	N;DEF;FEM;SG	
resedinta	wohnort	resedinta	wohnoren	N;DEF;FEM;SG	ADJ
resedinta	aufenthalt	resedinta	aufenthalt	N;DEF;FEM;SG	ADJ
resedinta	wohnsitz	resedinta	wohnsitz	N;DEF;FEM;SG	ADJ
resedinta	residenz	resedinta	residenz	N;DEF;FEM;SG	
resedinta	residence	resedinta	residence	N;DEF;FEM;SG	
resedinta	wohnort	resedinta	wohnoren	N;DEF;FEM;SG	ADJ
resedinta	aufenthalt	resedinta	aufenthalt	N;DEF;FEM;SG	ADJ
orasul	stadt	oras	staden	N;DEF;MASC;SG	
orasul	stadt	oras	staden	N;DEF;MASC;SG	
orasul	ortschaft	oras	ortschaft	N;DEF;MASC;SG	ADJ
orasul	stadt	oras	staden	N;DEF;MASC;SG	
tot	alle	tot	alle	PRO;MASC;SG;3	PRO;NOM;INDF;PL
tot	alles	tot	alle	PRO;MASC;SG;3	PRO;NOM;INDF;NEUT;SG
tot	all	tot	all	PRO;MASC;SG;3	ADV
tot	noch	tot	noch	PRO;MASC;SG;3	ADV
tot	still	tot	still	PRO;MASC;SG;3	ADJ
tot	trotzdem	tot	trotzdem	PRO;MASC;SG;3	ADV
facut	hergestellt	face	herstellen	ADJ;INDF;MASC;SG	V;V.PTCP
facut	machte	face	machen	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
facut	gemacht	face	machen	ADJ;INDF;MASC;SG	V;V.PTCP
facut	made	face	made	ADJ;INDF;MASC;SG	PROPN;SG
facut	geschafft	face	schaffen	ADJ;INDF;MASC;SG	V;V.PTCP
film	spielfilm	film	spielfilm	N;INDF;MASC;SG	PROPN
film	kinofilm	film	kinofilm	N;INDF;MASC;SG	PROPN
film	film	film	falmen	N;INDF;MASC;SG	
film	spielfilm	film	spielfilm	N;INDF;MASC;SG	PROPN
film	kinofilm	film	kinofilm	N;INDF;MASC;SG	PROPN
film	film	film	falmen	N;INDF;MASC;SG	
vorbitori	lautsprecher	vorbitor	lautsprecher	N;INDF;MASC;PL	ADJ
vorbitori	redner	vorbitor	redn	N;INDF;MASC;PL	ADJ
vorbitori	referenten	vorbitor	referent	N;INDF;MASC;PL	V;PL;FIN
date	zeitpunkte	dată	zeitpunkt	N;INDF;FEM;PL	ADJ
date	datum	dată	datum	N;INDF;FEM;PL	
date	termine	dată	termin	N;INDF;FEM;PL	
date	angaben	dată	angeben	N;INDF;FEM;PL	V;NFIN
date	datenschutz	dată	datenschutz	N;INDF;FEM;PL	ADJ
trebuie	muss	trebui	müssen	V;IND;3;PRS;FIN	V;IND;SG;3;PRS;FIN
trebuie	muß	trebui	müssen	V;IND;3;PRS;FIN	V;IND;SG;3;PRS;FIN
trebuie	mussen	trebui	mussen	V;IND;3;PRS;FIN	
trebuie	müssen	trebui	müssen	V;IND;3;PRS;FIN	V;IND;PL;3;PRS;FIN
trebuie	must	trebui	müssen	V;IND;3;PRS;FIN	PROPN
cunoscuta	bekannte	cunoscuta	bekannt	ADJ;DEF;FEM;SG	ADJ;NOM;PL
cunoscuta	bekannten	cunoscuta	bekannt	ADJ;DEF;FEM;SG	ADJ;PL
mari	big	mare	bigen	ADJ;INDF;PL	
mari	großes	mare	groß	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
mari	mari	mare	mari	ADJ;INDF;PL	PROPN;NOM;SG
mari	meere	mare	meer	ADJ;INDF;PL	
zile	tagen	zi	tagen	N;INDF;FEM;PL	ADJ
fata	front	fată	fronen	N;DEF;FEM;SG	PROPN
fata	vorderseite	fată	vorderseite	N;DEF;FEM;SG	
fata	vorne	fată	vorne	N;DEF;FEM;SG	ADV
fata	vorn	fată	vorn	N;DEF;FEM;SG	ADV
fata	vor	fată	vor	N;DEF;FEM;SG	ADP
fata	gesicht	fată	sechen	N;DEF;FEM;SG	V;V.PTCP
fata	angesicht	fată	ansechen	N;DEF;FEM;SG	
fata	streb	fată	streben	N;DEF;FEM;SG	
fata	gesichts	fată	gesichts	N;DEF;FEM;SG	N;NOM;NEUT;SG
fata	face	fată	face	N;DEF;FEM;SG	PROPN
fata	gesicht	fată	sechen	N;DEF;FEM;SG	V;V.PTCP
fata	angesicht	fată	ansechen	N;DEF;FEM;SG	
fata	streb	fată	streben	N;DEF;FEM;SG	
fata	gesichts	fată	gesichts	N;DEF;FEM;SG	N;NOM;NEUT;SG
fata	face	fată	face	N;DEF;FEM;SG	PROPN
fata	mädchen	fată	mädchen	N;DEF;FEM;SG	N;NOM;FEM;PL
fata	girl	fată	gerlen	N;DEF;FEM;SG	
fata	gesicht	fată	sechen	N;DEF;FEM;SG	V;V.PTCP
fata	angesicht	fată	ansechen	N;DEF;FEM;SG	
fata	streb	fată	streben	N;DEF;FEM;SG	
fata	gesichts	fată	gesichts	N;DEF;FEM;SG	N;NOM;NEUT;SG
fata	face	fată	face	N;DEF;FEM;SG	PROPN
fata	mädchen	fată	mädchen	N;DEF;FEM;SG	N;NOM;FEM;PL
fata	girl	fată	gerlen	N;DEF;FEM;SG	
fata	gesicht	fată	sechen	N;DEF;FEM;SG	V;V.PTCP
fata	angesicht	fată	ansechen	N;DEF;FEM;SG	
fata	streb	fată	streben	N;DEF;FEM;SG	
fata	gesichts	fată	gesichts	N;DEF;FEM;SG	N;NOM;NEUT;SG
fata	face	fată	face	N;DEF;FEM;SG	PROPN
fata	gesicht	fată	sechen	N;DEF;FEM;SG	V;V.PTCP
fata	angesicht	fată	ansechen	N;DEF;FEM;SG	
fata	streb	fată	streben	N;DEF;FEM;SG	
fata	gesichts	fată	gesichts	N;DEF;FEM;SG	N;NOM;NEUT;SG
fata	face	fată	face	N;DEF;FEM;SG	PROPN
club	verein	club	verein	N;INDF;MASC;SG	
componente	bestandteile	componentă	bestandteile	N;INDF;FEM;PL	
componente	komponenten	componentă	komponent	N;INDF;FEM;PL	V;FIN
componente	einzelteile	componentă	einzelteil	N;INDF;FEM;PL	ADJ
componente	bauteile	componentă	bauteil	N;INDF;FEM;PL	
ulterior	anschließend	ulterior	anschließend	ADV	ADJ
est	östlich	est	östlich	N;INDF;MASC;SG	ADJ
est	ostseite	est	ostseite	N;INDF;MASC;SG	ADJ
est	osten	est	osten	N;INDF;MASC;SG	ADV
est	est	est	est	N;INDF;MASC;SG	
nou	neue	nou	neu	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
ales	auserwählt	ales	auserwählen	ADV	V;V.PTCP
ales	ausgewählt	ales	auswählen	ADV	V;V.PTCP
ales	erwählt	ales	erwählen	ADV	V;V.PTCP
ales	gewählt	ales	wählen	ADV	V;V.PTCP
ales	ausgesucht	ales	aussuchen	ADV	V;V.PTCP
numai	einzige	numai	einzig	ADV	ADJ;NOM;FEM;PL
numai	einzig	numai	einzig	ADV	ADJ
numai	einzigen	numai	einzig	ADV	ADJ;NOM;PL
ioan	johannes	ioan	johannes	PROPN	PROPN;NOM;MASC;SG
ioan	johann	ioan	johann	PROPN	PROPN;NOM;MASC;SG
ioan	john	ioan	john	PROPN	PROPN;NOM;MASC;SG
ioan	ioan	ioan	ioan	PROPN	PROPN;NOM;SG
ion	ion	ion	ion	N;INDF;MASC;SG	
ion	ionen	ion	ion	N;INDF;MASC;SG	
rusa	russisch	rusa	russisch	N;DEF;FEM;SG	ADJ
rusa	russischen	rusa	russisch	N;DEF;FEM;SG	ADJ;NOM;MASC;PL
rusa	russen	rusa	russen	N;DEF;FEM;SG	
rusa	russisch	rusa	russisch	N;DEF;FEM;SG	ADJ
rusa	russischen	rusa	russisch	N;DEF;FEM;SG	ADJ;NOM;MASC;PL
rusa	russen	rusa	russen	N;DEF;FEM;SG	
isbn	issn	isbn	issn		
isbn	isbn	isbn	isbn		;SG
populatia	bevölkerung	populatie	bevölkerung	N;DEF;FEM;SG	ADJ
populatia	bevölkerungszahl	populatie	bevölkerungszahl	N;DEF;FEM;SG	ADJ
populatia	grundgesamtheit	populatie	grundgesamtheit	N;DEF;FEM;SG	ADJ;NOM;SG
populatia	einwohner	populatie	einwohner	N;DEF;FEM;SG	N;NOM;MASC;PL
populatia	einwohnerzahl	populatie	einwohnerzahl	N;DEF;FEM;SG	ADJ
populatia	bevölkerung	populatie	bevölkerung	N;DEF;FEM;SG	ADJ
populatia	bevölkerungszahl	populatie	bevölkerungszahl	N;DEF;FEM;SG	ADJ
populatia	grundgesamtheit	populatie	grundgesamtheit	N;DEF;FEM;SG	ADJ;NOM;SG
populatia	einwohner	populatie	einwohner	N;DEF;FEM;SG	N;NOM;MASC;PL
populatia	einwohnerzahl	populatie	einwohnerzahl	N;DEF;FEM;SG	ADJ
doi	zweit	doi	zweit	NUM;MASC;PL	
doi	beiden	doi	beide	NUM;MASC;PL	PRO;NOM;INDF;PL
doi	two	doi	two	NUM;MASC;PL	PROPN;SG
acelasi	gleiche	acelasi	gleich	DET;MASC;SG;3	ADJ;NOM;FEM;PL
acelasi	gleich	acelasi	gleich	DET;MASC;SG;3	ADV
acelasi	gleichen	acelasi	gleich	DET;MASC;SG;3	ADJ;NOM;MASC;PL
acelasi	selbe	acelasi	selb	DET;MASC;SG;3	
acelasi	dasselbe	acelasi	dasselbe	DET;MASC;SG;3	ADV
membru	mitglieds	membru	mitglieds	N;INDF;MASC;SG	
membru	mitglied	membru	mitglied	N;INDF;MASC;SG	ADJ
membru	mitglieder	membru	mitglied	N;INDF;MASC;SG	N;NOM;NEUT;PL
membru	mitgliedstaat	membru	mitgliedstaat	N;INDF;MASC;SG	ADJ
membru	mitgliedstaaten	membru	mitgliedstaat	N;INDF;MASC;SG	V;IND;PL;3;FIN
numit	genannt	numit	nennen	ADJ;INDF;MASC;SG	V;V.PTCP
numit	namens	numit	namens	ADJ;INDF;MASC;SG	ADV
numit	benannte	numit	benennen	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
numit	benannt	numit	benennen	ADJ;INDF;MASC;SG	V;V.PTCP
numit	aufgerufen	numit	aufrufen	ADJ;INDF;MASC;SG	V;V.PTCP
numit	angerufen	numit	anrufen	ADJ;INDF;MASC;SG	V;V.PTCP
numit	rief	numit	rufen	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
numit	genannt	numit	nennen	ADJ;INDF;MASC;SG	V;V.PTCP
numit	gerufen	numit	rufen	ADJ;INDF;MASC;SG	V;V.PTCP
descrisa	beschrieb	descrisa	beschreiben	ADJ;DEF;FEM;SG	V;IND;SG;3;PST;FIN
descrisa	beschreibt	descrisa	beschreiben	ADJ;DEF;FEM;SG	V;IND;SG;3;PRS;FIN
descrisa	beschrieben	descrisa	beschreiben	ADJ;DEF;FEM;SG	V;V.PTCP
oficial	offizielle	oficial	offiziell	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
nici	weder	nici	weder	ADV	CONJ
nici	nor	nici	nor	ADV	
impotriva	gegen	impotriva	gegen	N;DEF;FEM;SG	ADP
impotriva	dagegen	impotriva	dagegen	N;DEF;FEM;SG	ADV
impotriva	gegen	impotriva	gegen	N;DEF;FEM;SG	ADP
impotriva	dagegen	impotriva	dagegen	N;DEF;FEM;SG	ADV
impotriva	gegen	impotriva	gegen	N;DEF;FEM;SG	ADP
impotriva	dagegen	impotriva	dagegen	N;DEF;FEM;SG	ADV
desi	zwar	desi	zwar		ADV
desi	obgleich	desi	obgleich		ADV
desi	obwohl	desi	obwohl		CONJ
desi	obwohl	desi	obwohl		CONJ
desi	allerdings	desi	allerdings		ADV
desi	zwar	desi	zwar		ADV
desi	obgleich	desi	obgleich		ADV
desi	obwohl	desi	obwohl		CONJ
desi	obwohl	desi	obwohl		CONJ
desi	allerdings	desi	allerdings		ADV
desi	zwar	desi	zwar		ADV
desi	obgleich	desi	obgleich		ADV
desi	obwohl	desi	obwohl		CONJ
desi	obwohl	desi	obwohl		CONJ
desi	allerdings	desi	allerdings		ADV
saint	heiligen	saint	heilig	N;INDF;MASC;SG	ADJ
saint	heiliger	saint	heilig	N;INDF;MASC;SG	ADJ
saint	saint	saint	sainen	N;INDF;MASC;SG	PROPN;NOM;SG
saint	st	saint	st	N;INDF;MASC;SG	;SG
impreuna	zusammen	impreuna	zusammen		ADV
impreuna	gemeinsam	impreuna	gemeinsam		ADJ
impreuna	zusammen	impreuna	zusammen		ADV
impreuna	gemeinsam	impreuna	gemeinsam		ADJ
impreuna	zusammen	impreuna	zusammen		ADV
impreuna	gemeinsam	impreuna	gemeinsam		ADJ
specia	tierarten	specie	tierarten	N;DEF;FEM;SG	V;NFIN
specia	arten	specie	arten	N;DEF;FEM;SG	N;PL
specia	tierart	specie	tierart	N;DEF;FEM;SG	ADJ
specia	spezies	specie	spezies	N;DEF;FEM;SG	
specia	gattung	specie	gattung	N;DEF;FEM;SG	ADJ
vest	west	vest	west	N;INDF;MASC;SG	
vest	westen	vest	westen	N;INDF;MASC;SG	ADV
vest	westliche	vest	westlich	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
vest	western	vest	western	N;INDF;MASC;SG	PROPN;NOM;SG
vest	westlich	vest	westlich	N;INDF;MASC;SG	ADJ
vest	westen	vest	westen	N;INDF;MASC;SG	ADV
vest	westlichen	vest	westlich	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
vest	westliche	vest	westlich	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
italia	italien	italia	italien	PROPN	PROPN;NOM;NEUT;SG
italia	italia	italia	italia	PROPN	PROPN;SG
italia	italien	italia	italien	PROPN	PROPN;NOM;NEUT;SG
putin	kleiner	putin	klein		ADJ
putin	kleine	putin	klein		ADJ;NOM;FEM;PL
putin	wenig	putin	wenig		ADV
putin	little	putin	little		PROPN
putin	klein	putin	klein		ADJ
putin	putins	putin	putins		PROPN;NOM;MASC;SG
excentricitate	exzentrizität	excentricitate	exzentrizität	N;INDF;FEM;SG	ADJ
inca	noch	inca	noch		ADV
inca	still	inca	still		ADJ
inca	trotzdem	inca	trotzdem		ADV
inca	noch	inca	noch		ADV
inca	still	inca	still		ADJ
inca	trotzdem	inca	trotzdem		ADV
descoperit	entdeckte	descoperit	entdecken	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
descoperit	gefunden	descoperit	finden	ADJ;INDF;MASC;SG	V;V.PTCP
descoperit	herausgefunden	descoperit	herausfinden	ADJ;INDF;MASC;SG	V;V.PTCP
descoperit	entdeckt	descoperit	entdecken	ADJ;INDF;MASC;SG	V;V.PTCP
descoperit	aufgedeckt	descoperit	aufdecken	ADJ;INDF;MASC;SG	V;V.PTCP
inainte	vorwärts	inainte	vorwärts		ADV
inainte	forward	inainte	forward		PROPN
inainte	weiterleiten	inainte	weiterleiten		V;NFIN
inainte	zuvor	inainte	zuvor		ADV
inainte	davor	inainte	davor		ADV
inainte	vorher	inainte	vorher		ADV
inainte	vor	inainte	vor		ADP
inainte	bevor	inainte	bevor		CONJ
inainte	vorwärts	inainte	vorwärts		ADV
inainte	forward	inainte	forward		PROPN
inainte	weiterleiten	inainte	weiterleiten		V;NFIN
inainte	zuvor	inainte	zuvor		ADV
inainte	davor	inainte	davor		ADV
inainte	vorher	inainte	vorher		ADV
inainte	vor	inainte	vor		ADP
inainte	bevor	inainte	bevor		CONJ
lemn	holzindustrie	lemn	holzindustrie	N;INDF;MASC;SG	
lemn	holzbearbeitung	lemn	holzbearbeitung	N;INDF;MASC;SG	ADJ
noi	neuer	eu	neu	PRO;PL;1	ADJ
noi	neue	eu	neu	PRO;PL;1	ADJ;NOM;FEM;PL
noi	neu	eu	neu	PRO;PL;1	ADJ
noi	neuen	eu	neu	PRO;PL;1	ADJ;ACC;MASC;SG
noi	neues	eu	neu	PRO;PL;1	ADJ;NOM;NEUT;SG
nicolae	nikolaus	nicolae	nikolaus	PROPN	PROPN;NOM;MASC;SG
nicolae	nikolai	nicolae	nikolai	PROPN	PROPN;NOM;MASC;SG
nicolae	nicholas	nicolae	nicholas	PROPN	PROPN;NOM;SG
nicolae	nicolae	nicolae	nicolae	PROPN	PROPN;NOM;MASC;SG
nicolae	nicolai	nicolae	nicolai	PROPN	PROPN;NOM;MASC;SG
nationala	nationaler	national	national	N;DEF;FEM;SG	ADJ
nationala	nationale	national	national	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
nationala	nationalen	national	national	N;DEF;FEM;SG	ADJ;NOM
nationala	national	national	national	N;DEF;FEM;SG	ADJ
nationala	nationaler	national	national	N;DEF;FEM;SG	ADJ
nationala	nationale	national	national	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
nationala	nationalen	national	national	N;DEF;FEM;SG	ADJ;NOM
nationala	national	national	national	N;DEF;FEM;SG	ADJ
subspecii	unterart	subspeciu	unterart	N;DEF;FEM;PL	ADJ
subspecii	unterarten	subspeciu	unterart	N;DEF;FEM;PL	ADJ
statele	staaten	stat	staaten	N;DEF;FEM;PL	V;FIN
drept	gerade	drept	gerade		ADV
drept	straight	drept	straight		ADJ
drept	hetero	drept	hetero		ADJ
drept	direkt	drept	direkt		ADJ
drept	geradeaus	drept	geradeaus		ADJ
mod	modus	mod	modus	N;INDF;MASC;SG	
mod	mode	mod	mode	N;INDF;MASC;SG	
mod	mod	mod	mod	N;INDF;MASC;SG	
american	amerikanische	american	amerikanisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
american	amerikanischen	american	amerikanisch	ADJ;INDF;MASC;SG	ADJ;NOM;PL
fiecare	jedes	fiecare	jed	PRO;SG;3	PRO;NOM;INDF;NEUT;SG
fiecare	jeder	fiecare	jed	PRO;SG;3	PRO;NOM;INDF;MASC;SG
fiecare	jeden	fiecare	jed	PRO;SG;3	PRO;ACC;INDF;MASC;SG
fiecare	jede	fiecare	jed	PRO;SG;3	PRO;NOM;INDF;FEM;SG
fiecare	jedes	fiecare	jed	PRO;SG;3	PRO;NOM;INDF;NEUT;SG
fiecare	jeder	fiecare	jed	PRO;SG;3	PRO;NOM;INDF;MASC;SG
fiecare	jedem	fiecare	jed	PRO;SG;3	PRO;DAT;INDF;MASC;SG
fiecare	jeden	fiecare	jed	PRO;SG;3	PRO;ACC;INDF;MASC;SG
fiecare	jede	fiecare	jed	PRO;SG;3	PRO;NOM;INDF;FEM;SG
prezent	vorliegenden	prezent	vorliegend	N;INDF;MASC;SG	V;NFIN
prezent	anwesend	prezent	anwesend	N;INDF;MASC;SG	ADJ
prezent	gegenwart	prezent	gegenwart	N;INDF;MASC;SG	
prezent	vorhanden	prezent	vorhanden	N;INDF;MASC;SG	ADJ
prezent	präsentieren	prezent	präsentieren	N;INDF;MASC;SG	V;NFIN
prezent	geschenk	prezent	geschenk	N;INDF;MASC;SG	ADJ
casa	haus	casă	haus	N;DEF;FEM;SG	N;NOM;NEUT;SG
casa	haus	casă	haus	N;DEF;FEM;SG	N;NOM;NEUT;SG
casa	startseite	casă	startseite	N;DEF;FEM;SG	ADJ
casa	zuhause	casă	zuhause	N;DEF;FEM;SG	
casa	haus	casă	haus	N;DEF;FEM;SG	N;NOM;NEUT;SG
acestea	diesen	acesta	dies	PRO;FEM;PL;3	PRO;ACC;MASC;SG
acestea	diese	acesta	dies	PRO;FEM;PL;3	PRO;NOM;FEM;SG
categorie	kategorien	categorie	kategorien	N;INDF;FEM;SG	N;NOM;FEM;PL
categorie	kategorie	categorie	kategorie	N;INDF;FEM;SG	N;NOM;FEM;SG
text	text	text	Text	N;INDF;MASC;SG	
text	texte	text	texen	N;INDF;MASC;SG	ADV
cluj	cluj	cluj	cluj	PROPN	PROPN
bine	guten	bine	gut	ADV	ADJ;SG
bine	gute	bine	gut	ADV	ADJ;NOM;SG
bine	guter	bine	gut	ADV	ADJ;NOM;MASC
bine	gutes	bine	gut	ADV	ADJ;NOM;NEUT;SG
bine	gut	bine	gut	ADV	ADJ
bine	ok	bine	ok	ADV	ADJ
http	http	http	http	N	
site	website	sită	websit	N;INDF;FEM;PL	N;SG
site	aufstellungsort	sită	aufstellungsort	N;INDF;FEM;PL	ADJ
site	webseite	sită	webseite	N;INDF;FEM;PL	
site	standort	sită	standoren	N;INDF;FEM;PL	ADV
articole	beiträge	articol	beitragen	N;INDF;FEM;PL	ADJ
articole	artikel	articol	artikel	N;INDF;FEM;PL	ADJ
articole	artikeln	articol	artikeln	N;INDF;FEM;PL	ADJ
articole	artikel	articol	artikel	N;INDF;FEM;PL	ADJ
articole	positionen	articol	position	N;INDF;FEM;PL	V;NFIN
alexandru	alexandru	alexandru	alexandru	PROPN	PROPN;SG
alexandru	alexandre	alexandru	alexandre	PROPN	PROPN;NOM;MASC;SG
alexandru	alexander	alexandru	alexander	PROPN	PROPN;NOM;MASC;SG
unele	einige	unul	einige	PRO;FEM;PL;3	PRO;NOM;INDF;PL
unele	manche	unul	manch	PRO;FEM;PL;3	PRO;NOM;INDF;PL
unele	einigen	unul	einige	PRO;FEM;PL;3	PRO;ACC;INDF;PL
milioane	millionen	milion	million	NUM;INDF;FEM;PL	N;NOM;FEM;PL
milioane	mio	milion	mio	NUM;INDF;FEM;PL	;SG
milioane	millionen	milion	million	NUM;INDF;FEM;PL	N;NOM;FEM;PL
milioane	mio	milion	mio	NUM;INDF;FEM;PL	;SG
apa	wasser	apă	wasser	N;DEF;FEM;SG	N;NOM;NEUT;SG
