aires	айресе	aires	айрес	PROPN	N;INAN;NOM;MASC;SG
acoperire	прикрытие	acoperire	прикрытие	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
acoperire	обложка	acoperire	обложка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
acoperire	обложку	acoperire	обложка	N;INDF;FEM;SG	N;INAN;ACC;FEM;SG
acoperire	покрытия	acoperire	покрытие	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
acoperire	охват	acoperire	охват	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
acoperire	охвата	acoperire	охват	N;INDF;FEM;SG	N;INAN;GEN;MASC;SG
fontsize	fontsize	fontsiză	fontsize		PROPN
wells	скважины	wells	скважина	PROPN	N;INAN;NOM;FEM;PL
wells	уэллс	wells	уэллс	PROPN	N;ANIM;NOM;MASC;SG
pasare	птичка	pasar	птичка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
pasare	бёрд	pasar	бёрд	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
pasare	птицы	pasar	птица	N;INDF;FEM;SG	N;ANIM;NOM;FEM;PL
pasare	птица	pasar	птица	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
pasare	птичка	pasar	птичка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
pasare	бёрд	pasar	бёрд	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
pasare	птицы	pasar	птица	N;INDF;FEM;SG	N;ANIM;NOM;FEM;PL
pasare	птица	pasar	птица	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
dedesubt	ниже	dedesubt	низкий		ADJ;CMPR
atei	атеистов	atel	атеист	N;DEF;MASC;PL	N;ANIM;GEN;MASC;PL
fundul	зад	fund	зад	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
fundul	задницу	fund	задница	N;DEF;MASC;SG	N;INAN;ACC;FEM;SG
fundul	попа	fund	попа	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
stadiul	ступень	stadiu	ступень	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
stadiul	этап	stadiu	этап	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
stadiul	стадия	stadiu	стадия	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
stadiul	этапе	stadiu	этап	N;DEF;MASC;SG	N;INAN;ESS;MASC;SG
detaliate	подробно	detalia	подробно	ADJ;INDF;FEM;PL	ADV
detaliate	подробный	detalia	подробный	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
detaliate	подробное	detalia	подробный	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
derivate	производная	derivat	производная	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
liban	ливан	liban	ливан	PROPN	N;INAN;NOM;MASC;SG
liban	ливана	liban	ливан	PROPN	N;INAN;GEN;MASC;SG
liban	ливане	liban	ливан	PROPN	N;INAN;DAT;MASC;SG
gov	gov	gov	gov	N;INDF;MASC;SG	PROPN
béla	бела	bcla	белый	PROPN	N;INAN;NOM;FEM;SG
aparand	появляется	aparand	появляться		V;IPFV;IND;SG;3;PRS;FIN;MID
aparand	появляются	aparand	появляться		V;IPFV;IND;PL;3;PRS;FIN;MID
emma	эмма	emma	эмма	PROPN	N;ANIM;NOM;FEM;SG
persana	персидского	persană	персидский	N;DEF;FEM;SG	ADJ;GEN;MASC;SG
doyle	дойл	doylu	дойти	PROPN	N;ANIM;NOM;MASC;SG
efectuarea	изготовление	efectuare	изготовление	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
organe	орган	organ	орган	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
goethe	гёте	goethe	гете	PROPN	N;ANIM;NOM;MASC;SG
bobby	бобби	bobby	бобби	PROPN	N;ANIM;NOM;MASC;SG
ring	кольца	ring	кольцо	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
sever	суровые	sever	суровый	ADJ;INDF;MASC;SG	ADJ;NOM;PL
sever	серьезные	sever	серьезный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
pielea	кожи	piele	кожа	N;DEF;FEM;SG	N;INAN;GEN;FEM;SG
pielea	кожа	piele	кожа	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
abordare	подход	abordare	подход	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
mina	мина	mină	мина	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
mina	рука	mină	рука	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
mina	руку	mină	рука	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
pactului	пакт	pact	пакт	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
pactului	пакта	pact	пакт	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG
cameron	камерон	cameron	камерон	PROPN	N;ANIM;NOM;MASC;SG
cameron	кэмерон	cameron	кэмерон	PROPN	N;ANIM;NOM;MASC;SG
revistele	журналы	revistă	журнал	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL
decisiv	решающий	decisiv	решающий	ADJ;INDF;MASC;SG	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
decisiv	решительные	decisiv	решительный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
salbatice	wild	salbatic	wild	ADJ;INDF;FEM;PL	
salbatice	дикий	salbatic	дикий	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
salbatice	дикая	salbatic	дикий	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
definitia	определение	definitie	определение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
averea	богатства	avere	богатство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;PL
averea	богатство	avere	богатство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
practicat	практиковали	practica	практиковать	ADJ;INDF;MASC;SG	V;IPFV;IND;PL;PST;FIN;ACT
dati	отдать	da	отдать		V;PFV;NFIN;ACT
dati	дать	da	дать		V;PFV;NFIN;ACT
dati	дай	da	дать		V;PFV;IMP;SG;2;FIN;ACT
dati	дайте	da	дать		V;PFV;IMP;PL;2;FIN;ACT
tinta	мишень	tinta	мишень	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
tinta	цель	tinta	цель	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
tinta	мишень	tinta	мишень	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
tinta	цель	tinta	цель	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
comunitatile	сообщества	comunitate	сообщество	N;DEF;FEM;PL	N;INAN;NOM;NEUT;PL
comunitatile	общины	comunitate	община	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
vanzare	продажи	vanzare	продажа	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
vanzare	продажа	vanzare	продажа	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
vanzare	распродажа	vanzare	распродажа	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
vanzare	продажи	vanzare	продажа	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
vanzare	продажа	vanzare	продажа	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
vanzare	распродажа	vanzare	распродажа	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
cunostinta	знакомство	cunostinta	знакомство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
cunostinta	знакомый	cunostinta	знакомый	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
cunostinta	знакомство	cunostinta	знакомство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
cunostinta	знакомый	cunostinta	знакомый	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
varul	кузина	var	кузин	N;DEF;MASC;SG	N;ANIM;NOM;FEM;SG
varul	кузен	var	кузен	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
mer	мер	mer	мера		N;INAN;GEN;FEM;PL
automata	автоматические	automată	автоматический	N;DEF;FEM;SG	ADJ;NOM;PL
automata	автоматическое	automată	автоматический	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
automata	автоматический	automată	автоматический	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
automata	автоматическая	automată	автоматический	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
automata	автоматического	automată	автоматический	N;DEF;FEM;SG	ADJ;GEN;MASC;SG
automata	автоматически	automată	автоматически	N;DEF;FEM;SG	ADV
refugiati	беженцы	refugia	беженец	ADJ;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
refugiati	беженцы	refugia	беженец	ADJ;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
fereastra	window	fereastră	window	N;DEF;FEM;SG	PROPN
fereastra	окна	fereastră	окно	N;DEF;FEM;SG	N;INAN;NOM;NEUT;PL
fereastra	окно	fereastră	окно	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
fereastra	window	fereastră	window	N;DEF;FEM;SG	PROPN
fereastra	окна	fereastră	окно	N;DEF;FEM;SG	N;INAN;NOM;NEUT;PL
fereastra	окно	fereastră	окно	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
propaganda	пропаганды	propagandă	пропаганда	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
propaganda	пропаганда	propagandă	пропаганда	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
propaganda	пропаганду	propagandă	пропаганда	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
propaganda	пропаганды	propagandă	пропаганда	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
propaganda	пропаганда	propagandă	пропаганда	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
propaganda	пропаганду	propagandă	пропаганда	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
dominat	доминировали	domina	доминировать	ADJ;INDF;MASC;SG	V;IPFV;IND;PL;PST;FIN;ACT
creasca	расти	crească	расти	N;DEF;FEM;SG	V;IPFV;NFIN;ACT
creasca	вырасти	crească	вырасти	N;DEF;FEM;SG	V;PFV;NFIN;ACT
rebel	повстанцев	rebel	повстанец	ADJ;INDF;MASC;SG	N;ANIM;GEN;MASC;PL
lantul	цепочку	lant	цепочка	N;DEF;MASC;SG	N;INAN;ACC;FEM;SG
lantul	цепочка	lant	цепочка	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
lantul	цепь	lant	цепь	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
uruguay	уругвая	uruguay	уругвый	PROPN	N;INAN;GEN;MASC;SG
uruguay	уругвай	uruguay	уругвай	PROPN	N;INAN;NOM;MASC;SG
uruguay	уругвае	uruguay	уругвый	PROPN	N;INAN;NOM;MASC;SG
abbasid	аббасидов	abbasid	аббасид	N;INDF;MASC;SG	N;ANIM;GEN;MASC;PL
iugoslaviei	югославии	iugoslavie	югославия	PROPN;DEF;FEM;SG	N;INAN;NOM;NEUT;PL
iugoslaviei	югославия	iugoslavie	югославие	PROPN;DEF;FEM;SG	N;INAN;NOM;NEUT;PL
damian	дэмиен	damian	дэмиен	PROPN	N;ANIM;NOM;MASC;SG
preluarea	поглощение	preluare	поглощение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
semneaza	знак	semneaza	знак	V;IND;SG;3;IPFV;FIN	N;INAN;NOM;MASC;SG
semneaza	знак	semneaza	знак	V;IND;SG;3;IPFV;FIN	N;INAN;NOM;MASC;SG
hugh	хью	hugh	хия	PROPN	N;ANIM;NOM;MASC;SG
termica	тепловой	termica	тепловой	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
laos	лаос	laos	лаос	ADV	N;INAN;NOM;MASC;SG
argumentele	аргументы	argument	аргумент	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL
argumentele	доводы	argument	довод	N;DEF;FEM;PL	N;INAN;NOM;MASC;PL
uesac	uesac	uesac	uesac		PROPN
fir	нитки	fir	нитка	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
fir	нити	fir	нить	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
legiunea	легион	legiune	легион	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
localizata	расположенных	localizat	расположенный	ADJ;DEF;FEM;SG	ADJ;GEN;PL
localizata	расположенный	localizat	расположенный	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
triburile	племен	trib	племя	N;DEF;FEM;PL	N;INAN;GEN;NEUT;PL
triburile	племена	trib	племя	N;DEF;FEM;PL	N;INAN;NOM;NEUT;PL
lisa	лиза	lisa	лиз	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
lisa	лиса	lisa	лисо	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
platoul	плато	platou	плато	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
pasarile	птички	pasarilă	птичка	N;DEF;FEM;PL	N;ANIM;NOM;FEM;PL
pasarile	птицы	pasarilă	птица	N;DEF;FEM;PL	N;ANIM;NOM;FEM;PL
pasarile	птиц	pasarilă	птица	N;DEF;FEM;PL	N;ANIM;GEN;FEM;PL
pasarile	птички	pasarilă	птичка	N;DEF;FEM;PL	N;ANIM;NOM;FEM;PL
pasarile	птицы	pasarilă	птица	N;DEF;FEM;PL	N;ANIM;NOM;FEM;PL
pasarile	птиц	pasarilă	птица	N;DEF;FEM;PL	N;ANIM;GEN;FEM;PL
arcul	поклон	arc	поклон	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
arcul	лук	arc	лук	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
square	квадратный	square	квадратный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
doc	док	doc	док		N;INAN;NOM;MASC;SG
incet	медленно	incet	медленно		ADV
incet	потихоньку	incet	потихоньку		ADV
call	звоните	call	звонить	N;INDF;MASC;SG	V;IPFV;IMP;PL;2;FIN;ACT
call	позвонить	call	звонить	N;INDF;MASC;SG	V;PFV;NFIN;ACT
cerul	sky	cer	sky	N;DEF;MASC;SG	PROPN
cerul	скай	cer	скай	N;DEF;MASC;SG	INTJ
cerul	неба	cer	небо	N;DEF;MASC;SG	N;INAN;GEN;NEUT;SG
cerul	небо	cer	небо	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
transferul	перенос	transfer	перенос	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
transferul	трансфер	transfer	трансфер	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
transferul	передача	transfer	передача	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
creatorul	творец	creator	творец	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
creatorul	создатель	creator	создатель	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
companiile	компаниям	companie	компания	N;DEF;FEM;PL	N;INAN;DAT;FEM;PL
companiile	компании	companie	компания	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
companiile	компаний	companie	компания	N;DEF;FEM;PL	N;INAN;GEN;FEM;PL
silvia	сильвия	silvie	сильвие	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
silvia	сильвия	silvie	сильвие	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
gibson	гибсон	gibson	гибсон	PROPN	N;ANIM;NOM;MASC;SG
inconjurata	окружен	inconjurat	окружить	ADJ;DEF;FEM;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
inconjurata	окружили	inconjurat	окружить	ADJ;DEF;FEM;SG	V;PFV;IND;PL;PST;FIN;ACT
viktor	виктор	viktor	виктор	PROPN	N;ANIM;NOM;MASC;SG
babes	красотки	babes	красотка	N;INDF;MASC;SG	N;ANIM;NOM;FEM;PL
babes	крошки	babes	крошка	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
babes	красотки	babes	красотка	N;INDF;MASC;SG	N;ANIM;NOM;FEM;PL
babes	крошки	babes	крошка	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
adulti	взрослых	adult	взрослый		N;ANIM;GEN;MASC;PL
adulti	взрослые	adult	взрослый		N;ANIM;NOM;MASC;PL
adulti	взрослая	adult	взрослый		ADJ;NOM;FEM;SG
adulti	взрослый	adult	взрослый		ADJ;NOM;MASC;SG
adulti	взрослых	adult	взрослый		N;ANIM;GEN;MASC;PL
adulti	взрослые	adult	взрослый		N;ANIM;NOM;MASC;PL
adulti	взрослых	adult	взрослый		N;ANIM;GEN;MASC;PL
adulti	взрослые	adult	взрослый		N;ANIM;NOM;MASC;PL
nivele	уровень	nivel	уровень	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
atribuita	назначенный	atribuit	назначить	N;DEF;FEM;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
atribuita	назначенные	atribuit	назначить	N;DEF;FEM;SG	V;PFV;NOM;PL;PST;V.PTCP;PASS
atribuita	назначен	atribuit	назначить	N;DEF;FEM;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
wood	дерево	wood	дерево	PROPN	N;INAN;NOM;NEUT;SG
wood	древесина	wood	древесина	PROPN	N;INAN;NOM;FEM;SG
wood	вуд	wood	вуд	PROPN	N;ANIM;NOM;MASC;SG
wood	дрова	wood	дрова	PROPN	N;INAN;NOM;NEUT;PL
wood	древесины	wood	древесина	PROPN	N;INAN;NOM;FEM;PL
abc	abc	abc	abc	N;INDF;MASC;SG	PROPN
coordonatele	координаты	coordonată	координата	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
johan	йохан	johan	йохан	PROPN	N;ANIM;NOM;MASC;SG
santos	сантос	santos	сантос	PROPN	N;INAN;NOM;MASC;SG
armament	вооружения	armament	вооружение	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
armament	вооружений	armament	вооружение	N;INDF;MASC;SG	N;INAN;GEN;NEUT;PL
armament	вооружения	armament	вооружение	N;INDF;MASC;SG	N;INAN;NOM;NEUT;PL
credit	кредитная	credit	кредитный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
simfonia	симфония	simfonie	симфония	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
marcand	забив	marcand	забить		V;PFV;PST;V.CVB;ACT
visul	сон	vis	сон	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
visul	dream	vis	dream	N;DEF;MASC;SG	PROPN
visul	мечта	vis	мечта	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
eddie	эдди	eddie	эдди	PROPN	N;INAN;NOM;MASC;SG
mir	мир	mir	мир		N;INAN;NOM;MASC;SG
proportie	доля	proportie	доля	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
proportie	пропорции	proportie	пропорция	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
opozitia	оппозиции	opozitie	оппозиция	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
opozitia	оппозиция	opozitie	оппозиция	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
opozitia	противодействие	opozitie	противодействие	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
opozitia	противостояние	opozitie	противостояние	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
jorge	хорхе	jorge	хорха	PROPN	N;INAN;NOM;MASC;SG
atribuite	назначенный	atribuit	назначить	ADJ;INDF;FEM;PL	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
atribuite	назначенные	atribuit	назначить	ADJ;INDF;FEM;PL	V;PFV;NOM;PL;PST;V.PTCP;PASS
atribuite	назначен	atribuit	назначить	ADJ;INDF;FEM;PL	V;PFV;MASC;SG;PST;V.PTCP;PASS
bursa	братство	bursă	братство	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
bursa	стипендия	bursă	стипендия	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
bursa	стипендий	bursă	стипендия	N;DEF;FEM;SG	N;INAN;GEN;FEM;PL
bursa	стипендии	bursă	стипендия	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
bursa	стипендия	bursă	стипендия	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
bursa	стипендию	bursă	стипендия	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
bursa	стипендии	bursă	стипендия	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
bursa	бурса	bursă	бурс	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
bursa	стипендия	bursă	стипендия	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
bursa	стипендию	bursă	стипендия	N;DEF;FEM;SG	N;INAN;ACC;FEM;SG
bursa	стипендии	bursă	стипендия	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
reciproc	взаимный	reciproc	взаимный	ADV	ADJ;NOM;MASC;SG
reciproc	взаимной	reciproc	взаимный	ADV	ADJ;INS;FEM;SG
reciproc	взаимные	reciproc	взаимный	ADV	ADJ;NOM;PL
reciproc	взаимная	reciproc	взаимный	ADV	ADJ;NOM;FEM;SG
extra	дополнительные	extra	дополнительный		ADJ;NOM;PL
extra	дополнительное	extra	дополнительный		ADJ;NOM;NEUT;SG
extra	дополнительная	extra	дополнительный		ADJ;NOM;FEM;SG
avansate	расширенный	avansat	расширить	ADJ;INDF;FEM;PL	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
antena	блюдо	antena	блюдо	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
antena	антенна	antena	антенна	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
antena	антенна	antena	антенна	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
umbra	тени	umbră	тень	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
umbra	тень	umbră	тень	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
umbra	тени	umbră	тень	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
umbra	оттенок	umbră	оттенок	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
umbra	тень	umbră	тень	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
umbra	тени	umbră	тень	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
umbra	тень	umbră	тень	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
umbra	тени	umbră	тень	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
umbra	оттенок	umbră	оттенок	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
umbra	тень	umbră	тень	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
vocala	подъёма	vocală	подъем	N;DEF;FEM;SG	N;INAN;GEN;MASC;SG
vocala	подъёма	vocală	подъем	N;DEF;FEM;SG	N;INAN;GEN;MASC;SG
creuse	крёз	creus	крёз	V;IND;SG;3;PST+PRF;FIN	
omorat	убита	omora	убить	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
omorat	убитый	omora	убить	ADJ;INDF;MASC;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
omorat	убил	omora	убить	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
omorat	убит	omora	убить	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
omorat	убиты	omora	убить	ADJ;INDF;MASC;SG	V;PFV;PL;PST;V.PTCP;PASS
omorat	убиты	omora	убить	ADJ;INDF;MASC;SG	V;PFV;PL;PST;V.PTCP;PASS
omorat	убита	omora	убить	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
omorat	убил	omora	убить	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
omorat	убит	omora	убить	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
marturii	свидетельство	marturie	свидетельство	N;INDF;FEM;PL	N;INAN;NOM;NEUT;SG
aaron	аарон	aaron	аарон	PROPN	N;ANIM;NOM;MASC;SG
aaron	аарона	aaron	аарон	PROPN	N;ANIM;ACC;MASC;SG
falls	фоллс	fall	фоллс	PROPN	N;INAN;NOM;MASC;SG
falls	падает	fall	падать	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
paraná	парана	paraná	паран	PROPN	N;INAN;NOM;MASC;SG
transformare	трансформация	transformare	трансформация	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
transformare	преобразования	transformare	преобразование	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
transformare	преобразование	transformare	преобразование	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
transformare	трансформации	transformare	трансформация	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
academica	академических	academică	академический	N;DEF;FEM;SG	ADJ;GEN;PL
