din	no	din	no	ADP;ACC	
cunoscuta	zināmi	cunoscuta	zināt	ADJ;DEF;FEM;SG	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS
cunoscuta	zināms	cunoscuta	zināt	ADJ;DEF;FEM;SG	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
cunoscuta	pazīstama	cunoscuta	pazīt	ADJ;DEF;FEM;SG	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
decat	than	decat	than		
decat	nekā	decat	nekas		PRO;GEN;MASC;SG
decat	than	decat	than		
decat	nekā	decat	nekas		PRO;GEN;MASC;SG
mari	liels	mare	liels	ADJ;INDF;PL	ADJ;NOM;MASC;SG
mari	lielais	mare	liels	ADJ;INDF;PL	ADJ;NOM;MASC;SG
mari	liela	mare	liela	ADJ;INDF;PL	ADJ;NOM;FEM;SG
mari	lielā	mare	liels	ADJ;INDF;PL	ADJ;NOM;FEM;SG
mari	mari	mare	mars	ADJ;INDF;PL	PROPN;NOM;MASC;SG
mari	jūrās	mare	jūra	ADJ;INDF;PL	N;ESS;FEM;PL
mari	jūrām	mare	jūra	ADJ;INDF;PL	N;DAT;FEM;PL
mari	jūru	mare	jūra	ADJ;INDF;PL	N;ACC;FEM;SG
fata	priekšējais	fată	priekšējs	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
fata	fronte	fată	fronte	N;DEF;FEM;SG	N;NOM;FEM;SG
fata	priekšpusē	fată	priekšpuse	N;DEF;FEM;SG	N;ESS;FEM;SG
fata	priekšā	fată	priekšā	N;DEF;FEM;SG	ADV
fata	priekšējie	fată	priekšējs	N;DEF;FEM;SG	ADJ;NOM;MASC;PL
fata	seju	fată	seja	N;DEF;FEM;SG	N;ACC;FEM;SG
fata	seja	fată	seja	N;DEF;FEM;SG	N;NOM;FEM;SG
fata	seju	fată	seja	N;DEF;FEM;SG	N;ACC;FEM;SG
fata	seja	fată	seja	N;DEF;FEM;SG	N;NOM;FEM;SG
fata	meitiņa	fată	meitiņa	N;DEF;FEM;SG	N;NOM;FEM;SG
fata	meitene	fată	meitene	N;DEF;FEM;SG	N;NOM;FEM;SG
fata	meitenei	fată	meitene	N;DEF;FEM;SG	N;DAT;FEM;SG
fata	seju	fată	seja	N;DEF;FEM;SG	N;ACC;FEM;SG
fata	seja	fată	seja	N;DEF;FEM;SG	N;NOM;FEM;SG
fata	meitiņa	fată	meitiņa	N;DEF;FEM;SG	N;NOM;FEM;SG
fata	meitene	fată	meitene	N;DEF;FEM;SG	N;NOM;FEM;SG
fata	meitenei	fată	meitene	N;DEF;FEM;SG	N;DAT;FEM;SG
fata	seju	fată	seja	N;DEF;FEM;SG	N;ACC;FEM;SG
fata	seja	fată	seja	N;DEF;FEM;SG	N;NOM;FEM;SG
fata	seju	fată	seja	N;DEF;FEM;SG	N;ACC;FEM;SG
fata	seja	fată	seja	N;DEF;FEM;SG	N;NOM;FEM;SG
club	club	club	clubt	N;INDF;MASC;SG	
est	austrumos	est	austrumi	N;INDF;MASC;SG	N;ESS;MASC
est	austrumu	est	austrumi	N;INDF;MASC;SG	N;GEN;MASC
est	austrumi	est	austrumi	N;INDF;MASC;SG	N;NOM;MASC
est	est	est	est	N;INDF;MASC;SG	
nou	jaunums	nou	jaunums	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
nou	jauni	nou	jauns	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
nou	jaunas	nou	jauna	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
numai	tikai	numai	tikai	ADV	PART
ioan	džons	ioan	džons	PROPN	PROPN;NOM;MASC;SG
rusa	krievu	rusa	krievs	N;DEF;FEM;SG	N;ACC;MASC;SG
rusa	krieviski	rusa	krieviski	N;DEF;FEM;SG	ADV
rusa	krievs	rusa	krievs	N;DEF;FEM;SG	N;NOM;MASC;SG
rusa	krievijas	rusa	krievija	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
rusa	krievu	rusa	krievs	N;DEF;FEM;SG	N;ACC;MASC;SG
rusa	krieviski	rusa	krieviski	N;DEF;FEM;SG	ADV
rusa	krievs	rusa	krievs	N;DEF;FEM;SG	N;NOM;MASC;SG
rusa	krievijas	rusa	krievija	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
isbn	isbn	isbn	isbn		N
populatia	populācija	populatie	populācija	N;DEF;FEM;SG	N;NOM;FEM;SG
populatia	iedzīvotāji	populatie	iedzīvotājs	N;DEF;FEM;SG	N;NOM;MASC;PL
populatia	populācija	populatie	populācija	N;DEF;FEM;SG	N;NOM;FEM;SG
populatia	iedzīvotāji	populatie	iedzīvotājs	N;DEF;FEM;SG	N;NOM;MASC;PL
acelasi	pašas	acelasi	pati	DET;MASC;SG;3	PRO;NOM;FEM;PL
acelasi	pašu	acelasi	pats	DET;MASC;SG;3	PRO;ACC;MASC;SG
numit	nosaukta	numit	nosaukt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
numit	nosaukts	numit	nosaukt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
numit	saucās	numit	saukties	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;REFL;PST;FIN;ACT
numit	saukts	numit	saukt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
descrisa	aprakstīts	descrisa	aprakstīt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
descrisa	aprakstītas	descrisa	aprakstīt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
descrisa	aprakstīta	descrisa	aprakstīt	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
descrisa	raksturotas	descrisa	raksturot	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
descrisa	aprakstītais	descrisa	aprakstīt	ADJ;DEF;FEM;SG	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
oficial	amatpersona	oficial	amatpersons	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
oficial	ierēdnis	oficial	ierēdnis	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
oficial	oficiāli	oficial	oficiāli	ADJ;INDF;MASC;SG	ADV
impotriva	pret	impotriva	pret	N;DEF;FEM;SG	ADP
impotriva	pret	impotriva	pret	N;DEF;FEM;SG	ADP
impotriva	pret	impotriva	pret	N;DEF;FEM;SG	ADP
saint	svētais	saint	svēts	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
saint	saint	saint	saint	N;INDF;MASC;SG	
impreuna	kopā	impreuna	kopā		ADV
impreuna	kopā	impreuna	kopā		ADV
impreuna	kopā	impreuna	kopā		ADV
specia	suga	specie	suga	N;DEF;FEM;SG	N;NOM;FEM;SG
specia	sugas	specie	suga	N;DEF;FEM;SG	N;NOM;FEM;PL
vest	rietumos	vest	rietumi	N;INDF;MASC;SG	N;ESS;MASC;PL
vest	rietumi	vest	rietumi	N;INDF;MASC;SG	N;NOM;MASC;PL
vest	west	vest	west	N;INDF;MASC;SG	
vest	western	vest	westerne	N;INDF;MASC;SG	
italia	italia	italia	italis	PROPN	
italia	itālija	italia	itālija	PROPN	N;NOM;FEM;SG
putin	maz	putin	maz		ADV
putin	maza	putin	maza		ADJ;NOM;FEM;SG
putin	mazais	putin	mazs		ADJ;NOM;MASC;SG
putin	putin	putin	putin		
putin	putina	putin	putināt		N;NOM;MASC;SG
excentricitate	ekscentricitāti	excentricitate	ekscentricitāte	N;INDF;FEM;SG	N;ACC;FEM;SG
inca	vēl	inca	vēl		ADV
inca	vēljoprojām	inca	vēljoprojām		V;FH;IND;PL;1;POS;PST;FIN;ACT
inca	joprojām	inca	joprojām		ADV
inca	vēl	inca	vēl		ADV
inca	vēljoprojām	inca	vēljoprojām		V;FH;IND;PL;1;POS;PST;FIN;ACT
inca	joprojām	inca	joprojām		ADV
descoperit	atklāju	descoperit	atklāt	ADJ;INDF;MASC;SG	V;FH;IND;SG;1;POS;PRS;FIN;ACT
inainte	pārsūtīt	inainte	pārsūtīt		V;POS;NFIN
inainte	pirms	inainte	pirms		ADP
inainte	pārsūtīt	inainte	pārsūtīt		V;POS;NFIN
inainte	pirms	inainte	pirms		ADP
lemn	kokmateriāli	lemn	kokmateriāli	N;INDF;MASC;SG	N;NOM;MASC;PL
noi	jauna	eu	jauns	PRO;PL;1	ADJ;NOM;FEM;SG
noi	jaunums	eu	jaunums	PRO;PL;1	N;NOM;MASC;SG
noi	jauni	eu	jauns	PRO;PL;1	ADJ;NOM;MASC;PL
noi	jauns	eu	jauns	PRO;PL;1	ADJ;NOM;MASC;SG
noi	jaunais	eu	jauns	PRO;PL;1	ADJ;NOM;MASC;SG
noi	jaunas	eu	jauna	PRO;PL;1	ADJ;NOM;FEM;PL
nicolae	nikolajs	nicolae	nikolajs	PROPN	ADJ;NOM;MASC;SG
nicolae	nikolass	nicolae	nikolass	PROPN	PROPN;NOM;MASC;SG
nicolae	nicolae	nicolae	nicolae	PROPN	PROPN;NOM;FEM;SG
nationala	nacionālais	national	nacionāls	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
nationala	nacionālais	national	nacionāls	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
subspecii	pasugas	subspeciu	pasugties	N;DEF;FEM;PL	N;NOM;FEM;PL
statele	valstis	stat	valsts	N;DEF;FEM;PL	N;NOM;FEM;PL
drept	taisni	drept	taisni		ADV
drept	taisna	drept	taisna		ADJ;NOM;FEM;SG
mod	mod	mod	mod	N;INDF;MASC;SG	
american	american	american	american	ADJ;INDF;MASC;SG	PROPN;NOM;FEM;SG
american	amerikāņu	american	amerikānis	ADJ;INDF;MASC;SG	N;GEN;MASC;PL
american	amerikas	american	amerika	ADJ;INDF;MASC;SG	PROPN;NOM;FEM;PL
fiecare	katrs	fiecare	katrs	PRO;SG;3	PRO;NOM;MASC;SG
fiecare	katru	fiecare	katra	PRO;SG;3	PRO;ACC;MASC;SG
fiecare	katra	fiecare	katra	PRO;SG;3	PRO;NOM;FEM;SG
prezent	pašreizējais	prezent	pašreizējs	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
prezent	klāt	prezent	klāt	N;INDF;MASC;SG	ADV
casa	māja	casă	māja	N;DEF;FEM;SG	N;NOM;FEM;SG
casa	mājā	casă	māja	N;DEF;FEM;SG	N;ESS;FEM;SG
casa	māja	casă	māja	N;DEF;FEM;SG	N;NOM;FEM;SG
casa	mājā	casă	māja	N;DEF;FEM;SG	N;ESS;FEM;SG
casa	mājās	casă	māja	N;DEF;FEM;SG	N;ESS;FEM;PL
casa	home	casă	home	N;DEF;FEM;SG	
casa	mājas	casă	māja	N;DEF;FEM;SG	N;NOM;FEM;PL
casa	majas	casă	maja	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
acestea	šīs	acesta	šī	PRO;FEM;PL;3	PRO;NOM;FEM;PL
acestea	šie	acesta	šis	PRO;FEM;PL;3	PRO;NOM;MASC;PL
categorie	kategoriju	categorie	kategorija	N;INDF;FEM;SG	N;ACC;FEM;SG
categorie	kategorija	categorie	kategorija	N;INDF;FEM;SG	N;NOM;FEM;SG
categorie	kategorijā	categorie	kategorija	N;INDF;FEM;SG	N;ESS;FEM;SG
cluj	cluj	cluj	clujēt	PROPN	
bine	laba	bine	laba	ADV	ADJ;NOM;FEM;SG
bine	labas	bine	laba	ADV	ADJ;NOM;FEM;PL
bine	labs	bine	labs	ADV	ADJ;NOM;MASC;SG
bine	labais	bine	labs	ADV	ADJ;NOM;MASC;SG
site	vietne	sită	vietne	N;INDF;FEM;PL	N;NOM;FEM;SG
site	vieta	sită	vieta	N;INDF;FEM;PL	N;NOM;FEM;SG
articole	raksti	articol	raksts	N;INDF;FEM;PL	INTJ
alexandru	alexandru	alexandru	alekandrs	PROPN	
alexandru	aleksandrs	alexandru	aleksandrs	PROPN	PROPN;NOM;MASC;SG
unele	dažas	unul	daža	PRO;FEM;PL;3	PRO;NOM;FEM;PL
unele	dažiem	unul	dažs	PRO;FEM;PL;3	PRO;DAT;MASC;PL
unele	daži	unul	dažs	PRO;FEM;PL;3	PRO;NOM;MASC;PL
milioane	miljons	milion	miljons	NUM;INDF;FEM;PL	N;NOM;MASC;SG
milioane	miljoni	milion	miljons	NUM;INDF;FEM;PL	N;NOM;MASC;PL
milioane	miljonos	milion	miljons	NUM;INDF;FEM;PL	N;ESS;MASC;PL
milioane	miljoniem	milion	miljons	NUM;INDF;FEM;PL	N;DAT;MASC;PL
milioane	miljoni	milion	miljons	NUM;INDF;FEM;PL	N;NOM;MASC;PL
apa	ūdeni	apă	ūdens	N;DEF;FEM;SG	N;ACC;MASC;SG
apa	ūdenī	apă	ūdens	N;DEF;FEM;SG	N;ESS;MASC;SG
apa	ūdens	apă	ūdens	N;DEF;FEM;SG	N;NOM;MASC;SG
apa	ūdeni	apă	ūdens	N;DEF;FEM;SG	N;ACC;MASC;SG
apa	ūdenī	apă	ūdens	N;DEF;FEM;SG	N;ESS;MASC;SG
apa	ūdens	apă	ūdens	N;DEF;FEM;SG	N;NOM;MASC;SG
iasi	jasi	iași	jas	PROPN	PROPN
iasi	jasi	iași	jas	PROPN	PROPN
iasi	jasi	iași	jas	PROPN	PROPN
tara	valsts	tară	valsts	N;DEF;FEM;SG	N;NOM;FEM;SG
tara	valsts	tară	valsts	N;DEF;FEM;SG	N;NOM;FEM;SG
tara	valsts	tară	valsts	N;DEF;FEM;SG	N;NOM;FEM;SG
tara	tara	tară	tars	N;DEF;FEM;SG	
tara	valsts	tară	valsts	N;DEF;FEM;SG	N;NOM;FEM;SG
tara	valsts	tară	valsts	N;DEF;FEM;SG	N;NOM;FEM;SG
tarziu	vēlu	tarziu	vēlu		ADV
tarziu	novēloti	tarziu	novēlot		V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
tarziu	vēlu	tarziu	vēlu		ADV
tarziu	novēloti	tarziu	novēlot		V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
istoria	vēsture	istorie	vēsture	N;DEF;FEM;SG	N;NOM;FEM;SG
istoria	vēstures	istorie	vēsture	N;DEF;FEM;SG	N;NOM;FEM;PL
istoria	vēsturi	istorie	vēsture	N;DEF;FEM;SG	N;ACC;FEM;SG
istoria	vēsturē	istorie	vēsture	N;DEF;FEM;SG	N;ESS;FEM;SG
maria	marija	maria	marija	N;DEF;FEM;SG	N;NOM;FEM;SG
cunoscut	zināma	cunoscut	zināt	ADJ;INDF;MASC;SG	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
cunoscut	zināmi	cunoscut	zināt	ADJ;INDF;MASC;SG	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS
cunoscut	zināms	cunoscut	zināt	ADJ;INDF;MASC;SG	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
cunoscut	pazīstama	cunoscut	pazīt	ADJ;INDF;MASC;SG	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
republica	republika	republică	republika	N;DEF;FEM;SG	N;NOM;FEM;SG
republica	republikas	republică	republika	N;DEF;FEM;SG	N;NOM;FEM;PL
republica	republika	republică	republika	N;DEF;FEM;SG	N;NOM;FEM;SG
republica	republikas	republică	republika	N;DEF;FEM;SG	N;NOM;FEM;PL
cca	aptuveni	circa	aptuveni		ADV
cca	apm	circa	apm		
raul	upe	raul	upe	N;DEF;MASC;SG	N;NOM;FEM;SG
raul	upes	raul	upe	N;DEF;MASC;SG	N;NOM;FEM;SG
raul	rauls	raul	rauls	N;DEF;MASC;SG	PROPN;NOM;MASC;SG
raul	ļauni	raul	ļauni	N;DEF;MASC;SG	ADJ;NOM;MASC;PL
raul	ļaunums	raul	ļaunums	N;DEF;MASC;SG	N;NOM;MASC;SG
raul	ļaunumu	raul	ļaunums	N;DEF;MASC;SG	N;ACC;MASC;SG
raul	ļauns	raul	ļauns	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
formata	veidojas	formata	veidoties	ADJ;DEF;FEM;SG	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
formata	veidoti	formata	veidot	ADJ;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
paris	paris	paris	paris	PROPN	
paris	parīzē	paris	parīze	PROPN	N;ESS;FEM;SG
paris	parīze	paris	parīze	PROPN	PROPN;NOM;FEM;SG
paris	parīzes	paris	parīze	PROPN	N;NOM;FEM;PL
gheorghe	gheorghe	gheorghe	gheorghe	PROPN	N;NOM;MASC;SG
gheorghe	džordžs	gheorghe	džordžs	PROPN	PROPN;NOM;MASC;SG
premiul	balva	premiu	balva	N;DEF;MASC;SG	N;NOM;FEM;SG
premiul	balvu	premiu	balva	N;DEF;MASC;SG	N;ACC;FEM;SG
premiul	apbalvošana	premiu	apbalvošana	N;DEF;MASC;SG	N;NOM;FEM;SG
premiul	balva	premiu	balva	N;DEF;MASC;SG	N;NOM;FEM;SG
premiul	piešķiršana	premiu	piešķiršana	N;DEF;MASC;SG	N;NOM;FEM;SG
premiul	piešķiršanas	premiu	piešķiršana	N;DEF;MASC;SG	N;NOM;FEM;PL
putea	varēja	putea	varēt	V;IND;SG;3;IPFV;FIN	V;FH;IND;3;POS;PST;FIN;ACT
putea	varētu	putea	varēt	V;IND;SG;3;IPFV;FIN	V;COND;POS;FIN;ACT
persoane	tauta	persoană	tauta	N;INDF;FEM;PL	N;NOM;FEM;SG
constantin	constantin	constantin	constantin	PROPN	N;NOM;MASC;SG
constantin	konstantīns	constantin	konstantīns	PROPN	PROPN;NOM;MASC;SG
etc	etc	etc	etc		
etc	utt	etc	utt.		
descriere	virsraksts	descriere	virsraksts	N;INDF;FEM;SG	N;NOM;MASC;SG
descriere	apraksts	descriere	apraksts	N;INDF;FEM;SG	N;NOM;MASC;SG
george	džordžs	george	džordžs	PROPN	PROPN;NOM;MASC;SG
nascut	dzimuši	naște	dzimt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
nascut	dzimis	naște	dzimt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
nascut	dzimusi	naște	dzimt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
nascut	dzimuši	naște	dzimt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
nascut	dzimis	naște	dzimt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
nascut	dzimusi	naște	dzimt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
numarul	numuru	numar	numurs	N;DEF;MASC;SG	N;ACC;MASC;SG
numarul	numurs	numar	numurs	N;DEF;MASC;SG	N;NOM;MASC;SG
numarul	skaitlis	numar	skaitlis	N;DEF;MASC;SG	N;NOM;MASC;SG
numarul	skaits	numar	skaits	N;DEF;MASC;SG	N;NOM;MASC;SG
comitatul	apriņķis	comitat	apriņķis	N;DEF;MASC;SG	N;NOM;MASC;SG
comitatul	apgabals	comitat	apgabals	N;DEF;MASC;SG	N;NOM;MASC;SG
harta	kartē	hartă	karte	N;DEF;FEM;SG	N;ESS;FEM;SG
harta	karte	hartă	karte	N;DEF;FEM;SG	N;NOM;FEM;SG
harta	kartē	hartă	karte	N;DEF;FEM;SG	N;ESS;FEM;SG
harta	karte	hartă	karte	N;DEF;FEM;SG	N;NOM;FEM;SG
john	džons	john	džons	PROPN	PROPN;NOM;MASC;SG
jos	leju	jos	leja	ADV	N;ACC;FEM;SG
marea	jūra	mare	jūra	N;DEF;FEM;SG	N;NOM;FEM;SG
localitate	apvidus	localitate	apvidus	N;INDF;FEM;SG	N;NOM;MASC;SG
aproape	teju	aproape	teju	ADV	
scris	rakstisks	scris	rakstisks	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
scris	rakstveida	scris	rakstveida	N;INDF;MASC;SG	
scris	uzrakstīts	scris	uzrakstīt	N;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
scris	rakstiska	scris	rakstiska	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
raport	ziņot	raport	ziņot	N;INDF;MASC;SG	V;POS;NFIN
echipa	squad	echipă	squad	N;DEF;FEM;SG	
echipa	vadu	echipă	vads	N;DEF;FEM;SG	N;ACC;MASC;SG
echipa	komanda	echipă	komanda	N;DEF;FEM;SG	N;NOM;FEM;SG
echipa	team	echipă	tu	N;DEF;FEM;SG	
echipa	komanda	echipă	komanda	N;DEF;FEM;SG	N;NOM;FEM;SG
echipa	team	echipă	tu	N;DEF;FEM;SG	
diferite	atšķirīgi	diferit	atšķirīgs	ADJ;INDF;FEM;PL	ADV
diferite	atšķirīgs	diferit	atšķirīgs	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
baza	pamatne	bază	pamatne	N;DEF;FEM;SG	N;NOM;FEM;SG
baza	pamats	bază	pamats	N;DEF;FEM;SG	N;NOM;MASC;SG
baza	bāze	bază	bāze	N;DEF;FEM;SG	N;NOM;FEM;SG
baza	pamatne	bază	pamatne	N;DEF;FEM;SG	N;NOM;FEM;SG
baza	pamats	bază	pamats	N;DEF;FEM;SG	N;NOM;MASC;SG
baza	bāze	bază	bāze	N;DEF;FEM;SG	N;NOM;FEM;SG
special	īpaša	special	īpaša	ADV	ADJ;NOM;FEM;SG
special	īpašais	special	īpašs	ADV	ADJ;NOM;MASC;SG
special	īpašs	special	īpašs	ADV	ADJ;NOM;MASC;SG
special	īpašā	special	īpaša	ADV	ADJ;NOM;FEM;SG
valea	ieleja	vale	ieleja	N;DEF;FEM;SG	N;NOM;FEM;SG
comune	kopīga	comun	kopīga	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
comune	locītavu	comun	locītava	ADJ;INDF;FEM;PL	N;ACC;FEM;SG
comune	kopīgais	comun	kopīgs	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
ele	viņi	el	viņš	PRO;FEM;PL;3	PRO;NOM;MASC;PL;3
ele	tie	el	tas	PRO;FEM;PL;3	PRO;NOM;MASC;PL
ele	tās	el	tā	PRO;FEM;PL;3	PRO;NOM;FEM;PL
stadium	stadionā	stadium	stadions	PROPN	N;ESS;MASC;SG
stadium	stadions	stadium	stadions	PROPN	N;NOM;MASC;SG
svg	svg	svg	svg	N	
zona	zona	zonă	zons	N;DEF;FEM;SG	N;NOM;FEM;SG
zona	teritorija	zonă	teritorija	N;DEF;FEM;SG	N;NOM;FEM;SG
zona	platība	zonă	platība	N;DEF;FEM;SG	N;NOM;FEM;SG
zona	apgabals	zonă	apgabals	N;DEF;FEM;SG	N;NOM;MASC;SG
zona	laukums	zonă	laukums	N;DEF;FEM;SG	N;NOM;MASC;SG
zona	zona	zonă	zons	N;DEF;FEM;SG	N;NOM;FEM;SG
zona	teritorija	zonă	teritorija	N;DEF;FEM;SG	N;NOM;FEM;SG
zona	platība	zonă	platība	N;DEF;FEM;SG	N;NOM;FEM;SG
zona	apgabals	zonă	apgabals	N;DEF;FEM;SG	N;NOM;MASC;SG
zona	laukums	zonă	laukums	N;DEF;FEM;SG	N;NOM;MASC;SG
dat	dots	dat	dot	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
dat	dota	dat	dot	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
dat	dotas	dat	doties	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
slovenia	slovēnija	slovenie	slovēnija	PROPN	N;NOM;FEM;SG
slovenia	slovēnijā	slovenie	slovēnija	PROPN	N;ESS;FEM;SG
americii	amerika	americ	amerika	PROPN;DEF;FEM;SG	N;NOM;FEM;SG
americii	amerikā	americ	amerika	PROPN;DEF;FEM;SG	N;ESS;FEM;SG
americii	ameriku	americ	amerika	PROPN;DEF;FEM;SG	N;ACC;FEM;SG
satului	ciema	sat	ciems	N;DEF;MASC;SG	N;GEN;MASC;SG
satului	ciemata	sat	ciemats	N;DEF;MASC;SG	N;GEN;MASC;SG
satului	ciems	sat	ciems	N;DEF;MASC;SG	N;NOM;MASC;SG
satului	ciematu	sat	ciemats	N;DEF;MASC;SG	N;ACC;MASC;SG
satului	ciemu	sat	ciems	N;DEF;MASC;SG	N;ACC;MASC;SG
satului	ciemats	sat	ciemats	N;DEF;MASC;SG	N;NOM;MASC;SG
localitatea	apvidus	localitate	apvidus	N;DEF;FEM;SG	N;NOM;MASC;SG
viata	life	viată	life	N;DEF;FEM;SG	
viata	dzīve	viată	dzīve	N;DEF;FEM;SG	N;NOM;FEM;SG
viata	dzīvi	viată	dzīve	N;DEF;FEM;SG	N;ACC;FEM;SG
viata	dzīvība	viată	dzīvība	N;DEF;FEM;SG	N;NOM;FEM;SG
viata	life	viată	life	N;DEF;FEM;SG	
viata	dzīve	viată	dzīve	N;DEF;FEM;SG	N;NOM;FEM;SG
viata	dzīvi	viată	dzīve	N;DEF;FEM;SG	N;ACC;FEM;SG
viata	dzīvība	viată	dzīvība	N;DEF;FEM;SG	N;NOM;FEM;SG
viata	life	viată	life	N;DEF;FEM;SG	
viata	dzīve	viată	dzīve	N;DEF;FEM;SG	N;NOM;FEM;SG
viata	dzīvi	viată	dzīve	N;DEF;FEM;SG	N;ACC;FEM;SG
viata	dzīvība	viată	dzīvība	N;DEF;FEM;SG	N;NOM;FEM;SG
viata	life	viată	life	N;DEF;FEM;SG	
viata	dzīve	viată	dzīve	N;DEF;FEM;SG	N;NOM;FEM;SG
viata	dzīvi	viată	dzīve	N;DEF;FEM;SG	N;ACC;FEM;SG
viata	dzīvība	viată	dzīvība	N;DEF;FEM;SG	N;NOM;FEM;SG
viata	life	viată	life	N;DEF;FEM;SG	
viata	dzīve	viată	dzīve	N;DEF;FEM;SG	N;NOM;FEM;SG
viata	dzīvi	viată	dzīve	N;DEF;FEM;SG	N;ACC;FEM;SG
viata	dzīvība	viată	dzīvība	N;DEF;FEM;SG	N;NOM;FEM;SG
bun	labas	bun	laba	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
bun	labi	bun	labi	ADJ;INDF;MASC;SG	ADV
format	veidojas	format	veidoties	N;INDF;MASC;SG	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
format	veidoti	format	veidot	N;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
primit	saņemtas	primi	saņemt	V;MASC;SG;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
primit	saņemtās	primi	saņemt	V;MASC;SG;V.PTCP	V;PFV;NOM;DEF;FEM;PL;PST;V.PTCP
primit	saņemti	primi	saņemt	V;MASC;SG;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
langa	tuvu	langă	tuvu		ADV
langa	netālu	langă	netālu		ADV
oameni	tauta	om	tauta	N;INDF;MASC;PL	N;NOM;FEM;SG
istoric	vēsturiski	istoric	vēsturiski	ADJ;INDF;MASC;SG	ADV
istoric	vēsturiskas	istoric	vēsturiska	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
istoric	vēsturnieks	istoric	vēsturnieks	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
istoric	vēsturiski	istoric	vēsturiski	ADJ;INDF;MASC;SG	ADV
istoric	vēsturiskas	istoric	vēsturiska	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
istoric	vēsture	istoric	vēsture	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
istoric	vēstures	istoric	vēsture	ADJ;INDF;MASC;SG	N;NOM;FEM;PL
