улицата	street	улица	street	N;DEF;FEM;SG	N;INDF;MASC;SG
здравко	zdravko	здравко	zdravko	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
продажбите	vanzari	продажба	vanzar	N;DEF;FEM;PL	N;INDF;MASC;PL
продажбите	vanzari	продажба	vanzar	N;DEF;FEM;PL	N;INDF;MASC;PL
проконсул	proconsul	проконсул	procons	N;INDF;MASC;SG	N;DEF;MASC;SG
мъжко	barbat	мъжко	barbat	ADV	N;INDF;MASC;SG
мъжко	masculin	мъжко	masculin	ADV	ADJ;INDF;MASC;SG
мъжко	mascul	мъжко	masc	ADV	N;INDF;MASC;SG
мъжко	barbat	мъжко	barbat	ADV	N;INDF;MASC;SG
убеден	convins	убедя-(се)	convinge	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
убеден	convinsa	убедя-(се)	convinsa	V;PFV;INDF;MASC;SG;V.PTCP;PASS	
свидетелство	certificatul	свидетелство	certificat	N;INDF;NEUT;SG	N;DEF;MASC;SG
художниците	pictori	художник	pictor	N;DEF;MASC;PL	N;INDF;MASC;PL
покрит	acoperita	покрит	acoperit	ADJ;INDF;MASC;SG	ADJ;DEF;FEM;SG
покрит	acoperite	покрит	acoperit	ADJ;INDF;MASC;SG	ADJ;INDF;FEM;PL
покрит	acoperita	покрит	acoperit	ADJ;INDF;MASC;SG	ADJ;DEF;FEM;SG
покрит	acoperite	покрит	acoperit	ADJ;INDF;MASC;SG	ADJ;INDF;FEM;PL
бележка	nota	бележка	notă	N;INDF;FEM;SG	N;DEF;FEM;SG
бележка	nota	бележка	notă	N;INDF;FEM;SG	N;DEF;FEM;SG
бележка	memo	бележка	memo	N;INDF;FEM;SG	
мероприятия	evenimentele	мероприятие	eveniment	N;INDF;NEUT;PL	N;DEF;FEM;PL
бронзови	bronz	бронзов	bronz	ADJ;INDF;PL	N;INDF;MASC;SG
морган	morgan	морган	morgan	PROPN;INDF;MASC;SG	PROPN
охлаждане	racirea	охлаждане	racire	N;INDF;NEUT;SG	N;DEF;FEM;SG
пресата	press	преса	press	N;DEF;FEM;SG	N;INDF;MASC;SG
пресата	apasa	преса	apasa	N;DEF;FEM;SG	V;IND;SG;3;IPFV;FIN
пресата	apasati	преса	apasa	N;DEF;FEM;SG	V;IND;SG;2;FIN
пресата	apasa	преса	apasa	N;DEF;FEM;SG	V;IND;SG;3;IPFV;FIN
пиетро	pietro	пиетро	pietro	PROPN;INDF;MASC;SG	PROPN
доброволно	voluntariat	доброволно	voluntariat	ADV	N;INDF;MASC;SG
доброволно	voluntare	доброволно	voluntar	ADV	ADJ;INDF;FEM;PL
доброволно	voluntara	доброволно	voluntar	ADV	ADJ;DEF;FEM;SG
доброволно	voluntar	доброволно	voluntar	ADV	ADJ;INDF;MASC;SG
окото	ochi	око	ochi	N;DEF;NEUT;SG	N;INDF;MASC
окото	eye	око	ey	N;DEF;NEUT;SG	
заменена	inlocuit	заменя	inlocui	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
заменена	inlocuita	заменя	inlocuita	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
заменена	inlocuite	заменя	inlocui	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
преса	presa	преса	presă	N;INDF;FEM;SG	N;DEF;FEM;SG
преса	apasa	преса	apasa	N;INDF;FEM;SG	V;IND;SG;3;IPFV;FIN
преса	apasati	преса	apasa	N;INDF;FEM;SG	V;IND;SG;2;FIN
преса	apasa	преса	apasa	N;INDF;FEM;SG	V;IND;SG;3;IPFV;FIN
уайлд	wilde	уайлд	wilde	PROPN;INDF;MASC;SG	PROPN
реймънд	raymond	реймънд	raymond	PROPN;INDF;MASC;SG	PROPN
мариана	marianna	мариана	marianna	N;INDF;FEM;SG	N;DEF;FEM;SG
мариана	mariana	мариана	mariană	N;INDF;FEM;SG	N;DEF;FEM;SG
сключен	incheiate	сключа	incheia	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
ням	mut	аз	mut	ADJ;INDF;MASC;SG	V;IND;SG;1;PRS;FIN
физическо	fizice	физически	fizic	ADV	ADJ;INDF;FEM;PL
физическо	fizica	физически	fizică	ADV	N;DEF;FEM;SG
показване	afiseaza	показване	afisea	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
показване	arata	показване	arata	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
показване	arata	показване	arata	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
показване	afiseaza	показване	afisea	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
платна	panza	платно	panză	N;INDF;NEUT;PL	N;DEF;FEM;SG
платна	panza	платно	panză	N;INDF;NEUT;PL	N;DEF;FEM;SG
ирански	iraniene	ирански	iranian	ADJ;INDF;MASC;SG	ADJ;INDF;FEM;PL
ирански	iraniana	ирански	iraniană	ADJ;INDF;MASC;SG	N;DEF;FEM;SG
мориц	moritz	мориц	morit	N;INDF;MASC;SG	PROPN
износ	exporturi	износ	export	N;INDF;MASC;SG	N;INDF;FEM;PL
износ	exporturile	износ	export	N;INDF;MASC;SG	N;DEF;FEM;PL
износ	exporta	износ	exporta	N;INDF;MASC;SG	V;IND;SG;3;IPFV;FIN
износ	exportul	износ	export	N;INDF;MASC;SG	N;DEF;MASC;SG
марта	marta	марта	martă	N;INDF;FEM;SG	N;DEF;FEM;SG
марта	martha	марта	martha	N;INDF;FEM;SG	N;DEF;FEM;SG
кралско	regal	кралски	regal	ADV	ADJ;INDF;MASC;SG
кралско	regala	кралски	regală	ADV	ADJ;DEF;FEM;SG
кралско	royal	кралски	royal	ADV	N;INDF;MASC;SG
рицарите	cavaleri	рицар	cavaler	N;DEF;MASC;PL	N;INDF;MASC;PL
индекс	indexul	индекс	index	N;INDF;MASC;SG	N;DEF;MASC;SG
индекс	index	индекс	index	N;INDF;MASC;SG	
индекс	indice	индекс	indica	N;INDF;MASC;SG	
индекс	indicele	индекс	indice	N;INDF;MASC;SG	N;DEF;MASC;SG
лодка	barca	лодка	barcă	N;INDF;FEM;SG	N;DEF;FEM;SG
лодка	barca	лодка	barcă	N;INDF;FEM;SG	N;DEF;FEM;SG
йога	yoga	йога	yoga	N;INDF;FEM;SG	N;DEF;FEM;SG
платно	panza	платно	panză	N;INDF;NEUT;SG	N;DEF;FEM;SG
платно	panza	платно	panză	N;INDF;NEUT;SG	N;DEF;FEM;SG
родина	patria	родина	patrie	N;INDF;FEM;SG	N;DEF;FEM;SG
родина	patria	родина	patrie	N;INDF;FEM;SG	N;DEF;FEM;SG
родина	patriei	родина	patrie	N;INDF;FEM;SG	PROPN;DEF;FEM;SG
родина	patria	родина	patrie	N;INDF;FEM;SG	N;DEF;FEM;SG
гласът	glas	глас	glas	N;DEF;MASC;SG	N;INDF;MASC;SG
гласът	voice	глас	voic	N;DEF;MASC;SG	N;INDF;MASC;SG
гласът	voce	глас	voce	N;DEF;MASC;SG	N;INDF;FEM;SG
йоханес	johannes	йоханес	johannes	PROPN;INDF;MASC;SG	PROPN
карол	karol	карол	karol	PROPN;INDF;MASC;SG	PROPN
карол	carol	карол	carol	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
алтернатива	alternative	алтернатива	alternativ	N;INDF;FEM;SG	ADJ;INDF;FEM;PL
алтернатива	alternativa	алтернатива	alternativă	N;INDF;FEM;SG	N;DEF;FEM;SG
алтернатива	alternativ	алтернатива	alternativ	N;INDF;FEM;SG	ADV
алтернатива	alternativa	алтернатива	alternativă	N;INDF;FEM;SG	N;DEF;FEM;SG
парична	monetare	паричен	monetare	ADJ;INDF;FEM;SG	ADJ;INDF;FEM;PL
парична	monetar	паричен	monetar	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
парична	monetara	паричен	monetara	ADJ;INDF;FEM;SG	N;DEF;FEM;SG
подчертава	repere	подчертавам	repere	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
подчертава	subliniaza	подчертавам	subliniază	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
тимор	timor	тимор	timor	N;INDF;MASC;SG	PROPN
тайните	secrete	тайна	secret	N;DEF;FEM;PL	N;INDF;FEM;PL
лидерите	conducatori	лидер	conducator	N;DEF;MASC;PL	N;INDF;MASC;PL
лидерите	lideri	лидер	lider	N;DEF;MASC;PL	N;INDF;MASC;PL
николаос	nikolaos	николаос	nikolaos	PROPN;INDF;MASC;SG	PROPN
бъдещи	viitorul	бъдещ	viitor	ADJ;INDF;PL	N;DEF;MASC;SG
бъдещи	viitor	бъдещ	viitor	ADJ;INDF;PL	N;INDF;MASC;SG
пшеница	grau	пшеница	grau	N;INDF;FEM;SG	
пшеница	grau	пшеница	grau	N;INDF;FEM;SG	
баланс	balanta	баланс	balantă	N;INDF;MASC;SG	N;DEF;FEM;SG
баланс	soldul	баланс	sold	N;INDF;MASC;SG	N;DEF;MASC;SG
кучето	caine	куче	caină	N;DEF;NEUT;SG	N;INDF;MASC;SG
кучето	dog	куче	dogă	N;DEF;NEUT;SG	N;INDF;MASC;SG
кучето	caine	куче	caină	N;DEF;NEUT;SG	N;INDF;MASC;SG
свидетел	martorul	свидетел	martor	N;INDF;MASC;SG	N;DEF;MASC;SG
свидетел	martora	свидетел	martor	N;INDF;MASC;SG	N;DEF;FEM;SG
свидетел	martori	свидетел	martor	N;INDF;MASC;SG	N;INDF;MASC;PL
подвид	subspecii	подвид	subspeciu	N;INDF;MASC;SG	N;DEF;FEM;PL
цвайбрюкен	zweibrücken	цвайбрюкен	zweibrücken	N;INDF;MASC;SG	PROPN
отпадъци	risipa	отпадък	risipă	N;INDF;MASC;PL	N;DEF;FEM;SG
централа	centrala	централа	centrală	N;INDF;FEM;SG	ADJ;DEF;FEM;SG
централа	centrale	централа	centrală	N;INDF;FEM;SG	N;INDF;FEM;PL
централа	centrala	централа	centrală	N;INDF;FEM;SG	ADJ;DEF;FEM;SG
централа	central	централа	central	N;INDF;FEM;SG	ADJ;INDF;MASC;SG
централа	sedii	централа	sedie	N;INDF;FEM;SG	N;INDF;FEM;PL
сватба	casatoria	сватба	casatorie	N;INDF;FEM;SG	N;DEF;FEM;SG
сватба	casatoria	сватба	casatorie	N;INDF;FEM;SG	N;DEF;FEM;SG
сватба	nunta	сватба	nunta	N;INDF;FEM;SG	N;DEF;FEM;SG
сватба	nunta	сватба	nunta	N;INDF;FEM;SG	N;DEF;FEM;SG
литра	litri	литра	litru	N;DEF;MASC;SG	N;INDF;MASC;PL
литра	litri	литра	litru	N;DEF;MASC;SG	N;INDF;MASC;PL
резерв	rezervele	резерв	rezervă	N;INDF;MASC;SG	N;DEF;FEM;PL
резерв	rezerve	резерв	rezervă	N;INDF;MASC;SG	N;INDF;FEM;PL
резерв	rezerva	резерв	rezervă	N;INDF;MASC;SG	N;DEF;FEM;SG
резерв	rezerva	резерв	rezervă	N;INDF;MASC;SG	N;DEF;FEM;SG
лицата	chipuri	лице	chip	N;DEF;NEUT;PL	N;INDF;FEM;PL
лицата	fete	лице	fată	N;DEF;NEUT;PL	N;INDF;FEM;PL
радванска	radwańska	радвански	radwańska	PROPN;INDF;FEM;SG	
отделяне	separarea	отделяне	separare	N;INDF;NEUT;SG	N;DEF;FEM;SG
видях	vazut	видя-(се)	vaz	V;PFV;IND;SG;1;PST;FIN;ACT	ADJ;INDF;MASC;SG
видях	fierastrau	видя-(се)	fierastra	V;PFV;IND;SG;1;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
видях	ferastrau	видя-(се)	ferastra	V;PFV;IND;SG;1;PST;FIN;ACT	N;DEF;FEM;SG
конен	ecvestru	конен	ecvestru	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
полезно	util	полезен	util	ADV	ADJ;INDF;MASC;SG
полезно	folositor	полезен	folositor	ADV	ADJ;INDF;MASC;SG
полезно	utila	полезен	utila	ADV	ADJ;DEF;FEM;SG
полезно	utile	полезен	util	ADV	ADJ;INDF;FEM;PL
полезно	folositoare	полезен	folositor	ADV	ADJ;INDF;FEM
полезно	util	полезен	util	ADV	ADJ;INDF;MASC;SG
полезно	utila	полезен	utila	ADV	ADJ;DEF;FEM;SG
извършена	efectuat	извърша	efectua	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
способен	capabili	способен	capabil	ADJ;INDF;MASC;SG	V;IND;PL;2;IPFV;FIN
способен	capabila	способен	capabilă	ADJ;INDF;MASC;SG	ADJ;DEF;FEM;SG
способен	capabile	способен	capabil	ADJ;INDF;MASC;SG	ADJ;INDF;FEM;PL
способен	capabila	способен	capabilă	ADJ;INDF;MASC;SG	ADJ;DEF;FEM;SG
гледам	privind	гледам	privind	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADP;ACC
гледам	vizionarea	гледам	vizionare	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;DEF;FEM;SG
гледам	privesc	гледам	privi	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
стивънс	stephens	стивънс	stephens	PROPN;INDF;MASC;SG	PROPN
стивънс	stevens	стивънс	stevens	PROPN;INDF;MASC;SG	PROPN
диапазон	intervalul	диапазон	interval	N;INDF;MASC;SG	N;DEF;MASC;SG
алан	allan	алан	allan	PROPN;INDF;MASC;SG	PROPN
мездра	mezdra	мездра	mezdra	N;INDF;FEM;SG	
мара	mara	мара	mară	N;INDF;FEM;SG	N;DEF;FEM;SG
убеди	convinge	убедя-(се)	convinge	V;PFV;IMP;SG;2;FIN	V;IND;SG;3;PRS;FIN
бийч	beech	бийч	beech	N;INDF;MASC;SG	PROPN
документация	documentatia	документация	documentatie	N;INDF;FEM;SG	N;DEF;FEM;SG
последици	consecintele	последица	consecint	N;INDF;FEM;PL	N;DEF;FEM;PL
последици	consecinte	последица	consecint	N;INDF;FEM;PL	
последици	consecinte	последица	consecint	N;INDF;FEM;PL	
последици	efectele	последица	efect	N;INDF;FEM;PL	N;DEF;FEM;PL
последици	consecinta	последица	consecinta	N;INDF;FEM;PL	N;DEF;FEM;SG
последици	consecinta	последица	consecinta	N;INDF;FEM;PL	N;DEF;FEM;SG
ясна	jasna	ясен	jasna	ADJ;INDF;FEM;SG	
пътека	carare	пътека	carare	N;INDF;FEM;SG	
пътека	calea	пътека	cale	N;INDF;FEM;SG	N;DEF;FEM;SG
учителите	profesori	учител	profesor	N;DEF;MASC;PL	N;INDF;MASC;PL
шерлок	sherlock	шерлок	sherlock	N;INDF;MASC;SG	PROPN
осман	osman	осман	osman	N;INDF;MASC;SG	PROPN
изстрелване	lansarea	изстрелване	lansare	N;INDF;NEUT;SG	N;DEF;FEM;SG
изстрелване	lanseaza	изстрелване	lansează	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
изстрелване	lansarea	изстрелване	lansare	N;INDF;NEUT;SG	N;DEF;FEM;SG
орфей	orfeu	орфей	orfeu	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
колела	rotile	колело	roată	N;INDF;NEUT;PL	N;DEF;FEM;PL
федерална	federale	федерален	federal	ADJ;INDF;FEM;SG	ADJ;INDF;FEM;PL
федерална	federala	федерален	federală	ADJ;INDF;FEM;SG	N;DEF;FEM;SG
правомощия	puterile	правомощие	putere	N;INDF;NEUT;PL	N;DEF;FEM;PL
правомощия	powers	правомощие	powers	N;INDF;NEUT;PL	PROPN
правомощия	competente	правомощие	competent	N;INDF;NEUT;PL	ADJ;INDF;FEM;PL
правомощия	autoritate	правомощие	autoritate	N;INDF;NEUT;PL	N;INDF;FEM;SG
правомощия	autoritatea	правомощие	autoritate	N;INDF;NEUT;PL	N;DEF;FEM;SG
вълк	wolf	вълк	wolf	N;INDF;MASC;SG	PROPN
вълк	lupul	вълк	lup	N;INDF;MASC;SG	N;DEF;MASC;SG
слаб	skinny	слаб	skinny	ADJ;INDF;MASC;SG	
слаб	slab	слаб	slab	ADJ;INDF;MASC;SG	ADV
слаб	slabanog	слаб	slabanog	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
слаб	slaba	слаб	slab	ADJ;INDF;MASC;SG	ADJ;DEF;FEM;SG
слаб	slabit	слаб	slabi	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
слаб	slab	слаб	slab	ADJ;INDF;MASC;SG	ADV
слаб	slaba	слаб	slab	ADJ;INDF;MASC;SG	ADJ;DEF;FEM;SG
слаб	subtire	слаб	subtire	ADJ;INDF;MASC;SG	
слаб	subtire	слаб	subtire	ADJ;INDF;MASC;SG	
способни	capabili	способен	capabil	ADJ;INDF;PL	V;IND;PL;2;IPFV;FIN
способни	capabila	способен	capabilă	ADJ;INDF;PL	ADJ;DEF;FEM;SG
способни	capabila	способен	capabilă	ADJ;INDF;PL	ADJ;DEF;FEM;SG
способни	capabil	способен	capabil	ADJ;INDF;PL	ADJ;INDF;MASC;SG
падуа	padova	падуа	padova	PROPN;INDF;MASC;SG	PROPN
уейн	wayne	уейн	waynă	PROPN;INDF;MASC;SG	PROPN
разновидност	varietatea	разновидност	varietate	N;INDF;FEM;SG	N;DEF;FEM;SG
нашия	our	наш	our	DET;DEF;MASC;SG;1	N;INDF;MASC;SG
нашия	noastra	наш	meu	DET;DEF;MASC;SG;1	N;DEF;FEM;SG
нашия	noastra	наш	meu	DET;DEF;MASC;SG;1	N;DEF;FEM;SG
нашия	noastre	наш	meu	DET;DEF;MASC;SG;1	DET;FEM;PL;1
брут	brutus	брут	brutus	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
хърбърт	herbert	хърбърт	herbert	N;INDF;MASC;SG	PROPN
духовен	spirituala	духовен	spiritual	ADJ;INDF;MASC;SG	ADJ;DEF;FEM;SG
духовен	spirituale	духовен	spiritual	ADJ;INDF;MASC;SG	ADJ;INDF;FEM;PL
духовен	spirituala	духовен	spiritual	ADJ;INDF;MASC;SG	ADJ;DEF;FEM;SG
фишер	fisher	фишер	fisher	N;INDF;MASC;SG	PROPN
фишер	fischer	фишер	fischer	N;INDF;MASC;SG	PROPN
гръб	inapoi	гръб	inapoi	N;INDF;MASC;SG	
гръб	inapoi	гръб	inapoi	N;INDF;MASC;SG	
гръб	back	гръб	back	N;INDF;MASC;SG	
гнездото	cuib	гнездо	cuib	N;DEF;NEUT;SG	N;INDF;MASC;SG
предприемачи	antreprenorii	предприемач	antreprenor	N;INDF;MASC;PL	N;DEF;MASC;PL
тетово	tetovo	тетов	tetovo	PROPN;INDF;NEUT;SG	
яйцата	ouale	яйце	oual	N;DEF;NEUT;PL	N;INDF;FEM;PL
тодорова	todorova	тодоров	todorova	PROPN;INDF;FEM;SG	
финалите	finala	финал	finală	N;DEF;MASC;PL	N;DEF;FEM;SG
затворници	prizonierii	затворник	prizonier	N;INDF;MASC;PL	N;DEF;MASC;PL
дженифър	jennifer	дженифър	jennifer	N;INDF;FEM;PL	PROPN
правителствата	guverne	правителство	guvern	N;DEF;NEUT;PL	N;INDF;FEM;PL
неа	nea	аз	neu	PROPN;INDF;NEUT;SG	
инфо	info	инфо	info	N;INDF;MASC;SG	
инфо	informatii	инфо	informat	N;INDF;MASC;SG	N;INDF;FEM;PL
инфо	informatii	инфо	informat	N;INDF;MASC;SG	N;INDF;FEM;PL
записана	inregistrate	запиша-(се)	inregistra	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
записана	inregistrata	запиша-(се)	inregistrat	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;DEF;FEM;SG
записана	inregistrat	запиша-(се)	inregistra	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
записана	inregistrat	запиша-(се)	inregistra	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
елин	elin	елин	elin	PROPN;INDF;MASC;SG	
детройт	detroit	детройт	detroi	PROPN;INDF;MASC;SG	PROPN
ушите	urechi	ухо	urechi	N;DEF;NEUT;PL	N;INDF;FEM;PL
продуктите	produse	продукт	produs	N;DEF;MASC;PL	N;INDF;FEM;PL
министрите	ministri	министър	ministru	N;DEF;MASC;PL	N;INDF;MASC;PL
хънт	vanatoare	хънт	vanator	PROPN;INDF;MASC;SG	ADJ;INDF;FEM
хънт	hunt	хънт	fi	PROPN;INDF;MASC;SG	PROPN
хънт	vaneaza	хънт	vanează	PROPN;INDF;MASC;SG	V;IND;SG;3;IPFV;FIN
проведено	efectuat	проведа	efectua	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
нормална	normale	нормален	normal	ADJ;INDF;FEM;SG	ADJ;INDF;FEM;PL
нормална	normala	нормален	normal	ADJ;INDF;FEM;SG	ADJ;DEF;FEM;SG
нормална	normal	нормален	normal	ADJ;INDF;FEM;SG	ADV
рая	ceruri	рай	cer	N;INDF;MASC;SG	N;INDF;FEM;PL
рая	rai	рай	rai	N;INDF;MASC;SG	
рая	raiul	рай	rai	N;INDF;MASC;SG	N;DEF;MASC;SG
рая	paradisul	рай	paradis	N;INDF;MASC;SG	N;DEF;MASC;SG
рая	paradise	рай	paradis	N;INDF;MASC;SG	PROPN
съотношение	proportia	съотношение	proportie	N;INDF;NEUT;SG	N;DEF;FEM;SG
павлович	pavlovici	павлович	pavlovic	PROPN;INDF;MASC;SG	N;INDF;MASC;PL
съчетание	combinatia	съчетание	combinatie	N;INDF;NEUT;SG	N;DEF;FEM;SG
духовно	spirituala	духовен	spiritual	ADV	ADJ;DEF;FEM;SG
духовно	spiritual	духовен	spiritual	ADV	ADJ;INDF;MASC;SG
духовно	spirituale	духовен	spiritual	ADV	ADJ;INDF;FEM;PL
духовно	spirituala	духовен	spiritual	ADV	ADJ;DEF;FEM;SG
духовно	spiritual	духовен	spiritual	ADV	ADJ;INDF;MASC;SG
частно	privata	частен	privat	ADV	ADJ;DEF;FEM;SG
частно	privat	частен	privat	ADV	ADJ;INDF;MASC;SG
частно	private	частен	privat	ADV	ADJ;INDF;FEM;PL
стипендия	bursa	стипендия	bursă	N;INDF;FEM;SG	N;DEF;FEM;SG
стипендия	bursa	стипендия	bursă	N;INDF;FEM;SG	N;DEF;FEM;SG
гризачи	rozatoare	гризач	rozator	N;INDF;MASC;PL	ADJ;INDF;FEM
гризачи	rozatoare	гризач	rozator	N;INDF;MASC;PL	ADJ;INDF;FEM
практикува	practicat	практикувам	practica	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;MASC;SG
практикува	exersat	практикувам	exersa	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;INDF;MASC;SG
практикува	practicata	практикувам	practicat	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;DEF;FEM;SG
нарушава	denatureaza	нарушавам-(се)	denatureaza	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
дворецът	palat	дворец	palat	N;DEF;MASC;SG	N;INDF;MASC;SG
дворецът	palace	дворец	palac	N;DEF;MASC;SG	N;INDF;MASC;SG
дъска	tabla	дъска	tabla	N;INDF;FEM;SG	N;DEF;FEM;SG
дъска	scandura	дъска	scandura	N;INDF;FEM;SG	N;DEF;FEM;SG
томи	tommy	томи	tommy	PROPN;INDF;MASC;SG	PROPN
излъчването	radiodifuziune	излъчване	radiodifuziune	N;DEF;NEUT;SG	N;INDF;FEM;SG
проектиране	proiectarea	проектиране	proiectare	N;INDF;NEUT;SG	N;DEF;FEM;SG
мърфи	murphy	мърфя-(се)	murphy	PROPN;INDF;MASC;SG	PROPN
бесарабия	basarabia	бесарабия	basarabie	N;INDF;FEM;SG	N;DEF;FEM;SG
земноводни	amfibieni	земноводен	amfibian	ADJ;INDF;PL	N;INDF;MASC;PL
корен	radacina	корен	radacina	N;INDF;MASC;SG	N;DEF;FEM;SG
корен	radacina	корен	radacina	N;INDF;MASC;SG	N;DEF;FEM;SG
корен	radacina	корен	radacina	N;INDF;MASC;SG	N;DEF;FEM;SG
кей	kay	кей	kay	PROPN;INDF;MASC;SG	PROPN
експозиция	expunerea	експозиция	expunere	N;INDF;FEM;SG	N;DEF;FEM;SG
