char	char	char	char	N;MASC;SG	
allée	διάδρομος	aller	διάδρομος	V;FEM;SG;PST;V.PTCP	N;NOM;MASC;SG
allée	διάδρομο	aller	διάδρομος	V;FEM;SG;PST;V.PTCP	N;ACC;MASC;SG
allée	δρομάκι	aller	δρομάκι	V;FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG
allée	σοκάκι	aller	σοκάκι	V;FEM;SG;PST;V.PTCP	N;NOM;NEUT;SG
sienne	σιένα	sienne	σιένα	ADJ;FEM;SG	
sienne	σιένα	sienne	σιένα	ADJ;FEM;SG	
emily	έμιλυ	emily	έμιλος	PROPN	PROPN;NOM;FEM;SG
emily	έμιλι	emily	έμιλι	PROPN	PROPN;NOM;FEM;SG
emily	emily	emily	emily	PROPN	
explications	επεξήγηση	explication	επεξήγηση	N;FEM;PL	N;NOM;FEM;SG
explications	εξήγηση	explication	εξήγηση	N;FEM;PL	N;NOM;FEM;SG
abel	έιμπελ	abel	έιμπελ	N;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
séparé	χωρισμένοι	séparer	χωρισμένος	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;MASC;PL;V.PTCP;PASS
séparé	χωριστή	séparer	χωριστής	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
séparé	ξεχωριστά	séparer	ξεχωριστώ	V;MASC;SG;PST;V.PTCP	ADV
séparé	χωριστά	séparer	χωριστώ	V;MASC;SG;PST;V.PTCP	ADV
graphe	γραφική	graphe	γραφικός	N;MASC;SG	ADJ;NOM;FEM;SG
enregistrée	καταγράφονται	enregistrer	καταγράφω	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
enregistrée	καταγράφεται	enregistrer	καταγράφω	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
enregistrée	αποθηκευμένα	enregistrer	αποθηκεύω	V;FEM;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
enregistrée	αποθηκευμένες	enregistrer	αποθηκεύω	V;FEM;SG;PST;V.PTCP	V;PFV;NOM;FEM;PL;V.PTCP;PASS
passés	παρελθον	passer	παρελθον	V;MASC;PL;PST;V.PTCP	N;NOM;NEUT;SG
passés	περασμένες	passer	περασμένος	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL
passés	περασμένα	passer	περασμένος	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;PL
passés	παρελθόν	passer	παρελθόν	V;MASC;PL;PST;V.PTCP	N;NOM;NEUT;SG
recommandations	σύσταση	recommandation	σύσταση	N;FEM;PL	N;NOM;FEM;SG
plainte	καταγγελίες	plainte	καταγγελία	N;FEM;SG	N;NOM;FEM;PL
plainte	παράπονα	plainte	παράπονο	N;FEM;SG	N;NOM;NEUT;PL
doubles	διπλή	double	διπλός	ADJ;MASC;PL	NUM;NOM;FEM;SG
doubles	διπλό	double	διπλός	ADJ;MASC;PL	NUM;NOM;NEUT;SG
doubles	διπλά	double	διπλός	ADJ;MASC;PL	NUM;NOM;NEUT;PL
doubles	διπλός	double	διπλός	ADJ;MASC;PL	DET;NOM;DEF;MASC;SG
idéologie	ιδεολογική	idéologie	ιδεολογικός	N;FEM;SG	ADJ;NOM;FEM;SG
souverains	κυρίαρχο	souverain	κυρίαρχος	N;MASC;PL	N;NOM;NEUT;SG
copyright	copy	copyright	copy	N;MASC;SG	
martine	μαρτίν	martine	μαρτίν	N;FEM;SG	
martine	martin	martine	martin	N;FEM;SG	
martine	μάρτιν	martine	μάρτιν	N;FEM;SG	
ménages	νοικοκυριό	ménage	νοικοκυριό	N;MASC;PL	N;NOM;NEUT;SG
ménages	νοικοκυριού	ménage	νοικοκυριό	N;MASC;PL	N;GEN;NEUT;SG
captain	κυβερνήτη	captain	κυβερνήτης	PROPN	N;ACC;MASC;SG
captain	καπετάνιος	captain	καπετάνιος	PROPN	ADJ;NOM;MASC;SG
buffalo	βουβάλι	buffalo	βουβάλι	PROPN	N;NOM;NEUT;SG
buffalo	βουβάλια	buffalo	βουβάλιο	PROPN	N;NOM;NEUT;PL
buffalo	μπάφαλο	buffalo	μπάφαλος	PROPN	
italiennes	ιταλικά	italien	ιταλικά	ADJ;FEM;PL	ADV
italiennes	ιταλική	italien	ιταλικός	ADJ;FEM;PL	ADJ;NOM;FEM;SG
italiennes	ιταλός	italien	ιταλός	ADJ;FEM;PL	PROPN;NOM;MASC;SG
italiennes	ιταλικό	italien	ιταλικός	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
enlever	αφαίρεση	enlever	αφαίρεση	V;NFIN	N;ACC;FEM;SG
démographie	δημογραφικά	démographie	δημογραφικά	N;FEM;SG	ADV
asiatique	ασία	asiatique	ασία	ADJ;MASC;SG	PROPN;NOM;FEM;SG
asiatique	ασίας	asiatique	ασία	ADJ;MASC;SG	PROPN;GEN;FEM;SG
asiatique	ασιάτης	asiatique	ασιάτης	ADJ;MASC;SG	N;NOM;MASC;SG
asiatique	ασιάτες	asiatique	ασιάτης	ADJ;MASC;SG	N;NOM;MASC;PL
regarde	δείτε	regarder	βλέπω	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
regarde	ρολόι	regarder	ρολός	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
regarde	κοίτα	regarder	κοίτα	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
oklahoma	οκλαχόμα	oklahoma	οκλαχόμα	PROPN	PROPN;NOM;FEM;SG
documentaires	ντοκιμαντέρ	documentaire	ντοκιμαντέρ	ADJ;MASC;PL	N;NOM;NEUT;SG
documentaires	ντοκυμαντέρ	documentaire	ντοκυμαντέρ	ADJ;MASC;PL	N;NOM;NEUT;SG
documentaires	ντοκιμαντέρ	documentaire	ντοκιμαντέρ	ADJ;MASC;PL	N;NOM;NEUT;SG
sep	sep	sep	sep	N;MASC;SG	
sep	σεπ	sep	σεπ	N;MASC;SG	
xviii	xviii	xviii	xviii	NUM	
papa	μπαμπά	papa	μπαμπά	N;MASC;SG	
papa	μπαμπά	papa	μπαμπά	N;MASC;SG	
papa	μπαμπά	papa	μπαμπά	N;MASC;SG	
florent	φλοράν	florent	φλοράν	PROPN	N
imagine	φαντάσου	imaginer	φάντασος	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
imagine	φανταστείτε	imaginer	φαντάσσω	V;IND;SG;3;PRS;FIN	V;PFV;IND;PL;2;FIN;PASS
ordinateurs	κομπιούτερ	ordinateur	κομπιούτερ	N;MASC;PL	N;NOM;NEUT;SG
ordinateurs	υπολογιστής	ordinateur	υπολογιστής	N;MASC;PL	N;NOM;MASC;SG
ordinateurs	υπολογιστή	ordinateur	υπολογιστής	N;MASC;PL	N;ACC;MASC;SG
ordinateurs	κομπιούτερ	ordinateur	κομπιούτερ	N;MASC;PL	N;NOM;NEUT;SG
bassiste	μπασίστα	bassiste	μπασίστα	N;MASC;SG	
bassiste	μπας	bassiste	μπος	N;MASC;SG	PART
bassiste	μπάσο	bassiste	μπάσο	N;MASC;SG	
jessica	τζέσικα	jessica	τζέσικος	PROPN	N;NOM;FEM;SG
jessica	jessica	jessica	jessica	PROPN	
martial	πολεμικές	martial	πολεμικός	N;MASC;SG	ADJ;NOM;FEM;PL
bouton	κουμπί	bouton	κουμπί	N;MASC;SG	
toucher	άγγιγμα	toucher	άγγιγμα	V;NFIN	N;NOM;NEUT;SG
toucher	αφή	toucher	αφή	V;NFIN	N;NOM;FEM;SG
toucher	συγκινητικό	toucher	συγκινητικός	V;NFIN	ADJ;NOM;NEUT;SG
toucher	συγκινητική	toucher	συγκινητικός	V;NFIN	ADJ;NOM;FEM;SG
now	τώρα	now	τώρα	INTJ	ADV
now	τωρα	now	τωρα	INTJ	ADV
aoste	aosta	aoste	aosta	N;FEM;SG	
combattant	μαχητικό	combattant	μαχητικός	N;MASC;SG	ADJ;NOM;NEUT;SG
combattant	μαχητής	combattant	μαχητής	N;MASC;SG	ADJ;NOM;MASC;SG
tropicale	τροπικά	tropical	τροπικά	ADJ;FEM;SG	ADV
fossiles	απολίθωμα	fossile	απολίθωμα	N;MASC;PL	N;NOM;NEUT;SG
plastique	πλαστικές	plastique	πλαστικός	ADJ;MASC;SG	ADJ;NOM;FEM;PL
plastique	πλαστικά	plastique	πλαστικά	ADJ;MASC;SG	ADV
plastique	πλαστικά	plastique	πλαστικά	ADJ;MASC;SG	ADV
plastique	πλαστικές	plastique	πλαστικός	ADJ;MASC;SG	ADJ;NOM;FEM;PL
menaces	απειλή	menace	απειλή	N;FEM;PL	N;ACC;FEM;SG
forestier	δάση	forestier	δάσος	N;MASC;SG	N;NOM;NEUT;PL
forestier	δασικές	forestier	δασικός	N;MASC;SG	ADJ;NOM;FEM;PL
forestier	δασική	forestier	δασικός	N;MASC;SG	ADJ;NOM;FEM;SG
forestier	δάση	forestier	δάσος	N;MASC;SG	N;NOM;NEUT;PL
carrières	σταδιοδρομία	carrière	σταδιοδρομία	N;FEM;PL	N;NOM;FEM;SG
identiques	πανομοιότυπα	identique	πανομοιότυπο	ADJ;MASC;PL	ADV
identiques	ίδια	identique	ίδιος	ADJ;MASC;PL	ADJ;NOM;FEM;SG
identiques	πανομοιότυπο	identique	πανομοιότυπο	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
mécaniques	μηχανική	mécanique	μηχανικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
mécaniques	μηχανικά	mécanique	μηχανικά	ADJ;MASC;PL	ADV
mécaniques	μηχανικό	mécanique	μηχανικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
plages	παραλία	plage	παραλία	N;FEM;PL	N;NOM;FEM;SG
plages	παραλια	plage	παράλια	N;FEM;PL	N;NOM;FEM;SG
mayence	mainz	mayence	mainz	PROPN	
réguliers	θαμώνες	régulier	θάμωνας	ADJ;MASC;PL	N;NOM;MASC;PL
intérim	προσωρινός	intérim	προσωρινός	N;MASC;SG	ADJ;NOM;MASC;SG
intérim	ενδιάμεσες	intérim	ενδιάμεσα	N;MASC;SG	ADJ;NOM;FEM;PL
intérim	προσωρινή	intérim	προσωρινός	N;MASC;SG	ADJ;NOM;FEM;SG
intérim	προσωρινός	intérim	προσωρινός	N;MASC;SG	ADJ;NOM;MASC;SG
entraîné	εκπαιδευμένοι	entraîner	εκπαιδεύω	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;MASC;PL;V.PTCP;PASS
missionnaire	ιεραπόστολος	missionnaire	ιεραπόστολος	ADJ;MASC;SG	N;NOM;MASC;SG
rico	ρίκο	rico	ρίκο	PROPN	
rico	rico	rico	rico	PROPN	
vendue	πωλείται	vendre	πωλώ	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
vendue	πωλούνται	vendre	πωλώ	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
favorables	ευνοϊκή	favorable	ευνοϊκός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
protestant	προτεστάντης	protestant	προτεστάντης	N;MASC;SG	ADJ;NOM;MASC;SG
protestant	προτεστάντες	protestant	προτεστάν	N;MASC;SG	N;NOM;MASC;PL
spirituel	πνευματικά	spirituel	πνευματικά	ADJ;MASC;SG	ADV
constitutionnelle	συνταγματικά	constituinnnel	συνταγματικά	ADJ;FEM;SG	ADV
valentin	βαλεντίν	valentin	βαλεντίν	N;FEM;SG	
valentin	βαλεντάιν	valentin	βαλεντάιν	N;FEM;SG	
plaisance	plaisance	plaisance	plaisance	N;FEM;SG	
problématique	προβληματικά	problématique	προβληματικά	ADJ;FEM;SG	ADV
problématique	προβληματικές	problématique	προβληματικός	ADJ;FEM;SG	ADJ;NOM;FEM;PL
problématique	πρόβλημα	problématique	πρόβλημα	ADJ;FEM;SG	N;NOM;NEUT;SG
problématique	προβλημα	problématique	προβλημα	ADJ;FEM;SG	N;NOM;NEUT;SG
conforme	συμμορφώνονται	conforme	συμμορφώνω	ADJ;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;PASS
violent	βίαιοι	violent	βίαιος	ADJ;MASC;SG	ADJ;NOM;MASC;PL
violent	βίαιη	violent	βίαιη	ADJ;MASC;SG	N;NOM;FEM;SG
violent	βίαια	violent	βίαιο	ADJ;MASC;SG	ADV
violent	βίαιο	violent	βίαιο	ADJ;MASC;SG	N;ACC;NEUT;SG
arcades	arcade	arcade	arcade	N;FEM;PL	
madonna	παναγια	madonna	πανάγια	PROPN	N;NOM;FEM;SG
madonna	παναγία	madonna	παναγία	PROPN	N;NOM;FEM;SG
madonna	μαντόνα	madonna	μαντόνα	PROPN	PROPN;NOM;FEM;SG
sourire	χαμογελάστε	sourire	χαμογελάζω	N;MASC;SG	V;PFV;IND;PL;2;PRS;FIN;ACT
sourire	χαμογελάει	sourire	χαμογέλω	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
sourire	χαμόγελα	sourire	χαμόγελο	N;MASC;SG	N;NOM;NEUT;PL
carrés	τετράγωνα	carré	τετράγωνος	N;MASC;PL	ADV
carrés	τετράγωνο	carré	τετράγωνος	N;MASC;PL	N;NOM;NEUT;SG
carrés	πλατεία	carré	πλατεία	N;MASC;PL	N;NOM;FEM;SG
sommeil	κοιμήσου	sommeil	κόιμησος	N;MASC;SG	V;PFV;IND;SG;1;PST;FIN;ACT
sommeil	κοιμάται	sommeil	κοιμάμαι	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
sommeil	κοιμάσαι	sommeil	κοιμάζω	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
sommeil	κοιμάμαι	sommeil	κοιμάμαι	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;PASS
digne	αξιοπρεπές	digne	αξιοπρεπή	ADJ;MASC;SG	ADV
digne	άξιοι	digne	άξιος	ADJ;MASC;SG	ADJ;NOM;MASC;PL
saoudite	αραβία	saoudite	αραβία	N;MASC;SG	PROPN;ACC;FEM;SG
contenus	περιεκτικότητα	contenu	περιεκτικότητα	V;MASC;PL;PST;V.PTCP	N;NOM;FEM;SG
contenus	περιεχόμενο	contenu	περιεχόμενο	V;MASC;PL;PST;V.PTCP	N;NOM;NEUT;SG
contenus	περιεχόμενα	contenu	περιεχόμενο	V;MASC;PL;PST;V.PTCP	N;NOM;NEUT;PL
contenus	περιεχόμενο	contenu	περιεχόμενο	V;MASC;PL;PST;V.PTCP	N;NOM;NEUT;SG
perdus	χάθηκε	perdre	χάνω	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
perdus	χαμένος	perdre	χαμένος	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
perdus	χαμένη	perdre	χαμένος	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
consulat	προξενεία	consulat	προξενεία	N;MASC;SG	N;NOM;NEUT;PL
schmidt	σμιτ	schmidt	σμιτ	PROPN	PROPN;NOM;MASC;SG
schmidt	s	schmidt	s	PROPN	
schmidt	σμιντ	schmidt	σμιντ	PROPN	N
indigènes	ιθαγενείς	indigène	ιθαγενής	ADJ;MASC;PL	N;NOM;MASC;PL
magnifique	πανέμορφη	magnifique	πανέμορφος	ADJ;MASC;SG	N;NOM;FEM;SG
magnifique	πανέμορφη	magnifique	πανέμορφος	ADJ;MASC;SG	N;NOM;FEM;SG
magnifique	κούκλα	magnifique	κούκλα	ADJ;MASC;SG	N;NOM;FEM;SG
magnifique	κούκλος	magnifique	κούκλος	ADJ;MASC;SG	N;NOM;MASC;SG
classic	κλασσικά	classic	κλασσικός	N;MASC;SG	ADV
classic	κλασικά	classic	κλασικός	N;MASC;SG	ADV
classic	κλασσικό	classic	κλασσικός	N;MASC;SG	ADJ;NOM;NEUT;SG
classic	κλασική	classic	κλασικός	N;MASC;SG	ADJ;NOM;FEM;SG
classic	κλασικό	classic	κλασικός	N;MASC;SG	ADJ;NOM;NEUT;SG
hôpitaux	νοσοκομείο	hôpital	νοσοκομείο	N;MASC;PL	N;NOM;NEUT;SG
ukrainien	ουκρανίας	ukrainien	ουκρανία	ADJ;MASC;SG	PROPN;GEN;FEM;SG
amanda	amanda	amander	amanda	PROPN	
amanda	αμάντα	amander	αμάντα	PROPN	PROPN;NOM;FEM;SG
intellectuels	διανοούμενοι	intellectuel	διανοούμενος	N;MASC;PL	V;PFV;NOM;MASC;PL;V.PTCP;PASS
intellectuels	πνευματική	intellectuel	πνευματικός	N;MASC;PL	ADJ;NOM;FEM;SG
intellectuels	διανοητική	intellectuel	διανοητικός	N;MASC;PL	ADJ;NOM;FEM;SG
périodique	περιοδικές	périodique	περιοδικός	ADJ;MASC;SG	ADJ;NOM;FEM;PL
stevens	στήβενς	steven	στήβην	PROPN	N;NOM;FEM;SG
stevens	στίβενς	steven	στίβη	PROPN	N;NOM;FEM;PL
stevens	stevens	steven	stevens	PROPN	
précieux	πολύτιμοι	précieux	πολύτιμος	ADJ;MASC;SG	ADJ;NOM;MASC;PL
précieux	πολύτιμα	précieux	πολύτιμα	ADJ;MASC;SG	ADV
précieux	πολύτιμες	précieux	πολύτιμα	ADJ;MASC;SG	ADJ;NOM;FEM;PL
installent	εγκατάσταση	installer	εγκατάσταση	V;IND;PL;3;PRS;FIN	N;NOM;FEM;SG
donjon	μπουντρούμια	donjon	μπουντρούμιο	N;MASC;SG	N;NOM;NEUT;PL
donjon	μπουντρούμια	donjon	μπουντρούμιο	N;MASC;SG	N;NOM;NEUT;PL
croissant	μεγαλώνει	croissant	μεγαλώνω	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
croissant	αυξανόμενη	croissant	αυξανόμενος	N;MASC;SG	ADJ;NOM;FEM;SG
croissant	κρέσεντ	croissant	κρέσεντ	N;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
animée	κινούμενα	animer	κινούμενος	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;PL
animée	κινούμενο	animer	κινούμενος	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
amant	ερωμένη	amant	ερώνω	N;MASC;SG	V;PFV;NOM;FEM;SG;V.PTCP;PASS
légal	νομικά	légal	νομικά	ADJ;MASC;SG	ADV
batman	μπάτμαν	batman	μπάτμαν	PROPN	
tibétain	θιβέτ	tibétain	θιβέτ	ADJ;MASC;SG	
carmen	κάρμεν	carmen	κάρμεν	PROPN	PROPN;NOM;FEM;SG
condamnation	καταδίκες	condamnation	καταδίκα	N;FEM;SG	N;NOM;FEM;PL
condamnation	πεποιθήσεις	condamnation	πεποίθηση	N;FEM;SG	N;NOM;FEM;PL
lys	κρίνα	lys	κρίνος	N;MASC;SG	N;NOM;NEUT;PL
lys	λίλυ	lys	λίλς	N;MASC;SG	
lys	lily	lys	lily	N;MASC;SG	
lys	λίλι	lys	λίλι	N;MASC;SG	
rail	σιδηροδρομικών	rail	σιδηροδρομικά	N;MASC;SG	ADJ;GEN;FEM;PL
disparus	εξαφανίστηκαν	disparu	εξαφανίζω	ADJ;MASC;PL	V;PFV;IND;PL;3;PST;FIN;PASS
disparus	εξαφανίστηκε	disparu	εξαφανίζω	ADJ;MASC;PL	V;PFV;IND;SG;3;PST;FIN;PASS
accidents	συντρίβεται	accident	συντρίβομαι	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;PASS
blois	μπλουά	blois	μπλουά	PROPN	
kazakhstan	καζακστάν	kazakhstan	καζακστάν	PROPN	
kazakhstan	καζαχστάν	kazakhstan	καζαχστάν	PROPN	
spectre	φάσματα	spectre	φάσμα	N;MASC;SG	N;NOM;NEUT;PL
ajoutant	πρόσθεση	ajouter	πρόσθεση	V;PRS;V.PTCP	N;NOM;FEM;SG
achille	αχιλλέα	achille	αχιλλέα	N;MASC;SG	PROPN;ACC;MASC;SG
achille	αχιλλέα	achille	αχιλλέα	N;MASC;SG	PROPN;ACC;MASC;SG
tag	tag	tag	tag	N;MASC;SG	
publicitaire	διαφήμιση	publicitaire	διαφήμιση	ADJ;MASC;SG	N;NOM;FEM;SG
sandra	σάντρα	sandra	σάντρα	PROPN	N;NOM;FEM;SG
una	una	una	una	PROPN	
hésite	διστάσεις	hésiter	δίσταση	V;IND;SG;3;PRS;FIN	V;PFV;IND;PL;1;FIN;ACT
élémentaire	στοιχειώδες	élémentaire	στοιχειώδης	ADJ;MASC;SG	N;NOM;NEUT;SG
élémentaire	βασικές	élémentaire	βασικός	ADJ;MASC;SG	ADJ;NOM;FEM;PL
élémentaire	στοιχειώδη	élémentaire	στοιχειώδη	ADJ;MASC;SG	N;NOM;NEUT;PL
élémentaire	στοιχειώδες	élémentaire	στοιχειώδης	ADJ;MASC;SG	N;NOM;NEUT;SG
recrutement	προσλήψεις	recrutement	πρόσληψη	N;MASC;SG	N;NOM;FEM;PL
rohan	ρόχαν	rohan	ρόχος	PROPN	V;IPFV;IND;PL;3;PST;FIN;ACT
procédures	διαδικασία	procédure	διαδικασία	N;FEM;PL	N;NOM;FEM;SG
explorer	εξερεύνηση	explorer	εξερεύνηση	V;NFIN	N;ACC;FEM;SG
explorer	εξερεύνηση	explorer	εξερεύνηση	V;NFIN	N;ACC;FEM;SG
explorer	εξερευνητής	explorer	εξερευνητής	V;NFIN	N;NOM;MASC;SG
partition	διαχωριστικό	partition	διαχωριστικός	N;FEM;SG	ADJ;NOM;NEUT;SG
partition	σκορ	partition	σκορ	N;FEM;SG	
considérant	ρεσιτάλ	considérer	ρεσιτάλ	V;PRS;V.PTCP	
ana	άνα	ana	άνας	PROPN	
ana	ana	ana	ana	PROPN	
reconnus	αναγνωρίζεται	reconnaître	αναγνωρίζω	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
reconnus	αναγνωρισμένο	reconnaître	αναγνωρίζω	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
reconnus	αναγνωρισμένος	reconnaître	αναγνωρισμένος	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
reconnus	αναγνωρισμένη	reconnaître	αναγνωρίζω	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
reconnus	αναγνωρίστηκε	reconnaître	αναγνωρίζω	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
reconnus	αναγνώρισε	reconnaître	αναγνωρίζω	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
reconnus	αναγνωρισμένο	reconnaître	αναγνωρίζω	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
reconnus	αναγνωρίζεται	reconnaître	αναγνωρίζω	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
reconnus	αναγνωρίστηκε	reconnaître	αναγνωρίζω	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
reconnus	αναγνωρισμένη	reconnaître	αναγνωρίζω	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
plastiques	πλαστικά	plastique	πλαστικά	ADJ;MASC;PL	ADV
plastiques	πλαστική	plastique	πλαστικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
plastiques	πλαστικά	plastique	πλαστικά	ADJ;MASC;PL	ADV
plastiques	πλαστικό	plastique	πλαστικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
plastiques	πλαστική	plastique	πλαστικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
violation	παραβιάσεις	violation	παραβίαση	N;FEM;SG	N;NOM;FEM;PL
conservateurs	συντηρητικά	conservateur	συντηρητικά	N;MASC;PL	ADV
conservateurs	συντηρητικοί	conservateur	συντηρητικός	N;MASC;PL	ADJ;NOM;MASC;PL
conservateurs	συντηρητικούς	conservateur	συντηρητικός	N;MASC;PL	ADJ;ACC;MASC;PL
conservateurs	συντηρητική	conservateur	συντηρητικός	N;MASC;PL	ADJ;NOM;FEM;SG
conservateurs	συντηρητικό	conservateur	συντηρητικός	N;MASC;PL	ADJ;NOM;NEUT;SG
conservateurs	συντηρητικά	conservateur	συντηρητικά	N;MASC;PL	ADV
conservateurs	συντηρητικός	conservateur	συντηρητικός	N;MASC;PL	ADJ;NOM;MASC;SG
conservateurs	συντηρητικοί	conservateur	συντηρητικός	N;MASC;PL	ADJ;NOM;MASC;PL
plats	επίπεδη	plat	επίπεδο	N;MASC;PL	NUM;NOM;FEM;SG
plats	διαμέρισμα	plat	διαμέρισμα	N;MASC;PL	N;NOM;NEUT;SG
neuchâtel	neuchâtel	neuchâtel	neuchâtel	PROPN	
cameron	κάμερον	cameron	κάμερον	PROPN	PROPN;NOM;MASC;SG
gène	τζην	gène	τζεν	N;MASC;SG	
gène	gene	gène	gene	N;MASC;SG	
formés	σχηματίζεται	former	σχηματίζω	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
formés	σχηματίστηκε	former	σχηματίζω	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
formés	εκπαιδευμένος	former	εκπαιδευμένος	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
formés	εκπαιδευμένη	former	εκπαιδεύω	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
formés	εκπαιδευμένο	former	εκπαιδεύω	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
cfa	cfa	cfa	cfa	N;MASC;SG	
deutsche	deutsche	deutsche	deutsche	PROPN	
anarchiste	αναρχικοί	anarchiste	αναρχικός	ADJ;MASC;SG	ADJ;NOM;MASC;PL
indo	ινδο	indo	ινδος	PROPN	N
graphiques	γραφήματα	graphique	γράφημα	ADJ;MASC;PL	N;NOM;NEUT;PL
graphiques	γραφικό	graphique	γραφικός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
graphiques	γραφικά	graphique	γραφικά	ADJ;MASC;PL	ADV
graphiques	διαγράμματα	graphique	διάγραμμα	ADJ;MASC;PL	N;NOM;NEUT;PL
graphiques	γραφικά	graphique	γραφικά	ADJ;MASC;PL	ADV
monique	μονίκ	monique	μονίκ	ADJ;FEM;SG	N
parallèles	παράλληλη	parallèle	παράλληλος	ADJ;MASC;PL	ADJ;NOM;FEM;SG
parallèles	παράλληλο	parallèle	παράλληλος	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
parallèles	παράλληλα	parallèle	παράλληλα	ADJ;MASC;PL	ADV
parallèles	παραλληλισμοί	parallèle	παραλληλισμός	ADJ;MASC;PL	N;NOM;MASC;PL
négatif	αρνητικά	négatif	αρνητικά	ADJ;MASC;SG	ADV
juger	δικαστής	juger	δικαστής	V;NFIN	N;NOM;MASC;SG
juger	δικαστή	juger	δικαστής	V;NFIN	N;VOC;MASC;SG
juger	κριτής	juger	κριτός	V;NFIN	N;NOM;MASC;SG
résidents	ειδικευόμενος	résident	ειδικευόμενος	N;MASC;PL	ADJ;NOM;MASC;SG
résidents	κάτοικος	résident	κάτοικος	N;MASC;PL	N;NOM;MASC;SG
résidents	κάτοικο	résident	κάτοικος	N;MASC;PL	N;ACC;MASC;SG
martínez	martinez	martíne	martinez	PROPN	
martínez	μαρτίνεζ	martíne	μαρτίνω	PROPN	
martínez	martínez	martíne	martínez	PROPN	
albanie	αλβανία	albanie	αλβανία	N;FEM;SG	PROPN;ACC;FEM;SG
