der	os	der	o	DET;NOM;DEF;MASC;SG	PRO;ACC;MASC;PL;3
wäre	iria	sein	ir	V;SBJV;SG;3;PST;FIN	V;COND;SG;3;FIN
wäre	faria	sein	fazer	V;SBJV;SG;3;PST;FIN	V;COND;SG;3;FIN
neue	novo	neu	novo	ADJ;NOM;FEM;PL	ADJ;MASC;SG
neue	novidade	neu	novidade	ADJ;NOM;FEM;PL	N;FEM;SG
neue	nova	neu	novo	ADJ;NOM;FEM;PL	ADJ;FEM;SG
neue	neue	neu	neue	ADJ;NOM;FEM;PL	N;MASC;SG
leben	vivos	leben	vivo	V;NFIN	N;MASC;PL
leben	living	leben	living	V;NFIN	N;MASC;SG
leben	vida	leben	vida	V;NFIN	N;FEM;SG
leben	life	leben	life	V;NFIN	N;MASC;SG
leben	lifestyle	leben	lifestyle	V;NFIN	N;MASC;SG
leben	viva	leben	vivo	V;NFIN	N;FEM;SG
leben	live	leben	live	V;NFIN	N;MASC;SG
leben	leben	leben	leben	V;NFIN	N;MASC;SG
namen	nome	name	nome		N;MASC;SG
namen	nomes	name	nome		N;MASC;PL
weil	pq	weil	pq	CONJ	
weil	primo	weil	primo	CONJ	N;MASC;SG
weil	weil	weil	weil	CONJ	N;MASC;SG
bitte	pls	bitte	pl		N;MASC;SG
bitte	plz	bitte	plz		N;MASC;SG
relevanz	relevância	relevanz	relevância	ADJ	N;FEM;SG
relevanz	pertinência	relevanz	pertinência	ADJ	N;FEM;SG
muss	mosto	müssen	mosto	V;IND;SG;3;PRS;FIN	N;MASC;SG
muss	deve	müssen	dever	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
muss	must	müssen	must	V;IND;SG;3;PRS;FIN	N;MASC;SG
einige	algum	einige	algum	PRO;NOM;INDF;PL	DET;MASC;SG
mitglied	membro	mitglied	membro	ADJ	N;MASC;SG
wegen	porque	wegen	porque	ADP	CONJ
wegen	pq	wegen	pq	ADP	
deren	cujo	der	cujo	DET;GEN;PL	DET;MASC;SG
viele	lotes	viel	lote	ADJ;NOM;INDF;PL	N;MASC;PL
viele	montes	viel	monte	ADJ;NOM;INDF;PL	N;MASC;PL
viele	muitos	viel	muito	ADJ;NOM;INDF;PL	PRO;MASC;PL
viele	muitas	viel	muito	ADJ;NOM;INDF;PL	PRO;FEM;PL
text	texto	Text	texto		N;MASC;SG
text	letra	Text	letra		N;FEM;SG
text	letras	Text	letra		N;FEM;PL
münchen	munique	münchen	munique	PROPN;NOM;NEUT;SG	N;MASC;SG
löschen	limpo	löschen	limpo	V;NFIN	ADJ;MASC;SG
löschen	clear	löschen	clear	V;NFIN	N;MASC;SG
löschen	eliminação	löschen	eliminação	V;NFIN	N;FEM;SG
löschen	exclusão	löschen	exclusão	V;NFIN	N;FEM;SG
löschen	apagamento	löschen	apagamento	V;NFIN	N;MASC;SG
löschen	supressão	löschen	supressão	V;NFIN	N;FEM;SG
erhielt	receberam	erhalten	receber	V;IND;SG;3;PST;FIN	V;IND;PL;3;FIN
erhielt	recebidos	erhalten	receber	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
erhielt	recebidas	erhalten	receber	V;IND;SG;3;PST;FIN	V;FEM;PL;V.PTCP
zurück	devolução	zurück	devolução	ADV	N;FEM;SG
zurück	retornar	zurück	retornar	ADV	V;NFIN
zurück	retorno	zurück	retorno	ADV	N;MASC;SG
zurück	regresso	zurück	regresso	ADV	N;MASC;SG
zurück	costas	zurück	costa	ADV	N;FEM;PL
zurück	volta	zurück	volta	ADV	N;FEM;SG
zurück	voltar	zurück	voltar	ADV	V;NFIN
allem	everything	alle	everything	PRO;DAT;INDF;NEUT;SG	N;MASC;SG
geht	goes	gehen	goes	V;IND;SG;3;PRS;FIN	N;MASC;SG
friedrich	frederico	friedrich	frederico	PROPN;NOM;SG	N;MASC;SG
friedrich	friedrich	friedrich	friedrich	PROPN;NOM;SG	N;MASC;SG
friedrich	frederico	friedrich	frederico	PROPN;NOM;SG	N;MASC;SG
friedrich	frederick	friedrich	frederick	PROPN;NOM;SG	N;MASC;SG
ihren	suas	ihr	seu	DET;ACC;MASC;SG	DET;FEM;PL
saison	sazonal	saison	sazonal	N;NOM;FEM;SG	ADJ;MASC;SG
saison	sazonais	saison	sazonal	N;NOM;FEM;SG	N;MASC;PL
neuen	novas	neu	novo	ADJ;ACC;MASC;SG	ADJ;FEM;PL
neuen	novos	neu	novo	ADJ;ACC;MASC;SG	ADJ;MASC;PL
neuen	novidade	neu	novidade	ADJ;ACC;MASC;SG	N;FEM;SG
art	digite	art	digitir	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
art	gentil	art	gentil	N;NOM;FEM;SG	ADJ;MASC;SG
art	bondoso	art	bondoso	N;NOM;FEM;SG	ADJ;MASC;SG
stand	cabine	stehen	cabine	V;IND;SG;3;PST;FIN	N;FEM;SG
stand	estande	stehen	estande	V;IND;SG;3;PST;FIN	N;MASC;SG
stand	booth	stehen	booth	V;IND;SG;3;PST;FIN	N;MASC;SG
stand	barraca	stehen	barraca	V;IND;SG;3;PST;FIN	N;FEM;SG
stand	stand	stehen	stand	V;IND;SG;3;PST;FIN	N;MASC;SG
diesen	estes	dies	este	PRO;ACC;MASC;SG	DET;MASC;PL
diesen	essas	dies	esse	PRO;ACC;MASC;SG	PRO;FEM;PL
diesen	estas	dies	este	PRO;ACC;MASC;SG	PRO;FEM;PL
diesen	esses	dies	esse	PRO;ACC;MASC;SG	DET;MASC;PL
würde	dignidade	werden	dignidade	V;SBJV;SG;3;PST;FIN	N;FEM;SG
würde	iria	werden	ir	V;SBJV;SG;3;PST;FIN	V;COND;SG;3;FIN
würde	faria	werden	fazer	V;SBJV;SG;3;PST;FIN	V;COND;SG;3;FIN
worden	worden	werden	worden	V;V.PTCP;PASS	N;MASC;SG
politiker	politica	politik	politica	ADJ	N;FEM;SG
politiker	política	politik	política	ADJ	N;FEM;SG
politiker	políticos	politik	político	ADJ	N;MASC;PL
politiker	politicos	politik	politico	ADJ	N;MASC;PL
politiker	político	politik	político	ADJ	N;MASC;SG
politiker	politico	politik	politico	ADJ	N;MASC;SG
personen	pax	Person	pax	N;NOM;FEM;PL	N;MASC;SG
personen	povo	Person	povo	N;NOM;FEM;PL	N;MASC;SG
personen	gente	Person	gente	N;NOM;FEM;PL	N;FEM;SG
titel	maré	titel	maré		N;FEM;SG
titel	marés	titel	marés		N;FEM;PL
titel	trilhas	titel	trilha		N;FEM;PL
titel	trilhos	titel	trilho		N;MASC;PL
titel	faixas	titel	faixa		N;FEM;PL
titel	títulos	titel	título		N;MASC;PL
titel	titulo	titel	titulo		N;MASC;SG
titel	título	titel	título		N;MASC;SG
karl	charles	karlen	charle	PROPN;NOM;MASC;SG	N;MASC;SG
karl	carlos	karlen	carlo	PROPN;NOM;MASC;SG	N;MASC;SG
karl	karl	karlen	karl	PROPN;NOM;MASC;SG	N;MASC;SG
gut	bem	gut	bem	ADJ	ADV
daher	daí	daher	daí	ADV	INTJ
nachdem	após	nachdem	após	CONJ	ADP
nachdem	after	nachdem	after	CONJ	N;MASC;SG
nachdem	depois	nachdem	depois	CONJ	ADV
weiter	continuar	weiter	continuar	ADV	V;NFIN
weiter	continuando	weiter	continuar	ADV	V;V.MSDR
weiter	continue	weiter	continuar	ADV	V;SBJV;SG;3;PRS;FIN
weiter	continuem	weiter	continuar	ADV	V;SBJV;PL;3;PRS;FIN
weiter	continuar	weiter	continuar	ADV	V;NFIN
weiter	continua	weiter	continuar	ADV	V;IND;SG;3;PRS;FIN
weiter	continuaram	weiter	continuar	ADV	V;IND;PL;3;FIN
weiter	continuação	weiter	continuação	ADV	N;FEM;SG
weiter	continuado	weiter	continuar	ADV	V;MASC;SG;V.PTCP
weiter	continuou	weiter	continuar	ADV	V;IND;SG;3;PST;FIN
weiter	continua	weiter	continuar	ADV	V;IND;SG;3;PRS;FIN
ganz	ganz	ganz	ganz	ADV	N;MASC;SG
hans	hans	hans	haver	PROPN;NOM;MASC;SG	N;MASC;SG
johann	johann	johann	johann	PROPN;NOM;MASC;SG	N;MASC;SG
johann	john	johann	john	PROPN;NOM;MASC;SG	PROPN;MASC;SG
johann	joão	johann	joão	PROPN;NOM;MASC;SG	N;MASC;SG
johann	joao	johann	joao	PROPN;NOM;MASC;SG	N;MASC;SG
großen	large	groß	large	ADJ;PL	N;MASC;SG
großen	grande	groß	grande	ADJ;PL	ADJ;MASC;SG
großen	grandes	groß	grande	ADJ;PL	N;MASC;PL
großen	big	groß	big	ADJ;PL	N;MASC;SG
großen	grande	groß	grande	ADJ;PL	ADJ;MASC;SG
großen	grandes	groß	grande	ADJ;PL	N;MASC;PL
großen	major	groß	major	ADJ;PL	N;MASC;SG
ins	ins	ins	im		N;MASC;SG
erl	erl	erl	erl		N;MASC;SG
gehört	propriedade	gehören	propriedade	V;V.PTCP	N;FEM;SG
bild	foto	bild	foto		N;FEM;SG
bild	fotografia	bild	fotografia		N;FEM;SG
bild	imagem	bild	imagem		N;FEM;SG
bild	image	bild	image		N;MASC;SG
bild	imagem	bild	imagem		N;FEM;SG
bild	foto	bild	foto		N;FEM;SG
bild	pic	bild	pic		N;MASC;SG
bild	bild	bild	bild		N;MASC;SG
wien	viena	weinen	viena		N;FEM;SG
bezeichnet	denota	bezeichnen	denota	V;V.PTCP	N;FEM;SG
große	large	groß	large	ADJ;NOM;FEM;PL	N;MASC;SG
große	grande	groß	grande	ADJ;NOM;FEM;PL	ADJ;MASC;SG
große	grandes	groß	grande	ADJ;NOM;FEM;PL	N;MASC;PL
große	big	groß	big	ADJ;NOM;FEM;PL	N;MASC;SG
große	grande	groß	grande	ADJ;NOM;FEM;PL	ADJ;MASC;SG
große	grandes	groß	grande	ADJ;NOM;FEM;PL	N;MASC;PL
große	ótima	groß	bom	ADJ;NOM;FEM;PL	ADJ;FEM;SG
große	grande	groß	grande	ADJ;NOM;FEM;PL	ADJ;MASC;SG
große	ótimo	groß	bom	ADJ;NOM;FEM;PL	ADJ;MASC;SG
große	große	groß	große	ADJ;NOM;FEM;PL	N;MASC;SG
denn	porque	denn	porque	CONJ	CONJ
denn	pq	denn	pq	CONJ	
peter	pedro	peter	pedro	PROPN;NOM;MASC;SG	N;MASC;SG
peter	peter	peter	peter	PROPN;NOM;MASC;SG	N;MASC;SG
kommt	venham	kommen	vir	V;IND;SG;3;PRS;FIN	V;SBJV;PL;3;PRS;FIN
kommt	venha	kommen	vir	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
menschen	humano	menschen	humano	N;NOM;PL	ADJ;MASC;SG
menschen	humana	menschen	humano	N;NOM;PL	ADJ;FEM;SG
menschen	human	menschen	human	N;NOM;PL	N;MASC;SG
menschen	povo	menschen	povo	N;NOM;PL	N;MASC;SG
menschen	gente	menschen	gente	N;NOM;PL	N;FEM;SG
begann	comecei	beginnen	começar	V;IND;SG;3;PST;FIN	V;IND;SG;1;PST;FIN
begann	começaram	beginnen	começar	V;IND;SG;3;PST;FIN	V;IND;PL;3;FIN
begann	começaram	beginnen	começar	V;IND;SG;3;PST;FIN	V;IND;PL;3;FIN
aufgrund	devido	aufgrund	devido	ADP	ADV
aufgrund	devida	aufgrund	devida	ADP	V;FEM;SG;V.PTCP
aufgrund	devidas	aufgrund	devida	ADP	V;FEM;PL;V.PTCP
sei	sei	sein	saber	V;SBJV;SG;3;PRS;FIN	V;IND;SG;1;PRS;FIN
jahrhunderts	século	jahrhundert	século	ADV	N;MASC;SG
jahrhunderts	century	jahrhundert	century	ADV	N;MASC;SG
fall	case	fall	case	ADV	N;MASC;SG
fall	caso	fall	caso	ADV	N;MASC;SG
fall	fall	fall	fall	ADV	N;MASC;SG
fall	outono	fall	outono	ADV	N;MASC;SG
fall	queda	fall	queda	ADV	N;FEM;SG
wilhelm	william	wilhelm	williar	PROPN;NOM;MASC;SG	N;MASC;SG
wilhelm	willian	wilhelm	willian	PROPN;NOM;MASC;SG	N;MASC;SG
wilhelm	guilherme	wilhelm	guilherme	PROPN;NOM;MASC;SG	N;MASC;SG
wilhelm	wilhelm	wilhelm	wilhelm	PROPN;NOM;MASC;SG	N;MASC;SG
wilhelm	guilherme	wilhelm	guilherme	PROPN;NOM;MASC;SG	N;MASC;SG
englisch	ingles	englisch	ingle	ADJ	N;MASC;SG
englisch	inglês	englisch	inglês	ADJ	N;MASC;SG
danach	após	danach	após	ADV	ADP
danach	after	danach	after	ADV	N;MASC;SG
fünf	five	fünf	fiver	NUM	N;MASC;SG
fünf	fünf	fünf	fünf	NUM	N;MASC;SG
welche	qual	welch	qual	PRO;NOM;SG	PRO;MASC;SG
mehrere	varios	mehrere	vario	PRO;NOM;INDF;PL	N;MASC;PL
mehrere	múltiplas	mehrere	múltiplo	PRO;NOM;INDF;PL	ADJ;FEM;PL
mehrere	múltiplos	mehrere	múltiplo	PRO;NOM;INDF;PL	ADJ;MASC;PL
mehrere	múltipla	mehrere	múltiplo	PRO;NOM;INDF;PL	N;FEM;SG
mehrere	múltiplo	mehrere	múltiplo	PRO;NOM;INDF;PL	N;MASC;SG
form	moldes	form	molde	N;SG	N;MASC;PL
form	formar	form	formar	N;SG	V;NFIN
meter	metro	meter	metro	ADV	N;MASC;SG
meter	contadores	meter	contador	ADV	N;MASC;PL
meter	metros	meter	metro	ADV	N;MASC;PL
meter	medidores	meter	medidor	ADV	N;MASC;PL
meter	metros	meter	metro	ADV	N;MASC;PL
meter	medidor	meter	medidor	ADV	N;MASC;SG
meter	contador	meter	contador	ADV	N;MASC;SG
meter	métrica	meter	métrico	ADV	N;FEM;SG
schloss	schloss	schließen	schloss	V;SG	N;MASC;SG
schloss	fechadura	schließen	fechadura	V;SG	N;FEM;SG
schloss	lock	schließen	lock	V;SG	N;MASC;SG
schloss	cadeado	schließen	cadeado	V;SG	N;MASC;SG
schloss	castelo	schließen	castelo	V;SG	N;MASC;SG
schloss	palácio	schließen	palácio	V;SG	N;MASC;SG
schloss	palace	schließen	palace	V;SG	N;MASC;SG
gruppe	agrupar	grappe	agrupar	N;NOM;FEM;SG	V;NFIN
finden	achados	finden	achado	V;NFIN	N;MASC;PL
nahm	levaram	nehmen	levar	V;IND;SG;3;PST;FIN	V;IND;PL;3;FIN
heinrich	heinrich	heinrich	heinrich	PROPN;NOM;MASC;SG	N;MASC;SG
heinrich	henrique	heinrich	henrique	PROPN;NOM;MASC;SG	N;MASC;SG
letzten	último	letzt	último	ADJ;PL	ADJ;MASC;SG
letzten	last	letzt	last	ADJ;PL	N;MASC;SG
letzten	última	letzt	último	ADJ;PL	ADJ;FEM;SG
spielte	joguei	spielen	joguar	V;IND;SG;3;PST;FIN	V;IND;SG;1;PST;FIN
spielte	jogaram	spielen	jogar	V;IND;SG;3;PST;FIN	V;IND;PL;3;FIN
neu	novidade	neu	novidade	ADJ	N;FEM;SG
neu	neu	neu	neu	ADJ	N;MASC;SG
john	john	john	john	PROPN;NOM;MASC;SG	PROPN;MASC;SG
john	joão	john	joão	PROPN;NOM;MASC;SG	N;MASC;SG
john	joao	john	joao	PROPN;NOM;MASC;SG	N;MASC;SG
könnte	poderiam	können	poder	V;SBJV;SG;3;PST;FIN	V;COND;PL;3;FIN
könnte	podia	können	poder	V;SBJV;SG;3;PST;FIN	V;IND;SG;3;IPFV;FIN
könnte	poderia	können	poder	V;SBJV;SG;3;PST;FIN	V;COND;SG;3;FIN
könnte	podiam	können	poder	V;SBJV;SG;3;PST;FIN	V;IND;PL;3;IPFV;FIN
ging	andei	gehen	andei	V;IND;SG;3;PST;FIN	V;IND;SG;1;PST;FIN
machen	making	machen	making	V;NFIN	N;MASC;SG
machen	make	machen	make	V;NFIN	N;FEM;SG
gewann	won	gewinnen	won	V;IND;SG;3;PST;FIN	N;MASC;SG
beispiel	amostra	beispiel	amostra	ADV	N;FEM;SG
beispiel	amostras	beispiel	amostra	ADV	N;FEM;PL
beispiel	exemplo	beispiel	exemplo	ADV	N;MASC;SG
beispiel	exemplos	beispiel	exemplo	ADV	N;MASC;PL
usa	eua	usa	eua	PROPN;NOM;MASC;PL	PROPN;MASC;PL
usa	usa	usa	usar	PROPN;NOM;MASC;PL	V;IND;SG;3;PRS;FIN
recht	certo	recht	certo	ADV	ADJ;MASC;SG
recht	direito	recht	direito	ADV	N;MASC;SG
recht	direita	recht	direita	ADV	N;FEM;SG
recht	lei	recht	lei	ADV	N;FEM;SG
recht	direito	recht	direito	ADV	N;MASC;SG
recht	law	recht	law	ADV	N;MASC;SG
recht	leis	recht	lei	ADV	N;FEM;PL
zwar	embora	zwar	embora	ADV	CONJ
bin	bin	sein	bin	V;IND;SG;2;PRS;FIN	N;MASC;SG
york	york	york	york	PROPN;NOM;NEUT;SG	N;MASC;SG
york	iorque	york	iorque	PROPN;NOM;NEUT;SG	N;FEM;SG
paul	paulo	paul	paulo	PROPN;NOM;MASC;SG	N;MASC;SG
paul	paul	paul	paul	PROPN;NOM;MASC;SG	N;MASC;SG
frage	pergunte	frage	pergunte	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
frage	pedir	frage	pedir	N;NOM;FEM;SG	V;NFIN
frage	perguntar	frage	perguntar	N;NOM;FEM;SG	V;NFIN
insgesamt	total	insgesamt	total	ADV	N;MASC;SG
insgesamt	totais	insgesamt	total	ADV	ADJ;MASC;PL
gehörte	pertencia	gehören	pertencer	V;IND;SG;3;PST;FIN	V;IND;SG;3;IPFV;FIN
gehörte	pertencesse	gehören	pertencer	V;IND;SG;3;PST;FIN	V;SBJV;SG;3;IPFV;FIN
gehörte	pertenciam	gehören	pertencer	V;IND;SG;3;PST;FIN	V;IND;PL;3;IPFV;FIN
kurz	brevemente	kurz	brevemente	ADJ	ADV
kurz	resumidamente	kurz	resumidamente	ADJ	ADV
kurz	short	kurz	short	ADJ	N;MASC;SG
kurz	kurz	kurz	kurz	ADJ	N;MASC;SG
kurz	breves	kurz	breve	ADJ	N;MASC;PL
kurz	breve	kurz	breve	ADJ	N;MASC;SG
unternehmen	empresa	unternehmen	empresa	N;NOM;NEUT;PL	N;FEM;SG
unternehmen	company	unternehmen	company	N;NOM;NEUT;PL	N;MASC;SG
unternehmen	companhia	unternehmen	companhia	N;NOM;NEUT;PL	N;FEM;SG
unternehmen	negócio	unternehmen	negócio	N;NOM;NEUT;PL	N;MASC;SG
verwendet	utilizações	verwenden	utilização	V;V.PTCP	N;FEM;PL
verwendet	usos	verwenden	uso	V;V.PTCP	N;MASC;PL
straße	estreito	straß	estreito	ADJ	N;MASC;SG
straße	caminhos	straß	caminho	ADJ	N;MASC;PL
straße	estradas	straß	estrada	ADJ	N;FEM;PL
straße	rua	straß	rua	ADJ	N;FEM;SG
straße	street	straß	street	ADJ	N;MASC;SG
straße	ruas	straß	rua	ADJ	N;FEM;PL
straße	rodoviário	straß	rodoviário	ADJ	N;MASC;SG
straße	estrada	straß	estrada	ADJ	N;FEM;SG
straße	road	straß	road	ADJ	N;MASC;SG
rund	redonda	rund	redonda	ADV	N;FEM;SG
rund	redondo	rund	redonder	ADV	N;MASC;SG
rund	ronda	rund	ronda	ADV	N;FEM;SG
rund	round	rund	round	ADV	N;MASC;SG
rund	rodada	rund	rodada	ADV	N;FEM;SG
einfach	simple	einfach	simple	ADV	N;MASC;SG
einfach	simples	einfach	simples	ADV	ADJ;MASC;SG
einfach	facil	einfach	facil	ADV	ADJ;MASC;SG
einfach	fácil	einfach	fácil	ADV	ADJ;MASC;SG
einfach	easy	einfach	easy	ADV	N;MASC;SG
einfach	calma	einfach	calma	ADV	N;FEM;SG
datei	arquivo	datei	arquivo		N;MASC;SG
datei	ficheiro	datei	ficheiro		N;MASC;SG
land	pais	land	pai		N;MASC;PL
land	país	land	país		N;MASC;SG
land	land	land	land		N;MASC;SG
land	terrenos	land	terreno		N;MASC;PL
land	terras	land	terra		N;FEM;PL
land	terra	land	terra		N;FEM;SG
land	terras	land	terra		N;FEM;PL
hatten	tive	haben	ter	V;IND;PL;3;PST;FIN	V;IND;SG;1;PST;FIN
hatten	tinha	haben	ter	V;IND;PL;3;PST;FIN	V;IND;SG;3;IPFV;FIN
hatten	teve	haben	ter	V;IND;PL;3;PST;FIN	V;IND;SG;3;PST;FIN
trat	aderiram	treten	aderir	V;IND;SG;3;PST;FIN	V;IND;PL;3;FIN
tod	death	tod	death		N;MASC;SG
tod	morte	tod	morte		N;FEM;SG
tod	tod	tod	tod		N;MASC;SG
tod	óbitos	tod	óbito		N;MASC;PL
tod	mortes	tod	morte		N;FEM;PL
arbeit	trabalhos	arbeit	trabalho	N;NOM;FEM;SG	N;MASC;PL
arbeit	trabalhar	arbeit	trabalhar	N;NOM;FEM;SG	V;NFIN
arbeit	trabalhe	arbeit	trabalher	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
macht	potência	machen	potência	V;IND;SG;3;PRS;FIN	N;FEM;SG
macht	energia	machen	energia	V;IND;SG;3;PRS;FIN	N;FEM;SG
macht	poder	machen	poder	V;IND;SG;3;PRS;FIN	N;MASC;SG
macht	power	machen	power	V;IND;SG;3;PRS;FIN	N;MASC;SG
paris	paris	paris	pari	PROPN;NOM;NEUT;SG	PROPN;MASC;SG
alles	everything	alle	everything	PRO;NOM;INDF;NEUT;SG	N;MASC;SG
alles	todas	alle	todo	PRO;NOM;INDF;NEUT;SG	DET;FEM;PL
alles	todos	alle	todo	PRO;NOM;INDF;NEUT;SG	PRO;MASC;PL
alles	alles	alle	alle	PRO;NOM;INDF;NEUT;SG	N;MASC;SG
oft	frequentes	oft	frequente	ADV	ADJ;MASC;PL
oft	frequente	oft	frequente	ADV	ADJ;MASC;SG
führte	led	führen	led	V;IND;SG;3;PST;FIN	N;MASC;SG
kategorie	categorias	kategorie	categoria	N;NOM;FEM;SG	N;FEM;PL
bedeutung	relevância	bedeutung	relevância	ADJ	N;FEM;SG
bedeutung	pertinência	bedeutung	pertinência	ADJ	N;FEM;SG
bedeutung	importancia	bedeutung	importancia	ADJ	N;FEM;SG
bedeutung	importância	bedeutung	importância	ADJ	N;FEM;SG
bedeutung	significando	bedeutung	significar	ADJ	V;V.MSDR
bedeutung	significado	bedeutung	significado	ADJ	N;MASC;SG
bedeutung	significados	bedeutung	significar	ADJ	N;MASC;PL
bedeutung	significância	bedeutung	significância	ADJ	N;FEM;SG
bedeutung	significado	bedeutung	significado	ADJ	N;MASC;SG
relevant	relevância	relevant	relevância	ADJ	N;FEM;SG
relevant	pertinência	relevant	pertinência	ADJ	N;FEM;SG
bereich	sector	bereich	sector	ADV	N;MASC;SG
bereich	setor	bereich	setor	ADV	N;MASC;SG
bereich	domínio	bereich	domínio	ADV	N;MASC;SG
bereich	dominio	bereich	dominio	ADV	N;MASC;SG
bereich	cordilheira	bereich	cordilheira	ADV	N;FEM;SG
bereich	alcance	bereich	alcance	ADV	N;MASC;SG
bereich	intervalo	bereich	intervalo	ADV	N;MASC;SG
bereich	gama	bereich	gama	ADV	N;FEM;SG
bereich	seção	bereich	seção	ADV	N;FEM;SG
bereich	secção	bereich	secção	ADV	N;FEM;SG
bereich	area	bereich	area	ADV	N;FEM;SG
bereich	área	bereich	área	ADV	N;FEM;SG
verein	club	verein	club		N;MASC;SG
verein	clube	verein	clube		N;MASC;SG
verein	verein	verein	verein		N;MASC;SG
verein	associação	verein	associação		N;FEM;SG
verein	association	verein	association		N;MASC;SG
anfang	comece	anfang	começar	N;ACC;MASC;SG	V;SBJV;SG;3;PRS;FIN
anfang	comecem	anfang	começar	N;ACC;MASC;SG	V;SBJV;PL;3;PRS;FIN
anfang	iniciar	anfang	iniciar	N;ACC;MASC;SG	V;NFIN
anfang	começa	anfang	começar	N;ACC;MASC;SG	V;IND;SG;3;PRS;FIN
anfang	começar	anfang	começar	N;ACC;MASC;SG	V;NFIN
anfang	cedo	anfang	cedo	N;ACC;MASC;SG	ADV
anfang	começando	anfang	começar	N;ACC;MASC;SG	V;V.MSDR
anfang	iniciando	anfang	iniciar	N;ACC;MASC;SG	V;V.MSDR
anfang	começos	anfang	começo	N;ACC;MASC;SG	N;MASC;PL
anfang	inícios	anfang	início	N;ACC;MASC;SG	N;MASC;PL
anfang	primórdios	anfang	primórdio	N;ACC;MASC;SG	N;MASC;PL
viel	lotes	viel	lote	ADV	N;MASC;PL
viel	montes	viel	monte	ADV	N;MASC;PL
viel	much	viel	much	ADV	N;MASC;SG
viel	lot	viel	lot	ADV	N;MASC;SG
viel	lote	viel	lote	ADV	N;MASC;SG
quelle	fonte	quelle	fonte	ADJ;NOM;SG	N;FEM;SG
quelle	origem	quelle	origem	ADJ;NOM;SG	N;FEM;SG
haus	casas	haus	casa	N;NOM;NEUT;SG	N;FEM;PL
michael	miguel	michael	miguel	PROPN;NOM;MASC;SG	N;MASC;SG
michael	michael	michael	michael	PROPN;NOM;MASC;SG	N;MASC;SG
region	região	Region	região		N;FEM;SG
fand	encontrados	finden	encontrar	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
fand	achado	finden	achado	V;IND;SG;3;PST;FIN	N;MASC;SG
fand	encontraram	finden	encontrar	V;IND;SG;3;PST;FIN	V;IND;PL;3;FIN
meist	most	meist	most	ADV	N;MASC;SG
eigenen	própria	eigen	próprio	ADJ;ACC;MASC;SG	DET;FEM;SG
eigenen	own	eigen	own	ADJ;ACC;MASC;SG	PROPN;MASC;SG
findet	encontre	finden	encontre	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
findet	achados	finden	achado	V;IND;SG;3;PRS;FIN	N;MASC;PL
lang	lang	lang	lang	ADJ	N;MASC;SG
lang	longo	lang	longo	ADJ	ADV
lang	comprido	lang	comprido	ADJ	N;MASC;SG
lang	long	lang	long	ADJ	N;MASC;SG
allen	allen	alle	allen	PRO;ACC;INDF;PL	N;MASC;SG
hamburg	hamburgo	hamburg	hamburgo	PROPN;NOM;NEUT;SG	N;MASC;SG
einmal	once	einmal	once	ADV	N;MASC;SG
deutsch	alemã	deutsch	alemã	ADJ	N;FEM;SG
deutsch	alemães	deutsch	alemão	ADJ	N;MASC;PL
deutsch	alemão	deutsch	alemão	ADJ	N;MASC;SG
deutsch	ingles	deutsch	ingle	ADJ	N;MASC;SG
deutsch	inglês	deutsch	inglês	ADJ	N;MASC;SG
deutsch	deutsch	deutsch	deutsch	ADJ	N;MASC;SG
franz	franz	franz	franz	PROPN;NOM;MASC;SG	N;MASC;SG
franz	francisco	franz	francisco	PROPN;NOM;MASC;SG	N;MASC;SG
franz	francis	franz	franci	PROPN;NOM;MASC;SG	N;MASC;SG
lange	lange	lange	lange	ADV	N;MASC;SG
lange	longa	lange	longo	ADV	ADJ;FEM;SG
lange	longos	lange	longo	ADV	ADJ;MASC;PL
lange	comprido	lange	comprido	ADV	N;MASC;SG
lange	long	lange	long	ADV	N;MASC;SG
gebiet	turfa	gebieten	turfo	ADJ	N;FEM;SG
gebiet	região	gebieten	região	ADJ	N;FEM;SG
gebiet	territórios	gebieten	território	ADJ	N;MASC;PL
gebiet	território	gebieten	território	ADJ	N;MASC;SG
gebiet	zona	gebieten	zona	ADJ	N;FEM;SG
gebiet	zone	gebieten	zone	ADJ	N;MASC;SG
gebiet	area	gebieten	area	ADJ	N;FEM;SG
gebiet	área	gebieten	área	ADJ	N;FEM;SG
gesellschaft	society	gesellschaft	society	ADJ	N;MASC;SG
gesellschaft	sociedade	gesellschaft	sociedade	ADJ	N;FEM;SG
gesellschaft	empresa	gesellschaft	empresa	ADJ	N;FEM;SG
gesellschaft	company	gesellschaft	company	ADJ	N;MASC;SG
gesellschaft	companhia	gesellschaft	companhia	ADJ	N;FEM;SG
gesellschaft	gesellschaft	gesellschaft	gesellschaft	ADJ	N;FEM;SG
folge	siga	folge	siga	N;NOM;FEM;SG	V;SBJV;SG;3;PRS;FIN
