عنبر	ward	عُنبُر	ward		PROPN;ANIM;NOM;MASC;SG
صغار	mladé	صَغِير	mladý	N;NOM;INDF;PL	ADJ;NOM;NEUT;SG
صغار	mlada	صَغِير	mlada	N;NOM;INDF;PL	N;NOM;FEM;SG
صغار	mladí	صَغِير	mladý	N;NOM;INDF;PL	ADJ;ANIM;NOM;MASC;PL
صغار	young	صَغِير	young	N;NOM;INDF;PL	PROPN;ANIM;NOM;MASC;SG
صغار	mladá	صَغِير	mladý	N;NOM;INDF;PL	ADJ;NOM;FEM;SG
راسل	russell	رَاسِل	russell		PROPN;ANIM;NOM;MASC;SG
شتات	diaspóry	شِتَات	diaspóra	N;NOM;INDF;SG	N;NOM;FEM;PL
الجمجمة	lebku	جُمجُمَة	lebka	N;NOM;DEF;SG	N;ACC;FEM;SG
الجمجمة	lebky	جُمجُمَة	lebka	N;NOM;DEF;SG	N;NOM;FEM;PL
الكبريت	síry	كِبرِيت	sír	N;NOM;DEF;SG	N;NOM;FEM;PL
الكبريت	síry	كِبرِيت	sír	N;NOM;DEF;SG	N;NOM;FEM;PL
الظل	tiene	ظِلّ	tieň	N;NOM;DEF;SG	N;INAN;NOM;MASC;PL
الظل	tieňom	ظِلّ	tieň	N;NOM;DEF;SG	N;INAN;INS;MASC;SG
الظل	tieňa	ظِلّ	tieň	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
الظل	tieni	ظِلّ	tieň	N;NOM;DEF;SG	N;INAN;ESS;MASC;SG
الظل	tieňa	ظِلّ	tieň	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
يختار	vyberie	اِختَار	vybrať	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
يختار	vyberie	اِختَار	vybrať	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
كارتر	carterová	كارتر	carterová		N;NOM;FEM;SG
كارتر	carter	كارتر	carter		PROPN;ANIM;NOM;MASC;SG
نيفادا	nevade	نيفادا	vadieť		PROPN;NOM;MASC;SG
القلم	perom	قَلَم	pero	N;NOM;DEF;SG	N;INS;NEUT;SG
القلم	pen	قَلَم	pen	N;NOM;DEF;SG	PROPN;ANIM;NOM;MASC;SG
القلم	pera	قَلَم	pero	N;NOM;DEF;SG	N;GEN;NEUT;SG
التقديرات	odhadnúť	تَقدِير	odhadnúť	N;NOM;DEF;PL	V;PFV;POS;NFIN
التقديرات	odhadom	تَقدِير	odhad	N;NOM;DEF;PL	N;INAN;INS;MASC;SG
التقديرات	odhad	تَقدِير	odhad	N;NOM;DEF;PL	N;INAN;NOM;MASC;SG
التقديرات	odhadov	تَقدِير	odhad	N;NOM;DEF;PL	N;INAN;GEN;MASC;PL
تدرج	gradient	دَرَج	gradient	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;INAN;NOM;MASC;SG
تدرج	sklon	دَرَج	sklon	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;INAN;NOM;MASC;SG
تدرج	prechod	دَرَج	prechod	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;INAN;NOM;MASC;SG
تدرج	vložiť	دَرَج	vložiť	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;POS;NFIN
مواصلة	pokračovania	مُوَاصَلَة	pokračovanie	N;NOM;INDF;SG	N;NOM;NEUT;PL
مواصلة	pokračovať	مُوَاصَلَة	pokračovať	N;NOM;INDF;SG	V;IPFV;POS;NFIN
مواصلة	pokračujte	مُوَاصَلَة	pokračovať	N;NOM;INDF;SG	V;IPFV;IMP;PL;2;POS;FIN
كاي	kai	كَاي	kai		PROPN;ANIM;NOM;MASC;SG
كاي	kay	كَاي	kay		PROPN;NOM;FEM;SG
التنين	draka	تَنَيَّن	drak	N;NOM;DEF;SG	N;ANIM;ACC;MASC;SG
التنين	drak	تَنَيَّن	drak	N;NOM;DEF;SG	PROPN;ANIM;NOM;MASC;SG
تغيرت	zmenené	تَغَيَّر	zmenený	V;PFV;FEM;SG;3;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
تغيرت	zmenená	تَغَيَّر	zmenený	V;PFV;FEM;SG;3;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
تتويج	vrcholný	تَتوِيج	vrcholný	N;NOM;INDF;SG	ADJ;ANIM;NOM;MASC;SG
اريد	chcieť	اريد	chcieť		V;IPFV;POS;NFIN
اريد	chceš	اريد	chcieť		V;IPFV;IND;SG;2;POS;PRS;FIN
اريد	chcu	اريد	chcieť		N;INAN;NOM;MASC;SG
اريد	chces	اريد	chces		INTJ
اريد	chcem	اريد	chcieť		V;IPFV;IND;SG;1;POS;PRS;FIN
هول	hala	هُول	hať		N;NOM;FEM;SG
هول	sála	هُول	sála		N;NOM;FEM;SG
هول	sieň	هُول	sieň		N;NOM;FEM;SG
هول	hall	هُول	hall		PROPN;ANIM;NOM;MASC;SG
مشارك	účastníka	مَشرَكَة	účastník	N;NOM;INDF;SG	N;ANIM;ACC;MASC;SG
الطقوس	rituál	طَقوَس	rituál	N;NOM;DEF;PL	N;INAN;NOM;MASC;SG
الفطر	huby	فِطر	huby	N;NOM;DEF;SG	N;NOM;FEM;PL
الفطر	húb	فِطر	húb	N;NOM;DEF;SG	N;GEN;FEM;PL
المعتقدات	presvedčenie	مُعتَقَد	presvedčenie	N;NOM;DEF;PL	N;NOM;NEUT;SG
دل	del	دَلّ	del	V;PFV;MASC;SG;3;ACT	PROPN;ANIM;NOM;MASC;SG
جرذ	potkany	جُرذ	potkan	N;NOM;INDF;SG	N;INAN;NOM;MASC;PL
جرذ	rat	جُرذ	rat	N;NOM;INDF;SG	PROPN;ANIM;NOM;MASC;SG
سكاي	obloha	سَاكِي	obloha		N;NOM;FEM;SG
سكاي	sky	سَاكِي	sky		PROPN;ANIM;NOM;MASC;SG
سكاي	nebo	سَاكِي	nebo		N;NOM;NEUT;SG
ثمان	eight	ثَمَانِيَة	eight	NUM;NOM;INDF;FEM	PROPN;ANIM;NOM;MASC;SG
ثمان	ôsmimi	ثَمَانِيَة	osem	NUM;NOM;INDF;FEM	NUM;INS;MASC;PL
ثمان	ôsmich	ثَمَانِيَة	osem	NUM;NOM;INDF;FEM	NUM;GEN;MASC;PL
باعتبار	vzhľadom	باعتبار	vzhľad	PRO;ACC;MASC;PL;3	N;INAN;INS;MASC;SG
الناجحة	úspešní	نَاجِح	úspešniť	ADJ;NOM;DEF;FEM;SG	ADJ;ANIM;NOM;MASC;PL
السجل	zaznamenávať	سِجِلّ	zaznamenávať	N;NOM;DEF;SG	V;IPFV;POS;NFIN
السجل	zaznamenať	سِجِلّ	zaznamenať	N;NOM;DEF;SG	V;PFV;POS;NFIN
السجل	nahrať	سِجِلّ	nahrať	N;NOM;DEF;SG	V;PFV;POS;NFIN
السجل	registrovať	سِجِلّ	registrovať	N;NOM;DEF;SG	V;IPFV;POS;NFIN
السجل	zaregistrovať	سِجِلّ	zaregistrovať	N;NOM;DEF;SG	V;IPFV;POS;NFIN
السجل	log	سِجِلّ	log	N;NOM;DEF;SG	
موحدة	zjednotení	مُوَحَّد	zjednotenie	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;PL
موحدة	uniformy	مُوَحَّد	uniforma	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;PL
موحدة	uniforma	مُوَحَّد	uniforma	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
التحدي	výzvu	تَحَدِّي	výzva	N;NOM;DEF;SG	N;ACC;FEM;SG
التحدي	vyzvať	تَحَدِّي	vyzvať	N;NOM;DEF;SG	V;PFV;POS;NFIN
سونغ	sung	سونغ	sunga		NUM
سونغ	pesnička	سونغ	pesnička		N;NOM;FEM;SG
سونغ	pieseň	سونغ	pieseň		N;NOM;FEM;SG
سونغ	skladba	سونغ	skladba		N;NOM;FEM;SG
سونغ	song	سونغ	song		
محاضرة	prednášky	مُحَاضَرَة	prednáška	N;NOM;INDF;SG	N;NOM;FEM;PL
محاضرة	prednášku	مُحَاضَرَة	prednáška	N;NOM;INDF;SG	N;ACC;FEM;SG
الالكترونية	elektronickej	إِلِكترُونِيّ	elektronický	ADJ;NOM;DEF;FEM;SG	ADJ;GEN;FEM;SG
هوليوود	hollywood	هوليوود	hollywood		PROPN;ANIM;NOM;MASC;SG
هوليوود	hollywoode	هوليوود	hollywoode		N;INAN;NOM;MASC;SG
هوليوود	hollywoodu	هوليوود	hollywooda		N;INAN;GEN;MASC;SG
بوير	boyer	بوير	boyer		PROPN;ANIM;NOM;MASC;SG
الديناصورات	dinosaurov	دِينَاصُور	dinosaur		N;INAN;GEN;MASC;SG
الديناصورات	dinosaury	دِينَاصُور	dinosaur		N;INAN;NOM;MASC;PL
الديناصورات	dinosaurus	دِينَاصُور	dinosaurus		N;ANIM;NOM;MASC;SG
الديناصورات	dinosaury	دِينَاصُور	dinosaur		N;INAN;NOM;MASC;PL
شمسي	slnečné	شمسي	slnečný	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;PL
شمسي	solárne	شمسي	solárny	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;PL
اربع	štyroch	أَربَعَة	štyri	NUM;NOM;INDF;FEM	NUM;ANIM;ACC;MASC;PL
اربع	štvorka	أَربَعَة	štvorka	NUM;NOM;INDF;FEM	N;NOM;FEM;SG
الحافة	okraja	حَافّ	okraj	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
الحافة	hrany	حَافّ	hrana	N;NOM;DEF;SG	N;NOM;FEM;PL
فرح	radosti	فُرحَة	radosť		N;NOM;FEM;PL
فرح	radosť	فُرحَة	radosť		N;NOM;FEM;SG
فرح	radost	فُرحَة	radost		INTJ
فرح	farah	فُرحَة	farah		N;NOM;FEM;SG
الخبرات	odbornosť	خِبرَة	odbornosť	N;NOM;DEF;PL	N;NOM;FEM;SG
الخبرات	skúsenosť	خِبرَة	skúsenosť	N;NOM;DEF;PL	N;NOM;FEM;SG
الخبرات	prax	خِبرَة	prax	N;NOM;DEF;PL	N;NOM;FEM;SG
الخبرات	zažiť	خِبرَة	zažiť	N;NOM;DEF;PL	V;PFV;POS;NFIN
الخبرات	zážitok	خِبرَة	zážitok	N;NOM;DEF;PL	N;INAN;NOM;MASC;SG
المدار	orbitu	مَدَار	orbita	N;NOM;DEF;SG	N;ACC;FEM;SG
التشريح	anatómie	تَشرِيح	anatómia	N;NOM;DEF;SG	N;NOM;FEM;PL
التشريح	pitvu	تَشرِيح	pitva	N;NOM;DEF;SG	N;ACC;FEM;SG
التشريح	pitvy	تَشرِيح	pitva	N;NOM;DEF;SG	N;NOM;FEM;PL
تشي	chi	تشي	chi		PROPN;NOM;FEM;SG
تشي	che	تشي	che		PROPN;ANIM;NOM;MASC;SG
ظاهر	viditeľný	ظاهر	viditeľný		ADJ;ANIM;NOM;MASC;SG
ظاهر	viditeľné	ظاهر	viditeľný		ADJ;NOM;NEUT;SG
ظاهر	viditeľná	ظاهر	viditeľný		ADJ;NOM;FEM;SG
ظاهر	zjavná	ظاهر	zjavný		ADJ;NOM;FEM;SG
ظاهر	zjavné	ظاهر	zjavný		ADJ;NOM;NEUT;SG
ظاهر	zjavný	ظاهر	zjavný		ADJ;ANIM;NOM;MASC;SG
دفعة	propagovať	دَفعَة	propagovať	N;NOM;INDF;SG	V;IPFV;POS;NFIN
دفعة	platbu	دَفعَة	platba	N;NOM;INDF;SG	N;ACC;FEM;SG
دفعة	platobné	دَفعَة	platobný	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
دفعة	platby	دَفعَة	platba	N;NOM;INDF;SG	N;NOM;FEM;PL
النسوية	feminizmus	نَسَوِيّ	feminizmus	ADJ;NOM;DEF;FEM;SG	N;INAN;NOM;MASC;SG
النسوية	feministka	نَسَوِيّ	feministko	ADJ;NOM;DEF;FEM;SG	N;NOM;FEM;SG
لوح	rada	لَوح	rád		N;NOM;FEM;SG
لوح	predstavenstvo	لَوح	predstavenstvo		N;NOM;NEUT;SG
لوح	doska	لَوح	doska		N;NOM;FEM;SG
لوح	palube	لَوح	paluba		N;NOM;FEM;SG
لوح	board	لَوح	board		N;NOM;FEM;SG
لوح	tabletu	لَوح	tablet		N;INAN;GEN;MASC;SG
لوح	tabuľa	لَوح	tabuľa		N;NOM;FEM;SG
لوح	tablety	لَوح	tablet		N;NOM;FEM;PL
لوح	tablet	لَوح	tablet		N;INAN;NOM;MASC;SG
لوح	vlna	لَوح	vlna		N;NOM;FEM;SG
لوح	vlnová	لَوح	vlnový		ADJ;NOM;FEM;SG
لوح	vlnu	لَوح	vln		N;ACC;FEM;SG
عينات	vzoriek	عينات	vzorka	N;NOM;INDF;PL	N;GEN;FEM;PL
الميل	sklonu	مِيل	sklon	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
الميل	míľu	مِيل	míľ	N;NOM;DEF;SG	N;ACC;FEM;SG
منصات	platforiem	مِنَصَّة	platforma	N;NOM;INDF;PL	N;GEN;FEM;PL
منصات	paliet	مِنَصَّة	palet	N;NOM;INDF;PL	N;GEN;FEM;PL
المدرج	dráhy	مُدَرَّج	dráha	N;NOM;DEF;SG	N;NOM;FEM;PL
المليون	miliónov	مِليُون	milión	NUM;NOM;DEF;SG	NUM;INAN;GEN;MASC;PL
المليون	milióny	مِليُون	milión	NUM;NOM;DEF;SG	N;INAN;NOM;MASC;PL
تقليد	tradíciu	تَقلِيد	tradícia	N;NOM;INDF;SG	N;ACC;FEM;SG
تقليد	tradície	تَقلِيد	tradícia	N;NOM;INDF;SG	N;NOM;FEM;PL
السعة	kapacity	سِعَّة	kapacita	N;NOM;DEF;SG	N;NOM;FEM;PL
الموانئ	prístavov	مِينَاء	prístav	N;NOM;DEF;PL	N;INAN;GEN;MASC;PL
عقل	mozgová	عَقَل	mozgový		ADJ;NOM;FEM;SG
عقل	mozog	عَقَل	mozog		N;INAN;NOM;MASC;SG
عقل	mozgu	عَقَل	mozog		N;INAN;GEN;MASC;SG
عقل	myseľ	عَقَل	myseľ		N;NOM;FEM;SG
عقل	rozum	عَقَل	rozum		N;INAN;NOM;MASC;SG
عقل	mysel	عَقَل	mysieť		INTJ
عقل	nazor	عَقَل	nazor		INTJ
دنيا	minimálne	دَنِيّ	minimálne	ADJ;ACC;INDF;MASC;SG	ADV
دنيا	minimum	دَنِيّ	minimum	ADJ;ACC;INDF;MASC;SG	N;NOM;NEUT;SG
دنيا	minimálny	دَنِيّ	minimálny	ADJ;ACC;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
دنيا	minimálna	دَنِيّ	minimálny	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;FEM;SG
الطلاق	rozviesť	طَلَاق	rozviesť	N;NOM;DEF;SG	V;PFV;POS;NFIN
خفيف	svetlo	خفيف	svetlo	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
خفيف	svetla	خفيف	svetlo	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;PL
الكومنولث	spoločenstva	الكومنولث	spoločenstvo		N;NOM;NEUT;PL
الكومنولث	spoločenstvo	الكومنولث	spoločenstvo		N;NOM;NEUT;SG
جلدية	koža	جَلَدِيَّة	koža	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
الفائزين	výhercov	فَائِز	výherec	ADJ;NOM;DEF;MASC;PL	N;INAN;GEN;MASC;PL
الفائزين	víťazi	فَائِز	víťaz	ADJ;NOM;DEF;MASC;PL	N;ANIM;NOM;MASC;PL
الفائزين	víťazov	فَائِز	víťaz	ADJ;NOM;DEF;MASC;PL	N;ANIM;ACC;MASC;PL
المرجح	vážených	مُرَجَّح	vážený	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
تهديد	ohrozujúce	تَهدِيد	ohrozujúci	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
تهديد	vyhráža	تَهدِيد	vyhrážať	N;NOM;INDF;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
المعيار	kritéria	مِعيَار	kritérium	N;NOM;DEF;SG	N;NOM;NEUT;PL
المعيار	štandardný	مِعيَار	štandardný	N;NOM;DEF;SG	ADJ;INAN;NOM;MASC;SG
المعيار	štandardné	مِعيَار	štandardný	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الهياكل	konštrukcie	هَيكَل	konštrukcia	N;NOM;DEF;SG	N;NOM;FEM;PL
الهياكل	stavby	هَيكَل	stavba	N;NOM;DEF;SG	N;NOM;FEM;PL
الهياكل	štruktúry	هَيكَل	štruktúra	N;NOM;DEF;SG	N;NOM;FEM;PL
المنفى	exile	مَنفَى	exila	N;NOM;DEF;SG	PROPN;INAN;NOM;MASC;SG
الرباعي	kvarteto	رُبَاعِيّ	kvartet		N;INAN;NOM;MASC;SG
المصلحة	úroky	مَصلَحَة	úrok	N;NOM;DEF;SG	N;INAN;NOM;MASC;PL
مجلدات	objemy	مُجَلَّد	objem	ADJ;NOM;INDF;FEM;PL	N;INAN;NOM;MASC;PL
مجلدات	objemov	مُجَلَّد	objem	ADJ;NOM;INDF;FEM;PL	N;INAN;GEN;MASC;PL
الحفظ	úspory	حِفظ	úspor	N;NOM;DEF;SG	N;INAN;NOM;MASC;PL
باراغواي	paraguaj	باراغواي	paraguaj		N;INAN;NOM;MASC;SG
يوميات	vestník	يَومِيّ	vestník	ADJ;NOM;INDF;FEM;PL	N;INAN;NOM;MASC;SG
يوميات	denník	يَومِيّ	denník	ADJ;NOM;INDF;FEM;PL	N;INAN;NOM;MASC;SG
يوميات	vestníku	يَومِيّ	vestník	ADJ;NOM;INDF;FEM;PL	N;INAN;GEN;MASC;SG
يوميات	denníku	يَومِيّ	denník	ADJ;NOM;INDF;FEM;PL	N;INAN;DAT;MASC;SG
يوميات	denník	يَومِيّ	denník	ADJ;NOM;INDF;FEM;PL	N;INAN;NOM;MASC;SG
فرديناند	ferdinand	فرديناند	ferdinand		N;ANIM;NOM;MASC;SG
تعليقات	komentár	تَعلِيق	komentár	N;NOM;INDF;PL	N;INAN;NOM;MASC;SG
تعليقات	komentárov	تَعلِيق	komentár	N;NOM;INDF;PL	N;ANIM;GEN;MASC;PL
المهن	povolaní	مِهنَة	povolanie	N;NOM;DEF;PL	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
المهن	kariéra	مِهنَة	kariéra	N;NOM;DEF;PL	N;NOM;FEM;SG
المهن	povolaní	مِهنَة	povolanie	N;NOM;DEF;PL	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
تلفاز	tv	تَلفَاز	tv	N;NOM;INDF;SG	
تلفاز	televízie	تَلفَاز	televízia	N;NOM;INDF;SG	N;NOM;FEM;PL
تلفاز	televízne	تَلفَاز	televízny	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
السلبي	pasívne	سَلبِيّ	pasívne	ADJ;NOM;DEF;MASC;SG	ADV
جيب	jeep	جيب	jeep	N;NOM;INDF;SG	PROPN;ANIM;NOM;MASC;SG
جيب	vreckové	جيب	vreckový	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
جيب	vrecku	جيب	vrecko	N;NOM;INDF;SG	N;DAT;NEUT;SG
حقن	injekcie	حَقَّن	injekcia	N;NOM;INDF;SG	ADV
حقن	injekciu	حَقَّن	injekcia	N;NOM;INDF;SG	DET;ACC;FEM;SG
حقن	injekciu	حَقَّن	injekcia	N;NOM;INDF;SG	DET;ACC;FEM;SG
حقن	injekcia	حَقَّن	injekcia	N;NOM;INDF;SG	DET;NOM;FEM;SG
ساوث	južný	سَاوث	južný		ADJ;ANIM;NOM;MASC;SG
ساوث	juhu	سَاوث	juh		N;INAN;NOM;MASC;SG
ساوث	južná	سَاوث	južný		ADJ;NOM;FEM;SG
ساوث	južné	سَاوث	južný		ADJ;NOM;NEUT;SG
ساوث	južnej	سَاوث	južný		ADJ;GEN;FEM;SG
ساوث	juh	سَاوث	juh		N;INAN;NOM;MASC;SG
بالضبط	presne	بَالضبط	presne	N;NOM;DEF;SG	PART
البطالة	nezamestnanosti	بِطَالَة	nezamestnanosť	N;NOM;DEF;SG	N;NOM;FEM;PL
تجهيز	spracovania	تَجهِيز	spracovanie	N;NOM;INDF;SG	N;NOM;NEUT;PL
الجلسة	stretnutia	جَلسَة	stretnutie	N;NOM;DEF;SG	N;NOM;NEUT;PL
الحريات	slobôd	حُرِّيَّة	sloboda	N;NOM;DEF;PL	N;GEN;FEM;PL
تغلب	beat	تَغَلَّب	beat	V;PFV;MASC;SG;3;ACT	PROPN;ANIM;NOM;MASC;SG
تغلب	rytmus	تَغَلَّب	rytmus	V;PFV;MASC;SG;3;ACT	N;INAN;NOM;MASC;SG
تغلب	biť	تَغَلَّب	biť	V;PFV;MASC;SG;3;ACT	V;IPFV;POS;NFIN
احداث	príbehov	حَدَث	príbeh	N;NOM;INDF;PL	N;INAN;GEN;MASC;PL
احداث	udalostí	حَدَث	udalosť	N;NOM;INDF;PL	N;GEN;FEM;PL
ركوب	jazdiť	ركوب	jazdiť	N;NOM;INDF;SG	V;IPFV;POS;NFIN
ركوب	jazdu	ركوب	jazda	N;NOM;INDF;SG	N;ACC;FEM;SG
ركوب	jazdiť	ركوب	jazdiť	N;NOM;INDF;SG	V;IPFV;POS;NFIN
نمر	tiger	نمر	tiger		N;ANIM;NOM;MASC;SG
نمر	tigra	نمر	tiger		N;NOM;FEM;SG
نمر	leopard	نمر	leopard		N;ANIM;NOM;MASC;SG
الخريف	padnúť	خَرِيف	padnúť	N;NOM;DEF;SG	V;PFV;POS;NFIN
الخريف	spadnúť	خَرِيف	spadnúť	N;NOM;DEF;SG	V;PFV;POS;NFIN
شمسية	dáždnik	شَمسِيّ	dáždnik	ADJ;NOM;INDF;FEM;SG	N;INAN;NOM;MASC;SG
شمسية	slnečné	شَمسِيّ	slnečný	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;PL
شمسية	solárne	شَمسِيّ	solárny	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;NEUT;PL
النجار	carpenter	نَجَّار	carpenter		N;ANIM;NOM;MASC;SG
النهج	priblíženia	نَهج	priblíženie	N;NOM;DEF;SG	N;NOM;NEUT;PL
النهج	prístupy	نَهج	prístup	N;NOM;DEF;SG	N;INAN;NOM;MASC;PL
النهج	prístupov	نَهج	prístup	N;NOM;DEF;SG	N;INAN;GEN;MASC;PL
النهج	pristupovať	نَهج	pristupovať	N;NOM;DEF;SG	V;IPFV;POS;NFIN
جامايكا	jamajka	جامايكا	jamajka		N;NOM;FEM;SG
جامايكا	jamajského	جامايكا	jamajský		ADJ;GEN;MASC;SG
روضة	škôlke	رَوضَة	škôlka	N;NOM;INDF;SG	N;DAT;FEM;SG
روضة	škôlky	رَوضَة	škôlka	N;NOM;INDF;SG	N;NOM;FEM;PL
تدمر	zničiť	دَمَّر	zničiť		V;PFV;POS;NFIN
تدمر	zničí	دَمَّر	zničiť		V;PFV;IND;SG;3;POS;PRS;FIN
تدمر	ničiť	دَمَّر	ničiť		V;IPFV;POS;NFIN
الكثيرون	mnohé	كَثِير	mnohý	ADJ;NOM;DEF;MASC;PL	ADJ;NOM;NEUT;SG
الكثيرون	veľa	كَثِير	veľa	ADJ;NOM;DEF;MASC;PL	NUM;NOM;NEUT;SG
الكثيرون	mnoho	كَثِير	mnoho	ADJ;NOM;DEF;MASC;PL	NUM;NOM;NEUT;SG
الكثيرون	vela	كَثِير	vela	ADJ;NOM;DEF;MASC;PL	INTJ
تقاطع	križovatke	تَقَاطُع	križovatka	N;NOM;INDF;SG	N;DAT;FEM;SG
تقاطع	križovatky	تَقَاطُع	križovatka	N;NOM;INDF;SG	N;NOM;FEM;PL
نشيد	pochváliť	نشيد	pochváliť	N;NOM;INDF;SG	V;PFV;POS;NFIN
نشيد	chváliť	نشيد	chváliť	N;NOM;INDF;SG	V;IPFV;POS;NFIN
نشيد	hymnu	نشيد	hymnúť	N;NOM;INDF;SG	N;ACC;FEM;SG
تاريخيا	historicky	تَارِيخِيّ	historicky	ADJ;ACC;INDF;MASC;SG	ADV
عنف	násilné	عُنف	násilný	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
عنف	násilný	عُنف	násilný	N;NOM;INDF;SG	ADJ;ANIM;NOM;MASC;SG
عنف	násilne	عُنف	násilne	N;NOM;INDF;SG	ADV
عنف	násilia	عُنف	násilie	N;NOM;INDF;SG	N;NOM;NEUT;PL
شيد	prístrešok	شَاد	prístrešok	V;PFV;MASC;SG;3;PASS	N;INAN;NOM;MASC;SG
وين	wayne	وين	wayne		PROPN;ANIM;NOM;MASC;SG
وين	wen	وين	wen		PROPN;ANIM;NOM;MASC;SG
مستر	pán	مَستَر	pán		N;ANIM;NOM;MASC;SG
تدهور	zhoršenia	تَدَهوُر	zhoršenie	N;NOM;INDF;SG	N;NOM;NEUT;PL
تدهور	degradácie	تَدَهوُر	degradácia	N;NOM;INDF;SG	N;NOM;FEM;PL
الصراعات	konfliktov	صِرَاع	konflikt	N;NOM;DEF;PL	N;INAN;GEN;MASC;PL
الصراعات	konfliktom	صِرَاع	konflikt	N;NOM;DEF;PL	N;INAN;INS;MASC;SG
الصراعات	konflikt	صِرَاع	konflikt	N;NOM;DEF;PL	N;INAN;NOM;MASC;SG
بيانو	piano	بيانو	piano		N;INAN;NOM;MASC;SG
بيانو	klavír	بيانو	klavír		N;INAN;NOM;MASC;SG
اخذ	prevzaté	أَخذ	prevziať	V;PFV;MASC;SG;3;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
اخذ	prijatých	أَخذ	prijatý	V;PFV;MASC;SG;3;ACT	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
اخذ	prijaté	أَخذ	prijatý	V;PFV;MASC;SG;3;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
اخذ	užívanie	أَخذ	užívanie	V;PFV;MASC;SG;3;ACT	N;NOM;NEUT;SG
اخذ	brať	أَخذ	brať	V;PFV;MASC;SG;3;ACT	V;IPFV;POS;NFIN
اخذ	brať	أَخذ	brať	V;PFV;MASC;SG;3;ACT	V;IPFV;POS;NFIN
اخذ	zober	أَخذ	zober	V;PFV;MASC;SG;3;ACT	V;PFV;IMP;SG;2;POS;FIN
اخذ	zoberte	أَخذ	zoberiť	V;PFV;MASC;SG;3;ACT	V;PFV;IMP;PL;2;POS;FIN
سامة	jedovatý	سامة	jedovatý	N;NOM;INDF;SG	ADJ;ANIM;NOM;MASC;SG
سامة	toxické	سامة	toxický	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
سامة	toxická	سامة	toxický	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
سامة	toxický	سامة	toxický	N;NOM;INDF;SG	ADJ;ANIM;NOM;MASC;SG
سامة	jedovatý	سامة	jedovatý	N;NOM;INDF;SG	ADJ;ANIM;NOM;MASC;SG
سامة	jedovaté	سامة	jedovatý	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
الفترات	doby	فَترَة	doby	N;NOM;DEF;PL	N;GEN;FEM;SG
واقعية	reálne	وَاقِعِيَّة	reálne	ADJ;NOM;INDF;FEM;SG	ADV
واقعية	realizmus	وَاقِعِيَّة	realizmus	ADJ;NOM;INDF;FEM;SG	N;INAN;NOM;MASC;SG
النيتروجين	dusík	النيتروجين	dusík	N;NOM;DEF;DU	N;INAN;NOM;MASC;SG
النيتروجين	dusíka	النيتروجين	dusík	N;NOM;DEF;DU	N;INAN;NOM;MASC;SG
زرقاء	blue	زَرِيق	blue	N;NOM;INDF;PL	PROPN;ANIM;NOM;MASC;SG
