الكرامة	αξιοπρέπεια	كَرَامَة	αξιοπρέπεια	N;NOM;DEF;SG	N;ACC;FEM;SG
شمسي	ηλιακές	شمسي	ηλιακός	ADJ;NOM;INDF;MASC;SG	N;NOM;FEM;PL
شمسي	ηλιακό	شمسي	ηλιακός	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
شمسي	ηλιακή	شمسي	ηλιακός	ADJ;NOM;INDF;MASC;SG	N;NOM;FEM;SG
كركوك	κιρκούκ	كركوك	κιρκούκ		N;VOC;MASC;SG
اربع	four	أَربَعَة	four	NUM;NOM;INDF;FEM	
اربع	τεσσερα	أَربَعَة	τέσσερις	NUM;NOM;INDF;FEM	N;NOM;NEUT;PL
فرح	χαρα	فُرحَة	χαρα		N;NOM;FEM;SG
فرح	χαρά	فُرحَة	χαρά		N;NOM;FEM;SG
فرح	farah	فُرحَة	farah		
الخبرات	εμπειρογνωμοσύνη	خِبرَة	εμπειρογνωμοσύνη	N;NOM;DEF;PL	N;NOM;FEM;SG
الخبرات	εμπειρία	خِبرَة	εμπειρία	N;NOM;DEF;PL	N;ACC;FEM;SG
الخبرات	πείρα	خِبرَة	πείρα	N;NOM;DEF;PL	N;NOM;FEM;SG
تشي	τσι	تشي	τσι		
تشي	τσε	تشي	τσε		
ظاهر	ορατό	ظاهر	ορατός		N;ACC;MASC;SG
ظاهر	ορατά	ظاهر	ορατός		ADJ;NOM;NEUT;PL
ظاهر	ορατή	ظاهر	ορατός		ADJ;NOM;FEM;SG
ظاهر	ορατός	ظاهر	ορατός		ADJ;NOM;MASC;SG
ظاهر	ορατές	ظاهر	ορατός		ADJ;NOM;FEM;PL
ظاهر	προφανής	ظاهر	προφανής		ADJ;NOM;FEM;SG
ظاهر	εμφανής	ظاهر	εμφανής		ADJ;NOM;FEM;SG
دفعة	ώθηση	دَفعَة	ώθηση	N;NOM;INDF;SG	N;ACC;FEM;SG
دفعة	τόνωση	دَفعَة	τόνωση	N;NOM;INDF;SG	N;ACC;FEM;SG
دفعة	προωθήστε	دَفعَة	προωθώ	N;NOM;INDF;SG	V;PFV;IMP;PL;2;FIN;ACT
دفعة	πληρωμής	دَفعَة	πληρωμή	N;NOM;INDF;SG	N;GEN;FEM;SG
النسوية	φεμινισμό	نَسَوِيّ	φεμινισμός	ADJ;NOM;DEF;FEM;SG	N;ACC;MASC;SG
النسوية	φεμινίστρια	نَسَوِيّ	φεμινίστρια	ADJ;NOM;DEF;FEM;SG	N;NOM;FEM;SG
لوح	σανίδα	لَوح	σανίδα		N;NOM;FEM;SG
لوح	δισκίο	لَوح	δισκίο		N;NOM;NEUT;SG
لوح	κύμα	لَوح	κύμα		N;NOM;NEUT;SG
الميل	μίλι	مِيل	μίλι	N;NOM;DEF;SG	
مغلقة	κλειστό	مُغلَق	κλειστός	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
مغلقة	κλειστο	مُغلَق	κλειστος	ADJ;NOM;INDF;FEM;SG	DET;NOM;DEF;MASC;SG
مغلقة	κλειστά	مُغلَق	κλειστώ	ADJ;NOM;INDF;FEM;SG	ADV
منصات	πλατφόρμες	مِنَصَّة	πλατφόρμος	N;NOM;INDF;PL	ADJ;NOM;FEM;PL
المدرج	διάδρομο	مُدَرَّج	διάδρομος	N;NOM;DEF;SG	N;ACC;MASC;SG
المليون	εκατομμύρια	مِليُون	εκατομμύριο	NUM;NOM;DEF;SG	N;NOM;NEUT;PL
تقليد	παράδοση	تَقلِيد	παράδοση	N;NOM;INDF;SG	N;ACC;FEM;SG
الشيرازي	σιράζι	شِيرَازِيّ	σιράζι		N
ميكانيكية	μηχανικά	مِيكَانِيكِيَّة	μηχανικά	ADJ;NOM;INDF;FEM;SG	ADV
السعة	χωρητικότητα	سِعَّة	χωρητικότητα	N;NOM;DEF;SG	N;ACC;FEM;SG
السعة	ικανότητα	سِعَّة	ικανότητα	N;NOM;DEF;SG	N;ACC;FEM;SG
السعة	δυναμικότητα	سِعَّة	δυναμικότητα	N;NOM;DEF;SG	N;ACC;FEM;SG
التهديد	απειλή	تَهدِيد	απειλή	N;NOM;DEF;SG	N;ACC;FEM;SG
عقل	εγκέφαλος	عَقَل	εγκέφαλος		N;NOM;MASC;SG
عقل	εγκέφαλο	عَقَل	εγκέφαλος		N;ACC;MASC;SG
عقل	μυαλό	عَقَل	μυαλός		N;NOM;NEUT;SG
عقل	νου	عَقَل	νου		N;NOM;NEUT;SG
عقل	μυαλό	عَقَل	μυαλός		N;NOM;NEUT;SG
دنيا	ελάχιστη	دَنِيّ	λίγο	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;CMPR;FEM;SG
دنيا	ελάχιστα	دَنِيّ	λίγο	ADJ;ACC;INDF;MASC;SG	ADV;CMPR
دنيا	ελάχιστες	دَنِيّ	ελάχιστος	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;CMPR;FEM;PL
دنيا	ελάχιστο	دَنِيّ	λίγο	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
دنيا	ελάχιστος	دَنِيّ	ελάχιστος	ADJ;ACC;INDF;MASC;SG	ADJ;NOM;CMPR;MASC;SG
الطلاق	διαζύγια	طَلَاق	διαζύγια	N;NOM;DEF;SG	N;NOM;NEUT;PL
خفيف	φως	خفيف	φως	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
خفيف	light	خفيف	light	ADJ;NOM;INDF;MASC;SG	
خفيف	ελαφρύ	خفيف	ελαφρύ	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
خفيف	φώς	خفيف	φώς	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
مونتريال	μόντρεαλ	مُونترِيَال	μόντρεαλ		PROPN;NOM;FEM;SG
الكومنولث	κοινοπολιτείας	الكومنولث	κοινοπολιτεία		N;GEN;FEM;SG
الكومنولث	κοινοπολιτεία	الكومنولث	κοινοπολιτεία		N;NOM;FEM;SG
جلدية	δερμάτινα	جَلَدِيَّة	δερματίνω	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;PL
جلدية	δέρμα	جَلَدِيَّة	δέρμα	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
جلدية	δερμα	جَلَدِيَّة	δερμα	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
جلدية	δέρματα	جَلَدِيَّة	δέρμα	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;PL
جلدية	δερμάτινο	جَلَدِيَّة	δερματινός	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
الفائزين	νικητές	فَائِز	νικητής	ADJ;NOM;DEF;MASC;PL	N;NOM;MASC;PL
المرجح	σταθμισμένο	مُرَجَّح	σταθμίζω	ADJ;NOM;DEF;MASC;SG	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
بطليموس	πτολεμαίος	بَطِيمُوس	πτολεμαίος		PROPN;NOM;MASC;SG
تهديد	απειλητικό	تَهدِيد	απειλητικός	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
تهديد	απειλητική	تَهدِيد	απειλητικός	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
تهديد	απειλητικά	تَهدِيد	απειλητικά	N;NOM;INDF;SG	ADV
تهديد	απειλεί	تَهدِيد	απειλώ	N;NOM;INDF;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
تهديد	απειλή	تَهدِيد	απειλή	N;NOM;INDF;SG	N;ACC;FEM;SG
المعيار	στάνταρ	مِعيَار	στάνταρ	N;NOM;DEF;SG	N;GEN;NEUT;PL
المعيار	standard	مِعيَار	standard	N;NOM;DEF;SG	
الهياكل	δομές	هَيكَل	δομή	N;NOM;DEF;SG	N;NOM;FEM;PL
الهياكل	κατασκευές	هَيكَل	κατασκευή	N;NOM;DEF;SG	N;NOM;FEM;PL
الهياكل	διαρθρώσεις	هَيكَل	διάρθρωση	N;NOM;DEF;SG	N;NOM;FEM;PL
المنفى	εξορία	مَنفَى	εξορία	N;NOM;DEF;SG	N;ACC;FEM;SG
تشابه	ομοιότητα	تَشَابُه	ομοιότητα	N;NOM;INDF;SG	N;ACC;FEM;SG
الرباعي	κουαρτέτο	رُبَاعِيّ	κουάρτητος		N;NOM;NEUT;SG
المصلحة	τόκοι	مَصلَحَة	τόκος	N;NOM;DEF;SG	N;NOM;MASC;PL
مجلدات	φακέλους	مُجَلَّد	φάκελος	ADJ;NOM;INDF;FEM;PL	N;ACC;MASC;PL
مجلدات	φακέλων	مُجَلَّد	φάκελος	ADJ;NOM;INDF;FEM;PL	N;GEN;MASC;PL
مجلدات	φάκελοι	مُجَلَّد	φάκελος	ADJ;NOM;INDF;FEM;PL	N;NOM;MASC;PL
مجلدات	όγκοι	مُجَلَّد	όγκος	ADJ;NOM;INDF;FEM;PL	N;NOM;MASC;PL
الحفظ	διατήρηση	حِفظ	διατήρηση	N;NOM;DEF;SG	N;ACC;FEM;SG
الحفظ	εξοικονόμηση	حِفظ	εξοικονόμηση	N;NOM;DEF;SG	N;ACC;FEM;SG
الحفظ	διαφύλαξη	حِفظ	διαφύλαξη	N;NOM;DEF;SG	N;ACC;FEM;SG
الحفظ	διατήρηση	حِفظ	διατήρηση	N;NOM;DEF;SG	N;ACC;FEM;SG
باراغواي	παραγουάη	باراغواي	παραγουάος		PROPN;ACC;FEM;SG
استخدامات	χρησιμοποιεί	اِستِخدَام	χρησιμοποιώ	N;NOM;INDF;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
استخدامات	χρήσεων	اِستِخدَام	χρήση	N;NOM;INDF;PL	N;GEN;FEM;PL
يوميات	χρονολόγιο	يَومِيّ	χρονολόγιο	ADJ;NOM;INDF;FEM;PL	N;NOM;NEUT;SG
يوميات	ημερολόγιο	يَومِيّ	ημερολόγιο	ADJ;NOM;INDF;FEM;PL	N;NOM;NEUT;SG
يوميات	ημερολόγιο	يَومِيّ	ημερολόγιο	ADJ;NOM;INDF;FEM;PL	N;NOM;NEUT;SG
فرديناند	φέρντιναντ	فرديناند	φέρντιναντ		V;PFV;IND;PL;3;PST;FIN;PASS
المهن	καριέρες	مِهنَة	καριέρα	N;NOM;DEF;PL	N;VOC;FEM;PL
المهن	σταδιοδρομία	مِهنَة	σταδιοδρομία	N;NOM;DEF;PL	N;NOM;FEM;SG
تلفاز	τηλεόραση	تَلفَاز	τηλεόραση	N;NOM;INDF;SG	N;ACC;FEM;SG
تلفاز	tv	تَلفَاز	tv	N;NOM;INDF;SG	
تلفاز	τηλεοραση	تَلفَاز	τηλεοραση	N;NOM;INDF;SG	N;ACC;FEM;SG
السلبي	παθητικά	سَلبِيّ	παθητικός	ADJ;NOM;DEF;MASC;SG	ADV
قيود	περιορισμούς	قَيد	περιορισμός	N;NOM;INDF;PL	N;ACC;MASC;PL
قيود	περιορισμούς	قَيد	περιορισμός	N;NOM;INDF;PL	N;ACC;MASC;PL
جيب	τσέπης	جيب	τσέπης	N;NOM;INDF;SG	N;GEN;FEM;SG
جيب	τσέπη	جيب	τσέπη	N;NOM;INDF;SG	N;ACC;FEM;SG
حقن	ενέσεις	حَقَّن	ένεση	N;NOM;INDF;SG	N;NOM;FEM;PL
حقن	ενέσιμο	حَقَّن	ενέσιμο	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
حقن	ένεση	حَقَّن	ένεση	N;NOM;INDF;SG	N;ACC;FEM;SG
ساوث	νότιο	سَاوث	νότιος		ADJ;NOM;NEUT;SG
ساوث	νοτια	سَاوث	νοτίος		N;NOM;FEM;SG
ساوث	νότια	سَاوث	νότιος		ADV
ساوث	νότος	سَاوث	νότος		N;NOM;MASC;SG
بالضبط	ακριβώς	بَالضبط	ακριβώς	N;NOM;DEF;SG	ADV
البطالة	ανεργίας	بِطَالَة	ανεργία	N;NOM;DEF;SG	N;GEN;FEM;SG
تجهيز	επεξεργασία	تَجهِيز	επεξεργασία	N;NOM;INDF;SG	
الجلسة	συνάντηση	جَلسَة	συνάντηση	N;NOM;DEF;SG	N;ACC;FEM;SG
الجلسة	σύσκεψη	جَلسَة	σύσκεψη	N;NOM;DEF;SG	N;ACC;FEM;SG
الحريات	ελευθεριών	حُرِّيَّة	ελευθερία	N;NOM;DEF;PL	N;GEN;FEM;PL
ركوب	καβάλα	ركوب	καβάλος	N;NOM;INDF;SG	PROPN;ACC;FEM;SG
ركوب	βολτα	ركوب	βολτα	N;NOM;INDF;SG	N;ACC;FEM;SG
ركوب	καβάλα	ركوب	καβάλος	N;NOM;INDF;SG	PROPN;ACC;FEM;SG
نمر	τίγρης	نمر	τίγρη		N;NOM;MASC;SG
نمر	τίγρη	نمر	τίγρης		N;NOM;FEM;SG
نمر	λεοπάρδαλη	نمر	λεοπάρδαλος		N;NOM;FEM;SG
الخريف	πτώση	خَرِيف	πτώση	N;NOM;DEF;SG	N;ACC;FEM;SG
شمسية	ομπρέλα	شَمسِيّ	ομπρέλα	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
شمسية	ηλιακές	شَمسِيّ	ηλιακός	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;PL
شمسية	ηλιακό	شَمسِيّ	ηλιακός	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
شمسية	ηλιακή	شَمسِيّ	ηλιακός	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
النجار	ξυλουργός	نَجَّار	ξυλουργός		N;NOM;MASC;SG
النجار	κάρπεντερ	نَجَّار	κάρπεντερ		PROPN;NOM;MASC;SG
النهج	προσεγγίσεις	نَهج	προσέγγιση	N;NOM;DEF;SG	N;NOM;FEM;PL
النهج	προσέγγιση	نَهج	προσέγγιση	N;NOM;DEF;SG	N;ACC;FEM;SG
جامايكا	τζαμάικα	جامايكا	τζαμάικα		PROPN;NOM;FEM;SG
جامايكا	τζαμαϊκανή	جامايكا	τζαμαϊκανός		N;NOM;FEM;SG
تدمر	καταστρέψει	دَمَّر	καταστρέφω		V;PFV;IND;SG;3;FIN;ACT
الكثيرون	πολλα	كَثِير	πολύς	ADJ;NOM;DEF;MASC;PL	ADV
تقاطع	διασταύρωση	تَقَاطُع	διασταύρωση	N;NOM;INDF;SG	N;ACC;FEM;SG
نشيد	ύμνο	نشيد	ύμνο	N;NOM;INDF;SG	N;ACC;MASC;SG
تاريخيا	ιστορικά	تَارِيخِيّ	ιστορικά	ADJ;ACC;INDF;MASC;SG	ADV
عنف	βίαιοι	عُنف	βίαιος	N;NOM;INDF;SG	ADJ;NOM;MASC;PL
عنف	βίαιος	عُنف	βίαιος	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
عنف	βίαια	عُنف	βίαιο	N;NOM;INDF;SG	ADV
عنف	βίαιο	عُنف	βίαιο	N;NOM;INDF;SG	N;ACC;NEUT;SG
شيد	υπόστεγο	شَاد	υπόστεγος	V;PFV;MASC;SG;3;PASS	N;NOM;NEUT;SG
وين	γουέιν	وين	γουέιν		
وين	wayne	وين	wayne		
وين	γουέν	وين	γουέν		N
تدهور	υποβάθμιση	تَدَهوُر	υποβάθμιση	N;NOM;INDF;SG	N;ACC;FEM;SG
تدهور	αλλοίωση	تَدَهوُر	αλλοίωση	N;NOM;INDF;SG	N;ACC;FEM;SG
تدهور	επιδείνωση	تَدَهوُر	επιδείνωση	N;NOM;INDF;SG	N;ACC;FEM;SG
تدهور	υποβάθμιση	تَدَهوُر	υποβάθμιση	N;NOM;INDF;SG	N;ACC;FEM;SG
الصراعات	σύγκρουση	صِرَاع	σύγκρουση	N;NOM;DEF;PL	N;NOM;FEM;SG
الصراعات	σύρραξη	صِرَاع	σύρραξη	N;NOM;DEF;PL	N;ACC;FEM;SG
بيانو	πιάνο	بيانو	πιάνος		N;NOM;NEUT;SG
تتطور	εξελίσσεται	تَطَوَّر	εξελίσσω	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
مسافات	χώρους	مَسَاف	χώρος	N;NOM;INDF;PL	N;ACC;MASC;PL
اخذ	τραβήχτηκε	أَخذ	τραβήχω	V;PFV;MASC;SG;3;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
اخذ	λαμβάνοντας	أَخذ	λαμβάνω	V;PFV;MASC;SG;3;ACT	V;IPFV;V.CVB;ACT
اخذ	πάρτε	أَخذ	πάρτε	V;PFV;MASC;SG;3;ACT	V;IPFV;IND;PL;2;PRS;FIN;ACT
اخذ	λήψη	أَخذ	λήψη	V;PFV;MASC;SG;3;ACT	N;ACC;FEM;SG
اخذ	πάρε	أَخذ	πάρε	V;PFV;MASC;SG;3;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
سامة	τοξικό	سامة	τοξικός	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
سامة	τοξικά	سامة	τοξικά	N;NOM;INDF;SG	ADV
سامة	τοξική	سامة	τοξικός	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
سامة	τοξικές	سامة	τοξικός	N;NOM;INDF;SG	ADJ;NOM;FEM;PL
سامة	δηλητηριώδη	سامة	δηλητηριώδη	N;NOM;INDF;SG	ADV
سامة	δηλητηριώδης	سامة	δηλητηριώδης	N;NOM;INDF;SG	ADJ;NOM;MASC;SG
سامة	δηλητηριώδες	سامة	δηλητηριώδης	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
واقعية	ρεαλιστικά	وَاقِعِيَّة	ρεαλιστικά	ADJ;NOM;INDF;FEM;SG	ADV
واقعية	ρεαλιστικές	وَاقِعِيَّة	ρεαλιστικός	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;FEM;PL
واقعية	ρεαλισμό	وَاقِعِيَّة	ρεαλισμός	ADJ;NOM;INDF;FEM;SG	N;ACC;MASC;SG
النيتروجين	άζωτο	النيتروجين	άζωτο	N;NOM;DEF;DU	N;NOM;NEUT;SG
النيتروجين	αζώτου	النيتروجين	άζωτο	N;NOM;DEF;DU	N;GEN;NEUT;SG
زرقاء	γαλάζιο	زَرِيق	γαλάζιος	N;NOM;INDF;PL	N;NOM;NEUT;SG
الورد	τριαντάφυλλα	وَرد	τριαντάφυλλα	N;NOM;DEF;SG	N;NOM;NEUT;PL
منطق	λογική	مَنطِق	λογικός	N;NOM;INDF;SG	ADJ;NOM;FEM;SG
يرفع	ανελκυστήρες	رَفَع	ανελκυστήρας	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;NOM;FEM;PL
نشطة	ενεργοί	نَشَاط	ενεργός	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;MASC;PL
نشطة	ενεργά	نَشَاط	ενεργά	ADJ;NOM;INDF;FEM;SG	ADV
نشطة	ενεργό	نَشَاط	ενεργός	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
الفرص	ευκαιρία	فُرصَة	ευκαιρία	N;NOM;DEF;PL	N;ACC;FEM;SG
السجناء	αιχμάλωτοι	سَجِين	αιχμάλωτος	N;NOM;DEF;PL	ADJ;NOM;MASC;PL
السجناء	φυλακισμένοι	سَجِين	φυλακίζω	N;NOM;DEF;PL	V;PFV;NOM;MASC;PL;V.PTCP;PASS
سلمية	ειρηνικά	سِلمِيّ	ειρηνικά	ADJ;NOM;INDF;FEM;SG	ADV
ترميم	αποκατάσταση	تَرمِيم	αποκατάσταση	N;NOM;INDF;SG	N;ACC;FEM;SG
عيوب	μειονεκτήματα	عَيب	μειονέκτημα	N;NOM;INDF;SG	N;NOM;NEUT;PL
عيوب	ελαττώματα	عَيب	έλαττωμα	N;NOM;INDF;SG	N;NOM;NEUT;PL
عيوب	ελαττώματα	عَيب	έλαττωμα	N;NOM;INDF;SG	N;NOM;NEUT;PL
عيوب	ατέλειες	عَيب	ατέλεια	N;NOM;INDF;SG	N;NOM;FEM;PL
المحافظين	συντηρητικοί	مُحَافِظ	συντηρητικός	N;NOM;DEF;PL	ADJ;NOM;MASC;PL
المحافظين	συντηρητικούς	مُحَافِظ	συντηρητικός	N;NOM;DEF;PL	ADJ;ACC;MASC;PL
الملاك	άγγελος	مَالِك	άγγελος	N;NOM;DEF;PL	N;NOM;MASC;SG
الملاك	αγγελος	مَالِك	αγγελος	N;NOM;DEF;PL	N;NOM;MASC;SG
الملاك	έιντζελ	مَالِك	έιντζελ	N;NOM;DEF;PL	
الملاك	angel	مَالِك	angel	N;NOM;DEF;PL	
كابتن	κυβερνήτη	كابتن	κυβερνήτης		N;ACC;MASC;SG
كابتن	καπετάνιος	كابتن	καπετάνιος		ADJ;NOM;MASC;SG
كوبنهاغن	κοπεγχάγης	كُوبِنهَاغِن	κοπεγχάγη		PROPN;GEN;FEM;SG
كوبنهاغن	κοπεγχάγη	كُوبِنهَاغِن	κοπεγχάγη		PROPN;ACC;FEM;SG
عارض	θεατής	عَارَض	θεατός		ADJ;NOM;MASC;SG
عارض	προβολέας	عَارَض	προβολέας		N;NOM;MASC;SG
عارض	θεατή	عَارَض	θεατός		N;ACC;MASC;SG
عارض	μοντελο	عَارَض	μοντελο		N;NOM;NEUT;SG
عارض	υπόδειγμα	عَارَض	υπόδειγμα		N;NOM;NEUT;SG
عارض	μοντέλο	عَارَض	μοντέλο		N;NOM;NEUT;SG
عارض	πρότυπο	عَارَض	πρότυπο		N;NOM;NEUT;SG
بيكر	baker	بَيكِر	baker		
بيكر	μπέικερ	بَيكِر	μπέικερ		
فلوريد	φθοριούχο	فلوريد	φθοριούχος		N;NOM;NEUT;SG
ضريبة	φόρου	ضَرِيبَة	φόρος	N;NOM;INDF;SG	N;GEN;MASC;SG
ثانوي	δευτερεύον	ثَانَوِيّ	δευτερεύω	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
جاذبية	αξιοθέατο	جَاذِبِيَّة	αξιοθέατος	N;NOM;INDF;SG	N;NOM;NEUT;PL
جاذبية	έλξης	جَاذِبِيَّة	έλξη	N;NOM;INDF;SG	N;GEN;FEM;SG
جاذبية	βαρύτητας	جَاذِبِيَّة	βαρύτητα	N;NOM;INDF;SG	N;GEN;FEM;SG
جاذبية	βαρύτητα	جَاذِبِيَّة	βαρύτητα	N;NOM;INDF;SG	N;ACC;FEM;SG
غني	τραγουδήστε	غَنِّيّ	τραγουδώ		V;IPFV;IND;PL;2;PRS;FIN;ACT
غني	τραγούδα	غَنِّيّ	τραγούδα		N;NOM;SG
غني	τραγουδούν	غَنِّيّ	τραγούδαι		V;IPFV;IND;PL;3;PRS;FIN;ACT
غني	πλούσιος	غَنِّيّ	πλούσιος		ADJ;NOM;MASC;SG
غني	ριτς	غَنِّيّ	ριτς		
غني	πλούσιοι	غَنِّيّ	πλούσιος		ADJ;NOM;MASC;PL
غني	πλούσιο	غَنِّيّ	πλούσιο		ADJ;NOM;NEUT;SG
غني	πλούσια	غَنِّيّ	πλούσιος		ADJ;NOM;FEM;SG
العشرات	δεκάδες	عَشَرَة	δεκάδα	N;NOM;DEF;PL	NUM;NOM;FEM;PL
شين	τσιν	شين	τσεν		
شين	πηγούνι	شين	πηγούνι		N;NOM;NEUT;SG
شين	σιν	شين	σιν		N;NOM;MASC;SG
وارسو	βαρσοβία	وارسو	βαρσοβία		PROPN;NOM;FEM;SG
وارسو	βαρσοβίας	وارسو	βαρσοβία		N;GEN;FEM;SG
ذكية	smart	ذَكِيّ	smart	ADJ;NOM;INDF;FEM;SG	
الزيارة	επισκεφθείτε	زِيَارَة	επισκέπτομαι	N;NOM;DEF;SG	V;PFV;IND;PL;2;FIN;PASS
الزيارة	επίσκεψη	زِيَارَة	επίσκεψη	N;NOM;DEF;SG	N;ACC;FEM;SG
دوما	πάντα	دَوم	πάντα	N;ACC;INDF;SG	ADV
دوما	πάντοτε	دَوم	πάντοτε	N;ACC;INDF;SG	ADV
دوما	παντα	دَوم	παντα	N;ACC;INDF;SG	ADV
ملاكم	μπόξερ	مَلكَم	μπόξερ	N;NOM;INDF;SG	
ملاكم	μποξέρ	مَلكَم	μποξέρ	N;NOM;INDF;SG	
تنزانيا	τανζανία	تنزانيا	τανζανία		PROPN;ACC;FEM;SG
ميلر	μίλλερ	مِيلِر	μίλλερ		
ميلر	μίλερ	مِيلِر	μίλερ		
ميلر	miller	مِيلِر	miller		
البوب	pop	بُوب	pop		
البوب	ποπ	بُوب	ποπ		
حاشية	υποσημείωση	حَاشِي	υποσημείωση	N;NOM;INDF;SG	N;ACC;FEM;SG
حاشية	συνοδεία	حَاشِي	συνοδείο	N;NOM;INDF;SG	N;ACC;FEM;SG
بيتي	μπέτι	بِيتِي	μπέτι		
بيتي	μπέτυ	بِيتِي	μπέτυ		N;NOM;FEM;SG
بيتي	betty	بِيتِي	betty		
دمرت	καταστραφεί	دَمَّر	καταστρέφω	V;PFV;FEM;SG;3;ACT	V;PFV;NFIN;PASS
دمرت	καταστράφηκε	دَمَّر	καταστρέφω	V;PFV;FEM;SG;3;ACT	V;PFV;IND;SG;3;PST;FIN;PASS
دمرت	κατεστραμμένο	دَمَّر	κατεστρέφω	V;PFV;FEM;SG;3;ACT	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
دمرت	καταστράφηκαν	دَمَّر	καταστρέφω	V;PFV;FEM;SG;3;ACT	V;PFV;IND;PL;3;PST;FIN;PASS
دمرت	κατεστραμμένα	دَمَّر	κατεστρέφω	V;PFV;FEM;SG;3;ACT	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
سديم	νεφέλωμα	سديم	νεφέλωμα		N;NOM;NEUT;SG
لاوس	λάος	لَاوس	λάος		PROPN;NOM;NEUT;SG
موثوقة	αξιόπιστα	مَوثُوق	αξιόπιστα	ADJ;NOM;INDF;FEM;SG	ADV
موثوقة	αξιόπιστος	مَوثُوق	αξιόπιστος	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;SG
تجار	εμπόρους	تَاجِر	έμπορος	N;NOM;INDF;PL	N;ACC;MASC;PL
تجار	εμπόρους	تَاجِر	έμπορος	N;NOM;INDF;PL	N;ACC;MASC;PL
واجهت	αντιμέτωπος	وَاجَه	αντιμέτωπος	V;PFV;FEM;SG;3;ACT	ADJ;NOM;MASC;SG
واجهت	αντιμέτωποι	وَاجَه	αντιμέτωπος	V;PFV;FEM;SG;3;ACT	ADJ;NOM;MASC;PL
التوصيل	παράδοση	تَوصِيل	παράδοση	N;NOM;DEF;SG	N;ACC;FEM;SG
بشري	ανθρώπινα	بشري	ανθρώπινος		ADJ;NOM;NEUT;PL
بشري	ανθρώπινη	بشري	ανθρώπινος		ADJ;NOM;FEM;SG
بشري	άνθρωπος	بشري	άνθρωπος		N;NOM;MASC;SG
بشري	ανθρώπινο	بشري	ανθρώπινος		ADJ;NOM;NEUT;SG
بشري	ανθρωπίνων	بشري	ανθρώπινος		ADJ;GEN;NEUT;PL
