から	fra	から	fra	CONJ	ADV
予定	planlagte	予定	planlægge	N	V;PL;PST;V.PTCP
予定	planlagt	予定	planlægge	N	V;INDF;SG;PST;V.PTCP
予定	påtænkt	予定	påtænke	N	V;INDF;SG;PST;V.PTCP
スター	star	スター	star	N	
経営	management	経営	management	V	N;INDF;NEUT;SG
経営	forvaltning	経営	forvaltning	V	N;INDF;MASC+FEM;SG
経営	ledelsen	経営	ledelse	V	N;DEF;MASC+FEM;SG
経営	ledelse	経営	ledelse	V	N;INDF;MASC+FEM;SG
自由	freedom	自由	freedom	ADJ	
自由	frihed	自由	frihed	ADJ	N;INDF;MASC+FEM;SG
自由	friheden	自由	frihed	ADJ	N;DEF;MASC+FEM;SG
自由	liberty	自由	liberty	ADJ	N;INDF;MASC+FEM;SG
自由	frihed	自由	frihed	ADJ	N;INDF;MASC+FEM;SG
自由	frit	自由	frit	ADJ	ADV
自由	free	自由	free	ADJ	
自由	gratis	自由	gratis	ADJ	ADV
自由	frihedsrettigheder	自由	frihedsrettighed	ADJ	N;INDF;MASC+FEM;PL
自由	friheder	自由	frihed	ADJ	N;INDF;MASC+FEM;PL
自由	frihedsrettighederne	自由	frihedsrettighed	ADJ	N;DEF;MASC+FEM;PL
過去	forbi	過去	forbi	N	ADV
運営	betjening	運営	betjening	V	N;INDF;MASC+FEM;SG
運営	operation	運営	operation	V	N;INDF;MASC+FEM;SG
運営	drift	運営	drift	V	N;INDF;MASC+FEM;SG
運営	operationen	運営	operation	V	N;DEF;MASC+FEM;SG
愛知	aichi	愛知	aichi	PROPN	
表示	vis	表示	vis	V	N;INDF;MASC+FEM;SG
表示	udsigt	表示	udsigt	V	N;INDF;MASC+FEM;SG
工業	industrielt	工業	industrielt	N	ADJ;INDF;NEUT;SG
スペシャル	særligt	スペシャル	særligt	N	ADV
スペシャル	særlige	スペシャル	særlig	N	ADJ;PL
スペシャル	speciel	スペシャル	speciel	N	ADJ;INDF;MASC+FEM;SG
スペシャル	specielle	スペシャル	speciel	N	ADJ;PL
スペシャル	særlig	スペシャル	særlig	N	ADV
少年	boy	少年	boy	N	
結婚	ægteskabet	結婚	ægteskab	V	N;DEF;NEUT;SG
結婚	ægteskab	結婚	ægteskab	V	N;INDF;NEUT;SG
結婚	ægteskaber	結婚	ægteskab	V	N;INDF;NEUT;PL
結婚	ægteskaber	結婚	ægteskab	V	N;INDF;NEUT;PL
個人	personlig	個人	personlig	N	ADJ;INDF;MASC+FEM;SG
個人	personlige	個人	personlig	N	ADJ;PL
個人	personligt	個人	personligt	N	ADV
個人	individuelt	個人	individuelt	N	ADV
個人	individuelle	個人	individuel	N	ADJ;PL
個人	individuel	個人	individuel	N	ADJ;INDF;MASC+FEM;SG
学園	gakuen	学園	gaku	N	
その	andre	その	anden	DET	PRO;PL
その	andet	その	anden	DET	PRO;NEUT;SG
その	andre	その	anden	DET	PRO;PL
ソフト	soft	ソフト	soft	ADJ	
なし	ingen	なす	ingen		PRO;MASC+FEM;SG
なし	uden	なす	uden		ADV
江戸	edo	江戸	edo	PROPN	
学者	lærde	学者	lærde	N	ADJ;PL
学者	lærd	学者	lærd	N	ADJ;INDF;MASC+FEM;SG
学者	lærde	学者	lærde	N	ADJ;PL
国内	indenlandske	国内	indenlandsk	N	ADJ;PL
国内	indenrigs	国内	indenrig	N	
国内	indenlandsk	国内	indenlandsk	N	ADV
ヨーク	york	ヨーク	york	PROPN	PROPN
高速	hurtigt	高速	hurtigt	ADJ	ADV
設計	udformning	設計	udformning	V	N;INDF;MASC+FEM;SG
設計	projektering	設計	projektering	V	N;INDF;MASC+FEM;SG
設計	konstruktion	設計	konstruktion	V	N;INDF;MASC+FEM;SG
設計	design	設計	design	V	N;INDF;NEUT;SG
韓国	korea	韓国	korea	PROPN	
リリース	slip	リリース	slip	N	V;IMP
リリース	frigiver	リリース	frigiv	N	V;IND;PRS;FIN;ACT
ベスト	beste	ベスト	beste	N	ADJ;PL
ベスト	bedste	ベスト	god	N	ADJ;DEF;RL
ベスト	bedst	ベスト	god	N	ADJ;RL
ベスト	best	ベスト	best	N	
現代	nutidige	現代	nutidig	N	ADJ;PL
現代	moderne	現代	moderne	N	ADJ
会議	møder	会議	møde	N	V;IND;PRS;FIN;ACT
会議	mødes	会議	mødes	N	V;NFIN;ACT
会議	møder	会議	møde	N	V;IND;PRS;FIN;ACT
追加	add	追加	add	V	N;INDF;NEUT;SG
追加	føj	追加	fyj	V	N;INDF;NEUT;SG
追加	tilføjelser	追加	tilføjelse	V	N;INDF;MASC+FEM;PL
成功	vellykket	成功	vellykket	V	ADJ;INDF;SG
成功	succes	成功	succes	V	N;INDF;MASC+FEM;SG
成功	succesfuld	成功	succesfuld	V	ADJ;INDF;MASC+FEM;SG
成功	succesrig	成功	succesrig	V	ADJ;INDF;MASC+FEM;SG
成功	succes	成功	succes	V	N;INDF;MASC+FEM;SG
移動	flytning	移動	flytning	V	N;INDF;MASC+FEM;SG
国民	nationale	国民	national	N	ADJ;PL
国民	nationalt	国民	nationalt	N	ADV
国民	national	国民	national	N	
国民	landsdækkende	国民	landsdækkende	N	ADJ
ファン	vifter	ファン	vifter	N	V;IND;PRS;FIN;ACT
すべて	alting	すべて	alting	N	PRO;NEUT;SG
すべて	alt	すべて	al	N	ADJ;NEUT;SG
すべて	alle	すべて	al	N	ADJ;PL
すべて	alt	すべて	al	N	ADJ;NEUT;SG
山口	yamaguchi	山口	yamaguchi	PROPN	
運動	øvelse	運動	øvelse	V	N;INDF;MASC+FEM;SG
運動	øvelsen	運動	øvelse	V	N;DEF;MASC+FEM;SG
運動	udøvelse	運動	udøvelse	V	N;INDF;MASC+FEM;SG
運動	motion	運動	motion	V	N;INDF;MASC+FEM;SG
運動	bevægelighed	運動	bevægelighed	V	N;INDF;MASC+FEM;SG
運動	flytning	運動	flytning	V	N;INDF;MASC+FEM;SG
運動	bevægelse	運動	bevægelse	V	N;INDF;MASC+FEM;SG
運動	bevægelser	運動	bevægelse	V	N;INDF;MASC+FEM;PL
発足	indsættelse	発足	indsættelse	V	N;INDF;MASC+FEM;SG
発足	indvielse	発足	indvielse	V	N;INDF;MASC+FEM;SG
大きな	big	大きな	big	ADJ	
ヨーロッパ	eu	ヨーロッパ	eu	PROPN	N;INDF;MASC+FEM;SG
ヨーロッパ	europe	ヨーロッパ	europe	PROPN	
ヨーロッパ	europa	ヨーロッパ	europa	PROPN	PROPN
紹介	introduktion	紹介	introduktion	V	N;INDF;MASC+FEM;SG
紹介	indledning	紹介	indledning	V	N;INDF;MASC+FEM;SG
紹介	henvisning	紹介	henvisning	V	N;INDF;MASC+FEM;SG
工場	factory	工場	factory	N	
戦闘	battle	戦闘	battel	V	
戦闘	slag	戦闘	slag	V	N;INDF;NEUT;SG
戦闘	kamp	戦闘	kamp	V	N;INDF;MASC+FEM;SG
戦闘	slaget	戦闘	slag	V	N;DEF;NEUT;SG
戦闘	kamp	戦闘	kamp	V	N;INDF;MASC+FEM;SG
事務所	office	事務所	office	N	
限定	limited	限定	limited	V	
オリジナル	originalitet	オリジナル	originalitet	ADJ	N;INDF;MASC+FEM;SG
オリジナル	oprindelig	オリジナル	oprindelig	ADJ	ADV
オリジナル	oprindeligt	オリジナル	oprindeligt	ADJ	ADV
オリジナル	originaler	オリジナル	original	ADJ	N;INDF;MASC+FEM;PL
可能性	muligt	可能性	mulig	N	ADJ;INDF;NEUT;SG
可能性	mulige	可能性	mulig	N	ADJ;PL
可能性	mulig	可能性	mulig	N	ADJ;INDF;MASC+FEM;SG
演出	iscenesættelse	演出	iscenesættelse	V	N;INDF;MASC+FEM;SG
種類	indtast	種類	indtast	N	V;IMP
種類	skriv	種類	skrive	N	V;IMP
協力	samarbejde	協力	samarbejde	V	N;INDF;NEUT;SG
協力	samarbejdet	協力	samarbejde	V	N;DEF;NEUT;SG
指導	vejledning	指導	vejledning	V	N;INDF;MASC+FEM;SG
判断	bedømmelse	判断	bedømmelse	V	N;INDF;MASC+FEM;SG
判断	dømmekraft	判断	dømmekraft	V	N;INDF;MASC+FEM;SG
判断	bedømmelse	判断	bedømmelse	V	N;INDF;MASC+FEM;SG
判断	retsafgørelse	判断	retsafgørelse	V	N;INDF;MASC+FEM;SG
判断	dom	判断	dom	V	N;INDF;MASC+FEM;SG
ネット	netto	ネット	netto	N	ADV
引退	afgående	引退	afgående	V	ADJ
決勝	afsluttende	決勝	afslutte	N	V;PRS;V.PTCP
決勝	endeligt	決勝	endelig	N	ADV
決勝	endelige	決勝	endelig	N	ADJ;PL
決勝	endelig	決勝	endelig	N	ADV
誕生	fødsler	誕生	fødsel	V	N;INDF;MASC+FEM;PL
誕生	fødsler	誕生	fødsel	V	N;INDF;MASC+FEM;PL
誕生	fødsel	誕生	fødsel	V	N;INDF;MASC+FEM;SG
誕生	fødslen	誕生	fødsel	V	N;DEF;MASC+FEM;SG
指揮	kommandoen	指揮	kommando	V	N;DEF;MASC+FEM;SG
指揮	command	指揮	command	V	
指揮	kommando	指揮	kommando	V	N;INDF;MASC+FEM;SG
レース	racing	レース	racing	N	
静岡	shizuoka	静岡	shizuoka	PROPN	
神奈川	kanagawa	神奈川	kanagawa	PROPN	
岡山	okayama	岡山	okayama	PROPN	
埼玉	saitama	埼玉	saitama	PROPN	
カップ	cups	カップ	cups	N	
ラン	kør	ラン	kør	N	V;IMP
ラン	løbe	ラン	løbe	N	V;NFIN;ACT
ラン	run	ラン	run	N	
ラン	kørt	ラン	køre	N	V;INDF;SG;PST;V.PTCP
レイ	ray	レイ	ray	N	
移転	transfer	移転	transf	V	N;INDF;MASC+FEM;SG
移転	overdragelse	移転	overdragelse	V	N;INDF;MASC+FEM;SG
移転	overførsel	移転	overførsel	V	N;INDF;MASC+FEM;SG
移転	forflyttelse	移転	forflyttelse	V	N;INDF;MASC+FEM;SG
移転	udflytning	移転	udflytning	V	N;INDF;MASC+FEM;SG
移転	flytning	移転	flytning	V	N;INDF;MASC+FEM;SG
異なる	forskellige	異なる	forskellig	V	ADJ;PL
異なる	forskelligt	異なる	forskelligt	V	ADV
異なる	anderledes	異なる	anderledes	V	ADJ
異なる	forskellig	異なる	forskellig	V	ADJ;INDF;MASC+FEM;SG
神戸	kobe	神戸	kobe	PROPN	
カー	kerr	カー	kerr	N	
関西	kansai	関西	kansai	PROPN	
行動	opførsel	行動	opførsel	V	N;INDF;MASC+FEM;SG
行動	adfærd	行動	adfærd	V	N;INDF;MASC+FEM;SG
行動	adfærdsmæssige	行動	adfærdsmæssig	V	ADJ;PL
行動	opførsel	行動	opførsel	V	N;INDF;MASC+FEM;SG
行動	adfærd	行動	adfærd	V	N;INDF;MASC+FEM;SG
九州	kyūshū	九州	kyūshū	PROPN	
九州	kyushu	九州	kyushu	PROPN	
電車	træne	電車	træne	N	V;NFIN;ACT
電車	tog	電車	tage	N	V;IND;PST;FIN;ACT
電車	træn	電車	træn	N	V;IMP
電車	tog	電車	tage	N	V;IND;PST;FIN;ACT
導入	introduktion	導入	introduktion	V	N;INDF;MASC+FEM;SG
導入	indledning	導入	indledning	V	N;INDF;MASC+FEM;SG
アジア	asien	アジア	asien	N	PROPN
アジア	asia	アジア	asia	N	
全体	generelt	全体	generel	N	ADV
全体	overordnet	全体	overordne	N	ADJ;INDF;SG
全体	samlet	全体	samle	N	V;INDF;SG;PST;V.PTCP
全体	hel	全体	hel	N	
全体	hele	全体	hel	N	ADJ;DEF;SG
タイ	thailand	タイ	thailand	PROPN	
タイ	tai	タイ	tai	PROPN	
普通	normalt	普通	normalt	ADJ	ADV
一人	et	一人	en	PROPN	PRO;NEUT;SG
一人	en	一人	en	PROPN	PRO;MASC+FEM;SG
一人	én	一人	en	PROPN	PRO;MASC+FEM;SG
長野	nagano	長野	nagano	PROPN	
一方	imens	一方	imens	CONJ	ADV
スペイン	spanien	スペイン	spanie	PROPN	PROPN
発見	opdagelser	発見	opdagelse	V	N;INDF;MASC+FEM;PL
発見	opdagelse	発見	opdagelse	V	N;INDF;MASC+FEM;SG
発見	discovery	発見	discovery	V	
鈴木	suzuki	鈴木	suzuki	PROPN	
ローマ	romerske	ローマ	romersk	N	ADJ;PL
ローマ	rom	ローマ	rom	N	PROPN
ローマ	roms	ローマ	roms	N	PROPN;GEN
ローマ	roma	ローマ	roma	N	
保護	beskyttelse	保護	beskyttelse	V	N;INDF;MASC+FEM;SG
少女	girl	少女	girl	N	
少女	shōjo	少女	shōjo	N	
多数	mange	多数	mange	N	ADJ;PL
多数	talrige	多数	talrig	N	ADJ;PL
反対	imod	反対	imod		ADV
反対	mod	反対	mod		N;INDF;NEUT;SG
反対	modsatte	反対	modsat		ADJ;PL
反対	modsat	反対	modsat		ADV
きく	ets	きく	en		
地球	earth	地球	earth	N	
特徴	karakteristisk	特徴	karakteristisk	N	ADJ;INDF;SG
ベース	basis	ベース	basis	N	
ベース	bass	ベース	bass	N	
男性	mandlige	男性	mandlig	N	ADJ;PL
男性	mandlig	男性	mandlig	N	ADJ;INDF;MASC+FEM;SG
子供	child	子供	child	N	
以来	siden	以来	siden	N	ADV
福島	fukushima	福島	fukushima	PROPN	
オープン	åbent	オープン	åben	N	ADJ;INDF;NEUT;SG
オープン	åbn	オープン	åbn	N	V;IMP
オープン	åben	オープン	åben	N	ADJ;INDF;MASC+FEM;SG
兵庫	hyogo	兵庫	hyogo	PROPN	
人気	populært	人気	populær	N	ADJ;INDF;NEUT;SG
人気	populære	人気	populær	N	ADJ;PL
人気	populær	人気	populær	N	ADJ;INDF;MASC+FEM;SG
評価	bedømmelse	評価	bedømmelse	V	N;INDF;MASC+FEM;SG
評価	kreditvurdering	評価	kreditvurdering	V	N;INDF;MASC+FEM;SG
評価	rating	評価	rating	V	N;INDF;MASC+FEM;SG
評価	ratings	評価	rating	V	N;INDF;MASC+FEM;SG
評価	vurderinger	評価	vurdering	V	N;INDF;MASC+FEM;PL
評価	bedømmelser	評価	bedømmelse	V	N;INDF;MASC+FEM;PL
評価	evaluering	評価	evaluering	V	N;INDF;MASC+FEM;SG
評価	vurdering	評価	vurdering	V	N;INDF;MASC+FEM;SG
評価	bedømmelse	評価	bedømmelse	V	N;INDF;MASC+FEM;SG
評価	rate	評価	rate	V	N;INDF;MASC+FEM;SG
評価	sats	評価	sats	V	N;INDF;MASC+FEM;SG
評価	bedømmelse	評価	bedømmelse	V	N;INDF;MASC+FEM;SG
評価	vurdering	評価	vurdering	V	N;INDF;MASC+FEM;SG
評価	evaluering	評価	evaluering	V	N;INDF;MASC+FEM;SG
説明	forklaring	説明	forklaring	V	N;INDF;MASC+FEM;SG
説明	beskrivelse	説明	beskrivelse	V	N;INDF;MASC+FEM;SG
装備	udstyr	装備	udstyr	V	N;INDF;NEUT;SG
投票	afstemning	投票	afstemning	V	N;INDF;MASC+FEM;SG
投票	stemme	投票	stemme	V	N;INDF;MASC+FEM;SG
投票	afstemningen	投票	afstemning	V	N;DEF;MASC+FEM;SG
投票	afstemninger	投票	afstemning	V	N;INDF;MASC+FEM;PL
投票	afstemning	投票	afstemning	V	N;INDF;MASC+FEM;SG
熊本	kumamoto	熊本	kumamoto	PROPN	
グランド	storslået	グランド	storslå	PROPN	ADJ;INDF;SG
グランド	grand	グランド	grand	PROPN	
パー	pari	パー	pari	N	
専用	dedikerede	専用	dedikere	N	V;PL;PST;V.PTCP
専用	tilegnet	専用	tilegne	N	V;INDF;SG;PST;V.PTCP
専用	dedikeret	専用	dedikere	N	V;INDF;SG;PST;V.PTCP
登録	register	登録	regist	V	N;INDF;MASC+FEM;PL
登録	registret	登録	registret	V	N;DEF;NEUT;SG
登録	registreringer	登録	registrering	V	N;INDF;MASC+FEM;PL
登録	registrering	登録	registrering	V	N;INDF;MASC+FEM;SG
登録	tilmelding	登録	tilmelding	V	N;INDF;MASC+FEM;SG
登録	indregistrering	登録	indregistrering	V	N;INDF;MASC+FEM;SG
佐藤	sato	佐藤	sato	PROPN	
田中	tanaka	田中	tanaka	PROPN	
沖縄	okinawa	沖縄	okinawa	PROPN	
ゲスト	gæsten	ゲスト	gæsten	PROPN	N;DEF;MASC+FEM;SG
ゲスト	gæst	ゲスト	gæst	PROPN	N;INDF;MASC+FEM;SG
ゲスト	gæsterne	ゲスト	gæst	PROPN	N;DEF;MASC+FEM;PL
ゲスト	gæster	ゲスト	gæst	PROPN	N;INDF;MASC+FEM;PL
学生	studerende	学生	studere	N	V;PRS;V.PTCP
学生	studerende	学生	studere	N	V;PRS;V.PTCP
整備	vedligehold	整備	vedligehold	V	ADJ;PL
整備	vedligeholdelse	整備	vedligeholdelse	V	N;INDF;MASC+FEM;SG
整備	opretholdelse	整備	opretholdelse	V	N;INDF;MASC+FEM;SG
主張	påstand	主張	påstand	V	N;INDF;MASC+FEM;SG
主張	påstand	主張	påstand	V	N;INDF;MASC+FEM;SG
ロック	låse	ロック	låse	N	V;NFIN;ACT
ロック	klippe	ロック	klippe	N	V;NFIN;ACT
ロック	rokke	ロック	rokke	N	V;NFIN;ACT
分類	kategori	分類	kategori	V	N;INDF;MASC+FEM;SG
分類	klassifikationer	分類	klassifikation	V	N;INDF;MASC+FEM;PL
分類	klassificeringer	分類	klassificering	V	N;INDF;MASC+FEM;PL
分類	kategorierne	分類	kategorium	V	N;DEF;MASC+FEM;PL
分類	kategorier	分類	kategori	V	N;INDF;MASC+FEM;PL
分類	indplacering	分類	indplacering	V	N;INDF;MASC+FEM;SG
分類	klassifikation	分類	klassifikation	V	N;INDF;MASC+FEM;SG
分類	klassificering	分類	klassificering	V	N;INDF;MASC+FEM;SG
中村	nakamura	中村	nakamura	PROPN	
家族	family	家族	family	N	
表現	repræsentation	表現	repræsentation	V	N;INDF;MASC+FEM;SG
表現	repræsentationen	表現	repræsentation	V	N;DEF;MASC+FEM;SG
表現	udtryk	表現	udtryk	V	N;INDF;NEUT;SG
表現	fremstillinger	表現	fremstilling	V	N;INDF;MASC+FEM;PL
表現	repræsentationer	表現	repræsentation	V	N;INDF;MASC+FEM;PL
仙台	sendai	仙台	sendai	PROPN	
ホール	hole	ホール	hole	N	
ホール	hal	ホール	hal	N	
ホール	hall	ホール	hall	N	
血液	blood	血液	blood	N	
同意	samtykke	同意	samtykke	V	N;INDF;NEUT;SG
平均	gennemsnitlige	平均	gennemsnitlig	N	ADJ;PL
平均	gennemsnitlig	平均	gennemsnitlig	N	ADJ;INDF;MASC+FEM;SG
平均	mener	平均	mene	N	V;IND;PRS;FIN;ACT
事実	facts	事実	facts	ADV	N;INDF;NEUT;PL
事実	fakta	事実	fakta	ADV	N;INDF;NEUT;SG
事実	kendsgerninger	事実	kendsgerning	ADV	N;INDF;MASC+FEM;PL
事実	fakta	事実	fakta	ADV	N;INDF;NEUT;SG
事実	faktum	事実	faktum	ADV	N;INDF;NEUT;SG
事実	fact	事実	fact	ADV	
店舗	stores	店舗	stores	N	V;NFIN;PASS
店舗	opbevares	店舗	opbevare	N	V;IND;PRS;FIN;PASS
芸術	arts	芸術	art	N	
複数	adskillige	複数	adskillig	N	ADJ;PL
複数	flere	複数	mange	N	ADJ;CMPR;PL
取得	påstand	取得	påstand	V	N;INDF;MASC+FEM;SG
レコード	optag	レコード	optag	N	V;IMP
レコード	record	レコード	record	N	
秋田	akita	秋田	akita	PROPN	
上記	ovenfor	上記	ovenfor	N	ADV
上記	over	上記	over	N	ADV
上記	ovenstående	上記	ovenstående	N	ADV
トップ	øverst	トップ	øverst	N	ADJ;RL
トップ	øverste	トップ	øvre	N	ADJ;DEF;RL
付近	nær	付近	nær	N	ADJ;INDF;MASC+FEM;SG
リン	lynn	リン	lynn	PROPN	
リン	phosphor	リン	phosphor	PROPN	N;INDF;NEUT;SG
リン	fosfor	リン	fosfor	PROPN	N;INDF;NEUT;SG
輸送	transporten	輸送	transport	V	N;DEF;MASC+FEM;SG
輸送	transport	輸送	transport	V	N;INDF;MASC+FEM;SG
輸送	befordring	輸送	befordring	V	N;INDF;MASC+FEM;SG
輸送	transporten	輸送	transport	V	N;DEF;MASC+FEM;SG
輸送	transport	輸送	transport	V	N;INDF;MASC+FEM;SG
岐阜	gifu	岐阜	gifu	PROPN	
飛行	flight	飛行	flight	N	
長崎	nagasaki	長崎	nagasaki	PROPN	
メイン	vigtigste	メイン	vigtig	N	ADJ;DEF;RL
メイン	main	メイン	main	N	
メイン	primære	メイン	primær	N	ADJ;PL
メイン	primært	メイン	primært	N	ADV
札幌	sapporo	札幌	sapporo	PROPN	
ワールド	world	ワールド	world	N	
息子	sons	息子	sons	N	
ツアー	tour	ツアー	tour	N	
に関して	vedrørende	に関して	vedrørende	ADP	ADJ
スタジオ	studios	スタジオ	studio	N	
スタジオ	studio	スタジオ	studio	N	
市民	statsborger	市民	statsborger	N	ADJ;INDF;MASC+FEM;SG
松本	matsumoto	松本	matsumoto	PROPN	
同じく	ligeledes	同じく	ligeledes	CONJ	ADV
自然	natural	自然	natural	ADJ	
自然	natur	自然	natur	ADJ	N;INDF;MASC+FEM;SG
自然	naturen	自然	natur	ADJ	N;DEF;MASC+FEM;SG
自然	art	自然	art	ADJ	N;INDF;MASC+FEM;SG
自然	nature	自然	natur	ADJ	
マイル	mile	マイル	mil	N	
生徒	studerende	生徒	studere	N	V;PRS;V.PTCP
生徒	studerende	生徒	studere	N	V;PRS;V.PTCP
鹿児島	kagoshima	鹿児島	kagoshima	PROPN	
変化	skift	変化	skift	V	N;INDF;NEUT;SG
変化	ændring	変化	ændring	V	N;INDF;MASC+FEM;SG
変化	forandring	変化	forandring	V	N;INDF;MASC+FEM;SG
タイプ	indtast	タイプ	indtast	N	V;IMP
タイプ	skriv	タイプ	skrive	N	V;IMP
石川	ishikawa	石川	ishikawa	PROPN	
パリ	paris	パリ	paris	PROPN	PROPN
南部	nambu	南部	nambu	N	
南部	sydlige	南部	sydlig	N	ADJ;PL
経験	erfaren	経験	erfare	V	ADJ;INDF;MASC+FEM;SG
経験	oplevelse	経験	oplevelse	V	N;INDF;MASC+FEM;SG
経験	erfaringer	経験	erfaring	V	N;INDF;MASC+FEM;PL
経験	erfaring	経験	erfaring	V	N;INDF;MASC+FEM;SG
延長	udvidelse	延長	udvidelse	V	N;INDF;MASC+FEM;SG
延長	forlængelse	延長	forlængelse	V	N;INDF;MASC+FEM;SG
ランド	lander	ランド	land	N	V;IND;PRS;FIN;ACT
条件	betinget	条件	betinge	N	V;INDF;SG;PST;V.PTCP
条件	betingede	条件	betinget	N	V;PL;PST;V.PTCP
伝説	legende	伝説	lege	N	V;PRS;V.PTCP
伝説	legendarisk	伝説	legendarisk	N	ADV
伝説	legendariske	伝説	legendarisk	N	ADJ;PL
ロンドン	london	ロンドン	london	PROPN	PROPN
本部	hovedkontor	本部	hovedkontor	PROPN	N;INDF;NEUT;SG
本部	hovedkvarteret	本部	hovedkvarter	PROPN	N;DEF;NEUT;SG
本部	hovedkvarter	本部	hovedkvarter	PROPN	N;INDF;NEUT;SG
本部	hovedsædet	本部	hovedsæde	PROPN	N;DEF;NEUT;SG
本部	hovedsæde	本部	hovedsæde	PROPN	N;INDF;NEUT;SG
フリー	fri	フリー	fri	PROPN	ADJ;INDF;MASC+FEM;SG
フリー	frit	フリー	frit	PROPN	ADV
フリー	free	フリー	free	PROPN	
フリー	gratis	フリー	gratis	PROPN	ADV
競走	racing	競走	racing	N	
高橋	takahashi	高橋	takahashi	PROPN	
デジタル	digital	デジタル	digital	ADJ	N;INDF;MASC+FEM;SG
山田	yamada	山田	yamada	PROPN	
台湾	taiwans	台湾	taiwan	PROPN	
台湾	taiwan	台湾	taiwan	PROPN	
インド	india	インド	india	PROPN	
インド	indien	インド	indien	PROPN	PROPN
吉田	yoshida	吉田	yoshida	PROPN	
東海	tokai	東海	tokai	PROPN	
ソング	song	ソング	song	N	
ライン	line	ライン	lin	N	
提案	forslag	提案	forslag	V	N;INDF;NEUT;PL
提案	forslag	提案	forslag	V	N;INDF;NEUT;PL
提案	forslag	提案	forslag	V	N;INDF;NEUT;PL
提案	forslaget	提案	forslag	V	N;DEF;NEUT;SG
シティ	city	シティ	city	PROPN	
シティ	byen	シティ	by	PROPN	N;DEF;MASC+FEM;SG
シティ	storby	シティ	storby	PROPN	N;INDF;MASC+FEM;SG
シティ	by	シティ	by	PROPN	N;INDF;MASC+FEM;SG
ミュージック	music	ミュージック	music	N	
予選	kvalificerede	予選	kvalificere	N	V;PL;PST;V.PTCP
予選	kvalificerende	予選	kvalificere	N	V;PRS;V.PTCP
予選	kvalificeret	予選	kvalificere	N	V;INDF;SG;PST;V.PTCP
毎日	daglige	毎日	daglig	N	ADJ;PL
解説	forklaring	解説	forklaring	V	N;INDF;MASC+FEM;SG
解説	redegørelser	解説	redegørelse	V	N;INDF;MASC+FEM;PL
解説	forklaring	解説	forklaring	V	N;INDF;MASC+FEM;SG
解説	forklaringer	解説	forklaring	V	N;INDF;MASC+FEM;PL
解説	beskrivelse	解説	beskrivelse	V	N;INDF;MASC+FEM;SG
レギュラー	regelmæssigt	レギュラー	regelmæssigt	N	ADV
レギュラー	regelmæssige	レギュラー	regelmæssig	N	ADJ;PL
レギュラー	regelmæssig	レギュラー	regelmæssig	N	ADJ;INDF;MASC+FEM;SG
太郎	taro	太郎	taro	PROPN	
速度	speed	速度	speed	N	
角川	kadokawa	角川	kadokawa	PROPN	
改正	ændringsforslag	改正	ændringsforslag	V	N;INDF;NEUT;SG
改正	ændringer	改正	ændringe	V	N;INDF;MASC+FEM;PL
改正	revidering	改正	revidering	V	N;INDF;MASC+FEM;SG
改正	revision	改正	revision	V	N;INDF;MASC+FEM;SG
近く	nær	近く	nær	ADV	ADJ;INDF;MASC+FEM;SG
徒歩	gå	徒歩	gå	N	V;NFIN;ACT
徒歩	walk	徒歩	walk	N	
更新	opdatering	更新	opdatering	V	N;INDF;MASC+FEM;SG
更新	opdater	更新	opdater	V	N;INDF;MASC+FEM;PL
更新	update	更新	update	V	N;INDF;NEUT;SG
更新	opdater	更新	opdater	V	N;INDF;MASC+FEM;PL
更新	opdateringer	更新	opdatering	V	N;INDF;MASC+FEM;PL
配信	leverance	配信	leverance	V	N;INDF;MASC+FEM;SG
配信	udbringning	配信	udbringning	V	N;INDF;MASC+FEM;SG
配信	levering	配信	levering	V	N;INDF;MASC+FEM;SG
配信	omdeling	配信	omdeling	V	N;INDF;MASC+FEM;SG
配信	udsendelse	配信	udsendelse	V	N;INDF;MASC+FEM;SG
配信	udsendelsen	配信	udsendelse	V	N;DEF;MASC+FEM;SG
山本	yamamoto	山本	yamamoto	PROPN	
はじめ	hajime	はじめ	hajim		
仕事	arbejder	仕事	arbejde	N	V;IND;PRS;FIN;ACT
仕事	arbejd	仕事	arbejd	N	V;IMP
メディア	media	メディア	media	N	
メディア	mellemstor	メディア	mellemstor	N	ADJ;INDF;MASC+FEM;SG
ただ	bare	ただ	bare	CONJ	ADV
外国	udenlandsk	外国	udenlandsk	N	ADJ;INDF;SG
外国	fremmed	外国	fremmed	N	ADJ;INDF;MASC+FEM;SG
支配	dominans	支配	dominans	V	N;INDF;MASC+FEM;SG
強い	kraftigt	強い	kraftigt	ADJ	ADV
強い	stærkt	強い	stærkt	ADJ	ADV
強い	strong	強い	strong	ADJ	
継承	arven	継承	arv	V	N;DEF;MASC+FEM;SG
継承	arv	継承	arv	V	N;INDF;MASC+FEM;SG
ポイント	points	ポイント	points	N	
ポイント	peg	ポイント	peg	N	
