το	the	ο	the	DET;NOM;DEF;NEUT;SG	PROPN
κυκλοφόρησε	dilepaskan	κυκλοφορώ	dilepaskan	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
κυκλοφόρησε	dirilis	κυκλοφορώ	dirilis	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
τι	what	τι	what	PRO;NOM;NEUT;SG;3	PROPN
χρονιά	year	χρονιά	year	N;ACC;FEM;SG	PROPN
παραγωγή	production	παραγωγή	production	N;NOM;FEM;SG	PROPN
ηθοποιός	actress	ηθοποιός	actress	N;NOM;MASC;SG	PROPN
ηθοποιός	actor	ηθοποιός	actor	N;NOM;MASC;SG	PROPN
ελληνικά	greek	ελληνικός	greek	ADV	PROPN
ελληνικά	yunani	ελληνικός	yunani	ADV	PROPN;SG
δυνάμεις	powers	δύναμη	powers	N;NOM;FEM;PL	PROPN
γαλλία	prancis	γαλλία	prancis	PROPN;ACC;FEM;SG	PROPN;SG
γαλλία	france	γαλλία	france	PROPN;ACC;FEM;SG	PROPN
γαλλία	perancis	γαλλία	perancis	PROPN;ACC;FEM;SG	PROPN;SG
ελληνικό	greek	ελληνικός	greek	ADJ;NOM;NEUT;SG	PROPN
ελληνικό	yunani	ελληνικός	yunani	ADJ;NOM;NEUT;SG	PROPN;SG
ευρώπη	eropa	ευρώπη	eropa	PROPN;ACC;FEM;SG	N;SG
γνωστό	dikenal	γνωστός	dikenal	ADJ;NOM;NEUT;SG	V;SG;PASS
γνωστό	diketahui	γνωστός	diketahui	ADJ;NOM;NEUT;SG	V;SG;PASS
βιβλίο	book	βιβλίο	book	N;NOM;NEUT;SG	PROPN
διάστημα	space	διάστημα	space	N;NOM;NEUT;SG	PROPN
οικογένεια	family	οικογένεια	family	N;NOM;FEM;SG	PROPN
μέτρα	mengukur	μέτρο	menukur	N;NOM;NEUT;PL	V;SG;ACT
σημαίνει	artinya	σημαίνω	arti	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
σημαίνει	sarana	σημαίνω	sarana	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
πέντε	five	πέντε	five	NUM;NOM;MASC;PL	PROPN
παραπάνω	diatas	παραπάνω	diatas	ADV	ADP;SG;PASS
σεζόν	season	σεζόν	season	N;ACC;FEM;SG	PROPN
πρότυπο	template	πρότυπο	template	N;NOM;NEUT;SG	PROPN
πρότυπο	templat	πρότυπο	templat	N;NOM;NEUT;SG	PROPN
πρότυπο	standar	πρότυπο	standar	N;NOM;NEUT;SG	ADJ;SG
πρότυπο	standard	πρότυπο	standard	N;NOM;NEUT;SG	PROPN
αριθμός	nomer	αριθμός	nomer	N;NOM;MASC;SG	PROPN;SG
θάνατο	death	θάνατος	death	N;ACC;MASC;SG	PROPN
θάνατο	maut	θάνατος	maut	N;ACC;MASC;SG	PROPN;SG
θάνατο	mati	θάνατος	mati	N;ACC;MASC;SG	ADJ;SG
εταιρεία	company	εταιρεία	company	N;NOM;FEM;SG	PROPN
σώμα	body	σώμα	body	N;NOM;NEUT;SG	PROPN
σώμα	buh	σώμα	buh	N;NOM;NEUT;SG	PROPN
σώμα	corps	σώμα	corps	N;NOM;NEUT;SG	PROPN
πρωτεύουσα	capital	πρωτεύουσα	capital	N;NOM;FEM;SG	PROPN
παράλληλα	paralel	παράλληλα	paralel	ADV	N
γνωστή	dikenal	γνωστός	dikenal	ADJ;NOM;FEM;SG	V;SG;PASS
γνωστή	diketahui	γνωστός	diketahui	ADJ;NOM;FEM;SG	V;SG;PASS
κατάσταση	pgn	κατάσταση	pgn	N;ACC;FEM;SG	PROPN
νησί	island	νησί	island	N;NOM;NEUT;SG	PROPN
επιτυχία	sukses	επιτυχία	sukses	N;NOM;FEM;SG	ADJ;SG
επιτυχία	berhasil	επιτυχία	berhasil	N;NOM;FEM;SG	V;SG
γερμανία	jerman	γερμανία	jerman	PROPN;ACC;FEM;SG	PROPN;SG
άλλους	lain	άλλος	lain	PRO;NOM;MASC;PL;3	ADJ;SG
άλλους	lainnya	άλλος	lainnya	PRO;NOM;MASC;PL;3	N
πίσω	kembali	πίσω	kembali	ADV	V;SG;ACT
πίσω	balik	πίσω	balik	ADV	N;SG;ACT
πίσω	mundur	πίσω	mundur	ADV	V;SG;ACT
πίσω	back	πίσω	back	ADV	PROPN
πίσω	belakang	πίσω	belakang	ADV	N;SG
δημιουργία	buat	δημιουργία	buat	N;ACC;FEM;SG	
δημιουργία	ciptakan	δημιουργία	ciptakan	N;ACC;FEM;SG	V;SG;ACT
δημιουργία	membuat	δημιουργία	menbuat	N;ACC;FEM;SG	V;SG;ACT
αρχή	mulai	αρχή	mulai	N;NOM;FEM;SG	V;SG;ACT
αρχή	mulailah	αρχή	mulai	N;NOM;FEM;SG	V;SG;ACT
αρχή	start	αρχή	start	N;NOM;FEM;SG	PROPN
αρχή	awal	αρχή	awal	N;NOM;FEM;SG	ADJ;SG
αρχή	authority	αρχή	authority	N;NOM;FEM;SG	PROPN
άδεια	sim	άδεια	sim	N;NOM;FEM;SG	PROPN
άδεια	hampa	άδεια	hampa	N;NOM;FEM;SG	PROPN;SG
άδεια	kosongkan	άδεια	kosongkan	N;NOM;FEM;SG	V;SG;ACT
άδεια	kosong	άδεια	kosong	N;NOM;FEM;SG	ADJ;SG
σου	sue	σου	sue	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN
επιπλέον	tambahan	επιπλέον	tambahan	ADV	N;SG
περισσότερα	selengkapnya	πολύς	selengkap	ADJ;NOM;CMPR;NEUT;PL	N;SG
περισσότερα	lebih	πολύς	lebih	ADJ;NOM;CMPR;NEUT;PL	ADV
περισσότερα	lainnya	πολύς	lainnya	ADJ;NOM;CMPR;NEUT;PL	N
περισσότερα	lagi	πολύς	lagi	ADJ;NOM;CMPR;NEUT;PL	ADV
αυτόν	him	αυτός	him	PRO;ACC;MASC;SG;3	PROPN
άγιος	agios	άγιος	agios	ADJ;NOM;MASC;SG	PROPN
άγιος	santo	άγιος	santo	ADJ;NOM;MASC;SG	PROPN
άγιος	saint	άγιος	saint	ADJ;NOM;MASC;SG	PROPN
θάνατοι	kematian	θάνατος	kematian	N;NOM;MASC;PL	N;SG
γ΄	iii	γ΄	iii	N	NUM
τραγούδι	menyanyi	τραγούδι	mennyanyi	N;NOM;NEUT;SG	V;SG;ACT
τραγούδι	bernyanyi	τραγούδι	bernyanyi	N;NOM;NEUT;SG	V;SG;ACT
τραγούδι	song	τραγούδι	song	N;NOM;NEUT;SG	PROPN
κόρη	daughter	κόρη	daughter	N;NOM;FEM;SG	PROPN
κόρη	putri	κόρη	putri	N;NOM;FEM;SG	PROPN;SG
κόρη	dikit	κόρη	dikit	N;NOM;FEM;SG	PROPN
επαρχία	provinsi	επαρχία	provinsi	N;NOM;FEM;SG	PROPN;SG
ιωάννης	john	ιωάννης	john	PROPN;NOM;MASC;SG	PROPN
ιωάννης	yohanes	ιωάννης	yohanes	PROPN;NOM;MASC;SG	PROPN
θεσσαλονίκη	thessaloniki	θεσσαλονίκη	thessaloniki	PROPN;NOM;FEM;SG	PROPN
αγγλικά	inggris	αγγλικός	inggris	ADV	PROPN;SG
αγγλικά	indonesian	αγγλικός	indonesian	ADV	PROPN
αγγλικά	english	αγγλικός	english	ADV	N
άλλοι	lain	άλλος	lain	PRO;NOM;MASC;PL;3	ADJ;SG
άλλοι	lainnya	άλλος	lainnya	PRO;NOM;MASC;PL;3	N
κέρδισε	win	κερδίζω	win	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN
κέρδισε	menang	κερδίζω	menang	V;PFV;IND;SG;3;PST;FIN;ACT	;SG
κέρδισε	won	κερδίζω	won	V;PFV;IND;SG;3;PST;FIN;ACT	PROPN
κέρδισε	dimenangkan	κερδίζω	dimenangkan	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
κέρδισε	menang	κερδίζω	menang	V;PFV;IND;SG;3;PST;FIN;ACT	;SG
βασίλειο	kingdom	βασίλειο	kingdom	N;NOM;NEUT;SG	PROPN
βασίλειο	kerajaan	βασίλειο	kerajaan	N;NOM;NEUT;SG	PROPN;SG
συνολικά	total	συνολικά	total	ADV	N;SG
συνολικά	keseluruhan	συνολικά	keseluruhan	ADV	PRO
γνωστός	dikenal	γνωστός	dikenal	ADJ;NOM;MASC;SG	V;SG;PASS
γνωστός	diketahui	γνωστός	diketahui	ADJ;NOM;MASC;SG	V;SG;PASS
γνωστός	kenalan	γνωστός	kenalan	ADJ;NOM;MASC;SG	N;SG
πληροφορίες	info	πληροφορία	info	N;NOM;FEM;PL	PROPN;SG
πληροφορίες	information	πληροφορία	information	N;NOM;FEM;PL	PROPN
πληροφορίες	informasi	πληροφορία	informasi	N;NOM;FEM;PL	N;SG
εθνικό	gimn	εθνικός	gimn	ADJ;NOM;NEUT;SG	PROPN
εθνικό	national	εθνικός	national	ADJ;NOM;NEUT;SG	PROPN
καριέρα	berkarir	καριέρα	berkarir	N;ACC;FEM;SG	V;SG;ACT
ποτέ	ever	ποτέ	ever	ADV	PROPN
τέλη	fee	τέλος	fee	N;ACC;NEUT;PL	PROPN
τέλη	biaya	τέλος	biaya	N;ACC;NEUT;PL	N;SG
τέλη	biayanya	τέλος	biaya	N;ACC;NEUT;PL	N;SG
τέλη	biaya	τέλος	biaya	N;ACC;NEUT;PL	N;SG
πλευρά	side	πλευρά	side	N;ACC;FEM;SG	PROPN
διάφορες	bermacam	διάφορος	bermacam	ADJ;NOM;FEM;PL	N;SG;ACT
διάφορες	berbagai	διάφορος	berbagai	ADJ;NOM;FEM;PL	DET
διάφορες	beragam	διάφορος	berragam	ADJ;NOM;FEM;PL	V;SG;ACT
ανήκει	milik	ανήκω	milik	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG;ACT
χιλιόμετρα	miles	χιλιόμετρο	miles	N;NOM;NEUT;PL	PROPN
χιλιόμετρα	mil	χιλιόμετρο	mil	N;NOM;NEUT;PL	N;SG
χιλιόμετρα	mileage	χιλιόμετρο	mileage	N;NOM;NEUT;PL	PROPN
κάτοικοι	penghuninya	κάτοικος	penhuni	N;NOM;MASC;PL	N;SG
κάτοικοι	penduduk	κάτοικος	penduduk	N;NOM;MASC;PL	N;SG
κάτοικοι	warga	κάτοικος	warga	N;NOM;MASC;PL	N;SG
κάτοικοι	penghuni	κάτοικος	penhuni	N;NOM;MASC;PL	N;SG
άρθρα	artikel	άρθρο	artikel	N;NOM;NEUT;PL	N;SG
γεώργιος	georgios	γεώργιος	georgios	PROPN;NOM;MASC;SG	PROPN
γεώργιος	george	γεώργιος	george	PROPN;NOM;MASC;SG	PROPN
τύπου	press	τύπος	press	N;GEN;MASC;SG	PROPN
τύπου	ketik	τύπος	ketik	N;GEN;MASC;SG	PROPN
πόλεμος	war	πόλεμος	war	N;NOM;MASC;SG	PROPN
μικρό	small	μικρός	small	ADJ;NOM;NEUT;SG	PROPN
μικρό	little	μικρός	little	ADJ;NOM;NEUT;SG	PROPN
μικρό	sedikit	μικρός	sedikit	ADJ;NOM;NEUT;SG	ADV;SG
μικρό	beraktifitas	μικρός	beraktifitas	ADJ;NOM;NEUT;SG	V;SG;ACT
τόπος	tempatkan	τόπος	tempatkan	N;NOM;MASC;SG	V;SG;ACT
τόπος	place	τόπος	place	N;NOM;MASC;SG	PROPN
συγκεκριμένα	spesifik	συγκεκριμένα	spesifik	ADV	ADJ;SG
συγκεκριμένα	tertentu	συγκεκριμένα	tertentu	ADV	DET
συγκεκριμένα	khusus	συγκεκριμένα	khusus	ADV	ADJ;SG
είδη	spesies	είδος	spesies	N;NOM;NEUT;PL	N;SG
κάποιος	seseorang	κάποιος	seseorang	PRO;NOM;MASC;SG;3	N;SG
κάποιος	someone	κάποιος	someone	PRO;NOM;MASC;SG;3	PROPN
κάποιος	seseorang	κάποιος	seseorang	PRO;NOM;MASC;SG;3	N;SG
κάποιος	somebody	κάποιος	somebody	PRO;NOM;MASC;SG;3	PROPN
πρωταθλήματα	kejuaraan	πρωτάθλημα	kejuaraan	N;NOM;NEUT;PL	N;SG
ιταλία	italy	ιταλία	italy	PROPN;ACC;FEM;SG	PROPN
ιταλία	italia	ιταλία	italia	PROPN;ACC;FEM;SG	PROPN
πατέρας	bapa	πατέρα	bapa	N;NOM;MASC;SG	PROPN
κατηγορίες	tagihan	κατηγορία	tagihan	N;NOM;FEM;PL	N;SG
κατηγορίες	biaya	κατηγορία	biaya	N;NOM;FEM;PL	N;SG
κατηγορίες	kategori	κατηγορία	kategori	N;NOM;FEM;PL	PROPN;SG
αναφέρει	mention	αναφέρω	mention	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
αναφέρει	penyebutan	αναφέρω	pensebutan	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
αναφέρει	mentions	αναφέρω	mentions	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
αναφέρει	sebutan	αναφέρω	sebutan	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
ποδόσφαιρο	soccer	ποδόσφαιρος	soccer	N;NOM;NEUT;SG	PROPN
ποδόσφαιρο	football	ποδόσφαιρος	football	N;NOM;NEUT;SG	PROPN
θέσεις	posisi	θέση	posisi	N;NOM;FEM;PL	N;SG
θέσεις	kiriman	θέση	kiriman	N;NOM;FEM;PL	N;SG
θέσεις	posting	θέση	posting	N;NOM;FEM;PL	PROPN
θέσεις	kursi	θέση	kursi	N;NOM;FEM;PL	N;SG
περισσότερες	selengkapnya	πολύς	selengkap	ADJ;NOM;CMPR;FEM;PL	N;SG
περισσότερες	lebih	πολύς	lebih	ADJ;NOM;CMPR;FEM;PL	ADV
περισσότερες	lainnya	πολύς	lainnya	ADJ;NOM;CMPR;FEM;PL	N
περισσότερες	lagi	πολύς	lagi	ADJ;NOM;CMPR;FEM;PL	ADV
γενικά	keseluruhan	γενικά	keseluruhan	ADV	PRO
γενικά	umum	γενικά	umum	ADV	ADJ;SG
γενικά	jendral	γενικά	jendral	ADV	N
γενικά	jenderal	γενικά	jenderal	ADV	N;SG
σημαντικό	jga	σημαντικός	jga	ADJ;NOM;NEUT;SG	PROPN
νίκη	win	νίκη	win	N;ACC;FEM;SG	PROPN
νίκη	menang	νίκη	menang	N;ACC;FEM;SG	;SG
νίκη	menangkan	νίκη	mentangkan	N;ACC;FEM;SG	V;SG;ACT
νίκη	victory	νίκη	victory	N;ACC;FEM;SG	PROPN
νίκη	memenangkan	νίκη	menmenangkan	N;ACC;FEM;SG	V;SG;ACT
νίκη	menang	νίκη	menang	N;ACC;FEM;SG	;SG
μικρή	small	μικρός	small	ADJ;NOM;FEM;SG	PROPN
μικρή	little	μικρός	little	ADJ;NOM;FEM;SG	PROPN
μικρή	sedikit	μικρός	sedikit	ADJ;NOM;FEM;SG	ADV;SG
μικρή	beraktifitas	μικρός	beraktifitas	ADJ;NOM;FEM;SG	V;SG;ACT
έτη	tahun	έτος	tahun	N;NOM;NEUT;PL	N;SG
πατέρα	bapa	πατέρα	bapa	N;ACC;MASC;SG	PROPN
αμερικανός	american	Αμερικανός	american	ADJ;NOM;MASC;SG	PROPN
αμερικανός	amerika	Αμερικανός	amerika	ADJ;NOM;MASC;SG	PROPN;SG
τελικό	final	τελικός	final	ADJ;NOM;NEUT;SG	N
πάντα	always	πάντα	always	ADV	PROPN
συγκρότημα	complex	συγκρότημα	complex	N;NOM;NEUT;SG	PROPN
συγκρότημα	rumit	συγκρότημα	rumit	N;NOM;NEUT;SG	ADJ;SG
παραγωγής	production	παραγωγή	production	N;GEN;FEM;SG	PROPN
ίσως	barangkali	ίσως	barangkali	ADV	
ίσως	maybe	ίσως	maybe	ADV	PROPN
επόμενη	selanjutnya	επόμενος	selanjutnya	ADJ;ACC;FEM;SG	ADV
επόμενη	berikutnya	επόμενος	berikutnya	ADJ;ACC;FEM;SG	ADV
επόμενη	next	επόμενος	next	ADJ;ACC;FEM;SG	PROPN
στιγμή	moment	στιγμή	moment	N;ACC;FEM;SG	PROPN
μήνες	bulan	μήνας	bulan	N;NOM;MASC;PL	N;SG
ύψος	tinggi	ύψος	tinggi	N;NOM;NEUT;SG	ADJ;SG
πολλοί	banyak	πολύς	banyak	ADJ;NOM;MASC;PL	ADV
όλοι	all	όλος	all	ADJ;NOM;MASC;PL	PROPN
όλοι	aii	όλος	aii	ADJ;NOM;MASC;PL	PROPN
όλοι	semua	όλος	semua	ADJ;NOM;MASC;PL	DET
όλοι	semuanya	όλος	semua	ADJ;NOM;MASC;PL	PRO
τώρα	now	τώρα	now	ADV	PROPN
τώρα	kini	τώρα	kini	ADV	N
προπονητής	coach	προπονητής	coach	N;NOM;MASC;SG	PROPN
θέατρο	theater	θέατρο	theater	N;NOM;NEUT;SG	PROPN
θέατρο	theatre	θέατρο	theatre	N;NOM;NEUT;SG	PROPN
σημαντική	jga	σημαντικός	jga	ADJ;NOM;FEM;SG	PROPN
ημέρα	day	ημέρα	day	N;NOM;FEM;SG	PROPN
διάφορα	miscellaneous	διάφορος	miscellaneous	ADV	PROPN
επέστρεψε	dikembalikan	επιστρέφω	dikembalikan	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
κατέκτησε	ditaklukkan	κατακτώ	ditaklukkan	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
θέματα	topik	θέμα	topik	N;NOM;NEUT;PL	N;SG
θέματα	tema	θέμα	tema	N;NOM;NEUT;PL	N;SG
θέματα	masalah	θέμα	masalah	N;NOM;NEUT;PL	N;SG
θέματα	isu	θέμα	isu	N;NOM;NEUT;PL	N;SG
στάδιο	stage	στάδιο	stage	N;NOM;NEUT;SG	PROPN
χωριά	desa	χωριό	desa	N;NOM;NEUT;PL	N;SG
επίθεση	menyerang	επίθεση	menserang	N;ACC;FEM;SG	V;SG;ACT
επίθεση	serang	επίθεση	serang	N;ACC;FEM;SG	
τραγούδια	lagu	τραγούδιο	lagu	N;NOM;NEUT;PL	N;SG
τραγούδια	songs	τραγούδιο	songs	N;NOM;NEUT;PL	PROPN
λέξη	word	λέξη	word	N;ACC;FEM;SG	PROPN
λέξη	firman	λέξη	firman	N;ACC;FEM;SG	PROPN;SG
κατάφερε	dikelola	καταφέρνω	dikelola	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
προβλήματα	masalah	πρόβλημα	masalah	N;NOM;NEUT;PL	N;SG
δύναμη	force	δύναμη	force	N;ACC;FEM;SG	PROPN
δύναμη	memaksa	δύναμη	menpaksa	N;ACC;FEM;SG	V;SG;ACT
δύναμη	paksakan	δύναμη	paksakan	N;ACC;FEM;SG	V;SG;ACT
δύναμη	power	δύναμη	power	N;ACC;FEM;SG	PROPN
επανάσταση	revolution	επανάσταση	revolution	N;ACC;FEM;SG	PROPN
τύπος	press	τύπος	press	N;NOM;MASC;SG	PROPN
τύπος	ketik	τύπος	ketik	N;NOM;MASC;SG	PROPN
εκατομμύρια	juta	εκατομμύριο	juta	N;NOM;NEUT;PL	NUM
εκατομμύρια	million	εκατομμύριο	million	N;NOM;NEUT;PL	PROPN
εκατομμύρια	sejuta	εκατομμύριο	sejuta	N;NOM;NEUT;PL	NUM
εκατομμύρια	jutaan	εκατομμύριο	jutaan	N;NOM;NEUT;PL	N;SG
εκατομμύρια	juta	εκατομμύριο	juta	N;NOM;NEUT;PL	NUM
εκατομμύρια	berjuta	εκατομμύριο	berjuta	N;NOM;NEUT;PL	PROPN;SG;ACT
τέσσερις	four	τέσσερις	four	NUM;NOM;MASC;PL	PROPN
πορεία	course	πορεία	course	N;ACC;FEM;SG	PROPN
μέση	middle	μέσο	middle	N;NOM;FEM;SG	PROPN
μέση	tengah	μέσο	tengah	N;NOM;FEM;SG	PROPN;SG
πρόβλημα	problem	πρόβλημα	problem	N;NOM;NEUT;SG	PROPN
πρόβλημα	solat	πρόβλημα	solat	N;NOM;NEUT;SG	PROPN;SG
πρόβλημα	trouble	πρόβλημα	trouble	N;NOM;NEUT;SG	PROPN
άνω	upper	άνω	upper	ADV	PROPN
άνω	atas	άνω	atas	ADV	ADP;SG
νερό	water	νερό	water	N;NOM;NEUT;SG	PROPN
τοπική	local	τοπικός	local	ADJ;NOM;FEM;SG	PROPN
περιφέρεια	provinsi	περιφέρεια	provinsi	N;NOM;FEM;SG	PROPN;SG
μητέρα	mother	μητέρα	mother	N;NOM;FEM;SG	PROPN
μητέρα	bunda	μητέρα	bunda	N;NOM;FEM;SG	PROPN
έξι	six	έξι	six	NUM;NOM;MASC;PL	PROPN
παρίσι	paris	παρίσι	paris	PROPN;NOM;NEUT;SG	PROPN
έγραψε	tulis	γράφω	tulis	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG;ACT
κατασκευή	memproduksi	κατασκευή	menproduksi	N;NOM;FEM;SG	V;SG;ACT
κατασκευή	membangun	κατασκευή	menbangun	N;NOM;FEM;SG	V;SG;ACT
περιπτώσεις	kasusnya	περίπτωση	kasus	N;NOM;FEM;PL	N;SG
περιπτώσεις	kasus	περίπτωση	kasus	N;NOM;FEM;PL	N;SG
ημέρες	days	ημέρα	days	N;NOM;FEM;PL	PROPN
ημέρες	hari	ημέρα	hari	N;NOM;FEM;PL	N;SG
μαρία	maria	μαρία	maria	PROPN;NOM;FEM;SG	PROPN
μερικές	some	μερικοί	some	PRO;NOM;FEM;PL;3	PROPN
μερικές	beberapa	μερικοί	beberapa	PRO;NOM;FEM;PL;3	DET
τιμή	price	τιμή	price	N;NOM;FEM;SG	PROPN
τιμή	bernilai	τιμή	bernilai	N;NOM;FEM;SG	V;SG;ACT
διαγραφή	hapus	διαγραφή	hapus	ADV	PROPN;SG
διαγραφή	penghapusan	διαγραφή	penhapusan	ADV	N;SG
διαγραφή	hapus	διαγραφή	hapus	ADV	PROPN;SG
διαγραφή	delete	διαγραφή	delete	ADV	PROPN
τρίτη	tuesday	τρίτος	tuesday	NUM;NOM;FEM;SG	N
τρίτη	selasa	τρίτος	selasa	NUM;NOM;FEM;SG	
τρίτη	sepertiga	τρίτος	sepertiga	NUM;NOM;FEM;SG	NUM
τρίτη	ketiga	τρίτος	ketiga	NUM;NOM;FEM;SG	NUM
παρακάτω	dibawah	παράκατος	dibawah	ADV	ADP;SG;PASS
ναός	temple	ναός	temple	N;NOM;MASC;SG	PROPN
ναός	candi	ναός	candi	N;NOM;MASC;SG	PROPN
βοήθεια	membantu	βοήθεια	menbantu	N;ACC;FEM;SG	V;SG;ACT
απόσταση	range	απόσταση	range	N;ACC;FEM;SG	PROPN
νέων	pemuda	νέος	pemuda	ADJ;GEN;FEM;PL	N;SG
αναφορά	lapor	αναφορά	lapor	N;NOM;FEM;SG	V;SG;ACT
αναφορά	laporkan	αναφορά	laporkan	N;NOM;FEM;SG	V;SG;ACT
αναφορά	melaporkan	αναφορά	menlaporkan	N;NOM;FEM;SG	V;SG;ACT
ποδοσφαιριστής	footballer	ποδοσφαιριστής	footballer	N;NOM;MASC;SG	PROPN
λιγκ	league	λιγκ	league		PROPN
λιγκ	liga	λιγκ	liga		N;SG
απλά	cuma	απλά	cuma	ADV	
γιώργος	giorgos	γιώργος	giorgos	N;NOM;MASC;SG	PROPN
γιώργος	george	γιώργος	george	N;NOM;MASC;SG	PROPN
γιώργος	georgios	γιώργος	georgios	N;NOM;MASC;SG	PROPN
γεγονότα	fakta	γεγονός	fakta	N;NOM;NEUT;PL	N;SG
γεγονότα	peristiwa	γεγονός	peristiwa	N;NOM;NEUT;PL	N;SG
γεγονότα	kegiatan	γεγονός	kegiatan	N;NOM;NEUT;PL	N;SG
γεγονότα	acara	γεγονός	acara	N;NOM;NEUT;PL	N;SG
σύντομο	short	σύντομο	short	N;NOM;NEUT;SG	PROPN
σύντομο	singkat	σύντομο	singkat	N;NOM;NEUT;SG	ADJ;SG
σύντομο	pendek	σύντομο	pendek	N;NOM;NEUT;SG	ADJ;SG
σύντομο	ringkas	σύντομο	ringkas	N;NOM;NEUT;SG	PROPN;SG
σύντομο	singkat	σύντομο	singkat	N;NOM;NEUT;SG	ADJ;SG
σύντομο	brief	σύντομο	brief	N;NOM;NEUT;SG	PROPN
κράτος	state	κράτος	state	N;NOM;NEUT;SG	PROPN
κωνσταντίνος	konstantinos	κωνσταντίνος	konstantinos	PROPN;NOM;MASC;SG	PROPN
κωνσταντίνος	konstantin	κωνσταντίνος	konstantin	PROPN;NOM;MASC;SG	PROPN
κωνσταντίνος	konstantinus	κωνσταντίνος	konstantinus	PROPN;NOM;MASC;SG	PROPN
κωνσταντίνος	constantine	κωνσταντίνος	constantine	PROPN;NOM;MASC;SG	PROPN
στρατό	army	στρατός	army	N;ACC;MASC;SG	PROPN
αγία	santo	αγία	santo	PROPN;NOM;FEM;SG	PROPN
αγία	saint	αγία	saint	PROPN;NOM;FEM;SG	PROPN
αποτελέσματα	hasilnya	αποτέλεσμα	hasil	N;NOM;NEUT;PL	N;SG
αποτελέσματα	hasil	αποτέλεσμα	hasil	N;NOM;NEUT;PL	N;SG
ιστορικό	background	ιστορικός	background	ADJ;NOM;NEUT;SG	N
ιστορικό	latar	ιστορικός	latar	ADJ;NOM;NEUT;SG	N;SG
ιστορικό	history	ιστορικός	history	ADJ;NOM;NEUT;SG	PROPN
ιστορικό	riwayat	ιστορικός	riwayat	ADJ;NOM;NEUT;SG	N
ιστορικό	sejarah	ιστορικός	sejarah	ADJ;NOM;NEUT;SG	N;SG
σπίτι	home	σπίτι	home	N;NOM;NEUT;SG	PROPN
σπίτι	pulang	σπίτι	pulang	N;NOM;NEUT;SG	V;SG;ACT
σπίτι	beranda	σπίτι	beranda	N;NOM;NEUT;SG	
σπίτι	house	σπίτι	house	N;NOM;NEUT;SG	PROPN
τζον	john	τζο	john		PROPN
τζον	yohanes	τζο	yohanes		PROPN
τζον	jon	τζο	jon		PROPN
αρκετές	beberapa	αρκετός	beberapa	PRO;NOM;FEM;PL;3	DET
τμήματα	divisi	τμήμα	divisi	N;NOM;NEUT;PL	N;SG
τμήματα	pembagian	τμήμα	penbagian	N;NOM;NEUT;PL	N;SG
τμήματα	segmen	τμήμα	segmen	N;NOM;NEUT;PL	N;SG
τμήματα	departemen	τμήμα	departemen	N;NOM;NEUT;PL	N;SG
τμήματα	bagian	τμήμα	bagian	N;NOM;NEUT;PL	N;SG
λειτουργία	mode	λειτουργία	mode	N;ACC;FEM;SG	PROPN
βιβλία	pembukuan	βιβλία	penbukuan	N;NOM;NEUT;PL	N;SG
βιβλία	buku	βιβλία	buku	N;NOM;NEUT;PL	N;SG
πρωθυπουργός	premier	πρωθυπουργός	premier	N;NOM;MASC;SG	PROPN
κείμενο	sms	κείμενο	sms	N;NOM;NEUT;SG	PROPN
γραμμή	garis	γραμμή	garis	N;NOM;FEM;SG	PROPN;SG
σχέδιο	project	σχέδιο	project	N;NOM;NEUT;SG	PROPN
σχέδιο	plan	σχέδιο	plan	N;NOM;NEUT;SG	PROPN
σχέδιο	rencanakan	σχέδιο	rencanakan	N;NOM;NEUT;SG	V;SG;ACT
βουλευτής	member	βουλευτής	menber	N;NOM;MASC;SG	
γη	earth	γη	earth	N;NOM;FEM;SG	PROPN
γη	land	γη	land	N;NOM;FEM;SG	PROPN
χρήστες	pemakai	χρήστης	penpakai	N;NOM;MASC;PL	N;SG
χρήστες	pengguna	χρήστης	penguna	N;NOM;MASC;PL	N;SG
αυτοί	mereka	αυτός	mereka	PRO;NOM;MASC;PL;3	PRO;PL;3
χρησιμοποιούνται	digunakan	χρησιμοποιώ	digunakan	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;SG;PASS
χρησιμοποιούνται	terpakai	χρησιμοποιώ	terpakai	V;IPFV;IND;PL;3;PRS;FIN;PASS	V;SG;PASS
χρησιμοποιούνται	used	χρησιμοποιώ	used	V;IPFV;IND;PL;3;PRS;FIN;PASS	PROPN
