que	that	que	that	PRO;MASC;SG	PROPN
poder	power	poder	power	N;MASC;SG	PROPN
muitas	многих	muito	много	PRO;FEM;PL	NUM
muitas	много	muito	много	PRO;FEM;PL	ADV
muitas	многим	muito	много	PRO;FEM;PL	NUM
muitas	многие	muito	много	PRO;FEM;PL	NUM
grandes	большой	grande	большой	N;MASC;PL	ADJ;NOM;MASC;SG
grandes	крупных	grande	крупный	N;MASC;PL	ADJ;GEN;PL
grandes	крупный	grande	крупный	N;MASC;PL	ADJ;NOM;MASC;SG
grandes	большая	grande	большой	N;MASC;PL	ADJ;NOM;FEM;SG
grandes	крупные	grande	крупный	N;MASC;PL	ADJ;NOM;PL
grandes	большие	grande	большой	N;MASC;PL	ADJ;NOM;PL
grandes	большая	grande	большой	N;MASC;PL	ADJ;NOM;FEM;SG
grandes	big	grande	big	N;MASC;PL	PROPN
grandes	большие	grande	большой	N;MASC;PL	ADJ;NOM;PL
grandes	большой	grande	большой	N;MASC;PL	ADJ;NOM;MASC;SG
grandes	биг	grande	биг	N;MASC;PL	
principais	основная	principal	основной	ADJ;MASC;PL	ADJ;NOM;FEM;SG
principais	главная	principal	главный	ADJ;MASC;PL	ADJ;NOM;FEM;SG
tarde	опаздывает	tarde	опаздывать	ADV	V;IPFV;IND;SG;3;PRS;FIN;ACT
tarde	поздний	tarde	поздний	ADV	ADJ;NOM;MASC;SG
tarde	опоздал	tarde	опоздать	ADV	V;PFV;MASC;IND;SG;PST;FIN;ACT
tarde	днем	tarde	день	ADV	N;INAN;INS;MASC;SG
tarde	полдень	tarde	полдень	ADV	N;INAN;NOM;MASC;SG
volta	назад	volta	назад	N;FEM;SG	ADV
volta	back	volta	back	N;FEM;SG	PROPN
volta	обратно	volta	обратно	N;FEM;SG	ADV
vila	town	vila	town	N;FEM;SG	PROPN
política	политики	política	политика	N;FEM;SG	N;ANIM;NOM;MASC;PL
frança	франции	frança	франция	N;FEM;SG	N;INAN;NOM;FEM;PL
frança	france	frança	france	N;FEM;SG	PROPN
direito	правильно	direito	правильный	N;MASC;SG	ADJ;NEUT;SG
direito	верно	direito	верный	N;MASC;SG	ADJ;NEUT;SG
direito	вправо	direito	вправо	N;MASC;SG	ADV
real	real	real	real	N;MASC;SG	PROPN
real	настоящий	real	настоящий	N;MASC;SG	ADJ;NOM;MASC;SG
real	настоящие	real	настоящий	N;MASC;SG	ADJ;NOM;PL
real	настоящая	real	настоящий	N;MASC;SG	ADJ;NOM;FEM;SG
real	реальные	real	реальный	N;MASC;SG	ADJ;NOM;PL
real	королевские	real	королевский	N;MASC;SG	ADJ;NOM;PL
real	королевский	real	королевский	N;MASC;SG	ADJ;NOM;MASC;SG
real	royal	real	royal	N;MASC;SG	PROPN
real	королевской	real	королевский	N;MASC;SG	ADJ;INS;FEM;SG
real	королевская	real	королевский	N;MASC;SG	ADJ;NOM;FEM;SG
rede	net	rede	net	N;FEM;SG	PROPN
rede	чистый	rede	чистый	N;FEM;SG	ADJ;NOM;MASC;SG
rede	сети	rede	сеть	N;FEM;SG	N;INAN;NOM;FEM;PL
rede	network	rede	network	N;FEM;SG	PROPN
jpg	jpg	jpg	jpg	N;MASC;SG	
público	аудитории	público	аудитория	N;MASC;SG	N;INAN;NOM;FEM;PL
público	зрители	público	зритель	N;MASC;SG	N;ANIM;NOM;MASC;PL
público	публичные	público	публичный	N;MASC;SG	ADJ;NOM;PL
capital	capital	capital	capital	N;MASC;SG	PROPN
isbn	isbn	isbn	isbn	N;MASC;SG	PROPN
ponto	point	ponto	point	N;MASC;SG	PROPN
empresa	company	empresa	company	N;FEM;SG	PROPN
empresa	компании	empresa	компания	N;FEM;SG	N;INAN;NOM;FEM;PL
corpo	body	corpo	body	N;MASC;SG	PROPN
corpo	тела	corpo	тело	N;MASC;SG	N;INAN;NOM;NEUT;PL
década	десятилетия	década	десятилетие	N;FEM;SG	N;INAN;NOM;NEUT;PL
relação	взаимоотношения	relação	взаимоотношение	N;FEM;SG	N;INAN;NOM;NEUT;PL
relação	отношения	relação	отношение	N;FEM;SG	N;INAN;NOM;NEUT;PL
república	республики	república	республика	N;FEM;SG	N;INAN;NOM;FEM;PL
votação	голосования	votação	голосование	N;FEM;SG	N;INAN;NOM;NEUT;PL
votação	проголосовать	votação	голосовать	N;FEM;SG	V;PFV;NFIN;ACT
votação	голосовать	votação	голосовать	N;FEM;SG	V;IPFV;NFIN;ACT
votação	голосуйте	votação	голосовать	N;FEM;SG	V;IPFV;IMP;PL;2;FIN;ACT
votação	голоса	votação	голос	N;FEM;SG	N;INAN;NOM;MASC;PL
votação	голосов	votação	голос	N;FEM;SG	N;INAN;GEN;MASC;PL
votação	голосования	votação	голосование	N;FEM;SG	N;INAN;NOM;NEUT;PL
américa	america	américo	america	N;FEM;SG	PROPN
data	данные	data	данные	N;FEM;SG	N;INAN;NOM;PL
data	данных	data	данные	N;FEM;SG	N;INAN;GEN;PL
data	data	data	data	N;FEM;SG	PROPN
mil	тысячи	mil	тысяча	NUM	N;INAN;NOM;FEM;PL
mil	тысяча	mil	тысяча	NUM	N;INAN;NOM;FEM;SG
mil	тысяч	mil	тысяча	NUM	N;INAN;GEN;FEM;PL
logo	логотип	logo	логотип	ADV	N;INAN;NOM;MASC;SG
categoria	категории	categoria	категория	N;FEM;SG	N;INAN;NOM;FEM;PL
cintura	талии	cintura	талия	N;FEM;SG	N;INAN;NOM;FEM;PL
mar	мар	mar	мар	N;MASC;SG	
mar	моря	mar	море	N;MASC;SG	N;INAN;NOM;NEUT;PL
mar	sea	mar	sea	N;MASC;SG	PROPN
militar	военный	militar	военный	N;MASC;SG	ADJ;NOM;MASC;SG
militar	военных	militar	военный	N;MASC;SG	N;ANIM;GEN;MASC;PL
militar	военная	militar	военный	N;MASC;SG	ADJ;NOM;FEM;SG
militar	военные	militar	военный	N;MASC;SG	N;ANIM;NOM;MASC;PL
diz	скажи	dizer	сказать	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
diz	скажем	dizer	сказать	V;IND;SG;3;PRS;FIN	V;PFV;IND;PL;1;FUT;FIN;ACT
diz	скажите	dizer	сказать	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
diz	расскажите	dizer	рассказать	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
sucesso	успешное	sucesso	успешный	N;MASC;SG	ADJ;NOM;NEUT;SG
sucesso	успешные	sucesso	успешный	N;MASC;SG	ADJ;NOM;PL
sucesso	успешно	sucesso	успешно	N;MASC;SG	ADV
sucesso	успешного	sucesso	успешный	N;MASC;SG	ADJ;GEN;MASC;SG
sucesso	успешная	sucesso	успешный	N;MASC;SG	ADJ;NOM;FEM;SG
sucesso	успешный	sucesso	успешный	N;MASC;SG	ADJ;NOM;MASC;SG
francisco	франциско	francisco	франциский	N;MASC;SG	ADV
francisco	франсиско	francisco	франсиский	N;MASC;SG	ADV
original	оригинально	original	оригинально	ADJ;MASC;SG	ADV
original	оригинальные	original	оригинальный	ADJ;MASC;SG	ADJ;NOM;PL
original	оригинал	original	оригинал	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
fora	вне	fora	вне	ADV	ADP
fora	аут	fora	аута	ADV	N;INAN;NOM;MASC;SG
fora	out	fora	out	ADV	PROPN
comunidade	содружества	comunidade	содружество	N;FEM;SG	N;INAN;NOM;NEUT;PL
comunidade	общины	comunidade	община	N;FEM;SG	N;INAN;NOM;FEM;PL
comunidade	сообщества	comunidade	сообщество	N;FEM;SG	N;INAN;NOM;NEUT;PL
portuguesa	португальский	portuguesa	португальский	N;FEM;SG	ADJ;NOM;MASC;SG
portuguesa	португалии	portuguesa	португалия	N;FEM;SG	N;INAN;NOM;NEUT;PL
portuguesa	portuguesa	portuguesa	portuguesa	N;FEM;SG	PROPN
cinco	синко	cinco	синко	NUM	
tudo	всем	tudo	все	PRO;MASC;SG	PRO;ANIM;DAT;PL
tudo	всех	tudo	все	PRO;MASC;SG	PRO;ANIM;ACC;PL
tudo	all	tudo	all	PRO;MASC;SG	PROPN
recebeu	полученные	receber	получить	V;IND;SG;3;PST;FIN	V;PFV;NOM;PL;PST;V.PTCP;PASS
recebeu	получены	receber	получить	V;IND;SG;3;PST;FIN	V;PFV;PL;PST;V.PTCP;PASS
média	средняя	média	средний	N;FEM;SG	ADJ;NOM;FEM;SG
média	средний	média	средний	N;FEM;SG	ADJ;NOM;MASC;SG
média	среднее	média	средний	N;FEM;SG	ADJ;NOM;NEUT;SG
média	средняя	média	средний	N;FEM;SG	ADJ;NOM;FEM;SG
média	средних	média	средний	N;FEM;SG	ADJ;GEN;PL
média	средний	média	средний	N;FEM;SG	ADJ;NOM;MASC;SG
média	среднее	média	средний	N;FEM;SG	ADJ;NOM;NEUT;SG
média	средние	média	средний	N;FEM;SG	ADJ;NOM;PL
tal	таль	tal	таль	DET;FEM;SG	PART
tal	такие	tal	такой	DET;FEM;SG	DET;NOM;PL
boa	хорошо	bom	хорошо	ADJ;FEM;SG	ADV
boa	мило	bom	мило	ADJ;FEM;SG	ADV
último	последние	último	последний	ADJ;MASC;SG	ADJ;NOM;PL
último	last	último	last	ADJ;MASC;SG	PROPN
bom	хорошо	bom	хорошо	ADJ;MASC;SG	ADV
bom	мило	bom	мило	ADJ;MASC;SG	ADV
milhões	миллион	milhão	миллион	N;MASC;PL	N;INAN;NOM;MASC;SG
milhões	млн	milhão	миллион	N;MASC;PL	N;INAN;NOM;MASC;SG
milhões	миллиона	milhão	миллион	N;MASC;PL	N;INAN;GEN;MASC;SG
rock	rock	rock	rock	N;MASC;SG	PROPN
arte	арт	arte	арт	N;FEM;SG	ADV
arte	art	arte	art	N;FEM;SG	PROPN
total	всего	total	все	N;MASC;SG	PRO;INAN;GEN;NEUT;SG
total	итого	total	итого	N;MASC;SG	ADV
lei	лей	lei	лей	N;FEM;SG	
importante	важных	importante	важный	ADJ;MASC;SG	ADJ;GEN;PL
importante	важные	importante	важный	ADJ;MASC;SG	ADJ;NOM;PL
importante	важны	importante	важный	ADJ;MASC;SG	ADJ;PL
obras	работает	obra	работать	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
presente	подарок	presente	подарок	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
presente	дар	presente	дар	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
presente	подарок	presente	подарок	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
censo	переписи	censo	перепись	N;MASC;SG	N;INAN;NOM;FEM;PL
ficou	остались	ficar	остаться	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN;MID
feito	сделанные	fazer	делать	V;MASC;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
feito	сделаны	fazer	делать	V;MASC;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
central	центральная	central	центральный	N;FEM;SG	ADJ;NOM;FEM;SG
central	центральное	central	центральный	N;FEM;SG	ADJ;NOM;NEUT;SG
central	центральной	central	центральный	N;FEM;SG	ADJ;INS;FEM;SG
central	центральный	central	центральный	N;FEM;SG	ADJ;NOM;MASC;SG
sede	пить	sede	пить	N;FEM;SG	V;IPFV;NFIN;ACT
sede	жажды	sede	жажда	N;FEM;SG	N;INAN;NOM;FEM;PL
costa	береговая	costa	береговой	N;FEM;SG	ADJ;NOM;FEM;SG
santo	святой	santo	святой	N;MASC;SG	ADJ;NOM;MASC;SG
santo	сен	santo	сен	N;MASC;SG	
santo	святая	santo	святой	N;MASC;SG	ADJ;NOM;FEM;SG
santo	святая	santo	святой	N;MASC;SG	ADJ;NOM;FEM;SG
santo	святые	santo	святой	N;MASC;SG	ADJ;NOM;PL
santo	святой	santo	святой	N;MASC;SG	ADJ;NOM;MASC;SG
santo	святейший	santo	святой	N;MASC;SG	ADJ;NOM;RL;MASC;SG
santo	святое	santo	святой	N;MASC;SG	ADJ;NOM;NEUT;SG
incluindo	включая	incluir	включая	V;V.MSDR	ADV
ouro	золотая	ouro	золотой	N;MASC;SG	ADJ;NOM;FEM;SG
ouro	золотые	ouro	золотой	N;MASC;SG	ADJ;NOM;PL
ouro	золотой	ouro	золотой	N;MASC;SG	ADJ;NOM;MASC;SG
ouro	golden	ouro	golden	N;MASC;SG	PROPN
ouro	золотой	ouro	золотой	N;MASC;SG	ADJ;NOM;MASC;SG
ouro	золотая	ouro	золотой	N;MASC;SG	ADJ;NOM;FEM;SG
ouro	gold	ouro	gold	N;MASC;SG	PROPN
ouro	золотые	ouro	золотой	N;MASC;SG	ADJ;NOM;PL
federal	федеральные	federal	федеральный	ADJ;MASC;SG	ADJ;NOM;PL
los	los	eles	los	PRO;ACC;MASC;PL;3	PROPN
los	лос	eles	лос	PRO;ACC;MASC;PL;3	
longo	длинный	longo	длинный	ADV	ADJ;NOM;MASC;SG
longo	длинная	longo	длинный	ADV	ADJ;NOM;FEM;SG
longo	длинные	longo	длинный	ADV	ADJ;NOM;PL
longo	лонг	longo	лонг	ADV	
cor	цвета	cor	цвет	N;FEM;SG	N;INAN;NOM;MASC;PL
cor	цвета	cor	цвет	N;FEM;SG	N;INAN;NOM;MASC;PL
cor	кор	cor	кор	N;FEM;SG	PART
direção	руководящего	direção	руководить	N;FEM;SG	V;IPFV;GEN;MASC;SG;PRS;V.PTCP;ACT
isto	this	isto	this	PRO;MASC;SG	PROPN
isto	эта	isto	этот	PRO;MASC;SG	DET;NOM;FEM;SG
isto	этот	isto	этот	PRO;MASC;SG	DET;NOM;MASC;SG
próprio	собственных	próprio	собственный	ADJ;MASC;SG	ADJ;GEN;PL
próprio	собственные	próprio	собственный	ADJ;MASC;SG	ADJ;NOM;PL
nível	level	nível	level	N;MASC;SG	PROPN
imagem	изображения	imagem	изображение	N;FEM;SG	N;INAN;NOM;NEUT;PL
homem	чел	homem	человек	N;MASC;SG	
homem	man	homem	man	N;MASC;SG	PROPN
conhecida	известные	conhecido	известный	ADJ;FEM;SG	ADJ;NOM;PL
televisão	телевидения	televisão	телевидение	N;FEM;SG	N;INAN;NOM;NEUT;PL
social	социальные	social	социальный	ADJ;MASC;SG	ADJ;NOM;PL
revista	magazine	revista	magazine	N;FEM;SG	PROPN
revista	пересмотрен	revista	пересмотреть	N;FEM;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
vitória	победить	vitória	победить	N;FEM;SG	V;PFV;NFIN;ACT
vitória	выиграть	vitória	выиграть	N;FEM;SG	V;PFV;NFIN;ACT
vitória	победы	vitória	победа	N;FEM;SG	N;INAN;NOM;FEM;PL
vitória	victoria	vitória	victoria	N;FEM;SG	PROPN
união	union	união	union	N;FEM;SG	PROPN
político	политических	político	политический	N;MASC;SG	ADJ;GEN;PL
político	политическая	político	политический	N;MASC;SG	ADJ;NOM;FEM;SG
político	политический	político	политический	N;MASC;SG	ADJ;NOM;MASC;SG
canal	channel	canal	channel	N;MASC;SG	PROPN
canal	каналы	canal	канал	N;MASC;SG	N;INAN;NOM;MASC;PL
http	http	http	http	N;MASC;SG	PROPN
papel	бумаги	papel	бумага	N;MASC;SG	N;INAN;NOM;FEM;PL
papel	роли	papel	роль	N;MASC;SG	N;INAN;NOM;FEM;PL
força	силы	força	сила	N;FEM;SG	N;INAN;NOM;FEM;PL
força	force	força	force	N;FEM;SG	PROPN
lançamento	освободить	lançamento	освободить	N;MASC;SG	V;PFV;NFIN;ACT
lançamento	освобождения	lançamento	освобождение	N;MASC;SG	N;INAN;NOM;NEUT;PL
estilo	style	estilo	style	N;MASC;SG	PROPN
world	world	world	world	N;MASC;SG	PROPN
mãe	мам	mãe	мы	N;FEM;SG	N;ANIM;GEN;FEM;PL
primeiros	первый	primeiro	первый	ADJ;MASC;PL	ADJ;NOM;MASC;SG
primeiros	сначала	primeiro	сначала	ADJ;MASC;PL	ADV
primeiros	первое	primeiro	первый	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
primeiros	первая	primeiro	первый	ADJ;MASC;PL	ADJ;NOM;FEM;SG
primeiros	first	primeiro	first	ADJ;MASC;PL	PROPN
europa	europe	europa	europe	N;FEM;SG	PROPN
europa	europa	europa	europa	N;FEM;SG	PROPN
nunca	never	nunca	never	ADV	PROPN
santos	сантос	santo	сантос	N;MASC;PL	N;INAN;NOM;MASC;SG
santos	святые	santo	святой	N;MASC;PL	ADJ;NOM;PL
cruz	круз	cruz	круз	N;FEM;SG	PART
espanha	испания	espanha	испание	N;FEM;SG	N;INAN;NOM;NEUT;PL
bairro	боро	bairro	боро	N;MASC;SG	ADV
bairro	окрестности	bairro	окрестность	N;MASC;SG	N;INAN;NOM;FEM;PL
bairro	баррио	bairro	баррио	N;MASC;SG	
acima	выше	acima	высокий	ADV	ADJ;CMPR
diversos	прочее	diverso	прочий	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
diversos	разное	diverso	разный	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
sim	да	sim	да	ADV	PART
sim	ага	sim	ага	ADV	
sociedade	общества	sociedade	общество	N;FEM;SG	N;INAN;NOM;NEUT;PL
império	империи	império	империя	N;MASC;SG	N;INAN;NOM;FEM;PL
americana	американский	americana	американский	N;FEM;SG	ADJ;NOM;MASC;SG
americana	американские	americana	американский	N;FEM;SG	ADJ;NOM;PL
americana	американская	americana	американский	N;FEM;SG	ADJ;NOM;FEM;SG
americana	american	americana	american	N;FEM;SG	PROPN
americana	американских	americana	американский	N;FEM;SG	ADJ;GEN;PL
encontra	найдите	encontrar	найти	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
encontra	найди	encontrar	найти	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
espaço	космической	espaço	космический	N;MASC;SG	ADJ;INS;FEM;SG
espaço	space	espaço	space	N;MASC;SG	PROPN
único	уникальные	único	уникальный	ADJ;MASC;SG	ADJ;NOM;PL
conjunto	установить	conjunto	установить	N;MASC;SG	V;PFV;NFIN;ACT
baixo	низкий	baixo	низкий	ADV	ADJ;NOM;MASC;SG
baixo	низкая	baixo	низкий	ADV	ADJ;NOM;FEM;SG
baixo	низким	baixo	низкий	ADV	ADJ;INS;NEUT;SG
baixo	низкое	baixo	низкий	ADV	ADJ;NOM;NEUT;SG
baixo	бас	baixo	бас	ADV	N;ANIM;NOM;MASC;SG
baixo	басс	baixo	басса	ADV	N;INAN;NOM;MASC;SG
municipal	муниципальный	municipal	муниципальный	N;MASC;SG	ADJ;NOM;MASC;SG
municipal	муниципальные	municipal	муниципальный	N;MASC;SG	ADJ;NOM;PL
municipal	муниципальных	municipal	муниципальный	N;MASC;SG	ADJ;GEN;PL
deus	god	deu	god	N;MASC;SG	PROPN
deus	боже	deu	бог	N;MASC;SG	INTJ
paris	paris	pari	paris	PROPN;MASC;SG	PROPN
paris	париже	pari	париж	PROPN;MASC;SG	N;INAN;ESS;MASC;SG
paris	париж	pari	париж	PROPN;MASC;SG	N;INAN;NOM;MASC;SG
paris	парижский	pari	парижский	PROPN;MASC;SG	ADJ;NOM;MASC;SG
filmes	кино	filme	кино	N;MASC;PL	N;INAN;NOM;NEUT;SG
filmes	фильм	filme	фильм	N;MASC;PL	N;INAN;NOM;MASC;SG
filmes	film	filme	film	N;MASC;PL	PROPN
filmes	кино	filme	кино	N;MASC;PL	N;INAN;NOM;NEUT;SG
modelo	модели	modelo	модель	N;MASC;SG	N;INAN;NOM;FEM;PL
modelo	model	modelo	model	N;MASC;SG	PROPN
diversas	прочее	diverso	прочий	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
diversas	разное	diverso	разный	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
alemão	немецкая	alemão	немецкий	N;MASC;SG	ADJ;NOM;FEM;SG
alemão	немецкие	alemão	немецкий	N;MASC;SG	ADJ;NOM;PL
alemão	немецкое	alemão	немецкий	N;MASC;SG	ADJ;NOM;NEUT;SG
alemão	немецкий	alemão	немецкий	N;MASC;SG	ADJ;NOM;MASC;SG
administrativa	административные	administrativo	административный	N;FEM;SG	ADJ;NOM;PL
administrativa	административная	administrativo	административный	N;FEM;SG	ADJ;NOM;FEM;SG
musical	музыкальные	musical	музыкальный	ADJ;MASC;SG	ADJ;NOM;PL
musical	мюзикл	musical	мюзикл	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
meu	мои	meu	мой	DET;MASC;SG	DET;NOM;PL
somente	только	somente	только	ADV	PART
cobertos	охватывает	cobrir	охватывать	V;MASC;PL;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
localizado	расположенных	localizar	расположенный	V;MASC;SG;V.PTCP	ADJ;GEN;PL
localizado	расположенный	localizar	расположенный	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
localizado	локальных	localizar	локальный	V;MASC;SG;V.PTCP	ADJ;GEN;PL
oeste	уэст	oeste	уэст	N;MASC;SG	PART
oeste	западная	oeste	западный	N;MASC;SG	ADJ;NOM;FEM;SG
oeste	западный	oeste	западный	N;MASC;SG	ADJ;NOM;MASC;SG
oeste	западная	oeste	западный	N;MASC;SG	ADJ;NOM;FEM;SG
oeste	западные	oeste	западный	N;MASC;SG	ADJ;NOM;PL
oeste	западной	oeste	западный	N;MASC;SG	ADJ;INS;FEM;SG
oeste	западный	oeste	западный	N;MASC;SG	ADJ;NOM;MASC;SG
oeste	западное	oeste	западный	N;MASC;SG	ADJ;NOM;NEUT;SG
oeste	уэсти	oeste	уэсти	N;MASC;SG	
informações	информация	informação	информация	N;FEM;PL	N;INAN;NOM;FEM;SG
chamada	звоните	chamar	звонить	V;FEM;SG;V.PTCP	V;IPFV;IMP;PL;2;FIN;ACT
chamada	звонок	chamar	звонок	V;FEM;SG;V.PTCP	N;INAN;NOM;MASC;SG
popular	популярных	popular	популярный	ADJ;MASC;SG	ADJ;GEN;PL
popular	популярные	popular	популярный	ADJ;MASC;SG	ADJ;NOM;PL
estação	station	estação	station	N;FEM;SG	PROPN
estação	станции	estação	станция	N;FEM;SG	N;INAN;NOM;FEM;PL
última	последние	último	последний	ADJ;FEM;SG	ADJ;NOM;PL
última	last	último	last	ADJ;FEM;SG	PROPN
criado	подняли	criar	поднять	V;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
criado	поднятые	criar	поднять	V;MASC;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
criado	созданные	criar	создать	V;MASC;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
francês	французский	francês	французский	N;MASC;SG	ADJ;NOM;MASC;SG
francês	французы	francês	француз	N;MASC;SG	N;ANIM;NOM;MASC;PL
francês	французское	francês	французский	N;MASC;SG	ADJ;NOM;NEUT;SG
francês	французская	francês	французский	N;MASC;SG	ADJ;NOM;FEM;SG
