van	uzvārds	van	uzvārds		N;NOM;MASC;SG
volg	celiņš	volg	celiņš	V;PRS	N;NOM;MASC;SG
volg	celiņa	volg	celiņš	V;PRS	N;GEN;MASC;SG
volg	trases	volg	trase	V;PRS	N;NOM;FEM;PL
volg	celiņu	volg	celiņš	V;PRS	N;ACC;MASC;SG
volg	follow	volg	follow	V;PRS	
soms	neregulāri	soms	neregulāri	PART	ADV
soms	dažkārt	soms	dažkārt	PART	ADV
soms	reizēm	soms	reize	PART	N;DAT;FEM;PL
soms	dažreiz	soms	dažreiz	PART	ADV
engeland	anglija	engeland	anglija		N;NOM;FEM;SG
engeland	england	engeland	england		
engeland	angliju	engeland	anglija		PROPN;ACC;FEM;SG
johannes	johannes	johannes	johanne		PROPN;NOM;FEM;SG
johannes	džons	johannes	džons		PROPN;NOM;MASC;SG
johannesburg	johannesburgas	johannesburg	johannesburga	PROPN;SG	N;NOM;FEM;SG
ontwerp	dizaina	ontwerp	dizains	V;PRS	N;NOM;MASC;SG
ontwerp	dizains	ontwerp	dizains	V;PRS	N;NOM;MASC;SG
ontwerp	projektēšana	ontwerp	projektēšana	V;PRS	N;NOM;FEM;SG
ontwerp	konstrukcija	ontwerp	konstrukcija	V;PRS	N;NOM;FEM;SG
aarde	zemes	aarde	zeme	N;SG	N;NOM;FEM;PL
paar	maz	paar	maz		ADV
vrou	sievas	vrou	sieva	N;SG	N;NOM;FEM;PL
john	džons	john	džons		PROPN;NOM;MASC;SG
moderne	mūsdienu	modern	mūsdienas	N;SG	N;GEN;FEM
moderne	modernā	modern	moderna	N;SG	ADJ;NOM;FEM;SG
moderne	moderni	modern	moderns	N;SG	ADV
moderne	moderns	modern	moderns	N;SG	ADJ;NOM;MASC;SG
moderne	moderna	modern	moderna	N;SG	ADJ;NOM;FEM;SG
groter	lielāki	groot	liels	V;PRS	ADJ;NOM;CMPR;MASC;PL
groter	lielākas	groot	liela	V;PRS	ADJ;NOM;CMPR;FEM;PL
groter	lielāka	groot	liela	V;PRS	ADJ;NOM;CMPR;FEM;SG
groter	lielāks	groot	liels	V;PRS	ADJ;NOM;CMPR;MASC;SG
groter	lielāka	groot	liela	V;PRS	ADJ;NOM;CMPR;FEM;SG
groter	lielāki	groot	liels	V;PRS	ADJ;NOM;CMPR;MASC;PL
groter	lielāks	groot	liels	V;PRS	ADJ;NOM;CMPR;MASC;SG
ontvang	saņemts	ontvang	saņemt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
ontvang	saņemtas	ontvang	saņemt	V;PRS	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
ontvang	saņemtās	ontvang	saņemt	V;PRS	V;PFV;NOM;DEF;FEM;PL;PST;V.PTCP
ontvang	saņemti	ontvang	saņemt	V;PRS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
ontvang	saņēma	ontvang	saņemt	V;PRS	V;FH;IND;3;POS;PST;FIN;ACT
bly	priecīgs	bly	priecīgs	V;PRS	ADJ;NOM;MASC;SG
bly	uzturēties	bly	uzturēties	V;PRS	V;POS;REFL;NFIN
bly	paliec	bly	palikt	V;PRS	V;IMP;SG;2;POS;FIN;ACT
bly	palikt	bly	palikt	V;PRS	V;POS;NFIN
ekonomiese	ekonomikas	ekonomies	ekonomika	ADJ;NOM	N;NOM;FEM;PL
aanvaar	pieņemts	aanvaar	pieņemt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
aanvaar	pieņemta	aanvaar	pieņemt	V;PRS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
aanvaar	pieņemti	aanvaar	pieņemt	V;PRS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
geskryf	rakstisks	skryf	rakstisks	V;PST;V.PTCP	ADJ;NOM;MASC;SG
geskryf	rakstveida	skryf	rakstveida	V;PST;V.PTCP	
geskryf	rakstiska	skryf	rakstiska	V;PST;V.PTCP	ADJ;NOM;FEM;SG
see	seneka	see	senekas		N;NOM;MASC;SG
see	jūra	see	jūra		N;NOM;FEM;SG
verander	izmaiņas	verander	izmaiņa	V;PRS	N;NOM;FEM;PL
verander	pārmaiņas	verander	pārmaiņa	V;PRS	N;NOM;FEM;PL
verander	maiņa	verander	maiņa	V;PRS	N;NOM;FEM;SG
verander	izmaiņas	verander	izmaiņa	V;PRS	N;NOM;FEM;PL
verander	pārmaiņas	verander	pārmaiņa	V;PRS	N;NOM;FEM;PL
bereik	reach	bereik	reach	V;PRS	
bereik	sasniegts	bereik	sasniegt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
bereik	sasniedza	bereik	sasniegt	V;PRS	V;FH;IND;3;POS;PST;FIN;ACT
bereik	sasniegta	bereik	sasniegt	V;PRS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
bereik	sasniegtas	bereik	sasniegt	V;PRS	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
russiese	krievu	russies	krievs	ADJ;NOM	N;ACC;MASC;SG
russiese	krieviski	russies	krieviski	ADJ;NOM	ADV
russiese	krievs	russies	krievs	ADJ;NOM	N;NOM;MASC;SG
russiese	krievijas	russies	krievija	ADJ;NOM	PROPN;NOM;FEM;SG
weg	prom	weg	prom		ADV
beteken	līdzekļi	beteken	līdzeklis	V;PRS	N;NOM;MASC;PL
beteken	nozīmē	beteken	nozīme	V;PRS	N;ESS;FEM;SG
beteken	vidējais	beteken	vidējs	V;PRS	ADJ;NOM;MASC;SG
man	vecīt	man	vecīt	N;SG	INTJ
huis	mājās	huis	māja	N;SG	N;ESS;FEM;PL
huis	home	huis	home	N;SG	
huis	mājas	huis	māja	N;SG	N;NOM;FEM;PL
huis	majas	huis	maja	N;SG	ADJ;NOM;FEM;PL
besoek	iespaidu	besoek	iespaidīt	V;PRS	N;ACC;MASC;SG
besoek	iespaida	besoek	iespaidīt	V;PRS	N;GEN;MASC;SG
besoek	iespaids	besoek	iespaids	V;PRS	N;NOM;MASC;SG
besoek	apmeklējuma	besoek	apmeklējums	V;PRS	N;GEN;MASC;SG
besoek	vizīte	besoek	vizīte	V;PRS	N;NOM;FEM;SG
besoek	apmeklējums	besoek	apmeklējums	V;PRS	N;NOM;MASC;SG
besoek	apmeklēja	besoek	apmeklēt	V;PRS	V;FH;IND;3;POS;PST;FIN;ACT
administratiewe	administratīvi	administratief	administratīvi	ADJ;NOM	ADV
drieë	trijnieki	drieë	trijnieks		N;NOM;MASC;PL
bekende	slaveno	bekend	slavens	ADJ;NOM	ADJ;ACC;MASC;SG
beste	labākie	goed	labs		ADJ;NOM;CMPR;MASC;PL
beste	vislabāk	goed	labi		ADV;RL
beste	labākās	goed	laba		ADJ;NOM;CMPR;FEM;PL
beste	labākais	goed	labs		ADJ;NOM;CMPR;MASC;SG
rusland	krievija	rusland	krievija		N;NOM;FEM;SG
rooi	sarkanie	rooi	sarkans		ADJ;NOM;MASC;PL
rooi	sarkani	rooi	sarkans		ADJ;NOM;MASC;PL
rooi	sarkano	rooi	sarkana		ADJ;ACC;MASC;SG
rooi	sarkana	rooi	sarkana		ADJ;NOM;FEM;SG
rooi	sarkanais	rooi	sarkans		ADJ;NOM;MASC;SG
rooi	sarkans	rooi	sarkans		ADJ;NOM;MASC;SG
rooi	sarkanā	rooi	sarkana		ADJ;NOM;FEM;SG
wie	pvo	wie	pvo	PRO	PROPN
visse	pisces	visse	pisce	N;PL	
suidelike	dienvidu	suidelik	dienvidi	ADJ;NOM	N;ACC;MASC;SG
romeinse	romans	romeins	romans	N;SG	PROPN;NOM;MASC;SG
romeinse	romiešu	romeins	romietis	N;SG	N;GEN;MASC;PL
alfabetiese	alfabēta	alfabeties	alfabēt	ADJ;NOM	N;NOM;FEM;SG
hoë	augstā	hoog	augsts		ADJ;NOM;FEM;SG
hoë	augstu	hoog	augstu		ADV
hoë	augsts	hoog	augsts		ADJ;NOM;MASC;SG
hoë	augsta	hoog	augsts		ADJ;NOM;FEM;SG
sterk	stiprs	sterk	stiprs		ADJ;NOM;MASC;SG
sterk	spēcīgs	sterk	spēcīgs		ADJ;NOM;MASC;SG
sterk	stipra	sterk	stiprs		ADJ;NOM;FEM;SG
sterk	spēcīgi	sterk	spēcīgs		ADV
sterk	stipri	sterk	stipri		ADV
sterk	spēcīga	sterk	spēcīga		ADJ;NOM;FEM;SG
africa	āfrika	africa	āfrika		N;NOM;FEM;SG
londen	londona	londen	londons		N;NOM;FEM;SG
londen	londonā	londen	londons		N;ESS;MASC;SG
londen	london	londen	london		
reeks	sērijas	reeks	sērija	N;SG	N;NOM;FEM;PL
belangrikste	primārās	belangrik	primāra		ADJ;NOM;FEM;PL
belangrikste	primāra	belangrik	primārs		ADJ;NOM;FEM;SG
belangrikste	primārie	belangrik	primārs		ADJ;NOM;MASC;PL
belangrikste	primārā	belangrik	primārs		ADJ;NOM;FEM;SG
belangrikste	primārais	belangrik	primārs		ADJ;NOM;MASC;SG
speel	play	speel	play	V;PRS	
speel	atskaņošanas	speel	atskaņošana	V;PRS	N;NOM;FEM;SG
wel	nu	wel	nu	ADV	INTJ
wil	gribu	wil	gribēt	V;PRS	V;FH;IND;SG;1;POS;PRS;FIN;ACT
wil	gribam	wil	gribēt	V;PRS	V;FH;IND;PL;1;POS;PRS;FIN;ACT
wil	gribi	wil	gribēt	V;PRS	V;IMP;SG;2;POS;FIN;ACT
wil	grib	wil	gribēt	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
minder	mazāk	min	mazi		ADV;CMPR
gelei	led	lei	led	V;PST;V.PTCP	N
stigting	dibināšanas	stigting	dibināšana	N;SG	N;NOM;FEM;PL
stigting	dibināšanas	stigting	dibināšana	N;SG	N;NOM;FEM;PL
streek	reģionālie	streek	reģionāls	N;SG	ADJ;NOM;MASC;PL
streek	reģionāla	streek	reģionāla	N;SG	ADJ;NOM;FEM;SG
streek	reģionāli	streek	reģionāli	N;SG	ADV
streek	reģionālā	streek	reģionāla	N;SG	ADJ;NOM;FEM;SG
streek	reģionālās	streek	reģionāla	N;SG	ADJ;NOM;FEM;PL
streek	reģionālais	streek	reģionāls	N;SG	ADJ;NOM;MASC;SG
gesien	redzējusi	gesien	redzēt		V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gesien	redzēti	gesien	redzēt		V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gesien	redzējuši	gesien	redzēt		V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gesien	redzējis	gesien	redzēt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
mees	vairums	baie	vairums	ADV;RL	N;NOM;MASC;SG
jan	jan	jan	jan		
jan	jans	jan	jans		PROPN;NOM;MASC;SG
grond	augsnes	grond	augsne	N;SG	N;NOM;FEM;PL
grond	zemes	grond	zeme	N;SG	N;NOM;FEM;PL
grond	malti	grond	malti	N;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
grond	zemes	grond	zeme	N;SG	N;NOM;FEM;PL
spesies	suga	spesie	suga	N;PL	N;NOM;FEM;SG
png	png	png	png	V;PRS	
verklaar	deklarēts	verklaar	deklarēt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
george	džordžs	georg	džordžs		PROPN;NOM;MASC;SG
iii	iii	iii	būt		ADJ
meter	metru	meter	metrs		N;ACC;MASC;SG
meter	metri	meter	metrs		N;NOM;MASC;PL
meter	skaitītāji	meter	skaitītājs		N;NOM;MASC;PL
meter	mērītāji	meter	mērītājs		N;NOM;MASC;PL
meter	metri	meter	metrs		N;NOM;MASC;PL
meter	metrus	meter	metrs		N;ACC;MASC;PL
persent	procenti	persent	procents	ADP	N;NOM;MASC;PL
persent	procents	persent	procents	ADP	N;NOM;MASC;SG
persent	procentuālais	persent	procentuāls	ADP	ADJ;NOM;MASC;SG
historiese	vēsturisko	histories	vēsturisks	ADJ;NOM	ADJ;ACC;MASC;SG
historiese	vēsturiski	histories	vēsturiski	ADJ;NOM	ADV
historiese	vēsturisko	histories	vēsturisks	ADJ;NOM	ADJ;ACC;MASC;SG
historiese	vēsturiski	histories	vēsturiski	ADJ;NOM	ADV
nederland	nīderlande	nederland	nīderlande		PROPN;NOM;FEM;SG
nederland	nīderlandē	nederland	nīderlande		PROPN;ESS;FEM;SG
span	team	span	tu	N;SG	
frans	francijas	frans	francija		PROPN;NOM;FEM;SG
frans	franču	frans	francis		N;GEN;MASC;PL
japan	japāna	japan	japāna	PROPN;SG	PROPN;NOM;FEM;SG
oorlede	nomira	oorlede	nomirt		V;FH;IND;3;POS;PST;FIN;ACT
oorlede	mira	oorlede	mirt		V;FH;IND;3;POS;PST;FIN;ACT
militêre	militāri	militêr	militāre	ADJ;NOM	ADV
militêre	militāro	militêr	militāra	ADJ;NOM	ADJ;ACC;MASC;SG
paul	pauls	paul	pauls		PROPN;NOM;MASC;SG
paul	pols	paul	pols		PROPN;NOM;MASC;SG
veroorsaak	cēlonis	veroorsaak	cēlonis	V;PRS	N;NOM;MASC;SG
oorspronklike	oriģināls	oorspronklik	oriģināls	ADJ;NOM	N;NOM;MASC;SG
oorspronklike	oriģinālā	oorspronklik	oriģināls	ADJ;NOM	N;ESS;MASC;SG
oorspronklike	sākotnējā	oorspronklik	sākotnēja	ADJ;NOM	ADJ;ESS;FEM;SG
oorspronklike	oriģināli	oorspronklik	oriģināli	ADJ;NOM	N;NOM;MASC;PL
oorspronklike	oriģināla	oorspronklik	oriģināls	ADJ;NOM	N;NOM;MASC;SG
katolieke	katoļu	katoliek	katolis	ADJ;NOM	N;GEN;MASC;PL
keiser	imperators	keiser	imperators		N;NOM;MASC;SG
artikels	raksti	artikel	raksts	N;PL	INTJ
aanvanklik	sākumā	aanvanklik	sākums	ADV	N;ESS;MASC;SG
sowel	abas	sowel	abas	CONJ	PRO;NOM;FEM;PL
sowel	abus	sowel	abi	CONJ	PRO;ACC;MASC;PL
sowel	gan	sowel	gan	CONJ	CONJ
sowel	abi	sowel	abi	CONJ	PRO;NOM;MASC;PL
sowel	labi	sowel	labi	CONJ	ADV
sowel	nu	sowel	nu	CONJ	INTJ
goed	laba	goed	laba		ADJ;NOM;FEM;SG
goed	labas	goed	laba		ADJ;NOM;FEM;PL
goed	labi	goed	labi		ADV
goed	labs	goed	labs		ADJ;NOM;MASC;SG
goed	labais	goed	labs		ADJ;NOM;MASC;SG
goed	labi	goed	labi		ADV
goed	nu	goed	nu		INTJ
wet	tieslietas	wet	tieslietas	N;SG	N;NOM;FEM;PL
wet	act	wet	act	N;SG	
wet	rīkoties	wet	rīkoties	N;SG	V;POS;REFL;NFIN
beide	abas	beide	abas		PRO;NOM;FEM;PL
beide	abus	beide	abi		PRO;ACC;MASC;PL
beide	gan	beide	gan		CONJ
beide	abi	beide	abi		PRO;NOM;MASC;PL
goeie	laba	goed	laba		ADJ;NOM;FEM;SG
goeie	labas	goed	laba		ADJ;NOM;FEM;PL
goeie	labi	goed	labi		ADV
goeie	labs	goed	labs		ADJ;NOM;MASC;SG
goeie	labais	goed	labs		ADJ;NOM;MASC;SG
val	piliens	val	piliens	V;PRS	N;NOM;MASC;SG
val	kritiens	val	kritiens	V;PRS	N;NOM;MASC;SG
val	kritums	val	kritums	V;PRS	N;NOM;MASC;SG
vsa	asv	vsa	asv		PROPN
vsa	usa	vsa	usa		
hendrik	hendrik	hendrik	hendriks		
beheer	kontrole	beheer	kontrole	V;PRS	N;NOM;FEM;SG
beheer	kontroles	beheer	kontrole	V;PRS	N;NOM;FEM;PL
http	http	http	http		N
terug	muguru	terug	mugura	ADP	N;ACC;FEM;SG
terug	atpakaļ	terug	atpakaļ	ADP	ADV
terug	mugura	terug	mugura	ADP	N;NOM;FEM;SG
min	min	min	minēt	DET	N
predikant	garīdzniecības	predikant	garīdzniecība	N;SG	N;NOM;FEM;PL
verkies	pakalpojums	verkies	pakalpojums	V;PRS	N;NOM;MASC;SG
voormalige	bijusī	voormalig	būt	ADJ;NOM	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
voormalige	bijušie	voormalig	būt	ADJ;NOM	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
voormalige	bijušais	voormalig	bijušais	ADJ;NOM	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
park	park	park	park		
park	parkā	park	parks		N;ESS;MASC;SG
park	parka	park	parks		N;GEN;MASC;SG
park	parks	park	parks		N;NOM;MASC;SG
grens	robežas	grens	robeža	N;SG	N;NOM;FEM;PL
oudste	vecākā	oudste	vecs		ADJ;NOM;CMPR;FEM;SG
oudste	vecākais	oudste	vecs		ADJ;NOM;CMPR;MASC;SG
data	dati	data	dati	N;SG	N;NOM;MASC
jong	jauni	jonk	jauns		ADJ;NOM;MASC;PL
noorde	ziemeļi	noord	ziemelis		N;NOM;MASC;PL
noorde	ziemeļos	noord	ziemelis		N;ESS;MASC;PL
noorde	ziemeļu	noord	ziemelis		N;GEN;MASC;PL
uiteindelik	beidzot	uiteindelik	beidzot		ADV
buite	ārpusē	buite	ārpuse	ADP	N;ESS;FEM;SG
buite	ārpus	buite	ārpus	ADP	ADV
buite	ārpuses	buite	ārpuse	ADP	N;NOM;FEM;PL
buite	āra	buite	āra	ADP	N
buite	sportot	buite	sportot	ADP	V;POS;NFIN
invloed	ietekme	invloed	ietekme	V;PRS	N;NOM;FEM;SG
blou	zilais	blou	zils		ADJ;NOM;MASC;SG
blou	zils	blou	zils		ADJ;NOM;MASC;SG
blou	zila	blou	zils		ADJ;NOM;FEM;SG
blou	zilā	blou	zils		ADJ;NOM;FEM;SG
blou	augt	blou	augt		V;POS;NFIN
noordelike	ziemeļaustrumu	noordelik	ziemeļaustrumi	ADJ;NOM	N;GEN;MASC
noordelike	ziemeļu	noordelik	ziemelis	ADJ;NOM	N;GEN;MASC;PL
verkiesing	vēlēšanas	verkiesing	vēlēšanas	N;SG	N;NOM;FEM;PL
verbind	pieslēdzies	verbind	pieslēgties	V;PRS	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP
verbind	savienota	verbind	savienot	V;PRS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
unie	savienības	unie	savienība	N;SG	N;NOM;FEM;PL
griekse	grieķijas	grieks	grieķija	N;SG	N;NOM;FEM;PL
griekse	grieķu	grieks	grieķis	N;SG	N;GEN;MASC;PL
jou	tavas	jou	tava	PRO;ACC;SG;2	PRO;NOM;FEM;PL;3
jou	tavu	jou	tava	PRO;ACC;SG;2	PRO;ACC;SG;3
jou	tavs	jou	tavs	PRO;ACC;SG;2	PRO;NOM;MASC;SG;3
jou	jūsu	jou	jūs	PRO;ACC;SG;2	PRO;GEN;PL;2
jou	tava	jou	tava	PRO;ACC;SG;2	PRO;NOM;FEM;SG;3
slag	kaujas	slag	kauja	N;SG	N;NOM;FEM;PL
slag	cīņas	slag	cīņa	N;SG	N;NOM;FEM;PL
son	saule	son	saule	V;PRS	N;NOM;FEM;SG
son	sun	son	suns	V;PRS	
son	saulē	son	saule	V;PRS	N;ESS;FEM;SG
son	saules	son	saule	V;PRS	N;NOM;FEM;PL
help	palīgā	help	palīgs	V;PRS	N;ESS;MASC;SG
help	palīdzība	help	palīdzība	V;PRS	N;NOM;FEM;SG
help	help	help	help	V;PRS	
want	jo	want	jo	CONJ	CONJ
voltooi	pabeigti	voltooi	pabeigt		V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
voltooi	pabeigts	voltooi	pabeigt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
voltooi	pabeigta	voltooi	pabeigt		V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
voltooi	pabeigt	voltooi	pabeigt		V;POS;NFIN
voltooi	finišs	voltooi	finišs		N;NOM;MASC;SG
voltooi	pabeidz	voltooi	pabeigt		V;IMP;SG;2;POS;FIN;ACT
voltooi	paveikts	voltooi	paveikt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
voltooi	darīts	voltooi	darīt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
voltooi	izdarīts	voltooi	izdarīt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
voltooi	aizpildīt	voltooi	aizpildīt		V;POS;NFIN
voltooi	pabeigt	voltooi	pabeigt		V;POS;NFIN
voltooi	pabeigts	voltooi	pabeigt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
voltooi	pabeigta	voltooi	pabeigt		V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
voltooi	pilnīga	voltooi	pilnīga		ADJ;NOM;FEM;SG
kilometer	kilometri	kilometer	kilometrs	N;SG	N;NOM;MASC;PL
kilometer	kilometri	kilometer	kilometrs	N;SG	N;NOM;MASC;PL
stelsel	sistēmas	stelsel	sistēma	N;SG	N;NOM;FEM;PL
raad	konsultācijas	raad	konsultācija	N;SG	N;NOM;FEM;PL
raad	ieteikumi	raad	ieteikums	N;SG	N;NOM;MASC;PL
raad	padomes	raad	padome	N;SG	N;NOM;FEM;PL
hoogste	visaugstākā	hoog	augsta		ADJ;NOM;CMPR;FEM;SG
hoogste	augstākā	hoog	augsta		ADJ;NOM;CMPR;FEM;SG
hoogste	augstākais	hoog	augsts		ADJ;NOM;CMPR;MASC;SG
hoogste	augstāko	hoog	augsta		ADJ;ACC;CMPR;MASC;SG
gebly	dzīvoja	gebly	dzīvot		V;FH;IND;3;POS;PST;FIN;ACT
gebly	dzīvojis	gebly	dzīvot		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
stede	pilsētu	stede	pilsēta	N;PL	N;ACC;FEM;SG
klub	club	klub	clubt	N;SG	
ster	star	ster	star	N;SG	
almal	ikviens	almal	ikviens	PRO	PRO;NOM;MASC;SG
almal	visi	almal	viss	PRO	PRO;NOM;MASC;PL
almal	visiem	almal	viss	PRO	PRO;DAT;MASC;PL
almal	visiem	almal	viss	PRO	PRO;DAT;MASC;PL
almal	visu	almal	viss	PRO	PRO;ACC;MASC;SG
almal	visas	almal	visa	PRO	PRO;NOM;FEM;PL
almal	visi	almal	viss	PRO	PRO;NOM;MASC;PL
almal	visa	almal	viss	PRO	PRO;NOM;FEM;SG
almal	ikviens	almal	ikviens	PRO	PRO;NOM;MASC;SG
almal	visi	almal	viss	PRO	PRO;NOM;MASC;PL
almal	visiem	almal	viss	PRO	PRO;DAT;MASC;PL
australië	austrālija	australië	austrālija		PROPN;NOM;FEM;SG
vanuit	no	vanuit	no	ADP	
skakel	saikne	skakel	saikne	V;PRS	N;NOM;FEM;SG
skakel	saite	skakel	saite	V;PRS	N;NOM;FEM;SG
skakel	hipersaiti	skakel	hipersaite	V;PRS	N;ACC;FEM;SG
lyk	izskatās	lyk	izskatīties		V;FH;IND;3;POS;REFL;PRS;FIN;ACT
generaal	vispārējā	generaal	vispārējs	N;SG	ADJ;NOM;FEM;SG
generaal	vispārējais	generaal	vispārējs	N;SG	ADJ;NOM;MASC;SG
generaal	vispārīgi	generaal	vispārīgi	N;SG	ADV
generaal	vispārēji	generaal	vispārējs	N;SG	ADV
orde	pasūtīt	orde	pasūtīt	N;SG	V;POS;NFIN
loop	ejot	loop	iet	V;PRS	
musiek	mūzika	musiek	mūzika		N;NOM;FEM;SG
musiek	music	musiek	musicēt		
musiek	mūzikā	musiek	mūzika		N;ESS;FEM;SG
willem	willem	willem	ņillem		
willem	viljams	willem	viljams		PROPN;NOM;MASC;SG
rooms	telpas	room	telpa		N;NOM;FEM;PL
uitgawe	edition	uitgawe	edition	N;SG	
verkry	iegādāti	verkry	iegādāt	V;PRS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
verkry	iegūta	verkry	iegūt	V;PRS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
verkry	iegūto	verkry	iegūt	V;PRS	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP
verkry	iegūtā	verkry	iegūt	V;PRS	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
verkry	ieguva	verkry	iegūt	V;PRS	V;FH;IND;3;POS;PST;FIN;ACT
verkry	ieguvis	verkry	iegūt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
william	viljams	william	viljams		PROPN;NOM;MASC;SG
verkoop	pārdoti	verkoop	pārdot	V;PRS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
verkoop	pārdots	verkoop	pārdot	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
verkoop	pārdošanas	verkoop	pārdošana	V;PRS	N;NOM;FEM;SG
verkoop	pārdošana	verkoop	pārdošana	V;PRS	N;NOM;FEM;SG
sjina	ķīna	sjina	ķīns	PROPN;SG	PROPN;NOM;FEM;SG
sjina	china	sjina	chināt	PROPN;SG	
dien	kalpot	dien	kalpot		V;POS;NFIN
dien	kalpo	dien	kalpot		V;FH;IND;3;POS;PRS;FIN;ACT
dien	iesniedz	dien	iesniegt		V;IMP;SG;2;POS;FIN;ACT
dien	iesniegt	dien	iesniegt		V;POS;NFIN
james	džeimss	jame	džeimss		N;NOM;MASC;SG
james	džeims	jame	džeims		N;NOM;MASC;SG
italië	itālija	italië	itālija		N;NOM;FEM;SG
duits	vācijas	duits	vācija		PROPN;NOM;FEM;SG
duits	vācietis	duits	vācietis		N;NOM;MASC;SG
duits	vācu	duits	vāci		N;NOM;MASC;SG
vierde	ceturtajā	vierde	ceturtais	ADJ;NOM	ADJ;ESS;DEF;FEM;SG
hoër	augstāk	hoog	augsti	ADJ;NOM;CMPR	ADV;CMPR
lei	svins	lei	svins	V;PRS	N;NOM;MASC
lei	svina	lei	svināt	V;PRS	N;NOM;MASC;SG
gestel	komplekts	stel	komplekts	V;PST;V.PTCP	N;NOM;MASC;SG
gestel	kopa	stel	kopt	V;PST;V.PTCP	N;NOM;FEM;SG
kleiner	mazāki	kleiner	mazs		ADJ;NOM;CMPR;MASC;PL
kleiner	mazākas	kleiner	maza		ADJ;NOM;CMPR;FEM;PL
kleiner	mazāks	kleiner	mazs		ADJ;NOM;CMPR;MASC;SG
kleiner	mazāka	kleiner	maza		ADJ;NOM;CMPR;FEM;SG
verloor	zaudēti	verloor	zaudēt	V;PRS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
verloor	pazaudēts	verloor	pazaudēt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
verloor	zaudēja	verloor	zaudēt	V;PRS	V;FH;IND;3;POS;PST;FIN;ACT
verloor	pazudis	verloor	pazust	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
verloor	zaudēts	verloor	zaudēt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
handel	tirdzniecība	handel	tirdzniecība	V;PRS	N;NOM;FEM;SG
handel	tirdzniecības	handel	tirdzniecība	V;PRS	N;NOM;FEM;PL
oorspronklik	oriģināls	oorspronklik	oriģināls	ADV	N;NOM;MASC;SG
oorspronklik	sākotnējais	oorspronklik	sākotnējs	ADV	ADJ;NOM;MASC;SG
oorspronklik	oriģinālā	oorspronklik	oriģināls	ADV	N;ESS;MASC;SG
oorspronklik	sākotnējā	oorspronklik	sākotnēja	ADV	ADJ;ESS;FEM;SG
oorspronklik	oriģināli	oorspronklik	oriģināli	ADV	N;NOM;MASC;PL
oorspronklik	oriģināla	oorspronklik	oriģināls	ADV	N;NOM;MASC;SG
sterf	die	sterf	die	V;PRS	
nederlands	holandiešu	nederlands	holandietis		N;GEN;MASC;PL
nederlands	nīderlandiešu	nederlands	nīderlandietis		N;GEN;MASC;PL
verskil	starpība	verskil	starpība	V;PRS	N;NOM;FEM;SG
verskil	atšķirība	verskil	atšķirība	V;PRS	N;NOM;FEM;SG
sentraal	centrālā	sentraal	centrāla	ADV	ADJ;NOM;FEM;SG
