les	на	le	на	DET;DEF;PL	ADP;ACC
armée	армійський	armée	армійський	N;FEM;SG	ADJ;NOM;MASC;SG
eau	водні	eau	водній	N;FEM;SG	N;INAN;NOM;MASC;PL
eau	водяний	eau	водяний	N;FEM;SG	ADJ;NOM;MASC;SG
eau	водяне	eau	водяний	N;FEM;SG	ADJ;NOM;NEUT;SG
marie	марі	marier	марий	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
marie	мері	marier	мера	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
marie	марія	marier	марія	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
discuter	обговорення	discuter	обговорення	V;NFIN	N;INAN;NOM;NEUT;SG
discuter	спілкування	discuter	спілкування	V;NFIN	N;INAN;NOM;NEUT;SG
discuter	балачки	discuter	балачка	V;NFIN	N;INAN;NOM;FEM;PL
discuter	чат	discuter	чат	V;NFIN	N;INAN;NOM;MASC;SG
car	адже	car	адже	CONJ	CONJ
car	бо	car	бо	CONJ	CONJ
projet	project	projet	project	N;MASC;SG	
chaque	кожні	chaque	кожний	DET;FEM;SG	NUM;NOM
chaque	кожному	chaque	кожний	DET;FEM;SG	PRO;INAN;DAT;NEUT;SG
anglais	англійською	anglais	англійський	N;MASC;SG	ADJ;INS;FEM;SG
anglais	англійська	anglais	англійський	N;MASC;SG	ADJ;NOM;FEM;SG
john	джон	john	джон	PROPN	PROPN;ANIM;NOM;MASC;SG
john	іоанн	john	іоанно	PROPN	PROPN;ANIM;NOM;MASC;SG
john	іван	john	іван	PROPN	PROPN;ANIM;NOM;MASC;SG
international	міжнародні	international	міжнародний	ADJ;MASC;SG	ADJ;NOM;PL
international	інтернаціонал	international	інтернаціонал	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
conseil	консультацій	conseil	консультація	N;MASC;SG	N;INAN;GEN;FEM;PL
conseil	поради	conseil	порада	N;MASC;SG	N;INAN;NOM;FEM;PL
conseil	ради	conseil	рада	N;MASC;SG	N;INAN;NOM;FEM;PL
françois	френсіс	françois	френсіс	PROPN	PROPN;ANIM;NOM;MASC;SG
françois	франциск	françois	франциск	PROPN	N;ANIM;NOM;MASC;SG
françois	francois	françois	francois	PROPN	
françois	франсуа	françois	франсуо	PROPN	PROPN;ANIM;NOM;MASC;SG
maison	хати	maison	хата	N;FEM;SG	N;INAN;NOM;FEM;PL
maison	домашній	maison	домашній	N;FEM;SG	ADJ;NOM;MASC;SG
maison	додому	maison	додому	N;FEM;SG	ADV
cela	цей	cela	цей	PRO;SG	DET;NOM;MASC;SG
cela	ця	cela	цей	PRO;SG	DET;NOM;FEM;SG
cela	той	cela	той	PRO;SG	DET;NOM;MASC;SG
demande	запитати	demande	запитати	N;FEM;SG	V;PFV;NFIN
demande	питати	demande	питати	N;FEM;SG	V;IPFV;NFIN
demande	запитувати	demande	запитувати	N;FEM;SG	V;IPFV;NFIN
demande	попросити	demande	попросити	N;FEM;SG	V;PFV;NFIN
demande	спитати	demande	спитати	N;FEM;SG	V;PFV;NFIN
demande	ask	demande	ask	N;FEM;SG	
fonction	функції	fonction	функція	N;FEM;SG	N;INAN;NOM;FEM;PL
toujours	still	toujours	still	ADV	
doit	повинен	devoir	повинний	V;IND;SG;3;PRS;FIN	ADJ;NOM;MASC;SG
certains	деякі	certain	деякий	PRO;MASC;PL	DET;NOM;PL
certains	якесь	certain	якийсь	PRO;MASC;PL	DET;NOM;NEUT;SG
certains	якийсь	certain	якийсь	PRO;MASC;PL	DET;NOM;MASC;SG
certains	трохи	certain	трохи	PRO;MASC;PL	ADV
près	поряд	près	поряд	ADV	
près	біля	près	біля	ADV	ADP;GEN
rôle	ролі	rôle	роль	N;MASC;SG	N;INAN;NOM;FEM;PL
meilleur	better	meilleur	better	ADJ;MASC;SG	
meilleur	краще	meilleur	краще	ADJ;MASC;SG	ADV;CMPR
meilleur	кращі	meilleur	кращий	ADJ;MASC;SG	ADJ;NOM;RL;PL
meilleur	найкраще	meilleur	найкраще	ADJ;MASC;SG	ADV;RL
meilleur	найкращі	meilleur	найкращий	ADJ;MASC;SG	ADJ;NOM;RL;PL
droit	правий	droit	правий	N;MASC;SG	ADJ;NOM;MASC;SG
droit	права	droit	право	N;MASC;SG	N;INAN;NOM;NEUT;PL
droit	праворуч	droit	праворуч	N;MASC;SG	ADV
mois	місяці	mois	місяць	N;MASC;SG	N;INAN;NOM;MASC;PL
mois	місяцями	mois	місяцями	N;MASC;SG	N;INAN;INS;MASC;PL
mois	місяців	mois	місяць	N;MASC;SG	N;INAN;GEN;MASC;PL
île	іль	île	іль	N;FEM;SG	
service	служби	service	служба	N;MASC;SG	N;INAN;NOM;FEM;PL
service	service	service	service	N;MASC;SG	
jacques	жак	jacque	жак	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
langue	мови	langue	мова	N;FEM;SG	N;INAN;NOM;FEM;PL
dit	казали	dire	казати	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;PST;FIN
dit	сказали	dire	сказати	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
dit	саїд	dire	саїд	V;MASC;SG;PST;V.PTCP	PROPN;ANIM;NOM;MASC;SG
dit	каже	dire	казати	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
petit	малі	petit	малий	ADJ;MASC;SG	ADJ;NOM;PL
petit	маленькі	petit	маленький	ADJ;MASC;SG	ADJ;NOM;PL
petit	петі	petit	пет	ADJ;MASC;SG	PROPN;ANIM;NOM;FEM;SG
petit	маленькі	petit	маленький	ADJ;MASC;SG	ADJ;NOM;PL
toutes	усі	tout	увесь	PRO;FEM;PL	DET;NOM;PL
toutes	всі	tout	весь	PRO;FEM;PL	DET;NOM;PL
toutes	все	tout	все	PRO;FEM;PL	PRO;INAN;NOM;NEUT;SG
toutes	всіх	tout	всі	PRO;FEM;PL	PRO;ANIM;ACC
argent	гроші	argent	гроші	N;MASC;SG	N;INAN;NOM
argent	silver	argent	silver	N;MASC;SG	
argent	срібний	argent	срібний	N;MASC;SG	ADJ;NOM;MASC;SG
argent	грошовий	argent	грошовий	N;MASC;SG	ADJ;NOM;MASC;SG
argent	готівки	argent	готівка	N;MASC;SG	N;INAN;NOM;FEM;PL
face	face	face	face	N;FEM;SG	
olympiques	олімпіади	olympique	олімпіада	ADJ;MASC;PL	N;INAN;NOM;FEM;PL
olympiques	олімпійська	olympique	олімпійський	ADJ;MASC;PL	ADJ;NOM;FEM;SG
olympiques	олімпійський	olympique	олімпійський	ADJ;MASC;PL	ADJ;NOM;MASC;SG
olympiques	олімпіада	olympique	олімпіада	ADJ;MASC;PL	N;INAN;NOM;FEM;SG
olympiques	іграх	olympique	ігра	ADJ;MASC;PL	N;INAN;NOM;NEUT;PL
quand	коли	quand	коли	CONJ	ADV
top	згори	top	згори	N;MASC;SG	ADV
top	вгорі	top	вгорі	N;MASC;SG	
top	топ	top	топ	N;MASC;SG	
top	верхній	top	верхній	N;MASC;SG	ADJ;NOM;MASC;SG
top	найпопулярніші	top	найпопулярніший	N;MASC;SG	ADJ;NOM;RL;PL
top	зверху	top	зверху	N;MASC;SG	ADV
mondiale	worldwide	mondial	worldwide	ADJ;FEM;SG	
mondiale	світ	mondial	світ	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
mondiale	світе	mondial	світи	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
mondiale	world	mondial	world	ADJ;FEM;SG	
mondiale	global	mondial	global	ADJ;FEM;SG	
mondiale	загальні	mondial	загальний	ADJ;FEM;SG	ADJ;NOM;PL
ensemble	хоткевича	ensemble	хоткевич	ADV	PROPN;ANIM;NOM;FEM;SG
ensemble	ансамбль	ensemble	ансамбль	ADV	N;INAN;NOM;MASC;SG
scène	сцени	scène	сцена	N;FEM;SG	N;INAN;NOM;FEM;PL
situé	розташовані	situer	розташований	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
situé	знаходиться	situer	знаходитися	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
situé	розташований	situer	розташований	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
toute	усі	tout	увесь	DET;FEM;SG	DET;NOM;PL
toute	всі	tout	весь	DET;FEM;SG	DET;NOM;PL
toute	все	tout	все	DET;FEM;SG	PRO;INAN;NOM;NEUT;SG
toute	всіх	tout	всі	DET;FEM;SG	PRO;ANIM;ACC
asp	asp	asp	asp	N;MASC;SG	
étaient	були	être	бути	V;IND;PL;3;IPFV;FIN	V;IPFV;IND;PL;PST;FIN
musée	museum	musée	museum	N;MASC;SG	
troisième	третє	troisième	третєпа	ADJ;MASC;SG	NUM;NOM;NEUT
nombreux	багато	nombreux	багато	ADJ;MASC;PL	ADV
nombreux	багатьох	nombreux	багато	ADJ;MASC;PL	DET;ACC
nombreux	безліч	nombreux	безліч	ADJ;MASC;PL	N;INAN;NOM;FEM;SG
auteur	writer	auteur	writer	N;MASC;SG	
cependant	однак	cependant	однак	ADV	CONJ
système	системи	système	система	N;MASC;SG	N;INAN;NOM;FEM;PL
système	системний	système	системний	N;MASC;SG	ADJ;NOM;MASC;SG
système	системне	système	системний	N;MASC;SG	ADJ;NOM;NEUT;SG
système	системна	système	системний	N;MASC;SG	ADJ;NOM;FEM;SG
stade	стад	stade	стад	N;MASC;SG	
tard	запізнюється	tard	запізнюватися	ADV	V;IPFV;IND;SG;3;PRS;FIN
reste	stay	rester	stay	V;IND;SG;3;PRS;FIN	
seconde	друга	second	друг	ADJ;FEM;SG	N;INAN;NOM;FEM;SG
seconde	секунда	second	секунда	ADJ;FEM;SG	N;INAN;NOM;FEM;SG
hui	хуей	hui	хути		
hui	сьогодні	hui	сьогодні		ADV
édition	edit	édition	edit	N;FEM;SG	
édition	редагувати	édition	редагувати	N;FEM;SG	V;IPFV;NFIN
édition	змінити	édition	змінити	N;FEM;SG	V;PFV;NFIN
éditions	éditions	édition	éditions	N;FEM;PL	
historique	історичні	historique	історичний	ADJ;MASC;SG	ADJ;NOM;PL
historique	історичні	historique	історичний	ADJ;MASC;SG	ADJ;NOM;PL
historique	журнал	historique	журнал	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
historique	історія	historique	історія	ADJ;MASC;SG	N;INAN;NOM;FEM;SG
historique	історії	historique	історія	ADJ;MASC;SG	N;INAN;NOM;FEM;PL
sera	воля	être	воля	V;IND;SG;3;FUT;FIN	N;INAN;NOM;FEM;SG
sera	буде	être	бути	V;IND;SG;3;FUT;FIN	V;IPFV;IND;SG;3;FUT;FIN
sera	будуть	être	бути	V;IND;SG;3;FUT;FIN	V;IPFV;IND;PL;3;FUT;FIN
âge	віці	âge	вік	N;MASC;SG	ADV
robert	роберт	robert	роберт	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
robert	робер	robert	робра	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
officiel	офіційні	officiel	офіційний	ADJ;MASC;SG	ADJ;NOM;PL
officiel	officiel	officiel	officiel	ADJ;MASC;SG	
membres	член	membre	член	N;MASC;PL	N;ANIM;NOM;MASC;SG
membres	учасник	membre	учасник	N;MASC;PL	N;ANIM;NOM;MASC;SG
membres	учасника	membre	учасник	N;MASC;PL	N;ANIM;ACC;MASC;SG
membres	члена	membre	член	N;MASC;PL	N;ANIM;ACC;MASC;SG
membres	вступу	membre	вступ	N;MASC;PL	N;INAN;GEN;MASC;SG
membres	членство	membre	членство	N;MASC;PL	N;INAN;NOM;NEUT;SG
champion	шам	champion	шам	N;MASC;SG	
espèce	види	espèce	вид	N;FEM;SG	N;INAN;NOM;MASC;PL
michel	михайло	michel	михайло	PROPN	PROPN;ANIM;NOM;MASC;SG
michel	майкл	michel	майкл	PROPN	PROPN;ANIM;NOM;MASC;SG
michel	michael	michel	michael	PROPN	
michel	михаїл	michel	михаїл	PROPN	N;ANIM;NOM;MASC;SG
michel	мішель	michel	мішель	PROPN	PROPN;ANIM;NOM;MASC;SG
modèle	моделі	modèle	модель	N;MASC;SG	N;INAN;NOM;FEM;PL
modèle	template	modèle	template	N;MASC;SG	
travail	роботи	travail	робота	N;MASC;SG	N;INAN;NOM;FEM;PL
travail	працюю	travail	працювати	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN
travail	працюють	travail	працювати	N;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN
travail	робочий	travail	робочий	N;MASC;SG	ADJ;NOM;MASC;SG
femme	жінок	femme	жінка	N;FEM;SG	N;ANIM;ACC;FEM;PL
femme	жінки	femme	жінка	N;FEM;SG	N;ANIM;NOM;FEM;PL
femme	жіноча	femme	жіночий	N;FEM;SG	ADJ;NOM;FEM;SG
femme	жіночий	femme	жіночий	N;FEM;SG	ADJ;NOM;MASC;SG
cinq	cinq	cinq	cinq	NUM	
bas	low	bas	low	ADJ;MASC;SG	
bas	ба	bas	ба	ADJ;MASC;SG	
texte	текстовий	texte	текстовий	N;MASC;SG	ADJ;NOM;MASC;SG
terre	earth	terre	earth	N;FEM;SG	
terre	землі	terre	земля	N;FEM;SG	N;INAN;NOM;FEM;PL
terre	терр	terre	терр	N;FEM;SG	
allemagne	німеччини	allemagne	німеччина	PROPN	PROPN;INAN;GEN;FEM;SG
allemagne	німеччині	allemagne	німеччина	PROPN	PROPN;INAN;DAT;FEM;SG
allemagne	німеччина	allemagne	німеччина	PROPN	PROPN;INAN;NOM;FEM;SG
allemagne	німеччину	allemagne	німеччина	PROPN	PROPN;INAN;ACC;FEM;SG
compétition	змагання	compétition	змагання	N;FEM;SG	N;INAN;NOM;NEUT;PL
wikipédia	вікіпедія	wikipédia	вікіпедія	V;MASC;SG;PST;V.PTCP	
allemand	німецька	allemand	німецький	N;MASC;SG	ADJ;NOM;FEM;SG
allemand	герман	allemand	герман	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
allemand	німецькою	allemand	німецький	N;MASC;SG	ADJ;INS;FEM;SG
allemand	німецький	allemand	німецький	N;MASC;SG	ADJ;NOM;MASC;SG
britannique	британці	britannique	британець	ADJ;MASC;SG	N;ANIM;NOM;MASC;PL
britannique	британські	britannique	британський	ADJ;MASC;SG	ADJ;NOM;PL
britannique	british	britannique	british	ADJ;MASC;SG	
britannique	англієць	britannique	англієць	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
porte	gate	porte	gate	N;FEM;SG	
porte	ворота	porte	воротий	N;FEM;SG	N;INAN;NOM;MASC;PL
porte	двері	porte	двері	N;FEM;SG	N;INAN;NOM
italie	італії	italie	італія	PROPN	PROPN;INAN;GEN;FEM;SG
italie	італія	italie	італія	PROPN	PROPN;INAN;NOM;FEM;SG
italie	італію	italie	італія	PROPN	PROPN;INAN;ACC;FEM;SG
bataille	battle	bataille	battle	N;FEM;SG	
demi	пів	demi	пів	ADJ;MASC;SG	
demi	півтори	demi	півтори	ADJ;MASC;SG	NUM;NOM
demi	половина	demi	половина	ADJ;MASC;SG	N;INAN;NOM;FEM;SG
demi	половину	demi	половина	ADJ;MASC;SG	N;INAN;ACC;FEM;SG
demi	наполовину	demi	наполовину	ADJ;MASC;SG	ADV
siège	seat	siège	seat	N;MASC;SG	
personnes	народ	personne	народ	N;FEM;PL	N;INAN;NOM;MASC;SG
nommé	названий	nommer	названий	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
nommé	назвали	nommer	назвати	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
route	шосе	route	шосе	N;FEM;SG	
route	дорожні	route	дорожній	N;FEM;SG	ADJ;NOM;PL
finale	остаточний	finale	остаточний	N;FEM;SG	ADJ;NOM;MASC;SG
finale	final	finale	final	N;FEM;SG	
jeune	янг	jeune	янг	ADJ;MASC;SG	
jeune	молоді	jeune	молодий	ADJ;MASC;SG	ADJ;NOM;PL
match	гри	match	гра	N;MASC;SG	N;INAN;NOM;FEM;PL
match	сірники	match	сірник	N;MASC;SG	N;INAN;NOM;MASC;PL
peuvent	можна	pouvoir	можна	V;IND;PL;3;PRS;FIN	ADV
york	йорк	york	йорк	PROPN	
royaume	kingdom	royaume	kingdom	N;MASC;SG	
royaume	royaume	royaume	royaume	N;MASC;SG	
ceux	ті	celui	той	PRO;MASC;PL	DET;NOM;PL
ceux	тих	celui	той	PRO;MASC;PL	DET;GEN;PL
ceux	тими	celui	той	PRO;MASC;PL	DET;INS;PL
long	хай	long	хай	ADJ;MASC;SG	PART
long	лонг	long	лонг	ADJ;MASC;SG	
long	long	long	long	ADJ;MASC;SG	
long	довгі	long	довгий	ADJ;MASC;SG	ADJ;NOM;PL
base	базова	base	базовий	N;FEM;SG	ADJ;NOM;FEM;SG
base	базовий	base	базовий	N;FEM;SG	ADJ;NOM;MASC;SG
études	вивчає	étude	вивчати	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
études	дослідження	étude	дослідження	N;FEM;PL	N;INAN;NOM;NEUT;SG
communauté	спільноти	communauté	спільнота	N;FEM;SG	N;INAN;NOM;FEM;PL
association	асоціації	association	асоціація	N;FEM;SG	N;INAN;NOM;FEM;PL
militaire	військові	militaire	військовий	ADJ;MASC;SG	ADJ;NOM;PL
section	секції	section	секція	N;FEM;SG	N;INAN;NOM;FEM;PL
livre	книжечки	livre	книжечка	N;MASC;SG	N;INAN;NOM;FEM;PL
livre	книги	livre	книга	N;MASC;SG	N;INAN;NOM;FEM;PL
livre	livre	livre	livre	N;MASC;SG	
américaine	американець	américain	американець	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG
américaine	американські	américain	американський	ADJ;FEM;SG	ADJ;NOM;PL
haut	високі	haut	високий	ADJ;MASC;SG	ADJ;NOM;PL
haut	згори	haut	згори	ADJ;MASC;SG	ADV
haut	вгорі	haut	вгорі	ADJ;MASC;SG	
haut	топ	haut	топ	ADJ;MASC;SG	
haut	найпопулярніші	haut	найпопулярніший	ADJ;MASC;SG	ADJ;NOM;RL;PL
haut	зверху	haut	зверху	ADJ;MASC;SG	ADV
suisse	швейцарія	suisse	швейцарія	ADJ;MASC;SG	N;INAN;NOM;FEM;SG
suisse	швейцарії	suisse	швейцарія	ADJ;MASC;SG	PROPN;INAN;GEN;FEM;SG
canada	канаді	canada	канада	N;MASC;SG	PROPN;INAN;NOM;FEM;SG
canada	канади	canada	канада	N;MASC;SG	PROPN;INAN;NOM;FEM;SG
canada	канаду	canada	канада	N;MASC;SG	PROPN;INAN;ACC;FEM;SG
canada	канада	canada	канада	N;MASC;SG	PROPN;INAN;NOM;FEM;SG
valign	valign	valign	valign	PROPN	
suivant	такі	suivre	такий	V;PRS;V.PTCP	DET;NOM;PL
suivant	наступний	suivre	наступний	V;PRS;V.PTCP	ADJ;NOM;MASC;SG
suivant	наступна	suivre	наступний	V;PRS;V.PTCP	ADJ;NOM;FEM;SG
suivant	next	suivre	next	V;PRS;V.PTCP	
suivant	наступне	suivre	наступний	V;PRS;V.PTCP	ADJ;NOM;NEUT;SG
suivant	далі	suivre	далі	V;PRS;V.PTCP	ADV
beaucoup	багатьох	beaucoup	багато	ADV	DET;ACC
dire	say	dire	say	V;NFIN	
seul	наодинці	seul	наодинці	ADJ;MASC;SG	ADV
seul	поодинці	seul	поодинець	ADJ;MASC;SG	ADV
seul	сама	seul	сам	ADJ;MASC;SG	DET;NOM;FEM;SG;REFL
seul	самі	seul	сам	ADJ;MASC;SG	DET;NOM;PL;REFL
seul	лише	seul	лише	ADJ;MASC;SG	PART
seul	тільки	seul	тільки	ADJ;MASC;SG	PART
buts	реалізується	but	реалізуватися	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
buts	цілі	but	цілий	N;MASC;PL	ADJ;NOM;PL
position	позиції	position	позиція	N;FEM;SG	N;INAN;NOM;FEM;PL
pouvoir	влада	pouvoir	влада	V;NFIN	N;INAN;NOM;FEM;SG
pouvoir	живлення	pouvoir	живлення	V;NFIN	N;INAN;NOM;NEUT;SG
pouvoir	сила	pouvoir	сила	V;NFIN	N;INAN;NOM;FEM;SG
pouvoir	power	pouvoir	power	V;NFIN	
merci	дякую	merci	дякувати	INTJ	V;IPFV;IND;SG;1;PRS;FIN
merci	дякуємо	merci	дякувати	INTJ	V;IPFV;IND;PL;1;PRS;FIN
tête	head	tête	head	N;FEM;SG	
tête	головах	tête	голова	N;FEM;SG	N;INAN;ESS;FEM;PL
tête	голів	tête	голіти	N;FEM;SG	N;INAN;GEN;MASC;PL
tête	голови	tête	голова	N;FEM;SG	N;INAN;NOM;FEM;PL
tête	головами	tête	голова	N;FEM;SG	N;INAN;INS;FEM;PL
union	union	union	union	N;FEM;SG	
union	юніон	union	юніон	N;FEM;SG	PROPN;INAN;NOM;MASC;SG
ancienne	давніх	ancien	давній	ADJ;FEM;SG	ADJ;GEN;PL
ancienne	стародавні	ancien	стародавний	ADJ;FEM;SG	ADJ;NOM;PL
ancienne	давні	ancien	давний	ADJ;FEM;SG	ADJ;NOM;PL
ancienne	старі	ancien	старий	ADJ;FEM;SG	ADJ;NOM;PL
ancienne	колишні	ancien	колишній	ADJ;FEM;SG	ADJ;NOM;PL
premiers	перше	premier	перше	ADJ;MASC;PL	ADV
premiers	перша	premier	перший	ADJ;MASC;PL	ADJ;NOM;FEM;SG
premiers	перший	premier	перший	ADJ;MASC;PL	ADJ;NOM;MASC;SG
prend	візьму	prendre	узяти	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;1;FUT;FIN
prend	бери	prendre	бера	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN
prend	візьми	prendre	узяти	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN
présente	дарують	présent	дарувати	ADJ;FEM;SG	V;IPFV;IND;PL;3;PRS;FIN
présente	подарунки	présent	подарунок	ADJ;FEM;SG	N;INAN;NOM;MASC;PL
présente	сьогодення	présent	сьогодення	ADJ;FEM;SG	N;INAN;NOM;NEUT;SG
présente	подарунок	présent	подарунок	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
présente	присутні	présent	присутній	ADJ;FEM;SG	ADJ;NOM;PL
public	паблік	public	паблік	ADJ;MASC;SG	
pages	сторінку	page	сторінка	N;FEM;PL	N;INAN;ACC;FEM;SG
pages	сторінка	page	сторінка	N;FEM;PL	N;INAN;NOM;FEM;SG
pages	пейдж	page	пейдж	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
externe	зовнішні	externe	зовнішній	ADJ;MASC;SG	ADJ;NOM;PL
simple	прості	simple	простий	ADJ;MASC;SG	ADJ;NOM;PL
simple	розряд	simple	розряд	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
dernière	останні	dernier	останній	ADJ;FEM;SG	ADJ;NOM;PL
henri	генрі	henri	генрі	PROPN	PROPN;ANIM;NOM;MASC;SG
henri	генріх	henri	генрій	PROPN	PROPN;ANIM;NOM;MASC;SG
henri	анрі	henri	анрі	PROPN	PROPN;ANIM;NOM;MASC;SG
henri	анрі	henri	анрі	PROPN	PROPN;ANIM;NOM;MASC;SG
chanson	пісень	chanson	пісня	N;FEM;SG	N;INAN;GEN;FEM;PL
chanson	пісні	chanson	пісня	N;FEM;SG	N;INAN;NOM;FEM;PL
chanson	songs	chanson	songs	N;FEM;SG	
poste	дописі	poste	допис	N;MASC;SG	ADV
poste	опублікувати	poste	опублікувати	N;MASC;SG	V;PFV;NFIN
grâce	благодать	grâce	благодити	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
sortie	вивід	sortir	вивід	V;FEM;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
sortie	виведення	sortir	виведення	V;FEM;SG;PST;V.PTCP	N;INAN;NOM;NEUT;SG
sortie	висловлювання	sortir	висловлювання	V;FEM;SG;PST;V.PTCP	N;INAN;NOM;NEUT;SG
sortie	виводу	sortir	вивід	V;FEM;SG;PST;V.PTCP	N;INAN;GEN;MASC;SG
sortie	вихід	sortir	вихід	V;FEM;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
