van	vom	van	vom	ADP	
album	fotoalbum	album	fotoalbum	N;NEUT;SG	ADJ
mogelijk	möglicherweise	mogelijk	möglicherweise	ADJ	ADV
mogelijk	eventuell	mogelijk	eventuell	ADJ	ADV
mogelijk	evtl	mogelijk	evtl	ADJ	
wil	will	willen	wollen	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
wil	möchte	willen	mögen	V;SG;PRS;FIN	V;SBJV;SG;3;PST;FIN
wil	wil	willen	wil	V;SG;PRS;FIN	
wil	will	willen	wollen	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
wil	wollen	willen	wollen	V;SG;PRS;FIN	V;IND;PL;3;PRS;FIN
wil	möchten	willen	mögen	V;SG;PRS;FIN	V;IND;PL;3;PST;FIN
moeten	muss	moeten	müssen	V;PL;PRS;FIN	V;IND;SG;3;PRS;FIN
moeten	muß	moeten	müssen	V;PL;PRS;FIN	V;IND;SG;3;PRS;FIN
moeten	mussen	moeten	mussen	V;PL;PRS;FIN	
moeten	must	moeten	müssen	V;PL;PRS;FIN	PROPN
staten	staaten	state	staaten	N;PL	V;FIN
nam	nahmen	nemen	nehmen	V;SG;PST;FIN	V;IND;PL;3;PST;FIN
nam	nam	nemen	nam	V;SG;PST;FIN	
lijkt	scheint	lijken	scheinen	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
lijkt	erscheint	lijken	erscheinen	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
lijkt	scheint	lijken	scheinen	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
lijkt	aussieht	lijken	aussehen	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
lijkt	sieht	lijken	sehen	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
lijkt	aussehen	lijken	aussehen	V;SG;PRS;FIN	V;NFIN
lijkt	scheint	lijken	scheinen	V;SG;PRS;FIN	V;IND;SG;3;PRS;FIN
station	station	station	station	N;NEUT;SG	
station	tankstelle	station	tankstelle	N;NEUT;SG	
verenigde	vereinigten	verenigen	vereinigen	V;V.PTCP	ADJ;PL
verenigde	united	verenigen	united	V;V.PTCP	
verenigde	vereinigtes	verenigen	vereinigt	V;V.PTCP	ADJ;NOM;NEUT;SG
man	mann	man	mann	N;MASC+FEM;SG	
man	man	man	man	N;MASC+FEM;SG	PRO;NOM;INDF;SG
water	wasserwirtschaft	water	wasserwirtschaft	N;NEUT;SG	ADJ
water	trinkwasser	water	trinkwasser	N;NEUT;SG	ADJ
water	gewässer	water	gewässer	N;NEUT;SG	
water	wasserversorgung	water	wasserversorgung	N;NEUT;SG	ADJ
begin	starten	begin	start	N;NEUT;SG	V;NFIN
begin	anfangen	begin	anfangen	N;NEUT;SG	V;NFIN
begin	start	begin	Start	N;NEUT;SG	PROPN
begin	beginnen	begin	beginnen	N;NEUT;SG	V;NFIN
begin	beginn	begin	beginnen	N;NEUT;SG	V;IND;SG;3;PST;FIN
begin	beginnen	begin	beginnen	N;NEUT;SG	V;NFIN
begin	beginnt	begin	beginnen	N;NEUT;SG	V;IND;SG;3;PRS;FIN
begin	anfangen	begin	anfangen	N;NEUT;SG	V;NFIN
begin	beginnend	begin	beginnend	N;NEUT;SG	ADJ
begin	beginn	begin	beginnen	N;NEUT;SG	V;IND;SG;3;PST;FIN
till	till	till	till	N;MASC+FEM;SG	PROPN;SG
koning	königs	koning	königs	N;MASC+FEM;SG	
koning	king	koning	köngen	N;MASC+FEM;SG	
slechts	einzige	slechts	einzig	ADV	ADJ;NOM;FEM;PL
slechts	einzig	slechts	einzig	ADV	ADJ
slechts	einzigen	slechts	einzig	ADV	ADJ;NOM;PL
spelen	spiel	spelen	spielen	V;NFIN	N;NOM;NEUT;SG
spelen	stück	spelen	stück	V;NFIN	ADJ
spelen	spiele	spelen	spiel	V;NFIN	N;NOM;NEUT;PL
periode	zeit	periode	zeit	N;MASC+FEM;SG	ADJ
periode	zeitraum	periode	zeitraum	N;MASC+FEM;SG	ADV
periode	zeitabschnitt	periode	zeitabschnitten	N;MASC+FEM;SG	ADJ
volkstelling	zensus	volkstelling	zensus	N;MASC+FEM;SG	PROPN
volkstelling	zählungen	volkstelling	zählung	N;MASC+FEM;SG	V;NFIN
lid	mitglieds	lid	mitglieds	N;NEUT;SG	
lid	mitglied	lid	mitglied	N;NEUT;SG	ADJ
lid	mitglieder	lid	mitglied	N;NEUT;SG	N;NOM;NEUT;PL
lid	mitgliedstaat	lid	mitgliedstaat	N;NEUT;SG	ADJ
lid	mitgliedstaaten	lid	mitgliedstaat	N;NEUT;SG	V;IND;PL;3;FIN
titel	überschrift	titel	überschreifen	N;MASC+FEM;SG	
titel	bildunterschrift	titel	bildunterschrift	N;MASC+FEM;SG	ADJ
titel	beschriftung	titel	Beschriftung	N;MASC+FEM;SG	ADJ
titel	überschrift	titel	überschreifen	N;MASC+FEM;SG	
titel	titel	titel	titel	N;MASC+FEM;SG	
titel	anrede	titel	anred	N;MASC+FEM;SG	
belgië	belgien	belgiën	belgelen	PROPN;NEUT;SG	PROPN;NOM;NEUT;SG
feb	feb	feb	feb	N;MASC+FEM;SG	
feb	februar	feb	februaer	N;MASC+FEM;SG	PROPN;NOM;SG
begon	begannen	beginnen	beginnen	V;SG;PST;FIN	V;IND;PL;3;PST;FIN
beide	sowohl	beide	sowohl	PRO	CONJ
nummer	nummer	nummer	nummer	N;MASC+FEM;SG	ADV
nummer	gesang	nummer	gesingen	N;MASC+FEM;SG	ADJ
nummer	song	nummer	singen	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
lang	lange	lang	lange	ADJ	ADV
lang	long	lang	long	ADJ	PROPN
tekst	text	tekst	Text	N;MASC+FEM;SG	
tekst	texte	tekst	texen	N;MASC+FEM;SG	ADV
beste	best	goed	best	ADJ;RL	PROPN
apr	apr	apr	apr	N;MASC+FEM;SG	
apr	april	apr	april	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
pagina	seiten	pagina	seiten	N;MASC+FEM;SG	V;NFIN
noord	nordsee	noord	nordsee	N;NEUT;SG	PROPN;NOM;SG
noord	norden	noord	norden	N;NEUT;SG	V;NFIN
noord	nordosten	noord	nordosten	N;NEUT;SG	V;FIN
noord	nord	noord	nord	N;NEUT;SG	ADJ
noord	noord	noord	noord	N;NEUT;SG	PROPN;NOM;SG
bron	informationsquelle	bron	informationsquelle	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
bron	quelle	bron	quelle	N;MASC+FEM;SG	ADJ;NOM;SG
john	johannes	john	johannes	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
john	johann	john	johann	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
john	john	john	john	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
district	district	district	district	N;NEUT;SG	PROPN
district	bezirk	district	bezirk	N;NEUT;SG	PROPN
district	stadtteil	district	stadtteil	N;NEUT;SG	ADJ
district	distrikt	district	distrikt	N;NEUT;SG	ADJ
aug	august	aug	augusten	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
aug	aug	aug	augen	N;MASC+FEM;SG	
daarna	anschließend	daarna	anschließend	ADV	ADJ
database	datenbank	databaas	datenbank	N;MASC+FEM;SG	ADJ
database	datenbasis	databaas	datenbasis	N;MASC+FEM;SG	ADJ
band	band	band	binden	N;MASC+FEM;SG	
frankrijk	frankreich	frankrijk	frankreich	PROPN;NEUT;SG	PROPN;NOM;SG
west	west	west	west	N;MASC+FEM;SG	
west	westen	west	westen	N;MASC+FEM;SG	ADV
west	westliche	west	westlich	N;MASC+FEM;SG	ADJ;NOM;FEM;PL
soorten	tierarten	soort	tierarten	N;PL	V;NFIN
soorten	tierart	soort	tierart	N;PL	ADJ
soorten	spezies	soort	spezies	N;PL	
soorten	gattung	soort	gattung	N;PL	ADJ
dec	dezember	dec	dezember	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
dec	dec	dec	der	N;MASC+FEM;SG	
dec	dez	dec	dez	N;MASC+FEM;SG	
naast	außerdem	naast	außerdem	ADP	ADV
boven	oben	boven	oben	ADP	ADV
boven	obergeschoss	boven	oberschossen	ADP	ADJ
boven	oben	boven	oben	ADP	ADV
boven	oberhalb	boven	oberhalb	ADP	ADV
vorm	formgebung	vorm	Formgebung	N;MASC+FEM;SG	ADJ
vorm	formular	vorm	formular	N;MASC+FEM;SG	V;SG;FIN
vorm	vordruck	vorm	vordruck	N;MASC+FEM;SG	
jun	juni	jun	juni	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
jun	jun	jun	jun	N;MASC+FEM;SG	
actief	wirkstoffe	actief	wirkstoff	ADJ	N;NOM;SG
wanneer	wenn	wanneer	wenn	ADV	CONJ
toont	anzeige	tonen	anzeig	V;SG;PRS;FIN	
toont	displays	tonen	displays	V;SG;PRS;FIN	PROPN
ben	ben	zijn	ben	V;SG;PRS;FIN	
hoe	wie	hoe	wie	ADV	ADP
klasse	klasse	klasse	klasse	N;MASC+FEM;SG	ADJ
klasse	baureihe	klasse	baureihe	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
klasse	klassen	klasse	klassen	N;MASC+FEM;SG	N;NOM;PL
klasse	stilvoll	klasse	stilvoll	N;MASC+FEM;SG	ADJ
klasse	fesch	klasse	fesch	N;MASC+FEM;SG	ADJ
dag	dag	dag	dag	N;MASC+FEM;SG	PROPN;NOM;SG
dag	wiedersehen	dag	wiedersehen	N;MASC+FEM;SG	V;NFIN
dag	bye	dag	bye	N;MASC+FEM;SG	
dag	tschüss	dag	tschüssen	N;MASC+FEM;SG	
dag	tage	dag	tagen	N;MASC+FEM;SG	N;NOM;MASC;PL
uiteindelijk	schließlich	uiteindelijk	schließlich	ADJ	ADV
uiteindelijk	irgendwann	uiteindelijk	irgendwann	ADJ	ADV
uiteindelijk	endlich	uiteindelijk	endlich	ADJ	ADV
uiteindelijk	schließlich	uiteindelijk	schließlich	ADJ	ADV
uiteindelijk	letztlich	uiteindelijk	letztlich	ADJ	ADV
artikelen	beiträge	artikel	beitragen	N;PL	ADJ
artikelen	artikel	artikel	artikel	N;PL	ADJ
artikelen	artikeln	artikel	artikeln	N;PL	ADJ
universiteit	universität	universiteit	universität	N;MASC+FEM;SG	ADJ
universiteit	universitäten	universiteit	universitäten	N;MASC+FEM;SG	N;NOM;PL
universiteit	kollegium	universiteit	kollegium	N;MASC+FEM;SG	
universiteit	college	universiteit	college	N;MASC+FEM;SG	
vader	dad	vader	dad	N;MASC+FEM;SG	PROPN;NOM;SG
vader	papa	vader	papa	N;MASC+FEM;SG	PROPN;NOM;SG
vader	vaters	vader	vaters	N;MASC+FEM;SG	
vader	vaters	vader	vaters	N;MASC+FEM;SG	
belgische	belgier	belgisch	belgieren	ADJ	
indeling	aufgliederung	indeling	aufgliederung	N;MASC+FEM;SG	ADJ
indeling	aufteilung	indeling	aufteilung	N;MASC+FEM;SG	ADJ;SG
indeling	lageplan	indeling	lageplan	N;MASC+FEM;SG	
indeling	grundriss	indeling	grundrissen	N;MASC+FEM;SG	ADJ
indeling	layout	indeling	layout	N;MASC+FEM;SG	ADJ
indeling	anordnung	indeling	anordnung	N;MASC+FEM;SG	ADJ
indeling	einstufung	indeling	einstufung	N;MASC+FEM;SG	ADJ
indeling	klassifizierung	indeling	klassifizierung	N;MASC+FEM;SG	ADJ
indeling	klassifikation	indeling	klassifikation	N;MASC+FEM;SG	ADJ
indeling	formatieren	indeling	formatieren	N;MASC+FEM;SG	V;NFIN
indeling	formaten	indeling	formaten	N;MASC+FEM;SG	V;NFIN
indeling	formatierung	indeling	formatierung	N;MASC+FEM;SG	ADJ
jul	jul	jul	jul	N;MASC+FEM;SG	
opnieuw	nochmal	opnieuw	nochmal	ADV	
opnieuw	erneut	opnieuw	erneut	ADV	ADJ
opnieuw	wiederholen	opnieuw	wiederholen	ADV	V;NFIN
opnieuw	wiederherstellen	opnieuw	wiederherstellen	ADV	V;NFIN
hadden	hatte	hebben	haben	V;PL;PST;FIN	V;IND;SG;3;PST;FIN
nov	nov	nov	nov	N;MASC+FEM;SG	
nov	november	nov	november	N;MASC+FEM;SG	PROPN
serie	reihe	serie	reih	N;MASC+FEM;SG	;SG
serie	zeitreihen	serie	zeitreihen	N;MASC+FEM;SG	V;NFIN
serie	baureihe	serie	baureihe	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
serie	reihen	serie	reih	N;MASC+FEM;SG	V;NFIN
rol	schriftrolle	rol	schriftroll	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
rol	scrollen	rol	scrollen	N;MASC+FEM;SG	V;NFIN
rol	blättern	rol	blättern	N;MASC+FEM;SG	V;NFIN
rol	rollen	rol	roll	N;MASC+FEM;SG	V;NFIN
rol	roll	rol	roll	N;MASC+FEM;SG	PROPN
rol	brötchen	rol	brötchen	N;MASC+FEM;SG	V;NFIN
rol	würfeln	rol	würfeln	N;MASC+FEM;SG	V;NFIN
sep	september	sep	september	N;MASC+FEM;SG	PROPN;SG
sep	sep	sep	sepen	N;MASC+FEM;SG	
figuur	abbildung	figuur	abbildung	N;MASC+FEM;SG	
oorlog	kriege	oorlog	kriegen	N;MASC+FEM;SG	
oorlog	kriegen	oorlog	kriegen	N;MASC+FEM;SG	V;NFIN
oorlog	wars	oorlog	wars	N;MASC+FEM;SG	
geschiedenis	vergangenheit	geschiedenis	vergangenheit	N;MASC+FEM;SG	ADJ
geschiedenis	werdegang	geschiedenis	werdegang	N;MASC+FEM;SG	
geschiedenis	geschichte	geschiedenis	geschicht	N;MASC+FEM;SG	
vervolgens	anschließend	vervolgens	anschließend	ADV	ADJ
duitsland	deutschland	duitsland	deutschland	PROPN;NEUT;SG	PROPN;NOM
landen	staaten	land	staaten	N;PL	V;FIN
huis	startseite	huis	startseite	N;NEUT;SG	ADJ
huis	zuhause	huis	zuhause	N;NEUT;SG	
pas	pas	pas	pas	ADV	
stond	standen	staan	stehen	V;SG;PST;FIN	V;IND;PL;3;PST;FIN
laten	lass	laten	laß	V;PL;PRS;FIN	V;IND;SG;2;PRS;FIN
laten	let	laten	let	V;PL;PRS;FIN	PROPN
frans	frans	frans	frans	PROPN;MASC+FEM;SG	PROPN;NOM;MASC;SG
frans	franz	frans	franz	PROPN;MASC+FEM;SG	PROPN;NOM;MASC;SG
frans	francis	frans	francis	PROPN;MASC+FEM;SG	PROPN;NOM;MASC;SG
frans	franziskus	frans	franziskus	PROPN;MASC+FEM;SG	PROPN;NOM;SG
frans	französisch	frans	französisch	PROPN;MASC+FEM;SG	ADJ
frans	französische	frans	französisch	PROPN;MASC+FEM;SG	ADJ;NOM;FEM;PL
frans	französischen	frans	französisch	PROPN;MASC+FEM;SG	ADJ;NOM;MASC;PL
frans	franzosen	frans	franzosen	PROPN;MASC+FEM;SG	ADJ
frans	franzose	frans	franzos	PROPN;MASC+FEM;SG	ADJ;NOM;FEM;PL
shift	schicht	shift	schechen	N;MASC+FEM;SG	ADJ
shift	verschieben	shift	verscheiben	N;MASC+FEM;SG	V;NFIN
shift	shift	shift	shefen	N;MASC+FEM;SG	PROPN
finale	endgültig	finale	endgültig	N;MASC+FEM;SG	ADJ
finale	endgültige	finale	endgültig	N;MASC+FEM;SG	ADJ;NOM;FEM;PL
finale	endgültigen	finale	endgültig	N;MASC+FEM;SG	ADJ
finale	letzte	finale	letzt	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
terwijl	weile	terwijl	weil	CONJ	ADV
boek	buch	boek	bachen	N;NEUT;SG	ADV
boek	buchen	boek	buchen	N;NEUT;SG	V;NFIN
boek	reservieren	boek	reservieren	N;NEUT;SG	V;NFIN
indonesië	indonesia	indonesië	indonesia	N;MASC+FEM;SG	PROPN;NOM;SG
indonesië	indonesien	indonesië	indonesien	N;MASC+FEM;SG	PROPN;NOM;NEUT;SG
stadium	stadium	stadium	stadium	N;NEUT;SG	ADJ
stadium	stufe	stadium	stufen	N;NEUT;SG	ADJ
stadium	bühnen	stadium	bühnen	N;NEUT;SG	N;NOM;PL
stadium	stage	stadium	stage	N;NEUT;SG	
geboren	born	geboren	born	V;V.PTCP	
altijd	always	altijd	always	ADV	
vrouw	weib	vrouw	weib	N;MASC+FEM;SG	
vrouw	weiblich	vrouw	weiblich	N;MASC+FEM;SG	ADJ
vrouw	weibliche	vrouw	weiblich	N;MASC+FEM;SG	ADJ;NOM;FEM;PL
vrouw	weibchen	vrouw	weibchen	N;MASC+FEM;SG	N;NOM;FEM;PL
vrouw	frauen	vrouw	frau	N;MASC+FEM;SG	V;NFIN
vrouw	gemahlin	vrouw	gemahlin	N;MASC+FEM;SG	
vrouw	weib	vrouw	weib	N;MASC+FEM;SG	
vele	viele	veel	viel	PRO	ADJ;NOM;INDF;PL
vele	zahlreiche	veel	zahlreich	PRO	ADJ;NOM;FEM;PL
vele	vielen	veel	viel	PRO	ADJ;ACC;INDF;MASC;PL
soms	selten	soms	selten	ADV	ADJ
soms	ungewöhnlich	soms	ungewöhnlich	ADV	ADJ
soms	gelegentlich	soms	gelegentlich	ADV	ADJ
dood	todes	dood	tod	ADJ	
dood	tode	dood	toden	ADJ	ADV
dood	tod	dood	tod	ADJ	
dood	todesstrafe	dood	todesstraf	ADJ	N;NOM;FEM;SG
dood	dead	dood	dead	ADJ	PROPN;NOM;SG
dood	tote	dood	tot	ADJ	
dood	toten	dood	toten	ADJ	V;PL;FIN
meestal	gewöhnlich	meestal	gewöhnlich	ADV	ADJ
meestal	überwiegend	meestal	überwiegend	ADV	ADJ
meestal	hauptsächlich	meestal	hauptsächlich	ADV	ADJ
bleef	blieben	blijven	bleiben	V;SG;PST;FIN	V;IND;PL;3;PST;FIN
bleef	verblieben	blijven	verbleiben	V;SG;PST;FIN	V;V.PTCP
bleef	verblieb	blijven	verbleiben	V;SG;PST;FIN	V;IND;SG;3;PST;FIN
bleef	geblieben	blijven	bleiben	V;SG;PST;FIN	V;V.PTCP
bleef	blieb	blijven	bleiben	V;SG;PST;FIN	V;IND;SG;3;PST;FIN
bleef	blieben	blijven	bleiben	V;SG;PST;FIN	V;IND;PL;3;PST;FIN
bleef	geblieben	blijven	bleiben	V;SG;PST;FIN	V;V.PTCP
bleef	blieb	blijven	bleiben	V;SG;PST;FIN	V;IND;SG;3;PST;FIN
vijf	fünfmal	vijf	fünfmal	NUM	ADV
vijf	five	vijf	fiv	NUM	PROPN;NOM;SG
partij	feiern	partij	feiern	N;MASC+FEM;SG	V;NFIN
partij	feier	partij	feier	N;MASC+FEM;SG	
partij	party	partij	party	N;MASC+FEM;SG	PROPN
partij	partei	partij	partei	N;MASC+FEM;SG	
partij	charge	partij	charge	N;MASC+FEM;SG	
partij	stapel	partij	stapel	N;MASC+FEM;SG	ADJ
partij	partie	partij	partie	N;MASC+FEM;SG	
partij	batch	partij	batch	N;MASC+FEM;SG	
partij	chargen	partij	chargen	N;MASC+FEM;SG	
isbn	issn	isbn	issn	INTJ	
isbn	isbn	isbn	isbn	INTJ	;SG
geval	case	geval	case	N;NEUT;SG	
geval	rechtssache	geval	rechtssach	N;NEUT;SG	ADJ;NOM;FEM;SG
geval	fall	geval	fall	N;NEUT;SG	ADV
voetballer	fußballer	voetballer	fußballer	N;MASC+FEM;SG	ADJ
voetballer	fußballspieler	voetballer	fußballspieler	N;MASC+FEM;SG	ADJ
wereld	weltweit	wereld	weltweit	N;MASC+FEM;SG	ADJ
einde	beenden	einde	beenden	N;NEUT;SG	V;NFIN
einde	end	einde	end	N;NEUT;SG	
einde	endet	einde	enden	N;NEUT;SG	V;IND;SG;3;PRS;FIN
einde	enden	einde	enden	N;NEUT;SG	V;NFIN
geschreven	schriftlich	schrijven	schriftlich	V;V.PTCP	ADJ
geschreven	schriftliche	schrijven	schriftlich	V;V.PTCP	ADJ;NOM;FEM;PL
geschreven	geschriebene	schrijven	geschrieben	V;V.PTCP	ADJ;NOM;FEM;PL
informatie	information	informatie	information	N;MASC+FEM;SG	ADJ
informatie	informationen	informatie	information	N;MASC+FEM;SG	V;NFIN
informatie	auskunft	informatie	auskunft	N;MASC+FEM;SG	ADJ
achter	dahinter	achter	dahinter	ADP	ADV
lange	lange	lang	lange	ADJ	ADV
lange	lange	lang	lange	ADJ	ADV
lange	long	lang	long	ADJ	PROPN
paul	paulus	paul	paulus	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
paul	paul	paul	paul	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
midden	middle	midden	middle	ADV	PROPN
midden	mittlere	midden	mittler	ADV	ADJ;NOM;FEM;PL
midden	nahen	midden	nah	ADV	ADJ
midden	mittlerer	midden	mittler	ADV	ADJ
midden	mid	midden	mid	ADV	
minder	weniger	minder	weniger	PRO	ADV
minder	weniger	minder	weniger	PRO	ADV
minder	abzüglich	minder	abzüglich	PRO	ADJ
open	geöffnet	open	öffnen	ADJ	V;V.PTCP
open	open	open	open	ADJ	
open	öffnen	open	öffnen	ADJ	V;NFIN
bekende	gestanden	bekend	gestehen|stehen	ADJ	V;V.PTCP
bekende	gesteht	bekend	stehen	ADJ	V;IND;SG;3;PRS;FIN
bekende	gestand	bekend	gestehen	ADJ	V;IND;SG;3;PST;FIN
united	vereinigten	united	vereinigen	N;NEUT;SG	ADJ;PL
united	united	united	united	N;NEUT;SG	
united	vereinigtes	united	vereinigt	N;NEUT;SG	ADJ;NOM;NEUT;SG
eerder	früher	eerder	früher	ADV	ADJ
eerder	frühere	eerder	früh	ADV	ADJ;NOM;FEM;PL
eerder	vorhin	eerder	vorhin	ADV	
eerder	früher	eerder	früher	ADV	ADJ
geven	give	geven	giv	V;NFIN	
museum	museen	museum	museen	N;NEUT;SG	V;NFIN
hoewel	zwar	hoewel	zwar	CONJ	ADV
hoewel	obgleich	hoewel	obgleich	CONJ	ADV
hoewel	allerdings	hoewel	allerdings	CONJ	ADV
snel	quick	snel	quick	ADJ	
snel	bald	snel	bald	ADJ	ADV
snel	demnächst	snel	demnächst	ADJ	ADV
snel	soon	snel	soon	ADJ	
eind	beenden	eind	beenden	N;NEUT;SG	V;NFIN
eind	end	eind	end	N;NEUT;SG	
departement	hauptabteilung	departement	hauptabteilung	N;NEUT;SG	ADJ
departement	abteilung	departement	abteilingen	N;NEUT;SG	ADJ
departement	dienststelle	departement	dienststelle	N;NEUT;SG	ADJ;NOM;FEM;SG
departement	fachbereich	departement	fachbereich	N;NEUT;SG	
lichaam	body	lichaam	body	N;NEUT;SG	PROPN;NOM;SG
lichaam	körper	lichaam	körp	N;NEUT;SG	
lichaam	karosserie	lichaam	karosserie	N;NEUT;SG	ADJ
lichaam	stelle	lichaam	stellen	N;NEUT;SG	V;IND;SG;3;PRS;FIN
census	zensus	census	zensus	N;NEUT;SG	PROPN
census	zählungen	census	zählung	N;NEUT;SG	V;NFIN
afrika	südafrika	afrika	südafrika	PROPN;NEUT;SG	PROPN;NOM;MASC;SG
afrika	afrika	afrika	afrika	PROPN;NEUT;SG	PROPN;NOM;MASC;SG
bestaan	dasein	bestaan	dasein	V;NFIN	N;NOM;NEUT;SG
bestaan	existenz	bestaan	existenz	V;NFIN	ADJ
bestaan	vorhandensein	bestaan	vorhandensein	V;NFIN	ADV
wie	who	wie	who	PRO;3	PROPN;NOM;SG
wie	wem	wie	wer	PRO;3	ADV
wie	wen	wie	wer	PRO;3	ADV
iemand	irgendwer	iemand	irgendwer	PRO;3	
iemand	jedermann	iemand	jedermann	PRO;3	ADV
iemand	irgendjemand	iemand	irgendjemand	PRO;3	ADV
iemand	jmd	iemand	jmd	PRO;3	
iemand	irgendjemand	iemand	irgendjemand	PRO;3	ADV
iemand	jemanden	iemand	jemand	PRO;3	ADV
iemand	jmd	iemand	jmd	PRO;3	
iemand	jemandem	iemand	jemandem	PRO;3	ADV
iemand	irgendjemand	iemand	irgendjemand	PRO;3	ADV
iemand	jemanden	iemand	jemand	PRO;3	ADV
iemand	irgendwer	iemand	irgendwer	PRO;3	
iemand	jemandem	iemand	jemandem	PRO;3	ADV
wedstrijd	wettbewerbe	wedstrijd	wettbewerb	N;MASC+FEM;SG	N;NOM;PL
wedstrijd	wettbewerb	wedstrijd	wettbewerb	N;MASC+FEM;SG	ADV
wedstrijd	contest	wedstrijd	contest	N;MASC+FEM;SG	PROPN;NOM;SG
valt	wasserfall	vallen	wasserfall	V;SG;PRS;FIN	
valt	sturz	vallen	sturz	V;SG;PRS;FIN	
valt	falls	vallen	falls	V;SG;PRS;FIN	CONJ
school	schuljahr	school	schuljahr	N;MASC+FEM;SG	ADJ
school	schulen	school	schallen	N;MASC+FEM;SG	V;NFIN
willem	william	willem	william	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
willem	wilhelm	willem	wilhelm	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
willem	willem	willem	willem	N;MASC+FEM;SG	PROPN;NOM;SG
duidelijk	löschen	duidelijk	löschen	ADJ	V;NFIN
duidelijk	offenbar	duidelijk	offenbar	ADJ	ADV
beter	better	goed	better	ADJ;CMPR	PROPN
daarom	folglich	daarom	folglich	ADV	ADJ
meeste	most	veel	most	PRO	
meeste	meist	veel	meist	PRO	ADV
meeste	meisten	veel	meist	PRO	ADJ;NOM;INDF;PL
versie	fassung	versie	fassung	N;MASC+FEM;SG	PROPN
eiland	island	eiland	island	N;NEUT;SG	PROPN;NOM;NEUT;SG
des	des	des	der	ADV	DET;GEN;DEF;NEUT;SG
nooit	never	nooit	never	ADV	PROPN
geeft	rückgabe	geven	rückgabe	V;SG;PRS;FIN	N;SG
diverse	diverse	divers	divers	ADJ	N;NOM;FEM;PL
dier	tierisches	dier	tierisch	N;NEUT;SG	ADJ;NOM;NEUT;SG
lijn	linien	lijn	Linie	N;MASC+FEM;SG	
lijn	zeile	lijn	zeilen	N;MASC+FEM;SG	
mag	mai	mogen	mai	V;SG;PRS;FIN	PROPN;NOM;MASC;SG
mag	may	mogen	maylen	V;SG;PRS;FIN	PROPN
slag	battle	slag	battl	N;MASC+FEM;SG	PROPN;SG
slag	gefecht	slag	fechen	N;MASC+FEM;SG	
slag	takt	slag	takt	N;MASC+FEM;SG	ADJ
slag	streicheln	slag	streicheln	N;MASC+FEM;SG	V;NFIN
slag	schlaganfall	slag	schlaganfall	N;MASC+FEM;SG	ADJ
slag	hub	slag	hub	N;MASC+FEM;SG	
olympische	olympiade	Olympisch	olympiade	ADJ	N;NOM;FEM;SG
arrondissement	arrondissement	arrondissement	arrondissement	N;NEUT;SG	ADJ
arrondissement	bezirk	arrondissement	bezirk	N;NEUT;SG	PROPN
anders	verschieden	anders	verschieden	ADV	ADJ
anders	verschiedenen	anders	verschieden	ADV	ADJ;NOM;PL
anders	unterschiedliche	anders	unterschiedlich	ADV	ADJ;NOM;FEM;PL
anders	unterschiedlich	anders	unterschiedlich	ADV	ADJ
anders	verschiedene	anders	verschieden	ADV	ADJ;NOM;FEM;PL
park	freizeitpark	park	freizeitpark	N;NEUT;SG	PROPN
park	park	park	park	N;NEUT;SG	PROPN;NOM;SG
park	naturpark	park	naturpark	N;NEUT;SG	PROPN
park	nationalpark	park	nationalpark	N;NEUT;SG	ADJ
vrij	free	vrij	free	ADJ	PROPN
weinig	paar	weinig	paar	PRO	ADV
weinig	wenige	weinig	wenig	PRO	ADJ;NOM;INDF;PL
weinig	wenigen	weinig	wenig	PRO	ADJ;ACC;INDF;PL
weinig	kleiner	weinig	klein	PRO	ADJ
weinig	kleine	weinig	klein	PRO	ADJ;NOM;FEM;PL
weinig	wenig	weinig	wenig	PRO	ADV
weinig	little	weinig	little	PRO	PROPN
weinig	klein	weinig	klein	PRO	ADJ
leger	heer	leger	heer	N;NEUT;SG	
leger	army	leger	army	N;NEUT;SG	
want	weil	want	weil	CONJ	CONJ
want	wegen	want	wegen	CONJ	ADP
peter	petrus	peter	petrus	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
