tennessee	tennessee	tennessee	tennesse	PROPN	PROPN;NOM;MASC;SG
lucrand	delovno	lucrand	deloven	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
lucrand	delovni	lucrand	deloven	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
taiwan	tajvana	taiwan	tajvan	PROPN	ADJ;NOM;NEUT;SG
taiwan	tajvan	taiwan	tajvan	PROPN	
dramatica	dramatična	dramatică	dramatičen	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
dramatica	dramatičen	dramatică	dramatičen	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
dramatica	dramatične	dramatică	dramatičen	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
dramatica	dramatično	dramatică	dramatičen	ADJ;DEF;FEM;SG	ADV
populata	poseljenih	populat	poseljen	ADJ;DEF;FEM;SG	ADJ;GEN;MASC;PL;V.PTCP
tereza	teresa	tereza	tero	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
tereza	tereza	tereza	terez	N;DEF;FEM;SG	N;NOM;FEM;SG
tereza	theresa	tereza	therd	N;DEF;FEM;SG	N;NOM;FEM;SG
semifinale	polfinala	semifinal	polfinale	N;INDF;FEM;PL	N;GEN;MASC;SG
semifinale	polfinale	semifinal	polfinale	N;INDF;FEM;PL	N;NOM;MASC;SG
dex	dex	dex	dex	N;INDF;MASC;SG	
semnata	podpisana	semnată	podpisan	N;DEF;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
semnata	podpisano	semnată	podpisan	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
semnata	podpisan	semnată	podpisan	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
semnata	podpisani	semnată	podpisan	N;DEF;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
baptiste	baptiste	baptiste	baptist	N;INDF;FEM;PL	N;NOM;MASC;SG
stelele	zvezde	stea	zvezda	N;DEF;FEM;PL	N;NOM;FEM;PL
stelele	zvezdice	stea	zvezdica	N;DEF;FEM;PL	N;NOM;FEM;PL
stelele	zvezd	stea	zvezda	N;DEF;FEM;PL	N;GEN;FEM;PL
emisa	izdana	emis	izdan	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
emisa	izdani	emis	izdan	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;PL;V.PTCP
emisa	izdano	emis	izdano	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
emisa	izdane	emis	izdan	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL;V.PTCP
emisa	oddane	emis	oddan	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL;V.PTCP
sovieticii	sovjeti	sovietică	sovjeti	N;DEF;MASC;PL	N;NOM;MASC;PL
haga	haagu	hagă	hagg	PROPN	N;DAT;MASC;SG
animat	animirani	anima	animiran	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
locuita	naseljen	locuita	naseljen	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
ceas	opazuj	ceas	opazuj	N;INDF;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
ceas	glej	ceas	gledati	N;INDF;MASC;SG	V;IPFV;IMP;SG;2;FIN
ceas	glejte	ceas	gledati	N;INDF;MASC;SG	V;IPFV;IMP;PL;2;FIN
democratie	demokracija	democratie	demokracija	N;INDF;FEM;SG	N;NOM;FEM;SG
democratie	demokracija	democratie	demokracija	N;INDF;FEM;SG	N;NOM;FEM;SG
fantastica	fantastični	fantastică	fantastičen	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;PL
fantastica	fantastična	fantastică	fantastičen	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
fantastica	fantastičen	fantastică	fantastičen	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
fantastica	fantastično	fantastică	fantastično	ADJ;DEF;FEM;SG	ADV
partener	partnerja	partener	partner	N;INDF;MASC;SG	N;NOM;MASC;DU
cerintele	zahteve	cerint	zahteva	N;DEF;FEM;PL	N;NOM;FEM;PL
occidentali	zahodnjaki	occidental	zahodnjak	ADJ;INDF;MASC;PL	N;NOM;MASC;PL
amenintare	grožnja	amenintare	grožnja	N;INDF;FEM;SG	N;NOM;FEM;SG
amenintare	grožnja	amenintare	grožnja	N;INDF;FEM;SG	N;NOM;FEM;SG
bolta	trezor	boltă	trezor	N;DEF;FEM;SG	N;NOM;MASC;SG
lovituri	brca	lovitură	brce	N;INDF;FEM;PL	
lovituri	brcne	lovitură	brcen	N;INDF;FEM;PL	V;PFV;IND;SG;3;PRS;FIN
lovituri	piha	lovitură	pihati	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
viziteaza	obisk	vizitează	obisk	V;IND;SG;3;IPFV;FIN	N;NOM;MASC;SG
viziteaza	obiščite	vizitează	obiščiti	V;IND;SG;3;IPFV;FIN	V;PFV;IMP;PL;2;FIN
vizibil	vidni	vizibil	viden	ADV	ADJ;NOM;MASC;PL
vizibil	viden	vizibil	viden	ADV	ADJ;NOM;INDF;MASC;SG
vizibil	vidna	vizibil	viden	ADV	ADJ;NOM;FEM;SG
sporturi	športni	sport	športen	N;INDF;FEM;PL	ADJ;NOM;MASC;SG
sporturi	šport	sport	šport	N;INDF;FEM;PL	N;NOM;MASC;SG
sporturi	športne	sport	športen	N;INDF;FEM;PL	ADJ;NOM;FEM;PL
sporturi	športna	sport	športen	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
observatie	pripomba	observatie	pripomba	N;INDF;FEM;SG	N;NOM;FEM;SG
observatie	opazovanja	observatie	opazovanje	N;INDF;FEM;SG	N;NOM;NEUT;PL
observatie	opazovanje	observatie	opazovanje	N;INDF;FEM;SG	N;NOM;NEUT;SG
parker	parker	parker	parker	PROPN	N;NOM;MASC;SG
zeilor	bogovi	zeu	bog	N;DEF;MASC;PL	N;NOM;MASC;PL
zeilor	bogov	zeu	bog	N;DEF;MASC;PL	N;GEN;MASC;PL
liechtenstein	lihtenštajn	liechtenstein	lihtenštajen	PROPN	ADJ;NOM;INDF;MASC;SG
discovery	discovery	discovery	discovery	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
gasiti	poišči	gasit	poiskati		V;PFV;IMP;SG;2;FIN
gasiti	najdi	gasit	najdi		V;PFV;IMP;SG;2;FIN
dur	grobi	dur	grobiti	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
dur	groba	dur	grob	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
dur	grobo	dur	grobo	ADJ;INDF;MASC;SG	ADV
taiat	rez	taia	rez	ADJ;INDF;MASC;SG	N;NOM;MASC;SG
taiat	odreži	taia	odrežiti	ADJ;INDF;MASC;SG	V;PFV;IND;SG;2;FIN
etajul	tla	etaj	tla	N;DEF;MASC;SG	N;NOM;NEUT;PL
etajul	nadstropje	etaj	nadstropje	N;DEF;MASC;SG	N;NOM;NEUT;SG
chapelle	chapelle	chapellă	chapella	N;INDF;FEM;PL	PROPN;NOM;FEM;SG
strategie	strategijo	strategie	strategija	N;INDF;FEM;SG	N;ACC;FEM;SG
strategie	strategija	strategie	strategija	N;INDF;FEM;SG	N;NOM;FEM;SG
peisaj	pokrajine	peisaj	pokrajina	N;INDF;MASC;SG	N;NOM;FEM;PL
attila	attila	attila	attilo	PROPN	N;NOM;MASC;SG
finalizata	končano	finalizat	končan	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
finalizata	zaključene	finalizat	zaključen	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL;V.PTCP
finalizata	izpolnjeno	finalizat	izpolnjen	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
finalizata	končana	finalizat	končan	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
finalizata	zaključena	finalizat	zaključen	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
vinci	vinci	vinci	vinec	PROPN	N;NOM;MASC;SG
reptile	plazilec	reptă	plazilec	N;INDF;FEM;PL	N;NOM;MASC;SG
convinge	prepričajte	convinge	prepričati	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN
convinge	prepričajte	convinge	prepričati	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN
sportul	šport	sport	šport	N;DEF;MASC;SG	N;NOM;MASC;SG
sportul	sport	sport	sport	N;DEF;MASC;SG	N;NOM;MASC;SG
leul	levu	leu	lev	N;DEF;MASC;SG	N;DAT;MASC;SG
leul	leva	leu	lev	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
leul	lev	leu	lev	N;DEF;MASC;SG	N;NOM;MASC;SG
personalul	osebje	personal	osebje	N;DEF;MASC;SG	N;NOM;NEUT;SG
personalul	osebje	personal	osebje	N;DEF;MASC;SG	N;NOM;NEUT;SG
aron	aron	aron	arona	PROPN	N;NOM;MASC;SG
preveni	preprečiti	preveni	preprečiti		V;PFV;NFIN
preveni	prepreči	preveni	preprečiti		V;PFV;IND;SG;3;PRS;FIN
preveni	preprečite	preveni	preprečiti		V;PFV;IMP;PL;2;FIN
won	zmagali	won	zmagati	PROPN	V;PFV;MASC;PL;V.PTCP
won	zmagala	won	zmagati	PROPN	V;PFV;FEM;SG;V.PTCP
won	zmagal	won	zmagati	PROPN	V;PFV;MASC;SG;V.PTCP
integrarea	povezovanje	integrare	povezovanje	N;DEF;FEM;SG	N;NOM;NEUT;SG
integrarea	vključitev	integrare	vključitev	N;DEF;FEM;SG	N;NOM;FEM;SG
integrarea	integracija	integrare	integracija	N;DEF;FEM;SG	N;NOM;FEM;SG
integrarea	vključevanje	integrare	vključevanje	N;DEF;FEM;SG	N;NOM;NEUT;SG
reci	mraz	rece	mraz	ADJ;INDF;PL	N;NOM;MASC;SG
reci	mrzlo	rece	mrzel	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
reci	hladno	rece	hladen	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
reci	mrzla	rece	mrzel	ADJ;INDF;PL	ADJ;NOM;FEM;SG
reci	mrzel	rece	mrzel	ADJ;INDF;PL	ADJ;NOM;INDF;MASC;SG
integrat	integrirani	integrat	integriran	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
fabricate	proizvedeno	fabrica	proizveden	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG;V.PTCP
fabricate	proizveden	fabrica	proizveden	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
fabricate	izdelano	fabrica	izdelan	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG;V.PTCP
fabricate	izdelan	fabrica	izdelan	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
roosevelt	roosevelt	roosevelt	roosevelt	PROPN	N;NOM;MASC;SG
vasili	vasilij	vasil	vasilij	PROPN	N;NOM;MASC;SG
aviatie	letalsko	aviatie	letalsko	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
aviatie	letalstvo	aviatie	letalstvo	N;INDF;FEM;SG	N;NOM;NEUT;SG
aviatie	aviation	aviatie	aviation	N;INDF;FEM;SG	N;NOM;MASC;SG
aviatie	letalski	aviatie	letalski	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
spanioli	španci	spaniol	španec	ADJ;INDF;MASC;PL	N;NOM;MASC;PL
spanioli	špansko	spaniol	španski	ADJ;INDF;MASC;PL	ADJ;NOM;NEUT;SG
spanioli	španščina	spaniol	španščina	ADJ;INDF;MASC;PL	N;NOM;FEM;SG
spanioli	španski	spaniol	španski	ADJ;INDF;MASC;PL	ADJ;NOM;DEF;MASC;SG
spanioli	španska	spaniol	španski	ADJ;INDF;MASC;PL	ADJ;NOM;FEM;SG
heinz	heinz	heinz	heinz	PROPN	PROPN;NOM;MASC;SG
petit	petit	petit	petit	N;INDF;MASC;SG	
thompson	thompson	thompson	thompson	PROPN	N;NOM;MASC;SG
thompson	thompsona	thompson	thompson	PROPN	N;ACC;MASC;SG
wallace	wallace	wallace	wallace	PROPN	N;NOM;MASC;SG
beethoven	beethoven	beethoven	beethoven	PROPN	ADJ;NOM;INDF;MASC;SG
ploaie	dežja	ploaie	dež	N;INDF;FEM;SG	N;GEN;MASC;SG
ploaie	rain	ploaie	rain	N;INDF;FEM;SG	PROPN;NOM;MASC;SG
ploaie	dež	ploaie	dež	N;INDF;FEM;SG	N;NOM;MASC;SG
islamului	islam	islam	islam	N;DEF;MASC;SG	N;NOM;MASC;SG
bremen	bremen	bremen	bremen	PROPN	N;GEN;NEUT;PL
zagora	zagora	zagoră	zagora	PROPN	N;NOM;FEM;SG
artificial	umetne	artificial	umeten	ADV	ADJ;NOM;FEM;PL
artificial	umetna	artificial	umeten	ADV	ADJ;NOM;FEM;SG
artificial	umetni	artificial	umeten	ADV	ADJ;NOM;DEF;MASC;SG
artificial	umetnega	artificial	umeten	ADV	ADJ;GEN;NEUT;SG
solara	sončna	solară	sončen	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
solara	sončni	solară	sončen	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
solara	sončne	solară	sončen	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
solara	sončno	solară	sončno	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
disponibila	razpoložljivi	disponibil	razpoložljiv	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
disponibila	razpoložljiva	disponibil	razpoložljiv	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
disponibila	razpoložljivi	disponibil	razpoložljiv	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
disponibila	razpoložljiva	disponibil	razpoložljiv	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
reprezentative	zastopnik	reprezentativ	zastopnik	ADJ;INDF;FEM;PL	N;NOM;MASC;SG
reprezentative	reprezentativno	reprezentativ	reprezentativen	ADJ;INDF;FEM;PL	ADV
reprezentative	predstavnik	reprezentativ	predstavnik	ADJ;INDF;FEM;PL	N;NOM;MASC;SG
marino	marino	marină	marina	N;INDF;MASC;SG	N;ACC;FEM;SG
fetele	punce	fată	punca	N;DEF;FEM;PL	N;NOM;FEM;PL
fetele	dekleta	fată	dekle	N;DEF;FEM;PL	N;NOM;NEUT;PL
fetele	punci	fată	punca	N;DEF;FEM;PL	N;NOM;FEM;SG
fetele	deklice	fată	deklica	N;DEF;FEM;PL	N;NOM;FEM;PL
primita	prejeto	primita	prejet	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
primita	prejeti	primita	prejeti	ADJ;DEF;FEM;SG	V;PFV;NFIN
primita	prejeta	primita	prejet	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
strategia	strategijo	strategie	strategija	N;DEF;FEM;SG	N;ACC;FEM;SG
strategia	strategija	strategie	strategija	N;DEF;FEM;SG	N;NOM;FEM;SG
transmise	posredovana	transmis	posredovan	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
transmise	posredovane	transmis	posredovan	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;PL;V.PTCP
transmise	posredovani	transmis	posredovan	V;IND;SG;3;PST;FIN	ADJ;NOM;MASC;PL;V.PTCP
culmea	greben	culme	greben	N;DEF;FEM;SG	N;NOM;MASC;SG
culmea	ridge	culme	ridg	N;DEF;FEM;SG	N;NOM;MASC;SG
identice	identična	identic	identičen	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
identice	enake	identic	enak	ADJ;INDF;FEM;PL	DET;NOM;FEM;PL
fotografia	photo	fotografie	phota	N;DEF;FEM;SG	N;NOM;MASC;SG
fotografia	foto	fotografie	foto	N;DEF;FEM;SG	N;NOM;MASC;SG
fotografia	fotografijo	fotografie	fotografija	N;DEF;FEM;SG	N;ACC;FEM;SG
fotografia	fotografija	fotografie	fotografija	N;DEF;FEM;SG	N;NOM;FEM;SG
fotografia	fotografiranje	fotografie	fotografiranje	N;DEF;FEM;SG	N;NOM;NEUT;SG
fotografia	photography	fotografie	photography	N;DEF;FEM;SG	N;NOM;MASC;SG
fotografia	fotografijo	fotografie	fotografija	N;DEF;FEM;SG	N;ACC;FEM;SG
fotografia	fotografija	fotografie	fotografija	N;DEF;FEM;SG	N;NOM;FEM;SG
locuite	naseljen	locui	naseljen	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
albrecht	albrecht	albrecht	albrecht	PROPN	N;NOM;MASC;SG
aia	to	acela	ta	PRO;FEM;SG;3	DET;NOM;NEUT;SG
aia	tisto	acela	tisti	PRO;FEM;SG;3	DET;NOM;NEUT;SG
separarea	ločitev	separare	ločitev	N;DEF;FEM;SG	N;NOM;FEM;SG
separarea	ločevanje	separare	ločevanje	N;DEF;FEM;SG	N;NOM;NEUT;SG
datoria	dajatev	datorie	dajatev	N;DEF;FEM;SG	N;GEN;FEM;SG
datoria	dolžnost	datorie	dolžnost	N;DEF;FEM;SG	N;NOM;FEM;SG
datoria	dolžnosti	datorie	dolžnost	N;DEF;FEM;SG	N;NOM;FEM;PL
scrisoarea	dopis	scrisoare	dopis	N;DEF;FEM;SG	N;NOM;MASC;SG
scrisoarea	črka	scrisoare	črka	N;DEF;FEM;SG	N;NOM;FEM;SG
scrisoarea	pismo	scrisoare	pismo	N;DEF;FEM;SG	N;NOM;NEUT;SG
eroul	junak	erou	junak	N;DEF;MASC;SG	N;NOM;MASC;SG
eroul	heroj	erou	heroj	N;DEF;MASC;SG	N;NOM;MASC;SG
aviatiei	letalsko	aviatie	letalsko	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
aviatiei	letalstvo	aviatie	letalstvo	N;DEF;FEM;SG	N;NOM;NEUT;SG
aviatiei	aviation	aviatie	aviation	N;DEF;FEM;SG	N;NOM;MASC;SG
aviatiei	letalski	aviatie	letalski	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
rupt	zlomljeni	rupt	zlomljen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
integrate	integriran	integra	integriran	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
integrate	integrirana	integra	integriran	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG;V.PTCP
integrate	integrirano	integra	integrirano	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG;V.PTCP
integrate	celostni	integra	celosten	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
panama	panama	panamă	panam	PROPN	N;NOM;FEM;SG
panama	panami	panamă	pana	PROPN	N;DAT;FEM;PL
utilizari	uporabe	utilizare	uporaba	N;INDF;FEM;PL	N;GEN;FEM;SG
nancy	nancy	nancy	nancy	PROPN	PROPN;NOM;FEM;SG
comisie	komisija	comisie	komisija	N;INDF;FEM;SG	N;NOM;FEM;SG
comisie	provizija	comisie	provizija	N;INDF;FEM;SG	N;NOM;FEM;SG
westfalia	vestfalija	westfalia	vestfalija	PROPN	N;NOM;FEM;SG
arkansas	arkansas	arkansas	arkansas	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
sinteza	sintezo	sinteză	sinteza	N;DEF;FEM;SG	N;ACC;FEM;SG
sinteza	sintezo	sinteză	sinteza	N;DEF;FEM;SG	N;ACC;FEM;SG
aripa	wing	aripă	wing	N;DEF;FEM;SG	
aripa	krilo	aripă	krilo	N;DEF;FEM;SG	N;NOM;NEUT;SG
aripa	wing	aripă	wing	N;DEF;FEM;SG	
aripa	krilo	aripă	krilo	N;DEF;FEM;SG	N;NOM;NEUT;SG
cauzele	vzroki	cauză	vzrok	N;DEF;FEM;PL	N;NOM;MASC;PL
graz	gradcu	graz	gradec	PROPN	PROPN;DAT;MASC;SG
graz	gradec	graz	gradec	PROPN	PROPN;NOM;MASC;SG
veniturile	prihodek	venit	prihodek	N;DEF;FEM;PL	N;NOM;MASC;SG
veniturile	prihodki	venit	prihodek	N;DEF;FEM;PL	N;NOM;MASC;PL
veniturile	dohodki	venit	dohodek	N;DEF;FEM;PL	N;NOM;MASC;PL
veniturile	dohodek	venit	dohodek	N;DEF;FEM;PL	N;NOM;MASC;SG
veniturile	dohodka	venit	dohodek	N;DEF;FEM;PL	N;GEN;MASC;SG
veniturile	dohodki	venit	dohodek	N;DEF;FEM;PL	N;NOM;MASC;PL
veniturile	prihodki	venit	prihodek	N;DEF;FEM;PL	N;NOM;MASC;PL
veniturile	prihodek	venit	prihodek	N;DEF;FEM;PL	N;NOM;MASC;SG
clinton	clinton	clinton	clinton	PROPN	N;NOM;MASC;SG
imparateasa	carica	imparatesa	carica	N;DEF;FEM;SG	N;NOM;FEM;SG
imparateasa	cesarica	imparatesa	cesarica	N;DEF;FEM;SG	N;NOM;FEM;SG
imparateasa	carica	imparatesa	carica	N;DEF;FEM;SG	N;NOM;FEM;SG
imparateasa	cesarica	imparatesa	cesarica	N;DEF;FEM;SG	N;NOM;FEM;SG
integrare	povezovanje	integrare	povezovanje	N;INDF;FEM;SG	N;NOM;NEUT;SG
integrare	vključitev	integrare	vključitev	N;INDF;FEM;SG	N;NOM;FEM;SG
integrare	integracija	integrare	integracija	N;INDF;FEM;SG	N;NOM;FEM;SG
integrare	vključevanje	integrare	vključevanje	N;INDF;FEM;SG	N;NOM;NEUT;SG
districtele	okrožij	district	okrožje	N;DEF;FEM;PL	N;GEN;NEUT;PL
districtele	okrožja	district	okrožje	N;DEF;FEM;PL	N;NOM;NEUT;SG
miercurea	srede	miercure	sreda	N;DEF;FEM;SG	
miercurea	sredo	miercure	sreda	N;DEF;FEM;SG	N;ACC;FEM;SG
miercurea	sreda	miercure	sreda	N;DEF;FEM;SG	N;NOM;FEM;SG
miercurea	srede	miercure	sreda	N;DEF;FEM;SG	
scenele	prizore	scenă	prizor	N;DEF;FEM;PL	N;ACC;MASC;PL
scenele	prizori	scenă	prizor	N;DEF;FEM;PL	N;NOM;MASC;PL
scenele	scene	scenă	scena	N;DEF;FEM;PL	N;NOM;FEM;PL
dramatice	dramatična	dramatic	dramatičen	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
dramatice	dramatičen	dramatic	dramatičen	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
dramatice	dramatično	dramatic	dramatičen	ADJ;INDF;FEM;PL	ADV
transmiterea	menjalnik	transmitere	menjalnik	N;DEF;FEM;SG	N;NOM;MASC;SG
transmiterea	posredovanje	transmitere	posredovanje	N;DEF;FEM;SG	N;NOM;NEUT;SG
transmiterea	prenos	transmitere	prenos	N;DEF;FEM;SG	N;NOM;MASC;SG
transmiterea	pošiljanje	transmitere	pošiljanje	N;DEF;FEM;SG	N;NOM;NEUT;SG
ralph	ralph	ralph	ralph	PROPN	N;NOM;MASC;SG
armeni	armenski	armen	armenski	N;INDF;MASC;PL	ADJ;NOM;DEF;MASC;SG
vera	vera	vera	vera	N;DEF;FEM;SG	N;NOM;FEM;SG
minima	minimalno	minimă	minimalno	ADJ;DEF;FEM;SG	ADV
minima	najmanj	minimă	najmanj	ADJ;DEF;FEM;SG	ADV;RL
minima	najmanjša	minimă	majhen	ADJ;DEF;FEM;SG	ADJ;NOM;RL;FEM;SG
minima	minimalno	minimă	minimalno	ADJ;DEF;FEM;SG	ADV
minima	minimalne	minimă	minimalen	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;PL
minima	minimalna	minimă	minimalen	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
simt	smiselno	simți	smiseln	V;IND;PL;3;PRS;FIN	ADJ;NOM;NEUT;SG
simt	čut	simți	čut	V;IND;PL;3;PRS;FIN	N;NOM;MASC;SG
simt	občuti	simți	občutiti	V;IND;PL;3;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
simt	občutek	simți	občutek	V;IND;PL;3;PRS;FIN	N;NOM;MASC;SG
simt	občutki	simți	občutek	V;IND;PL;3;PRS;FIN	N;NOM;MASC;PL
simt	počutje	simți	počutje	V;IND;PL;3;PRS;FIN	N;NOM;NEUT;SG
datata	hodila	datată	hoditi	ADJ;DEF;FEM;SG	V;IPFV;FEM;SG;V.PTCP
cateodata	včasih	cateodată	včasih		ADV
utila	uporaben	utila	uporaben	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
utila	koristno	utila	koristen	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
utila	uporabna	utila	uporaben	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
utila	uporabno	utila	uporaben	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
utila	koristna	utila	koristen	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
utila	koristno	utila	koristen	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG
dotat	nadarjeni	dota	nadarjen	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
pastrata	ohranjena	pastrat	ohranjen	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
pastrata	ohranjen	pastrat	ohranjen	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
pastrata	ohranjeno	pastrat	ohranjen	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
isabella	isabella	isabella	isabello	N;DEF;FEM;SG	N;NOM;FEM;SG
predare	poučevanje	predare	poučevanje	N;INDF;FEM;SG	N;NOM;NEUT;SG
predare	predaja	predare	predajati	N;INDF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
sanatatea	zdravje	sanatate	zdravje	N;DEF;FEM;SG	N;NOM;NEUT;SG
sanatatea	zdravja	sanatate	zdravje	N;DEF;FEM;SG	N;GEN;NEUT;SG
patrat	kvadratnih	patrat	kvadraten	N;INDF;MASC;SG	ADJ;GEN;MASC;PL
patrat	kvadratnih	patrat	kvadraten	N;INDF;MASC;SG	ADJ;GEN;MASC;PL
gratie	grace	gratie	graca	N;INDF;FEM;SG	PROPN;NOM;FEM;SG
avere	bogastvo	avere	bogastvo	N;INDF;FEM;SG	N;NOM;NEUT;SG
avere	bogastva	avere	bogastvo	N;INDF;FEM;SG	N;GEN;NEUT;SG
avere	bogastvo	avere	bogastvo	N;INDF;FEM;SG	N;NOM;NEUT;SG
avere	premoženje	avere	premoženje	N;INDF;FEM;SG	N;NOM;NEUT;SG
windsor	windsor	windsor	windsor	PROPN	
fin	fin	fin	fin	ADV	N;NOM;MASC;SG
birou	namizno	birou	namizen	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
secretul	skrivna	secret	skriven	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
secretul	skrivnost	secret	skrivnost	N;DEF;MASC;SG	N;NOM;FEM;SG
secretul	skrivno	secret	skrivno	N;DEF;MASC;SG	ADJ;NOM;NEUT;SG
trilogia	trilogije	trilogie	trilogija	N;DEF;FEM;SG	N;NOM;FEM;PL
aniversare	obletnico	aniversare	obletnica	N;INDF;FEM;SG	N;ACC;FEM;SG
aniversare	obletnica	aniversare	obletnica	N;INDF;FEM;SG	N;NOM;FEM;SG
gonzaga	gonzaga	gonzaga	gonzag	N;DEF;FEM;SG	N;NOM;MASC;SG
frumusetea	lepote	frumusete	lepota	N;DEF;FEM;SG	N;NOM;FEM;PL
frumusetea	lepoto	frumusete	lepota	N;DEF;FEM;SG	N;ACC;FEM;SG
frumusetea	lepoti	frumusete	lepota	N;DEF;FEM;SG	N;DAT;FEM;SG
frumusetea	lepotica	frumusete	lepotica	N;DEF;FEM;SG	N;NOM;FEM;SG
frumusetea	lepota	frumusete	lepota	N;DEF;FEM;SG	N;NOM;FEM;SG
