月	قمر	月	قَمَر	N	
重要	المهم	重要	مُهِمّ	ADJ	
工程	يعمل	工程	عَمِل	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
工程	يشتغل	工程	اِشتَغَل	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
工程	ينفع	工程	نَفَع	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
港	ميناء	港	مِينَاء	PROPN	N;NOM;INDF;SG
港	الميناء	港	مِينَاء	PROPN	N;NOM;DEF;SG
港	منفذ	港	مَنفَذ	PROPN	N;NOM;INDF;SG
港	بورت	港	بُورت	PROPN	
港	المنفذ	港	مَنفَذ	PROPN	N;NOM;DEF;SG
港	الميناء	港	مِينَاء	PROPN	N;NOM;DEF;SG
列	العمود	列	عُمُود	V	N;NOM;DEF;SG
列	عمود	列	عمود	V	N;NOM;INDF;SG
最後	الاخيرة	最後	أَخِير	N	ADJ;NOM;DEF;FEM;SG
最後	اخر	最後	آخَر	N	ADJ;NOM;INDF;MASC;SG
最後	اخير	最後	أَخِير	N	ADJ;NOM;INDF;MASC;SG
最後	تدوم	最後	دَام	N	V;IPFV;FEM;IND;SG;3;FIN;ACT
最後	الاخير	最後	أَخِير	N	ADJ;NOM;DEF;MASC;SG
提交	التقديم	提交	تَقدِيم	V	N;NOM;DEF;SG
提交	تقديم	提交	تَقدِيم	V	N;NOM;INDF;SG
提交	الخضوع	提交	خُضُوع	V	N;NOM;DEF;SG
提交	تقديم	提交	تَقدِيم	V	N;NOM;INDF;SG
提交	مقدم	提交	مُقَدَّم	V	ADJ;NOM;INDF;MASC;SG
提交	المقدم	提交	مُقَدَّم	V	N;NOM;DEF;SG
一般	عموما	一般	عُمُوم	ADV	N;ACC;INDF;SG
經	سوترا	經	سُوترَا	ADP	
需要	حاجة	需要	حَاجَة	V	N;NOM;INDF;SG
需要	الحاجة	需要	حَاجَة	V	N;NOM;DEF;SG
需要	مطلوب	需要	مَطلُوب	V	ADJ;NOM;INDF;MASC;SG
需要	احتياجات	需要	اِحتِيَاج	V	N;NOM;INDF;PL
需要	الاحتياجات	需要	اِحتِيَاج	V	N;NOM;DEF;PL
需要	حاجات	需要	حَاجَة	V	N;NOM;INDF;PL
需要	الحاجات	需要	حَاجَة	V	N;NOM;DEF;PL
江	ريفر	江	رِيفِر	PROPN	
江	النهر	江	نَهر	PROPN	N;NOM;DEF;SG
江	نهر	江	نَهر	PROPN	N;NOM;INDF;SG
江	جيانج	江	جيانج	PROPN	
江	جيانغ	江	جِيَانغ	PROPN	
臺灣	تايوان	臺灣	تَايوَان	PROPN	
泰	تاي	泰	تاي	PROPN	
電視	التليفزيون	電視	التليفزيون	N	
登	دينج	登	دينج	N	
登	دينغ	登	دينغ	N	
黑	مظلم	黑	مُظلِم	N	ADJ;NOM;INDF;MASC;SG
黑	مظلمة	黑	مُظلِم	N	ADJ;NOM;INDF;FEM;SG
黑	اسود	黑	أَسوَد	N	
黑	بلاك	黑	بلَاك	N	
黑	سوداء	黑	أَسوَد	N	ADJ;NOM;INDF;FEM;SG
花	هناء	花	هِنَاء	N	
花	زهور	花	زُهُور	N	
花	ازهار	花	ازهار	N	
遊戲	العاب	遊戲	لَعب	N	
清	كينغ	清	كينغ	PROPN	
最高	القمة	最高	قِمَّة	ADJ	N;NOM;DEF;SG
最高	توب	最高	تَوَبِّ	ADJ	
最高	قمة	最高	قِمَّة	ADJ	N;NOM;INDF;SG
最高	العليا	最高	العليا	ADJ	
要求	مطلب	要求	مَطلَب	V	N;NOM;INDF;SG
要求	متطلب	要求	مُتَطَلِّب	V	ADJ;NOM;INDF;MASC;SG
要求	اشتراط	要求	اِشتِرَاط	V	N;NOM;INDF;SG
要求	الشرط	要求	شَرط	V	N;NOM;DEF;SG
要求	المتطلبات	要求	مُتَطَلَّبَات	V	N;NOM;DEF;PL
要求	متطلبات	要求	مُتَطَلَّبَات	V	N;NOM;INDF;PL
要求	الاحتياجات	要求	اِحتِيَاج	V	N;NOM;DEF;PL
要求	الشروط	要求	شَرط	V	N;NOM;DEF;PL
要求	المطالب	要求	مَطلَب	V	N;NOM;DEF;PL
要求	مطالب	要求	مَطلَب	V	N;NOM;INDF;PL
要求	طلب	要求	طَلَب	V	N;NOM;INDF;SG
要求	الطلب	要求	طَلَب	V	N;NOM;DEF;SG
要求	مطلب	要求	مَطلَب	V	N;NOM;INDF;SG
要求	الطلب	要求	طَلَب	V	N;NOM;DEF;SG
要求	المطلب	要求	مَطلَب	V	N;NOM;DEF;SG
要求	الطلبات	要求	طَلَب	V	N;NOM;DEF;PL
要求	طلبات	要求	طَلَب	V	N;NOM;INDF;PL
讓	فل	讓	فَلّ	V;CAUS	
讓	دع	讓	دَع	V;CAUS	
發現	اكتشاف	發現	اِكتِشَاف	V	N;NOM;INDF;SG
發現	الاكتشاف	發現	اِكتِشَاف	V	N;NOM;DEF;SG
發現	اكتشاف	發現	اِكتِشَاف	V	N;NOM;INDF;SG
只有	فقط	只有	فَقَط	ADP	ADV
最大	ماكس	最大	مَاكس	ADJ	
華	هوا	華	هوا	PROPN	
華	واه	華	واه	PROPN	
製作	الانتاج	製作	إِنتَاج	V	N;NOM;DEF;SG
製作	انتاج	製作	إِنتَاج	V	N;NOM;INDF;SG
製作	للانتاج	製作	للانتاج	V	N;NOM;DEF;SG
出生	ولد	出生	وَلَد	V	N;NOM;INDF;SG
出生	مولود	出生	مولود	V	N;NOM;INDF;SG
出生	ميلاد	出生	ميلاد	V	N;NOM;INDF;SG
出生	الميلاد	出生	مِيلَاد	V	N;NOM;DEF;SG
出生	الولادة	出生	وِلَادَة	V	N;NOM;DEF;SG
出生	ولادة	出生	وِلَادَة	V	N;NOM;INDF;SG
航空	ايرو	航空	ايرو	N	
數	كونت	數	كُونت	N	
數	الكونت	數	كُونت	N	
出版	نشر	出版	نَشر	V	N;NOM;INDF;SG
出版	منشور	出版	مَنشُور	V	N;NOM;INDF;SG
出版	نشر	出版	نَشر	V	N;NOM;INDF;SG
出版	النشر	出版	نَشر	V	N;NOM;DEF;SG
出版	النشر	出版	نَشر	V	N;NOM;DEF;SG
發展	التنمية	發展	تَنمِيَة	V	N;NOM;DEF;SG
發展	تنمية	發展	تَنمِيَة	V	N;NOM;INDF;SG
發展	التطوير	發展	تَطوِير	V	N;NOM;DEF;SG
成功	ناجحة	成功	نَاجِح	N	ADJ;NOM;INDF;FEM;SG
成功	الناجحة	成功	نَاجِح	N	ADJ;NOM;DEF;FEM;SG
成功	ناجح	成功	نَاجِح	N	ADJ;NOM;INDF;MASC;SG
成功	ناجحة	成功	نَاجِح	N	ADJ;NOM;INDF;FEM;SG
堡	حصن	堡	حَصَّن	N	
堡	فورت	堡	فورت	N	
系統	نظم	系統	نَظَّم	N	V;PFV;MASC;SG;3;ACT
劉	يو	劉	يُو	PROPN	
劉	لاو	劉	لاو	PROPN	
班	فرقة	班	فِرقَة	PROPN	N;NOM;INDF;SG
班	الفرقة	班	فِرقَة	PROPN	N;NOM;DEF;SG
冠軍	تشامب	冠軍	تَشَامُب	N	
康	كانغ	康	كانغ	PROPN	
福	فوك	福	فَوكَ	PROPN	
島	الجزيرة	島	جَزِيرَة	PROPN	N;NOM;DEF;SG
島	جزيرة	島	جَزِيرَة	PROPN	N;NOM;INDF;SG
方式	المنهج	方式	مُنهَج	N	
方式	منهج	方式	منهج	N	
請	ارجوكم	請	أَرجُوكُم	V	
請	رجاء	請	رَجَاء	V	
請	الرجاء	請	رَجَاء	V	N;NOM;DEF;SG
請	ارجوك	請	ارجوك	V	
官方	رسميا	官方	رَسمِيّ	N	ADJ;ACC;INDF;MASC;SG
愛	العشق	愛	عِشق	V	N;NOM;DEF;SG
愛	احب	愛	احب	V	
愛	حب	愛	حُبّ	V	N;NOM;INDF;SG
愛	الحب	愛	حُبّ	V	N;NOM;DEF;SG
得到	الحصول	得到	حُصُول	V	N;NOM;DEF;SG
平	مسطح	平	مَسطَح		ADJ;NOM;INDF;MASC;SG
平	شقة	平	شَقَّة		N;NOM;INDF;SG
平	مسطحة	平	مسطحة		ADJ;NOM;INDF;FEM;SG
平	بينج	平	بينج		
平	بنج	平	بَنج		
平	بينغ	平	بينغ		
印度	انديا	印度	أَندِيّ	PROPN	
印度	الهند	印度	هِند	PROPN	N;NOM;DEF;SG
印度	بالهند	印度	بِ	PROPN	N;NOM;DEF;SG
街道	ستريت	街道	سترِيت	N	
存在	الوجود	存在	وُجُود	V	N;NOM;DEF;SG
存在	التواجد	存在	تَوَاجُد	V	N;NOM;DEF;SG
存在	الوجود	存在	وُجُود	V	N;NOM;DEF;SG
刪除	محذوف	刪除	محذوف	V	ADJ;NOM;INDF;MASC;SG
刪除	الحذف	刪除	حَذف	V	N;NOM;DEF;SG
刪除	ازل	刪除	أَزل	V	
刪除	ازالة	刪除	إِزَالَة	V	N;NOM;INDF;SG
刪除	الحذف	刪除	حَذف	V	N;NOM;DEF;SG
設計	التصاميم	設計	تَصمِيم	V	N;NOM;DEF;PL
設計	تصميمات	設計	تَصمِيم	V	N;NOM;INDF;PL
設計	التصميمات	設計	تَصمِيم	V	N;NOM;DEF;PL
設計	تصاميم	設計	تَصمِيم	V	N;NOM;INDF;PL
設計	تصميم	設計	تَصمِيم	V	N;NOM;INDF;SG
設計	التصميم	設計	تَصمِيم	V	N;NOM;DEF;SG
設計	تصميم	設計	تَصمِيم	V	N;NOM;INDF;SG
發行	اصدار	發行	إِصدَار	V	N;NOM;INDF;SG
卡特	كارتر	卡特	كارتر	PROPN	
命名	تسمية	命名	تَسمِيَة	V	N;NOM;INDF;SG
負責	مسؤول	負責	مَسؤُول	V	N;NOM;INDF;SG
負責	المسؤول	負責	مَسؤُول	V	N;NOM;DEF;SG
服務	خدمات	服務	خِدمَة	V	N;NOM;INDF;PL
服務	الخدمات	服務	خِدمَة	V	N;NOM;DEF;PL
服務	الخدمة	服務	خِدمَة	V	N;NOM;DEF;SG
服務	خدمة	服務	خِدمَة	V	N;NOM;INDF;SG
服務	الخدمات	服務	خِدمَة	V	N;NOM;DEF;PL
機	الة	機	آلَة	N	
機	ماكنة	機	مَاكِن	N	
任何	اي	任何	أَي	DET	CONJ
任何	اية	任何	أَيّ	DET	ADJ;NOM;INDF;FEM;SG
列表	قائمة	列表	قَائِمَة		N;NOM;INDF;SG
列表	قائمه	列表	قائمه		
列表	القائمة	列表	قَائِمَة		N;NOM;DEF;SG
唐	تانغ	唐	تانغ	PROPN	
唐	تانج	唐	تَانج	PROPN	
唐	دون	唐	دُونَ	PROPN	ADP;ACC
西班牙	اسبانيا	西班牙	إِسبَانِيَا	PROPN	
兩	اثنان	兩	اِثنَان	NUM	N;NOM;INDF;SG
當	عندما	當	عِندَمَا	ADP	CONJ
當	متى	當	مَتَى	ADP	DET
超	الترا	超	تِرَا	PART	
超	سوبر	超	سُوبَر	PART	
超	السوبر	超	سُوبِر	PART	N;NOM;DEF;SG
以上	اعلاه	以上	إِعلَاه	DET	
著名	الشهيرة	著名	شَهِير	ADJ	N;NOM;DEF;SG
聖	سانت	聖	سَان	PROPN	
聖	قديس	聖	قِدِّيس	PROPN	N;NOM;INDF;SG
聖	القديس	聖	قِدِّيس	PROPN	N;NOM;DEF;SG
志	تشي	志	تشي	N	
梁	شعاع	梁	شعاع	PROPN	N;NOM;INDF;SG
梁	الشعاع	梁	شِعَاع	PROPN	N;NOM;DEF;SG
梁	ليانغ	梁	ليانغ	PROPN	
專輯	البوم	專輯	أَلبُوم	N	
角色	الشخصية	角色	شَخصِيّ	N	ADJ;NOM;DEF;FEM;SG
半	نصف	半	نِصف	PART	N;NOM;INDF;SG
半	النصف	半	نِصف	PART	N;NOM;DEF;SG
東京	طوكيو	東京	طُوكِيُو	PROPN	
現在	والان	現在	والان	N	
後來	لاحقا	後來	لَاحِق	N	ADJ;ACC;INDF;MASC;SG
後來	لاحق	後來	لَاحِق	N	ADJ;NOM;INDF;MASC;SG
說	قل	說	قَلّ	V	
說	قولي	說	قَولِيّ	V	
說	قول	說	قَول	V	N;NOM;INDF;SG
說	اقول	說	قَاوَل	V	
男	ذكر	男	ذَكَر	N	V;PFV;MASC;SG;3;ACT
之前	قبل	之前	قَبلَ	N	ADP;ACC
合作	التعاون	合作	تَعَاوُن	V	N;NOM;DEF;SG
合作	تعاون	合作	تَعَاوُن	V	N;NOM;INDF;SG
合作	التعاون	合作	تَعَاوُن	V	N;NOM;DEF;SG
合作	تعاون	合作	تَعَاوُن	V	N;NOM;INDF;SG
合作	تعاون	合作	تَعَاوُن	V	N;NOM;INDF;SG
合作	تعاوني	合作	تَعَاوُنِيّ	V	ADJ;NOM;INDF;MASC;SG
門	البوابه	門	بُوَابَهَة	N	
卷	رول	卷	رُول	N	
卷	رولز	卷	رُولز	N	
卷	لفات	卷	لفات	N	
活動	الانشطة	活動	الانشطة	N	
活動	مناسبات	活動	مُنَاسَبَة	N	ADJ;NOM;INDF;FEM;PL
活動	حدث	活動	حَدَث	N	V;PFV;MASC;SG;3;ACT
歌曲	الاغاني	歌曲	أَغَانِيّ	N	
歌曲	سونغ	歌曲	سونغ	N	
歌曲	الاغنيه	歌曲	أَغنِيه	N	
歌曲	اغنيه	歌曲	اغنيه	N	
點	دوت	點	دَوت	N	
點	بوينت	點	بوينت	N	
一	مرة	一	مَرَّة	NUM	N;NOM;INDF;SG
一	مره	一	مَرَّه	NUM	N;NOM;INDF;SG
植物	نبتة	植物	نَبَات	N	
植物	ازرع	植物	أَزرَع	N	
封	فينغ	封	فينغ	V	
封	الختم	封	خِتمَة	V	N;NOM;DEF;SG
封	فقمة	封	فِقمَة	V	
皮	جلدية	皮	جَلَدِيَّة	N	ADJ;NOM;INDF;FEM;SG
非常	جدا	非常	جِدّ	ADV	N;ACC;INDF;SG
而且	وال	而且	وَال	ADV	N;NOM;DEF;SG
通常	عادة	通常	عَادَة	ADV	N;ACC;INDF;SG
形成	التشكيل	形成	تَشكِيل	V	N;NOM;DEF;SG
形成	تشكيل	形成	تَشكِيل	V	N;NOM;INDF;SG
比賽	عرق	比賽	عَرِق	N	
比賽	مسابقه	比賽	مسابقه	N	PRO;NOM;FEM;SG;3
聯賽	دوري	聯賽	دَورِيّ	N	
九	تسع	九	تِسعَة		NUM;NOM;INDF;FEM
九	nin	九	مُثَّة		
九	تسعة	九	تِسعَة		NUM;NOM;INDF;MASC
學校	مدرسه	學校	مدرسه	N	PRO;NOM;MASC;SG;3
信	خطاب	信	خطاب	N	
接受	القبول	接受	قُبُول	V	N;NOM;DEF;SG
接受	قبول	接受	قُبُول	V	N;NOM;INDF;SG
接受	مقبولة	接受	مَقبُول	V	ADJ;NOM;INDF;FEM;SG
接受	قبول	接受	قُبُول	V	N;NOM;INDF;SG
書	كتب	書	كَتَب	N	V;PFV;MASC;SG;3;ACT
木	خشبية	木	خَشَبِيّ	N	ADJ;NOM;INDF;FEM;SG
木	خشبي	木	خشبي	N	ADJ;NOM;INDF;MASC;SG
木	وود	木	وَودَ	N	
討論	مناقشات	討論	مُنَاقَشَة	V	N;NOM;INDF;PL
討論	المناقشات	討論	مُنَاقَشَة	V	N;NOM;DEF;PL
討論	النقاشات	討論	نِقَاش	V	N;NOM;DEF;PL
討論	مناقشة	討論	مُنَاقَشَة	V	N;NOM;INDF;SG
故事	ستوري	故事	ستوري	N	
故事	قصه	故事	قَصه	N	
直接	مباشرة	直接	مُبَاشَرَة	ADV	N;NOM;INDF;SG
直接	مباشر	直接	مُبَاشِر	ADV	ADJ;NOM;INDF;MASC;SG
直接	المباشر	直接	مُبَاشِر	ADV	ADJ;NOM;DEF;MASC;SG
直接	di	直接	مَثّ	ADV	
直接	مباشرة	直接	مُبَاشَرَة	ADV	N;NOM;INDF;SG
參與	المشاركة	參與	مُشَارَكَة	V	N;NOM;DEF;SG
參與	الارتباط	參與	اِرتِبَاط	V	N;NOM;DEF;SG
參與	خطوبة	參與	خُطُوبَة	V	N;NOM;INDF;SG
參與	التفاعل	參與	تَفَاعُل	V	N;NOM;DEF;SG
參與	ارتباط	參與	اِرتِبَاط	V	N;NOM;INDF;SG
參與	الخطوبة	參與	خُطُوبَة	V	N;NOM;DEF;SG
參與	المشاركة	參與	مُشَارَكَة	V	N;NOM;DEF;SG
朗	لانغ	朗	لانغ		
朗	لانج	朗	لانج		
朗	لون	朗	لَون		N;NOM;INDF;SG
湖	ليك	湖	لَيك	N	
湖	لايك	湖	لَايك	N	
根	روت	根	رَوت	PROPN	
根	جذور	根	جذور	PROPN	N;NOM;INDF;PL
根	الجذر	根	جِذر	PROPN	N;NOM;DEF;SG
根	جذر	根	جِذر	PROPN	N;NOM;INDF;SG
根	جذور	根	جذور	PROPN	N;NOM;INDF;PL
根	الجذور	根	الجذور	PROPN	N;NOM;DEF;SG
保留	تحفظات	保留	تَحَفُّظ	V	N;NOM;INDF;PL
保留	التحفظات	保留	تَحَفُّظ	V	N;NOM;DEF;PL
保留	محفوظة	保留	مَحفُوظ	V	N;NOM;INDF;SG
保留	محجوز	保留	محجوز	V	ADJ;NOM;INDF;MASC;SG
保留	محجوزة	保留	مَحجُوز	V	ADJ;NOM;INDF;FEM;SG
保留	حجز	保留	حَجز	V	N;NOM;INDF;SG
保留	الحجز	保留	حَجز	V	N;NOM;DEF;SG
保留	التحفظ	保留	تَحَفُّظ	V	N;NOM;DEF;SG
希望	الامل	希望	أَمَل	V	N;NOM;DEF;SG
希望	هوب	希望	هوب	V	
希望	امل	希望	امل	V	
手	يدا	手	يَد	N	
手	الايدي	手	الايدي	N	
手	ايادي	手	أَيَادِيّ	N	
巴士	حافلات	巴士	حافلات	N	ADJ;NOM;INDF;FEM;PL
巴士	الحافلات	巴士	حَافِل	N	ADJ;NOM;DEF;FEM;PL
播放	بث	播放	بَثّ	V	N;NOM;INDF;SG
播放	البث	播放	بَثّ	V	N;NOM;DEF;SG
播放	مسرحية	播放	مَسرَحِيّ	V	N;NOM;INDF;SG
播放	العب	播放	العب	V	
播放	تشغيل	播放	تَشغِيل	V	N;NOM;INDF;SG
播放	اللعب	播放	لَعب	V	N;NOM;DEF;SG
播放	المسرحيات	播放	مَسرَحِيّ	V	N;NOM;DEF;PL
播放	مسرحيات	播放	مَسرَحِيّ	V	N;NOM;INDF;PL
播放	اللعب	播放	لَعب	V	N;NOM;DEF;SG
增加	زيادة	增加	زِيَادَة	V	N;NOM;INDF;SG
增加	الزيادة	增加	زِيَادَة	V	N;NOM;DEF;SG
增加	تزايد	增加	تَزَايُد	V	N;NOM;INDF;SG
增加	الزيادات	增加	الزيادات	V	N;NOM;DEF;PL
增加	زيادات	增加	زيادات	V	N;NOM;INDF;PL
角	ركن	角	ركن	N	
角	بوينت	角	بوينت	N	
耶	ياي	耶	يَاي		
丹	دان	丹	دان	PROPN	
徐	سيو	徐	سيو	PROPN	
徐	تسوى	徐	سَوَى	PROPN	V;MASC;IMP;SG;FIN;ACT
徐	تسوي	徐	سَوَى	PROPN	
永	وينج	永	وينج	PROPN	
永	الجناح	永	جَنَاح	PROPN	N;NOM;DEF;SG
永	جناح	永	جَنَاح	PROPN	N;NOM;INDF;SG
歌	الاغاني	歌	أَغَانِيّ	N	
歌	سونغ	歌	سونغ	N	
歌	الاغنيه	歌	أَغنِيه	N	
歌	اغنيه	歌	اغنيه	N	
美	الدولارات	美	دُولَار	PROPN	N;NOM;DEF;PL
美	دولار	美	دُولَار	PROPN	N;NOM;INDF;SG
美	دولارات	美	دُولَار	PROPN	N;NOM;INDF;PL
美	الدولار	美	دُولَار	PROPN	N;NOM;DEF;SG
美	دولار	美	دُولَار	PROPN	N;NOM;INDF;SG
投票	التصويت	投票	تَصوِيت	V	N;NOM;DEF;SG
投票	تصويت	投票	تَصوِيت	V	N;NOM;INDF;SG
投票	التصويت	投票	تَصوِيت	V	N;NOM;DEF;SG
投票	تصويت	投票	تَصوِيت	V	N;NOM;INDF;SG
投票	استطلاع	投票	اِستِطلَاع	V	N;NOM;INDF;SG
投票	الاستطلاع	投票	اِستِطلَاع	V	N;NOM;DEF;SG
灣	كوف	灣	كوف	N	
灣	باي	灣	باي	N	
民主	ديمقراطية	民主	دِيمُقرَاطِيّ	N	ADJ;NOM;INDF;FEM;SG
寺	تمبل	寺	مَبَّل	N	
雖然	بالرغم	雖然	بِ	ADP	N;NOM;DEF;SG
參加	المشاركة	參加	مُشَارَكَة	V	N;NOM;DEF;SG
參加	حضور	參加	حُضُور	V	N;NOM;INDF;SG
特別	الخاص	特別	خَاصّ	ADV	ADJ;NOM;DEF;MASC;SG
特別	خاص	特別	خَاصّ	ADV	ADJ;NOM;INDF;MASC;SG
特別	مميز	特別	مُمَيَّز	ADV	ADJ;NOM;INDF;MASC;SG
特別	خاصة	特別	خَاصّ	ADV	ADJ;ACC;INDF;FEM;SG
控制	التحكم	控制	تَحَكُّم	V	N;NOM;DEF;SG
控制	السيطرة	控制	سَيطَرَة	V	N;NOM;DEF;SG
控制	سيطرة	控制	سَيطَرَة	V	N;NOM;INDF;SG
控制	تحكم	控制	حَكَم	V	
控制	الضوابط	控制	ضَابِط	V	N;NOM;DEF;PL
控制	ضوابط	控制	ضَابِط	V	N;NOM;INDF;PL
蒙	مونت	蒙	مونت	PROPN	
戰	باتل	戰	باتل	N	
電視	التليفزيون	電視	التليفزيون	N	
以下	تحت	以下	تَحتَ	DET	ADP;ACC
以下	ادناه	以下	ادناه	DET	N;NOM;INDF;SG
然而	بعد	然而	بَعدَ	ADV	ADP;NOM
七	se	七	إِشَّ	NUM	
編輯	حرر	編輯	حَرَّر	N	V;PFV;MASC;SG;3;ACT
編輯	محررة	編輯	محررة	N	ADJ;NOM;INDF;FEM;SG
隆	ريو	隆	رِيُو	PROPN	
青	شينج	青	شينج	N	
青	تشينج	青	تشينج	N	
青	تشينغ	青	تشينغ	N	
青	شينغ	青	شينغ	N	
青	كينغ	青	كينغ	N	
播出	بث	播出	بَثّ	V	N;NOM;INDF;SG
播出	البث	播出	بَثّ	V	N;NOM;DEF;SG
宋	سونغ	宋	سونغ	PROPN	
宋	الاغنيه	宋	أَغنِيه	PROPN	
宋	اغنيه	宋	اغنيه	PROPN	
宋	الاغنية	宋	أَغنِيّ	PROPN	N;NOM;DEF;SG
宋	اغنية	宋	أَغنِيّ	PROPN	N;NOM;INDF;SG
附近	قرب	附近	قُربَ	N	ADP;ACC
附近	قريب	附近	قَرِيب	N	ADJ;NOM;INDF;MASC;SG
歌手	المغنين	歌手	مَغَنِين	N	ADJ;NOM;DEF;MASC;PL
歌手	مغنية	歌手	مَغَنِيّ	N	ADJ;NOM;INDF;FEM;SG
店	تسوق	店	سَوَّق	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
店	متجر	店	مَتجَر	N	
店	شوب	店	شَوبَ	N	
店	متجر	店	مَتجَر	N	
組織	نسيج	組織	نَسِيج	N	
教授	الاستاذ	教授	الاستاذ	N	
教授	بروفيسور	教授	بروفيسور	N	
盃	كاس	盃	كَاس	N	
盃	الكاس	盃	كَاسّ	N	
源	المصدر	源	مَصدَر		N;NOM;DEF;SG
源	مصدر	源	مَصدَر		N;NOM;INDF;SG
八	eig	八	كَثَّم	NUM	
法國	وفرنسا	法國	وفرنسا	PROPN	
法國	فرانس	法國	فرَانس	PROPN	
法國	فرنسا	法國	فَرَنسَا	PROPN	
除	عدا	除	عَدَا	V	
除	الا	除	إِلَّا	V	PART
除	ماعدا	除	مَاعِد	V	ADJ;ACC;INDF;MASC;SG
除	باستثناء	除	باستثناء	V	
民族	الجنسيات	民族	جِنسِيّ	N	ADJ;NOM;DEF;FEM;PL
民族	جنسيات	民族	جِنسِيّ	N	ADJ;NOM;INDF;FEM;PL
民族	القوميات	民族	قَومِيّ	N	ADJ;NOM;DEF;FEM;PL
不過	لكن	不過	لكن	ADV	
不過	بس	不過	بِسّ	ADV	
不過	ولكن	不過	ولكن	ADV	
老	قديمه	老	قديمه	PART	
老	عجوز	老	عَجُوز	PART	N;NOM;INDF;SG
老	قديمة	老	قَدِيم	PART	ADJ;NOM;INDF;FEM;SG
老	قديم	老	قَدِيم	PART	ADJ;NOM;INDF;MASC;SG
老	القديم	老	قَدِيم	PART	ADJ;NOM;DEF;MASC;SG
鐵	حديدي	鐵	حديدي	PROPN	ADJ;NOM;INDF;MASC;SG
鐵	حديد	鐵	حَدِيد	PROPN	N;NOM;INDF;SG
鐵	الحديد	鐵	حَدِيد	PROPN	N;NOM;DEF;SG
德國	المانيا	德國	أَلمَانِيَا	PROPN	
打	شجار	打	شَاجِر	V	N;NOM;INDF;SG
打	قتال	打	قِتَال	V	N;NOM;INDF;SG
打	القتال	打	قِتَال	V	N;NOM;DEF;SG
關係	علاقه	關係	علاقه	N	PRO;NOM;MASC;SG;3
佛	بوذا	佛	بوذا	PROPN	
少	اقل	少	أَقَلّ		ADJ;NOM;INDF;MASC;SG
頭	راسي	頭	راسي	N	
頭	راس	頭	رَأس	N	
個人	شخصيه	個人	شخصيه	N	
個人	شخصي	個人	شَخصِيّ	N	ADJ;NOM;INDF;MASC;SG
個人	فردية	個人	فَردِيّ	N	ADJ;NOM;INDF;FEM;SG
個人	فردي	個人	فَردِيّ	N	ADJ;NOM;INDF;MASC;SG
個人	الفردية	個人	فَردِيّ	N	ADJ;NOM;DEF;FEM;SG
擁有	حيازة	擁有	حِيَازَة	V	N;NOM;INDF;SG
擁有	الحيازة	擁有	حِيَازَة	V	N;NOM;DEF;SG
擁有	الاستحواذ	擁有	اِستِحوَاذ	V	N;NOM;DEF;SG
擁有	امتلاك	擁有	اِمتِلَاك	V	N;NOM;INDF;SG
擁有	امتلاك	擁有	اِمتِلَاك	V	N;NOM;INDF;SG
擁有	مملوكة	擁有	مَملُوك	V	ADJ;NOM;INDF;FEM;SG
擁有	المملوكة	擁有	مَملُوك	V	N;NOM;DEF;SG
學生	طالب	學生	طَالَب	N	V;PFV;MASC;SG;3;ACT
鎮	تاون	鎮	تَاون	N	
南部	جنوبي	南部	جَنُوبِيّ	N	ADJ;NOM;INDF;MASC;SG
南部	جنوبية	南部	جَنُوبِيّ	N	ADJ;NOM;INDF;FEM;SG
南部	جنوبي	南部	جَنُوبِيّ	N	ADJ;NOM;INDF;MASC;SG
南部	ساوث	南部	سَاوث	N	
模式	مود	模式	مود	N	
決定	المقرر	決定	مُقَرَّر	V	ADJ;NOM;DEF;MASC;SG
決定	قرار	決定	قَرَار	V	N;NOM;INDF;SG
決定	القرار	決定	قَرَار	V	N;NOM;DEF;SG
決定	مقرر	決定	مُقَرَّر	V	
決定	القرارات	決定	قَرَار	V	N;NOM;DEF;PL
決定	قرارات	決定	قَرَار	V	N;NOM;INDF;PL
決定	مقررات	決定	مُقَرَّرَات	V	N;NOM;INDF;PL
決定	المقررات	決定	مُقَرِّر	V	N;NOM;DEF;PL
楊	يناير	楊	يَنَايِر	PROPN	N;GEN;INDF;SG
楊	جان	楊	جَان	PROPN	
楊	يان	楊	يان	PROPN	
楊	يانغ	楊	يانغ	PROPN	
楊	يانج	楊	يانج	PROPN	
方向	توجه	方向	تَوَجَّه	N	V;IPFV;MASC;IND;SG;3;FIN;ACT
方法	المنهج	方法	مُنهَج	N	
方法	منهج	方法	منهج	N	
影響	الاثر	影響	أَثَر	V	N;NOM;DEF;SG
影響	تاثير	影響	تَأثِير	V	N;NOM;INDF;SG
影響	التاثير	影響	تَاثِير	V	N;NOM;DEF;SG
影響	الاصطدام	影響	اِصطِدَام	V	N;NOM;DEF;SG
影響	التاثيرات	影響	تَاثِير	V	N;NOM;DEF;PL
影響	النفوذ	影響	نُفُوذ	V	N;NOM;DEF;SG
